AMGN,Amgen Inc. - Common Stock,NASDAQ
98.52,96.28,98.58,95.91
97.08,98.28,99.12,95.06
96.73,96.14,97.23,95.41
97.64,96.38,98.75,95.64
97.33,99.60,100.17,97.25
100.48,98.99,100.62,98.35
98.74,98.66,99.88,97.78
100.20,97.49,101.72,97.28
96.79,96.06,97.28,95.40
95.21,95.81,96.50,95.05
96.92,97.64,97.90,96.78
98.46,98.18,99.22,97.90
98.89,98.33,99.68,98.07
98.16,102.06,102.33,98.02
103.64,103.26,103.65,101.17
103.56,104.27,104.27,102.24
104.25,104.45,104.65,102.93
104.27,104.05,104.90,103.54
104.50,104.31,104.95,103.89
104.55,104.77,106.00,104.27
105.26,109.39,109.68,104.07
108.25,108.95,109.10,107.82
109.21,106.62,109.21,106.44
107.44,106.60,107.49,105.88
106.51,109.51,109.68,105.36
109.02,109.60,109.88,108.41
109.58,109.37,109.80,108.42
109.92,111.20,111.30,109.40
107.88,108.29,109.55,106.44
109.60,109.39,109.88,108.42
109.93,109.06,109.99,108.20
108.90,107.43,108.97,107.26
107.00,105.22,107.40,104.57
104.59,112.40,113.30,103.31
111.74,110.38,111.90,109.35
108.93,109.63,111.38,108.36
108.78,108.21,109.42,108.15
108.63,107.86,108.92,107.03
107.03,106.64,108.22,106.52
105.94,105.76,108.52,104.59
105.76,104.91,106.80,104.84
105.11,104.47,106.19,104.35
104.12,105.60,106.22,104.12
105.54,104.65,106.18,103.88
106.00,106.29,107.36,104.83
106.18,105.60,106.50,104.85
110.77,113.75,116.25,110.75
111.70,109.13,112.64,108.58
108.60,109.20,110.10,108.30
108.75,108.86,111.50,108.50
109.23,108.94,109.82,108.02
110.53,111.01,111.98,110.01
111.32,113.02,113.19,110.20
112.89,112.93,113.28,111.81
113.04,111.01,113.04,109.99
111.34,111.67,111.96,110.46
112.32,111.16,112.60,110.42
112.23,111.97,112.89,111.38
112.22,113.46,113.68,111.96
113.97,115.06,115.22,113.27
116.21,117.18,117.18,115.41
117.30,115.73,117.30,115.33
115.59,117.52,117.91,115.01
117.85,117.18,117.85,115.66
117.15,116.85,117.61,116.07
115.89,115.05,116.50,115.03
115.19,114.78,116.48,114.59
114.80,112.48,114.80,112.40
113.63,112.85,114.08,112.55
112.43,113.19,114.27,112.17
112.08,111.92,113.27,111.50
111.99,114.58,114.61,111.74
113.88,113.06,113.88,112.40
112.99,111.12,113.06,110.07
110.74,112.91,113.48,110.11
111.47,110.22,111.71,110.08
110.17,107.76,110.80,106.91
108.13,106.28,108.42,105.76
107.17,109.92,109.99,106.99
110.00,110.89,111.51,109.66
110.02,111.58,111.69,109.59
111.62,111.44,112.12,110.89
112.42,114.28,114.85,112.35
113.67,115.85,115.97,113.64
115.95,114.92,116.00,113.78
114.96,113.64,115.47,112.76
114.38,116.21,116.64,113.40
114.94,115.67,116.15,114.10
116.28,116.20,117.53,115.75
116.62,116.32,116.65,115.17
115.99,118.33,118.96,115.80
118.30,118.27,118.38,116.70
118.32,116.88,118.50,116.57
117.11,116.14,117.64,115.89
117.07,118.69,118.74,116.56
118.73,117.28,119.70,116.89
116.33,115.14,116.87,114.85
116.25,113.32,116.29,113.09
114.16,111.03,115.25,110.65
111.41,113.21,113.97,111.27
113.00,113.17,113.98,111.67
112.17,112.71,112.95,111.45
111.55,113.53,113.97,110.85
114.02,115.41,116.76,113.62
115.00,114.98,115.63,113.70
116.50,116.03,117.72,115.75
115.71,115.46,116.17,114.65
115.36,115.56,116.70,114.89
115.81,112.25,116.38,110.75
113.01,113.03,113.50,112.23
113.35,113.96,114.04,112.46
114.07,113.67,114.73,113.54
114.46,113.82,114.88,112.82
114.19,114.08,114.45,113.68
114.29,114.47,114.86,113.78
114.44,113.45,114.47,112.96
112.74,113.07,113.54,112.04
112.84,113.35,113.51,112.10
115.07,114.12,115.07,113.19
114.20,113.98,114.32,113.51
113.12,114.10,114.25,113.12
114.45,113.05,114.45,112.99
112.90,112.57,113.86,112.34
113.00,112.16,113.30,111.31
112.88,112.12,114.04,112.07
112.80,111.00,112.92,109.94
111.30,112.73,112.75,109.71
112.55,112.60,112.69,110.92
112.40,114.03,114.98,112.02
114.67,113.20,114.72,112.52
113.34,112.25,113.41,112.20
112.62,114.36,114.48,112.45
114.89,115.12,115.49,114.36
115.36,115.49,115.52,114.39
115.91,114.08,115.95,113.67
114.36,115.80,116.19,114.06
115.70,114.47,115.97,114.06
114.47,113.48,114.92,113.12
113.50,116.43,116.79,113.27
116.64,115.88,116.90,115.35
116.54,118.89,118.96,116.22
119.00,117.99,119.00,116.20
118.32,116.40,118.73,115.94
116.84,117.72,117.94,116.22
118.42,118.51,118.95,117.40
118.82,119.03,119.69,118.21
118.91,119.15,119.55,118.31
119.96,119.25,120.00,118.57
119.83,124.37,124.46,119.58
123.00,123.60,124.22,121.60
122.61,119.29,122.61,118.99
119.25,118.52,119.83,117.42
118.39,120.70,121.87,118.31
117.00,119.17,121.16,117.00
120.07,120.89,121.98,119.55
118.55,118.95,120.21,118.10
119.68,116.75,120.50,116.47
117.69,115.78,117.73,115.71
115.43,115.07,116.94,114.57
115.62,116.07,116.82,115.08
116.44,118.90,119.04,115.81
119.68,120.30,120.36,117.90
120.00,121.24,121.25,118.85
120.93,122.21,122.54,120.87
121.65,124.15,124.16,121.22
123.54,123.84,124.30,122.52
124.84,124.94,126.32,124.57
124.85,123.35,124.90,123.13
123.35,123.49,124.31,122.90
123.75,123.85,125.50,123.26
124.38,125.79,126.59,124.20
125.34,124.36,126.22,124.02
123.90,121.86,124.23,121.74
121.99,123.08,123.90,121.77
124.26,124.02,126.95,123.17
122.89,123.69,124.18,122.52
125.32,126.00,126.06,124.51
126.18,126.19,127.15,125.39
126.69,124.19,127.42,124.12
125.31,122.26,125.90,120.26
122.26,125.40,126.10,122.25
125.45,124.27,125.60,123.74
122.98,125.98,126.00,122.98
126.17,123.96,126.35,123.31
123.40,122.54,124.91,122.36
123.12,123.86,125.31,122.55
124.50,127.47,127.48,124.31
127.99,126.58,127.99,125.72
126.16,127.05,127.10,125.24
127.05,122.93,128.96,122.47
123.27,121.28,123.50,118.56
121.74,120.63,123.95,119.66
121.23,120.11,122.89,120.05
121.31,122.29,123.98,120.50
122.27,120.55,124.12,120.38
122.50,123.34,124.53,122.19
123.67,126.07,126.23,123.51
126.02,125.98,127.09,125.02
126.16,124.13,127.25,123.13
125.07,119.11,125.38,118.99
118.19,118.82,119.74,116.56
120.17,117.98,120.47,117.67
117.94,120.00,120.19,117.50
119.87,114.11,119.95,113.40
113.27,111.94,116.09,111.90
113.00,113.32,114.88,111.39
113.90,115.00,115.99,111.40
116.15,115.54,116.24,113.73
115.61,115.46,117.19,115.02
116.46,117.02,117.09,114.64
117.24,119.30,119.71,117.05
116.06,113.32,116.45,111.51
114.11,113.72,114.50,111.79
113.62,111.41,113.62,111.30
111.78,111.48,112.34,108.20
112.30,111.90,112.45,110.67
111.81,111.75,112.27,110.41
111.38,112.76,113.21,110.81
113.13,112.42,113.72,111.67
111.39,113.18,113.34,110.86
112.56,112.28,113.67,112.20
111.72,112.77,112.84,110.78
112.40,110.78,113.72,110.57
110.50,111.48,111.57,109.41
111.78,111.73,112.73,111.39
111.66,110.81,112.18,110.76
111.14,112.07,112.48,110.52
112.00,110.29,112.32,109.92
110.86,111.94,112.03,110.59
111.24,112.08,112.47,110.92
112.80,112.22,112.85,111.89
112.08,113.49,113.84,111.96
113.18,114.86,115.59,113.01
114.99,114.33,115.12,113.56
115.73,115.89,115.92,114.72
116.10,115.67,116.38,115.36
115.77,116.00,116.50,115.50
116.57,115.99,116.57,115.03
116.72,116.45,117.06,115.83
116.45,117.12,117.72,116.20
117.50,119.15,119.38,117.22
119.34,117.74,119.34,117.60
118.82,117.82,118.83,117.02
117.47,116.40,117.79,116.04
115.76,117.10,117.15,115.70
116.96,116.34,117.52,115.60
116.14,116.20,116.62,115.61
116.67,116.03,116.70,115.30
116.00,116.16,116.91,115.72
116.75,116.17,116.85,115.67
116.44,117.49,117.56,115.50
118.12,117.85,118.12,117.18
118.53,120.97,121.00,117.83
120.68,119.13,120.85,118.50
119.46,118.79,120.26,118.34
118.70,119.42,120.34,118.28
119.96,119.14,119.97,117.48
119.47,118.59,119.50,117.50
118.96,118.37,119.17,118.20
119.39,120.31,120.50,119.05
120.08,121.03,121.22,120.02
121.45,122.85,122.85,120.72
121.85,120.16,123.11,120.04
119.99,119.96,120.98,119.10
120.45,119.57,120.62,118.92
118.91,118.95,119.20,117.88
120.43,119.77,120.80,119.11
120.84,118.98,120.86,118.81
118.74,116.86,119.47,116.57
117.85,117.71,117.85,116.27
116.73,115.39,117.17,115.21
116.11,118.30,118.68,114.93
117.63,119.03,119.34,117.20
119.59,121.11,121.27,119.35
121.38,122.01,122.39,121.00
122.15,122.26,122.36,121.32
121.97,122.84,122.88,121.67
122.63,122.65,123.05,121.66
122.52,123.31,124.39,122.25
128.63,130.01,131.24,128.63
128.39,127.39,129.34,127.04
126.17,125.55,127.30,124.76
129.00,128.65,129.39,126.52
127.51,127.88,129.00,126.62
127.26,127.09,128.78,126.53
127.41,125.75,128.89,125.51
125.22,126.95,127.41,125.14
127.86,127.32,128.00,126.58
126.22,126.32,126.90,125.40
126.65,127.34,127.80,126.30
125.20,131.86,132.52,124.81
133.31,132.80,133.31,130.00
133.35,133.22,133.98,132.37
133.36,133.02,133.69,131.80
131.97,132.68,133.27,131.85
132.96,132.53,133.01,132.04
132.99,132.82,133.46,132.42
133.38,134.79,134.93,133.38
134.91,137.27,137.67,134.90
137.94,137.83,138.57,136.69
137.65,138.69,139.38,137.29
139.45,139.38,139.73,138.31
139.62,137.96,139.93,137.20
138.53,138.58,138.85,137.34
138.74,138.01,139.50,137.53
138.22,137.88,138.33,135.63
138.00,139.27,139.36,137.66
138.66,137.39,138.98,137.07
137.39,139.19,139.72,137.27
138.53,138.96,139.93,137.35
138.51,137.89,138.99,136.82
137.57,137.97,138.06,136.89
137.32,139.33,139.55,136.95
140.00,140.71,141.57,138.62
140.90,142.02,142.16,139.95
142.99,144.01,144.46,142.29
143.29,142.18,144.02,141.09
141.84,140.68,142.40,140.57
140.75,142.24,142.48,140.02
142.08,139.85,143.03,139.40
140.01,141.06,141.19,138.93
139.96,140.07,141.50,139.33
140.31,140.46,141.58,139.02
140.39,138.82,140.78,138.18
138.98,137.20,139.77,136.32
138.07,139.15,139.71,137.90
138.07,137.61,140.55,136.98
137.14,136.03,137.54,135.98
135.61,140.07,140.38,135.42
139.57,137.58,140.19,137.02
136.78,137.39,140.74,136.78
137.05,133.56,137.81,133.52
135.38,132.20,135.43,131.93
131.02,130.90,131.37,128.60
128.15,130.45,130.88,127.67
131.25,133.69,139.85,129.50
133.28,137.51,137.55,133.01
138.49,144.09,145.49,137.01
143.81,143.64,144.41,141.67
145.90,147.25,148.14,145.24
146.85,147.26,147.50,145.52
146.70,148.20,148.47,146.11
151.75,157.19,157.25,151.47
157.91,158.88,159.72,156.91
158.64,161.58,161.58,158.16
164.56,162.18,164.65,161.42
162.08,161.56,162.41,159.65
160.69,160.41,161.99,159.17
161.31,158.94,161.31,158.81
159.97,160.35,160.94,159.47
162.07,160.25,162.25,158.32
161.01,163.09,163.20,160.50
163.08,162.42,163.86,161.52
161.77,161.93,163.08,161.04
162.11,160.85,162.35,159.58
161.10,157.68,161.28,156.62
156.91,159.14,160.20,156.66
158.91,162.24,162.39,158.37
161.28,162.64,163.28,160.37
161.91,162.68,164.83,161.75
165.58,162.81,165.58,161.43
163.00,164.18,165.68,162.94
164.06,162.24,164.41,160.70
162.75,164.72,164.84,162.47
165.00,165.31,167.34,164.52
165.12,166.41,167.37,164.17
167.60,169.28,169.33,166.80
169.28,168.07,169.49,166.50
167.54,166.55,168.76,166.45
166.68,169.24,169.41,166.11
169.39,171.64,173.14,169.00
170.32,169.39,170.91,167.44
169.00,165.39,169.75,165.00
166.70,166.08,169.64,165.60
163.14,164.53,167.71,162.30
164.77,159.60,164.99,159.40
157.68,159.44,163.96,157.50
159.46,163.48,164.01,158.60
166.10,168.48,168.59,164.58
168.91,170.17,171.73,167.40
168.31,164.53,169.04,163.91
164.91,157.52,164.99,154.36
156.53,160.67,163.17,156.47
162.16,163.46,164.15,161.85
163.83,162.85,164.05,161.52
162.69,160.63,162.73,160.18
161.67,159.29,163.28,159.26
160.16,159.89,162.59,158.60
157.43,157.99,159.60,154.26
158.78,152.90,158.88,152.33
154.09,158.24,158.58,153.01
159.60,157.67,162.76,155.15
158.76,155.73,158.76,154.63
156.22,156.22,157.99,154.99
158.89,155.14,160.96,153.41
152.87,155.16,155.54,152.57
156.15,151.92,157.74,151.53
152.43,158.43,158.44,152.03
159.21,157.60,159.73,154.65
155.38,157.38,158.27,155.38
158.17,159.57,159.78,154.11
159.80,159.81,160.01,158.25
159.62,159.73,161.48,157.67
158.53,158.89,160.74,158.28
158.32,154.64,160.91,154.51
154.89,156.37,156.84,153.76
155.55,152.26,156.87,151.53
153.41,152.50,153.97,149.40
153.76,152.23,153.76,148.87
150.13,151.45,153.15,147.42
152.29,153.36,153.90,151.02
154.32,151.40,154.76,150.60
150.00,150.01,151.83,149.20
150.50,152.57,152.63,149.05
153.30,153.11,155.24,152.26
154.83,153.18,154.83,151.12
153.62,153.48,153.81,150.21
153.52,154.24,154.85,153.00
154.22,155.78,156.23,153.64
155.97,156.05,156.42,155.04
156.43,157.66,157.75,155.06
158.07,158.42,159.20,157.81
159.00,157.37,159.11,156.25
157.76,158.08,158.78,155.74
158.48,158.97,159.40,156.00
159.10,157.72,159.24,157.20
159.29,159.63,159.90,157.62
159.40,158.56,159.40,157.51
158.05,159.19,159.74,156.81
160.00,159.60,161.48,158.86
158.50,154.88,159.92,154.00
154.85,155.01,155.74,152.78
152.87,153.58,155.62,152.29
154.12,152.70,154.27,152.42
154.26,154.25,154.77,152.95
153.28,154.26,154.75,152.58
157.73,163.03,163.20,156.74
162.25,163.07,163.76,161.74
162.97,166.54,167.60,161.83
167.67,169.11,169.22,166.97
170.40,170.10,172.36,168.51
168.90,166.54,169.21,165.70
166.06,166.01,168.25,165.40
166.00,160.62,166.79,160.57
158.84,160.55,162.69,157.36
161.26,162.59,163.44,161.00
164.51,164.30,165.82,163.05
163.32,159.85,164.09,159.72
159.37,157.10,159.39,154.64
157.12,155.88,158.18,155.03
154.80,155.28,157.27,154.60
155.62,157.28,159.47,155.28
157.68,160.33,160.99,157.66
161.23,161.49,161.80,159.07
161.59,163.38,163.69,160.31
162.82,162.49,164.72,162.34
162.50,162.57,163.47,160.56
163.12,165.47,165.91,162.86
166.40,166.87,167.64,165.07
165.00,163.58,165.50,161.72
164.64,165.97,166.05,163.06
167.09,168.46,168.88,167.07
173.04,169.10,173.60,167.01
167.94,169.17,169.55,166.58
168.15,167.91,169.25,166.06
168.49,162.38,168.72,161.55
162.15,162.49,165.30,160.63
161.28,160.98,163.46,159.53
159.84,157.91,161.71,156.47
159.50,160.36,161.69,158.65
161.50,162.11,163.96,161.45
161.31,159.44,162.19,159.24
160.00,158.95,160.39,156.65
159.24,157.90,159.82,157.20
159.78,162.34,162.86,159.13
162.31,161.05,162.99,161.00
159.00,158.24,159.26,155.71
159.74,158.39,161.24,157.65
159.90,161.98,162.16,158.19
163.27,162.36,163.63,161.68
161.70,163.44,163.90,161.27
163.86,163.56,164.12,162.46
163.97,163.98,165.59,162.40
163.52,163.84,164.73,162.82
163.58,163.58,164.57,163.03
160.65,159.01,162.46,158.00
159.96,160.44,161.00,159.28
159.60,157.35,159.60,155.83
156.79,156.26,157.97,155.58
157.59,157.03,158.00,155.50
156.88,156.44,157.97,154.80
157.45,157.13,157.86,156.40
156.60,158.09,158.47,156.30
158.50,157.25,159.40,156.03
157.30,156.47,158.47,155.63
156.55,154.80,157.11,153.91
153.40,155.55,155.88,150.85
157.91,157.96,158.97,156.44
157.23,156.12,157.74,155.01
154.75,156.10,156.37,153.57
155.81,156.23,156.81,155.09
156.86,155.65,156.98,154.88
156.33,160.12,160.77,156.31
160.13,160.72,162.23,159.77
161.62,162.22,163.26,161.45
163.45,161.69,163.50,161.04
161.53,159.89,161.84,159.28
160.82,158.76,160.84,158.02
159.41,158.02,159.79,157.23
156.63,151.60,157.96,151.43
153.24,153.52,154.22,151.51
154.94,154.99,155.75,153.43
155.15,153.26,155.57,153.01
152.14,154.50,156.07,151.89
155.25,155.39,155.70,152.18
154.11,152.31,154.85,151.93
152.44,151.31,153.90,151.04
153.99,154.10,154.53,152.49
155.28,155.76,156.56,154.92
156.34,159.32,160.31,155.76
160.46,160.45,162.55,159.58
161.73,163.04,163.75,161.07
163.05,163.27,163.50,160.60
163.56,164.34,165.40,162.89
164.72,163.70,165.32,162.36
161.47,164.25,164.68,161.47
165.00,164.10,165.12,162.79
162.11,158.59,163.73,157.21
159.37,165.54,165.94,159.16
166.12,172.74,174.80,166.12
172.92,171.47,173.68,169.12
170.09,171.69,172.48,168.21
177.50,176.59,181.81,176.00
176.80,175.59,177.05,174.02
175.79,174.80,176.22,173.62
175.53,176.44,177.52,175.38
176.94,169.66,176.96,168.25
169.67,172.31,172.47,166.40
172.90,170.60,174.69,170.45
169.67,168.56,169.73,166.89
167.69,170.62,171.19,164.62
170.50,168.58,170.99,168.03
168.09,167.72,169.63,166.66
167.05,169.79,169.89,166.00
170.01,167.72,170.24,167.10
166.82,166.57,167.72,164.45
164.33,161.15,165.50,161.03
158.97,155.19,163.92,155.19
145.33,147.64,154.42,140.00
152.50,145.19,153.88,144.88
151.23,153.98,154.11,147.12
154.88,155.72,157.10,151.36
156.38,155.89,158.00,153.71
155.33,151.78,156.35,151.30
149.23,147.46,150.99,146.95
149.07,152.29,152.35,147.25
152.68,149.23,154.12,148.93
147.49,147.02,148.96,145.75
151.60,154.56,154.66,151.00
156.19,151.08,156.76,150.62
150.84,153.14,154.32,150.56
152.05,153.21,153.44,150.93
153.89,151.00,153.89,150.05
152.02,152.14,152.79,150.24
151.97,151.18,152.88,148.47
151.70,153.91,156.34,151.00
151.12,150.59,153.37,149.03
151.97,147.09,152.80,146.32
145.00,145.93,146.78,142.82
146.08,145.72,147.04,144.03
144.72,143.51,145.63,141.36
146.06,138.53,146.75,136.76
137.99,132.24,138.19,130.09
132.00,133.82,138.00,131.43
136.66,138.32,139.25,135.86
138.55,140.23,140.64,136.60
138.26,142.47,142.54,135.64
144.00,143.80,144.90,142.22
142.12,141.22,143.37,138.06
142.65,148.05,148.31,140.24
147.68,149.90,150.99,145.03
149.25,149.59,150.75,148.00
152.78,153.03,155.12,151.63
151.54,147.58,152.98,147.44
148.38,147.81,150.93,147.13
147.45,152.54,152.78,146.97
153.19,152.61,154.12,150.58
152.61,154.47,156.14,152.46
154.19,150.45,155.00,149.47
152.37,150.09,152.75,147.30
152.10,152.31,152.94,148.57
153.61,155.75,156.20,151.86
156.00,158.58,159.91,154.65
158.58,161.98,162.12,157.83
162.72,162.67,162.87,158.73
164.99,160.58,165.00,158.94
161.06,158.18,162.00,158.13
159.01,162.31,162.75,158.37
160.97,162.46,163.15,160.50
162.85,161.88,163.99,160.77
162.20,161.22,162.48,158.82
160.87,160.46,160.87,156.84
159.75,159.63,160.61,158.32
160.25,158.37,161.16,158.05
159.26,156.86,159.57,156.76
155.94,150.98,157.70,150.82
150.68,151.55,153.52,148.00
152.02,154.50,154.78,151.10
154.91,157.60,159.13,153.70
158.11,160.92,161.12,156.35
159.89,159.49,161.52,158.83
160.74,159.91,161.34,159.55
159.63,162.47,163.13,159.63
161.01,162.78,163.34,161.00
163.05,163.95,164.59,162.71
164.76,163.52,165.00,163.14
163.49,161.10,164.00,160.36
162.71,161.98,163.43,160.52
161.62,160.52,162.38,160.10
160.27,154.65,160.52,153.71
154.96,161.43,161.95,154.95
162.91,158.30,162.97,157.54
156.61,159.35,160.67,156.04
158.35,157.89,159.81,156.12
158.97,159.67,160.85,157.00
157.82,155.15,158.78,154.79
155.98,158.11,158.34,153.43
161.65,162.62,164.45,161.56
164.31,164.58,165.23,162.10
164.58,161.43,164.99,159.81
160.50,158.80,161.82,158.62
159.88,159.28,160.38,157.38
160.50,162.30,163.37,160.04
163.03,162.72,163.50,161.65
163.70,163.55,164.36,162.22
162.91,161.73,163.12,160.60
162.92,164.44,164.96,162.05
164.63,163.29,164.75,162.91
162.15,162.33,164.11,162.05
159.00,158.34,159.22,156.09
159.00,158.17,160.21,157.25
155.01,156.72,157.92,154.90
153.06,152.98,156.45,152.89
153.12,150.70,154.86,150.46
151.33,147.69,151.59,144.17
148.43,150.79,151.24,146.92
151.14,145.46,152.83,145.28
146.02,153.16,155.30,144.57
147.69,151.30,152.30,147.69
153.45,151.30,154.62,148.23
149.00,155.02,156.84,148.05
154.75,152.78,155.02,150.24
156.45,156.08,156.96,154.24
156.18,153.43,158.00,153.00
152.78,153.78,155.23,151.09
154.89,150.47,154.89,148.87
151.10,148.35,151.71,145.42
149.40,152.73,153.00,145.25
151.31,152.75,153.72,149.34
150.48,150.11,151.49,148.48
150.50,150.69,151.18,147.07
150.50,149.91,151.96,148.80
148.93,145.04,149.38,143.69
143.50,143.00,144.56,140.16
141.02,143.16,145.63,140.82
145.21,144.81,147.13,143.96
140.76,141.46,143.48,140.04
143.13,144.72,144.97,141.14
146.89,147.15,148.06,145.68
148.30,151.07,151.52,147.40
150.79,149.30,152.36,149.08
148.98,150.12,151.76,148.26
148.72,148.56,149.77,146.94
148.15,147.26,149.72,146.86
145.50,147.11,147.27,143.91
147.36,146.75,148.39,145.26
148.51,147.60,149.50,146.95
146.96,142.28,147.67,142.22
144.30,148.39,148.45,142.28
148.00,147.49,148.63,146.21
147.22,145.84,147.29,145.32
147.03,145.98,147.30,144.54
144.98,147.31,147.87,144.76
146.89,144.63,147.00,144.32
144.00,140.90,144.08,139.91
142.06,141.03,143.48,139.02
142.95,144.57,144.99,142.17
143.86,144.62,145.31,143.19
144.84,143.21,145.30,142.80
143.00,143.98,147.00,141.93
143.72,144.13,145.80,141.84
144.97,145.51,146.40,142.51
145.30,147.01,147.95,145.02
147.05,150.62,150.99,146.83
150.31,148.76,151.91,148.14
148.76,149.24,150.95,147.60
149.32,148.37,150.36,147.32
148.46,149.49,149.69,146.80
149.61,149.48,150.88,148.30
149.33,149.93,150.96,149.13
150.02,154.16,154.44,149.10
154.00,154.66,155.96,153.70
153.68,152.95,155.16,152.62
154.24,159.66,159.85,153.52
159.05,157.38,159.98,156.57
158.24,156.46,159.00,155.42
156.40,156.39,157.75,155.28
156.14,158.60,159.20,156.11
159.02,160.06,160.89,158.23
159.81,160.12,160.77,159.37
160.15,160.13,160.39,158.46
159.49,161.70,162.10,159.40
160.80,162.10,162.50,160.34
163.02,162.76,163.84,161.80
162.44,164.35,164.54,162.03
164.52,163.19,164.70,162.18
163.15,163.46,163.74,162.24
163.39,162.85,163.91,162.02
162.72,161.00,162.90,160.50
160.22,160.56,163.68,159.36
159.39,158.30,161.92,156.38
158.62,158.99,159.42,157.21
158.37,156.35,158.46,156.00
155.28,154.18,155.86,153.53
154.13,154.25,156.21,153.36
153.49,153.19,154.45,151.36
153.70,155.41,156.08,153.02
155.95,157.24,157.50,154.95
157.73,154.18,158.25,154.09
154.68,152.90,155.00,151.97
151.22,152.35,154.08,151.22
152.35,153.27,153.86,151.70
152.45,150.11,152.91,149.44
149.91,150.83,151.43,149.21
149.45,148.67,150.22,147.12
148.92,150.18,151.71,148.65
150.04,149.30,150.75,149.15
150.71,152.72,152.94,150.39
153.54,155.57,155.84,153.15
154.92,155.55,156.28,154.55
156.20,156.74,156.88,155.11
157.42,157.95,158.43,156.86
157.61,158.05,158.84,156.67
158.23,159.87,159.87,157.95
159.86,159.19,159.99,156.82
159.58,160.19,160.75,158.89
159.13,158.89,159.64,158.28
158.48,158.00,158.94,157.54
157.76,156.78,158.98,156.00
155.26,154.78,156.32,153.64
155.06,153.08,156.12,152.99
152.74,152.99,153.48,151.64
153.13,151.90,154.08,151.82
151.68,152.30,152.90,150.70
152.61,149.62,152.76,149.55
151.79,150.65,152.69,150.36
151.14,149.42,151.47,148.50
149.08,149.81,152.18,149.00
151.21,152.27,152.40,150.63
147.20,146.45,149.30,146.03
146.16,144.58,147.07,143.82
145.89,148.42,148.42,145.60
149.11,150.10,150.75,148.63
150.83,152.15,152.43,149.83
152.43,154.28,154.95,152.25
154.29,154.27,154.94,153.38
153.44,156.05,156.82,152.95
155.86,156.59,156.76,155.25
157.62,161.10,161.11,156.20
161.36,160.18,162.32,160.00
160.62,161.96,162.28,160.51
162.64,160.52,162.66,160.31
162.00,162.74,162.99,160.74
163.45,163.28,164.57,161.56
163.82,162.93,164.00,162.79
163.20,162.49,164.71,161.94
162.45,163.25,163.65,161.82
163.39,164.19,164.26,162.71
164.78,165.67,166.33,164.00
165.70,166.56,166.95,164.07
165.89,167.67,168.05,165.76
167.45,170.68,171.09,167.44
168.93,171.28,171.80,166.51
171.57,172.03,172.26,170.53
172.91,174.16,174.98,172.28
175.05,174.15,176.50,173.17
173.74,173.43,174.39,172.28
173.30,172.67,173.67,172.04
173.35,173.66,174.52,172.51
173.31,172.34,174.16,171.83
172.66,172.08,173.30,171.68
171.89,171.23,172.20,170.71
172.24,172.43,172.78,171.05
171.24,173.02,173.15,170.68
171.48,174.58,174.72,171.48
174.54,172.16,174.91,172.07
172.01,174.31,174.50,171.68
174.43,174.75,176.64,173.57
174.10,173.62,174.96,172.26
173.74,174.35,175.18,173.22
174.44,174.40,175.99,173.66
174.00,170.84,174.87,170.28
169.92,170.23,171.46,168.76
170.80,171.97,172.99,169.76
172.37,171.51,172.50,171.12
171.16,170.76,171.94,170.12
170.73,170.06,171.39,169.82
170.55,170.13,170.56,168.62
170.55,169.77,171.05,168.91
169.85,170.84,171.77,169.39
169.78,170.63,171.44,169.20
170.07,170.97,171.36,169.73
169.69,166.55,169.76,166.53
166.08,172.04,172.58,165.93
171.24,169.30,171.50,167.81
169.65,170.14,171.77,169.50
170.04,172.64,173.39,169.47
172.59,172.96,173.39,171.05
173.25,171.38,173.50,171.18
172.94,173.38,174.26,172.46
174.24,173.85,174.25,171.61
174.60,175.62,175.73,173.75
176.27,174.80,176.85,174.61
174.22,173.53,174.45,172.83
170.24,171.63,171.98,169.50
172.22,169.71,172.22,169.05
170.39,165.45,170.39,165.33
166.38,166.81,167.72,165.26
166.05,167.34,167.58,164.44
167.34,167.55,168.69,167.14
167.55,167.24,168.39,166.92
166.33,166.90,167.79,165.79
167.94,167.50,168.15,166.30
168.20,168.31,168.59,167.67
167.82,164.32,167.82,163.51
164.32,163.88,165.59,163.61
162.85,164.29,165.09,162.51
165.05,161.90,165.25,161.84
162.20,162.62,163.45,161.14
163.74,162.80,163.86,162.75
163.42,161.08,163.61,161.02
161.00,161.50,163.35,161.00
160.69,158.51,161.22,158.35
159.36,158.76,159.70,158.24
158.84,157.90,159.27,157.80
158.68,158.99,160.05,158.03
159.71,160.57,161.60,159.64
151.69,145.18,151.76,142.64
146.55,141.16,146.68,140.94
141.17,140.76,142.41,139.31
140.31,138.70,140.61,138.64
139.70,135.22,139.77,135.00
133.71,135.40,137.61,133.64
137.85,139.21,140.23,137.16
139.55,138.45,140.00,137.35
146.75,146.42,152.85,142.75
150.40,151.57,152.23,148.76
150.05,149.04,150.84,146.80
148.47,146.42,149.15,146.01
146.87,147.06,148.46,145.01
147.57,147.23,148.50,146.44
147.73,147.36,148.45,146.51
147.05,145.23,148.35,144.90
145.99,145.55,146.17,145.11
146.82,144.33,146.95,142.82
142.94,145.03,145.17,142.84
145.22,145.43,146.00,144.76
145.25,145.07,145.92,144.50
145.36,146.00,146.79,145.31
145.70,144.07,146.32,144.07
144.24,142.39,144.24,142.14
142.29,144.01,144.91,141.50
145.45,145.29,146.37,143.72
