GWW,W.W. Grainger,NASDAQ
113.08,114.73,114.82,112.77
115.51,116.56,116.80,113.27
114.86,116.36,116.85,114.59
115.96,118.18,118.50,115.96
116.86,116.75,117.91,116.26
117.21,118.74,119.48,116.55
119.23,121.01,121.16,118.10
120.75,119.74,121.11,119.46
119.29,118.45,120.48,118.08
117.28,117.74,119.41,116.93
119.30,120.74,121.38,119.22
120.46,119.35,120.73,119.24
119.63,120.62,120.85,117.99
119.84,119.56,120.54,119.20
120.52,119.11,121.84,118.11
120.00,119.13,120.00,118.79
119.07,118.25,119.87,117.25
119.48,121.69,122.06,118.70
121.22,122.62,123.06,121.22
122.75,121.99,123.00,120.91
121.76,123.00,123.57,121.63
122.96,123.14,123.82,122.58
122.86,123.70,124.27,121.23
124.36,125.31,126.05,124.16
122.77,121.64,123.89,119.80
122.72,121.32,123.10,120.36
121.93,122.18,122.18,120.93
121.12,121.16,122.08,119.60
121.16,122.74,123.11,121.10
123.01,123.82,124.37,122.82
123.87,122.61,123.87,122.48
123.54,122.72,124.45,122.31
121.92,121.76,123.03,121.11
121.13,121.42,121.61,120.10
122.20,121.10,122.62,120.57
121.13,124.03,124.13,120.95
124.45,124.37,125.41,123.72
125.45,125.19,126.19,124.84
125.27,124.62,125.37,123.14
125.74,126.34,126.42,124.88
126.34,128.19,128.27,125.96
127.93,127.03,127.93,126.67
127.12,125.82,127.12,125.17
125.66,126.37,126.38,124.90
124.47,126.70,126.84,123.35
125.96,125.50,126.66,124.45
126.12,125.37,127.13,125.34
124.77,124.53,125.29,123.47
124.29,124.86,125.39,123.00
125.93,125.24,126.63,124.15
124.88,125.78,125.86,124.27
125.50,125.95,126.20,124.52
124.58,124.06,124.93,123.62
124.88,126.70,127.03,124.83
125.75,125.75,126.33,125.69
124.88,125.06,125.42,123.78
123.62,124.93,125.83,123.62
125.99,127.27,128.26,125.97
127.42,131.16,131.31,127.27
130.69,131.59,131.93,130.51
131.40,131.95,132.38,130.91
134.08,132.63,134.08,132.21
132.79,132.13,132.79,131.39
132.99,132.35,132.99,131.76
132.57,133.67,133.76,132.08
134.15,133.77,134.79,133.34
134.09,134.83,135.25,133.82
134.43,135.38,136.26,134.32
135.24,136.80,136.92,134.65
136.84,136.19,136.84,136.08
136.52,137.30,137.85,136.41
137.72,138.50,138.50,137.53
138.59,138.01,138.59,137.71
137.99,138.07,138.30,137.77
138.00,138.65,138.86,137.41
138.87,138.01,139.07,137.51
138.42,137.95,139.08,137.94
137.67,138.29,138.62,137.41
138.20,138.11,139.09,137.91
139.18,139.54,140.17,138.75
140.00,139.23,140.00,137.40
138.66,138.68,139.85,138.04
137.50,133.66,137.50,133.41
134.11,132.60,134.61,132.13
132.23,132.66,133.86,132.10
133.21,133.54,134.16,132.89
134.34,134.46,135.02,134.10
134.76,134.78,135.37,134.33
134.49,135.90,136.01,134.29
136.15,137.20,137.46,135.52
137.21,136.08,137.44,135.78
136.10,135.20,136.31,134.24
136.23,135.31,136.60,134.91
135.55,139.16,139.36,135.21
136.04,132.56,137.36,131.74
131.89,132.18,132.44,129.92
132.12,133.99,134.52,132.11
134.15,130.21,134.36,129.64
130.82,131.47,132.19,130.38
132.43,132.32,132.60,131.32
132.06,131.73,132.51,131.14
131.32,132.36,133.07,131.08
132.25,133.45,133.54,131.97
133.63,134.66,135.28,133.41
134.51,135.44,135.67,134.36
134.99,135.28,136.13,134.99
133.99,135.87,136.51,133.99
135.15,135.73,136.09,134.53
135.84,134.48,135.84,134.31
134.14,134.00,134.32,133.37
134.35,134.22,135.16,133.62
133.91,134.00,134.44,133.25
134.21,135.66,135.85,134.07
134.25,133.01,135.21,132.61
132.92,130.53,133.34,129.01
130.24,130.07,131.39,129.39
130.56,131.72,131.85,129.98
132.08,133.21,133.41,131.85
134.34,132.02,137.14,131.87
131.54,134.75,135.31,131.08
135.91,137.38,137.92,135.91
136.83,136.43,137.92,135.18
136.73,135.77,137.19,135.46
136.33,136.70,137.38,135.60
136.34,137.08,137.40,134.76
135.35,134.41,135.94,134.05
134.02,136.48,137.01,133.84
135.54,135.53,136.62,134.18
132.49,134.39,135.33,132.03
134.03,133.12,135.08,131.45
135.70,134.55,135.71,133.51
136.52,135.53,136.62,134.82
137.44,136.53,137.91,136.33
136.19,135.69,136.49,135.12
135.32,135.04,135.70,133.95
135.62,135.73,136.36,135.38
135.87,135.91,136.93,135.65
136.52,136.43,137.44,135.44
136.22,137.97,138.13,135.46
138.68,137.28,139.14,137.12
137.23,137.68,137.80,137.07
138.00,140.88,140.98,137.75
140.80,140.95,141.59,140.50
140.92,141.52,142.34,140.79
143.72,144.20,145.93,143.43
143.85,143.82,145.26,143.32
144.51,143.17,144.75,142.33
143.13,143.52,144.28,142.78
142.69,141.96,143.33,141.47
142.31,141.65,142.75,140.31
141.07,142.24,142.38,140.09
142.63,142.86,143.99,142.14
146.21,145.32,148.17,145.00
145.86,145.92,146.68,145.62
147.39,149.87,149.96,146.78
150.00,149.65,150.00,148.83
149.24,148.94,149.47,148.14
149.84,149.02,149.90,148.80
149.14,150.19,150.40,149.00
149.53,150.84,151.11,149.53
151.55,151.60,152.24,150.55
151.43,149.80,151.85,149.71
149.44,149.38,150.75,148.65
148.98,148.31,149.62,147.35
147.09,146.79,148.63,145.80
148.47,147.91,149.62,147.26
147.56,148.27,149.05,147.56
148.45,150.89,151.03,148.45
150.59,150.05,150.88,148.23
149.94,151.78,152.04,148.90
152.19,151.00,153.60,150.62
150.58,150.30,151.26,149.38
149.88,149.09,150.10,148.15
149.09,151.74,151.80,148.61
151.96,151.45,152.45,150.44
151.47,150.83,151.47,149.25
149.27,148.89,149.90,148.27
149.26,147.34,149.79,146.85
147.14,148.50,148.75,147.05
148.34,149.37,149.75,147.30
149.80,149.41,150.18,149.24
151.16,151.07,151.16,149.23
150.64,144.80,151.18,144.61
145.03,144.79,146.12,143.47
142.71,143.57,144.66,142.06
143.22,144.03,144.23,142.10
144.32,143.61,144.99,143.60
143.36,142.65,143.45,141.98
142.81,143.42,143.94,142.38
143.01,141.90,143.16,141.18
142.64,142.81,143.50,142.01
143.88,145.69,146.97,143.75
144.43,143.14,145.50,143.10
143.25,144.27,144.55,142.01
145.48,144.54,145.79,144.45
144.12,146.04,146.26,143.48
147.19,148.50,148.76,145.30
148.14,149.10,149.58,147.59
147.34,149.16,149.35,146.32
149.11,147.37,149.46,146.55
147.75,148.12,149.18,146.55
149.17,151.51,151.54,149.01
152.00,151.59,152.55,150.85
151.44,153.65,154.68,151.44
154.02,158.21,158.46,153.13
158.21,158.19,159.00,157.00
157.61,159.63,159.71,157.37
160.77,160.78,161.21,160.17
159.25,160.75,160.95,158.74
159.04,158.54,160.12,157.98
158.38,158.30,159.53,157.75
158.77,158.75,161.02,158.36
159.54,156.59,160.68,156.12
157.55,157.62,158.36,156.63
157.44,156.31,157.58,154.75
155.49,156.24,156.82,152.79
157.45,155.66,157.65,154.53
156.57,156.17,157.89,155.33
156.15,155.45,156.72,154.73
154.15,154.84,155.92,153.39
154.48,149.99,154.48,149.55
150.00,148.76,150.61,146.32
148.76,148.84,152.93,147.83
146.32,148.37,149.62,146.32
149.59,147.30,149.76,145.66
146.03,141.43,146.99,141.27
141.36,142.78,143.78,139.15
140.46,136.63,140.89,136.47
138.45,138.50,141.88,134.72
135.00,129.86,136.74,129.79
131.64,132.57,133.44,124.33
128.87,126.11,131.15,125.82
127.16,133.22,135.53,126.80
134.51,135.84,137.36,133.88
138.01,138.57,139.43,136.26
136.98,137.26,139.95,136.55
138.00,137.08,138.67,135.65
133.51,130.95,133.60,129.41
129.27,130.34,134.59,129.27
133.24,132.68,134.09,131.52
133.28,138.15,138.22,132.00
137.73,140.98,141.10,137.19
141.20,138.02,141.91,137.27
136.95,143.05,143.13,135.56
145.65,148.59,148.75,145.65
148.18,150.41,151.35,147.81
151.81,154.10,156.85,151.81
153.01,150.96,155.71,149.73
147.40,148.40,150.38,145.85
144.27,148.99,149.19,143.57
151.43,153.04,153.54,150.24
152.07,152.45,154.62,151.82
151.13,149.22,152.58,147.27
147.26,151.72,151.88,147.15
152.00,157.27,158.82,151.84
158.98,159.73,161.97,155.59
160.86,161.63,162.44,158.31
165.55,159.89,165.55,158.96
156.10,160.36,161.00,155.76
160.86,160.47,163.98,159.32
160.09,157.05,161.32,156.95
152.25,154.49,155.28,151.71
153.64,154.27,155.49,152.96
154.94,158.13,158.45,153.03
162.51,159.98,162.98,159.48
159.19,154.52,161.41,154.14
157.30,153.27,158.65,150.43
151.16,149.54,153.55,149.35
147.21,143.86,148.27,143.58
142.36,149.44,149.56,141.36
148.78,151.49,152.03,147.62
149.03,152.23,152.63,148.00
153.49,149.99,153.67,149.40
154.07,154.16,155.07,152.31
153.75,154.33,155.13,152.63
154.98,158.82,160.88,154.95
157.61,156.21,157.65,154.08
158.71,157.91,160.96,156.74
157.64,155.09,157.98,154.59
157.50,166.30,167.42,156.70
166.94,163.59,167.51,163.11
164.00,165.12,165.73,162.50
166.13,167.64,168.00,164.79
167.52,170.85,172.33,167.12
169.71,168.25,171.45,167.22
170.60,169.77,170.64,167.14
176.12,174.18,177.77,173.33
173.53,174.01,174.93,172.06
172.02,171.31,175.95,171.29
166.01,169.63,172.97,166.00
172.00,174.55,175.23,171.27
176.20,179.12,179.50,176.00
177.52,178.33,179.05,176.04
178.36,178.63,178.99,175.03
178.85,181.33,181.72,177.05
177.10,172.67,178.16,172.37
175.00,176.27,176.83,174.16
178.05,179.40,180.30,177.29
179.13,177.51,179.94,176.36
177.03,179.30,179.97,175.69
177.50,176.84,179.11,176.12
176.94,175.49,177.04,173.75
175.84,176.34,177.38,174.71
173.17,173.96,175.55,173.17
174.04,174.09,176.11,173.33
172.56,169.43,173.21,168.98
169.76,170.31,172.10,168.77
175.00,175.73,177.71,174.72
176.65,176.49,178.06,175.36
181.27,186.90,187.47,179.71
186.90,186.30,189.04,185.90
188.76,186.20,191.84,186.07
189.00,187.31,189.17,186.50
187.81,186.22,188.65,186.17
185.08,185.35,186.08,183.38
184.37,183.28,185.63,182.81
184.28,186.52,187.12,183.96
183.50,183.84,185.00,182.48
185.01,180.62,185.92,179.60
180.20,178.09,181.01,177.36
179.98,178.42,179.98,177.34
180.00,178.99,182.84,178.49
180.17,181.71,183.50,179.92
183.17,186.71,186.84,183.17
186.65,187.47,187.72,184.41
187.28,186.46,187.33,184.24
187.38,189.34,189.43,186.05
189.20,192.31,193.21,188.12
192.67,188.87,192.67,187.26
188.99,189.63,190.59,188.23
189.70,187.19,189.70,187.04
191.29,185.59,191.47,185.54
184.59,187.87,188.18,184.37
186.75,190.20,190.54,185.60
189.83,190.34,191.00,188.96
190.36,191.13,192.09,190.01
193.00,191.26,193.49,190.51
191.08,193.00,193.51,190.37
194.05,194.08,195.00,193.82
192.00,196.70,197.05,192.00
198.36,200.45,201.23,198.36
199.48,202.10,202.30,198.01
203.04,202.10,203.44,201.02
202.25,200.65,202.94,200.34
201.69,202.65,204.37,201.67
201.46,203.51,204.62,201.16
197.10,195.17,199.36,190.59
194.44,192.60,195.18,191.84
191.22,193.18,194.11,191.19
192.00,193.82,194.37,191.45
194.48,190.74,195.51,190.34
191.84,193.37,194.25,191.83
193.65,196.31,196.63,193.65
197.75,203.06,203.50,197.75
201.72,202.81,203.65,201.72
201.99,201.85,204.17,200.38
202.00,201.75,202.24,200.52
201.03,201.54,202.00,198.83
199.94,200.16,200.45,197.70
202.00,208.46,209.57,202.00
207.85,209.10,209.90,207.18
209.57,207.83,209.89,207.57
208.00,208.88,209.43,207.51
209.90,208.88,209.90,207.19
209.90,206.82,209.90,205.98
205.35,206.34,207.65,205.35
205.99,207.97,208.07,205.50
208.34,207.29,208.57,206.53
205.79,210.18,210.92,205.60
209.86,209.04,212.00,207.73
209.19,207.73,210.00,207.05
208.01,207.82,209.59,206.70
207.84,208.10,208.33,206.50
208.11,208.96,209.33,207.11
207.68,205.54,207.72,204.67
206.20,206.12,207.42,205.92
207.98,207.56,209.28,206.86
208.50,211.77,213.00,208.09
212.26,213.43,214.69,211.87
214.55,216.45,216.62,213.40
216.08,216.11,217.09,215.03
216.18,216.48,216.77,213.81
216.45,214.09,216.45,214.09
214.00,212.68,214.09,211.66
211.70,212.19,212.68,209.72
212.59,214.71,216.00,211.95
213.71,213.61,214.07,211.28
212.63,214.72,215.42,210.16
216.57,218.00,218.27,216.11
218.26,219.36,221.84,217.71
218.88,216.27,218.88,214.03
215.16,217.55,217.79,214.26
218.04,214.81,218.29,214.81
214.65,218.19,219.07,213.63
218.23,219.48,219.96,216.75
218.24,217.43,218.34,216.18
216.47,217.27,217.90,215.94
214.25,213.80,214.79,212.09
213.02,207.62,213.79,207.54
213.92,211.61,213.92,208.68
210.00,214.00,216.04,209.04
209.46,213.18,214.90,209.46
213.15,215.59,217.47,213.15
211.01,215.63,216.49,210.00
216.08,216.75,218.57,213.34
216.84,213.26,216.84,211.96
213.74,219.90,221.00,213.14
218.99,211.24,218.99,210.92
210.87,204.01,210.87,199.54
204.88,208.44,209.57,204.01
208.98,209.46,210.01,206.44
210.00,212.83,213.00,208.92
209.25,207.82,210.84,207.26
208.43,207.83,209.62,205.79
204.84,209.03,209.21,203.30
209.98,205.66,209.98,204.79
202.24,201.75,204.13,201.66
200.70,204.70,205.94,200.00
203.34,203.27,203.96,199.85
199.50,201.76,203.54,198.01
203.70,202.40,204.90,201.99
201.42,194.57,201.48,194.44
195.35,191.25,195.35,190.32
192.16,191.77,193.49,190.14
193.11,191.77,193.99,191.77
191.77,188.40,192.15,187.44
189.54,186.23,190.29,185.73
186.71,188.99,189.36,186.25
190.29,193.57,194.28,188.98
192.06,195.45,195.63,190.47
196.00,194.84,198.75,193.85
195.38,193.90,195.99,193.51
194.66,196.34,196.52,194.46
195.74,195.66,196.95,194.03
195.38,193.65,196.07,189.76
189.87,188.25,191.13,188.24
188.59,187.50,189.41,185.42
183.78,177.95,183.78,172.50
179.38,182.38,183.87,178.52
184.64,185.74,187.74,184.22
187.62,189.98,190.33,186.71
189.24,180.88,190.67,180.38
180.73,181.58,182.34,178.36
182.41,177.22,182.41,175.93
177.68,177.10,179.58,175.52
177.15,180.52,180.52,177.15
178.00,181.38,181.70,177.33
183.90,189.02,189.50,183.90
190.09,189.40,191.59,187.08
190.35,184.16,191.02,183.16
184.43,186.81,187.07,183.08
185.86,183.74,185.86,181.73
184.52,183.45,184.52,181.00
179.78,184.61,186.17,179.78
182.85,182.45,184.05,180.11
184.84,191.24,191.66,184.84
190.69,190.10,191.60,187.07
189.61,193.38,194.40,188.68
193.40,191.87,193.40,191.34
189.02,187.77,191.26,187.39
187.73,188.03,189.55,184.22
188.66,184.55,189.99,183.29
184.89,179.02,185.43,177.97
176.80,185.43,186.24,176.50
185.20,189.76,189.99,185.20
189.71,188.09,190.22,186.14
188.50,188.97,190.33,186.91
189.94,210.57,211.36,189.94
210.50,205.72,210.57,204.79
204.77,204.80,205.50,202.16
200.99,204.24,205.35,198.26
205.00,198.75,205.49,195.78
199.83,199.22,201.53,197.50
202.33,202.26,208.71,199.13
203.49,207.76,207.94,202.61
208.16,207.55,208.71,205.67
207.96,204.83,207.96,204.34
205.81,203.01,205.95,202.20
202.62,201.27,205.22,199.26
204.91,205.29,206.09,202.41
206.35,206.55,208.10,204.82
208.53,208.22,209.97,207.55
207.88,206.47,208.00,205.41
205.13,204.51,206.10,203.71
200.22,200.74,200.98,197.16
199.67,201.28,201.35,198.49
202.91,201.20,204.04,200.74
201.00,202.39,203.11,200.82
202.25,206.10,206.63,201.06
206.97,207.28,207.70,204.47
207.74,205.80,207.74,204.07
205.93,203.62,206.50,203.35
202.47,205.06,206.82,202.31
203.52,204.13,205.21,202.87
203.67,204.99,206.30,202.78
205.48,206.34,207.66,204.54
205.34,205.98,209.11,204.54
206.37,204.41,206.57,203.43
202.54,204.27,205.27,202.45
206.21,205.96,207.83,205.00
206.13,209.25,211.31,205.78
208.48,203.44,209.24,203.44
204.17,203.65,205.05,202.00
203.79,203.74,206.43,203.48
204.67,202.99,205.16,202.80
202.98,203.67,204.34,202.05
204.35,206.78,206.83,203.37
202.70,205.92,209.79,202.11
207.10,206.01,209.84,205.85
205.12,206.13,207.53,205.12
206.17,204.85,206.64,204.31
204.90,203.75,205.11,203.46
203.20,204.26,204.49,200.97
205.23,203.03,205.63,202.83
202.23,203.52,204.34,201.53
204.22,206.66,208.71,203.74
206.32,207.24,208.47,205.48
208.67,207.84,208.67,204.53
207.53,208.37,209.57,206.19
208.90,211.11,214.40,207.57
211.78,212.76,213.13,210.73
213.49,212.12,213.58,211.15
213.33,213.76,215.45,212.26
215.00,215.49,216.62,213.44
214.27,213.62,214.54,212.87
213.84,210.99,213.84,210.14
210.99,209.57,211.11,208.70
212.17,216.72,218.23,211.50
216.09,214.63,216.60,213.33
215.56,215.86,215.95,213.37
202.06,209.58,210.60,197.18
210.00,209.27,211.20,208.74
209.76,209.60,210.68,208.39
209.44,205.80,210.28,205.53
200.47,205.32,206.67,200.47
202.88,204.22,206.20,202.34
204.95,199.37,206.16,198.94
200.85,199.63,202.11,198.63
199.96,197.48,200.00,196.20
200.94,201.41,206.00,199.61
201.83,200.52,204.58,200.35
201.53,201.06,204.00,200.88
200.00,202.49,202.78,198.82
200.76,203.08,204.41,199.84
200.93,198.44,203.80,198.28
198.38,195.25,199.41,195.02
195.68,194.61,197.12,192.83
192.96,193.42,195.73,191.32
192.79,192.80,195.33,190.94
192.96,188.77,192.96,185.58
188.48,187.08,190.70,184.78
188.38,187.83,190.96,187.04
189.40,191.20,191.27,189.00
190.89,191.54,192.48,190.58
191.48,190.39,192.45,189.87
190.87,191.51,192.04,189.98
191.27,190.42,191.94,189.11
189.14,190.64,191.43,188.47
189.30,191.59,191.92,188.80
192.69,194.00,194.79,191.90
193.95,194.02,194.91,192.91
194.69,192.41,194.99,192.20
192.15,192.08,193.56,191.71
191.88,192.21,194.36,191.59
186.84,190.62,190.80,186.59
190.79,191.09,191.91,190.09
191.27,193.05,193.37,191.09
193.56,193.81,193.97,191.63
194.19,192.09,194.72,191.85
191.93,190.49,192.29,189.92
190.80,190.26,191.22,189.94
191.34,191.66,191.99,190.06
192.45,195.16,195.49,191.26
195.22,197.95,198.98,194.31
197.77,196.94,198.70,195.71
195.03,200.00,200.24,194.75
198.16,199.44,199.84,197.25
199.34,198.88,199.99,198.41
198.54,200.52,201.00,198.47
199.72,198.20,200.26,198.08
197.79,202.37,202.43,196.98
205.39,207.73,207.88,204.88
207.64,207.07,208.50,205.87
207.33,208.42,208.57,206.28
207.16,207.12,207.62,205.94
207.86,203.66,207.86,203.66
203.84,205.06,206.67,203.84
203.99,203.75,203.99,201.49
203.18,204.63,205.99,203.18
206.54,206.99,208.27,206.45
206.97,208.07,208.22,205.66
207.60,208.19,208.64,206.52
208.97,210.34,210.44,202.83
210.40,210.23,210.40,208.40
210.12,210.47,211.23,209.08
210.21,209.79,211.01,208.24
204.98,214.31,215.79,204.19
214.62,217.09,217.11,213.71
216.85,216.65,217.48,215.07
216.54,218.61,219.29,215.89
218.25,218.55,219.26,216.86
217.68,217.82,218.91,216.23
219.36,219.62,222.05,218.28
217.31,217.14,219.33,215.23
217.89,218.70,218.74,216.84
217.35,217.87,218.66,216.33
216.77,215.86,218.21,215.09
216.28,216.71,218.24,215.60
216.40,217.61,217.99,216.38
219.70,223.09,223.20,218.85
222.46,225.62,226.32,222.46
225.10,226.29,226.54,224.63
226.93,229.48,231.02,226.85
229.19,229.13,230.41,228.68
229.44,226.65,230.22,226.51
226.02,223.75,226.41,223.18
224.02,224.86,225.91,224.02
225.54,221.48,226.12,221.48
222.08,223.09,224.40,221.07
223.24,227.62,228.57,222.03
227.67,226.46,228.20,225.71
225.43,227.43,228.47,223.84
227.11,229.37,229.47,225.49
230.23,231.78,233.82,229.77
232.49,230.63,233.95,229.87
231.26,230.23,231.67,230.05
231.52,231.00,231.78,230.50
230.74,230.57,232.45,229.81
226.00,225.80,226.63,220.97
223.30,225.11,227.00,221.74
225.06,225.10,225.86,224.03
225.00,225.06,226.32,224.12
224.27,223.28,225.58,222.11
224.02,223.66,224.98,221.63
225.16,226.26,226.39,224.00
224.65,223.13,226.17,222.55
223.29,224.68,224.78,222.98
225.00,218.92,225.00,218.58
220.15,220.92,221.61,218.87
219.97,222.01,222.72,218.29
222.46,224.98,225.16,221.38
224.40,219.81,224.72,219.43
220.68,218.70,221.94,218.48
219.07,216.98,219.37,216.64
217.43,224.65,224.73,217.38
221.79,222.01,223.17,220.02
233.36,224.62,233.36,222.04
224.20,226.23,226.84,223.04
225.52,227.33,228.67,222.02
227.46,228.87,232.58,226.75
228.21,228.00,229.40,227.00
225.80,225.70,227.65,223.69
238.84,241.88,245.46,236.20
237.04,238.16,239.50,234.93
236.63,240.60,241.15,236.63
241.83,243.05,244.81,238.80
242.66,243.73,244.58,241.06
245.00,245.86,246.90,243.03
247.23,246.30,248.21,244.58
245.41,245.54,247.83,245.19
249.54,245.24,249.54,243.82
242.60,245.58,247.23,237.47
241.89,246.47,246.49,241.89
246.24,240.90,246.46,240.81
241.92,242.44,244.59,241.14
244.48,248.68,249.49,244.04
246.60,248.53,249.95,246.60
249.22,253.16,253.21,249.02
253.11,252.55,253.38,251.40
251.07,251.59,254.00,250.46
252.47,256.55,256.62,251.72
257.17,257.48,259.50,256.29
257.23,261.95,262.12,256.62
261.15,261.80,262.43,259.19
260.99,258.46,261.90,257.88
258.46,263.35,263.41,258.46
263.02,263.29,263.91,261.52
263.15,267.34,269.15,263.05
266.99,259.92,269.17,258.95
258.85,258.55,260.24,256.20
256.50,257.78,259.08,254.64
260.45,259.84,260.59,257.08
257.59,254.99,259.41,254.86
256.29,253.10,256.61,252.67
252.90,257.44,261.34,252.90
257.23,258.51,258.75,252.58
258.66,256.73,259.05,253.34
255.56,251.65,255.56,251.50
251.78,253.22,253.33,250.02
255.82,260.61,260.76,254.99
261.00,256.08,261.00,255.21
252.70,255.00,256.90,252.00
256.21,252.06,256.56,252.06
252.15,253.75,254.65,251.45
252.48,254.38,255.18,252.19
256.04,254.36,256.42,253.04
253.54,255.87,256.02,252.38
255.66,251.70,256.19,251.66
249.47,249.52,251.23,248.27
