PFIE,Profire Energy,NASDAQ
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.26,0.26,0.27,0.25
0.26,0.26,0.30,0.26
0.26,0.26,0.26,0.26
0.60,0.32,0.60,0.32
0.32,0.32,0.32,0.32
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.51,0.51,0.59,0.51
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.35,0.45,0.45,0.35
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.33,0.30,0.33,0.29
0.30,0.28,0.30,0.27
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.12,0.28,0.28,0.12
0.28,0.28,0.28,0.20
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.33,0.32,0.33,0.28
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.33,0.35,0.35,0.33
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.20,0.15,0.20,0.15
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.10,0.10,0.10,0.10
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.24,0.24,0.24,0.24
0.20,0.22,0.22,0.20
0.22,0.22,0.22,0.22
0.15,0.25,0.25,0.15
0.22,0.22,0.22,0.22
0.22,0.25,0.25,0.22
0.25,0.25,0.25,0.25
0.22,0.25,0.25,0.22
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.22,0.25,0.25,0.22
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.34,0.34,0.34,0.34
0.36,0.34,0.36,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.35,0.35,0.34
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.40,0.40,0.40,0.40
0.41,0.40,0.41,0.37
0.40,0.40,0.40,0.40
0.41,0.41,0.41,0.40
0.43,0.41,0.43,0.41
0.41,0.41,0.41,0.41
0.44,0.44,0.44,0.44
0.44,0.42,0.44,0.42
0.42,0.42,0.42,0.42
0.42,0.50,0.50,0.42
0.50,0.48,0.50,0.48
0.43,0.43,0.43,0.39
0.44,0.44,0.44,0.44
0.44,0.44,0.45,0.44
0.44,0.44,0.44,0.44
0.48,0.45,0.48,0.45
0.46,0.44,0.46,0.44
0.44,0.44,0.44,0.44
0.44,0.46,0.46,0.44
0.46,0.46,0.46,0.46
0.44,0.47,0.47,0.43
0.45,0.46,0.48,0.45
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.45,0.45,0.45,0.45
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.47,0.47,0.47,0.47
0.47,0.48,0.48,0.47
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.51,0.51,0.48
0.48,0.48,0.48,0.48
0.55,0.55,0.56,0.55
0.55,0.55,0.55,0.55
0.60,0.60,0.60,0.60
0.62,0.70,0.70,0.62
0.70,0.75,0.75,0.69
0.75,0.75,0.75,0.74
0.77,0.76,0.77,0.73
0.78,0.95,0.95,0.78
1.05,1.25,1.35,1.01
1.25,1.10,1.25,1.10
1.11,1.24,1.24,1.11
1.23,1.11,1.24,1.11
1.11,1.11,1.11,1.11
1.06,1.06,1.06,1.06
1.10,1.00,1.15,1.00
1.00,1.01,1.01,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
0.99,0.99,0.99,0.99
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.75,0.75,0.75,0.75
