ALB,Albemarle Corporation Common Stock,NASDAQ
62.43,62.25,63.07,61.96
62.62,61.97,62.72,61.47
61.30,61.23,61.75,60.25
61.93,62.21,62.47,61.75
62.94,62.66,63.18,62.18
63.02,62.75,63.30,62.55
62.57,62.29,63.79,61.71
62.59,63.03,63.59,62.58
63.08,63.04,63.69,62.70
62.73,62.85,63.24,62.55
63.42,63.67,63.91,63.08
63.70,63.37,64.28,63.07
63.82,64.69,65.15,63.72
64.78,65.21,65.60,64.66
66.33,65.06,66.39,64.77
65.03,64.80,65.07,64.19
64.80,64.64,65.26,64.34
64.87,64.70,65.24,63.89
64.96,64.79,65.50,64.70
63.07,62.77,63.27,60.16
62.46,62.82,63.02,61.79
62.72,62.56,62.92,62.09
62.84,62.81,63.11,62.47
62.98,62.64,63.14,62.30
62.56,62.48,62.95,62.20
62.20,61.74,62.42,61.48
61.43,61.75,62.01,61.25
61.80,61.88,62.90,61.53
61.89,62.01,62.99,61.84
62.49,62.38,62.89,62.31
62.30,62.32,62.68,61.88
62.33,63.26,63.36,62.13
63.00,63.14,63.27,62.74
62.81,63.12,63.33,62.57
63.36,63.17,63.60,62.90
62.99,62.91,63.49,62.73
62.70,63.40,63.64,62.70
63.30,63.27,63.51,62.87
63.25,62.92,63.64,62.65
62.43,62.46,62.67,62.00
62.25,62.30,62.46,61.87
62.10,62.40,62.63,61.96
62.33,62.42,63.04,62.21
62.29,62.03,62.75,61.91
62.24,62.64,62.98,62.02
62.93,62.84,63.08,62.38
62.87,62.92,63.61,62.82
62.35,62.59,63.04,62.00
62.50,62.55,62.87,62.37
62.40,62.76,63.23,62.37
62.75,62.37,63.20,62.07
63.05,62.13,63.28,61.70
62.08,62.26,62.80,61.77
62.41,62.34,62.97,62.09
62.58,61.96,62.88,61.61
62.19,62.20,62.71,61.92
62.74,64.09,64.10,62.69
63.92,63.53,64.01,62.75
63.38,63.18,63.62,62.65
63.11,63.10,63.65,62.71
63.71,63.52,63.74,62.97
63.42,63.35,63.75,62.88
63.38,63.25,63.51,62.73
63.43,63.58,64.40,63.33
63.65,63.17,64.16,62.97
63.00,63.02,63.42,62.71
62.27,62.47,62.74,60.89
62.37,62.27,62.80,62.04
62.44,62.95,63.40,62.44
62.78,62.77,63.07,62.41
62.10,62.94,63.04,62.02
62.65,63.69,64.24,62.50
63.30,63.77,63.82,62.99
63.59,63.95,64.31,63.28
63.88,64.65,64.74,63.69
64.19,64.14,64.79,62.93
64.01,63.33,64.12,63.29
63.36,63.04,63.62,62.76
63.38,63.76,63.83,63.35
63.32,63.53,63.65,63.00
63.40,63.99,64.19,63.30
64.00,64.24,64.56,63.63
64.57,64.42,64.84,64.16
64.65,67.45,67.45,64.02
66.89,67.30,67.41,66.44
67.44,66.79,67.48,66.55
67.01,67.19,67.44,66.90
67.00,67.39,67.44,66.80
67.30,67.60,67.77,67.17
67.58,67.60,67.98,66.68
67.47,67.12,67.78,66.78
67.10,66.84,67.43,66.25
66.92,66.26,67.13,65.98
66.35,66.19,66.66,65.92
66.12,66.77,67.01,66.11
66.79,67.16,67.37,66.79
66.92,66.69,67.26,66.25
66.89,67.08,67.45,66.72
67.18,66.58,67.52,66.44
66.46,67.34,67.34,66.46
67.20,67.35,67.54,66.89
67.23,67.24,67.88,66.91
67.02,67.41,67.59,66.87
67.57,67.55,67.91,67.29
67.51,67.58,67.68,67.32
67.77,67.53,67.82,67.25
67.47,67.24,67.69,66.91
67.33,67.28,67.58,67.06
67.41,68.13,68.33,67.09
68.10,68.29,68.39,67.71
68.25,68.50,68.69,68.12
68.50,67.99,68.65,67.92
68.03,69.00,69.03,67.76
69.19,68.71,69.50,68.68
68.87,68.89,69.83,68.51
68.63,68.26,69.08,67.73
68.03,67.92,68.69,67.31
67.76,68.30,68.72,67.41
68.93,69.52,69.68,68.84
69.77,69.55,69.79,69.27
69.38,69.49,70.00,69.34
69.40,68.16,69.84,67.98
68.01,67.54,68.41,67.44
67.75,67.93,67.98,67.52
68.27,68.06,69.32,67.93
68.12,68.77,68.81,67.82
66.00,63.81,66.33,63.63
63.43,63.13,63.68,62.48
62.84,63.59,63.92,62.79
63.83,62.46,63.83,62.42
62.30,62.66,62.96,62.02
63.01,63.37,63.56,63.00
63.51,63.56,63.94,63.37
63.56,63.26,63.95,63.26
63.18,63.39,63.55,63.12
63.38,63.14,63.60,62.60
63.24,63.25,63.34,62.78
63.37,63.11,63.37,62.38
63.53,63.54,63.96,62.90
63.64,64.87,64.90,63.64
65.55,65.83,66.38,65.00
65.87,66.49,66.51,65.42
66.29,65.75,66.56,65.48
65.82,66.61,66.62,65.50
66.63,66.74,67.31,66.63
66.69,66.37,66.86,66.16
66.39,66.00,66.39,65.74
66.19,66.15,66.49,65.91
66.54,66.30,66.77,66.00
65.93,65.52,66.24,65.22
65.29,63.31,65.29,63.23
63.27,63.59,64.17,62.66
63.69,63.20,63.78,62.57
63.83,65.25,66.53,63.23
65.27,64.62,65.64,64.18
64.06,64.18,65.10,64.01
64.48,62.23,64.54,62.15
63.18,62.21,63.18,61.88
62.10,62.49,62.61,60.92
62.55,62.88,63.04,62.30
63.10,63.48,63.57,62.83
63.15,63.71,64.12,63.15
63.60,64.10,64.45,63.46
64.08,64.47,64.59,64.08
64.16,64.81,65.07,63.60
64.87,65.26,65.48,64.59
65.39,64.48,65.39,64.32
64.50,64.41,65.15,64.36
64.45,64.44,64.75,64.36
64.58,63.91,64.84,63.82
63.92,63.84,64.13,63.59
63.99,64.28,64.66,63.59
65.66,65.56,65.66,64.32
65.38,65.58,65.67,65.06
65.49,65.99,66.47,65.35
65.23,65.74,66.25,65.16
66.17,66.04,67.25,65.85
66.10,66.04,66.38,65.67
66.18,66.58,66.96,66.17
66.78,66.55,66.99,66.19
66.30,65.97,66.70,65.55
65.46,65.54,66.10,65.45
64.84,65.01,65.21,64.64
65.04,64.20,65.42,64.12
64.04,63.53,64.80,63.44
64.07,64.35,64.51,63.61
64.54,64.76,64.82,64.18
64.81,64.30,65.07,64.08
64.28,64.08,64.44,63.66
64.43,64.66,65.24,64.19
64.83,64.42,65.47,64.16
65.17,64.85,65.49,64.62
65.05,64.36,65.53,64.35
64.49,64.89,65.11,64.35
64.88,65.10,65.29,64.69
65.50,66.42,66.63,65.23
66.59,66.45,66.87,65.88
66.67,66.92,67.08,66.11
67.02,66.80,67.50,66.63
67.23,66.11,67.23,65.57
66.08,65.03,66.09,64.91
64.88,65.37,65.70,64.69
65.60,66.07,66.46,65.49
65.98,65.13,66.37,65.05
64.90,64.86,65.70,64.65
65.18,65.59,65.80,64.88
65.72,65.62,65.84,64.55
66.05,66.28,66.43,65.64
66.95,66.68,67.03,65.30
66.55,67.20,67.24,66.15
67.40,67.74,67.86,67.19
67.79,67.07,68.23,66.82
67.10,66.84,67.19,66.74
66.61,65.85,66.73,65.75
66.22,66.02,66.31,65.37
66.31,66.59,67.08,66.31
66.61,67.04,67.23,66.27
67.54,67.74,67.96,67.26
67.83,68.10,68.63,67.46
67.80,68.57,68.91,67.80
68.32,68.24,68.75,68.07
68.46,68.50,68.69,68.00
68.33,68.14,68.88,67.97
68.04,68.27,68.50,67.68
68.60,69.36,69.58,68.60
69.36,69.07,69.89,69.04
68.90,68.98,69.34,68.70
68.82,67.67,69.13,67.50
67.73,67.72,67.89,67.02
67.58,67.89,68.64,67.47
67.92,67.47,68.08,67.25
67.74,68.07,68.32,67.52
68.00,68.07,68.47,67.78
68.09,68.66,68.88,67.93
68.94,68.58,69.30,68.52
68.42,68.44,68.62,67.89
68.63,69.33,69.39,68.20
69.18,69.19,69.48,68.86
69.29,69.66,69.82,68.86
69.38,70.02,70.31,69.15
69.83,70.85,70.91,69.65
71.13,71.47,71.86,70.75
71.58,72.18,72.32,71.46
72.06,72.23,72.69,72.02
72.13,72.22,72.42,71.68
71.71,71.60,72.37,71.30
71.52,70.83,71.84,70.74
70.81,71.00,71.20,70.74
71.06,70.44,71.19,70.38
70.40,71.34,71.70,70.26
71.42,71.08,71.65,70.58
71.07,71.32,71.56,71.07
71.63,71.52,71.83,71.08
71.47,71.19,71.59,71.01
71.14,70.55,71.88,70.47
70.62,71.22,71.39,70.55
71.29,71.07,71.46,70.59
70.79,71.85,71.85,70.51
71.93,71.50,71.93,70.94
71.82,72.12,72.58,71.75
71.92,71.93,72.24,71.63
72.06,72.46,72.55,72.02
71.98,72.22,72.41,71.91
72.15,72.26,72.45,71.91
72.60,72.08,72.79,71.82
71.10,71.60,71.93,70.88
71.58,72.00,72.05,71.39
72.42,72.62,72.79,72.15
76.03,70.03,76.28,68.32
70.35,69.07,71.07,68.73
68.61,69.43,70.20,68.11
69.64,70.20,70.51,69.50
69.74,69.13,70.36,69.12
69.27,68.49,69.72,68.49
68.63,68.39,69.09,67.96
68.60,67.54,68.60,67.19
67.58,69.07,69.17,67.58
68.94,68.88,69.13,68.14
70.00,67.25,70.02,67.22
67.58,66.71,68.09,66.58
66.71,61.34,66.71,59.86
60.97,61.75,62.47,60.75
61.79,61.97,62.10,61.05
61.50,61.46,62.59,61.23
61.35,61.28,61.75,60.90
61.77,60.60,61.92,60.36
60.66,60.92,61.02,60.13
61.70,60.89,61.78,60.83
60.64,60.52,60.96,60.27
60.77,61.39,61.69,60.50
61.29,60.67,61.42,60.40
60.66,61.16,61.21,60.31
61.39,61.66,62.17,61.39
61.73,61.97,61.97,61.47
61.69,61.93,62.03,61.38
62.00,61.92,62.48,61.70
61.76,61.81,62.16,61.36
62.16,62.30,62.33,61.77
62.52,62.34,62.54,62.09
62.11,62.40,62.60,62.11
62.09,63.21,63.68,61.61
63.40,63.58,63.86,63.20
63.65,63.92,64.12,63.58
64.14,63.56,64.50,63.50
63.53,63.54,64.00,63.35
63.39,63.72,63.76,63.08
63.71,63.85,64.44,63.67
63.72,63.42,63.87,63.18
63.30,64.70,64.97,63.24
64.02,64.35,64.90,63.94
64.37,63.79,64.46,63.20
64.06,64.29,64.47,63.44
64.25,64.98,65.24,64.02
65.00,64.94,65.45,64.64
65.19,65.04,65.25,64.83
65.05,64.05,65.13,63.88
64.01,63.26,64.43,63.23
63.19,63.06,63.55,62.84
63.21,63.17,63.52,62.66
62.80,60.63,62.80,60.56
60.62,60.88,61.06,60.31
60.11,60.03,60.53,59.85
59.98,58.90,60.20,58.37
58.73,57.79,58.77,57.28
57.78,58.88,58.95,57.22
58.92,58.98,59.27,58.24
60.14,59.51,60.90,59.24
59.20,58.46,59.74,58.41
58.26,58.69,58.74,57.25
58.50,56.30,58.68,56.25
56.33,55.03,56.43,54.65
55.04,53.16,55.74,53.08
53.73,53.51,54.36,52.84
52.55,53.72,54.06,51.35
52.65,53.89,54.25,52.44
54.54,54.59,55.65,54.25
54.52,55.36,55.39,53.85
55.82,56.53,56.76,55.63
56.97,55.24,57.13,55.16
57.24,56.80,58.35,55.97
56.74,57.20,57.28,56.09
56.63,56.53,56.97,55.53
57.06,57.99,58.09,56.49
58.06,57.19,58.09,56.80
57.00,57.35,57.67,56.68
58.20,58.38,58.52,57.71
58.46,58.73,59.02,58.26
59.03,58.80,59.22,58.55
59.33,60.75,60.77,59.01
60.63,60.86,60.98,59.90
60.86,61.18,61.39,60.56
61.11,61.45,61.59,60.90
61.34,62.04,62.25,61.09
61.92,61.56,62.20,61.44
61.68,61.88,62.42,61.30
61.63,61.74,62.11,61.12
61.61,61.60,61.93,61.43
61.56,61.69,61.98,61.47
61.74,61.55,61.78,61.16
61.05,61.55,61.83,60.80
62.47,61.78,62.54,61.52
62.12,61.85,62.17,61.59
62.02,61.32,62.07,61.20
61.41,61.67,61.71,60.89
61.34,59.04,61.34,58.69
59.00,58.34,59.38,58.08
58.47,58.88,58.96,57.86
59.16,61.40,61.60,58.84
61.17,61.80,61.80,60.54
61.65,62.38,63.38,61.65
62.14,61.83,62.54,61.67
61.15,62.34,62.40,61.07
62.05,59.00,62.05,58.51
58.95,57.87,59.99,57.68
57.23,55.60,57.50,55.47
56.15,54.76,56.44,54.47
54.45,54.97,56.25,54.29
55.04,57.20,57.24,54.95
58.01,58.84,58.84,57.50
58.96,58.69,59.47,58.23
58.82,60.00,60.00,58.54
60.44,60.82,61.39,60.14
60.77,60.48,61.02,60.48
60.89,60.89,61.21,60.64
60.75,60.94,61.50,60.66
60.86,60.80,61.30,60.76
60.92,60.13,60.97,60.09
60.37,60.31,60.64,59.69
59.90,58.31,60.08,58.27
58.44,57.17,58.50,57.13
57.98,56.94,57.98,56.74
57.53,58.73,58.91,57.36
58.76,59.02,59.71,57.44
58.98,59.70,60.52,58.46
60.20,60.99,62.23,59.95
59.89,59.52,60.23,58.58
59.76,58.08,59.97,57.86
57.97,58.52,58.58,57.31
59.00,57.80,59.00,57.57
57.66,58.61,58.63,57.36
58.93,59.55,59.74,58.43
59.15,56.84,59.44,56.25
57.23,57.14,57.51,56.67
56.19,56.37,56.86,56.08
56.92,55.37,57.76,54.70
53.81,47.77,56.17,46.94
47.03,48.26,48.83,46.78
48.44,47.92,48.76,47.31
48.70,49.38,49.54,47.83
48.89,48.85,49.45,48.44
49.03,49.75,49.95,48.88
49.77,51.08,51.14,49.76
50.91,52.14,52.15,50.83
52.40,52.17,52.40,51.60
51.76,53.18,53.75,51.48
52.94,53.96,54.12,52.75
54.11,54.59,54.70,53.33
54.41,54.79,55.22,53.88
54.39,54.86,54.88,54.22
54.34,54.43,54.76,53.94
54.53,55.47,55.47,53.78
55.03,55.56,55.70,54.99
55.43,56.08,56.14,55.33
55.80,56.33,56.51,55.80
56.34,56.30,56.72,55.89
56.27,56.57,56.99,56.10
56.36,56.68,57.08,55.83
56.39,56.74,56.85,56.30
56.65,55.40,56.65,55.26
55.44,55.28,55.54,54.70
54.60,54.83,55.18,54.52
55.01,54.90,55.07,54.75
54.21,54.34,54.56,54.05
54.31,53.54,54.40,53.35
53.50,53.65,54.38,53.25
53.42,52.94,53.66,52.74
53.05,52.79,53.20,52.57
52.52,52.49,52.74,51.78
52.38,52.75,53.11,51.50
52.50,51.67,52.70,51.48
51.75,52.25,52.53,51.74
52.25,51.91,52.71,51.89
51.92,52.00,52.35,51.58
52.00,51.18,52.30,51.14
51.05,51.00,51.31,50.84
52.99,51.55,53.03,51.37
51.96,52.43,52.55,51.64
52.28,52.84,52.92,51.88
52.55,52.57,52.71,52.23
52.52,52.89,53.46,52.27
52.80,55.00,55.22,52.80
55.00,55.25,55.48,54.62
55.43,55.88,56.07,55.27
56.10,59.01,59.03,56.08
59.49,58.75,59.88,58.57
58.61,58.38,58.94,58.29
58.53,58.97,58.97,58.07
59.10,59.31,59.68,58.46
59.24,58.74,59.26,58.54
58.42,59.05,59.07,58.14
59.26,59.19,59.47,58.79
59.31,58.75,59.41,58.17
58.78,58.94,59.29,58.51
58.65,58.95,59.07,58.55
59.07,59.00,59.66,58.72
59.08,58.52,59.39,58.40
58.45,59.45,59.50,57.95
58.77,60.25,60.30,58.74
60.25,59.70,60.78,59.47
60.14,60.44,60.77,59.81
60.69,60.12,60.89,59.99
60.13,60.00,60.70,59.59
60.53,60.00,60.73,59.76
62.28,62.83,64.54,61.44
63.72,63.16,64.99,63.12
63.16,63.25,63.60,62.71
63.07,62.68,63.21,62.01
62.73,62.54,62.96,62.44
62.81,63.63,63.86,62.61
63.33,64.38,64.80,62.92
64.24,63.26,64.24,63.11
63.23,62.70,63.35,62.17
62.79,62.54,62.88,62.34
62.23,62.71,62.81,62.05
62.28,61.87,62.50,61.66
61.45,61.16,61.65,60.79
61.16,61.32,61.57,60.96
61.31,60.59,61.56,60.27
60.60,60.15,60.66,59.90
60.38,59.85,60.72,59.79
59.84,60.66,60.86,59.77
60.91,61.45,61.95,60.87
61.05,61.27,61.70,60.87
61.04,61.13,61.36,60.55
61.17,60.69,61.51,60.63
60.73,60.60,61.12,60.47
61.07,61.17,61.41,60.70
61.30,61.46,61.68,61.19
61.06,59.78,61.06,59.58
59.53,57.92,59.53,57.53
57.92,57.98,58.41,57.64
58.42,58.45,58.91,57.84
58.54,59.64,59.70,58.23
59.60,58.60,59.63,58.54
58.84,59.01,59.09,58.41
59.12,58.96,59.21,58.40
59.15,57.64,59.29,57.62
57.85,58.27,58.47,57.67
58.55,59.10,59.20,58.29
58.67,56.24,59.00,56.11
56.72,55.27,56.84,54.91
55.46,54.46,55.83,53.82
54.54,55.03,55.13,54.30
54.26,54.25,54.91,54.00
54.22,54.25,54.44,52.97
53.87,53.07,54.22,52.96
53.89,53.44,54.16,53.42
54.18,54.00,54.41,53.82
54.33,55.38,55.65,54.19
55.26,55.33,55.41,54.82
55.22,54.27,55.29,54.04
54.32,54.42,54.68,53.62
54.23,53.01,54.23,52.97
52.89,52.75,53.12,52.42
52.78,52.09,53.37,51.97
51.99,51.71,52.21,51.49
51.84,51.32,52.08,51.29
51.21,49.81,51.31,49.40
49.41,49.81,50.11,49.03
49.90,50.78,50.97,49.59
50.92,51.91,52.01,50.55
51.94,53.40,53.54,51.50
53.83,54.20,54.81,53.34
54.10,53.29,54.31,53.00
53.41,53.63,54.21,53.30
54.24,53.26,54.25,52.53
53.68,51.77,53.68,49.55
51.93,51.24,53.03,51.05
51.24,52.69,52.73,51.16
51.98,52.00,52.12,51.41
51.45,51.12,51.83,50.29
51.04,50.42,51.33,50.12
50.45,51.11,51.28,50.29
50.82,51.77,51.95,50.45
51.62,51.11,51.73,50.99
50.83,49.88,51.25,49.41
49.41,49.32,49.94,49.01
48.83,46.81,48.85,46.67
44.27,44.34,45.83,42.39
45.61,42.80,45.72,42.78
43.57,43.07,43.66,42.31
43.74,45.13,46.20,43.60
44.94,45.30,46.58,44.77
44.95,45.21,45.52,43.98
44.14,42.85,44.55,42.60
43.50,42.73,43.65,42.40
43.06,42.87,43.06,42.28
42.17,42.43,42.52,41.89
43.27,43.02,43.27,42.77
43.49,43.03,44.03,42.91
42.98,42.80,43.25,42.49
42.48,42.00,42.83,41.60
41.74,41.88,42.23,41.37
42.24,44.27,44.53,42.24
44.53,44.74,45.14,44.15
44.59,45.05,45.74,44.56
44.42,45.71,45.75,44.36
46.09,46.40,47.19,45.60
45.88,45.71,46.00,45.11
45.55,45.31,46.19,45.18
44.57,45.22,45.53,43.46
45.48,45.13,46.04,44.80
44.82,41.78,44.89,41.65
41.52,42.53,42.70,41.50
43.03,44.10,44.39,42.97
44.29,45.17,45.23,44.10
44.54,46.15,46.15,44.32
46.48,47.43,47.60,46.38
47.81,47.61,48.84,47.54
47.90,48.91,49.11,47.67
48.74,50.57,50.99,48.63
51.37,50.72,51.88,50.55
51.08,50.51,51.26,50.31
50.18,50.26,50.92,49.87
50.15,51.44,51.72,50.07
51.73,51.47,51.82,50.01
51.70,52.45,52.73,51.56
52.08,52.26,52.40,51.84
52.19,52.10,52.94,52.06
52.40,51.18,52.84,51.02
51.82,52.39,53.12,51.36
52.87,52.58,53.66,52.49
52.43,52.68,52.97,52.05
52.24,51.93,52.50,51.02
52.05,53.58,54.06,51.78
53.33,54.29,54.59,53.09
54.33,53.52,54.37,52.93
54.26,54.24,54.87,54.06
54.43,54.67,55.48,54.26
54.94,54.22,55.30,53.78
52.50,49.43,52.82,48.16
49.48,50.68,50.84,49.34
50.38,49.92,50.82,49.48
49.94,49.58,50.33,49.26
49.85,48.90,49.99,48.44
48.14,46.92,48.86,46.85
46.75,47.62,48.24,46.49
47.43,47.98,48.07,47.02
48.11,48.52,48.93,47.66
48.64,50.81,50.86,48.48
50.50,50.69,51.14,50.31
50.94,51.67,51.97,50.75
51.57,52.11,52.15,51.24
51.95,53.01,53.09,51.67
52.89,52.90,53.21,52.55
52.90,53.11,53.34,52.76
53.29,53.56,53.69,53.10
53.68,52.95,53.80,52.83
52.75,52.28,53.07,51.80
52.27,52.83,52.96,51.80
52.51,52.99,53.52,51.94
52.53,51.10,52.66,50.88
50.55,49.78,50.71,49.67
50.77,50.02,51.42,49.62
49.93,49.21,49.96,49.03
47.97,47.95,48.40,47.31
47.83,47.76,47.97,46.34
48.10,48.68,49.34,48.00
49.15,51.83,52.06,48.75
51.99,52.42,53.10,51.33
52.01,51.18,53.31,50.97
51.60,51.46,51.87,50.79
51.60,54.31,54.77,51.43
54.56,56.29,56.45,54.49
56.25,55.95,56.50,55.80
55.72,56.75,56.79,55.13
57.41,56.73,57.99,56.24
56.42,56.34,57.20,56.26
56.06,56.01,57.49,55.83
54.97,55.55,55.69,54.27
55.86,54.70,56.10,53.88
53.47,52.31,54.25,51.84
51.26,49.95,51.70,49.48
50.45,49.01,51.08,48.97
49.24,48.04,49.53,47.38
48.79,48.95,49.18,48.05
49.62,47.71,51.27,47.30
48.03,48.90,49.65,46.84
47.64,47.91,48.02,45.78
48.48,48.42,49.50,47.57
47.56,48.01,48.79,46.16
47.99,49.43,50.74,47.42
50.66,51.29,52.27,50.65
51.09,49.98,51.25,49.70
50.37,51.88,52.47,50.08
51.55,50.93,52.26,50.44
51.65,51.76,52.52,51.28
51.79,52.64,52.66,51.15
51.87,52.82,52.95,50.97
52.17,51.86,53.02,51.35
52.66,53.52,53.62,51.19
53.64,51.95,54.26,51.23
51.38,51.54,52.70,50.72
50.91,48.79,50.91,47.49
48.22,49.89,50.02,48.08
50.60,50.09,51.05,49.41
48.78,50.09,50.83,48.42
50.68,51.38,52.02,50.04
52.19,52.32,52.62,51.05
52.94,52.77,54.25,52.51
51.34,54.53,55.60,50.95
54.42,54.48,54.54,53.27
54.84,54.83,55.49,54.65
54.47,52.66,55.59,52.51
51.97,53.31,53.36,51.03
53.60,55.44,55.46,53.26
55.94,56.56,56.86,55.55
56.60,56.22,57.95,56.11
57.12,58.66,58.86,57.00
58.26,57.71,59.42,57.37
57.48,57.22,57.89,56.03
57.52,59.17,59.88,57.35
59.02,58.80,59.97,57.92
58.33,58.48,59.13,58.05
58.80,60.24,60.34,58.60
59.89,59.38,60.54,58.93
59.79,61.24,61.90,59.45
60.38,60.02,60.96,59.73
59.34,59.19,60.04,58.84
59.10,61.62,61.69,59.10
61.47,62.43,62.87,60.76
62.36,61.38,62.75,60.70
61.38,61.64,61.93,60.95
61.36,62.16,62.56,61.19
61.95,61.39,62.19,61.26
60.67,61.92,62.08,60.34
61.99,62.12,62.26,61.52
62.09,62.96,63.00,61.51
63.29,63.99,64.25,62.91
63.88,63.93,64.33,63.65
63.44,65.20,65.50,63.40
65.38,65.33,65.90,64.99
64.62,64.50,65.48,64.06
64.43,66.03,66.08,63.73
65.90,64.69,66.93,64.24
65.64,64.85,65.72,64.46
65.13,65.25,65.94,65.04
65.58,65.30,65.85,65.26
65.80,65.00,66.32,64.43
65.24,65.45,65.89,64.89
65.74,65.37,65.85,65.04
64.89,65.49,65.55,64.75
65.85,65.34,65.85,64.60
65.23,65.65,65.76,64.50
65.65,65.64,65.99,65.53
65.66,66.24,66.71,65.66
66.37,66.59,66.87,66.15
66.97,67.76,67.95,66.78
67.67,67.86,68.75,67.28
67.47,66.42,67.65,66.15
66.45,66.16,66.45,65.57
66.42,67.90,68.36,66.18
67.56,67.33,68.09,66.83
66.99,66.59,67.57,66.36
66.78,67.10,68.13,66.78
66.97,68.63,69.07,66.67
68.37,67.28,70.22,67.07
67.38,67.86,68.41,67.06
70.76,74.65,75.75,70.67
75.61,75.87,76.43,74.76
75.59,76.16,76.33,74.35
76.82,77.81,78.40,76.75
77.82,76.17,78.26,75.95
75.83,76.17,77.25,75.77
75.69,75.77,76.67,75.00
76.42,76.36,77.38,76.12
75.86,76.37,76.75,75.86
76.89,76.34,77.48,76.31
76.90,78.87,79.04,76.39
79.27,79.04,79.73,78.15
79.00,80.09,80.21,78.80
80.00,78.50,80.07,78.01
78.50,79.68,80.00,77.53
79.13,79.84,79.95,79.12
80.00,80.00,80.35,79.15
80.48,80.96,82.16,80.10
81.39,81.29,81.82,80.80
81.61,81.21,82.37,80.82
80.64,80.26,81.02,79.83
80.00,79.83,80.42,79.25
79.36,78.15,79.77,78.11
78.00,78.40,78.48,77.02
78.58,79.71,80.05,78.42
79.31,79.99,80.05,78.91
83.19,82.80,84.99,82.21
83.51,83.01,83.98,82.66
82.95,83.62,83.84,82.00
83.62,83.32,83.87,82.81
83.95,84.40,84.71,83.79
81.27,78.98,82.46,78.60
77.44,75.34,78.09,74.86
76.81,78.29,78.49,76.14
79.46,79.12,79.85,78.59
79.13,79.31,80.50,77.92
79.45,81.32,82.28,79.45
80.08,79.90,80.21,79.43
79.39,80.86,80.96,78.81
81.18,81.32,82.20,80.88
82.20,83.58,83.99,81.99
83.92,83.63,84.00,83.11
84.38,85.22,86.07,84.26
85.52,85.55,85.75,85.02
85.97,86.04,86.97,85.82
86.42,86.35,87.29,86.01
86.23,86.21,86.43,85.34
85.95,85.92,86.36,85.56
86.04,86.62,86.89,85.90
86.26,84.27,86.60,83.85
84.63,85.01,85.43,84.11
85.00,86.20,86.23,84.78
86.20,85.52,86.21,84.88
85.37,84.82,85.51,84.12
84.66,85.11,86.14,84.25
84.79,84.17,84.80,83.31
84.22,83.91,84.49,83.58
84.26,84.37,84.76,83.66
84.51,83.99,84.58,83.11
84.17,82.12,84.66,80.39
82.22,82.33,82.65,81.49
82.33,82.17,82.66,81.54
82.49,82.01,82.66,81.72
82.03,82.09,82.33,81.40
82.12,82.58,83.11,81.62
82.41,83.01,83.73,82.21
83.48,84.08,84.79,83.28
84.28,81.73,84.33,81.63
81.78,80.55,81.83,80.18
81.01,81.28,81.32,80.80
81.00,82.74,82.92,80.82
82.28,83.85,83.85,81.74
84.50,84.17,86.50,84.16
83.84,82.19,84.41,81.95
82.31,82.57,83.38,82.13
82.92,81.79,83.52,81.33
81.93,82.75,82.95,81.65
82.75,81.73,83.50,81.60
81.25,79.97,81.25,79.71
79.95,81.30,81.30,79.56
82.46,81.96,82.49,81.10
82.13,83.04,83.04,81.85
82.71,82.95,83.07,82.13
82.76,80.92,83.04,80.87
79.91,76.82,80.50,76.51
75.60,77.44,77.72,75.11
76.78,76.09,77.53,75.73
76.05,75.72,76.44,75.13
75.90,77.25,77.31,75.39
76.83,76.73,77.15,75.78
77.11,77.64,77.98,77.04
77.93,76.79,78.56,76.79
77.56,80.19,80.23,77.51
81.02,81.20,81.80,80.91
80.77,80.75,81.08,80.21
80.86,81.70,82.18,80.78
81.41,82.75,82.86,81.41
83.44,84.87,84.99,83.02
84.87,83.15,85.31,83.07
83.93,85.49,85.84,83.49
85.20,84.83,85.45,84.09
84.97,82.62,85.38,82.54
83.42,83.44,83.92,82.72
83.03,83.64,83.87,82.91
83.83,82.37,83.83,81.63
83.22,83.48,84.48,83.10
83.03,81.72,83.20,81.31
81.71,81.15,81.71,80.27
80.26,80.44,80.95,79.08
81.14,80.86,81.78,80.77
80.81,81.26,81.51,80.75
82.47,81.66,82.71,81.63
81.80,82.59,82.65,81.01
81.95,83.02,83.44,81.88
82.89,82.20,82.89,81.54
83.04,83.36,83.48,82.20
83.19,82.10,83.19,82.00
81.29,81.09,82.00,80.68
81.76,82.05,82.41,81.27
82.25,82.91,84.04,82.23
82.96,83.55,84.17,82.74
83.57,82.90,84.26,82.22
82.51,82.25,82.93,81.80
82.60,83.80,84.48,82.30
83.60,83.48,84.41,82.70
85.02,86.28,86.88,84.69
85.99,82.75,86.88,82.68
81.91,80.42,82.21,79.21
80.73,81.52,82.00,80.10
81.00,80.43,81.48,80.14
80.72,77.08,81.00,76.32
77.25,80.12,80.16,77.25
80.29,81.55,81.82,79.84
81.93,82.97,83.22,81.78
82.95,82.46,83.28,82.18
82.81,83.85,83.90,82.58
84.01,84.30,84.60,83.52
83.90,83.88,84.19,83.04
83.93,84.00,84.50,83.71
84.10,83.96,84.78,83.91
83.58,85.95,87.17,83.10
86.61,87.78,88.73,86.61
88.29,85.65,88.29,85.40
85.68,84.86,85.98,84.37
85.56,86.28,86.45,85.41
