ITUS,ITUS Corporation - Common Stock,NASDAQ
0.29,0.29,0.29,0.29
0.29,0.29,0.31,0.29
0.29,0.29,0.29,0.27
0.28,0.29,0.29,0.28
0.29,0.29,0.30,0.28
0.25,0.28,0.29,0.25
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.27
0.27,0.26,0.27,0.26
0.27,0.27,0.27,0.26
0.27,0.28,0.28,0.26
0.26,0.27,0.30,0.26
0.27,0.27,0.27,0.25
0.26,0.22,0.26,0.22
0.22,0.24,0.25,0.22
0.24,0.25,0.25,0.24
0.25,0.25,0.25,0.24
0.24,0.21,0.25,0.21
0.22,0.24,0.25,0.21
0.23,0.25,0.25,0.23
0.23,0.23,0.24,0.23
0.24,0.23,0.25,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.22
0.23,0.22,0.24,0.22
0.22,0.22,0.23,0.22
0.23,0.24,0.24,0.23
0.23,0.22,0.24,0.22
0.21,0.22,0.22,0.20
0.20,0.22,0.22,0.20
0.22,0.20,0.22,0.20
0.21,0.20,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.21,0.21,0.19
0.22,0.23,0.23,0.21
0.23,0.23,0.23,0.22
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.22,0.25,0.22
0.22,0.23,0.23,0.22
0.24,0.24,0.24,0.24
0.23,0.23,0.24,0.22
0.23,0.20,0.23,0.19
0.23,0.22,0.23,0.21
0.22,0.23,0.23,0.20
0.23,0.23,0.23,0.22
0.23,0.24,0.24,0.23
0.21,0.23,0.23,0.21
0.23,0.23,0.24,0.22
0.23,0.22,0.23,0.22
0.22,0.22,0.22,0.21
0.21,0.21,0.21,0.21
0.20,0.21,0.23,0.20
0.21,0.20,0.22,0.20
0.21,0.20,0.21,0.20
0.20,0.21,0.21,0.20
0.20,0.21,0.21,0.20
0.20,0.21,0.21,0.20
0.21,0.21,0.21,0.20
0.20,0.20,0.20,0.20
0.21,0.20,0.21,0.20
0.20,0.21,0.21,0.19
0.20,0.20,0.20,0.20
0.20,0.21,0.21,0.20
0.21,0.20,0.21,0.20
0.20,0.21,0.21,0.19
0.20,0.20,0.21,0.20
0.18,0.20,0.20,0.18
0.20,0.22,0.23,0.20
0.21,0.21,0.21,0.21
0.21,0.19,0.22,0.19
0.20,0.20,0.21,0.20
0.19,0.20,0.20,0.19
0.20,0.20,0.21,0.19
0.21,0.20,0.21,0.19
0.19,0.20,0.20,0.19
0.20,0.20,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.18
0.19,0.18,0.19,0.18
0.18,0.18,0.18,0.17
0.18,0.18,0.19,0.17
0.19,0.19,0.20,0.18
0.19,0.19,0.19,0.18
0.19,0.18,0.19,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.17
0.18,0.18,0.18,0.17
0.18,0.20,0.21,0.18
0.20,0.18,0.20,0.18
0.20,0.20,0.20,0.18
0.20,0.20,0.20,0.18
0.18,0.19,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.17
0.18,0.18,0.18,0.17
0.19,0.20,0.20,0.17
0.19,0.20,0.20,0.19
0.18,0.20,0.20,0.18
0.20,0.18,0.20,0.18
0.19,0.20,0.20,0.19
0.19,0.20,0.20,0.19
0.19,0.18,0.19,0.18
0.18,0.19,0.19,0.18
0.20,0.18,0.20,0.18
0.18,0.18,0.20,0.18
0.18,0.19,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.18,0.20,0.18
0.20,0.21,0.21,0.18
0.21,0.21,0.21,0.19
0.21,0.20,0.21,0.20
0.20,0.19,0.21,0.19
0.19,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.19,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.17,0.18,0.16
0.17,0.18,0.19,0.17
0.18,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.20,0.20,0.18
0.19,0.20,0.20,0.18
0.20,0.20,0.20,0.20
0.19,0.19,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.21,0.21,0.19
0.19,0.19,0.19,0.19
0.20,0.19,0.20,0.19
0.19,0.20,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.20,0.20,0.19
0.19,0.19,0.19,0.19
0.20,0.20,0.20,0.20
0.19,0.19,0.19,0.19
0.19,0.19,0.20,0.19
0.19,0.18,0.19,0.16
0.18,0.19,0.19,0.18
0.19,0.20,0.20,0.19
0.20,0.19,0.20,0.17
0.20,0.22,0.22,0.20
0.22,0.25,0.25,0.22
0.26,0.29,0.30,0.24
0.30,0.29,0.31,0.26
0.29,0.31,0.31,0.26
0.32,0.34,0.35,0.29
0.34,0.40,0.40,0.34
0.40,0.42,0.48,0.39
0.41,0.40,0.43,0.38
0.40,0.35,0.40,0.35
0.35,0.31,0.35,0.30
0.32,0.30,0.33,0.28
0.29,0.30,0.33,0.28
0.31,0.30,0.35,0.30
0.30,0.30,0.32,0.28
0.30,0.28,0.31,0.26
0.28,0.29,0.30,0.28
0.28,0.28,0.29,0.26
0.27,0.24,0.27,0.24
0.24,0.28,0.28,0.24
0.28,0.28,0.29,0.28
0.28,0.27,0.29,0.27
0.28,0.30,0.31,0.27
0.30,0.30,0.31,0.29
0.31,0.29,0.31,0.29
0.33,0.30,0.33,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.31,0.30
0.30,0.30,0.30,0.29
0.30,0.31,0.31,0.30
0.30,0.30,0.32,0.29
0.29,0.30,0.30,0.29
0.30,0.30,0.30,0.30
0.30,0.30,0.31,0.28
0.30,0.30,0.31,0.30
0.32,0.31,0.32,0.30
0.30,0.29,0.30,0.29
0.28,0.30,0.31,0.28
0.30,0.28,0.30,0.28
0.28,0.29,0.30,0.28
0.29,0.28,0.29,0.28
0.30,0.30,0.30,0.28
0.28,0.28,0.30,0.28
0.28,0.29,0.29,0.27
0.28,0.32,0.32,0.28
0.32,0.30,0.32,0.30
0.29,0.29,0.31,0.29
0.28,0.30,0.31,0.28
0.31,0.30,0.33,0.29
0.30,0.29,0.30,0.29
0.28,0.27,0.28,0.27
0.27,0.27,0.28,0.27
0.27,0.26,0.27,0.24
0.25,0.23,0.26,0.21
0.24,0.23,0.25,0.23
0.25,0.25,0.26,0.23
0.25,0.26,0.26,0.24
0.26,0.26,0.26,0.24
0.26,0.27,0.28,0.26
0.28,0.27,0.29,0.24
0.27,0.26,0.27,0.25
0.26,0.25,0.26,0.24
0.26,0.26,0.26,0.25
0.27,0.28,0.28,0.26
0.28,0.28,0.28,0.26
0.27,0.28,0.28,0.23
0.28,0.28,0.28,0.26
0.26,0.28,0.28,0.26
0.27,0.29,0.29,0.26
0.30,0.34,0.35,0.28
0.34,0.34,0.34,0.33
0.34,0.34,0.34,0.32
0.34,0.38,0.39,0.34
0.40,0.38,0.40,0.35
0.38,0.35,0.39,0.35
0.36,0.37,0.37,0.36
0.37,0.34,0.37,0.33
0.34,0.36,0.37,0.34
0.36,0.36,0.36,0.34
0.36,0.33,0.37,0.33
0.33,0.33,0.33,0.30
0.31,0.33,0.33,0.31
0.32,0.33,0.33,0.31
0.29,0.29,0.32,0.29
0.29,0.29,0.29,0.27
0.30,0.30,0.32,0.30
0.32,0.32,0.33,0.31
0.33,0.30,0.33,0.26
0.26,0.28,0.30,0.26
0.29,0.28,0.30,0.28
0.28,0.30,0.30,0.28
0.28,0.28,0.29,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.27
0.28,0.28,0.29,0.27
0.29,0.28,0.29,0.26
0.29,0.27,0.29,0.27
0.27,0.28,0.29,0.27
0.28,0.27,0.28,0.25
0.28,0.26,0.28,0.26
0.28,0.27,0.28,0.26
0.27,0.28,0.28,0.27
0.28,0.31,0.31,0.28
0.31,0.33,0.33,0.31
0.33,0.31,0.33,0.29
0.30,0.31,0.33,0.29
0.31,0.31,0.32,0.29
0.29,0.31,0.31,0.28
0.30,0.31,0.31,0.30
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.31
0.30,0.30,0.31,0.29
0.28,0.31,0.31,0.28
0.28,0.31,0.31,0.28
0.31,0.29,0.31,0.29
0.31,0.31,0.32,0.29
0.30,0.30,0.31,0.29
0.27,0.30,0.30,0.27
0.28,0.27,0.28,0.27
0.27,0.26,0.27,0.26
0.26,0.25,0.27,0.22
0.25,0.25,0.26,0.24
0.27,0.24,0.27,0.24
0.25,0.25,0.26,0.25
0.25,0.26,0.27,0.25
0.27,0.27,0.27,0.25
0.26,0.26,0.27,0.25
0.25,0.26,0.26,0.25
0.26,0.25,0.26,0.25
0.25,0.26,0.26,0.24
0.24,0.25,0.26,0.24
0.25,0.26,0.26,0.25
0.26,0.26,0.26,0.26
0.26,0.26,0.26,0.26
0.24,0.24,0.25,0.23
0.25,0.25,0.25,0.23
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.23
0.25,0.25,0.26,0.25
0.25,0.25,0.25,0.23
0.25,0.25,0.26,0.25
0.25,0.26,0.26,0.25
0.26,0.26,0.26,0.26
0.26,0.25,0.26,0.25
0.23,0.25,0.25,0.23
0.25,0.25,0.26,0.25
0.25,0.25,0.25,0.25
0.26,0.25,0.27,0.25
0.26,0.25,0.26,0.25
0.25,0.25,0.25,0.25
0.25,0.26,0.26,0.24
0.26,0.26,0.26,0.25
0.26,0.25,0.26,0.25
0.26,0.26,0.26,0.26
0.26,0.27,0.27,0.26
0.27,0.27,0.27,0.25
0.27,0.26,0.27,0.26
0.26,0.26,0.26,0.24
0.25,0.25,0.25,0.24
0.24,0.25,0.26,0.24
0.25,0.24,0.25,0.23
0.23,0.23,0.24,0.20
0.23,0.23,0.25,0.23
0.23,0.25,0.25,0.23
0.23,0.25,0.25,0.23
0.25,0.25,0.26,0.24
0.25,0.25,0.25,0.24
0.24,0.25,0.25,0.24
0.25,0.25,0.25,0.24
0.24,0.25,0.26,0.24
0.24,0.25,0.25,0.24
0.25,0.26,0.26,0.25
0.24,0.24,0.24,0.24
0.25,0.25,0.25,0.25
0.25,0.24,0.25,0.24
0.24,0.24,0.24,0.20
0.24,0.22,0.25,0.22
0.23,0.22,0.24,0.22
0.21,0.19,0.21,0.15
0.19,0.17,0.20,0.15
0.18,0.19,0.19,0.17
0.19,0.19,0.19,0.16
0.15,0.16,0.17,0.15
0.17,0.16,0.17,0.16
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.17,0.15,0.17,0.13
0.16,0.15,0.16,0.13
0.15,0.21,0.25,0.15
0.19,0.20,0.21,0.19
0.18,0.21,0.21,0.16
0.20,0.17,0.20,0.17
0.18,0.18,0.18,0.18
0.17,0.20,0.20,0.17
0.20,0.18,0.20,0.16
0.18,0.18,0.18,0.18
0.20,0.20,0.20,0.19
0.18,0.18,0.18,0.18
0.18,0.20,0.20,0.16
0.17,0.20,0.20,0.17
0.19,0.17,0.19,0.15
0.17,0.18,0.18,0.17
0.18,0.18,0.18,0.17
0.17,0.20,0.20,0.17
0.20,0.20,0.20,0.20
0.18,0.20,0.20,0.17
0.20,0.20,0.22,0.17
0.17,0.20,0.20,0.17
0.21,0.20,0.21,0.20
0.19,0.20,0.21,0.18
0.18,0.21,0.21,0.18
0.18,0.18,0.18,0.18
0.19,0.19,0.19,0.19
0.19,0.18,0.19,0.18
0.18,0.17,0.18,0.17
0.18,0.18,0.18,0.18
0.18,0.17,0.18,0.12
0.17,0.17,0.17,0.17
0.17,0.15,0.17,0.13
0.15,0.15,0.15,0.15
0.16,0.17,0.17,0.15
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.14
0.15,0.16,0.17,0.15
0.15,0.15,0.15,0.13
0.14,0.15,0.15,0.13
0.13,0.13,0.14,0.13
0.13,0.15,0.15,0.12
0.12,0.14,0.15,0.12
0.13,0.12,0.14,0.12
0.12,0.12,0.13,0.12
0.12,0.13,0.14,0.12
0.13,0.12,0.14,0.12
0.12,0.12,0.14,0.12
0.14,0.13,0.14,0.10
0.10,0.14,0.14,0.10
0.10,0.13,0.13,0.10
0.12,0.12,0.14,0.11
0.12,0.10,0.12,0.10
0.11,0.11,0.12,0.10
0.12,0.11,0.12,0.11
0.14,0.12,0.14,0.12
0.12,0.11,0.12,0.11
0.11,0.11,0.11,0.11
0.11,0.12,0.12,0.11
0.11,0.11,0.12,0.11
0.11,0.11,0.11,0.10
0.11,0.12,0.12,0.10
0.11,0.11,0.11,0.11
0.11,0.12,0.12,0.11
0.12,0.12,0.12,0.12
0.12,0.12,0.12,0.12
0.12,0.12,0.12,0.12
0.12,0.11,0.12,0.11
0.10,0.11,0.11,0.10
0.11,0.09,0.11,0.09
0.11,0.10,0.11,0.10
0.10,0.10,0.10,0.10
0.10,0.09,0.10,0.09
0.10,0.11,0.11,0.09
0.11,0.11,0.12,0.11
0.09,0.11,0.12,0.09
0.11,0.11,0.11,0.11
0.11,0.10,0.11,0.10
0.10,0.10,0.10,0.10
0.10,0.09,0.11,0.09
0.10,0.09,0.10,0.08
0.09,0.09,0.09,0.08
0.10,0.10,0.10,0.09
0.10,0.09,0.10,0.09
0.09,0.08,0.09,0.08
0.08,0.07,0.10,0.07
0.08,0.08,0.08,0.07
0.07,0.07,0.07,0.07
0.08,0.10,0.10,0.07
0.08,0.10,0.11,0.08
0.09,0.11,0.11,0.09
0.10,0.10,0.10,0.10
0.11,0.10,0.11,0.10
0.10,0.10,0.10,0.08
0.10,0.10,0.10,0.10
0.09,0.09,0.10,0.08
0.09,0.09,0.09,0.09
0.08,0.08,0.09,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.09,0.07,0.09,0.06
0.07,0.08,0.09,0.07
0.09,0.08,0.09,0.07
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.08,0.09,0.10,0.08
0.09,0.08,0.10,0.08
0.11,0.11,0.11,0.10
0.11,0.12,0.12,0.08
0.12,0.11,0.13,0.09
0.13,0.14,0.14,0.13
0.12,0.13,0.13,0.12
0.12,0.13,0.13,0.12
0.13,0.13,0.13,0.13
0.12,0.13,0.13,0.12
0.12,0.16,0.16,0.12
0.16,0.16,0.16,0.15
0.16,0.16,0.16,0.16
0.15,0.14,0.15,0.14
0.14,0.13,0.14,0.13
0.13,0.14,0.14,0.13
0.13,0.15,0.15,0.12
0.15,0.15,0.15,0.15
0.14,0.13,0.15,0.13
0.12,0.13,0.13,0.12
0.14,0.15,0.15,0.14
0.13,0.14,0.14,0.13
0.13,0.13,0.14,0.12
0.15,0.15,0.15,0.13
0.12,0.15,0.15,0.12
0.12,0.14,0.14,0.12
0.14,0.14,0.14,0.14
0.13,0.12,0.13,0.12
0.15,0.13,0.15,0.13
0.13,0.13,0.13,0.12
0.12,0.12,0.12,0.12
0.12,0.12,0.12,0.12
0.13,0.11,0.13,0.11
0.11,0.10,0.11,0.10
0.12,0.12,0.12,0.12
0.10,0.11,0.11,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.11,0.08
0.08,0.09,0.10,0.08
0.09,0.09,0.09,0.09
0.07,0.10,0.10,0.07
0.09,0.10,0.10,0.08
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.12,0.11,0.12,0.10
0.11,0.13,0.13,0.11
0.12,0.13,0.13,0.12
0.12,0.13,0.14,0.12
0.13,0.14,0.14,0.13
0.14,0.13,0.14,0.12
0.13,0.13,0.13,0.13
0.10,0.15,0.15,0.10
0.15,0.15,0.15,0.11
0.15,0.16,0.17,0.14
0.16,0.16,0.17,0.15
0.16,0.16,0.16,0.14
0.17,0.14,0.17,0.13
0.14,0.14,0.17,0.12
0.14,0.15,0.15,0.13
0.14,0.14,0.15,0.13
0.15,0.15,0.16,0.14
0.13,0.14,0.14,0.12
0.13,0.14,0.14,0.13
0.14,0.13,0.15,0.12
0.13,0.13,0.13,0.12
0.13,0.14,0.15,0.13
0.14,0.15,0.15,0.14
0.15,0.15,0.17,0.15
0.15,0.14,0.15,0.14
0.15,0.14,0.16,0.10
3.50,3.50,3.50,3.50
4.00,4.00,5.00,3.50
3.65,4.00,4.00,3.65
3.95,4.00,4.00,3.90
3.92,3.97,3.99,3.92
3.65,3.75,3.98,3.60
3.55,3.55,3.90,3.55
3.40,3.54,3.54,3.38
3.03,3.10,3.25,2.51
4.00,3.80,4.35,3.80
3.80,3.67,3.95,3.40
3.71,3.48,3.99,3.48
3.92,4.75,5.00,3.85
5.05,5.35,5.65,5.05
5.40,5.51,5.74,5.11
5.24,5.50,5.69,5.24
5.50,5.85,5.85,5.50
5.70,5.85,6.40,5.70
5.85,5.47,6.15,5.24
5.58,5.87,5.95,5.23
5.76,5.85,5.98,5.61
5.95,5.50,5.95,5.37
5.52,5.30,5.60,5.30
5.50,5.20,5.50,5.15
5.11,4.89,5.11,4.75
4.72,4.55,4.72,4.54
4.42,5.00,5.00,4.42
5.00,4.27,5.00,4.17
4.26,4.38,4.64,4.26
4.50,4.58,4.67,4.38
4.45,4.44,4.55,4.44
4.31,4.16,4.31,4.16
4.13,4.22,4.30,4.13
4.21,4.00,4.50,4.00
4.06,3.99,4.12,3.86
3.92,4.20,4.31,3.92
4.24,4.31,4.38,4.22
4.28,4.33,4.34,4.28
4.35,4.40,4.46,4.35
4.35,4.16,4.35,4.10
3.84,4.12,4.12,3.84
4.00,3.96,4.00,3.88
4.09,4.09,4.09,4.09
4.20,4.08,4.20,3.85
4.03,4.03,4.15,4.00
4.00,4.19,4.20,4.00
4.00,3.98,4.03,3.95
4.05,3.97,4.08,3.97
4.06,4.05,4.08,3.85
3.96,3.99,4.03,3.89
4.03,4.17,4.19,3.89
4.08,4.20,4.20,3.95
4.20,4.35,4.35,4.19
4.38,4.75,4.75,4.29
4.90,5.22,5.30,4.90
5.31,5.24,5.41,5.22
5.36,5.75,5.75,5.36
6.00,5.90,6.00,5.85
5.75,4.85,5.94,4.54
5.24,4.83,5.24,4.42
4.90,4.63,4.90,4.60
4.77,4.99,5.17,4.64
4.82,4.77,4.82,4.65
4.77,4.80,4.80,4.28
4.57,4.57,4.73,4.57
4.65,4.46,4.72,4.38
4.97,4.75,4.97,4.75
4.89,4.67,4.89,4.61
4.61,4.93,4.93,4.61
5.00,5.09,5.50,4.96
5.10,4.95,5.10,4.91
5.04,4.79,5.04,4.76
4.75,4.63,4.77,4.53
4.59,4.49,4.59,4.46
4.45,4.90,4.90,4.42
4.52,4.69,4.89,4.52
4.42,4.42,4.42,4.42
4.64,4.70,4.70,4.43
4.49,4.60,4.60,4.49
4.49,4.01,4.53,3.81
4.26,4.34,4.45,4.02
4.32,3.99,4.32,3.85
4.37,3.98,4.37,3.98
4.01,3.86,4.01,3.86
3.90,3.75,4.20,3.75
3.68,3.69,4.09,3.51
3.50,3.85,3.87,3.50
3.84,3.76,3.84,3.74
3.74,3.72,3.76,3.72
3.65,3.45,3.65,3.33
3.70,3.26,3.70,3.25
3.40,3.42,3.50,3.39
3.27,3.41,3.41,3.26
3.40,3.18,3.41,2.82
3.10,3.09,3.11,3.09
3.09,3.09,3.09,3.09
3.00,2.94,3.00,2.94
3.21,3.20,3.21,3.20
3.14,2.99,3.14,2.90
2.93,3.18,3.21,2.93
3.18,3.18,3.20,3.15
3.15,3.30,3.30,3.10
3.21,3.30,3.38,3.21
3.52,3.02,3.52,2.95
3.18,3.29,3.29,3.02
3.19,3.12,3.20,3.12
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
2.93,2.81,3.00,2.79
2.82,2.87,2.89,2.82
2.87,2.87,2.87,2.87
2.87,2.87,2.87,2.87
2.77,2.70,2.99,2.70
2.70,2.68,2.76,2.67
2.70,2.60,2.74,2.60
2.60,2.50,2.62,2.45
2.45,2.40,2.45,2.30
2.34,2.37,2.37,2.01
2.13,2.53,2.53,2.13
2.54,2.58,2.58,2.13
2.61,2.45,2.75,2.16
2.41,2.49,2.49,2.25
2.28,2.66,2.98,2.27
2.83,3.64,4.32,2.82
3.94,3.71,4.85,3.60
3.75,3.80,3.85,3.65
3.94,3.89,3.98,3.81
3.85,3.04,3.96,3.04
2.89,2.55,3.23,2.48
2.55,3.01,3.15,2.55
2.97,3.01,3.12,2.89
2.69,3.04,3.06,2.33
3.01,2.96,3.04,2.71
3.01,3.01,3.05,3.01
2.97,2.97,2.97,2.97
3.06,2.95,3.06,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.99,2.99,2.99,2.99
3.06,3.11,3.12,3.00
3.08,3.00,3.17,3.00
3.00,3.00,3.08,3.00
3.00,2.90,3.00,2.81
2.90,2.90,2.90,2.90
2.89,2.72,2.89,2.67
2.79,2.95,2.97,2.55
2.84,2.82,2.84,2.80
2.91,2.60,2.91,2.60
2.86,2.73,3.20,2.61
2.91,2.94,2.94,2.71
2.71,2.71,2.71,2.71
2.75,2.81,2.81,2.75
2.84,2.84,2.84,2.84
2.89,3.00,3.00,2.83
2.83,2.83,2.83,2.83
2.75,2.75,2.76,2.75
2.76,2.77,2.80,2.75
2.89,2.95,3.11,2.89
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.81,2.88,2.92,2.75
2.95,2.92,2.96,2.91
2.92,2.92,2.92,2.92
2.92,2.92,2.92,2.92
2.92,2.92,2.92,2.92
2.85,2.61,2.85,2.61
2.60,2.53,2.60,2.50
2.61,2.43,2.82,2.43
2.54,1.88,2.54,1.88
1.88,2.32,2.49,1.88
2.44,2.43,2.51,2.43
2.68,3.08,3.08,2.68
3.07,3.28,3.28,3.07
3.29,3.16,3.31,3.00
3.03,3.18,3.18,3.03
3.18,3.02,3.19,2.89
2.75,2.95,2.95,2.75
2.94,2.94,2.94,2.94
2.94,2.95,2.95,2.87
2.98,2.88,2.98,2.88
2.99,2.98,2.99,2.85
2.92,2.94,3.00,2.92
3.05,2.94,3.05,2.76
2.95,2.85,2.95,2.85
2.84,2.83,2.96,2.77
2.83,2.83,2.83,2.83
2.75,2.99,2.99,2.44
2.90,2.95,2.98,2.90
2.93,3.00,3.03,2.92
3.00,2.92,3.05,2.92
3.02,2.93,3.02,2.93
2.95,3.01,3.02,2.95
2.95,2.95,2.99,2.92
2.94,2.75,2.96,2.75
2.88,2.84,2.88,2.84
2.84,2.84,2.84,2.84
2.80,2.82,2.85,2.80
2.80,2.71,2.81,2.51
2.71,2.62,2.71,2.52
2.62,2.62,2.62,2.62
2.74,2.61,2.74,2.60
2.63,2.81,2.81,2.63
2.90,2.74,2.90,2.74
2.83,2.87,2.92,2.69
2.91,2.89,2.95,2.50
2.89,2.94,2.99,2.88
2.94,2.91,2.95,2.71
2.92,2.90,2.94,2.79
2.83,2.82,2.83,2.67
2.72,2.71,2.79,2.71
2.78,2.73,2.85,2.73
2.63,2.78,2.90,2.63
2.83,2.82,2.83,2.82
2.79,2.81,2.85,2.79
2.76,2.72,2.82,2.69
2.84,2.83,2.84,2.83
2.74,2.85,2.90,2.55
2.79,2.89,2.89,2.77
2.90,2.89,2.93,2.86
2.82,2.93,2.93,2.81
2.94,3.02,3.03,2.94
2.98,3.19,3.29,2.98
3.11,3.06,3.15,3.06
3.13,3.20,3.20,3.06
3.05,3.12,3.16,3.05
3.15,3.19,3.19,3.06
3.05,3.06,3.11,3.05
3.20,3.09,3.20,3.08
3.13,3.06,3.13,3.06
3.10,3.08,3.10,3.08
3.10,3.16,3.19,3.10
3.16,3.14,3.16,3.13
3.07,3.17,3.17,3.07
3.15,3.24,3.40,3.11
3.29,3.28,3.33,3.24
3.30,3.24,3.45,3.21
3.27,3.26,3.27,3.21
3.28,3.34,3.34,3.23
3.35,3.34,3.35,3.27
3.35,3.30,3.60,3.22
3.35,3.33,3.38,3.28
3.36,3.32,3.36,3.29
3.31,3.31,3.31,3.25
3.26,3.30,3.30,3.26
3.32,3.33,3.39,3.26
3.70,3.36,3.70,3.22
3.27,3.34,3.37,3.21
3.30,3.37,3.37,3.30
3.34,3.33,3.35,3.32
3.35,3.26,3.35,3.26
3.33,3.34,3.42,3.33
3.25,3.16,3.26,3.16
3.11,3.17,3.32,3.11
3.14,3.01,3.23,3.01
3.29,3.04,3.30,3.03
3.30,3.14,3.41,3.14
3.34,3.18,3.40,3.18
3.14,3.07,3.39,3.07
3.23,3.20,3.50,3.09
3.07,3.20,3.20,3.07
3.20,3.20,3.20,3.16
3.11,3.19,3.19,3.00
3.20,3.44,3.48,3.17
3.49,3.47,3.50,3.47
3.49,3.37,3.50,3.18
3.37,3.37,3.37,3.37
3.26,3.26,3.26,3.26
3.39,3.41,3.41,3.39
3.48,3.48,3.48,3.39
3.43,3.40,3.45,3.36
3.50,3.45,3.50,3.45
3.32,3.42,3.42,3.31
3.38,3.39,3.39,3.37
3.45,3.45,3.45,3.45
3.39,3.27,3.39,2.98
3.16,3.18,3.21,3.09
3.14,3.18,3.18,3.09
3.18,3.14,3.18,3.14
3.00,3.10,3.14,3.00
3.04,3.20,3.20,2.99
3.17,3.18,3.19,3.17
3.17,3.10,3.17,3.10
3.12,3.19,3.19,3.05
3.12,3.30,3.30,3.12
3.26,3.26,3.28,3.26
3.27,3.23,3.27,3.23
3.25,3.26,3.34,3.25
3.28,3.23,3.36,3.23
3.29,3.19,3.29,3.19
3.19,3.19,3.19,3.19
3.18,3.15,3.28,3.15
3.23,3.28,3.28,3.03
3.28,3.13,3.28,3.13
3.11,3.03,3.22,3.03
3.42,3.50,3.54,3.16
3.47,3.90,3.95,3.40
3.85,4.39,4.49,3.85
4.30,4.21,4.33,4.15
4.13,4.06,4.18,3.90
3.90,3.86,4.00,3.85
4.13,4.19,4.20,3.95
4.07,3.83,4.07,3.80
3.83,3.55,3.83,3.54
3.50,3.51,3.57,3.50
3.45,3.42,3.62,3.36
3.59,3.42,3.59,3.36
3.38,3.05,3.55,3.05
3.11,3.15,3.15,2.90
3.02,2.91,3.02,2.91
2.94,3.15,3.15,2.85
3.08,2.91,3.08,2.91
2.95,2.85,3.15,2.85
2.86,3.01,3.01,2.86
2.93,2.95,3.10,2.86
3.00,3.02,3.06,3.00
2.96,3.22,3.22,2.89
3.26,3.13,3.26,3.04
3.18,3.15,3.35,3.06
3.24,3.27,3.35,3.05
3.35,3.89,3.94,3.35
4.00,4.90,5.10,3.99
4.97,4.86,5.50,4.79
4.90,4.75,4.90,4.55
4.79,4.57,4.79,4.50
4.55,4.80,4.80,4.16
4.80,5.02,5.03,4.68
5.02,5.04,5.19,4.88
5.04,5.60,6.49,5.04
5.65,5.68,5.68,5.30
5.70,5.60,5.95,5.49
5.40,5.80,6.00,5.35
5.95,6.20,6.40,5.95
6.16,6.35,6.40,6.10
6.35,6.40,6.82,6.35
6.65,5.70,6.65,5.65
5.80,5.35,5.85,5.25
5.30,5.70,5.70,5.30
5.70,6.20,6.37,5.45
6.70,6.50,6.70,5.95
6.45,6.75,6.75,6.33
6.70,6.35,6.75,6.30
6.45,6.16,6.55,6.10
6.20,6.10,6.60,6.10
6.10,6.20,6.25,6.10
6.20,6.00,6.30,6.00
5.90,5.40,5.90,5.26
5.35,5.65,5.65,5.30
5.50,5.75,5.82,5.35
5.80,5.85,5.90,5.60
5.85,5.80,5.85,5.68
5.60,5.30,5.60,5.30
5.35,4.85,5.35,4.85
4.80,4.90,4.95,4.71
5.00,5.05,5.20,4.95
5.00,5.10,5.10,4.91
5.20,5.15,5.20,5.05
5.15,4.95,5.15,4.90
5.00,4.85,5.10,4.85
5.00,5.15,5.15,4.75
5.25,5.35,5.50,5.20
5.71,5.90,5.90,5.56
5.90,5.70,5.95,5.65
5.65,5.49,5.73,5.45
5.60,5.50,5.60,5.36
5.40,5.40,5.55,5.20
