DOV,Dover Corporation Common Stock,NASDAQ
77.51,77.37,77.81,76.06
76.62,75.83,76.80,75.58
76.66,76.70,77.18,76.40
77.30,77.65,78.07,76.72
78.20,78.04,78.36,77.74
77.90,77.66,78.54,77.61
78.49,77.84,78.69,77.74
77.75,76.76,78.16,76.50
76.31,76.58,76.74,75.96
77.26,78.00,78.05,77.06
78.55,78.44,78.78,78.01
79.15,79.53,80.33,79.07
79.40,79.53,79.83,79.27
80.95,81.33,81.39,80.70
81.21,81.00,81.24,80.69
81.00,80.71,81.13,80.64
81.11,80.17,81.80,80.10
80.45,80.41,80.75,79.85
82.61,83.63,84.04,81.36
83.70,85.31,85.65,83.51
85.00,85.27,85.79,84.94
85.51,86.40,86.58,85.18
86.63,85.22,87.05,85.06
84.84,85.44,85.72,84.25
85.02,84.67,85.19,83.92
84.70,85.06,85.98,84.69
85.48,84.87,85.61,84.70
84.90,85.64,86.37,84.90
86.49,87.65,87.93,86.35
86.92,87.01,87.11,86.40
86.77,87.25,87.54,86.49
86.93,86.64,87.00,85.90
86.62,87.21,87.35,86.34
87.47,87.80,88.10,87.25
87.42,87.92,88.31,87.32
87.55,88.27,88.49,87.28
88.27,88.61,88.63,87.94
88.48,88.55,88.70,88.04
87.54,87.11,87.60,86.80
87.18,87.15,88.00,86.87
87.16,86.65,87.53,86.62
86.78,86.83,87.35,86.35
86.60,85.97,86.71,85.82
86.31,86.63,87.28,86.15
86.92,87.09,87.27,86.18
87.48,87.09,87.80,87.07
86.07,85.25,86.30,85.15
84.99,85.61,85.90,84.90
85.38,85.92,86.51,85.37
86.27,85.05,86.37,84.80
85.83,85.64,86.86,84.94
85.55,86.88,86.95,85.46
86.76,87.51,87.66,86.48
87.85,87.60,88.36,86.02
87.83,88.15,88.36,87.64
88.80,89.54,89.64,88.68
89.55,89.44,89.63,88.90
89.44,88.99,89.78,88.74
89.00,88.99,89.25,88.53
90.51,89.94,90.60,89.90
89.96,89.67,90.26,89.39
89.72,90.91,91.09,89.62
91.30,92.46,92.54,91.19
92.26,90.65,92.87,90.64
90.45,90.91,91.03,89.93
90.81,90.89,91.58,90.73
90.89,90.21,91.26,90.04
90.49,90.01,91.13,89.73
89.41,89.36,89.91,89.33
88.46,89.83,89.90,88.30
89.81,90.66,91.04,89.46
90.20,90.21,90.37,88.98
89.72,88.48,90.10,88.13
88.41,88.97,89.10,88.17
88.26,88.51,89.29,88.09
88.54,87.50,89.27,87.45
87.58,86.86,87.59,86.25
87.91,89.14,89.15,87.57
88.78,90.35,90.41,88.65
89.70,90.78,90.81,89.34
90.60,89.49,90.90,89.00
90.00,88.32,90.00,87.95
87.10,87.40,87.58,85.10
88.07,88.93,89.31,87.67
89.28,89.41,90.12,89.09
89.76,90.41,90.67,89.52
90.25,90.38,90.42,89.34
90.68,91.75,92.02,90.46
91.88,90.95,92.08,90.71
90.76,91.36,91.43,90.61
91.55,92.07,92.13,91.10
92.37,91.84,92.64,91.52
91.77,91.79,92.38,91.06
91.85,91.26,92.42,90.81
91.36,91.54,91.61,90.92
91.32,91.33,91.51,90.48
91.73,91.38,91.81,90.94
91.50,90.18,91.79,90.04
90.20,92.24,92.29,90.07
92.27,91.91,92.64,91.73
91.79,91.88,91.97,91.25
91.16,92.93,92.98,91.16
93.18,93.60,93.71,92.70
93.83,93.30,93.89,93.15
93.34,92.85,93.88,92.48
92.73,91.75,92.77,91.43
91.79,90.93,91.98,90.67
91.33,92.77,92.92,91.07
92.59,93.41,93.46,92.01
93.48,91.89,93.89,91.86
91.73,91.42,92.30,91.35
91.82,90.63,91.95,90.51
90.71,90.74,91.18,90.45
88.41,89.54,90.18,88.41
89.18,89.43,90.33,89.18
88.92,88.41,89.66,88.22
88.27,89.72,89.97,88.16
90.79,91.65,91.66,90.55
91.71,91.35,92.05,91.17
91.31,90.87,91.57,90.77
90.87,89.47,90.87,89.37
89.60,89.66,89.95,89.39
89.99,89.59,90.29,89.28
90.06,91.71,92.02,89.91
92.13,91.21,92.15,91.13
91.68,91.91,91.97,89.76
91.80,93.17,93.23,91.30
93.10,94.56,94.62,92.85
95.15,94.87,95.50,94.80
94.81,95.48,95.71,94.80
95.70,96.12,96.48,95.67
96.40,96.32,96.47,95.90
96.31,96.38,96.57,96.12
96.57,96.54,97.00,96.14
96.54,95.25,96.74,94.93
95.45,95.22,95.88,94.87
95.77,94.59,95.81,94.40
94.59,94.76,95.22,94.33
94.76,94.20,94.78,93.93
94.50,94.07,95.21,93.78
94.11,94.44,94.70,93.27
94.07,93.15,95.14,92.95
93.59,95.42,95.43,93.28
95.58,96.36,96.67,95.44
96.17,96.10,96.59,94.65
95.83,95.11,95.98,94.91
95.94,96.02,96.38,95.05
96.14,95.89,96.22,95.49
95.49,94.08,95.55,93.72
92.46,90.33,93.58,90.31
90.58,89.55,91.03,89.07
89.92,90.49,91.01,89.92
90.00,89.68,90.79,89.23
87.68,89.27,89.62,85.83
86.68,86.56,87.70,86.29
86.30,82.96,86.91,82.81
83.02,83.62,83.93,82.47
83.17,82.78,83.45,81.68
83.07,82.64,83.77,82.57
83.26,85.44,85.71,82.85
85.24,84.45,85.53,83.99
84.42,84.76,85.25,84.19
85.04,85.38,85.85,84.71
84.66,85.30,85.47,84.50
85.22,86.06,86.25,84.92
86.21,87.10,87.45,85.99
86.86,86.58,87.47,86.47
86.73,88.58,88.84,86.46
88.56,88.99,89.24,88.00
89.14,89.47,89.81,88.95
89.50,90.00,90.05,89.42
90.29,90.98,91.08,89.88
90.51,91.76,91.78,90.51
92.06,94.30,94.38,91.92
77.89,79.10,79.83,77.63
80.41,79.48,80.74,79.01
79.88,79.87,80.37,79.42
80.03,81.58,81.59,80.01
81.87,82.27,82.72,81.48
82.04,82.51,82.62,81.54
82.68,81.92,83.36,81.63
80.85,81.31,81.63,80.67
81.76,80.67,82.19,80.19
80.45,79.80,81.18,79.73
80.49,81.43,82.14,80.49
81.75,81.91,82.35,81.54
82.00,81.51,82.17,80.90
81.27,81.47,81.67,80.50
84.09,80.72,84.09,80.72
81.15,80.87,81.38,80.43
81.67,81.28,81.94,80.48
81.92,80.81,82.08,80.78
80.52,80.54,80.75,79.94
79.30,80.99,81.68,79.30
81.46,81.75,81.78,81.19
82.00,82.74,82.78,81.66
84.86,85.15,85.44,83.96
85.20,85.39,85.93,84.76
85.90,83.45,85.90,83.45
83.17,82.05,83.54,81.67
82.23,82.39,82.88,81.43
82.45,83.68,83.78,82.45
83.57,82.18,84.05,81.90
81.78,80.78,82.34,80.62
81.66,81.56,81.90,80.79
81.85,81.95,82.33,80.74
82.82,83.18,83.46,82.71
85.66,85.46,86.35,81.80
85.06,85.86,86.10,84.62
85.81,86.14,86.70,85.50
85.77,86.35,86.83,85.77
86.79,86.19,86.79,85.48
85.72,84.90,85.99,84.72
85.62,85.48,85.87,84.22
85.69,85.66,86.09,85.06
85.65,86.40,86.40,85.23
86.36,86.02,86.58,85.40
86.02,85.89,86.55,85.75
85.51,85.86,86.00,85.06
85.67,85.22,86.26,85.15
85.72,85.96,86.02,84.91
85.89,85.90,87.04,85.47
85.72,85.26,85.94,84.42
85.43,87.23,87.39,85.43
87.23,86.58,87.24,86.43
86.60,86.38,86.89,86.21
85.98,85.77,86.27,84.86
85.71,86.41,86.58,85.58
86.00,86.70,87.22,85.90
86.55,85.07,86.55,84.67
85.39,86.12,86.26,85.32
86.01,86.01,86.77,85.91
86.20,87.01,87.08,86.13
87.30,87.47,88.15,87.12
87.08,86.80,87.68,86.76
87.03,87.18,87.31,86.35
87.03,87.18,87.26,86.59
87.30,87.55,87.83,86.61
87.24,86.81,87.38,86.59
86.66,86.81,87.21,86.46
86.95,87.94,88.07,86.59
87.75,88.30,88.76,87.74
88.29,88.87,89.55,87.93
88.66,89.05,89.06,87.90
88.60,89.06,89.18,88.29
88.89,88.81,89.01,88.04
88.84,89.15,89.59,88.57
88.86,89.15,89.28,88.62
88.93,89.41,89.75,88.66
89.40,89.90,90.06,88.55
89.85,90.47,90.63,89.36
90.71,90.71,90.91,90.01
90.69,90.00,90.72,89.75
89.99,89.42,90.51,89.39
89.34,89.77,90.07,89.10
89.89,89.62,90.11,88.74
89.49,89.87,89.98,89.17
90.06,90.95,91.37,89.56
91.04,90.99,91.84,90.92
90.66,90.61,90.92,90.24
90.88,91.07,91.51,90.75
90.89,89.97,91.00,89.75
89.97,89.56,90.17,89.33
89.98,89.58,90.12,89.32
88.58,88.45,88.63,87.74
88.56,88.74,89.19,88.06
89.69,88.95,89.69,88.78
88.95,88.12,89.14,87.97
88.53,88.94,89.31,88.10
87.76,87.14,88.49,86.50
87.48,88.72,88.84,87.15
88.69,89.54,89.83,88.44
90.03,90.07,90.55,89.89
90.11,89.57,90.36,89.49
89.83,88.82,90.08,88.67
88.50,88.56,88.94,88.31
88.31,88.11,88.33,87.40
87.65,86.98,88.49,86.93
87.17,87.27,87.71,86.48
86.54,85.76,87.42,85.75
85.08,85.02,85.51,84.30
85.40,86.19,86.48,84.98
85.94,85.01,86.13,84.73
84.36,84.36,84.92,84.01
84.93,84.25,85.29,84.06
84.71,85.59,85.66,84.11
86.16,86.06,86.61,85.73
85.72,86.31,86.78,85.70
86.51,87.24,87.71,86.38
87.30,87.76,87.83,87.15
88.20,87.38,88.31,86.80
87.99,88.94,88.94,87.87
89.13,89.46,89.64,88.83
89.45,90.26,90.58,89.30
90.65,89.60,90.65,89.51
89.92,88.88,89.92,88.45
89.43,89.73,90.29,89.07
89.71,89.12,90.05,89.07
88.58,88.50,88.92,88.11
88.22,88.10,88.23,87.46
88.22,87.87,88.41,87.68
88.16,88.12,88.82,87.84
88.58,88.25,88.63,88.01
88.26,88.10,89.40,87.93
87.86,88.15,88.21,87.26
87.85,87.33,88.11,87.15
87.19,86.76,87.39,86.63
86.94,86.66,87.21,86.30
86.44,87.03,87.13,86.38
87.06,85.78,87.06,85.60
85.46,85.04,85.73,84.88
84.97,85.27,85.65,84.31
85.60,84.72,85.98,84.63
85.01,85.40,85.63,84.79
85.93,85.33,86.13,85.05
85.03,84.00,85.21,83.68
83.90,82.37,83.90,81.95
81.84,81.94,82.35,80.95
81.50,80.67,81.52,80.67
80.75,81.51,81.75,80.46
80.70,81.32,81.54,80.33
81.32,80.33,81.62,80.25
80.21,79.44,80.50,79.16
79.29,79.61,80.21,78.74
80.13,79.79,80.50,79.75
80.12,79.35,80.27,78.90
79.19,76.76,79.19,76.69
76.88,78.39,78.44,76.41
78.12,76.12,78.20,76.08
76.17,75.76,76.78,74.75
75.33,72.43,75.93,72.32
72.87,72.02,73.61,71.55
71.15,72.06,72.36,70.00
72.06,73.44,74.02,70.77
74.47,74.51,75.31,73.91
74.56,74.59,74.80,73.96
75.46,76.64,76.74,75.25
76.79,76.25,77.68,76.19
77.22,78.36,78.88,77.19
78.27,79.09,79.18,77.95
78.34,77.58,78.38,77.03
77.63,79.51,79.56,77.63
79.68,78.97,79.99,78.17
78.57,79.44,79.91,78.30
80.61,79.44,80.75,78.96
79.55,79.78,80.81,79.16
80.33,79.09,80.52,78.78
80.32,81.25,81.43,79.15
81.24,80.97,81.66,80.32
81.15,81.53,81.75,80.77
81.59,81.39,81.74,80.87
81.35,80.75,81.50,80.19
80.38,81.09,81.41,80.31
81.09,80.25,81.13,79.58
80.03,80.21,80.77,80.00
80.26,80.87,81.09,79.89
80.74,80.71,81.39,80.53
80.55,80.69,80.80,80.06
80.41,81.90,82.31,80.16
83.04,82.70,83.48,82.40
82.90,83.12,83.38,82.28
82.80,82.76,83.55,82.24
82.53,81.11,82.83,80.94
79.07,76.99,79.50,76.23
74.95,75.03,75.48,73.33
73.74,76.71,77.17,73.74
76.89,76.93,77.51,76.72
76.59,75.94,76.69,75.64
75.46,75.71,76.23,74.74
74.48,73.76,76.23,73.54
72.38,73.57,73.75,72.25
72.75,71.26,72.85,70.43
71.60,70.15,71.60,70.06
69.48,67.82,69.56,67.80
68.40,67.76,68.45,67.13
67.68,68.79,71.62,67.68
68.93,71.27,71.56,68.62
72.66,72.13,73.37,71.53
72.65,73.68,73.86,72.45
73.66,73.81,73.93,72.98
73.94,74.48,75.07,73.88
74.69,74.20,74.90,74.08
74.20,73.83,74.77,73.78
73.83,73.25,73.95,72.95
73.14,73.47,73.75,72.80
73.60,71.72,73.77,71.69
72.14,71.98,72.66,71.06
71.04,69.47,72.69,69.12
69.71,69.14,69.84,68.34
70.00,69.71,70.32,68.90
70.49,71.13,71.18,69.84
71.12,69.64,71.32,69.59
69.84,68.74,69.91,67.80
69.22,69.15,69.97,68.12
68.17,68.78,69.09,67.78
69.19,68.59,70.17,68.50
68.55,69.57,69.77,68.15
69.95,70.13,70.35,69.27
69.73,71.70,71.88,69.73
70.54,72.04,72.10,70.54
71.34,69.76,71.81,69.69
70.02,70.96,71.53,69.98
69.56,70.65,71.53,68.31
70.85,68.60,70.85,68.39
68.52,70.14,70.47,68.12
69.34,70.04,70.27,68.74
69.52,72.38,72.50,68.11
74.61,73.83,74.71,73.41
73.17,72.26,73.40,72.04
72.84,72.73,73.05,72.24
72.69,72.11,73.06,71.89
71.96,73.03,73.16,71.88
73.23,72.44,73.40,71.76
72.11,72.08,72.44,71.25
72.57,73.28,73.37,72.23
73.36,74.41,74.57,73.20
74.11,74.29,74.40,73.08
74.14,73.85,74.54,73.42
73.37,74.30,74.39,72.99
73.92,74.50,74.66,72.69
74.09,73.72,74.43,73.26
73.62,74.06,74.33,73.44
73.59,73.43,73.94,72.98
73.28,72.52,73.63,72.26
72.45,72.05,73.06,71.94
71.53,72.41,72.69,71.00
72.00,72.13,72.80,71.47
71.81,71.63,71.95,70.95
71.63,72.46,72.49,71.29
71.63,70.71,72.12,70.49
70.93,71.71,71.94,70.93
71.09,70.17,71.09,70.17
70.36,70.48,70.63,69.85
70.91,71.93,72.08,70.80
71.70,71.25,71.72,70.48
71.42,71.37,71.66,70.98
71.05,69.36,71.05,68.84
69.10,72.10,72.34,68.71
71.46,71.14,71.64,70.55
71.48,71.30,71.87,71.17
70.66,69.43,70.92,69.36
69.42,69.85,70.08,69.16
70.13,69.45,70.17,69.05
68.95,69.50,69.70,68.83
69.66,69.75,70.26,69.34
70.22,70.50,70.63,69.83
70.04,69.12,70.04,68.66
69.09,69.42,69.92,68.54
69.44,69.68,70.62,69.00
69.32,71.39,72.13,69.26
71.05,71.37,72.02,71.00
71.01,71.46,71.94,70.86
71.23,71.62,71.88,70.96
70.99,69.40,71.00,69.07
69.40,69.89,70.50,69.06
69.70,70.91,71.12,69.64
71.50,73.99,74.23,71.23
73.72,73.29,74.20,73.14
72.56,72.13,72.84,71.73
72.45,72.99,73.23,72.45
72.88,71.93,73.50,71.53
71.88,71.89,72.00,71.04
71.97,74.38,74.83,71.94
74.17,73.84,74.61,73.14
74.01,75.44,75.53,73.69
75.12,75.72,75.83,74.97
75.20,76.56,77.44,74.77
76.29,75.72,76.74,75.41
75.72,75.31,76.40,74.90
75.33,75.52,76.02,75.00
75.72,75.20,76.86,74.97
75.93,75.36,76.00,74.88
75.09,74.35,75.26,74.23
75.86,75.12,76.00,74.55
75.24,74.98,75.51,74.77
74.67,75.41,75.70,74.63
75.73,76.36,76.71,75.65
76.78,76.51,77.20,76.26
76.49,75.95,76.56,75.18
75.88,75.88,76.22,75.39
75.45,75.72,75.80,74.53
75.98,76.31,77.00,75.46
76.25,77.56,78.19,76.14
77.77,77.77,78.21,77.16
77.28,77.18,77.72,76.84
76.98,76.74,77.17,76.09
76.44,76.57,76.98,75.85
76.38,75.40,76.52,75.16
75.87,75.17,75.87,74.91
74.85,75.81,76.41,74.71
76.04,75.80,76.91,75.41
75.32,73.68,75.32,73.54
73.62,73.78,74.22,73.14
73.43,72.76,73.66,72.64
72.92,72.41,73.67,72.12
73.15,73.36,73.97,72.85
73.54,73.38,73.66,72.79
73.17,73.13,73.42,72.88
72.40,71.89,72.65,71.65
71.89,71.91,72.01,71.27
72.22,72.68,72.95,72.22
72.78,73.43,73.92,72.31
73.23,72.54,73.27,72.46
72.87,72.56,72.91,72.28
72.43,72.56,72.76,72.10
72.57,72.10,72.79,71.85
72.24,70.97,72.24,70.97
71.08,71.17,71.42,70.73
70.22,70.09,71.10,69.99
71.04,70.18,71.41,70.11
70.84,70.03,70.98,69.81
70.48,69.99,70.76,69.79
69.17,69.45,70.28,68.92
69.46,69.77,69.96,68.41
69.18,68.08,69.47,67.75
69.40,67.24,69.40,67.23
66.00,65.28,66.92,64.69
65.68,66.00,66.31,65.12
65.84,66.51,66.87,65.52
66.33,65.81,66.33,65.20
66.26,66.32,66.84,66.16
66.21,66.37,67.03,66.09
66.29,66.30,66.67,65.97
64.63,64.64,66.02,63.94
64.32,64.55,65.16,64.03
64.52,64.52,65.19,64.38
64.68,64.10,64.77,63.90
63.60,63.95,64.02,63.17
64.32,64.25,64.56,63.54
64.14,65.38,65.57,64.03
65.34,64.62,65.34,64.30
64.86,64.07,65.21,63.78
63.66,62.76,63.79,62.62
63.28,62.87,63.99,62.71
63.39,63.70,64.81,63.39
63.77,64.07,64.59,63.09
63.86,63.86,64.94,63.60
64.39,66.06,66.28,64.17
65.09,64.43,65.21,64.04
64.05,64.65,64.95,63.50
64.75,64.39,64.75,63.93
64.31,63.95,64.88,63.87
63.81,64.40,64.74,63.27
64.29,63.97,64.30,63.58
63.54,62.78,63.79,62.36
62.34,61.19,62.75,61.19
60.81,59.77,61.07,59.76
56.52,57.90,60.00,55.50
59.62,55.99,59.91,55.95
57.05,58.24,58.30,56.36
58.87,59.98,60.34,58.51
59.58,60.37,60.80,59.45
60.66,61.95,62.40,59.81
60.34,59.02,60.75,58.73
59.70,59.59,59.90,58.51
59.28,59.46,60.28,59.20
58.64,58.66,59.02,57.98
60.34,61.51,61.72,59.92
62.12,60.49,62.57,60.45
60.52,60.33,60.91,59.94
60.54,60.56,60.92,59.95
60.35,59.98,60.60,59.69
60.16,61.32,61.44,60.00
61.37,62.06,62.22,61.33
61.80,61.50,62.51,61.35
60.65,60.86,61.38,60.46
61.00,60.01,61.31,59.90
59.14,59.07,59.65,58.35
59.07,57.85,59.29,57.44
57.03,57.94,58.25,56.25
58.34,58.07,58.67,57.85
57.48,56.50,57.49,56.30
56.69,56.50,56.98,56.06
57.14,57.18,57.59,56.08
57.31,56.51,57.79,55.97
56.00,57.98,58.03,55.68
58.46,60.26,60.62,58.03
60.29,61.22,61.51,59.97
61.83,61.93,63.69,60.65
61.80,63.84,64.25,61.75
64.00,61.50,64.20,61.49
61.67,60.88,61.96,60.49
60.48,60.33,61.27,60.23
60.11,59.35,60.33,59.20
59.44,59.80,59.95,58.40
59.78,58.61,59.81,57.83
58.16,57.71,58.53,57.49
58.86,61.53,62.81,58.13
61.76,61.88,63.66,61.23
62.31,64.00,65.29,61.92
64.96,64.44,64.96,63.60
64.44,63.92,64.80,63.50
62.95,62.45,63.13,62.04
62.75,63.81,64.06,62.47
63.41,64.08,64.45,63.40
64.18,64.43,64.79,63.89
64.35,65.24,65.52,64.12
65.48,65.39,66.19,65.16
65.71,65.00,66.52,64.89
64.82,64.50,65.31,63.97
64.18,64.49,64.70,63.32
64.34,63.90,64.50,63.11
63.65,63.99,64.39,63.09
64.13,63.48,64.13,63.09
63.78,63.90,64.08,62.44
63.85,63.10,65.02,63.01
63.06,64.32,64.36,62.91
64.36,63.63,64.50,63.46
63.85,64.97,65.04,63.37
64.89,65.35,65.37,64.44
65.62,65.41,66.17,65.22
65.23,65.25,65.81,64.93
65.05,65.91,66.17,65.01
65.51,65.10,65.81,64.83
64.87,65.09,65.23,64.61
65.20,65.90,66.16,65.04
65.70,66.57,66.88,65.68
66.38,65.05,66.56,64.80
65.14,65.66,66.08,64.54
64.77,64.75,65.82,64.03
64.04,64.22,64.52,63.21
63.34,63.10,63.87,61.91
62.84,63.40,64.40,62.68
63.34,63.78,64.31,63.20
62.94,61.74,63.12,61.62
61.82,62.05,62.08,60.72
62.55,62.11,62.81,61.89
60.68,61.45,62.81,60.15
61.21,59.46,61.54,59.25
59.08,58.50,59.86,58.45
58.83,59.17,59.38,58.53
59.38,59.85,60.29,59.14
60.45,62.07,62.50,60.45
62.03,62.40,62.73,61.97
62.20,62.31,62.46,61.80
62.70,62.17,63.35,61.75
61.81,61.68,62.47,61.55
61.27,61.31,62.03,61.01
60.12,61.64,61.66,59.83
61.66,60.47,61.88,59.97
59.44,59.19,60.05,58.90
58.10,58.34,59.16,57.73
58.56,57.84,58.84,57.63
58.00,56.97,58.28,56.55
57.95,56.47,58.23,55.08
55.72,55.32,57.51,55.23
55.38,55.71,56.42,54.24
53.74,52.90,53.90,52.70
53.50,53.24,53.97,52.66
52.50,52.65,52.97,50.91
52.51,52.85,53.91,52.00
54.10,53.29,54.60,52.75
53.18,53.06,53.64,52.49
53.71,56.06,57.18,53.54
55.77,55.31,56.92,54.92
56.61,56.62,56.98,55.58
56.88,58.45,58.50,56.88
57.17,57.82,58.11,56.95
57.15,56.82,57.38,56.38
57.46,58.24,58.56,55.81
58.25,59.67,61.28,58.23
59.46,59.94,60.38,59.08
59.15,59.67,59.85,58.70
58.89,58.13,59.50,57.45
58.26,57.01,59.02,56.90
55.92,57.25,57.42,55.30
57.97,59.19,59.47,57.39
59.84,60.29,60.30,58.76
60.92,61.65,62.32,60.61
61.53,61.65,62.28,61.09
61.47,60.62,61.52,60.21
61.48,61.45,62.06,61.16
61.35,60.38,61.80,60.25
59.34,59.78,60.05,58.15
59.77,60.54,60.65,59.21
61.26,61.11,61.59,60.84
61.27,60.78,61.73,60.73
61.49,62.27,62.27,60.75
61.65,62.56,62.82,61.63
62.65,62.45,63.09,62.19
62.73,63.20,63.84,62.18
62.95,65.22,65.37,62.95
64.42,63.12,64.62,63.06
63.15,62.11,63.37,61.35
62.05,61.01,62.08,60.36
61.81,62.78,62.97,61.56
62.40,62.34,62.96,62.01
59.00,61.49,61.63,58.91
61.48,63.72,63.82,61.41
63.81,65.59,66.43,63.81
65.69,66.02,66.59,65.52
65.22,66.15,66.22,64.98
65.63,66.30,66.52,65.51
66.00,64.74,66.20,64.62
64.37,64.61,64.61,63.64
64.64,64.24,64.83,63.86
63.75,64.64,64.66,63.54
65.25,64.33,65.50,64.07
64.44,64.33,64.62,63.73
63.69,64.14,64.26,62.54
64.06,62.94,64.36,62.83
62.32,62.31,62.58,61.68
62.28,63.04,63.12,61.64
62.63,62.72,63.25,62.35
63.54,62.91,64.57,62.76
63.17,63.74,64.30,63.11
64.08,65.28,66.03,63.90
65.61,66.12,66.24,65.31
66.53,66.06,66.91,65.83
65.97,65.98,66.22,65.71
65.33,66.67,66.86,65.15
67.19,67.97,68.36,66.78
68.02,67.80,68.27,67.12
66.52,66.68,67.83,65.00
66.72,67.35,67.90,66.72
67.58,66.79,68.14,66.48
66.85,66.70,67.11,66.19
66.71,66.75,67.12,66.32
66.38,66.04,67.03,65.83
65.95,65.70,66.71,65.26
65.24,65.50,65.96,64.75
65.07,64.77,65.21,64.15
64.49,63.50,65.04,63.28
64.00,63.41,64.40,63.30
63.09,63.92,64.00,63.09
63.49,63.11,63.60,62.89
64.24,65.93,66.07,63.78
65.81,66.05,66.45,65.45
66.21,66.13,66.80,65.34
65.95,64.93,66.43,64.80
65.26,66.50,66.84,65.16
66.36,66.63,67.10,66.10
66.29,65.52,66.52,65.10
65.08,64.11,65.08,63.38
64.62,64.65,65.06,64.13
64.46,64.57,64.94,64.02
64.99,65.75,65.86,64.67
66.06,66.67,66.83,66.03
66.73,66.69,67.37,66.42
66.53,66.74,66.90,66.36
66.80,66.75,67.18,66.35
66.18,66.98,67.05,65.84
66.81,67.00,67.10,66.32
66.92,66.76,67.34,66.10
67.23,69.80,69.89,66.92
70.10,70.50,70.76,69.92
71.78,71.64,72.36,71.45
70.89,72.08,72.27,70.89
71.57,70.67,71.98,70.36
70.33,70.19,71.05,70.00
69.93,69.60,70.33,69.15
69.46,69.67,70.43,69.42
69.14,69.78,69.96,68.26
69.90,70.27,70.73,69.90
71.16,71.25,72.03,70.86
71.00,70.82,71.15,70.28
71.02,70.63,71.38,70.58
71.52,71.66,71.82,71.08
68.81,67.46,69.35,67.28
66.68,64.60,66.76,63.93
65.41,66.21,66.22,65.21
67.10,67.96,68.12,66.50
68.15,69.32,69.33,67.58
69.15,69.16,70.03,69.06
68.38,67.10,68.38,66.94
66.80,67.23,67.34,66.30
67.94,68.73,69.65,67.79
69.56,70.34,70.47,69.50
70.83,71.07,71.61,70.50
71.69,72.03,72.43,71.60
72.14,72.32,72.66,71.41
72.96,72.57,73.49,72.54
72.92,73.11,73.27,72.70
73.01,73.20,73.23,72.59
72.70,72.97,73.21,72.50
73.02,73.05,73.58,72.60
71.79,71.91,73.24,71.11
71.82,71.27,71.86,70.25
71.00,70.98,71.04,70.29
71.63,72.35,72.44,71.63
72.65,71.84,73.21,71.44
71.57,71.71,71.85,71.27
71.41,71.43,71.78,70.59
71.10,69.93,71.18,69.76
69.86,69.67,70.02,68.56
69.70,70.66,70.86,69.48
70.60,71.15,72.04,70.60
71.38,72.50,72.50,71.25
72.86,73.74,73.84,72.59
73.93,73.59,74.10,73.15
73.86,73.38,74.07,73.19
73.87,74.53,74.66,73.63
74.25,73.67,74.42,73.48
73.93,74.44,74.74,73.93
74.41,74.23,74.57,73.98
74.25,73.88,74.27,73.62
73.98,74.18,74.18,73.76
73.90,74.38,74.46,73.30
73.85,74.31,74.36,73.72
74.55,74.16,74.90,74.10
74.01,73.61,74.26,73.41
73.46,73.69,73.78,73.30
73.91,73.52,74.38,73.17
73.30,73.69,73.86,73.05
73.61,73.41,73.89,73.10
73.17,72.50,73.27,72.27
72.54,72.54,72.56,71.70
72.97,72.75,73.16,72.50
72.85,72.19,73.11,71.85
71.97,71.72,72.16,71.48
71.62,72.54,72.68,71.33
71.85,69.05,72.12,69.05
68.59,69.98,70.22,68.17
69.14,68.38,69.45,67.96
68.37,67.59,68.52,67.10
67.65,68.60,68.95,67.41
68.27,67.94,68.36,67.61
68.80,68.68,68.83,68.27
69.07,68.98,69.30,68.76
69.33,70.54,70.65,69.10
71.44,71.55,71.66,70.95
71.26,69.58,71.53,69.55
69.32,68.88,69.53,68.82
68.44,69.45,69.45,68.35
69.73,71.47,71.55,69.68
71.36,71.87,72.42,71.24
72.36,73.64,73.98,72.08
73.27,73.52,74.23,73.25
73.61,72.61,73.75,72.24
73.17,73.68,74.30,73.08
73.42,73.69,73.90,73.15
72.55,72.24,73.42,71.69
68.19,66.69,70.37,66.49
66.16,66.91,68.15,66.16
66.96,67.29,67.48,66.72
66.41,66.64,66.72,65.86
67.00,67.78,68.10,66.80
67.86,67.62,67.99,67.43
68.45,67.54,68.45,67.27
68.00,69.42,70.86,67.76
69.30,68.20,70.30,68.05
67.22,68.64,68.77,67.08
69.21,68.95,69.44,68.53
68.86,67.97,69.02,67.91
67.68,68.58,69.38,67.53
68.87,67.49,68.94,67.48
67.81,67.77,68.83,67.60
68.17,66.89,68.30,66.86
66.92,66.52,67.11,65.80
66.02,66.30,66.71,65.50
66.33,66.36,67.05,65.95
66.34,65.53,66.68,65.50
66.82,66.71,67.10,66.19
66.71,66.78,67.28,66.43
67.08,70.25,71.33,66.78
70.99,71.61,72.06,70.99
71.16,70.94,72.22,70.69
71.61,71.03,71.81,70.15
71.09,71.56,71.70,70.76
70.99,70.67,71.27,70.07
70.70,70.14,70.98,69.95
70.14,70.16,70.32,69.50
70.66,72.09,72.98,70.57
72.44,71.59,72.44,70.73
71.86,72.24,72.36,71.61
72.28,72.28,72.48,71.66
71.84,70.73,72.00,70.66
70.18,69.78,70.18,68.10
72.85,72.61,74.31,71.97
73.36,75.53,76.73,73.36
75.27,74.39,75.68,73.82
75.00,74.64,75.65,74.38
74.20,74.72,74.78,73.61
