SYNT,Syntel,NASDAQ
64.08,63.25,64.08,62.52
62.52,61.77,62.73,61.73
62.50,63.06,63.20,61.52
63.56,63.08,63.66,62.50
63.25,63.87,64.71,62.94
63.54,62.87,63.60,61.98
63.39,63.37,63.83,62.75
62.91,63.74,63.94,62.91
63.64,64.72,64.78,63.64
66.41,65.51,66.42,65.19
65.71,66.00,66.37,65.56
66.15,65.97,66.58,65.72
66.13,66.99,67.28,66.13
67.88,69.23,69.37,67.73
69.70,69.04,69.98,68.15
69.57,69.18,70.21,68.91
69.39,69.43,69.77,68.87
69.86,69.62,70.34,69.20
72.00,71.88,72.81,69.95
72.01,71.26,72.43,70.30
71.09,71.70,71.83,70.68
71.73,71.03,71.73,70.50
71.22,71.23,71.67,70.87
71.20,72.06,72.10,71.08
71.54,70.90,71.54,70.47
70.90,70.89,71.00,70.38
71.49,71.00,71.79,70.53
71.43,71.78,72.13,71.24
72.40,72.91,73.06,72.26
72.50,72.65,72.87,71.90
72.45,72.45,72.93,72.19
71.41,71.88,72.38,71.41
71.57,71.34,72.06,71.12
71.43,72.07,72.22,71.04
74.28,72.41,74.92,71.55
72.29,72.30,72.91,72.02
72.22,72.02,72.57,71.27
72.25,72.28,72.52,71.51
71.65,71.46,72.04,71.26
71.23,71.49,71.65,70.90
71.53,71.72,71.89,71.36
71.75,72.75,72.99,71.53
72.39,72.82,73.16,72.35
73.04,73.90,73.95,72.52
73.90,74.81,75.33,73.34
75.14,73.89,75.50,73.70
73.33,72.35,73.85,71.83
72.14,72.35,72.79,72.14
72.06,73.66,73.85,72.03
73.43,71.87,73.99,71.56
72.50,72.50,72.99,71.55
72.36,73.72,73.90,72.19
73.63,73.71,74.16,73.07
74.11,73.76,74.11,72.44
73.79,74.02,74.38,73.46
74.51,74.66,74.71,73.28
74.31,74.75,75.38,74.31
74.91,74.68,75.41,74.16
75.07,76.14,76.49,74.73
76.76,76.52,77.38,75.42
76.76,78.69,79.01,76.58
79.00,79.06,79.42,78.05
79.24,78.54,79.30,78.25
78.56,79.18,79.42,78.43
78.96,79.29,79.71,78.19
79.23,79.91,80.21,79.14
79.82,79.61,80.41,79.32
79.58,79.99,80.22,79.15
79.42,79.75,80.20,79.34
79.22,80.10,80.67,78.62
80.33,82.12,82.17,79.93
81.30,81.43,82.16,80.50
81.00,79.56,81.26,79.21
79.56,80.25,80.82,79.56
79.80,78.96,80.05,78.01
78.91,79.06,80.10,78.91
79.15,78.98,79.83,78.53
80.02,82.34,82.59,79.65
82.47,83.75,83.84,81.19
83.54,83.83,84.20,83.35
83.44,83.57,83.87,82.92
84.35,83.83,85.30,83.52
83.96,83.42,85.33,81.39
84.25,87.02,87.20,83.56
85.50,87.98,88.76,85.50
88.07,87.86,88.40,87.35
87.08,86.77,87.96,86.30
87.05,87.87,88.72,86.44
87.72,87.18,88.21,86.39
86.96,87.09,87.59,86.49
86.98,87.25,88.97,86.67
87.54,86.18,87.54,85.91
85.85,85.84,86.78,85.61
85.56,84.76,86.21,83.91
84.79,85.49,85.66,83.21
85.01,85.36,85.97,84.13
86.03,85.86,87.03,85.47
85.67,84.47,86.64,84.22
84.42,85.90,86.27,84.03
85.50,85.62,86.60,85.34
85.21,85.89,86.19,85.16
85.35,86.85,86.90,85.35
86.65,86.71,87.21,85.68
86.57,86.47,86.86,85.71
87.05,86.05,87.05,85.74
86.35,85.68,86.44,84.91
85.78,85.76,86.32,84.69
86.18,87.33,87.52,85.98
87.62,87.27,87.73,86.94
87.75,87.41,87.95,86.49
87.58,87.39,87.96,86.00
87.71,88.68,88.96,86.58
89.19,88.37,89.99,87.97
88.61,89.48,89.73,88.59
89.58,89.41,89.92,88.64
89.34,88.62,89.77,87.59
88.11,88.11,88.82,87.82
88.56,89.94,90.18,88.35
90.10,89.61,90.16,89.03
89.68,89.50,90.27,89.31
89.91,87.38,90.31,86.80
87.19,87.57,88.61,86.09
87.62,87.38,89.12,86.95
87.54,88.92,89.34,86.72
88.64,88.55,88.90,87.78
88.88,89.82,90.11,87.86
90.05,89.39,90.63,88.94
89.37,91.09,91.40,89.05
91.77,91.18,92.00,90.30
91.22,91.51,91.95,90.83
91.85,91.26,91.90,91.07
91.00,91.70,91.89,90.93
91.87,91.45,91.94,91.00
91.63,90.95,92.37,90.74
90.66,90.13,91.29,89.42
90.28,91.93,92.38,90.13
92.08,91.30,92.27,90.70
91.84,91.94,92.85,91.26
91.90,91.70,92.01,91.05
91.80,91.54,91.80,90.10
91.67,92.79,92.88,90.96
92.33,91.53,92.79,90.95
91.34,92.71,92.99,90.85
92.49,92.46,93.45,91.84
93.07,91.50,93.09,90.92
90.96,91.18,91.86,90.36
91.41,90.99,91.77,90.20
90.99,91.46,91.87,90.75
91.38,91.13,91.49,90.26
90.43,87.34,90.44,86.93
87.40,85.08,88.06,84.83
85.20,85.15,85.66,84.79
84.75,85.31,85.75,82.82
85.77,85.67,86.45,84.63
84.27,84.25,85.20,83.20
84.16,81.32,84.93,81.21
81.98,81.46,82.46,81.09
81.07,80.83,81.65,79.14
80.84,82.96,83.21,80.84
83.08,82.34,83.25,81.78
82.34,82.21,82.35,80.50
82.20,82.55,83.36,82.08
82.88,83.84,84.17,82.88
85.00,91.57,92.68,85.00
91.97,89.34,91.97,89.13
89.99,89.89,91.07,89.39
89.64,88.63,90.37,88.15
89.00,90.88,91.50,88.12
91.37,92.03,92.58,90.61
92.47,93.05,93.87,91.84
93.36,94.14,94.28,92.71
94.22,94.43,95.14,93.61
94.37,95.16,95.31,94.02
95.00,94.36,95.88,93.87
93.27,93.53,94.29,91.99
95.01,96.77,97.23,94.84
96.83,96.15,97.07,95.87
96.74,96.06,96.74,95.84
96.63,95.99,97.16,95.55
95.55,94.32,96.28,94.06
94.24,93.27,94.47,92.26
92.45,92.40,93.87,92.08
92.92,91.51,93.56,90.98
91.23,90.92,92.20,90.74
91.97,91.37,92.52,90.64
91.39,93.45,93.86,91.39
93.45,92.05,94.19,91.01
91.72,91.72,93.02,91.00
92.34,90.80,92.74,90.65
91.19,89.62,91.73,88.28
90.06,89.46,90.92,88.62
89.81,88.67,90.82,88.64
88.50,88.19,88.85,87.09
88.13,87.91,90.00,87.52
88.25,89.90,90.54,88.25
90.36,90.86,91.39,89.38
90.87,90.95,91.37,89.90
91.33,89.06,91.33,88.35
89.86,87.08,89.86,86.12
86.95,85.04,87.05,84.47
85.00,85.48,88.13,84.36
85.97,85.90,87.08,85.18
85.70,83.39,86.89,83.00
82.79,82.28,84.73,82.05
83.31,83.00,83.88,81.52
83.09,83.28,83.81,81.59
83.67,85.12,85.35,83.32
85.28,83.79,85.40,82.50
83.72,83.00,83.95,82.30
82.94,82.60,83.62,81.72
82.25,81.28,82.53,81.07
82.00,80.12,82.00,79.77
79.52,78.72,80.10,78.35
79.23,78.00,79.40,76.52
78.25,78.88,78.94,77.52
78.79,80.32,80.47,78.28
80.04,81.67,81.85,79.72
82.17,81.97,83.13,81.07
81.42,81.75,81.87,80.61
81.59,80.60,82.19,80.50
80.36,80.81,81.20,78.68
80.46,80.03,82.35,79.94
79.60,80.67,81.28,79.32
81.16,82.65,83.24,81.16
82.78,80.89,83.55,80.77
80.44,78.69,80.50,78.29
78.06,78.13,79.27,76.85
78.44,78.92,78.93,77.32
78.40,79.36,79.37,78.30
78.97,79.73,80.34,78.44
79.84,79.84,80.60,79.74
79.90,79.77,80.28,79.35
79.90,80.96,81.44,79.41
81.99,82.34,82.70,80.96
82.26,82.10,82.54,81.37
82.27,81.43,82.45,81.15
81.70,80.90,81.70,80.54
81.11,80.16,81.19,79.56
80.11,79.37,80.34,78.55
78.79,78.69,79.39,78.18
79.06,80.25,80.58,78.60
80.85,81.33,82.07,80.78
81.98,82.70,82.78,81.23
82.39,82.16,82.70,81.73
81.57,81.84,82.70,81.08
81.91,81.52,82.31,80.91
81.95,81.54,82.29,81.13
81.32,81.49,82.08,80.72
81.37,83.04,83.18,81.19
82.77,82.58,83.22,81.65
82.96,83.03,83.38,82.36
83.13,83.56,83.83,83.00
83.47,83.88,84.19,83.11
83.84,83.70,84.73,83.26
83.14,84.90,84.94,83.14
85.02,85.01,85.18,83.84
84.34,85.92,86.07,84.34
85.48,85.96,86.34,85.22
86.00,87.72,88.47,86.00
87.39,88.06,88.47,87.39
88.48,88.63,88.64,87.88
88.69,87.49,89.05,87.38
87.54,86.51,87.84,86.25
86.64,85.78,87.14,85.59
84.94,85.09,85.86,84.22
84.90,84.49,84.99,84.10
85.51,84.92,85.52,84.52
85.08,84.33,85.14,83.55
84.54,85.46,85.91,84.48
86.00,85.99,88.00,84.55
85.92,88.50,88.77,85.84
88.91,88.03,89.20,87.80
88.49,88.93,89.34,88.01
88.96,89.13,89.53,88.30
89.43,90.00,90.45,89.14
89.16,88.89,90.26,88.43
88.89,88.31,88.89,87.58
88.70,88.74,88.96,88.07
89.25,89.12,89.59,88.08
88.04,86.37,88.60,86.33
86.72,86.24,87.42,85.64
86.75,87.28,87.56,84.90
86.64,87.10,87.90,86.31
86.11,86.53,87.46,85.96
86.53,86.90,88.17,86.23
86.84,87.47,87.71,86.64
87.69,88.33,89.04,87.27
87.80,86.96,88.03,86.57
87.10,87.72,88.09,87.08
87.47,91.18,91.80,87.20
92.10,89.30,92.16,88.99
90.49,90.31,90.87,89.83
90.57,91.20,91.67,90.57
90.44,89.42,90.73,88.60
89.13,90.15,90.49,88.71
90.13,89.17,90.13,88.93
89.90,89.70,90.50,89.11
89.69,89.93,90.52,89.42
90.39,89.34,90.39,89.28
88.78,89.10,89.29,88.44
89.98,89.37,89.98,87.69
89.43,89.96,90.31,89.30
90.25,89.80,90.65,89.31
89.75,89.63,90.17,89.61
89.18,89.42,89.65,88.65
88.94,89.34,89.59,88.65
88.94,88.30,89.06,87.94
88.55,88.64,88.70,87.53
88.23,88.60,88.88,87.94
88.34,88.25,88.55,87.65
88.52,87.94,88.52,87.32
87.49,89.09,90.77,87.48
88.97,88.37,89.48,87.80
88.95,89.50,89.67,88.17
89.53,88.15,89.92,87.87
87.78,87.36,87.86,86.91
86.97,86.50,87.20,86.09
86.42,87.50,87.78,86.04
87.09,86.50,87.09,85.75
87.03,87.12,87.42,86.19
86.04,87.68,87.82,86.04
87.44,87.94,88.74,87.38
88.13,86.08,88.24,86.08
86.07,86.90,87.46,85.50
87.76,87.72,88.52,87.44
87.78,87.49,88.53,87.17
87.50,87.28,88.75,87.10
87.34,89.35,89.63,87.04
89.65,87.60,89.83,87.33
87.13,87.04,89.31,86.70
87.04,87.52,88.26,87.04
88.31,88.95,89.33,87.22
88.90,90.57,90.69,87.70
80.00,80.44,84.09,77.50
81.83,81.95,82.63,79.59
81.25,80.50,82.98,80.26
80.71,80.26,81.29,80.00
80.16,79.35,81.95,78.94
80.05,79.94,80.40,79.29
79.84,80.50,80.94,79.53
79.98,80.43,81.22,79.98
80.84,82.69,82.87,80.84
82.94,84.16,84.86,82.90
83.93,85.48,85.77,83.78
87.27,86.61,87.97,86.10
86.99,85.55,87.43,85.28
42.89,42.41,43.13,42.08
42.91,43.18,44.49,42.75
43.34,43.52,43.76,43.03
43.62,43.99,44.17,42.86
44.10,45.30,45.36,43.87
45.03,45.12,45.34,44.77
45.06,45.48,45.65,44.79
45.70,45.00,45.79,44.76
45.04,44.88,45.43,44.64
44.90,43.94,44.96,43.77
44.03,44.00,44.44,43.58
44.17,43.26,44.17,42.56
43.19,43.70,43.77,42.76
44.35,44.39,44.62,43.69
44.61,44.63,44.93,44.18
44.60,44.54,45.02,44.24
44.68,44.51,44.68,44.01
44.46,44.50,44.97,44.46
44.44,44.51,44.90,44.30
44.65,44.75,44.83,44.30
44.89,45.04,45.30,44.51
45.00,45.14,45.27,44.72
45.15,45.92,45.94,45.15
46.00,46.20,46.70,45.53
45.83,46.38,46.63,45.32
46.33,45.15,46.53,45.13
45.29,45.40,45.96,45.22
45.02,44.18,45.20,44.14
44.31,43.48,44.38,43.15
43.47,43.21,44.27,43.17
43.21,44.68,44.75,43.04
45.35,45.91,46.09,44.71
45.83,45.65,46.38,45.52
45.58,45.68,45.89,45.14
45.73,45.39,46.10,45.22
45.34,45.57,45.91,45.07
45.79,45.74,46.07,45.27
45.62,45.74,46.08,45.47
45.42,45.56,46.00,45.42
45.80,44.98,45.91,44.92
45.26,45.01,45.49,44.51
44.69,44.98,45.22,44.55
44.98,44.16,45.16,43.95
44.48,44.80,44.87,44.01
45.15,45.74,45.94,44.58
46.00,45.84,46.25,45.75
45.76,45.32,45.83,45.14
45.73,45.69,46.70,45.11
45.24,45.00,45.46,44.76
45.35,45.04,45.60,44.63
44.88,45.93,45.99,44.77
46.14,45.66,46.49,45.38
45.46,45.19,45.73,44.91
45.37,45.30,45.66,44.92
45.32,45.17,45.45,45.06
45.18,45.09,45.35,44.90
44.72,44.93,45.29,44.20
45.14,44.65,45.20,44.58
44.86,44.54,44.86,43.98
44.29,43.25,44.48,43.19
43.25,43.13,43.46,42.68
43.45,43.89,44.16,43.45
43.76,43.77,44.43,43.63
44.03,44.54,44.67,43.92
44.68,44.43,45.00,44.31
44.31,43.94,44.99,43.87
44.07,44.09,44.28,43.71
44.07,44.36,44.59,43.91
44.51,44.77,45.05,44.48
44.77,45.23,45.38,44.50
45.22,45.00,45.37,44.87
44.79,45.15,45.18,44.79
46.50,49.28,49.33,46.25
49.03,49.68,49.95,48.45
49.45,49.27,49.47,48.77
49.43,49.36,49.64,49.03
49.36,49.60,49.67,49.10
49.40,49.63,49.88,49.21
49.30,49.40,49.91,49.12
49.47,49.68,49.81,49.29
49.55,49.51,49.68,49.12
49.38,50.13,50.20,48.86
50.15,50.17,50.46,49.87
49.97,49.49,50.37,49.10
49.49,50.06,50.36,49.49
49.53,49.53,49.78,49.12
49.50,49.31,49.71,48.90
49.64,50.43,50.50,49.21
50.50,50.19,50.75,49.60
50.56,50.97,51.07,50.28
50.70,50.76,50.97,50.21
50.99,51.80,51.93,50.88
51.72,52.32,52.45,51.46
52.68,52.59,52.99,52.00
52.47,52.50,52.85,52.30
52.50,52.49,52.65,52.38
52.42,51.62,52.68,51.45
51.64,51.97,52.23,51.02
52.06,52.36,52.52,51.65
51.63,52.46,52.66,51.63
52.06,51.73,52.16,51.68
51.07,50.98,51.30,50.54
50.91,51.31,51.62,50.82
51.13,51.40,51.57,50.90
51.24,51.39,51.66,51.05
51.37,51.55,51.79,51.23
51.56,51.58,51.95,51.01
51.78,51.72,51.78,51.39
51.57,51.46,52.26,51.24
51.40,51.73,51.83,50.77
52.04,52.02,52.10,51.60
51.66,52.09,52.21,51.66
51.91,51.33,52.19,50.87
51.49,52.10,52.17,51.34
52.24,52.30,52.53,52.09
52.15,52.58,52.90,52.05
46.94,48.60,50.60,46.00
48.42,46.63,48.88,46.06
47.61,45.99,47.86,45.97
46.10,45.73,46.53,45.56
45.67,45.39,46.39,45.38
45.20,45.02,45.62,44.56
45.10,45.14,45.55,44.93
45.11,45.63,46.12,45.11
45.60,45.18,45.85,44.90
45.48,44.50,45.50,44.16
44.54,44.96,45.28,44.30
45.49,44.86,45.49,44.69
44.72,44.55,45.40,44.44
44.49,44.50,44.55,44.03
44.67,44.76,45.02,44.01
44.95,45.20,45.31,44.67
45.16,44.72,45.16,44.66
44.48,44.93,44.99,44.15
44.98,45.01,45.07,44.29
45.17,44.64,45.17,44.59
44.63,44.65,44.90,44.22
44.51,44.42,45.10,44.34
44.35,47.00,47.24,44.28
46.99,47.70,47.99,46.86
47.46,47.70,47.76,47.13
47.50,47.51,47.90,47.35
47.64,48.08,48.10,47.40
47.89,48.09,48.66,47.61
48.21,48.38,48.60,47.41
48.20,48.30,48.46,47.90
48.10,48.29,48.48,47.61
48.04,47.59,48.48,47.52
47.51,47.07,47.73,46.65
47.38,47.60,47.81,46.85
47.79,47.54,47.79,47.41
47.49,46.92,47.65,46.83
46.75,46.57,46.75,45.92
47.09,47.77,48.00,46.89
47.73,47.43,47.81,47.39
47.61,47.69,48.00,47.36
47.83,47.52,47.94,47.29
47.72,47.43,47.84,47.27
47.65,47.41,47.65,47.33
47.29,46.78,47.60,46.74
47.09,47.31,47.56,46.95
47.47,47.44,47.72,46.94
47.21,46.98,47.21,46.56
47.07,47.48,47.74,46.89
47.71,47.32,47.88,46.86
47.39,46.59,47.39,46.33
46.55,46.32,46.94,46.11
46.24,45.87,46.44,45.45
44.85,43.81,45.97,43.33
44.39,43.73,45.84,43.66
44.04,43.97,44.20,43.71
44.05,43.79,44.25,43.69
44.18,43.69,44.18,43.45
43.55,43.37,43.85,43.31
43.70,43.66,44.00,43.53
43.15,42.05,43.35,41.24
41.91,42.29,42.56,41.77
42.34,42.28,42.73,42.07
42.31,42.33,42.91,42.24
45.90,45.39,49.11,44.29
44.97,44.12,44.97,43.93
44.01,43.07,44.09,42.91
43.25,43.21,43.49,42.77
43.10,43.21,43.36,42.88
42.97,43.21,44.03,42.71
43.19,43.69,43.87,43.14
43.85,43.80,43.90,43.32
43.72,43.79,44.13,43.52
44.21,43.75,44.36,43.66
43.94,43.38,44.21,43.04
43.10,43.45,43.56,42.79
43.21,43.66,44.14,43.19
43.25,43.33,43.50,42.89
43.32,43.57,44.08,43.03
43.50,43.58,43.84,43.23
43.70,43.86,44.06,43.40
43.71,43.99,44.08,43.48
43.80,44.00,44.10,43.58
43.75,43.46,43.88,43.17
44.33,44.61,44.76,43.30
43.89,44.11,44.77,43.89
41.44,42.83,42.96,41.07
44.00,41.84,44.00,41.74
42.56,42.38,42.56,41.17
42.59,44.58,45.02,42.06
44.29,44.69,44.77,44.01
44.39,44.45,44.69,44.06
43.68,42.82,44.04,42.39
43.26,43.27,43.32,42.58
43.20,42.91,43.54,42.70
42.38,42.09,42.71,41.91
42.61,43.58,43.67,41.87
44.01,42.65,44.12,42.52
43.05,43.76,44.06,42.62
43.43,44.01,44.18,43.09
43.98,43.63,44.05,43.50
43.74,44.11,44.20,43.47
44.19,44.18,44.34,43.86
44.10,44.13,44.84,43.90
43.60,43.95,44.28,43.20
44.18,44.58,44.94,44.08
44.09,44.09,44.26,43.50
44.21,44.49,44.57,43.86
44.29,44.52,44.63,43.83
44.80,44.53,45.34,44.20
44.26,44.13,44.51,43.84
44.16,44.46,44.66,43.96
44.87,45.31,45.71,44.87
45.20,45.44,45.70,44.62
45.01,44.90,45.22,44.08
45.20,46.29,46.41,45.20
46.03,45.66,46.50,45.49
45.86,46.33,46.61,45.71
46.25,46.52,46.79,46.09
46.64,46.86,47.10,46.36
46.75,47.45,47.68,46.56
47.18,46.48,47.40,46.31
46.55,45.87,46.87,45.72
46.02,47.09,47.22,45.92
47.19,46.42,47.19,46.00
46.24,46.61,47.00,46.24
46.51,46.72,46.88,46.43
48.09,46.30,48.97,46.15
46.65,47.53,47.54,45.28
47.86,47.94,48.34,47.50
48.00,46.87,48.40,46.74
46.75,46.22,47.05,46.03
46.22,47.61,47.61,46.14
47.40,47.29,47.50,46.91
47.19,47.04,47.86,46.91
47.17,47.16,47.25,46.52
47.00,47.70,47.72,46.62
47.70,47.97,48.25,47.51
47.75,47.78,48.21,47.69
47.54,48.40,48.45,46.88
48.03,48.06,48.25,47.56
47.95,47.51,47.99,46.99
47.50,47.57,47.71,47.20
47.48,47.07,47.59,46.88
46.83,46.24,46.85,46.09
46.32,46.66,46.70,46.23
46.51,46.77,47.18,46.31
46.98,47.34,47.40,46.42
47.25,47.42,47.98,46.88
47.62,47.63,47.97,47.37
47.58,47.59,47.76,47.49
47.38,47.54,47.72,46.72
47.61,47.76,47.99,47.38
47.70,48.06,48.17,47.67
48.77,48.43,48.85,48.05
48.28,48.57,48.90,48.12
48.64,48.07,48.64,47.96
48.28,46.88,48.28,46.75
46.99,47.70,47.85,46.99
47.75,47.24,47.91,47.02
46.89,46.98,47.32,46.27
46.85,45.87,47.11,45.78
45.92,47.01,47.41,45.57
46.27,45.43,46.45,45.33
45.58,45.10,45.89,44.97
45.43,45.65,45.93,45.20
45.83,46.23,46.35,45.76
46.27,45.57,46.50,45.55
45.31,44.16,45.81,43.88
44.15,44.51,44.73,44.14
44.37,44.70,44.85,44.08
44.96,45.23,45.36,44.82
45.33,45.44,45.84,45.33
45.35,45.24,45.55,44.88
45.43,46.05,46.26,45.43
46.05,46.22,46.56,45.94
46.09,45.25,46.16,45.23
44.48,44.35,44.48,43.95
44.49,44.31,45.75,44.12
43.65,44.51,44.54,43.65
43.64,43.98,44.20,43.64
44.28,44.15,44.68,43.95
45.58,45.21,45.62,44.24
45.66,45.38,45.75,44.88
45.61,44.48,45.94,44.24
44.70,44.98,45.67,44.50
43.80,44.34,44.75,43.62
44.42,45.44,45.78,44.40
45.00,46.08,46.54,44.65
45.98,45.83,46.02,45.01
46.00,47.70,47.86,45.88
47.34,47.23,47.78,47.02
47.53,47.36,48.13,46.98
47.14,45.59,47.25,45.40
45.97,45.80,46.13,45.44
46.00,47.34,47.41,46.00
47.11,48.07,48.44,47.08
47.75,47.07,47.77,47.02
48.10,47.99,48.28,47.15
47.91,47.94,48.50,47.60
47.75,46.22,48.26,46.20
45.05,43.60,46.10,43.27
43.15,43.32,43.98,42.84
43.53,43.20,44.22,42.89
42.40,43.03,43.34,42.40
43.37,43.41,43.68,42.42
44.09,44.89,45.05,44.09
45.22,45.70,45.96,44.70
45.79,45.15,45.83,43.89
44.59,43.80,44.59,43.66
44.08,44.44,44.80,44.08
44.35,44.60,44.89,44.22
44.11,45.05,45.18,44.11
45.17,45.56,45.69,44.77
45.78,45.55,46.07,45.08
45.64,45.72,46.33,45.62
46.17,46.21,46.99,45.95
46.14,46.20,46.22,45.69
46.06,46.28,46.40,45.93
46.45,46.68,47.00,46.05
46.36,45.67,46.42,45.44
45.19,45.35,45.74,45.16
45.51,45.03,45.76,44.83
45.13,44.67,45.56,44.38
45.00,45.41,45.49,44.63
45.17,45.24,45.49,44.91
45.12,44.67,45.21,44.65
44.46,45.29,45.40,44.44
45.33,46.09,46.40,45.15
46.37,46.73,46.83,46.08
46.57,46.45,46.73,46.26
46.32,46.77,46.94,45.94
46.76,46.83,47.21,46.57
46.58,46.89,47.02,46.48
47.34,48.68,49.27,47.14
48.52,50.19,50.37,48.52
50.33,50.21,50.87,49.96
49.87,49.93,50.61,49.87
49.50,50.46,50.84,49.37
50.61,49.90,50.92,49.63
49.35,49.47,50.05,49.25
49.71,49.74,49.80,49.01
49.34,48.40,49.71,48.19
48.60,48.75,48.79,48.34
48.89,48.41,49.19,48.36
48.46,48.70,48.93,48.19
48.94,49.51,49.59,48.86
49.35,48.95,49.52,48.86
49.08,49.85,49.93,48.95
48.85,47.95,48.90,47.92
48.15,47.30,48.34,47.28
47.20,47.34,47.57,47.13
46.26,42.61,46.26,42.48
42.22,43.94,44.43,42.22
43.66,43.03,43.94,42.98
43.28,42.98,43.55,42.83
42.88,43.61,43.75,42.85
43.54,43.28,43.80,43.15
43.19,42.53,43.19,42.24
42.70,42.74,43.38,42.55
42.37,41.80,42.70,41.74
41.57,41.54,41.97,41.17
41.70,41.56,41.83,41.25
41.46,42.15,42.16,41.30
42.15,42.42,42.65,42.08
42.71,42.39,42.71,41.90
42.24,41.71,42.33,41.57
41.82,42.19,42.37,41.75
42.30,42.00,42.55,41.90
42.14,42.76,43.05,41.81
42.76,42.21,43.03,41.78
42.11,42.80,42.85,41.93
42.77,42.37,43.07,42.08
42.62,43.09,43.22,42.43
43.28,42.91,43.31,42.79
43.24,44.28,44.43,42.97
44.46,44.54,44.61,44.03
44.55,44.64,44.81,44.30
44.76,45.98,46.11,44.76
45.96,46.08,46.24,45.51
45.90,46.45,46.49,45.80
46.35,46.69,46.71,45.82
46.61,46.44,46.61,45.97
46.48,46.54,46.71,46.24
46.65,46.37,46.65,46.28
46.38,46.72,46.76,45.89
46.25,46.51,46.59,46.25
45.99,46.22,46.52,45.99
45.80,46.11,46.27,45.68
45.98,46.27,46.57,45.97
46.32,45.30,46.33,45.27
45.01,45.19,45.25,44.61
45.28,45.08,45.34,44.78
45.71,45.50,45.94,45.45
45.60,45.43,45.80,45.22
45.51,45.31,45.63,45.24
45.78,45.30,45.80,44.93
43.37,43.81,44.11,42.91
43.15,42.24,43.15,42.06
42.76,42.95,42.97,42.31
43.43,43.76,43.84,43.13
43.82,45.26,45.29,43.76
45.15,44.99,45.33,44.70
44.69,44.81,44.87,44.13
44.71,45.36,45.51,44.44
45.59,45.79,45.90,45.28
46.16,47.06,47.17,46.16
47.22,47.47,47.55,47.21
47.83,47.65,48.14,47.44
47.57,47.78,48.04,47.05
48.25,47.64,48.41,47.63
47.68,46.16,47.97,45.95
46.35,45.82,46.70,45.67
45.63,45.53,45.96,45.49
45.76,46.09,46.23,45.69
46.50,44.03,47.10,43.84
43.69,43.83,44.16,43.57
43.77,45.08,45.15,43.77
45.10,45.52,45.65,45.05
45.49,45.51,45.57,45.31
45.60,45.35,45.60,45.20
45.24,45.31,45.46,44.82
45.35,45.82,45.95,44.95
45.70,45.20,46.02,45.14
45.08,45.32,45.51,44.79
45.32,45.16,45.45,45.04
45.29,45.94,45.97,45.21
45.94,45.63,46.66,45.00
45.60,45.55,45.93,45.45
45.49,45.57,45.75,45.42
45.67,45.55,45.96,45.52
45.44,45.54,45.64,45.26
45.72,45.84,46.47,45.57
45.80,45.28,45.80,45.28
45.19,45.25,45.67,45.04
45.19,45.23,45.61,44.89
45.19,45.38,45.71,44.86
45.20,46.21,46.25,45.10
46.23,46.51,46.82,46.23
46.52,46.46,46.89,46.34
46.29,46.54,46.63,46.27
46.56,46.22,46.95,46.08
46.32,46.20,46.89,46.11
46.32,46.42,46.47,45.95
46.30,46.17,46.44,45.91
46.29,46.32,46.59,45.82
46.56,44.01,46.60,43.50
44.24,42.43,44.24,42.22
42.49,42.52,43.39,42.44
42.30,41.86,42.43,41.14
41.44,40.69,41.58,40.68
46.02,45.72,46.50,42.69
45.10,43.52,45.83,43.11
43.37,43.04,43.55,42.24
42.65,42.57,43.03,41.01
42.65,42.09,42.71,41.58
42.67,42.48,42.80,42.20
42.59,42.98,43.87,42.12
43.21,43.12,43.43,42.81
42.68,42.82,43.19,42.18
42.28,41.30,42.68,41.26
41.21,40.84,41.25,40.78
40.89,41.09,41.46,40.81
41.44,41.65,41.71,40.88
41.72,41.47,41.95,41.32
41.58,41.91,42.07,41.30
42.03,42.64,43.19,41.91
27.75,26.06,27.75,25.15
26.26,26.05,26.26,25.56
25.99,26.96,27.08,25.81
26.99,26.50,27.03,26.15
26.80,26.81,27.00,26.55
26.79,25.94,26.79,25.89
26.04,26.46,26.47,26.02
26.32,26.49,26.60,25.98
26.40,26.43,26.82,26.37
26.62,26.26,26.62,26.23
26.64,26.51,26.64,26.26
26.50,26.44,26.55,26.28
24.85,22.63,24.88,21.88
22.31,21.38,22.64,21.22
20.86,20.60,21.16,20.08
20.59,20.44,20.80,20.41
20.40,20.24,20.81,20.22
20.38,20.46,20.57,20.26
20.52,20.19,20.67,20.10
20.27,20.10,20.31,19.92
20.17,20.06,20.19,19.96
20.00,20.18,20.46,19.95
20.21,19.89,20.31,19.86
19.76,19.20,19.76,19.16
19.56,19.40,19.64,19.27
19.40,18.80,19.56,18.79
18.85,18.79,19.20,18.00
19.07,18.98,19.33,18.74
18.97,19.14,19.29,18.96
19.26,20.33,20.36,19.24
20.35,20.15,20.47,19.80
19.97,19.41,20.12,19.25
19.69,19.53,19.96,19.41
19.53,19.64,19.74,19.37
19.72,19.39,19.83,19.27
19.39,19.94,19.98,19.22
20.03,20.15,20.55,20.00
20.21,20.17,20.29,20.03
20.20,19.71,20.43,19.69
19.68,19.40,19.85,19.40
19.61,19.40,19.61,19.30
19.55,19.62,19.80,19.31
19.53,19.81,19.87,19.43
19.92,19.76,20.19,19.61
19.89,19.96,20.01,19.43
