MKC.V,McCormick & Company,NASDAQ
70.84,71.48,71.48,70.50
70.85,70.85,70.85,70.85
71.35,71.74,72.02,71.35
71.12,70.70,71.32,69.75
70.20,70.50,70.50,69.37
70.45,70.27,70.51,70.27
70.00,69.70,70.00,69.70
69.00,69.23,69.36,68.86
69.25,69.40,69.40,68.85
70.00,70.09,70.09,70.00
70.50,70.50,70.50,70.50
70.00,70.00,70.00,70.00
71.00,71.86,72.00,71.00
71.50,71.46,71.52,71.46
71.25,71.81,71.95,71.25
71.55,72.00,72.00,71.55
71.80,71.70,71.80,71.68
72.20,71.65,72.20,71.65
71.85,72.70,72.70,71.85
72.35,72.28,72.35,72.10
72.70,72.17,72.70,71.85
71.65,71.35,71.65,71.35
71.60,71.73,71.73,71.60
71.32,71.32,71.32,71.32
71.91,71.91,71.91,71.91
71.90,72.10,72.10,71.90
71.51,71.60,71.60,71.51
71.43,72.30,72.30,71.43
72.50,72.30,72.50,72.13
72.30,72.30,72.30,72.30
72.30,73.41,73.48,72.30
nan,73.41,nan,nan
72.48,72.91,72.91,72.48
72.39,72.48,72.54,72.38
72.30,72.84,72.84,72.30
73.02,73.02,73.02,73.02
nan,73.02,nan,nan
nan,73.02,nan,nan
71.00,70.30,71.00,70.30
70.90,70.51,70.90,70.20
70.68,70.68,70.68,70.68
nan,70.68,nan,nan
69.00,70.15,70.15,69.00
69.79,69.79,69.79,69.79
nan,69.79,nan,nan
68.76,68.76,68.76,68.76
67.50,66.85,67.50,66.85
66.76,67.20,67.20,66.76
nan,67.20,nan,nan
67.23,67.23,67.23,67.23
nan,67.23,nan,nan
67.43,67.43,67.43,67.43
nan,67.43,nan,nan
67.09,67.24,67.24,67.09
nan,67.24,nan,nan
nan,67.24,nan,nan
66.88,66.92,66.92,66.88
nan,66.92,nan,nan
nan,66.92,nan,nan
68.61,68.61,68.61,68.61
68.47,68.47,68.47,68.47
nan,68.47,nan,nan
68.83,68.91,68.91,68.83
nan,68.91,nan,nan
68.69,68.60,68.74,67.50
nan,68.60,nan,nan
nan,68.60,nan,nan
65.66,65.66,65.66,65.66
65.00,65.00,65.00,65.00
64.50,64.60,64.65,64.50
63.71,64.31,64.31,63.71
63.50,63.29,64.05,63.13
64.51,64.50,64.51,64.50
nan,64.50,nan,nan
65.48,65.48,65.48,65.48
nan,65.48,nan,nan
65.60,65.75,65.75,65.48
66.01,66.01,66.01,66.01
nan,66.01,nan,nan
65.65,65.65,65.65,65.62
66.69,66.95,66.95,66.69
nan,66.95,nan,nan
68.21,68.21,68.21,68.21
66.93,66.90,66.93,66.90
68.34,68.31,68.34,67.39
68.30,68.25,68.31,68.14
nan,68.25,nan,nan
nan,68.25,nan,nan
nan,68.25,nan,nan
69.59,69.50,69.64,69.50
nan,69.50,nan,nan
nan,69.50,nan,nan
68.63,68.63,68.63,68.63
68.67,68.91,68.91,68.67
68.49,68.71,68.71,68.49
70.00,70.00,70.00,70.00
69.64,69.64,69.64,69.50
68.86,68.86,68.86,68.86
68.67,68.67,68.67,68.67
68.38,68.41,68.56,68.26
68.95,69.46,69.46,68.95
69.50,69.91,69.96,69.50
69.60,69.65,69.65,69.55
nan,69.65,nan,nan
nan,69.65,nan,nan
69.03,69.44,69.44,69.03
nan,69.44,nan,nan
nan,69.44,nan,nan
nan,69.44,nan,nan
69.37,69.37,69.37,69.37
nan,69.37,nan,nan
69.02,69.05,69.05,69.02
nan,69.05,nan,nan
68.52,68.52,68.52,68.52
68.10,68.10,68.10,68.10
68.24,68.28,68.28,68.24
nan,68.28,nan,nan
nan,68.28,nan,nan
nan,68.28,nan,nan
nan,68.28,nan,nan
68.58,67.95,69.05,67.95
nan,67.95,nan,nan
67.38,67.38,67.38,67.38
66.61,67.35,67.35,65.87
67.13,67.13,67.13,67.13
68.09,68.04,68.09,68.04
68.89,68.00,68.89,68.00
nan,68.00,nan,nan
nan,68.00,nan,nan
68.00,68.75,68.75,68.00
68.46,68.55,68.55,68.46
68.59,68.76,68.83,68.47
68.76,68.76,68.76,68.76
68.11,68.22,68.44,68.11
68.44,68.44,68.44,68.44
68.37,68.28,68.57,68.28
68.41,68.87,68.87,68.10
68.00,67.71,68.00,67.71
67.85,68.61,68.61,67.85
nan,68.61,nan,nan
69.00,69.08,69.50,68.99
67.62,69.49,69.49,67.62
69.28,69.28,69.28,69.28
67.67,69.46,69.46,67.67
68.75,68.75,68.75,68.75
69.41,69.41,69.41,69.41
69.94,70.01,70.01,69.73
69.54,69.50,69.54,69.50
nan,69.50,nan,nan
nan,69.50,nan,nan
69.14,69.40,69.40,69.13
66.00,65.18,66.00,64.53
64.85,64.65,64.85,64.58
63.36,64.70,64.70,63.36
63.11,62.80,63.12,62.80
63.08,63.24,63.59,63.03
nan,63.24,nan,nan
63.02,63.00,63.02,63.00
63.45,63.45,63.45,63.45
62.33,63.31,63.31,62.33
64.01,63.88,64.01,63.88
64.63,64.63,64.63,64.63
nan,64.63,nan,nan
65.10,65.42,65.42,65.01
65.83,65.83,65.83,65.83
65.56,65.56,65.56,65.56
nan,65.56,nan,nan
65.91,65.78,66.01,65.78
66.10,66.00,66.13,65.93
nan,66.00,nan,nan
65.96,65.96,65.96,65.96
65.63,65.72,65.72,65.57
nan,65.72,nan,nan
65.48,65.57,65.57,65.48
nan,65.57,nan,nan
65.50,66.75,66.75,65.50
66.44,66.79,66.79,66.44
66.77,66.57,66.77,66.57
66.56,66.54,66.64,66.54
67.08,67.00,67.08,66.90
67.28,67.39,67.39,67.28
68.09,67.49,68.09,67.49
67.50,67.52,67.52,67.50
67.20,67.58,67.78,67.20
nan,67.58,nan,nan
68.08,68.08,68.08,68.08
67.55,67.55,67.55,67.55
67.48,69.77,69.77,67.48
68.05,67.65,68.05,67.40
69.54,70.95,71.59,69.54
69.94,71.06,71.06,69.94
70.89,70.47,70.90,70.47
70.90,71.19,71.19,70.90
71.59,71.55,71.59,71.55
nan,71.55,nan,nan
71.51,71.22,71.51,71.18
70.45,70.64,70.64,70.45
70.48,70.28,70.48,70.28
70.75,70.75,70.75,70.75
70.75,71.02,71.02,70.73
70.68,70.68,70.68,70.68
70.85,70.82,71.21,70.65
69.75,69.87,69.87,69.68
70.45,70.14,70.45,70.14
70.24,69.86,70.41,69.86
nan,69.86,nan,nan
70.62,70.75,70.88,70.62
72.30,70.49,72.30,70.49
70.73,71.39,71.39,70.73
nan,71.39,nan,nan
70.93,70.96,70.96,70.93
nan,70.96,nan,nan
70.75,71.75,71.75,70.75
71.64,71.61,71.64,71.61
nan,71.61,nan,nan
70.92,71.01,71.01,70.72
71.38,71.38,71.38,71.38
70.94,71.34,71.34,70.94
70.78,70.79,70.80,70.72
nan,70.79,nan,nan
nan,70.79,nan,nan
70.82,70.82,70.82,70.82
nan,70.82,nan,nan
71.00,71.00,71.00,71.00
71.00,70.48,71.00,70.48
70.45,70.32,70.45,70.32
nan,70.32,nan,nan
nan,70.32,nan,nan
69.97,70.03,70.03,69.97
70.60,70.46,70.60,69.93
70.44,70.59,70.59,70.44
70.65,70.65,70.65,70.65
70.25,71.63,71.64,70.25
72.07,71.06,72.07,71.06
71.54,71.89,71.89,71.44
72.00,72.00,72.00,72.00
nan,72.00,nan,nan
71.76,72.18,72.18,71.64
72.90,72.90,72.90,72.90
nan,72.90,nan,nan
72.42,72.74,72.74,72.42
nan,72.74,nan,nan
72.21,72.24,72.24,72.20
nan,72.24,nan,nan
nan,72.24,nan,nan
72.08,71.71,72.08,71.71
nan,71.71,nan,nan
71.64,71.44,71.64,71.44
71.60,72.26,72.26,71.50
72.53,72.18,72.53,72.18
71.50,73.04,73.04,71.50
71.61,72.80,72.80,71.61
71.00,71.06,71.08,70.70
nan,71.06,nan,nan
68.65,68.65,68.65,68.65
70.62,70.90,70.95,70.41
70.87,71.27,71.27,70.87
nan,71.27,nan,nan
70.54,70.62,71.16,70.54
nan,70.62,nan,nan
70.93,70.98,70.98,70.93
71.00,70.81,71.01,70.81
nan,70.81,nan,nan
nan,70.81,nan,nan
70.12,70.26,70.30,68.64
70.83,70.30,70.83,69.91
69.91,69.62,69.96,69.60
69.52,69.70,69.82,69.40
69.69,69.27,69.69,69.27
69.73,69.88,70.06,69.68
70.39,69.95,70.39,69.84
nan,69.95,nan,nan
nan,69.95,nan,nan
nan,69.95,nan,nan
nan,69.95,nan,nan
68.56,68.55,68.56,68.55
68.83,68.11,68.83,68.11
68.48,67.20,68.99,67.16
66.00,66.00,66.00,66.00
66.00,66.36,66.36,66.00
66.18,66.45,66.45,66.18
66.80,66.24,66.81,66.24
66.84,67.00,67.00,66.84
67.05,67.00,67.05,67.00
67.68,67.68,67.68,67.68
68.50,68.50,68.50,68.50
68.39,68.39,68.39,68.39
68.21,68.29,68.29,68.21
68.66,68.55,68.71,68.55
69.00,68.41,69.00,68.41
68.23,68.91,69.20,68.23
69.26,69.15,69.26,69.15
69.05,69.23,69.23,69.04
69.49,69.80,69.97,69.46
69.71,69.03,69.92,69.03
69.46,69.46,69.46,69.46
69.70,69.71,69.71,69.70
69.97,69.50,69.97,69.50
69.29,69.33,69.33,69.29
69.54,69.54,69.54,69.54
69.59,69.50,69.59,69.43
69.83,69.50,69.83,69.50
69.30,69.27,69.30,69.27
68.99,69.28,69.28,68.99
69.55,69.45,69.55,69.45
68.85,68.75,68.90,68.55
68.53,68.77,68.77,68.53
68.60,68.61,68.83,68.60
68.26,68.26,68.26,68.26
68.25,68.28,68.28,68.24
68.51,68.68,68.78,68.51
68.65,68.00,68.68,67.71
67.67,68.35,68.35,67.67
68.47,69.45,69.45,68.23
68.60,67.44,68.60,67.44
67.03,66.71,67.03,66.71
66.75,66.90,66.90,66.75
66.08,66.30,66.30,66.08
65.98,66.45,66.45,65.98
66.64,66.64,66.64,66.64
67.01,67.01,67.01,67.01
nan,67.01,nan,nan
69.05,67.34,69.05,66.24
68.35,68.30,68.35,68.30
nan,68.30,nan,nan
68.00,67.60,68.32,67.60
67.50,68.16,68.16,67.50
68.55,67.87,68.55,67.87
68.02,68.02,68.02,68.02
67.48,68.21,68.21,67.48
nan,68.21,nan,nan
67.18,66.40,67.18,66.00
65.71,65.90,66.05,65.71
66.56,67.15,67.15,66.56
67.64,67.80,67.80,67.44
68.08,68.20,68.20,68.08
68.79,68.63,68.79,68.30
68.63,68.60,68.69,68.52
68.39,68.75,68.85,68.39
70.00,69.10,70.00,69.08
69.62,69.58,69.62,69.58
nan,69.58,nan,nan
68.20,69.75,70.00,68.20
70.60,70.30,70.60,70.30
71.99,71.13,71.99,70.95
70.26,71.62,71.99,70.26
72.00,72.52,72.64,72.00
72.67,72.60,72.67,72.60
72.34,72.62,72.75,72.34
72.86,72.59,72.86,72.59
73.18,73.18,73.18,73.18
72.56,73.00,73.00,72.56
73.15,73.15,73.15,73.15
73.20,72.46,73.20,72.46
72.48,72.48,72.48,72.48
nan,72.48,nan,nan
nan,72.48,nan,nan
72.45,72.45,72.45,72.45
72.45,72.22,72.45,72.22
nan,72.22,nan,nan
72.94,72.94,72.94,72.94
73.08,72.99,73.26,72.99
72.22,72.22,72.22,72.22
nan,72.22,nan,nan
nan,72.22,nan,nan
72.95,73.25,73.34,72.95
73.65,72.81,73.72,72.81
nan,72.81,nan,nan
73.90,73.76,73.90,73.40
72.17,73.08,73.08,72.17
72.93,72.93,72.93,72.93
72.91,73.30,73.30,72.91
73.03,73.08,73.08,72.92
N/A,N/A,N/A,N/A
71.60,72.81,72.81,71.55
72.40,72.91,72.91,72.19
73.78,72.91,74.04,72.91
74.22,76.37,76.37,74.22
76.22,76.27,76.27,76.22
nan,76.27,nan,nan
nan,76.27,nan,nan
nan,76.27,nan,nan
76.04,75.96,76.04,75.96
nan,75.96,nan,nan
nan,75.96,nan,nan
nan,75.96,nan,nan
73.57,73.02,73.57,73.02
73.00,72.50,73.00,72.48
72.94,74.28,74.28,72.94
72.90,75.20,75.40,72.90
76.00,74.70,76.00,74.70
73.70,73.70,73.70,73.70
71.61,73.90,74.40,71.61
74.87,73.60,74.87,73.26
74.18,74.18,74.18,74.18
nan,74.18,nan,nan
74.81,74.81,74.81,74.81
nan,74.81,nan,nan
75.14,75.18,75.18,75.14
nan,75.18,nan,nan
nan,75.18,nan,nan
73.65,73.21,73.65,73.21
71.65,72.21,73.96,71.65
71.67,72.16,72.16,71.67
71.45,71.45,71.45,71.45
71.66,72.15,72.15,71.17
73.27,73.34,73.34,73.27
74.02,73.84,74.07,73.73
73.54,73.60,73.60,73.54
73.88,74.36,74.36,73.88
74.16,73.53,74.16,73.53
73.76,74.26,74.26,73.76
73.93,73.80,73.93,73.42
73.80,72.98,73.98,72.98
73.98,73.98,73.98,73.98
74.15,74.37,74.37,74.15
74.56,75.76,75.76,74.56
75.37,75.37,75.37,75.37
75.41,75.85,75.85,74.83
75.47,75.18,75.47,75.18
74.68,75.16,75.16,74.68
75.41,75.40,75.41,75.40
75.40,75.27,75.56,75.27
75.29,75.29,75.29,75.29
74.93,74.95,74.95,74.93
75.12,75.12,75.12,75.12
74.71,74.71,74.71,74.71
75.25,74.51,75.25,74.44
73.41,73.46,73.46,73.41
76.00,74.01,76.00,73.72
73.27,72.97,73.27,72.97
71.96,71.96,71.96,71.96
71.52,72.75,72.75,71.52
72.93,72.05,72.93,72.05
72.04,72.35,72.35,72.04
71.59,71.61,71.61,71.48
71.28,72.70,72.70,71.28
72.45,72.30,72.45,72.30
70.94,68.29,73.01,68.29
72.71,73.25,73.52,72.71
75.21,75.40,77.35,75.21
77.31,76.29,77.31,76.29
76.72,77.06,77.06,76.72
77.05,77.22,77.22,77.05
77.50,77.50,77.50,77.50
78.09,77.63,78.09,76.89
78.12,76.26,78.12,75.82
76.50,76.49,76.72,76.49
76.79,77.18,78.28,76.77
78.50,78.11,78.50,78.11
77.90,77.70,77.90,77.61
77.46,77.46,77.46,77.46
77.92,77.55,78.14,77.55
78.00,77.75,78.00,77.75
77.75,78.00,78.00,77.75
78.53,77.89,78.53,77.72
77.50,77.50,77.50,77.46
76.61,76.56,76.61,76.56
77.02,76.67,77.02,76.67
77.48,76.23,77.48,76.23
76.57,76.57,76.57,76.57
76.63,76.41,76.63,76.41
76.05,76.46,76.46,75.99
75.40,75.57,75.57,75.40
75.38,75.50,75.50,75.38
75.56,75.56,75.56,75.56
75.50,75.20,75.50,75.20
76.00,75.97,76.20,75.97
76.41,76.41,76.41,76.41
nan,76.41,nan,nan
75.35,75.59,75.59,75.35
nan,75.59,nan,nan
77.45,77.45,77.45,77.45
76.46,76.92,77.24,76.46
77.13,77.36,77.36,77.13
nan,77.36,nan,nan
78.34,78.83,78.83,78.34
79.15,79.12,79.15,79.12
79.12,79.12,79.19,79.12
79.24,79.53,79.60,79.24
79.29,79.33,79.44,79.00
78.71,79.35,79.35,78.71
78.71,78.97,79.12,78.71
78.34,78.10,78.34,78.10
78.47,78.83,78.96,78.30
79.02,78.74,79.02,78.60
78.69,78.60,78.83,78.60
77.93,78.15,78.15,77.93
nan,78.15,nan,nan
78.21,78.21,78.21,78.21
77.55,77.19,77.60,77.19
76.46,76.66,76.66,76.46
76.52,76.63,76.64,76.47
nan,76.63,nan,nan
nan,76.63,nan,nan
nan,76.63,nan,nan
nan,76.63,nan,nan
nan,76.63,nan,nan
77.40,77.93,77.93,77.40
78.21,78.25,78.33,77.94
77.87,79.41,79.41,77.87
79.35,78.31,79.38,78.31
78.14,80.13,80.43,78.14
80.17,80.14,80.28,79.97
80.84,81.51,81.98,80.84
83.09,81.74,83.09,81.74
81.74,81.67,81.79,81.33
81.10,80.42,81.10,80.42
79.88,81.07,81.07,79.88
79.44,79.50,79.50,78.32
79.72,79.56,79.72,79.56
79.75,79.13,79.75,79.13
79.38,79.97,79.97,79.38
80.07,80.07,80.07,80.07
80.01,79.56,80.03,79.32
80.15,80.15,80.15,80.14
80.46,80.49,80.55,80.46
80.82,80.50,80.82,80.50
80.27,79.92,80.27,79.92
80.41,80.41,80.41,80.41
79.77,79.77,79.77,79.77
80.06,80.06,80.06,80.06
nan,80.06,nan,nan
81.32,80.50,81.32,80.50
80.45,80.45,80.45,80.45
nan,80.45,nan,nan
80.10,79.92,80.80,79.83
81.01,81.02,81.02,81.01
80.38,80.90,81.02,80.38
nan,80.90,nan,nan
81.57,81.92,81.95,81.18
81.95,82.19,82.19,81.95
82.08,82.38,82.80,82.08
83.14,83.25,83.25,83.14
83.28,83.29,83.29,82.94
83.18,83.33,83.33,83.18
83.74,84.77,84.77,83.49
83.82,84.63,84.67,83.82
83.45,84.22,84.22,83.36
84.34,84.61,84.61,84.34
84.64,84.78,84.78,84.63
84.30,84.89,84.92,84.30
84.77,84.89,84.89,84.77
84.09,83.53,84.09,83.53
82.15,82.15,82.15,82.15
80.00,83.00,83.00,80.00
78.44,77.71,78.55,76.57
77.95,76.13,77.95,76.13
76.80,78.01,78.01,76.80
78.02,78.87,78.87,78.01
nan,78.87,nan,nan
78.10,79.21,79.31,78.10
78.20,77.70,78.31,77.70
78.63,78.55,78.63,78.55
79.74,80.39,80.39,79.74
79.17,79.00,79.17,78.52
80.31,80.31,80.31,80.31
80.50,79.75,80.50,79.75
nan,79.75,nan,nan
nan,79.75,nan,nan
nan,79.75,nan,nan
81.09,81.83,81.83,81.09
82.59,82.85,82.85,82.55
83.34,83.34,83.34,83.34
81.77,81.77,81.77,81.77
nan,81.77,nan,nan
82.20,82.35,82.35,82.14
82.48,82.48,82.48,82.48
82.97,82.97,82.97,82.97
84.00,84.00,84.00,84.00
82.31,81.59,82.31,81.59
80.50,81.19,81.19,80.50
nan,81.19,nan,nan
80.00,78.68,80.00,78.02
79.34,79.28,79.34,78.26
81.46,81.46,81.46,81.46
nan,81.46,nan,nan
82.00,81.62,82.00,81.62
82.07,82.37,82.37,82.07
83.12,83.08,83.22,83.08
nan,83.08,nan,nan
83.00,83.00,83.00,83.00
82.72,82.08,82.72,82.08
82.08,81.74,82.08,81.71
82.72,82.51,82.86,82.51
82.52,82.52,82.52,82.52
nan,82.52,nan,nan
82.90,82.90,82.90,82.90
83.98,85.34,85.34,83.98
84.86,84.86,84.86,84.86
nan,84.86,nan,nan
86.24,84.27,86.24,84.27
nan,84.27,nan,nan
84.42,84.42,84.42,84.06
nan,84.42,nan,nan
84.30,84.44,84.44,84.18
83.62,84.75,84.75,83.59
84.40,85.10,85.10,84.40
86.04,86.04,86.04,86.04
83.89,83.89,83.89,83.54
83.37,83.37,83.37,83.37
nan,83.37,nan,nan
84.37,84.37,84.37,84.37
82.62,82.48,83.12,81.61
82.38,82.38,82.38,82.38
82.42,82.80,82.80,82.27
nan,82.80,nan,nan
83.32,84.24,84.24,83.32
84.63,84.63,84.63,84.63
nan,84.63,nan,nan
84.92,84.92,84.92,84.92
85.28,85.28,85.47,85.28
nan,85.28,nan,nan
nan,85.28,nan,nan
86.04,85.86,86.24,85.86
85.48,86.60,86.98,85.48
nan,86.60,nan,nan
85.84,84.32,85.84,84.32
86.06,86.18,86.18,85.92
86.89,86.89,86.89,86.89
nan,86.89,nan,nan
nan,86.89,nan,nan
85.57,85.57,85.57,85.42
84.77,83.71,84.77,83.71
82.52,84.43,84.43,82.52
nan,84.43,nan,nan
84.43,85.70,86.07,84.43
85.31,85.31,85.31,85.31
84.22,83.49,84.22,83.49
84.26,84.26,84.26,84.26
84.92,84.97,84.97,84.92
86.56,86.58,86.58,86.56
86.65,86.65,86.65,86.65
85.00,86.66,86.66,85.00
87.08,87.11,87.11,87.08
86.63,86.37,86.63,86.37
nan,86.37,nan,nan
85.43,83.99,85.43,83.54
nan,83.99,nan,nan
84.42,84.07,84.42,83.93
nan,84.07,nan,nan
84.32,84.05,84.32,84.05
nan,84.05,nan,nan
85.06,85.14,85.14,84.50
85.13,85.13,85.13,85.13
85.01,85.02,85.33,85.01
83.90,83.90,83.90,83.26
82.85,81.17,82.85,81.17
79.55,80.63,80.63,79.01
79.32,79.53,79.53,79.32
80.15,81.43,81.50,80.15
80.99,80.99,80.99,80.99
80.99,82.31,82.31,80.99
82.20,82.00,82.20,81.93
84.11,85.23,86.12,84.02
86.85,87.63,88.43,86.85
88.30,88.25,88.75,87.92
87.98,87.81,88.29,87.71
86.86,86.43,87.34,86.43
86.64,85.61,86.64,85.61
86.35,85.74,86.50,85.74
87.02,86.50,87.66,86.50
87.03,88.00,88.24,87.03
89.00,90.53,91.00,89.00
89.55,90.73,90.73,89.55
91.76,89.19,91.76,89.19
89.82,90.23,90.23,89.31
90.53,91.22,91.22,90.53
90.73,90.72,90.73,89.57
90.35,91.90,91.90,90.00
91.90,91.90,91.90,91.90
92.50,92.81,92.81,92.38
92.47,92.47,92.47,92.47
94.07,94.07,94.07,94.07
91.00,94.10,94.10,91.00
93.99,93.58,94.00,93.58
93.58,93.58,93.58,93.58
92.68,92.68,92.68,92.68
93.06,93.56,93.56,92.88
93.50,93.73,93.73,93.50
93.14,93.32,93.32,93.14
93.17,93.50,93.50,93.17
94.45,93.66,94.45,93.66
nan,93.66,nan,nan
nan,93.66,nan,nan
nan,93.66,nan,nan
93.86,93.72,93.86,93.72
93.48,93.48,93.48,93.48
92.34,95.59,96.00,92.34
94.65,94.69,94.69,94.65
93.82,94.19,94.19,93.82
93.42,93.67,93.97,93.42
nan,93.67,nan,nan
94.96,96.14,96.14,94.96
96.41,97.14,97.14,96.41
97.96,99.51,100.31,97.96
100.93,99.92,100.93,99.00
99.35,99.28,99.48,99.28
100.00,100.00,100.00,100.00
99.72,100.06,100.06,99.72
nan,100.06,nan,nan
98.90,99.38,99.38,98.33
99.44,99.01,99.44,98.99
nan,99.01,nan,nan
99.02,99.02,99.02,99.02
98.23,98.46,98.46,98.23
98.87,97.30,98.87,97.11
98.13,95.17,98.13,95.17
94.85,94.97,94.97,94.85
96.92,94.94,96.92,94.94
94.28,94.99,95.59,94.28
96.35,94.33,96.35,94.29
92.00,91.32,92.05,91.32
92.05,91.50,92.05,91.00
93.40,92.75,93.40,91.84
93.78,93.49,93.78,93.49
93.49,92.68,93.49,92.50
92.11,93.42,93.42,92.11
nan,93.42,nan,nan
93.90,94.37,94.37,93.90
93.95,93.97,93.97,93.82
93.67,93.67,93.67,93.67
94.78,94.90,94.90,94.78
95.44,95.44,95.44,95.44
96.67,96.84,97.00,96.45
97.15,97.15,97.15,97.15
97.74,97.74,97.74,97.74
nan,97.74,nan,nan
98.39,98.24,99.30,98.24
98.65,98.39,98.65,98.39
nan,98.39,nan,nan
95.92,95.12,96.09,94.34
95.17,95.40,95.40,95.17
96.94,95.00,96.94,95.00
95.35,95.65,95.80,95.35
nan,95.65,nan,nan
nan,95.65,nan,nan
96.50,97.00,97.00,96.50
97.68,97.60,97.72,97.54
99.50,98.00,99.50,98.00
nan,98.00,nan,nan
96.92,96.92,96.92,96.92
97.63,97.64,97.64,97.63
97.96,97.54,97.96,97.33
97.69,97.72,97.72,97.69
nan,97.72,nan,nan
100.00,100.00,100.00,100.00
99.64,99.92,99.92,99.28
99.34,99.34,99.34,99.22
nan,99.34,nan,nan
99.82,99.82,99.82,99.82
100.23,100.16,100.32,100.03
99.17,100.44,100.44,99.17
101.00,100.05,101.02,100.05
100.95,100.98,101.05,100.89
nan,100.98,nan,nan
101.54,102.12,102.12,101.54
101.80,101.63,101.80,101.63
100.91,100.91,100.91,100.91
104.00,101.81,104.00,101.28
102.68,102.68,102.68,102.68
106.00,106.14,106.14,105.05
108.26,105.94,108.26,105.94
105.24,107.05,107.30,105.24
nan,107.05,nan,nan
nan,107.05,nan,nan
nan,107.05,nan,nan
106.68,106.13,106.68,106.13
nan,106.13,nan,nan
104.53,104.53,104.53,104.53
104.75,104.82,104.82,104.75
105.00,104.95,105.00,104.93
104.58,104.59,104.59,104.58
104.54,104.54,104.54,104.54
105.42,103.91,105.42,103.91
103.72,103.66,103.72,103.46
nan,103.66,nan,nan
104.99,104.99,104.99,104.99
106.00,103.43,106.00,103.43
103.13,101.63,103.13,101.41
100.98,101.55,101.55,100.98
102.41,102.03,102.41,102.03
nan,102.03,nan,nan
101.67,101.67,101.67,101.67
101.67,100.17,101.67,100.17
101.10,100.62,101.10,100.62
100.84,100.84,100.84,100.84
99.69,100.46,100.77,99.69
100.20,100.64,100.74,100.20
101.17,101.39,101.39,101.17
101.66,101.27,101.66,101.27
nan,101.27,nan,nan
101.27,101.04,101.27,100.90
100.61,100.13,100.64,100.13
100.13,100.83,101.00,100.13
100.80,100.80,100.80,100.80
101.07,101.63,101.63,101.07
101.79,102.04,102.04,101.66
102.04,102.34,102.56,102.04
101.94,101.94,101.94,101.94
101.94,101.94,101.94,101.94
101.68,101.47,101.68,101.47
101.73,101.73,101.73,101.73
101.60,101.60,101.60,101.60
101.34,101.34,101.34,101.34
101.57,101.10,101.57,101.10
101.73,101.49,101.73,101.49
102.01,102.01,102.01,102.01
101.89,100.27,101.89,100.27
100.87,99.65,100.87,99.65
99.53,96.53,99.53,96.53
96.65,97.70,97.70,96.65
96.77,97.72,98.27,96.77
97.67,97.67,97.67,97.67
97.07,98.00,98.00,97.07
96.68,95.52,96.68,95.18
95.87,96.11,96.11,95.87
96.60,96.60,96.60,96.60
96.32,96.17,96.32,96.16
96.91,96.91,96.91,96.91
97.00,96.90,97.00,96.65
96.71,96.71,96.71,96.71
96.97,96.78,96.97,96.55
97.13,97.20,97.33,97.13
97.36,97.46,97.76,97.36
99.00,100.16,100.40,99.00
101.94,97.41,101.94,97.41
97.19,96.62,97.19,96.62
96.53,96.53,96.53,96.53
96.19,94.27,96.19,94.27
94.95,95.74,95.74,94.70
95.43,95.43,95.43,95.43
95.19,94.50,95.19,94.50
94.27,93.68,94.27,93.68
93.64,93.64,93.64,93.64
94.09,94.25,94.93,94.09
94.41,94.42,94.42,94.41
94.73,94.73,94.73,94.73
94.90,94.50,94.90,93.94
94.51,94.04,94.51,93.46
95.76,93.56,95.76,93.11
94.09,94.09,94.09,94.09
97.25,95.69,97.25,95.67
95.70,95.70,95.70,95.70
95.42,95.42,95.42,95.42
95.04,95.40,95.64,94.42
95.48,95.48,95.48,95.48
95.70,94.52,95.70,92.29
94.97,94.74,95.00,94.74
nan,94.74,nan,nan
94.55,93.85,94.55,93.85
93.70,93.98,93.98,92.95
94.32,95.09,95.82,94.32
95.10,94.24,95.10,92.51
93.91,92.41,93.91,92.41
92.08,91.74,92.08,91.74
91.75,91.75,91.75,91.75
92.08,92.03,92.08,91.97
91.75,91.75,91.75,91.75
91.43,91.11,91.43,91.11
91.43,91.09,91.43,91.08
90.84,91.63,91.63,90.84
91.95,92.55,92.55,91.95
91.95,91.06,91.95,91.06
91.66,91.83,91.97,91.65
92.22,92.22,92.22,92.22
92.56,92.84,92.84,92.56
92.49,92.49,92.49,92.49
91.63,89.23,91.63,89.14
89.36,89.36,89.36,89.36
89.74,90.03,90.03,89.15
90.00,90.49,90.61,89.99
90.69,91.42,91.42,90.69
93.00,91.50,93.00,91.50
91.82,92.21,92.21,91.82
92.00,93.22,93.28,92.00
93.84,93.43,93.95,93.37
93.50,92.28,93.50,92.22
91.71,92.58,92.58,91.71
92.80,92.47,92.80,92.30
92.09,92.46,92.54,91.75
92.07,92.52,92.52,92.07
92.91,93.33,93.91,92.91
92.81,92.89,92.89,92.75
nan,92.89,nan,nan
92.81,92.79,93.00,92.00
92.73,92.95,93.35,92.69
92.92,93.50,93.57,92.92
93.78,93.10,93.78,93.10
93.06,93.15,93.15,93.06
93.51,93.25,93.60,93.25
92.87,92.49,92.87,92.47
91.53,91.40,91.53,91.40
90.77,90.15,90.77,90.03
89.79,89.94,90.01,89.49
89.97,90.07,90.34,89.87
90.44,90.41,90.44,89.94
91.33,91.33,91.33,91.33
