NFEC,NF Energy Saving Corporation - Common Stock,NASDAQ
2.76,2.68,2.76,2.65
2.44,2.50,2.68,2.44
2.46,2.60,2.60,2.46
2.20,2.65,2.65,2.20
2.50,2.51,2.70,2.50
2.50,2.51,2.55,2.50
2.50,2.50,2.55,2.50
2.50,2.55,2.88,2.50
2.65,2.50,2.65,2.50
2.50,2.50,2.50,2.50
2.55,2.60,2.60,2.50
2.60,2.65,2.65,2.52
2.50,2.56,2.56,2.50
2.62,2.53,2.62,2.53
2.68,2.66,2.68,2.64
2.65,2.65,2.65,2.65
2.60,2.60,2.60,2.55
2.60,2.60,2.60,2.53
2.55,2.50,2.55,2.50
2.50,2.55,2.55,2.50
2.50,2.55,2.55,2.50
2.59,2.50,2.59,2.50
2.59,2.59,2.59,2.50
2.50,2.55,2.55,2.50
2.52,2.52,2.52,2.52
2.50,2.60,2.60,2.50
2.59,2.59,2.59,2.59
2.59,2.59,2.60,2.59
2.50,2.50,2.50,2.50
2.40,2.49,2.49,2.40
2.35,2.50,2.50,2.29
2.51,2.64,2.65,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.45
2.51,2.30,2.51,2.00
2.35,2.35,2.39,2.35
2.30,2.50,2.50,2.25
2.50,2.53,2.65,2.50
2.53,2.75,2.75,2.53
2.75,2.75,2.75,2.75
2.60,2.75,2.75,2.60
2.75,2.80,2.90,2.72
2.85,2.85,2.85,2.85
2.87,3.00,3.00,2.72
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.72,2.87,3.00,2.72
2.80,2.80,2.81,2.80
2.80,2.85,2.85,2.80
2.80,2.76,2.80,2.70
2.70,2.70,2.70,2.60
2.60,2.69,2.69,2.40
2.75,2.65,2.80,2.65
2.65,2.65,2.65,2.65
2.70,2.75,2.75,2.65
2.75,2.75,2.75,2.75
2.65,2.65,2.65,2.65
2.65,2.50,2.65,2.50
2.50,2.60,2.60,2.50
2.70,2.70,2.70,2.70
2.50,2.55,2.55,2.50
2.41,2.55,2.55,2.30
2.50,2.50,2.60,2.50
2.50,2.25,2.59,2.20
2.25,2.50,2.55,2.25
2.50,2.50,2.54,2.25
2.50,2.69,2.69,2.27
2.60,2.42,2.60,2.42
2.42,2.42,2.42,2.42
2.50,2.60,2.60,2.50
2.61,2.65,2.65,2.50
2.74,2.65,2.74,2.35
2.69,2.65,2.69,2.65
6.63,6.63,6.63,6.63
6.63,6.63,6.63,6.63
9.00,8.99,9.00,8.75
8.83,8.83,8.83,8.83
8.60,8.60,8.60,8.60
8.30,8.30,8.30,5.75
7.89,7.40,7.89,5.75
7.40,7.00,7.40,5.75
6.50,6.31,6.65,6.06
6.40,6.85,6.95,6.06
6.50,6.50,6.63,6.25
6.26,6.25,6.28,6.25
6.62,6.10,6.85,6.00
6.11,6.05,6.15,5.87
5.70,5.95,5.99,5.70
5.80,5.90,5.90,5.70
5.90,5.90,5.92,5.75
5.77,5.81,6.48,5.77
5.80,5.41,6.25,5.40
5.30,5.21,5.42,5.05
5.07,4.99,5.19,4.85
5.00,5.66,5.69,4.99
5.93,5.76,5.99,5.66
5.75,5.32,5.85,5.32
5.33,6.03,6.05,5.33
5.72,5.79,6.09,5.47
5.51,5.60,5.62,5.51
5.61,5.80,5.80,5.61
5.55,5.55,5.62,5.45
5.45,5.44,5.50,5.30
5.33,5.72,5.72,5.24
5.38,5.45,5.49,4.99
5.31,5.14,5.34,5.00
5.08,5.00,5.50,4.92
5.00,5.00,5.01,4.88
5.00,4.93,5.06,4.93
4.90,4.79,4.90,4.75
4.85,5.49,5.49,4.85
5.50,5.05,5.80,4.96
5.06,5.01,5.15,5.00
5.01,5.00,5.03,4.91
5.00,5.20,5.38,4.96
4.74,5.00,5.00,4.74
4.96,4.84,4.96,4.61
4.74,4.78,4.84,4.69
4.77,4.55,4.77,4.52
4.51,4.50,4.80,4.50
4.50,4.47,4.54,4.31
4.45,4.31,4.45,4.19
4.31,4.35,4.38,4.31
4.40,4.45,4.46,4.40
4.45,4.40,4.50,4.40
4.40,4.40,4.50,4.40
4.40,4.48,4.48,4.04
4.48,4.34,4.55,4.27
4.32,4.26,4.36,4.26
4.30,4.19,4.30,4.19
4.18,4.10,4.18,4.05
4.11,4.03,4.11,4.02
4.13,4.02,4.13,4.02
4.02,4.03,4.12,4.01
4.05,4.03,4.06,4.00
4.11,4.07,4.20,4.03
4.07,4.03,4.10,4.03
4.01,4.01,4.02,4.00
4.00,4.01,4.05,4.00
4.08,4.21,4.39,4.02
4.25,4.20,4.30,4.13
4.14,4.11,4.14,4.01
4.11,4.76,4.92,4.03
5.16,4.89,5.16,4.64
5.30,4.96,5.30,4.90
5.00,4.85,5.00,4.80
4.86,4.88,4.90,4.86
4.89,5.01,5.07,4.89
5.00,5.05,5.05,4.91
5.00,4.65,5.00,4.64
4.68,4.41,4.70,4.41
4.41,4.49,4.50,4.41
4.60,4.58,4.69,4.55
4.66,4.72,4.79,4.65
4.80,4.78,4.80,4.71
4.80,4.87,4.88,4.80
4.80,4.62,4.80,4.31
4.42,4.56,4.64,4.42
4.39,4.59,4.59,4.39
4.51,4.45,4.51,4.44
4.75,4.69,4.75,4.62
4.71,4.70,4.75,4.70
4.62,4.60,4.70,4.60
4.46,4.42,4.46,4.41
4.70,4.59,4.70,4.59
4.59,4.66,4.69,4.59
4.64,4.42,4.64,4.42
4.62,4.50,4.65,4.40
4.62,4.45,4.64,4.43
4.37,4.40,4.45,4.25
4.33,4.30,4.37,4.26
4.41,4.25,4.60,4.25
4.25,4.23,4.25,4.11
4.39,4.30,4.39,4.15
4.25,4.12,4.25,4.10
3.95,4.16,4.18,3.95
4.10,4.25,4.33,4.09
4.10,4.18,4.29,4.02
4.18,4.19,4.19,4.01
4.11,4.10,4.16,4.10
4.10,4.10,4.10,4.10
4.08,4.10,4.10,4.08
4.08,4.05,4.08,4.05
4.08,4.06,4.08,4.03
4.03,4.08,4.08,3.60
4.05,4.10,4.10,4.05
4.10,4.21,4.21,4.09
4.21,3.99,4.27,3.90
4.02,4.15,4.27,4.01
3.80,3.90,4.15,3.79
3.83,3.86,3.86,3.76
3.84,3.83,3.84,3.83
3.82,3.72,3.82,3.60
3.62,3.68,3.80,3.62
3.75,3.67,3.77,3.60
3.57,3.69,3.69,3.57
3.65,3.74,4.00,3.65
3.65,3.65,3.65,3.57
3.59,3.30,3.60,2.85
3.30,3.15,3.38,3.15
3.12,3.12,3.20,3.12
3.20,3.09,3.20,3.01
3.10,3.07,3.10,2.85
3.25,3.58,3.59,3.24
3.74,3.52,3.74,3.37
3.39,3.27,3.39,3.07
3.35,3.25,3.48,3.20
3.33,3.40,3.42,3.25
3.45,3.45,3.45,3.45
3.45,3.26,3.45,3.26
3.44,3.31,3.45,3.20
3.45,3.38,3.51,3.21
3.27,3.26,3.45,3.26
3.26,3.17,3.26,3.08
3.20,3.22,3.22,3.20
3.40,3.26,3.45,3.26
3.29,3.22,3.30,3.20
3.21,3.17,3.21,3.17
3.00,3.09,3.10,2.87
2.90,3.05,3.50,2.84
2.95,3.25,3.44,2.94
3.25,3.25,3.25,3.25
3.06,3.24,3.24,3.06
3.10,3.15,3.24,3.10
3.15,3.12,3.15,3.12
3.15,3.14,3.21,3.10
3.13,3.17,3.17,3.07
3.15,3.05,3.15,3.05
3.05,3.05,3.05,3.05
3.04,2.95,3.04,2.82
2.95,3.00,3.04,2.78
3.00,3.14,3.14,2.77
3.06,3.14,3.14,3.06
3.00,2.94,3.00,2.75
2.86,2.74,2.88,2.74
2.75,2.90,2.90,2.75
3.03,3.04,3.04,3.00
3.04,2.79,3.05,2.76
2.86,2.85,2.86,2.62
2.85,2.67,2.85,2.66
2.68,2.50,2.68,2.50
2.50,2.41,2.50,2.36
2.40,2.41,2.65,2.39
2.31,2.65,2.66,2.28
2.51,2.63,2.65,2.39
2.61,2.59,2.65,2.59
2.59,2.59,2.59,2.59
2.59,2.36,2.59,2.36
2.39,2.49,2.49,2.39
2.49,2.34,2.49,2.34
2.46,2.37,2.46,2.34
2.46,2.40,2.46,2.40
2.41,2.41,2.43,2.41
2.35,2.35,2.35,2.30
2.34,2.29,2.34,2.29
2.27,2.27,2.27,2.27
2.24,2.00,2.24,1.85
1.94,1.91,1.97,1.91
1.82,2.04,2.10,1.82
2.10,2.00,2.10,1.98
1.80,2.39,3.00,1.80
2.76,2.90,4.82,2.55
2.83,2.70,3.20,2.60
2.67,2.14,2.71,2.01
2.22,1.90,2.36,1.76
1.76,1.71,1.93,1.66
1.78,1.87,2.00,1.75
1.77,1.82,2.00,1.57
1.82,1.86,1.94,1.67
1.72,1.80,1.87,1.72
1.87,1.66,1.87,1.49
1.60,1.71,1.78,1.53
1.71,1.66,1.75,1.60
1.75,1.72,1.75,1.65
1.75,1.70,1.75,1.65
1.74,1.89,1.90,1.66
1.85,2.19,2.24,1.85
2.15,1.91,2.15,1.85
1.91,1.87,2.13,1.87
1.89,2.02,2.06,1.89
2.02,2.07,2.16,1.93
2.15,2.00,2.17,2.00
2.02,2.02,2.13,1.98
1.99,2.00,2.10,1.99
2.00,1.90,2.07,1.72
2.00,2.00,2.07,1.95
2.00,2.10,2.10,1.96
2.10,2.19,2.30,2.10
2.22,2.28,2.67,2.20
2.30,2.30,2.46,2.25
2.26,2.21,2.36,2.20
2.20,2.11,2.24,2.11
2.13,2.13,2.19,2.10
2.15,2.38,2.42,2.15
2.14,2.25,2.32,2.14
2.09,2.10,2.10,2.00
2.05,2.02,2.05,2.00
2.02,2.00,2.08,2.00
2.00,1.67,2.00,1.60
1.63,1.65,1.74,1.42
1.65,1.75,1.76,1.65
1.65,1.65,1.72,1.65
1.42,1.17,1.47,1.13
1.20,1.28,1.35,1.20
1.28,1.26,1.29,1.20
1.27,1.23,1.30,1.20
1.16,1.19,1.23,1.05
1.12,1.01,1.15,0.87
1.05,1.01,1.10,1.00
1.02,1.08,1.08,1.02
1.05,1.05,1.05,1.01
1.06,1.04,1.06,1.04
1.04,1.01,1.04,0.95
1.08,1.04,1.08,1.02
1.06,1.11,1.16,1.06
1.18,1.20,1.28,1.10
1.25,1.20,1.25,1.20
1.18,1.18,1.21,1.18
1.17,1.20,1.21,1.17
1.25,1.13,1.29,1.08
1.19,1.18,1.19,1.15
1.17,1.07,1.17,1.05
1.12,1.05,1.12,1.05
1.10,1.14,1.15,1.10
1.14,1.06,1.14,1.06
1.06,1.06,1.06,1.05
1.06,1.13,1.13,1.00
1.14,1.06,1.14,0.99
1.06,1.06,1.10,1.06
1.06,1.06,1.06,1.06
1.05,1.01,1.07,1.01
1.00,0.96,1.05,0.96
0.97,0.83,0.97,0.81
0.84,0.78,0.84,0.76
0.80,0.82,0.82,0.80
0.78,0.76,0.78,0.76
0.76,0.76,0.78,0.76
0.76,0.76,0.76,0.76
0.76,0.70,0.76,0.48
0.70,0.69,0.72,0.69
0.69,0.69,0.69,0.69
0.71,0.72,0.73,0.65
0.72,0.67,0.73,0.67
0.68,0.64,0.68,0.64
0.65,0.63,0.68,0.63
0.64,0.65,0.65,0.63
0.65,0.71,0.71,0.65
0.77,0.77,0.77,0.71
0.77,0.90,0.96,0.77
0.95,0.92,1.03,0.92
0.90,0.85,0.91,0.85
0.82,0.78,0.82,0.76
0.73,0.80,0.80,0.70
0.80,0.80,0.80,0.80
0.90,0.83,0.93,0.73
0.83,0.83,0.89,0.83
0.83,0.83,0.83,0.83
0.81,0.81,0.81,0.81
0.83,0.79,0.83,0.71
0.83,0.89,0.89,0.83
0.80,0.89,0.89,0.79
0.88,0.88,0.88,0.88
0.87,0.87,0.87,0.87
0.85,0.86,0.86,0.85
0.86,0.86,0.86,0.86
0.81,0.70,0.81,0.62
0.59,0.69,0.75,0.56
0.64,0.64,0.64,0.64
0.67,0.65,0.69,0.65
0.64,0.73,0.79,0.64
0.79,0.75,0.80,0.75
0.72,0.72,0.79,0.72
0.79,0.85,0.86,0.65
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.68,0.75,0.81,0.66
0.69,0.74,0.75,0.69
0.64,0.64,0.65,0.51
0.62,0.60,0.62,0.54
0.53,0.59,0.64,0.53
0.55,0.61,0.62,0.55
0.55,0.60,0.60,0.51
0.52,0.52,0.52,0.52
0.52,0.57,0.57,0.51
0.51,0.55,0.55,0.51
0.54,0.54,0.54,0.54
0.52,0.46,0.52,0.46
0.50,0.55,0.55,0.50
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.47,0.49,0.50,0.47
0.50,0.58,0.60,0.50
0.58,0.60,0.60,0.58
0.55,0.57,0.60,0.55
0.60,0.61,0.74,0.60
0.60,0.68,0.68,0.60
0.60,0.65,0.65,0.60
0.66,0.67,0.67,0.65
0.66,0.70,0.70,0.55
0.59,0.67,0.67,0.59
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.52,0.57,0.63,0.50
0.57,0.57,0.57,0.57
0.57,0.48,0.58,0.46
0.54,0.54,0.54,0.54
0.47,0.53,0.54,0.46
0.47,0.50,0.52,0.46
0.51,0.50,0.51,0.50
0.49,0.49,0.52,0.47
0.53,0.59,0.61,0.53
0.59,0.59,0.61,0.59
0.60,0.60,0.60,0.60
0.60,0.58,0.60,0.58
0.59,0.60,0.60,0.59
0.57,0.58,0.58,0.57
0.57,0.57,0.57,0.57
0.57,0.57,0.57,0.57
0.58,0.57,0.58,0.57
0.56,0.58,0.58,0.55
0.58,0.55,0.58,0.55
0.57,0.64,0.65,0.57
0.64,0.65,0.65,0.55
0.68,0.73,0.77,0.68
0.74,0.86,0.86,0.71
0.96,0.78,0.96,0.78
0.81,0.74,0.81,0.74
0.74,0.74,0.74,0.74
0.77,0.82,0.82,0.77
0.95,0.80,0.95,0.72
0.71,0.87,0.91,0.71
0.89,0.88,0.89,0.88
0.90,0.82,0.90,0.72
0.74,0.89,0.90,0.72
0.86,0.79,0.86,0.78
0.77,0.80,0.80,0.71
0.80,0.80,0.80,0.80
0.80,0.87,0.95,0.77
0.92,0.88,1.05,0.87
0.92,0.81,0.92,0.80
0.85,0.81,0.85,0.80
0.80,0.80,0.80,0.73
1.04,0.90,1.04,0.80
0.85,0.91,1.04,0.85
1.01,0.98,1.03,0.80
1.00,0.91,1.01,0.80
0.99,0.87,1.04,0.83
0.81,0.82,0.82,0.81
0.82,0.82,0.82,0.82
0.81,0.78,0.81,0.76
0.78,0.90,0.95,0.77
1.03,1.25,1.32,0.95
1.24,1.18,1.41,1.00
1.19,1.14,1.19,1.14
1.14,1.08,1.14,1.04
1.08,0.99,1.12,0.95
0.94,0.93,0.95,0.90
0.95,0.95,1.14,0.92
0.95,0.87,1.00,0.86
0.82,0.94,0.94,0.82
0.83,0.85,0.88,0.82
0.81,0.84,0.84,0.81
0.85,1.20,1.75,0.85
1.49,2.35,3.37,1.40
2.15,1.92,2.20,1.80
1.90,1.60,2.09,1.58
1.75,1.79,1.98,1.65
2.00,1.66,2.00,1.50
1.57,1.37,1.60,1.30
1.36,1.33,1.44,1.30
1.36,1.54,1.97,1.31
1.55,1.47,1.63,1.46
1.49,1.57,1.74,1.43
1.46,1.46,1.55,1.41
1.45,1.49,1.73,1.38
1.50,1.48,1.59,1.46
1.56,1.88,2.06,1.52
2.20,2.27,2.92,2.13
2.20,2.00,2.35,1.86
1.88,1.93,2.03,1.76
2.03,2.25,2.47,1.91
2.33,2.11,2.46,2.11
2.16,2.25,2.25,1.97
2.02,2.05,2.09,1.97
2.01,1.85,2.04,1.85
1.80,1.72,1.80,1.67
1.69,1.56,1.70,1.44
1.69,1.55,1.69,1.50
1.56,1.48,1.60,1.41
1.43,1.40,1.58,1.38
1.46,1.40,1.46,1.40
1.41,1.32,1.43,1.24
1.28,1.20,1.28,1.15
1.17,1.21,1.32,1.08
1.25,1.31,1.32,1.16
1.25,1.20,1.41,1.20
1.30,1.33,1.39,1.24
1.35,1.28,1.35,1.19
1.25,1.24,1.36,1.24
1.32,1.25,1.32,1.24
1.22,1.25,1.25,1.22
1.22,1.25,1.25,1.22
1.22,1.18,1.22,1.18
1.20,1.07,1.20,1.03
1.10,1.03,1.18,1.03
1.05,1.03,1.09,1.01
1.09,1.15,1.22,1.09
1.19,1.13,1.19,1.13
1.13,1.00,1.13,1.00
1.00,1.05,1.10,0.98
1.08,1.02,1.20,1.00
1.09,1.03,1.22,1.01
1.05,1.06,1.15,1.05
1.12,1.11,1.12,1.05
1.08,1.33,1.51,1.05
1.27,1.24,1.50,1.07
1.19,1.17,1.27,1.15
1.20,1.09,1.20,1.04
1.04,1.08,1.14,1.04
1.10,1.06,1.20,0.98
1.10,1.10,1.10,1.10
1.10,1.07,1.10,1.01
1.05,1.15,1.16,1.05
1.17,1.18,1.24,1.10
1.13,1.09,1.13,1.09
1.10,1.19,1.19,1.10
1.10,1.17,1.17,1.10
1.06,1.06,1.13,1.06
1.08,1.06,1.08,1.06
1.10,1.02,1.10,1.01
1.00,1.00,1.06,1.00
1.03,1.03,1.03,1.03
1.00,1.03,1.03,1.00
1.00,1.03,1.03,1.00
1.00,0.94,1.00,0.81
0.90,0.94,0.95,0.84
0.86,0.86,0.86,0.85
0.86,0.89,0.90,0.86
0.82,0.84,0.84,0.82
0.91,0.83,0.91,0.80
0.84,0.85,0.85,0.83
0.81,0.80,0.81,0.75
0.75,0.77,0.79,0.75
0.78,0.84,0.84,0.78
0.76,0.77,0.77,0.75
0.71,0.75,0.75,0.71
0.75,0.84,0.85,0.75
0.81,0.83,0.83,0.79
0.85,0.81,0.87,0.80
0.78,0.85,0.90,0.73
0.82,0.82,0.82,0.82
0.81,0.75,0.90,0.75
0.81,0.70,0.81,0.68
0.85,0.81,0.89,0.71
0.82,0.72,0.82,0.72
0.76,0.76,0.76,0.76
0.76,0.76,0.76,0.76
0.80,0.76,0.80,0.76
0.77,0.80,0.80,0.76
0.80,0.76,0.82,0.76
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.69,0.84,1.00,0.69
0.88,0.89,0.89,0.88
0.84,0.75,0.84,0.75
0.83,0.91,0.91,0.83
0.89,0.90,0.90,0.89
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.87,0.75,0.87,0.75
0.76,0.76,0.76,0.76
0.77,0.77,0.77,0.77
0.75,0.77,0.77,0.75
0.75,0.75,0.76,0.75
0.75,0.76,0.76,0.75
0.76,0.76,0.77,0.75
0.76,0.76,0.76,0.75
0.76,0.82,0.82,0.75
0.75,0.75,0.80,0.75
0.81,0.84,0.98,0.75
0.80,0.80,0.80,0.80
0.75,0.81,0.83,0.71
0.74,0.73,0.74,0.72
0.73,0.73,0.78,0.62
0.64,0.64,0.64,0.64
0.64,0.69,0.77,0.64
0.69,0.81,0.83,0.69
0.81,0.68,0.81,0.67
0.90,0.69,0.90,0.60
0.69,0.69,0.69,0.69
0.71,0.69,0.71,0.66
0.69,0.69,0.69,0.69
0.80,0.76,0.80,0.71
0.77,0.72,0.84,0.72
0.84,0.84,0.84,0.84
0.78,0.85,0.90,0.77
0.85,0.80,0.85,0.80
0.80,0.89,0.89,0.80
0.85,0.85,0.89,0.85
0.89,0.90,0.95,0.87
0.90,0.87,0.91,0.79
0.92,0.92,0.92,0.92
0.89,0.84,0.89,0.80
0.84,0.84,0.84,0.84
0.80,0.71,0.89,0.71
0.84,0.73,0.84,0.67
0.69,0.73,0.76,0.65
0.78,0.78,0.78,0.78
0.79,0.70,0.79,0.67
0.79,0.72,0.79,0.72
0.72,0.71,0.72,0.71
0.67,0.73,0.82,0.60
0.79,0.75,0.82,0.75
0.75,0.75,0.75,0.75
0.64,0.69,0.69,0.64
0.78,0.54,0.80,0.54
0.55,0.66,0.70,0.55
0.70,0.95,0.95,0.66
0.95,1.11,1.79,0.81
1.18,1.07,1.32,1.03
1.09,1.02,1.09,0.92
1.02,1.05,1.10,0.95
0.98,1.01,1.02,0.95
0.97,1.27,1.38,0.97
1.30,1.25,1.32,1.07
1.10,1.10,1.24,1.10
1.10,1.18,1.18,1.08
1.17,1.12,1.17,1.08
1.12,1.19,1.48,1.10
1.15,1.25,1.34,1.15
1.25,1.11,1.25,1.09
1.08,1.05,1.12,1.05
1.14,1.01,1.15,0.90
1.19,1.17,1.19,1.03
1.19,1.00,1.21,1.00
1.05,1.10,1.18,1.03
1.04,1.04,1.10,1.04
1.09,1.09,1.16,1.08
1.15,1.08,1.15,1.00
1.01,1.07,1.10,1.01
1.03,1.05,1.05,1.00
1.10,1.06,1.10,1.00
1.04,1.06,1.06,1.03
1.01,1.09,1.10,0.98
1.02,1.09,1.09,1.02
1.03,1.00,1.09,0.95
0.95,1.00,1.09,0.95
0.97,1.02,1.04,0.97
1.03,1.04,1.06,1.00
1.01,1.04,1.04,1.00
1.00,0.97,1.03,0.95
1.02,0.96,1.02,0.95
0.97,0.99,0.99,0.94
0.99,1.00,1.04,0.99
0.98,1.01,1.03,0.93
0.98,1.00,1.01,0.96
1.00,0.99,1.00,0.90
1.00,0.97,1.00,0.86
0.94,0.91,0.99,0.90
0.99,0.97,0.99,0.92
1.00,0.96,1.00,0.92
0.97,0.98,0.99,0.92
0.95,0.95,0.97,0.94
0.98,0.91,1.12,0.86
0.89,0.94,0.95,0.89
0.94,0.91,0.94,0.86
0.93,0.90,0.93,0.89
0.87,0.89,0.90,0.86
0.94,0.93,0.94,0.86
0.89,0.93,0.93,0.86
0.87,0.91,0.93,0.84
0.86,0.89,0.92,0.86
0.90,0.90,0.91,0.85
0.90,0.91,0.91,0.85
0.87,0.89,0.90,0.86
0.86,0.89,0.89,0.86
0.86,0.88,0.89,0.85
0.88,1.00,1.01,0.88
1.00,0.96,1.00,0.90
1.00,0.94,1.00,0.93
0.96,0.99,1.00,0.96
1.00,0.97,1.00,0.93
0.97,0.94,0.97,0.90
0.91,0.96,0.98,0.91
0.91,0.95,0.98,0.91
0.92,0.96,0.97,0.91
0.95,0.95,0.95,0.95
0.93,0.92,0.93,0.91
0.91,0.90,0.91,0.90
0.90,0.90,0.90,0.87
0.90,0.90,0.90,0.86
0.90,0.90,0.90,0.90
0.87,0.90,0.90,0.86
0.90,0.84,0.90,0.74
0.82,0.88,0.88,0.80
0.82,0.88,0.88,0.82
0.82,0.85,0.85,0.81
0.88,0.85,0.88,0.81
0.87,0.82,0.87,0.82
0.80,0.87,0.89,0.80
0.85,0.85,0.85,0.82
0.88,0.87,0.88,0.80
0.81,0.82,0.82,0.81
0.85,0.82,0.85,0.82
0.84,0.85,0.85,0.80
0.84,0.84,0.84,0.84
0.84,0.84,0.84,0.84
0.82,0.83,0.84,0.72
0.80,0.77,0.80,0.70
0.72,0.73,0.73,0.72
0.66,0.67,0.68,0.47
0.58,0.67,0.67,0.58
0.67,0.64,0.67,0.59
0.56,0.62,0.62,0.51
0.53,0.58,0.59,0.53
0.58,0.80,0.80,0.58
0.82,0.78,0.82,0.78
0.67,0.69,0.69,0.67
0.69,0.69,0.69,0.69
0.66,0.68,0.68,0.66
0.70,0.64,0.70,0.58
0.70,0.72,0.72,0.69
0.70,0.72,0.73,0.66
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.70
0.73,0.75,0.76,0.68
0.76,0.71,0.76,0.69
0.67,0.74,0.75,0.60
0.69,0.72,0.73,0.69
0.72,0.71,0.72,0.61
0.71,0.71,0.71,0.71
0.67,0.69,0.69,0.64
0.68,0.67,0.69,0.64
0.67,0.67,0.67,0.65
0.67,0.71,0.71,0.67
0.67,0.72,0.72,0.67
0.68,0.67,0.71,0.62
0.70,0.72,0.72,0.68
0.74,0.75,0.75,0.67
0.75,0.74,0.75,0.71
0.68,0.74,0.76,0.67
0.70,0.69,0.72,0.67
0.72,0.69,0.72,0.67
0.68,0.72,0.72,0.68
0.70,0.70,0.70,0.67
0.70,0.83,0.85,0.70
0.76,0.78,0.79,0.70
0.73,0.78,0.78,0.71
0.73,0.77,0.78,0.71
0.72,0.75,0.78,0.70
0.71,0.75,0.76,0.71
0.75,0.74,0.76,0.70
0.73,0.72,0.73,0.72
0.72,0.71,0.72,0.68
0.69,0.70,0.71,0.62
0.63,0.70,0.70,0.63
0.65,0.67,0.67,0.65
0.66,0.67,0.67,0.65
0.67,0.77,0.83,0.67
0.80,0.77,0.80,0.67
0.68,0.78,0.78,0.68
0.79,0.70,0.79,0.70
0.79,0.74,0.79,0.73
0.78,0.72,0.78,0.65
0.69,0.73,0.73,0.68
