LOAN,Manhattan Bridge Capital,NASDAQ
1.60,1.52,1.60,1.52
1.51,1.59,1.59,1.51
1.59,1.60,1.60,1.46
1.50,1.60,1.60,1.50
1.59,1.60,1.60,1.59
1.60,1.64,1.65,1.60
1.65,1.65,1.65,1.64
1.65,1.69,1.70,1.42
1.65,1.52,1.65,1.50
1.59,1.66,1.68,1.59
1.65,1.61,1.65,1.50
1.53,1.55,1.64,1.53
1.58,1.67,1.67,1.55
1.66,1.65,1.66,1.55
1.65,1.63,1.65,1.55
1.63,1.63,1.63,1.55
1.59,1.61,1.62,1.59
1.59,1.61,1.61,1.59
1.57,1.61,1.61,1.52
1.60,1.60,1.60,1.58
1.58,1.60,1.60,1.56
1.60,1.61,1.61,1.58
1.52,1.61,1.61,1.52
1.60,1.58,1.61,1.56
1.54,1.52,1.59,1.52
1.53,1.59,1.60,1.53
1.55,1.58,1.58,1.53
1.55,1.53,1.58,1.53
1.60,1.59,1.60,1.50
1.57,1.51,1.57,1.50
1.51,1.65,1.65,1.51
1.69,1.65,1.69,1.65
1.67,1.68,1.70,1.66
1.70,1.68,1.70,1.68
1.70,1.69,1.70,1.66
1.69,1.69,1.70,1.65
1.70,1.69,1.70,1.69
1.70,1.61,1.70,1.60
1.65,1.58,1.72,1.57
1.70,1.70,1.70,1.65
1.66,1.68,1.69,1.66
1.70,1.66,1.70,1.57
1.68,1.69,1.70,1.62
1.70,1.69,1.70,1.65
1.70,1.70,1.70,1.70
1.72,1.68,1.75,1.68
1.69,1.70,1.72,1.69
1.72,1.61,1.74,1.60
1.54,1.52,1.62,1.52
1.52,1.60,1.62,1.52
1.58,1.62,1.71,1.52
1.72,1.60,1.72,1.55
1.65,1.69,1.70,1.65
1.66,1.67,1.67,1.66
1.64,1.72,1.72,1.63
1.72,1.72,1.73,1.69
1.75,1.76,1.76,1.71
1.77,2.06,2.11,1.76
2.16,2.08,2.18,2.02
2.12,2.00,2.14,2.00
1.97,1.90,1.98,1.86
1.95,1.85,1.95,1.85
1.78,1.80,1.91,1.78
1.86,1.84,1.86,1.80
1.84,1.83,1.84,1.80
1.83,1.80,1.83,1.75
1.75,1.75,1.76,1.75
1.75,1.77,1.90,1.75
1.82,1.86,1.86,1.78
1.87,1.94,1.94,1.87
1.95,1.91,1.95,1.80
1.90,1.89,1.92,1.82
1.84,1.91,2.06,1.84
1.95,1.90,2.00,1.87
1.95,1.99,1.99,1.88
1.99,1.98,1.99,1.98
1.99,1.85,1.99,1.85
1.85,1.83,1.94,1.79
1.81,1.85,1.85,1.81
1.84,1.96,1.96,1.84
1.96,1.88,1.96,1.86
1.93,1.93,1.93,1.93
1.96,1.89,1.96,1.87
1.96,1.87,1.96,1.87
1.87,1.91,1.94,1.87
1.91,1.88,1.91,1.88
1.90,1.93,1.95,1.89
1.91,1.98,1.99,1.91
1.99,1.98,1.99,1.98
1.99,1.98,1.99,1.92
1.98,2.08,2.10,1.98
2.08,2.02,2.19,2.02
2.02,2.15,2.17,2.02
2.21,2.20,2.30,2.17
2.20,2.23,2.27,2.02
2.20,2.15,2.20,2.15
2.10,2.12,2.12,2.10
2.05,2.02,2.05,1.96
1.95,1.81,1.95,1.76
1.89,1.96,1.98,1.89
1.95,2.02,2.10,1.95
2.09,2.03,2.09,1.93
2.03,1.96,2.03,1.95
1.83,1.89,2.03,1.83
1.83,1.92,1.97,1.83
1.88,1.80,1.88,1.77
1.83,1.97,1.97,1.82
1.90,1.84,1.90,1.80
1.94,1.85,1.94,1.85
1.89,1.80,1.92,1.76
1.78,1.78,1.80,1.76
1.79,1.75,1.81,1.75
1.75,1.71,1.76,1.65
1.70,1.72,1.72,1.70
1.68,1.75,1.85,1.65
1.77,1.70,1.79,1.70
1.71,1.78,1.82,1.71
1.82,1.74,1.86,1.74
1.79,1.75,1.86,1.75
1.80,1.77,1.80,1.72
1.75,1.74,1.77,1.74
1.72,1.74,1.80,1.72
1.76,1.71,1.77,1.71
1.76,1.82,1.84,1.76
1.85,1.87,1.91,1.80
1.85,1.87,1.88,1.83
1.84,1.85,1.85,1.81
1.88,1.85,1.89,1.85
1.79,1.79,1.80,1.78
1.71,1.75,1.80,1.71
1.75,1.75,1.78,1.75
1.74,1.78,1.79,1.74
1.78,1.75,1.83,1.71
1.81,1.75,1.84,1.72
1.78,1.71,1.78,1.71
1.75,1.75,1.76,1.75
1.77,1.74,1.77,1.72
1.78,1.72,1.78,1.72
1.75,1.76,1.76,1.72
1.73,1.79,1.79,1.73
1.75,1.74,1.75,1.74
1.72,1.68,1.72,1.68
1.58,1.59,1.66,1.58
1.64,1.61,1.65,1.61
1.66,1.65,1.69,1.61
1.65,1.65,1.70,1.65
1.70,1.64,1.79,1.64
1.66,1.66,1.70,1.66
1.67,1.66,1.70,1.66
1.70,1.67,1.72,1.67
1.68,1.66,1.69,1.65
1.70,1.63,1.70,1.63
1.68,1.67,1.68,1.67
1.68,1.68,1.68,1.66
1.62,1.67,1.70,1.62
1.67,1.67,1.67,1.64
1.67,1.66,1.67,1.65
1.70,1.83,1.84,1.69
1.83,1.77,1.83,1.77
1.80,1.73,1.80,1.72
1.80,1.81,1.81,1.80
1.84,1.82,1.84,1.80
1.83,1.83,1.83,1.83
1.85,1.90,1.90,1.84
1.90,1.87,1.91,1.86
1.84,1.85,1.85,1.84
1.88,1.85,1.90,1.84
1.87,1.87,1.90,1.86
1.90,1.95,1.97,1.84
1.98,2.00,2.00,1.88
2.00,2.04,2.04,2.00
2.04,2.02,2.13,2.02
1.97,1.98,2.14,1.97
2.08,2.08,2.08,2.08
2.01,2.01,2.10,2.01
2.03,2.01,2.04,2.01
1.97,1.98,2.04,1.97
2.03,1.97,2.04,1.97
2.00,1.96,2.03,1.96
2.00,1.96,2.00,1.96
1.96,1.95,2.02,1.92
1.92,1.87,1.93,1.86
1.87,1.81,1.88,1.81
1.84,1.84,1.84,1.80
1.80,1.80,1.83,1.80
1.80,1.83,1.84,1.80
1.83,1.82,1.84,1.80
1.82,1.83,1.85,1.80
1.86,1.86,1.87,1.86
1.81,1.81,1.83,1.81
1.88,1.87,1.88,1.84
1.89,2.05,2.11,1.85
2.11,2.04,2.11,2.01
2.09,1.95,2.12,1.88
1.98,1.97,1.98,1.96
1.90,1.95,1.97,1.90
1.89,1.92,1.92,1.89
1.95,1.84,1.95,1.84
1.86,1.94,1.94,1.86
1.92,1.92,1.94,1.92
1.94,1.94,1.94,1.94
1.93,1.92,1.95,1.92
1.92,1.95,1.95,1.92
1.94,1.87,1.94,1.87
1.80,1.91,1.91,1.80
1.93,1.91,1.93,1.85
1.90,1.87,1.90,1.85
1.87,1.87,1.87,1.85
1.92,1.84,1.92,1.84
1.83,1.83,1.85,1.83
1.83,1.88,1.94,1.83
1.87,1.87,1.87,1.87
1.85,1.93,1.94,1.84
1.85,1.92,1.94,1.85
1.93,1.92,1.93,1.88
1.93,1.96,1.96,1.92
1.87,1.96,1.96,1.87
1.96,1.92,1.96,1.90
1.90,2.01,2.05,1.90
2.04,2.02,2.04,2.02
2.05,1.93,2.05,1.93
2.05,2.05,2.05,2.05
2.05,1.95,2.09,1.93
2.02,2.04,2.04,2.02
1.94,1.94,1.94,1.94
2.04,2.25,2.38,2.03
2.25,2.24,2.25,2.19
2.18,2.15,2.21,2.01
2.04,2.06,2.18,2.03
2.10,2.14,2.14,2.10
2.15,2.44,2.53,2.15
2.59,2.39,2.59,2.31
2.42,2.25,2.45,2.20
2.37,2.27,2.43,2.27
2.36,2.27,2.49,2.27
2.31,2.36,2.40,2.30
2.46,2.35,2.46,2.34
2.27,2.27,2.44,2.26
2.25,2.26,2.26,2.25
2.25,2.30,2.39,2.25
2.39,2.36,2.39,2.25
2.34,2.39,2.39,2.34
2.36,2.29,2.36,2.26
2.35,2.48,2.61,2.33
2.77,2.86,2.93,2.60
2.99,3.01,3.18,2.90
3.17,2.99,3.19,2.91
2.99,2.81,3.05,2.81
2.91,3.06,3.10,2.80
3.05,3.10,3.14,3.00
3.01,3.08,3.10,3.01
3.01,3.01,3.05,3.01
3.01,3.01,3.08,3.00
2.90,3.01,3.10,2.90
3.10,3.01,3.20,3.01
3.20,3.17,3.20,3.00
3.17,3.08,3.17,3.02
3.10,3.31,3.33,3.10
3.38,3.38,3.39,3.12
3.30,3.70,3.70,3.28
3.80,3.91,4.00,3.60
3.80,3.48,3.85,3.47
3.54,3.58,3.77,3.51
3.50,3.53,3.75,3.48
3.70,3.61,3.71,3.55
3.56,3.72,3.72,3.56
3.71,3.53,3.71,3.51
3.52,3.33,3.65,3.32
3.29,3.22,3.60,3.20
3.20,2.92,3.42,2.87
2.85,2.73,2.90,2.55
2.65,2.64,2.77,2.55
2.62,2.73,2.75,2.47
2.75,2.51,2.75,2.50
2.50,2.42,2.58,2.40
2.43,2.40,2.59,2.35
2.62,3.08,3.69,2.62
2.78,2.53,2.87,2.50
2.53,2.62,2.64,2.53
2.62,2.56,2.65,2.52
2.56,2.58,2.61,2.55
2.55,2.62,2.64,2.55
2.60,2.56,2.65,2.55
2.60,2.51,2.60,2.50
2.50,2.53,2.53,2.45
2.52,2.55,2.62,2.48
2.51,2.45,2.57,2.41
2.52,2.35,2.55,2.35
2.35,2.39,2.43,2.35
2.56,2.37,2.60,2.37
2.50,2.52,2.59,2.40
2.60,2.58,2.64,2.47
2.60,2.57,2.64,2.51
2.57,2.65,2.70,2.51
2.70,2.77,2.78,2.64
2.75,2.73,2.75,2.65
2.73,2.77,2.80,2.71
2.77,2.72,2.80,2.70
2.70,2.56,2.75,2.55
2.62,2.65,2.65,2.61
2.68,2.60,2.68,2.58
2.66,2.68,2.68,2.59
2.69,2.75,2.78,2.60
2.71,2.71,2.74,2.70
2.70,2.69,2.72,2.66
2.72,2.71,2.72,2.69
2.72,2.70,2.75,2.69
2.70,2.73,2.74,2.68
2.77,2.76,2.86,2.69
2.78,2.75,2.79,2.69
2.78,2.76,2.80,2.70
2.79,2.71,2.79,2.70
2.80,2.76,2.80,2.71
2.78,2.79,2.79,2.75
2.77,2.80,2.83,2.77
2.82,2.72,2.82,2.72
2.71,2.66,2.73,2.65
2.65,2.74,2.79,2.65
2.79,2.72,2.79,2.70
2.69,2.70,2.76,2.68
2.74,2.79,2.80,2.71
2.80,2.80,2.80,2.74
2.82,2.81,2.85,2.75
2.77,2.81,2.81,2.76
2.80,2.82,2.82,2.75
2.83,2.84,2.85,2.81
2.84,2.88,2.89,2.83
2.84,2.82,2.89,2.80
2.79,2.73,2.80,2.62
2.71,2.68,2.80,2.67
2.63,2.72,2.76,2.63
2.70,2.67,2.79,2.63
2.66,2.67,2.71,2.64
2.67,2.66,2.67,2.61
2.65,2.75,2.75,2.61
2.75,2.74,2.75,2.70
2.74,2.74,2.74,2.67
2.75,2.76,2.79,2.68
2.79,2.75,2.79,2.65
2.76,2.76,2.80,2.75
2.77,2.76,2.79,2.75
2.79,2.67,2.82,2.65
2.74,2.71,2.81,2.69
2.75,2.78,2.82,2.72
2.85,2.75,2.85,2.75
2.75,2.82,2.84,2.75
2.82,2.84,2.84,2.80
2.85,2.79,2.85,2.76
2.84,2.85,2.85,2.80
2.87,2.84,2.88,2.80
2.84,2.87,2.88,2.76
2.92,2.95,3.02,2.86
2.99,3.05,3.09,2.90
3.04,3.03,3.12,2.96
2.99,3.05,3.05,2.98
3.08,2.98,3.08,2.98
2.96,2.86,2.99,2.86
2.92,2.86,2.98,2.86
2.86,3.00,3.00,2.86
3.01,2.93,3.01,2.89
2.92,2.95,2.99,2.92
2.99,2.92,2.99,2.92
2.96,2.96,2.98,2.90
2.98,3.00,3.00,2.95
3.00,3.00,3.00,2.96
3.00,2.99,3.08,2.98
3.02,3.02,3.08,3.02
3.05,3.10,3.10,3.03
3.10,3.10,3.10,3.05
3.10,3.15,3.17,3.10
3.15,3.14,3.19,3.13
3.16,3.25,3.25,3.11
3.23,3.34,3.40,3.18
3.38,3.45,3.47,3.30
3.48,3.44,3.48,3.25
3.44,3.52,3.58,3.39
3.55,3.49,3.56,3.45
3.49,3.63,3.70,3.49
3.75,3.73,3.85,3.70
3.70,3.51,3.70,3.51
3.50,3.53,3.69,3.45
3.56,3.65,3.74,3.48
3.71,3.87,3.87,3.67
3.87,3.82,4.10,3.73
3.90,3.94,4.08,3.90
4.00,3.96,4.00,3.88
3.95,4.03,4.03,3.90
4.10,4.18,4.18,4.02
4.21,4.29,4.44,4.10
4.33,4.28,4.36,4.03
4.20,4.20,4.25,3.92
4.20,4.14,4.37,4.01
4.14,4.05,4.17,4.00
4.10,3.97,4.15,3.93
3.95,3.60,3.97,3.32
3.60,3.63,3.69,3.50
3.56,3.67,3.67,3.34
3.68,3.60,3.68,3.47
3.67,3.56,3.67,3.50
3.51,3.46,3.57,3.34
3.36,3.63,3.66,3.28
3.63,3.53,3.81,3.42
3.50,3.56,3.64,3.48
3.53,3.63,3.73,3.53
3.70,3.70,3.70,3.64
3.72,3.68,3.79,3.60
3.67,3.59,3.77,3.56
3.64,3.71,3.72,3.56
3.73,3.73,3.79,3.61
3.67,3.64,3.83,3.64
3.71,3.71,3.79,3.68
3.74,3.73,3.77,3.69
3.80,3.79,3.88,3.71
3.70,3.71,3.76,3.70
3.71,3.72,3.83,3.71
3.78,3.72,3.79,3.72
3.74,3.63,3.74,3.60
3.60,3.49,3.65,3.36
3.50,3.56,3.61,3.37
3.62,3.61,3.62,3.48
3.62,3.52,3.62,3.51
3.52,3.47,3.56,3.46
3.59,3.61,3.61,3.51
3.67,3.63,3.73,3.58
3.70,3.74,3.74,3.53
3.74,3.66,3.74,3.63
3.63,3.62,3.74,3.55
3.60,3.65,3.67,3.60
3.67,3.74,3.74,3.60
3.75,3.72,3.75,3.68
3.68,3.65,3.71,3.60
3.71,3.72,3.75,3.68
3.73,3.69,3.73,3.65
3.73,3.68,3.73,3.65
3.74,3.65,3.74,3.61
3.62,3.68,3.73,3.62
3.70,3.69,3.70,3.65
3.70,3.74,3.75,3.66
3.73,3.73,3.73,3.67
3.69,3.90,3.90,3.69
3.93,3.98,4.04,3.93
4.01,3.86,4.07,3.85
3.82,3.76,3.86,3.67
3.80,3.75,3.80,3.73
3.77,3.73,3.77,3.65
3.67,3.74,3.75,3.67
3.77,3.97,4.02,3.74
4.00,3.96,4.01,3.81
4.00,4.03,4.06,4.00
4.05,3.92,4.06,3.87
3.90,3.96,4.00,3.90
4.00,4.01,4.14,3.95
4.04,4.04,4.17,3.98
4.04,4.04,4.10,3.97
4.00,4.00,4.08,3.95
4.05,4.02,4.05,4.01
4.04,4.03,4.04,3.99
4.09,4.09,4.10,4.04
4.10,4.07,4.10,4.05
4.09,4.08,4.10,4.05
4.14,4.24,4.25,4.10
4.24,4.33,4.44,4.22
4.37,4.46,4.47,4.34
4.50,4.62,4.63,4.47
4.62,4.37,4.62,4.28
4.41,4.47,4.49,4.40
4.42,4.59,4.60,4.42
4.60,4.48,4.60,4.45
4.51,4.57,4.60,4.46
4.60,4.59,4.61,4.52
4.60,4.58,4.60,4.55
4.60,4.45,4.60,4.42
4.51,4.45,4.51,4.42
4.54,4.49,4.54,4.43
4.50,4.50,4.51,4.44
4.46,4.70,4.74,4.46
4.73,4.65,4.76,4.56
4.66,4.56,4.73,4.55
4.70,4.71,4.75,4.48
4.75,4.74,4.75,4.58
4.77,4.17,4.78,4.00
4.04,4.21,4.36,4.04
4.25,4.11,4.25,3.90
4.18,4.18,4.36,4.08
4.23,4.39,4.64,4.12
4.38,4.38,4.43,4.30
4.47,4.38,4.47,4.35
4.37,4.23,4.40,4.22
4.21,4.32,4.39,4.21
4.40,4.32,4.40,4.26
4.32,4.21,4.32,4.20
4.20,4.25,4.25,4.20
4.28,4.22,4.28,4.13
4.24,4.15,4.24,4.14
4.02,4.10,4.19,3.98
4.06,4.16,4.18,4.06
4.19,4.19,4.21,4.16
4.16,4.16,4.28,4.16
4.15,4.20,4.25,4.11
4.22,4.26,4.35,4.21
4.27,4.26,4.29,4.24
4.25,4.24,4.29,4.20
4.29,4.29,4.35,4.26
4.31,4.17,4.36,4.17
4.16,4.18,4.22,4.11
4.18,4.26,4.32,4.18
4.28,4.26,4.36,4.26
4.30,4.37,4.41,4.25
4.44,4.46,4.65,4.37
4.53,4.39,4.53,4.32
4.41,4.39,4.58,4.39
4.42,4.42,4.50,4.41
4.47,4.45,4.49,4.43
4.47,4.51,4.64,4.42
4.52,4.42,4.54,4.40
4.45,4.26,4.45,4.10
4.26,3.92,4.36,3.92
3.98,4.12,4.16,3.98
4.13,4.12,4.26,4.12
4.23,4.18,4.23,4.17
4.21,4.16,4.24,4.16
4.17,4.18,4.20,4.15
4.20,4.16,4.23,4.15
4.21,4.12,4.21,4.08
4.14,4.11,4.14,4.08
4.12,4.12,4.17,4.09
4.11,4.12,4.13,4.09
4.14,4.11,4.15,4.09
4.06,4.06,4.09,4.06
4.05,4.02,4.10,4.02
4.01,4.09,4.09,4.01
4.09,4.09,4.12,4.09
4.12,4.22,4.26,4.10
4.26,4.17,4.41,4.17
4.17,4.16,4.18,4.12
4.10,4.00,4.15,4.00
4.00,3.92,4.13,3.90
3.95,3.88,3.99,3.88
3.85,3.87,3.94,3.77
3.80,3.83,3.92,3.80
3.77,3.90,3.91,3.70
3.88,3.90,3.90,3.77
3.84,3.80,3.86,3.75
3.73,3.74,3.79,3.72
3.77,3.75,3.79,3.70
3.75,3.62,3.75,3.62
3.62,3.31,3.62,3.22
3.35,3.34,3.41,3.32
3.20,3.21,3.21,3.08
3.28,3.26,3.34,3.20
3.30,3.59,3.70,3.30
3.66,3.61,3.74,3.53
3.59,3.72,3.78,3.53
3.89,4.09,4.23,3.81
4.00,4.08,4.11,4.00
4.13,4.08,4.30,4.08
4.06,4.17,4.30,4.06
4.15,4.09,4.25,4.07
4.19,4.23,4.29,4.12
4.21,4.19,4.30,4.15
4.23,4.21,4.23,4.15
4.21,4.28,4.28,4.20
4.25,4.24,4.32,4.20
4.30,4.10,4.30,4.10
4.12,4.17,4.19,4.09
4.17,4.14,4.20,4.08
4.12,4.26,4.29,4.12
4.30,4.14,4.30,4.11
4.14,4.14,4.28,4.12
4.15,4.16,4.26,4.15
4.10,4.15,4.22,4.10
4.15,4.12,4.22,4.10
4.10,4.05,4.16,4.05
4.10,4.15,4.21,4.05
4.13,4.10,4.22,4.06
4.12,4.08,4.18,4.08
4.06,4.25,4.25,4.06
4.21,4.21,4.25,4.12
4.25,4.22,4.27,4.16
4.21,4.19,4.21,4.07
4.20,4.30,4.32,4.15
4.25,4.26,4.32,4.25
4.25,4.22,4.33,4.16
4.21,4.16,4.21,4.11
4.11,4.13,4.26,4.10
4.18,4.17,4.18,4.15
4.17,4.17,4.21,4.17
4.12,4.10,4.22,4.06
4.14,4.08,4.20,4.08
4.14,4.10,4.20,4.07
4.11,4.11,4.14,4.04
4.12,4.07,4.13,4.04
4.05,4.07,4.10,4.05
4.09,4.07,4.09,4.00
4.08,4.08,4.15,4.07
4.11,4.11,4.18,4.03
4.10,4.02,4.17,4.02
4.02,4.10,4.10,4.02
4.15,4.07,4.16,4.02
4.10,4.06,4.10,4.02
4.03,4.11,4.14,4.03
4.12,4.15,4.15,4.10
4.18,4.25,4.25,4.09
4.27,4.29,4.33,4.23
4.33,4.27,4.33,4.25
4.29,4.25,4.32,4.23
4.29,4.23,4.29,4.21
4.27,4.34,4.34,4.21
4.35,4.30,4.35,4.30
4.35,4.24,4.35,4.24
4.25,4.30,4.35,4.25
4.22,4.25,4.31,4.21
4.25,4.21,4.31,4.21
4.24,4.26,4.32,4.21
4.29,4.29,4.32,4.27
4.29,4.29,4.29,4.25
4.29,4.29,4.29,4.25
4.29,4.21,4.29,4.21
4.22,4.25,4.27,4.22
4.30,4.26,4.31,4.22
4.25,4.30,4.34,4.25
4.30,4.38,4.39,4.26
4.38,4.42,4.42,4.32
4.42,4.40,4.42,4.40
4.40,4.40,4.43,4.39
4.34,4.31,4.36,4.25
4.28,4.26,4.38,4.25
4.25,4.26,4.37,4.25
4.31,4.29,4.31,4.26
4.31,4.37,4.47,4.29
4.40,4.47,4.47,4.35
4.47,4.51,4.53,4.47
4.51,4.50,4.54,4.49
4.49,4.57,4.58,4.49
4.58,4.50,4.58,4.50
4.54,4.51,4.60,4.50
4.39,4.39,4.48,4.20
4.43,4.38,4.43,4.32
4.36,4.39,4.44,4.17
4.32,4.28,4.47,4.28
4.25,4.25,4.28,4.25
4.20,4.30,4.33,4.20
4.25,4.25,4.30,4.21
4.30,4.26,4.33,4.21
4.24,4.15,4.25,4.10
4.14,4.13,4.28,4.10
4.16,4.07,4.27,4.01
4.15,4.08,4.15,4.00
4.06,3.89,4.12,3.80
3.95,4.08,4.09,3.86
4.12,4.13,4.15,4.04
4.09,4.18,4.18,4.04
4.20,4.11,4.20,4.08
4.14,4.10,4.14,4.03
4.08,4.11,4.15,4.04
4.12,4.07,4.14,4.06
4.13,4.13,4.15,4.06
4.12,4.11,4.16,4.07
4.12,4.16,4.16,4.11
4.16,4.28,4.30,4.16
4.30,4.25,4.30,4.21
4.31,4.34,4.34,4.12
4.35,4.25,4.40,4.22
4.27,4.17,4.27,4.09
4.08,4.12,4.19,4.08
4.12,4.12,4.12,4.08
4.09,4.11,4.12,4.08
4.12,4.12,4.17,4.09
4.12,4.08,4.14,4.07
4.04,3.97,4.08,3.92
4.01,4.00,4.02,3.98
4.01,4.02,4.05,3.99
4.05,3.95,4.07,3.95
4.03,3.99,4.03,3.98
4.02,4.04,4.06,3.95
4.06,4.03,4.06,4.00
4.01,4.02,4.04,4.01
4.02,4.02,4.04,4.00
4.04,4.01,4.07,4.00
4.04,4.04,4.07,4.00
4.07,4.07,4.09,4.06
4.09,4.10,4.15,4.08
4.16,4.17,4.20,4.06
4.10,4.01,4.16,4.01
4.13,4.15,4.19,4.12
4.18,4.16,4.22,4.16
4.16,4.16,4.20,4.07
4.12,4.11,4.14,4.04
4.08,4.08,4.10,4.05
4.10,4.11,4.13,4.08
4.13,4.14,4.16,4.09
4.16,4.16,4.16,4.14
4.18,4.15,4.25,4.15
4.12,4.10,4.25,4.10
4.16,4.17,4.22,4.12
4.19,4.16,4.19,4.10
4.20,4.13,4.25,4.13
4.16,4.23,4.31,4.16
4.21,4.31,4.31,4.16
4.31,4.35,4.42,4.27
4.31,4.44,4.51,4.31
4.47,4.47,4.55,4.40
4.50,4.45,4.50,4.43
4.40,4.38,4.41,4.27
4.38,4.33,4.38,4.31
4.35,4.25,4.42,4.25
4.24,4.16,4.31,4.11
4.13,4.24,4.28,4.13
4.19,4.21,4.24,4.13
4.15,4.13,4.24,4.13
4.18,4.20,4.31,4.18
4.24,4.24,4.36,4.22
4.28,4.27,4.29,4.22
4.27,4.25,4.37,4.23
4.24,4.34,4.34,4.24
4.35,4.32,4.44,4.32
4.34,4.42,4.44,4.31
4.43,4.44,4.48,4.21
4.42,4.45,4.50,4.27
4.47,4.37,4.47,4.37
4.36,4.40,4.45,4.27
4.43,4.26,4.43,4.23
4.30,4.21,4.37,4.21
4.19,4.27,4.27,4.19
4.32,4.25,4.32,4.19
4.35,4.35,4.36,4.20
4.35,4.33,4.35,4.29
4.30,4.27,4.37,4.27
4.27,4.23,4.36,4.22
4.26,4.22,4.26,4.22
4.25,4.22,4.27,4.21
4.26,4.25,4.34,4.19
4.29,4.34,4.35,4.25
4.33,4.32,4.33,4.20
4.26,4.26,4.29,4.26
4.25,4.32,4.37,4.25
4.34,4.34,4.34,4.28
4.34,4.39,4.39,4.29
4.36,4.46,4.50,4.35
4.42,4.48,4.50,4.39
4.50,4.48,4.50,4.37
4.43,4.41,4.49,4.41
4.38,4.40,4.47,4.38
4.41,4.41,4.43,4.38
4.41,4.46,4.49,4.41
4.49,4.45,4.49,4.38
4.49,4.48,4.49,4.45
4.49,4.56,4.65,4.48
4.59,4.60,4.64,4.52
4.61,4.56,4.63,4.53
4.65,4.45,4.66,4.37
4.55,4.48,4.55,4.40
4.51,4.60,4.62,4.43
4.56,4.59,4.62,4.56
4.56,4.59,4.61,4.56
4.66,4.72,4.72,4.64
4.75,4.80,4.90,4.71
4.80,4.96,5.12,4.79
5.04,5.01,5.10,4.90
4.85,5.04,5.08,4.70
4.97,5.05,5.06,4.85
5.09,5.17,5.40,4.97
5.20,5.32,5.35,5.06
5.25,5.32,5.39,5.21
5.38,5.64,5.75,5.35
5.69,5.87,5.88,5.65
5.79,5.80,5.85,5.61
5.84,5.60,5.84,5.41
5.65,5.37,5.66,5.33
5.29,5.41,5.56,5.21
5.47,5.47,5.69,5.38
5.51,5.42,5.51,5.36
5.50,5.41,5.50,5.40
5.46,5.40,5.57,5.36
5.42,5.45,5.53,5.36
5.40,5.38,5.52,5.34
5.42,5.49,5.49,5.36
5.46,5.42,5.55,5.41
5.46,5.57,5.59,5.40
5.59,5.47,5.63,5.40
5.53,5.49,5.65,5.42
5.55,5.45,5.60,5.45
5.48,5.51,5.56,5.46
5.49,5.58,5.59,5.48
5.65,5.57,5.65,5.50
5.57,5.65,5.65,5.52
5.65,5.65,5.65,5.61
5.61,5.70,5.70,5.61
5.70,5.74,5.75,5.68
5.80,6.41,6.43,5.79
6.39,6.01,6.45,5.81
5.78,5.82,5.89,5.74
5.88,5.83,5.89,5.81
5.84,5.92,6.05,5.80
5.99,5.91,6.00,5.87
5.86,5.88,5.92,5.86
5.86,5.90,5.95,5.86
5.94,5.90,5.94,5.89
5.94,5.88,5.94,5.86
5.89,5.92,5.98,5.86
5.92,5.89,5.92,5.88
5.90,5.83,5.95,5.80
5.83,5.89,5.90,5.82
5.89,5.90,5.95,5.87
6.03,6.17,6.25,5.94
6.20,6.19,6.28,6.06
6.18,6.16,6.18,6.07
6.20,6.20,6.22,6.16
6.20,6.19,6.25,6.17
6.24,6.28,6.30,6.07
6.28,6.25,6.32,6.19
6.27,6.23,6.28,6.12
6.22,6.09,6.24,6.06
6.04,6.02,6.07,5.88
5.99,6.16,6.17,5.98
6.16,6.25,6.26,6.16
6.25,6.27,6.45,6.19
6.31,6.40,6.40,6.29
6.45,6.43,6.49,6.39
6.49,6.52,6.53,6.44
6.55,6.74,6.75,6.54
6.74,6.81,7.00,6.67
6.81,7.09,7.18,6.81
7.12,7.08,7.19,6.86
7.14,7.38,7.41,7.08
7.40,7.15,7.48,7.05
7.15,6.92,7.24,6.86
7.08,7.17,7.17,6.95
7.14,7.21,7.22,6.91
7.16,7.15,7.22,7.11
7.19,7.25,7.25,7.10
7.25,7.24,7.30,7.10
7.20,7.12,7.24,7.11
7.10,7.20,7.25,6.99
7.16,7.30,7.57,7.16
7.30,7.46,7.58,7.30
7.50,7.35,7.60,7.32
7.45,7.40,7.45,7.20
7.55,7.25,7.56,7.15
7.40,7.10,7.40,6.90
7.05,7.05,7.20,7.00
7.05,6.95,7.05,6.95
7.00,6.95,7.05,6.95
6.85,6.33,6.85,6.25
6.25,5.60,6.25,5.30
5.35,6.25,6.35,5.35
6.30,6.00,6.45,6.00
6.02,6.05,6.20,6.02
6.05,6.05,6.15,6.00
6.05,5.75,6.10,5.75
5.75,5.90,6.00,5.75
5.90,5.75,5.95,5.75
5.75,5.75,5.80,5.75
5.75,5.95,5.95,5.75
5.95,5.95,6.00,5.76
5.75,5.90,6.00,5.55
5.90,6.35,6.38,5.70
6.45,6.45,6.50,6.10
6.50,6.50,6.50,5.85
6.45,6.25,6.45,5.95
6.30,6.30,6.40,5.90
6.30,6.90,7.00,6.15
6.80,6.80,6.90,6.55
6.85,6.75,6.85,6.65
6.80,6.60,6.85,6.50
6.60,6.95,7.00,6.55
6.95,7.00,7.00,6.80
7.00,6.95,7.00,6.85
6.95,7.10,7.15,6.92
7.05,7.00,7.15,7.00
7.05,7.10,7.15,6.80
7.20,6.95,7.20,6.90
7.05,6.85,7.05,6.65
