BRS,Bristow Group Inc. Common Stock,NASDAQ
63.15,63.02,63.38,62.58
63.39,64.34,64.94,63.09
63.30,63.62,64.08,62.34
64.11,64.83,64.95,63.48
65.45,65.77,66.04,64.69
66.19,65.87,66.27,65.58
65.76,65.32,66.11,64.98
65.69,65.75,66.69,65.39
65.78,66.20,66.64,65.46
65.72,65.81,66.05,64.94
66.68,67.24,67.25,65.95
67.40,67.61,68.02,66.86
67.90,68.05,68.43,67.30
68.07,68.18,68.39,67.37
68.65,68.49,68.97,67.37
68.35,68.12,68.37,67.81
68.36,68.49,68.50,67.70
68.68,68.61,68.74,67.99
68.86,68.25,68.96,68.05
68.51,69.22,69.32,68.46
69.16,69.46,69.64,68.02
69.46,69.76,69.96,69.30
70.00,69.57,70.00,68.41
69.72,68.56,69.74,68.34
68.18,68.64,69.09,68.06
68.00,68.62,68.81,67.66
68.30,67.63,68.76,67.50
67.88,67.69,68.00,66.81
67.69,68.01,68.92,67.43
68.49,68.48,69.22,68.10
68.41,69.23,69.32,68.01
69.24,69.63,69.72,69.00
69.60,67.10,70.00,65.60
66.89,67.98,68.21,66.50
68.21,68.40,69.26,67.78
68.12,69.08,69.27,68.12
68.46,69.37,69.50,68.23
69.40,69.49,69.56,68.93
69.49,69.38,69.49,68.96
68.46,68.48,69.34,68.18
68.56,67.57,68.58,67.30
67.41,66.96,67.77,66.88
66.91,67.80,67.97,66.75
67.46,65.98,67.75,65.73
65.98,66.95,66.96,65.79
66.83,67.34,67.61,66.03
67.33,66.31,67.33,65.32
65.24,66.06,66.28,65.24
65.88,66.28,66.84,65.82
66.36,66.56,66.76,66.08
66.50,65.70,66.92,65.58
66.64,65.88,66.64,65.05
65.64,66.76,66.95,65.64
66.89,67.06,67.61,66.69
67.54,67.28,67.61,65.90
67.62,68.61,68.74,67.24
68.95,69.12,69.18,68.15
69.43,69.88,70.50,69.13
69.73,69.28,69.81,68.62
69.66,69.11,69.66,68.87
69.92,69.98,70.10,69.21
69.88,71.09,71.11,69.85
71.15,71.63,72.09,70.91
71.93,72.22,72.41,71.46
72.46,73.00,73.00,71.99
72.81,72.48,72.90,72.39
72.46,73.05,73.97,72.22
73.08,73.04,73.72,72.77
73.37,73.03,73.47,72.50
72.33,72.62,72.88,71.99
71.85,72.76,73.05,71.72
72.68,74.50,74.50,72.68
74.17,74.58,74.99,73.34
74.19,73.21,74.24,72.74
73.00,73.37,73.82,72.48
73.03,72.58,73.37,72.50
73.09,73.10,74.76,73.04
73.44,73.12,73.63,72.78
73.90,74.94,75.60,73.52
74.50,75.46,75.51,74.23
76.62,79.07,79.33,76.37
79.07,78.18,79.46,78.11
78.50,78.73,79.37,78.42
78.69,79.27,79.27,78.54
79.50,80.20,80.48,79.27
80.27,79.52,80.40,79.29
79.75,79.62,80.32,79.45
79.28,78.66,79.28,77.98
78.67,79.43,79.65,78.47
79.75,79.68,79.75,78.14
79.75,79.75,79.90,79.02
80.11,81.33,81.38,79.43
81.49,81.70,82.45,81.05
81.49,80.47,81.67,80.36
80.50,78.91,80.58,78.78
79.20,79.88,79.92,78.72
79.62,79.99,80.07,79.11
80.24,79.16,81.01,79.11
79.23,77.66,79.86,77.28
78.90,83.81,85.70,78.90
83.91,83.16,84.07,82.83
83.12,83.19,83.72,82.72
82.29,81.92,82.29,80.34
81.72,81.76,82.38,81.20
81.75,82.53,83.01,81.75
84.37,81.95,84.37,81.78
82.15,81.32,82.15,80.85
81.82,80.22,81.82,79.97
80.75,80.58,81.03,79.88
80.86,80.31,81.27,79.52
80.63,79.67,80.84,78.90
79.72,80.63,80.66,78.44
80.46,80.45,80.59,79.55
81.03,80.20,81.03,79.78
79.86,80.22,80.39,79.19
79.97,79.24,80.54,78.80
79.15,78.70,79.63,77.51
78.42,78.70,79.01,77.94
79.41,78.83,79.41,77.23
79.14,78.66,79.14,78.04
78.75,77.92,79.52,77.90
77.92,77.38,78.14,77.23
77.23,76.75,77.59,76.56
77.13,75.65,77.40,74.87
76.19,75.83,76.90,75.65
76.28,75.20,76.28,73.95
75.05,74.90,75.22,73.99
74.75,73.74,74.89,73.69
73.81,74.03,74.69,73.66
75.11,74.50,75.26,74.02
74.50,74.51,74.82,74.41
74.83,75.31,75.51,74.48
75.77,75.48,76.96,74.52
75.79,75.17,75.79,75.01
75.40,75.06,75.87,74.86
74.95,74.39,75.17,73.75
74.21,74.63,75.44,74.02
74.76,75.36,75.65,74.16
75.31,76.98,77.41,75.01
77.03,76.44,77.29,76.08
76.90,74.92,76.90,74.58
74.82,75.64,75.80,74.76
75.28,74.99,75.40,74.52
75.14,76.36,76.52,75.08
76.33,76.60,77.33,75.77
76.45,75.07,76.65,74.92
74.76,73.27,74.88,73.00
73.27,73.67,74.17,72.72
73.80,74.66,75.47,73.63
74.25,74.12,74.83,73.71
73.94,73.06,73.94,72.82
73.51,71.44,73.51,71.39
71.37,71.10,71.65,70.35
70.52,70.42,70.90,70.12
70.79,71.64,71.82,70.44
70.68,71.79,72.40,70.28
72.50,71.18,72.50,71.03
71.37,71.22,71.83,70.80
70.94,68.67,71.40,68.41
68.43,68.67,68.81,67.46
64.75,65.56,67.87,64.10
66.66,67.47,68.49,66.66
67.26,66.82,68.04,66.16
66.65,68.27,68.49,66.65
67.79,71.23,71.54,67.44
71.37,71.11,71.96,71.09
71.25,71.17,71.39,70.60
70.72,72.25,72.45,70.66
72.54,73.01,73.13,72.22
72.92,73.92,74.13,72.92
74.20,75.56,76.77,73.81
75.39,74.92,75.39,74.34
75.85,74.96,76.95,74.37
75.00,76.83,76.88,74.67
76.64,77.60,77.92,76.59
77.30,75.79,77.85,75.63
76.50,78.04,78.43,76.24
77.67,77.24,77.97,76.94
77.20,79.24,79.69,77.13
79.38,78.30,79.70,77.69
77.92,77.49,78.43,77.07
77.75,76.23,78.18,76.15
76.06,77.13,77.60,75.92
77.17,74.73,77.60,74.47
74.25,73.58,74.80,72.72
73.83,75.10,75.24,73.74
75.11,75.41,75.84,74.72
75.57,75.98,76.22,75.06
75.91,77.51,77.64,75.54
77.81,77.53,78.65,77.39
77.47,76.17,78.12,75.99
76.87,77.30,78.10,76.55
77.47,76.00,77.81,75.80
76.14,75.26,76.93,75.12
75.22,75.69,76.74,75.22
75.91,75.52,76.51,74.24
75.32,76.32,76.38,74.53
76.28,76.52,77.36,76.16
76.73,77.35,77.98,75.98
77.99,76.03,78.53,75.68
75.69,74.23,76.50,74.20
75.03,74.41,75.67,73.99
74.71,73.63,74.92,72.62
73.60,72.65,74.44,72.33
72.26,72.36,73.23,72.01
72.68,72.48,73.38,71.94
72.63,72.75,73.26,71.27
73.09,72.84,73.52,72.26
72.79,74.23,74.47,72.47
74.47,74.94,75.21,73.40
75.35,76.26,76.33,75.07
76.29,75.66,76.46,75.10
76.02,76.01,76.38,75.08
75.52,76.21,76.52,75.38
76.25,74.86,76.25,73.72
75.23,76.03,76.45,75.12
75.99,76.80,76.98,75.50
76.47,75.27,76.81,74.17
75.18,76.60,76.82,74.95
76.07,75.53,76.44,75.27
75.25,75.11,75.69,74.76
75.51,76.23,76.34,74.26
75.97,75.64,76.95,75.49
75.31,75.82,76.03,74.66
75.90,76.51,77.19,75.77
76.56,75.07,76.57,74.56
75.12,73.76,75.29,73.73
73.35,72.91,73.97,71.38
72.74,74.03,74.04,72.59
73.56,74.83,74.90,73.44
74.51,74.01,75.11,73.64
73.95,74.54,74.63,73.71
74.57,75.31,77.29,74.32
75.08,76.72,77.29,75.01
77.13,76.51,77.30,75.78
76.61,75.45,76.61,75.00
75.91,76.37,76.60,74.99
76.50,75.98,76.75,75.38
76.34,75.54,76.34,75.01
74.98,74.41,75.24,74.01
74.00,74.37,74.82,73.78
74.93,75.79,75.80,73.82
76.36,76.94,77.20,76.04
76.89,77.39,77.82,76.48
77.44,77.75,77.75,77.09
77.44,77.32,77.76,76.98
77.17,77.02,78.11,76.83
77.38,76.82,77.75,76.60
76.89,76.83,77.19,76.20
76.98,77.10,77.82,76.80
77.59,78.75,79.31,77.59
79.30,78.33,80.00,77.73
78.60,79.33,79.75,78.51
79.67,79.58,79.83,79.05
79.32,77.95,79.75,77.91
77.68,79.07,79.21,77.14
79.42,78.74,79.59,78.31
78.16,79.87,80.21,77.76
79.65,80.62,80.62,79.01
80.63,80.57,81.60,80.08
80.41,79.76,81.50,79.24
79.75,80.26,80.56,79.42
80.20,78.16,80.20,78.03
78.09,78.32,78.39,77.10
78.42,77.85,78.89,77.25
76.62,75.70,77.08,75.61
75.48,74.42,75.48,74.25
75.13,74.68,75.13,74.23
74.60,74.63,75.03,73.89
74.81,74.19,74.89,73.72
73.90,73.37,74.47,73.09
73.18,74.30,75.08,73.06
73.70,73.40,74.46,73.26
73.87,73.43,74.35,73.24
73.54,72.83,74.01,72.56
73.21,72.91,73.32,72.26
72.17,73.66,73.89,72.10
73.69,73.46,73.69,72.73
73.46,73.20,74.09,72.94
73.70,72.42,73.70,72.34
72.12,71.37,72.12,70.73
71.33,71.10,71.66,70.26
70.97,72.15,72.23,70.12
72.98,73.25,74.94,72.43
72.52,70.20,72.66,69.97
70.25,70.14,70.70,69.70
70.04,71.38,71.48,70.04
71.78,71.67,72.87,71.48
71.33,70.98,71.72,70.64
70.99,71.52,71.73,70.99
71.26,70.73,71.86,70.47
71.06,70.67,71.10,70.08
71.38,71.51,71.69,70.94
71.39,71.73,72.41,71.35
71.32,70.62,71.46,70.26
70.46,71.51,71.67,70.02
71.31,71.31,71.78,70.85
71.55,71.45,72.12,70.88
71.49,72.91,73.07,71.20
72.83,73.36,74.83,72.50
72.88,73.56,74.00,72.84
73.64,72.98,73.98,72.73
73.19,72.80,73.26,71.91
73.25,72.85,73.25,72.55
72.80,72.42,73.83,72.00
72.20,72.44,73.21,71.68
72.39,71.50,72.39,71.15
71.54,71.11,71.97,70.82
71.01,70.91,71.68,70.28
70.37,71.24,71.32,70.03
71.07,71.01,71.47,70.10
71.07,70.79,71.22,70.11
70.78,71.13,71.79,70.58
70.97,71.00,71.74,70.81
71.05,70.40,71.58,70.13
70.29,68.57,70.62,68.17
68.39,68.40,68.98,67.19
68.41,67.80,68.72,67.79
68.01,68.24,68.62,66.71
67.86,67.14,67.86,66.48
67.16,68.10,68.33,66.90
67.17,67.47,68.07,66.87
67.74,67.20,68.59,67.06
67.10,66.59,67.55,66.12
66.42,66.81,67.42,66.21
66.89,66.95,67.66,66.30
67.12,67.84,68.30,66.82
67.64,68.75,69.60,67.54
68.60,68.56,68.96,66.64
68.50,67.26,68.77,66.95
67.26,66.52,67.58,65.71
66.59,66.57,67.73,66.13
66.98,66.33,67.91,65.78
66.32,68.25,68.57,65.71
66.95,70.22,70.56,66.95
70.92,67.26,71.69,66.16
67.15,68.52,68.59,67.11
68.65,68.80,69.82,68.42
68.73,68.26,70.00,68.18
68.87,70.81,71.38,68.49
71.02,70.46,71.21,69.53
69.98,69.25,70.06,68.46
69.37,72.41,72.44,69.19
72.71,73.65,74.06,72.55
73.39,73.04,73.73,71.68
73.93,73.90,74.02,72.50
73.88,73.70,75.00,73.19
73.12,71.75,73.12,70.42
71.78,71.03,72.50,70.38
70.76,72.02,72.13,70.13
70.50,73.63,73.74,68.48
73.21,71.07,74.21,70.70
71.35,72.29,72.40,70.41
71.98,72.77,72.99,71.81
72.58,71.14,72.95,70.30
71.20,70.80,72.34,70.31
71.05,70.51,71.18,69.84
70.72,70.05,71.25,69.80
70.01,69.50,70.42,69.45
69.31,70.59,70.80,68.90
71.22,71.18,72.37,70.29
71.09,71.78,71.82,70.73
71.73,69.91,71.86,69.53
69.81,67.98,69.81,67.90
67.44,64.10,67.48,63.93
63.80,62.51,64.70,61.80
62.32,63.38,64.34,62.17
63.34,66.02,67.56,63.34
65.76,65.89,67.02,65.53
65.71,64.40,66.33,64.26
64.00,59.88,64.22,59.65
59.55,61.65,61.69,59.55
61.30,61.41,61.82,60.32
61.64,61.11,62.25,60.35
60.12,59.37,61.18,58.96
59.77,58.58,60.43,58.52
58.24,58.77,60.79,58.14
58.67,62.45,63.43,58.58
63.65,62.39,64.32,61.17
62.80,65.72,66.01,62.76
65.40,64.63,65.40,63.71
65.30,64.91,65.61,64.53
64.90,64.93,65.36,63.79
65.42,65.34,66.05,64.60
65.70,66.45,66.80,65.70
66.32,65.66,66.68,65.42
65.42,65.79,66.47,64.62
65.98,65.48,66.20,64.46
64.98,62.49,64.98,61.98
62.27,60.34,62.75,59.97
60.94,60.25,61.14,59.30
60.77,61.61,61.84,60.10
61.70,60.42,62.01,59.94
59.44,59.38,59.89,58.06
59.89,59.86,60.66,58.42
59.35,59.85,60.18,57.89
60.36,58.49,60.68,58.39
58.69,61.79,61.94,58.39
61.80,60.85,62.07,60.64
60.80,61.73,62.45,60.68
62.34,61.32,62.52,60.34
61.31,59.32,61.59,59.20
59.61,60.50,60.87,58.97
60.05,60.60,61.15,59.60
60.53,57.48,60.98,57.26
57.85,55.74,58.13,55.52
55.36,55.71,56.55,55.03
55.68,57.60,57.78,55.62
57.83,59.26,60.67,57.07
58.36,57.90,59.47,57.28
58.56,58.79,59.49,58.21
56.04,58.17,59.65,54.72
58.00,59.22,59.70,57.44
59.14,58.36,59.22,57.43
57.89,57.42,58.56,57.12
58.07,58.06,58.57,57.60
58.57,61.71,61.73,58.26
61.42,61.55,61.77,59.80
60.83,62.18,62.35,60.83
61.51,61.78,62.38,60.70
61.89,62.44,62.98,61.12
61.70,60.27,61.77,59.92
60.34,61.34,61.51,59.90
60.94,61.80,61.88,60.20
61.41,61.36,62.19,60.93
61.37,61.94,62.55,61.08
61.72,62.23,62.29,60.15
62.15,61.34,62.40,61.31
61.23,61.22,61.63,60.08
60.98,61.06,61.30,59.70
60.37,59.72,61.19,59.63
59.76,60.10,60.49,59.37
60.00,58.68,60.41,58.24
58.59,58.76,59.12,58.15
58.81,58.83,59.53,57.92
58.54,58.74,58.77,57.41
58.54,58.90,59.10,57.72
58.35,57.48,59.08,57.36
57.30,58.01,58.66,55.75
57.21,56.40,57.51,56.17
56.96,56.80,57.13,56.29
55.65,52.25,56.48,51.30
51.95,52.76,53.16,50.80
53.17,53.69,54.62,53.17
54.50,53.86,55.30,53.28
53.68,53.85,54.15,52.54
54.20,54.20,55.11,53.85
53.75,54.45,54.84,53.75
54.48,54.35,55.38,54.08
54.41,55.13,55.55,54.24
55.53,57.31,57.98,55.53
57.16,57.68,58.91,57.16
57.77,58.13,58.23,56.51
58.24,59.47,59.88,58.24
59.48,59.63,59.91,59.07
59.77,59.39,59.77,58.77
59.51,60.45,61.06,59.38
60.96,62.90,63.12,60.55
62.75,62.90,64.64,62.37
62.50,61.99,63.07,61.64
62.06,61.37,63.27,61.26
61.69,59.93,62.13,59.21
59.96,60.14,60.98,59.12
60.36,61.81,62.10,59.71
61.73,59.92,61.96,59.84
60.06,59.04,60.25,58.64
59.15,60.07,60.23,58.73
59.77,61.01,61.34,59.73
61.24,62.13,63.31,60.53
62.15,61.01,62.56,60.83
61.29,61.05,61.58,60.17
61.44,61.39,63.16,61.22
62.37,61.88,62.50,61.02
61.59,60.52,61.86,59.73
61.21,60.75,61.42,59.64
60.56,59.92,60.56,59.60
60.08,59.97,60.33,59.51
60.43,59.69,60.71,59.53
59.92,60.42,60.45,59.54
60.25,60.87,61.14,59.75
60.88,60.08,61.24,59.57
59.75,59.49,59.75,58.61
60.04,60.02,60.51,58.96
57.47,60.71,61.86,57.47
60.07,60.47,61.15,59.83
59.53,58.89,60.64,58.72
58.60,58.67,59.45,57.90
58.59,57.98,58.79,57.68
57.89,58.00,58.61,57.66
57.99,57.01,58.45,56.51
57.28,59.25,59.31,57.28
58.90,58.86,59.37,58.02
58.36,58.17,58.63,57.88
57.92,59.05,59.66,57.42
58.67,58.18,59.38,58.16
58.67,58.85,59.35,58.67
59.53,60.48,60.84,59.32
60.20,58.61,60.20,58.21
58.37,57.69,58.40,57.11
56.98,57.00,57.73,55.70
57.07,57.15,57.44,56.82
57.62,55.89,57.93,55.87
55.88,53.65,55.88,53.50
53.72,52.49,53.74,52.28
52.87,52.71,53.08,52.22
52.63,53.67,53.72,52.43
53.56,53.44,53.99,53.20
53.47,53.71,53.77,53.07
53.84,54.39,54.61,53.27
53.71,53.40,54.65,53.35
54.04,53.30,54.53,52.94
53.22,52.46,53.63,52.02
52.82,52.46,53.30,52.02
51.57,51.99,52.20,50.92
51.99,53.12,53.58,50.94
52.66,51.60,53.36,51.08
52.31,51.19,52.61,51.18
51.59,50.58,51.59,50.22
50.74,51.22,51.54,50.10
51.18,52.12,52.41,51.18
51.79,50.72,51.88,50.51
51.19,51.05,51.61,50.77
51.16,50.32,51.24,49.93
50.29,49.80,50.30,49.30
49.89,49.23,50.82,48.95
48.84,47.00,48.92,46.66
47.48,47.01,47.91,46.14
46.82,45.38,46.91,44.95
44.75,44.14,45.33,43.98
44.93,45.34,45.64,43.88
45.18,46.46,47.06,45.18
46.50,46.00,46.97,45.86
45.95,45.05,46.33,44.89
44.91,44.40,45.66,44.32
44.81,44.16,45.46,43.66
44.70,45.01,45.72,44.46
45.00,46.00,46.40,44.02
42.67,43.33,45.19,41.74
43.48,44.25,44.86,43.01
43.22,43.66,44.15,42.74
43.23,43.34,44.38,42.65
42.94,39.92,43.19,39.86
39.83,39.91,41.10,39.56
39.52,38.83,39.88,38.48
38.49,37.37,38.92,37.29
37.08,36.37,37.59,35.29
36.28,33.56,36.79,33.48
33.44,33.92,34.60,32.62
32.90,33.08,34.66,32.82
34.29,33.95,34.66,33.27
34.95,34.59,35.43,34.32
35.29,34.67,35.38,34.03
34.21,35.52,35.74,33.94
35.39,37.06,37.17,34.62
35.91,36.17,37.38,35.78
36.46,36.66,37.61,35.97
36.63,36.75,37.36,36.48
36.50,35.79,36.99,35.78
36.11,36.08,36.42,35.45
36.14,33.65,36.93,33.19
33.54,31.04,33.63,30.71
30.72,29.30,31.04,29.16
29.34,28.48,29.66,28.47
29.10,30.33,30.70,29.10
30.68,30.74,31.37,30.15
30.52,31.18,32.58,30.29
30.83,30.67,31.46,30.51
31.12,30.52,31.50,30.48
30.21,29.98,30.87,29.65
30.09,28.40,30.75,28.35
28.28,28.12,28.63,27.83
28.46,27.61,28.89,26.96
27.37,26.12,27.37,26.08
26.40,26.13,27.07,25.92
26.20,26.16,26.38,25.71
26.26,25.29,27.37,24.95
25.18,28.27,28.31,25.01
28.61,29.87,30.32,28.54
30.02,31.43,32.20,29.58
31.85,31.60,33.20,30.87
31.52,34.71,34.73,31.32
35.13,34.02,35.61,33.87
34.21,32.32,34.21,32.09
32.02,32.12,33.77,31.70
32.31,32.09,32.39,31.33
32.00,33.61,33.87,31.79
33.67,33.73,34.82,32.32
33.47,33.39,34.10,33.00
33.75,36.50,36.76,33.44
36.21,35.37,37.00,35.20
35.65,34.52,36.18,33.75
34.49,35.18,35.50,33.38
35.00,33.72,35.00,33.20
33.02,32.18,33.29,31.18
32.54,33.84,34.20,31.96
33.42,34.33,34.81,33.42
34.43,34.73,35.17,33.57
34.25,35.89,36.24,34.08
36.10,36.58,37.08,35.56
36.84,37.01,37.07,35.78
36.65,35.15,37.19,34.82
33.07,30.73,34.39,28.47
30.63,30.67,31.30,29.90
30.57,30.17,30.79,29.68
30.26,29.93,30.68,28.74
29.24,29.01,29.86,28.41
29.07,29.83,30.02,28.67
29.87,30.56,30.84,29.08
30.49,29.47,30.49,29.33
29.90,30.07,30.41,29.11
29.69,29.28,29.88,28.76
29.40,29.26,29.66,28.58
29.11,29.27,29.73,28.78
29.55,31.31,31.64,29.53
31.00,31.32,31.87,30.33
30.36,29.90,30.67,29.86
30.28,30.55,31.36,29.87
30.48,31.07,31.14,30.24
30.80,29.11,31.34,29.02
29.43,29.60,30.21,29.03
29.30,27.74,29.98,26.97
27.14,26.04,27.20,25.14
25.35,26.29,26.64,24.90
26.25,26.57,27.97,26.19
26.39,26.81,26.97,26.07
26.18,25.55,26.24,25.03
25.53,24.90,25.59,24.54
25.33,25.48,25.88,25.01
25.26,25.04,25.86,24.81
24.76,23.37,25.14,23.22
23.17,22.75,23.37,21.93
22.77,23.63,23.90,22.30
23.74,25.07,25.23,23.56
25.24,26.90,26.92,25.11
26.94,26.50,27.35,26.40
26.15,25.83,26.33,25.67
26.20,26.07,26.70,25.51
25.58,25.64,26.47,25.42
25.62,25.90,26.36,25.47
25.79,26.45,26.71,25.34
26.27,25.12,26.53,24.77
24.50,22.83,24.56,22.53
22.35,22.10,22.45,21.76
22.21,21.42,22.31,21.04
21.49,20.76,21.49,20.40
21.26,21.04,21.82,19.86
21.38,20.02,21.76,19.84
20.36,21.13,21.41,19.78
20.05,20.66,20.79,19.72
20.81,18.62,20.81,18.32
18.04,18.45,18.68,16.40
18.51,19.88,21.10,18.44
20.71,20.39,21.56,19.90
19.91,19.39,20.67,19.38
20.24,20.91,20.94,19.43
20.85,21.78,22.34,20.48
22.87,22.30,23.34,21.86
22.52,23.26,23.53,22.34
22.70,23.49,23.63,22.07
22.51,20.13,22.64,20.06
20.70,19.79,20.73,18.34
20.28,19.50,20.57,18.89
19.01,18.07,19.24,18.00
17.85,18.48,18.61,17.60
17.91,14.75,17.91,13.24
14.51,12.66,14.74,12.50
12.59,11.90,12.73,11.02
12.56,12.76,13.35,12.36
13.32,14.20,15.32,13.22
14.34,14.24,14.84,14.13
14.42,14.79,15.02,13.76
14.65,14.07,14.75,13.70
15.02,15.44,16.94,14.94
15.19,14.26,15.46,14.19
13.90,14.30,14.34,13.07
14.34,13.93,14.59,13.38
14.29,14.77,15.10,13.93
14.80,15.21,15.31,14.55
15.49,15.74,16.00,15.22
15.44,16.67,16.69,15.26
16.51,17.30,17.57,16.38
17.60,18.37,18.91,17.26
18.41,20.95,21.33,18.37
20.69,19.20,20.75,17.64
19.69,18.88,19.85,18.34
18.59,18.39,18.83,17.73
19.33,19.56,20.07,18.94
19.17,18.84,19.46,18.49
18.54,18.01,18.58,17.02
18.22,18.08,18.50,17.58
18.30,19.83,19.93,18.10
20.14,19.90,20.40,19.02
19.52,19.30,19.96,18.52
19.07,18.75,19.24,18.47
18.47,17.32,18.69,17.32
17.11,17.40,17.46,16.31
17.35,17.63,18.07,17.00
17.08,18.01,18.02,16.75
18.37,18.97,19.13,18.08
18.77,18.92,19.37,18.70
18.11,17.79,18.55,17.31
17.72,17.86,18.11,17.30
17.64,17.55,18.20,17.45
17.92,18.27,18.44,17.31
18.08,17.53,18.64,17.36
18.21,18.51,18.92,18.00
18.61,18.88,19.62,18.52
19.07,20.50,20.96,18.75
20.47,20.14,20.81,19.99
20.33,19.97,20.54,19.82
20.12,19.89,20.12,19.06
19.09,19.93,20.05,18.61
20.16,21.39,21.56,20.07
21.26,21.86,22.04,20.92
21.84,21.44,22.11,21.14
21.66,22.47,23.00,21.32
22.31,21.75,22.55,21.42
21.91,22.06,22.27,21.35
22.39,22.81,23.14,22.18
22.71,22.70,23.62,22.37
22.84,22.92,23.61,22.31
22.43,22.04,22.92,21.10
21.50,21.36,21.88,20.91
21.36,20.70,22.16,20.53
21.05,20.19,21.50,19.74
20.01,20.80,21.12,19.87
20.45,17.96,20.62,17.36
17.92,16.99,18.31,16.64
16.85,17.11,17.44,16.44
17.33,16.31,17.71,16.27
16.17,14.53,16.34,14.53
15.01,15.24,15.54,14.81
15.19,15.44,16.05,15.13
15.17,14.58,15.56,14.46
14.45,14.05,14.58,13.68
14.10,14.59,14.71,13.97
14.46,14.38,14.69,14.17
14.46,14.19,14.51,13.83
14.40,15.48,15.99,14.30
13.80,11.49,14.34,10.81
11.51,12.94,13.36,11.51
12.93,13.41,14.13,12.70
13.11,13.17,13.44,12.42
13.01,12.76,13.01,12.07
12.95,13.52,13.88,12.95
14.30,16.03,16.24,14.20
16.41,16.21,16.52,15.40
16.70,16.81,17.06,16.23
16.75,16.24,16.80,15.95
15.78,15.02,15.89,14.94
14.74,15.15,15.19,14.48
15.04,15.19,15.82,14.69
15.16,14.79,15.59,14.73
14.53,13.91,14.54,13.61
14.18,14.69,15.36,14.18
14.92,14.79,15.32,14.67
14.51,14.02,14.82,13.45
14.10,13.63,14.47,13.52
13.94,14.25,14.28,13.80
13.37,13.21,13.47,12.96
12.93,11.20,13.08,10.95
11.90,11.73,12.08,11.43
12.09,11.49,12.09,11.20
11.48,11.41,11.48,10.80
11.36,12.18,12.25,11.33
11.70,11.52,11.95,10.91
11.41,11.53,11.67,11.02
11.69,11.57,12.69,11.37
11.77,12.30,12.44,11.50
12.56,12.28,12.75,12.12
12.63,13.60,13.85,12.63
13.40,12.97,13.87,12.70
13.14,13.24,13.63,13.10
13.47,13.35,13.54,13.19
13.17,13.84,13.90,12.94
13.68,13.37,13.92,13.19
13.08,13.50,13.60,12.85
13.54,12.94,13.76,12.76
12.94,12.21,12.99,11.62
12.16,11.90,12.16,11.80
12.01,12.07,12.12,11.74
12.03,11.34,12.38,10.91
11.18,10.88,11.41,10.85
10.72,10.81,10.93,10.29
10.73,10.11,10.73,10.00
10.22,9.74,10.40,9.50
9.55,10.21,10.29,9.53
10.06,9.73,10.55,9.42
9.27,10.38,10.78,9.17
10.46,12.03,12.74,10.46
12.01,11.77,12.13,11.60
11.70,11.43,11.82,11.29
11.51,11.70,11.87,11.43
11.74,11.75,12.05,11.60
11.86,12.41,12.48,11.78
12.31,12.18,12.42,11.96
12.04,12.22,12.29,11.71
12.38,12.79,12.82,12.37
12.67,12.48,12.80,12.26
12.18,11.82,12.22,11.63
12.18,12.77,12.93,11.88
12.50,11.89,12.73,11.78
11.79,12.10,12.25,11.75
12.19,11.72,12.40,11.61
11.62,11.84,12.03,11.55
11.80,11.88,12.10,11.74
11.95,11.41,12.21,11.35
11.29,10.74,11.42,10.43
10.98,11.11,11.52,10.85
11.22,11.00,11.34,10.63
10.95,10.68,11.02,10.65
10.86,11.56,11.78,10.76
11.30,11.27,11.62,10.90
10.85,11.64,11.77,10.83
11.36,11.17,11.52,10.65
11.05,11.09,11.34,10.77
11.15,11.47,11.71,11.04
11.19,11.45,11.67,11.19
11.68,12.14,12.73,11.64
12.22,12.06,12.54,11.95
12.32,12.88,13.16,12.11
13.23,12.91,13.23,12.60
12.79,12.50,13.05,12.26
12.61,12.65,12.78,12.33
12.31,11.83,12.50,11.77
12.05,13.26,13.59,11.80
13.44,13.97,14.38,13.27
14.01,14.02,14.34,13.79
14.23,13.79,14.49,13.56
14.01,13.63,14.14,13.55
13.93,15.10,15.82,13.93
15.24,13.98,15.38,13.85
14.12,13.44,14.12,13.39
13.72,13.70,14.27,13.56
13.57,12.93,13.63,12.82
12.88,12.55,12.98,12.37
12.29,12.07,12.36,11.71
12.10,11.93,12.47,11.75
11.97,11.59,12.05,11.47
11.84,11.59,12.11,11.57
11.77,12.31,12.44,11.70
12.01,12.31,12.48,12.01
12.18,11.56,12.67,11.56
11.55,11.18,11.68,10.98
11.11,10.88,11.47,10.78
10.65,10.88,11.25,10.56
11.03,10.66,11.12,10.63
10.70,10.17,10.73,10.11
10.06,10.01,10.16,9.99
10.19,10.05,10.19,9.90
9.86,10.05,10.16,9.80
10.05,10.19,10.38,9.82
9.93,11.63,12.60,9.46
11.82,12.07,12.13,11.60
11.54,11.77,11.95,11.04
11.58,12.84,13.00,11.58
12.81,12.77,13.32,12.47
12.53,12.58,12.78,12.39
12.90,13.54,13.73,12.77
13.70,13.95,14.01,13.48
13.90,13.92,14.14,13.72
14.14,13.63,14.18,13.59
13.71,13.85,13.96,13.56
14.55,14.20,14.79,13.99
14.50,14.96,15.39,14.30
14.90,15.40,15.44,14.69
15.29,15.13,15.46,14.95
15.25,14.30,15.46,14.26
13.86,13.66,14.32,13.40
14.37,15.61,15.95,14.25
16.23,16.01,16.47,15.68
15.83,16.21,16.51,15.79
16.49,17.82,18.20,16.31
