UPRO,ProShares UltraPro S&P 500,NASDAQ
63.75,60.76,64.02,60.27
61.94,61.26,62.14,59.47
59.42,58.96,60.59,57.48
60.59,60.73,61.36,59.43
62.21,62.42,62.87,61.44
63.59,63.61,64.41,63.40
63.02,62.46,63.95,62.11
63.78,63.88,65.17,63.52
63.57,63.63,64.97,62.83
62.80,63.83,64.33,62.48
65.20,65.82,65.88,63.77
66.88,66.93,67.47,66.49
68.18,68.28,68.65,67.35
68.18,68.42,69.15,67.77
70.82,71.31,71.45,70.13
71.21,71.33,71.78,70.87
71.94,72.26,72.47,71.57
72.30,71.38,72.40,70.79
72.20,71.87,72.53,71.60
72.32,73.04,73.57,72.21
72.57,73.52,73.52,72.35
73.75,73.90,74.20,73.26
74.29,73.46,74.34,73.30
74.27,72.65,74.35,72.16
72.18,73.10,73.30,71.84
72.20,73.34,73.40,71.27
72.80,72.61,73.27,72.04
73.35,72.70,73.54,72.15
73.13,72.71,74.26,72.51
74.46,75.29,75.50,74.32
74.82,75.68,75.70,74.51
75.23,75.39,75.72,74.92
74.90,74.16,75.13,73.60
73.37,73.36,73.65,72.52
74.42,74.16,74.63,73.01
73.82,73.52,74.52,72.72
72.42,73.19,73.48,72.28
73.63,73.97,74.23,72.32
73.73,72.78,74.09,72.70
70.99,69.61,70.99,69.31
69.29,69.03,70.00,68.58
68.80,67.73,69.46,67.65
68.02,68.68,69.39,67.78
68.07,67.41,69.20,66.93
67.80,69.15,69.50,67.80
69.83,69.89,70.14,68.86
70.13,69.23,70.76,69.00
67.04,65.73,67.84,65.61
65.68,66.43,67.16,65.43
65.99,66.82,67.82,65.87
67.19,66.01,67.19,65.55
68.03,67.01,68.46,66.20
67.12,68.70,69.01,66.71
68.78,68.81,69.48,68.66
69.62,68.99,70.19,67.09
69.56,71.06,71.13,69.56
72.31,72.60,72.62,71.82
72.29,73.28,73.28,71.91
73.23,72.79,73.48,72.39
72.93,73.17,73.35,72.43
75.54,74.51,75.64,74.09
74.64,75.40,75.45,74.63
75.33,78.06,78.65,74.77
78.70,77.79,78.76,77.41
78.18,75.99,78.20,75.84
75.69,74.99,75.91,74.24
74.94,74.50,75.76,74.02
74.51,73.78,74.90,73.57
74.11,74.61,75.21,73.76
73.45,73.61,73.84,72.99
71.68,72.31,73.07,71.25
72.54,74.14,74.27,72.38
72.77,73.84,73.90,72.09
73.33,71.90,73.54,70.81
71.99,73.44,73.67,71.70
71.49,71.61,72.86,71.30
71.52,69.04,71.77,68.90
69.44,69.09,69.93,67.83
71.26,73.58,73.72,71.21
73.29,75.07,75.14,73.11
73.69,76.05,76.12,73.47
75.33,74.30,76.20,73.99
75.61,77.42,77.49,75.50
76.45,79.00,79.05,76.41
79.84,80.40,80.68,79.32
80.61,80.60,81.02,80.00
81.25,81.92,82.65,80.90
81.10,80.84,81.19,79.90
81.21,81.58,81.83,80.67
82.07,82.64,82.66,81.57
82.59,82.99,83.37,82.30
83.56,84.49,84.49,83.26
84.70,83.13,84.84,82.20
82.92,82.26,83.92,82.00
82.73,82.93,83.51,81.58
83.72,83.85,83.94,82.87
82.82,83.05,83.71,82.06
84.13,84.23,84.75,83.40
84.80,81.05,84.96,80.84
81.01,84.29,84.31,80.99
84.15,84.30,84.68,83.83
83.88,83.95,84.45,83.05
82.67,85.80,85.92,82.66
86.09,87.18,87.40,85.71
87.60,88.32,88.33,87.30
88.76,87.51,88.95,86.80
87.23,86.85,88.02,86.36
87.37,86.08,88.08,85.26
86.74,88.05,88.23,86.54
88.16,89.30,89.37,87.83
89.81,89.26,89.87,88.70
89.22,89.12,89.94,88.75
89.44,89.76,89.98,89.11
90.08,89.56,90.71,89.31
89.79,88.92,90.25,88.50
88.06,87.91,88.69,86.90
86.75,87.62,88.76,85.67
87.22,86.63,87.70,86.33
89.03,89.39,89.68,88.30
90.20,90.06,90.49,89.76
89.49,89.19,90.04,88.99
89.23,86.08,89.27,85.82
86.01,85.34,86.31,84.73
85.77,85.13,86.03,84.73
86.45,86.75,87.65,86.38
87.07,85.89,87.08,85.41
86.41,90.35,90.43,84.06
89.61,90.14,90.37,88.92
90.35,91.64,92.26,90.30
92.94,93.03,93.25,92.39
93.08,93.73,93.81,93.07
94.39,95.14,95.26,94.30
95.55,95.08,95.61,94.78
95.13,94.99,95.29,94.65
95.45,96.31,96.33,95.20
95.21,93.56,95.37,92.92
94.02,93.40,94.60,93.13
94.41,92.78,94.52,92.26
93.79,94.39,94.86,93.61
94.35,94.49,94.93,93.50
95.33,94.56,95.39,93.35
95.14,95.37,95.50,93.66
94.66,91.66,95.44,91.03
92.51,94.52,94.70,91.97
95.18,96.09,96.50,95.09
95.52,95.69,95.80,94.80
95.24,94.45,95.73,94.00
96.09,95.28,96.20,93.54
95.82,95.49,95.85,94.85
94.05,93.20,94.07,91.65
91.31,87.09,91.40,87.09
87.45,85.85,88.05,84.55
86.17,87.36,87.72,86.00
85.20,84.75,86.59,84.17
86.98,87.62,88.37,86.16
84.30,85.99,87.60,84.17
85.64,80.17,86.25,79.68
81.27,81.79,82.45,80.41
80.96,81.51,82.07,79.47
82.13,84.66,84.74,82.13
85.98,88.00,88.17,85.13
87.93,88.40,88.47,87.23
88.68,91.25,91.95,88.45
91.69,91.50,92.54,90.86
89.57,92.89,93.11,89.55
92.59,94.30,94.86,92.31
94.58,94.72,95.08,93.78
93.98,92.77,95.77,92.54
93.17,94.31,95.06,92.18
95.02,94.18,95.64,93.96
94.72,95.58,97.54,94.56
95.84,95.52,96.69,94.61
95.93,95.53,96.69,94.76
95.11,97.11,97.11,94.83
97.01,97.73,99.12,95.86
95.23,95.70,96.42,93.78
98.48,99.76,100.39,98.45
99.93,99.83,100.52,99.55
100.80,100.75,101.41,100.26
101.83,100.74,101.95,99.53
100.36,100.66,100.77,98.92
101.15,99.16,101.54,98.46
97.69,99.23,99.32,97.02
100.09,95.93,100.34,95.09
95.24,95.05,96.81,94.71
96.45,97.55,98.30,96.38
98.17,99.72,100.09,97.92
99.83,98.23,100.17,96.21
97.41,99.78,100.00,96.95
101.02,98.67,101.77,98.35
99.67,97.39,100.01,96.15
98.88,98.83,99.79,97.15
99.99,96.62,100.41,96.62
96.34,96.05,97.20,94.99
96.82,97.40,98.88,96.67
99.28,99.83,100.28,98.96
100.80,101.83,101.98,100.55
102.24,102.88,103.22,101.64
103.34,102.38,103.38,101.50
104.05,98.82,104.18,98.30
98.03,95.43,98.54,94.92
95.30,96.70,97.14,94.36
97.42,99.81,99.87,96.63
99.74,93.48,99.92,93.16
91.93,90.94,93.86,90.68
93.08,93.06,93.74,90.84
93.69,94.98,95.19,90.88
96.89,97.97,98.00,95.69
97.60,98.35,99.18,97.10
98.46,99.47,99.47,98.10
99.70,100.71,101.56,99.57
100.59,100.09,100.79,99.80
101.54,100.69,101.54,99.22
99.62,98.17,99.81,97.42
99.35,99.09,100.37,96.07
100.02,100.48,100.90,99.40
99.97,101.48,101.64,99.54
101.19,101.43,102.21,100.44
101.38,101.02,102.68,100.49
99.49,101.55,101.73,98.65
100.87,98.90,101.04,98.81
99.85,100.65,100.72,97.65
100.28,100.31,102.44,99.30
100.29,100.79,100.83,98.91
102.07,103.63,103.80,101.97
104.00,103.93,104.71,103.63
103.68,102.44,103.78,102.02
101.80,99.64,101.90,98.25
99.87,100.79,100.87,98.66
100.17,101.89,102.10,99.89
101.69,99.91,101.73,99.15
100.73,102.40,102.58,100.72
102.49,103.22,103.83,102.01
103.56,104.43,104.64,103.35
105.64,106.40,106.42,105.46
106.37,106.10,106.84,105.62
106.83,107.75,107.77,106.08
107.50,108.20,108.48,107.18
108.71,108.68,108.80,107.07
107.86,108.51,108.64,107.58
107.82,109.04,109.30,107.56
109.50,111.30,111.59,108.32
112.00,112.88,112.93,111.82
112.77,113.19,114.01,112.50
112.78,113.27,113.28,112.06
112.07,112.13,112.40,111.28
111.59,109.68,111.80,108.92
110.31,110.68,110.94,109.22
110.18,110.87,111.58,109.80
110.40,111.76,112.04,110.10
111.79,114.31,114.47,111.18
114.57,114.69,114.87,113.48
115.51,115.39,115.55,114.96
115.40,115.25,115.53,114.63
114.59,113.16,116.30,112.76
112.32,114.57,114.93,112.32
114.63,114.40,114.64,112.06
113.52,115.04,115.11,113.40
114.81,114.86,115.60,114.50
115.66,117.10,118.14,115.55
117.10,117.41,117.86,116.97
118.42,119.18,119.31,118.24
118.51,118.00,118.79,117.41
117.23,115.75,117.36,114.79
116.46,117.20,117.49,115.79
113.83,115.79,116.72,113.51
115.66,116.34,116.50,114.83
118.00,117.97,118.49,117.60
118.26,117.36,118.93,115.86
118.86,118.64,119.17,117.72
117.51,114.57,118.90,114.10
115.77,118.06,118.42,115.50
116.96,117.34,117.70,115.78
118.63,118.92,119.55,118.36
119.45,119.72,120.10,118.78
120.16,119.75,120.47,119.43
118.75,118.11,119.04,117.37
118.07,118.18,118.70,116.09
118.81,116.68,119.30,116.64
117.91,116.68,118.34,115.28
114.31,109.76,114.55,109.65
108.82,108.70,110.88,107.20
109.40,111.04,111.77,107.98
109.68,107.75,110.57,106.66
106.34,107.86,109.30,106.26
109.35,106.09,109.70,105.37
106.82,109.79,110.05,106.05
111.04,110.84,112.28,110.66
110.46,110.31,111.35,109.36
111.67,112.70,112.92,111.10
113.10,114.12,114.13,112.78
115.37,114.07,115.74,111.63
116.00,116.88,117.11,115.78
117.75,118.72,119.04,117.47
118.26,119.72,120.12,118.25
120.05,120.78,121.21,119.75
120.48,120.15,121.11,119.37
121.95,121.95,122.59,121.40
122.10,122.28,123.15,122.10
122.39,122.15,122.67,121.56
120.86,121.89,122.08,120.50
122.50,122.88,122.94,121.28
123.34,122.63,123.42,121.34
124.06,122.56,124.15,122.00
123.04,121.87,124.46,120.95
121.82,123.60,123.69,120.50
123.20,122.65,123.74,121.54
122.24,120.34,122.52,119.57
120.49,121.70,121.85,119.24
120.18,121.97,122.10,119.90
121.69,119.90,121.70,118.87
119.93,119.61,120.21,118.53
118.94,122.33,122.90,118.70
122.88,122.78,124.46,121.00
123.89,124.70,124.78,123.46
125.97,124.50,126.25,123.64
123.67,121.46,123.75,120.75
120.14,119.40,121.68,119.27
119.40,122.16,122.32,118.46
121.11,116.23,121.14,116.12
116.74,119.07,119.82,116.36
115.87,118.33,118.91,115.59
118.56,117.36,119.63,116.65
116.72,112.64,116.84,111.80
112.32,112.57,113.78,109.14
114.87,116.30,117.01,113.84
117.73,115.87,118.23,114.66
114.12,110.58,114.87,110.52
110.66,116.39,116.76,108.95
115.72,109.33,116.20,109.13
109.29,105.61,110.89,105.56
105.36,100.40,106.62,100.20
102.00,100.92,104.21,99.76
96.78,98.46,99.49,91.48
93.42,98.40,100.54,93.15
101.93,102.10,104.03,100.65
101.44,104.99,105.16,101.30
107.25,111.19,111.37,106.91
111.85,108.87,112.59,108.69
112.09,112.69,114.65,111.45
113.07,115.07,115.24,111.87
113.95,114.67,115.20,112.70
115.86,118.49,118.64,115.70
118.84,118.18,119.88,115.69
117.05,120.47,121.35,116.86
124.70,124.44,124.74,122.87
124.86,124.64,125.89,123.80
123.59,123.44,124.31,121.50
126.00,125.68,126.14,124.03
125.77,127.26,127.37,124.33
127.16,127.60,128.00,126.20
127.66,128.67,128.83,127.12
128.89,129.05,129.33,128.16
127.54,128.68,129.15,127.44
129.02,129.06,130.30,127.25
128.88,129.20,129.61,128.21
128.37,129.45,129.79,128.06
129.51,131.66,132.32,129.51
131.13,130.99,131.64,129.26
129.14,131.67,131.92,129.02
135.66,133.89,135.80,132.48
134.80,134.93,135.21,134.28
135.46,134.81,135.94,134.07
134.97,135.71,135.88,134.47
135.36,134.82,136.06,134.24
133.18,132.07,133.47,131.20
131.96,134.42,134.95,131.96
134.82,136.14,136.51,134.49
135.36,135.61,136.75,133.70
136.02,136.21,137.15,135.40
135.33,133.56,136.48,132.20
129.18,133.16,133.47,128.21
132.14,126.86,132.23,126.36
128.13,128.61,132.44,127.80
125.83,122.50,128.00,122.42
124.53,119.76,125.45,118.55
118.16,117.09,125.09,116.90
117.95,124.18,124.81,117.65
129.36,133.03,133.11,127.83
134.57,134.75,136.38,133.07
135.14,136.40,136.55,134.54
137.98,137.15,138.00,136.61
137.65,137.14,138.18,137.00
138.07,138.36,139.17,138.04
137.89,138.86,139.39,137.72
137.79,136.73,138.19,136.47
137.45,132.61,137.79,132.35
134.25,132.25,135.19,129.93
129.87,125.13,130.30,124.46
125.85,121.74,127.00,119.88
124.62,126.23,126.90,123.54
129.38,132.89,133.35,129.33
133.82,129.63,133.88,128.25
130.08,126.50,130.31,125.24
129.41,125.46,131.85,122.58
121.01,123.26,123.63,118.93
124.62,119.89,125.34,119.64
119.46,124.36,124.88,119.03
125.93,125.35,126.53,121.89
124.28,127.19,128.28,123.30
128.96,132.93,133.18,125.85
132.18,130.61,132.89,130.38
130.22,131.70,131.81,128.56
126.89,126.45,129.04,124.46
129.05,121.30,129.27,121.11
121.94,124.90,125.44,118.86
122.14,120.05,125.17,119.56
121.27,124.44,124.77,117.28
126.59,129.88,129.97,125.76
128.20,128.41,130.98,127.42
130.00,132.41,132.68,129.81
133.23,131.24,134.50,130.06
129.74,129.45,131.39,128.53
131.87,133.62,134.15,129.83
133.15,133.84,134.78,131.68
135.64,137.66,137.75,135.25
137.99,139.44,139.46,137.34
138.62,140.16,140.41,138.03
139.04,140.02,140.21,138.46
138.56,139.75,140.60,138.24
138.73,142.29,142.40,137.25
141.58,142.19,142.19,140.70
142.05,143.39,143.84,141.30
143.08,142.92,144.24,142.15
142.76,142.45,143.14,141.01
142.22,141.04,142.89,140.94
141.25,143.68,143.81,141.25
142.59,141.90,142.83,139.82
140.43,140.03,140.62,137.76
140.88,140.52,141.20,139.35
138.29,134.49,139.52,133.81
135.02,136.26,137.08,134.83
133.00,129.60,133.24,129.60
130.12,128.65,130.60,128.50
130.08,133.56,133.72,130.08
132.95,131.10,133.28,128.71
132.74,136.45,136.57,132.74
134.58,135.14,136.01,133.25
134.00,139.89,141.54,132.52
139.04,138.02,139.64,137.17
140.40,141.67,142.91,140.19
141.75,140.91,143.11,140.91
140.55,138.43,141.66,138.34
138.89,132.21,139.39,132.20
130.70,131.34,133.43,129.14
131.06,132.14,132.67,130.62
134.68,137.02,137.72,134.66
135.00,133.46,136.70,133.34
133.33,132.06,133.33,129.71
131.89,133.25,134.43,131.45
131.35,136.09,137.29,131.04
136.18,134.95,137.92,134.95
135.57,136.38,137.36,134.60
136.01,138.23,138.72,134.86
138.74,140.39,140.52,138.32
140.05,138.56,141.60,138.42
138.10,139.30,139.74,136.56
140.49,141.14,142.36,140.28
140.39,141.01,142.23,139.90
138.15,136.14,138.70,134.31
138.37,139.84,140.63,138.16
141.53,139.37,141.87,138.69
140.18,141.40,141.85,137.99
140.44,142.47,144.03,140.26
143.53,143.49,144.09,142.40
144.84,141.60,145.12,141.21
141.66,142.90,143.16,138.75
140.86,141.16,142.70,139.29
139.86,136.92,140.76,135.31
138.84,141.30,141.50,138.59
142.43,142.67,144.00,142.15
142.02,137.59,142.86,137.37
139.03,135.94,139.70,133.47
135.70,137.59,138.58,134.98
141.50,142.94,143.49,141.39
142.86,140.97,143.58,140.79
138.97,139.62,141.00,136.97
140.69,139.78,142.15,139.21
142.23,144.16,144.32,141.55
144.61,144.59,144.94,143.44
144.11,145.93,146.55,144.07
146.26,145.73,146.89,145.10
73.02,72.73,73.66,72.35
72.57,73.35,73.62,72.35
72.90,72.84,73.41,72.74
72.21,70.53,72.32,69.99
71.02,72.42,72.75,70.63
72.05,72.23,72.36,71.38
72.13,70.81,72.18,70.56
71.63,71.27,72.07,70.35
70.73,71.07,71.92,70.00
71.70,71.62,72.41,71.07
70.78,69.96,71.49,69.45
69.66,69.51,70.26,68.68
69.32,68.21,69.49,68.09
68.19,68.10,68.75,67.40
69.07,70.61,71.03,68.99
71.14,71.25,71.72,70.84
70.21,69.57,70.43,69.30
68.24,68.65,69.04,67.41
68.52,69.86,69.93,68.33
70.23,70.20,70.88,68.95
70.80,72.27,72.91,70.78
72.08,71.02,72.14,71.00
72.50,72.47,73.18,72.24
72.70,72.63,73.02,72.15
72.32,71.02,72.73,71.02
71.68,70.32,71.79,70.30
70.81,70.33,71.09,69.69
68.56,65.94,69.34,65.83
67.67,66.40,67.73,65.77
68.21,67.88,68.40,67.02
68.46,67.67,68.65,67.22
66.16,67.12,68.02,65.94
67.37,68.32,68.50,64.60
66.81,64.94,67.15,64.67
67.35,65.26,67.60,65.21
67.52,67.74,68.20,66.79
69.21,69.95,70.10,69.16
69.89,70.93,71.24,69.89
70.94,70.80,71.47,70.24
72.07,72.41,72.49,71.79
72.50,72.64,72.74,72.00
72.98,72.79,73.35,72.38
72.56,71.87,72.92,71.53
71.04,71.44,71.90,71.02
71.69,70.26,71.77,69.86
70.37,68.13,70.47,67.72
67.10,66.91,67.65,66.41
67.92,69.35,69.53,66.92
69.50,70.78,71.05,69.34
70.20,70.79,71.03,69.43
71.45,70.50,71.47,70.17
70.44,69.73,70.51,68.65
69.68,69.35,70.23,68.81
70.46,70.03,71.28,69.72
70.23,68.50,70.40,67.63
68.17,67.91,68.32,66.88
69.23,70.45,70.58,69.23
68.85,68.56,69.37,67.67
67.03,68.75,69.03,65.33
68.69,68.56,69.43,67.92
68.33,69.27,69.37,68.16
68.57,70.44,70.44,68.04
70.11,69.83,70.53,69.56
68.91,68.21,69.85,67.22
66.42,63.90,67.02,63.84
61.80,57.90,62.88,57.84
48.71,51.24,56.35,43.00
56.01,48.84,56.01,48.76
52.66,54.60,54.81,49.80
56.77,58.69,58.76,55.22
57.97,58.69,59.13,57.44
57.60,57.20,58.50,56.63
53.32,52.12,54.66,51.20
54.40,55.02,55.06,52.60
55.77,55.11,57.26,54.65
52.82,52.66,53.71,51.81
55.41,56.63,56.76,54.78
58.22,54.33,58.38,53.95
54.11,55.21,56.36,53.89
54.76,55.99,55.99,54.11
56.11,55.30,56.19,54.86
55.85,57.48,57.86,55.42
57.72,58.88,59.11,57.40
58.76,58.58,61.26,58.13
55.95,55.65,57.52,55.23
56.50,56.51,57.54,55.44
54.35,54.34,54.78,53.18
54.50,53.99,54.95,53.47
52.80,53.52,53.91,51.51
54.93,53.38,55.20,52.55
52.53,49.34,52.62,49.09
49.60,49.45,50.74,48.54
51.20,52.26,52.37,50.50
52.61,52.68,52.92,50.75
50.69,54.88,55.00,50.18
56.21,57.90,58.14,56.13
57.77,57.30,58.37,56.63
58.31,58.78,59.10,57.07
58.34,60.30,60.61,58.00
60.49,60.41,60.94,59.76
60.49,60.67,60.80,60.05
59.79,59.46,61.16,59.27
59.32,58.55,59.99,58.28
59.26,61.23,61.28,58.90
61.77,62.05,62.12,60.90
61.40,62.18,62.21,61.07
61.71,61.91,62.64,61.46
62.44,60.83,62.58,60.62
61.86,63.84,64.10,61.70
65.81,65.96,66.39,64.88
65.85,65.54,65.86,65.10
64.80,65.06,65.51,64.39
65.50,67.31,67.36,64.76
66.71,67.30,67.63,66.63
67.47,66.26,67.80,66.15
66.69,68.63,68.92,66.58
68.31,69.22,69.95,68.04
69.63,68.72,69.77,68.06
68.71,68.44,69.27,67.44
68.00,68.30,68.62,66.81
67.65,66.42,67.78,65.33
65.88,66.77,66.92,65.57
67.20,66.05,67.23,66.00
64.90,63.32,65.41,63.31
62.87,61.18,63.14,61.07
60.98,63.95,63.98,60.85
64.36,63.73,65.28,63.27
64.39,66.79,67.00,64.30
66.70,66.69,67.16,66.35
67.58,67.42,68.18,66.97
67.49,67.13,68.05,66.65
66.02,67.45,67.88,65.54
67.59,67.37,67.79,67.10
67.46,67.56,67.85,66.96
67.87,66.80,67.95,66.65
67.49,68.69,68.82,67.20
68.56,66.51,68.99,66.27
66.90,63.74,67.15,62.95
64.21,67.47,67.82,64.06
67.11,66.24,67.11,65.14
64.44,64.90,65.94,63.78
64.18,63.42,66.53,62.26
63.45,63.79,65.29,63.20
61.55,60.05,62.25,59.80
60.21,61.09,61.13,58.43
62.72,62.97,63.94,62.53
64.17,65.72,66.05,62.80
66.17,62.80,66.17,62.72
61.82,59.24,62.00,59.24
60.66,60.86,61.00,59.44
61.57,62.36,62.65,60.57
63.46,64.64,64.69,63.33
64.39,64.19,64.92,64.08
63.50,63.90,63.91,62.69
65.05,65.91,66.25,65.05
65.67,64.54,65.70,64.35
63.82,62.62,64.45,62.56
59.36,59.92,59.94,57.70
60.30,60.25,60.71,59.06
57.53,57.96,59.05,56.86
54.99,53.78,56.71,53.38
54.82,51.99,55.26,51.72
52.84,52.08,53.19,50.29
53.52,53.42,54.13,51.35
54.08,49.39,54.40,49.03
50.00,51.80,52.88,48.48
47.69,48.41,49.25,46.65
50.17,48.69,50.25,47.23
46.39,46.84,48.22,43.22
47.31,47.52,49.22,46.07
49.92,50.52,50.67,49.25
50.00,48.27,50.19,48.03
48.80,50.19,50.43,48.50
49.72,48.55,51.24,47.68
49.87,49.31,50.12,47.77
50.00,52.99,52.99,49.90
51.84,52.83,53.59,51.36
51.34,50.00,51.44,49.47
50.97,50.84,51.22,47.55
50.39,51.06,51.98,49.80
50.55,48.14,50.67,47.58
46.44,46.16,46.75,44.22
44.64,46.15,47.32,44.56
46.99,46.10,48.38,45.97
43.89,44.43,45.20,42.98
45.79,47.03,47.04,45.09
48.70,49.36,49.42,47.80
50.48,51.81,52.18,50.37
52.08,51.17,52.15,50.89
50.48,51.16,51.25,49.88
52.60,53.31,53.47,52.57
52.72,51.37,52.96,51.21
49.91,52.05,52.26,48.90
52.44,53.88,53.90,51.71
54.77,53.56,54.84,53.38
53.64,52.10,54.46,52.10
53.45,55.97,56.00,53.00
55.66,56.74,56.76,55.22
56.50,57.32,57.38,55.95
57.60,57.93,58.71,56.74
57.03,58.05,58.48,56.90
56.96,56.12,57.48,56.00
57.00,56.99,57.32,56.17
57.47,57.09,58.43,55.27
58.56,59.88,59.93,58.49
59.33,59.66,60.13,59.01
58.66,59.39,59.39,58.38
58.82,60.46,60.80,58.81
60.31,61.58,62.07,59.88
62.00,62.30,62.62,61.75
61.96,62.53,62.76,61.75
61.68,62.47,63.02,61.52
62.00,61.24,62.18,60.98
60.02,61.09,61.12,59.84
61.55,61.24,61.74,60.73
60.73,62.98,62.98,60.43
63.93,63.73,64.48,63.33
63.64,63.30,64.07,63.05
62.12,64.48,64.72,61.83
64.50,63.89,64.64,63.56
62.50,62.02,62.95,61.71
62.10,63.95,64.06,61.80
62.78,61.72,63.18,60.91
62.95,62.21,63.41,61.63
62.93,61.73,63.61,61.66
61.96,63.51,63.77,61.48
64.41,65.37,65.48,64.33
65.48,65.42,65.96,65.02
65.39,65.12,65.52,64.80
64.54,66.55,66.58,64.44
67.02,67.18,67.45,66.26
67.23,67.34,68.14,66.69
67.36,66.28,67.50,65.97
65.88,66.32,66.56,65.26
65.62,65.93,65.94,64.92
66.30,66.29,66.77,65.68
65.79,66.64,67.06,65.39
65.77,64.88,67.00,64.34
64.10,63.81,64.50,62.54
64.33,65.23,65.46,63.84
63.89,63.55,64.14,62.73
62.45,62.43,63.26,61.94
62.98,62.48,63.37,61.98
61.63,63.09,63.16,61.45
62.92,63.33,63.73,62.79
64.00,65.62,65.64,63.96
65.10,63.82,65.50,63.78
64.56,63.81,64.68,62.73
63.52,62.12,64.09,61.81
62.33,63.96,64.50,62.28
63.70,62.22,63.98,61.62
61.81,62.30,63.49,61.09
61.47,61.64,61.90,60.30
62.29,62.76,63.30,62.19
62.76,62.45,63.07,62.28
63.38,64.92,65.26,63.34
65.66,66.22,66.69,65.61
66.42,66.29,66.65,65.96
66.47,67.10,67.12,66.43
67.47,66.78,67.58,66.13
66.06,67.15,67.36,65.85
66.71,67.80,67.80,66.17
67.12,67.21,67.56,65.79
67.58,68.20,68.57,67.40
68.36,68.45,69.13,68.34
68.64,69.13,69.31,68.52
68.32,68.87,69.03,68.03
67.25,66.89,67.67,66.31
66.18,65.40,67.19,65.27
64.96,65.04,65.62,63.92
65.41,64.69,66.07,64.48
63.68,65.28,65.45,62.65
65.19,64.54,65.19,63.81
66.70,65.78,67.42,65.68
66.20,66.33,66.78,65.71
66.24,65.88,67.23,65.76
67.46,68.49,68.50,67.02
61.41,61.05,64.68,60.63
59.63,57.75,59.63,57.00
59.49,60.88,60.93,59.14
62.38,64.07,64.26,62.30
64.50,66.56,66.70,63.92
66.52,67.03,67.61,66.51
66.13,65.67,66.24,64.95
65.05,66.77,66.93,64.33
67.01,66.63,67.73,65.82
68.11,69.58,69.90,67.87
70.18,70.33,71.02,69.93
71.49,71.87,72.24,71.21
72.39,71.88,72.41,71.29
73.35,72.99,73.61,72.59
73.70,72.77,73.74,72.24
72.93,73.36,73.54,72.61
72.82,73.10,73.16,72.56
73.68,74.04,74.30,73.16
73.86,73.18,74.15,72.65
73.34,74.17,74.21,73.01
73.92,73.61,73.96,72.85
73.45,73.64,74.07,72.66
74.12,73.46,74.17,72.51
73.18,73.70,74.00,72.64
73.39,73.97,74.43,73.02
74.08,73.79,74.54,73.27
73.49,72.37,73.70,71.39
72.26,73.02,73.08,71.96
73.15,73.28,73.61,72.66
74.06,75.07,75.08,73.91
75.30,74.92,75.40,74.59
75.01,75.00,75.62,74.63
75.16,74.46,75.24,74.04
75.12,75.53,75.80,74.78
75.09,75.31,75.56,74.82
75.73,76.01,76.36,75.72
75.40,74.76,75.49,74.76
74.79,75.16,75.33,73.79
75.16,75.69,75.73,75.01
75.09,75.34,75.56,74.51
75.06,75.32,75.59,74.60
76.06,75.75,76.43,75.70
75.58,74.68,75.71,74.10
74.13,74.37,74.94,73.94
74.66,74.02,75.88,72.96
74.16,75.08,75.41,74.14
74.99,74.68,75.34,74.07
74.33,74.05,74.45,73.16
74.11,74.11,74.43,72.69
75.06,75.06,75.60,74.40
75.40,75.78,75.81,74.56
75.56,75.76,75.95,75.00
75.33,75.19,75.65,74.84
73.70,69.83,73.70,69.77
68.89,72.74,73.25,68.80
71.26,69.59,71.55,68.90
69.65,69.49,71.05,68.91
69.34,71.60,72.05,69.14
70.89,70.79,71.10,69.97
71.53,70.77,72.29,70.45
71.82,70.86,71.99,70.80
71.60,73.20,73.39,70.83
74.37,74.52,74.91,74.09
74.08,73.36,74.25,73.23
72.34,71.55,72.55,71.32
71.36,72.90,72.98,70.90
73.12,73.95,74.12,72.00
73.70,71.95,74.17,71.30
72.93,73.64,74.36,72.61
73.02,72.94,73.27,72.27
73.19,71.93,73.40,71.21
72.58,72.88,73.32,72.54
72.56,73.00,73.22,71.92
73.29,72.21,73.50,71.35
73.32,73.30,73.88,73.16
72.81,70.63,72.91,69.71
70.73,70.89,71.45,70.14
69.32,70.17,70.72,68.34
71.33,70.24,71.79,70.16
70.21,69.56,70.50,69.29
71.32,70.75,71.35,70.36
71.06,71.34,71.70,70.68
70.94,70.95,71.59,70.18
70.03,70.99,71.14,69.85
72.00,71.89,72.36,71.55
71.75,71.28,72.02,71.03
70.28,70.83,71.44,69.98
71.62,70.23,71.63,70.13
70.14,69.55,70.95,68.79
69.94,69.50,70.20,69.39
69.93,68.10,69.99,66.69
67.70,66.80,68.13,66.33
67.06,65.91,67.28,65.60
66.00,65.60,66.94,65.51
68.43,69.92,70.04,68.27
69.54,70.87,71.60,69.25
69.13,73.28,73.90,69.10
74.18,73.73,75.15,72.02
72.94,73.24,73.51,72.11
73.85,73.38,74.09,72.53
73.87,75.09,75.09,73.60
74.35,74.71,74.95,74.22
74.84,75.80,75.89,74.73
75.89,75.30,76.10,75.09
76.00,76.99,77.04,75.85
77.42,77.44,77.68,76.57
76.82,77.58,77.64,76.58
78.00,78.47,78.47,77.90
78.05,77.36,78.39,77.20
77.38,77.80,78.33,76.99
78.55,77.18,78.75,77.13
77.54,76.29,77.56,75.90
76.44,76.43,77.04,76.02
77.45,77.72,78.24,77.23
