CRVP,Crystal Rock Holdings,NASDAQ
0.90,0.86,0.90,0.86
0.86,0.86,0.88,0.86
0.86,0.91,0.91,0.85
0.90,0.90,0.90,0.90
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.86,0.88,0.88,0.86
0.86,0.88,0.88,0.86
0.86,0.88,0.88,0.86
0.86,0.86,0.86,0.86
0.86,0.88,0.88,0.86
0.86,0.86,0.86,0.86
0.86,0.86,0.86,0.86
0.86,0.86,0.87,0.86
0.86,0.86,0.88,0.86
0.86,0.88,0.90,0.86
0.87,0.87,0.87,0.87
0.91,0.88,0.91,0.88
0.88,0.87,0.88,0.87
0.87,0.86,0.87,0.86
0.86,0.88,0.91,0.85
0.88,0.88,0.88,0.87
0.87,0.87,0.87,0.87
0.88,0.87,0.88,0.87
0.87,0.86,0.87,0.85
0.86,0.92,0.92,0.86
0.92,0.92,0.92,0.92
0.89,0.90,0.90,0.89
0.89,0.89,0.89,0.89
0.89,0.90,0.90,0.89
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.87,0.87,0.87,0.87
0.87,0.86,0.87,0.86
nan,0.86,nan,nan
0.87,0.85,0.87,0.85
0.85,0.85,0.85,0.85
0.88,0.85,0.90,0.85
0.85,0.85,0.85,0.85
nan,0.85,nan,nan
nan,0.85,nan,nan
0.85,0.85,0.85,0.85
0.85,0.84,0.85,0.84
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.84,0.86,0.86,0.84
0.84,0.85,0.86,0.84
0.85,0.85,0.86,0.85
nan,0.85,nan,nan
0.86,0.86,0.86,0.86
0.86,0.86,0.86,0.85
0.86,0.86,0.86,0.86
0.86,0.85,0.88,0.85
0.86,0.86,0.86,0.86
0.86,0.85,0.86,0.85
0.88,0.87,0.88,0.85
0.84,0.86,0.88,0.84
0.86,0.85,0.86,0.85
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.86,0.86,0.86,0.86
0.89,0.87,0.89,0.86
0.87,0.88,0.89,0.86
0.87,0.85,0.87,0.85
0.85,0.90,0.90,0.84
0.87,0.85,0.88,0.84
0.84,0.88,0.89,0.84
0.90,0.88,0.91,0.88
0.88,0.88,0.88,0.88
0.87,0.87,0.87,0.86
0.87,0.89,0.89,0.85
0.88,0.90,0.90,0.88
0.90,0.91,0.91,0.90
0.88,0.88,0.88,0.88
0.88,0.87,0.88,0.86
0.87,0.87,0.87,0.87
0.86,0.87,0.88,0.85
0.85,0.85,0.86,0.85
0.85,0.86,0.86,0.85
0.87,0.85,0.87,0.85
nan,0.85,nan,nan
0.85,0.86,0.86,0.85
0.85,0.85,0.86,0.85
0.86,0.85,0.86,0.85
0.85,0.87,0.88,0.85
0.89,0.89,0.89,0.89
0.88,0.88,0.88,0.88
0.88,0.87,0.88,0.87
nan,0.87,nan,nan
0.87,0.86,0.87,0.86
0.86,0.85,0.86,0.85
0.85,0.89,0.90,0.85
0.89,0.90,0.90,0.85
0.90,0.87,0.92,0.87
0.87,0.87,0.87,0.87
0.86,0.88,0.88,0.86
0.87,0.88,0.90,0.87
0.90,0.90,0.90,0.89
0.90,0.88,0.90,0.88
0.89,0.89,0.90,0.89
0.90,0.88,0.90,0.88
0.87,0.85,0.90,0.85
0.87,0.88,0.88,0.87
0.86,0.85,0.86,0.85
0.85,0.86,0.87,0.85
0.86,0.86,0.86,0.86
0.85,0.86,0.87,0.85
0.87,0.87,0.88,0.85
0.86,0.86,0.86,0.86
0.86,0.87,0.87,0.86
0.88,0.88,0.88,0.86
0.88,0.89,0.90,0.88
0.88,0.89,0.90,0.88
0.88,0.88,0.88,0.88
0.87,0.87,0.90,0.86
0.87,0.86,0.87,0.86
0.86,0.86,0.86,0.86
0.89,0.86,0.89,0.85
0.87,0.86,0.89,0.86
0.89,0.86,0.89,0.86
0.90,0.88,0.90,0.88
0.89,0.90,0.90,0.88
0.90,0.88,0.90,0.88
0.87,0.88,0.88,0.87
0.86,0.83,0.87,0.83
0.86,0.87,0.90,0.84
0.89,0.87,0.89,0.85
0.87,0.87,0.88,0.85
0.86,0.85,0.87,0.85
0.82,0.85,0.86,0.82
0.85,0.90,0.90,0.85
0.90,0.88,0.90,0.87
0.86,0.86,0.86,0.86
0.89,0.88,0.90,0.88
0.86,0.97,0.98,0.86
1.04,1.03,1.19,0.95
1.10,1.06,1.10,1.03
1.07,1.11,1.14,1.02
1.14,1.14,1.18,1.12
1.10,1.06,1.10,1.03
1.07,1.05,1.07,1.04
1.05,1.06,1.07,1.04
1.03,1.04,1.05,1.03
1.07,1.06,1.09,1.05
1.07,1.04,1.07,1.04
1.08,1.06,1.08,1.06
1.08,1.07,1.08,1.05
1.04,1.06,1.07,1.04
1.06,1.07,1.08,1.05
1.01,1.01,1.01,1.00
1.01,1.01,1.01,0.99
1.04,1.07,1.09,1.04
1.07,1.05,1.08,1.04
1.07,1.03,1.07,1.00
1.08,1.04,1.08,1.02
1.05,1.05,1.05,1.03
1.07,1.08,1.08,1.04
1.08,1.14,1.19,1.05
1.12,1.15,1.24,1.09
1.15,1.15,1.21,1.10
1.11,1.12,1.15,1.00
1.12,1.23,1.30,1.07
1.23,1.17,1.33,1.15
1.14,1.11,1.17,1.07
1.07,1.11,1.13,1.07
1.06,1.11,1.14,1.01
1.11,1.18,1.27,1.08
1.20,1.28,1.37,1.14
1.33,1.35,1.43,1.29
1.35,1.36,1.43,1.35
1.39,1.38,1.39,1.37
1.38,1.27,1.39,1.22
1.25,1.22,1.25,1.20
1.21,1.19,1.25,1.17
1.24,1.25,1.30,1.20
1.26,1.40,1.44,1.26
1.44,1.42,1.44,1.33
1.36,1.40,1.53,1.35
1.43,1.39,1.49,1.32
1.33,1.28,1.38,1.25
1.31,1.25,1.31,1.20
1.24,1.29,1.30,1.24
1.26,1.27,1.29,1.23
1.30,1.25,1.30,1.20
1.26,1.31,1.41,1.25
1.31,1.31,1.33,1.22
1.25,1.20,1.27,1.15
1.20,1.20,1.21,1.20
1.20,1.07,1.21,1.03
1.10,1.10,1.10,1.04
1.10,1.04,1.10,1.04
1.03,0.96,1.04,0.95
1.00,0.89,1.00,0.86
0.88,0.88,0.90,0.87
0.89,0.91,0.95,0.89
0.91,0.91,0.94,0.88
0.93,0.95,0.98,0.92
0.97,0.95,0.97,0.94
0.92,0.85,0.94,0.85
0.86,0.91,0.93,0.85
0.92,0.90,0.93,0.87
0.89,0.88,0.89,0.88
0.89,0.88,0.90,0.87
0.88,0.87,0.90,0.87
0.87,0.86,0.89,0.86
0.85,0.86,0.86,0.85
0.86,0.86,0.86,0.85
0.85,0.88,0.89,0.85
0.86,0.86,0.87,0.85
0.85,0.85,0.86,0.84
0.85,0.85,0.85,0.85
0.85,0.85,0.86,0.85
0.85,0.85,0.85,0.83
0.86,0.87,0.88,0.86
0.83,0.83,0.83,0.83
0.84,0.85,0.85,0.84
nan,0.85,nan,nan
0.86,0.86,0.87,0.86
0.86,0.86,0.88,0.85
0.86,0.87,0.89,0.84
0.86,0.86,0.86,0.85
0.87,0.84,0.87,0.84
0.84,0.88,0.88,0.84
0.87,0.88,0.88,0.85
0.85,0.87,0.89,0.85
0.88,0.89,0.89,0.88
0.89,0.89,0.89,0.89
0.87,0.85,0.87,0.85
0.85,0.85,0.85,0.84
0.85,0.85,0.85,0.85
0.85,0.90,0.90,0.85
0.89,0.89,0.89,0.89
0.90,0.89,0.90,0.89
0.86,0.89,0.90,0.86
0.87,0.86,0.87,0.86
0.90,0.89,0.90,0.89
0.87,0.88,0.88,0.87
nan,0.88,nan,nan
0.88,0.85,0.88,0.82
0.86,0.86,0.88,0.86
0.89,0.89,0.89,0.89
0.86,0.87,0.89,0.86
0.84,0.86,0.86,0.81
0.86,0.86,0.86,0.83
0.87,0.87,0.87,0.84
0.85,0.87,0.87,0.82
0.84,0.86,0.86,0.84
0.83,0.87,0.88,0.82
0.84,0.84,0.85,0.84
0.87,0.85,0.88,0.85
0.86,0.86,0.87,0.86
0.85,0.87,0.87,0.85
0.85,0.90,0.90,0.85
0.87,0.88,0.88,0.87
nan,0.88,nan,nan
0.87,0.89,0.89,0.87
0.88,0.82,0.88,0.81
0.81,0.83,0.84,0.81
0.86,0.81,0.87,0.81
0.84,0.83,0.84,0.83
0.87,0.87,0.88,0.85
0.84,0.84,0.84,0.84
nan,0.84,nan,nan
0.83,0.84,0.84,0.83
0.83,0.83,0.84,0.83
0.83,0.82,0.83,0.82
0.82,0.81,0.82,0.81
0.84,0.82,0.86,0.81
0.85,0.82,0.85,0.82
0.86,0.83,0.86,0.83
0.85,0.82,0.85,0.82
0.82,0.85,0.85,0.82
0.84,0.82,0.84,0.76
0.84,0.83,0.84,0.80
0.82,0.82,0.82,0.82
0.83,0.80,0.84,0.80
0.80,0.76,0.80,0.75
0.77,0.76,0.77,0.76
0.78,0.77,0.78,0.77
0.77,0.79,0.80,0.77
0.78,0.77,0.78,0.77
0.80,0.80,0.80,0.80
0.81,0.80,0.81,0.80
0.80,0.80,0.81,0.78
0.81,0.81,0.83,0.81
0.82,0.80,0.82,0.80
0.80,0.83,0.83,0.80
0.84,0.84,0.84,0.84
0.82,0.83,0.84,0.82
0.87,0.86,0.87,0.83
0.86,0.85,0.86,0.84
0.87,0.85,0.87,0.85
0.84,0.84,0.84,0.84
0.84,0.86,0.86,0.84
0.85,0.85,0.85,0.85
0.84,0.84,0.84,0.83
0.86,0.86,0.86,0.86
0.85,0.85,0.85,0.85
0.79,0.84,0.85,0.79
nan,0.84,nan,nan
0.85,0.86,0.86,0.84
nan,0.86,nan,nan
0.82,0.82,0.83,0.82
0.85,0.84,0.86,0.83
0.86,0.79,0.86,0.79
0.83,0.80,0.83,0.80
0.79,0.79,0.81,0.79
0.78,0.81,0.81,0.77
0.82,0.79,0.83,0.79
0.82,0.82,0.84,0.81
0.81,0.81,0.83,0.79
0.80,0.81,0.82,0.79
0.81,0.79,0.82,0.76
0.79,0.78,0.79,0.76
0.77,0.74,0.77,0.71
0.75,0.85,0.85,0.74
0.84,0.78,0.84,0.78
0.73,0.74,0.75,0.73
0.74,0.73,0.74,0.73
0.74,0.80,0.84,0.73
0.79,0.76,0.81,0.76
0.77,0.76,0.80,0.76
0.77,0.71,0.77,0.71
0.72,0.74,0.75,0.72
0.72,0.74,0.74,0.72
0.76,0.76,0.76,0.76
0.74,0.74,0.76,0.74
0.75,0.76,0.76,0.75
0.79,0.79,0.79,0.79
0.75,0.75,0.76,0.75
0.76,0.75,0.77,0.75
0.76,0.76,0.76,0.76
0.79,0.79,0.79,0.76
0.78,0.80,0.80,0.78
nan,0.80,nan,nan
nan,0.80,nan,nan
0.82,0.82,0.82,0.82
nan,0.82,nan,nan
nan,0.82,nan,nan
0.79,0.78,0.79,0.78
0.79,0.78,0.79,0.78
0.78,0.78,0.79,0.78
0.78,0.78,0.79,0.78
0.76,0.78,0.78,0.76
0.77,0.78,0.78,0.74
0.74,0.78,0.78,0.74
0.78,0.78,0.78,0.78
0.79,0.78,0.79,0.78
0.78,0.80,0.80,0.78
0.81,0.81,0.81,0.81
0.79,0.79,0.79,0.79
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.78,0.78,0.78,0.77
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.77,0.77,0.77,0.77
0.75,0.75,0.75,0.75
nan,0.75,nan,nan
0.75,0.75,0.75,0.75
0.77,0.78,0.78,0.77
0.77,0.77,0.79,0.77
0.77,0.79,0.79,0.77
0.79,0.75,0.79,0.75
0.75,0.71,0.75,0.71
0.71,0.71,0.72,0.71
0.67,0.71,0.72,0.67
0.71,0.71,0.71,0.71
0.72,0.71,0.74,0.71
0.73,0.75,0.75,0.72
0.75,0.70,0.75,0.70
0.71,0.73,0.88,0.71
0.77,0.77,0.84,0.70
0.77,0.73,0.80,0.73
0.73,0.72,0.77,0.70
0.72,0.71,0.73,0.70
0.70,0.71,0.72,0.70
0.70,0.80,0.80,0.70
0.81,0.80,0.82,0.78
0.79,0.85,0.85,0.77
0.85,0.80,0.85,0.70
0.80,0.77,0.80,0.77
0.80,0.79,0.85,0.77
0.80,0.81,0.81,0.80
0.77,0.81,0.81,0.73
0.80,0.78,0.80,0.78
0.79,0.76,0.79,0.76
0.76,0.78,0.78,0.74
0.78,0.76,0.78,0.76
0.75,0.75,0.75,0.75
0.78,0.78,0.78,0.75
0.78,0.79,0.79,0.77
0.81,0.79,0.81,0.79
0.81,0.77,0.81,0.75
N/A,N/A,N/A,N/A
0.74,0.77,0.77,0.74
0.74,0.71,0.74,0.70
0.72,0.75,0.75,0.71
0.73,0.72,0.73,0.70
0.70,0.73,0.73,0.70
0.72,0.75,0.75,0.72
0.73,0.73,0.73,0.73
0.74,0.72,0.76,0.72
0.74,0.74,0.74,0.74
0.74,0.74,0.74,0.74
0.73,0.73,0.73,0.73
0.73,0.72,0.77,0.72
0.73,0.73,0.73,0.73
0.73,0.73,0.77,0.73
0.74,0.74,0.74,0.74
0.75,0.76,0.76,0.75
0.77,0.77,0.77,0.77
0.77,0.76,0.77,0.75
nan,0.76,nan,nan
0.77,0.79,0.79,0.77
0.80,0.78,0.80,0.78
0.77,0.78,0.78,0.76
0.80,0.77,0.80,0.77
0.79,0.79,0.79,0.79
0.77,0.74,0.77,0.74
nan,0.74,nan,nan
0.72,0.79,0.79,0.72
0.79,0.79,0.79,0.79
0.72,0.73,0.76,0.72
0.77,0.76,0.77,0.76
0.72,0.73,0.73,0.67
0.75,0.74,0.77,0.73
0.71,0.71,0.73,0.71
0.73,0.73,0.73,0.73
0.77,0.74,0.79,0.74
0.76,0.78,0.78,0.76
0.74,0.74,0.74,0.72
N/A,N/A,N/A,N/A
0.76,0.75,0.79,0.75
0.72,0.72,0.75,0.72
0.72,0.75,0.75,0.71
0.71,0.72,0.72,0.71
nan,0.72,nan,nan
0.79,0.72,0.79,0.71
0.71,0.70,0.71,0.69
0.71,0.71,0.72,0.71
0.74,0.74,0.74,0.74
0.77,0.74,0.77,0.72
0.73,0.71,0.73,0.71
nan,0.71,nan,nan
0.75,0.76,0.78,0.75
0.78,0.74,0.78,0.74
0.72,0.72,0.73,0.72
0.72,0.72,0.72,0.72
0.75,0.73,0.75,0.73
0.81,0.73,0.81,0.73
nan,0.73,nan,nan
0.74,0.70,0.74,0.70
0.72,0.74,0.76,0.72
0.74,0.74,0.74,0.74
0.74,0.70,0.74,0.66
0.70,0.69,0.70,0.68
0.69,0.69,0.72,0.69
0.71,0.69,0.71,0.69
0.71,0.68,0.71,0.67
0.69,0.69,0.70,0.66
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
nan,0.68,nan,nan
0.69,0.70,0.70,0.69
0.69,0.68,0.69,0.68
0.68,0.69,0.69,0.68
0.68,0.69,0.69,0.68
0.70,0.68,0.70,0.68
0.68,0.70,0.70,0.68
nan,0.70,nan,nan
0.68,0.68,0.68,0.68
0.68,0.68,0.68,0.68
0.66,0.67,0.68,0.66
0.68,0.66,0.69,0.66
0.66,0.68,0.69,0.66
0.66,0.67,0.67,0.66
0.67,0.69,0.70,0.66
0.68,0.68,0.69,0.68
0.69,0.69,0.69,0.69
0.69,0.67,0.69,0.67
0.68,0.68,0.68,0.68
nan,0.68,nan,nan
0.68,0.66,0.68,0.66
0.67,0.69,0.69,0.67
0.72,0.67,0.72,0.67
0.68,0.70,0.72,0.68
0.71,0.71,0.71,0.71
0.72,0.71,0.74,0.71
0.70,0.71,0.71,0.70
0.70,0.70,0.70,0.70
0.70,0.71,0.71,0.70
0.69,0.69,0.69,0.66
nan,0.69,nan,nan
nan,0.69,nan,nan
0.70,0.70,0.70,0.70
0.70,0.72,0.73,0.69
0.73,0.71,0.73,0.71
0.71,0.71,0.71,0.71
0.68,0.70,0.70,0.68
0.66,0.65,0.68,0.65
0.75,0.63,0.75,0.62
0.63,0.66,0.76,0.63
0.67,0.70,0.70,0.65
0.72,0.74,0.75,0.70
0.73,0.73,0.75,0.65
0.70,0.74,0.74,0.69
0.75,0.76,0.77,0.70
0.77,0.75,0.80,0.73
0.77,0.77,0.77,0.77
0.75,0.75,0.76,0.66
0.76,0.82,0.85,0.69
0.82,0.76,0.82,0.73
0.64,0.72,0.74,0.64
0.74,0.76,0.77,0.71
0.78,0.75,0.78,0.73
0.75,0.74,0.76,0.70
0.74,0.76,0.76,0.71
0.78,0.78,0.78,0.74
0.78,0.85,0.90,0.78
0.87,0.85,0.87,0.81
0.82,0.85,0.85,0.82
0.85,0.87,0.87,0.82
0.87,0.82,0.88,0.77
0.81,0.85,0.85,0.79
0.83,0.83,0.84,0.78
0.78,0.80,0.83,0.77
0.78,0.79,0.79,0.76
0.80,0.81,0.82,0.76
0.79,0.85,0.85,0.79
0.85,0.85,0.87,0.85
0.83,0.82,0.85,0.80
0.83,0.84,0.84,0.81
0.80,0.85,0.85,0.80
0.85,0.84,0.97,0.80
0.84,0.86,0.87,0.82
0.87,0.78,0.87,0.78
0.82,0.80,0.82,0.78
0.82,0.81,0.84,0.81
0.80,0.83,0.86,0.80
0.86,0.81,0.86,0.75
0.79,0.83,0.86,0.79
0.86,0.80,0.86,0.78
0.79,0.77,0.81,0.77
0.77,0.81,0.82,0.77
0.73,0.81,0.81,0.73
0.79,0.79,0.81,0.75
0.77,0.80,0.80,0.73
0.78,0.80,0.80,0.76
0.80,0.79,0.80,0.77
0.78,0.78,0.79,0.76
0.78,0.78,0.80,0.77
0.80,0.76,0.80,0.76
0.75,0.78,0.79,0.68
0.74,0.73,0.78,0.73
0.71,0.73,0.75,0.71
0.73,0.74,0.74,0.72
0.72,0.77,0.77,0.72
0.74,0.74,0.92,0.72
0.75,0.77,0.77,0.68
0.75,0.73,0.75,0.73
nan,0.73,nan,nan
0.75,0.75,0.80,0.73
0.73,0.72,0.76,0.71
0.74,0.71,0.75,0.66
0.70,0.68,0.72,0.65
0.73,0.69,0.73,0.62
0.67,0.62,0.68,0.60
0.63,0.65,0.65,0.60
0.63,0.66,0.67,0.62
0.70,0.66,0.70,0.65
0.67,0.59,0.67,0.58
0.53,0.56,0.61,0.53
0.57,0.57,0.57,0.55
0.57,0.61,0.64,0.56
0.60,0.56,0.60,0.56
0.56,0.58,0.58,0.54
0.54,0.59,0.62,0.54
0.58,0.59,0.59,0.56
0.57,0.55,0.59,0.52
0.54,0.56,0.56,0.54
0.56,0.57,0.58,0.56
0.55,0.64,0.65,0.53
0.62,0.64,0.64,0.57
0.62,0.63,0.64,0.61
0.63,0.61,0.63,0.60
0.62,0.67,0.67,0.62
0.65,0.66,0.66,0.63
0.64,0.66,0.66,0.63
0.66,0.64,0.66,0.63
0.63,0.65,0.65,0.61
0.64,0.64,0.64,0.64
0.61,0.65,0.66,0.60
0.64,0.67,0.70,0.63
0.69,0.70,0.70,0.65
0.69,0.70,0.70,0.66
0.67,0.51,0.69,0.46
0.45,0.53,0.53,0.44
0.52,0.56,0.59,0.51
0.56,0.56,0.57,0.46
0.53,0.49,0.57,0.49
0.52,0.54,0.56,0.52
0.55,0.57,0.58,0.49
0.55,0.51,0.56,0.51
0.58,0.55,0.58,0.52
0.56,0.52,0.57,0.49
0.54,0.58,0.58,0.54
0.58,0.58,0.58,0.58
0.55,0.53,0.55,0.52
0.54,0.57,0.57,0.54
0.57,0.56,0.58,0.55
0.56,0.57,0.57,0.50
0.57,0.57,0.57,0.57
0.57,0.53,0.57,0.53
0.53,0.53,0.53,0.53
0.53,0.56,0.56,0.53
0.54,0.58,0.58,0.53
0.56,0.54,0.56,0.54
0.55,0.55,0.55,0.55
0.53,0.54,0.54,0.50
0.52,0.52,0.53,0.52
0.54,0.55,0.59,0.51
0.55,0.55,0.57,0.53
0.53,0.53,0.55,0.53
0.54,0.55,0.55,0.50
0.55,0.53,0.56,0.51
0.54,0.54,0.54,0.54
0.53,0.53,0.53,0.51
0.53,0.54,0.57,0.53
0.56,0.59,0.60,0.56
0.56,0.59,0.62,0.56
0.59,0.59,0.61,0.59
0.59,0.58,0.59,0.54
0.57,0.58,0.58,0.52
0.58,0.58,0.58,0.57
0.56,0.58,0.58,0.56
0.60,0.62,0.62,0.60
0.61,0.59,0.62,0.56
0.57,0.58,0.59,0.57
0.56,0.58,0.60,0.56
0.61,0.58,0.61,0.58
0.59,0.60,0.62,0.58
0.61,0.53,0.61,0.53
0.52,0.55,0.55,0.50
0.55,0.58,0.58,0.55
0.58,0.57,0.58,0.57
0.52,0.53,0.57,0.52
0.55,0.57,0.57,0.55
0.57,0.69,0.72,0.57
0.64,0.79,0.79,0.64
0.79,0.88,0.88,0.75
0.88,0.88,0.89,0.79
0.69,0.81,1.00,0.68
0.80,0.86,0.89,0.80
0.81,0.80,0.85,0.80
0.80,0.86,0.86,0.80
0.90,0.88,0.90,0.88
0.88,0.88,0.94,0.88
0.88,0.90,0.98,0.88
0.90,0.90,0.90,0.90
0.90,0.90,0.92,0.90
0.94,0.92,0.95,0.92
0.92,0.92,0.92,0.92
0.92,0.89,0.92,0.89
0.95,0.92,0.95,0.91
0.91,0.91,0.91,0.91
0.85,0.87,0.87,0.85
nan,0.87,nan,nan
0.87,0.89,0.89,0.87
0.89,0.86,0.89,0.85
nan,0.86,nan,nan
0.85,0.75,0.86,0.75
0.74,0.74,0.74,0.74
0.75,0.76,0.78,0.75
0.74,0.75,0.75,0.69
0.75,0.75,0.76,0.74
0.73,0.75,0.76,0.73
0.77,0.76,0.78,0.76
0.78,0.78,0.78,0.76
0.79,0.76,0.79,0.75
0.76,0.76,0.79,0.75
0.79,0.77,0.79,0.77
0.80,0.78,0.80,0.76
0.77,0.77,0.78,0.76
0.76,0.76,0.79,0.76
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.73
0.68,0.74,0.74,0.66
0.71,0.74,0.76,0.71
0.75,0.75,0.76,0.74
0.72,0.73,0.77,0.72
0.73,0.74,0.74,0.70
0.71,0.73,0.74,0.71
0.76,0.73,0.76,0.73
0.71,0.70,0.71,0.70
0.72,0.73,0.73,0.72
nan,0.73,nan,nan
0.75,0.72,0.75,0.70
0.71,0.71,0.71,0.71
0.72,0.72,0.72,0.72
0.74,0.72,0.75,0.72
0.72,0.72,0.72,0.72
nan,0.72,nan,nan
0.76,0.74,0.76,0.72
0.73,0.74,0.74,0.72
0.71,0.71,0.72,0.71
0.70,0.75,0.75,0.70
0.74,0.74,0.74,0.74
0.75,0.74,0.75,0.74
0.74,0.74,0.75,0.73
0.75,0.73,0.75,0.73
0.71,0.72,0.75,0.71
0.73,0.70,0.73,0.70
0.70,0.71,0.72,0.70
nan,0.71,nan,nan
0.74,0.72,0.74,0.72
0.71,0.71,0.71,0.71
0.71,0.74,0.74,0.70
0.71,0.70,0.71,0.69
0.70,0.72,0.72,0.70
nan,0.72,nan,nan
0.71,0.70,0.72,0.70
0.69,0.69,0.69,0.69
0.68,0.72,0.72,0.68
0.73,0.73,0.73,0.73
0.72,0.71,0.72,0.71
0.68,0.69,0.69,0.68
0.69,0.69,0.69,0.69
0.68,0.67,0.68,0.67
0.69,0.70,0.73,0.68
0.71,0.71,0.71,0.71
0.70,0.69,0.70,0.67
0.69,0.70,0.73,0.66
0.69,0.69,0.72,0.67
0.67,0.67,0.67,0.67
0.68,0.68,0.72,0.68
0.68,0.68,0.68,0.65
0.69,0.70,0.70,0.69
0.67,0.70,0.70,0.67
0.70,0.70,0.70,0.70
0.71,0.70,0.71,0.70
nan,0.70,nan,nan
0.73,0.71,0.73,0.70
0.67,0.69,0.71,0.67
0.68,0.67,0.69,0.67
0.70,0.70,0.70,0.68
0.71,0.71,0.71,0.71
0.69,0.71,0.71,0.69
0.70,0.71,0.71,0.67
0.70,0.71,0.71,0.69
0.71,0.70,0.71,0.68
0.67,0.70,0.71,0.67
0.70,0.69,0.70,0.69
0.71,0.72,0.72,0.70
0.72,0.73,0.73,0.70
0.70,0.72,0.74,0.70
nan,0.72,nan,nan
0.66,0.72,0.73,0.66
0.73,0.74,0.75,0.73
0.71,0.69,0.74,0.69
0.70,0.69,0.70,0.69
0.67,0.69,0.70,0.67
N/A,N/A,N/A,N/A
0.70,0.69,0.70,0.69
nan,0.69,nan,nan
0.68,0.68,0.68,0.68
0.68,0.70,0.70,0.68
0.69,0.69,0.69,0.69
0.70,0.69,0.70,0.68
0.69,0.71,0.71,0.69
0.63,0.70,0.95,0.63
0.68,0.69,0.72,0.66
0.67,0.69,0.71,0.67
0.67,0.69,0.70,0.66
0.69,0.71,0.71,0.66
0.72,0.71,0.72,0.69
0.69,0.72,0.73,0.69
0.72,0.72,0.72,0.72
0.72,0.73,0.73,0.72
0.74,0.74,0.74,0.70
0.75,0.79,0.79,0.75
0.79,0.75,0.79,0.75
0.75,0.78,0.78,0.75
0.76,0.76,0.76,0.76
0.77,0.77,0.79,0.74
0.77,0.75,0.77,0.75
nan,0.75,nan,nan
0.79,0.79,0.79,0.79
0.77,0.83,0.84,0.77
0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83
0.81,0.83,0.83,0.81
0.80,0.78,0.81,0.78
nan,0.78,nan,nan
0.77,0.80,0.80,0.76
0.81,0.81,0.81,0.81
0.76,0.76,0.76,0.76
0.78,0.79,0.79,0.78
0.81,0.80,0.83,0.80
0.83,0.80,0.83,0.76
0.79,0.79,0.79,0.79
0.77,0.76,0.77,0.76
0.79,0.79,0.79,0.79
0.76,0.79,0.79,0.76
0.78,0.79,0.82,0.75
0.76,0.81,0.81,0.75
0.77,0.78,0.78,0.77
0.82,0.82,0.82,0.82
0.80,0.81,0.81,0.80
0.83,0.82,0.83,0.79
0.79,0.80,0.82,0.77
0.77,0.80,0.80,0.76
0.78,0.78,0.79,0.76
0.76,0.78,0.79,0.75
0.81,0.77,0.81,0.77
0.79,0.79,0.81,0.75
0.80,0.81,0.83,0.80
0.81,0.84,0.84,0.81
0.85,0.87,0.87,0.85
0.87,0.87,0.87,0.83
0.87,0.86,0.87,0.86
0.84,0.85,0.87,0.84
0.86,0.86,0.87,0.86
nan,0.86,nan,nan
0.85,0.86,0.86,0.85
0.86,0.86,0.87,0.86
0.87,0.90,0.91,0.86
0.89,0.90,0.92,0.89
0.92,0.90,0.92,0.86
0.90,0.90,0.91,0.90
0.91,0.88,0.91,0.88
0.88,0.89,0.89,0.88
0.88,0.91,0.91,0.88
0.90,0.89,0.90,0.89
0.88,0.86,0.88,0.86
0.85,0.86,0.90,0.85
0.87,0.86,0.87,0.86
0.86,0.84,0.86,0.84
0.88,0.84,0.88,0.84
0.84,0.83,0.86,0.83
0.83,0.87,0.87,0.83
0.85,0.86,0.86,0.83
0.88,0.85,0.88,0.85
0.89,0.85,0.89,0.85
0.85,0.84,0.85,0.84
0.84,0.84,0.84,0.84
0.85,0.84,0.85,0.84
0.84,0.84,0.84,0.84
0.85,0.84,0.85,0.83
0.85,0.83,0.85,0.83
0.83,0.83,0.85,0.83
0.85,0.83,0.85,0.83
0.85,0.83,0.85,0.83
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.83,0.85,0.83
0.85,0.85,0.85,0.85
nan,0.85,nan,nan
0.85,0.81,0.85,0.75
0.82,0.81,0.82,0.81
0.82,0.83,0.83,0.82
0.83,0.84,0.84,0.83
0.83,0.82,0.83,0.82
0.83,0.84,0.84,0.83
0.82,0.82,0.82,0.82
0.83,0.84,0.84,0.83
0.84,0.82,0.84,0.82
0.82,0.83,0.83,0.82
0.82,0.82,0.82,0.82
0.84,0.82,0.84,0.82
0.82,0.83,0.83,0.82
0.82,0.82,0.83,0.82
0.83,0.81,0.83,0.81
0.82,0.83,0.84,0.82
0.84,0.82,0.84,0.82
0.82,0.80,0.84,0.80
0.83,0.83,0.83,0.81
0.84,0.80,0.84,0.80
0.81,0.83,0.84,0.81
