COOL,PolarityTE,NASDAQ
25.62,24.78,25.62,24.09
24.36,24.57,25.58,24.36
24.36,24.78,25.62,24.36
24.42,24.57,26.04,24.42
23.94,25.20,25.52,23.94
24.36,23.94,25.19,23.94
24.57,25.87,26.00,24.57
25.62,24.78,26.46,24.78
24.36,24.77,25.20,24.36
24.36,24.90,25.20,24.36
24.36,25.49,25.49,24.36
26.02,25.62,26.02,25.21
24.93,26.91,27.72,24.82
26.91,25.96,26.91,25.96
25.62,26.42,26.46,25.62
26.04,26.06,26.42,25.66
26.25,25.79,26.25,25.31
25.20,26.02,26.25,25.20
26.38,26.46,27.09,26.04
26.46,26.12,27.30,26.12
25.83,26.67,27.30,25.83
26.10,26.04,27.24,26.04
25.83,26.04,26.28,25.83
25.83,27.14,27.28,25.83
26.88,25.87,26.88,25.83
25.83,25.87,26.33,25.83
26.46,26.46,26.88,25.87
26.88,28.56,29.19,26.88
28.14,28.52,29.15,28.14
28.56,26.88,28.56,25.87
27.30,26.04,27.30,25.83
26.04,26.04,26.88,25.62
31.08,29.40,31.92,28.35
29.36,29.40,32.55,28.98
29.40,29.40,30.87,28.98
29.82,28.54,29.82,26.88
27.72,27.30,27.72,25.26
25.63,26.25,27.22,25.63
26.48,26.25,27.28,26.25
25.83,26.04,27.29,25.83
25.83,25.88,26.39,25.24
25.87,25.71,26.45,25.64
26.46,26.08,27.09,25.64
26.88,26.88,27.21,26.08
26.46,26.67,26.89,26.46
26.88,28.14,29.35,26.88
28.14,26.71,28.14,26.68
26.71,26.46,27.46,26.46
26.46,27.30,27.69,26.46
27.30,27.33,28.12,26.47
29.82,28.22,29.82,27.01
27.72,27.55,28.43,27.36
27.72,27.93,28.14,26.94
28.56,27.09,28.56,26.67
26.88,27.30,27.72,25.62
25.20,25.61,26.04,23.94
26.04,25.62,26.04,25.41
25.62,25.13,25.75,24.78
25.20,25.42,25.96,24.84
25.62,24.86,25.62,24.53
24.78,25.20,25.20,24.36
22.30,24.08,24.73,22.30
23.94,25.20,25.20,23.13
25.20,24.78,25.20,23.77
24.36,25.66,26.04,24.36
25.99,26.75,26.86,24.82
25.62,26.25,26.88,25.20
26.46,26.04,26.62,25.25
26.04,24.99,26.12,24.78
22.30,23.10,24.36,22.30
22.47,24.51,25.15,22.47
23.94,25.20,25.20,23.20
24.78,24.99,25.19,23.96
25.20,24.58,25.20,24.15
24.78,24.78,25.16,24.36
25.16,24.36,25.16,23.53
23.94,23.65,24.57,23.62
23.54,23.95,24.34,23.54
24.36,24.78,24.78,23.73
25.20,25.08,25.20,23.73
24.00,24.78,24.94,24.00
24.15,24.57,24.76,23.98
24.57,24.78,25.09,23.96
25.20,25.20,26.04,24.07
24.78,24.36,26.04,24.36
25.20,24.78,25.22,24.38
24.78,25.12,25.20,24.49
25.16,25.62,25.83,24.78
25.20,25.62,28.06,25.20
26.46,24.95,26.46,24.86
25.62,25.17,26.04,24.78
24.78,25.61,26.33,24.78
25.62,25.48,25.62,25.03
25.20,25.30,25.53,24.83
25.20,25.03,25.45,24.99
25.62,25.20,25.62,25.03
25.16,23.31,25.44,22.40
23.93,23.99,25.20,22.73
23.10,23.52,24.15,23.10
23.10,24.65,24.71,23.10
24.36,24.02,24.78,23.98
23.98,24.07,24.71,23.90
23.98,24.19,24.70,23.98
24.57,24.36,24.70,23.94
24.36,24.36,24.70,24.36
24.69,24.19,24.69,24.19
24.57,24.36,26.02,24.19
24.42,24.02,25.62,23.94
24.15,24.20,24.78,24.15
24.19,25.21,25.62,24.15
25.16,25.62,26.88,24.40
26.04,24.99,26.04,24.78
24.78,25.41,25.62,24.78
25.20,24.82,25.96,24.82
24.78,25.20,25.57,24.78
24.78,25.33,26.02,24.78
26.04,25.20,26.04,24.83
24.81,25.20,25.20,24.36
24.36,24.40,25.21,24.36
24.36,25.62,25.62,24.36
24.51,25.16,25.83,24.44
24.78,25.15,25.61,24.78
24.95,24.78,25.28,24.51
24.36,25.28,25.41,24.36
24.57,25.54,25.62,24.57
25.20,25.41,25.62,24.58
24.85,24.74,25.61,24.57
24.57,24.36,24.78,24.36
24.36,25.09,25.20,24.36
24.46,24.78,24.78,23.94
24.36,24.57,24.78,24.04
24.02,23.63,24.70,21.46
23.94,24.28,24.36,23.10
23.94,24.79,25.20,23.73
24.36,24.78,25.20,24.36
23.10,24.15,24.74,23.10
24.15,23.52,24.36,23.52
23.52,23.94,23.95,23.52
23.52,27.72,28.56,23.52
29.40,31.07,31.50,27.80
31.08,30.20,31.91,28.63
29.82,29.78,31.29,29.40
30.45,30.24,31.88,28.98
25.20,24.11,25.20,23.52
23.94,24.07,24.20,23.52
24.36,25.20,25.20,23.73
24.78,24.11,24.93,24.02
24.07,24.37,24.75,24.07
24.37,24.73,24.78,24.15
24.36,23.94,24.56,23.73
23.73,23.18,23.73,21.84
23.10,23.31,23.94,22.26
22.68,22.73,23.52,22.68
22.68,22.84,23.52,22.26
22.26,22.64,22.68,22.26
22.26,23.10,23.10,22.26
22.47,23.23,23.23,22.47
23.08,22.72,23.10,22.51
23.52,22.89,23.52,22.47
22.89,22.64,23.10,21.84
22.68,23.52,23.52,22.26
23.10,22.48,23.10,22.47
22.26,22.39,22.68,22.26
22.39,23.10,23.47,22.39
23.35,23.10,23.35,22.47
23.10,22.89,23.10,22.68
23.10,22.68,23.10,22.68
22.33,22.89,22.89,22.33
22.43,22.05,23.10,21.84
21.84,22.68,22.89,21.84
22.68,22.26,22.68,21.84
21.84,22.26,22.63,21.84
22.26,22.26,22.64,22.26
22.29,22.30,22.67,22.28
22.26,22.05,22.65,21.97
21.84,22.27,23.52,21.84
23.52,23.51,23.52,22.47
22.89,22.74,23.47,21.92
22.68,22.68,23.52,21.84
22.37,22.05,23.94,22.05
22.63,22.26,22.81,22.26
22.26,22.56,22.89,22.26
21.08,20.25,21.76,19.35
20.58,19.32,20.58,19.32
19.38,21.00,21.00,19.32
20.16,19.31,20.58,18.90
19.32,19.53,20.12,19.32
19.74,19.15,20.07,19.11
18.98,19.74,20.12,18.98
19.70,19.19,19.70,18.69
19.32,20.79,21.63,18.96
20.58,18.74,20.58,18.69
18.90,18.69,18.95,18.69
19.11,18.48,19.11,18.27
18.27,17.01,18.89,15.54
16.38,17.47,18.34,16.38
17.22,16.78,17.22,16.59
17.22,16.77,17.22,16.43
16.38,16.38,16.78,15.62
15.54,15.86,16.34,15.54
15.54,17.66,17.85,15.54
16.42,17.43,17.85,16.09
17.03,16.16,17.20,15.55
16.38,15.85,17.64,15.60
15.60,15.75,16.51,15.60
15.58,15.96,18.06,15.54
17.22,18.19,18.90,16.66
18.88,17.64,18.90,16.17
18.84,17.22,18.84,16.11
18.46,17.64,18.69,16.38
17.64,16.93,17.93,16.80
17.64,16.88,17.64,16.54
16.80,16.85,17.56,16.80
17.56,16.59,17.56,16.38
16.39,16.80,17.51,16.39
16.38,16.80,17.43,16.25
17.14,17.22,18.90,16.80
17.22,17.05,18.14,16.59
17.22,16.80,17.43,16.59
16.80,16.80,17.20,16.78
16.99,17.22,17.43,16.47
16.70,16.72,17.47,16.49
18.06,18.06,18.19,16.51
17.64,16.63,17.64,16.61
17.22,16.44,17.22,16.43
17.22,15.96,17.22,15.96
15.98,15.96,16.59,15.59
15.21,15.62,15.96,14.73
15.12,15.88,15.96,15.12
15.56,15.54,15.75,15.12
15.96,15.67,15.96,15.33
15.33,15.54,15.67,15.33
15.33,15.75,15.83,15.33
15.54,15.33,15.54,15.15
15.12,14.72,15.17,13.86
14.72,14.51,15.33,14.49
13.86,13.99,14.54,13.04
13.44,13.44,14.49,13.44
13.44,13.44,13.86,13.44
13.02,13.40,13.73,13.02
13.02,13.31,13.78,12.60
12.81,13.13,13.44,12.81
13.23,13.23,13.23,12.60
11.76,12.60,12.89,11.76
11.76,11.72,12.60,10.58
11.76,12.23,12.60,11.35
13.02,11.88,13.02,10.56
11.34,11.22,11.88,10.20
11.22,10.62,11.22,10.38
10.26,10.50,10.50,9.90
10.08,10.32,11.04,10.08
10.26,11.40,11.40,10.08
11.40,11.14,11.64,10.98
10.98,10.56,11.28,10.08
10.20,10.44,10.80,10.20
10.26,10.50,10.50,10.26
10.50,15.00,17.40,10.50
14.40,13.56,14.64,13.50
13.50,13.86,13.92,13.50
13.92,15.36,15.90,13.92
15.30,14.52,15.30,14.40
14.10,13.02,14.30,12.72
12.60,12.90,13.26,12.13
13.26,13.02,13.62,12.96
12.42,12.66,13.08,12.30
12.60,12.54,13.02,12.36
12.72,13.02,13.38,12.60
13.14,12.48,13.98,12.42
12.54,11.82,12.60,11.64
11.58,11.70,12.90,11.46
12.00,11.46,12.00,11.40
11.34,11.04,11.34,10.92
11.10,10.86,11.22,10.74
10.80,10.98,11.70,10.80
10.80,11.40,11.70,10.80
11.22,11.40,11.76,11.10
11.22,11.04,11.22,10.80
10.86,10.92,10.98,10.62
10.74,10.80,11.08,10.56
10.80,10.80,11.04,10.62
10.56,10.26,10.68,9.72
10.08,9.96,10.20,9.90
10.20,9.78,10.20,9.60
9.96,10.20,11.34,9.81
10.50,10.14,10.56,9.86
9.76,10.02,10.02,9.76
9.90,9.72,10.14,9.48
9.72,9.66,9.72,9.60
9.54,9.18,9.54,9.12
9.36,9.24,9.84,9.18
9.18,9.06,9.84,8.82
8.94,9.12,9.54,8.76
8.94,9.42,9.48,8.94
9.42,9.42,9.54,9.18
9.30,9.48,9.54,9.24
9.48,9.36,9.61,9.30
9.60,9.24,9.60,9.24
9.21,9.36,9.54,9.21
9.48,9.18,9.54,9.12
10.02,9.36,10.02,9.00
9.48,9.24,9.54,9.24
9.48,9.36,9.48,9.00
9.48,9.42,9.48,9.36
9.24,9.42,9.72,9.24
9.90,10.20,10.74,9.60
10.38,11.04,12.12,9.96
11.40,10.92,11.48,10.44
10.62,10.62,10.86,10.62
10.62,10.38,10.62,10.26
10.32,10.56,10.87,10.32
10.50,10.98,11.40,10.50
9.00,8.82,9.30,8.40
8.82,8.70,8.82,8.52
8.64,8.58,8.76,8.52
8.52,8.22,9.00,8.22
8.22,8.04,8.46,7.98
7.86,7.74,8.52,7.50
7.56,7.44,8.28,7.38
7.50,7.26,7.50,7.20
7.14,6.90,7.44,6.66
6.60,6.48,6.90,6.24
6.36,6.36,6.90,6.12
6.30,6.24,6.42,6.00
6.30,6.30,6.60,6.00
6.06,6.42,6.90,6.06
6.90,6.48,6.90,6.18
6.54,6.06,6.54,6.06
6.19,5.64,6.19,5.64
6.14,5.28,6.37,5.28
5.58,5.70,5.94,5.34
5.88,5.70,5.88,5.40
5.46,5.40,5.64,5.16
5.39,5.24,5.70,4.81
5.16,5.16,5.40,5.16
5.16,4.86,5.70,4.86
5.22,5.08,5.22,4.62
5.04,5.40,5.46,4.74
5.51,5.40,5.52,5.33
5.64,5.76,5.82,5.40
6.00,5.64,6.12,5.46
5.76,6.12,6.12,5.70
5.94,6.12,6.60,5.94
6.30,7.92,8.40,6.30
8.28,7.86,8.67,7.32
7.51,8.04,8.04,6.96
7.44,7.26,8.10,6.24
7.14,7.14,7.38,6.56
7.14,7.26,8.40,7.14
7.26,7.29,7.74,7.02
6.90,6.06,7.07,5.70
6.00,5.94,6.78,5.92
6.12,6.00,6.12,5.92
5.94,5.53,6.06,5.46
5.40,5.82,5.94,5.40
5.70,5.40,5.70,5.22
5.16,4.56,5.40,4.09
4.32,4.32,4.50,4.08
4.20,3.72,4.26,3.48
3.54,3.75,3.75,3.42
3.90,4.14,4.26,3.60
4.20,4.38,4.47,4.02
4.20,4.08,4.38,3.94
4.27,3.84,4.27,3.72
4.20,4.08,4.20,3.78
4.08,3.66,4.08,3.60
3.66,4.08,4.23,3.66
4.02,4.38,4.68,3.90
4.38,4.08,4.68,3.72
4.27,4.26,4.38,3.90
4.14,4.02,4.50,3.84
4.20,4.14,4.38,3.84
4.38,3.84,4.38,3.78
4.08,4.08,4.26,3.84
4.08,4.00,4.26,3.90
4.02,3.78,4.20,3.78
3.72,3.54,3.94,3.43
3.60,3.54,3.60,3.30
3.61,5.40,5.64,3.61
5.70,5.34,5.70,4.92
5.34,5.47,5.98,4.57
5.64,6.06,6.42,5.64
6.30,6.90,7.80,6.30
7.26,7.14,7.68,6.30
7.14,7.38,7.86,6.84
7.32,7.62,9.54,7.32
7.62,7.56,7.98,7.08
7.32,7.26,7.44,6.60
7.38,7.26,8.04,7.26
7.26,7.02,7.68,6.67
7.36,7.20,7.44,6.96
7.26,7.08,7.38,6.72
7.18,6.90,7.20,6.90
6.90,6.78,7.38,6.42
5.80,6.60,7.38,5.80
6.54,6.82,7.20,6.54
7.08,6.90,7.14,6.90
6.38,6.78,7.14,6.38
6.54,6.54,6.90,6.42
6.84,6.66,7.26,6.62
6.42,7.92,8.70,6.42
8.10,8.22,8.40,6.90
7.92,8.58,8.76,7.86
8.65,7.98,8.76,7.98
7.86,7.80,8.16,7.19
7.80,8.28,8.58,7.80
5.46,7.20,8.07,5.34
7.02,7.32,7.74,7.02
7.56,8.34,8.34,6.60
8.10,7.98,8.28,7.80
8.19,7.44,8.40,7.20
7.08,7.44,7.44,7.02
7.32,7.32,7.65,7.26
7.50,7.14,7.50,6.90
6.96,6.90,7.08,6.60
6.96,7.14,7.26,6.84
7.14,7.14,7.38,6.82
7.14,6.90,7.20,6.48
6.66,6.72,7.08,6.36
7.14,6.90,7.14,6.72
6.90,6.84,7.02,6.84
7.14,6.96,7.14,6.66
6.90,6.90,7.08,6.49
6.90,6.96,7.08,6.90
6.96,6.72,7.20,6.60
6.54,7.14,7.32,6.54
7.26,7.08,7.26,6.78
6.90,7.44,7.44,6.78
7.38,6.96,7.38,6.48
7.20,6.96,7.20,6.60
6.72,6.54,6.96,6.54
6.78,6.48,6.78,6.30
6.42,6.12,6.60,6.06
6.06,6.18,6.42,5.71
5.70,6.18,6.36,5.70
6.00,6.54,6.78,6.00
6.54,6.42,6.54,6.18
6.30,6.42,6.42,6.18
6.06,6.42,6.54,6.00
6.30,6.36,6.36,5.66
6.18,6.60,6.78,5.62
6.60,6.72,7.08,6.60
5.77,6.36,7.08,5.77
6.79,6.48,6.81,6.00
6.36,6.72,6.83,6.06
6.30,6.78,6.78,6.30
6.62,6.84,6.89,6.30
6.60,6.48,6.78,6.42
6.48,6.78,7.02,6.48
6.60,6.78,6.78,6.60
6.60,6.54,7.08,6.36
6.60,6.60,6.78,6.54
6.60,6.51,6.72,6.51
6.72,6.95,7.02,6.72
6.84,6.90,7.44,6.84
6.72,7.20,7.26,6.48
7.20,7.14,7.20,6.78
6.96,6.96,7.20,6.90
7.06,7.02,7.20,6.96
6.90,7.20,7.38,6.90
7.44,9.36,10.38,7.38
10.50,9.66,14.22,9.24
9.00,8.40,9.30,8.16
8.34,8.40,9.60,8.34
9.06,8.06,9.06,7.80
7.80,7.80,8.04,7.44
7.68,7.80,8.34,7.50
7.74,7.56,7.80,7.26
7.39,8.28,9.23,7.02
8.28,8.34,8.82,7.80
7.98,8.16,8.76,7.68
8.10,8.34,8.40,7.80
8.58,8.70,8.94,7.92
8.64,8.34,9.00,8.34
8.34,8.58,8.82,8.34
8.82,8.76,8.88,8.46
9.06,8.88,9.32,8.70
8.46,8.52,8.76,8.16
8.58,8.70,9.06,8.52
8.70,8.52,8.88,8.44
8.70,8.70,9.24,8.52
8.76,8.55,8.94,8.53
8.64,8.58,8.70,8.40
8.47,8.68,8.76,8.40
8.52,8.40,8.70,7.95
8.34,8.04,8.64,7.56
8.16,9.12,10.26,8.04
8.88,8.52,9.24,8.40
8.46,8.34,8.58,8.28
8.16,8.28,9.12,7.80
8.58,8.16,8.58,8.16
8.28,8.52,8.82,8.04
8.52,8.34,8.58,8.16
8.52,8.46,8.52,8.16
8.52,8.34,8.76,8.16
8.40,8.52,8.82,8.34
8.16,8.22,8.64,8.16
8.10,8.22,8.52,8.10
8.10,8.16,8.52,8.10
8.04,8.16,8.52,8.04
8.04,8.34,8.40,8.04
8.16,8.28,8.40,8.04
8.04,8.04,8.46,8.04
7.50,7.74,7.92,6.96
7.80,7.56,7.80,7.26
7.56,7.14,7.56,7.08
7.08,7.32,7.80,7.08
7.14,7.20,7.56,7.14
7.08,6.96,7.80,6.96
6.90,7.32,8.40,6.90
7.68,8.82,9.90,6.54
8.34,8.40,8.88,7.92
8.46,8.58,10.38,8.36
8.58,8.88,9.24,8.32
8.52,9.60,10.02,7.98
9.84,9.24,9.84,8.52
9.30,9.30,9.48,9.24
9.00,8.88,9.18,8.52
9.30,9.24,9.72,9.09
9.30,9.24,9.37,8.64
9.24,8.76,9.48,8.72
8.94,8.88,9.24,8.58
8.94,8.70,9.24,8.70
8.94,8.70,8.94,8.52
8.76,8.70,8.76,8.40
8.52,8.40,8.52,8.10
8.34,8.58,8.94,8.28
8.40,8.88,9.30,8.40
8.88,8.58,9.12,8.46
8.48,8.10,8.53,7.98
8.64,8.52,8.70,8.52
8.64,9.06,9.12,8.64
9.06,8.94,9.06,8.58
8.70,8.76,9.00,8.58
8.88,8.70,9.04,8.40
8.56,8.58,8.70,8.56
8.52,8.64,8.69,8.40
8.46,8.10,8.46,6.60
7.12,7.68,8.07,7.12
7.56,9.00,9.24,6.48
8.34,8.92,9.12,8.34
8.64,9.12,9.18,8.46
8.76,8.64,8.84,8.64
8.53,8.52,8.76,8.52
8.58,7.98,8.58,7.92
8.11,8.52,8.58,7.86
8.16,7.86,8.52,7.86
8.22,8.04,8.28,7.98
7.44,7.26,7.44,7.20
7.14,7.62,7.86,7.14
7.92,7.50,7.92,7.40
7.95,7.68,7.95,7.20
7.79,7.68,7.92,7.62
7.68,7.81,7.86,7.68
7.20,7.80,7.92,7.20
7.74,7.50,7.80,7.37
7.56,7.50,7.86,7.50
7.38,7.26,7.38,7.20
7.20,7.56,8.10,6.78
7.56,7.38,8.04,7.32
7.38,7.80,8.10,7.08
7.44,7.62,7.74,7.44
7.92,8.10,8.10,7.62
8.34,8.82,10.50,8.34
9.00,8.10,9.00,7.80
8.04,8.10,8.34,7.86
7.92,11.52,11.52,7.56
8.10,9.36,9.60,8.10
9.36,8.94,9.36,8.70
9.00,8.88,9.00,8.40
8.45,8.52,8.82,8.40
8.88,8.28,8.94,8.22
8.22,7.56,8.52,7.50
8.04,7.44,8.28,7.44
7.32,7.32,7.98,7.32
7.74,7.68,8.34,7.38
8.04,8.52,8.58,8.03
8.82,8.64,9.21,8.46
9.12,8.70,9.12,8.21
8.76,8.40,8.76,8.40
8.22,8.20,8.70,8.10
8.16,7.80,8.16,7.56
7.74,7.74,8.22,7.71
7.74,8.04,8.10,7.74
8.10,8.16,8.16,7.74
8.34,8.34,8.40,7.86
8.22,8.04,8.40,8.04
7.86,7.92,8.22,7.62
7.68,7.68,7.92,7.68
7.84,7.50,8.10,7.32
7.54,7.59,7.80,7.38
7.80,7.80,8.40,7.20
8.04,7.56,8.04,7.38
7.96,7.80,7.96,7.80
7.68,7.68,7.68,7.50
7.50,7.68,7.68,7.50
7.56,7.56,7.66,7.56
7.56,7.62,7.87,7.44
7.32,7.67,8.10,7.20
7.50,7.56,7.86,7.44
7.50,7.50,7.50,7.50
7.74,7.62,7.74,7.62
7.50,7.62,7.92,7.50
7.62,7.68,7.76,7.62
7.62,7.50,7.62,7.40
7.38,7.20,7.59,7.20
7.20,7.56,7.62,7.20
7.20,7.33,7.35,7.20
7.38,7.38,7.38,7.20
7.20,7.02,7.50,7.02
7.20,7.41,7.41,6.72
7.32,7.44,7.44,7.31
7.26,6.66,7.26,6.48
6.60,6.77,7.14,6.60
7.14,6.90,7.14,6.89
N/A,N/A,N/A,N/A
7.08,6.75,7.08,6.60
6.90,6.90,7.38,6.90
7.20,7.08,7.24,7.08
6.97,6.72,7.02,6.63
6.90,6.72,6.96,6.54
6.60,6.48,6.72,6.48
6.59,6.90,6.90,6.54
6.57,6.60,6.61,6.48
6.60,6.30,6.60,6.30
6.48,6.30,6.48,6.30
6.30,6.54,6.60,6.30
6.60,6.48,6.60,6.36
6.54,6.48,6.80,6.36
N/A,N/A,N/A,N/A
6.30,6.54,6.70,6.30
6.40,6.30,6.54,6.30
6.30,6.27,6.42,6.24
6.18,6.18,6.42,6.18
6.24,6.38,6.43,6.24
6.24,6.24,6.42,6.11
5.53,6.35,6.60,5.04
6.18,6.18,6.34,6.12
6.15,6.24,6.42,6.12
6.54,6.18,6.54,6.18
6.26,6.12,6.26,5.88
7.92,9.79,13.68,7.02
9.00,7.80,9.00,7.26
8.10,8.04,8.46,7.32
8.28,7.56,8.64,7.50
7.98,8.70,9.72,7.74
9.42,8.82,10.02,8.34
9.54,8.28,9.54,7.50
7.50,6.84,7.84,6.60
4.81,4.32,5.82,4.20
4.14,3.96,4.25,3.68
3.96,4.32,4.56,3.96
4.44,5.46,5.70,4.38
5.40,5.16,6.12,4.92
5.40,5.22,5.52,5.22
5.22,4.89,5.57,4.44
4.80,4.56,5.34,4.44
4.98,4.56,4.98,4.56
4.79,4.67,5.03,4.62
4.77,4.50,4.86,4.44
4.50,4.24,4.50,4.20
4.40,4.59,4.68,4.40
4.70,4.92,5.06,4.56
4.68,4.68,4.73,4.68
4.20,4.34,4.44,4.20
4.44,4.36,4.73,4.20
4.32,4.68,4.74,4.20
4.44,4.68,4.92,4.44
4.54,4.62,4.92,4.50
4.50,4.58,4.80,4.50
4.50,4.74,4.74,4.50
4.50,4.50,4.74,4.50
4.50,4.73,5.10,4.50
4.79,4.74,4.86,4.62
4.74,4.67,4.74,4.38
4.51,4.65,4.67,4.50
4.66,4.50,4.66,4.50
4.55,4.67,4.73,4.55
4.69,4.57,4.74,4.57
4.68,4.68,4.76,4.67
4.80,4.80,4.92,4.80
4.68,4.83,5.04,4.68
4.80,4.80,4.92,4.74
4.80,4.80,4.98,4.80
4.79,4.76,4.80,4.74
4.86,4.75,5.01,4.74
4.75,4.71,4.86,4.62
4.81,4.66,4.92,4.62
4.74,4.71,4.74,4.50
4.62,4.56,4.62,4.50
4.56,4.52,4.56,4.50
4.50,4.44,4.50,4.32
4.62,5.40,5.58,4.62
5.40,5.39,5.94,4.92
5.39,5.28,5.52,5.04
5.40,5.34,5.46,5.16
5.52,5.52,5.94,5.34
5.52,5.22,5.70,5.22
5.51,5.46,5.69,5.22
5.52,5.10,5.59,5.10
5.34,5.34,5.52,5.34
5.52,5.40,5.88,5.40
5.64,5.40,5.76,5.40
5.56,5.42,5.70,5.40
5.52,5.40,5.64,5.40
5.58,5.38,5.58,5.34
5.52,5.38,5.64,5.38
5.52,5.45,5.52,4.51
5.46,5.34,5.46,5.22
5.52,5.46,5.82,5.28
5.64,5.40,5.67,5.40
5.46,5.15,5.52,5.04
5.04,4.77,5.45,4.74
4.92,4.50,5.04,4.50
4.68,4.71,4.73,4.49
4.86,4.80,5.04,4.74
4.92,4.80,4.98,4.80
4.92,4.97,4.98,4.80
4.97,4.92,5.04,4.80
4.86,5.10,5.10,4.86
5.16,4.98,5.16,4.80
5.10,4.98,5.16,4.98
5.04,4.98,5.28,4.80
4.98,4.71,4.98,4.68
4.92,4.80,4.92,4.63
4.80,4.80,4.80,4.56
4.74,4.86,4.92,4.74
5.04,5.16,5.16,4.80
5.16,5.34,5.34,5.16
4.98,5.40,5.58,4.98
5.56,5.40,5.58,5.40
5.55,5.88,6.30,5.34
6.00,5.82,6.18,5.70
6.06,5.58,6.12,5.40
5.46,5.46,5.73,5.40
5.40,5.41,5.64,5.40
5.40,5.10,5.64,5.06
4.98,5.10,5.57,4.98
5.19,5.04,5.19,4.98
5.22,5.23,5.34,4.92
5.40,5.28,5.40,5.04
5.40,5.10,5.46,5.10
5.10,5.22,5.34,5.10
5.28,5.10,5.40,5.10
5.16,5.10,5.22,5.10
5.28,5.22,5.28,4.98
5.16,5.13,5.16,4.98
5.28,5.19,5.40,5.16
5.28,5.28,5.36,5.10
5.33,5.28,5.34,5.10
5.10,4.92,5.39,4.81
5.02,4.89,5.16,4.68
4.98,4.86,5.04,4.74
4.86,4.91,4.92,4.57
4.56,4.77,5.02,4.56
4.63,4.68,4.95,4.56
4.68,4.75,4.86,4.68
4.86,4.76,4.86,4.57
4.78,4.80,4.85,4.63
4.68,4.50,4.80,4.50
4.63,4.43,4.74,4.38
4.38,4.35,4.74,4.26
4.56,4.20,4.56,4.02
4.33,4.20,4.38,4.02
4.41,4.41,4.41,4.26
4.50,4.53,4.73,4.03
4.62,4.01,4.62,3.67
3.90,4.31,4.31,3.89
4.44,4.32,4.44,4.02
4.44,4.44,4.50,4.33
4.62,5.16,5.27,4.38
5.34,4.86,5.34,4.56
4.38,4.76,4.98,4.38
4.74,4.65,4.92,4.44
4.82,4.77,4.86,4.62
4.77,4.70,4.80,4.62
4.62,4.62,4.70,4.56
4.56,4.58,4.70,4.44
4.50,4.60,4.68,4.47
4.68,4.60,4.68,4.50
4.74,4.56,4.74,4.52
4.53,4.41,4.64,4.34
4.34,4.37,4.49,4.32
4.32,4.26,4.50,4.17
4.05,4.03,4.06,3.70
4.28,4.02,4.28,3.79
3.92,3.96,3.99,3.81
3.97,4.20,4.50,3.87
4.16,4.06,4.19,4.02
4.10,4.04,4.10,3.95
3.94,3.77,4.02,3.74
3.94,3.77,3.94,3.40
3.73,3.75,3.77,3.61
3.71,3.74,3.85,3.65
3.73,3.71,3.87,3.53
3.71,3.74,3.86,3.70
3.80,3.74,3.80,3.63
N/A,N/A,N/A,N/A
3.60,3.66,3.70,3.60
3.62,3.67,3.67,3.58
3.66,3.60,3.66,3.52
3.58,3.49,3.60,3.45
3.51,3.64,3.66,3.46
3.68,3.75,3.98,3.49
3.78,3.99,4.18,3.70
4.08,4.00,4.37,3.97
3.99,3.84,3.99,3.82
3.84,3.75,4.01,3.70
3.85,3.70,3.89,3.63
3.55,3.71,3.82,3.55
3.75,3.64,3.80,3.60
3.63,3.70,3.71,3.63
3.71,3.59,3.71,3.59
3.61,3.56,3.62,3.56
3.69,3.60,3.69,3.51
3.51,3.60,3.75,3.51
3.59,3.58,3.65,3.50
3.55,3.40,3.55,3.24
3.45,3.40,3.46,3.35
3.30,3.36,3.40,3.28
3.36,3.35,3.36,3.35
3.35,3.34,3.38,3.34
3.36,3.31,3.36,3.30
3.31,3.19,3.33,3.16
3.17,3.12,3.24,3.05
3.11,3.07,3.16,3.06
3.08,3.12,3.25,3.03
3.17,3.47,3.49,3.13
3.48,3.42,3.60,3.33
3.40,3.28,3.54,3.28
3.33,3.59,3.59,3.33
3.59,3.56,3.87,3.45
3.53,3.34,3.66,3.30
3.31,3.56,3.59,3.31
3.54,3.45,3.60,3.35
3.45,3.33,3.45,3.31
3.33,3.33,3.36,3.28
3.31,3.20,3.47,3.18
3.21,3.19,3.37,3.19
3.29,3.22,3.29,3.21
3.24,3.25,3.29,3.18
3.18,3.24,3.32,3.10
3.25,3.26,3.30,3.23
3.26,3.21,3.26,3.17
3.27,3.37,3.37,3.20
3.37,3.41,3.41,3.31
3.39,3.43,3.47,3.25
3.40,3.53,3.54,3.27
3.50,3.58,3.69,3.49
3.60,3.39,3.70,3.39
3.42,3.30,3.53,3.25
3.30,3.01,3.36,3.01
3.03,2.89,3.18,2.61
2.86,2.79,3.15,2.73
2.92,2.97,3.00,2.77
2.90,3.04,3.09,2.90
3.06,2.95,3.06,2.87
2.95,3.15,3.15,2.95
3.05,3.28,3.34,3.05
3.31,3.36,3.37,3.25
3.35,3.53,3.60,3.35
3.63,3.41,3.64,3.30
3.46,3.32,3.52,3.30
3.37,3.13,3.46,3.13
3.14,3.33,3.41,3.14
3.31,3.25,3.31,3.21
3.17,3.16,3.28,3.16
3.22,3.24,3.43,3.16
3.28,3.26,3.35,3.26
3.24,3.23,3.28,3.13
3.23,3.15,3.23,3.15
3.17,3.18,3.20,3.14
3.12,3.09,3.13,3.02
3.12,3.13,3.14,3.12
