VSS,Vanguard FTSE All-Wld ex-US SmCp Idx ETF,NASDAQ
94.12,92.53,94.21,92.49
90.81,89.18,90.89,88.93
89.60,89.44,90.37,88.29
86.76,86.93,87.25,85.83
87.18,87.58,87.76,86.35
88.24,88.42,88.49,88.01
88.93,89.40,89.50,88.75
89.14,89.23,89.74,88.61
89.93,90.19,90.67,89.93
90.10,89.75,90.52,89.35
89.42,89.96,90.19,89.07
90.17,90.05,90.23,89.25
90.05,90.45,90.67,90.04
90.94,90.81,91.90,90.15
90.72,90.82,91.50,90.65
92.45,93.47,93.50,92.41
93.10,92.94,93.19,92.66
93.45,93.74,93.79,93.18
93.42,93.88,93.92,93.30
94.06,93.97,94.30,93.72
94.20,94.26,94.48,94.08
94.11,94.41,94.47,93.98
94.79,95.03,95.17,94.57
95.48,95.56,95.72,95.10
95.67,95.00,95.67,94.67
94.78,95.35,95.43,94.69
94.83,95.20,95.20,94.28
94.57,94.36,94.70,94.00
94.76,94.11,94.76,93.98
93.89,93.85,94.54,93.51
95.00,95.27,95.39,94.52
95.15,95.59,95.70,94.96
95.73,95.84,95.97,95.59
95.94,95.52,95.95,95.35
95.00,94.99,95.28,94.49
95.60,96.60,96.67,95.54
96.56,96.62,96.76,96.30
96.23,96.43,96.61,96.03
96.62,96.60,96.76,96.07
96.56,96.76,96.92,96.41
95.86,95.99,96.08,95.13
96.40,96.16,96.68,96.16
96.41,95.44,96.41,95.44
95.17,95.21,95.58,95.00
94.82,94.31,94.96,94.16
94.90,95.05,95.21,94.78
95.13,95.76,95.76,95.00
95.53,95.13,95.69,95.00
93.89,93.12,94.31,93.10
92.94,93.06,93.53,92.63
93.66,93.45,93.82,93.33
93.01,92.91,93.41,92.68
94.90,94.25,95.00,93.98
94.34,95.12,95.17,94.02
95.08,95.29,95.34,94.79
95.96,95.97,96.20,95.39
96.29,97.49,97.50,96.29
98.00,98.26,98.26,97.79
98.03,98.57,98.57,97.87
98.19,97.71,98.34,97.67
98.04,98.34,98.34,97.80
99.06,99.04,99.55,98.92
99.00,99.06,99.21,98.83
98.81,101.68,101.68,98.60
101.66,101.00,101.66,100.81
100.93,99.84,100.97,99.84
99.45,99.40,99.59,98.86
99.42,99.53,99.92,99.25
99.43,99.73,99.92,99.30
99.87,99.93,100.09,99.44
99.77,99.67,99.87,99.50
99.00,99.34,99.61,98.95
99.36,100.25,100.34,99.01
100.03,100.46,100.46,99.75
100.37,99.80,100.59,99.50
99.80,100.23,100.31,99.80
99.17,99.34,99.61,98.52
99.43,98.28,99.47,98.25
98.81,98.87,99.01,98.17
99.85,100.60,100.63,99.30
100.33,100.81,100.85,100.10
100.01,101.18,101.33,100.01
100.97,100.54,101.07,100.47
100.95,101.30,101.39,100.82
101.80,102.64,102.76,101.55
103.14,103.16,103.89,102.73
103.47,103.41,103.73,103.24
104.05,104.30,104.49,104.03
103.55,103.26,103.94,103.07
104.00,103.81,104.00,103.48
103.56,103.64,103.64,103.36
103.29,103.14,103.49,103.07
103.50,103.43,103.62,103.16
103.75,103.19,103.75,102.74
103.19,102.89,103.41,102.63
102.62,102.44,102.97,102.01
102.75,102.89,102.89,102.30
102.05,101.49,102.16,101.46
102.19,101.96,102.49,101.69
101.74,100.48,101.74,100.28
100.32,100.85,100.92,100.01
100.75,100.70,100.90,100.28
100.50,100.06,100.53,99.90
99.46,100.42,100.42,99.30
100.72,101.17,101.25,100.37
101.77,101.73,101.95,101.42
102.45,101.52,102.45,101.44
101.28,101.40,101.80,101.25
101.43,100.80,101.67,100.60
100.59,100.86,100.99,100.54
101.21,100.91,101.36,100.79
100.98,100.90,101.36,100.77
100.90,101.43,101.58,100.90
102.00,102.01,102.07,101.60
102.05,102.36,102.48,102.05
102.25,101.93,102.41,101.48
101.36,101.12,102.36,100.71
100.47,100.97,101.06,100.20
100.93,100.83,101.15,100.64
101.31,102.09,102.17,101.31
101.75,102.09,102.18,101.70
102.23,102.18,102.25,101.71
102.03,101.14,102.20,100.96
100.95,100.57,100.95,100.01
100.62,100.88,100.90,100.38
101.24,101.29,101.50,100.95
100.79,100.92,101.15,100.51
101.31,102.03,102.42,100.63
101.27,101.10,101.49,100.79
99.79,99.65,100.20,99.23
100.46,100.00,100.62,99.71
99.98,100.78,100.78,99.75
101.02,101.01,101.12,100.75
101.65,101.30,101.77,101.07
101.99,102.40,102.47,101.50
102.40,102.94,103.03,102.22
102.22,101.34,102.27,101.31
101.96,102.16,102.49,101.85
102.66,102.37,102.66,102.22
102.68,102.66,102.72,102.50
102.71,102.64,102.89,102.50
102.88,102.44,102.88,102.00
103.02,103.82,103.97,101.37
103.79,103.14,103.79,102.92
103.57,103.87,103.90,103.28
103.80,103.96,104.04,103.60
103.59,103.73,103.95,103.30
103.76,103.55,103.88,103.45
104.04,103.97,104.04,103.50
104.19,104.09,104.19,103.78
103.62,103.20,103.89,102.76
102.52,101.50,102.52,101.50
101.15,100.07,101.75,99.26
100.58,101.22,101.27,100.58
100.43,100.13,100.81,100.05
100.75,101.13,101.15,100.18
99.79,100.27,100.63,99.50
99.86,98.52,99.94,98.41
98.73,99.42,99.60,98.73
99.48,99.60,99.82,98.79
100.36,101.40,101.49,100.36
102.22,102.88,102.94,101.65
102.85,102.64,102.99,102.28
102.93,103.65,104.19,102.65
104.18,103.99,104.29,103.74
103.46,104.56,104.75,103.46
104.74,105.19,105.46,104.74
105.69,105.69,105.99,105.50
105.69,105.08,105.93,104.92
104.84,105.71,105.78,104.84
105.92,105.97,106.29,105.65
106.38,106.67,107.05,106.30
106.82,106.29,107.07,106.11
106.30,106.02,106.35,105.76
105.71,106.64,106.74,105.71
107.18,107.46,107.84,107.00
106.10,105.82,106.40,105.52
107.51,107.62,108.10,107.38
107.67,107.77,107.79,107.45
108.56,108.86,109.16,108.56
108.70,108.34,108.80,107.89
107.92,107.79,107.93,107.23
107.77,107.23,107.92,107.01
106.52,106.76,106.86,106.32
107.23,105.52,107.68,105.33
105.30,105.54,105.82,105.23
106.51,106.67,106.95,106.49
106.83,107.38,107.52,106.83
107.37,106.00,107.50,105.54
105.09,105.23,105.47,104.63
105.34,104.37,105.49,104.28
104.90,104.30,104.94,103.67
104.57,105.24,105.50,104.46
105.77,105.04,105.91,105.00
105.48,105.76,105.88,105.06
106.23,106.31,106.58,106.19
106.94,106.86,107.20,106.63
107.64,107.85,107.91,107.35
107.95,108.24,108.50,107.90
108.17,107.98,108.17,107.43
108.70,107.86,108.76,107.63
107.80,107.33,107.91,107.08
107.00,107.23,107.39,106.75
108.03,108.78,108.84,107.56
108.57,107.33,108.57,107.00
106.57,106.46,106.90,106.00
106.15,105.87,106.24,105.54
105.77,105.60,105.80,104.50
106.15,107.06,107.10,106.15
107.48,107.67,107.91,107.19
107.67,107.58,107.88,107.30
108.14,108.03,108.18,107.76
107.96,107.81,108.02,107.58
108.20,107.89,108.22,107.42
107.57,107.31,107.57,106.95
107.36,106.87,107.36,106.41
107.23,107.66,107.85,107.01
107.54,107.95,107.95,107.19
108.03,108.00,108.29,107.84
108.28,108.67,108.68,108.05
108.28,108.57,108.58,108.01
108.85,108.80,109.00,108.51
108.52,108.62,108.78,108.00
108.57,108.32,108.90,108.02
108.22,107.90,108.22,107.57
108.37,108.65,108.67,108.26
108.57,108.45,108.59,108.23
108.42,108.02,108.46,108.01
107.52,106.85,107.80,106.60
106.63,106.76,106.76,106.15
106.59,106.71,106.72,106.31
106.56,106.12,106.72,105.80
106.55,106.98,106.98,106.25
107.36,107.42,107.49,106.99
107.55,107.77,107.98,107.55
108.82,108.65,108.82,108.23
108.81,108.80,108.87,108.45
108.95,109.24,109.25,108.82
109.39,109.39,109.48,109.16
109.40,109.73,109.77,109.29
108.96,109.42,109.47,108.53
109.35,109.54,109.58,109.05
109.73,110.36,110.40,109.51
110.94,111.14,111.19,110.68
110.99,111.19,111.29,110.80
111.04,111.15,111.18,110.78
110.51,110.51,110.77,110.34
110.70,110.88,111.26,110.60
110.57,110.74,110.78,110.35
110.34,110.45,110.62,110.00
110.05,110.17,110.33,109.86
110.34,111.13,111.28,110.23
111.46,111.32,111.62,111.03
111.42,111.32,111.43,111.14
111.07,110.88,111.30,110.68
110.07,109.24,110.20,109.17
109.03,109.48,109.66,109.02
110.00,110.33,110.33,109.56
110.03,110.44,110.46,109.99
110.72,111.16,111.16,110.64
111.74,111.98,112.14,111.55
112.06,112.15,112.16,111.86
112.28,112.71,112.74,112.28
111.97,111.85,111.97,111.72
111.63,110.98,111.84,110.50
110.44,111.09,111.12,110.44
109.52,110.05,110.12,109.21
109.96,109.77,109.96,109.44
110.29,110.29,110.53,110.16
110.30,109.86,110.36,109.26
110.34,110.30,110.51,110.12
110.02,109.38,110.37,109.27
109.51,110.16,110.20,109.35
109.70,109.92,109.95,109.31
110.19,110.44,110.71,110.19
110.77,110.71,110.92,110.48
110.89,110.65,110.97,110.63
110.80,110.67,110.96,110.40
110.52,110.62,110.69,110.01
110.71,110.03,110.73,109.97
109.84,109.65,110.00,109.27
108.72,107.80,108.74,107.72
107.47,107.18,108.11,107.07
108.00,107.97,108.10,107.18
107.17,106.34,107.49,106.05
105.96,106.40,106.40,105.15
106.24,105.55,106.56,105.13
105.30,105.91,106.04,105.07
106.63,106.98,107.15,106.54
106.84,106.87,106.98,106.64
107.36,107.20,107.47,107.04
107.76,108.08,108.08,107.51
108.18,107.92,108.31,107.03
108.52,108.60,108.63,108.11
108.86,109.20,109.20,108.74
108.37,108.55,108.72,108.16
108.66,108.92,108.99,108.61
108.80,108.91,109.04,108.50
109.26,109.35,109.46,109.04
109.57,109.63,109.79,109.35
109.65,110.09,110.09,109.65
109.48,109.30,109.57,109.16
109.67,109.37,109.67,109.20
109.60,109.11,109.60,108.82
109.88,109.56,109.88,109.41
109.46,108.91,109.78,108.70
108.91,109.24,109.27,108.60
108.54,107.84,108.79,107.62
107.71,107.45,107.71,107.05
107.20,107.50,107.58,106.92
106.47,106.84,107.04,106.47
106.72,106.45,106.82,106.20
106.12,106.08,106.49,105.89
105.37,106.35,106.54,105.25
106.59,106.00,106.59,105.67
106.16,106.26,106.59,106.00
106.77,105.95,106.80,105.70
105.80,104.91,105.85,104.72
104.89,104.44,104.92,104.29
103.70,104.84,104.95,103.67
104.11,103.07,104.11,103.00
103.27,103.21,103.57,102.82
102.50,102.50,102.69,101.95
102.50,102.13,102.71,101.63
101.89,100.81,101.89,100.81
100.80,100.32,101.33,99.19
100.62,100.58,102.30,99.94
101.02,100.88,101.24,100.60
100.28,99.66,100.46,99.52
99.55,99.94,100.11,98.38
99.00,97.31,99.31,97.20
96.59,96.21,96.91,95.85
96.16,95.20,96.90,95.04
95.79,95.62,96.37,95.25
95.10,95.34,95.34,93.32
93.40,95.00,95.67,93.05
96.36,96.58,96.77,95.86
96.58,97.23,97.48,96.58
97.88,98.93,98.99,97.88
99.02,98.23,99.49,98.19
98.98,98.93,99.36,98.67
98.88,99.14,99.17,98.53
98.17,98.32,98.57,97.78
99.18,99.91,99.91,98.89
100.34,99.47,100.51,98.98
99.24,99.73,100.01,98.91
100.40,100.61,100.61,100.00
100.43,100.14,100.69,99.94
99.46,99.06,99.59,98.74
99.03,99.11,99.30,98.69
98.71,98.31,98.83,98.18
98.11,98.88,98.91,98.11
99.15,99.04,99.68,98.96
99.02,99.54,99.64,98.93
98.87,99.03,99.27,98.80
99.20,98.72,99.20,98.45
98.23,98.94,99.16,98.09
98.48,98.57,98.80,98.34
98.88,99.36,99.61,98.88
99.24,99.11,99.38,98.69
98.69,99.06,99.16,98.67
100.01,99.89,100.25,99.45
100.03,99.91,100.11,99.70
99.94,99.93,100.20,99.85
100.23,100.35,100.46,100.05
99.47,98.71,99.50,98.59
98.60,98.19,98.63,97.93
98.38,98.45,98.57,98.10
98.75,99.09,99.21,98.67
98.97,98.66,99.09,98.50
98.75,98.62,98.94,98.29
98.49,97.69,98.49,97.38
97.16,97.38,97.47,96.77
97.24,96.42,97.29,96.05
96.58,96.15,96.89,95.96
95.98,94.77,96.37,94.75
95.00,94.04,95.48,93.65
93.92,94.05,95.47,93.92
93.79,95.70,96.43,93.79
96.42,96.72,97.00,96.11
96.74,96.95,97.35,96.41
95.91,95.70,96.02,95.43
95.61,95.50,95.83,95.31
95.80,96.13,96.30,95.54
96.62,96.59,96.93,96.14
95.98,95.66,96.49,95.50
95.61,95.43,95.74,95.31
95.51,95.31,96.10,95.31
95.59,95.35,95.79,94.84
94.88,94.01,94.88,93.65
93.97,93.05,94.05,92.56
93.55,93.88,93.95,93.18
94.42,94.50,94.83,94.08
94.50,94.46,94.67,94.00
94.35,93.78,94.50,93.62
94.74,94.16,95.01,93.43
93.71,94.11,94.22,93.16
94.79,94.20,94.79,94.09
93.92,94.94,94.99,93.90
95.50,95.02,95.50,94.64
95.14,95.23,95.30,94.76
95.14,95.60,95.83,94.87
95.25,94.91,95.31,94.82
95.36,95.83,96.00,95.36
95.61,95.87,96.04,95.40
96.26,94.68,96.26,94.57
95.01,95.38,95.38,94.53
94.59,94.72,95.49,94.59
95.37,96.08,96.13,95.14
96.50,97.30,97.61,96.50
97.08,96.57,97.22,96.57
97.14,97.95,98.00,97.14
97.36,96.79,97.38,96.47
96.37,96.47,96.76,96.35
97.02,97.08,97.15,96.50
96.58,96.60,96.72,96.07
97.57,98.29,98.33,97.11
98.63,98.84,98.89,98.58
98.72,99.12,99.26,98.41
99.33,99.78,99.99,99.18
99.36,99.56,99.84,99.25
99.46,100.14,100.36,99.15
99.89,99.82,100.24,99.50
99.99,100.48,100.61,99.77
100.87,100.78,101.00,100.43
100.78,100.39,100.99,100.02
100.57,100.67,100.87,100.45
100.66,100.76,100.98,100.37
100.76,100.32,100.80,100.11
100.62,99.76,100.62,99.15
100.33,100.08,100.33,99.90
99.47,98.67,99.68,98.55
98.86,98.53,99.08,98.52
97.52,96.85,97.78,96.79
96.88,96.94,97.13,96.51
97.94,97.95,98.21,97.78
97.57,97.40,97.68,96.82
98.01,98.19,98.22,97.74
97.67,97.93,98.00,97.44
97.65,99.46,99.88,97.56
98.81,98.55,98.90,98.25
99.95,100.26,100.50,99.39
100.76,100.93,101.00,100.32
101.32,101.01,101.32,100.85
101.28,100.20,101.45,100.19
99.58,99.48,100.00,99.16
99.58,99.57,99.70,99.22
99.68,99.73,99.85,99.49
99.15,99.26,100.25,98.95
99.74,100.03,100.03,99.26
100.65,101.23,101.23,100.50
101.61,102.35,102.75,101.55
102.19,101.85,102.46,101.78
103.00,102.80,103.26,102.48
102.93,102.74,102.95,102.32
102.77,102.93,103.05,102.63
102.92,102.64,103.22,102.53
103.42,103.66,103.74,103.39
103.74,104.28,104.42,103.55
104.70,104.86,105.16,104.17
103.85,103.63,103.88,103.14
103.42,103.40,103.64,103.24
103.78,103.67,104.00,103.37
103.99,103.97,104.10,103.58
103.66,104.42,104.66,103.54
104.97,104.96,105.10,104.49
105.90,105.66,106.13,105.32
105.83,105.97,105.99,105.36
105.56,105.47,105.75,105.20
105.30,104.80,105.30,104.53
105.00,105.08,105.19,104.51
105.48,105.52,105.54,105.13
105.16,104.26,105.34,104.23
105.04,104.20,105.12,103.87
104.02,103.87,104.02,103.45
105.39,105.91,106.17,105.29
105.83,105.44,105.99,105.37
105.16,105.40,105.66,105.00
106.45,106.50,106.96,106.34
107.46,107.59,107.66,107.25
107.43,108.19,108.24,107.21
107.93,107.60,108.21,107.25
107.30,107.16,107.48,107.05
107.00,107.22,107.50,106.91
106.87,107.29,107.43,106.87
107.07,106.82,107.07,106.62
106.02,105.19,106.18,104.87
105.34,105.65,105.73,105.01
105.16,105.46,105.48,104.70
105.23,104.99,105.41,104.64
105.59,105.07,105.99,104.58
105.27,105.84,106.32,105.21
106.11,106.10,106.40,105.91
105.33,104.76,105.63,104.53
103.69,103.94,104.30,103.45
103.93,103.67,103.93,103.35
103.30,103.18,103.36,102.67
104.69,104.91,106.99,104.18
105.00,104.95,105.08,104.55
104.21,104.31,104.69,103.86
103.29,103.53,103.65,103.00
103.12,103.48,103.62,103.12
103.37,103.72,103.89,102.70
104.38,104.66,105.14,104.25
104.53,104.32,104.96,104.15
105.38,105.28,105.71,105.04
105.28,105.55,105.70,105.10
105.12,104.86,105.44,104.82
105.27,105.20,105.57,105.08
104.13,104.17,104.33,103.81
102.99,101.33,103.15,101.28
102.20,101.92,102.54,101.51
102.68,102.02,105.45,101.62
102.14,101.97,102.34,101.54
99.57,99.64,99.90,99.30
98.65,98.89,99.00,97.25
97.91,96.40,97.91,96.21
98.68,97.66,98.77,97.36
99.25,99.89,101.89,99.24
100.67,100.46,100.76,100.00
100.60,100.95,101.17,100.45
100.77,100.46,100.84,100.08
101.07,101.09,101.28,100.83
101.17,100.95,101.27,100.75
100.94,100.76,101.09,100.60
100.68,100.70,100.90,100.50
100.01,100.00,100.22,99.91
100.10,99.77,100.51,99.52
99.66,98.99,99.66,98.73
98.05,97.16,98.10,97.03
97.84,98.45,98.50,97.49
98.33,98.86,98.98,98.26
98.24,98.46,98.46,97.69
99.33,98.94,99.52,98.67
98.77,98.28,98.77,98.04
98.66,98.33,98.99,98.26
99.10,98.68,99.22,98.57
98.64,98.27,98.64,98.06
98.00,98.04,98.10,97.55
98.47,99.78,99.79,98.20
97.90,98.26,99.00,97.69
97.28,97.77,97.81,96.75
97.75,97.77,98.00,97.50
97.81,98.30,98.35,97.81
97.53,97.97,97.97,97.25
97.49,97.22,97.66,97.09
96.51,96.50,96.83,95.82
95.54,94.30,95.54,94.30
93.93,91.78,94.00,91.78
90.88,88.77,90.88,85.00
89.65,89.38,92.00,89.06
90.19,91.44,92.25,89.94
92.47,93.63,93.68,92.34
92.79,93.19,93.59,92.71
92.69,93.32,93.50,92.50
92.38,90.82,92.38,90.59
91.72,91.59,92.23,90.84
91.88,91.90,92.56,91.67
91.01,90.08,91.01,89.82
92.01,92.11,92.24,91.63
92.99,91.51,92.99,91.51
92.11,92.71,92.98,92.01
92.37,92.99,92.99,92.20
92.38,92.32,92.45,92.09
92.27,92.84,92.91,92.09
93.27,93.85,93.97,93.16
93.74,94.19,95.33,93.67
93.66,93.11,94.00,92.98
93.09,93.27,93.29,92.69
91.74,91.74,91.87,91.11
91.80,91.07,91.80,91.04
90.35,90.94,91.06,90.07
91.47,90.68,91.91,90.30
90.35,89.45,90.50,89.25
89.33,89.23,89.45,88.85
90.30,90.70,90.75,89.90
91.19,91.02,91.50,90.36
90.63,92.54,92.57,90.55
93.42,94.24,94.30,93.25
94.00,94.32,94.47,93.99
94.89,95.21,95.38,94.54
94.50,95.69,95.69,94.50
95.97,95.83,96.19,95.61
96.03,95.52,96.04,95.41
94.72,94.55,95.35,94.47
94.98,94.97,95.35,94.77
96.09,96.64,96.83,95.66
96.08,95.90,96.09,95.65
95.61,95.44,95.81,95.21
95.58,95.73,96.13,95.58
96.04,95.27,96.30,95.25
95.27,96.25,96.43,95.27
96.52,96.59,96.79,96.21
96.42,96.21,96.46,96.08
95.26,95.16,95.53,94.97
95.22,95.40,96.09,94.84
94.86,94.95,95.17,94.65
95.26,94.96,95.61,94.96
95.52,96.14,96.15,95.44
95.67,96.53,96.66,95.67
96.24,95.73,96.30,95.39
95.71,95.69,95.89,95.33
95.05,95.16,95.16,94.58
94.43,94.19,94.43,93.78
93.65,93.83,93.88,93.39
94.39,94.18,94.43,94.04
93.42,93.09,93.66,93.08
92.92,92.52,92.98,92.32
92.65,93.90,93.90,92.65
94.03,93.83,94.20,93.52
93.80,94.57,94.59,93.74
95.02,95.00,95.16,94.68
95.30,94.89,95.44,94.73
94.65,94.51,94.92,94.24
93.96,94.54,94.74,93.81
94.55,94.71,94.86,94.22
94.54,94.39,94.56,94.32
94.38,95.16,95.18,94.38
95.62,96.28,96.33,95.59
95.89,95.41,96.06,95.23
95.90,95.57,96.25,95.07
95.54,96.33,96.49,95.25
95.67,95.32,95.70,94.87
93.69,94.06,94.11,93.39
93.65,93.51,94.40,93.08
93.55,93.33,93.91,93.33
92.03,91.62,92.03,91.32
91.90,91.75,91.91,91.01
92.32,92.47,92.60,92.09
92.81,93.53,93.80,92.14
93.34,92.52,93.34,92.49
92.60,92.42,92.82,92.14
91.85,91.80,91.92,91.17
91.76,92.03,92.19,91.54
92.50,93.29,93.45,92.43
93.16,93.07,93.20,92.82
92.73,92.99,93.12,92.48
93.64,94.10,94.17,93.64
93.77,93.68,94.10,93.50
93.36,92.87,93.54,92.63
91.95,91.91,92.00,90.82
91.69,91.73,91.84,91.24
90.18,90.32,90.63,89.79
88.74,88.49,89.38,88.33
88.77,87.50,88.84,87.33
88.11,87.38,88.11,86.80
87.64,87.25,87.68,86.52
87.63,85.70,87.69,85.48
85.77,86.33,86.60,85.10
83.97,83.70,84.20,83.00
84.57,83.71,84.57,83.34
82.28,82.32,82.71,80.64
81.84,82.41,83.18,81.23
84.37,84.56,84.76,84.00
84.49,83.98,84.76,83.73
84.40,85.06,85.24,84.24
84.95,84.52,85.70,84.22
85.79,85.13,85.79,84.75
85.67,86.65,86.72,85.67
86.60,86.82,87.15,86.35
86.05,85.25,86.05,84.98
85.76,86.38,86.47,84.61
85.88,86.21,86.72,85.77
85.97,84.97,85.97,84.76
83.94,83.34,83.94,82.65
81.99,82.42,82.87,81.82
83.02,82.64,83.38,82.46
81.70,81.75,82.06,81.17
81.61,82.31,82.40,81.23
83.52,83.48,83.67,83.00
84.39,85.34,85.40,84.03
85.71,85.47,85.92,85.33
84.89,85.27,85.46,84.76
86.07,86.39,86.43,85.95
85.93,85.66,86.08,85.48
84.83,86.28,86.48,84.75
86.66,87.39,87.39,86.14
87.47,86.82,87.71,86.63
87.02,87.05,87.52,86.82
88.16,89.08,89.16,88.16
88.60,89.37,89.47,88.51
89.42,90.17,90.25,89.34
90.80,91.27,91.68,90.80
90.43,91.34,91.53,90.38
90.49,89.94,90.55,89.83
90.14,90.24,90.51,89.83
90.81,90.46,91.27,89.81
91.74,92.24,92.30,91.60
92.00,91.86,92.18,91.64
91.16,91.03,91.16,90.77
90.76,92.54,92.58,90.69
93.02,93.80,94.02,92.96
93.84,93.52,94.18,93.45
93.63,93.48,93.65,93.20
92.93,93.25,93.47,92.93
92.98,92.04,92.98,91.87
91.29,91.68,91.71,91.17
92.02,92.02,92.29,91.59
91.65,92.96,93.07,91.54
93.79,93.95,94.38,93.73
93.85,93.38,94.22,93.38
92.14,93.24,93.32,92.14
93.36,92.76,93.48,92.75
91.57,91.43,91.72,91.36
91.74,92.78,92.78,91.65
91.95,91.43,92.06,91.21
92.94,93.11,93.28,92.79
93.59,93.51,94.20,93.41
93.98,94.67,94.88,93.73
95.18,95.42,95.55,95.08
95.40,95.03,95.40,95.03
95.08,94.75,95.12,94.60
94.85,95.66,95.84,94.85
96.77,97.16,97.23,96.73
96.82,96.78,97.31,96.58
96.45,96.05,96.71,95.86
96.18,95.93,96.30,95.63
95.92,95.68,96.00,95.53
96.16,96.06,96.25,95.80
96.15,96.64,96.81,95.95
96.20,96.05,96.95,95.99
96.44,96.20,96.68,95.74
96.96,96.80,96.96,96.33
95.91,94.96,95.96,94.90
94.55,94.19,94.65,93.97
94.35,94.10,94.73,93.73
94.10,94.54,94.69,94.10
94.21,93.62,94.21,93.56
94.52,95.04,95.04,94.36
94.99,95.01,95.35,94.90
95.37,94.84,95.66,94.41
94.27,93.59,94.27,93.49
94.09,94.48,94.68,93.71
94.50,94.50,95.12,94.32
94.22,93.93,95.01,93.67
93.47,93.56,93.63,92.89
94.26,94.31,94.34,94.05
94.50,94.58,94.85,94.34
94.83,95.03,95.17,94.65
95.35,95.93,96.00,95.35
96.12,95.93,96.44,95.71
95.95,95.75,96.03,95.64
96.23,95.85,96.40,95.61
95.70,95.90,96.05,95.51
95.68,96.22,96.29,95.46
96.74,97.37,97.39,96.74
97.40,97.88,98.00,97.40
98.43,98.74,98.90,98.37
99.18,99.16,99.48,99.01
98.31,98.29,98.44,97.97
96.62,95.65,96.62,95.45
94.53,94.31,95.26,94.25
92.81,92.44,92.86,92.02
92.91,92.93,93.53,92.75
91.60,92.24,92.37,90.96
92.84,93.25,93.45,92.57
95.59,95.31,95.78,95.26
95.63,95.50,95.95,95.13
95.53,95.19,95.85,95.19
96.76,97.38,97.42,96.42
90.97,90.73,92.19,90.50
89.26,88.41,89.30,87.83
90.21,90.79,90.79,89.98
91.77,92.27,92.47,91.77
92.50,93.09,93.09,92.13
93.33,93.83,94.15,93.15
92.48,91.59,92.48,91.51
90.99,91.90,91.90,90.77
92.28,91.70,92.52,91.43
92.68,93.02,93.03,92.31
94.21,93.92,94.46,93.91
94.86,95.02,95.36,94.77
95.27,95.00,95.39,94.68
95.81,95.75,95.92,95.39
95.25,94.99,95.25,94.63
95.15,95.39,95.42,94.97
94.94,94.80,94.99,94.61
95.25,95.23,95.63,94.96
95.13,95.35,95.63,95.09
95.45,95.38,95.49,95.00
95.40,95.08,95.44,94.88
95.40,95.67,95.74,95.22
96.11,96.36,96.55,95.61
96.50,96.56,96.72,96.13
97.00,97.71,97.81,97.00
97.37,96.99,97.49,96.90
97.20,96.91,97.29,96.55
96.29,96.72,96.75,96.12
97.01,97.39,97.45,96.77
97.50,97.76,97.79,97.15
97.90,97.81,97.97,97.71
98.15,98.45,98.70,98.15
99.04,98.78,99.21,98.70
99.31,99.36,99.54,99.02
99.62,99.24,99.62,99.10
99.50,99.59,99.87,99.44
99.76,99.47,99.76,99.40
98.87,99.00,99.15,98.14
99.41,99.76,99.79,99.13
99.03,99.10,99.10,98.56
98.88,98.76,98.88,98.39
99.37,98.90,99.47,98.79
99.16,98.66,99.16,98.52
98.47,98.32,98.59,98.18
98.68,97.79,99.56,97.42
97.77,97.99,98.18,97.51
98.05,97.49,98.14,97.31
97.43,97.20,97.49,96.88
97.53,98.07,98.10,97.50
98.85,98.99,99.05,98.60
99.67,100.51,100.53,99.67
100.80,100.41,100.80,100.19
100.64,100.37,100.78,100.20
99.40,97.94,99.40,97.92
97.25,98.70,98.78,97.04
97.04,96.14,97.12,95.73
96.37,96.45,96.97,96.31
96.66,97.46,97.65,96.50
96.73,96.67,96.97,96.46
97.43,97.23,97.67,97.02
97.65,97.39,97.68,97.22
98.39,99.49,99.54,98.11
100.21,100.11,100.67,100.00
99.75,99.26,99.78,99.26
98.91,98.63,98.96,98.62
98.48,98.94,99.04,98.29
99.44,100.10,100.10,98.92
99.87,98.96,99.98,98.66
99.30,99.53,99.74,99.08
99.68,99.69,99.76,99.34
99.90,98.98,99.90,98.72
99.42,99.59,99.65,99.18
98.90,98.97,98.98,98.51
98.57,98.31,98.65,97.62
98.31,98.61,98.91,98.31
98.00,97.19,98.00,96.94
97.20,97.33,97.59,96.96
96.66,97.21,97.49,96.37
97.71,97.06,97.80,97.06
97.06,96.98,97.15,96.90
98.14,98.17,98.37,97.91
98.58,98.68,98.92,98.46
98.44,98.40,98.67,98.13
97.77,98.17,98.26,97.72
98.45,97.96,98.50,97.81
97.88,97.87,98.08,97.65
97.54,97.19,97.61,97.05
97.42,96.75,97.49,96.71
96.81,96.76,97.10,96.52
96.63,96.59,96.73,96.35
96.96,96.38,97.00,96.13
96.27,95.53,96.29,95.32
96.09,95.76,96.14,95.59
95.35,94.98,95.38,94.91
96.10,96.19,96.27,95.81
95.87,96.35,96.66,95.74
94.88,95.64,96.08,94.88
95.64,94.95,95.78,94.59
94.18,93.62,94.39,93.00
93.22,93.26,93.27,92.75
93.41,94.31,94.32,93.40
93.66,93.68,93.84,93.54
93.89,93.87,94.18,93.63
93.71,93.50,93.83,93.29
93.69,94.14,94.15,93.69
94.64,94.84,94.84,94.36
93.95,94.15,94.19,93.61
94.27,94.10,94.36,94.05
94.17,94.11,94.33,94.09
94.20,94.49,94.65,93.95
94.69,94.49,94.88,94.37
94.54,94.39,94.65,94.20
