PBBI,PB Bancorp,NASDAQ
3.50,3.50,3.50,3.49
3.32,3.53,3.58,3.32
3.26,3.25,3.26,3.25
3.30,3.45,3.70,3.30
3.50,3.66,3.67,3.50
3.66,3.65,3.70,3.65
3.65,3.65,3.65,3.65
3.47,3.51,3.51,3.30
3.51,3.51,3.51,3.50
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.50,3.44,3.50,3.21
3.44,3.27,3.44,3.27
3.26,3.28,3.28,3.26
3.13,3.41,3.69,3.13
3.41,3.41,3.41,3.41
3.41,3.41,3.41,3.41
3.32,3.40,3.44,3.31
3.25,3.28,3.35,3.25
3.25,3.49,3.49,3.25
3.49,3.49,3.49,3.49
3.49,3.49,3.49,3.49
3.42,3.50,3.50,3.40
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.76,3.77,3.77,3.76
3.77,3.77,3.77,3.77
3.58,3.58,3.58,3.58
4.15,3.90,4.15,3.90
3.51,3.50,3.59,3.50
3.50,3.50,3.50,3.50
3.51,3.61,3.61,3.51
3.61,3.61,3.61,3.61
3.52,3.54,3.80,3.52
3.53,3.50,3.53,3.50
3.50,3.50,3.50,3.50
3.54,3.51,3.54,3.51
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.54,3.54,3.54,3.51
3.54,3.54,3.54,3.54
3.53,3.51,3.53,3.51
3.51,3.51,3.51,3.51
3.53,3.50,3.60,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.51,3.50,3.51,3.50
3.48,3.49,3.50,3.48
3.49,3.49,3.49,3.49
3.49,3.49,3.49,3.49
3.49,3.49,3.49,3.49
3.50,3.50,3.50,3.50
3.90,3.93,3.95,3.87
3.90,3.89,3.90,3.53
3.89,3.89,3.89,3.89
3.89,3.89,3.89,3.89
3.51,3.51,3.51,3.51
3.90,3.60,4.00,3.60
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.15,4.15,4.15,4.15
4.66,4.15,4.66,4.15
4.15,4.15,4.17,4.15
4.15,3.87,4.17,3.73
4.00,4.10,4.10,4.00
4.15,4.15,4.50,4.12
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.33,4.35,4.54,4.30
4.35,4.35,4.35,4.35
4.33,4.30,4.36,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.50,4.98,4.98,4.50
4.95,4.90,4.95,4.90
4.96,4.96,4.96,4.96
4.62,4.60,4.62,4.60
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.62,4.60,4.62,4.60
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.60,4.65,4.65,4.60
4.77,4.77,4.77,4.77
4.77,4.77,4.77,4.77
4.77,4.77,4.77,4.77
4.97,5.00,5.00,4.97
4.90,5.55,5.89,4.90
5.55,5.55,5.55,5.55
5.06,5.25,5.27,5.06
5.48,5.71,5.75,5.48
5.75,5.75,5.75,5.75
5.51,5.75,5.75,5.51
5.51,5.51,5.51,5.51
5.29,5.29,5.29,5.29
5.26,5.26,5.26,5.26
5.27,5.27,5.27,5.27
5.26,5.26,5.26,5.26
5.26,5.26,5.26,5.26
5.26,5.26,5.26,5.26
5.30,5.29,5.30,5.29
5.35,5.35,5.51,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.30,5.28,5.56,5.28
5.54,5.43,5.58,5.29
5.43,5.43,5.43,5.43
5.43,5.43,5.43,5.43
5.32,5.29,5.32,5.29
5.29,5.29,5.29,5.29
5.29,5.29,5.29,5.29
5.32,5.30,5.32,5.30
5.30,5.30,5.30,5.30
5.30,5.30,5.30,5.30
5.30,5.30,5.30,5.30
5.23,5.23,5.23,5.23
5.25,5.11,5.25,5.11
5.10,5.27,5.31,5.10
5.27,5.27,5.27,5.27
5.27,5.27,5.27,5.27
5.24,5.24,5.24,5.24
5.24,5.24,5.24,5.24
5.01,5.01,5.01,5.01
5.01,5.01,5.01,5.01
5.01,5.01,5.01,5.01
5.01,5.01,5.01,5.01
5.01,5.01,5.01,5.01
4.99,5.24,5.24,4.99
5.20,5.35,5.40,5.20
5.39,5.35,5.39,5.35
5.36,5.35,5.36,5.35
5.02,5.02,5.02,5.02
5.08,4.96,5.08,4.95
5.00,4.97,5.00,4.95
4.99,4.83,5.03,4.75
4.95,5.00,5.50,4.95
5.00,5.00,5.00,5.00
5.95,5.85,5.95,5.85
5.80,5.37,5.80,5.37
5.70,4.97,5.70,4.96
4.97,5.06,5.06,4.97
5.03,5.09,5.10,5.00
5.53,5.43,5.53,5.43
5.75,5.13,5.93,5.10
5.31,5.15,5.71,5.15
5.73,5.32,5.73,5.32
5.98,5.79,5.98,5.74
5.49,5.35,5.60,5.32
5.40,5.40,5.79,5.33
5.40,5.40,5.40,5.40
5.69,5.28,5.69,5.23
5.67,5.14,5.67,5.08
5.14,5.14,5.14,5.14
5.14,5.14,5.14,5.14
5.14,5.14,5.14,5.14
5.03,5.06,5.43,5.03
5.06,5.06,5.06,5.06
5.56,5.56,5.56,5.56
5.56,5.56,5.56,5.56
5.56,5.56,5.56,5.56
5.56,5.56,5.56,5.56
5.56,5.56,5.56,5.56
5.56,5.56,5.56,5.56
5.56,5.56,5.56,5.56
5.56,5.56,5.56,5.56
5.32,5.35,5.37,5.32
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.04,5.09,5.09,5.04
5.08,5.10,5.20,5.08
5.10,5.10,5.10,5.10
5.23,5.25,5.25,5.23
5.10,5.10,5.10,5.10
4.97,4.99,5.00,4.97
4.99,4.99,4.99,4.99
4.91,4.90,5.16,4.80
5.10,4.99,5.19,4.96
5.35,5.00,5.35,5.00
5.00,5.00,5.00,5.00
5.00,4.90,5.00,4.86
4.97,4.86,4.98,4.81
4.82,5.00,5.00,4.82
4.86,4.92,4.99,4.84
4.85,5.02,5.02,4.85
4.92,4.93,4.93,4.92
5.16,5.07,5.16,4.93
5.17,5.43,5.59,4.93
5.41,5.44,5.44,5.39
5.14,5.19,5.19,5.14
5.02,5.49,5.49,5.02
5.49,5.49,5.49,5.48
5.40,5.49,5.49,5.20
5.25,5.25,5.25,5.25
5.28,4.85,5.28,4.85
5.06,5.02,5.06,4.83
4.87,4.87,4.87,4.87
4.92,4.92,4.92,4.92
4.92,4.92,4.92,4.92
5.00,5.19,5.44,5.00
5.29,5.20,5.29,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.21,5.20
5.20,5.20,5.20,5.20
5.10,5.22,5.39,5.01
5.33,5.03,5.33,5.00
5.10,5.10,5.10,5.10
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.24,5.07,5.24,5.04
5.07,5.07,5.07,5.07
4.91,5.00,5.00,4.87
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.82,4.83,4.83,4.82
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.50,4.75,4.50
4.27,4.75,4.75,4.25
4.75,4.75,4.75,4.75
4.77,4.75,4.77,4.75
4.75,4.79,4.79,4.75
4.79,4.75,5.30,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.77,4.76,5.00,4.75
4.96,4.98,5.02,4.89
5.00,5.00,5.00,5.00
5.11,5.10,5.11,5.10
5.10,5.10,5.10,5.10
4.99,5.06,5.28,4.87
5.06,5.06,5.06,5.06
5.06,5.06,5.06,5.06
5.06,5.06,5.06,5.06
4.81,4.82,4.82,4.79
4.82,4.82,4.82,4.82
4.82,4.82,4.82,4.82
4.76,4.73,4.76,4.73
4.73,4.74,4.74,4.73
4.75,4.75,4.75,4.73
4.76,4.76,4.76,4.76
4.76,4.76,4.76,4.76
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.77,4.77,4.77,4.77
4.75,4.75,4.75,4.75
4.72,4.72,4.72,4.72
4.72,4.72,4.72,4.72
4.75,4.75,4.75,4.74
4.33,4.40,4.40,4.33
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.97,4.12,4.97,4.12
4.12,4.12,4.12,4.12
4.30,4.40,4.40,4.30
4.54,4.97,4.97,4.53
4.97,4.97,4.97,4.97
4.97,4.97,4.97,4.97
4.52,4.50,4.52,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.53,4.55,4.55,4.51
4.55,4.55,4.55,4.55
4.55,4.50,4.55,4.50
4.49,4.50,4.50,4.49
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.53,4.51,4.53,4.50
4.50,4.50,4.54,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.51,4.50,4.51,4.50
4.50,4.50,4.50,4.50
4.52,4.69,4.75,4.50
4.69,4.69,4.69,4.69
4.69,4.69,4.69,4.69
4.69,4.69,4.69,4.69
4.51,4.50,4.51,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.51,4.75,4.75,4.50
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.75,4.40,4.75,4.30
4.60,4.58,4.60,4.45
4.58,4.58,4.58,4.58
4.50,4.60,4.66,4.50
4.55,4.55,4.55,4.55
4.52,4.63,4.63,4.50
4.50,4.52,4.64,4.50
4.53,4.50,4.53,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.55,4.64,4.64,4.55
4.60,4.66,4.66,4.60
4.66,4.66,4.66,4.66
4.60,4.56,4.60,4.56
4.56,4.56,4.56,4.56
4.56,4.56,4.56,4.56
4.56,4.56,4.56,4.56
4.56,4.56,4.56,4.56
4.56,4.56,4.56,4.56
4.56,4.56,4.56,4.56
4.56,4.56,4.56,4.56
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.52,4.50,4.52,4.50
4.51,4.51,4.51,4.51
4.50,4.50,4.50,4.50
4.67,4.67,4.67,4.67
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.72,4.72,4.72,4.72
4.72,4.72,4.72,4.72
4.72,4.74,4.74,4.51
4.74,4.74,4.74,4.74
4.52,4.50,4.52,4.50
4.50,4.61,4.61,4.50
4.50,4.72,4.74,4.50
4.73,4.74,4.74,4.73
4.74,4.74,4.74,4.74
4.75,4.75,4.77,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.97,4.98,4.98,4.97
4.98,4.98,4.98,4.98
4.98,4.98,4.98,4.98
4.98,4.98,4.98,4.98
4.98,4.98,4.98,4.98
4.98,4.98,4.98,4.98
4.98,4.98,4.98,4.98
4.98,4.98,4.98,4.98
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.85,4.65,4.91,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.04,4.25,4.52,4.04
5.01,4.45,5.01,4.40
4.70,4.66,4.70,4.66
4.66,4.66,4.66,4.66
4.54,4.60,4.60,4.50
4.48,4.60,4.60,4.46
4.52,4.50,4.54,4.50
4.56,4.59,4.59,4.50
4.62,4.62,4.62,4.62
4.54,4.30,4.54,4.25
4.31,4.41,4.41,4.30
4.36,4.38,4.45,4.36
4.50,4.45,4.50,4.45
4.45,4.45,4.45,4.45
4.45,4.45,4.45,4.45
4.45,4.46,4.46,4.45
4.46,4.46,4.46,4.46
4.46,4.46,4.46,4.46
4.46,4.46,4.46,4.46
4.32,4.32,4.32,4.32
4.48,4.48,4.48,4.48
4.48,4.48,4.48,4.48
4.70,4.33,4.70,4.27
4.45,4.45,4.45,4.45
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.29,4.29,4.29,4.29
4.29,4.29,4.29,4.29
4.29,4.29,4.29,4.29
4.35,4.30,4.35,4.30
4.38,4.45,4.50,4.38
4.45,4.45,4.45,4.45
4.45,4.48,4.57,4.37
4.38,4.50,4.50,4.37
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.37,4.37,4.37,4.37
4.37,4.37,4.37,4.37
4.21,4.18,4.21,4.18
4.38,4.85,4.85,4.38
4.85,4.85,4.85,4.85
4.79,4.79,4.79,4.79
4.27,4.27,4.27,4.27
4.27,4.30,4.32,4.27
4.32,4.33,4.33,4.25
4.28,4.26,4.28,4.26
4.26,4.26,4.26,4.26
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.28,4.31,4.31,4.28
4.34,4.31,4.34,4.31
4.32,4.40,4.40,4.30
4.40,4.40,4.40,4.40
4.44,4.40,4.44,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.49,4.49,4.49,4.49
4.49,4.50,4.50,4.49
4.50,4.50,4.50,4.50
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.50,4.72,4.72,4.50
4.72,4.72,4.72,4.72
4.72,4.72,4.72,4.72
4.72,4.72,4.72,4.72
4.41,4.41,4.41,4.41
4.41,4.41,4.41,4.41
4.41,4.41,4.41,4.41
4.41,4.41,4.41,4.41
4.41,4.41,4.41,4.41
4.41,4.41,4.41,4.41
4.50,4.40,4.50,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.49,4.50,4.50,4.49
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.48,4.45,4.48,4.45
4.74,4.74,4.74,4.74
4.68,4.42,4.68,4.40
4.40,4.40,4.40,4.40
4.43,4.43,4.43,4.43
4.43,4.43,4.43,4.43
4.40,4.40,4.40,4.40
4.46,4.46,4.46,4.46
4.46,4.46,4.46,4.46
4.42,4.42,4.42,4.42
4.41,4.62,4.62,4.41
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.70,4.70,4.70,4.70
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.52,4.50,4.52,4.45
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.55,4.55,4.55,4.55
4.56,4.50,4.56,4.50
4.50,4.50,4.50,4.50
4.51,4.50,4.51,4.50
4.50,4.50,4.50,4.50
4.50,4.55,4.55,4.50
4.50,4.67,4.67,4.50
4.67,4.67,4.67,4.67
4.67,4.67,4.67,4.67
4.67,4.67,4.67,4.67
4.67,4.67,4.67,4.67
4.50,4.50,4.50,4.50
4.54,4.50,4.55,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.73,4.75,4.75,4.72
4.75,4.80,4.81,4.73
4.80,4.80,4.80,4.80
4.82,4.80,4.82,4.80
4.55,4.67,4.71,4.50
4.65,4.65,4.65,4.65
4.65,4.80,4.80,4.60
4.80,5.07,5.07,4.79
5.12,5.12,5.12,5.12
5.12,5.12,5.12,5.12
5.12,5.12,5.12,5.12
5.12,5.12,5.12,5.12
5.26,5.12,5.50,5.12
5.10,5.10,5.15,5.10
5.08,5.08,5.08,5.08
5.20,5.15,5.20,5.15
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.18,5.18,5.18,5.18
5.18,5.18,5.18,5.18
5.23,5.23,5.23,5.23
5.25,5.32,5.40,5.25
5.32,5.96,5.99,5.32
5.94,5.94,5.94,5.94
5.91,5.91,5.91,5.91
5.91,5.91,5.91,5.91
5.31,5.36,5.38,5.31
5.31,5.31,5.31,5.31
5.33,5.32,5.44,5.31
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.51,5.51,5.51,5.48
5.44,5.51,5.51,5.31
5.46,5.43,5.46,5.43
5.42,5.42,5.42,5.42
5.40,5.40,5.40,5.40
5.51,5.51,5.51,5.51
5.51,5.51,5.51,5.49
5.51,5.51,5.51,5.51
5.51,5.51,5.51,5.51
5.51,5.51,5.51,5.51
5.59,5.55,5.59,5.55
5.55,5.55,5.55,5.55
5.55,5.50,5.55,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.94,5.94,5.50
6.20,6.25,6.25,6.20
5.69,5.89,5.89,5.67
5.89,5.89,5.89,5.89
5.89,5.89,5.89,5.89
5.91,5.91,5.91,5.91
5.90,5.91,5.91,5.90
5.91,6.99,6.99,5.65
6.99,6.99,6.99,6.99
6.99,6.99,6.99,6.99
6.97,6.97,6.97,6.97
6.97,6.97,6.97,6.97
6.97,6.97,6.97,6.97
6.21,6.21,6.21,6.21
6.21,6.21,6.21,6.21
6.21,6.21,6.21,6.21
7.25,7.25,7.25,7.25
7.00,7.00,7.00,7.00
6.35,7.00,7.00,6.34
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
7.00,6.23,7.00,6.00
5.71,5.70,5.77,5.65
5.73,5.67,5.73,5.67
5.76,5.98,5.98,5.68
5.85,5.65,5.85,5.65
5.83,5.65,5.83,5.65
5.68,5.68,5.68,5.68
5.63,5.62,5.65,5.62
5.62,5.62,5.62,5.62
5.62,5.62,5.62,5.62
5.62,5.62,5.62,5.62
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
5.71,5.71,5.71,5.71
5.76,5.71,5.77,5.71
5.78,5.71,5.78,5.71
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.62,5.62,5.62,5.62
5.62,5.62,5.62,5.62
5.62,5.62,5.62,5.62
5.64,5.65,5.66,5.64
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
