THLD,Threshold Pharmaceuticals,NASDAQ
5.41,5.19,5.41,5.10
5.16,5.27,5.32,5.03
5.20,5.11,5.25,5.05
5.17,5.01,5.18,4.92
5.01,5.06,5.20,5.01
5.08,5.13,5.18,4.99
5.12,5.26,5.36,4.96
5.32,5.42,5.60,5.30
5.43,5.58,5.58,5.38
5.57,5.56,5.64,5.51
5.62,5.43,5.62,5.38
5.44,5.57,5.61,5.30
5.59,5.41,5.59,5.39
5.40,5.49,5.55,5.36
5.52,5.48,5.69,5.44
5.46,5.44,5.64,5.40
5.48,5.58,5.62,5.44
5.57,5.84,5.85,5.53
5.84,5.71,6.05,5.69
5.70,5.50,5.76,5.50
5.49,5.34,5.51,5.33
5.31,5.42,5.48,5.30
5.45,5.54,5.63,5.43
5.58,5.51,5.62,5.49
5.52,5.67,5.78,5.50
5.63,5.63,5.69,5.52
5.65,5.47,5.75,5.45
5.51,5.42,5.55,5.36
5.43,5.42,5.55,5.38
5.48,5.30,5.48,5.26
5.27,5.12,5.29,5.10
5.15,5.08,5.18,5.00
5.06,5.31,5.36,5.01
5.28,5.13,5.29,5.10
5.14,5.01,5.18,4.99
4.98,4.87,5.03,4.85
4.83,4.90,4.92,4.79
4.91,4.85,5.01,4.76
4.83,4.87,5.05,4.83
4.87,4.80,4.89,4.76
4.76,4.61,4.79,4.56
4.58,4.40,4.58,4.40
4.37,4.55,4.59,4.30
4.55,4.61,4.66,4.46
4.63,4.67,4.75,4.62
4.65,4.68,4.74,4.56
4.68,4.68,4.79,4.66
4.63,4.46,4.63,4.42
4.47,4.52,4.56,4.42
4.50,4.40,4.60,4.38
4.41,4.35,4.44,4.30
4.38,4.38,4.50,4.33
4.36,4.46,4.50,4.35
4.45,4.42,4.50,4.40
4.45,4.55,4.60,4.30
4.58,4.58,4.66,4.50
4.61,4.48,4.61,4.41
4.49,4.54,4.58,4.42
4.62,4.53,4.63,4.50
4.55,4.50,4.61,4.46
4.52,4.61,4.61,4.48
4.59,4.68,4.76,4.56
4.68,4.80,4.81,4.65
4.82,4.77,4.87,4.70
4.77,4.60,4.79,4.58
4.60,4.71,4.73,4.53
4.73,4.65,4.76,4.60
4.65,4.68,4.75,4.55
4.68,4.77,4.79,4.63
4.75,4.75,4.90,4.73
4.71,4.65,4.72,4.60
4.65,4.86,4.88,4.62
4.86,5.03,5.23,4.84
5.05,4.96,5.10,4.81
4.95,5.00,5.10,4.95
4.97,4.82,4.97,4.82
4.91,4.52,4.95,4.52
4.51,4.33,4.58,4.26
4.38,4.65,4.67,4.38
4.61,4.72,4.76,4.53
4.67,4.72,4.76,4.60
4.71,4.73,4.83,4.66
4.77,4.69,4.77,4.58
4.70,4.65,4.79,4.58
4.71,4.63,4.75,4.52
4.95,4.64,4.99,4.53
4.50,4.55,4.64,4.48
4.52,4.56,4.58,4.49
4.58,4.53,4.62,4.45
4.55,4.53,4.62,4.47
4.52,4.40,4.52,4.36
4.40,4.44,4.47,4.36
4.44,4.32,4.44,4.25
4.33,4.34,4.42,4.22
4.33,4.17,4.33,4.12
4.10,4.09,4.23,4.02
4.09,4.33,4.38,4.05
4.36,4.18,4.41,4.18
4.20,4.14,4.29,4.10
4.14,4.25,4.33,4.14
4.28,4.45,4.47,4.23
4.45,4.46,4.50,4.27
4.42,4.54,4.60,4.32
4.55,4.49,4.60,4.46
4.47,4.45,4.51,4.39
4.48,4.31,4.50,4.31
4.32,4.23,4.36,4.23
4.23,4.30,4.34,4.22
4.34,4.37,4.42,4.30
4.50,4.45,4.50,4.37
4.39,4.54,4.64,4.39
4.54,4.65,4.71,4.52
4.67,4.83,4.98,4.61
4.88,4.93,4.99,4.76
4.96,4.95,5.00,4.86
4.95,4.66,5.00,4.64
4.64,4.82,4.85,4.56
4.84,4.74,4.86,4.73
4.79,4.83,4.90,4.69
4.96,4.78,4.99,4.68
4.78,4.63,4.81,4.62
4.62,4.56,4.67,4.45
4.56,4.52,4.62,4.48
4.53,4.53,4.57,4.45
4.53,4.53,4.98,4.40
4.54,4.51,4.62,4.45
4.50,4.47,4.55,4.41
4.47,4.68,4.78,4.45
4.71,4.61,4.75,4.58
4.62,4.68,4.75,4.55
4.67,4.64,4.75,4.60
4.64,4.59,4.79,4.59
4.62,4.69,4.73,4.53
4.81,4.62,4.81,4.59
4.63,4.67,4.73,4.59
4.64,4.79,4.80,4.60
4.79,4.97,5.00,4.72
5.03,4.94,5.03,4.86
4.95,4.90,5.00,4.85
4.91,4.86,5.00,4.83
4.86,4.88,4.96,4.83
4.89,4.85,4.95,4.77
4.85,4.82,5.00,4.81
4.86,4.84,4.98,4.83
4.85,4.85,4.90,4.82
4.85,5.00,5.01,4.81
5.11,5.36,5.54,5.10
5.41,5.46,5.51,5.21
5.52,5.72,5.93,5.47
5.69,5.70,5.70,5.38
5.64,5.40,5.64,5.35
5.37,4.93,5.40,4.81
4.99,5.07,5.13,4.85
5.04,4.98,5.12,4.85
5.02,5.14,5.24,5.02
5.03,4.88,5.20,4.84
4.89,4.51,4.94,4.43
4.53,4.54,4.65,4.49
4.50,4.34,4.50,4.27
4.38,4.35,4.45,4.35
4.38,4.54,4.63,4.38
4.56,4.59,4.63,4.51
4.61,4.68,4.74,4.58
4.68,4.61,4.73,4.57
4.57,4.81,4.85,4.57
4.81,4.68,4.85,4.64
4.67,4.68,4.76,4.64
4.62,4.57,4.67,4.56
4.55,4.74,4.76,4.54
4.79,4.77,4.85,4.73
4.81,4.91,4.91,4.79
4.93,4.86,4.97,4.80
4.85,4.84,4.95,4.80
4.81,4.84,4.89,4.72
4.92,5.00,5.25,4.91
5.19,5.28,5.28,5.04
5.40,5.50,5.58,5.39
5.48,5.33,5.55,5.30
5.16,5.16,5.40,5.04
5.22,5.07,5.22,4.91
5.09,5.02,5.12,4.90
5.01,5.10,5.12,4.93
5.04,5.03,5.09,4.92
5.03,5.04,5.10,4.94
5.00,4.99,5.06,4.96
5.05,4.99,5.16,4.96
5.00,5.10,5.18,5.00
5.13,5.12,5.20,5.02
5.11,5.05,5.13,5.02
5.05,4.98,5.10,4.90
4.99,4.85,4.99,4.48
4.88,4.70,4.97,4.64
4.74,4.68,4.84,4.65
4.65,4.70,4.80,4.56
4.70,4.59,4.81,4.57
4.60,4.76,4.79,4.58
4.79,4.81,4.87,4.75
4.82,4.80,4.88,4.75
4.88,4.69,4.88,4.64
4.75,4.48,4.75,4.38
4.42,4.38,4.46,4.27
4.37,4.39,4.49,4.20
4.40,4.65,4.67,4.40
4.64,4.33,4.64,4.30
4.29,4.05,4.47,3.92
4.11,4.00,4.16,3.91
4.01,3.98,4.09,3.67
4.00,4.02,4.07,3.96
3.99,3.83,4.09,3.78
3.85,3.93,3.95,3.85
4.03,4.35,4.43,3.97
4.39,4.13,4.39,4.11
4.15,4.12,4.20,4.04
4.09,4.00,4.13,4.00
4.03,3.91,4.07,3.78
3.95,4.03,4.16,3.92
4.01,4.10,4.11,3.90
4.12,4.03,4.14,3.90
4.03,3.99,4.14,3.98
3.94,3.88,3.96,3.80
3.87,3.82,3.96,3.81
3.81,3.79,3.86,3.67
3.74,3.62,3.85,3.62
3.60,3.75,3.76,3.55
3.75,3.81,3.85,3.70
3.82,3.80,3.88,3.78
3.80,3.69,3.80,3.65
3.66,3.71,3.73,3.59
3.70,3.62,3.71,3.51
3.62,3.68,3.70,3.56
3.66,3.55,3.66,3.53
3.58,3.53,3.63,3.52
3.56,3.63,3.69,3.56
3.63,3.67,3.77,3.63
3.72,3.81,3.84,3.72
3.79,3.86,3.90,3.79
3.90,3.92,3.98,3.88
3.96,3.86,4.00,3.75
3.85,3.84,3.94,3.80
3.80,3.77,3.84,3.73
3.75,3.79,3.85,3.74
3.82,3.95,3.95,3.80
4.00,4.06,4.11,3.92
4.08,4.33,4.34,4.08
4.38,4.37,4.40,4.14
4.31,4.29,4.44,4.22
4.26,4.31,4.38,4.25
4.34,4.18,4.34,4.13
4.20,4.25,4.26,4.15
4.24,4.17,4.30,4.15
4.16,4.12,4.17,4.03
4.15,4.01,4.15,3.98
4.05,4.07,4.10,3.98
4.07,3.94,4.13,3.92
3.96,3.90,4.01,3.90
3.86,3.89,3.96,3.86
3.89,3.88,3.92,3.86
3.86,3.87,3.90,3.84
3.87,3.96,4.05,3.85
3.99,4.09,4.15,3.96
4.06,4.27,4.29,4.06
4.30,4.28,4.32,4.21
4.29,4.10,4.32,4.08
4.30,4.12,4.30,4.00
4.16,4.11,4.17,4.03
4.00,4.12,4.17,3.98
4.09,4.18,4.20,4.07
4.25,4.28,4.32,4.18
4.31,4.14,4.31,4.08
4.15,4.10,4.17,4.05
4.02,4.00,4.14,3.95
3.99,4.16,4.17,3.98
4.10,4.14,4.17,4.03
4.17,4.20,4.27,4.14
4.23,4.18,4.36,4.16
4.20,4.17,4.25,4.14
4.12,4.12,4.16,4.05
4.12,4.06,4.12,3.97
4.10,4.06,4.13,4.02
4.08,4.19,4.22,4.03
4.10,4.21,4.25,4.06
4.06,4.13,4.23,3.95
4.12,4.06,4.19,3.95
4.05,4.08,4.14,3.95
4.03,4.14,4.16,4.03
4.15,4.12,4.20,4.04
4.12,4.26,4.27,4.11
4.28,4.29,4.38,4.27
4.28,4.17,4.32,4.14
4.16,4.16,4.22,4.12
4.17,4.22,4.28,4.17
4.27,4.18,4.28,4.12
4.20,4.16,4.22,4.14
4.16,4.09,4.17,4.02
4.00,4.08,4.16,4.00
4.06,4.07,4.10,4.00
4.05,4.02,4.07,3.99
4.03,4.07,4.13,3.98
4.05,4.08,4.18,4.05
4.11,4.15,4.17,4.05
4.14,4.08,4.19,4.08
4.08,4.16,4.18,4.08
4.19,4.10,4.20,4.09
4.11,4.04,4.14,4.01
4.05,3.93,4.06,3.90
4.12,3.96,4.12,3.90
4.12,4.61,4.73,4.05
5.37,4.80,5.41,4.76
4.80,4.96,4.96,4.75
5.00,5.03,5.10,4.83
5.04,4.91,5.05,4.80
4.91,4.73,4.94,4.66
4.70,4.62,4.80,4.55
4.58,4.68,4.75,4.56
4.73,4.69,4.75,4.58
4.69,4.47,4.75,4.42
4.36,3.97,4.47,3.94
3.94,3.91,4.01,3.88
3.95,3.90,4.01,3.86
3.88,3.76,3.91,3.72
3.76,3.84,3.87,3.68
3.73,3.75,3.91,3.73
3.76,3.61,3.83,3.60
3.60,3.45,3.60,3.40
3.47,3.56,3.65,3.45
3.61,3.56,3.63,3.50
3.56,3.41,3.60,3.40
3.40,3.29,3.40,3.29
3.29,3.26,3.29,3.11
3.25,3.10,3.26,3.08
3.07,2.90,3.16,2.87
2.89,2.94,3.07,2.82
3.00,3.02,3.10,2.95
3.29,3.03,3.29,2.93
2.99,3.00,3.11,2.97
3.07,2.99,3.07,2.97
2.99,2.99,3.02,2.89
3.00,3.00,3.03,2.92
3.00,2.97,3.02,2.93
3.00,2.98,3.04,2.94
2.99,3.01,3.01,2.94
3.00,2.94,3.03,2.92
2.98,2.95,3.07,2.94
2.94,2.94,3.01,2.94
2.94,2.98,2.99,2.92
3.05,2.93,3.05,2.93
3.01,2.83,3.04,2.81
2.85,2.84,2.90,2.72
2.84,2.70,2.92,2.66
2.73,2.71,2.78,2.67
2.70,2.73,2.80,2.58
2.73,2.98,2.99,2.73
3.18,3.30,3.44,3.12
3.19,3.14,3.29,3.11
3.00,3.01,3.19,3.00
3.02,2.87,3.03,2.85
2.87,2.92,2.99,2.87
2.95,2.96,3.02,2.90
2.97,2.94,3.05,2.90
2.91,3.09,3.10,2.91
3.15,3.02,3.16,2.96
3.01,3.03,3.07,2.98
2.93,2.90,3.04,2.88
2.90,2.94,3.00,2.90
2.94,2.90,3.00,2.90
2.91,2.86,2.97,2.86
2.89,2.94,2.99,2.89
2.93,2.95,2.99,2.87
2.96,3.00,3.04,2.96
3.00,3.22,3.23,2.99
3.22,3.00,3.29,2.99
2.97,3.24,3.24,2.96
3.21,3.24,3.27,3.13
3.20,3.08,3.30,3.04
3.03,3.05,3.14,3.03
3.06,2.91,3.10,2.90
2.92,2.91,3.00,2.90
2.92,2.96,3.00,2.90
2.99,3.12,3.13,2.94
3.12,3.07,3.14,3.03
3.10,3.00,3.14,2.98
3.00,2.92,3.00,2.88
2.90,2.93,2.96,2.90
2.95,3.04,3.07,2.95
3.05,3.11,3.11,2.98
3.11,3.25,3.25,3.10
3.25,3.18,3.27,3.13
3.22,3.43,3.48,3.22
3.68,3.68,3.88,3.56
3.70,3.55,3.75,3.42
3.68,3.53,3.69,3.49
3.58,3.48,3.58,3.44
3.50,3.38,3.50,3.25
3.35,3.50,3.55,3.35
3.53,3.45,3.62,3.42
3.40,3.61,3.62,3.39
3.59,3.33,3.68,3.30
3.32,3.52,3.55,3.32
3.51,3.50,3.56,3.40
3.51,3.42,3.56,3.39
3.46,3.52,3.52,3.29
3.53,3.52,3.58,3.49
3.55,3.70,3.70,3.51
3.65,3.83,3.88,3.65
3.88,3.65,3.96,3.64
3.68,3.75,3.80,3.68
3.70,3.72,3.85,3.67
3.74,3.65,3.77,3.60
3.68,3.75,3.76,3.49
3.73,3.63,3.73,3.51
3.65,3.73,3.77,3.58
3.73,3.62,3.80,3.62
3.59,3.67,3.73,3.57
3.70,3.66,3.70,3.58
3.65,3.62,3.70,3.62
3.68,3.82,3.85,3.61
3.82,4.03,4.12,3.78
4.09,4.35,4.54,4.03
4.36,4.26,4.43,4.13
4.26,4.25,4.30,4.14
4.28,4.35,4.43,4.20
4.39,4.43,4.52,4.31
4.45,4.30,4.52,4.21
4.30,4.38,4.44,4.24
4.40,4.43,4.46,4.28
4.41,4.37,4.50,4.34
4.39,4.39,4.46,4.30
4.57,4.57,4.69,4.35
4.57,4.61,4.62,4.41
4.66,4.56,4.66,4.50
4.60,4.45,4.63,4.38
4.48,4.48,4.53,4.38
4.44,4.47,4.55,4.27
4.47,4.53,4.55,4.40
4.59,4.54,4.60,4.45
4.56,4.53,4.63,4.44
4.53,4.32,4.57,4.26
4.33,4.39,4.48,4.32
4.40,4.35,4.42,4.29
4.36,4.53,4.55,4.36
4.57,4.42,4.57,4.40
4.40,4.33,4.47,4.32
4.31,4.32,4.45,4.27
4.31,4.09,4.37,4.01
4.05,3.93,4.08,3.81
3.94,4.07,4.09,3.90
4.09,4.08,4.14,3.98
4.08,4.06,4.09,3.99
4.02,4.06,4.06,3.90
4.05,4.05,4.07,3.97
4.04,4.07,4.13,3.97
4.09,4.17,4.29,4.05
4.15,4.21,4.23,4.14
4.20,4.24,4.28,4.11
4.28,4.25,4.30,4.20
4.28,4.38,4.44,4.27
4.42,4.38,4.42,4.32
4.39,4.51,4.62,4.30
4.52,4.50,4.54,4.42
4.43,4.40,4.49,4.36
4.40,4.40,4.42,4.27
4.40,4.28,4.40,4.24
4.30,4.22,4.35,4.16
4.23,4.30,4.30,4.11
4.31,4.10,4.31,4.10
4.15,3.96,4.15,3.93
3.96,3.91,4.03,3.74
3.96,3.90,4.00,3.85
3.90,3.54,3.92,3.51
3.52,3.52,3.61,3.29
3.54,3.49,3.67,3.48
3.50,3.52,3.59,3.47
3.50,3.62,3.71,3.49
3.63,3.65,3.67,3.55
3.70,3.71,3.72,3.57
3.68,3.76,3.83,3.66
4.33,4.00,4.45,3.93
4.00,3.86,4.06,3.76
3.93,3.92,4.02,3.77
3.93,3.94,3.96,3.86
3.92,4.09,4.10,3.90
4.10,3.93,4.12,3.90
3.93,3.90,3.99,3.82
3.93,3.91,4.00,3.86
3.91,3.88,3.96,3.82
3.86,3.87,3.92,3.80
3.91,3.91,3.93,3.81
3.87,3.86,3.91,3.83
3.87,3.89,3.97,3.82
3.97,3.84,3.98,3.74
3.85,3.77,3.85,3.75
3.77,3.86,3.87,3.73
3.84,3.72,3.86,3.71
3.72,3.77,3.85,3.66
3.76,3.80,3.84,3.74
3.79,3.72,3.79,3.69
3.71,3.87,3.90,3.66
3.86,3.94,3.95,3.81
3.90,4.08,4.14,3.89
4.11,4.15,4.17,3.94
4.11,4.04,4.18,4.04
4.08,4.11,4.25,4.05
4.13,4.14,4.18,4.10
4.14,4.10,4.15,4.03
4.11,4.22,4.25,4.10
4.25,4.29,4.31,4.19
4.26,4.34,4.48,4.26
4.36,4.36,4.43,4.31
4.35,4.14,4.35,4.08
4.10,3.94,4.15,3.94
3.98,4.04,4.06,3.94
4.05,3.89,4.10,3.88
3.86,3.96,3.98,3.86
3.90,4.03,4.12,3.88
4.16,4.07,4.16,3.91
4.02,3.89,4.05,3.87
3.96,4.06,4.11,3.91
4.10,4.18,4.24,4.07
4.20,4.31,4.35,4.14
4.31,4.45,4.48,4.31
4.48,4.34,4.60,4.32
4.35,4.35,4.44,4.28
4.37,4.42,4.45,4.31
4.33,4.27,4.47,4.25
4.25,4.26,4.31,4.16
4.21,4.25,4.33,4.16
4.24,4.16,4.34,4.16
4.16,4.17,4.31,4.10
4.12,4.18,4.24,4.08
4.20,4.30,4.38,4.15
4.29,4.15,4.33,4.13
4.11,4.26,4.32,4.03
4.24,4.32,4.50,4.17
4.35,4.26,4.38,4.18
4.25,4.34,4.40,4.18
4.35,4.38,4.40,4.29
4.36,4.21,4.47,4.17
4.15,4.24,4.26,4.07
4.25,4.33,4.37,4.24
4.30,4.18,4.37,4.15
4.09,4.36,4.39,4.09
4.35,4.14,4.38,4.12
4.14,4.20,4.21,3.99
4.20,4.28,4.29,4.15
4.26,4.23,4.31,4.20
4.20,4.11,4.26,4.06
4.10,4.03,4.14,4.01
3.97,4.11,4.23,3.97
3.95,3.92,3.95,3.76
4.12,4.02,4.13,3.94
4.12,4.11,4.13,3.94
4.14,4.25,4.25,4.05
4.23,4.34,4.38,4.19
4.32,4.20,4.36,4.19
4.15,4.11,4.28,4.11
4.20,4.30,4.30,4.12
4.28,4.32,4.47,4.28
4.24,4.34,4.41,4.15
4.40,4.48,4.52,4.38
4.52,4.39,4.59,4.36
4.40,4.52,4.55,4.40
4.46,4.82,4.88,4.44
4.87,4.91,4.98,4.82
4.94,5.06,5.14,4.91
5.08,4.92,5.10,4.80
4.95,5.11,5.15,4.87
5.05,5.11,5.28,5.01
5.21,4.75,5.25,4.67
4.72,4.68,4.77,4.54
4.72,4.79,4.86,4.55
4.77,4.70,4.80,4.57
4.73,4.37,4.80,4.30
4.37,4.03,4.37,3.93
4.00,3.62,4.13,3.54
3.70,4.07,4.07,3.70
4.11,3.98,4.11,3.85
3.96,4.07,4.09,3.87
4.09,4.25,4.25,3.98
4.22,3.99,4.22,3.80
4.00,4.06,4.11,3.92
4.03,4.01,4.07,3.87
4.04,4.06,4.14,3.94
4.08,3.89,4.08,3.86
3.92,3.70,4.03,3.70
3.74,3.77,3.87,3.65
3.75,4.06,4.06,3.75
4.09,3.93,4.09,3.86
3.94,4.01,4.08,3.80
3.98,3.93,3.98,3.85
3.92,3.87,3.99,3.75
3.88,3.85,3.96,3.71
3.84,3.96,3.99,3.83
3.93,3.92,4.05,3.88
3.92,3.97,4.01,3.92
3.99,4.07,4.10,3.90
4.05,3.85,4.14,3.81
3.86,3.81,3.94,3.75
3.84,4.03,4.08,3.81
3.98,4.08,4.12,3.90
4.10,4.27,4.29,4.01
4.27,4.22,4.28,4.13
4.20,4.30,4.35,4.15
4.29,4.40,4.44,4.25
4.37,4.36,4.41,4.27
4.39,4.36,4.43,4.27
4.33,4.18,4.37,4.16
4.16,4.23,4.36,4.13
4.20,4.09,4.26,4.02
4.20,3.92,4.26,3.90
4.04,4.06,4.12,3.93
4.07,3.82,4.09,3.81
3.84,3.89,3.94,3.80
3.84,3.98,3.98,3.82
4.01,3.87,4.01,3.84
3.91,3.80,3.95,3.70
3.79,3.67,3.90,3.61
3.70,3.49,3.73,3.45
3.50,3.58,3.60,3.31
3.59,3.61,3.78,3.50
3.61,3.42,3.63,3.32
3.42,3.34,3.43,3.25
0.71,0.60,0.77,0.51
0.60,0.61,0.65,0.58
0.60,0.56,0.64,0.51
0.57,0.52,0.58,0.50
0.52,0.51,0.53,0.48
0.51,0.46,0.52,0.45
0.48,0.48,0.50,0.46
0.51,0.51,0.51,0.50
0.52,0.54,0.55,0.51
0.54,0.51,0.56,0.51
0.49,0.52,0.53,0.48
0.50,0.50,0.54,0.49
0.50,0.50,0.53,0.48
0.49,0.50,0.51,0.49
0.50,0.49,0.51,0.48
0.49,0.47,0.49,0.46
0.47,0.48,0.50,0.47
0.48,0.48,0.49,0.47
0.47,0.45,0.48,0.45
0.46,0.47,0.49,0.43
0.46,0.45,0.48,0.45
0.45,0.44,0.46,0.43
0.43,0.43,0.46,0.43
0.45,0.42,0.45,0.39
0.42,0.38,0.42,0.38
0.38,0.35,0.42,0.35
0.36,0.37,0.39,0.30
0.35,0.34,0.37,0.32
0.34,0.31,0.35,0.31
0.30,0.35,0.37,0.29
0.35,0.35,0.38,0.33
0.35,0.36,0.38,0.34
0.38,0.36,0.44,0.36
0.36,0.35,0.39,0.34
0.35,0.33,0.37,0.32
0.34,0.32,0.34,0.31
0.32,0.32,0.34,0.32
0.32,0.32,0.33,0.32
0.32,0.31,0.33,0.31
0.34,0.29,0.34,0.27
0.29,0.29,0.30,0.29
0.29,0.29,0.30,0.29
0.29,0.30,0.30,0.28
0.30,0.28,0.31,0.28
0.28,0.28,0.29,0.28
0.28,0.27,0.28,0.26
0.28,0.28,0.28,0.27
0.29,0.30,0.30,0.27
0.29,0.30,0.31,0.29
0.30,0.29,0.31,0.29
0.29,0.27,0.30,0.27
0.27,0.26,0.30,0.26
0.26,0.25,0.28,0.25
0.24,0.24,0.25,0.21
0.24,0.23,0.25,0.23
0.23,0.24,0.24,0.23
0.24,0.23,0.26,0.22
0.23,0.23,0.24,0.22
0.22,0.23,0.24,0.22
0.24,0.23,0.26,0.22
0.24,0.31,0.32,0.24
0.34,0.40,0.45,0.33
0.40,0.36,0.41,0.33
0.36,0.33,0.36,0.32
0.34,0.30,0.34,0.30
0.44,0.55,0.58,0.43
0.58,0.53,0.62,0.52
0.50,0.48,0.51,0.45
0.51,0.49,0.53,0.47
0.50,0.48,0.50,0.46
0.51,0.50,0.51,0.47
0.52,0.51,0.57,0.50
0.52,0.51,0.52,0.49
0.51,0.46,0.53,0.46
0.46,0.44,0.46,0.41
0.46,0.44,0.46,0.42
0.44,0.46,0.47,0.41
0.49,0.45,0.50,0.44
0.46,0.46,0.48,0.45
0.47,0.46,0.48,0.43
0.47,0.45,0.48,0.44
0.43,0.45,0.45,0.43
0.44,0.45,0.46,0.43
0.43,0.43,0.46,0.43
0.44,0.41,0.45,0.40
0.41,0.40,0.42,0.40
0.42,0.41,0.42,0.39
0.42,0.41,0.42,0.39
0.42,0.44,0.46,0.41
0.43,0.48,0.55,0.43
0.47,0.49,0.53,0.45
0.51,0.47,0.51,0.46
0.48,0.46,0.49,0.46
0.47,0.44,0.48,0.43
0.46,0.44,0.46,0.44
0.48,0.46,0.48,0.42
0.50,0.47,0.50,0.43
0.47,0.45,0.48,0.45
0.47,0.45,0.47,0.45
0.45,0.44,0.46,0.42
0.45,0.44,0.45,0.41
0.45,0.42,0.45,0.42
0.43,0.41,0.44,0.40
0.42,0.40,0.43,0.40
0.40,0.34,0.42,0.32
0.30,0.32,0.34,0.30
0.34,0.34,0.34,0.32
0.38,0.35,0.38,0.33
0.36,0.34,0.37,0.33
0.33,0.34,0.37,0.33
0.33,0.37,0.37,0.33
0.37,0.37,0.38,0.35
0.37,0.38,0.42,0.37
0.38,0.37,0.40,0.37
0.38,0.39,0.40,0.37
0.39,0.40,0.41,0.38
0.41,0.42,0.43,0.39
0.43,0.45,0.46,0.42
0.45,0.45,0.51,0.43
0.46,0.48,0.48,0.43
0.48,0.47,0.48,0.46
0.46,0.47,0.47,0.44
0.47,0.48,0.48,0.45
0.48,0.46,0.48,0.45
0.45,0.50,0.50,0.44
0.50,0.52,0.54,0.48
0.54,0.47,0.54,0.47
0.48,0.49,0.50,0.45
0.48,0.47,0.49,0.46
0.48,0.46,0.48,0.46
0.47,0.44,0.47,0.44
0.44,0.43,0.45,0.42
0.43,0.41,0.45,0.40
0.42,0.40,0.42,0.39
0.41,0.41,0.44,0.40
0.42,0.39,0.42,0.38
0.39,0.38,0.41,0.36
0.39,0.41,0.46,0.37
0.35,0.38,0.39,0.35
0.38,0.36,0.40,0.35
0.38,0.62,0.62,0.36
0.55,0.58,0.77,0.51
0.60,0.64,0.69,0.58
0.64,0.70,0.75,0.61
0.70,0.62,0.71,0.62
0.62,0.63,0.67,0.59
0.64,0.63,0.67,0.62
0.64,0.61,0.66,0.60
0.64,0.61,0.65,0.60
0.62,0.62,0.65,0.60
0.64,0.56,0.64,0.55
0.55,0.55,0.57,0.52
0.56,0.54,0.58,0.54
0.53,0.53,0.53,0.51
0.54,0.51,0.55,0.50
0.52,0.53,0.55,0.51
0.54,0.50,0.55,0.48
0.49,0.48,0.51,0.47
0.48,0.47,0.52,0.46
0.48,0.54,0.54,0.47
0.56,0.52,0.56,0.52
0.55,0.52,0.55,0.49
0.53,0.51,0.53,0.50
0.51,0.51,0.53,0.49
0.50,0.50,0.51,0.49
0.50,0.54,0.55,0.50
0.55,0.66,0.68,0.55
0.66,0.64,0.67,0.60
0.61,0.60,0.64,0.59
0.61,0.60,0.64,0.59
0.60,0.58,0.62,0.57
0.59,0.56,0.61,0.55
0.56,0.58,0.61,0.56
0.58,0.64,0.65,0.58
0.63,0.61,0.63,0.61
0.62,0.95,1.20,0.61
1.00,0.78,1.03,0.75
0.78,0.87,0.98,0.78
0.88,1.02,1.14,0.88
1.02,0.97,1.06,0.93
0.98,0.86,0.99,0.85
0.86,0.90,0.96,0.83
0.90,0.91,0.93,0.88
0.91,1.01,1.07,0.89
1.05,1.06,1.12,1.00
1.06,1.07,1.11,1.01
1.06,1.05,1.07,1.00
1.05,1.21,1.25,1.05
1.32,1.25,1.48,1.25
1.22,1.23,1.30,1.15
1.25,1.25,1.29,1.20
1.31,1.22,1.32,1.22
1.20,1.29,1.29,1.16
1.25,1.19,1.28,1.18
1.20,1.18,1.20,1.16
1.16,1.16,1.18,1.12
1.13,1.19,1.19,1.13
1.19,1.24,1.28,1.19
1.26,1.27,1.29,1.24
1.28,1.22,1.32,1.21
1.25,1.22,1.27,1.21
1.23,1.17,1.24,1.16
1.18,1.18,1.22,1.15
1.19,1.14,1.20,1.13
1.14,1.18,1.20,1.05
1.18,1.18,1.20,1.15
0.52,0.68,0.69,0.50
0.67,0.60,0.68,0.57
0.58,0.55,0.59,0.55
0.56,0.59,0.60,0.55
0.59,0.57,0.59,0.56
0.56,0.55,0.58,0.52
0.55,0.55,0.57,0.54
0.55,0.50,0.55,0.49
0.49,0.47,0.50,0.47
0.47,0.46,0.48,0.45
0.47,0.46,0.48,0.44
0.46,0.44,0.46,0.42
0.44,0.43,0.45,0.42
0.43,0.42,0.44,0.40
0.41,0.44,0.45,0.40
0.45,0.43,0.46,0.42
0.45,0.43,0.45,0.43
0.43,0.44,0.44,0.41
0.44,0.43,0.44,0.41
0.44,0.41,0.44,0.41
0.43,0.40,0.43,0.40
0.40,0.40,0.41,0.38
0.40,0.39,0.41,0.37
0.41,0.37,0.41,0.37
0.36,0.36,0.39,0.35
0.36,0.39,0.40,0.36
0.41,0.38,0.41,0.37
0.39,0.38,0.40,0.38
0.37,0.38,0.41,0.36
0.40,0.48,0.50,0.38
0.50,0.53,0.54,0.45
0.53,0.47,0.57,0.44
0.46,0.47,0.47,0.42
0.45,0.44,0.46,0.43
0.44,0.43,0.44,0.40
0.42,0.51,0.53,0.41
0.50,0.48,0.52,0.47
0.48,0.47,0.49,0.47
0.47,0.47,0.49,0.44
0.47,0.51,0.51,0.46
0.51,0.51,0.59,0.49
0.50,0.50,0.54,0.49
0.50,0.48,0.50,0.45
0.49,0.48,0.52,0.48
0.49,0.48,0.52,0.48
0.49,0.47,0.49,0.45
