ONVI,Onvia,NASDAQ
4.65,4.62,4.65,4.52
4.56,4.54,4.65,4.54
4.47,4.65,4.65,4.47
4.62,4.61,4.62,4.41
4.40,4.60,4.60,4.40
4.55,4.60,4.62,4.36
4.41,4.67,4.68,4.41
4.60,4.65,4.65,4.51
4.60,4.65,4.65,4.56
4.65,4.60,4.65,4.59
4.50,4.50,4.50,4.50
4.60,4.62,4.62,4.58
4.55,4.60,4.60,4.55
4.52,4.65,4.65,4.52
4.55,4.60,4.68,4.55
4.58,4.59,4.60,4.58
4.63,4.60,4.63,4.54
4.59,4.55,4.64,4.55
4.55,4.60,4.60,4.55
4.56,4.60,4.60,4.50
4.55,4.60,4.60,4.49
4.65,4.65,4.65,4.65
4.64,4.65,4.65,4.64
4.65,4.68,4.68,4.57
4.68,4.70,4.75,4.62
4.75,5.19,5.19,4.75
5.20,5.45,5.58,5.20
5.45,5.43,5.45,5.01
5.45,5.24,5.45,4.90
5.20,5.38,5.50,4.90
5.41,5.39,5.45,5.10
5.40,5.43,5.44,5.30
5.44,5.33,5.44,4.88
5.29,5.26,5.29,4.90
5.39,5.08,5.39,4.92
5.06,4.90,5.06,4.81
5.22,5.21,5.27,5.16
5.31,5.31,5.31,5.31
5.28,5.38,5.43,4.94
5.41,5.43,5.45,5.25
5.43,5.43,5.43,5.43
5.43,5.43,5.43,5.43
5.26,5.28,5.29,5.21
5.25,4.91,5.28,4.91
4.95,5.20,5.26,4.95
5.06,5.06,5.25,5.05
5.13,5.04,5.13,5.04
5.11,5.19,5.19,5.00
5.23,5.23,5.23,5.21
5.20,5.23,5.23,5.20
5.08,5.36,5.36,5.08
5.23,5.26,5.29,5.23
4.83,5.26,5.26,4.83
4.90,5.29,5.29,4.90
4.90,5.21,5.21,4.90
5.05,5.10,5.25,5.05
5.07,5.24,5.24,5.07
5.24,5.24,5.24,5.24
4.96,5.13,5.19,4.77
5.12,4.92,5.12,4.92
5.08,4.99,5.08,4.99
5.00,4.78,5.12,4.75
4.82,4.85,4.85,4.79
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.59,4.72,4.83,4.58
4.70,4.71,4.84,4.70
4.72,4.64,4.79,4.64
4.66,4.69,4.80,4.66
4.75,4.78,4.78,4.69
4.71,5.06,5.06,4.70
5.00,4.99,5.03,4.81
4.92,5.00,5.01,4.92
5.00,5.00,5.00,5.00
4.95,4.80,4.95,4.80
4.94,4.98,5.00,4.81
4.79,5.00,5.00,4.79
4.92,4.69,4.98,4.69
4.73,4.84,4.97,4.71
4.62,4.83,4.83,4.62
4.83,4.83,4.83,4.83
4.61,4.83,4.83,4.61
4.84,4.83,4.84,4.70
4.78,4.80,4.88,4.49
4.52,4.84,4.84,4.42
4.89,4.75,4.89,4.69
4.88,4.88,4.88,4.83
4.89,4.89,4.89,4.63
4.88,4.88,4.89,4.74
4.58,4.83,4.83,4.50
4.67,4.68,4.81,4.67
4.81,4.84,4.85,4.70
4.71,4.84,4.84,4.71
4.89,4.84,4.89,4.84
4.75,4.75,4.75,4.75
4.89,4.90,4.90,4.79
4.71,4.88,4.88,4.71
4.76,4.89,4.89,4.76
4.60,4.76,4.80,4.60
4.88,4.88,4.88,4.88
4.53,4.69,4.87,4.53
4.89,4.92,5.19,4.86
4.96,4.93,4.96,4.93
4.80,4.82,4.93,4.80
4.82,4.82,4.82,4.82
4.82,4.82,4.82,4.82
4.83,4.86,4.95,4.80
4.79,4.79,4.80,4.78
4.78,4.75,4.79,4.70
4.75,4.74,4.75,4.68
4.75,4.75,4.75,4.75
4.61,4.75,4.75,4.61
4.67,4.67,4.67,4.67
4.67,4.73,4.73,4.67
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.73,4.75,4.50
4.74,4.73,4.75,4.73
4.75,4.62,4.75,4.62
4.75,4.75,4.75,4.74
4.73,4.73,4.73,4.73
4.68,4.75,4.75,4.56
4.75,4.79,4.94,4.59
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
4.79,4.81,4.81,4.79
4.95,5.00,5.00,4.93
4.99,5.00,5.00,4.99
5.00,5.00,5.00,5.00
4.75,4.72,4.75,4.72
4.81,4.76,4.81,4.76
4.78,4.73,4.78,4.73
4.61,4.51,4.61,4.48
4.57,4.51,4.57,4.51
4.55,4.45,4.55,4.45
4.62,4.91,4.97,4.50
4.75,4.96,5.00,4.75
4.83,4.83,4.83,4.83
4.83,4.83,4.83,4.83
5.00,4.85,5.00,4.74
5.00,4.80,5.03,4.78
5.00,5.11,5.11,4.89
5.12,5.15,5.15,4.99
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.15,4.89,5.15,4.87
5.45,4.95,5.45,4.86
4.75,4.95,4.95,4.75
4.77,4.95,4.95,4.77
5.09,4.87,5.09,4.83
4.89,4.89,4.89,4.89
4.85,4.86,4.86,4.85
4.83,4.81,4.96,4.81
4.72,4.76,4.76,4.72
4.80,4.80,4.80,4.80
4.78,4.80,4.80,4.78
4.80,4.80,4.80,4.80
4.90,5.10,5.14,4.90
5.15,5.25,5.28,5.15
5.30,5.20,5.30,5.20
5.20,5.19,5.25,5.10
5.29,5.36,5.42,5.25
5.29,5.25,5.32,5.25
5.24,5.31,5.38,5.23
5.34,5.25,5.34,5.25
5.25,5.08,5.31,5.08
5.24,5.12,5.25,5.12
5.18,5.06,5.24,5.06
5.04,5.22,5.30,5.01
5.23,5.33,5.33,5.22
5.30,5.32,5.32,5.30
5.33,5.32,5.33,5.32
5.22,5.13,5.35,5.13
5.29,5.20,5.29,5.17
5.32,5.38,5.55,5.15
5.23,5.24,5.32,5.15
5.15,5.22,5.23,5.11
5.20,5.21,5.22,5.07
5.34,5.26,5.34,5.26
5.27,5.27,5.37,5.27
5.23,5.22,5.35,5.11
5.22,5.22,5.22,5.22
5.22,5.22,5.22,5.22
5.13,5.13,5.13,5.13
5.36,5.32,5.40,5.28
5.29,5.26,5.38,5.26
5.26,5.25,5.29,5.25
5.27,5.25,5.47,5.25
5.30,5.19,5.45,5.18
5.20,5.27,5.30,5.20
5.33,5.26,5.52,5.26
5.25,5.26,5.48,5.25
5.34,5.27,5.37,5.27
5.25,5.25,5.48,5.23
5.24,5.25,5.29,5.23
5.26,5.33,5.48,5.23
5.28,5.26,5.33,5.24
5.29,5.34,5.40,5.25
5.25,5.26,5.37,5.22
5.32,5.27,5.32,5.25
5.30,5.32,5.36,5.27
5.29,5.28,5.34,5.27
5.33,5.37,5.40,5.32
5.20,5.27,5.35,5.20
5.20,5.31,5.38,5.20
5.27,5.25,5.38,5.20
5.36,5.25,5.38,5.17
5.21,5.22,5.32,5.09
5.16,5.33,5.33,5.16
5.28,5.10,5.28,5.01
5.28,5.06,5.28,5.04
5.38,5.15,5.38,5.04
5.23,5.13,5.33,5.13
5.36,5.31,5.36,5.31
5.26,5.22,5.26,5.22
5.03,5.07,5.07,5.03
5.07,5.07,5.07,5.07
5.10,5.07,5.10,5.07
5.19,5.20,5.20,5.19
5.11,5.12,5.13,5.11
5.17,5.17,5.17,5.17
5.04,5.06,5.08,5.01
5.02,4.86,5.05,4.86
4.96,4.96,4.96,4.96
4.99,4.99,4.99,4.99
4.75,4.82,4.98,4.75
4.80,4.87,4.90,4.76
4.77,4.86,4.88,4.68
4.86,4.86,4.86,4.86
4.76,4.85,4.85,4.76
4.70,4.75,4.82,4.62
4.75,4.77,4.78,4.75
4.75,4.74,4.75,4.70
4.74,4.74,4.74,4.74
4.55,4.64,4.64,4.55
4.70,4.56,4.70,4.40
4.60,4.51,4.60,4.51
4.55,4.50,4.55,4.50
4.50,4.50,4.50,4.49
4.50,4.50,4.50,4.50
4.49,4.49,4.52,4.48
4.49,4.49,4.49,4.49
4.40,4.40,4.40,4.31
4.40,4.33,4.45,4.29
4.47,4.45,4.48,4.40
4.47,4.48,4.48,4.37
4.40,4.49,4.49,4.35
4.49,4.49,4.50,4.39
4.49,4.49,4.49,4.48
4.49,4.49,4.49,4.49
4.51,4.67,4.67,4.51
4.65,4.70,4.70,4.49
4.51,4.85,4.85,4.51
4.81,4.81,4.81,4.81
4.94,4.77,4.94,4.77
4.96,4.85,4.96,4.85
4.45,4.53,4.70,4.45
4.52,4.56,4.56,4.52
4.46,4.46,4.46,4.46
4.46,4.46,4.46,4.46
4.60,4.63,4.63,4.56
4.56,4.58,4.58,4.56
4.59,4.65,4.65,4.56
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.61,4.62,4.64,4.57
4.62,4.62,4.62,4.62
4.56,4.56,4.56,4.56
4.56,4.56,4.56,4.56
4.58,4.57,4.58,4.57
4.55,4.56,4.67,4.55
4.57,4.55,4.64,4.55
4.55,4.45,4.55,4.44
4.49,4.44,4.50,4.44
4.44,4.53,4.53,4.44
4.46,4.60,4.76,4.46
4.75,4.57,4.89,4.57
4.57,4.57,4.57,4.57
4.89,4.78,4.89,4.66
4.73,4.74,4.76,4.73
4.77,4.56,4.88,4.56
4.62,4.62,4.62,4.62
4.65,4.79,4.82,4.65
4.81,4.81,4.81,4.81
4.81,4.58,4.97,4.56
4.63,4.63,4.64,4.63
4.88,4.88,4.88,4.88
4.88,4.88,4.88,4.88
4.78,4.64,4.80,4.53
4.54,4.48,4.54,4.48
4.40,4.34,4.40,4.34
4.34,4.34,4.34,4.34
4.43,4.44,4.53,4.43
4.50,4.35,4.50,4.32
4.55,4.43,4.71,4.38
4.63,4.34,4.63,4.32
4.31,4.32,4.35,4.30
4.31,4.41,4.54,4.31
4.33,4.31,4.69,4.28
4.32,4.32,4.32,4.32
4.31,4.30,4.31,4.30
4.35,4.39,4.40,4.35
4.33,4.42,4.42,4.30
4.38,4.36,4.93,4.32
4.36,4.30,4.52,4.30
4.58,4.73,4.73,4.45
4.37,4.41,4.67,4.37
4.43,4.40,4.54,4.32
4.41,4.40,4.60,4.36
4.51,4.42,4.76,4.33
4.43,4.41,4.69,4.39
4.33,4.36,4.58,4.33
4.48,4.50,4.51,4.46
4.49,4.46,4.53,4.33
4.50,4.39,4.50,4.39
4.47,4.39,4.60,4.39
4.72,4.41,4.72,4.40
4.69,4.40,4.69,4.40
4.45,4.62,4.62,4.44
4.66,4.73,4.73,4.61
4.44,4.65,4.65,4.44
4.50,4.58,4.80,4.50
4.50,4.47,4.56,4.41
4.59,4.58,4.59,4.36
4.61,4.61,4.61,4.61
4.65,4.51,4.65,4.45
4.47,4.33,4.48,4.31
4.38,4.39,4.53,4.36
4.37,4.38,4.38,4.36
4.33,4.37,4.40,4.33
4.37,4.37,4.37,4.37
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.43,4.47,4.47,4.21
4.25,4.39,4.39,4.19
4.39,4.35,4.39,4.16
4.35,4.35,4.35,4.35
4.41,4.15,4.41,4.15
4.34,4.34,4.34,4.34
4.34,4.34,4.34,4.34
4.34,4.34,4.34,4.34
4.34,4.34,4.34,4.34
4.17,4.37,4.41,4.17
4.26,4.26,4.27,4.16
4.40,4.40,4.40,4.40
4.18,4.41,4.41,4.18
4.40,4.40,4.40,4.40
4.37,4.21,4.40,4.21
4.37,4.37,4.37,4.37
4.37,4.37,4.37,4.37
4.25,4.16,4.90,4.16
4.24,4.31,4.31,4.23
4.18,4.23,4.23,4.18
4.23,4.23,4.23,4.23
4.23,4.23,4.23,4.23
4.43,4.40,4.50,4.40
4.40,4.40,4.40,4.40
4.45,4.45,4.45,4.45
4.30,4.46,4.76,4.30
4.44,4.43,4.44,4.33
4.39,4.35,4.42,4.35
4.35,4.35,4.35,4.35
4.50,4.32,4.50,4.32
4.38,4.38,4.38,4.38
4.45,4.50,4.55,4.45
4.50,4.49,4.50,4.45
4.48,4.49,4.49,4.48
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.49,4.50,4.50,4.49
4.49,4.50,4.50,4.42
4.44,4.59,4.69,4.38
4.63,4.47,4.71,4.47
4.45,4.51,4.58,4.45
4.47,4.47,4.55,4.45
4.43,4.47,4.57,4.43
4.55,4.47,4.55,4.46
4.56,4.48,4.56,4.45
4.55,4.48,4.55,4.47
4.41,4.47,4.56,4.41
4.50,4.52,4.52,4.45
4.51,4.54,4.54,4.51
4.45,4.50,4.57,4.45
4.56,4.56,4.56,4.47
4.56,4.56,4.56,4.56
4.45,4.45,4.57,4.36
4.45,4.49,4.76,4.43
4.45,4.65,4.83,4.45
5.19,5.02,5.49,4.79
5.38,4.92,5.38,4.75
4.54,4.54,4.54,4.54
4.50,4.60,4.60,4.50
4.57,4.60,4.86,4.51
4.62,4.68,4.77,4.62
4.51,4.65,4.65,4.51
4.55,4.63,4.65,4.53
4.55,4.57,4.57,4.44
4.58,4.51,4.58,4.40
4.41,4.56,4.56,4.41
4.52,4.66,4.66,4.47
4.48,4.65,4.65,4.48
4.76,4.76,4.77,4.76
4.87,4.75,4.87,4.75
4.80,4.75,4.85,4.52
4.75,5.14,5.14,4.75
5.12,5.02,5.17,4.90
5.10,5.10,5.10,5.10
4.99,4.73,4.99,4.73
4.78,4.63,4.79,4.63
4.63,4.63,4.63,4.63
4.49,4.54,4.73,4.42
4.45,4.51,4.64,4.45
4.60,4.81,4.89,4.60
4.83,4.75,4.91,4.74
4.80,4.79,4.92,4.79
4.76,4.60,4.76,4.60
4.77,4.53,4.77,4.53
4.51,4.53,4.54,4.42
4.64,4.55,4.64,4.55
4.45,4.56,4.56,4.45
4.56,4.56,4.56,4.56
4.60,4.50,4.82,4.42
4.44,4.51,4.59,4.44
4.43,4.67,4.70,4.43
4.60,4.68,4.78,4.58
4.58,4.69,4.88,4.55
4.72,4.69,4.80,4.69
4.84,4.66,4.84,4.65
4.88,4.87,4.88,4.84
4.95,4.58,4.95,4.58
4.60,4.45,4.60,4.45
4.50,4.50,4.50,4.50
4.45,4.50,4.55,4.44
4.55,4.59,4.59,4.45
4.50,4.60,4.60,4.49
4.55,4.68,4.76,4.55
4.70,4.76,4.80,4.70
4.75,4.65,4.80,4.65
4.65,4.65,4.75,4.61
4.66,4.68,4.76,4.66
4.66,4.72,4.79,4.65
4.74,4.72,4.75,4.72
4.76,4.55,4.77,4.55
4.66,4.64,4.75,4.54
4.70,4.67,4.72,4.60
4.62,4.60,4.71,4.58
4.65,4.55,4.69,4.55
4.63,4.58,4.69,4.55
4.65,4.60,4.74,4.60
4.55,4.51,5.00,4.51
4.55,4.63,4.65,4.50
4.65,4.57,4.70,4.57
4.70,4.69,4.72,4.50
4.67,4.66,4.68,4.64
4.66,4.66,4.66,4.66
4.50,4.64,4.66,4.50
4.67,4.65,4.67,4.65
4.52,4.69,4.69,4.52
4.66,4.68,4.68,4.66
4.65,4.69,4.69,4.65
4.61,4.50,4.66,4.50
4.65,4.54,4.65,4.51
4.61,4.54,4.67,4.54
4.52,4.52,4.52,4.50
4.54,4.51,4.60,4.51
4.55,4.59,4.63,4.55
4.59,4.59,4.59,4.59
4.59,4.59,4.59,4.59
4.55,4.51,4.59,4.50
4.51,4.51,4.52,4.51
4.50,4.51,4.51,4.50
4.52,4.50,4.68,4.50
4.51,4.51,4.51,4.51
4.56,4.51,4.58,4.51
4.50,4.51,4.63,4.50
4.55,4.56,4.56,4.55
4.67,4.55,4.68,4.55
4.53,4.55,4.55,4.53
4.55,4.55,4.55,4.55
4.55,4.65,4.65,4.55
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.64,4.60,4.64,4.60
4.60,4.58,4.60,4.58
4.60,4.60,4.60,4.60
4.60,4.60,4.64,4.60
4.61,4.55,4.61,4.45
4.43,4.48,4.48,4.43
4.26,4.41,4.53,4.26
4.53,4.46,4.53,4.46
4.52,4.49,4.52,4.46
4.42,4.49,4.49,4.42
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.52,4.53,4.53,4.52
4.58,4.49,4.58,4.46
4.44,4.46,4.51,4.44
4.47,4.50,4.50,4.47
4.49,4.46,4.49,4.46
4.40,4.49,4.49,4.40
4.45,4.41,4.45,4.41
4.45,4.43,4.45,4.43
4.40,4.39,4.40,4.33
4.43,4.39,4.43,4.34
4.30,4.16,4.30,4.16
4.30,4.29,4.32,4.29
4.29,4.29,4.29,4.29
4.29,4.29,4.29,4.29
4.20,4.33,4.33,4.20
4.11,4.13,4.32,4.11
4.24,4.23,4.24,4.23
4.26,4.28,4.28,4.26
4.28,4.28,4.28,4.28
4.28,4.28,4.28,4.28
4.28,4.28,4.28,4.28
4.27,4.26,4.27,4.26
4.26,4.26,4.26,4.26
4.23,4.26,4.26,4.23
4.03,4.24,4.27,4.03
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.03,4.23,4.23,4.03
4.01,4.22,4.23,4.01
4.06,4.18,4.18,4.03
4.18,4.18,4.18,4.18
4.18,4.18,4.18,4.18
4.18,4.18,4.18,4.18
4.12,4.18,4.18,4.11
3.87,4.17,4.17,3.86
4.18,4.18,4.18,4.18
4.18,4.06,4.18,3.85
4.19,4.19,4.19,4.19
4.17,4.22,4.22,4.17
3.96,4.20,4.20,3.96
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.00,4.00,4.00,3.88
4.15,4.19,4.19,3.76
4.19,4.19,4.19,4.19
3.79,3.85,4.13,3.76
3.87,3.90,3.96,3.87
4.00,4.01,4.01,4.00
4.08,4.18,4.18,4.04
4.17,4.13,4.20,4.12
4.16,4.18,4.19,4.16
4.18,4.18,4.18,4.18
4.18,4.18,4.18,4.18
4.18,4.18,4.18,4.18
4.16,3.93,4.19,3.80
4.01,4.01,4.01,4.01
3.91,4.01,4.01,3.91
3.92,3.98,4.00,3.92
3.92,4.12,4.14,3.92
3.91,4.11,4.11,3.90
4.10,4.10,4.15,4.10
4.03,4.03,4.13,3.93
4.03,4.12,4.12,4.03
4.09,4.09,4.09,4.09
4.10,4.04,4.10,4.00
3.92,4.00,4.00,3.92
4.00,4.00,4.00,4.00
3.93,4.00,4.10,3.90
4.00,4.00,4.00,4.00
3.97,4.12,4.12,3.97
4.04,4.04,4.04,4.04
4.09,4.09,4.09,4.09
4.01,4.09,4.10,4.01
4.10,4.10,4.10,4.10
4.01,3.93,4.13,3.93
4.13,4.09,4.14,3.99
4.09,4.09,4.09,4.09
4.05,4.05,4.05,4.05
4.07,4.00,4.13,4.00
4.00,4.00,4.00,4.00
4.02,4.02,4.02,4.02
4.00,4.00,4.00,4.00
4.12,3.96,4.12,3.96
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
4.12,4.02,4.12,4.01
4.06,4.06,4.06,4.06
4.07,4.09,4.10,4.05
4.09,4.09,4.09,4.09
4.09,4.09,4.09,4.09
4.09,4.09,4.09,4.09
3.98,4.09,4.09,3.98
4.01,4.01,4.01,4.01
3.99,3.99,3.99,3.99
4.07,4.07,4.07,3.99
4.07,4.07,4.07,4.07
4.09,4.09,4.09,4.09
4.07,4.07,4.07,4.07
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.05
3.98,4.00,4.10,3.98
3.98,3.95,4.00,3.95
3.94,3.95,3.95,3.94
3.91,4.00,4.00,3.90
3.91,3.91,3.91,3.91
3.90,3.90,3.90,3.90
3.87,3.98,3.98,3.87
3.92,3.92,3.92,3.92
3.92,3.92,3.92,3.90
3.95,3.95,3.95,3.90
3.90,3.90,3.90,3.90
3.90,3.81,3.95,3.75
3.80,3.90,3.93,3.75
3.90,3.87,3.93,3.87
3.85,3.80,3.95,3.80
3.95,3.82,3.95,3.82
3.93,3.94,3.95,3.93
3.95,3.87,3.95,3.87
3.95,3.90,3.95,3.90
3.89,3.82,3.90,3.82
3.82,3.80,3.82,3.72
3.74,3.80,3.95,3.74
3.77,3.75,3.77,3.75
3.62,3.62,3.62,3.50
3.57,3.60,3.60,3.57
3.59,3.59,3.59,3.59
3.56,3.60,3.60,3.56
3.56,3.44,3.58,3.30
3.35,3.31,3.44,3.31
3.30,3.25,3.35,3.21
3.25,3.25,3.39,3.00
3.20,3.25,3.40,3.19
3.29,3.20,3.31,3.18
3.22,3.24,3.24,3.18
3.25,3.25,3.25,3.24
3.20,3.18,3.28,3.18
3.09,3.09,3.20,3.06
3.24,3.13,3.24,3.11
3.21,3.64,3.73,3.17
3.45,3.49,3.76,3.41
3.43,3.72,3.77,3.43
3.57,3.73,3.77,3.57
3.55,3.78,3.78,3.51
3.73,3.72,3.78,3.57
3.69,3.70,3.76,3.59
3.65,3.75,3.75,3.61
3.64,3.73,3.74,3.58
3.63,3.73,3.73,3.57
3.70,3.56,3.72,3.56
3.73,3.55,3.75,3.55
3.69,3.65,3.69,3.63
3.65,3.70,3.70,3.65
3.57,3.60,3.68,3.56
3.64,3.65,3.69,3.60
3.67,3.64,3.68,3.37
3.26,3.63,3.63,3.26
3.60,3.64,3.64,3.34
3.64,3.65,3.69,3.64
3.68,3.59,3.68,3.40
3.52,3.59,3.66,3.46
3.59,3.59,3.59,3.59
3.59,3.59,3.59,3.59
3.63,3.48,3.70,3.48
3.61,3.66,3.69,3.47
3.65,3.65,3.65,3.65
3.67,3.67,3.67,3.67
3.67,3.67,3.67,3.67
3.67,3.67,3.67,3.67
3.65,3.66,3.66,3.58
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.60,3.68,3.69,3.60
3.65,3.64,3.65,3.64
3.64,3.64,3.64,3.64
3.65,3.50,3.65,3.28
3.50,3.50,3.50,3.50
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.36,3.66,3.66,3.35
3.66,3.66,3.66,3.66
3.66,3.69,3.69,3.66
3.69,3.69,3.69,3.69
3.69,3.69,3.69,3.69
3.69,3.69,3.69,3.69
3.67,3.62,3.67,3.48
3.65,3.59,3.65,3.59
3.65,3.53,3.70,3.53
3.31,3.70,3.70,3.31
3.68,3.69,3.69,3.68
3.62,3.66,3.67,3.62
3.70,3.47,3.70,3.47
3.54,3.70,3.70,3.54
3.66,3.70,3.70,3.66
3.65,3.63,3.70,3.53
3.59,3.62,3.70,3.51
3.36,3.36,3.36,3.36
3.39,3.50,3.50,3.32
3.52,3.55,3.55,3.52
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.43,3.43,3.43,3.43
3.64,3.62,3.64,3.62
3.62,3.62,3.62,3.62
3.51,3.50,3.51,3.50
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.59,3.61,3.61,3.59
3.61,3.61,3.61,3.61
3.35,3.35,3.35,3.35
3.37,3.46,3.46,3.37
3.45,3.46,3.46,3.45
3.45,3.46,3.46,3.44
3.40,3.46,3.46,3.40
3.56,3.45,3.57,3.45
3.39,3.42,3.50,3.39
3.44,3.47,3.47,3.43
3.47,3.46,3.47,3.41
3.46,3.46,3.46,3.46
3.35,3.35,3.35,3.35
3.45,3.45,3.45,3.45
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.59,3.59,3.59,3.59
3.59,3.59,3.59,3.59
3.44,3.47,3.47,3.42
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.49,3.58,3.59,3.49
3.59,3.61,3.61,3.59
3.61,3.61,3.61,3.61
3.61,3.61,3.61,3.61
3.58,3.58,3.58,3.58
3.58,3.58,3.58,3.58
3.58,3.60,3.70,3.53
3.60,3.60,3.60,3.60
3.60,3.61,3.62,3.58
3.74,3.65,3.74,3.65
3.80,3.90,3.90,3.77
3.90,3.90,3.90,3.90
3.56,3.78,3.78,3.56
3.86,3.80,3.89,3.80
3.80,3.80,3.80,3.80
3.85,4.05,4.08,3.85
4.05,4.05,4.05,4.05
3.95,3.85,4.25,3.85
3.95,3.95,3.95,3.95
3.95,3.95,3.95,3.95
3.96,4.10,4.49,3.96
4.39,3.81,4.39,3.81
3.81,3.71,4.22,3.67
3.78,3.75,4.34,3.75
3.44,3.76,4.07,3.44
3.85,3.85,4.00,3.85
3.71,3.88,3.88,3.71
3.71,3.71,3.71,3.71
3.69,3.70,3.82,3.69
3.70,3.70,3.70,3.70
3.85,3.85,4.03,3.85
3.98,3.98,3.98,3.98
3.54,3.65,3.70,3.54
3.70,3.73,3.73,3.70
3.63,3.80,3.80,3.41
3.93,3.87,3.93,3.52
3.72,3.72,3.81,3.70
3.70,3.80,3.80,3.70
3.80,3.81,3.81,3.76
3.80,3.70,3.80,3.70
3.70,3.70,3.70,3.70
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.81,3.70,3.81,3.70
3.70,3.70,3.70,3.70
3.69,3.69,3.69,3.69
4.01,4.03,4.03,4.01
4.03,4.13,4.14,3.73
4.01,3.99,4.04,3.73
3.99,3.99,3.99,3.99
3.99,3.99,3.99,3.99
4.00,3.89,4.00,3.88
4.04,3.88,4.04,3.88
3.87,4.04,4.04,3.87
4.04,4.03,4.04,4.03
4.03,4.03,4.03,4.03
3.68,3.90,4.03,3.68
4.05,3.97,4.05,3.93
4.04,4.04,4.09,4.04
3.98,3.99,3.99,3.98
4.10,4.13,4.13,4.04
4.15,4.10,4.15,4.06
4.10,4.06,4.10,4.06
4.06,4.06,4.06,4.06
4.06,3.98,4.06,3.98
4.06,4.06,4.06,4.06
4.12,4.06,4.12,4.06
4.10,4.15,4.15,4.10
4.15,4.15,4.15,4.15
4.15,4.14,4.15,4.14
4.14,4.14,4.14,4.14
4.14,4.14,4.14,4.14
4.15,4.14,4.15,4.14
4.16,4.15,4.16,4.15
4.06,4.15,4.15,4.06
4.54,4.54,4.54,4.54
4.49,4.49,4.49,4.49
4.10,4.25,4.48,4.07
4.13,4.51,4.51,4.13
4.51,4.51,4.51,4.51
4.49,4.49,4.49,4.49
4.39,4.46,4.46,4.39
4.06,4.38,4.41,4.06
4.11,4.25,4.38,4.11
4.25,4.25,4.25,4.25
4.08,4.40,4.40,4.08
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.35,4.58,4.58,4.35
4.61,4.54,4.83,4.21
4.58,4.67,4.70,4.58
4.70,4.86,4.86,4.70
5.17,5.17,5.17,4.81
5.17,4.79,5.22,4.79
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
4.80,4.80,4.80,4.80
4.90,4.91,5.07,4.90
4.91,4.91,4.91,4.91
5.25,5.24,5.25,5.24
5.24,5.24,5.24,5.24
5.24,5.24,5.24,5.24
5.24,5.24,5.24,5.24
5.21,5.21,5.21,5.21
5.11,5.11,5.11,5.11
5.11,5.11,5.11,5.11
5.19,4.85,5.19,4.85
5.00,4.87,5.00,4.87
4.87,4.87,4.87,4.87
4.85,4.75,4.90,4.75
4.75,4.75,4.75,4.75
4.80,4.80,4.80,4.80
4.73,4.73,4.73,4.73
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
5.25,4.75,5.25,4.70
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.94,4.80,4.97,4.75
4.95,4.95,4.95,4.95
4.95,4.95,4.95,4.95
4.71,5.00,5.00,4.71
5.05,4.95,5.05,4.81
5.10,4.72,5.15,4.70
4.80,4.82,5.10,4.80
4.80,4.90,4.90,4.80
4.85,4.80,5.00,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.85,5.00,5.00,4.85
4.95,4.85,4.95,4.85
4.95,4.80,4.95,4.80
4.80,4.80,4.80,4.70
