SMTX,SMTC Corporation - Common Stock,NASDAQ
2.00,2.02,2.03,1.92
2.02,2.00,2.08,1.95
2.03,2.01,2.09,1.97
2.00,1.98,2.02,1.98
1.98,1.97,1.98,1.95
1.96,1.97,2.01,1.95
1.98,2.01,2.01,1.96
2.00,1.98,2.01,1.98
1.98,2.01,2.01,1.98
2.00,1.99,2.00,1.99
1.99,1.98,1.99,1.95
2.03,1.99,2.03,1.96
1.97,1.97,2.00,1.96
2.00,1.91,2.00,1.91
1.93,1.94,1.98,1.93
2.01,1.89,2.01,1.89
1.92,1.95,1.97,1.90
1.98,1.93,1.99,1.93
1.92,1.95,1.98,1.92
1.97,1.92,1.97,1.90
1.90,1.90,1.92,1.90
1.94,1.93,1.94,1.90
1.90,1.87,1.93,1.86
1.85,1.93,1.95,1.85
1.90,1.89,1.90,1.89
1.88,1.92,1.94,1.87
1.95,1.90,1.95,1.82
1.90,1.90,1.90,1.90
1.89,1.89,1.90,1.89
1.89,1.87,1.90,1.87
1.87,1.88,1.90,1.87
1.87,1.92,1.96,1.87
1.94,1.88,1.95,1.88
1.85,1.86,1.88,1.82
1.83,1.87,1.90,1.83
1.90,1.83,1.90,1.76
1.85,1.78,1.85,1.78
1.82,1.87,1.89,1.78
1.90,1.92,1.98,1.80
1.87,1.88,1.92,1.85
1.90,1.91,1.93,1.90
1.93,1.90,1.93,1.90
1.91,1.90,1.91,1.88
1.90,1.87,1.90,1.86
1.88,1.89,1.94,1.88
1.89,1.88,1.90,1.88
1.85,1.89,1.89,1.85
1.90,1.88,1.90,1.86
1.89,1.90,1.91,1.89
1.91,1.93,1.94,1.91
1.90,1.90,1.93,1.88
1.90,1.90,2.00,1.90
1.90,1.88,1.92,1.86
1.91,1.93,1.93,1.90
1.94,1.87,1.96,1.87
1.88,1.93,1.93,1.88
1.93,1.89,1.93,1.89
1.90,1.90,1.90,1.90
1.93,1.90,1.93,1.89
1.90,1.90,1.93,1.89
1.90,1.92,1.93,1.90
1.93,1.93,1.94,1.90
1.97,1.95,1.97,1.92
1.95,1.95,1.95,1.95
1.96,1.97,1.98,1.94
1.97,1.96,1.98,1.96
1.94,1.92,1.95,1.92
1.91,1.92,1.93,1.91
1.91,1.95,1.97,1.91
1.91,1.95,1.96,1.91
1.91,1.94,1.97,1.91
1.96,1.96,1.96,1.96
1.99,2.06,2.10,1.94
2.04,2.07,2.08,2.02
2.04,2.02,2.04,2.02
2.04,2.02,2.04,2.02
2.04,2.02,2.04,2.02
2.02,2.02,2.03,2.02
2.02,2.02,2.02,2.02
2.03,2.02,2.03,2.02
2.02,1.99,2.02,1.98
1.97,1.98,2.02,1.97
2.00,1.99,2.02,1.99
2.01,2.03,2.08,1.98
2.03,2.06,2.10,2.03
2.05,2.09,2.14,2.05
2.10,2.07,2.10,2.06
2.06,1.99,2.06,1.99
1.99,2.01,2.07,1.98
1.96,2.03,2.03,1.96
2.03,2.02,2.03,2.00
2.02,2.02,2.02,2.02
2.00,1.98,2.02,1.97
2.00,1.95,2.02,1.95
1.98,1.97,2.00,1.97
2.00,1.97,2.00,1.97
1.96,1.99,2.00,1.96
2.00,2.03,2.05,2.00
2.05,1.98,2.05,1.96
2.05,2.05,2.05,2.01
2.00,2.00,2.00,1.96
2.03,2.10,2.15,2.01
2.05,2.12,2.17,2.00
2.11,2.06,2.14,2.02
2.08,2.02,2.11,2.01
2.06,2.07,2.11,2.04
2.06,2.24,2.30,2.06
2.27,2.31,2.48,2.27
2.27,2.30,2.34,2.15
2.28,2.32,2.40,2.28
2.33,2.35,2.42,2.29
2.39,2.36,2.42,2.29
2.37,2.34,2.40,2.29
2.31,2.37,2.38,2.29
2.35,2.42,2.44,2.35
2.40,2.37,2.40,2.33
2.34,2.29,2.39,2.28
2.28,2.30,2.40,2.28
2.28,2.35,2.35,2.28
2.33,2.30,2.33,2.30
2.27,2.24,2.33,2.18
2.18,2.20,2.32,2.18
2.25,2.18,2.25,2.13
2.21,2.15,2.24,2.14
2.15,2.24,2.26,2.15
2.21,2.33,2.39,2.21
2.25,2.25,2.30,2.23
2.25,2.26,2.26,2.18
2.28,2.25,2.30,2.20
2.18,2.36,2.37,2.15
2.37,2.25,2.37,2.22
2.28,2.28,2.39,2.15
2.30,2.34,2.35,2.27
2.26,2.35,2.36,2.26
2.36,2.35,2.36,2.16
2.31,2.30,2.35,2.29
2.30,2.34,2.34,2.27
2.33,2.29,2.35,2.29
2.27,2.36,2.42,2.27
2.38,2.43,2.43,2.29
2.46,2.37,2.46,2.32
2.43,2.40,2.48,2.39
2.40,2.37,2.43,2.33
2.37,2.34,2.37,2.34
2.36,2.35,2.44,2.35
2.36,2.35,2.38,2.33
2.35,2.36,2.39,2.34
2.42,2.58,2.62,2.37
2.60,2.59,2.66,2.55
2.57,2.56,2.58,2.43
2.50,2.48,2.57,2.45
2.38,2.20,2.38,2.02
2.10,2.15,2.22,2.10
2.13,2.16,2.26,2.10
2.18,2.18,2.20,2.17
2.14,2.17,2.19,2.13
2.14,2.07,2.15,2.02
2.07,2.07,2.09,2.05
2.04,2.04,2.06,1.90
2.12,2.05,2.12,2.05
2.08,2.07,2.09,2.05
2.10,1.99,2.10,1.96
2.07,1.97,2.07,1.90
1.95,2.04,2.10,1.95
2.04,2.04,2.06,2.00
2.01,2.09,2.14,1.98
2.04,2.07,2.08,2.03
2.04,2.09,2.10,2.02
2.04,2.08,2.09,2.04
2.12,2.19,2.20,2.11
2.17,2.11,2.19,2.10
2.17,2.19,2.24,2.16
2.20,2.20,2.23,2.19
2.20,2.20,2.22,2.18
2.20,2.20,2.22,2.19
2.20,2.21,2.24,2.19
2.22,2.21,2.24,2.21
2.24,2.24,2.24,2.21
2.25,2.22,2.25,2.21
2.25,2.40,2.53,2.24
2.39,2.35,2.40,2.28
2.34,2.27,2.40,2.20
2.29,2.33,2.33,2.29
2.26,2.24,2.29,2.21
2.23,2.17,2.26,2.12
2.17,2.09,2.17,2.09
2.10,2.08,2.15,2.03
2.09,2.07,2.10,2.07
2.05,2.03,2.20,2.02
2.03,2.05,2.12,2.03
2.05,1.96,2.06,1.92
1.98,2.05,2.15,1.98
2.02,1.93,2.02,1.92
1.91,1.94,1.98,1.91
1.91,1.95,1.96,1.91
1.93,1.99,2.00,1.93
1.97,2.03,2.03,1.97
1.95,2.01,2.05,1.95
2.02,1.96,2.04,1.94
2.09,2.03,2.09,1.95
2.00,1.99,2.08,1.97
2.00,2.00,2.00,1.98
1.98,2.02,2.04,1.97
2.07,2.00,2.07,1.98
2.00,1.96,2.00,1.90
1.95,1.52,1.95,1.43
1.55,1.54,1.58,1.48
1.54,1.57,1.59,1.54
1.58,1.57,1.58,1.53
1.60,1.53,1.60,1.51
1.55,1.51,1.56,1.50
1.52,1.53,1.58,1.52
1.61,1.50,1.61,1.49
1.57,1.51,1.57,1.49
1.49,1.49,1.51,1.49
1.55,1.50,1.55,1.49
1.53,1.53,1.53,1.50
1.51,1.49,1.51,1.49
1.60,1.65,1.74,1.54
1.65,1.65,1.65,1.62
1.65,1.57,1.65,1.57
1.61,1.67,1.67,1.60
1.64,1.67,1.69,1.61
1.72,1.76,1.79,1.70
1.79,1.80,1.84,1.76
1.77,1.78,1.84,1.75
1.80,1.75,1.81,1.73
1.75,1.75,1.77,1.75
1.76,1.77,1.79,1.74
1.80,1.79,1.80,1.76
1.74,1.78,1.79,1.72
1.80,1.78,1.80,1.75
1.75,1.77,1.80,1.75
1.74,1.76,1.80,1.74
1.77,1.78,1.79,1.77
1.76,1.76,1.78,1.76
1.75,1.75,1.78,1.75
1.78,1.81,1.81,1.75
1.77,1.78,1.81,1.76
1.77,1.78,1.81,1.72
1.75,1.81,1.81,1.75
1.77,1.81,1.82,1.77
1.79,1.80,1.80,1.79
1.80,1.89,1.92,1.76
1.90,1.87,1.95,1.86
1.82,1.85,1.87,1.82
1.80,1.83,1.87,1.77
1.81,1.83,1.85,1.81
1.85,1.81,1.85,1.80
1.82,1.81,1.82,1.80
1.83,1.83,1.85,1.81
1.86,1.83,1.86,1.82
1.81,1.83,1.84,1.81
1.78,1.82,1.84,1.78
1.81,1.82,1.84,1.80
1.82,1.80,1.82,1.80
1.80,1.82,1.92,1.80
1.81,1.80,1.85,1.80
1.78,1.82,1.84,1.78
1.85,1.80,1.90,1.78
1.80,1.83,1.84,1.80
1.84,1.83,1.90,1.82
1.85,1.86,1.88,1.83
1.83,1.85,1.88,1.81
1.90,1.84,1.90,1.82
1.86,1.85,1.91,1.82
1.81,1.82,1.82,1.81
1.85,1.82,1.88,1.82
1.82,1.85,1.88,1.78
1.82,1.87,1.92,1.81
1.97,1.93,1.97,1.87
1.99,1.91,1.99,1.90
1.92,1.87,1.97,1.86
1.97,1.91,1.97,1.87
1.94,1.94,1.95,1.87
1.92,1.96,1.96,1.92
1.95,1.97,1.97,1.90
1.94,1.90,1.98,1.90
1.90,1.92,1.96,1.90
1.93,1.95,1.97,1.91
1.99,1.91,1.99,1.88
1.96,1.94,1.96,1.90
1.91,1.87,1.91,1.86
1.87,1.87,1.89,1.87
1.87,1.87,1.90,1.86
1.87,1.82,1.89,1.79
1.82,1.88,1.95,1.81
1.85,1.89,1.91,1.82
1.90,1.86,1.91,1.85
1.88,1.82,1.88,1.81
1.82,1.78,1.82,1.78
1.78,1.67,1.80,1.54
1.68,1.72,1.83,1.68
1.66,1.78,1.85,1.65
1.81,1.77,1.81,1.73
1.79,1.75,1.80,1.75
1.73,1.73,1.80,1.70
1.74,1.74,1.79,1.73
1.75,1.77,1.79,1.74
1.77,1.78,1.82,1.77
1.82,1.85,1.88,1.82
1.90,1.90,1.92,1.87
1.87,1.87,1.88,1.82
1.86,1.88,1.92,1.84
1.88,1.85,1.88,1.83
1.88,1.84,1.88,1.82
1.83,1.83,1.90,1.83
1.87,1.85,1.90,1.85
1.85,1.88,1.88,1.84
1.89,1.85,1.89,1.85
1.87,1.84,1.87,1.84
1.89,1.86,1.89,1.76
1.82,1.81,1.84,1.81
1.80,1.80,1.85,1.80
1.83,1.80,1.83,1.80
1.80,1.78,1.85,1.75
1.75,1.76,1.85,1.75
1.75,1.78,1.87,1.74
1.76,1.80,1.84,1.76
1.80,1.75,1.80,1.71
1.75,1.73,1.75,1.73
1.75,1.79,1.80,1.75
1.76,1.85,1.85,1.76
1.80,1.82,1.82,1.79
1.77,1.80,1.84,1.76
1.80,1.79,1.80,1.79
1.80,1.79,1.81,1.75
1.75,1.74,1.79,1.71
1.69,1.69,1.84,1.67
1.69,1.74,1.74,1.68
1.70,1.71,1.77,1.67
1.71,1.64,1.84,1.63
1.68,1.63,1.68,1.63
1.62,1.62,1.78,1.60
1.67,1.65,1.67,1.61
1.73,1.66,1.73,1.65
1.69,1.68,1.72,1.62
1.69,1.71,1.71,1.58
1.65,1.68,1.73,1.63
1.73,1.73,1.73,1.67
1.74,1.74,1.74,1.74
1.73,1.65,1.73,1.63
1.68,1.70,1.71,1.68
1.70,1.75,1.75,1.70
1.73,1.78,1.80,1.73
1.75,1.75,1.80,1.75
1.76,1.77,1.79,1.75
1.75,1.77,1.78,1.75
1.75,1.75,1.80,1.75
1.77,1.79,1.85,1.75
1.75,1.68,1.75,1.67
1.68,1.67,1.70,1.66
1.66,1.67,1.69,1.66
1.68,1.70,1.71,1.62
1.72,1.77,1.78,1.72
1.72,1.76,1.80,1.70
1.77,1.73,1.78,1.72
1.85,1.71,1.85,1.70
1.75,1.75,1.80,1.70
1.72,1.70,1.73,1.70
1.71,1.76,1.76,1.71
1.72,1.72,1.80,1.72
1.71,1.75,1.77,1.71
1.78,1.76,1.78,1.76
1.73,1.72,1.73,1.72
1.75,1.70,1.77,1.70
1.72,1.71,1.75,1.70
1.79,1.72,1.79,1.72
1.72,1.74,1.75,1.70
1.72,1.74,1.74,1.72
1.72,1.71,1.74,1.70
1.70,1.75,1.81,1.67
1.77,1.83,1.83,1.74
1.84,1.80,1.84,1.79
1.81,1.78,1.81,1.78
1.76,1.80,1.81,1.75
1.80,1.80,1.81,1.76
1.80,1.80,1.84,1.76
1.80,1.78,1.84,1.77
1.75,1.76,1.78,1.75
1.76,1.75,1.76,1.67
1.75,1.75,1.75,1.72
1.74,1.74,1.74,1.74
1.72,1.76,1.77,1.70
1.77,1.76,1.79,1.76
1.79,1.78,1.80,1.72
1.78,1.77,1.78,1.74
1.77,1.75,1.77,1.75
1.67,1.74,1.78,1.67
1.71,1.70,1.75,1.68
1.68,1.77,1.77,1.68
1.78,1.78,1.78,1.73
1.76,1.79,1.79,1.76
1.70,1.79,1.80,1.70
1.77,1.79,1.79,1.76
1.76,1.74,1.81,1.72
1.72,1.71,1.76,1.70
1.71,1.73,1.78,1.69
1.73,1.68,1.73,1.64
1.69,1.70,1.75,1.69
1.70,1.68,1.70,1.65
1.67,1.69,1.69,1.67
1.69,1.68,1.72,1.68
1.66,1.67,1.71,1.66
1.64,1.69,1.71,1.64
1.71,1.67,1.71,1.64
1.70,1.67,1.72,1.67
1.68,1.65,1.71,1.63
1.67,1.66,1.72,1.65
1.65,1.70,1.70,1.64
1.69,1.72,1.72,1.69
1.72,1.69,1.72,1.66
1.66,1.64,1.67,1.64
1.61,1.68,1.68,1.60
1.62,1.63,1.67,1.62
1.63,1.62,1.63,1.62
1.63,1.66,1.66,1.63
1.62,1.63,1.66,1.61
1.65,1.56,1.65,1.54
1.56,1.58,1.59,1.52
1.55,1.53,1.59,1.53
1.51,1.56,1.58,1.51
1.57,1.56,1.57,1.51
1.52,1.52,1.57,1.52
1.51,1.50,1.52,1.49
1.49,1.50,1.52,1.49
1.50,1.50,1.50,1.49
1.47,1.43,1.48,1.40
1.40,1.44,1.47,1.40
1.44,1.49,1.49,1.42
1.43,1.44,1.47,1.43
1.42,1.44,1.47,1.42
1.42,1.45,1.45,1.41
1.41,1.40,1.41,1.38
1.37,1.45,1.49,1.37
1.44,1.43,1.46,1.43
1.48,1.38,1.48,1.38
1.38,1.41,1.43,1.36
1.42,1.38,1.42,1.37
1.45,1.40,1.45,1.40
1.40,1.36,1.40,1.34
1.34,1.38,1.39,1.34
1.34,1.42,1.42,1.34
1.44,1.39,1.44,1.36
1.39,1.41,1.42,1.39
1.47,1.45,1.47,1.40
1.33,1.27,1.42,1.20
1.29,1.48,1.64,1.29
1.44,1.44,1.54,1.38
1.44,1.37,1.44,1.37
1.40,1.41,1.44,1.37
1.40,1.41,1.41,1.36
1.39,1.41,1.43,1.35
1.39,1.35,1.44,1.35
1.36,1.38,1.41,1.36
1.38,1.39,1.42,1.37
1.40,1.41,1.41,1.38
1.40,1.42,1.44,1.40
1.41,1.42,1.42,1.39
1.39,1.39,1.41,1.38
1.39,1.38,1.40,1.38
1.38,1.39,1.43,1.38
1.40,1.39,1.41,1.39
1.40,1.41,1.41,1.39
1.40,1.40,1.41,1.39
1.39,1.40,1.42,1.39
1.40,1.40,1.43,1.40
1.46,1.51,1.58,1.46
1.53,1.58,1.58,1.47
1.54,1.55,1.57,1.47
1.55,1.68,1.70,1.55
1.72,1.72,1.72,1.68
1.71,1.70,1.72,1.68
1.67,1.68,1.70,1.67
1.71,1.69,1.71,1.68
1.68,1.71,1.73,1.67
1.66,1.69,1.71,1.66
1.69,1.74,1.81,1.68
1.79,1.71,1.79,1.71
1.74,1.72,1.74,1.71
1.71,1.70,1.74,1.70
1.71,1.71,1.74,1.71
1.70,1.70,1.73,1.69
1.72,1.71,1.74,1.71
1.72,1.73,1.73,1.70
1.70,1.70,1.73,1.70
1.70,1.70,1.73,1.66
1.71,1.74,1.74,1.71
1.68,1.72,1.72,1.68
1.75,1.72,1.79,1.70
1.73,1.71,1.73,1.71
1.73,1.73,1.75,1.73
1.73,1.73,1.74,1.71
1.71,1.74,1.78,1.71
1.75,1.75,1.75,1.75
1.76,1.76,1.78,1.76
1.76,1.76,1.78,1.75
1.76,1.76,1.76,1.76
1.73,1.77,1.77,1.73
1.79,1.80,1.81,1.78
1.82,1.84,1.86,1.79
1.87,1.86,1.87,1.86
1.74,1.88,1.88,1.74
1.87,1.85,1.87,1.81
1.87,1.84,1.87,1.81
1.81,1.81,1.88,1.77
1.84,1.75,1.84,1.70
1.75,1.73,1.75,1.72
1.75,1.75,1.77,1.75
1.78,1.73,1.86,1.73
1.78,1.66,1.78,1.66
1.65,1.69,1.79,1.65
1.68,1.69,1.80,1.68
1.75,1.75,1.79,1.75
1.72,1.76,1.80,1.67
1.74,1.71,1.74,1.71
1.63,1.67,1.76,1.60
1.70,1.72,1.85,1.70
1.75,1.74,1.77,1.72
1.77,1.75,1.77,1.75
1.72,1.73,1.73,1.72
1.75,1.65,1.77,1.64
1.72,1.68,1.72,1.67
1.71,1.67,1.72,1.67
1.69,1.69,1.70,1.69
1.69,1.67,1.70,1.67
1.70,1.65,1.70,1.65
1.65,1.68,1.68,1.65
1.65,1.68,1.68,1.65
1.68,1.71,1.71,1.68
1.76,1.70,1.79,1.66
1.70,1.69,1.75,1.69
1.69,1.69,1.69,1.65
1.74,1.66,1.74,1.66
1.66,1.65,1.69,1.62
1.68,1.64,1.68,1.64
1.64,1.60,1.64,1.60
1.53,1.56,1.64,1.20
1.54,1.53,1.56,1.51
1.54,1.55,1.62,1.54
1.55,1.57,1.57,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.53
1.53,1.58,1.58,1.51
1.53,1.59,1.59,1.53
1.54,1.53,1.60,1.51
1.54,1.55,1.56,1.52
1.47,1.50,1.55,1.47
1.45,1.50,1.50,1.36
1.50,1.49,1.50,1.46
1.49,1.49,1.50,1.49
1.46,1.50,1.50,1.46
1.50,1.49,1.50,1.48
1.50,1.50,1.50,1.48
1.50,1.51,1.52,1.50
1.50,1.50,1.50,1.50
1.52,1.59,1.59,1.52
1.52,1.55,1.55,1.52
1.53,1.59,1.59,1.53
1.67,1.67,1.68,1.66
1.68,1.65,1.68,1.65
1.65,1.65,1.65,1.62
1.61,1.66,1.66,1.58
1.59,1.66,1.66,1.59
1.62,1.60,1.63,1.60
1.54,1.61,1.62,1.54
1.59,1.60,1.60,1.54
1.56,1.62,1.62,1.56
1.60,1.60,1.60,1.60
1.60,1.63,1.63,1.60
1.54,1.63,1.63,1.46
1.53,1.63,1.63,1.52
1.60,1.57,1.60,1.49
1.55,1.55,1.55,1.55
1.53,1.55,1.57,1.51
1.53,1.54,1.55,1.53
1.54,1.54,1.54,1.53
1.53,1.53,1.54,1.52
1.55,1.56,1.68,1.55
1.56,1.69,1.69,1.56
1.69,1.69,1.69,1.69
1.69,1.69,1.69,1.65
1.64,1.63,1.64,1.63
1.68,1.58,1.68,1.48
1.62,1.58,1.62,1.55
1.63,1.61,1.65,1.61
1.60,1.58,1.60,1.58
1.52,1.61,1.61,1.52
1.58,1.58,1.58,1.57
1.58,1.60,1.60,1.58
1.62,1.62,1.62,1.62
1.60,1.56,1.60,1.51
1.56,1.49,1.56,1.41
1.49,1.51,1.56,1.46
1.46,1.38,1.50,1.38
1.39,1.48,1.48,1.38
1.46,1.42,1.47,1.42
1.42,1.41,1.45,1.38
1.38,1.45,1.48,1.38
1.45,1.47,1.47,1.43
1.47,1.47,1.47,1.47
1.46,1.45,1.48,1.43
1.42,1.46,1.46,1.40
1.46,1.45,1.47,1.40
1.45,1.45,1.45,1.45
1.38,1.43,1.45,1.38
1.39,1.41,1.41,1.38
1.40,1.38,1.40,1.38
1.40,1.40,1.42,1.35
1.44,1.43,1.45,1.42
1.40,1.48,1.50,1.40
1.47,1.50,1.50,1.46
1.46,1.44,1.47,1.40
1.36,1.45,1.47,1.36
1.43,1.40,1.43,1.37
1.43,1.41,1.50,1.41
1.42,1.45,1.45,1.39
1.40,1.42,1.42,1.40
1.40,1.35,1.40,1.33
1.34,1.31,1.34,1.30
1.28,1.39,1.42,1.28
1.39,1.44,1.46,1.31
1.39,1.44,1.47,1.39
1.40,1.44,1.47,1.39
1.40,1.49,1.50,1.40
1.34,1.46,1.49,1.34
1.46,1.50,1.50,1.43
1.48,1.49,1.69,1.41
1.53,1.56,1.56,1.39
1.47,1.58,1.58,1.44
1.52,1.37,1.58,1.37
1.46,1.48,1.57,1.37
1.47,1.56,1.59,1.47
1.63,1.61,1.64,1.57
1.61,1.61,1.61,1.61
1.50,1.53,1.55,1.50
1.49,1.50,1.56,1.47
1.50,1.49,1.50,1.47
1.50,1.55,1.57,1.50
1.51,1.45,1.52,1.41
1.44,1.45,1.50,1.41
1.45,1.45,1.49,1.40
1.50,1.49,1.50,1.41
1.49,1.43,1.49,1.42
1.47,1.42,1.47,1.37
1.42,1.37,1.42,1.35
1.35,1.33,1.39,1.28
1.33,1.35,1.39,1.33
1.33,1.28,1.33,1.26
1.25,1.23,1.31,1.17
1.16,1.25,1.28,1.15
1.26,1.31,1.32,1.25
1.31,1.33,1.35,1.31
1.30,1.27,1.34,1.14
1.32,1.27,1.32,1.27
1.30,1.25,1.30,1.25
1.29,1.21,1.29,1.20
1.26,1.29,1.29,1.26
1.21,1.32,1.32,1.20
1.32,1.33,1.33,1.31
1.33,1.38,1.39,1.33
1.38,1.38,1.38,1.32
1.38,1.36,1.38,1.36
1.32,1.32,1.33,1.32
1.30,1.29,1.31,1.28
1.27,1.26,1.28,1.26
1.25,1.26,1.28,1.25
1.28,1.26,1.28,1.26
1.21,1.35,1.36,1.21
1.36,1.36,1.37,1.36
1.32,1.27,1.37,1.26
1.27,1.27,1.31,1.27
1.32,1.25,1.32,1.25
1.30,1.33,1.36,1.30
1.30,1.33,1.35,1.30
1.34,1.34,1.36,1.34
1.38,1.34,1.38,1.34
1.27,1.28,1.29,1.27
1.31,1.26,1.32,1.26
1.30,1.30,1.31,1.28
1.31,1.30,1.31,1.30
1.32,1.25,1.32,1.23
1.27,1.31,1.31,1.27
1.32,1.30,1.35,1.30
1.38,1.34,1.38,1.31
1.39,1.30,1.39,1.30
1.30,1.34,1.35,1.25
1.35,1.33,1.36,1.30
1.36,1.36,1.36,1.36
1.37,1.36,1.37,1.31
1.39,1.39,1.40,1.37
1.42,1.41,1.42,1.41
1.35,1.37,1.43,1.34
1.41,1.40,1.41,1.39
1.39,1.41,1.41,1.39
1.40,1.43,1.43,1.40
1.44,1.48,1.48,1.43
1.48,1.46,1.51,1.45
1.47,1.48,1.52,1.46
1.48,1.50,1.51,1.48
1.51,1.50,1.53,1.50
1.52,1.53,1.54,1.50
1.55,1.51,1.58,1.51
1.56,1.54,1.56,1.50
1.51,1.61,1.64,1.49
1.61,1.59,1.61,1.55
1.57,1.55,1.59,1.51
1.60,1.60,1.60,1.55
1.58,1.58,1.59,1.56
1.58,1.59,1.60,1.56
1.60,1.64,1.65,1.57
1.65,1.64,1.65,1.62
1.64,1.64,1.65,1.64
1.64,1.64,1.67,1.60
1.60,1.64,1.65,1.60
1.63,1.61,1.66,1.61
1.64,1.63,1.64,1.63
1.64,1.61,1.64,1.60
1.64,1.59,1.64,1.59
1.59,1.62,1.63,1.59
1.63,1.63,1.63,1.61
1.63,1.64,1.68,1.63
1.65,1.65,1.66,1.64
1.63,1.64,1.64,1.62
1.63,1.61,1.67,1.60
1.58,1.43,1.58,1.43
1.36,1.43,1.52,1.36
1.45,1.48,1.53,1.37
1.46,1.48,1.51,1.42
1.48,1.50,1.50,1.46
1.50,1.47,1.58,1.47
1.47,1.48,1.48,1.47
1.51,1.47,1.51,1.33
1.45,1.45,1.49,1.40
1.47,1.44,1.48,1.44
1.48,1.47,1.49,1.47
1.47,1.49,1.49,1.46
1.47,1.50,1.50,1.47
1.50,1.49,1.51,1.46
1.51,1.52,1.55,1.50
1.53,1.55,1.57,1.52
1.50,1.53,1.53,1.50
1.56,1.50,1.57,1.50
1.52,1.53,1.53,1.52
1.56,1.51,1.56,1.51
1.50,1.55,1.57,1.50
1.55,1.55,1.55,1.51
1.54,1.52,1.55,1.51
1.53,1.54,1.54,1.53
1.50,1.50,1.52,1.49
1.51,1.49,1.51,1.49
1.49,1.51,1.51,1.49
1.50,1.48,1.51,1.48
1.50,1.49,1.52,1.42
1.51,1.52,1.55,1.51
1.50,1.52,1.53,1.48
1.47,1.51,1.52,1.47
1.49,1.52,1.55,1.49
1.49,1.50,1.53,1.49
1.50,1.53,1.53,1.49
1.52,1.49,1.53,1.49
1.55,1.51,1.55,1.50
1.51,1.55,1.56,1.51
1.55,1.51,1.56,1.51
1.54,1.50,1.54,1.50
1.48,1.51,1.53,1.48
1.48,1.51,1.58,1.48
1.53,1.51,1.55,1.48
1.52,1.57,1.57,1.52
1.57,1.56,1.57,1.55
1.55,1.60,1.71,1.53
1.56,1.56,1.62,1.50
1.56,1.50,1.56,1.50
1.54,1.49,1.55,1.49
1.56,1.53,1.58,1.53
1.60,1.70,1.85,1.57
1.75,1.70,1.78,1.65
1.70,1.72,1.77,1.69
1.70,1.72,1.73,1.70
1.72,1.74,1.74,1.70
1.73,1.66,1.73,1.66
1.66,1.70,1.72,1.66
1.70,1.73,1.73,1.70
1.71,1.68,1.74,1.68
1.68,1.67,1.68,1.65
1.65,1.69,1.69,1.65
1.70,1.59,1.70,1.54
1.59,1.49,1.59,1.45
1.51,1.62,1.62,1.47
1.61,1.58,1.63,1.53
1.49,1.47,1.49,1.41
1.44,1.47,1.49,1.44
1.47,1.50,1.50,1.47
1.48,1.51,1.52,1.47
1.47,1.49,1.49,1.44
1.46,1.47,1.49,1.42
1.45,1.44,1.45,1.42
1.42,1.38,1.43,1.35
1.38,1.45,1.45,1.33
1.44,1.48,1.48,1.37
1.47,1.49,1.51,1.45
1.49,1.46,1.54,1.46
1.47,1.48,1.50,1.47
1.50,1.50,1.50,1.50
1.48,1.49,1.52,1.48
1.49,1.50,1.51,1.49
1.49,1.44,1.49,1.43
1.43,1.44,1.46,1.43
1.47,1.47,1.47,1.47
1.45,1.43,1.45,1.40
1.42,1.42,1.42,1.41
1.44,1.43,1.44,1.43
1.44,1.46,1.46,1.39
1.46,1.43,1.46,1.43
1.46,1.40,1.46,1.40
1.41,1.40,1.41,1.37
1.39,1.41,1.42,1.39
1.38,1.39,1.41,1.36
1.39,1.36,1.39,1.34
1.37,1.37,1.37,1.35
1.39,1.38,1.39,1.38
1.39,1.38,1.39,1.36
1.39,1.39,1.39,1.39
1.36,1.36,1.37,1.34
1.36,1.39,1.39,1.36
1.37,1.39,1.39,1.37
1.33,1.37,1.37,1.30
1.34,1.38,1.39,1.34
1.38,1.38,1.38,1.38
1.36,1.36,1.36,1.34
1.36,1.37,1.37,1.36
1.36,1.39,1.39,1.36
1.36,1.39,1.39,1.36
1.37,1.36,1.37,1.36
1.37,1.38,1.39,1.37
1.37,1.37,1.37,1.37
1.35,1.37,1.37,1.35
1.35,1.37,1.38,1.35
1.35,1.38,1.38,1.33
1.40,1.38,1.40,1.38
1.38,1.41,1.41,1.36
1.38,1.40,1.40,1.38
1.41,1.41,1.42,1.40
1.42,1.45,1.45,1.42
1.45,1.45,1.46,1.44
1.46,1.47,1.49,1.46
1.47,1.49,1.49,1.47
1.47,1.49,1.49,1.47
1.44,1.49,1.50,1.44
1.45,1.44,1.50,1.44
1.42,1.40,1.48,1.37
1.38,1.38,1.38,1.38
1.37,1.40,1.40,1.36
1.39,1.38,1.40,1.38
1.37,1.39,1.40,1.36
1.35,1.34,1.35,1.23
1.34,1.33,1.39,1.31
1.35,1.38,1.38,1.31
1.35,1.32,1.38,1.32
1.31,1.35,1.37,1.28
1.35,1.33,1.36,1.33
1.33,1.30,1.36,1.30
1.31,1.35,1.35,1.31
1.31,1.34,1.36,1.31
1.35,1.32,1.36,1.32
1.32,1.34,1.35,1.32
1.33,1.33,1.34,1.33
1.33,1.34,1.36,1.30
1.33,1.34,1.37,1.33
1.34,1.36,1.37,1.30
1.36,1.33,1.36,1.31
1.34,1.32,1.34,1.31
1.32,1.33,1.36,1.30
