DEO,Diageo plc Common Stock,NASDAQ
115.64,113.71,115.65,113.15
112.16,113.61,113.99,111.87
115.23,115.20,115.71,114.61
115.81,115.00,115.82,114.78
114.54,115.04,115.96,114.53
115.13,114.95,115.57,114.02
116.30,117.01,118.08,116.28
115.88,115.83,116.54,115.28
115.71,116.02,116.36,115.41
117.78,117.48,118.00,116.80
119.23,118.62,119.26,118.30
119.17,118.93,119.20,118.27
118.16,119.07,119.66,118.01
121.78,122.83,122.90,121.31
121.30,120.76,121.53,120.32
121.48,122.01,122.07,121.24
121.33,121.41,121.65,120.62
122.02,121.76,122.24,121.16
123.08,123.25,123.36,122.90
124.18,124.92,124.98,124.06
125.24,124.81,125.79,124.75
125.15,124.42,125.18,124.09
124.42,123.05,124.44,122.93
121.80,122.75,122.94,121.70
121.02,122.28,122.33,120.67
122.22,122.70,122.89,122.15
123.27,121.52,123.33,121.37
123.95,125.33,125.71,123.88
125.73,125.80,126.20,125.30
125.85,127.02,127.10,125.37
128.90,129.33,129.40,128.68
130.86,131.25,131.76,130.49
130.74,130.40,130.90,130.00
131.60,131.50,131.98,130.84
130.49,130.89,131.67,130.46
128.53,129.07,129.42,128.44
129.53,129.95,130.43,128.75
129.51,128.67,129.77,128.62
125.77,125.94,126.25,125.00
126.54,126.20,126.55,125.48
127.10,127.00,127.80,126.87
125.60,126.10,126.99,125.33
125.90,125.30,126.35,125.12
125.09,125.00,125.70,124.80
125.31,125.73,125.77,124.82
125.84,125.56,125.85,125.25
123.98,124.18,124.89,123.94
123.18,123.54,123.86,122.93
123.79,123.80,124.52,123.65
123.16,122.68,123.42,122.24
123.61,123.35,123.99,122.77
122.36,123.78,123.90,122.29
123.14,123.08,123.72,122.97
124.27,123.60,124.52,123.23
123.63,124.53,124.62,123.60
124.73,125.07,125.27,124.55
124.86,126.18,126.21,124.74
126.07,126.25,126.36,125.68
127.06,127.69,127.72,126.69
129.26,128.19,129.36,127.95
128.87,128.93,129.70,128.77
129.13,131.27,131.63,128.72
133.93,131.82,134.08,131.79
130.94,129.54,130.94,129.47
131.36,131.38,131.75,131.01
130.27,129.49,130.33,129.17
128.03,127.97,128.29,127.39
127.56,127.75,128.10,127.01
126.79,127.48,127.88,126.62
126.77,127.08,127.53,126.47
126.02,127.28,127.46,125.81
125.45,126.70,126.77,125.31
126.21,125.89,126.58,125.52
124.96,125.68,125.99,124.84
125.21,125.56,126.03,125.06
124.31,123.20,124.71,123.20
121.63,121.85,122.13,120.93
121.76,124.01,124.01,121.76
125.36,126.56,126.60,125.26
125.40,126.06,126.22,125.05
124.28,123.05,124.38,122.82
124.48,123.95,124.65,123.46
125.59,127.20,127.20,125.48
128.86,129.00,129.46,128.20
128.95,129.96,130.04,128.84
130.96,131.17,132.09,130.79
131.38,131.03,131.39,130.80
130.33,130.25,130.80,130.03
130.86,131.10,131.10,130.21
130.89,131.16,131.72,130.73
130.46,130.70,130.86,129.93
130.15,129.19,130.20,128.71
128.74,127.59,128.98,127.44
126.29,126.92,127.00,125.96
127.79,127.43,127.85,126.96
127.34,127.85,128.17,126.88
128.54,128.90,128.94,128.37
128.84,127.72,128.84,127.65
128.22,128.75,128.75,127.64
128.89,129.14,129.52,128.81
128.31,128.45,128.82,127.82
127.39,128.74,128.80,127.35
128.66,129.15,129.18,128.58
128.84,129.97,129.97,128.69
131.04,130.28,131.17,130.17
129.76,130.74,130.96,129.70
129.82,128.75,130.40,128.42
129.12,129.01,129.26,128.40
128.08,128.55,128.69,127.92
129.44,128.90,129.66,128.80
127.62,127.78,128.23,127.54
128.62,128.15,128.64,127.77
128.34,127.67,128.34,127.50
127.01,126.11,127.12,126.05
125.52,125.76,125.97,125.19
125.11,125.98,126.27,125.09
125.54,124.86,125.91,124.75
125.83,126.56,126.73,125.62
126.14,126.87,127.18,125.98
126.85,126.93,127.36,126.38
126.28,125.01,126.45,124.82
124.01,123.25,124.23,123.03
123.90,123.25,124.01,123.00
125.24,126.49,126.78,125.19
125.97,125.68,126.17,124.84
126.41,128.68,128.73,125.85
127.89,128.45,128.61,127.61
127.80,127.53,128.28,127.46
127.73,128.26,128.91,127.73
128.64,128.81,128.82,128.30
128.87,129.72,129.88,128.81
131.36,131.55,131.81,130.93
131.00,131.38,131.97,130.87
132.21,132.42,132.44,131.90
131.38,130.45,131.38,130.15
130.65,130.82,131.51,130.36
130.34,129.67,130.82,129.67
129.80,129.57,129.92,129.01
128.29,128.22,129.10,127.66
126.93,128.58,128.75,126.88
129.58,131.32,131.45,129.58
130.84,130.51,131.49,130.28
132.23,132.36,132.43,131.54
130.25,130.68,130.77,129.88
129.13,129.16,129.33,128.71
128.07,127.64,128.25,127.23
131.52,131.73,131.73,130.83
132.81,132.74,133.00,132.26
131.72,131.19,131.93,130.92
129.27,127.78,129.45,127.75
127.53,126.68,128.05,126.35
127.02,127.09,127.25,126.32
125.84,127.08,127.23,125.58
121.57,120.48,122.10,120.21
118.49,120.05,120.34,118.15
119.08,116.68,119.21,116.34
116.23,116.32,116.60,115.65
115.00,116.84,116.97,114.96
117.47,119.52,119.66,117.46
120.05,120.12,120.35,119.19
120.57,120.93,120.98,120.25
121.22,122.41,122.49,121.22
122.85,123.01,123.15,122.45
121.19,122.12,122.24,121.08
122.66,124.07,124.07,122.57
125.38,125.08,125.50,124.94
126.27,126.42,127.50,126.18
126.49,126.89,127.18,125.85
126.79,125.95,127.03,125.90
126.21,127.04,127.68,126.01
127.31,126.67,127.66,126.20
125.05,124.80,125.54,124.65
124.63,125.30,125.60,124.34
126.10,125.71,126.18,125.04
123.56,123.32,123.95,122.80
125.94,125.23,125.97,124.90
124.88,124.65,125.13,124.28
124.46,124.82,125.22,124.39
124.34,123.96,124.61,123.20
122.74,123.98,124.05,122.64
123.61,122.96,124.25,122.70
120.74,121.08,121.73,120.51
122.09,120.03,122.36,119.65
120.46,120.78,121.84,120.43
119.81,119.10,120.27,118.82
119.13,119.81,120.00,119.13
118.68,118.60,119.80,118.00
117.85,118.92,119.11,117.85
119.05,118.50,119.66,118.39
120.23,120.31,120.70,119.55
121.69,122.84,123.21,121.23
122.05,121.51,122.52,121.42
123.07,124.00,124.60,123.02
124.17,124.79,124.91,124.17
125.08,124.59,125.14,124.06
123.00,123.37,124.05,122.94
122.31,122.44,122.73,122.07
122.31,122.30,122.45,121.81
122.81,122.85,124.20,122.59
123.55,122.96,123.72,122.96
125.49,125.97,126.14,125.05
127.65,126.89,127.65,126.02
127.17,125.90,127.54,125.78
124.70,125.09,125.74,124.70
129.09,128.49,129.19,127.67
128.00,128.15,128.40,127.21
128.52,127.86,128.58,127.32
123.15,123.81,123.98,122.81
124.50,124.01,124.50,123.89
125.42,123.96,125.42,123.57
122.76,122.08,122.99,121.83
121.74,121.67,121.97,121.46
121.85,121.89,122.02,121.42
122.39,122.62,123.03,122.01
122.69,122.72,123.13,122.50
123.22,122.78,123.22,122.10
123.77,123.72,124.05,123.37
123.04,123.55,123.83,122.85
122.88,123.83,123.86,122.58
124.04,123.90,124.48,123.86
123.63,124.06,124.46,123.62
123.89,124.10,124.47,123.81
125.28,125.01,125.41,124.56
125.63,125.82,125.91,125.35
126.11,125.90,126.41,125.51
126.29,126.01,126.49,125.73
127.70,128.09,128.61,127.40
130.65,130.60,130.91,129.96
129.87,129.46,130.09,129.00
128.41,127.76,128.66,127.54
128.73,129.23,129.26,128.37
129.94,129.55,130.26,129.41
127.89,128.04,128.24,127.54
127.95,127.88,128.22,127.51
125.69,125.66,126.06,125.27
127.72,127.77,128.13,127.20
128.71,128.79,129.24,128.38
128.31,127.92,128.36,127.44
127.83,128.81,129.66,127.58
128.56,128.26,128.87,127.51
127.64,128.31,128.73,127.60
126.67,126.77,126.87,125.81
126.65,127.26,127.50,126.56
126.95,127.93,128.20,126.88
127.81,128.14,128.38,127.60
129.43,129.24,129.84,128.78
129.31,128.73,129.56,128.51
128.29,128.16,128.64,127.90
127.82,128.44,128.46,127.74
126.63,127.14,127.22,125.73
126.89,126.55,127.10,126.20
126.59,126.70,127.06,126.35
124.90,125.45,125.55,124.86
125.27,125.32,125.79,125.14
125.03,125.75,125.81,125.03
125.00,124.30,125.19,124.01
125.66,126.18,126.35,125.14
127.81,127.27,127.97,127.02
130.49,130.34,130.85,129.80
129.73,129.82,130.38,129.62
130.31,130.41,130.82,130.18
129.87,129.98,130.36,129.53
128.49,128.25,128.85,127.87
127.33,127.93,128.03,127.21
126.84,127.42,127.44,126.62
126.14,126.84,127.01,126.01
127.97,127.51,127.98,127.32
127.01,126.04,127.34,126.00
126.56,125.91,126.64,125.69
125.20,124.23,125.61,124.09
123.85,124.18,124.43,123.75
123.78,123.82,124.20,123.45
124.10,124.15,124.36,123.96
124.68,124.30,124.68,124.05
124.09,123.88,124.21,123.84
122.74,122.34,123.01,122.00
122.62,121.95,122.62,121.57
123.16,122.29,123.31,122.23
121.81,121.26,121.91,120.55
121.17,120.22,121.21,120.16
119.04,119.29,120.16,118.80
119.63,119.02,119.63,118.37
119.30,119.07,119.47,118.82
117.69,118.69,118.84,117.69
117.86,117.11,118.09,116.90
114.80,116.91,116.96,114.51
116.06,116.18,116.60,115.98
116.63,117.25,117.39,116.44
116.76,116.80,117.14,116.56
117.59,117.99,117.99,117.33
119.08,118.37,119.43,117.81
119.35,119.19,119.42,118.78
118.98,119.51,119.72,118.93
118.61,118.60,118.90,118.40
119.02,119.00,119.63,118.90
118.64,118.14,118.75,118.04
118.90,118.91,119.34,118.26
118.86,118.15,119.40,118.15
119.04,118.78,119.06,118.59
119.46,119.39,119.92,119.25
120.22,119.87,120.22,119.15
120.28,119.91,120.28,119.55
121.46,120.53,121.46,120.36
121.50,121.50,121.79,121.09
120.43,120.95,120.99,120.39
119.28,119.42,119.61,119.04
120.53,119.81,120.66,119.42
120.25,120.32,120.49,119.89
119.88,119.91,120.01,119.08
119.94,119.69,119.99,119.27
121.97,122.07,122.35,120.25
122.23,121.89,122.36,121.55
121.50,120.34,121.59,120.03
121.30,121.09,121.55,120.51
120.52,119.21,120.52,119.04
118.93,118.58,119.04,118.30
116.74,116.36,117.26,116.11
117.11,117.70,117.80,116.75
117.21,115.80,117.21,115.80
115.42,115.26,115.68,114.88
113.90,114.40,114.72,113.72
114.99,115.40,116.20,114.86
114.12,113.66,114.56,113.47
114.74,113.73,114.74,113.27
111.87,112.26,112.50,111.44
112.62,113.48,113.58,112.60
112.49,111.60,112.76,111.57
111.72,113.91,113.99,111.64
113.92,112.59,114.28,112.48
111.54,110.93,111.88,110.90
110.55,110.10,111.45,110.04
109.92,109.86,110.54,109.46
110.48,109.77,110.86,108.20
109.51,110.14,110.99,109.29
110.90,112.85,113.23,110.77
112.35,113.39,113.43,112.26
113.28,113.48,113.74,113.14
112.23,112.03,112.92,112.00
113.42,113.88,114.35,113.25
113.90,114.70,114.90,113.89
114.21,114.72,114.99,114.12
115.43,116.04,116.05,115.22
116.78,116.28,117.60,115.77
115.38,115.97,116.40,115.38
117.68,117.97,118.10,117.13
116.96,116.09,117.14,115.87
116.01,115.69,116.25,115.24
116.24,116.18,116.44,115.63
116.65,116.74,117.06,116.20
116.00,116.30,116.30,115.47
117.77,118.16,118.16,117.13
118.51,118.57,118.90,118.23
117.98,117.86,118.31,117.66
118.68,118.67,119.17,118.40
117.95,117.69,118.07,117.61
117.53,118.53,118.61,117.51
119.16,118.91,119.27,118.83
118.53,118.29,118.57,117.59
118.36,118.42,118.86,118.19
120.05,120.14,120.59,119.89
120.90,120.54,121.07,120.33
119.30,119.69,120.13,119.20
120.30,120.00,120.62,119.87
123.13,123.20,124.32,122.83
124.01,123.00,124.02,122.82
124.17,123.40,124.29,123.26
122.93,122.38,122.98,121.76
121.73,121.53,121.94,121.24
122.73,122.71,122.93,122.06
121.84,121.61,122.31,120.95
120.62,120.80,120.99,120.10
120.02,119.32,120.12,119.11
117.57,117.92,118.27,117.44
116.67,114.09,117.20,114.07
114.81,113.05,115.44,112.31
112.99,113.63,115.21,112.63
111.32,112.51,113.02,111.31
112.94,115.07,115.10,112.94
114.05,114.51,115.20,113.45
115.67,115.85,115.95,115.40
115.19,115.93,116.18,114.95
116.22,116.91,117.21,116.15
117.22,116.70,117.36,116.66
115.86,116.07,116.54,115.79
115.29,114.37,115.58,114.22
114.93,114.09,115.13,114.08
113.07,112.24,113.52,112.00
110.94,111.06,111.69,110.55
109.42,109.08,110.36,108.14
110.27,110.27,110.62,108.91
110.46,111.72,112.18,110.40
111.71,110.89,111.71,110.20
111.92,111.85,112.13,110.99
113.72,112.33,114.10,111.54
111.34,111.78,112.32,110.99
113.49,113.81,114.60,113.14
114.55,115.07,115.15,113.79
115.85,115.34,116.03,114.89
115.69,117.11,117.36,115.41
116.29,116.80,117.16,116.01
118.20,117.76,118.40,117.62
118.21,118.65,119.21,117.67
117.85,118.11,118.62,117.56
118.44,117.89,119.28,117.81
122.51,121.94,122.51,120.63
119.62,118.13,119.78,117.50
116.99,117.62,117.84,116.11
116.42,117.40,117.51,116.32
116.08,116.80,117.50,115.73
117.30,117.59,117.73,116.72
116.46,116.39,116.83,116.01
114.86,115.49,115.69,114.77
115.90,115.72,116.49,115.05
114.92,115.26,115.56,114.80
114.69,115.29,115.31,114.66
114.09,113.89,114.38,113.00
115.24,116.04,116.29,114.94
115.22,115.51,115.74,114.89
116.74,116.06,116.90,115.79
116.04,116.89,117.08,115.83
117.68,117.99,118.51,117.62
119.25,119.26,120.36,118.78
117.90,118.15,118.55,117.46
117.70,118.71,119.39,117.64
119.23,118.85,120.00,118.81
117.85,117.76,118.27,117.50
118.18,117.22,118.24,116.83
116.82,117.00,117.32,116.32
118.09,117.85,118.50,117.58
116.61,115.88,116.94,115.51
115.74,115.15,115.81,114.68
113.34,112.01,113.47,111.80
111.27,111.08,111.59,110.48
113.30,112.49,113.34,111.89
109.53,110.00,110.13,109.37
110.86,112.37,112.62,110.64
112.94,112.92,113.14,112.14
113.40,116.51,116.94,113.15
114.28,114.07,114.70,113.75
114.16,114.94,115.48,113.89
115.40,115.34,115.97,115.28
116.23,114.66,116.53,114.58
115.37,114.17,115.74,114.12
112.88,112.71,112.93,112.16
112.68,113.24,113.36,112.24
112.32,113.05,113.31,112.24
109.78,110.57,111.39,109.66
110.65,111.03,111.35,110.43
111.50,112.56,112.81,111.45
112.65,113.24,113.81,112.59
114.91,114.26,115.62,114.26
114.78,113.92,115.00,113.49
114.42,113.51,114.46,113.03
112.87,113.80,113.93,112.73
114.00,113.42,114.43,113.38
114.24,114.62,114.77,113.74
116.51,116.89,117.17,116.11
114.08,113.59,114.14,113.04
112.60,112.69,113.09,111.93
111.55,111.49,112.12,111.33
112.14,112.33,112.59,111.92
111.89,112.35,112.62,111.25
111.89,112.63,112.84,111.69
113.29,113.36,113.96,113.10
113.45,113.47,114.00,112.79
112.80,113.38,113.59,112.72
112.69,111.58,112.89,111.12
111.38,111.02,111.93,110.82
110.00,111.09,111.11,109.78
111.09,110.99,111.35,110.70
110.46,109.59,110.64,109.31
109.75,109.45,109.92,109.12
108.26,108.58,108.86,108.09
110.18,110.61,111.09,109.73
110.61,110.88,111.56,110.61
109.98,110.07,110.35,109.69
110.68,110.35,110.82,110.02
112.02,112.61,112.78,111.71
112.40,112.91,113.07,112.19
111.97,112.24,112.62,111.89
112.77,112.36,112.84,112.14
112.08,111.64,112.31,111.50
112.26,112.51,112.97,111.95
113.35,111.95,113.40,111.87
111.96,110.55,111.97,110.38
112.22,112.58,112.95,111.98
112.31,112.78,112.93,111.99
111.41,110.96,111.66,110.64
111.15,110.47,111.31,110.17
109.33,109.74,110.03,109.21
110.09,110.24,110.55,109.92
110.00,109.30,110.59,109.10
107.44,118.00,118.27,107.19
118.00,114.70,118.00,113.36
116.42,116.26,116.49,115.09
116.18,116.90,118.14,116.13
118.19,117.90,118.82,117.44
117.99,117.91,118.48,117.71
116.01,116.55,117.26,115.73
115.98,117.34,117.52,115.81
117.66,118.03,119.14,117.17
120.47,120.34,120.83,119.72
119.77,119.14,119.93,119.10
120.42,119.95,121.03,119.92
122.22,121.95,122.23,121.44
121.57,120.77,122.04,120.58
121.15,120.69,121.15,118.00
120.88,119.79,121.20,119.50
117.37,116.70,118.10,116.56
116.55,116.04,117.01,115.78
117.25,117.53,117.94,117.04
117.75,118.00,118.15,117.46
116.69,117.25,117.60,116.60
116.17,116.78,116.98,114.73
115.19,114.09,115.39,114.07
116.36,115.00,116.44,115.00
119.43,118.94,119.43,118.60
119.29,119.22,119.90,118.94
120.53,120.91,121.23,120.25
120.91,121.11,121.64,120.78
122.00,121.62,122.21,121.29
120.60,120.95,121.30,120.50
120.22,120.22,120.70,120.14
120.54,120.03,120.54,119.55
119.48,119.66,120.27,119.30
118.78,114.91,118.78,113.28
115.68,114.50,116.21,114.38
113.88,112.85,114.00,112.52
113.35,113.38,113.89,112.77
114.84,114.59,115.37,114.58
113.40,113.20,113.49,112.61
112.28,112.31,112.48,111.68
112.22,111.93,112.50,111.36
111.96,112.09,112.19,111.47
113.08,113.95,114.32,112.95
113.86,113.84,114.37,113.72
113.30,113.05,113.36,112.76
112.77,113.64,113.94,112.77
112.80,112.44,113.03,112.21
108.92,109.27,109.45,108.04
109.36,110.04,110.58,109.14
110.73,111.45,111.51,110.65
110.36,111.75,112.02,110.15
110.99,110.97,111.55,110.73
109.96,109.44,109.96,109.10
109.26,109.09,109.62,108.77
107.39,105.67,107.70,105.48
101.43,103.12,104.75,100.59
105.78,102.64,105.88,102.64
104.57,104.36,104.62,102.38
104.11,105.70,106.74,103.93
105.34,106.94,107.07,105.07
106.17,106.37,106.83,105.78
103.44,103.35,103.92,103.01
105.05,105.07,105.33,104.01
104.71,104.30,105.02,104.16
103.34,103.18,103.73,102.71
106.15,106.14,106.26,105.04
108.05,105.95,108.05,105.78
105.96,107.16,107.58,105.90
106.33,106.35,106.55,105.55
106.13,106.38,106.59,105.68
106.03,107.15,107.31,105.90
110.56,110.09,110.78,109.91
110.56,110.45,111.80,110.01
109.58,109.44,110.41,109.27
110.22,109.56,110.23,109.17
106.58,106.38,106.82,105.51
106.15,105.36,106.23,105.14
104.81,105.15,105.50,104.12
106.08,106.24,106.83,105.83
106.15,104.27,106.17,104.19
103.95,104.32,104.56,103.44
107.07,107.79,108.00,106.58
107.76,107.50,107.99,106.39
107.63,109.73,109.75,107.21
109.34,110.38,110.45,109.30
110.06,110.09,110.83,109.86
110.51,110.55,110.87,109.47
111.41,112.61,112.78,111.23
111.72,111.77,112.33,111.53
112.01,112.11,112.47,111.58
111.80,112.14,112.90,111.78
111.60,111.68,112.24,111.40
113.05,113.69,114.11,112.89
113.24,113.84,113.89,112.95
114.46,114.23,114.62,113.80
114.53,114.44,114.78,114.21
113.91,113.59,114.28,113.53
114.67,114.94,115.30,114.61
114.68,114.43,115.12,113.88
115.01,115.27,115.58,115.01
114.94,114.04,115.02,113.85
114.33,114.46,115.16,113.35
115.01,115.38,115.66,114.85
115.20,115.08,116.10,114.69
115.52,115.77,115.89,114.91
115.19,115.69,115.85,114.89
116.87,116.19,116.92,115.85
115.64,115.69,115.99,115.38
114.12,113.55,114.50,112.91
113.00,112.83,113.05,112.37
112.58,113.64,113.82,112.29
115.19,115.40,115.71,114.70
115.20,114.35,115.41,114.18
112.65,112.27,113.03,112.00
112.02,113.58,113.60,111.96
113.94,114.08,114.95,113.84
114.39,115.37,115.51,114.27
116.09,116.15,116.70,115.86
117.69,116.56,117.95,116.53
116.08,115.35,116.44,115.19
113.89,114.93,115.26,113.87
116.35,115.90,116.38,115.89
116.22,115.81,116.38,115.55
115.43,114.56,116.05,114.51
115.18,115.80,115.84,114.77
115.82,115.17,116.52,115.09
115.54,113.73,115.57,113.25
113.81,115.02,115.02,113.81
114.76,114.35,114.96,113.95
112.56,112.44,112.91,112.03
112.82,111.72,113.70,111.22
111.41,111.00,111.96,110.82
110.36,109.98,110.79,109.50
110.36,109.89,110.62,108.68
109.97,109.46,110.39,109.25
110.83,111.04,111.25,109.60
109.89,108.81,109.91,108.80
108.41,107.17,108.53,107.17
109.26,107.50,109.26,106.96
107.21,108.16,108.48,106.60
109.62,110.26,110.51,109.40
110.15,109.71,110.53,109.67
109.20,109.46,109.55,109.09
110.23,111.05,111.26,110.23
111.64,110.61,111.72,110.60
110.00,109.07,110.00,109.05
107.77,107.75,107.83,105.93
108.40,108.35,108.57,107.62
106.96,107.22,107.80,106.71
105.04,104.70,105.86,104.51
106.69,104.58,106.72,104.39
105.73,105.23,105.91,104.35
105.75,106.27,106.39,105.32
107.14,105.27,107.32,105.07
105.14,104.79,105.29,104.02
101.45,102.33,102.73,101.33
103.48,103.11,103.92,102.66
101.82,102.07,102.75,100.12
103.03,103.52,104.37,101.92
106.10,106.51,106.96,105.88
104.54,104.81,105.71,104.31
105.82,107.58,107.76,105.66
106.76,106.42,107.55,105.80
105.74,106.29,106.70,104.95
105.89,107.67,107.92,105.53
108.31,110.09,110.60,107.86
109.91,109.21,110.00,108.84
110.54,109.83,110.58,108.65
107.14,107.00,107.56,106.53
105.08,104.44,105.20,104.05
103.32,103.30,103.72,102.44
102.52,103.55,104.22,102.49
103.88,103.00,104.02,102.86
101.37,101.52,101.87,100.84
102.02,102.65,102.79,101.40
104.19,103.80,104.26,102.91
104.33,104.98,105.59,104.19
105.12,104.15,105.12,104.02
103.99,104.63,104.84,103.80
104.53,104.92,105.27,104.53
104.93,104.37,105.37,104.22
102.33,103.83,103.92,102.03
104.36,104.92,104.97,103.88
104.73,103.45,104.86,102.91
102.76,102.60,103.80,102.50
104.55,104.97,105.15,104.09
103.66,104.84,104.87,103.35
104.60,105.29,105.54,104.37
106.22,106.29,106.89,106.00
104.87,105.66,106.13,104.73
105.75,106.14,106.48,105.26
106.88,106.76,107.27,106.49
106.86,106.39,107.42,105.35
107.48,107.82,108.03,107.40
107.90,107.91,108.27,107.62
107.17,107.42,107.59,107.05
107.07,108.23,108.41,106.96
107.96,108.98,109.26,107.75
108.32,108.50,108.84,108.19
106.78,107.41,107.74,106.77
105.71,106.60,106.99,105.69
106.99,106.10,107.03,105.90
105.14,106.28,106.39,105.00
106.99,106.34,106.99,106.18
107.11,107.87,107.90,106.54
109.39,108.70,109.54,108.41
108.14,107.87,108.51,107.79
106.14,107.46,107.55,105.98
108.62,108.06,108.67,107.70
106.89,106.39,107.01,106.32
106.59,107.61,107.72,106.44
107.97,107.00,108.37,106.74
107.56,107.77,108.10,107.19
108.03,107.49,108.56,107.49
108.31,108.84,108.94,107.59
109.31,109.31,109.56,108.68
108.98,109.19,109.52,108.70
109.52,109.95,110.05,109.43
109.16,109.89,110.08,109.10
112.13,112.23,112.29,111.50
111.13,111.65,112.37,111.13
109.52,109.42,110.10,109.22
109.25,109.49,109.56,108.64
108.98,109.97,109.97,108.90
109.91,109.75,110.35,109.51
109.19,109.20,109.47,108.50
108.27,109.07,109.66,108.16
108.40,108.33,108.82,107.89
107.84,109.23,109.39,107.84
108.85,108.75,109.14,108.23
107.33,108.09,108.21,107.15
108.17,108.90,109.13,108.08
107.81,108.81,108.83,107.72
109.12,109.28,109.59,108.96
109.10,109.84,109.89,108.94
109.43,109.32,109.86,109.17
109.93,109.41,109.99,109.01
108.56,108.73,109.33,108.50
108.56,109.21,109.56,108.46
108.57,107.34,108.76,107.14
107.96,107.46,108.33,106.90
107.10,107.14,107.28,106.11
107.38,106.61,107.47,106.59
106.59,106.53,106.99,106.40
108.37,109.51,109.62,108.32
109.75,109.87,110.18,109.70
110.06,110.02,110.25,109.68
110.16,110.55,110.69,110.13
110.94,109.13,110.97,108.87
107.35,108.48,108.79,107.35
107.68,108.22,108.27,107.37
108.75,109.14,109.25,108.44
109.24,109.40,109.77,108.90
110.17,109.81,110.33,109.71
109.68,109.81,110.06,109.51
108.43,107.98,108.68,107.67
104.78,104.63,105.18,103.90
102.20,102.70,103.51,102.16
100.39,100.98,101.16,99.59
102.76,101.90,102.85,101.70
100.91,103.61,103.74,100.64
103.43,103.37,103.76,102.38
107.75,106.60,107.77,106.57
108.12,108.22,108.76,107.54
109.31,108.75,110.60,108.54
110.21,109.76,110.23,108.79
105.33,104.34,107.79,103.65
103.09,103.62,103.84,101.37
106.14,105.90,106.15,104.40
107.04,108.79,109.74,106.70
110.28,112.88,112.94,109.93
112.88,113.71,113.82,112.88
112.43,113.19,113.46,112.43
111.98,113.63,113.74,111.70
114.05,113.64,114.20,113.31
112.20,112.80,113.35,112.15
112.76,113.44,114.08,112.66
113.79,114.63,114.90,113.13
112.59,113.80,114.15,112.59
114.21,113.48,114.38,113.27
112.92,113.04,113.34,112.43
114.00,113.82,114.08,113.45
111.90,111.68,112.19,111.37
111.86,113.06,113.28,111.77
112.28,112.78,113.25,112.28
112.57,114.03,114.05,112.56
113.90,113.78,113.99,113.43
115.22,114.83,115.47,114.42
113.74,113.04,113.93,112.63
117.75,116.99,117.84,116.54
116.46,116.54,116.94,115.54
114.84,114.91,115.87,114.79
115.74,115.90,116.15,115.24
114.91,114.96,115.33,114.54
115.17,115.81,115.94,115.17
115.31,115.63,115.94,115.27
114.35,114.94,115.11,114.34
114.61,115.11,115.38,114.60
113.76,114.00,114.16,113.27
114.11,114.53,115.05,114.11
114.56,114.19,114.70,114.11
114.51,114.13,114.66,114.06
114.13,114.51,115.14,114.13
115.15,115.33,115.57,114.44
116.03,115.70,116.14,115.31
114.98,115.46,115.55,114.61
114.44,114.50,114.95,114.31
115.75,114.81,115.86,114.56
114.97,114.76,115.01,114.39
114.70,114.80,115.34,114.64
115.05,114.49,115.78,113.93
114.24,114.91,115.04,113.97
113.51,112.96,113.81,112.82
112.39,112.48,112.65,112.12
112.20,112.73,112.96,111.97
114.74,115.77,116.22,114.66
114.74,114.78,114.98,113.91
114.44,114.39,114.87,114.19
113.77,113.38,114.04,113.17
112.56,111.08,112.59,111.08
110.88,112.57,112.64,110.78
111.27,110.91,111.89,110.62
111.87,111.17,112.12,110.95
113.13,113.72,113.88,112.69
113.20,112.70,113.20,112.24
114.05,113.88,114.41,113.79
115.27,114.54,115.27,114.33
114.83,115.58,115.71,114.20
116.87,116.82,117.43,116.74
116.27,116.35,116.72,115.99
115.43,116.05,116.26,115.07
116.08,116.45,116.93,115.97
116.75,116.99,117.07,116.34
116.97,115.81,116.98,115.71
116.00,116.04,116.36,115.54
116.94,116.38,116.94,115.93
117.62,116.33,117.65,116.15
115.22,114.44,115.78,114.24
113.82,113.66,114.18,113.51
112.46,112.66,112.96,112.02
112.83,112.47,112.86,112.33
111.78,109.99,111.89,109.84
110.21,109.30,110.23,109.05
108.53,109.50,109.83,108.20
108.90,108.50,109.15,108.36
107.59,107.73,108.01,107.42
109.30,108.15,109.33,108.12
108.86,108.39,109.06,108.34
108.00,108.25,108.75,107.96
107.91,108.24,108.41,107.38
108.25,108.21,108.44,107.81
108.24,108.22,108.70,108.11
108.94,108.05,108.96,108.03
108.50,107.30,108.61,107.29
107.36,107.13,107.69,107.09
107.59,107.53,107.80,107.20
107.44,106.29,107.52,106.25
106.39,105.83,106.44,105.77
104.48,104.00,105.04,103.77
104.34,103.87,104.68,103.85
103.81,104.50,104.50,100.93
104.72,105.58,105.77,104.69
103.39,104.42,104.87,103.33
101.74,101.69,102.30,100.36
100.79,101.37,101.73,100.68
100.09,100.06,100.42,99.46
100.33,100.97,101.20,100.16
100.44,101.22,101.28,100.44
102.29,102.41,102.70,102.12
101.79,101.72,102.03,101.09
101.70,101.67,102.05,100.97
100.90,100.95,101.59,100.88
100.18,100.69,100.79,100.13
102.06,101.84,102.13,101.71
101.22,101.80,101.94,100.85
101.92,102.09,102.37,101.73
102.39,101.24,102.41,101.24
100.77,99.95,100.85,99.75
100.45,100.39,100.77,99.92
101.63,101.14,101.66,100.81
100.99,100.54,101.03,100.34
