MELI,MercadoLibre,NASDAQ
110.58,108.18,111.65,104.68
106.43,105.72,107.00,102.44
106.89,106.62,107.39,103.13
106.62,108.63,108.87,106.09
109.98,109.17,110.67,105.63
108.95,107.76,109.00,106.98
108.84,108.27,109.68,107.90
106.46,106.87,109.50,106.17
105.78,107.19,108.07,104.30
108.38,105.97,108.57,105.43
106.45,106.56,108.11,105.97
107.47,110.42,110.82,105.80
110.53,110.05,111.23,108.50
111.85,110.91,112.67,110.16
111.72,113.39,113.49,111.07
109.16,108.53,110.89,107.75
108.47,105.71,109.19,104.75
106.00,109.50,109.60,105.42
109.09,106.71,109.55,106.04
105.84,105.67,107.01,105.26
105.72,106.17,106.46,105.13
106.40,106.99,107.93,105.91
107.37,107.53,108.28,106.79
107.60,113.00,113.92,106.93
112.90,112.23,113.87,111.40
111.09,115.62,115.75,110.87
115.41,119.05,119.32,114.00
118.59,117.43,119.44,116.47
118.61,121.47,121.57,117.59
132.94,128.37,136.52,126.78
128.28,129.87,130.70,128.03
129.58,126.70,129.59,125.02
125.52,123.69,126.53,123.13
124.16,124.23,126.08,123.11
124.03,123.65,124.91,122.99
122.82,125.73,126.48,122.66
125.80,129.27,130.74,124.27
129.95,126.51,129.98,125.32
124.87,123.00,126.61,122.80
123.00,121.91,123.71,121.22
122.03,120.97,123.86,120.67
121.10,120.01,121.97,119.71
119.90,121.49,124.71,119.18
122.00,123.01,123.07,120.01
123.02,123.29,124.55,120.31
123.21,124.17,125.30,122.59
122.00,119.88,123.07,119.66
119.67,120.94,121.85,119.67
120.35,121.18,122.83,120.35
121.57,118.69,122.12,117.24
120.70,121.29,123.00,119.57
121.31,121.04,122.15,119.50
121.04,123.06,124.39,121.04
123.35,119.98,124.12,118.62
120.24,128.50,129.44,119.48
129.44,131.54,132.85,127.82
130.46,128.97,131.58,128.43
128.50,126.52,130.28,125.51
126.37,125.37,126.99,123.81
127.53,124.72,127.91,124.47
124.20,127.33,127.86,124.20
126.98,128.87,129.33,124.03
128.90,128.71,130.49,128.00
129.01,129.00,129.98,128.21
128.95,128.76,129.50,127.82
128.81,130.69,131.74,127.66
130.55,129.09,131.70,128.40
129.25,131.25,131.65,128.03
130.00,135.45,136.73,129.11
134.10,134.91,137.60,132.01
135.49,138.32,138.44,135.02
137.16,137.69,138.87,136.26
137.27,137.08,137.86,134.80
136.34,139.75,141.27,136.33
137.58,136.98,139.44,136.43
136.29,128.92,137.90,128.74
128.65,127.02,129.93,124.46
130.75,131.93,133.63,128.16
132.02,132.00,132.81,129.57
130.00,131.24,131.86,129.26
131.47,132.71,133.27,130.21
133.98,135.18,135.89,133.03
135.00,137.33,138.01,134.53
138.86,141.77,144.05,137.00
141.88,142.85,143.84,139.79
143.51,141.55,145.99,140.47
140.78,138.47,141.21,138.01
139.50,139.57,140.48,138.81
140.94,140.31,142.25,138.00
140.95,137.01,140.95,135.69
137.38,136.88,138.00,135.02
136.39,133.68,137.73,130.65
133.56,134.64,135.75,132.14
135.73,134.97,137.07,133.64
135.03,135.80,136.93,134.08
135.60,133.80,136.00,132.63
119.21,120.48,124.56,116.82
119.89,117.04,120.49,116.78
117.24,114.33,118.62,113.71
113.91,114.04,115.40,112.91
113.75,109.99,113.89,108.35
108.48,111.52,112.15,108.24
110.78,113.04,113.19,109.59
113.00,114.17,114.83,111.52
108.97,111.03,114.10,108.97
110.60,108.61,111.22,107.65
108.63,108.32,110.48,106.60
109.30,113.19,113.58,109.11
113.27,112.38,114.81,112.02
112.49,109.91,114.54,109.01
109.99,111.94,112.63,109.07
111.84,111.63,112.94,111.20
112.51,110.71,112.57,110.14
110.71,107.15,112.02,107.01
106.71,104.47,106.89,103.75
103.99,106.05,106.86,103.96
106.39,105.28,106.39,104.33
106.54,106.08,106.89,104.50
105.79,106.21,108.60,105.38
105.61,108.07,108.70,105.51
108.05,106.26,109.26,106.00
106.85,104.79,107.00,104.35
105.28,101.51,105.86,101.16
101.31,102.76,102.98,100.13
99.61,104.31,105.27,99.07
103.36,102.92,104.51,99.50
102.22,102.06,102.90,101.39
102.09,102.06,103.57,101.66
103.50,106.45,107.31,102.87
105.52,107.01,107.67,105.08
106.49,107.52,108.44,106.49
107.81,106.01,108.08,105.94
105.91,106.88,107.81,105.23
107.02,107.79,108.48,106.42
106.72,103.41,107.37,103.07
104.04,103.93,104.93,102.96
105.18,101.49,105.18,101.03
100.50,99.11,101.26,97.10
99.09,99.47,100.88,98.98
100.55,98.52,101.13,97.74
97.67,99.13,99.40,97.28
98.61,94.57,99.36,93.89
94.86,97.50,98.15,94.34
97.13,97.76,98.28,95.74
98.43,107.47,109.22,97.06
107.50,104.98,108.83,104.23
105.99,105.06,107.48,103.38
105.06,106.35,108.00,103.32
105.83,100.53,105.85,97.50
97.50,95.05,98.00,94.57
91.57,95.27,98.72,91.00
95.16,97.87,99.30,94.82
95.42,94.52,98.65,94.08
95.32,96.90,97.64,94.66
95.23,96.49,99.98,94.77
95.87,92.09,96.48,91.71
92.88,91.50,93.65,91.11
91.45,93.33,94.43,91.11
93.85,93.99,95.48,93.34
94.75,95.27,96.59,94.05
95.42,94.93,96.00,94.39
94.87,95.33,96.17,94.60
95.71,93.09,96.71,92.50
92.14,95.97,96.50,92.01
95.25,95.31,97.59,94.23
95.15,93.55,96.72,93.29
93.96,92.67,94.54,91.86
92.59,92.95,94.01,91.61
93.26,91.00,93.26,90.57
91.00,91.07,92.69,90.50
90.96,89.47,91.24,87.88
90.00,93.98,96.90,89.13
93.69,94.23,95.41,93.02
108.57,104.18,112.88,100.24
102.39,102.19,103.91,100.15
103.31,105.73,106.25,102.90
105.99,105.84,106.88,102.72
105.98,103.22,107.29,102.87
104.01,101.18,104.87,99.23
100.65,100.07,101.35,99.76
100.34,100.51,101.15,99.76
100.21,99.65,100.40,98.04
100.83,96.42,101.39,95.81
97.06,97.00,97.83,94.53
97.73,98.50,98.78,97.52
98.35,98.82,99.44,96.91
99.26,96.40,100.69,95.66
96.40,95.14,96.82,94.45
96.25,95.55,96.32,94.78
96.50,93.38,96.50,91.25
95.68,93.01,96.00,91.37
94.32,96.12,97.13,93.90
96.04,94.71,98.00,93.02
95.43,96.28,97.88,95.09
94.81,95.11,96.60,93.77
95.43,95.97,99.00,95.25
95.77,95.48,97.68,94.21
95.35,92.96,95.79,92.82
93.78,89.15,94.43,87.83
89.46,84.21,89.50,83.53
84.64,85.45,86.96,84.22
86.14,91.77,91.98,85.01
91.92,87.78,92.01,87.33
86.25,85.91,89.74,85.19
87.36,86.90,88.33,86.28
87.56,84.09,87.56,82.08
86.31,84.64,86.31,84.11
84.93,86.15,86.90,83.69
86.00,85.01,86.68,84.38
84.88,85.55,86.76,84.77
84.91,86.56,87.27,84.78
87.38,89.36,89.76,85.53
87.61,87.28,88.89,85.96
88.36,87.47,88.36,85.01
88.33,87.90,89.17,86.69
88.84,93.27,93.33,88.32
92.82,89.42,93.84,88.81
89.43,89.12,90.96,88.48
88.71,88.47,89.17,87.67
87.73,84.84,88.93,84.71
84.88,84.12,85.76,80.44
84.12,83.26,86.48,82.59
88.99,84.57,88.99,81.67
84.82,86.64,87.99,84.82
86.90,86.43,87.79,85.80
86.39,85.94,86.90,84.82
85.08,85.23,85.54,82.88
84.99,84.99,85.48,83.53
84.03,84.05,85.00,82.22
83.90,80.53,84.44,79.70
80.48,80.91,83.08,79.52
80.54,84.16,85.49,80.54
84.05,84.11,84.89,82.00
84.43,84.12,84.93,81.78
83.38,82.10,84.10,81.99
85.93,87.61,90.51,84.42
86.48,85.07,87.36,83.88
85.22,83.86,85.94,83.46
83.38,84.82,84.91,83.06
84.09,84.74,86.88,84.09
85.16,87.89,88.70,84.27
88.00,88.12,89.81,87.81
87.77,88.37,90.00,87.29
88.35,89.62,90.49,88.35
88.52,88.33,89.95,87.55
88.36,87.33,89.28,86.24
88.45,87.54,89.61,86.33
87.39,87.19,87.88,85.39
86.81,88.53,89.37,86.69
88.08,88.85,88.93,87.08
88.20,90.67,91.34,88.20
91.00,91.07,91.53,90.21
91.49,92.78,93.71,91.08
91.26,91.65,93.49,89.50
92.05,89.67,92.96,89.40
89.67,90.82,90.88,88.82
90.93,93.88,93.88,90.21
94.00,95.40,97.44,93.61
95.40,95.97,97.22,94.54
95.51,95.52,97.43,93.18
95.98,96.04,96.88,95.10
96.04,94.14,96.62,93.60
93.93,90.26,93.93,89.50
90.58,91.40,91.74,90.03
89.60,90.62,91.91,89.08
90.39,90.38,91.91,90.10
91.05,91.30,92.49,90.34
91.38,90.57,91.77,90.12
90.97,90.87,91.92,89.83
90.76,86.98,90.92,86.25
87.85,89.29,89.41,87.35
89.16,89.33,89.51,88.21
90.22,89.47,90.22,88.82
89.45,89.93,90.89,89.42
90.21,91.76,92.46,89.95
90.90,90.50,91.66,89.88
90.19,91.62,91.76,89.76
91.04,90.95,92.64,90.86
91.57,94.09,94.48,91.15
92.77,92.50,93.70,91.84
92.50,91.60,93.39,90.63
91.63,93.27,93.78,91.51
92.52,92.34,93.75,91.75
91.54,92.91,93.39,91.11
94.20,92.44,94.81,91.59
101.73,105.85,108.94,100.27
106.12,109.14,109.91,105.85
108.66,109.12,110.48,107.61
110.34,111.68,111.86,109.15
112.35,111.50,112.40,110.34
112.08,109.88,112.39,109.13
111.21,111.48,111.51,110.19
111.70,114.02,114.21,110.74
113.40,113.27,113.92,112.03
112.80,114.23,114.94,112.31
113.45,113.55,113.92,111.21
114.80,113.50,114.80,112.20
113.94,114.68,115.51,113.13
114.50,114.59,115.40,113.51
113.18,114.68,114.98,113.18
116.02,114.95,116.63,113.98
115.10,115.33,116.53,114.37
116.27,117.31,117.87,115.58
117.50,117.32,118.90,117.11
116.76,117.45,118.27,116.19
116.99,117.32,118.11,116.51
117.09,117.62,118.61,116.62
117.21,117.05,118.00,115.25
115.72,114.19,117.03,113.50
113.64,114.83,115.61,113.46
114.83,112.36,115.08,111.46
112.18,113.44,113.89,111.39
113.96,113.53,114.86,113.09
113.72,111.64,114.94,110.99
111.87,112.46,112.83,111.33
112.69,110.88,113.72,110.59
110.28,110.92,111.82,110.00
111.19,113.39,114.06,110.71
112.69,110.62,113.62,109.88
110.59,111.32,112.14,110.11
108.55,109.20,109.90,107.09
109.20,108.65,110.33,107.95
108.23,110.72,111.12,107.68
110.28,111.08,111.71,107.44
112.38,111.52,114.57,111.44
113.00,112.11,113.95,110.74
111.31,110.81,112.85,110.48
110.97,113.75,113.87,109.50
113.02,111.58,113.81,111.40
111.35,109.37,112.44,108.84
109.14,109.05,111.36,107.82
109.78,108.03,110.83,106.61
106.66,106.16,109.57,102.44
103.60,105.94,107.19,103.10
107.28,104.27,107.72,103.60
103.98,106.96,107.66,103.37
107.60,110.34,110.45,107.44
110.43,106.85,110.57,106.73
107.89,107.40,109.57,107.00
107.91,112.16,113.04,106.29
110.01,109.73,110.78,108.15
110.70,115.55,115.60,109.20
115.36,113.76,116.00,112.25
113.40,115.20,115.95,112.39
134.01,136.15,144.23,131.06
135.86,136.24,138.03,135.28
136.11,139.38,140.56,135.12
140.16,136.48,141.00,135.87
135.43,134.66,136.31,134.07
135.00,134.75,135.70,133.62
135.25,136.54,136.85,134.07
136.34,134.93,137.30,133.13
135.03,135.48,136.50,134.22
135.16,132.22,136.10,131.78
131.67,134.62,135.20,131.25
135.62,133.71,136.68,132.01
134.21,135.50,136.67,133.03
135.85,135.32,137.43,133.78
134.79,135.98,137.60,134.60
137.57,138.71,139.32,135.48
138.51,140.00,140.27,137.75
139.32,140.62,141.91,139.02
141.00,141.06,141.50,140.01
141.00,140.94,142.25,140.00
140.50,139.80,141.87,138.73
140.00,140.25,141.48,139.07
140.30,140.60,142.39,137.18
140.75,139.21,141.06,138.22
139.03,138.20,140.06,138.02
139.10,139.99,141.62,137.54
138.32,140.38,140.91,135.91
140.32,135.51,140.79,134.77
135.67,135.53,138.17,134.80
134.51,134.60,137.89,134.43
136.65,134.28,137.46,133.78
132.89,127.00,136.99,126.65
126.83,128.98,130.63,124.88
130.26,128.13,131.20,127.17
128.79,128.50,130.12,127.68
128.75,127.41,129.95,126.84
127.61,126.54,127.68,125.93
127.25,127.84,130.13,126.79
128.81,129.73,130.07,128.54
129.65,129.45,130.18,128.13
129.48,127.70,130.92,127.28
127.74,127.67,128.77,126.89
127.90,125.85,128.31,124.56
124.86,124.30,125.81,122.76
124.93,122.08,126.34,121.36
123.31,121.84,124.29,121.31
123.11,123.66,125.64,122.55
124.07,122.29,124.36,121.28
122.58,120.28,122.85,120.01
121.92,119.98,123.23,118.28
118.37,118.53,120.14,116.72
119.23,116.89,119.25,116.86
117.74,119.32,120.70,117.07
119.98,122.48,123.20,117.98
121.77,123.10,125.82,121.77
124.30,125.66,125.74,122.22
125.69,127.29,128.76,125.03
127.69,127.51,128.47,127.07
127.00,128.07,128.30,124.66
129.14,126.25,129.14,125.44
125.86,127.66,127.92,124.24
126.86,123.94,128.66,123.59
124.05,125.54,126.61,123.24
125.77,129.09,129.26,124.32
128.71,127.77,129.61,127.11
128.01,129.57,129.78,128.01
128.84,126.11,129.67,125.53
125.90,125.59,126.91,123.72
125.80,128.35,129.36,125.51
127.83,127.84,129.59,126.94
129.09,131.94,132.22,127.90
131.32,129.99,132.21,128.41
129.40,131.85,131.85,128.45
131.89,132.61,133.79,130.89
132.63,130.50,133.02,128.42
129.99,130.92,131.50,128.67
130.43,131.56,132.32,130.43
131.28,132.49,132.56,130.22
132.60,134.22,135.99,131.34
137.99,131.01,137.99,129.20
130.55,130.97,135.05,129.78
130.44,133.30,133.49,129.54
132.56,133.90,134.07,132.07
133.31,131.30,133.98,130.56
131.03,132.00,133.45,130.25
131.00,129.20,132.59,129.06
129.43,125.00,129.99,123.88
123.44,123.91,124.55,122.61
125.21,126.51,126.78,123.91
126.15,127.89,128.17,124.87
126.68,125.71,128.32,124.57
125.53,127.09,127.26,124.76
126.98,127.66,128.00,125.57
124.50,126.28,127.47,123.89
125.69,122.91,126.40,122.80
123.21,124.59,125.30,122.82
124.79,125.43,126.50,124.21
125.72,122.34,126.17,122.31
122.22,121.11,123.20,120.64
121.11,121.41,122.46,120.53
120.98,122.85,122.89,120.70
122.53,121.67,123.14,121.20
120.65,122.52,122.96,120.65
122.90,123.86,124.14,121.60
123.59,125.14,125.57,122.95
124.90,126.27,127.22,124.02
123.94,126.97,127.25,123.65
128.27,128.59,128.90,126.53
129.73,129.70,130.50,127.79
129.57,131.60,131.66,129.45
131.84,130.71,132.77,130.25
130.47,131.57,131.82,128.13
131.51,132.20,132.94,130.50
132.05,131.17,132.61,130.29
129.89,130.00,130.70,128.43
130.36,133.53,134.14,130.18
134.43,136.95,139.88,133.68
137.40,138.04,138.46,135.95
138.03,138.97,139.79,136.26
139.11,137.48,139.96,137.16
138.40,136.85,139.35,136.20
141.40,140.24,142.18,139.20
139.79,142.98,143.37,139.54
142.61,142.33,145.86,142.25
142.00,145.35,145.44,141.99
146.00,152.27,153.42,145.54
151.98,149.19,153.32,148.10
149.17,148.51,150.46,146.93
150.05,145.10,151.85,140.65
145.89,146.63,146.97,144.19
145.94,146.18,146.88,144.70
142.31,145.67,146.21,142.31
146.69,144.66,146.69,143.43
144.81,146.79,147.21,144.12
147.11,146.46,147.73,145.70
146.04,147.82,148.36,145.39
148.30,145.58,149.25,145.51
145.58,147.10,147.48,144.08
147.47,149.01,149.82,146.93
149.28,147.48,149.73,146.81
147.50,145.74,147.50,144.69
145.32,146.43,146.57,143.74
146.45,146.50,147.29,143.67
146.80,145.13,147.10,144.65
146.12,143.68,147.02,142.72
143.67,143.01,145.25,142.73
143.68,143.47,144.39,142.46
143.31,143.29,143.59,141.54
143.20,144.94,145.10,142.00
144.64,142.68,145.05,142.02
142.00,143.26,143.87,141.15
143.99,145.45,145.88,143.08
145.36,141.43,145.97,140.42
140.55,143.66,144.05,140.55
142.80,141.97,144.00,141.16
141.83,143.51,143.78,141.49
143.85,143.32,144.48,142.18
143.38,145.46,146.00,143.07
144.84,147.16,147.74,144.84
148.50,146.72,148.50,145.40
148.06,150.99,151.80,146.91
150.61,149.14,151.45,148.67
149.22,149.64,151.05,147.97
148.94,147.73,150.02,146.95
146.46,141.13,146.55,140.64
142.70,141.70,143.37,141.50
142.45,141.46,143.12,140.24
141.04,138.71,141.72,136.51
137.51,135.99,138.15,135.11
135.68,135.29,136.37,133.11
133.91,129.90,135.01,129.63
130.81,133.31,133.79,129.28
134.52,135.63,136.69,133.97
135.99,135.64,137.43,135.03
135.33,134.90,137.61,134.85
135.29,135.60,136.73,134.28
136.88,136.01,137.48,134.93
136.28,137.12,138.09,135.58
136.45,136.79,137.69,135.89
137.17,134.63,138.86,134.61
134.18,134.83,136.06,134.18
135.00,133.12,135.72,132.56
134.00,131.39,135.62,131.07
130.19,128.89,131.65,127.88
129.89,128.64,129.89,127.01
129.00,134.00,134.50,128.56
133.60,130.68,133.62,130.41
130.87,130.69,131.55,129.49
130.17,128.40,131.15,127.24
128.21,129.17,130.09,127.79
129.30,131.92,132.20,128.50
125.29,121.00,127.86,119.06
121.09,121.14,122.08,120.42
122.13,123.66,125.21,121.74
121.52,123.20,123.94,121.52
121.65,121.27,122.74,120.84
121.56,120.24,121.97,118.64
120.33,119.75,121.33,119.01
118.92,121.12,121.14,117.54
121.15,117.93,121.27,117.81
117.61,113.89,117.99,113.83
112.38,107.88,113.64,107.70
108.29,106.54,109.11,104.75
102.59,103.49,105.91,98.09
107.03,102.16,107.32,101.74
105.13,104.76,105.83,101.01
106.49,111.97,112.41,106.49
110.80,113.19,114.13,110.54
112.75,110.05,113.09,109.54
108.00,108.63,111.19,107.50
109.80,109.94,112.00,109.03
110.08,112.23,112.96,110.04
110.50,108.18,111.26,107.25
110.20,109.55,111.09,108.72
110.00,108.06,111.63,107.60
107.10,107.00,108.50,105.55
106.73,105.25,107.30,104.28
105.94,106.10,106.27,104.02
106.10,108.20,108.42,105.66
108.82,109.28,109.86,107.61
109.12,104.91,109.45,104.62
103.62,99.64,104.17,97.92
100.58,98.68,100.73,97.31
96.28,95.50,97.42,94.90
95.15,92.59,96.25,92.28
91.42,92.52,92.74,89.72
93.64,91.90,94.56,91.57
90.87,90.05,93.45,88.65
90.05,86.70,92.18,85.75
88.03,91.06,91.34,88.03
90.59,90.68,91.82,89.16
89.67,95.50,95.72,88.19
96.00,96.71,97.42,94.63
97.06,94.98,97.86,93.79
95.87,94.70,97.09,93.53
94.10,94.35,94.88,92.60
94.94,94.03,95.18,93.05
94.20,92.55,94.20,91.72
91.21,93.39,93.99,91.21
93.52,90.88,94.43,90.28
91.21,93.66,94.63,91.06
94.21,95.72,96.06,94.02
95.11,96.49,97.08,94.74
96.49,96.61,103.67,94.88
97.00,95.34,97.50,94.75
96.34,97.48,99.88,96.34
98.69,99.05,99.78,97.00
101.02,99.60,102.32,98.51
99.15,97.34,100.76,97.24
97.53,97.15,98.65,96.02
96.50,95.24,96.86,94.25
96.00,98.37,98.42,95.40
98.12,101.97,102.60,97.95
102.13,104.23,105.29,101.43
104.60,107.00,109.55,104.26
118.64,116.43,122.65,114.32
116.43,118.69,118.88,114.83
118.94,118.11,120.65,117.16
118.09,119.65,120.00,116.73
121.00,119.81,121.91,118.77
119.19,120.53,121.22,118.21
120.00,118.10,120.35,118.10
118.43,119.49,119.62,117.50
119.74,120.25,120.99,118.77
120.77,121.00,121.14,119.29
121.35,120.53,122.63,119.63
121.15,121.35,122.51,120.69
121.83,125.36,127.77,121.61
124.53,124.39,125.97,122.00
123.72,126.19,126.79,123.50
125.95,125.14,127.20,124.28
125.44,123.24,125.64,122.27
124.24,125.56,126.34,123.49
125.31,124.52,125.71,123.55
125.45,120.65,125.45,119.55
120.54,121.78,122.14,118.67
121.29,119.80,122.20,118.34
118.25,119.52,120.52,116.80
118.97,116.75,120.44,115.23
116.89,118.22,119.99,115.26
116.25,114.11,117.02,113.02
114.15,115.73,116.70,112.00
117.30,118.44,119.30,114.88
118.78,116.60,120.42,114.58
115.00,114.26,117.14,110.50
114.11,111.56,114.42,111.09
112.62,112.73,113.33,111.06
112.85,111.77,112.96,111.15
111.85,113.77,114.08,110.17
113.95,114.09,114.88,113.09
114.36,113.99,114.60,111.69
114.81,115.12,115.56,113.31
114.59,114.36,115.31,113.84
114.18,114.34,115.25,112.68
112.36,109.95,112.84,108.15
110.51,109.68,112.36,108.60
107.98,107.33,108.98,106.11
104.97,102.93,106.20,101.63
104.39,101.09,104.88,100.86
102.00,98.76,102.99,97.10
101.69,104.85,105.85,100.74
106.50,100.55,107.41,99.83
101.00,104.88,106.17,97.53
100.01,96.40,103.99,94.78
98.31,96.49,99.36,93.92
94.90,96.23,97.25,90.10
96.70,97.50,98.61,94.35
100.24,101.15,103.18,100.00
100.81,100.37,101.85,99.83
101.07,99.00,101.07,98.05
98.92,97.23,99.89,97.00
98.95,96.86,99.39,96.11
97.05,98.24,99.00,96.86
97.72,99.00,99.62,97.30
98.70,96.12,98.70,95.82
96.75,95.37,97.65,91.87
95.54,96.64,98.46,93.97
95.92,90.25,95.98,89.01
88.00,85.87,90.00,84.20
84.94,85.82,88.19,84.19
86.59,87.71,89.78,86.03
85.58,89.04,89.77,85.58
90.54,91.95,93.43,89.16
93.76,95.76,97.37,92.95
96.98,98.24,98.31,96.30
99.90,98.80,100.82,97.33
98.00,100.48,101.31,97.67
101.48,99.98,101.99,98.66
99.38,98.38,100.22,97.84
97.25,103.10,103.55,95.42
103.65,102.56,103.69,100.61
104.24,97.56,104.94,94.56
97.96,101.76,103.34,96.60
102.53,104.95,104.99,101.47
105.84,105.91,106.15,104.57
106.20,106.53,107.91,104.09
107.64,108.88,110.22,106.61
108.67,110.42,111.00,107.60
110.04,109.01,110.70,106.69
110.20,111.20,111.80,108.00
112.00,113.52,114.27,109.75
114.36,115.65,115.99,113.27
115.43,114.94,116.93,114.60
113.75,113.19,114.91,111.46
112.32,113.71,114.01,110.87
113.65,114.92,115.97,112.24
115.03,114.70,115.78,114.23
113.85,114.67,115.36,113.35
114.00,115.48,117.03,113.59
115.19,112.41,116.73,112.18
111.42,112.89,113.72,111.12
113.34,115.22,115.93,112.07
114.64,118.28,118.59,114.07
118.67,117.68,119.69,116.88
117.40,117.85,118.62,115.89
116.48,120.62,121.16,116.48
120.82,118.61,122.15,118.56
117.73,117.13,118.00,115.81
117.00,119.46,119.99,116.33
118.87,118.10,119.20,116.75
119.40,117.85,119.57,117.08
118.75,117.71,121.15,117.27
118.07,119.97,120.28,116.09
120.97,125.35,125.35,120.50
125.08,126.56,127.42,123.74
126.40,127.34,128.35,126.21
126.23,130.10,130.40,126.05
130.62,127.57,130.62,126.32
127.17,129.44,129.86,126.23
129.93,126.51,129.93,126.14
125.30,126.41,127.79,125.00
126.25,124.60,126.33,123.59
124.98,125.85,127.94,124.08
126.33,125.90,127.35,123.82
125.72,123.86,127.26,123.35
124.38,124.89,125.83,122.30
124.90,126.45,127.12,123.53
125.04,125.34,127.06,122.41
124.03,124.36,126.25,123.68
125.22,124.88,126.43,123.28
130.37,128.03,131.00,123.42
127.04,127.25,128.50,126.86
128.03,128.89,128.90,126.73
128.86,129.70,131.45,127.00
129.71,127.96,130.64,127.27
127.34,127.53,129.47,127.03
127.70,128.70,129.99,127.51
128.04,130.78,132.49,128.04
129.98,132.50,133.09,129.98
131.65,131.79,133.08,129.85
132.12,133.89,134.17,131.46
133.48,132.02,134.29,131.86
132.28,134.60,135.32,132.11
134.80,134.02,135.27,133.39
134.05,135.01,135.92,133.02
134.20,135.08,135.70,134.03
135.97,136.50,138.28,135.23
135.00,136.34,137.07,134.65
135.41,137.00,137.66,135.03
136.31,135.75,136.55,134.02
136.18,138.27,139.11,136.18
138.72,138.63,140.59,137.57
138.38,137.00,138.94,134.59
135.56,137.46,137.47,135.56
135.84,134.29,137.36,133.72
133.30,133.37,135.39,132.78
133.51,134.44,135.09,132.01
135.25,133.79,135.85,133.72
132.63,135.47,135.59,131.31
135.26,133.75,135.59,133.50
135.98,135.09,136.96,134.68
135.90,135.83,136.50,134.62
135.79,136.47,137.00,133.56
138.13,139.06,139.54,137.37
131.63,132.03,136.50,131.28
130.74,126.88,130.78,126.10
128.67,132.67,132.99,127.26
134.51,138.96,140.72,134.00
140.35,140.67,141.68,138.52
141.06,139.81,142.35,139.15
138.91,139.82,140.09,136.71
139.10,139.68,140.00,137.08
140.87,142.92,143.59,140.53
144.17,146.22,146.49,144.02
146.58,149.05,149.47,146.58
150.00,151.10,152.51,148.83
151.96,149.27,151.96,148.69
150.61,149.22,151.06,148.74
148.77,148.47,149.96,147.33
149.11,148.80,149.65,147.35
147.80,148.72,149.14,147.76
149.82,152.37,152.37,148.73
152.37,153.41,153.84,151.95
153.25,154.24,155.84,152.75
153.24,151.54,154.98,151.34
152.13,151.41,152.99,150.68
151.86,151.40,152.18,149.38
151.50,151.99,152.29,149.98
151.97,153.08,153.41,150.21
153.12,152.95,154.45,152.58
152.93,151.50,153.23,148.71
150.75,151.28,152.33,150.62
151.63,152.25,152.73,149.97
156.40,172.98,174.28,155.00
173.63,173.72,173.90,170.27
172.48,170.21,173.67,168.00
170.51,169.64,170.61,169.29
170.64,169.93,171.40,168.69
169.51,168.86,170.39,168.59
170.09,170.13,172.43,169.67
169.85,168.33,169.96,167.31
168.71,166.97,168.71,165.95
167.05,167.14,168.74,166.40
166.66,167.69,168.02,165.78
166.79,166.87,166.88,164.54
168.38,166.74,168.38,166.08
167.00,166.03,167.20,164.95
165.51,166.63,167.53,165.17
166.91,166.95,167.90,166.04
167.01,166.57,168.40,166.11
167.55,166.90,167.65,166.19
167.42,172.00,173.17,166.71
172.65,173.68,173.82,171.16
178.17,186.16,188.13,176.92
187.70,186.29,188.58,185.43
186.31,182.00,187.21,181.88
182.22,183.19,183.50,181.21
181.86,179.23,183.18,178.70
178.00,179.54,179.90,175.44
178.76,176.94,178.76,175.33
176.54,172.00,178.54,172.00
173.12,174.61,175.55,171.65
174.61,177.20,177.35,174.03
178.73,178.91,180.29,177.00
180.11,179.25,180.98,178.16
180.50,186.75,187.43,179.25
188.35,191.25,191.73,187.58
191.44,187.09,191.76,186.63
186.90,186.85,188.03,184.59
186.43,187.50,188.37,186.40
187.51,187.48,188.42,184.36
186.62,183.74,187.61,183.66
185.31,184.97,185.68,183.25
185.45,186.20,189.35,184.00
186.08,184.59,187.64,182.91
185.41,186.49,186.80,184.23
186.74,186.29,188.11,185.57
187.08,189.83,190.22,186.04
191.61,189.19,193.58,188.75
185.45,184.47,186.23,182.25
184.05,183.21,184.31,182.12
171.11,168.46,174.37,166.64
168.21,167.04,170.00,166.00
167.47,167.89,169.49,166.85
170.91,167.51,170.98,167.20
168.62,169.43,170.19,166.10
168.21,171.05,171.88,167.90
169.67,173.93,174.11,169.01
175.18,172.82,175.78,171.51
173.15,171.04,173.57,170.84
169.62,170.65,172.09,168.77
171.74,169.44,173.14,168.01
168.57,168.16,170.03,165.62
169.15,168.01,169.15,165.95
167.31,169.79,170.77,166.92
169.05,166.61,169.99,166.16
167.15,165.88,168.40,164.67
172.00,166.89,172.06,166.08
170.21,169.26,170.88,167.90
169.77,174.67,176.10,169.40
166.90,172.84,174.23,166.78
174.71,162.81,175.69,161.62
160.58,155.96,161.49,150.64
155.96,153.50,158.39,150.14
155.39,155.71,159.76,154.02
153.93,156.94,158.84,152.95
156.98,157.27,160.00,156.48
156.75,157.63,160.62,156.27
159.21,160.63,161.85,157.85
162.00,164.95,165.32,160.00
164.50,166.75,167.12,164.02
168.39,163.19,168.40,160.41
163.00,161.86,164.58,161.26
161.42,162.91,164.19,160.63
162.77,157.82,163.86,156.08
157.48,151.30,160.10,148.98
151.73,152.56,154.54,151.00
152.00,157.95,158.87,152.00
159.45,157.55,159.45,156.32
