OIS,Oil States International,NASDAQ
90.21,89.01,90.65,88.52
86.81,89.29,90.44,86.81
90.27,91.20,91.59,89.28
91.80,92.24,92.86,91.01
92.83,92.69,93.83,92.41
92.51,92.64,93.62,91.82
92.92,93.68,94.71,92.38
93.07,93.98,95.67,92.67
94.21,93.35,94.66,92.67
93.87,95.46,95.75,93.06
95.98,96.40,96.86,95.56
96.78,96.73,96.96,95.18
96.73,95.68,97.00,94.96
97.00,95.78,97.15,94.45
95.64,96.31,96.52,94.84
96.27,95.54,96.37,94.20
95.84,94.65,96.56,94.26
95.01,95.55,96.25,94.36
95.91,96.99,97.70,95.76
97.22,97.42,97.77,96.22
97.51,97.58,97.75,96.60
97.82,96.86,98.30,96.31
96.90,95.42,97.29,94.86
95.46,96.30,96.80,94.75
95.88,95.01,96.20,94.02
94.87,94.92,95.12,93.85
94.95,96.93,97.59,93.56
103.90,97.23,104.00,95.61
99.19,94.68,99.19,94.28
94.43,94.97,95.53,93.86
94.73,93.06,94.99,92.45
92.88,91.43,92.99,90.86
90.91,90.10,90.91,89.80
90.68,92.40,92.56,89.91
92.52,93.21,93.25,91.42
92.83,92.33,93.99,92.31
92.15,92.38,92.96,91.90
92.68,91.34,92.99,91.18
90.72,90.36,90.82,89.55
90.71,90.78,92.18,90.44
90.45,89.86,91.24,89.65
89.91,89.52,90.07,89.16
89.53,90.42,91.19,89.38
90.75,89.46,91.61,88.94
89.91,90.72,90.92,88.21
90.79,91.58,92.00,90.36
90.61,90.25,91.49,90.01
90.26,91.75,92.33,90.26
91.29,90.45,91.46,90.26
90.43,89.22,90.71,89.09
90.16,90.63,90.93,89.19
90.58,94.01,94.05,90.49
94.03,93.64,95.41,93.59
94.32,95.28,96.99,93.85
94.83,96.32,96.34,94.63
96.48,96.99,97.00,95.64
97.00,97.38,97.46,96.42
97.61,97.41,98.00,96.45
97.66,98.16,98.48,96.97
99.15,100.96,102.16,98.45
101.08,102.61,102.61,100.92
103.92,105.00,105.45,102.09
105.29,105.58,106.84,104.33
105.80,102.51,105.80,102.45
102.24,102.64,102.75,101.25
102.69,102.90,103.22,100.90
103.27,103.60,104.40,102.49
103.54,103.92,104.30,103.41
103.10,104.56,104.63,103.10
102.91,103.46,104.57,102.65
103.71,106.40,106.41,103.48
105.83,107.14,107.17,105.19
106.84,106.81,107.26,104.62
106.81,108.55,109.10,106.50
107.65,108.32,108.96,107.15
108.19,105.41,109.03,105.12
105.42,104.90,105.88,103.23
106.32,107.61,107.61,105.87
106.96,107.80,108.23,105.91
106.65,108.47,108.48,106.28
108.17,107.20,108.50,106.99
107.46,108.51,109.17,107.46
108.33,108.21,109.24,107.56
109.10,108.92,109.68,108.48
108.65,107.97,108.73,107.20
108.70,108.07,109.65,107.61
107.18,106.03,107.48,103.69
106.27,107.24,107.58,105.27
107.66,107.96,108.79,107.11
108.25,106.75,108.46,106.70
107.01,107.39,107.70,106.68
107.67,106.48,108.13,105.94
106.63,108.63,111.86,106.20
108.91,107.94,109.57,106.76
108.47,109.52,109.72,107.77
109.43,108.89,109.43,107.69
109.50,107.84,110.35,107.28
108.27,105.20,108.27,104.29
105.44,106.70,107.36,105.19
107.01,107.59,108.22,106.84
106.80,106.11,107.17,105.17
105.54,106.82,107.04,104.86
107.21,109.13,109.51,106.15
113.48,107.68,113.64,107.14
107.57,104.14,107.61,103.79
103.53,103.99,104.91,102.57
104.33,102.83,105.00,102.36
103.38,104.31,104.33,102.46
104.55,104.30,104.89,102.72
104.11,102.23,104.11,101.61
101.97,102.87,103.26,100.79
102.58,102.50,102.85,101.51
102.57,102.35,103.06,101.16
102.57,102.15,104.37,101.32
101.00,102.39,104.34,100.62
102.26,103.16,103.22,101.46
102.98,103.71,104.38,102.49
104.29,102.54,104.64,102.15
102.06,102.61,102.85,101.50
102.58,101.84,102.88,101.01
102.27,99.80,102.27,99.13
99.47,100.94,102.01,99.34
100.70,100.15,101.37,99.32
100.57,101.82,102.24,100.57
101.70,101.19,102.16,100.49
101.06,100.59,102.29,99.30
100.29,98.99,100.29,97.83
99.46,101.35,101.46,99.13
102.27,101.01,102.41,100.29
100.61,102.26,102.51,100.43
102.57,101.14,102.57,101.09
101.05,101.93,102.47,101.01
102.08,100.86,102.29,100.78
100.95,101.72,102.09,100.48
100.99,99.70,102.09,99.35
99.75,100.07,100.82,99.73
100.49,99.05,100.71,98.99
99.00,100.64,101.04,98.20
100.53,99.86,100.63,99.64
100.76,101.09,104.91,100.09
100.99,101.77,101.95,100.32
101.06,99.47,101.56,99.26
99.40,100.90,100.90,99.40
100.86,100.45,101.47,99.93
100.29,99.92,100.98,99.84
100.17,100.03,100.62,99.34
101.09,99.82,101.88,99.45
100.08,100.05,100.40,99.51
99.93,98.78,100.43,98.59
98.05,94.68,98.05,94.68
94.96,94.54,96.00,93.43
94.63,94.23,95.23,94.00
93.38,93.17,94.62,92.91
93.94,94.29,94.59,93.23
92.75,93.95,94.97,92.75
93.35,91.98,93.98,91.55
96.43,95.60,97.88,94.75
95.60,94.50,95.62,93.31
94.50,96.65,97.17,94.01
97.05,96.77,97.39,96.10
96.04,96.09,96.61,94.87
96.07,99.25,99.56,96.06
99.66,98.49,99.99,98.42
97.83,98.57,100.23,97.51
98.62,98.40,98.94,97.83
98.37,98.82,99.28,97.73
98.82,100.43,100.78,98.82
99.89,96.09,101.22,94.54
96.00,93.95,96.01,93.07
94.20,96.56,96.71,94.06
96.25,94.00,96.37,93.54
93.92,92.44,94.17,91.76
92.38,94.10,94.18,90.62
94.44,94.92,95.88,93.95
94.64,95.10,95.66,94.20
96.17,96.82,97.18,95.50
96.82,95.79,96.94,95.67
95.80,96.20,96.88,94.90
96.56,96.12,96.73,95.38
95.98,95.66,95.98,95.00
96.12,95.39,97.20,94.85
95.00,94.87,95.43,94.02
94.75,94.67,95.03,93.22
94.59,94.87,95.57,94.07
95.20,95.65,96.41,94.76
95.89,97.55,97.74,95.85
97.79,96.92,97.79,96.50
96.63,96.71,97.66,96.16
97.88,96.98,98.28,96.77
97.40,96.23,98.57,96.15
96.93,97.06,97.44,96.55
97.40,95.44,98.10,95.31
95.45,95.84,96.38,95.27
96.43,97.47,97.92,96.25
98.01,98.60,98.67,97.13
98.33,98.26,98.57,97.66
98.24,99.38,99.75,97.94
99.70,99.94,100.43,98.90
100.19,99.00,101.06,98.72
98.59,96.73,98.89,96.41
96.81,97.50,97.94,96.72
97.81,97.45,97.81,96.44
97.42,95.95,98.36,95.63
95.29,95.56,97.10,95.02
96.12,95.44,97.00,95.21
95.63,95.96,96.98,94.87
96.84,96.18,96.98,96.00
96.85,96.37,98.00,96.07
96.65,97.27,97.42,96.20
97.08,97.88,98.37,96.79
97.90,97.95,99.38,97.69
98.38,98.77,99.22,97.17
98.48,98.31,99.19,97.68
98.46,97.84,99.08,96.70
98.69,96.80,99.30,96.64
96.38,97.14,97.14,95.34
97.19,97.31,98.47,96.44
97.78,94.68,98.40,93.43
94.20,95.01,95.49,94.06
94.93,96.24,97.64,94.84
96.38,95.87,96.92,95.25
96.13,96.11,96.75,95.43
96.18,95.01,96.18,94.74
95.24,96.26,96.35,94.81
96.26,96.56,96.80,95.82
96.74,96.49,97.81,96.01
95.66,95.00,96.03,93.59
95.06,97.53,97.56,94.46
97.83,101.25,101.42,97.31
102.67,102.78,103.37,102.19
104.24,104.94,105.72,103.96
104.72,105.03,105.81,104.38
105.08,105.19,105.63,103.89
105.86,106.44,106.62,105.20
106.37,106.26,106.70,104.84
106.67,107.17,107.37,105.53
108.05,107.58,108.05,106.07
60.88,61.61,61.89,60.80
60.99,62.64,62.74,60.83
62.55,63.49,63.51,61.80
63.33,64.42,64.84,63.16
64.62,64.51,65.00,64.29
64.00,62.78,64.01,62.40
62.86,63.31,63.45,62.78
63.27,63.07,63.27,62.65
63.26,63.46,64.17,63.08
63.69,64.07,64.09,62.97
64.05,63.79,64.28,63.65
63.74,63.72,63.97,63.32
63.67,64.09,64.29,63.35
64.26,64.26,64.44,63.79
64.92,65.32,65.50,64.56
65.25,65.37,65.64,64.94
65.25,64.33,65.77,64.25
64.05,63.65,64.85,63.64
63.70,63.08,63.92,62.47
62.78,62.86,63.13,62.46
63.14,64.09,64.19,62.96
64.19,63.97,64.34,63.84
63.71,63.73,64.29,63.41
63.77,64.37,64.37,63.67
63.94,63.59,64.50,63.52
63.37,63.12,63.56,62.60
63.27,63.27,63.55,62.85
62.31,62.45,62.65,61.96
62.43,61.76,62.99,61.63
62.18,63.03,63.45,62.09
62.71,62.41,63.23,62.12
63.23,62.67,63.38,62.25
62.67,62.67,63.21,61.95
62.75,62.55,63.06,62.42
62.39,62.86,63.12,62.39
63.18,63.50,63.82,63.16
63.39,63.71,63.95,63.03
63.84,63.63,64.18,63.58
63.48,63.37,64.26,63.24
63.34,62.73,63.34,62.42
62.83,62.37,63.52,62.37
63.10,62.52,63.12,62.19
62.14,61.29,62.25,61.26
60.15,61.12,62.64,59.66
61.75,62.68,62.90,61.22
62.45,61.83,62.92,61.63
61.66,62.04,62.99,61.35
62.41,61.67,62.73,61.37
61.97,62.58,62.70,61.41
62.99,62.07,63.01,62.03
61.72,61.54,62.25,61.14
61.68,62.13,62.76,61.67
62.06,61.28,62.47,61.16
61.49,61.92,62.14,61.30
62.16,61.87,62.49,61.69
61.95,62.42,62.83,61.70
62.37,62.70,62.80,61.92
62.89,63.28,63.76,62.57
63.23,62.96,63.24,62.45
63.25,63.04,63.37,62.86
63.17,63.68,64.26,63.09
63.84,63.65,64.20,63.34
63.63,63.98,64.25,63.15
64.23,64.55,65.05,63.75
64.40,63.60,64.56,63.34
64.00,63.62,64.16,63.43
63.66,63.71,64.39,63.26
63.70,63.82,63.90,63.34
63.45,62.81,63.65,62.53
62.81,62.68,63.47,62.34
62.63,62.81,62.87,61.85
62.15,63.39,63.50,61.98
63.13,62.62,63.30,62.41
62.55,62.80,62.99,61.98
62.75,63.46,64.19,62.56
63.67,62.93,63.95,62.56
63.16,62.37,63.43,62.14
62.56,61.67,62.78,61.66
61.56,61.93,62.05,61.18
61.86,61.71,62.31,61.70
61.83,62.50,62.56,61.58
62.54,62.11,62.72,61.73
61.96,62.68,62.93,61.65
62.01,62.46,62.55,61.63
62.45,61.90,63.28,61.87
61.80,60.36,62.34,60.34
60.20,59.70,60.20,58.80
59.86,59.48,60.11,58.84
59.50,60.06,60.41,59.19
59.82,60.12,61.46,59.65
59.95,61.30,61.32,58.94
60.84,58.76,61.23,58.74
58.47,58.10,59.34,57.61
58.06,57.19,58.72,57.14
57.62,58.32,59.76,56.78
57.86,57.07,58.28,55.39
55.33,56.60,57.40,55.16
57.30,56.45,58.11,55.71
56.34,57.23,57.29,55.59
57.81,59.43,59.53,57.69
59.66,58.96,60.54,58.92
59.44,60.04,60.29,59.01
59.94,60.18,60.47,59.28
59.37,57.62,59.37,57.32
57.88,59.37,59.55,57.33
59.92,59.22,60.71,58.78
58.83,58.76,59.54,58.09
59.16,59.74,59.96,56.38
59.53,58.47,60.23,58.23
57.62,56.50,58.16,56.36
56.87,57.38,57.42,56.42
57.04,57.26,57.42,56.28
57.40,57.79,58.48,57.40
58.17,56.94,59.03,56.76
56.94,57.58,57.75,56.23
56.98,57.48,58.30,56.88
57.14,55.86,57.25,54.82
57.29,56.65,57.29,56.19
55.94,55.72,56.17,55.18
55.50,54.92,56.33,54.81
55.05,55.79,55.96,54.42
55.55,56.36,56.69,55.55
57.26,57.48,57.88,56.64
57.48,56.69,57.95,56.61
57.12,56.03,57.13,55.53
55.80,54.41,55.89,54.29
52.82,49.85,52.82,49.74
49.38,47.94,49.50,46.66
47.86,47.47,48.55,47.04
47.61,49.30,49.39,47.12
48.21,49.30,49.91,48.05
49.09,48.47,49.60,48.35
47.34,45.59,47.46,45.08
45.29,46.33,46.72,45.14
45.64,43.55,45.64,43.35
43.33,43.40,44.44,43.20
42.19,42.42,43.60,41.51
42.84,42.94,43.61,42.62
42.35,44.15,44.95,42.33
44.29,46.17,46.31,44.12
47.32,47.17,47.52,44.06
47.22,48.68,48.82,46.78
48.13,48.70,48.94,47.01
49.10,49.11,49.55,48.63
48.67,49.01,49.31,47.90
49.43,49.34,50.11,48.83
49.59,49.53,50.28,48.93
49.40,48.87,49.40,48.50
48.50,48.90,49.73,47.80
48.48,48.64,49.31,48.00
47.65,46.94,47.83,46.51
46.51,45.94,46.95,45.52
46.35,45.81,46.74,45.13
46.12,46.40,46.52,45.65
46.40,46.30,46.59,45.39
45.53,42.96,45.53,42.81
43.04,42.53,43.75,41.71
42.25,43.52,43.56,41.30
44.04,41.66,44.34,41.60
41.85,42.65,42.95,41.85
42.20,41.84,42.40,40.87
42.15,43.06,43.31,41.87
43.38,43.04,43.63,42.16
42.87,41.96,43.75,41.94
42.17,42.69,43.27,41.91
42.33,43.11,43.33,42.33
42.57,39.72,42.82,39.35
39.60,39.23,39.94,38.42
38.92,41.07,41.32,38.64
41.89,42.79,43.32,41.88
43.60,45.49,45.79,43.60
44.55,43.18,44.92,42.45
43.98,44.50,45.01,43.55
44.77,43.39,45.43,43.19
42.93,43.29,44.18,42.75
43.39,43.25,43.59,42.01
42.29,42.72,43.26,41.70
43.51,41.13,43.88,41.03
41.83,41.83,41.99,40.66
41.82,43.29,43.34,40.97
42.34,42.29,43.39,41.99
40.78,43.09,44.59,40.78
41.62,41.30,42.95,40.60
40.73,40.94,41.39,40.01
41.27,41.61,41.83,40.65
41.65,42.11,42.24,41.06
41.79,42.28,43.35,41.64
42.45,43.48,44.05,42.29
43.39,44.14,44.15,42.81
44.15,43.78,44.55,43.53
43.89,43.51,43.97,42.80
43.44,43.24,43.59,42.90
42.72,42.34,43.43,42.12
42.13,41.96,42.48,41.50
41.30,42.00,42.20,41.18
42.12,42.33,42.49,41.51
42.55,41.00,42.69,40.99
40.56,40.85,40.90,39.81
40.40,40.22,40.45,39.55
39.89,39.45,40.28,39.15
39.02,39.78,40.01,38.45
39.07,39.24,40.00,38.73
39.49,39.74,39.81,39.28
39.86,39.33,40.19,39.31
39.41,38.80,39.49,38.41
38.99,39.44,39.86,38.75
39.95,39.94,40.36,39.52
39.74,39.46,39.94,38.97
39.84,39.59,40.13,38.99
39.29,39.77,39.95,38.95
39.99,39.77,40.30,39.71
39.53,39.67,40.24,39.29
40.04,41.00,41.21,39.85
41.00,41.59,41.99,40.71
41.80,42.20,42.43,41.68
42.37,43.14,43.35,42.25
43.26,43.10,43.46,42.82
43.19,42.81,43.19,42.57
43.01,43.24,43.32,42.86
43.69,44.39,44.86,43.07
44.29,44.29,45.22,43.76
44.22,43.13,44.30,42.99
43.13,42.99,43.97,42.99
42.97,41.83,42.99,41.52
41.91,42.50,42.80,41.56
42.65,43.85,44.12,42.54
43.75,43.24,43.92,43.04
43.68,43.45,43.92,43.14
43.35,43.45,43.69,42.99
43.26,44.49,44.66,43.01
44.09,47.59,48.16,43.86
47.51,46.97,48.05,46.50
46.99,45.99,47.27,45.52
46.00,45.49,46.57,45.22
45.80,44.90,46.18,44.69
44.62,43.23,44.90,42.95
43.66,43.30,43.72,42.67
43.24,42.80,43.27,41.73
42.90,43.61,43.87,42.71
43.85,43.33,43.99,43.11
43.50,43.02,44.00,42.90
43.19,43.13,43.43,42.67
43.12,42.80,43.12,42.27
42.19,41.73,42.45,41.54
41.90,41.82,42.10,41.41
41.98,42.76,43.00,41.85
42.37,42.86,43.07,42.33
42.59,41.42,42.86,41.23
41.24,41.47,41.66,40.99
41.31,41.02,41.45,40.44
41.06,40.88,41.35,40.75
40.89,40.62,40.89,39.96
40.58,41.55,41.84,40.58
41.33,40.87,41.84,40.59
40.67,40.39,40.75,40.01
40.22,41.09,41.38,40.18
41.03,40.96,41.52,40.77
41.33,41.16,41.85,41.08
41.87,42.53,42.72,41.65
42.47,42.40,42.70,42.18
42.18,42.08,42.48,41.88
41.76,42.05,42.33,41.15
42.10,42.46,42.62,42.05
43.36,42.59,43.81,42.40
42.25,40.25,42.25,39.85
40.05,38.61,40.08,38.51
38.61,38.69,39.03,38.06
38.55,39.14,39.20,38.54
38.96,38.85,39.34,38.59
38.76,38.25,38.88,38.17
38.13,38.39,38.42,37.52
37.42,36.87,37.88,36.84
37.13,37.23,37.28,36.30
37.13,35.94,37.27,35.62
36.00,35.85,36.35,35.41
35.13,35.18,35.66,34.91
34.99,35.55,35.76,34.35
35.34,34.35,35.72,34.08
35.10,34.61,35.16,34.52
34.75,34.14,35.03,34.12
34.12,34.93,35.52,33.79
34.92,35.32,35.86,34.92
35.07,33.53,35.07,33.49
33.90,32.89,33.94,32.88
32.76,31.90,32.76,31.66
31.90,31.41,32.07,31.26
31.57,31.49,32.50,31.30
31.26,30.25,31.39,30.03
30.51,30.34,30.89,29.66
30.34,29.71,30.49,29.58
29.26,29.11,29.73,28.95
29.33,30.10,30.16,28.81
29.82,31.69,33.02,28.24
31.49,30.90,31.96,30.48
30.69,30.11,30.88,30.05
29.72,29.50,30.33,29.40
29.76,29.21,30.28,29.05
29.50,29.15,30.15,28.94
29.08,30.59,30.81,28.62
30.30,29.75,31.22,29.66
29.89,31.24,31.42,29.74
30.50,30.65,31.01,29.84
30.64,30.70,31.21,30.02
30.50,29.22,30.50,28.81
29.25,28.60,29.69,28.51
28.50,28.95,28.96,28.14
28.92,28.62,29.10,28.24
28.41,27.33,28.49,26.97
27.36,26.03,28.07,26.00
25.84,25.22,26.13,25.19
23.86,23.60,24.99,23.35
24.56,23.85,24.75,23.74
24.54,24.88,25.29,24.49
25.59,26.77,26.82,25.15
26.53,27.25,27.50,26.47
27.10,28.37,28.60,26.56
27.17,26.85,27.79,26.29
27.28,27.24,27.81,26.26
27.34,28.08,28.74,27.04
27.52,27.51,27.81,27.09
27.89,28.53,28.55,27.50
28.72,27.88,29.17,27.73
27.90,28.14,28.27,27.34
27.54,27.97,28.01,27.36
27.86,28.04,28.05,27.48
28.27,28.95,29.00,28.09
29.28,29.94,30.36,29.04
29.79,29.61,30.19,29.10
28.99,27.88,29.00,27.66
28.17,27.77,28.49,27.59
27.23,27.97,28.32,27.00
28.11,27.65,28.36,27.47
27.36,27.90,28.41,27.29
28.21,27.70,28.40,27.44
27.28,26.72,27.56,26.51
26.95,27.16,27.56,26.56
27.33,26.13,27.47,25.72
26.48,25.03,26.82,24.79
24.67,27.10,27.11,24.24
27.46,28.76,28.94,27.26
29.00,30.25,30.40,28.61
31.25,30.31,31.85,29.55
30.24,31.46,31.67,29.44
31.83,31.25,31.98,30.52
31.22,30.08,31.22,29.74
29.76,29.61,30.99,29.48
29.65,30.38,30.54,29.21
30.26,30.93,30.99,29.81
31.05,30.07,31.06,29.63
29.41,29.33,29.91,28.97
29.31,29.72,30.49,29.03
29.48,29.05,29.63,28.85
29.43,29.83,30.39,29.27
29.61,29.89,30.50,29.07
29.76,29.01,29.93,28.70
28.43,27.64,29.13,27.34
28.03,29.43,29.63,27.50
29.22,28.64,29.74,28.04
28.54,30.01,31.27,27.56
29.98,31.47,31.65,29.81
31.53,32.68,33.05,31.31
32.64,32.74,33.14,32.12
32.53,31.85,32.98,31.22
31.60,31.54,32.20,31.25
31.54,30.67,31.85,30.13
30.62,30.94,31.16,30.24
30.96,30.44,31.03,29.87
29.86,29.78,30.92,29.56
29.70,29.75,30.37,29.19
29.74,30.49,30.63,29.49
30.37,29.88,30.60,29.71
30.32,30.98,31.11,30.09
30.64,29.90,31.06,29.79
29.98,29.50,30.24,29.13
29.38,30.19,30.29,29.19
30.63,31.43,31.54,30.40
31.00,31.07,31.68,30.32
30.74,30.86,31.12,30.02
31.60,31.72,32.45,31.30
31.67,31.99,32.21,31.32
31.59,30.90,32.22,30.73
31.24,31.13,31.98,30.98
30.67,30.22,31.00,29.59
29.54,29.26,29.59,28.40
28.39,28.76,29.28,28.24
28.99,28.45,29.75,28.12
28.31,29.29,29.38,27.97
28.45,28.06,28.62,27.72
28.06,29.11,29.29,27.61
29.47,30.21,30.51,29.40
29.90,29.98,30.77,29.65
29.81,28.24,29.97,28.24
28.33,27.86,28.95,27.76
27.94,27.39,28.38,27.25
27.57,28.35,28.55,27.41
29.06,29.63,29.72,28.72
29.72,29.42,29.96,29.24
28.79,27.58,28.84,27.38
28.53,27.86,28.78,27.41
27.31,27.20,28.07,27.13
27.02,27.25,27.46,26.79
26.96,28.04,28.32,26.90
28.04,27.41,28.04,27.00
26.65,26.68,26.82,26.20
25.96,26.57,26.77,25.86
26.86,25.85,26.86,25.81
25.99,24.99,25.99,24.45
25.73,25.27,25.73,24.34
25.27,24.98,26.26,24.84
25.15,26.16,26.37,24.47
24.89,26.73,26.83,24.78
26.84,25.40,27.07,24.96
24.70,25.04,25.37,23.75
24.54,25.73,26.86,23.98
26.97,27.03,27.31,26.11
26.30,24.75,27.06,24.71
25.53,26.10,26.12,24.75
25.92,27.04,27.53,25.71
28.50,26.54,28.63,26.38
26.70,28.23,28.25,26.56
27.48,26.13,27.57,25.83
25.25,24.74,25.40,24.53
25.24,24.90,25.24,23.54
25.28,25.39,26.85,25.01
25.31,24.50,25.89,24.32
24.00,24.61,24.70,23.52
24.13,23.10,24.26,22.42
22.78,22.90,23.67,22.78
22.32,22.36,22.98,21.79
22.82,23.12,23.29,22.27
23.66,23.89,24.19,23.19
24.16,24.82,25.94,24.13
24.67,25.09,25.39,22.44
24.60,24.38,24.64,23.64
24.87,24.27,24.95,24.22
24.02,23.06,24.65,22.97
22.35,23.03,23.12,21.44
23.06,22.84,23.09,22.14
23.63,24.93,25.50,23.46
25.02,26.11,26.45,24.93
26.38,26.81,26.95,25.89
26.52,28.26,28.33,26.26
28.00,28.69,29.41,27.36
29.00,29.48,30.24,28.60
29.44,30.00,30.26,28.88
29.59,28.77,29.87,28.51
29.41,29.34,30.27,28.63
28.99,29.27,29.42,28.15
29.95,30.74,31.02,29.77
30.01,30.69,31.33,29.67
30.23,29.88,30.54,29.30
30.09,30.68,30.92,30.09
31.20,32.30,32.67,31.16
32.68,31.44,33.05,31.04
31.19,31.80,31.99,31.05
31.33,31.12,31.90,30.75
30.67,30.62,31.32,30.58
29.87,31.06,31.06,29.85
30.89,30.65,31.15,30.10
29.93,30.68,30.78,29.47
31.13,30.47,31.76,29.94
31.08,31.52,32.14,31.00
30.45,30.43,31.72,29.93
30.11,29.20,30.49,28.95
28.92,29.01,29.54,28.73
29.19,29.83,29.92,28.46
29.47,29.40,30.03,29.20
30.45,30.62,31.74,30.40
30.96,30.94,31.84,30.70
31.22,31.85,32.38,31.01
31.69,32.26,32.46,31.31
32.37,32.19,32.50,31.53
32.20,31.81,32.26,31.24
30.70,31.85,32.29,30.35
32.26,33.12,33.15,31.86
32.96,32.82,33.48,32.46
33.05,32.87,33.54,32.62
33.08,33.46,34.20,33.07
33.29,32.23,33.58,31.97
32.40,32.11,32.44,31.79
32.65,33.82,33.96,32.46
32.46,33.46,34.53,32.33
33.63,34.64,35.03,33.39
34.70,34.31,34.99,33.77
33.58,33.31,33.92,32.77
33.33,32.97,34.02,32.83
33.56,32.92,34.17,32.69
32.71,33.34,34.00,32.71
32.86,31.10,33.10,30.81
31.28,31.54,31.73,30.89
31.48,31.16,31.84,30.86
31.51,31.42,32.05,30.87
31.13,30.35,31.54,30.31
31.16,31.56,32.02,31.02
31.57,31.74,32.28,31.39
31.50,31.09,31.94,30.52
30.45,31.25,31.65,30.31
31.33,32.01,32.40,31.29
31.66,31.85,32.22,31.43
32.04,31.68,32.21,31.27
32.05,33.02,33.24,32.05
33.38,32.59,33.51,32.58
32.52,32.92,32.96,32.25
33.02,32.86,33.77,32.70
32.25,32.47,32.68,31.48
32.05,31.67,32.12,31.17
31.88,32.11,32.35,31.71
32.53,34.78,34.87,32.53
34.91,35.76,35.87,34.63
36.29,36.52,36.73,35.78
35.82,35.78,36.36,35.73
35.27,34.86,35.63,34.79
34.36,34.25,34.86,34.20
34.05,33.79,34.47,33.48
33.52,33.37,34.27,33.06
32.94,32.18,32.94,31.73
32.79,32.86,33.20,32.44
33.44,32.89,33.91,32.83
32.71,32.82,33.11,32.32
33.56,32.96,34.04,32.72
33.55,34.06,34.07,33.34
32.38,32.02,32.93,31.99
31.33,30.19,31.49,30.18
31.03,31.26,31.69,30.88
32.45,31.83,33.04,31.80
31.79,32.88,32.89,31.79
32.90,33.07,33.79,32.58
32.38,31.21,32.54,30.61
30.88,31.22,31.32,30.63
31.54,31.31,32.26,31.02
31.81,31.67,32.13,31.43
32.04,31.46,32.30,31.34
32.15,32.66,32.99,32.15
32.76,31.59,32.98,31.39
32.30,32.22,32.81,31.96
32.55,32.30,32.64,32.01
32.03,31.76,32.20,31.59
31.58,30.97,31.87,30.78
30.62,31.01,31.17,30.03
30.90,30.63,31.61,30.53
30.61,30.63,30.87,30.10
30.21,28.86,30.49,28.77
28.69,29.05,29.21,28.57
29.51,30.11,30.30,28.56
30.29,30.18,31.29,30.07
29.85,30.92,30.99,29.84
30.48,29.51,30.55,29.36
29.98,30.10,30.52,29.65
30.04,30.79,31.00,30.04
30.58,30.65,31.13,30.58
30.75,31.96,32.08,30.57
32.23,32.66,33.07,31.99
32.86,32.02,32.87,31.82
32.18,31.20,32.24,31.15
31.44,31.69,32.13,31.14
31.85,31.26,32.07,30.88
31.48,32.25,32.35,31.28
32.33,32.65,32.74,31.96
32.56,32.75,33.16,32.20
33.06,33.15,33.69,32.96
33.01,33.04,33.12,32.51
32.48,32.14,32.48,31.86
32.10,32.61,32.87,32.08
32.32,32.10,32.61,32.00
32.12,32.23,32.62,31.84
32.39,32.03,32.81,31.80
31.96,31.64,32.18,31.62
31.83,31.28,32.18,31.25
31.09,31.02,31.53,30.80
30.86,30.61,30.86,30.06
31.01,30.87,31.42,30.77
31.01,30.89,31.07,30.58
31.04,30.74,31.16,30.64
31.03,31.12,31.36,30.44
30.71,29.77,30.94,29.57
29.40,30.15,30.48,29.22
29.57,28.73,29.59,28.49
28.54,28.55,28.87,28.17
28.64,29.12,29.25,28.56
28.64,28.49,28.65,28.01
28.75,27.99,28.99,27.96
27.91,27.38,27.98,27.37
27.75,28.17,28.31,27.62
28.64,28.46,28.79,28.31
28.18,27.62,28.55,27.60
27.83,27.98,28.27,27.70
27.50,27.23,27.54,27.07
27.37,28.50,28.65,27.14
28.83,30.02,30.48,28.78
30.43,31.57,31.90,30.23
31.85,31.80,31.93,31.05
31.79,31.95,32.20,31.62
32.59,32.64,32.89,32.17
32.68,32.57,33.11,32.49
32.60,32.50,32.89,32.26
32.97,33.10,33.45,32.94
32.82,32.75,32.93,32.40
32.62,32.64,32.90,32.46
32.34,32.60,33.08,32.34
32.78,32.27,32.89,32.14
32.20,32.14,32.54,31.84
32.61,32.12,32.93,31.92
32.39,32.08,33.00,32.06
31.70,31.65,31.95,31.16
31.24,31.62,31.76,31.05
31.85,31.00,31.85,30.80
30.85,30.95,31.48,30.58
31.40,31.15,31.90,30.55
31.25,31.25,31.40,30.70
32.40,29.75,32.60,29.50
29.50,29.25,29.85,29.05
29.40,29.00,29.55,28.50
28.60,28.95,29.05,28.00
29.05,29.10,29.65,28.70
29.10,28.70,29.30,28.30
29.15,28.80,29.30,28.58
28.85,29.05,29.35,28.20
29.25,31.10,31.15,28.90
31.20,31.40,32.25,31.00
31.20,31.30,31.58,30.75
31.45,32.00,32.10,30.85
32.35,33.25,33.35,32.05
32.80,32.75,33.25,32.40
33.10,32.65,33.75,32.45
32.95,32.65,33.00,32.38
33.80,33.50,34.15,33.10
34.10,33.50,34.25,33.00
33.20,33.55,33.60,32.85
33.45,32.90,33.45,32.80
33.25,32.35,33.60,32.30
31.50,32.45,32.80,31.23
34.20,35.85,36.15,33.95
36.75,35.90,36.85,35.45
35.80,35.55,36.30,35.45
36.15,37.80,37.90,36.05
37.10,36.95,37.30,36.35
