DYNT,Dynatronics Corporation - Common Stock,NASDAQ
2.60,2.55,2.60,2.55
2.59,2.59,2.59,2.58
N/A,N/A,N/A,N/A
2.60,2.60,2.60,2.60
2.61,2.61,2.61,2.61
2.63,2.63,2.63,2.63
2.65,2.50,2.65,2.50
2.51,2.56,2.56,2.51
2.56,2.51,2.56,2.50
2.54,2.54,2.54,2.54
2.51,2.55,2.55,2.51
2.55,2.56,2.56,2.55
2.55,2.55,2.55,2.50
N/A,N/A,N/A,N/A
2.53,2.54,2.54,2.53
2.52,2.42,2.52,2.40
2.41,2.43,2.43,2.41
2.41,2.42,2.50,2.41
N/A,N/A,N/A,N/A
2.41,2.46,2.46,2.41
2.41,2.42,2.42,2.40
2.42,2.42,2.42,2.42
2.43,2.38,2.43,2.38
2.36,2.34,2.36,2.33
2.34,2.34,2.34,2.34
2.36,2.36,2.36,2.36
2.34,2.39,2.39,2.34
2.34,2.40,2.40,2.34
2.39,2.50,2.57,2.39
2.52,2.90,3.30,2.45
4.00,5.57,7.94,4.00
5.65,4.54,5.67,4.30
4.48,3.80,4.59,3.80
3.73,4.13,4.32,3.68
4.14,4.19,4.22,3.81
4.20,3.79,4.24,3.69
3.73,3.66,3.73,3.51
3.86,3.71,3.86,3.60
3.71,3.67,3.75,3.53
3.55,3.27,3.64,3.27
3.30,3.41,3.72,3.30
3.44,3.27,3.50,3.13
3.30,3.38,3.50,3.30
3.37,3.33,3.50,3.14
3.32,3.45,3.51,3.30
3.45,3.46,3.56,3.35
3.35,3.38,3.46,3.35
3.39,3.44,3.48,3.35
3.45,3.42,3.48,3.41
3.43,3.54,3.60,3.40
3.51,3.44,3.52,3.35
3.44,3.27,3.44,3.16
3.27,3.20,3.30,3.20
3.21,3.25,3.26,3.20
3.33,3.32,3.36,3.19
3.33,3.20,3.39,3.18
3.20,3.29,3.29,3.17
3.30,3.20,3.30,3.17
3.22,3.17,3.32,3.12
3.17,3.26,3.35,3.15
3.31,3.25,3.32,3.25
3.26,3.28,3.39,3.23
3.30,3.24,3.37,3.24
3.25,3.24,3.32,3.15
3.23,3.18,3.23,3.15
3.15,3.10,3.15,3.05
3.03,3.04,3.12,3.02
3.05,3.16,3.30,3.04
3.02,3.16,3.30,3.01
3.07,2.96,3.15,2.95
2.95,2.99,3.07,2.95
2.95,3.08,3.25,2.95
3.05,3.09,3.09,3.00
3.01,3.04,3.05,3.01
3.01,3.04,3.05,2.98
2.98,3.01,3.05,2.98
3.05,3.00,3.05,2.95
2.97,2.93,3.00,2.91
2.92,2.90,2.94,2.87
2.91,2.88,2.91,2.88
2.93,2.89,2.97,2.88
2.90,2.96,2.96,2.81
2.91,2.89,2.91,2.85
2.95,2.95,2.97,2.95
2.93,2.93,2.96,2.89
2.92,2.89,2.95,2.89
2.90,2.92,2.92,2.89
2.91,3.02,3.10,2.91
2.95,2.93,2.95,2.93
2.96,2.89,3.00,2.89
2.90,2.89,2.91,2.89
2.88,2.81,2.89,2.74
2.80,2.92,3.04,2.80
2.98,2.99,3.00,2.95
2.95,2.98,2.99,2.95
3.01,3.09,3.20,3.00
2.96,2.96,2.98,2.96
3.19,3.05,3.19,3.04
3.06,3.12,3.20,3.06
3.15,3.17,3.20,3.15
3.18,3.10,3.24,3.10
3.04,3.13,3.17,3.00
3.18,3.39,3.41,3.17
3.33,3.56,3.58,3.31
3.56,3.99,4.15,3.56
4.13,3.77,4.13,3.71
3.75,3.95,3.99,3.75
3.96,3.98,4.05,3.83
3.99,3.98,4.15,3.86
3.97,3.99,4.00,3.96
3.96,4.04,4.06,3.96
4.01,4.04,4.09,4.01
4.09,4.84,4.84,4.09
4.85,4.74,4.85,4.49
4.71,4.57,4.80,4.49
4.60,4.56,4.69,4.55
4.56,4.55,4.65,4.55
4.55,4.59,4.69,4.50
4.59,4.68,4.69,4.55
4.55,4.50,4.67,4.50
4.59,4.60,4.67,4.51
4.50,4.51,4.63,4.50
4.52,4.57,4.59,4.37
4.54,4.56,4.58,4.41
4.50,4.52,4.62,4.38
4.48,4.51,4.52,4.48
4.45,4.61,4.61,4.45
4.61,4.62,4.63,4.51
4.60,4.60,4.60,4.55
4.58,4.47,4.58,4.46
4.50,4.53,4.53,4.45
4.47,4.18,4.47,4.12
4.16,4.15,4.20,4.11
4.19,4.17,4.19,4.12
4.19,4.18,4.19,4.12
4.12,4.19,4.19,4.03
4.20,4.14,4.20,4.07
4.04,4.12,4.19,4.04
4.02,4.24,4.24,4.02
4.22,4.23,4.25,4.10
4.23,4.16,4.36,4.16
4.21,4.25,4.35,4.21
4.20,4.21,4.23,4.19
4.16,4.24,4.24,4.16
4.17,4.24,4.25,4.16
4.23,4.23,4.23,4.10
4.24,4.16,4.25,4.16
4.24,4.08,4.24,3.89
4.02,4.04,4.10,3.96
3.96,4.00,4.00,3.94
3.94,4.10,4.11,3.92
4.11,4.22,4.22,4.11
4.25,4.25,4.25,4.25
4.21,4.42,4.44,4.21
4.44,4.93,5.57,4.44
4.92,4.51,4.96,4.47
4.39,4.59,4.59,4.20
4.56,4.54,4.59,4.31
4.56,4.92,4.92,4.40
4.87,4.59,4.87,4.50
4.63,4.60,4.88,4.59
4.56,4.74,4.76,4.56
4.75,4.58,4.75,4.50
4.30,3.82,4.38,3.82
3.97,3.76,3.97,3.70
3.78,3.70,3.78,3.59
3.61,3.69,3.70,3.61
3.69,3.68,3.69,3.65
3.63,3.72,3.74,3.63
3.64,3.61,3.72,3.55
3.62,3.63,3.64,3.56
3.60,3.61,3.64,3.60
3.60,3.63,3.63,3.57
3.61,3.63,3.69,3.61
3.65,3.66,3.66,3.62
3.60,3.64,3.64,3.60
3.65,3.65,3.65,3.65
3.64,3.66,3.70,3.64
3.69,3.51,3.69,3.51
3.51,3.51,3.64,3.51
3.51,3.50,3.53,3.50
3.50,3.50,3.52,3.50
3.54,3.32,3.55,3.31
3.37,3.31,3.42,3.28
3.30,3.29,3.31,3.19
3.29,3.21,3.33,3.21
3.25,3.25,3.28,3.18
3.25,3.18,3.25,3.18
3.23,3.12,3.23,3.12
3.11,3.06,3.11,3.06
3.06,3.11,3.11,3.06
3.13,3.14,3.14,3.13
3.15,2.92,3.15,2.92
2.94,2.94,3.08,2.92
3.05,3.10,3.11,3.05
3.25,3.12,3.25,3.12
3.07,3.06,3.07,3.03
3.10,3.10,3.12,3.10
3.19,3.19,3.19,3.19
N/A,N/A,N/A,N/A
3.24,3.18,3.24,3.15
3.15,3.03,3.15,3.01
3.02,3.03,3.07,3.02
3.05,3.03,3.05,3.03
3.05,2.99,3.05,2.99
3.05,2.93,3.11,2.93
2.92,2.91,3.00,2.91
2.95,2.94,2.95,2.91
2.97,2.93,3.03,2.93
2.92,2.92,2.92,2.92
2.92,2.99,2.99,2.92
2.93,2.93,3.04,2.91
2.97,2.94,2.97,2.94
2.91,2.96,2.96,2.91
2.98,2.98,2.98,2.98
3.01,2.92,3.01,2.92
2.91,2.94,2.96,2.91
2.92,2.92,2.96,2.91
2.94,2.94,2.96,2.94
3.01,2.92,3.01,2.92
2.97,2.90,2.97,2.90
2.97,3.06,3.16,2.94
3.04,3.19,3.20,3.04
3.00,2.96,3.04,2.91
2.95,3.03,3.18,2.95
3.05,3.00,3.06,2.95
2.93,2.92,2.97,2.92
2.99,2.92,2.99,2.90
2.94,2.92,2.94,2.86
2.95,2.88,2.96,2.87
2.95,2.95,2.96,2.95
2.95,3.00,3.00,2.95
2.95,3.04,3.04,2.95
3.17,3.15,3.17,3.11
3.14,3.15,3.19,3.07
3.18,3.19,3.19,3.17
3.24,3.25,3.29,3.24
3.27,3.27,3.32,3.27
3.39,3.39,3.39,3.39
3.30,3.36,3.41,3.30
3.40,3.40,3.40,3.39
3.39,3.49,3.58,3.39
3.78,3.58,3.78,3.51
3.70,3.75,3.79,3.59
4.25,3.96,4.44,3.94
3.96,3.99,3.99,3.90
3.82,3.82,3.84,3.82
3.84,3.85,3.85,3.81
3.76,3.89,3.93,3.76
3.84,3.82,3.84,3.80
3.91,3.71,3.91,3.71
3.62,3.75,3.80,3.62
3.72,3.59,3.76,3.57
3.70,3.70,3.70,3.70
N/A,N/A,N/A,N/A
3.65,3.67,3.67,3.65
3.72,3.72,3.72,3.72
3.73,3.72,3.73,3.72
3.69,3.69,3.69,3.69
3.72,3.72,3.72,3.72
3.74,3.88,3.88,3.73
4.19,3.90,4.19,3.77
3.85,3.98,4.00,3.85
4.00,3.86,4.00,3.85
3.91,3.90,3.95,3.89
3.75,3.95,4.00,3.75
3.95,3.96,4.00,3.92
4.04,4.04,4.04,4.04
3.95,4.01,4.01,3.95
4.00,4.02,4.05,3.95
3.92,3.97,4.08,3.90
3.90,3.96,4.05,3.90
3.90,4.15,4.27,3.90
3.96,3.94,4.15,3.94
4.07,4.15,4.15,3.99
3.96,4.09,4.09,3.91
4.11,4.48,4.49,4.10
4.35,4.18,4.48,3.97
4.09,4.12,4.18,4.09
4.13,4.13,4.18,4.13
4.09,3.97,4.18,3.92
3.91,3.94,3.94,3.91
N/A,N/A,N/A,N/A
4.21,4.19,4.21,4.14
4.16,4.20,4.20,4.16
4.23,4.18,4.25,4.18
4.17,4.15,4.18,3.93
3.91,3.91,3.91,3.91
N/A,N/A,N/A,N/A
3.98,4.69,4.99,3.91
4.90,4.42,5.00,4.35
4.34,4.38,4.70,4.33
4.62,4.22,4.62,4.16
4.41,4.07,4.41,3.93
4.00,4.03,4.03,4.00
4.02,4.02,4.02,4.02
4.00,4.00,4.11,4.00
4.01,4.10,4.10,4.00
N/A,N/A,N/A,N/A
3.97,4.03,4.06,3.96
3.95,4.05,4.05,3.95
3.99,3.95,4.00,3.95
3.95,4.01,4.04,3.95
4.08,4.08,4.11,4.02
3.96,4.15,4.15,3.96
4.05,4.33,4.33,4.00
4.07,4.27,4.27,4.02
4.25,4.05,4.25,4.02
4.05,4.07,4.24,4.05
4.02,4.05,4.25,4.02
4.21,4.21,4.21,4.21
4.23,4.10,4.23,4.08
4.10,4.05,4.10,4.04
4.07,4.03,4.13,4.03
4.02,4.02,4.02,4.02
4.02,4.03,4.03,4.02
N/A,N/A,N/A,N/A
4.15,4.03,4.17,4.03
N/A,N/A,N/A,N/A
4.03,4.02,4.12,4.02
4.03,3.90,4.05,3.90
3.78,3.78,3.78,3.78
3.75,3.72,3.80,3.51
3.72,3.45,3.72,3.34
3.49,3.42,3.49,3.40
3.55,3.59,3.70,3.47
3.58,3.54,3.60,3.42
3.59,4.58,5.45,3.58
5.25,4.05,5.76,3.65
3.74,4.37,4.78,3.74
4.20,3.76,4.20,3.75
3.85,4.00,4.84,3.76
4.01,4.10,4.23,3.81
3.93,3.81,4.05,3.81
3.83,3.82,3.91,3.82
3.77,3.76,3.81,3.76
3.80,3.84,3.89,3.76
3.84,3.97,4.00,3.80
3.99,3.80,3.99,3.75
3.85,3.82,3.94,3.75
3.81,3.83,3.83,3.80
3.85,3.81,3.85,3.80
3.81,4.15,4.15,3.81
3.98,3.95,4.09,3.91
3.95,4.02,4.19,3.95
4.00,4.04,4.18,4.00
4.10,4.03,4.27,4.00
4.05,4.14,4.14,4.00
4.12,4.02,4.12,4.01
4.04,3.90,4.04,3.90
3.96,3.96,4.12,3.83
3.95,3.93,3.95,3.92
3.93,3.86,3.98,3.86
3.98,3.80,4.25,3.80
3.77,3.77,3.85,3.77
3.78,3.75,3.82,3.75
N/A,N/A,N/A,N/A
3.84,3.90,4.08,3.75
3.82,3.80,3.84,3.75
3.76,3.84,3.85,3.76
3.96,3.95,3.96,3.76
3.81,3.81,3.83,3.81
3.85,3.82,3.85,3.82
3.96,3.80,3.96,3.80
3.86,3.81,3.86,3.76
3.78,3.78,3.78,3.78
3.76,3.76,3.76,3.76
3.76,3.79,3.86,3.76
3.79,3.79,3.80,3.79
3.79,3.85,3.94,3.79
3.80,3.75,3.80,3.75
3.75,3.81,3.82,3.75
3.84,3.81,3.84,3.76
3.75,3.70,3.75,3.69
3.72,3.70,3.72,3.70
3.71,3.72,3.76,3.71
3.70,3.73,3.73,3.70
3.77,3.69,3.77,3.68
3.71,3.79,3.90,3.71
3.72,3.73,3.73,3.72
3.79,3.79,3.79,3.79
3.81,3.75,3.81,3.75
3.79,3.78,3.79,3.78
3.75,3.75,3.94,3.75
3.84,3.89,3.89,3.84
3.85,3.85,3.85,3.85
3.77,3.79,3.79,3.77
3.79,3.73,3.79,3.66
3.75,3.67,3.79,3.67
3.78,3.73,3.85,3.71
3.80,3.80,3.80,3.80
3.86,3.80,3.86,3.80
3.74,3.75,3.78,3.66
3.75,3.88,3.88,3.67
3.70,3.70,3.75,3.67
3.67,3.67,3.67,3.67
3.66,3.66,3.66,3.66
3.84,3.84,3.84,3.84
3.66,3.72,3.72,3.66
3.80,3.80,3.80,3.80
3.78,3.67,3.78,3.67
3.89,3.89,3.89,3.89
3.66,3.65,3.67,3.59
3.67,3.65,3.67,3.65
3.65,3.79,3.79,3.63
3.77,3.77,3.77,3.77
3.74,3.73,3.75,3.73
3.74,3.74,3.74,3.74
3.77,3.77,3.77,3.77
3.78,3.87,3.89,3.77
3.88,3.88,3.88,3.88
3.80,3.89,3.89,3.80
3.66,3.88,3.88,3.65
3.57,3.57,3.57,3.57
3.50,3.36,3.50,3.32
3.36,3.36,3.36,3.36
3.68,3.68,3.88,3.40
3.56,3.55,3.56,3.55
3.85,3.85,3.85,3.85
3.74,3.66,3.74,3.66
3.58,3.58,3.58,3.58
3.65,3.63,3.66,3.62
3.53,3.51,3.53,3.51
3.49,3.49,3.49,3.49
3.30,3.37,3.50,3.25
3.37,3.24,3.37,3.24
3.22,3.29,3.29,3.20
N/A,N/A,N/A,N/A
3.28,3.15,3.28,3.12
3.15,3.15,3.15,3.15
3.10,3.03,3.15,3.03
3.14,3.02,3.14,3.02
3.14,2.91,3.14,2.84
2.93,2.86,2.93,2.86
2.78,2.92,2.96,2.78
2.93,2.90,2.95,2.90
2.93,2.92,2.95,2.92
2.94,2.93,2.94,2.85
2.94,2.92,2.94,2.92
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.91,2.97,2.97,2.91
2.91,2.92,2.97,2.91
2.94,2.94,2.97,2.91
2.93,2.96,2.96,2.90
2.97,2.95,2.97,2.95
2.94,2.85,2.94,2.85
2.93,2.89,2.93,2.88
2.90,2.91,2.91,2.90
2.93,2.93,2.93,2.93
2.85,2.89,2.89,2.85
2.85,2.85,2.85,2.85
N/A,N/A,N/A,N/A
2.85,2.89,2.89,2.85
2.90,2.91,2.91,2.90
2.86,2.89,2.92,2.86
2.90,2.90,2.90,2.90
2.89,2.89,2.89,2.89
2.88,2.90,2.90,2.88
2.85,2.77,2.89,2.77
2.77,2.70,2.77,2.70
2.85,2.85,2.85,2.85
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.78,2.78,2.78,2.78
2.77,2.79,2.79,2.77
2.77,2.80,2.80,2.77
2.81,2.81,2.81,2.81
2.90,2.93,2.93,2.90
2.97,2.86,3.00,2.84
2.85,2.87,2.87,2.85
2.98,2.96,3.12,2.93
3.00,3.09,3.12,2.97
3.13,3.15,3.25,3.13
3.10,3.15,3.17,3.09
N/A,N/A,N/A,N/A
3.04,3.01,3.13,3.00
2.85,2.85,2.85,2.85
2.76,2.80,2.85,2.76
2.76,2.80,2.80,2.75
2.77,2.77,2.77,2.77
2.71,2.74,2.74,2.71
2.72,2.72,2.72,2.72
2.73,2.73,2.73,2.73
2.80,2.75,2.80,2.74
2.79,2.80,2.80,2.79
2.94,2.94,2.94,2.93
2.76,2.76,2.76,2.76
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.82,2.84,2.84,2.82
N/A,N/A,N/A,N/A
2.99,3.01,3.01,2.99
3.00,3.00,3.00,2.99
2.96,3.00,3.00,2.96
3.05,3.00,3.09,3.00
3.07,3.07,3.10,3.00
3.15,3.15,3.25,3.15
N/A,N/A,N/A,N/A
3.25,3.25,3.25,3.25
3.31,3.48,3.51,3.30
3.47,3.47,3.47,3.47
3.20,3.36,3.50,3.20
3.20,3.20,3.20,3.15
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.19,3.23,3.23,3.19
N/A,N/A,N/A,N/A
3.23,3.23,3.23,3.23
3.25,3.28,3.39,3.25
3.48,3.40,3.48,3.30
3.41,3.31,3.41,3.30
3.47,3.32,3.47,3.30
3.51,3.11,3.51,3.01
3.46,3.46,3.46,3.46
3.22,3.37,3.49,3.22
3.36,3.36,3.36,3.36
3.49,3.36,3.49,3.36
3.36,3.36,3.36,3.36
3.36,3.35,3.43,3.33
3.39,3.38,3.39,3.38
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.03,3.05,3.13,3.03
3.30,3.20,4.11,3.00
3.19,3.27,3.27,3.18
3.24,3.32,3.45,3.24
3.07,3.12,3.12,3.06
3.30,3.18,3.30,3.17
3.11,3.14,3.28,3.05
N/A,N/A,N/A,N/A
3.07,3.08,3.12,3.07
3.06,3.09,3.09,3.05
3.04,3.08,3.13,3.03
3.13,3.05,3.15,3.05
3.16,3.03,3.16,3.03
3.03,3.09,4.44,2.96
3.01,2.92,3.12,2.78
2.93,3.05,3.09,2.91
3.06,3.00,3.06,2.98
3.04,3.09,3.09,3.04
3.03,3.01,3.04,2.95
2.99,2.85,3.00,2.80
2.86,2.89,2.93,2.86
2.80,2.85,2.85,2.80
2.94,2.89,2.94,2.78
2.93,2.98,2.98,2.93
2.99,3.00,3.22,2.92
2.95,3.00,3.10,2.95
3.05,3.05,3.05,3.05
2.93,3.05,3.09,2.93
3.05,3.01,3.09,2.95
3.00,3.06,3.08,3.00
3.06,3.06,3.10,3.06
3.12,3.07,3.12,3.07
3.15,3.09,3.15,3.05
3.05,3.04,3.07,3.04
3.00,3.08,3.15,3.00
3.05,3.06,3.10,3.05
3.07,3.08,3.08,3.07
3.08,3.08,3.10,3.01
3.11,3.05,3.28,3.05
3.04,3.17,3.17,3.01
3.07,3.06,3.07,3.06
3.12,3.05,3.12,3.05
3.07,3.05,3.07,3.05
3.14,3.05,3.14,3.04
3.05,3.06,3.06,3.05
3.14,3.05,3.14,3.05
3.15,3.08,3.34,3.05
3.11,3.10,3.17,3.10
3.23,3.12,3.25,3.12
3.33,3.09,3.33,3.09
3.27,3.11,3.27,3.11
3.15,3.11,3.15,3.06
3.16,3.07,3.17,3.07
3.10,3.15,3.15,3.10
3.15,3.17,3.20,3.13
3.18,3.09,3.18,3.09
3.05,3.22,3.24,3.05
3.34,3.25,3.34,3.25
3.26,3.21,3.26,3.21
3.17,3.17,3.17,3.17
3.17,3.11,3.17,3.11
3.16,3.16,3.16,3.16
3.15,3.15,3.15,3.13
3.14,3.16,3.16,3.14
3.13,3.13,3.15,3.13
3.10,3.13,3.16,3.10
3.11,3.15,3.15,3.11
3.16,3.15,3.16,3.15
3.16,3.15,3.25,3.15
3.14,3.14,3.14,3.14
3.26,3.26,3.26,3.26
3.27,3.25,3.27,3.20
3.30,3.16,3.36,3.16
N/A,N/A,N/A,N/A
3.22,3.22,3.22,3.22
3.17,3.16,3.22,3.16
3.16,3.12,3.16,3.12
3.16,3.16,3.16,3.16
3.20,3.16,3.20,3.16
3.10,3.03,3.30,2.96
3.00,2.95,3.00,2.92
2.93,2.96,2.99,2.90
2.93,2.82,2.93,2.82
2.93,2.94,2.97,2.82
N/A,N/A,N/A,N/A
2.78,2.93,2.97,2.76
2.85,2.85,2.85,2.85
2.90,2.92,2.92,2.89
N/A,N/A,N/A,N/A
2.91,2.97,2.99,2.91
2.94,3.22,3.23,2.94
3.08,3.16,3.17,3.08
3.01,3.10,3.19,3.01
3.10,3.01,3.10,3.01
3.00,3.01,3.04,2.99
N/A,N/A,N/A,N/A
3.08,3.08,3.08,3.08
3.01,3.01,3.01,3.01
2.99,2.98,2.99,2.96
N/A,N/A,N/A,N/A
2.96,2.97,2.97,2.96
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.97,2.86,2.97,2.86
2.95,2.90,2.95,2.90
2.85,2.85,2.85,2.85
N/A,N/A,N/A,N/A
2.96,2.96,2.96,2.96
2.90,2.92,2.92,2.88
2.92,2.91,2.92,2.91
2.90,2.86,2.90,2.85
2.86,2.96,2.96,2.86
2.75,2.95,2.95,2.75
2.81,2.94,2.94,2.80
N/A,N/A,N/A,N/A
2.80,2.80,2.80,2.80
2.81,2.75,2.83,2.71
2.75,2.96,2.96,2.75
2.70,2.63,2.76,2.63
2.63,2.75,2.96,2.63
2.65,2.70,2.70,2.65
2.65,2.63,2.66,2.63
2.91,2.70,2.91,2.69
2.56,2.73,2.73,2.56
2.72,2.70,2.74,2.70
2.60,2.71,2.71,2.60
2.87,2.80,2.87,2.80
2.67,2.78,2.78,2.65
N/A,N/A,N/A,N/A
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.75,2.76,3.00,2.71
2.78,2.77,2.79,2.74
2.84,2.85,2.85,2.84
2.88,2.92,3.01,2.87
2.99,3.04,3.08,2.99
2.82,2.89,2.92,2.82
2.82,2.93,2.93,2.82
N/A,N/A,N/A,N/A
2.78,2.78,2.78,2.78
2.75,2.75,2.75,2.73
2.89,2.95,3.01,2.89
N/A,N/A,N/A,N/A
3.04,3.00,3.04,3.00
2.93,2.93,2.93,2.93
2.87,2.87,2.87,2.87
2.78,2.86,2.86,2.78
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.85,2.84,2.85,2.84
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.80,2.80,2.80,2.80
2.80,2.85,2.85,2.80
2.89,3.08,3.08,2.89
3.08,3.04,3.08,3.04
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.09,2.89,3.09,2.89
N/A,N/A,N/A,N/A
2.88,3.09,3.09,2.88
3.08,3.03,3.08,3.03
N/A,N/A,N/A,N/A
3.09,3.09,3.09,3.09
2.88,2.88,2.88,2.88
2.91,2.88,2.91,2.88
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.90,2.90,3.09,2.90
3.00,2.90,3.00,2.89
2.93,2.93,2.93,2.93
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.93,2.90,2.93,2.90
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.90,2.90,2.90,2.90
2.88,2.88,2.88,2.88
2.95,2.95,2.95,2.95
2.95,3.01,3.01,2.95
2.92,2.92,2.92,2.92
N/A,N/A,N/A,N/A
2.93,2.90,2.93,2.90
N/A,N/A,N/A,N/A
2.91,2.90,2.91,2.90
2.88,2.88,2.88,2.88
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.18,3.18,3.18,3.15
3.18,2.88,3.18,2.88
2.91,2.91,2.91,2.91
N/A,N/A,N/A,N/A
2.91,2.95,3.11,2.91
N/A,N/A,N/A,N/A
3.03,3.00,3.03,3.00
3.21,3.21,3.21,3.21
3.00,3.00,3.00,3.00
2.76,2.76,2.76,2.76
2.73,2.80,2.80,2.55
2.59,2.69,2.69,2.59
2.66,2.68,2.75,2.66
2.65,2.67,2.75,2.59
2.80,2.62,2.80,2.62
2.62,2.62,2.62,2.62
2.71,2.71,2.71,2.71
2.71,2.65,2.74,2.65
2.65,2.65,2.65,2.65
2.74,2.70,2.74,2.70
2.71,2.71,2.71,2.71
2.71,2.71,2.71,2.71
2.70,2.77,2.77,2.70
2.79,2.92,2.92,2.77
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.72,2.72,2.72,2.72
N/A,N/A,N/A,N/A
2.92,2.92,2.92,2.92
2.72,2.97,2.98,2.72
2.94,2.99,2.99,2.73
2.75,2.75,2.75,2.75
2.75,2.73,2.84,2.72
2.72,2.80,2.80,2.72
2.72,2.72,2.72,2.72
2.84,2.75,2.84,2.74
2.85,2.85,2.85,2.85
2.87,2.75,2.87,2.75
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.63,2.63,2.63,2.63
2.98,2.97,2.98,2.97
2.67,2.67,2.67,2.67
N/A,N/A,N/A,N/A
2.93,2.98,2.98,2.79
N/A,N/A,N/A,N/A
2.99,2.92,2.99,2.92
N/A,N/A,N/A,N/A
2.79,2.79,2.79,2.79
2.71,2.72,2.72,2.68
2.70,2.70,2.70,2.67
2.70,2.70,2.82,2.70
2.85,2.85,2.85,2.85
2.81,2.80,2.81,2.80
2.76,2.76,2.76,2.76
2.84,2.84,2.84,2.84
2.72,2.77,2.85,2.64
2.71,2.75,2.75,2.67
2.73,2.82,2.88,2.73
2.71,2.67,2.75,2.65
2.74,2.74,2.75,2.73
2.71,2.79,2.79,2.68
2.87,2.88,2.88,2.87
2.86,2.89,2.89,2.86
N/A,N/A,N/A,N/A
2.87,2.87,2.87,2.87
2.70,2.89,2.89,2.70
2.81,2.77,2.81,2.77
2.83,2.83,2.83,2.83
2.75,2.74,2.88,2.74
2.72,2.84,2.84,2.71
2.69,2.80,2.80,2.69
2.65,2.66,2.66,2.65
2.74,2.87,2.87,2.74
N/A,N/A,N/A,N/A
2.73,2.79,2.79,2.65
2.70,2.75,2.75,2.65
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.65,2.65,2.65,2.65
2.67,2.71,2.71,2.67
2.62,2.66,2.71,2.62
2.62,2.62,2.62,2.62
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.62,2.67,2.85,2.62
2.77,2.84,2.84,2.77
2.64,2.62,2.64,2.62
2.63,2.63,2.63,2.63
2.64,2.58,2.64,2.58
2.65,2.65,2.72,2.65
2.61,2.58,2.61,2.58
2.58,2.58,2.58,2.58
2.60,2.71,2.71,2.40
2.56,2.46,2.56,2.45
2.49,2.46,2.49,2.46
2.56,2.56,2.56,2.56
2.53,2.52,2.72,2.50
2.53,2.52,2.61,2.52
2.62,2.57,2.62,2.57
2.53,2.62,2.62,2.53
2.51,2.51,2.51,2.51
2.52,2.41,2.52,2.40
2.57,2.50,2.61,2.33
2.58,2.50,2.58,2.50
2.50,2.45,2.50,2.33
2.45,2.45,2.60,2.38
2.45,2.50,2.53,2.45
2.49,2.60,2.65,2.49
N/A,N/A,N/A,N/A
2.62,2.54,2.62,2.51
2.49,2.46,2.55,2.45
2.45,2.45,2.54,2.45
2.60,2.50,2.60,2.50
2.45,2.45,2.45,2.45
2.45,2.45,2.45,2.45
2.55,2.50,2.55,2.50
2.51,2.50,2.51,2.50
2.55,2.50,2.55,2.45
2.50,2.45,2.75,2.45
2.56,2.56,2.56,2.56
2.55,2.55,2.55,2.50
2.55,2.55,2.70,2.50
N/A,N/A,N/A,N/A
2.50,2.65,2.65,2.50
2.75,2.65,2.75,2.65
2.60,2.65,2.66,2.60
2.65,2.58,2.65,2.50
2.60,2.50,2.60,2.50
2.65,2.52,2.65,2.50
2.60,2.60,2.64,2.50
2.60,2.60,2.60,2.51
2.50,2.50,2.51,2.50
2.60,2.65,2.70,2.60
2.50,2.65,2.65,2.40
2.65,2.70,2.70,2.65
2.60,2.60,2.68,2.60
2.75,2.75,2.75,2.75
2.75,2.70,2.75,2.65
2.65,2.67,2.67,2.65
2.78,2.90,2.90,2.75
2.85,2.85,2.85,2.85
2.85,2.65,2.85,2.65
2.65,2.65,2.65,2.55
2.55,2.65,2.65,2.55
2.60,2.55,2.60,2.55
2.55,2.50,2.55,2.50
2.40,2.55,2.55,2.40
2.50,2.55,2.55,2.50
2.50,2.55,2.55,2.50
2.50,2.60,2.60,2.50
