KLDX,Klondex Mines Ltd. Common Stock,NASDAQ
1.18,1.10,1.19,1.09
1.11,1.11,1.13,1.10
1.12,1.11,1.12,1.08
1.10,1.07,1.11,1.05
1.05,1.03,1.08,1.03
1.03,1.06,1.07,1.02
1.06,1.10,1.10,1.05
1.12,1.10,1.12,1.10
1.17,1.20,1.21,1.15
1.20,1.20,1.22,1.20
1.20,1.11,1.20,1.11
1.15,1.09,1.16,1.09
1.16,1.09,1.16,1.08
1.09,1.09,1.13,1.09
1.11,1.15,1.16,1.10
1.13,1.16,1.16,1.13
1.16,1.16,1.16,1.13
1.15,1.22,1.24,1.13
1.17,1.17,1.23,1.16
1.12,1.15,1.15,1.11
1.20,1.20,1.24,1.16
1.24,1.19,1.26,1.19
1.21,1.22,1.23,1.20
1.25,1.23,1.25,1.22
1.21,1.25,1.25,1.20
1.23,1.26,1.26,1.21
1.28,1.29,1.30,1.27
1.32,1.31,1.32,1.29
1.32,1.35,1.35,1.30
1.35,1.38,1.39,1.34
1.39,1.49,1.54,1.39
1.51,1.57,1.57,1.51
1.55,1.52,1.56,1.47
1.50,1.51,1.60,1.43
1.55,1.56,1.57,1.50
1.58,1.56,1.58,1.56
1.59,1.59,1.61,1.54
1.59,1.60,1.60,1.56
1.59,1.60,1.60,1.55
1.57,1.57,1.60,1.51
1.55,1.58,1.60,1.53
1.60,1.62,1.63,1.57
1.59,1.57,1.59,1.56
1.56,1.58,1.60,1.56
1.51,1.53,1.57,1.48
1.55,1.50,1.55,1.50
1.50,1.49,1.50,1.44
1.52,1.55,1.56,1.50
1.50,1.51,1.56,1.50
1.51,1.50,1.54,1.50
1.49,1.47,1.55,1.47
1.54,1.45,1.54,1.44
1.49,1.48,1.49,1.45
1.46,1.43,1.48,1.40
1.47,1.45,1.47,1.43
1.48,1.44,1.48,1.43
1.44,1.45,1.45,1.39
1.42,1.42,1.42,1.41
1.40,1.37,1.42,1.37
1.41,1.39,1.41,1.35
1.39,1.39,1.39,1.39
1.40,1.47,1.47,1.35
1.47,1.54,1.56,1.45
1.54,1.45,1.55,1.41
1.41,1.41,1.45,1.40
1.42,1.42,1.44,1.42
1.39,1.40,1.45,1.39
1.39,1.38,1.40,1.37
1.37,1.38,1.38,1.35
1.35,1.36,1.38,1.35
1.35,1.36,1.37,1.34
1.36,1.38,1.39,1.32
1.37,1.46,1.46,1.37
1.46,1.44,1.46,1.43
1.47,1.45,1.48,1.44
1.45,1.46,1.46,1.42
1.46,1.42,1.46,1.42
1.42,1.40,1.42,1.40
1.41,1.40,1.42,1.40
1.40,1.42,1.43,1.40
1.40,1.41,1.43,1.40
1.42,1.48,1.48,1.40
1.46,1.49,1.50,1.46
1.49,1.58,1.65,1.48
1.59,1.60,1.61,1.54
1.56,1.58,1.59,1.55
1.57,1.64,1.64,1.57
1.68,1.63,1.68,1.63
1.65,1.63,1.68,1.63
1.65,1.61,1.65,1.61
1.63,1.63,1.63,1.62
1.64,1.60,1.66,1.59
1.65,1.58,1.65,1.58
1.59,1.59,1.60,1.59
1.64,1.60,1.64,1.60
1.63,1.60,1.63,1.60
1.62,1.61,1.62,1.53
1.60,1.60,1.61,1.58
1.58,1.59,1.61,1.58
1.58,1.57,1.60,1.56
1.57,1.56,1.57,1.53
1.54,1.47,1.58,1.43
1.46,1.56,1.56,1.46
1.52,1.55,1.55,1.52
1.55,1.55,1.55,1.55
1.58,1.57,1.59,1.56
1.54,1.54,1.55,1.50
1.49,1.48,1.50,1.48
1.48,1.46,1.48,1.46
1.45,1.48,1.48,1.45
1.47,1.48,1.48,1.45
1.48,1.48,1.48,1.48
1.50,1.51,1.51,1.50
1.51,1.48,1.51,1.48
1.50,1.48,1.50,1.47
1.48,1.41,1.48,1.41
1.41,1.46,1.46,1.41
1.50,1.42,1.50,1.41
1.44,1.42,1.50,1.42
1.47,1.44,1.47,1.43
1.42,1.40,1.46,1.40
1.42,1.39,1.44,1.39
1.41,1.40,1.41,1.40
1.40,1.40,1.41,1.40
1.45,1.44,1.46,1.40
1.44,1.41,1.44,1.40
1.40,1.39,1.42,1.38
1.41,1.43,1.44,1.40
1.43,1.43,1.44,1.38
1.41,1.39,1.41,1.39
1.41,1.39,1.41,1.39
1.44,1.47,1.47,1.44
1.44,1.49,1.49,1.43
1.51,1.50,1.56,1.48
1.50,1.52,1.52,1.50
1.56,1.53,1.56,1.50
1.55,1.53,1.55,1.50
1.53,1.50,1.53,1.48
1.52,1.50,1.52,1.46
1.45,1.48,1.50,1.45
1.50,1.52,1.56,1.49
1.51,1.53,1.55,1.51
1.56,1.60,1.60,1.53
1.62,1.56,1.62,1.55
1.53,1.56,1.57,1.53
1.56,1.56,1.57,1.53
1.57,1.60,1.62,1.55
1.59,1.59,1.62,1.56
1.61,1.58,1.61,1.58
1.60,1.58,1.61,1.56
1.55,1.55,1.60,1.55
1.59,1.55,1.59,1.53
1.56,1.55,1.57,1.55
1.53,1.55,1.57,1.53
1.58,1.57,1.59,1.56
1.55,1.55,1.59,1.54
1.56,1.60,1.61,1.54
1.61,1.59,1.61,1.58
1.60,1.60,1.61,1.57
1.62,1.60,1.62,1.59
1.58,1.59,1.60,1.56
1.59,1.67,1.68,1.59
1.70,1.73,1.73,1.65
1.72,1.72,1.73,1.70
1.73,1.73,1.73,1.68
1.76,1.76,1.79,1.75
1.80,1.81,1.82,1.77
1.80,1.70,1.81,1.70
1.70,1.72,1.75,1.70
1.72,1.75,1.75,1.70
1.75,1.75,1.77,1.75
1.75,1.75,1.75,1.72
1.75,1.77,1.78,1.71
1.77,1.76,1.77,1.74
1.74,1.87,1.88,1.74
1.88,1.89,1.90,1.82
1.89,1.91,2.01,1.89
1.89,1.86,1.93,1.85
1.95,1.98,2.03,1.94
1.97,1.92,1.99,1.91
1.91,1.90,1.94,1.90
1.89,1.90,1.91,1.85
1.90,1.88,1.90,1.86
1.88,1.90,1.91,1.88
1.90,1.87,1.95,1.85
1.88,1.86,1.90,1.85
1.85,1.85,1.85,1.78
1.82,1.78,1.85,1.78
1.74,1.78,1.79,1.74
1.78,1.76,1.80,1.76
1.80,1.74,1.80,1.73
1.74,1.73,1.77,1.73
1.73,1.72,1.73,1.71
1.70,1.65,1.70,1.60
1.63,1.71,1.72,1.63
1.75,1.74,1.75,1.70
1.74,1.69,1.75,1.68
1.75,1.78,1.78,1.75
1.80,1.77,1.80,1.75
1.80,1.80,1.82,1.78
1.78,1.77,1.78,1.72
1.81,1.80,1.81,1.78
1.78,1.80,1.81,1.75
1.77,1.73,1.79,1.73
1.78,1.76,1.78,1.73
1.75,1.73,1.79,1.73
1.74,1.73,1.74,1.65
1.70,1.67,1.71,1.66
1.71,1.70,1.75,1.70
1.70,1.67,1.70,1.65
1.66,1.66,1.67,1.64
1.68,1.66,1.68,1.65
1.65,1.63,1.65,1.63
1.66,1.71,1.75,1.66
1.71,1.74,1.75,1.71
1.74,1.76,1.76,1.71
1.75,1.73,1.75,1.71
1.72,1.77,1.79,1.72
1.74,1.76,1.80,1.74
1.80,1.79,1.80,1.78
1.80,1.78,1.80,1.78
1.78,1.66,1.78,1.65
1.71,1.75,1.77,1.71
1.71,1.75,1.78,1.71
1.70,1.68,1.76,1.68
1.74,1.69,1.75,1.68
1.73,1.73,1.73,1.72
1.72,1.70,1.72,1.67
1.67,1.70,1.72,1.67
1.68,1.70,1.74,1.68
1.66,1.67,1.68,1.66
1.69,1.71,1.71,1.68
1.70,1.70,1.70,1.70
1.71,1.71,1.75,1.71
1.69,1.67,1.69,1.67
1.66,1.67,1.67,1.62
1.70,1.70,1.71,1.70
1.67,1.71,1.71,1.57
1.70,1.65,1.71,1.60
1.64,1.65,1.67,1.64
1.70,1.66,1.70,1.61
1.65,1.67,1.67,1.65
1.63,1.68,1.68,1.63
1.69,1.69,1.70,1.69
1.69,1.67,1.69,1.65
1.73,1.71,1.73,1.69
1.73,1.83,1.83,1.73
1.83,1.85,1.85,1.78
1.85,1.80,1.85,1.80
1.82,1.87,1.87,1.80
1.85,1.87,1.87,1.81
1.88,1.92,1.94,1.87
1.91,1.86,1.91,1.83
1.87,1.90,1.90,1.86
1.90,1.86,1.92,1.83
1.87,1.83,1.87,1.83
1.86,1.85,1.88,1.84
1.87,1.91,1.92,1.85
1.90,1.88,1.90,1.86
1.89,1.90,1.90,1.89
1.86,1.88,1.89,1.85
1.86,1.90,1.90,1.86
1.92,1.90,1.92,1.86
1.91,1.90,1.91,1.88
1.91,1.90,1.93,1.90
1.98,1.98,1.98,1.96
1.90,1.95,1.95,1.89
1.94,1.90,1.94,1.89
1.91,1.86,1.91,1.86
1.86,1.89,1.89,1.86
1.89,1.91,1.95,1.89
1.95,1.90,1.95,1.90
1.97,1.95,1.97,1.94
1.95,1.91,1.95,1.91
1.90,1.93,1.93,1.89
1.90,1.92,1.92,1.90
1.89,1.88,1.89,1.87
1.84,1.91,1.91,1.84
1.89,1.86,1.90,1.86
1.89,1.85,1.89,1.85
1.85,1.83,1.87,1.81
1.87,1.85,1.87,1.81
1.92,1.84,1.92,1.81
1.81,1.85,1.86,1.81
1.88,1.92,1.92,1.87
1.89,1.90,1.91,1.89
1.89,1.89,1.91,1.88
1.88,1.90,1.90,1.88
1.90,1.87,1.92,1.87
1.90,1.83,1.91,1.83
1.88,1.79,1.88,1.79
1.80,1.84,1.84,1.79
1.89,1.89,1.91,1.78
1.88,1.88,1.88,1.85
1.87,1.84,1.88,1.84
1.83,1.82,1.86,1.82
1.87,1.86,1.87,1.86
1.86,1.85,1.86,1.83
1.87,1.88,1.88,1.85
1.84,1.90,1.90,1.84
1.89,1.89,1.90,1.88
1.89,1.90,1.90,1.89
1.89,1.84,1.89,1.83
1.82,1.86,1.86,1.82
1.86,1.83,1.87,1.82
1.83,1.83,1.83,1.83
1.87,1.79,1.87,1.78
1.79,1.77,1.79,1.75
1.80,1.75,1.80,1.74
1.74,1.74,1.75,1.74
1.76,1.75,1.77,1.74
1.75,1.80,1.84,1.75
1.85,1.80,1.85,1.79
1.79,1.75,1.79,1.75
1.75,1.76,1.80,1.75
1.76,1.76,1.76,1.74
1.73,1.70,1.74,1.61
1.70,1.70,1.71,1.70
1.70,1.70,1.70,1.67
1.68,1.70,1.71,1.68
1.68,1.68,1.70,1.67
1.65,1.65,1.66,1.64
1.65,1.59,1.66,1.53
1.61,1.65,1.66,1.59
1.68,1.68,1.69,1.67
1.58,1.61,1.62,1.58
1.63,1.64,1.64,1.63
1.66,1.64,1.66,1.64
1.60,1.68,1.68,1.60
1.70,1.67,1.70,1.67
1.66,1.57,1.75,1.57
1.60,1.63,1.64,1.58
1.60,1.60,1.63,1.56
1.58,1.58,1.62,1.58
1.62,1.61,1.62,1.58
1.63,1.70,1.70,1.63
1.74,1.79,1.79,1.72
1.77,1.84,1.84,1.77
1.79,1.81,1.84,1.76
1.82,1.80,1.82,1.73
1.76,1.79,1.79,1.76
1.75,1.70,1.77,1.70
1.77,1.78,1.78,1.76
1.79,1.70,1.79,1.70
1.71,1.63,1.71,1.63
1.56,1.60,1.60,1.55
1.58,1.57,1.61,1.57
1.55,1.53,1.55,1.52
1.50,1.50,1.52,1.47
1.50,1.53,1.53,1.49
1.59,1.59,1.61,1.56
1.55,1.55,1.60,1.55
1.55,1.60,1.60,1.55
1.60,1.56,1.62,1.56
1.61,1.57,1.62,1.56
1.55,1.62,1.64,1.54
1.62,1.59,1.62,1.58
1.59,1.62,1.65,1.59
1.58,1.60,1.62,1.58
1.61,1.63,1.64,1.58
1.64,1.67,1.70,1.63
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.64
1.67,1.67,1.67,1.67
1.58,1.57,1.63,1.57
1.56,1.67,1.67,1.56
1.61,1.65,1.67,1.61
1.69,1.68,1.69,1.67
1.65,1.64,1.69,1.64
1.66,1.62,1.66,1.62
1.66,1.63,1.66,1.59
1.66,1.68,1.68,1.63
1.68,1.70,1.72,1.68
1.69,1.69,1.70,1.67
1.66,1.64,1.66,1.64
1.60,1.58,1.63,1.58
1.62,1.54,1.62,1.53
1.55,1.59,1.62,1.54
1.59,1.63,1.63,1.59
1.63,1.60,1.66,1.59
1.60,1.57,1.60,1.56
1.56,1.59,1.59,1.56
1.56,1.57,1.59,1.54
1.61,1.60,1.64,1.60
1.60,1.64,1.64,1.58
1.65,1.65,1.69,1.64
1.68,1.69,1.69,1.65
1.66,1.67,1.67,1.61
1.61,1.69,1.69,1.61
1.71,1.71,1.72,1.67
1.74,1.76,1.76,1.71
1.79,1.75,1.80,1.74
1.81,1.81,1.81,1.77
1.82,1.87,1.87,1.79
1.89,1.84,1.93,1.76
1.90,1.91,1.92,1.86
1.93,1.94,2.00,1.92
1.93,1.98,2.02,1.93
2.01,1.99,2.06,1.98
2.04,2.07,2.08,1.95
2.10,2.16,2.17,2.09
2.13,2.14,2.19,2.11
2.08,2.14,2.18,2.07
2.19,2.18,2.27,2.18
2.21,2.10,2.21,2.10
2.10,2.07,2.10,1.92
2.01,2.11,2.11,2.00
2.10,2.16,2.17,2.10
2.17,2.12,2.17,2.04
2.11,2.12,2.13,2.08
2.12,2.15,2.17,2.12
2.10,2.09,2.14,2.05
2.08,2.10,2.13,2.08
2.09,2.09,2.12,2.09
2.07,2.02,2.08,2.02
2.02,2.08,2.08,2.02
2.06,2.08,2.08,2.06
2.07,2.09,2.09,2.02
2.07,2.10,2.10,2.03
2.09,2.05,2.09,2.05
2.06,2.07,2.10,2.06
2.09,2.01,2.09,2.00
1.98,2.02,2.04,1.90
2.07,2.08,2.08,2.06
2.06,2.08,2.08,2.05
2.11,2.15,2.16,2.05
2.15,2.17,2.17,2.13
2.18,2.14,2.20,2.14
2.10,2.08,2.10,2.02
2.05,2.08,2.09,2.05
2.00,1.95,2.01,1.92
1.98,1.88,1.98,1.86
1.87,1.83,1.91,1.83
1.83,1.89,1.89,1.81
1.90,1.92,1.93,1.90
1.92,1.92,1.95,1.91
1.91,1.93,1.96,1.89
1.92,1.91,1.95,1.91
1.89,1.98,1.99,1.85
1.97,2.01,2.01,1.96
2.00,2.04,2.05,2.00
2.09,2.12,2.13,2.04
2.14,2.19,2.19,2.11
2.09,2.17,2.20,2.09
2.20,2.03,2.20,2.02
2.06,2.08,2.10,2.02
2.10,2.11,2.13,2.07
2.08,2.09,2.09,2.05
2.11,2.05,2.11,2.05
2.05,2.08,2.09,2.05
2.15,2.10,2.15,2.09
2.09,2.12,2.12,2.09
2.12,2.18,2.20,2.12
2.16,2.16,2.17,2.13
2.15,2.20,2.20,2.15
2.18,2.24,2.25,2.18
2.27,2.33,2.35,2.27
2.35,2.45,2.47,2.34
2.44,2.48,2.48,2.37
2.46,2.49,2.53,2.44
2.49,2.49,2.49,2.45
2.47,2.46,2.48,2.43
2.45,2.48,2.50,2.45
2.43,2.51,2.52,2.43
2.46,2.50,2.53,2.46
2.51,2.61,2.61,2.48
2.58,2.69,2.70,2.58
2.68,2.72,2.72,2.68
2.67,2.67,2.71,2.66
2.67,2.70,2.71,2.66
2.72,2.74,2.74,2.69
2.76,2.72,2.77,2.68
2.70,2.67,2.70,2.63
2.58,2.64,2.64,2.57
2.68,2.63,2.68,2.60
2.64,2.64,2.68,2.62
2.65,2.62,2.69,2.62
2.64,2.53,2.64,2.41
2.60,2.58,2.62,2.57
2.56,2.61,2.61,2.56
2.65,2.69,2.69,2.65
2.57,2.58,2.60,2.56
2.58,2.57,2.59,2.55
2.64,2.69,2.74,2.60
2.76,2.73,2.80,2.67
2.70,2.67,2.70,2.62
2.65,2.67,2.68,2.64
2.66,2.73,2.74,2.65
2.72,2.65,2.77,2.65
2.68,2.72,2.72,2.65
2.72,2.76,2.81,2.71
2.74,2.74,2.79,2.74
2.75,2.73,2.75,2.69
2.71,2.66,2.73,2.66
2.67,2.69,2.71,2.64
2.74,2.71,2.74,2.67
2.75,2.74,2.79,2.74
2.78,2.69,2.78,2.68
2.67,2.66,2.69,2.62
2.63,2.60,2.66,2.60
2.53,2.54,2.56,2.48
2.48,2.60,2.62,2.48
2.64,2.71,2.75,2.64
2.71,2.74,2.75,2.71
2.75,2.73,2.75,2.70
2.70,2.76,2.76,2.70
2.78,2.77,2.79,2.76
2.77,2.82,2.82,2.77
2.82,2.83,2.83,2.80
2.81,2.76,2.81,2.73
2.76,2.73,2.76,2.70
2.70,2.72,2.73,2.70
2.68,2.70,2.73,2.68
2.68,2.59,2.68,2.59
2.55,2.49,2.55,2.45
2.46,2.48,2.48,2.35
2.53,2.53,2.56,2.50
2.52,2.48,2.52,2.48
2.44,2.49,2.50,2.41
2.48,2.55,2.55,2.46
2.51,2.52,2.53,2.50
2.50,2.53,2.57,2.50
2.54,2.40,2.54,2.40
2.37,2.24,2.38,2.22
2.24,2.28,2.29,2.24
2.26,2.26,2.31,2.24
2.31,2.25,2.31,2.24
2.23,2.32,2.32,2.21
2.32,2.20,2.35,2.19
2.19,2.22,2.25,2.18
2.25,2.25,2.28,2.20
2.20,2.25,2.25,2.20
2.33,2.33,2.35,2.30
2.33,2.41,2.41,2.30
2.33,2.44,2.44,2.32
2.50,2.42,2.50,2.37
2.42,2.52,2.55,2.42
2.54,2.52,2.57,2.52
2.60,2.58,2.62,2.56
2.60,2.60,2.63,1.86
2.58,2.69,2.69,2.58
2.68,2.64,2.70,2.62
2.65,2.65,2.72,2.61
2.73,2.63,2.74,2.63
2.63,2.63,2.70,2.61
2.62,2.73,2.73,2.62
2.77,2.86,2.94,2.75
2.68,2.70,2.84,2.65
2.63,2.59,2.66,2.57
2.65,2.56,2.66,2.54
2.52,2.55,2.59,2.46
2.57,2.56,2.61,2.55
2.56,2.64,2.67,2.54
2.63,2.65,2.65,2.55
2.66,2.64,2.68,2.64
2.66,2.62,2.67,2.57
2.61,2.62,2.67,2.60
2.61,2.62,2.62,2.54
2.64,2.57,2.64,2.56
2.58,2.50,2.59,2.48
2.53,2.49,2.54,2.48
2.46,2.44,2.46,2.38
2.41,2.45,2.51,2.41
2.46,2.43,2.47,2.41
2.46,2.53,2.55,2.46
2.51,2.50,2.53,2.46
2.55,2.56,2.63,2.53
2.57,2.53,2.57,2.52
2.51,2.42,2.51,2.39
2.45,2.44,2.46,2.42
2.45,2.51,2.55,2.45
2.51,2.50,2.51,2.47
2.49,2.31,2.49,2.27
2.34,2.33,2.41,2.33
2.33,2.33,2.36,2.28
2.36,2.33,2.36,2.30
2.39,2.44,2.44,2.39
2.44,2.51,2.52,2.44
2.57,2.47,2.58,2.47
2.65,2.55,2.65,2.50
2.52,2.55,2.60,2.52
2.66,2.57,2.70,2.56
2.65,2.65,2.70,2.63
2.68,2.50,2.68,2.50
2.59,2.74,2.74,2.55
2.77,2.72,2.77,2.70
2.70,2.67,2.77,2.66
2.75,2.63,2.75,2.56
2.63,2.68,2.68,2.60
2.65,2.53,2.65,2.50
2.50,2.55,2.60,2.43
2.55,2.50,2.61,2.48
2.50,2.41,2.69,2.40
2.43,2.54,2.63,2.43
2.70,2.49,2.73,2.45
2.49,2.43,2.51,2.40
2.47,2.46,2.50,2.41
2.40,2.40,2.43,2.37
2.53,2.50,2.53,2.35
2.50,2.44,2.53,2.42
2.40,2.36,2.48,2.31
2.27,2.25,2.32,2.11
2.23,2.22,2.30,2.17
2.28,2.20,2.28,2.15
2.13,2.20,2.26,2.13
2.24,2.26,2.38,2.14
2.14,2.22,2.32,2.10
2.25,2.18,2.33,2.18
2.18,2.07,2.20,2.02
2.06,2.09,2.12,2.02
2.15,2.14,2.18,2.12
2.14,2.09,2.14,2.05
2.09,2.06,2.09,2.00
2.20,2.09,2.20,2.08
2.09,2.08,2.13,2.06
2.01,1.96,2.01,1.96
1.95,1.96,1.96,1.93
1.92,1.99,2.04,1.91
2.00,1.98,2.06,1.90
2.03,2.09,2.15,1.95
2.09,2.20,2.23,2.09
2.25,2.14,2.31,2.00
2.22,2.10,2.22,2.10
2.21,2.12,2.22,2.11
2.16,2.12,2.17,2.11
2.15,2.08,2.15,2.06
2.09,1.97,2.10,1.96
2.04,1.96,2.04,1.95
1.95,2.00,2.11,1.95
1.98,1.92,2.05,1.91
1.95,2.00,2.03,1.95
2.05,2.05,2.06,2.00
2.07,2.03,2.09,2.00
2.07,2.08,2.08,2.03
2.09,2.08,2.10,2.07
2.03,2.05,2.15,2.03
2.03,2.05,2.14,2.03
2.04,2.05,2.07,2.03
2.06,2.06,2.06,2.01
2.10,1.99,2.12,1.97
2.04,1.93,2.04,1.93
1.95,1.98,2.03,1.94
2.01,2.18,2.38,2.01
2.22,2.12,2.22,2.01
2.12,2.05,2.17,2.03
1.99,1.97,2.04,1.97
1.99,2.01,2.14,1.97
1.99,1.96,2.09,1.93
2.06,1.88,2.09,1.86
1.81,1.85,1.98,1.76
1.77,1.81,1.90,1.77
1.85,1.86,1.91,1.80
1.94,1.95,1.95,1.83
1.97,1.97,2.00,1.93
1.92,2.07,2.13,1.92
2.09,2.10,2.19,2.07
2.05,2.08,2.09,2.05
2.07,2.16,2.16,2.05
2.13,2.06,2.13,2.06
2.01,2.03,2.07,2.01
2.08,2.10,2.13,2.04
2.25,2.22,2.29,2.14
2.19,2.37,2.43,2.19
2.37,2.53,2.60,2.37
2.58,2.50,2.58,2.45
2.50,2.53,2.56,2.41
2.68,2.72,2.77,2.67
2.76,2.69,2.76,2.61
2.54,2.60,2.69,2.54
2.59,2.71,2.76,2.59
2.62,2.80,2.80,2.61
2.82,2.79,2.82,2.72
2.74,2.73,2.79,2.64
2.74,2.72,2.77,2.66
2.75,2.74,2.89,2.70
2.74,2.81,2.86,2.74
2.76,2.67,2.80,2.61
2.67,2.67,2.72,2.64
2.68,2.61,2.71,2.57
2.57,2.65,2.65,2.57
2.68,2.84,3.49,2.66
2.90,3.00,3.19,2.85
3.09,2.91,3.13,2.86
3.05,2.82,3.05,2.79
2.79,2.75,2.82,2.71
2.79,2.92,2.99,2.79
2.96,2.87,2.96,2.83
2.85,2.80,2.94,2.80
2.79,2.85,2.89,2.79
2.85,3.00,3.01,2.78
3.05,2.94,3.05,2.89
2.97,2.93,2.97,2.86
2.93,2.84,2.93,2.84
2.88,2.92,2.92,2.85
2.86,2.77,2.86,2.75
2.80,2.70,2.81,2.70
2.70,2.65,2.77,2.63
2.62,2.72,2.74,2.60
2.72,2.74,2.80,2.72
2.73,2.67,2.79,2.65
2.63,2.66,2.69,2.60
2.69,2.68,2.70,2.64
2.72,2.85,2.89,2.66
2.79,2.78,2.86,2.69
2.90,2.89,2.91,2.83
2.91,3.01,3.06,2.90
3.15,3.18,3.23,3.09
3.13,3.12,3.20,3.08
3.12,3.13,3.20,3.02
3.05,2.95,3.11,2.95
3.00,3.19,3.19,2.99
3.20,3.15,3.20,3.03
3.23,3.38,3.38,3.23
3.43,3.58,3.61,3.34
3.62,3.41,3.62,3.35
3.43,3.48,3.62,3.41
3.50,3.44,3.54,3.37
3.41,3.49,3.79,3.35
3.53,3.44,3.53,3.40
3.50,3.56,3.62,3.46
3.61,3.76,3.79,3.60
3.83,3.59,3.87,3.59
3.68,3.68,3.72,3.56
3.58,3.65,3.75,3.51
3.63,3.62,3.67,3.46
3.59,3.70,3.71,3.58
3.63,3.45,3.63,3.42
3.47,3.72,3.72,3.45
3.70,3.63,3.71,3.30
3.53,3.58,3.75,3.53
3.65,3.68,3.68,3.50
3.71,3.70,3.78,3.64
3.67,3.70,3.76,3.59
3.70,3.50,3.70,3.39
3.34,3.51,3.56,3.31
3.52,3.52,3.52,3.38
3.45,3.57,3.57,3.39
3.41,3.32,3.49,3.21
3.22,3.40,3.40,3.10
3.40,3.35,3.40,3.25
3.30,3.18,3.30,3.16
3.18,3.35,3.48,3.14
3.38,3.33,3.44,3.26
3.33,3.33,3.33,3.23
3.48,3.57,3.58,3.42
3.59,3.51,3.59,3.44
3.54,3.50,3.54,3.46
3.57,3.50,3.61,3.50
3.50,3.65,3.67,3.47
3.70,3.67,3.75,3.61
3.71,3.53,3.71,3.46
3.50,3.50,3.58,3.43
3.53,3.62,3.64,3.47
3.71,3.59,3.78,3.57
3.62,3.58,3.69,3.50
3.52,3.58,3.66,3.45
3.51,3.46,3.59,3.36
3.45,3.41,3.47,3.37
3.40,3.40,3.45,3.36
3.80,3.52,3.80,3.50
3.62,3.61,3.62,3.43
3.58,3.59,3.67,3.53
3.65,3.46,3.68,3.45
3.45,3.65,3.65,3.40
3.78,3.99,4.20,3.75
3.95,4.00,4.10,3.83
4.05,4.15,4.28,4.04
4.16,4.28,4.39,4.06
4.23,4.28,4.32,4.15
4.30,4.43,4.48,4.26
4.43,4.51,4.61,4.40
4.50,4.42,4.60,4.34
4.34,4.46,4.46,4.31
4.44,4.36,4.44,4.27
4.29,4.45,4.45,4.28
4.46,4.47,4.48,4.36
4.43,4.21,4.43,4.17
4.23,4.28,4.37,4.23
4.23,4.32,4.33,4.18
4.31,4.17,4.31,4.10
4.07,4.20,4.30,4.06
4.27,4.46,4.48,4.19
4.50,4.50,4.57,4.41
4.53,4.74,4.75,4.50
4.76,4.95,4.95,4.70
4.99,4.82,5.02,4.76
4.75,4.82,4.90,4.66
4.77,4.86,4.87,4.76
4.75,4.70,4.87,4.59
4.69,4.68,4.75,4.65
4.66,4.74,4.75,4.66
4.85,5.16,5.24,4.85
5.27,5.11,5.27,5.09
5.18,5.09,5.22,5.00
5.17,5.12,5.26,5.10
5.22,5.21,5.23,5.12
5.20,5.10,5.20,4.95
5.13,5.39,5.39,5.13
5.34,5.34,5.37,5.22
5.30,5.42,5.55,5.26
5.49,5.40,5.49,5.23
5.33,5.12,5.33,5.05
5.04,5.38,5.39,4.91
5.48,5.47,5.78,5.33
5.46,5.62,5.62,5.29
5.60,5.28,5.60,5.16
5.15,5.22,5.25,4.98
5.22,5.30,5.36,5.10
5.55,5.50,5.57,5.40
5.62,5.83,5.94,5.59
5.92,5.67,5.92,5.57
5.60,5.59,5.79,5.53
5.61,5.37,5.62,5.35
5.25,5.65,5.77,5.15
5.58,5.50,5.68,5.33
5.47,5.45,5.67,5.35
5.31,5.43,5.49,5.25
5.40,5.35,5.68,5.14
5.55,5.45,5.59,5.31
5.47,5.50,5.52,5.37
5.62,5.88,5.93,5.52
6.00,5.80,6.03,5.75
5.77,5.57,5.81,5.48
5.65,5.45,5.74,5.43
5.43,5.35,5.52,5.22
5.36,5.57,5.60,5.29
5.46,5.73,5.74,5.44
5.87,5.75,5.88,5.68
5.74,5.67,5.81,5.58
5.43,4.89,5.49,4.83
4.96,5.04,5.12,4.83
4.96,4.83,5.04,4.77
4.96,4.87,4.98,4.75
4.90,5.18,5.22,4.90
5.10,4.94,5.11,4.93
4.94,5.22,5.25,4.93
5.31,5.39,5.61,5.17
5.32,5.24,5.45,5.23
5.29,5.28,5.37,5.28
5.40,5.44,5.47,5.29
5.58,5.54,5.65,5.47
5.52,5.58,5.58,5.42
5.58,5.58,5.59,5.47
5.64,5.52,5.68,5.40
5.52,5.62,5.62,5.44
5.64,5.74,5.85,5.62
5.76,5.46,5.80,5.42
5.48,5.62,5.75,5.48
5.62,5.61,5.71,5.54
5.69,5.79,5.85,5.68
5.92,5.60,5.94,5.57
5.69,5.60,5.71,5.52
5.51,5.41,5.62,5.22
5.22,5.22,5.31,5.11
5.18,5.24,5.36,5.18
5.57,5.24,5.65,5.11
5.12,4.86,5.22,4.84
4.84,4.41,4.89,4.38
4.27,4.57,4.61,4.14
4.59,4.74,4.75,4.53
4.71,4.60,4.75,4.49
4.63,4.62,4.80,4.48
4.60,4.75,4.79,4.55
4.84,4.89,4.94,4.80
4.93,5.01,5.10,4.79
4.80,4.80,4.90,4.72
4.85,4.70,4.90,4.68
4.80,4.92,4.98,4.74
4.84,4.91,4.93,4.82
4.88,4.83,4.90,4.78
4.82,4.86,4.97,4.65
4.96,5.18,5.27,4.92
5.13,5.10,5.14,4.96
