JJT,iPath Bloomberg Tin Subindex Total Return SM ETN,NASDAQ
45.76,45.85,45.85,45.69
45.85,45.85,45.85,45.85
44.38,44.37,44.38,44.37
43.88,44.61,44.61,43.78
44.61,44.61,44.61,44.61
44.08,44.08,44.08,44.08
44.31,44.29,44.38,44.29
44.30,44.30,44.30,44.30
45.22,45.22,45.22,45.22
41.89,44.05,44.05,41.89
44.05,44.05,44.05,44.05
44.42,44.00,44.57,44.00
42.62,42.62,42.62,42.62
42.62,42.62,42.62,42.62
42.62,42.62,42.62,42.62
42.62,42.62,42.62,42.62
44.17,44.14,44.17,44.14
43.00,42.93,43.00,42.93
43.95,44.17,44.17,43.95
43.17,43.17,43.17,43.17
43.96,43.96,43.96,43.96
42.62,43.50,43.50,42.62
43.50,43.50,43.50,43.50
43.09,43.09,43.09,43.09
43.09,43.09,43.09,43.09
43.09,43.09,43.09,43.09
42.78,42.78,42.78,42.78
43.93,43.93,43.93,43.93
44.88,44.88,44.88,44.88
44.88,44.88,44.88,44.88
45.95,45.95,45.95,45.95
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
45.67,47.42,47.42,45.67
47.42,47.42,47.42,47.42
48.48,48.55,48.55,48.40
49.21,49.85,49.95,48.91
50.24,50.24,50.24,50.24
48.48,48.48,48.48,48.48
48.52,48.52,48.52,48.52
48.10,48.29,49.00,48.03
48.29,48.29,48.29,48.29
48.29,48.29,48.29,48.29
48.49,48.79,48.79,48.49
48.79,48.79,48.79,48.79
48.71,48.71,48.71,48.71
48.66,48.66,48.86,48.66
48.85,48.35,48.85,48.35
48.35,48.35,48.35,48.35
47.97,48.75,48.80,47.97
48.75,48.75,48.75,48.75
48.75,48.75,48.75,48.75
48.75,48.75,48.75,48.75
48.75,48.75,48.75,48.75
50.47,50.22,50.47,50.22
50.57,50.57,50.57,50.57
51.40,52.23,52.39,51.40
52.48,52.04,52.48,52.04
51.45,51.22,51.45,50.99
42.50,50.10,50.56,42.50
50.69,51.44,51.56,50.65
51.75,51.77,51.92,51.70
51.70,51.88,51.88,51.70
52.54,52.38,52.54,52.38
52.38,52.38,52.38,52.38
52.00,51.90,52.32,51.90
51.90,51.90,51.90,51.90
51.58,51.58,51.58,51.58
52.22,52.63,52.63,52.22
52.87,52.87,52.87,52.87
52.87,52.87,52.87,52.87
53.07,53.07,53.07,53.07
52.40,52.40,52.40,52.40
52.40,52.40,52.40,52.40
52.40,52.40,52.40,52.40
52.40,52.40,52.40,52.40
52.40,52.40,52.40,52.40
52.40,52.40,52.40,52.40
52.40,52.40,52.40,52.40
52.40,52.40,52.40,52.40
53.53,53.55,53.55,53.53
52.90,52.63,53.10,52.63
52.50,52.45,52.57,52.34
52.04,52.25,52.51,52.02
51.62,51.50,51.66,51.50
51.50,51.50,51.50,51.50
51.50,51.50,51.50,51.50
52.94,52.94,52.94,52.94
52.94,52.94,52.94,52.94
51.84,52.20,52.28,51.75
51.95,52.36,52.65,51.68
53.00,53.70,56.42,53.00
52.70,52.70,52.70,52.70
52.79,52.70,52.79,52.70
52.19,51.83,52.22,51.83
51.98,51.86,52.16,51.50
51.68,51.68,51.68,51.68
52.15,52.15,52.15,52.15
52.83,52.83,52.83,52.83
51.74,51.90,51.90,51.57
51.90,51.90,51.90,51.90
51.90,51.90,51.90,51.90
51.79,51.79,51.79,51.79
51.79,51.79,51.79,51.79
51.89,51.89,51.89,51.89
52.39,51.85,52.39,51.85
51.85,51.85,51.85,51.85
51.76,51.91,51.91,51.76
51.98,51.65,51.98,51.65
54.00,52.14,54.00,52.14
51.71,51.71,51.71,51.71
53.26,53.12,53.26,53.12
52.13,51.96,52.13,51.96
53.00,51.15,54.00,51.03
51.77,51.77,51.77,51.77
51.27,51.06,51.27,51.06
51.13,51.23,51.27,51.11
51.75,51.42,51.75,51.42
52.24,52.25,52.25,52.24
52.32,52.80,52.89,52.31
52.89,52.89,52.89,52.89
51.40,50.72,51.40,50.72
50.72,50.72,50.72,50.72
51.04,51.22,51.22,50.95
51.22,51.22,51.22,51.22
51.34,51.43,51.54,51.34
51.52,51.57,51.57,51.52
51.57,51.57,51.57,51.57
51.57,51.57,51.57,51.57
52.03,51.73,52.08,51.73
52.00,51.94,52.01,51.94
52.13,53.05,53.08,52.13
52.68,56.96,56.96,51.69
57.05,51.70,57.05,51.70
50.73,53.21,53.21,50.73
53.21,53.21,53.21,53.21
50.84,51.20,51.20,50.72
51.00,48.02,51.00,47.95
48.97,49.13,49.28,48.70
48.85,49.48,49.48,48.85
49.49,49.61,49.61,49.12
48.79,48.48,48.79,48.48
49.77,49.76,49.91,49.38
47.98,52.68,52.68,47.98
49.95,49.95,49.95,49.95
50.55,50.58,50.94,50.28
50.85,50.76,51.19,50.76
50.69,50.69,50.69,50.69
50.38,50.30,50.64,50.26
50.99,50.16,50.99,50.16
50.98,50.07,50.98,50.06
49.62,49.44,49.62,49.44
49.38,49.38,49.38,49.38
49.85,49.95,49.95,49.66
49.95,49.95,50.31,49.93
49.91,49.91,49.91,49.91
49.61,49.70,49.70,49.60
49.98,50.00,50.25,49.98
50.25,49.63,50.25,49.62
49.63,49.63,49.63,49.63
49.63,49.63,49.63,49.63
48.22,51.36,51.36,48.22
51.36,51.36,51.36,51.36
51.17,50.00,51.17,50.00
50.15,50.52,51.05,50.15
51.00,50.88,51.00,50.52
51.62,51.95,52.69,51.62
52.69,52.69,52.69,52.69
52.69,52.69,52.69,52.69
52.70,52.70,52.70,52.70
52.57,52.57,52.57,52.57
52.01,52.52,52.52,52.01
52.61,52.97,53.06,52.61
53.60,53.40,53.61,53.40
53.40,53.40,53.40,53.40
53.29,53.37,53.37,53.29
52.23,52.30,52.30,52.23
52.85,52.94,52.94,52.85
52.94,52.94,52.94,52.94
52.80,51.71,52.94,45.83
51.61,51.57,51.61,51.57
51.23,51.36,51.36,51.22
51.80,50.89,51.86,50.79
51.41,51.45,51.45,51.41
51.46,51.70,51.70,51.12
51.70,51.70,51.70,51.70
51.75,51.73,52.36,51.73
51.73,52.68,52.68,51.73
52.30,52.52,52.74,52.30
51.70,54.97,54.97,51.70
51.25,50.90,51.25,50.51
50.90,50.90,50.90,50.90
51.96,51.96,51.96,51.96
51.96,51.96,51.96,51.96
51.82,51.38,51.82,51.38
51.52,51.67,51.67,51.52
51.51,51.50,51.51,51.50
51.50,51.50,51.50,51.50
51.50,51.50,51.50,51.50
52.35,52.72,52.72,52.35
52.72,52.72,52.72,52.72
52.72,52.72,52.81,52.72
52.80,51.16,55.91,51.16
52.43,53.24,53.24,52.43
53.24,53.23,53.24,53.23
53.23,53.01,53.27,52.67
53.38,53.38,53.38,53.38
53.20,53.20,53.20,53.20
53.45,53.43,53.45,53.43
53.43,53.43,53.43,53.43
53.43,53.43,53.43,53.43
53.72,53.86,53.86,53.43
53.90,53.95,54.01,53.90
53.66,54.05,54.08,53.66
54.96,53.43,54.96,53.43
53.43,53.43,53.43,53.43
53.00,53.00,53.00,53.00
51.89,51.89,51.89,51.89
52.01,52.01,52.01,52.01
52.01,52.01,52.01,52.01
52.04,52.06,52.06,52.00
52.24,52.33,52.37,52.24
52.33,52.33,52.33,52.33
52.28,52.28,52.28,52.28
52.28,52.28,52.28,52.28
52.66,52.55,52.66,52.38
52.50,52.50,52.50,52.50
53.00,53.27,53.27,53.00
52.64,52.64,52.64,52.64
52.74,52.74,52.74,52.74
54.00,53.06,54.00,53.06
52.69,52.43,52.69,52.43
53.32,51.96,53.32,51.96
52.78,52.61,52.78,52.61
52.61,52.61,52.61,52.61
52.61,52.61,52.61,52.61
52.61,52.61,52.61,52.61
53.09,53.49,53.49,53.09
53.15,52.23,53.15,52.23
53.22,53.22,53.22,53.22
53.50,53.50,53.50,53.50
52.07,52.07,52.07,52.07
52.07,52.07,52.07,52.07
52.08,52.08,52.08,52.08
52.06,52.79,52.79,52.05
51.75,51.75,51.75,51.75
51.75,51.75,51.75,51.75
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
50.60,50.49,50.60,50.48
51.09,51.09,51.09,51.09
51.09,51.09,51.09,51.09
50.75,50.75,50.75,50.75
50.75,50.75,50.75,50.75
50.43,50.75,50.75,50.43
50.66,51.15,51.15,50.66
50.57,50.57,50.57,50.57
50.57,50.57,50.57,50.57
50.57,50.57,50.57,50.57
50.00,50.00,50.00,50.00
51.01,51.01,51.01,51.01
52.09,52.20,52.20,52.09
52.20,52.20,52.20,52.20
52.20,52.20,52.20,52.20
51.20,51.20,51.20,51.20
51.20,51.20,51.20,51.20
51.20,51.20,51.20,51.20
49.75,49.48,49.99,48.75
49.61,49.87,49.93,49.61
49.87,49.81,49.87,49.81
49.81,49.81,49.81,49.81
49.81,49.81,49.81,49.81
49.46,49.74,49.74,49.46
50.08,49.73,50.35,49.73
50.09,50.09,50.09,50.09
50.24,50.25,50.25,49.82
50.71,50.76,50.76,50.71
50.78,50.65,50.78,50.65
51.10,50.75,51.10,50.75
51.41,51.73,51.73,51.41
51.78,51.78,51.78,51.78
51.51,50.88,51.51,50.88
50.94,50.80,51.19,50.55
50.35,50.33,50.76,50.33
50.60,50.60,50.60,50.60
50.61,50.61,50.61,50.61
50.50,50.35,50.50,50.30
50.31,50.51,50.60,50.31
50.66,50.50,50.66,50.40
50.75,50.75,50.75,50.75
50.79,50.41,50.79,50.40
50.41,50.41,50.41,50.41
50.79,50.57,50.79,50.46
50.25,50.33,50.60,50.01
50.66,50.66,50.66,50.66
50.66,50.66,50.66,50.66
50.33,49.58,50.33,49.58
49.58,49.58,49.58,49.58
49.89,49.85,50.07,49.66
49.82,49.82,49.82,49.82
48.95,48.95,48.95,48.90
48.85,48.88,48.88,48.85
48.88,48.88,48.88,48.88
48.88,48.88,48.88,48.88
48.05,47.96,48.18,47.90
48.09,48.15,48.28,48.00
47.95,47.95,47.95,47.76
48.25,48.08,48.25,47.82
46.96,47.00,47.15,46.89
47.15,47.20,47.30,46.96
46.96,47.05,47.58,43.25
47.53,47.58,47.85,47.53
47.26,47.28,47.45,47.25
47.02,47.26,47.26,47.02
47.26,47.26,47.26,47.26
47.60,47.58,47.70,47.42
48.50,49.00,49.00,48.50
47.22,47.21,47.22,47.21
47.24,47.24,47.24,47.24
47.24,47.24,47.24,47.24
46.56,45.85,46.95,45.85
45.85,45.85,45.85,45.85
45.85,45.85,45.85,45.85
45.06,45.25,45.25,45.05
45.25,45.25,45.25,45.25
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.00,45.00,45.00,45.00
44.89,45.26,45.29,44.89
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
43.20,42.65,43.20,42.65
43.28,43.28,43.28,43.28
43.28,43.28,43.28,43.28
43.57,43.57,43.57,43.57
43.60,43.60,43.60,43.60
43.60,43.60,43.60,43.60
40.43,40.43,40.43,40.43
40.43,40.43,40.43,40.43
43.97,43.97,43.97,43.97
43.97,43.97,43.97,43.97
43.97,43.97,43.97,43.97
44.77,44.77,44.77,44.77
44.77,44.77,44.77,44.77
43.43,43.43,43.43,43.43
43.25,43.25,43.25,43.25
43.25,43.25,43.25,43.25
43.25,43.25,43.25,43.25
44.69,44.69,44.69,44.69
44.44,44.44,44.44,44.44
44.71,44.71,44.71,44.71
44.71,44.71,44.71,44.71
44.71,44.71,44.71,44.71
44.00,41.80,44.00,41.80
43.56,43.49,43.60,43.48
43.70,43.70,43.70,43.70
44.81,45.02,45.02,44.77
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
40.94,40.94,40.94,40.94
45.26,45.38,45.38,45.26
45.38,45.38,45.38,45.38
45.41,45.41,45.41,45.41
45.04,45.05,45.05,45.04
45.05,45.05,45.05,45.05
45.40,45.40,45.40,45.40
45.56,45.56,45.56,45.56
45.47,45.50,45.50,45.47
45.33,45.33,45.33,45.33
45.33,45.33,45.33,45.33
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
43.23,42.70,43.25,42.46
43.32,43.32,43.32,43.32
42.64,42.17,42.70,42.17
40.95,40.95,40.95,40.95
40.95,40.95,40.95,40.95
29.59,29.59,29.59,29.59
42.85,44.20,44.20,42.73
42.76,42.76,42.76,42.76
42.08,42.49,42.63,41.77
42.30,42.29,42.30,42.29
42.29,42.29,42.29,42.29
43.44,43.62,43.92,43.44
43.62,43.62,43.62,43.62
44.67,44.69,44.69,44.67
44.69,44.69,44.69,44.69
44.25,44.25,44.25,44.25
43.41,43.32,43.41,39.07
43.32,43.32,43.32,43.32
43.49,43.49,43.49,43.49
43.49,43.49,43.49,43.49
43.46,42.78,43.46,42.78
42.78,42.78,42.78,42.78
32.95,32.95,32.95,32.95
43.04,43.03,43.04,43.03
43.03,43.03,43.03,43.03
43.15,43.15,43.15,43.15
42.75,42.57,42.75,42.56
40.13,40.13,40.13,40.13
40.13,40.09,40.13,40.09
42.26,42.26,42.26,42.26
41.79,41.93,41.93,41.79
41.80,41.80,41.80,41.80
41.80,41.80,41.80,41.80
41.46,41.51,41.55,41.36
37.65,37.65,37.65,37.65
37.65,37.65,37.65,37.65
39.72,38.96,39.72,38.96
39.48,39.67,39.80,39.48
39.67,39.67,39.67,39.67
26.76,26.76,26.76,26.76
39.84,39.93,39.93,39.72
38.01,38.01,38.01,38.01
38.01,38.01,38.01,38.01
37.96,37.96,37.96,37.96
40.02,40.02,40.02,40.02
40.00,39.78,40.00,39.78
39.78,39.78,39.78,39.78
39.72,39.72,39.72,39.72
39.37,39.37,39.37,39.37
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
36.00,36.00,36.00,36.00
39.58,39.58,39.58,39.58
39.58,39.58,39.58,39.58
39.88,39.88,39.88,39.88
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
35.78,35.78,35.78,35.78
26.76,26.76,26.76,26.76
26.76,26.76,26.76,26.76
35.23,35.23,35.23,35.23
38.21,38.21,38.21,38.21
37.68,37.68,37.68,37.68
37.68,37.68,37.68,37.68
37.68,37.68,37.68,37.68
36.82,36.82,36.82,36.82
36.82,36.82,36.82,36.82
36.82,36.82,36.82,36.82
36.82,36.82,36.82,36.82
36.82,36.82,36.82,36.82
36.82,36.82,36.82,36.82
36.82,36.82,36.82,36.82
36.82,36.82,36.82,36.82
35.62,35.58,35.62,35.58
35.76,35.72,35.76,35.72
35.00,34.98,35.01,34.98
34.98,34.98,34.98,34.98
32.80,32.50,33.55,32.23
32.50,32.50,32.50,32.50
33.61,33.61,33.61,33.61
34.37,33.61,34.54,33.61
33.61,33.61,33.61,33.61
34.70,34.70,34.70,34.70
34.70,34.70,34.70,34.70
34.70,34.70,34.70,34.70
34.70,34.70,34.70,34.70
34.70,34.70,34.70,34.70
34.70,34.70,34.70,34.70
34.70,34.70,34.70,34.70
36.49,36.49,36.49,36.49
36.49,36.49,36.49,36.49
26.76,26.76,26.76,26.76
34.85,34.85,34.85,34.85
34.85,34.85,34.85,34.85
34.85,34.85,34.85,34.85
34.85,34.85,34.85,34.85
34.85,34.85,34.85,34.85
34.85,34.85,34.85,34.85
34.85,34.85,34.85,34.85
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
33.60,33.60,33.60,33.60
33.60,33.60,33.60,33.60
33.60,33.60,33.60,33.60
33.60,33.60,33.60,33.60
33.60,33.60,33.60,33.60
32.02,31.02,32.02,31.02
31.02,31.02,31.02,31.02
31.47,31.47,31.47,31.47
30.71,30.71,30.71,30.71
30.71,30.71,30.71,30.71
33.33,33.33,33.33,33.33
33.33,33.33,33.33,33.33
33.33,33.33,33.33,33.33
33.33,33.33,33.33,33.33
33.33,33.33,33.33,33.33
33.33,33.33,33.33,33.33
31.25,31.16,31.25,31.16
31.16,31.16,31.16,31.16
31.16,31.16,31.16,31.16
31.16,31.16,31.16,31.16
22.76,22.76,22.76,22.76
30.02,30.02,30.02,30.02
30.02,30.02,30.02,30.02
30.02,30.02,30.02,30.02
30.02,30.02,30.02,30.02
31.57,32.15,32.15,31.57
32.15,32.15,32.15,32.15
32.15,32.15,32.15,32.15
32.15,32.15,32.15,32.15
32.15,32.15,32.15,32.15
32.15,32.15,32.15,32.15
29.25,28.23,29.25,28.23
28.23,28.23,28.23,28.23
28.23,28.23,28.23,28.23
29.84,33.05,33.05,29.84
33.74,33.74,33.74,33.74
33.74,33.74,33.74,33.74
33.74,33.74,33.74,33.74
33.74,33.74,33.74,33.74
34.98,36.47,36.47,34.98
36.47,36.47,36.47,36.47
36.47,36.47,36.47,36.47
36.47,36.47,36.47,36.47
36.47,36.47,36.47,36.47
36.47,36.47,36.47,36.47
36.47,36.47,36.47,36.47
36.47,36.47,36.47,36.47
36.47,36.47,36.47,36.47
32.89,32.89,32.89,32.89
32.89,32.89,32.89,32.89
32.89,32.89,32.89,32.89
32.89,32.89,32.89,32.89
32.89,32.89,32.89,32.89
32.89,32.89,32.89,32.89
29.50,32.00,32.00,29.50
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
30.15,30.15,30.15,30.15
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
33.73,33.73,33.73,33.73
35.07,35.07,35.07,35.07
35.07,35.07,35.07,35.07
35.07,35.07,35.07,35.07
34.22,34.22,34.22,34.22
34.22,34.22,34.22,34.22
34.22,34.22,34.22,34.22
34.22,34.22,34.22,34.22
34.22,34.22,34.22,34.22
34.22,34.22,34.22,34.22
34.22,34.22,34.22,34.22
34.22,34.22,34.22,34.22
34.22,34.22,34.22,34.22
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
31.86,31.86,31.86,31.86
32.13,32.13,32.13,32.13
32.13,32.13,32.13,32.13
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.67,31.67,31.67,31.67
31.87,31.82,31.87,31.82
31.82,31.82,31.82,31.82
31.82,31.82,31.82,31.82
31.82,31.82,31.82,31.82
31.82,31.82,31.82,31.82
31.82,31.82,31.82,31.82
31.82,31.82,31.82,31.82
31.82,31.82,31.82,31.82
31.82,31.82,31.82,31.82
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
28.89,28.89,28.89,28.89
34.41,34.41,34.41,34.41
34.41,34.41,34.41,34.41
34.41,34.41,34.41,34.41
34.41,34.41,34.41,34.41
34.41,34.41,34.41,34.41
34.41,34.41,34.41,34.41
34.41,34.41,34.41,34.41
34.41,34.41,34.41,34.41
34.41,34.41,34.41,34.41
34.41,34.41,34.41,34.41
33.01,33.01,33.01,33.01
36.00,36.00,36.00,36.00
35.50,35.49,35.50,35.09
35.49,35.49,35.49,35.49
35.49,35.49,35.49,35.49
35.49,35.49,35.49,35.49
36.18,36.18,36.18,36.18
39.20,43.99,45.00,38.04
39.00,37.95,39.00,37.95
37.62,37.62,37.62,37.62
37.62,37.62,37.62,37.62
37.62,37.62,37.62,37.62
36.28,37.00,37.00,36.28
37.00,37.00,37.00,37.00
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
38.33,38.33,38.33,38.33
38.33,38.33,38.33,38.33
38.33,38.33,38.33,38.33
38.33,38.33,38.33,38.33
38.33,38.06,38.33,37.75
36.50,37.81,37.81,32.05
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
37.81,37.81,37.81,37.81
32.35,37.28,37.28,30.06
37.28,37.28,37.28,37.28
37.28,37.28,37.28,37.28
37.01,37.00,37.01,37.00
35.60,38.54,38.54,35.60
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
38.54,38.54,38.54,38.54
33.58,36.50,36.50,33.58
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
36.82,37.83,37.83,36.82
37.83,37.83,37.83,37.83
37.83,37.83,37.83,37.83
39.04,39.04,39.04,39.04
39.04,39.04,39.04,39.04
39.04,39.04,39.04,39.04
39.04,39.04,39.04,39.04
39.04,39.04,39.04,39.04
39.04,39.04,39.04,39.04
39.04,39.04,39.04,39.04
39.04,39.04,39.04,39.04
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.57,38.57,38.57,38.57
38.73,38.73,38.73,38.73
38.73,38.73,38.73,38.73
38.73,38.73,38.73,38.73
38.73,38.73,38.73,38.73
38.73,38.73,38.73,38.73
39.00,41.99,41.99,39.00
41.99,41.99,41.99,41.99
41.99,41.99,41.99,41.99
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
40.00,40.80,40.80,40.00
42.00,42.00,42.00,42.00
40.01,41.01,41.01,40.01
41.01,41.01,41.01,41.01
41.01,41.01,41.01,41.01
41.01,41.01,41.01,41.01
40.50,40.50,40.50,40.50
42.00,44.91,44.91,42.00
43.75,43.72,43.75,43.72
44.83,44.19,44.83,44.19
44.19,44.19,44.19,44.19
44.19,44.19,44.19,44.19
44.88,43.98,44.91,43.98
39.60,42.00,42.00,39.60
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
42.00,42.00,42.00,42.00
41.52,42.82,42.82,41.20
43.05,43.05,43.05,43.05
43.05,43.05,43.05,43.05
44.19,44.20,44.20,44.19
44.20,44.20,44.20,44.20
44.20,44.20,44.20,44.20
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
41.05,45.94,45.94,41.05
45.00,45.00,45.00,45.00
46.00,44.99,46.00,44.99
44.99,44.99,44.99,44.99
45.00,45.00,45.00,45.00
45.00,45.00,45.00,45.00
44.95,44.90,44.95,44.90
44.90,44.90,44.90,44.90
44.88,44.16,44.88,44.16
44.16,44.16,44.16,44.16
44.25,44.25,44.25,44.25
44.25,44.25,44.25,44.25
46.00,46.00,46.00,46.00
45.99,46.00,46.00,45.98
44.70,46.97,46.97,44.70
46.97,46.97,46.97,46.97
46.97,46.97,46.97,46.97
47.00,46.41,47.00,46.41
47.00,47.00,47.00,47.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
48.86,47.15,48.86,47.15
49.00,49.00,49.00,49.00
49.00,49.00,49.00,49.00
50.00,49.99,50.00,49.90
49.87,49.87,49.87,49.87
50.00,50.00,50.00,46.59
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
45.01,45.01,45.01,45.01
49.22,49.22,49.22,49.22
50.00,49.65,50.00,47.00
49.77,49.83,49.83,49.77
49.83,49.83,49.83,49.83
49.83,49.83,49.83,49.83
49.99,49.09,49.99,48.72
49.09,49.09,49.09,49.09
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
