DRQ,Dril-Quip,NASDAQ
89.45,89.50,90.51,87.96
87.80,88.30,89.10,86.48
89.60,89.04,89.99,88.17
89.97,88.89,89.97,88.16
89.78,89.32,89.94,88.30
89.25,90.29,91.34,88.93
91.20,91.95,93.26,90.64
91.98,92.51,93.63,91.94
91.95,92.54,92.89,91.61
92.94,94.46,94.59,92.49
94.58,95.52,95.83,94.58
95.75,95.99,96.25,95.36
95.81,95.22,96.25,94.76
96.05,94.94,96.22,94.37
94.55,94.76,95.02,94.18
94.97,94.68,95.35,93.82
94.93,94.52,95.22,93.70
95.09,94.35,95.20,94.03
94.67,94.64,95.11,94.34
94.31,95.04,95.14,94.15
95.16,94.68,95.66,94.36
94.84,93.92,95.02,93.73
93.93,92.56,94.38,92.30
92.26,92.52,93.29,92.12
92.20,91.57,92.20,91.09
91.44,90.88,91.44,90.31
91.03,91.04,91.32,89.97
91.42,90.91,91.71,90.79
91.99,93.54,94.31,91.30
96.25,101.01,101.36,95.61
102.05,102.66,103.67,101.81
102.67,101.09,103.24,100.93
100.67,101.61,101.64,99.57
101.87,101.94,102.53,101.50
101.60,101.66,102.30,100.66
101.44,102.17,102.46,100.88
102.10,102.91,103.22,101.62
102.97,102.39,103.48,102.35
102.14,102.26,102.38,101.31
101.91,102.37,102.89,101.87
101.89,102.41,102.70,101.89
102.32,103.82,104.21,102.02
104.25,103.47,104.47,103.00
103.69,105.16,105.98,103.46
105.16,103.91,106.16,103.80
104.11,104.93,105.56,103.96
104.00,103.09,104.71,102.89
104.57,104.99,105.31,103.50
105.00,103.38,105.15,103.16
103.48,102.01,103.58,101.91
103.50,102.81,103.57,101.21
103.12,105.22,105.54,102.89
105.23,106.79,108.30,105.22
107.59,106.19,108.02,105.60
106.81,108.54,108.58,106.45
108.90,109.35,109.35,107.81
109.61,111.30,111.39,108.81
111.30,111.81,111.95,109.96
111.80,112.22,112.54,110.82
113.27,113.23,114.14,112.27
113.11,113.80,115.08,112.97
113.93,114.18,114.41,112.47
114.78,114.97,115.15,113.27
115.26,114.20,115.56,113.71
113.92,113.67,114.85,112.81
114.13,114.42,115.35,112.53
114.69,114.72,115.53,114.31
115.15,114.93,115.24,114.00
114.47,114.18,114.64,113.25
113.07,114.75,114.84,112.51
114.63,116.15,116.41,114.54
115.48,116.16,116.23,114.48
116.12,115.67,116.48,114.09
115.87,116.26,117.14,115.31
115.50,115.80,116.72,115.10
116.00,114.28,116.25,113.62
114.39,113.52,114.64,112.56
114.88,115.91,116.03,114.29
115.48,116.81,117.47,114.97
116.32,118.06,118.09,115.72
117.74,117.72,118.14,116.39
118.19,119.22,119.42,117.91
119.23,118.00,119.61,117.71
118.66,119.38,119.43,118.54
119.21,117.81,119.93,117.19
118.66,119.18,121.07,118.66
118.30,115.41,118.30,115.18
115.90,114.76,115.90,114.42
115.21,116.38,116.55,114.01
116.35,116.83,116.86,115.87
117.30,118.86,118.92,117.30
119.30,117.75,119.81,117.09
117.68,117.42,119.13,116.74
117.81,110.82,117.81,108.61
114.21,116.34,117.34,113.94
116.23,115.09,116.34,114.18
115.59,115.83,117.61,115.18
116.02,111.88,117.19,111.79
111.94,114.72,115.44,111.32
114.12,113.61,115.00,113.02
113.50,111.92,113.79,111.38
111.51,113.98,114.06,110.63
114.33,115.12,115.26,113.56
115.57,115.29,115.96,114.32
115.44,113.27,115.60,112.94
113.08,110.77,113.23,110.73
111.85,110.74,112.51,110.44
111.40,113.30,113.38,111.34
113.54,112.77,113.54,112.28
112.76,109.58,112.82,109.20
109.27,110.42,110.94,108.54
110.08,108.93,110.50,107.92
109.05,108.56,109.61,108.32
106.86,107.70,108.66,104.52
107.18,108.21,108.83,106.68
107.52,109.34,109.64,107.19
109.24,110.23,110.81,108.69
113.70,109.28,113.70,109.23
109.45,109.60,109.92,108.00
109.30,108.09,109.99,107.92
108.00,106.67,108.35,106.54
106.55,107.19,108.48,106.11
107.27,107.63,108.22,106.12
108.57,109.99,110.45,107.79
110.94,109.08,110.94,108.12
109.14,109.84,110.28,106.96
109.88,108.75,109.90,107.77
109.02,111.25,111.33,109.00
111.83,109.15,112.10,108.90
109.60,110.66,110.93,109.60
111.10,110.91,111.87,110.09
111.06,111.11,111.96,110.50
111.31,109.42,111.91,109.26
109.28,109.93,110.29,108.81
109.44,107.97,109.62,107.15
107.96,107.28,108.63,107.00
107.98,106.45,107.98,106.30
105.39,106.32,107.00,105.32
106.43,105.16,106.50,105.00
105.33,106.28,106.90,105.33
106.32,108.27,108.51,106.11
106.30,104.77,107.27,104.54
104.79,107.88,107.98,104.78
107.91,107.86,108.35,106.80
107.80,106.29,107.92,105.87
106.59,106.51,107.76,105.86
107.97,107.38,108.63,105.76
107.82,108.30,108.89,107.09
107.67,104.73,107.90,104.58
103.56,102.85,103.56,101.31
102.86,99.55,102.86,99.17
100.54,100.48,100.84,98.61
99.28,100.49,100.92,99.00
101.49,101.75,102.61,101.02
99.96,100.56,102.78,99.96
100.74,98.55,101.19,98.35
98.91,100.22,100.66,98.87
100.05,98.50,100.11,97.64
98.79,100.36,100.64,98.71
100.44,99.23,101.74,98.93
99.00,97.89,99.60,96.95
97.86,99.78,99.99,97.51
99.77,99.62,100.70,99.16
98.85,101.32,101.90,98.81
101.67,102.67,102.73,100.73
103.05,102.95,103.61,101.77
102.82,100.75,103.70,100.70
100.88,99.52,101.00,98.63
99.62,97.82,100.18,97.71
97.86,100.01,100.55,97.63
100.00,98.11,100.16,97.75
98.62,96.61,98.62,96.58
96.66,95.91,96.66,94.99
99.43,107.56,110.11,99.07
106.42,106.96,109.86,106.12
108.17,105.40,108.32,105.20
105.28,103.82,105.62,103.50
104.01,104.04,105.14,102.64
104.36,104.31,104.88,103.35
104.30,103.55,104.67,102.54
103.83,102.74,104.00,102.39
102.00,102.53,103.12,101.22
102.88,99.64,102.88,99.40
99.46,100.32,100.64,99.01
100.38,101.64,102.30,100.33
102.14,103.35,103.48,101.94
103.28,103.98,104.26,102.90
104.12,106.23,106.77,103.72
107.11,107.00,107.64,106.37
107.73,106.99,107.73,106.04
108.10,109.57,109.78,107.13
109.94,108.10,110.19,108.05
108.09,109.84,109.90,108.00
110.00,111.73,112.11,109.70
112.86,112.10,112.86,110.91
111.99,113.23,113.58,111.31
113.23,115.81,116.32,112.45
115.64,114.30,116.53,114.09
115.24,112.36,115.24,111.85
111.84,110.23,112.38,109.64
110.24,111.98,112.30,110.23
112.29,111.34,113.02,110.25
111.30,109.81,112.07,109.31
108.56,108.20,109.42,108.05
109.25,109.41,110.16,107.68
109.85,110.20,110.95,108.31
110.59,110.45,111.05,109.52
110.73,112.06,112.67,110.23
112.36,112.66,113.42,111.96
112.70,112.43,112.74,111.37
112.80,112.97,114.68,112.80
113.45,114.27,114.70,112.01
113.87,113.74,114.82,112.98
114.25,113.27,114.25,111.93
114.00,112.17,115.00,112.00
112.04,113.12,113.43,110.71
113.38,112.17,113.56,111.81
112.18,113.08,113.91,112.05
112.59,112.85,114.64,111.60
112.35,113.47,114.00,112.35
114.19,114.19,114.74,111.79
114.05,111.79,114.47,111.70
102.28,103.22,104.25,99.00
103.00,102.02,103.01,100.60
101.78,103.77,104.37,101.42
103.37,104.52,105.45,102.84
103.73,102.76,104.12,100.29
102.34,103.42,103.98,101.92
103.51,102.98,104.00,102.53
102.75,102.89,103.55,102.36
103.27,104.46,105.26,102.79
104.09,103.58,105.09,103.12
103.57,103.64,104.21,103.38
104.02,103.31,104.29,102.53
103.15,101.64,103.25,101.24
102.28,101.74,102.56,101.27
102.22,102.22,102.52,101.50
101.94,101.99,102.48,100.99
101.78,101.68,102.28,100.84
101.51,101.43,101.73,100.63
101.39,101.20,101.74,100.60
101.04,102.23,102.71,101.04
102.13,101.78,103.47,101.60
101.80,101.59,102.08,101.38
101.45,101.78,102.06,100.78
99.49,103.08,105.58,99.49
103.55,105.12,105.34,102.41
105.21,104.94,106.02,104.62
104.57,105.28,107.28,104.57
105.33,105.61,106.50,104.78
106.56,106.22,106.72,105.70
106.46,106.84,107.31,105.80
107.23,107.14,107.82,106.71
107.14,105.67,107.99,105.14
105.18,106.84,107.34,104.98
106.54,106.01,107.05,105.08
105.82,107.49,107.66,105.28
107.53,109.24,109.43,107.53
109.98,108.31,110.23,108.03
108.04,108.63,109.15,107.82
108.66,108.58,110.17,107.99
108.17,106.50,108.97,105.98
105.90,106.46,107.20,105.17
106.49,107.20,107.38,105.93
105.73,105.61,106.62,105.03
105.51,104.04,106.12,103.73
104.40,105.05,105.22,103.80
104.84,104.84,105.74,103.68
105.73,104.91,105.82,103.92
105.12,103.95,106.63,103.47
104.19,105.70,105.93,103.54
105.24,105.41,105.74,104.58
105.82,105.60,106.64,105.36
105.73,106.35,106.41,104.44
106.52,106.56,107.01,105.84
106.47,106.36,107.23,105.52
106.17,106.08,106.37,105.37
105.94,105.67,106.89,105.50
104.32,102.57,105.99,101.03
101.90,100.77,102.95,99.84
100.32,99.70,100.47,98.18
99.90,100.80,101.10,98.37
100.54,98.59,100.54,97.81
98.05,98.96,99.96,98.05
99.29,98.30,99.48,97.87
98.33,99.72,99.96,97.92
100.35,99.47,100.97,99.37
99.11,98.85,99.55,97.96
99.45,99.96,100.11,99.27
100.14,98.02,100.37,97.87
98.78,100.34,100.64,98.47
101.00,99.62,101.00,98.95
99.86,99.62,100.33,99.49
99.33,100.20,100.40,98.68
100.28,100.34,101.08,98.81
100.07,98.86,100.07,98.41
99.37,99.59,99.83,98.74
99.89,100.01,100.90,99.59
100.00,101.09,101.48,100.00
100.71,100.75,101.63,100.57
100.78,101.47,101.58,100.78
101.51,100.55,102.00,100.22
100.56,100.28,101.39,100.04
100.17,95.60,100.17,95.16
95.79,96.71,96.72,94.66
96.71,93.42,96.71,92.70
93.40,93.30,94.73,92.69
93.61,94.25,94.52,92.55
93.79,95.81,95.81,93.32
95.37,93.80,95.37,93.79
93.44,93.57,94.38,93.23
92.85,92.70,93.70,92.25
92.67,91.47,93.46,91.35
91.92,92.37,92.59,90.80
92.87,91.21,93.15,91.07
90.88,90.95,91.76,89.96
90.81,91.35,92.22,90.47
91.27,91.47,92.20,90.35
91.44,90.17,91.44,89.61
90.16,90.75,91.14,89.80
89.60,90.90,91.34,88.98
90.69,89.40,91.05,89.36
89.16,86.63,90.53,86.53
86.25,87.01,87.54,84.70
87.43,87.00,87.69,86.35
87.20,87.71,88.53,87.05
87.02,85.82,88.38,85.82
85.56,87.56,87.66,84.12
87.12,85.09,87.28,84.39
85.57,83.63,85.84,83.09
83.31,81.67,84.80,81.36
81.95,80.23,82.35,79.22
79.74,83.87,84.50,78.41
81.86,85.38,85.54,80.71
86.85,85.67,87.59,84.78
85.84,87.51,87.55,84.84
87.80,88.92,89.27,87.39
88.89,87.74,89.69,87.49
88.81,91.01,91.86,87.91
90.57,89.80,90.58,88.82
88.02,87.47,88.47,86.17
88.28,91.02,91.16,87.58
91.82,91.63,92.98,91.02
90.91,90.85,92.18,88.96
91.26,89.95,91.82,86.74
89.68,86.82,90.28,86.13
85.82,83.90,85.90,83.19
84.74,85.70,86.52,83.81
85.12,86.47,86.54,83.89
86.29,88.65,90.61,86.29
89.51,87.11,90.64,86.41
87.39,87.61,88.20,85.77
86.86,86.78,89.03,86.78
86.50,86.29,87.42,84.08
87.14,87.45,88.14,86.03
87.34,86.43,87.34,85.69
87.83,88.30,89.17,87.44
88.38,88.80,89.68,87.20
88.80,90.56,91.53,88.79
91.63,92.40,92.44,90.52
92.16,92.96,93.04,91.44
93.13,91.13,93.54,90.60
90.54,89.24,90.86,88.98
84.61,79.75,84.84,79.59
79.30,78.58,80.26,78.25
77.32,78.46,79.28,76.10
78.45,78.73,79.24,78.21
77.84,78.93,80.06,77.47
77.40,77.30,79.14,77.22
76.08,75.16,76.62,74.36
74.41,76.84,77.21,74.41
75.38,74.14,75.99,73.79
73.74,73.17,74.55,72.74
71.68,71.01,73.42,70.93
71.18,70.00,71.92,69.67
70.01,70.44,72.40,69.38
70.82,73.38,74.08,70.82
73.57,74.29,74.79,72.26
74.18,77.55,77.81,74.18
76.55,76.39,77.19,74.94
76.63,76.95,77.70,76.33
76.54,77.26,77.87,76.31
78.17,77.33,78.86,76.85
77.80,77.28,78.71,76.60
76.94,76.50,77.93,76.27
76.00,76.73,77.70,75.23
76.59,76.55,77.54,75.62
75.35,73.45,75.38,71.90
73.00,72.48,74.00,71.84
72.98,72.32,74.56,71.57
72.94,73.52,73.95,72.52
73.23,71.17,73.34,70.50
70.10,68.45,70.22,68.09
69.07,69.62,69.97,68.51
69.24,72.52,72.63,69.02
73.31,72.52,73.32,71.88
72.94,74.04,74.29,72.94
73.69,73.66,73.76,71.58
74.05,76.17,76.36,73.67
76.51,76.63,76.98,75.56
76.14,75.50,76.97,75.17
75.58,77.27,77.29,75.24
76.78,77.94,78.85,76.37
77.66,73.02,77.83,72.53
73.60,72.61,73.91,71.04
72.13,74.23,75.18,72.13
74.97,76.71,76.73,74.38
77.93,78.02,81.13,77.77
75.95,73.70,76.22,73.08
75.05,74.28,75.96,74.05
74.50,73.21,74.93,72.89
73.57,73.77,75.04,73.57
74.09,73.59,74.09,72.37
72.59,74.08,74.68,72.03
75.31,72.41,76.64,72.14
73.21,73.37,73.63,72.19
73.17,75.21,75.34,72.11
74.29,74.10,75.81,73.92
72.03,73.14,74.55,71.20
73.12,72.24,73.47,71.97
71.50,72.19,73.14,71.25
73.14,72.42,73.36,71.61
72.54,71.86,73.20,71.51
71.52,69.88,72.61,69.75
71.94,72.66,76.62,71.15
72.76,73.29,73.52,70.45
72.89,73.49,73.95,72.11
73.43,75.25,75.79,72.76
75.21,72.57,75.29,72.44
71.85,70.12,72.46,69.93
69.83,69.70,70.72,68.97
69.69,68.91,70.10,68.89
69.16,68.75,69.53,67.64
68.99,67.95,69.19,67.90
67.16,66.13,67.26,65.28
65.66,66.54,66.68,65.28
66.02,66.46,67.14,65.62
66.25,68.82,69.22,65.64
68.05,67.97,68.44,67.19
68.49,69.47,69.81,68.14
69.44,69.37,70.41,69.35
69.93,69.23,69.99,68.56
69.04,68.83,70.06,68.02
69.60,68.42,70.10,67.88
68.27,68.26,68.64,67.02
67.99,67.87,68.91,66.96
67.49,68.39,68.52,67.04
68.81,68.55,69.68,68.43
68.29,68.34,69.71,67.56
68.96,69.44,69.85,68.78
69.37,69.39,70.57,68.80
69.72,69.57,70.04,68.78
69.59,71.50,71.71,69.59
71.62,71.39,71.97,70.58
71.82,71.10,71.82,70.79
71.66,72.52,72.93,71.54
73.23,75.94,76.87,72.61
75.24,75.05,76.27,74.11
74.88,72.30,74.89,72.24
72.19,72.32,73.26,72.02
72.40,70.86,72.53,70.26
70.80,71.76,72.25,70.58
72.04,74.07,74.11,71.60
73.67,73.39,73.78,72.67
73.96,74.37,74.79,73.36
74.13,74.08,74.83,73.82
73.67,75.85,76.33,73.28
76.37,79.72,81.78,75.85
79.48,79.77,80.93,78.89
79.89,80.20,81.01,79.51
81.13,78.91,81.68,78.66
79.86,79.14,80.79,78.62
78.66,77.86,78.71,76.54
78.84,77.76,79.03,77.00
77.55,76.02,77.63,76.00
76.78,76.96,78.27,76.48
77.78,77.39,77.99,76.83
77.69,77.04,78.50,76.77
76.65,76.80,77.42,75.94
76.58,77.12,77.50,75.88
76.31,76.28,76.64,75.43
76.79,76.18,77.10,75.84
76.69,77.28,77.49,76.69
76.57,76.77,77.64,76.43
75.90,75.12,76.64,74.79
75.03,76.30,76.36,74.98
76.14,75.83,76.39,74.69
75.77,75.58,76.63,75.46
75.56,75.41,76.17,74.27
75.99,77.34,78.35,75.99
77.34,76.82,78.40,76.37
76.27,75.59,76.47,75.25
75.19,76.60,77.01,75.05
76.28,76.26,77.27,75.84
76.90,76.56,77.21,76.21
77.84,79.06,79.20,77.22
79.03,78.78,79.03,77.98
78.60,77.25,78.77,76.96
76.10,74.70,76.37,74.48
74.91,75.96,76.08,74.81
76.55,75.22,77.83,74.67
75.64,73.89,76.00,73.41
73.52,73.21,73.97,72.69
73.54,74.97,75.00,72.84
74.64,75.50,75.80,74.45
75.16,76.03,76.33,75.16
75.98,76.10,76.60,75.83
75.96,77.21,77.35,75.32
76.54,75.18,76.75,75.06
75.89,75.25,75.96,74.87
75.12,72.55,75.48,71.98
73.27,73.12,73.80,72.35
71.57,72.16,72.85,71.51
71.75,72.75,73.36,70.16
72.11,71.28,73.24,70.32
71.28,71.34,72.35,71.18
71.87,70.43,72.50,70.32
70.63,70.92,71.44,70.08
71.00,70.80,72.55,70.75
70.46,67.22,70.62,67.12
67.77,66.37,67.77,66.06
66.49,64.82,66.70,64.67
64.60,63.89,65.09,63.60
63.93,63.29,64.56,63.23
62.78,62.00,63.18,61.20
62.60,61.96,63.30,60.98
61.94,61.43,62.35,61.16
60.54,60.65,61.14,59.99
61.33,61.90,62.26,60.11
61.49,63.44,63.56,61.49
63.33,62.00,63.98,61.54
60.35,58.41,61.28,58.25
57.60,57.56,58.38,56.24
58.49,57.24,59.30,57.01
58.27,58.29,58.65,57.42
58.09,59.51,59.78,56.81
59.04,58.94,60.33,58.59
59.53,62.45,62.53,59.15
61.32,62.32,62.70,61.14
62.38,62.64,63.71,61.16
62.24,60.72,62.89,59.79
61.02,61.02,61.83,60.39
61.22,61.49,61.80,60.43
61.15,61.15,62.03,60.87
60.68,59.73,61.31,58.92
59.69,58.46,60.62,58.16
58.30,57.15,59.58,57.10
53.58,55.11,57.00,53.37
56.87,56.28,57.39,55.26
58.75,60.69,61.65,58.25
61.82,66.01,67.54,61.48
65.21,67.61,68.17,64.93
66.71,68.94,69.27,65.14
66.35,67.55,68.86,66.01
68.65,69.05,69.43,66.27
69.14,68.14,69.36,66.47
66.96,66.91,68.22,66.22
67.07,66.63,67.72,65.73
66.41,64.72,68.11,63.47
65.07,64.77,65.88,63.59
63.88,64.14,64.19,63.00
63.78,63.80,64.43,62.91
64.11,65.01,65.32,64.05
65.30,66.95,67.99,65.00
66.47,65.90,67.56,64.88
64.88,63.25,65.13,63.04
64.03,62.98,64.03,62.46
62.28,62.07,63.10,61.58
62.44,61.44,62.50,61.23
60.99,60.77,61.36,60.15
61.26,61.45,61.80,60.54
60.65,59.23,60.65,59.21
59.86,58.59,61.04,57.89
58.95,58.22,59.41,57.05
59.05,57.67,60.21,56.90
56.87,61.80,61.82,56.87
61.80,63.99,64.53,61.73
64.32,64.03,65.65,63.63
64.50,65.89,66.57,63.70
65.75,66.65,66.98,63.97
66.69,67.99,68.69,65.98
67.95,64.95,67.95,64.39
64.21,64.91,65.65,63.85
64.93,64.40,65.79,64.02
64.10,64.96,65.07,62.56
65.14,64.70,65.28,63.28
63.94,64.65,64.79,63.35
64.41,65.70,66.91,64.41
65.50,63.90,65.69,63.77
64.45,64.74,65.72,64.07
64.40,64.21,64.95,63.21
64.23,63.19,64.52,62.56
62.29,62.40,63.34,61.55
63.61,65.72,66.18,62.64
65.27,61.20,66.67,60.36
61.20,61.56,62.38,59.72
60.85,63.15,63.29,60.65
63.16,64.29,64.94,63.08
64.39,64.69,65.44,63.98
64.38,62.83,65.66,62.78
62.23,62.69,63.82,61.47
62.70,62.47,63.20,60.59
62.31,61.89,62.47,60.76
61.53,61.37,61.90,59.86
60.16,59.66,62.03,59.41
59.25,59.48,60.07,57.98
59.50,61.78,61.88,58.84
61.45,61.18,61.75,59.89
61.76,62.61,63.31,61.42
61.97,61.17,62.72,60.89
61.17,60.72,61.70,60.39
60.55,62.15,62.56,60.11
62.42,63.05,64.36,62.27
62.05,63.10,64.16,62.05
62.52,62.74,63.07,62.02
63.77,63.11,64.16,62.26
62.81,63.28,63.52,62.53
62.74,61.73,63.32,61.04
62.27,61.02,63.00,60.58
60.31,60.10,61.11,59.22
58.78,58.71,58.92,57.47
57.68,58.99,60.05,57.56
59.59,58.78,61.09,58.11
58.72,60.38,60.68,58.49
59.70,58.11,60.50,58.02
57.40,58.24,58.69,57.40
58.96,60.41,61.16,58.80
60.11,59.43,61.48,59.20
59.34,58.02,59.71,57.36
57.98,57.59,58.25,56.96
57.95,57.96,59.17,57.22
58.28,59.92,60.49,58.28
61.44,61.84,62.00,60.74
61.92,61.17,62.24,60.94
59.92,60.25,60.45,59.31
61.58,60.18,63.05,59.90
58.99,59.44,60.49,58.99
59.15,59.23,60.28,58.80
59.79,60.94,61.52,59.14
60.83,58.50,60.90,58.30
57.14,56.48,57.21,55.89
55.41,56.28,58.00,55.41
56.59,54.46,56.90,54.33
54.46,53.73,54.50,53.24
54.38,53.94,54.74,52.92
54.30,53.00,55.35,52.92
53.50,55.19,55.45,52.74
53.44,53.88,54.55,52.65
54.04,53.38,54.56,52.31
52.65,52.56,53.20,50.71
52.15,53.42,55.58,51.87
54.96,54.94,55.51,53.62
52.91,52.73,54.85,52.41
53.95,55.11,55.41,53.31
54.64,55.68,56.78,54.39
57.65,56.23,57.97,55.55
56.24,58.64,58.67,55.12
57.38,57.24,58.23,56.24
56.19,55.45,56.19,54.88
56.11,53.92,56.11,52.32
53.93,54.66,56.88,53.93
54.00,53.34,54.47,52.45
52.45,52.80,53.06,51.60
52.18,51.29,52.51,50.17
51.01,50.41,52.33,50.20
49.99,49.90,51.10,48.88
50.44,50.81,51.81,50.38
51.74,51.34,52.00,50.94
52.37,53.18,53.60,52.35
55.15,53.38,55.15,52.84
53.10,52.38,53.21,51.96
53.51,52.23,53.51,52.18
51.92,51.53,52.83,51.44
50.71,51.13,51.38,49.09
51.89,49.99,52.92,49.33
50.25,52.81,53.75,49.38
52.90,54.25,54.83,52.36
54.52,55.44,55.98,54.10
54.91,55.16,55.60,53.67
54.99,56.67,57.30,54.64
57.02,57.48,58.37,55.92
57.28,59.85,59.98,56.99
59.49,58.13,59.56,57.66
58.80,58.32,59.30,57.12
57.71,58.29,58.57,56.99
59.38,59.73,60.70,59.23
58.94,59.52,59.88,57.70
58.69,58.96,59.66,58.36
59.25,60.52,60.84,58.69
61.10,60.90,61.36,60.34
61.18,59.49,61.80,59.17
59.11,60.27,60.35,58.26
59.33,58.74,60.11,58.40
58.23,58.09,59.74,57.68
57.05,59.83,60.14,57.05
60.06,59.65,60.26,58.83
59.02,60.01,60.15,57.98
60.81,59.44,61.17,59.00
59.14,60.56,60.91,59.14
59.58,61.00,61.01,58.84
60.81,59.21,60.88,58.73
58.86,58.36,59.19,57.73
58.80,59.23,59.76,57.46
58.89,57.65,59.36,57.03
58.78,58.40,59.24,58.04
58.57,57.92,59.18,57.80
58.47,59.44,59.72,57.93
59.36,60.30,60.52,58.99
60.70,59.14,60.72,58.98
58.68,58.38,58.95,57.66
57.07,59.82,60.31,57.07
60.40,61.97,62.73,60.08
61.55,61.72,62.62,60.35
61.96,60.74,61.96,60.48
60.98,62.04,63.22,60.58
61.71,61.38,62.25,60.91
61.46,59.73,62.02,58.11
59.86,62.31,62.85,59.36
61.43,61.39,62.49,60.74
61.72,64.82,65.00,61.72
64.80,65.04,65.57,63.75
63.98,63.83,64.26,63.20
63.70,62.54,64.66,62.32
63.44,62.27,63.51,61.73
61.82,61.77,63.36,61.56
61.24,59.44,61.29,58.68
59.71,59.86,60.45,59.12
59.75,59.35,60.40,58.60
59.85,59.11,60.56,58.38
58.64,57.35,59.00,57.16
58.44,59.30,59.90,58.44
59.12,59.14,60.50,58.89
59.03,58.48,59.91,58.23
57.99,58.72,59.26,57.44
58.85,60.43,60.87,58.77
60.01,59.38,60.37,59.07
59.75,59.57,59.89,58.77
60.15,60.76,60.95,59.95
61.23,60.81,61.72,60.45
60.74,61.49,61.53,60.25
61.72,61.03,62.58,60.85
60.35,60.30,60.81,59.42
59.85,59.39,60.12,58.65
59.32,59.81,60.61,59.01
60.53,63.67,63.91,60.34
63.96,64.92,65.13,63.90
65.64,65.65,66.73,65.02
64.75,64.45,65.23,64.37
63.59,62.56,64.25,62.49
61.36,61.44,62.75,60.96
60.97,61.34,62.12,60.33
61.03,60.53,61.85,60.34
59.69,59.20,59.83,58.23
59.50,60.76,60.93,59.41
61.65,60.56,61.75,60.50
60.38,60.53,61.01,59.62
60.60,60.38,60.82,59.89
61.37,61.45,61.82,61.01
59.16,59.86,60.18,59.09
59.01,56.37,59.08,56.24
57.34,56.54,57.34,56.32
57.17,57.29,57.70,56.59
57.10,58.43,58.43,56.86
58.50,59.10,59.89,58.38
58.30,56.54,58.55,55.32
56.17,56.83,56.95,55.68
57.20,56.89,58.62,56.50
57.66,57.15,58.43,57.03
57.55,56.56,58.05,56.41
57.51,58.95,59.76,57.51
59.06,58.06,59.24,57.84
58.81,59.18,59.77,58.54
59.55,59.25,59.55,58.75
59.19,59.08,59.19,58.26
58.93,58.17,59.03,57.96
57.75,57.74,58.41,57.02
57.85,57.71,58.53,57.54
57.82,57.59,58.47,57.39
57.25,55.92,57.52,55.61
55.76,56.12,56.27,55.12
56.29,56.31,56.64,55.16
55.93,55.37,56.93,55.28
54.93,54.43,54.93,51.92
53.63,52.52,54.32,52.20
52.94,53.32,53.71,52.34
53.26,54.76,54.85,52.86
54.48,55.13,55.23,54.13
55.09,56.30,56.53,54.81
56.83,57.42,57.59,56.32
57.77,57.08,57.77,56.66
57.32,56.46,57.58,56.31
56.72,57.93,58.35,56.36
58.01,56.36,58.35,56.10
56.61,57.09,57.41,56.42
57.30,57.04,57.51,56.77
56.98,57.83,57.86,56.45
58.12,58.64,59.09,57.64
58.34,58.10,58.46,57.70
57.54,57.44,57.84,56.81
57.56,57.96,58.41,57.48
57.67,57.72,58.30,57.48
57.85,57.80,58.32,57.35
57.91,57.15,58.55,56.89
57.05,57.01,57.27,56.70
57.04,56.52,57.75,56.41
56.41,55.57,56.55,55.47
55.25,55.35,55.35,54.39
56.03,55.48,56.19,55.37
55.33,55.08,55.45,54.60
55.23,55.18,55.70,54.71
55.54,55.99,56.23,55.19
55.29,54.03,55.82,54.03
53.55,54.92,55.16,53.24
54.04,53.35,54.09,52.96
53.37,52.40,53.49,52.37
52.70,52.35,52.97,52.12
51.67,50.95,51.86,50.13
51.50,50.84,51.86,50.81
50.81,50.23,50.94,50.22
50.82,51.66,51.66,50.68
52.25,52.59,52.82,51.99
52.24,51.36,52.64,51.10
51.81,51.64,52.36,51.53
51.10,51.38,51.52,50.36
51.77,54.03,54.08,51.29
54.08,54.78,55.26,54.08
55.30,55.74,56.10,54.75
55.73,55.82,56.05,54.67
55.82,55.71,56.11,55.32
56.30,56.08,57.32,55.99
56.25,56.53,57.05,56.25
56.53,56.16,56.82,55.91
57.10,56.90,57.40,56.35
56.40,56.05,56.70,55.75
55.95,55.65,56.00,55.45
55.20,55.80,56.10,55.00
56.00,55.00,56.35,54.80
55.20,54.45,56.25,54.35
54.90,53.30,55.52,53.20
53.65,54.10,54.45,53.50
53.45,53.85,54.15,52.90
53.55,54.25,54.25,53.25
55.25,53.55,55.25,52.75
53.15,52.35,53.65,52.15
51.05,51.85,52.20,50.85
51.70,49.95,52.00,49.40
49.65,48.45,50.45,47.68
48.25,47.50,48.45,47.45
48.05,47.50,48.30,46.95
46.95,47.80,48.10,46.90
47.85,48.05,48.95,47.65
48.00,47.65,48.15,47.05
48.25,48.00,48.25,47.55
48.05,47.50,48.05,47.20
47.55,48.60,49.15,47.30
48.50,49.60,49.90,47.70
49.05,50.45,50.58,48.80
50.55,51.95,52.20,50.45
52.35,53.80,54.05,52.35
53.75,53.55,54.30,52.55
53.70,54.00,54.50,53.68
54.15,53.80,54.20,53.35
54.55,55.40,55.55,54.23
55.40,55.25,55.75,54.55
54.85,55.45,55.55,54.85
55.15,54.25,55.15,54.00
54.45,53.90,54.80,53.10
53.00,53.60,53.85,52.50
55.85,56.55,57.60,55.25
57.50,57.35,57.50,56.45
57.30,57.75,57.95,57.15
58.15,60.10,61.80,58.05
59.50,60.40,60.70,59.15
