ACLS,Axcelis Technologies,NASDAQ
6.80,6.80,6.96,6.56
6.60,6.80,6.92,6.60
6.88,7.08,7.08,6.72
7.12,7.12,7.20,6.92
7.16,7.16,7.40,7.12
7.16,7.28,7.32,6.84
7.28,7.20,7.36,7.04
7.16,7.16,7.24,7.08
7.08,7.16,7.32,7.08
7.32,7.40,7.40,7.16
7.60,7.36,7.62,7.24
7.36,7.56,7.64,7.00
7.60,7.84,8.00,7.56
7.92,7.80,8.08,7.70
7.80,7.68,7.87,7.48
7.72,7.96,8.00,7.72
7.96,8.00,8.08,7.68
8.08,8.24,8.44,8.04
8.24,8.24,8.40,8.20
8.20,8.12,8.36,8.00
8.04,7.96,8.16,7.64
8.08,7.72,8.08,7.64
7.68,7.76,7.80,7.64
7.76,8.04,8.04,7.76
8.00,8.20,8.34,8.00
8.36,8.20,8.36,8.08
8.28,8.76,8.80,8.20
8.76,8.72,8.96,8.56
8.88,8.84,8.96,8.68
8.64,8.52,8.80,8.44
8.44,8.04,8.44,7.92
8.04,7.72,8.04,7.68
7.68,7.60,7.76,7.52
7.48,7.56,7.72,7.24
7.40,7.40,7.59,7.40
7.40,7.84,7.84,7.40
7.80,8.16,8.22,7.69
8.24,7.92,8.36,7.80
7.84,7.72,8.24,7.68
7.68,7.72,8.06,7.64
7.56,7.48,7.80,7.48
7.48,7.56,7.72,7.40
7.48,7.52,7.68,7.45
7.60,7.88,7.92,7.52
7.84,7.80,7.96,7.72
7.88,7.88,8.08,7.72
7.72,7.48,7.80,7.48
7.48,7.56,7.68,7.44
7.68,7.96,8.00,7.68
7.96,7.92,8.04,7.60
8.00,7.80,8.12,7.68
7.84,8.08,8.28,7.84
8.16,8.24,8.38,8.16
8.24,8.20,8.40,8.00
8.36,8.84,8.84,8.32
9.04,8.96,9.28,8.84
9.04,9.04,9.24,8.64
9.20,8.96,9.28,8.92
9.08,9.08,9.20,8.96
9.36,8.92,9.52,8.84
8.92,9.04,9.08,8.84
9.04,8.92,9.04,8.80
8.92,8.94,9.04,8.88
9.00,8.76,9.08,8.68
8.84,8.52,8.84,8.28
8.56,8.48,8.68,8.20
8.40,8.86,8.96,8.40
8.92,8.84,9.28,8.84
8.72,8.60,8.84,8.56
8.48,8.44,8.56,8.20
8.44,8.72,8.88,8.44
9.04,8.88,9.40,8.80
8.80,8.96,9.00,8.64
8.92,9.36,9.40,8.92
9.20,9.08,9.28,9.04
9.40,9.00,9.68,8.76
9.04,9.04,9.16,8.92
9.16,9.48,9.48,9.08
9.32,9.28,9.60,9.16
9.20,9.56,9.58,9.20
9.60,9.20,9.60,9.20
9.28,9.36,9.52,9.24
9.32,9.34,9.48,9.28
9.48,9.32,9.48,9.12
9.28,9.04,9.36,8.96
9.36,9.64,9.92,9.28
9.64,9.52,9.80,9.36
9.52,9.44,9.60,9.20
9.52,9.36,9.54,9.12
9.32,9.12,9.38,9.12
9.12,9.44,9.52,9.08
9.48,8.72,9.48,8.72
8.76,8.68,8.88,8.52
8.60,8.68,8.88,8.56
8.80,8.84,8.96,8.56
8.72,8.88,8.96,8.72
8.88,9.04,9.20,8.88
9.56,9.32,9.68,9.20
9.40,9.48,9.64,9.32
9.60,9.16,9.60,9.08
9.08,9.08,9.40,9.08
9.04,9.32,9.40,8.84
9.40,9.00,9.44,8.96
9.08,8.72,9.28,8.68
8.80,8.24,8.84,8.24
8.24,8.24,8.44,8.16
8.24,8.84,8.92,8.20
8.92,8.98,9.00,8.64
9.00,8.92,9.00,8.84
9.00,8.96,9.00,8.88
8.88,8.84,8.92,8.40
8.84,8.76,8.86,8.48
8.84,8.88,8.96,8.80
8.88,8.72,8.96,8.72
8.72,8.92,9.00,8.62
8.96,9.20,9.28,8.80
9.12,8.96,9.28,8.96
9.16,8.88,9.16,8.84
8.92,8.48,9.12,8.40
8.48,8.64,8.76,8.40
8.68,8.44,8.72,8.40
8.40,8.48,8.52,8.40
8.72,8.84,8.92,8.48
8.88,8.80,9.00,8.72
8.76,9.00,9.00,8.60
9.00,8.92,9.00,8.68
8.92,8.92,9.00,8.68
9.00,9.34,9.40,8.92
9.52,9.64,9.76,9.40
9.76,9.96,10.04,9.72
10.04,9.92,10.08,9.76
10.00,9.64,10.00,9.60
9.84,9.72,9.84,9.68
9.80,9.76,9.92,9.72
9.84,9.52,9.84,9.36
9.52,9.76,9.84,9.48
9.84,9.64,9.88,9.60
9.72,9.52,9.96,9.42
9.52,9.52,9.68,9.44
9.72,9.88,10.04,9.68
9.92,9.20,9.96,9.12
9.24,9.20,9.40,9.12
9.24,9.40,9.40,9.12
9.48,9.36,9.48,9.32
9.36,9.48,9.60,9.20
9.36,9.48,9.96,9.32
9.60,9.80,9.84,9.58
9.84,10.00,10.32,9.80
10.00,10.04,10.20,9.80
10.00,9.60,10.08,9.44
9.56,9.32,9.56,8.96
9.28,9.24,9.32,9.08
9.16,9.16,9.28,9.08
9.16,9.60,9.68,9.16
9.40,9.68,9.81,9.32
9.44,9.28,9.68,9.04
9.12,9.64,9.68,9.00
8.88,8.84,9.23,8.60
8.80,8.72,8.84,8.44
8.72,8.52,8.76,8.40
8.52,8.80,8.84,8.40
8.72,8.60,8.72,8.36
8.52,8.60,8.76,8.32
8.60,8.72,8.72,8.56
8.72,8.74,8.88,8.56
8.64,8.76,8.76,8.60
8.68,8.80,8.88,8.68
8.84,9.04,9.16,8.74
9.12,8.92,9.16,8.80
9.00,9.08,9.08,8.88
9.08,9.08,9.12,8.96
9.04,9.04,9.52,8.84
9.00,9.12,9.24,9.00
9.16,8.92,9.20,8.84
8.80,8.80,8.88,8.56
8.92,9.20,9.28,8.92
9.12,9.08,9.18,8.88
9.08,8.96,9.28,8.92
9.08,9.00,9.12,8.88
8.92,9.04,9.08,8.88
9.24,9.48,9.68,9.20
9.40,9.52,9.56,9.24
9.56,9.40,9.56,9.36
9.32,9.28,9.40,9.20
9.36,9.44,9.48,9.20
9.44,9.60,9.60,9.40
9.56,9.40,9.60,9.24
9.32,9.32,9.48,9.24
9.40,9.24,9.48,9.16
9.20,9.16,9.36,9.00
9.20,9.12,9.40,8.92
9.24,8.80,9.28,8.80
8.76,8.60,8.80,8.44
8.56,8.44,8.64,8.40
8.44,8.60,8.64,8.40
8.56,9.00,9.00,8.48
8.92,8.96,8.96,8.64
8.88,8.72,9.00,8.66
8.80,8.36,8.84,8.24
8.36,8.08,8.48,8.08
8.04,8.20,8.32,8.00
8.12,8.24,8.48,8.04
8.20,8.00,8.32,7.88
7.84,7.68,8.08,7.64
7.80,7.40,7.80,7.32
7.52,7.60,7.82,7.40
7.64,7.60,7.76,7.32
7.56,7.80,7.84,7.48
7.76,7.64,7.76,7.52
7.64,7.76,7.80,7.56
7.68,7.68,7.76,7.60
7.76,7.68,7.80,7.60
7.80,7.20,7.84,7.20
7.28,7.16,7.36,6.96
7.24,7.20,7.36,7.04
7.12,7.16,7.16,6.96
7.12,7.08,7.12,6.84
7.08,6.92,7.12,6.80
6.84,7.02,7.20,6.80
6.92,7.08,7.24,6.84
7.04,6.44,7.04,6.24
6.40,6.16,6.56,6.16
6.08,6.48,6.48,6.00
6.68,6.76,6.76,6.50
6.80,6.56,6.84,6.56
6.52,6.24,6.76,6.20
6.16,6.24,6.32,6.16
6.28,6.40,6.52,6.20
6.40,6.44,6.48,6.20
6.40,6.72,7.00,6.24
6.80,6.72,6.88,6.56
6.72,6.96,7.02,6.70
7.00,7.04,7.04,6.88
7.28,7.36,7.52,7.20
7.40,7.24,7.48,7.22
7.40,7.40,7.48,7.28
7.44,7.52,7.70,7.32
7.64,7.36,7.92,7.36
7.28,7.32,7.36,7.12
7.24,7.28,7.36,7.16
7.28,7.36,7.40,7.12
7.44,7.64,7.64,7.40
7.64,7.72,7.88,7.56
7.72,7.68,7.84,7.52
7.68,7.68,7.76,7.56
7.64,7.60,7.76,7.52
7.60,7.64,7.72,7.52
7.60,7.76,7.76,7.36
7.72,7.76,7.80,7.58
7.72,7.92,8.00,7.56
8.00,7.98,8.04,7.84
8.04,7.96,8.04,7.52
7.92,8.04,8.08,7.72
8.00,7.80,8.04,7.80
7.72,7.96,7.96,7.64
7.68,7.60,7.88,7.56
7.52,7.84,7.92,7.48
7.76,8.00,8.00,7.60
7.92,8.04,8.20,7.80
8.08,8.12,8.16,8.00
8.12,8.24,8.24,8.04
8.08,7.84,8.24,7.84
7.40,7.00,7.56,6.80
6.92,7.02,7.12,6.92
6.84,7.12,7.20,6.84
7.12,7.24,7.32,7.12
7.36,7.24,7.36,7.16
7.20,7.20,7.28,7.16
7.20,7.24,7.28,7.16
7.20,7.24,7.32,7.12
7.12,7.28,7.32,7.08
7.20,7.28,7.32,7.12
7.32,7.20,7.36,7.08
7.20,7.04,7.24,6.96
7.04,7.04,7.08,6.96
6.92,6.92,7.04,6.84
6.88,6.92,6.96,6.84
6.92,6.88,6.96,6.88
7.00,7.04,7.04,6.92
6.92,7.00,7.00,6.88
7.04,7.00,7.16,6.88
6.88,6.92,7.00,6.84
6.84,6.92,7.16,6.84
6.84,6.92,7.04,6.84
6.92,6.84,6.92,6.80
6.80,7.00,7.08,6.72
7.08,7.08,7.08,6.76
7.04,7.04,7.16,6.98
7.04,7.08,7.16,7.00
7.04,7.12,7.16,7.00
7.20,7.04,7.20,6.88
7.08,7.12,7.12,6.92
7.08,7.28,7.28,7.08
7.20,7.24,7.28,7.12
7.20,7.48,7.52,7.06
7.44,7.52,7.60,7.28
7.52,7.64,7.76,7.28
7.68,7.64,7.68,7.48
7.88,8.04,8.20,7.72
8.08,8.00,8.12,7.80
8.00,8.08,8.08,7.76
8.04,8.16,8.20,7.85
8.16,7.96,8.16,7.96
8.00,7.96,8.04,7.80
7.88,7.96,8.00,7.88
7.92,7.92,8.00,7.80
8.00,7.96,8.00,7.84
7.92,8.00,8.16,7.84
8.00,8.04,8.20,7.92
8.00,7.92,8.04,7.84
7.92,7.84,7.96,7.84
7.80,7.80,8.20,7.56
7.72,7.80,8.12,7.72
7.88,8.48,8.64,7.88
8.56,8.44,8.68,8.16
8.36,8.08,8.44,8.04
8.08,8.00,8.28,7.60
8.08,8.00,8.12,7.88
8.04,7.76,8.21,7.68
7.76,7.68,7.82,7.64
7.52,7.80,7.84,7.52
7.84,7.96,8.00,7.68
8.00,8.04,8.24,7.72
8.00,8.28,8.32,7.84
8.40,8.28,8.44,8.08
8.28,8.26,8.48,8.20
8.20,7.84,8.32,7.84
7.88,8.08,8.16,7.72
8.08,7.72,8.20,7.64
7.64,7.20,7.74,7.20
6.92,7.24,7.44,6.88
7.36,7.40,7.51,7.08
7.32,7.56,7.56,7.16
7.40,7.76,8.04,7.24
7.88,7.76,8.06,7.72
7.68,7.68,7.82,7.64
7.76,7.84,7.96,7.67
7.84,7.56,7.94,7.52
7.60,7.88,7.92,7.44
7.88,7.92,7.96,7.72
7.84,7.84,8.00,7.72
7.92,8.44,8.44,7.84
8.40,8.68,8.68,8.12
8.72,8.76,8.76,8.44
8.80,8.72,8.88,8.60
8.68,8.64,8.76,8.34
8.64,8.68,8.88,8.48
8.80,9.32,9.36,8.64
9.12,8.56,9.12,8.00
8.48,8.52,8.56,8.36
8.56,8.60,8.68,8.32
8.56,8.60,8.64,8.40
8.52,8.56,8.64,8.44
8.60,8.60,8.68,8.52
8.32,8.76,8.84,8.32
8.76,8.68,8.78,8.60
8.76,8.76,8.84,8.66
8.72,8.60,8.76,8.48
8.52,8.60,8.64,8.40
8.76,8.56,8.76,8.52
8.52,8.64,8.68,8.52
8.68,8.68,8.68,8.60
8.68,8.80,8.80,8.64
8.80,8.60,9.00,8.52
8.60,8.68,8.76,8.56
8.44,8.88,8.88,8.36
8.84,8.96,9.16,8.76
9.00,8.92,9.08,8.90
8.88,9.12,9.16,8.88
9.04,8.96,9.20,8.88
8.96,9.32,9.40,8.84
9.20,9.28,9.48,9.16
9.36,9.40,9.52,9.28
9.24,9.40,9.56,9.04
9.40,9.28,9.60,9.28
9.28,9.28,9.52,9.28
9.24,9.48,9.56,9.12
9.60,9.60,9.60,9.48
9.52,9.64,9.76,9.32
9.60,9.92,9.92,9.49
9.88,9.72,9.92,9.64
9.72,9.88,9.92,9.72
9.88,9.96,9.96,9.80
9.96,9.96,9.96,9.92
9.96,10.08,10.12,9.68
10.12,10.24,10.40,9.84
10.24,10.20,10.40,10.00
10.08,10.00,10.38,9.76
10.00,9.60,10.16,9.40
9.68,9.72,9.76,9.60
9.76,9.92,9.96,9.60
9.96,10.08,10.20,9.92
10.00,9.80,10.12,9.70
9.96,9.60,10.04,9.56
9.48,9.60,9.72,9.32
9.68,9.60,9.80,9.56
9.56,9.96,10.04,9.28
10.00,10.00,10.08,9.72
9.92,9.88,10.16,9.80
10.00,10.08,10.12,9.72
10.16,9.96,10.16,9.80
9.92,9.92,10.00,9.72
9.80,9.72,9.92,9.64
9.84,9.76,9.92,9.60
9.80,10.08,10.20,9.80
9.92,9.60,10.36,9.60
9.68,9.84,9.84,9.32
9.80,9.80,10.00,9.69
9.80,10.00,10.00,9.72
10.00,10.28,10.28,10.00
10.40,10.68,11.76,10.24
10.68,10.56,11.20,10.52
10.56,10.64,10.76,10.40
10.64,10.64,10.72,10.54
10.68,11.08,11.08,10.64
10.92,11.24,11.36,10.88
11.20,11.08,11.40,11.00
11.08,11.20,11.24,10.70
11.20,11.12,11.20,11.08
11.16,10.80,11.22,10.60
10.84,10.40,10.84,10.28
10.28,10.96,11.00,10.24
10.88,11.32,11.44,10.88
11.56,11.44,11.76,11.12
11.48,11.20,11.60,11.20
11.32,11.52,11.56,11.32
11.52,11.32,11.60,11.24
11.32,11.20,11.44,11.20
11.20,11.20,11.36,11.00
11.20,10.84,11.40,10.84
10.84,10.84,10.92,10.64
10.80,10.52,10.88,10.44
10.48,10.48,10.80,10.44
10.52,10.76,10.76,10.44
10.80,10.88,11.12,10.72
11.00,10.88,11.00,10.82
10.84,10.84,10.96,10.68
10.76,10.12,10.84,9.78
10.04,10.16,10.28,10.02
10.24,9.88,10.36,9.76
9.88,10.08,10.08,9.64
10.16,10.04,10.22,9.97
10.16,9.60,10.24,9.60
9.44,9.40,9.60,8.84
9.36,9.40,9.52,9.16
9.40,9.60,9.64,9.34
9.60,9.52,9.60,9.32
9.72,10.40,10.60,9.52
10.44,10.32,10.52,10.32
10.20,10.12,10.52,10.08
10.12,10.40,10.64,10.04
10.36,10.44,10.56,10.12
10.52,10.44,10.52,10.24
10.56,10.64,10.72,10.36
10.56,10.56,10.64,10.48
10.60,10.56,10.64,10.48
10.48,10.60,10.64,10.20
10.56,10.44,10.56,10.32
10.40,9.96,10.40,9.76
9.96,10.08,10.24,9.92
10.12,10.56,10.68,10.12
10.64,10.56,10.64,10.20
10.52,10.60,10.64,10.24
10.60,10.48,10.68,10.20
10.56,10.32,10.64,10.12
10.32,10.52,10.60,10.24
10.36,10.44,10.73,10.36
10.44,10.08,10.60,10.08
10.04,10.32,10.50,10.04
10.40,10.40,10.52,10.28
10.40,10.36,10.40,10.20
11.24,11.08,11.76,11.08
11.00,11.80,11.88,11.00
11.80,11.68,11.80,11.28
11.80,12.12,12.20,11.60
12.12,12.32,12.36,12.04
12.44,12.44,12.60,12.16
12.60,12.64,12.68,12.48
12.64,12.60,12.76,12.56
12.68,12.84,13.04,12.60
13.00,12.56,13.12,12.56
12.52,12.56,12.72,12.44
12.60,12.52,12.60,12.44
12.48,12.52,12.76,12.20
12.48,12.60,12.68,12.08
12.72,12.96,13.04,12.52
12.84,12.84,12.96,12.70
12.80,12.80,12.92,12.64
12.88,12.84,12.96,12.40
12.64,12.60,12.84,12.56
12.60,12.68,12.72,12.56
12.64,12.40,12.68,12.20
12.28,12.56,12.68,12.20
12.44,12.32,12.56,12.28
12.36,12.08,12.40,12.08
12.24,12.36,12.40,12.20
12.40,12.20,12.50,12.16
12.20,12.24,12.36,12.08
12.16,12.04,12.24,11.88
12.00,12.04,12.12,11.96
12.04,12.08,12.16,11.96
12.12,12.12,12.28,11.96
12.12,12.16,12.34,11.87
12.20,11.96,12.35,11.88
12.40,12.12,12.52,12.12
12.08,12.48,12.76,12.04
12.60,12.56,12.68,12.52
12.60,12.08,12.60,12.04
11.88,11.60,12.16,11.52
11.80,11.84,11.92,11.70
12.16,12.12,12.40,12.00
12.20,12.44,12.44,12.00
12.24,12.36,12.56,12.20
12.28,12.20,12.40,11.68
12.04,11.36,12.08,11.20
11.48,11.36,11.80,11.32
11.44,11.84,11.92,11.36
11.80,11.88,12.20,11.68
11.92,11.96,12.16,11.88
12.12,12.04,12.24,11.92
12.04,12.00,12.20,11.88
12.00,11.84,12.00,11.76
11.92,11.80,11.92,11.68
11.76,11.88,12.00,11.68
11.72,11.88,11.88,11.64
11.80,11.40,12.00,11.40
11.32,11.00,11.52,10.96
10.96,11.28,11.48,10.76
11.40,11.36,11.48,11.24
11.32,11.04,11.40,11.04
10.96,11.72,11.76,10.96
11.80,11.80,11.80,11.52
11.80,11.68,11.92,11.44
11.80,11.48,11.80,11.00
12.64,12.72,13.28,11.92
12.60,12.72,12.96,12.36
12.64,12.84,13.20,12.62
12.92,13.12,13.68,12.88
13.08,12.92,13.24,12.84
12.68,12.84,13.12,12.56
12.56,12.80,13.12,11.13
12.80,12.84,12.96,12.64
12.80,12.84,12.96,12.68
12.96,12.72,13.00,12.72
12.68,13.32,13.52,12.44
13.08,13.40,13.68,13.08
13.12,13.16,13.64,13.08
12.60,12.28,13.24,11.44
12.64,12.04,12.88,12.00
12.32,12.32,12.48,12.10
12.48,12.60,12.76,12.28
12.52,12.68,12.80,12.44
12.60,13.04,13.20,12.60
12.80,12.64,13.00,12.56
12.80,12.96,13.04,12.57
12.84,12.88,13.16,12.84
12.72,12.92,13.00,12.72
13.24,13.64,13.98,13.16
13.92,13.24,13.92,13.24
13.20,13.48,13.52,13.08
13.32,13.40,13.64,13.16
13.40,13.20,13.60,13.04
13.28,13.56,13.60,13.16
13.48,13.48,13.72,13.32
13.56,13.32,13.64,13.28
13.20,11.60,13.28,11.60
11.88,11.72,12.24,11.40
11.44,10.92,11.72,10.64
10.96,10.56,11.48,10.36
10.48,10.48,10.60,9.88
10.64,9.88,10.76,9.60
9.92,9.56,10.16,9.48
10.24,10.68,11.12,9.81
10.88,10.68,10.92,10.56
10.64,10.56,10.84,10.38
10.44,10.88,10.88,10.32
11.12,11.08,11.20,10.72
11.24,11.04,11.68,10.84
11.00,11.24,11.28,10.76
11.12,11.64,11.84,11.12
11.56,11.12,11.64,11.12
11.08,10.92,11.08,10.52
10.76,10.48,11.08,10.44
10.40,10.64,10.96,10.40
10.72,11.16,11.20,10.72
11.24,11.32,11.44,11.00
11.32,11.24,11.60,11.04
11.20,11.52,11.52,11.17
11.60,11.52,11.68,11.40
11.60,11.60,11.64,11.24
11.68,12.00,12.08,11.48
11.80,11.88,11.96,11.72
11.80,11.36,11.88,11.28
11.40,11.96,12.04,11.40
11.92,11.24,12.04,11.20
11.24,11.20,11.36,11.16
11.24,11.76,11.92,11.16
11.68,11.96,12.20,11.60
12.00,12.24,12.40,11.90
10.48,9.52,10.80,9.04
9.52,9.80,9.92,9.40
9.80,9.36,9.80,9.32
9.40,9.84,9.84,9.20
9.92,9.68,9.92,9.64
9.68,9.64,9.84,9.48
9.52,9.60,9.76,9.52
9.56,9.92,10.00,9.44
9.84,9.96,10.00,9.68
9.92,10.04,10.08,9.72
10.00,10.12,10.12,9.92
10.16,10.20,10.36,10.04
10.04,9.92,10.12,9.92
9.88,10.12,10.16,9.80
10.08,10.24,10.24,9.96
10.20,10.36,10.38,10.16
10.44,10.56,10.68,10.38
10.60,10.60,10.68,10.40
10.72,10.84,11.04,10.64
10.84,10.28,10.98,10.28
10.32,10.48,10.68,10.20
10.52,10.20,10.56,9.88
10.08,10.04,10.20,9.92
10.04,10.08,10.24,9.88
10.04,10.04,10.24,9.90
9.84,10.00,10.08,9.84
9.96,9.52,10.08,9.44
9.60,9.92,9.96,9.59
9.96,10.12,10.20,9.92
10.12,10.12,10.36,9.96
10.12,10.40,10.58,10.08
10.52,10.60,10.68,10.32
10.60,10.68,10.72,10.28
10.68,10.60,10.76,10.56
10.60,10.68,10.76,10.48
10.68,10.60,10.68,10.28
10.64,10.80,10.80,10.44
10.76,10.56,10.80,10.36
10.52,10.36,10.68,10.28
10.20,10.32,10.44,10.12
10.32,10.20,10.32,10.00
10.00,10.44,10.48,9.88
10.28,9.88,10.44,9.80
9.92,9.32,10.16,9.32
9.44,9.52,9.88,9.16
9.84,9.64,10.04,9.28
9.64,9.72,9.76,9.28
9.68,10.44,10.56,9.64
10.08,10.60,10.70,9.92
10.80,10.16,10.80,9.92
9.76,9.72,10.00,9.20
9.76,9.76,10.00,9.48
9.88,10.32,10.40,9.84
10.24,10.00,10.48,9.92
10.12,10.24,10.52,10.08
10.24,9.96,10.32,9.96
10.12,10.08,10.24,10.00
10.12,10.48,10.48,10.00
10.48,10.48,10.52,10.32
10.52,10.32,10.52,10.12
10.48,9.60,10.56,9.08
9.68,9.92,10.16,9.40
9.92,9.68,9.92,9.50
9.64,9.36,9.64,7.16
9.24,9.12,9.36,8.88
9.24,8.96,9.44,8.88
8.64,9.00,9.00,8.62
9.28,9.08,9.28,8.80
9.12,9.48,9.48,9.08
9.52,9.52,9.72,9.40
9.52,9.64,9.70,9.48
9.64,9.84,10.08,9.64
10.00,9.40,10.00,9.28
9.40,9.80,9.92,9.40
9.76,10.04,10.04,9.48
10.12,10.00,10.12,9.68
10.00,10.08,10.28,9.92
10.00,10.00,10.12,9.80
10.00,10.52,10.80,9.92
10.60,10.64,10.80,10.50
10.72,10.92,11.20,10.60
11.00,10.72,11.00,10.60
9.96,10.48,10.80,9.80
10.80,11.08,11.40,10.64
11.08,11.16,11.32,11.02
11.20,10.96,11.20,10.76
11.08,11.08,11.14,10.61
10.96,11.04,11.16,10.82
11.00,10.64,11.00,10.54
10.68,10.76,10.88,10.60
10.68,10.84,10.87,10.54
10.96,11.40,11.44,10.84
11.32,11.24,11.60,11.24
11.24,11.04,11.32,10.88
11.04,10.56,11.04,10.56
10.56,10.32,10.66,10.28
10.32,10.76,10.88,10.32
10.68,10.92,11.02,10.48
11.04,11.24,11.28,11.00
11.32,11.20,11.32,11.06
11.08,11.20,11.28,11.08
11.24,11.16,11.28,11.12
11.12,10.96,11.16,10.96
10.92,11.24,11.28,10.88
11.04,11.00,11.14,10.84
11.04,10.84,11.20,10.74
10.80,10.72,11.08,10.64
10.72,10.92,11.14,10.72
11.04,11.24,11.24,10.84
11.20,11.28,11.36,11.00
11.20,11.28,11.34,11.20
11.28,11.44,11.52,11.28
11.48,11.60,11.76,11.36
11.52,11.64,11.72,11.36
11.64,11.48,11.64,11.28
11.48,11.60,11.68,11.40
11.52,11.60,11.90,11.52
11.60,11.76,11.80,11.44
11.60,11.88,11.92,11.52
11.48,11.36,11.80,11.32
11.44,11.44,11.46,11.12
11.56,10.96,11.78,10.80
10.64,10.40,10.96,10.16
10.28,9.88,10.40,9.40
9.84,10.24,10.28,9.84
10.16,10.00,10.21,9.60
9.88,9.88,10.08,9.64
9.84,9.92,10.04,9.68
9.88,9.68,9.96,9.64
9.68,9.52,9.79,9.28
9.52,9.60,9.68,9.40
9.60,9.64,9.80,9.48
9.60,9.16,9.60,8.92
9.04,9.20,9.40,9.04
9.12,9.20,9.28,9.10
9.28,9.68,9.80,9.28
9.76,10.00,10.04,9.64
10.12,10.44,10.56,10.04
10.40,10.56,10.64,10.32
10.52,10.72,10.76,10.44
10.64,10.72,10.88,10.08
10.76,10.80,10.80,10.36
10.64,11.04,11.08,10.64
10.96,11.32,11.40,10.84
11.24,11.08,11.32,11.00
11.04,11.24,11.44,10.84
11.16,11.12,11.36,11.00
11.12,11.12,11.20,10.92
11.04,10.96,11.12,10.88
10.92,10.64,10.92,10.60
10.56,10.64,10.80,10.56
10.60,10.72,10.82,10.55
10.68,10.96,10.99,10.48
10.96,10.68,10.98,10.48
10.68,10.68,10.84,10.32
10.76,10.96,11.16,10.76
10.96,10.96,11.00,10.80
10.92,10.88,11.10,10.88
11.00,11.20,11.20,11.00
10.20,10.64,10.84,10.04
10.40,10.08,10.40,9.68
10.16,10.32,10.48,10.16
10.40,10.52,10.68,10.40
10.52,10.76,10.76,10.32
10.70,10.93,11.09,10.55
10.92,10.11,10.92,10.04
10.02,9.92,10.08,9.82
9.93,9.91,10.07,9.68
10.05,10.31,10.34,10.00
10.40,10.67,10.69,10.40
10.71,10.30,10.73,10.22
10.38,10.48,10.57,10.14
10.55,10.58,10.72,10.51
10.65,10.54,10.65,10.49
10.51,10.59,10.74,9.88
10.53,10.55,10.78,10.47
10.55,10.71,10.93,10.55
10.66,10.56,10.81,10.48
10.53,10.69,10.74,10.46
10.67,10.71,10.78,10.64
10.68,10.73,10.88,10.62
10.73,10.64,10.85,10.60
10.62,10.77,10.80,10.57
10.76,10.70,10.78,10.62
10.68,10.66,10.73,10.43
10.68,10.85,11.08,10.43
11.05,11.02,11.49,10.75
10.99,11.13,11.19,10.74
11.15,11.53,11.88,11.15
11.69,11.97,12.19,11.65
11.96,12.05,12.18,11.89
12.02,11.70,12.02,11.56
11.69,11.75,11.80,11.62
11.73,12.05,12.10,11.59
12.05,11.85,12.15,11.72
11.77,11.75,11.94,11.70
11.72,11.45,11.72,11.43
11.38,11.71,11.72,11.25
11.70,11.76,11.99,11.70
11.84,11.90,11.98,11.62
11.91,11.90,12.05,11.88
11.92,11.72,11.94,11.70
11.71,11.76,11.85,11.70
11.80,11.79,11.92,11.65
11.85,11.74,11.86,11.71
11.78,11.72,11.85,11.65
11.73,11.73,11.84,11.59
11.76,12.00,12.17,11.64
12.16,12.09,12.25,11.99
12.18,12.17,12.23,11.90
12.20,12.34,12.35,12.10
12.35,12.65,12.68,12.20
12.50,12.00,12.70,11.76
11.88,12.10,12.16,11.82
12.06,12.73,12.80,12.06
12.73,12.11,12.73,12.01
12.12,12.35,12.35,12.10
12.33,12.28,12.39,12.17
12.35,12.45,12.49,12.23
12.47,12.49,12.54,12.40
12.48,12.76,12.77,12.41
12.80,13.43,13.47,12.76
13.31,13.10,13.38,13.09
12.97,12.85,12.98,12.34
12.89,13.16,13.18,12.86
13.12,13.16,13.25,13.00
12.98,13.25,13.34,12.86
13.35,13.28,13.37,13.20
13.25,13.89,13.93,13.24
14.00,13.75,14.14,13.67
13.86,13.89,14.07,13.78
13.92,13.95,13.98,13.75
13.89,13.76,13.91,13.67
13.89,13.98,14.04,13.87
13.91,13.61,13.96,13.48
13.58,13.77,13.80,13.46
13.65,13.57,13.74,13.46
13.61,13.72,13.85,13.58
13.75,13.75,13.85,13.58
13.90,13.75,13.90,13.65
13.80,13.70,13.88,13.30
13.70,13.60,13.70,13.48
13.45,13.55,13.60,13.30
13.55,13.85,14.10,13.55
13.75,13.95,14.00,13.65
13.90,13.50,13.90,12.90
13.65,13.30,13.75,13.30
13.35,13.30,13.60,13.20
13.30,13.65,13.70,13.10
13.90,14.20,14.30,13.55
14.15,13.45,14.20,13.37
12.75,11.20,12.75,11.05
11.25,11.55,11.85,11.25
11.55,12.05,12.25,11.55
12.15,12.40,12.50,12.00
12.10,12.65,12.75,11.80
12.85,12.80,13.00,12.25
12.90,13.50,13.55,12.90
13.55,13.50,13.70,13.16
13.75,14.00,14.00,13.45
13.80,14.15,14.30,13.80
14.25,13.90,14.25,13.80
14.00,13.95,14.08,13.80
14.05,13.90,14.05,13.75
13.95,13.95,14.10,13.85
13.95,13.90,13.95,13.70
13.85,13.80,13.90,13.65
13.65,13.70,13.90,13.40
13.75,13.65,13.90,13.60
13.60,13.65,13.85,13.40
13.70,12.80,13.80,12.65
12.75,13.00,13.20,12.70
13.20,13.30,13.55,12.95
13.45,13.25,13.45,13.00
