TFX,Teleflex Incorporated Common Stock,NASDAQ
76.41,75.64,76.59,75.23
76.00,75.66,76.00,75.33
74.88,75.11,75.35,73.83
75.27,75.84,75.99,74.85
76.33,76.66,76.95,76.07
77.07,77.51,77.66,76.94
77.47,77.49,78.01,76.94
77.70,78.50,78.78,77.54
78.50,78.01,79.37,77.62
77.81,78.05,78.93,77.33
78.57,78.41,78.57,77.75
78.44,78.57,79.10,78.26
79.02,77.52,79.02,77.48
77.52,77.73,77.96,77.41
78.51,78.01,78.51,77.84
77.96,79.11,79.50,77.82
78.91,78.28,79.50,77.73
78.17,77.33,78.40,77.09
77.77,78.01,78.29,77.51
78.15,79.02,79.08,78.15
78.72,79.41,79.82,78.65
79.27,79.72,80.18,79.27
79.88,79.92,79.97,79.42
79.97,79.39,80.11,79.31
79.36,79.43,79.68,78.92
79.13,79.68,79.90,78.59
79.44,79.48,79.77,78.78
79.83,79.15,80.35,79.10
78.00,79.43,80.57,78.00
80.10,79.28,80.35,78.79
79.13,79.09,79.22,78.55
78.82,78.86,79.19,78.56
78.73,78.35,78.97,78.03
78.22,77.76,78.37,77.59
78.19,77.48,78.19,77.35
77.16,77.25,77.87,76.89
76.95,77.40,77.56,76.70
77.16,77.36,77.48,76.76
77.37,77.08,77.57,77.02
76.27,75.73,76.85,75.15
75.39,75.01,75.67,74.42
75.00,75.36,75.48,74.77
75.47,76.44,76.46,75.23
76.28,75.75,76.35,75.30
75.74,76.79,77.04,75.29
76.98,77.07,77.36,76.15
77.10,78.60,78.63,76.82
78.21,78.19,78.41,77.85
78.04,77.83,78.31,77.74
77.88,78.05,78.20,77.43
77.95,77.08,78.18,76.97
77.44,76.12,78.00,75.68
75.96,77.44,77.66,75.96
77.59,77.14,77.78,76.74
77.44,77.60,78.11,76.10
77.67,77.84,77.95,77.36
77.91,78.02,78.31,77.53
78.19,78.61,79.10,78.07
78.62,78.30,78.62,77.75
78.22,78.17,78.44,78.06
79.89,79.53,80.08,79.04
79.53,80.77,80.90,79.32
81.35,82.07,82.35,81.05
82.07,81.66,82.41,81.49
81.98,81.43,81.98,81.36
81.43,81.44,81.69,81.01
81.27,81.70,82.08,81.17
81.56,81.41,81.87,81.23
81.63,81.48,81.80,80.90
81.11,81.98,82.00,80.97
81.05,82.28,82.70,81.05
82.03,82.50,82.83,82.02
82.27,82.50,82.74,81.64
82.50,82.42,83.05,81.61
82.32,82.41,82.64,82.25
81.94,82.35,82.86,81.55
82.29,82.05,82.65,81.92
82.07,82.71,82.94,82.02
83.10,83.29,83.50,82.78
83.01,84.06,84.10,82.79
83.89,85.17,85.27,83.85
84.83,84.33,84.99,84.30
84.93,85.37,85.55,84.79
85.06,86.32,86.37,84.92
86.39,86.24,86.43,84.89
86.17,86.43,86.95,85.95
86.48,86.46,86.95,86.00
86.26,87.33,87.33,86.24
87.36,86.40,87.65,86.23
86.48,86.67,86.85,86.08
86.57,86.72,87.25,86.21
86.95,87.40,87.41,86.57
88.53,91.49,91.91,87.40
91.66,92.18,92.89,91.53
92.25,92.51,92.94,91.57
92.97,93.41,93.43,92.00
92.77,93.01,93.15,92.21
93.21,93.03,93.43,92.45
93.03,92.29,93.65,92.27
91.89,92.97,93.03,91.89
92.44,94.02,94.26,92.16
93.99,94.51,94.74,93.60
94.00,95.30,95.33,93.89
95.31,95.04,95.62,94.81
94.78,94.64,95.12,94.63
94.64,94.55,95.39,94.37
94.55,95.98,96.25,94.44
96.29,96.20,96.32,94.99
96.21,97.33,97.48,96.17
97.23,97.28,97.90,96.52
97.21,97.93,99.08,97.21
97.72,98.82,99.13,97.44
98.87,98.66,99.08,98.13
98.68,98.31,99.06,98.12
98.33,97.45,98.60,96.71
97.09,97.09,97.24,96.04
96.59,96.85,97.37,95.89
96.72,96.39,97.17,95.77
96.56,97.18,97.89,96.45
97.28,97.17,97.84,96.05
96.79,96.36,97.00,96.26
96.58,94.81,96.58,94.67
94.80,94.90,95.58,94.36
95.37,94.22,95.38,94.00
94.93,94.63,95.94,94.49
94.40,93.85,94.40,92.36
93.86,94.42,94.63,92.89
94.33,93.49,94.33,92.91
93.31,93.54,93.99,92.91
93.54,94.34,94.39,93.39
94.56,94.36,95.05,94.13
94.48,94.42,94.84,93.68
94.54,94.14,94.54,93.57
94.13,94.06,94.40,93.97
94.18,93.86,94.33,93.56
93.65,92.75,93.65,92.39
93.59,92.85,93.73,92.51
93.35,92.92,93.45,92.69
93.07,94.12,94.35,92.88
94.12,94.65,95.45,94.12
94.75,97.00,97.00,94.59
96.87,97.09,97.49,96.19
96.84,96.37,97.10,96.17
96.56,96.88,96.95,95.86
96.91,96.80,97.25,96.08
96.50,97.00,97.30,96.28
96.95,96.45,97.42,96.33
96.78,96.63,96.84,95.39
96.80,96.64,96.84,96.31
96.23,96.46,96.74,95.72
96.09,94.37,96.09,93.12
94.36,93.09,94.50,93.09
93.32,93.60,94.14,93.24
92.84,93.50,93.77,92.50
93.89,94.31,94.65,93.11
93.84,93.64,93.99,92.99
93.64,90.94,93.95,90.15
91.23,91.18,91.79,90.48
91.02,91.85,93.01,90.75
92.07,91.48,92.83,91.33
91.75,92.77,92.80,91.49
92.60,92.64,93.24,92.24
92.86,94.10,94.11,92.16
94.10,94.63,94.70,93.68
94.34,96.41,96.55,93.88
96.44,96.12,97.11,95.96
96.27,97.14,97.63,95.65
96.85,96.61,97.84,96.48
96.69,97.67,97.82,96.04
100.83,101.19,103.51,97.67
101.47,100.57,102.51,100.49
100.87,102.13,102.48,100.21
102.16,101.12,102.81,100.88
101.12,101.96,102.08,100.36
101.55,101.99,102.92,101.01
101.19,100.44,101.94,100.19
101.06,100.83,101.58,100.50
100.83,101.32,102.12,100.29
101.07,102.39,102.96,101.07
102.80,102.89,103.33,101.89
102.89,102.21,103.80,102.10
102.01,102.05,103.54,101.73
101.72,102.82,102.84,101.29
103.00,102.31,103.69,102.08
102.18,102.94,103.34,102.14
103.38,103.90,104.33,103.37
104.24,104.02,104.46,103.83
104.93,104.48,105.17,103.95
104.41,103.98,104.46,103.60
104.67,105.32,106.22,104.14
106.07,105.49,106.21,104.43
105.66,105.40,106.59,105.04
105.79,106.10,106.70,105.55
106.37,105.18,106.37,104.18
105.32,105.66,106.35,104.70
106.12,107.24,107.43,105.69
107.45,107.47,108.00,106.39
107.49,108.40,108.97,107.07
108.59,108.69,108.99,107.55
109.52,106.66,109.73,106.51
106.16,105.47,106.69,104.92
105.28,104.93,105.57,104.05
105.08,105.24,105.74,104.47
104.89,102.41,105.12,102.13
102.05,102.05,102.97,101.79
102.14,102.40,103.14,101.63
102.42,102.40,103.09,101.03
103.41,102.18,103.44,102.05
102.07,101.84,102.61,101.52
102.11,103.23,103.31,101.88
103.29,102.71,104.21,102.55
102.33,102.11,102.69,101.57
102.61,101.59,102.61,101.20
101.22,100.44,101.30,100.04
100.68,100.84,101.15,99.56
101.18,101.55,101.86,100.41
100.92,102.09,102.77,100.41
102.73,103.14,105.40,101.62
103.25,103.96,104.86,103.00
103.63,103.62,104.23,102.76
103.30,103.95,104.10,102.74
104.42,105.36,105.44,103.12
105.26,104.26,106.13,103.83
104.07,105.08,105.08,103.22
105.51,106.32,106.68,105.51
106.00,105.92,106.65,105.60
105.61,105.91,106.32,105.24
105.78,104.86,105.78,104.35
104.85,104.87,105.27,103.79
104.90,105.75,105.90,104.52
105.83,104.78,105.83,104.14
104.98,105.58,105.62,104.86
105.56,105.50,105.89,105.01
105.43,105.29,105.60,104.72
105.54,106.10,106.17,104.98
106.04,106.39,106.95,105.83
107.00,106.68,107.20,106.05
106.58,106.64,107.49,106.07
106.80,106.04,106.80,105.61
105.78,106.91,107.11,105.41
106.90,107.53,107.99,106.69
107.56,107.70,108.19,107.11
107.76,107.75,107.97,107.44
107.61,107.59,108.08,107.11
107.25,106.95,107.80,106.34
106.70,106.46,107.17,106.02
106.27,106.31,106.62,105.39
106.32,104.82,106.66,104.43
105.10,104.13,105.59,104.09
104.32,104.42,106.08,104.02
104.58,105.37,105.48,104.01
105.23,105.27,106.04,104.84
104.87,105.29,105.63,104.86
105.44,105.18,105.83,104.82
105.01,104.75,106.04,104.52
104.64,105.20,105.50,104.25
105.19,105.18,105.43,104.24
104.82,105.17,105.58,104.82
105.29,105.60,105.68,104.44
105.80,107.71,108.05,105.80
107.43,107.46,107.84,107.16
107.53,107.34,107.95,107.22
106.86,105.95,106.87,105.85
106.07,105.82,106.13,104.96
105.88,106.21,106.62,105.59
105.50,106.65,106.82,104.90
106.62,106.97,107.12,106.13
107.54,107.19,107.54,106.73
107.19,107.09,107.50,106.26
107.43,106.26,107.43,105.37
105.89,105.30,106.88,105.02
105.72,105.71,106.12,104.93
105.02,105.41,105.73,104.56
105.62,106.28,106.61,104.77
107.25,106.48,107.25,106.11
106.41,106.36,106.88,105.99
106.11,105.96,106.25,105.50
105.81,106.78,107.09,105.19
106.77,105.77,107.38,105.70
109.00,108.90,111.24,107.83
108.89,107.74,109.13,107.44
107.56,106.15,107.78,105.36
106.17,106.89,106.98,104.78
106.46,106.36,107.66,106.30
106.41,105.13,106.67,105.04
105.17,104.10,105.25,103.76
103.95,105.35,105.43,103.37
106.00,105.19,106.54,105.17
104.98,104.51,105.44,104.30
104.41,105.64,106.21,104.41
105.88,106.09,106.23,105.35
106.74,106.24,107.13,104.96
106.25,106.95,107.08,106.04
106.95,107.32,107.57,106.84
107.01,107.48,107.86,106.73
107.68,108.23,108.24,107.15
108.50,108.37,108.76,107.78
108.91,108.97,109.64,108.63
109.40,109.14,109.75,108.49
109.00,109.19,109.59,108.58
109.18,108.84,109.29,108.40
109.29,109.48,109.67,108.43
109.38,109.92,110.30,109.19
110.53,109.97,110.88,109.49
110.32,109.60,110.36,109.21
109.64,109.69,110.72,108.74
109.36,109.75,109.81,108.85
109.35,109.69,110.17,108.86
109.60,109.50,110.28,109.21
109.26,110.21,110.40,109.22
110.45,109.60,110.45,109.40
109.70,108.69,109.70,108.30
108.84,109.50,109.58,108.01
109.37,108.99,109.37,108.49
109.27,109.31,109.76,109.00
109.33,108.35,109.33,107.96
108.35,107.52,108.42,107.13
106.88,106.16,107.08,105.90
105.84,106.72,106.77,105.46
106.05,106.26,106.80,105.06
106.21,106.19,107.07,105.95
105.25,106.53,106.99,105.25
106.75,105.04,106.97,104.91
105.21,105.19,105.77,104.02
105.47,105.74,106.01,104.98
106.19,106.78,107.19,105.41
107.30,109.18,109.42,107.05
108.36,107.93,109.50,107.89
107.81,109.95,109.98,107.24
109.53,108.37,110.07,108.12
108.71,107.00,108.91,106.92
106.76,105.40,107.55,105.27
105.47,105.37,106.62,105.19
102.70,104.54,105.46,101.95
102.89,104.01,104.34,102.46
105.18,106.24,106.70,104.04
106.24,107.13,107.44,106.07
107.61,109.27,109.42,107.61
109.70,108.90,110.06,108.61
109.88,110.08,110.66,109.66
110.47,110.90,111.56,109.81
110.43,110.98,111.49,110.41
111.04,112.04,112.10,110.60
113.96,112.23,114.31,110.42
109.95,112.87,114.37,109.95
114.27,114.12,114.51,113.25
113.78,113.74,114.39,113.29
113.59,113.54,114.66,113.25
114.41,113.23,114.89,113.15
113.39,114.23,114.62,113.23
113.91,113.90,114.15,113.56
113.36,114.13,114.49,113.36
114.29,114.33,114.55,113.33
113.42,114.47,114.65,112.80
114.48,114.64,115.06,114.41
114.70,114.83,115.52,114.27
114.59,115.28,115.86,114.59
115.42,115.15,116.30,114.78
114.80,115.12,115.67,114.37
114.28,115.36,115.44,114.28
116.23,116.35,116.63,115.59
116.78,118.32,118.33,116.31
118.79,118.39,118.79,118.05
118.55,118.95,119.00,118.40
119.25,119.15,119.99,119.09
119.13,118.04,119.26,117.85
117.85,118.64,118.94,117.55
118.55,118.60,118.87,118.22
118.16,118.86,119.37,117.91
118.69,118.62,118.98,118.49
118.48,117.93,119.53,117.73
117.15,117.45,117.90,116.69
117.51,115.07,117.51,114.87
115.88,115.28,116.27,115.09
114.76,114.74,115.17,114.55
115.00,112.34,115.00,111.58
112.01,112.04,113.45,111.42
112.70,114.29,114.36,111.68
115.30,116.24,116.26,114.23
116.16,117.55,118.03,116.16
117.52,117.35,118.12,117.00
117.76,116.54,117.76,115.52
116.54,116.82,117.73,116.15
117.23,116.79,117.49,116.55
116.99,116.59,117.02,116.11
116.13,116.22,117.10,116.01
116.65,114.82,117.05,114.70
115.54,114.65,115.86,113.77
111.82,112.13,113.39,111.15
112.03,110.57,112.44,109.66
111.76,111.44,112.34,110.77
111.44,112.02,112.40,111.43
111.98,111.64,112.15,111.50
111.56,110.85,111.80,110.76
111.00,111.05,112.63,110.36
110.57,111.02,111.36,109.90
111.02,110.51,111.63,109.70
110.00,110.26,111.22,109.37
110.26,110.75,111.40,109.44
110.47,110.43,111.37,109.54
110.93,111.20,111.45,109.49
111.02,111.71,112.69,110.97
111.71,112.83,112.84,111.04
111.33,111.75,112.24,110.98
112.46,110.94,112.48,110.56
111.16,111.87,111.96,110.01
111.42,109.56,111.75,109.10
109.64,109.55,110.37,107.45
109.98,110.42,110.88,109.15
109.93,109.94,110.91,109.50
110.12,110.81,111.09,109.02
110.92,110.50,111.83,109.87
110.03,109.41,110.07,109.05
109.72,110.13,110.44,108.82
110.06,111.30,111.97,110.06
112.00,111.60,112.00,110.85
111.47,112.07,112.36,111.06
112.88,114.51,114.55,112.59
114.59,116.26,116.39,114.11
115.91,116.16,116.34,115.28
117.92,120.16,120.21,115.82
121.20,121.55,123.09,120.34
121.55,122.99,123.03,121.49
122.91,121.00,123.05,120.45
121.09,121.22,121.87,120.09
120.74,121.69,122.16,120.56
121.47,122.91,122.98,121.47
122.13,122.41,122.84,121.68
121.55,121.17,122.57,120.84
121.45,121.96,122.21,120.74
122.31,120.66,122.31,120.05
120.63,120.84,120.99,119.93
119.90,119.89,121.07,119.00
120.12,119.35,120.25,118.99
119.99,120.00,120.93,119.40
119.60,118.92,120.38,117.96
119.55,120.09,120.50,119.48
120.09,119.88,120.27,119.23
119.70,119.78,120.27,119.19
119.75,119.91,120.19,119.30
120.43,119.98,120.43,119.59
119.86,119.70,120.19,119.29
119.42,121.00,121.33,119.23
121.33,120.17,121.91,120.06
119.98,119.15,119.98,118.35
119.15,119.89,120.27,118.92
120.63,121.03,121.46,119.57
120.87,120.83,121.23,120.12
120.53,119.60,121.47,118.86
119.75,120.75,121.80,119.50
120.24,121.72,122.02,120.24
122.57,120.94,122.57,120.93
120.91,120.99,121.47,120.52
120.81,121.47,121.47,120.56
121.86,121.15,121.86,120.52
121.09,120.96,121.87,120.69
120.87,119.78,120.87,119.26
120.35,119.49,120.42,119.04
119.67,120.01,120.02,118.83
119.62,120.18,120.22,118.97
120.24,121.52,121.74,120.24
122.11,122.75,122.79,121.20
122.54,123.02,123.14,121.77
122.91,123.83,124.78,122.74
124.25,124.98,125.38,123.10
124.95,123.28,125.00,122.50
122.94,123.30,123.76,121.40
123.17,121.93,123.53,120.87
121.75,122.96,124.46,121.75
123.27,122.61,124.11,121.37
122.56,124.61,124.63,122.50
123.83,123.04,124.99,122.65
123.45,122.71,123.45,121.97
122.35,122.78,123.65,121.85
123.87,124.30,124.50,123.09
124.00,125.27,125.45,124.00
124.27,126.13,126.79,123.82
126.15,126.60,127.10,125.26
127.26,129.27,129.53,126.46
128.93,128.38,129.17,128.07
127.97,128.64,129.10,127.86
128.98,128.00,129.46,127.58
127.61,127.67,128.65,127.23
127.75,128.91,129.07,127.12
129.80,129.72,130.25,128.89
129.09,127.45,129.79,127.18
127.98,129.00,129.20,127.30
128.80,128.80,129.68,128.09
128.34,128.74,129.56,128.00
128.75,129.38,129.82,127.68
129.12,129.02,129.26,128.13
129.25,129.09,129.68,128.80
129.08,129.54,129.61,128.66
129.51,131.20,132.00,128.75
130.87,130.70,132.14,130.27
130.90,131.10,131.39,129.88
131.49,131.71,132.14,131.14
132.00,131.74,133.12,131.29
131.40,130.91,131.48,130.07
130.38,130.99,131.09,129.11
131.24,131.58,131.82,130.57
132.00,132.45,132.85,131.26
132.87,133.26,133.49,132.35
133.64,134.39,134.66,133.22
135.02,135.67,135.79,134.59
135.50,135.98,136.81,135.19
135.82,134.91,136.91,134.36
135.40,134.57,135.72,134.03
134.98,136.76,137.29,134.50
135.74,135.10,136.94,134.93
136.10,135.45,136.88,134.80
136.03,136.28,136.50,135.46
136.32,135.86,136.48,135.00
135.42,137.58,137.92,135.42
138.11,136.90,138.11,135.50
136.17,134.95,137.43,133.87
135.96,134.48,136.64,134.40
136.01,135.95,136.17,134.87
136.56,138.16,138.26,136.46
137.96,137.87,138.86,137.38
137.61,136.91,137.99,136.47
137.72,136.48,137.72,136.27
136.66,136.85,136.96,135.54
136.92,137.36,137.71,135.95
137.52,137.93,138.24,137.30
137.50,138.67,139.19,137.50
138.85,138.52,139.49,138.10
138.24,137.97,138.98,137.78
137.38,137.55,138.18,136.94
137.70,138.78,138.88,136.79
138.85,140.26,140.50,138.27
139.00,133.40,139.00,133.33
134.51,133.99,135.01,133.27
134.14,133.23,135.13,132.52
133.23,133.05,134.08,132.53
133.70,133.97,134.50,132.83
133.56,133.73,134.73,133.19
133.39,134.23,134.23,132.28
134.44,134.41,135.13,133.99
133.50,132.55,133.89,131.55
131.48,132.03,132.76,130.27
131.79,132.17,132.77,131.64
132.33,133.82,133.87,132.01
133.13,135.04,135.04,131.85
135.02,135.19,136.02,135.01
134.63,134.62,135.63,133.31
133.47,131.33,134.15,131.27
130.31,127.85,131.30,127.76
122.81,125.32,126.97,122.13
126.01,125.60,128.43,125.51
127.63,127.82,128.09,124.57
129.52,133.10,133.34,128.40
132.91,132.49,133.27,131.54
131.94,130.80,132.70,130.58
129.18,126.55,129.29,125.85
127.56,128.10,128.15,126.58
128.80,129.17,129.65,128.38
127.64,128.92,129.46,127.64
130.27,132.21,132.57,129.88
132.89,132.78,133.57,132.49
133.33,134.44,134.84,132.11
134.05,137.65,137.68,134.00
137.65,136.28,137.65,135.80
136.63,137.65,138.24,136.26
137.54,138.08,138.41,136.88
138.38,138.01,139.09,137.51
136.69,136.70,137.75,136.27
137.45,135.12,138.29,134.82
133.75,133.27,134.56,132.40
133.70,132.93,134.12,132.35
131.90,130.85,132.41,130.21
131.84,129.93,132.57,129.14
129.23,124.93,129.23,123.85
124.74,123.75,125.70,123.05
125.26,124.21,125.94,123.04
124.18,124.48,124.89,122.49
123.07,127.38,127.41,122.85
128.10,128.19,129.93,127.50
128.15,123.24,128.15,122.14
123.91,124.93,125.40,122.68
124.42,125.15,125.53,124.02
125.61,125.79,125.98,125.02
125.79,126.62,126.72,125.03
125.86,125.42,127.39,125.22
125.45,124.92,126.46,124.69
125.18,124.88,125.70,124.33
125.30,126.75,127.06,125.17
126.54,127.86,127.95,126.07
127.51,126.85,127.91,126.60
127.39,127.56,127.96,125.44
128.07,124.71,128.07,123.79
125.21,126.19,126.80,124.53
126.06,126.28,127.05,125.66
126.26,127.37,127.38,125.39
127.42,129.91,129.94,126.53
129.05,132.53,133.27,129.05
132.54,133.00,133.60,130.28
133.30,133.27,133.60,131.95
133.23,133.37,133.55,132.19
133.59,133.24,134.61,132.69
133.47,133.23,134.26,132.50
133.30,132.99,133.71,131.54
133.22,133.07,133.72,132.32
133.00,131.82,133.17,131.42
131.87,131.44,132.96,131.17
130.70,128.43,130.99,128.26
128.29,128.48,129.27,127.57
127.97,130.80,130.88,127.79
130.87,130.73,132.10,129.75
131.18,131.41,131.62,129.79
131.20,131.03,131.67,129.93
131.03,131.96,133.27,130.88
132.22,132.53,133.10,131.77
131.82,131.18,132.80,130.83
131.16,130.65,132.12,130.47
130.84,131.40,132.20,130.38
132.30,131.70,134.00,131.08
132.10,134.04,134.13,132.10
134.33,133.52,134.39,133.03
134.28,129.75,134.28,129.16
129.30,133.60,133.71,129.30
133.50,131.87,133.64,131.50
130.21,131.30,131.74,130.21
130.69,129.64,132.20,129.38
129.85,129.51,130.73,128.97
128.11,128.67,129.87,127.53
128.59,128.79,129.93,127.59
129.77,130.71,131.13,129.64
131.68,132.00,132.02,129.80
132.20,131.86,133.17,131.43
131.40,130.67,131.67,130.51
131.51,130.96,132.20,129.84
131.41,131.76,132.00,130.06
132.37,132.03,133.56,131.76
131.94,132.80,133.20,131.53
132.12,133.23,133.29,131.09
133.93,134.29,135.00,133.22
134.01,133.15,134.67,133.06
132.50,131.45,133.75,131.44
129.86,127.99,129.95,127.29
127.99,128.32,128.61,127.02
128.64,131.40,131.74,128.55
129.16,128.71,129.84,127.65
128.88,128.41,129.89,127.18
128.91,126.00,129.41,125.28
126.90,129.39,129.43,126.60
130.10,129.35,131.58,128.43
129.66,129.17,130.69,128.98
126.79,129.79,129.85,126.79
130.88,132.53,132.88,129.94
130.88,132.52,133.82,129.31
132.52,132.68,133.33,130.97
133.92,135.92,136.40,133.23
135.65,134.76,136.44,134.52
135.21,137.19,137.51,134.93
137.10,134.92,137.74,134.32
135.38,133.41,136.10,132.89
133.99,135.69,137.27,133.55
135.38,138.03,138.60,133.94
137.70,137.21,138.69,136.58
137.75,137.47,138.19,133.78
137.57,136.79,137.93,135.65
136.34,134.82,137.25,134.33
133.57,133.28,133.96,131.45
132.40,134.03,135.08,131.96
135.37,134.19,137.51,133.81
132.74,131.65,133.43,130.97
132.70,132.64,133.57,131.37
133.82,133.26,134.50,132.87
134.61,135.24,135.49,134.15
135.35,134.54,135.88,134.03
134.59,134.50,135.71,133.89
136.08,132.76,137.06,132.27
131.70,131.82,133.27,131.51
130.84,132.46,132.71,130.84
133.98,142.99,143.69,133.98
144.22,145.13,146.61,143.83
145.04,142.82,145.70,142.74
143.50,144.79,145.47,142.81
144.23,146.02,146.06,144.23
145.83,146.80,146.83,144.99
146.78,146.99,147.22,145.68
146.49,146.01,147.18,145.60
145.32,146.84,147.45,144.51
147.00,147.85,148.52,146.25
148.73,147.24,148.92,146.52
147.00,148.49,148.65,145.49
147.81,146.85,148.23,146.01
145.96,147.80,148.82,145.96
147.15,146.72,148.43,146.14
146.99,145.60,147.01,144.48
146.11,149.64,150.24,146.00
149.27,151.68,152.47,149.22
151.05,152.10,152.46,151.05
151.82,154.74,154.96,151.82
154.50,154.62,155.05,153.01
154.62,155.11,155.76,154.46
155.00,158.51,158.99,155.00
159.03,155.94,159.86,155.31
155.56,157.01,157.63,155.32
156.00,158.63,158.83,155.13
159.23,156.66,159.99,156.61
155.27,155.49,157.02,155.26
155.32,157.83,157.88,154.46
157.18,157.47,157.70,156.20
158.14,157.03,158.81,156.32
156.85,155.65,157.22,154.97
155.96,156.56,157.02,155.47
157.14,157.25,158.99,155.79
157.19,155.53,157.88,155.06
155.75,156.91,157.20,154.81
156.52,157.81,158.25,156.46
158.16,156.52,158.79,155.91
156.65,158.48,159.12,156.51
158.61,158.63,159.77,158.25
158.34,158.58,159.10,157.07
157.90,157.95,158.52,157.09
158.22,158.58,159.52,157.70
159.04,160.25,160.71,157.76
158.01,157.76,159.86,157.30
157.81,155.78,158.34,154.22
155.94,158.68,158.68,155.94
158.49,157.46,158.99,156.28
156.24,156.57,156.97,155.82
156.70,160.05,161.00,156.70
159.41,161.13,161.95,158.89
161.53,161.95,163.33,161.53
162.73,162.61,162.73,160.69
162.17,160.50,162.83,160.39
160.70,161.97,162.29,160.02
161.50,159.20,161.96,158.85
159.42,161.93,162.15,158.30
161.35,157.91,161.93,157.55
157.91,157.82,159.08,156.95
157.01,158.08,158.93,156.49
158.68,159.16,160.01,156.96
159.15,158.37,159.72,158.31
159.40,159.92,160.73,158.43
159.64,160.65,160.78,159.50
160.37,159.91,160.70,159.20
159.72,161.33,161.69,159.64
161.56,161.10,161.56,160.23
160.11,163.18,163.57,160.11
163.14,166.18,166.28,162.70
166.15,165.72,166.85,165.04
165.29,167.55,167.91,165.02
167.81,168.30,169.99,167.09
167.80,171.17,171.97,166.60
170.70,172.71,173.64,170.70
173.05,174.79,174.98,172.25
174.80,173.24,175.98,172.60
172.90,173.69,174.63,172.85
174.00,171.25,174.00,171.04
170.61,171.44,171.67,169.69
170.75,171.05,172.05,168.76
172.55,172.43,173.63,172.08
172.64,173.73,174.06,172.56
173.80,174.86,175.10,173.45
175.10,176.65,176.84,175.10
171.08,171.25,173.40,170.53
171.00,169.02,171.76,168.00
170.04,171.40,171.45,169.57
172.47,173.70,174.51,171.85
174.29,177.31,177.36,173.54
176.97,179.15,179.18,176.82
179.08,178.70,180.89,178.65
178.59,178.05,179.23,177.68
177.87,179.14,180.16,177.69
180.22,182.10,182.29,179.62
182.63,182.96,183.85,182.19
182.30,181.73,183.94,181.58
181.97,180.69,182.82,180.36
181.87,180.07,183.20,179.52
180.84,178.99,181.13,178.51
179.49,178.78,180.07,178.01
178.56,178.82,179.14,178.12
179.83,179.04,180.41,178.55
178.63,178.08,179.45,177.33
177.49,177.83,178.13,176.76
177.84,176.15,178.57,175.57
176.19,177.55,177.57,175.18
177.23,174.74,177.40,173.73
179.83,180.57,181.53,176.53
179.32,180.31,181.59,179.32
179.69,180.33,181.97,179.69
180.26,179.95,180.95,178.83
180.17,180.03,180.34,179.38
179.84,179.87,180.41,179.05
180.54,180.25,180.91,179.92
179.91,179.28,179.97,178.13
179.79,179.86,180.50,179.11
179.83,181.16,181.34,178.78
180.81,181.52,181.60,179.55
180.84,181.50,181.54,179.60
181.93,181.93,182.31,181.18
181.71,179.70,181.71,179.44
180.17,181.69,181.91,179.11
181.21,183.76,183.79,181.02
183.46,182.62,184.01,181.14
182.45,182.44,183.26,182.10
183.21,182.15,183.72,182.02
181.76,180.48,182.62,180.19
179.98,180.91,182.09,179.43
180.70,182.39,183.04,180.65
182.76,184.45,184.62,181.61
184.52,184.51,185.81,183.02
184.98,183.09,184.98,182.17
183.58,184.10,184.70,181.38
184.40,185.59,185.65,183.85
185.91,186.55,186.68,185.45
186.53,188.19,188.79,185.97
187.24,188.35,188.53,186.51
187.02,180.52,187.02,180.44
179.57,182.67,183.17,179.04
181.24,179.34,181.77,179.13
179.13,176.93,180.17,175.71
176.68,176.51,178.07,176.18
176.15,172.81,176.15,172.35
173.54,175.35,176.11,173.54
177.01,174.36,177.60,173.70
174.48,174.10,175.57,172.41
175.02,177.11,177.37,174.26
176.70,171.55,176.70,171.46
170.56,167.25,170.56,166.63
167.80,168.27,168.91,166.30
168.42,168.02,168.76,166.52
167.59,164.51,167.96,163.94
164.67,168.05,168.61,162.82
166.51,167.19,168.01,166.11
167.79,165.28,168.30,164.41
165.52,167.85,168.88,165.52
167.69,169.06,169.10,166.36
169.56,167.83,169.92,166.95
167.83,169.05,170.92,167.83
168.45,164.79,168.51,163.99
165.39,165.37,165.64,164.68
164.62,167.70,168.25,164.40
168.86,168.81,169.35,167.80
168.75,168.68,169.39,168.24
169.83,167.59,169.83,167.59
167.44,168.11,168.93,167.02
168.47,169.09,169.19,167.58
167.88,167.80,168.13,167.00
169.61,168.02,169.61,167.31
168.02,162.81,168.10,162.37
161.45,157.49,161.60,156.34
150.00,139.41,154.50,138.89
138.63,142.25,143.58,136.53
141.94,143.13,143.33,141.51
142.50,139.91,143.33,139.15
140.53,141.15,142.91,139.40
141.66,141.98,143.31,141.66
142.38,142.93,143.98,142.01
144.64,146.32,146.44,143.25
145.74,145.00,146.22,143.94
143.10,145.91,146.16,140.91
146.95,142.99,147.88,142.88
143.07,143.07,143.50,141.41
143.01,142.07,144.22,141.92
143.34,147.99,148.33,142.39
147.04,149.84,149.93,146.32
149.19,148.38,149.88,147.04
148.36,151.06,151.45,148.26
151.25,150.38,152.07,149.41
150.06,149.83,150.07,146.02
149.45,151.30,151.31,149.45
153.05,153.19,154.94,151.70
152.07,150.09,153.57,149.95
149.96,149.64,151.86,148.98
148.97,147.93,149.90,146.45
147.83,146.03,148.11,142.97
145.00,152.53,155.09,145.00
153.11,154.21,154.34,152.58
