APH,Amphenol Corporation Common Stock,NASDAQ
77.19,75.61,77.73,75.45
76.29,76.39,76.84,75.80
75.47,74.96,76.23,74.88
75.87,76.39,76.72,75.64
77.16,77.52,77.66,76.46
77.96,79.42,79.52,77.87
79.39,77.94,79.39,77.94
78.59,78.50,78.93,78.10
78.50,78.47,78.86,77.95
77.86,78.90,79.13,77.62
79.42,80.25,80.26,79.17
80.41,80.48,80.86,79.83
81.11,81.75,81.78,80.87
81.73,82.73,82.78,81.68
83.30,85.13,85.23,82.92
85.09,85.38,85.59,84.94
85.41,84.92,85.66,84.87
85.07,84.28,85.43,84.07
84.77,84.57,85.14,84.09
78.47,76.35,79.00,76.00
76.18,76.78,76.86,75.08
77.03,78.51,78.52,76.70
78.55,77.92,78.80,77.40
78.23,77.91,78.67,77.55
77.64,77.53,77.88,77.11
76.68,77.51,77.60,76.53
77.14,77.37,77.72,76.83
77.66,77.97,78.28,77.45
78.24,78.56,79.20,78.19
79.28,79.87,79.97,78.90
79.45,79.09,79.80,78.66
79.15,79.37,80.78,79.06
79.07,78.75,79.42,78.67
78.10,77.45,78.50,77.31
77.88,77.46,78.05,77.37
77.44,77.57,77.69,76.87
77.47,77.49,77.78,77.28
77.95,77.39,78.15,77.19
77.27,76.80,77.49,76.57
75.87,75.09,75.94,75.04
74.86,74.79,75.52,74.65
74.70,74.12,74.70,74.11
74.17,75.53,75.70,74.06
75.24,75.57,76.06,74.97
75.87,77.82,77.88,75.61
77.96,77.80,78.35,77.47
77.79,77.04,78.04,77.02
76.01,75.17,76.58,75.09
75.25,76.09,76.41,75.25
75.83,76.35,76.80,75.82
76.39,75.77,76.61,75.39
76.25,75.35,76.65,74.94
75.31,76.36,76.58,75.19
76.28,75.63,76.68,75.59
75.69,75.15,75.91,74.74
75.79,76.20,77.32,75.79
76.82,78.02,78.02,76.72
77.71,78.11,78.35,77.46
78.11,77.73,78.20,77.56
78.02,77.29,78.19,76.83
78.42,78.08,78.48,77.69
78.04,78.12,78.38,77.72
78.00,78.34,78.39,77.40
78.38,78.68,78.79,78.30
78.01,76.76,78.39,76.61
77.01,77.40,77.68,76.68
77.42,77.33,77.97,76.58
77.40,77.79,78.03,76.85
77.78,77.98,78.26,77.51
77.45,77.54,77.62,77.04
76.79,77.38,77.68,76.70
77.39,77.62,77.92,77.05
77.01,77.55,77.55,76.55
77.19,76.25,77.46,75.73
76.47,76.49,76.55,76.17
75.89,75.81,76.38,75.58
75.69,74.83,76.21,74.79
74.93,75.69,75.90,74.17
76.48,76.18,76.93,76.11
75.86,77.05,77.11,75.86
76.61,77.10,77.57,76.32
76.73,77.45,78.00,76.54
77.96,79.05,79.25,77.81
79.08,81.12,81.95,78.31
81.91,82.33,82.52,81.70
82.43,82.34,82.69,82.12
82.35,81.99,82.95,81.93
81.77,81.56,81.95,81.30
81.34,81.29,81.78,81.20
81.44,81.27,81.50,80.75
81.39,80.73,81.40,80.37
80.92,80.94,81.32,80.72
81.14,80.42,81.22,80.29
80.29,80.29,81.23,80.05
80.58,79.93,80.85,79.67
80.16,80.29,80.50,79.90
79.95,79.80,80.30,79.46
80.10,80.88,80.90,80.10
81.04,80.27,81.26,79.98
80.29,81.34,81.38,80.18
81.13,81.09,81.49,80.82
80.90,81.37,81.53,80.62
80.86,81.69,81.72,80.53
81.79,82.72,82.75,81.66
82.75,84.10,84.13,82.66
84.25,84.78,85.25,84.25
84.50,84.64,84.94,84.30
84.65,84.91,85.06,84.40
85.02,84.99,85.21,84.53
84.62,85.11,85.31,84.52
85.11,85.05,85.39,84.82
84.96,85.00,85.33,84.94
85.52,85.01,85.62,84.65
85.02,85.00,85.25,84.73
85.03,85.05,85.48,84.83
85.08,85.34,85.48,84.89
84.48,85.16,85.47,84.34
84.98,85.03,85.27,84.84
85.50,86.11,86.31,85.44
86.29,86.59,86.61,85.86
86.15,86.48,86.88,85.96
86.35,84.95,86.63,84.91
85.00,85.06,85.49,84.97
85.23,85.16,85.49,84.59
85.42,86.05,86.30,85.40
86.12,86.32,86.60,85.84
86.14,87.21,87.28,85.01
87.14,87.03,87.50,86.82
87.56,87.80,88.22,87.33
88.30,87.89,88.42,87.61
88.04,88.19,88.61,87.64
88.27,88.43,88.71,88.02
88.35,88.27,88.80,88.16
88.42,88.71,88.77,88.42
88.82,89.18,89.46,88.80
88.73,87.74,88.79,87.46
87.76,88.06,88.32,87.63
88.46,87.25,88.46,87.17
87.62,87.84,88.36,87.34
87.84,88.33,88.67,87.63
88.57,89.42,89.46,88.43
89.18,89.34,89.98,88.52
89.12,89.19,90.63,88.78
89.71,92.41,92.42,89.71
92.09,92.05,92.29,91.21
92.03,91.87,92.07,91.34
92.04,92.08,92.29,91.61
92.10,91.04,92.42,90.64
91.03,91.07,92.39,89.83
90.64,88.49,91.00,88.32
88.30,85.89,88.30,85.89
85.90,85.34,86.32,85.33
85.51,86.09,86.34,85.49
85.08,85.63,85.99,84.99
86.10,86.67,86.97,85.85
85.53,86.88,87.20,85.38
86.80,84.68,86.93,84.60
84.71,84.96,85.12,84.11
84.59,85.33,85.60,84.40
85.17,86.70,87.04,85.16
86.87,87.36,87.43,86.45
87.29,87.03,87.49,86.45
87.01,87.96,88.19,87.01
88.12,88.28,88.60,87.86
87.54,88.54,88.68,87.41
88.62,88.27,88.69,87.85
88.36,88.85,88.99,88.21
88.45,88.55,89.68,88.38
88.56,88.95,89.10,87.96
88.95,88.16,89.34,88.02
88.53,88.91,89.73,88.49
88.74,88.33,89.09,88.08
88.44,87.08,88.59,86.87
86.81,87.59,87.92,86.74
87.66,88.02,88.33,87.32
87.51,87.78,88.13,86.76
88.68,89.98,90.16,88.57
89.84,89.30,90.06,89.18
89.34,90.25,90.42,89.05
90.52,90.41,91.16,90.12
89.95,90.49,90.78,88.40
90.76,89.84,91.16,89.37
89.37,90.56,90.67,89.16
90.75,90.23,91.50,90.05
89.99,90.49,91.08,89.91
90.96,91.24,91.89,90.84
91.24,91.75,92.00,90.97
91.44,91.14,92.09,90.60
90.46,91.67,91.70,89.94
92.50,93.25,93.62,92.00
92.76,92.50,93.24,92.23
92.46,92.72,93.37,92.28
93.30,91.47,93.50,91.47
91.82,90.78,91.82,90.71
91.03,91.62,92.32,90.54
92.16,91.65,92.30,90.52
91.93,92.22,92.25,91.23
92.34,94.00,94.19,92.12
93.86,93.74,93.91,92.94
94.13,92.72,95.40,92.65
92.38,91.47,92.63,91.05
91.41,91.72,91.97,90.71
91.71,93.14,93.33,91.53
93.20,91.05,93.39,91.01
90.80,90.53,91.64,90.35
91.53,91.22,91.56,90.30
91.46,91.36,92.12,90.48
92.21,93.38,93.47,91.68
93.26,94.12,94.42,92.85
94.11,94.36,94.98,93.94
94.21,95.01,95.22,94.10
95.90,95.53,95.95,93.97
96.14,96.32,96.49,95.67
96.30,94.71,96.30,94.18
95.35,94.73,95.57,93.70
94.81,94.99,95.18,94.55
94.96,95.35,95.48,94.33
95.49,96.33,96.60,95.00
96.15,95.74,96.52,95.55
95.30,96.54,96.67,94.86
96.25,95.32,96.50,95.26
95.48,95.67,95.71,94.13
95.51,95.51,96.50,95.21
95.53,96.00,96.15,94.54
96.27,96.63,96.98,95.93
96.39,96.12,96.88,95.98
96.16,95.57,96.16,95.46
95.55,94.80,95.70,94.24
94.58,95.49,95.58,94.50
95.09,95.77,96.03,95.01
95.67,94.60,95.89,94.46
95.19,95.15,95.38,94.60
94.69,95.43,95.79,94.69
95.16,95.71,95.87,95.08
95.96,95.50,96.13,95.38
95.18,95.31,95.68,94.98
95.53,95.92,96.00,95.15
95.87,95.80,96.24,95.42
95.95,96.83,96.90,95.55
96.36,96.47,96.63,95.61
96.17,96.10,96.46,95.90
96.23,96.87,97.12,96.08
97.28,97.59,97.93,97.08
97.21,98.20,98.75,96.98
97.85,97.66,97.97,97.45
97.32,98.06,98.21,97.01
97.12,97.01,97.87,96.68
97.11,96.82,97.36,96.52
96.65,96.48,97.12,96.18
96.23,96.75,97.14,95.99
96.75,97.00,97.05,95.81
97.10,97.41,97.60,96.70
97.70,97.48,97.88,97.24
97.43,97.10,97.63,97.00
96.94,96.17,97.21,96.04
96.00,96.13,96.41,95.62
96.14,95.57,96.19,94.93
95.33,96.27,96.53,95.33
96.23,96.34,96.42,95.80
96.94,97.35,97.36,96.30
97.16,97.20,97.31,96.85
97.34,97.82,97.92,97.25
97.81,97.83,98.10,97.20
97.80,97.68,97.98,96.79
97.80,97.28,97.87,96.75
96.39,96.66,97.14,96.16
96.88,96.59,97.03,96.30
97.18,96.96,97.65,96.88
96.92,96.50,97.32,96.25
96.75,96.50,97.05,96.09
96.30,94.66,96.59,94.47
94.93,96.37,96.49,94.93
96.12,96.34,96.60,95.83
96.86,97.21,97.21,96.48
97.61,96.98,99.78,96.85
97.15,97.71,98.32,97.15
97.38,97.60,97.86,96.64
97.47,97.61,98.06,96.87
97.51,97.17,97.86,97.15
97.98,97.41,98.08,97.24
99.25,96.17,99.25,96.15
95.76,96.22,96.90,95.76
96.30,97.16,97.35,96.00
96.60,97.37,97.90,96.60
97.07,97.82,98.23,96.99
98.10,97.44,98.28,97.26
97.61,98.59,98.62,97.54
98.75,99.23,99.74,98.74
99.49,99.85,100.12,99.43
100.00,100.03,100.26,99.52
100.35,100.90,100.97,100.08
101.37,100.39,101.43,99.69
101.03,101.79,101.99,100.70
102.00,102.19,102.35,101.79
101.85,102.25,102.37,101.67
102.42,104.38,104.48,102.08
103.92,103.85,104.43,103.65
104.26,104.32,104.93,103.83
104.54,103.78,104.57,103.76
104.14,103.51,104.14,103.23
103.07,103.39,103.57,102.74
103.41,103.01,103.82,102.86
103.67,104.30,104.74,103.67
104.70,104.15,104.97,104.08
104.49,103.93,104.93,103.81
103.92,104.12,104.29,103.53
103.64,104.08,104.20,103.46
103.94,103.44,104.15,103.24
103.26,103.40,104.04,103.16
103.00,104.44,104.48,102.77
104.25,104.22,104.53,103.90
104.08,103.62,104.08,103.35
103.13,103.99,104.26,102.87
104.14,104.46,104.73,103.69
104.66,105.32,105.45,104.57
105.83,103.92,105.94,103.85
103.43,103.57,104.06,103.26
103.19,101.81,103.31,101.79
101.82,102.14,102.27,101.30
101.94,100.71,102.07,100.46
101.09,101.82,102.02,100.88
100.85,101.84,102.12,100.81
101.74,99.86,102.07,99.70
99.50,98.10,99.65,97.37
98.23,98.72,99.03,97.61
99.00,99.38,99.61,98.84
99.72,99.00,99.85,98.84
98.67,97.74,98.85,97.70
98.03,99.81,99.86,97.40
99.60,98.68,99.77,98.32
49.01,45.70,49.01,45.68
45.80,45.56,46.74,45.27
45.85,46.44,46.73,45.73
45.73,47.07,47.33,45.45
46.16,47.20,47.51,46.15
47.58,48.03,48.47,47.42
47.85,48.26,48.30,47.75
48.62,49.67,49.68,48.62
48.00,47.12,48.27,46.81
48.00,48.01,48.31,47.58
48.00,48.83,48.92,47.92
48.69,48.37,48.82,48.23
48.42,49.23,49.23,48.40
49.27,49.19,49.48,48.80
48.94,49.49,49.62,48.91
50.34,50.58,50.80,50.09
50.66,50.40,50.81,50.00
50.42,49.98,50.66,49.72
50.19,50.62,50.68,49.80
50.75,51.04,51.11,50.55
51.05,50.96,51.16,50.44
50.82,50.68,51.04,50.47
50.81,50.81,50.99,50.65
50.71,51.27,51.38,50.66
51.21,50.71,51.32,50.32
50.76,50.86,51.05,50.56
50.79,50.83,51.02,50.61
50.79,51.55,51.88,50.71
51.47,51.53,51.63,51.25
51.15,51.35,51.60,50.95
51.93,52.05,52.44,51.89
52.32,52.45,52.55,52.06
52.60,52.61,53.09,52.50
52.56,52.98,53.08,52.42
53.12,53.63,53.76,52.88
53.41,52.94,53.49,52.93
52.96,53.20,53.20,52.84
53.05,53.70,53.77,52.96
53.63,53.69,53.87,53.28
53.70,53.72,53.97,53.54
53.68,53.60,54.07,53.28
53.06,53.88,53.99,52.89
53.96,53.82,54.93,53.78
54.11,53.78,54.62,53.66
53.29,52.33,53.65,52.29
52.49,51.90,52.76,51.65
51.75,51.63,52.65,51.61
51.73,52.64,52.74,51.17
53.27,54.39,54.39,53.06
54.74,55.02,55.15,54.34
55.15,55.23,55.38,54.98
55.50,55.45,55.65,55.41
55.50,55.26,55.58,55.23
55.42,55.22,55.66,55.20
55.01,54.98,55.43,54.95
55.12,54.48,55.12,54.48
54.71,53.81,54.71,53.77
54.03,53.64,54.22,53.18
53.26,52.66,53.41,52.53
52.70,51.99,53.09,51.49
52.50,52.88,52.91,52.15
53.46,53.91,54.02,53.42
53.98,53.60,54.08,53.58
53.56,52.95,53.63,52.69
53.52,52.83,53.95,52.42
52.09,52.45,52.68,51.80
52.73,51.93,52.83,51.91
51.74,52.42,52.47,51.66
52.50,52.35,52.63,51.71
51.99,53.93,54.82,51.19
54.15,54.76,54.87,53.27
54.88,54.91,55.31,54.68
54.72,54.79,55.11,54.60
54.09,54.32,54.71,53.85
54.89,53.97,55.28,53.95
54.10,54.96,55.07,53.68
54.68,53.71,54.80,53.62
53.96,54.24,54.32,53.05
54.33,54.58,54.66,53.92
54.46,54.57,54.95,54.11
54.66,55.24,55.40,54.58
55.16,55.05,55.62,54.86
54.83,54.80,55.21,54.55
55.23,55.74,55.90,54.99
55.71,55.55,55.92,55.25
55.68,56.00,56.00,55.58
55.87,56.39,56.46,55.81
56.37,56.00,56.39,55.77
55.99,56.25,56.35,55.69
56.14,56.22,56.50,56.00
56.19,56.92,56.99,55.67
56.75,56.72,56.93,56.21
56.76,56.82,56.99,56.41
56.77,56.85,57.03,56.59
56.98,56.80,57.39,56.73
56.65,56.46,56.97,56.43
56.46,57.22,57.24,56.32
57.04,57.32,57.36,56.74
57.14,58.24,58.38,56.87
58.49,58.72,58.91,58.10
58.38,57.77,58.70,57.64
57.61,57.71,57.83,57.41
57.18,57.26,57.75,57.15
57.37,57.29,57.50,57.11
57.36,58.29,58.33,57.30
58.30,57.95,58.50,57.65
58.22,59.31,59.33,58.11
59.01,59.00,59.10,58.49
58.84,60.20,60.50,58.63
60.09,59.97,60.26,59.85
60.22,60.05,60.54,59.94
60.15,59.74,60.23,59.72
59.74,59.09,59.93,58.95
59.06,57.61,59.27,57.61
57.46,57.50,57.71,56.74
57.53,57.64,57.77,57.28
58.18,58.77,58.87,58.07
58.33,58.93,59.19,58.16
58.66,58.28,58.78,57.83
58.04,58.80,58.90,58.04
58.46,58.97,59.19,58.26
58.81,58.84,59.02,58.68
58.78,59.21,59.22,58.53
59.13,59.30,59.46,58.88
59.30,59.54,59.55,59.14
59.38,59.01,59.61,58.89
58.81,58.93,59.04,58.45
59.05,59.22,59.51,58.89
58.97,58.76,59.25,58.74
58.31,57.96,58.37,57.77
58.37,58.44,58.71,58.35
58.70,58.16,58.97,58.16
56.64,56.81,57.69,55.53
56.36,56.70,57.02,56.08
56.68,56.17,56.68,56.10
56.15,56.22,56.36,55.89
56.06,55.99,56.24,55.61
55.58,55.79,55.90,55.42
55.43,55.37,55.78,54.95
55.77,56.49,56.52,55.57
56.53,56.83,56.99,56.53
56.69,55.92,56.90,55.83
56.22,55.70,56.22,55.42
55.84,55.75,55.94,55.59
56.24,56.81,56.85,56.19
56.59,57.15,57.28,56.32
56.80,56.77,57.11,56.60
56.98,56.95,57.60,56.81
57.43,58.08,58.13,57.16
57.86,57.78,58.17,57.62
57.58,58.16,58.17,57.58
58.33,58.06,58.40,57.99
58.00,58.27,58.44,57.90
58.42,57.97,58.49,57.78
57.78,57.93,58.07,57.54
57.37,57.18,57.87,57.00
57.37,57.65,57.72,56.69
57.59,57.63,57.76,57.42
57.59,57.05,57.75,57.03
57.11,57.20,57.33,56.61
56.99,57.66,57.92,56.59
57.67,57.88,58.16,57.41
57.63,56.95,57.63,56.87
56.79,57.14,57.27,56.57
57.09,56.86,57.22,56.71
56.59,56.69,56.96,56.52
56.87,57.39,57.48,56.82
57.50,57.50,57.63,57.27
57.15,57.69,57.79,56.94
57.27,56.99,57.27,56.66
57.00,57.15,57.46,56.84
57.33,57.03,57.51,56.70
57.22,58.20,58.25,57.12
57.92,57.69,58.09,57.67
58.09,57.93,58.17,57.70
57.91,57.73,57.96,57.50
57.74,56.79,57.85,56.72
56.90,56.18,56.99,56.11
56.24,55.68,56.48,55.58
55.63,56.84,58.17,55.50
57.48,57.97,58.64,57.48
58.50,57.45,58.51,57.22
57.40,56.99,57.76,56.76
56.41,56.02,56.90,55.79
56.01,55.89,56.25,55.12
55.33,54.20,55.45,54.19
55.06,54.29,55.09,54.18
55.00,54.51,55.11,54.23
54.92,55.38,55.41,54.72
55.28,55.15,55.47,55.07
55.22,55.00,55.56,54.92
55.36,54.95,55.54,54.84
55.02,54.32,55.08,53.98
54.46,54.35,54.55,54.08
54.39,54.09,54.77,53.99
55.15,56.78,56.88,54.75
56.99,56.26,57.40,56.25
56.21,55.86,56.64,55.72
55.68,54.75,55.87,54.59
54.93,56.55,56.64,54.82
56.48,57.05,57.15,55.91
57.06,56.91,57.20,56.69
57.10,56.41,57.41,56.30
56.21,55.94,56.45,55.53
55.91,55.60,56.07,55.46
55.99,56.09,56.42,55.77
55.98,55.74,56.50,55.66
55.60,55.56,55.77,55.09
56.62,56.63,56.99,55.96
56.07,55.92,56.25,55.66
55.53,55.75,55.88,54.77
55.80,55.45,56.13,55.44
55.37,55.57,55.61,55.11
55.22,55.79,55.79,55.07
55.79,55.20,55.87,55.11
54.84,55.23,55.36,54.36
54.70,54.12,55.07,54.12
53.68,51.84,53.77,51.81
48.76,49.06,54.14,47.44
50.78,49.59,51.09,49.56
50.96,50.59,51.12,48.91
51.20,53.22,53.23,51.11
53.03,52.88,53.65,52.51
52.56,52.36,53.13,52.24
51.10,50.38,51.40,50.13
51.06,51.94,51.94,50.54
51.98,51.98,52.74,51.79
51.26,50.75,51.37,50.41
51.61,51.61,52.01,51.05
52.17,50.61,52.34,50.48
50.31,51.40,51.73,50.12
51.00,51.55,51.56,50.94
51.59,51.51,51.79,51.16
51.89,52.28,52.48,51.61
52.14,52.71,52.76,51.99
52.79,52.85,53.74,52.69
52.10,51.94,52.60,51.82
52.08,52.01,52.51,51.57
51.14,50.69,51.41,50.48
50.62,50.48,50.94,50.18
49.98,50.06,50.22,49.30
50.55,50.62,51.06,50.34
50.20,49.47,50.38,49.26
49.50,49.72,49.96,49.34
50.55,50.96,51.06,50.10
50.86,50.03,51.02,49.48
49.39,50.51,50.51,49.15
50.92,51.78,51.86,50.71
51.86,51.24,52.00,51.09
51.51,51.66,52.25,51.19
51.57,52.11,52.15,51.25
52.08,51.93,52.40,51.76
51.87,52.03,52.09,51.52
51.66,51.69,52.12,51.61
51.70,51.90,52.30,51.49
52.27,52.82,52.99,51.91
53.00,53.31,53.47,52.83
53.12,53.08,53.24,52.76
53.00,53.41,53.49,52.88
50.00,50.43,51.50,49.01
50.57,52.08,52.75,50.50
52.37,53.53,53.53,52.14
53.30,53.83,53.85,53.25
53.61,53.99,54.00,53.58
53.89,54.43,54.43,53.51
54.29,54.40,54.68,53.99
54.52,54.22,54.72,54.16
54.25,55.07,55.13,54.25
54.91,54.88,55.24,54.68
54.96,54.93,55.37,54.71
54.84,54.70,55.19,54.37
54.49,55.17,55.25,54.45
54.89,54.90,55.12,54.35
54.61,54.44,54.61,54.00
54.66,54.73,55.08,54.43
54.23,53.91,54.51,53.91
53.67,53.00,54.02,52.97
53.76,54.53,54.65,53.40
54.54,53.87,54.60,53.52
54.03,54.80,54.86,53.68
54.95,54.58,54.99,54.53
54.82,54.73,54.98,54.36
54.86,55.38,55.45,54.73
55.09,54.69,55.23,54.46
54.67,54.76,54.95,54.61
54.75,54.96,55.07,54.62
55.19,55.05,55.27,54.75
55.24,55.49,55.68,55.19
55.54,54.59,55.68,54.52
54.73,53.62,54.75,53.35
53.89,54.79,54.84,53.68
54.60,54.71,54.93,54.39
54.17,54.33,54.77,53.98
53.99,53.89,54.55,53.34
53.78,53.56,54.06,53.34
53.01,52.61,53.19,52.47
52.58,52.83,53.05,52.13
53.17,52.43,53.26,52.14
52.70,52.87,53.07,52.04
52.88,52.73,53.50,52.71
52.35,51.64,52.46,51.62
52.13,52.10,52.62,51.60
52.43,53.03,53.09,52.22
53.29,53.54,53.71,53.06
53.51,53.42,53.64,53.22
53.27,53.17,53.54,52.77
53.58,53.45,53.69,53.06
53.39,52.93,53.54,52.92
52.81,52.23,52.81,52.23
51.07,50.87,51.27,50.41
50.89,50.30,51.19,50.13
49.53,49.11,49.74,49.01
48.16,47.34,48.57,46.97
47.53,46.63,47.68,46.50
47.03,46.27,47.27,45.45
46.86,47.43,47.51,46.29
47.50,46.55,47.74,46.36
46.87,46.71,47.09,46.11
45.55,45.49,45.94,45.00
46.02,45.42,46.59,45.14
44.54,46.51,47.27,44.50
46.93,47.78,49.05,46.63
48.53,48.70,48.94,48.40
48.54,48.18,48.71,48.01
48.34,48.58,48.98,48.30
48.39,48.39,48.83,48.02
48.76,48.46,48.90,48.18
48.79,49.57,49.57,48.79
49.10,49.87,50.10,49.04
49.19,49.20,49.74,49.09
49.46,49.05,49.61,48.41
49.04,49.57,49.74,48.79
49.27,49.55,49.65,49.04
48.96,48.98,49.42,48.18
48.49,49.04,49.27,48.33
49.35,49.72,50.25,49.31
48.76,49.01,49.32,48.48
49.46,49.54,49.68,48.87
50.24,50.73,50.90,49.97
51.01,52.02,52.05,50.95
52.05,52.10,52.49,51.87
52.01,52.10,52.24,51.65
52.49,52.50,52.79,52.12
52.44,52.15,52.54,52.08
51.80,52.43,52.49,51.47
52.43,52.72,52.79,51.93
52.87,52.94,53.41,52.67
52.91,53.07,53.66,52.89
53.56,54.86,55.37,53.46
54.74,55.19,55.30,54.57
55.11,55.83,55.88,54.95
56.00,56.20,56.57,55.75
55.75,56.73,56.87,55.68
56.41,55.68,56.46,55.45
55.81,55.78,56.08,55.52
55.82,55.42,56.06,54.87
55.97,56.17,56.25,55.59
55.50,55.67,55.78,55.16
55.18,55.52,55.65,54.98
55.56,56.41,56.57,55.50
56.28,57.11,57.36,56.06
57.43,57.64,58.00,57.26
57.59,57.19,57.64,57.00
57.04,57.27,57.57,56.90
57.23,56.86,57.26,56.76
56.62,57.17,57.43,56.32
57.32,57.22,57.46,56.97
56.92,57.79,57.81,56.74
58.07,57.71,58.35,57.52
57.71,57.82,57.97,57.54
57.42,58.48,58.56,56.97
58.62,58.22,58.63,58.08
57.93,58.21,58.52,57.84
58.02,58.40,58.52,57.85
58.09,57.78,58.32,57.60
58.19,58.37,58.88,58.14
58.48,58.43,59.12,58.20
58.24,58.28,58.39,57.78
58.80,59.05,59.09,58.50
59.13,58.77,59.19,58.59
58.77,58.74,58.85,58.37
58.67,58.50,58.76,58.46
58.77,58.31,58.94,58.17
58.89,57.83,59.09,57.07
57.86,56.84,58.25,56.73
56.74,56.96,57.13,56.53
56.71,56.75,56.92,56.26
56.94,57.04,57.27,56.60
56.72,57.01,57.14,56.47
56.66,56.41,57.04,56.14
56.10,55.83,56.17,55.39
55.91,56.26,56.35,55.52
55.99,55.74,56.09,55.50
55.51,55.38,55.68,55.12
55.54,55.65,55.87,55.35
55.39,55.86,55.97,55.15
55.92,56.17,56.35,55.76
56.34,56.47,56.63,56.10
56.45,56.17,56.74,56.08
56.42,55.80,56.43,55.23
55.69,55.08,56.09,54.96
54.97,55.64,55.90,54.94
55.46,55.42,55.91,55.26
55.32,55.66,55.92,55.10
55.29,55.32,55.59,54.99
55.72,56.04,56.18,55.72
56.08,56.37,56.52,55.98
56.47,57.62,57.74,56.42
57.75,57.66,57.96,57.54
57.56,57.99,58.15,57.44
58.16,58.15,58.53,57.86
58.17,58.72,58.79,58.17
58.44,58.81,58.92,58.33
58.68,59.09,59.10,58.62
59.07,59.26,59.36,58.72
59.26,59.41,59.66,59.15
59.28,59.68,59.86,58.99
59.67,60.11,60.17,59.67
59.75,59.98,60.08,59.73
59.27,59.47,59.61,59.26
59.20,58.65,59.44,58.62
58.57,58.56,58.67,58.30
58.86,58.51,59.00,58.49
58.13,58.31,58.39,57.71
58.27,57.86,58.27,57.54
58.19,58.26,58.85,58.07
58.43,58.28,58.69,58.17
58.35,58.21,58.56,58.17
58.70,59.54,59.56,58.57
57.50,57.25,58.10,57.09
56.53,55.52,56.67,55.24
55.90,55.84,55.91,55.13
56.27,56.38,56.50,55.44
56.56,57.33,57.33,56.33
57.33,57.25,57.66,57.10
56.80,55.97,56.83,55.69
55.61,56.04,56.06,55.36
56.04,56.11,56.71,55.95
56.68,57.36,57.55,56.68
57.47,57.57,57.87,57.38
57.94,57.71,57.95,57.45
57.96,58.00,58.09,57.47
58.49,58.40,58.95,58.22
58.67,59.09,59.23,58.49
59.18,59.08,59.47,59.00
58.89,58.56,59.07,58.37
58.60,59.18,60.50,58.34
59.17,59.24,59.64,58.92
58.91,58.98,59.17,58.84
59.06,58.65,59.08,58.55
58.68,59.40,59.44,58.56
59.66,59.13,59.78,58.43
58.97,59.17,59.28,58.38
59.14,59.52,59.59,58.97
59.48,59.45,59.73,59.31
59.26,58.72,59.45,58.56
58.79,59.03,59.09,58.72
59.02,59.20,59.51,58.91
59.37,59.92,59.93,59.37
59.86,59.90,60.09,59.74
60.00,60.15,60.19,59.89
60.15,60.11,60.28,59.80
60.22,60.38,60.50,60.08
60.29,60.40,60.51,60.21
60.50,60.52,60.79,60.37
60.35,59.84,60.69,59.84
59.97,59.96,60.03,59.58
59.91,60.51,60.69,59.91
60.35,61.19,61.35,60.28
61.00,61.50,61.52,60.89
61.75,61.48,61.79,61.44
61.46,61.43,61.86,61.31
61.25,61.44,61.51,61.00
61.68,61.51,62.27,61.09
61.50,62.08,62.40,61.41
62.09,62.27,62.39,61.99
62.11,62.31,62.45,62.02
62.17,62.33,62.44,61.85
62.46,62.58,62.66,62.34
62.60,62.66,62.94,62.46
62.95,62.87,63.08,62.52
62.58,62.89,63.09,62.56
62.15,61.29,62.44,61.28
61.01,62.17,62.32,60.97
61.62,61.61,62.19,61.41
61.56,61.78,61.86,61.38
61.80,62.79,62.99,61.76
62.56,62.95,62.99,62.36
63.05,63.76,63.81,62.98
65.10,64.13,65.18,64.11
64.28,64.90,64.97,64.08
64.98,65.68,65.77,64.98
65.51,64.42,65.51,64.41
64.27,64.04,64.49,63.98
63.97,64.50,64.50,63.55
64.71,64.98,65.03,64.45
64.97,64.68,65.06,64.48
64.82,64.92,65.19,64.73
64.68,64.40,65.00,64.38
64.59,64.30,64.73,64.10
64.66,64.90,65.16,64.30
64.94,65.52,65.56,64.70
65.43,65.37,65.50,64.83
65.64,64.86,65.79,64.74
64.68,64.00,64.85,63.66
64.05,63.96,64.32,63.64
63.40,63.30,63.46,62.64
63.65,63.56,64.12,63.37
63.72,63.05,63.79,62.97
63.63,63.21,63.76,62.72
65.00,64.71,65.33,64.12
65.03,66.43,66.78,64.96
65.87,65.96,66.28,65.30
66.48,65.99,66.65,65.71
65.99,65.19,66.01,64.81
64.99,65.53,65.75,64.93
65.79,65.37,65.89,65.33
65.50,65.49,66.09,65.18
65.71,65.93,66.11,65.65
66.10,66.02,66.46,65.56
65.78,65.11,66.13,64.93
65.14,64.89,65.27,64.73
64.92,64.91,65.43,64.83
65.79,66.54,66.55,65.79
66.46,66.81,66.94,66.16
65.64,67.35,67.58,64.92
67.55,66.47,67.90,66.39
66.21,66.63,66.83,66.06
66.86,66.63,67.11,66.35
66.87,67.13,67.19,66.49
67.08,67.80,67.86,66.69
67.87,68.01,68.11,67.40
68.11,68.04,68.52,67.68
68.23,67.97,68.52,67.60
68.19,68.02,68.23,67.80
67.95,68.04,68.22,67.76
67.95,68.67,68.67,67.81
68.60,68.49,68.80,68.40
68.35,68.43,68.77,68.29
68.65,68.26,69.19,68.19
68.23,66.74,68.43,66.35
66.90,67.34,67.49,66.87
67.97,67.85,68.16,67.58
