ADMP,Adamis Pharmaceuticals Corporation - Common Stock,NASDAQ
0.67,0.68,0.69,0.67
0.68,0.65,0.68,0.64
0.68,0.65,0.68,0.65
0.64,0.63,0.64,0.63
0.65,0.65,0.69,0.62
0.65,0.66,0.67,0.62
0.66,0.66,0.66,0.61
0.66,0.66,0.67,0.65
0.66,0.64,0.66,0.64
0.66,0.64,0.68,0.64
0.64,0.67,0.68,0.64
0.65,0.65,0.65,0.65
0.62,0.64,0.68,0.62
0.68,0.61,0.68,0.59
0.56,0.62,0.62,0.56
0.62,0.57,0.63,0.57
0.58,0.57,0.60,0.57
0.60,0.59,0.60,0.59
0.57,0.58,0.60,0.57
0.59,0.57,0.59,0.56
0.58,0.59,0.59,0.55
0.59,0.58,0.59,0.54
0.60,0.56,0.65,0.56
0.59,0.58,0.59,0.54
0.62,0.56,0.64,0.56
0.56,0.56,0.56,0.54
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.54
0.55,0.52,0.55,0.51
0.52,0.51,0.54,0.45
0.52,0.56,0.60,0.51
0.56,0.58,0.59,0.56
0.58,0.62,0.64,0.58
0.64,0.55,0.67,0.53
0.56,0.48,0.57,0.45
0.50,0.53,0.56,0.48
0.50,0.49,0.53,0.49
0.49,0.55,0.58,0.49
0.56,0.58,0.58,0.52
0.58,0.52,0.58,0.50
0.49,0.50,0.52,0.48
0.46,0.42,0.48,0.42
0.42,0.44,0.49,0.41
0.42,0.43,0.45,0.41
0.42,0.43,0.44,0.41
0.44,0.44,0.44,0.44
0.44,0.41,0.44,0.41
0.43,0.40,0.44,0.40
0.44,0.38,0.44,0.36
0.40,0.38,0.40,0.37
0.38,0.39,0.42,0.38
0.42,0.41,0.42,0.41
0.39,0.44,0.44,0.38
0.44,0.44,0.45,0.40
0.44,0.44,0.44,0.44
0.43,0.43,0.43,0.43
0.42,0.39,0.42,0.39
0.40,0.39,0.41,0.39
0.39,0.39,0.41,0.39
0.39,0.38,0.39,0.38
0.42,0.39,0.42,0.39
0.40,0.40,0.40,0.39
0.40,0.39,0.42,0.39
0.40,0.42,0.42,0.40
0.39,0.41,0.42,0.39
0.39,0.42,0.42,0.38
0.40,0.40,0.40,0.38
0.40,0.40,0.40,0.38
0.40,0.40,0.40,0.39
0.40,0.39,0.41,0.38
0.37,0.38,0.39,0.37
0.38,0.38,0.39,0.31
0.36,0.35,0.36,0.31
0.35,0.33,0.35,0.33
0.34,0.36,0.36,0.34
0.36,0.31,0.38,0.31
0.32,0.36,0.37,0.32
0.35,0.36,0.36,0.34
0.36,0.35,0.36,0.33
0.34,0.32,0.35,0.32
0.33,0.36,0.36,0.33
0.36,0.35,0.36,0.33
0.35,0.36,0.36,0.34
0.35,0.36,0.36,0.35
0.36,0.36,0.36,0.36
0.36,0.35,0.37,0.33
0.35,0.36,0.36,0.34
0.34,0.36,0.36,0.34
0.37,0.38,0.38,0.36
0.38,0.36,0.38,0.33
0.34,0.35,0.35,0.33
0.35,0.36,0.37,0.35
0.34,0.36,0.36,0.34
0.34,0.35,0.36,0.34
0.34,0.35,0.36,0.34
0.34,0.34,0.34,0.34
0.33,0.36,0.38,0.33
0.36,0.36,0.36,0.36
0.36,0.34,0.36,0.34
0.34,0.34,0.34,0.32
0.34,0.34,0.34,0.32
0.34,0.34,0.34,0.34
0.34,0.35,0.35,0.34
0.34,0.33,0.34,0.33
0.35,0.33,0.35,0.33
0.33,0.32,0.35,0.32
0.31,0.28,0.32,0.25
0.28,0.28,0.30,0.24
0.21,0.22,0.24,0.20
0.20,0.22,0.22,0.20
0.22,0.25,0.25,0.22
0.28,0.27,0.28,0.24
0.28,0.32,0.33,0.22
0.30,0.30,0.31,0.29
0.32,0.40,0.40,0.27
0.40,0.45,0.45,0.38
0.45,0.44,0.46,0.42
0.44,0.50,0.54,0.42
0.50,0.70,0.70,0.50
0.70,0.62,0.70,0.53
0.62,0.58,0.62,0.52
0.58,0.54,0.58,0.48
0.48,0.54,0.54,0.46
0.48,0.46,0.53,0.44
6.12,5.95,6.68,5.80
6.14,5.86,6.14,5.54
5.97,5.93,5.99,5.50
5.95,5.89,5.95,5.75
5.86,6.30,6.44,5.86
6.30,6.58,6.65,6.30
6.62,6.44,6.62,6.31
6.50,6.35,6.50,6.15
6.35,6.48,6.50,6.31
6.49,6.45,6.49,6.28
6.36,6.52,6.60,6.35
6.52,6.39,6.60,6.39
6.55,6.34,6.70,6.34
6.30,6.51,6.65,6.30
6.55,6.45,6.69,6.38
6.40,6.40,6.57,6.15
6.47,6.23,6.47,6.15
6.39,6.27,6.39,6.23
6.28,6.26,6.45,6.15
6.27,6.41,6.99,6.27
6.41,6.55,6.67,6.41
6.55,6.58,6.80,6.35
6.70,6.70,7.25,6.65
6.83,6.73,6.95,6.62
6.70,6.74,6.84,6.68
6.75,6.79,6.82,6.72
6.82,6.80,6.85,6.61
7.02,6.68,7.25,6.45
6.73,6.68,6.82,6.20
7.10,6.81,7.10,6.60
6.93,6.69,6.93,6.63
6.79,6.73,6.82,6.45
6.70,6.66,6.73,6.58
6.52,6.47,6.55,6.32
6.54,6.39,6.54,6.30
6.36,6.29,6.38,6.25
6.39,6.29,6.42,6.26
6.35,6.36,6.46,6.21
6.30,6.30,6.40,6.23
6.29,6.33,6.35,6.28
6.39,6.39,6.40,6.25
6.32,6.45,6.45,6.17
6.49,6.34,6.49,6.20
6.46,6.36,6.48,6.19
6.29,6.50,6.50,6.29
6.49,6.66,6.73,6.40
6.72,6.80,6.87,6.64
6.89,6.77,6.90,6.52
6.71,6.77,6.79,6.46
6.73,6.73,6.80,6.59
6.73,6.72,6.75,6.68
6.72,6.65,6.72,6.30
6.50,6.40,6.50,6.33
6.37,6.37,6.49,6.21
6.32,6.26,6.40,6.17
6.26,6.21,6.35,6.15
6.15,6.28,6.40,6.05
6.21,6.27,6.34,6.16
6.30,6.28,6.35,6.18
6.30,6.37,6.39,6.20
6.39,6.31,6.40,6.20
6.32,6.28,6.36,6.20
6.34,6.36,6.41,6.26
6.38,6.49,6.50,6.31
6.52,6.70,6.73,6.52
6.68,6.73,6.78,6.58
6.79,6.39,6.90,6.38
6.43,6.31,6.58,6.12
6.40,6.28,6.44,6.17
6.30,6.35,6.40,6.30
6.36,6.40,6.40,6.31
6.63,6.34,6.63,6.30
6.35,6.36,6.45,6.18
6.30,6.32,6.41,6.25
6.32,6.06,6.32,5.70
6.09,5.60,6.09,5.39
5.67,5.29,5.75,4.75
5.20,5.15,5.30,4.82
5.70,5.50,5.90,5.25
5.69,5.83,5.89,5.42
6.10,5.83,6.18,5.61
5.75,5.51,5.80,5.31
5.56,5.21,5.57,5.05
5.26,5.30,5.35,4.66
5.30,5.19,5.37,4.92
5.15,5.62,5.68,5.10
5.94,5.76,5.94,5.64
5.65,5.77,5.90,5.28
5.77,5.71,5.80,5.66
5.75,5.66,5.75,5.57
5.63,5.54,5.67,5.50
5.53,5.36,5.65,5.31
5.35,5.39,5.50,5.20
5.38,5.42,5.50,5.25
5.39,5.45,5.60,5.34
5.62,5.81,5.87,5.62
5.81,5.91,6.00,5.67
5.94,5.77,5.94,5.60
5.80,5.84,5.89,5.68
5.89,5.94,5.98,5.84
5.90,6.19,6.19,5.87
6.26,6.28,6.44,6.21
6.49,6.33,6.63,6.17
6.56,6.59,6.66,6.18
6.75,7.02,7.14,6.61
7.14,6.79,7.14,6.60
6.82,6.68,6.95,6.52
6.80,6.08,6.80,6.05
6.08,5.60,6.20,5.58
5.61,5.81,5.89,5.50
5.75,5.74,5.93,5.66
5.66,5.82,5.89,5.53
5.80,5.79,5.81,5.50
5.76,5.95,6.12,5.75
5.98,5.66,5.98,5.57
5.56,5.65,5.75,5.50
5.61,5.38,5.72,5.30
5.40,5.44,5.64,5.37
5.44,5.30,5.59,5.27
5.55,5.38,5.55,5.36
5.38,5.27,5.49,5.15
5.30,5.32,5.39,5.20
5.50,5.28,5.50,5.09
5.30,5.35,5.45,5.19
5.36,5.32,5.44,5.29
5.48,5.50,5.54,5.35
5.37,5.15,5.37,5.01
5.19,5.15,5.20,4.96
5.13,5.14,5.15,5.00
5.13,5.12,5.13,4.95
5.15,5.34,5.38,5.05
5.02,4.90,5.23,4.76
4.90,4.80,4.91,4.71
4.77,4.78,4.78,4.50
4.74,4.94,4.98,4.74
4.90,4.81,4.95,4.75
4.82,4.75,4.88,4.71
4.75,4.79,4.84,4.63
4.78,4.80,4.82,4.78
4.83,4.78,4.85,4.72
4.80,4.59,4.88,4.50
4.54,4.52,4.62,4.50
4.41,4.18,4.44,4.12
4.18,4.25,4.37,4.01
4.30,4.17,4.31,4.15
4.14,3.99,4.20,3.93
4.00,3.70,4.00,3.58
3.65,3.73,3.74,3.60
3.71,3.78,3.85,3.50
3.85,3.87,3.92,3.63
3.86,3.94,3.98,3.78
3.91,4.08,4.18,3.91
4.14,4.03,4.14,4.01
4.02,4.02,4.09,4.00
4.00,3.93,4.03,3.85
4.06,3.88,4.14,3.87
3.91,3.85,3.91,3.80
3.88,3.77,3.96,3.74
3.80,3.64,3.82,3.59
3.59,3.61,3.71,3.58
3.66,3.58,3.66,3.56
3.50,3.55,3.59,3.50
3.60,3.62,3.70,3.56
3.65,3.48,3.65,3.45
3.54,3.50,3.54,3.45
3.50,3.25,3.50,3.14
3.28,3.26,3.38,3.14
3.25,3.17,3.25,3.00
3.16,2.82,3.16,2.62
2.81,3.43,3.43,2.81
3.50,3.39,3.50,3.28
3.53,3.75,3.92,3.43
3.78,3.89,3.97,3.68
3.98,4.07,4.20,3.79
4.13,4.04,4.18,3.99
4.05,3.88,4.05,3.87
3.89,3.90,3.99,3.74
3.93,3.95,4.00,3.83
3.93,4.02,4.07,3.87
4.80,5.07,5.27,4.75
5.25,4.83,5.25,4.72
4.85,4.52,4.88,4.50
4.58,4.62,4.74,4.27
4.69,4.97,5.08,4.58
5.07,4.86,5.07,4.76
4.83,4.89,5.00,4.67
4.87,4.95,5.00,4.75
4.90,4.94,5.00,4.85
4.94,4.96,5.04,4.85
5.00,4.85,5.00,4.85
4.78,4.81,4.98,4.68
4.83,4.80,4.90,4.73
4.88,4.95,4.95,4.69
4.89,4.78,4.89,4.75
4.79,4.74,4.89,4.67
4.67,4.56,4.80,4.50
4.68,4.66,4.80,4.50
4.74,4.75,4.82,4.61
4.72,4.71,4.76,4.53
4.74,4.68,4.75,4.59
4.56,4.49,4.75,4.47
4.46,4.52,4.55,4.36
4.53,4.47,4.66,4.43
4.47,4.41,4.59,4.28
4.38,4.41,4.48,4.28
4.35,4.33,4.44,4.13
4.32,4.20,4.32,4.07
4.17,4.05,4.17,3.77
4.00,4.00,4.00,3.88
3.80,3.85,4.00,3.77
3.81,3.95,4.18,3.80
4.01,4.07,4.15,3.90
4.07,4.11,4.15,4.00
4.07,4.24,4.32,4.02
4.24,4.44,4.48,4.19
4.42,4.67,4.70,4.28
4.50,4.43,4.60,4.31
4.44,4.39,4.49,4.34
4.32,4.45,4.47,4.19
4.46,4.42,4.49,4.30
4.39,4.39,4.45,4.25
4.35,4.50,4.50,4.35
4.50,4.69,4.69,4.42
4.66,4.59,4.66,4.44
4.54,4.46,4.57,4.39
4.47,4.36,4.57,4.35
4.33,4.26,4.45,4.20
4.27,4.14,4.33,4.10
4.13,3.99,4.14,3.99
4.05,4.03,4.12,3.95
4.03,4.09,4.09,3.99
4.10,3.94,4.10,3.87
3.98,4.09,4.10,3.95
4.05,4.04,4.05,3.91
4.04,3.94,4.05,3.90
3.90,3.90,3.96,3.84
3.89,3.93,3.99,3.82
3.95,3.93,3.98,3.91
3.98,3.98,4.04,3.92
3.99,4.01,4.01,3.93
3.97,4.20,4.37,3.96
4.24,4.13,4.24,3.99
4.13,4.10,4.23,3.98
4.08,4.50,4.50,4.08
4.50,4.50,4.50,4.34
4.42,4.65,4.65,4.42
4.61,4.83,4.83,4.61
4.80,4.75,4.82,4.65
4.74,4.73,4.74,4.53
4.64,4.75,4.75,4.64
4.67,4.89,4.98,4.65
4.87,5.29,5.48,4.87
5.29,5.12,5.50,5.10
5.09,5.38,5.38,5.09
5.36,5.36,5.44,5.18
5.40,5.49,5.50,5.40
5.48,5.45,5.50,5.30
5.50,5.35,5.50,5.28
5.32,5.11,5.36,5.00
5.18,5.17,5.21,5.10
5.22,5.23,5.38,5.16
5.25,5.99,6.00,5.25
6.02,6.11,6.26,5.87
6.13,6.17,6.17,5.85
6.15,6.14,6.23,5.87
6.04,6.22,6.45,6.00
6.31,6.21,6.33,6.12
6.21,6.44,6.54,6.14
6.66,6.99,7.00,6.57
5.21,5.60,5.75,5.15
5.65,5.82,5.97,5.51
5.94,5.65,5.95,5.60
5.65,5.65,5.82,5.50
5.71,5.53,5.80,5.50
5.45,5.55,5.78,5.33
5.58,5.75,5.76,5.55
5.76,5.92,6.20,5.72
6.01,5.94,6.16,5.87
6.02,5.99,6.02,5.85
6.05,6.20,6.29,5.88
6.18,6.43,6.45,6.15
6.47,6.85,6.99,6.47
6.90,6.99,7.00,6.68
7.00,6.82,7.00,6.77
6.93,6.83,6.93,6.55
6.83,6.62,6.85,6.58
6.65,6.26,6.65,6.06
6.27,6.50,6.55,6.20
6.54,6.44,6.60,6.36
6.50,6.49,6.58,6.26
6.53,6.39,6.53,6.35
6.39,6.47,6.53,6.33
6.52,6.51,6.55,6.38
6.55,6.50,6.55,6.38
6.54,6.55,6.82,6.50
6.50,6.52,6.53,6.40
6.47,6.44,6.61,6.40
6.47,6.51,6.61,6.32
6.57,6.50,6.57,6.40
6.60,6.41,6.80,6.27
6.45,6.50,6.55,6.30
6.57,6.44,6.57,6.42
6.51,6.42,6.51,6.40
6.40,6.49,6.60,6.40
6.50,6.82,6.96,6.48
6.87,7.07,7.23,6.74
7.23,6.73,7.26,6.65
6.76,6.80,7.03,6.62
6.75,6.53,6.87,6.44
6.52,6.42,6.52,6.40
6.46,6.14,6.46,6.10
6.10,5.74,6.12,5.66
5.70,5.54,5.91,5.39
5.62,5.82,6.20,5.40
5.82,5.80,5.98,5.57
5.84,5.82,5.94,5.69
5.83,6.01,6.22,5.83
6.01,6.04,6.13,5.91
6.10,6.04,6.10,6.00
6.01,6.07,6.18,5.97
6.10,5.72,6.10,5.60
5.73,5.54,5.73,5.50
5.53,5.39,5.58,5.35
4.19,3.83,4.24,3.56
3.79,3.94,3.95,3.68
4.00,3.77,4.00,3.69
3.78,3.84,3.90,3.77
3.80,3.81,3.90,3.75
3.80,3.79,3.86,3.75
3.80,3.84,3.98,3.76
3.83,3.91,3.97,3.83
3.92,4.54,4.66,3.92
4.51,4.87,5.18,4.51
4.90,4.63,5.15,4.27
4.61,4.64,4.94,4.53
4.77,4.92,5.16,4.77
4.92,4.88,5.14,4.80
4.94,4.99,5.02,4.80
5.03,4.67,5.03,4.67
4.69,4.66,4.83,4.60
4.64,4.76,4.80,4.61
4.76,4.83,4.90,4.75
4.87,4.62,4.87,4.52
4.64,4.51,4.70,4.33
4.42,4.44,4.79,4.23
4.40,4.30,4.73,4.20
4.29,4.55,4.55,4.29
4.59,4.48,4.67,4.48
4.50,4.40,4.59,4.35
4.37,4.41,4.44,4.33
4.39,4.24,4.39,4.21
4.24,4.28,4.76,4.24
4.28,4.48,4.55,4.28
4.50,4.37,4.58,4.32
4.37,4.34,4.45,4.28
4.34,4.40,4.41,4.28
4.45,4.28,4.55,4.25
4.21,3.97,4.30,3.80
4.08,4.16,4.29,3.96
4.23,4.15,4.27,3.91
4.13,4.00,4.30,3.95
3.96,4.05,4.08,3.93
4.06,4.07,4.10,3.94
4.25,4.23,4.29,4.00
4.21,4.14,4.21,4.11
4.24,4.27,4.40,4.19
4.32,4.23,4.33,4.17
4.22,4.15,4.26,4.10
4.19,4.36,4.42,4.15
4.31,4.39,4.41,4.30
4.41,4.36,4.42,4.30
4.35,4.28,4.39,4.21
4.23,4.13,4.31,4.01
4.07,4.15,4.19,4.07
4.18,4.12,4.18,4.07
4.01,4.25,4.60,3.87
4.27,4.29,4.45,4.08
4.31,4.31,4.32,4.29
4.32,4.27,4.46,4.19
4.27,4.17,4.36,4.17
4.21,4.20,4.30,4.13
4.26,4.32,4.35,4.22
4.35,4.31,4.39,4.20
4.28,4.30,4.30,4.16
4.22,4.16,4.26,4.16
4.16,4.29,4.29,4.10
4.18,4.19,4.19,4.01
4.11,4.20,4.21,4.10
4.24,4.04,4.25,4.01
4.13,4.10,4.14,4.03
4.11,4.10,4.25,4.01
4.15,3.97,4.17,3.94
3.94,3.92,4.00,3.91
3.93,4.00,4.13,3.93
4.11,4.08,4.20,4.02
4.06,4.08,4.19,4.06
4.10,4.08,4.17,4.00
4.12,4.07,4.14,4.07
4.07,4.19,4.22,4.01
4.14,4.19,4.25,4.12
4.21,4.20,4.40,4.20
4.22,4.11,4.32,4.05
4.10,4.24,4.39,4.08
4.23,4.26,4.34,4.23
4.24,4.24,4.29,4.10
4.22,4.29,4.35,4.14
4.29,4.16,4.29,4.16
4.20,4.18,4.39,4.10
4.12,4.14,4.24,4.10
4.15,4.19,4.30,4.11
4.16,4.11,4.20,4.11
4.11,4.05,4.25,3.90
4.05,4.23,4.25,4.01
4.26,3.97,4.50,3.90
4.00,3.76,4.04,3.75
3.78,3.59,3.92,3.50
3.49,3.31,3.68,3.30
3.33,3.25,3.58,3.05
3.21,3.31,3.33,3.13
3.27,3.49,3.60,3.14
3.52,3.66,3.85,3.50
3.70,3.87,4.00,3.70
3.83,3.63,3.96,3.58
3.62,3.56,3.62,3.51
3.52,3.60,3.65,3.40
3.14,3.32,3.37,3.14
3.30,3.57,3.63,3.26
3.55,3.46,3.64,3.30
3.48,3.64,3.96,3.48
3.65,3.69,3.95,3.63
3.69,3.66,3.69,3.51
3.57,3.70,3.70,3.43
3.74,3.73,3.98,3.66
3.70,3.58,3.70,3.56
3.51,3.63,3.63,3.36
3.65,3.64,3.93,3.64
3.85,4.06,4.24,3.85
4.19,4.30,4.50,4.04
4.33,4.48,4.48,4.33
4.45,4.40,4.50,4.30
4.42,4.38,4.42,4.24
4.45,4.61,4.63,4.39
4.61,4.63,4.68,4.47
4.54,4.58,4.64,4.44
4.64,4.61,4.67,4.58
4.55,4.52,4.55,4.40
4.52,4.45,4.60,4.15
4.49,4.37,4.55,4.30
4.40,4.10,4.40,4.07
4.05,3.79,4.06,3.61
3.73,3.62,4.19,3.60
3.62,3.87,3.89,3.53
3.88,4.03,4.03,3.84
3.93,4.01,4.05,3.93
4.03,4.15,4.20,3.85
4.11,4.09,4.18,3.97
4.07,3.99,4.12,3.98
4.03,4.05,4.21,4.00
4.03,4.00,4.05,3.92
4.03,4.00,4.05,3.86
3.99,4.24,4.25,3.93
4.25,4.02,4.25,4.00
4.08,3.87,4.10,3.75
3.82,3.96,3.96,3.82
4.00,3.89,4.03,3.86
3.97,3.88,3.97,3.83
3.86,3.76,3.86,3.62
3.80,3.84,3.88,3.75
3.86,3.76,3.86,3.70
3.89,3.79,3.92,3.72
3.76,3.79,3.89,3.73
3.77,4.08,4.19,3.77
4.06,4.08,4.15,3.72
4.11,4.32,4.48,4.04
4.32,4.24,4.49,4.10
4.22,4.14,4.49,4.08
4.17,4.19,4.30,4.16
4.15,4.22,4.27,4.11
4.19,4.15,4.20,4.12
4.19,3.90,4.19,3.79
3.87,3.87,3.88,3.78
3.87,3.81,4.00,3.81
3.84,3.96,4.07,3.79
4.01,4.24,4.24,3.89
4.21,4.26,4.49,4.18
4.28,4.22,4.28,4.10
4.20,4.08,4.20,4.05
4.03,3.99,4.23,3.96
4.03,4.15,4.16,4.01
4.13,4.34,4.45,4.08
4.36,4.37,4.38,4.01
4.31,4.44,4.44,4.25
4.45,4.43,4.45,4.30
4.44,4.55,4.63,4.42
4.63,4.92,5.08,4.60
5.00,5.48,6.00,5.00
5.95,5.47,5.98,5.11
5.35,5.50,5.73,5.10
5.97,5.56,6.40,5.56
5.99,5.52,5.99,5.50
5.51,5.20,5.55,4.83
5.14,5.18,5.22,4.86
5.10,4.98,5.14,4.92
4.93,4.93,5.09,4.82
4.92,5.01,5.28,4.91
5.01,5.05,5.24,4.97
5.13,5.13,5.33,5.04
5.13,5.41,5.84,5.10
5.48,5.27,5.70,5.11
5.35,5.15,5.35,5.06
5.16,5.26,5.50,5.11
5.18,5.18,5.27,5.04
5.30,5.25,5.45,5.16
5.30,5.25,5.39,5.21
5.28,5.31,5.39,5.22
5.35,5.40,5.48,5.34
5.25,5.22,5.49,5.11
5.43,5.23,5.43,5.18
5.25,5.23,5.38,5.16
5.14,4.95,5.39,4.72
4.96,4.82,5.05,4.60
4.68,4.59,4.89,4.43
4.61,4.71,4.88,4.60
4.65,4.33,4.65,4.05
4.28,4.37,4.45,4.03
4.30,4.43,4.87,4.30
4.35,4.02,4.35,3.98
3.95,4.07,4.10,3.63
4.05,4.22,4.28,4.02
4.33,4.38,4.53,4.29
4.34,4.10,4.64,4.10
4.06,4.05,4.40,4.05
4.20,4.50,4.87,4.03
4.58,4.57,4.75,4.40
4.57,4.75,4.75,4.43
4.71,4.77,4.80,4.52
4.75,4.71,4.80,4.68
4.76,4.73,4.76,4.55
4.75,4.67,4.75,4.67
4.70,4.68,4.75,4.60
4.58,4.41,4.70,4.37
4.32,4.41,4.54,4.21
4.42,4.40,4.43,4.32
4.33,4.39,4.50,4.19
4.51,4.60,4.62,4.34
4.78,4.76,4.78,4.70
4.80,5.00,5.23,4.79
4.88,4.99,4.99,4.81
4.91,5.08,5.10,4.81
5.17,5.34,5.78,5.16
5.36,5.39,5.67,5.26
5.33,5.30,5.57,5.22
5.34,5.69,5.86,5.34
5.84,5.94,6.00,5.59
5.99,5.80,6.08,5.65
5.89,6.03,6.12,5.80
6.03,6.03,6.18,5.81
6.06,5.73,6.06,5.71
5.92,5.77,5.95,5.70
5.86,5.80,5.99,5.72
5.77,5.61,5.95,5.53
5.61,5.29,5.61,5.14
5.24,5.41,5.76,5.08
5.41,5.25,5.65,5.21
5.30,5.31,5.50,5.30
5.30,5.28,5.40,5.20
5.22,5.32,5.43,5.22
5.29,5.23,5.40,5.23
5.19,5.47,5.49,5.15
5.42,5.66,5.69,5.39
5.61,6.00,6.13,5.61
6.01,5.98,6.04,5.86
6.01,6.63,6.74,5.92
6.87,5.59,6.98,5.45
6.74,6.14,6.74,5.82
6.29,6.06,6.30,5.90
6.10,6.13,6.34,6.01
6.12,6.19,6.28,6.04
6.29,6.15,6.29,6.02
6.06,6.04,6.32,5.94
6.00,6.10,6.19,5.92
6.10,6.39,6.60,6.10
6.48,6.52,6.72,6.40
6.64,6.33,6.74,6.29
6.28,6.72,6.75,6.20
6.75,6.89,6.97,6.60
6.96,8.07,8.12,6.80
7.95,8.13,8.23,7.64
8.20,8.62,8.72,8.15
8.60,8.34,8.75,8.21
8.45,8.10,8.50,8.00
8.19,7.76,8.35,7.71
7.84,8.18,8.25,7.76
8.18,8.13,8.57,8.08
8.19,8.15,8.20,8.01
8.15,8.34,8.34,7.92
8.24,8.22,8.33,8.02
8.14,8.25,8.33,8.04
8.33,8.48,8.58,8.11
8.52,8.92,9.00,8.36
9.00,8.97,9.31,8.43
9.12,8.96,9.20,8.75
8.77,9.02,9.11,8.68
8.98,10.12,10.30,8.91
10.76,8.99,10.98,8.98
8.90,8.50,9.34,8.14
8.60,7.99,8.87,7.77
7.98,8.15,8.58,7.86
8.16,8.11,8.47,8.01
8.15,8.21,8.47,8.03
8.21,8.07,8.36,8.00
8.00,8.14,8.23,7.89
8.11,8.29,8.35,8.01
8.35,8.30,8.59,8.23
8.42,8.61,8.70,8.31
8.69,8.46,8.70,8.38
8.46,8.50,8.57,8.35
8.58,8.76,8.86,8.35
8.98,8.67,8.98,8.60
8.59,8.70,8.97,8.55
8.88,8.86,9.08,8.70
8.85,8.86,8.94,8.52
4.50,4.09,4.80,4.00
4.13,3.82,4.17,3.75
3.82,3.85,3.93,3.70
3.85,3.41,3.85,3.27
3.38,3.41,3.47,3.04
3.43,3.28,3.44,3.19
3.19,3.12,3.25,3.01
3.15,3.09,3.34,3.05
3.05,3.09,3.14,3.04
3.11,3.03,3.12,3.02
3.03,2.87,3.09,2.87
2.90,2.95,3.08,2.87
2.95,2.83,3.00,2.81
2.87,2.80,2.90,2.77
2.74,2.73,2.78,2.60
2.73,2.62,2.73,2.57
2.66,2.69,2.78,2.57
2.75,2.71,2.76,2.65
2.72,2.80,2.89,2.72
2.82,2.95,2.96,2.78
3.05,3.19,3.21,3.05
3.22,3.16,3.30,3.12
3.18,3.10,3.18,3.01
3.10,3.28,3.32,3.06
3.31,3.18,3.34,3.13
3.28,3.13,3.28,3.07
3.12,3.05,3.17,3.02
3.06,3.06,3.11,2.83
3.10,3.06,3.14,3.01
3.10,3.05,3.11,3.02
3.05,3.01,3.10,3.01
3.01,3.01,3.04,3.01
3.00,3.03,3.14,2.91
3.01,3.02,3.04,3.00
3.00,2.94,3.03,2.87
2.90,2.97,3.05,2.90
3.00,3.04,3.09,2.97
3.04,2.98,3.07,2.92
2.96,2.81,2.96,2.79
2.84,2.77,2.86,2.77
2.79,2.76,2.83,2.76
2.80,2.75,2.85,2.75
2.79,2.70,2.79,2.68
2.73,2.64,2.73,2.60
2.64,2.65,2.72,2.64
2.69,2.61,2.69,2.60
2.60,2.61,2.65,2.57
2.64,2.68,2.69,2.61
2.69,2.65,2.75,2.65
2.62,2.65,2.74,2.60
2.63,2.57,2.65,2.54
2.59,2.66,2.71,2.50
2.68,2.66,2.72,2.64
2.65,2.65,2.68,2.58
2.65,2.69,2.70,2.63
2.68,2.94,3.05,2.68
3.09,2.75,3.10,2.71
2.77,2.77,2.90,2.68
2.89,3.47,3.57,2.83
3.22,2.97,3.24,2.83
2.97,2.88,2.97,2.80
2.86,2.95,3.04,2.81
2.96,2.81,2.98,2.76
2.83,2.83,2.92,2.70
2.85,2.81,2.87,2.76
2.81,2.86,2.91,2.77
2.89,3.02,3.10,2.86
3.10,2.96,3.10,2.85
3.00,3.08,3.09,2.95
3.05,2.91,3.09,2.81
2.91,2.94,2.97,2.86
2.97,2.96,3.03,2.90
3.00,3.10,3.10,2.96
3.09,3.12,3.23,3.04
3.16,3.22,3.26,3.06
3.30,3.31,3.55,3.26
3.33,3.39,3.45,3.29
3.40,3.39,3.48,3.16
3.42,3.45,3.47,3.35
3.49,3.37,3.64,3.30
3.35,3.34,3.40,3.23
3.39,3.26,3.39,3.20
3.30,3.43,3.44,3.19
3.40,3.35,3.45,3.27
3.36,3.32,3.39,3.30
3.38,3.26,3.39,3.21
3.25,3.12,3.32,3.06
3.13,3.11,3.18,3.07
3.12,3.15,3.18,3.06
3.15,3.02,3.22,2.96
3.00,2.90,3.05,2.86
2.88,2.86,2.90,2.76
2.83,2.77,2.88,2.75
2.80,2.74,2.80,2.68
2.80,2.75,2.98,2.73
2.77,2.77,2.79,2.72
2.80,2.82,2.84,2.72
2.82,2.80,2.82,2.76
2.85,2.70,2.90,2.60
2.85,2.80,2.85,2.65
2.80,2.70,2.80,2.65
2.70,2.50,2.70,2.40
2.45,2.70,2.79,2.45
2.65,2.58,2.70,2.55
2.55,2.53,2.65,2.50
2.50,2.50,2.60,2.50
2.55,2.50,2.60,2.50
2.50,2.55,2.70,2.50
2.60,2.55,2.80,2.55
2.55,2.75,2.75,2.55
2.70,2.80,2.90,2.65
2.90,2.75,2.90,2.70
2.75,2.80,2.85,2.70
2.80,2.90,2.95,2.80
2.80,2.80,2.91,2.70
2.75,2.75,2.87,2.75
2.80,2.75,2.80,2.75
2.80,2.88,2.94,2.75
2.90,2.95,3.05,2.90
3.00,2.95,3.00,2.90
2.95,2.90,3.00,2.90
3.00,2.95,3.00,2.90
2.90,2.85,3.00,2.85
2.85,2.85,2.95,2.85
2.85,2.80,2.95,2.80
2.80,2.85,2.95,2.80
