NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,NASDAQ
41.41,41.41,42.40,41.41
41.68,41.68,41.68,41.68
41.98,41.93,41.98,41.93
41.47,41.44,41.50,41.30
41.15,41.00,41.15,41.00
40.49,39.73,40.87,37.50
40.00,40.93,40.93,40.00
40.85,40.00,40.96,40.00
39.59,38.76,39.59,38.76
40.10,40.30,40.30,40.10
41.93,40.15,41.93,40.15
40.15,40.15,40.15,40.15
40.40,40.40,40.40,40.40
40.40,40.40,40.40,40.40
40.42,40.45,40.52,40.42
40.65,40.30,40.65,40.21
40.41,40.82,40.82,40.41
40.52,41.50,41.50,40.52
41.50,41.50,41.50,41.50
41.39,41.50,41.50,41.39
41.50,41.50,41.50,41.50
41.48,41.33,41.48,41.21
41.33,41.33,41.33,41.33
41.45,41.45,41.45,41.45
40.41,40.61,40.61,40.41
41.05,40.94,41.15,40.94
40.94,40.94,40.94,40.94
41.02,42.50,43.75,41.02
43.68,43.60,43.68,42.07
43.71,42.50,43.73,42.50
42.50,42.50,42.50,42.50
43.00,43.00,43.00,43.00
43.59,41.57,43.59,41.54
43.00,42.72,43.00,42.72
42.72,42.90,42.90,42.72
43.23,43.50,43.68,43.23
43.73,44.90,44.90,43.73
44.70,44.70,44.70,44.70
44.54,44.54,44.54,44.54
44.91,44.52,44.91,44.52
44.98,44.94,44.99,44.94
44.74,45.00,45.00,44.35
44.75,44.42,45.00,44.36
45.94,44.61,45.94,44.61
45.52,45.52,45.52,45.52
45.52,45.52,45.52,45.52
45.14,46.26,46.26,44.91
45.90,45.90,45.90,45.90
46.90,46.53,46.90,46.30
46.53,46.53,46.53,46.53
46.53,46.53,46.53,46.53
46.46,46.46,46.46,46.46
46.46,46.46,46.46,46.46
46.05,46.06,46.06,46.05
46.07,46.17,46.17,46.07
45.85,45.85,45.85,45.85
45.85,45.85,45.85,45.85
45.56,45.53,45.56,45.50
45.53,45.53,45.53,45.53
45.53,45.53,45.53,45.53
45.53,45.53,45.53,45.53
46.63,46.63,46.63,46.63
46.63,46.63,46.63,46.63
46.63,46.63,46.63,46.63
46.20,46.20,46.20,46.20
46.20,46.20,46.20,46.20
46.20,46.14,46.21,46.14
46.97,46.00,46.97,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
45.97,46.39,46.39,45.35
46.74,45.30,46.75,45.00
44.55,44.55,44.55,44.55
46.00,46.00,46.00,46.00
46.41,46.99,46.99,44.10
46.12,46.12,46.12,46.12
46.53,46.53,46.53,46.53
46.25,46.30,46.69,46.25
46.04,46.04,46.04,46.04
44.11,45.04,45.04,44.11
45.00,45.00,45.00,45.00
44.12,46.00,46.00,44.12
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
44.59,44.20,44.90,44.05
44.57,44.06,44.57,44.06
44.05,44.05,44.30,44.05
44.10,44.24,44.24,44.10
43.56,43.56,43.56,43.56
43.50,43.50,43.50,43.50
43.50,43.50,43.50,43.50
43.25,43.25,43.25,43.25
43.00,43.87,43.87,43.00
43.87,43.87,43.87,43.87
43.73,43.73,43.73,43.73
43.69,43.69,43.69,43.69
43.69,43.69,43.69,43.69
43.60,43.60,43.60,43.60
43.60,43.60,43.60,43.60
43.60,43.60,43.60,43.60
43.73,43.73,43.73,43.68
43.73,43.73,43.73,43.73
43.72,43.72,43.72,43.72
43.72,43.72,43.72,43.72
43.72,43.72,43.72,43.72
43.72,43.72,43.72,43.72
43.73,43.73,43.73,43.73
43.73,43.73,43.73,43.73
43.55,43.05,43.60,43.05
43.05,43.05,43.05,43.05
43.05,43.05,43.05,43.05
43.05,43.05,43.05,43.05
43.05,43.05,43.05,43.05
43.14,43.37,43.37,43.00
43.60,43.75,43.75,43.60
44.00,45.50,45.50,44.00
45.50,45.50,45.50,45.50
45.79,45.35,45.79,45.02
45.42,45.42,45.42,45.42
45.42,45.42,45.42,45.42
45.50,45.50,45.50,45.50
45.50,45.50,45.50,45.50
46.07,45.75,46.07,45.75
45.75,45.75,45.75,45.75
46.03,45.90,46.50,45.80
45.50,45.70,46.00,45.50
45.50,45.25,45.50,44.57
45.03,45.40,45.40,44.11
45.29,45.29,45.29,45.29
45.52,45.50,45.52,45.50
45.02,44.99,46.14,44.02
44.70,45.50,45.54,44.70
45.00,45.20,45.90,45.00
45.00,44.90,45.00,44.90
44.71,44.01,45.49,44.01
44.00,43.05,44.00,43.04
43.42,43.50,44.10,43.02
43.29,44.44,44.44,43.03
44.15,45.00,45.00,43.12
45.29,45.00,45.29,45.00
45.30,45.70,45.70,44.72
45.90,46.22,46.22,45.90
46.21,46.45,46.45,46.21
46.21,46.21,46.21,46.21
45.50,45.50,45.50,45.50
45.75,45.75,45.75,45.75
45.75,45.90,45.90,45.75
45.70,45.05,45.70,45.05
45.00,45.13,45.49,44.26
45.00,45.97,45.97,45.00
45.50,45.22,45.50,45.22
45.44,45.70,45.70,45.44
45.70,45.70,45.70,45.70
45.50,45.40,45.98,45.40
45.17,45.48,45.89,45.17
45.70,45.69,45.70,45.69
45.60,45.60,45.60,45.60
45.60,45.60,45.60,45.60
45.50,45.70,45.70,45.50
45.70,45.70,45.70,45.70
45.02,45.64,45.67,45.02
45.65,45.55,45.65,45.55
45.18,45.38,45.38,45.18
45.55,45.25,45.55,45.25
45.25,45.25,45.25,45.25
45.50,45.54,45.54,45.50
45.50,45.45,45.50,45.00
45.25,45.65,45.65,45.25
45.64,45.83,45.84,45.64
45.80,45.99,45.99,45.80
45.95,45.90,45.95,45.90
45.99,46.00,46.00,45.99
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
45.20,45.82,45.82,45.20
45.82,45.82,45.82,45.82
45.98,45.75,45.98,45.75
45.72,45.72,45.72,45.72
45.64,45.64,45.64,45.64
45.70,46.00,46.00,45.70
46.00,46.00,46.00,46.00
46.20,46.20,46.20,46.20
46.28,46.28,46.28,46.28
45.06,45.53,45.53,45.02
46.00,46.29,46.29,45.50
46.29,46.29,46.29,46.29
46.29,46.29,46.29,46.29
45.52,45.47,45.52,45.26
45.26,45.27,45.30,45.25
45.25,45.25,45.40,45.25
45.40,45.40,45.40,45.40
45.25,45.30,45.30,45.25
45.28,45.30,45.30,45.28
45.30,45.39,45.40,45.25
45.39,45.49,45.49,45.39
45.40,45.40,45.40,45.40
45.50,45.27,45.50,45.27
45.25,45.35,45.35,45.25
45.50,45.50,45.50,45.50
45.50,46.25,46.50,45.50
46.40,46.85,46.85,46.40
46.75,46.75,46.75,46.75
46.67,46.67,46.67,46.67
46.25,44.54,46.27,44.52
44.26,45.00,45.15,44.26
45.48,45.00,45.48,45.00
45.45,45.45,45.45,45.45
45.50,45.50,45.50,45.50
44.79,44.79,44.79,44.79
45.50,45.50,45.50,45.50
46.00,44.81,46.00,44.81
46.47,46.47,46.47,46.47
46.00,44.80,46.04,44.75
45.00,45.47,45.47,45.00
45.46,45.35,45.46,45.35
45.45,45.47,45.47,45.45
44.81,44.95,44.95,44.81
44.95,44.90,44.95,44.90
44.90,44.92,45.26,44.90
44.91,44.91,44.91,44.91
44.96,44.96,44.96,44.96
44.95,45.27,45.27,44.95
45.27,45.27,45.27,45.26
45.22,45.05,45.25,45.04
45.50,45.50,45.50,45.50
45.50,45.50,45.50,45.50
45.60,45.50,45.60,45.50
45.50,45.50,45.98,45.50
46.60,46.09,46.90,45.05
46.44,46.50,46.50,46.26
46.47,45.75,46.47,45.73
46.84,45.45,46.84,45.34
45.20,45.80,46.74,45.20
45.30,46.00,46.50,45.30
45.61,46.45,46.45,45.17
46.38,46.00,46.47,46.00
46.47,46.47,46.47,46.47
46.20,46.20,46.20,46.20
46.80,46.51,46.80,46.51
46.48,49.46,49.46,46.48
48.53,48.91,48.92,48.50
48.55,48.51,48.55,47.74
48.99,49.50,49.50,48.69
50.00,51.88,51.88,50.00
51.00,51.30,51.78,51.00
50.08,50.31,51.18,50.08
50.51,50.25,50.51,50.00
49.28,49.55,49.55,49.28
49.60,49.60,49.60,49.60
49.60,49.60,49.60,49.60
50.97,50.97,50.97,50.97
49.98,50.21,50.21,49.98
49.98,50.00,50.00,49.98
50.00,50.00,50.00,50.00
49.11,49.11,49.11,49.11
49.75,49.75,49.75,49.75
49.95,49.40,49.95,49.40
49.34,49.11,49.34,49.11
50.00,49.75,50.00,49.75
49.15,49.92,49.92,49.11
49.92,49.92,49.92,49.92
50.00,49.14,50.00,49.10
49.98,49.96,49.98,49.96
49.28,49.60,49.96,49.28
49.91,49.91,49.91,49.90
49.75,49.75,49.75,49.16
50.00,49.80,50.00,49.13
49.94,49.92,49.94,49.21
49.65,49.10,49.65,49.10
49.89,49.89,49.89,49.89
49.94,49.94,49.94,49.94
49.90,49.24,49.90,49.15
49.20,48.75,49.46,48.75
48.75,48.50,48.75,47.81
48.25,48.22,48.25,48.20
48.25,48.05,48.25,48.00
46.50,47.94,47.94,46.50
47.94,48.61,48.61,47.94
48.16,48.16,48.16,48.16
48.47,48.47,48.47,48.47
48.50,48.50,48.50,48.50
48.50,48.00,48.50,47.97
48.00,48.00,48.00,48.00
47.90,47.51,48.00,47.51
48.00,47.56,48.00,47.56
46.69,47.01,47.01,46.69
47.01,47.01,47.01,47.01
47.15,47.15,47.15,47.15
47.15,47.15,47.15,47.15
48.50,48.50,48.50,48.50
47.06,49.02,49.62,46.63
49.88,49.26,49.88,49.26
49.26,49.00,49.26,49.00
49.69,49.77,49.77,49.69
48.00,49.18,49.18,48.00
48.36,49.20,49.20,48.36
49.25,48.83,49.25,48.83
49.19,48.00,49.19,46.89
47.51,47.51,47.51,47.51
47.52,47.52,47.52,47.52
47.78,48.75,48.75,47.78
48.98,48.20,48.98,48.02
48.55,48.50,48.55,48.50
49.15,48.75,49.15,48.75
49.25,48.75,49.25,48.75
48.36,48.36,48.36,48.36
49.72,48.67,49.72,48.67
48.75,48.52,48.75,48.52
49.72,49.26,49.72,49.26
49.50,49.50,49.50,49.50
49.40,49.72,49.72,49.02
49.72,49.72,49.72,49.72
49.53,49.53,49.53,49.53
49.00,48.62,49.00,48.62
48.62,48.62,48.62,48.62
48.28,48.28,48.28,48.28
48.00,48.00,48.00,48.00
48.01,48.03,48.03,47.02
47.15,47.45,47.45,47.05
47.84,48.02,48.02,47.84
47.84,47.50,48.00,47.50
48.05,48.05,48.05,48.05
47.95,48.50,49.00,47.50
47.25,47.29,47.29,47.25
47.29,47.29,47.29,47.29
47.30,47.30,47.30,47.30
47.25,47.05,47.25,47.05
47.10,47.17,47.48,47.05
47.10,47.50,48.00,47.10
47.50,47.10,47.50,47.10
47.74,47.05,47.74,47.05
47.57,47.57,47.57,47.57
47.72,47.04,47.72,47.04
47.65,47.04,47.65,47.04
47.41,47.30,47.41,47.05
47.34,46.63,47.34,46.50
46.75,47.25,47.40,46.75
47.55,46.52,47.55,46.52
46.92,46.68,46.92,46.52
46.50,47.15,47.48,46.50
47.14,47.40,47.40,46.50
47.35,46.78,47.35,46.55
46.54,47.30,47.44,46.54
47.65,47.55,47.65,47.55
47.10,47.51,47.51,47.10
46.79,47.20,47.60,46.79
47.57,47.57,47.57,47.57
47.42,47.43,47.45,47.42
47.45,47.27,47.55,47.20
47.27,47.27,47.27,47.27
47.27,47.27,47.27,47.27
47.35,47.70,47.70,47.00
46.54,47.51,47.51,46.54
47.60,47.60,47.60,47.25
47.60,47.34,47.60,47.34
47.45,47.92,48.00,47.45
47.40,47.11,47.90,47.02
47.83,47.80,47.83,47.80
47.90,47.90,47.90,47.90
46.40,47.00,47.98,46.30
46.51,46.10,47.47,45.02
45.54,46.87,46.93,45.54
46.89,46.98,46.98,46.89
47.25,47.12,47.80,47.12
47.70,47.77,47.77,47.70
47.74,47.74,47.74,47.74
47.79,47.79,47.80,47.78
47.15,48.00,48.00,47.15
47.95,48.60,48.75,47.95
49.80,49.90,49.95,49.29
49.99,49.95,50.00,49.32
50.00,49.11,50.00,49.11
48.05,48.05,48.05,48.05
49.93,49.87,49.93,47.60
50.00,50.00,50.00,49.98
47.01,50.00,50.00,47.01
49.02,50.24,50.24,49.02
48.16,49.00,49.60,47.01
49.00,49.00,49.00,49.00
46.00,46.00,46.00,46.00
48.67,49.00,49.25,48.67
49.00,49.00,49.31,48.02
49.80,49.43,49.80,49.43
49.53,49.11,49.53,49.11
49.50,49.50,49.50,49.50
48.02,48.61,48.61,48.02
49.84,47.92,49.97,46.01
48.02,48.13,48.30,48.00
48.03,48.00,48.98,48.00
48.74,48.75,48.75,48.20
48.02,48.50,48.50,48.02
48.39,48.42,48.49,48.38
47.72,48.50,49.60,47.72
48.53,48.53,49.37,48.53
49.00,48.14,49.00,48.00
47.51,49.12,49.12,47.51
48.98,47.56,48.98,47.56
47.75,47.89,48.50,47.75
48.90,48.22,48.98,48.22
48.29,48.00,48.29,48.00
48.42,48.89,48.89,48.42
48.90,49.60,49.60,48.90
49.60,49.60,49.60,49.60
49.78,49.65,49.90,48.66
49.65,49.65,49.65,49.65
48.89,49.00,49.00,48.89
49.00,49.00,49.00,49.00
48.55,48.55,48.55,48.55
48.47,48.04,48.50,48.04
48.04,48.04,48.04,48.04
47.07,48.40,48.40,47.07
48.00,48.00,48.00,48.00
48.00,48.00,48.00,48.00
48.00,48.50,48.50,47.96
49.00,48.50,49.00,48.45
48.75,48.75,48.75,48.75
48.75,48.75,48.75,48.75
46.61,46.61,46.61,46.61
46.61,46.61,46.61,46.61
48.02,48.02,48.02,48.02
48.05,48.05,48.05,48.05
47.07,47.25,47.25,47.07
47.25,47.25,47.25,47.25
47.10,47.71,47.71,47.10
47.71,47.71,47.71,47.71
46.61,46.61,46.61,46.61
46.61,46.61,46.61,46.61
46.61,46.61,46.61,46.61
48.67,48.98,48.98,48.67
48.98,48.98,48.98,48.98
47.15,48.98,48.98,47.15
48.98,49.75,49.75,48.98
49.75,49.75,49.75,49.75
49.89,48.50,49.89,47.10
48.50,48.50,48.50,48.50
46.61,46.61,46.61,46.61
46.61,46.61,46.61,46.61
48.75,48.75,48.75,48.75
48.75,48.75,48.75,48.75
48.04,46.85,48.43,46.85
47.88,47.88,47.88,47.88
48.01,48.25,48.55,48.01
48.25,49.60,49.60,48.25
49.50,49.50,49.50,49.50
49.60,49.55,49.60,49.55
49.55,49.55,49.55,49.55
49.55,49.55,49.55,49.55
49.50,49.50,49.50,49.50
49.50,49.50,49.50,49.50
49.40,49.40,49.40,49.40
48.84,49.40,49.40,48.84
49.77,50.20,50.24,49.77
50.20,50.20,50.20,50.20
50.20,50.20,50.20,50.20
50.20,50.20,50.20,50.20
50.20,50.20,50.20,50.20
49.53,49.50,49.53,49.49
49.39,49.39,49.39,49.39
48.05,48.50,49.00,48.05
49.48,49.50,49.50,49.48
49.50,49.50,49.50,49.50
49.50,49.49,49.50,49.48
49.09,49.35,49.35,49.09
48.51,48.50,48.51,48.50
49.47,49.50,49.50,49.47
49.50,49.50,49.50,49.50
49.50,49.50,49.50,49.50
49.60,49.60,49.60,49.60
49.60,49.60,49.60,49.60
49.72,49.72,49.72,49.72
49.02,49.15,49.15,49.02
49.23,48.70,49.23,48.69
48.70,48.70,48.70,48.70
49.61,48.10,50.00,48.10
48.65,48.59,48.65,48.59
49.15,49.15,49.15,49.15
48.23,48.15,48.68,48.14
48.15,47.52,48.15,47.42
48.17,48.20,48.35,47.97
48.20,48.20,48.20,48.20
48.20,48.20,48.20,48.20
48.20,48.20,48.20,48.20
47.50,47.98,47.98,47.50
47.52,47.63,48.88,47.52
48.89,48.01,48.89,48.01
48.62,48.00,48.62,48.00
47.47,48.20,48.30,47.47
48.20,48.20,48.20,48.20
48.64,48.00,48.69,47.79
48.04,48.80,48.98,48.04
49.00,49.45,49.46,48.90
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
48.53,48.53,48.53,48.53
48.53,48.53,48.53,48.53
49.60,49.15,49.60,49.15
49.89,48.21,49.89,48.21
48.21,48.21,48.21,48.21
48.21,48.21,48.21,48.21
48.99,48.60,49.29,48.50
48.76,49.01,49.02,48.75
49.09,49.00,49.09,49.00
49.00,49.00,49.00,49.00
49.07,49.29,49.29,49.07
48.79,48.79,48.79,48.79
49.64,49.00,49.64,48.99
48.57,48.57,48.57,48.57
48.06,48.64,48.66,48.06
48.23,49.36,49.65,48.23
49.02,49.35,49.36,49.00
49.35,49.35,49.35,49.35
48.06,48.11,48.72,48.06
48.26,48.26,48.26,48.26
50.00,50.00,50.00,49.51
49.25,49.00,49.25,48.55
49.00,49.00,49.00,49.00
49.14,50.00,50.00,49.14
48.77,49.50,49.50,48.77
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
48.20,48.95,49.01,48.20
49.00,49.17,49.17,49.00
49.17,49.17,49.17,49.17
49.33,49.33,49.33,49.33
48.45,49.34,50.24,48.45
49.40,49.40,49.40,49.40
49.01,48.59,49.26,48.59
49.06,49.06,49.06,49.06
49.03,49.27,49.27,49.03
48.61,48.61,49.24,48.50
49.28,48.65,49.50,48.65
48.65,48.65,48.65,48.65
48.45,48.30,49.42,48.30
48.30,48.30,48.30,48.30
49.42,49.44,49.44,49.42
49.35,49.35,49.35,49.35
48.00,48.42,48.50,48.00
48.50,48.50,48.50,48.50
48.50,48.50,48.50,48.50
48.50,48.50,48.50,48.50
48.50,48.50,48.50,48.50
48.75,48.76,49.28,48.75
47.90,48.50,48.98,47.90
49.37,49.37,49.37,49.37
47.75,48.12,49.35,47.75
48.50,48.96,49.08,48.50
49.48,49.48,49.48,49.48
48.79,49.40,49.40,48.79
49.50,49.99,50.11,49.50
49.44,49.36,49.44,49.36
49.11,48.15,49.11,48.10
49.11,47.82,49.11,47.80
46.25,47.33,47.50,46.25
47.86,46.00,47.86,46.00
48.73,48.73,48.73,48.73
47.16,47.23,47.23,47.16
47.97,46.71,47.97,46.71
47.96,48.00,48.00,47.77
48.47,48.47,48.47,48.47
47.42,49.00,49.00,47.42
48.84,49.25,49.25,48.84
49.00,49.00,49.90,48.75
47.57,48.25,49.70,47.57
48.50,48.85,48.85,48.50
48.53,49.00,49.00,48.53
48.07,49.23,49.23,48.02
48.92,48.84,48.92,48.84
49.50,49.00,49.50,49.00
49.85,49.88,49.88,49.30
47.84,49.50,49.50,47.84
48.08,49.16,49.16,48.08
48.75,48.25,48.88,48.25
48.86,47.62,48.86,47.62
48.25,48.25,48.25,48.25
47.50,47.70,49.39,47.50
47.70,47.70,47.70,47.70
47.35,47.41,47.41,47.35
47.90,47.55,48.50,47.55
47.98,48.26,48.26,47.98
48.47,49.40,49.40,48.47
49.40,49.40,49.40,49.40
49.44,49.50,49.50,49.44
48.02,48.97,49.40,48.02
49.81,49.85,49.85,49.81
49.14,49.14,49.14,49.14
48.20,49.35,49.35,48.20
49.40,49.40,49.40,49.40
49.70,49.23,49.75,49.23
49.70,49.70,49.70,49.70
49.69,49.69,49.69,49.69
49.41,49.45,49.45,49.41
49.43,49.45,49.45,49.43
49.39,49.39,49.39,49.39
49.50,49.39,49.50,49.39
49.74,49.74,49.74,49.74
49.27,48.48,49.27,48.48
49.64,49.64,49.64,49.64
49.60,50.00,50.00,49.59
50.00,49.80,50.00,49.80
49.66,51.00,51.00,49.66
50.90,50.90,50.90,50.90
50.53,49.62,50.89,49.62
50.50,49.68,50.50,49.62
50.33,50.38,50.38,50.33
50.10,50.25,50.33,50.10
50.20,50.20,50.60,50.20
50.05,50.43,50.60,50.05
50.02,49.51,50.04,49.51
49.51,49.51,49.51,49.51
50.00,50.04,50.04,49.49
50.04,50.04,50.04,50.04
50.28,50.24,50.28,50.03
50.15,50.15,50.15,50.15
50.10,50.15,50.15,50.06
50.00,50.00,50.00,50.00
50.00,49.02,50.22,49.02
49.72,50.40,50.40,49.72
50.41,50.18,50.41,50.18
50.15,50.15,50.15,50.15
50.20,50.20,50.20,50.20
50.89,50.71,50.90,50.49
51.00,51.25,51.25,50.90
51.19,51.19,51.19,51.19
51.24,51.25,51.25,51.24
51.24,51.25,51.25,51.24
51.25,51.25,51.25,51.25
51.25,51.25,51.25,51.25
51.75,50.80,51.75,50.80
51.60,51.60,51.60,51.60
51.60,51.60,51.60,51.60
51.60,51.60,51.60,51.60
51.50,51.50,51.57,51.50
51.00,50.05,51.00,50.05
50.05,50.05,50.05,50.05
50.05,50.05,50.05,50.05
50.56,50.56,50.56,50.56
50.56,50.56,50.56,50.56
51.20,51.20,51.20,51.20
51.44,51.44,51.44,51.44
50.99,50.99,50.99,50.99
50.99,50.99,50.99,50.99
50.93,50.75,50.93,50.75
49.99,50.46,50.46,49.99
50.40,50.50,50.50,50.35
50.50,50.27,50.50,50.27
50.00,50.20,50.35,50.00
50.19,49.99,50.99,49.99
49.98,50.27,50.31,49.98
50.25,50.00,50.43,50.00
50.45,50.00,50.45,49.90
49.75,49.75,49.75,49.75
50.00,50.34,50.34,49.75
49.75,50.17,50.17,49.75
49.77,49.75,49.77,49.75
49.88,49.88,49.88,49.88
49.69,48.75,49.69,48.75
48.75,49.09,49.36,48.75
49.16,50.10,50.11,49.16
50.36,51.50,51.90,50.36
52.14,51.24,52.35,51.24
51.03,50.39,51.03,50.39
49.55,49.85,49.85,49.53
49.85,49.85,49.85,49.85
49.98,49.98,50.00,49.70
49.12,49.48,49.77,49.05
49.48,49.48,49.48,49.48
49.48,49.48,49.48,49.48
50.27,50.00,50.27,50.00
49.50,49.36,49.50,49.36
49.46,49.67,49.67,49.46
50.69,48.89,50.80,48.89
50.00,49.96,50.00,49.35
49.96,49.74,49.96,49.74
49.99,49.80,49.99,49.80
49.92,49.92,49.92,49.92
49.02,49.79,49.79,49.02
49.79,48.90,49.79,48.90
49.20,48.95,49.53,48.95
48.18,49.33,49.33,48.18
49.77,49.30,49.79,49.30
49.80,50.50,50.80,49.80
50.00,49.69,50.20,49.69
49.93,50.48,50.48,49.93
50.37,50.00,50.50,50.00
50.49,50.50,50.85,50.34
50.50,51.20,51.20,50.50
51.20,51.20,51.20,50.86
52.39,53.50,53.86,51.50
53.00,54.05,54.05,53.00
54.25,55.45,55.70,53.00
53.57,53.00,53.57,52.55
53.00,53.00,53.00,53.00
53.00,53.00,53.00,53.00
53.00,53.00,53.00,53.00
54.90,53.01,54.90,53.01
53.01,53.01,53.01,53.01
53.01,53.01,53.01,53.01
53.01,53.01,53.01,53.01
53.01,53.01,53.01,53.01
53.00,53.74,53.74,53.00
53.74,53.74,53.74,53.74
53.69,53.70,53.70,53.69
53.92,53.92,53.92,53.92
54.20,54.20,54.20,54.20
56.00,55.15,56.00,55.15
55.15,55.15,55.15,55.15
55.50,55.50,55.50,55.50
53.85,53.81,53.85,53.80
53.80,53.80,53.80,53.80
54.01,55.20,55.20,54.01
55.20,55.20,55.20,55.20
54.94,54.94,54.94,54.94
54.94,54.94,54.94,54.94
53.02,55.00,55.00,53.02
54.00,54.00,54.00,54.00
53.07,53.52,53.52,53.07
53.52,53.52,53.52,53.52
54.00,54.00,54.31,54.00
54.00,54.00,54.00,54.00
55.10,55.10,55.10,55.10
54.55,54.55,54.55,54.55
54.50,54.50,54.50,54.50
55.09,54.00,55.10,54.00
54.06,54.25,54.25,54.06
54.48,54.43,54.48,54.43
54.43,54.43,54.43,54.43
53.66,54.40,54.40,53.51
55.10,55.10,55.10,55.10
55.05,55.50,55.50,54.71
54.97,56.25,56.25,54.85
55.46,56.75,56.75,55.46
54.81,55.54,55.54,54.81
56.04,56.04,56.04,56.04
56.04,56.04,56.04,56.04
56.04,56.04,56.04,56.04
56.42,56.42,56.42,56.42
56.42,56.42,56.42,56.42
56.42,56.42,56.42,56.42
56.13,56.13,56.13,56.13
56.13,56.13,56.13,56.13
56.50,56.50,56.50,56.50
56.75,56.79,56.79,56.75
56.79,56.79,56.79,56.79
56.79,56.79,56.79,56.79
56.79,56.79,56.79,56.79
54.57,54.57,54.57,54.57
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.85,56.85,56.85,56.85
56.50,56.52,58.50,56.50
56.60,56.60,56.60,56.60
56.91,58.50,58.50,56.90
58.50,58.50,58.50,58.50
57.40,57.40,57.40,57.40
57.51,57.50,57.51,57.50
57.50,57.50,57.50,57.50
57.50,57.50,57.50,57.50
57.50,57.50,57.50,57.50
57.49,57.50,57.50,57.49
57.50,57.50,57.50,57.50
59.19,59.03,59.28,59.03
57.65,57.97,57.97,57.65
56.51,56.79,56.79,56.48
56.79,56.79,56.79,56.79
56.79,56.79,56.79,56.79
56.79,56.79,56.79,56.79
56.79,56.79,56.79,56.79
58.00,58.00,58.00,58.00
58.99,58.99,58.99,58.99
58.70,58.70,58.70,58.70
57.42,57.60,57.60,57.42
57.60,57.60,58.00,57.60
56.50,56.48,56.74,56.48
58.97,58.93,58.97,58.93
58.93,58.93,58.93,58.93
58.88,58.89,58.89,58.88
58.89,58.89,58.89,58.89
59.00,59.18,59.18,59.00
64.00,64.00,64.00,64.00
60.96,62.00,62.50,60.50
61.96,62.00,62.72,60.70
63.00,64.38,66.38,62.31
62.80,63.41,63.59,62.80
62.37,64.50,64.99,62.37
62.22,62.28,63.50,62.22
62.28,62.28,62.28,62.28
63.79,63.75,63.79,63.75
63.75,63.75,63.75,63.75
64.00,64.00,64.00,64.00
64.00,64.00,64.00,64.00
63.48,63.48,63.48,63.48
63.00,63.04,63.04,63.00
66.43,64.09,66.43,64.09
64.09,64.09,64.09,64.09
63.00,63.00,63.00,63.00
63.00,63.00,63.00,63.00
63.00,66.90,66.90,63.00
66.90,66.90,66.90,66.90
66.60,66.95,66.95,66.60
66.95,66.95,66.95,66.95
66.95,66.95,66.95,66.95
66.90,66.93,66.93,66.90
67.22,66.70,67.22,66.70
66.50,61.23,66.50,61.06
61.60,62.40,62.40,60.10
62.40,62.40,62.40,62.40
62.96,60.70,62.96,60.70
61.12,61.12,61.12,61.12
61.12,61.12,61.12,61.12
61.12,61.12,61.12,61.12
61.12,61.12,61.12,61.12
61.12,61.12,61.12,61.12
61.12,61.12,61.12,61.12
61.12,61.12,61.12,61.12
61.12,61.12,61.12,61.12
61.12,61.12,61.12,61.12
61.00,60.06,61.45,59.85
61.00,61.00,61.00,61.00
58.76,58.76,58.76,58.76
59.78,59.78,59.78,59.78
59.78,59.78,59.78,59.78
60.35,60.35,60.35,60.35
60.35,60.35,60.35,60.35
60.35,60.35,60.35,60.35
60.35,60.35,60.35,60.35
59.07,60.10,60.57,59.07
60.10,60.10,60.10,60.10
60.76,60.76,60.76,60.76
60.76,60.76,60.76,60.76
60.51,60.51,60.51,60.51
60.62,59.59,60.62,59.59
61.50,61.50,61.50,61.50
61.00,59.55,61.00,59.05
59.55,59.55,59.55,59.55
61.49,60.60,61.50,60.60
60.60,60.60,60.60,60.60
59.74,59.74,59.74,59.74
59.74,59.74,59.74,59.74
60.47,60.47,60.47,60.47
60.47,60.47,60.47,60.47
60.47,60.47,60.47,60.47
60.47,60.47,60.47,60.47
60.41,60.45,60.45,60.41
60.45,60.45,60.45,60.45
60.45,60.45,60.45,60.45
60.43,60.43,60.43,60.43
60.43,60.43,60.43,60.43
60.43,60.43,60.43,60.43
60.22,60.24,60.24,60.22
60.21,60.21,60.21,60.21
60.21,60.21,60.21,60.21
60.20,61.25,61.25,59.05
61.30,61.30,61.30,61.30
61.30,61.30,61.30,61.30
61.40,63.04,63.04,61.40
63.15,63.15,63.15,63.15
63.15,63.15,63.15,63.15
63.15,63.15,63.15,63.15
63.15,63.15,63.15,63.15
63.15,63.15,63.15,63.15
61.95,60.00,61.95,60.00
61.55,61.50,61.55,61.50
61.50,61.50,61.50,61.50
60.10,61.50,61.50,60.10
60.35,61.50,61.50,60.35
61.50,61.50,61.50,61.50
61.50,61.50,61.50,61.50
61.50,61.50,61.50,61.50
61.50,61.50,61.50,61.50
61.50,61.50,61.50,61.50
