TDW,Tidewater Inc. Common Stock,NASDAQ
56.79,56.38,57.18,55.87
56.71,55.94,56.71,55.55
55.09,55.10,55.50,53.91
55.74,55.94,56.23,55.10
56.36,56.40,56.80,56.15
56.70,57.10,57.67,56.50
56.94,56.97,57.57,56.90
57.34,57.11,57.54,56.87
57.06,57.39,58.17,56.90
57.12,56.94,57.40,56.68
57.30,57.38,57.56,56.67
57.67,57.44,58.26,57.37
57.80,58.37,58.55,57.63
58.57,58.68,59.04,58.36
59.54,59.39,59.59,58.88
59.32,59.82,59.88,59.18
59.58,60.01,60.01,59.31
60.11,59.54,60.11,58.66
59.65,59.47,59.75,59.21
59.66,60.46,60.85,59.59
60.23,61.14,61.28,60.05
61.36,61.13,61.39,60.91
61.70,61.17,62.38,60.83
61.19,60.39,61.30,60.29
60.19,60.54,60.74,60.19
60.35,59.85,60.50,59.49
59.79,58.89,60.04,58.81
58.97,58.53,59.00,58.53
58.76,58.99,59.30,58.65
59.67,60.29,60.42,58.94
60.09,60.85,60.89,59.64
60.70,61.08,61.14,60.34
60.68,56.90,60.68,54.98
56.67,56.36,56.83,55.50
56.63,56.02,56.66,55.97
55.89,55.91,56.30,55.24
55.69,56.11,56.28,55.55
56.25,56.35,56.87,56.03
56.39,56.25,56.50,56.07
55.83,55.49,56.05,55.28
55.64,54.94,55.87,54.79
54.95,54.53,55.00,54.42
54.56,55.10,55.54,54.33
54.85,54.36,55.00,54.19
54.58,55.36,55.71,54.45
55.38,55.68,55.88,54.70
55.68,55.67,56.27,55.57
55.08,54.84,55.61,54.67
54.89,55.39,55.96,54.68
55.24,54.42,55.50,54.18
54.34,53.96,54.45,53.69
54.76,53.68,54.88,53.07
53.60,54.94,55.04,53.28
55.07,55.75,56.34,54.97
56.02,56.71,57.25,55.61
56.79,57.91,58.14,56.79
58.09,57.70,58.09,57.36
57.72,58.09,58.31,57.28
57.66,57.78,58.02,57.28
57.94,57.26,57.94,57.10
57.81,58.08,58.19,57.51
58.09,58.64,58.82,58.09
58.70,59.24,59.35,57.99
59.30,59.35,59.62,59.02
59.55,58.70,59.55,58.63
58.52,58.10,58.91,57.69
58.23,58.36,58.93,57.38
58.37,58.33,58.81,58.05
59.15,58.47,59.15,57.91
58.31,58.87,59.31,58.08
58.22,59.36,59.40,57.80
59.43,58.89,60.31,58.65
58.60,58.60,59.02,57.95
58.51,58.47,58.72,57.64
58.45,58.77,59.10,58.12
58.46,58.42,59.07,58.01
58.52,58.04,59.08,58.04
58.60,57.87,58.68,57.29
58.54,59.40,59.57,58.48
59.36,59.72,60.00,58.80
59.36,59.92,60.06,59.13
60.42,60.28,60.70,59.91
60.68,61.22,61.28,60.39
61.02,61.26,61.39,60.81
62.08,62.40,62.81,61.96
62.30,62.26,62.66,61.81
62.61,62.76,63.14,62.43
62.30,61.00,62.34,60.79
60.86,59.55,61.14,59.42
59.87,59.95,60.34,59.62
60.09,61.51,61.51,60.06
61.51,61.93,61.98,61.42
62.06,61.18,62.24,60.77
61.06,60.22,61.28,60.16
60.32,59.99,60.33,59.53
60.24,61.21,61.22,60.18
63.19,62.30,63.19,60.23
63.00,62.01,63.22,61.69
62.04,59.84,62.04,59.41
59.61,60.21,60.35,59.59
60.36,60.52,61.25,60.01
60.21,59.80,60.21,59.46
59.33,60.16,60.24,58.76
60.12,61.02,61.22,60.11
61.95,62.02,63.16,61.45
62.00,60.34,62.01,60.25
60.15,58.71,60.15,58.44
58.63,57.64,58.82,57.30
57.64,57.50,57.99,57.38
57.58,57.68,57.78,56.88
57.78,57.19,57.84,56.93
57.23,57.55,57.81,56.83
57.44,56.99,57.44,56.73
57.01,57.04,57.67,56.64
56.83,57.02,57.99,56.40
56.92,57.28,57.61,56.60
56.85,57.53,57.65,56.52
57.35,57.73,57.79,56.84
58.10,58.15,58.49,57.62
58.26,57.82,58.43,57.65
57.69,57.47,58.63,57.46
57.50,56.52,57.63,56.40
56.49,56.46,56.89,55.97
56.60,55.81,56.60,55.33
56.24,56.28,56.95,55.77
56.05,55.70,56.25,55.40
55.81,55.72,56.00,54.32
55.49,55.34,55.49,54.31
55.48,56.75,56.80,55.48
57.20,57.04,57.38,56.57
57.02,57.66,57.96,57.02
57.73,57.80,57.98,57.34
58.13,58.13,58.32,57.65
58.15,58.20,58.47,57.76
58.28,59.27,59.29,58.17
59.27,58.60,59.37,58.17
58.56,59.76,59.81,58.42
59.94,59.83,60.03,59.16
59.94,60.07,60.47,59.46
60.12,59.82,60.15,59.56
60.07,58.91,60.07,58.55
58.95,59.53,59.69,58.82
59.22,57.82,59.38,57.54
57.93,58.18,58.36,57.46
58.40,57.70,58.75,57.66
57.62,57.06,57.77,56.33
56.97,56.42,57.15,56.32
56.76,56.22,56.80,55.67
56.36,55.42,56.36,55.25
55.28,52.84,55.43,52.13
52.00,51.46,52.14,50.65
51.51,50.84,51.80,50.27
50.98,51.92,52.06,50.79
51.60,51.39,52.44,51.34
51.81,51.60,52.06,51.33
51.48,51.85,52.41,50.82
51.65,50.55,51.94,50.13
50.61,50.49,51.13,50.03
50.00,46.89,50.01,45.51
46.81,47.59,48.12,45.93
47.72,47.37,47.84,47.22
47.26,46.36,47.48,46.11
46.37,47.16,47.27,46.30
47.35,47.18,47.72,47.01
46.90,47.15,47.21,46.69
47.63,48.29,48.77,47.58
48.28,47.73,48.33,47.16
47.58,47.48,48.35,47.35
47.44,47.67,47.75,47.33
47.71,47.34,47.80,47.27
47.70,48.36,48.50,47.58
48.28,48.07,48.39,47.36
48.12,48.40,48.56,47.78
48.30,48.57,48.64,47.69
48.39,48.72,49.12,48.12
48.35,48.35,49.19,47.97
48.81,49.01,49.17,48.51
48.94,48.83,49.28,48.65
48.98,49.83,50.02,48.63
50.06,49.63,50.26,49.20
49.55,49.34,49.98,48.84
49.59,47.89,49.86,47.73
47.65,47.45,47.81,47.16
47.71,46.44,47.79,46.12
46.18,45.97,46.84,45.85
46.36,46.00,47.00,45.94
46.00,46.40,46.60,46.00
46.51,46.38,46.81,46.24
46.38,46.48,46.65,46.06
46.98,47.88,48.44,46.80
48.08,46.97,48.41,46.89
47.23,47.46,47.50,46.86
47.74,47.48,47.87,47.42
47.60,48.25,48.37,47.41
48.40,48.40,48.97,48.13
48.59,48.62,48.69,48.06
48.64,49.12,49.17,48.20
49.19,49.55,49.69,49.18
49.64,48.98,49.79,48.85
49.23,48.71,49.54,48.48
48.31,47.74,48.60,47.56
47.72,48.16,48.44,47.52
48.36,48.72,49.02,48.10
48.76,48.00,49.23,47.95
47.76,47.51,47.99,47.50
47.66,48.22,48.54,47.39
48.19,48.47,48.81,47.64
48.60,49.09,49.34,48.31
49.56,49.11,49.70,48.93
49.10,49.26,49.50,48.88
49.13,49.27,49.48,49.01
49.40,49.94,50.20,49.28
50.26,51.40,51.48,49.95
51.44,51.84,51.99,51.03
51.87,50.79,51.97,50.44
50.98,50.32,51.24,50.26
50.06,50.93,51.04,49.56
50.92,49.66,50.92,49.53
49.77,50.15,50.56,49.61
49.93,49.77,50.26,49.57
49.75,49.65,49.89,49.24
49.86,49.53,50.15,49.24
49.63,49.68,50.15,49.51
49.52,49.80,49.85,49.17
50.05,50.96,51.03,49.83
50.99,51.14,51.30,50.69
51.11,50.85,51.95,50.77
50.69,50.39,50.69,49.22
50.30,50.52,51.04,49.85
50.43,51.00,51.24,50.42
50.90,50.62,51.05,50.49
52.00,51.21,53.95,50.31
50.98,50.91,51.18,50.57
50.83,50.15,50.97,50.09
50.40,50.19,50.67,50.10
50.18,50.00,50.24,49.38
50.27,52.51,52.62,50.27
52.47,52.12,52.73,52.07
52.10,51.65,52.46,51.44
51.46,51.82,51.93,51.14
51.32,52.17,52.32,51.12
52.08,52.85,52.98,51.88
53.00,53.50,53.66,52.93
53.65,53.83,54.86,53.43
53.75,54.50,54.79,53.53
54.28,54.52,54.62,54.02
54.55,54.19,54.84,54.01
54.18,54.63,54.73,53.95
54.71,54.64,55.27,54.18
54.72,54.70,55.14,54.45
54.74,54.99,55.17,54.67
55.07,55.57,55.59,54.88
56.01,56.00,56.46,55.81
56.02,56.40,56.56,55.89
56.38,55.35,56.98,55.34
55.23,54.77,55.92,54.43
55.30,55.55,55.73,54.62
55.37,55.94,56.01,55.07
56.04,56.15,56.26,55.50
56.27,55.66,56.51,55.60
55.50,54.58,55.78,54.05
54.59,54.48,54.71,54.13
53.22,51.80,53.24,51.37
51.54,52.02,52.09,50.50
52.03,51.94,52.35,51.62
51.11,50.62,51.19,50.56
50.54,50.07,50.55,49.52
50.27,50.21,50.51,50.12
50.04,50.33,50.71,50.04
50.35,50.37,50.86,50.04
50.19,49.73,50.39,49.42
49.86,49.77,50.19,49.45
49.70,49.98,50.22,49.63
50.20,50.27,50.73,50.05
50.29,50.14,50.39,49.78
50.18,49.57,50.18,49.35
49.32,49.38,49.62,49.04
49.41,48.88,49.41,48.50
48.91,48.61,48.96,48.30
48.89,48.51,48.89,47.96
48.25,47.27,48.56,47.25
47.27,47.36,47.72,46.60
47.19,48.47,48.62,46.85
48.25,47.88,48.25,47.28
46.32,48.37,49.16,46.23
48.43,48.36,48.68,48.14
48.46,50.03,50.17,48.39
49.38,49.54,50.04,49.27
49.39,49.67,49.79,49.20
49.80,49.47,50.49,49.40
49.70,49.50,49.92,49.30
49.57,49.76,49.99,49.33
49.91,49.97,50.47,49.83
50.05,50.05,50.57,49.87
49.58,49.62,49.95,49.40
49.13,49.65,49.67,48.96
49.60,49.15,49.63,48.98
49.59,49.63,49.71,49.30
49.78,50.26,50.44,49.78
50.30,50.34,50.56,50.01
50.30,50.45,50.95,50.06
50.63,50.87,50.91,50.20
50.89,49.70,50.99,49.28
49.53,49.16,49.72,48.61
49.10,47.67,49.16,47.41
47.69,47.24,47.76,46.82
47.11,47.02,47.19,46.55
47.01,46.83,47.18,46.65
46.77,47.12,47.15,46.29
46.72,47.32,47.40,46.48
47.15,46.82,47.35,46.44
46.77,46.23,46.77,45.66
46.02,46.30,46.96,46.02
46.38,45.63,46.46,45.53
45.94,44.95,46.11,44.93
45.16,44.23,45.24,44.23
44.20,43.62,44.24,43.26
43.56,43.37,44.12,43.37
43.15,41.61,43.15,41.10
40.71,40.65,41.04,39.99
40.85,40.53,41.06,40.21
40.15,40.22,40.38,39.69
40.12,39.03,40.35,38.95
38.99,38.66,39.31,38.32
38.65,38.77,39.07,37.25
38.85,38.33,39.02,38.03
38.42,38.79,39.17,38.26
38.66,39.01,40.06,38.40
38.79,39.24,39.28,37.78
38.89,35.40,39.04,35.31
35.50,37.31,37.84,34.90
37.29,35.90,38.12,35.90
36.03,36.70,37.72,35.39
35.96,36.74,37.07,35.27
35.87,37.07,38.00,35.42
37.38,35.92,38.59,35.62
35.93,36.22,36.72,35.12
35.56,37.07,37.27,35.36
37.26,34.68,37.30,34.61
35.14,36.12,36.39,34.75
36.02,35.54,36.10,35.15
34.83,34.45,35.00,33.43
34.70,36.26,36.44,34.28
36.66,36.74,37.55,36.24
36.49,37.04,37.48,35.83
37.09,36.87,37.13,35.65
36.81,35.97,37.61,35.61
37.80,36.40,38.00,34.90
36.29,37.08,37.43,35.86
37.11,37.02,37.68,36.20
37.01,39.15,39.44,36.99
39.33,37.84,39.82,37.38
38.25,38.61,38.78,37.40
38.86,38.50,39.57,38.25
38.33,37.35,38.66,36.78
37.03,37.79,38.22,37.03
37.62,37.91,38.26,37.45
38.01,36.55,38.19,36.50
36.76,37.19,37.41,36.11
37.13,37.75,37.84,37.03
38.37,38.73,39.19,38.24
38.72,38.65,39.24,38.50
38.44,36.53,38.79,36.44
36.37,35.55,36.40,35.26
34.17,30.91,34.17,30.83
30.71,31.18,31.39,29.70
31.11,31.90,32.70,30.85
31.58,32.97,33.58,31.36
32.74,32.86,33.42,32.35
32.74,31.15,32.91,30.98
30.60,29.12,30.65,28.72
29.07,30.21,30.60,29.07
31.04,29.85,31.04,29.09
29.88,29.68,30.92,29.35
29.34,28.62,29.77,28.60
28.76,28.71,29.48,28.68
29.49,29.34,30.51,28.38
29.34,30.86,31.20,29.28
31.88,31.44,32.58,30.58
31.31,33.88,33.88,31.28
33.61,33.23,33.80,32.44
33.41,33.52,33.91,32.86
33.37,32.78,33.37,31.60
33.01,32.90,33.62,32.59
33.02,33.25,33.65,32.87
33.27,32.70,33.27,32.31
32.41,32.41,32.87,31.59
32.11,32.33,32.76,31.50
31.77,30.45,31.92,30.30
30.22,29.99,30.57,29.65
30.41,29.82,30.60,29.27
30.12,30.67,30.91,29.62
30.75,29.64,30.94,29.38
29.25,29.16,29.87,28.02
29.30,29.56,30.01,29.07
29.19,30.50,30.65,28.92
31.00,30.04,31.52,29.89
30.06,31.00,31.37,29.89
30.75,30.26,30.75,29.34
30.43,31.29,31.56,30.23
31.56,30.84,31.94,30.44
30.73,30.08,30.97,29.92
30.24,31.16,31.16,30.02
30.72,30.62,31.50,30.35
30.42,28.62,30.50,28.50
28.71,28.52,28.94,27.87
28.38,29.26,29.68,27.90
29.61,30.86,30.89,29.36
30.99,32.21,32.27,30.88
31.52,31.09,32.01,30.56
31.49,31.58,32.16,31.28
31.65,32.35,32.35,30.99
32.43,33.24,33.84,32.35
32.76,31.82,32.93,30.26
31.56,29.24,31.61,29.14
29.47,28.56,29.97,27.88
29.09,30.01,31.11,28.68
29.62,29.86,30.00,28.58
29.42,29.90,30.19,29.11
28.97,29.31,29.56,28.28
29.28,28.82,29.64,28.51
28.70,28.27,28.81,27.87
28.50,28.54,28.70,28.05
28.61,28.58,28.70,27.91
28.41,28.39,28.43,27.83
28.57,28.20,28.82,27.78
28.15,27.57,28.35,26.77
27.61,27.49,27.79,27.26
27.14,26.87,27.25,26.37
26.80,26.60,27.06,26.23
26.32,25.70,26.68,25.58
25.60,25.08,25.83,24.96
24.76,24.49,25.27,24.46
24.64,24.36,24.75,23.22
24.69,24.58,24.84,24.08
24.36,23.33,24.36,22.93
24.14,22.81,24.14,22.32
22.70,22.80,23.09,22.54
22.52,23.13,23.30,22.38
22.73,21.27,22.86,20.97
21.55,20.59,21.65,20.43
20.66,20.66,21.34,20.48
20.73,20.76,20.94,20.32
20.90,20.89,21.30,20.55
21.22,20.17,21.52,20.07
20.22,19.58,20.34,19.37
19.72,19.51,19.88,18.93
19.27,19.14,19.58,18.84
19.19,19.30,19.78,19.06
19.22,20.10,20.33,19.16
20.54,21.66,21.72,20.29
21.61,23.53,23.95,21.50
23.54,23.77,24.20,23.30
23.86,25.10,25.17,23.84
25.10,25.13,25.54,24.87
25.34,25.00,25.38,24.58
25.36,26.12,26.38,25.16
26.98,28.76,29.19,25.91
28.68,27.42,28.72,26.96
27.23,26.61,27.38,26.29
26.76,26.07,27.05,25.98
26.17,25.25,26.21,25.01
25.32,24.66,25.54,24.56
24.72,25.43,25.50,24.55
25.18,24.40,25.56,24.16
24.61,25.03,25.05,23.91
24.95,25.57,25.63,24.50
25.57,26.29,27.08,25.19
26.50,27.69,27.71,26.05
27.80,27.16,27.82,26.61
27.30,27.28,27.88,27.04
27.55,29.38,31.80,27.41
29.78,29.40,30.18,28.89
29.07,27.35,29.22,27.25
27.72,28.44,28.44,26.76
28.22,28.42,28.82,27.69
28.63,29.48,29.81,28.25
29.58,28.78,29.77,28.63
28.82,27.98,29.07,27.57
28.07,28.68,29.48,27.12
28.52,27.84,28.75,27.33
27.40,26.60,27.41,25.96
26.75,26.88,27.10,26.08
27.07,27.79,28.09,26.68
27.56,27.63,27.98,27.20
27.21,26.52,27.53,26.22
25.55,25.31,26.49,24.80
24.75,25.30,25.42,23.96
25.09,24.54,25.59,24.54
24.50,23.33,24.65,23.04
23.60,24.33,24.64,23.52
24.20,23.57,24.50,23.44
23.41,23.54,23.81,23.06
23.22,23.58,24.12,23.20
23.66,23.53,24.02,23.41
23.93,23.52,24.45,23.51
23.96,23.85,24.67,23.83
23.78,23.54,23.98,23.19
23.40,23.16,23.40,22.92
22.95,23.09,23.50,22.51
23.06,23.48,23.49,22.81
23.63,24.02,24.15,23.40
24.10,23.25,24.16,22.63
23.19,23.32,23.44,22.91
23.30,23.35,23.88,23.23
23.32,23.43,23.79,23.15
23.29,23.71,24.08,23.28
23.71,22.42,23.80,22.25
22.50,23.15,23.23,22.12
22.67,22.79,23.12,22.19
23.01,22.73,23.01,22.14
22.69,22.29,22.69,21.61
22.41,22.92,23.00,22.04
23.06,21.70,23.06,21.50
21.50,23.18,23.21,21.05
23.00,22.88,23.44,22.48
23.37,22.45,23.87,22.41
22.73,22.35,23.13,22.28
22.28,22.82,23.28,22.22
22.70,23.44,23.87,22.70
23.24,21.97,23.44,21.92
22.02,20.99,22.30,20.74
21.00,19.73,21.07,19.49
19.77,19.10,19.89,18.88
19.07,19.08,20.11,18.84
18.82,18.21,18.91,17.63
18.32,19.59,19.79,18.21
19.49,19.27,19.86,18.90
19.00,18.33,19.67,18.25
18.47,19.38,19.89,17.90
19.04,19.94,20.55,18.63
19.94,19.77,21.01,19.27
19.74,19.53,20.07,19.23
19.39,18.71,19.92,18.54
18.41,18.28,18.95,17.91
18.39,17.34,18.76,17.18
17.20,18.78,19.11,16.57
19.14,18.09,19.33,17.90
18.04,19.02,19.29,18.04
18.65,17.81,19.35,17.34
17.67,18.62,18.79,17.46
18.31,18.14,19.00,17.72
17.86,17.63,18.71,17.40
17.56,17.54,17.83,17.34
17.48,17.70,17.80,17.26
17.54,17.32,17.84,16.80
17.44,16.12,17.62,16.01
15.84,15.96,16.58,15.63
15.03,14.93,16.17,14.74
15.50,14.61,15.50,14.35
15.12,15.17,15.58,14.62
15.65,16.65,16.68,15.37
16.43,17.00,17.43,16.34
16.70,17.93,18.01,16.08
17.27,16.41,17.78,16.26
16.24,16.30,16.39,15.57
16.33,16.56,17.29,16.11
16.15,16.17,16.46,15.87
16.25,16.15,16.63,15.76
16.31,15.04,16.75,14.93
15.04,15.20,15.49,14.64
14.96,14.80,15.10,14.39
14.59,14.95,15.12,14.52
15.03,16.13,16.22,15.01
16.29,17.13,18.10,16.29
17.23,17.16,17.70,16.59
16.91,15.77,16.94,15.69
15.92,15.44,16.48,15.40
15.00,14.52,15.31,14.31
15.10,13.85,15.10,13.47
13.68,14.22,14.48,13.54
14.42,14.47,14.52,13.87
14.23,13.42,14.46,13.30
13.55,13.19,13.59,12.75
13.34,13.14,13.52,12.82
13.35,13.26,13.61,12.82
13.16,14.87,14.91,13.14
15.10,16.59,16.68,15.02
16.56,17.63,17.68,16.23
17.37,16.95,17.93,16.35
16.57,17.15,17.35,15.58
17.36,17.24,17.63,16.74
17.21,15.97,17.21,15.51
15.72,16.26,16.47,15.40
16.24,16.24,16.37,15.53
16.10,16.39,16.39,15.36
16.40,15.59,16.64,15.24
15.32,14.87,15.50,14.74
14.81,15.51,15.69,14.63
15.32,14.81,15.45,14.78
14.95,14.73,15.30,14.67
14.69,14.09,14.69,13.64
13.85,12.99,14.01,12.92
12.81,12.29,12.89,11.81
12.56,13.06,13.23,12.21
12.93,12.38,13.59,12.30
12.37,12.35,12.47,11.36
12.12,12.71,12.88,11.86
12.76,12.65,13.33,12.61
14.11,11.38,14.11,11.29
11.26,10.80,11.36,10.41
10.69,11.37,11.42,10.45
11.30,11.23,11.60,10.74
11.10,11.29,11.52,10.80
11.25,10.52,11.27,10.03
10.25,10.10,10.61,10.03
10.00,10.56,10.58,9.91
10.50,10.73,10.78,10.22
10.69,9.82,10.69,9.79
9.93,9.74,10.24,9.59
9.69,9.18,9.75,9.04
9.33,8.92,9.47,8.85
8.90,9.08,9.32,8.50
9.20,9.88,9.99,9.20
9.74,9.52,9.94,9.36
9.39,8.96,9.48,8.93
9.07,9.51,9.57,9.00
9.60,9.32,9.60,9.20
8.90,8.74,9.07,8.60
8.88,8.94,9.29,8.83
8.80,8.24,8.85,8.11
8.09,7.54,8.09,7.30
7.41,7.30,7.54,7.24
7.17,7.40,7.79,7.17
7.40,7.64,7.75,7.31
7.41,7.36,7.58,7.32
7.30,6.87,7.37,6.57
6.99,6.85,7.17,6.84
6.85,6.67,6.96,6.55
6.60,6.01,6.67,5.58
6.08,6.38,6.48,6.06
6.44,6.54,6.71,6.06
6.41,7.06,7.18,6.21
7.25,7.26,7.48,7.05
7.25,7.05,7.42,7.04
7.00,6.65,7.07,6.64
6.87,6.79,6.98,6.45
6.65,6.82,6.89,6.59
6.74,6.96,6.98,6.61
6.96,7.33,7.39,6.80
7.33,6.64,7.33,6.53
6.45,5.99,6.50,5.97
5.87,5.62,6.01,5.61
5.68,5.91,6.03,5.44
5.79,5.26,5.79,5.20
5.35,5.56,5.60,5.24
5.56,5.27,5.84,5.21
5.36,5.57,5.67,5.15
5.21,5.49,5.51,5.05
5.50,5.10,5.56,4.96
4.85,5.38,5.41,4.50
5.31,5.85,6.11,5.16
6.16,5.50,6.37,5.39
5.31,5.04,5.62,4.95
5.10,5.14,5.28,5.01
5.06,5.36,5.62,4.98
5.64,5.47,5.88,5.29
5.50,5.31,5.62,5.10
5.19,5.05,5.21,4.90
4.92,4.43,5.00,4.28
4.24,4.95,5.24,4.24
4.88,5.89,6.28,4.88
5.70,5.90,6.14,5.60
5.76,5.61,5.86,5.39
5.54,5.19,5.60,5.05
5.20,4.69,5.33,4.67
4.59,4.56,4.80,4.41
4.63,4.67,4.83,4.50
4.91,4.84,4.97,4.67
4.87,5.55,5.59,4.87
5.58,5.54,5.69,5.23
5.49,5.10,5.55,4.99
5.24,5.89,6.16,5.21
5.85,5.38,6.02,5.35
5.15,5.23,5.30,4.99
5.18,5.08,5.26,4.72
5.29,5.63,5.88,5.23
5.63,5.75,5.93,5.61
5.81,5.94,6.03,5.62
5.90,6.56,6.75,5.80
6.56,7.76,8.06,6.50
7.87,9.90,10.17,7.84
9.91,11.09,11.58,9.90
10.28,9.51,10.71,8.89
9.74,8.64,9.84,8.36
8.48,7.42,8.49,7.17
7.99,7.77,8.24,7.71
7.55,7.47,7.70,7.10
7.20,7.13,7.28,6.76
6.90,6.77,7.19,6.27
6.86,7.19,7.55,6.77
7.40,7.01,7.45,6.81
6.81,7.21,7.24,6.57
7.03,6.65,7.05,6.45
6.48,6.25,6.67,6.20
5.98,6.37,6.41,5.79
6.35,6.27,6.43,5.99
6.03,6.22,6.28,5.71
6.41,6.30,6.60,6.18
6.31,6.83,6.87,6.30
6.50,6.22,6.61,5.97
6.17,6.08,6.70,6.01
6.01,5.88,6.12,5.71
6.03,6.09,6.33,5.80
5.99,5.85,6.19,5.70
6.25,6.21,6.58,6.09
6.38,6.56,6.75,6.29
6.66,7.97,8.10,6.60
7.97,7.79,8.38,7.70
7.89,7.64,7.96,7.09
7.62,7.54,7.64,7.13
7.14,7.78,7.95,6.88
7.87,8.55,8.92,7.86
8.43,8.37,8.72,8.33
8.42,8.10,8.60,8.03
8.23,8.55,8.89,8.19
8.51,8.07,8.65,7.92
8.10,8.34,8.47,7.82
8.52,8.85,9.30,8.45
8.82,8.73,9.16,8.60
8.93,8.76,9.37,8.38
8.72,8.50,8.82,8.15
8.20,7.91,8.39,7.76
7.94,8.05,8.65,7.92
8.38,7.79,8.55,7.74
7.65,8.31,8.45,7.59
8.14,7.47,8.23,7.28
7.65,7.68,7.80,7.48
7.63,7.43,7.82,7.22
7.55,7.35,7.81,7.14
7.22,7.08,7.47,6.99
7.40,7.33,7.78,7.29
7.32,7.11,7.59,6.98
7.05,6.39,7.17,6.35
6.25,6.01,6.29,5.85
6.08,6.25,6.36,5.93
6.03,5.86,6.20,5.81
5.90,5.67,5.93,5.38
5.73,6.11,6.15,5.70
4.60,3.90,4.65,3.79
3.81,4.24,4.28,3.81
4.31,4.33,4.55,4.23
4.30,4.61,4.66,4.13
4.55,4.71,4.79,4.33
4.75,4.75,5.00,4.72
4.84,5.54,5.62,4.79
5.58,5.36,5.63,5.18
5.46,5.62,5.75,5.26
5.46,5.55,5.65,5.34
5.45,5.06,5.47,5.04
5.00,5.02,5.21,4.89
4.97,5.03,5.18,4.81
4.99,4.88,5.32,4.85
4.83,4.64,4.85,4.39
4.80,4.89,5.15,4.72
5.02,4.93,5.11,4.80
4.89,4.73,4.89,4.63
4.82,4.62,5.02,4.62
4.80,4.89,5.00,4.74
4.55,4.68,4.72,4.50
4.57,4.27,4.59,4.21
4.45,4.46,4.56,4.36
4.58,4.54,4.70,4.44
4.48,4.41,4.54,4.31
4.41,4.79,4.81,4.35
4.57,4.37,4.62,4.21
4.25,4.29,4.39,4.21
4.40,4.32,4.57,4.20
4.40,4.55,4.62,4.27
4.69,4.67,4.81,4.61
4.85,5.10,5.18,4.75
5.08,4.86,5.21,4.78
4.90,4.91,5.11,4.86
4.99,4.77,5.03,4.76
4.75,4.92,4.94,4.60
4.89,4.70,4.89,4.62
4.60,4.82,4.89,4.56
4.82,4.73,5.13,4.73
4.75,4.59,4.80,4.51
4.53,4.36,4.57,4.36
4.35,4.47,4.52,4.32
4.47,4.40,4.68,4.18
4.38,4.20,4.43,4.17
4.17,4.27,4.29,4.12
4.20,4.04,4.22,4.01
4.12,3.83,4.23,3.77
3.83,3.96,3.97,3.77
3.93,3.95,4.11,3.90
3.97,3.95,3.98,3.83
4.01,4.69,4.75,4.01
4.70,4.66,4.74,4.45
3.33,3.50,3.75,3.33
3.49,3.23,3.55,3.22
3.23,3.24,3.44,3.21
3.33,3.24,3.34,3.18
3.27,3.32,3.40,3.23
3.29,3.31,3.33,3.22
3.36,3.34,3.48,3.27
3.33,3.28,3.33,3.22
3.22,3.25,3.32,3.20
3.22,3.40,3.47,3.19
3.35,3.18,3.37,3.17
3.18,3.10,3.27,3.07
3.13,3.13,3.25,3.06
3.16,3.19,3.25,3.10
3.23,3.18,3.30,3.13
3.12,3.27,3.36,3.11
3.23,3.09,3.23,3.05
3.17,3.19,3.28,3.14
3.25,3.18,3.27,3.15
3.20,3.25,3.31,3.17
3.29,3.60,3.62,3.29
3.49,3.36,3.53,3.33
3.30,3.40,3.43,3.24
3.34,3.40,3.45,3.24
3.33,3.28,3.43,3.24
3.29,3.28,3.39,3.26
3.19,3.25,3.30,3.17
3.32,3.06,3.32,3.06
3.06,2.72,3.06,2.63
2.78,2.56,2.89,2.44
2.60,2.68,2.70,2.50
2.66,2.43,2.74,2.42
2.48,2.42,2.50,2.35
2.39,2.43,2.44,2.16
2.48,2.81,2.85,2.40
2.83,2.82,3.06,2.77
2.86,2.82,2.93,2.69
2.84,2.79,2.85,2.73
2.78,2.76,2.88,2.73
2.81,3.24,3.37,2.81
3.26,3.13,3.44,3.06
3.16,3.04,3.19,3.01
3.11,3.22,3.34,3.11
3.20,3.14,3.25,3.13
3.12,3.09,3.18,3.03
3.08,3.11,3.30,3.03
3.16,3.07,3.17,3.00
3.07,2.87,3.12,2.74
2.93,2.97,2.97,2.83
3.01,3.07,3.16,3.01
3.04,3.13,3.14,3.02
3.10,2.99,3.12,2.94
2.18,1.67,2.24,1.62
1.65,1.70,1.73,1.65
1.68,1.76,1.84,1.65
1.81,1.68,1.83,1.67
1.67,1.60,1.69,1.58
1.60,1.73,1.77,1.50
1.77,1.57,1.77,1.53
1.58,1.57,1.65,1.54
1.57,1.49,1.59,1.46
1.48,1.55,1.61,1.44
1.58,1.73,1.74,1.56
1.58,1.49,1.71,1.44
1.45,1.51,1.64,1.45
1.50,1.75,1.85,1.50
1.71,1.88,1.98,1.65
1.91,1.90,1.94,1.78
1.93,2.09,2.13,1.88
2.11,2.32,2.46,2.03
2.32,1.99,2.53,1.97
2.00,2.23,2.27,1.97
2.31,2.24,2.36,2.16
2.23,2.27,2.30,2.07
2.26,2.26,2.35,2.19
2.23,2.26,2.31,2.15
2.26,2.02,2.26,2.00
1.95,2.03,2.09,1.91
2.21,2.29,2.35,2.12
2.34,2.71,2.84,2.30
2.71,2.63,2.78,2.56
2.68,3.21,3.29,2.63
