CBMX,CombiMatrix Corporation - Common Stock,NASDAQ
5985.00,6052.50,6320.25,5895.00
6210.00,6187.50,6210.00,5895.00
5985.00,5107.50,5985.00,5107.50
5107.50,5040.00,6277.50,4770.00
5062.50,5017.50,5175.00,4747.50
4972.50,5062.50,5062.50,4882.50
5287.50,5107.50,5298.75,4950.00
5040.00,5242.50,5400.00,4995.00
5287.50,5175.00,5355.00,5175.00
5220.00,5287.50,5872.50,5220.00
5242.50,5220.00,5377.50,4995.00
5287.50,5062.72,5287.50,4972.50
5062.50,5242.50,5332.50,5062.50
5287.50,5895.00,6187.50,5287.50
6075.00,6097.50,6682.50,5670.00
6165.00,6705.00,6705.00,6165.00
6592.50,6075.00,6592.50,5692.50
6075.00,5422.50,6097.50,5287.50
5490.00,5422.50,5827.50,5422.50
5805.00,6525.00,6525.00,5580.00
6525.00,6435.00,6525.00,5692.50
6210.00,5895.00,6210.00,5827.50
6007.50,5625.00,6007.50,5625.00
5625.00,5782.50,5782.50,5625.00
5805.00,5917.50,5917.50,5759.78
5917.50,5647.50,6097.50,5647.50
5850.00,5467.50,5850.00,5467.50
5450.40,5242.50,5450.40,4927.50
5242.50,5377.50,5377.50,5242.50
5377.50,5467.50,5692.50,5265.00
5625.00,5287.50,5670.00,5242.50
5287.50,5377.50,5433.75,5242.50
5422.50,5400.00,5645.25,5287.50
5625.00,5400.00,5647.50,5062.50
5400.00,5195.25,5400.00,5062.50
5332.50,5580.00,5580.00,5062.50
5287.50,5782.50,5827.50,5175.00
5827.50,6052.50,6457.50,5692.72
5737.50,6030.00,6187.50,5737.50
6300.00,6370.42,6412.50,6120.00
6232.50,6277.50,6277.50,6232.50
6345.00,6367.72,6682.50,6345.00
6340.95,6457.50,6457.50,6300.00
6210.00,6075.00,6457.50,5895.00
5535.00,6232.50,6457.50,5535.00
6007.50,5917.50,6457.50,5917.50
5962.50,6255.00,6367.50,5962.50
6210.00,6187.50,6524.78,6187.50
6187.50,6300.00,6300.00,6187.50
6187.50,6277.28,6277.28,6187.50
6210.00,6187.50,6412.50,6187.50
6187.50,6165.00,6210.00,6097.50
6210.00,6165.00,6367.50,6097.50
6367.50,6277.50,6412.50,6120.00
6300.00,6367.28,6390.00,6300.00
6367.50,6412.28,6502.28,6367.50
6525.00,6569.78,8212.50,6525.00
6637.50,6682.50,6682.50,6300.00
6592.50,6502.28,6750.00,6300.00
6412.50,6750.00,7290.00,6412.50
6660.00,6592.50,6927.52,6592.50
6997.28,6615.00,6997.28,6322.72
6435.00,6525.00,7065.00,6435.00
6525.00,6727.50,6885.00,6525.00
6658.42,6795.00,6997.50,6658.42
6637.50,6615.00,7042.50,6525.00
6727.50,6727.50,6750.00,6412.50
nan,6727.50,nan,nan
6750.00,6705.00,6750.00,6570.00
6637.50,6525.00,6750.00,6525.00
6502.50,6097.50,6502.50,6097.50
6075.00,6142.50,6570.00,5940.00
6142.50,6322.50,6615.00,6142.50
6210.00,6300.00,6300.00,5985.00
6435.00,6030.00,6435.00,6030.00
5962.50,5535.00,6052.50,5535.00
5535.00,5580.00,5737.50,5512.50
5557.50,5400.00,5760.00,5400.00
5287.50,5602.50,5602.50,5265.00
5512.50,5467.50,5580.00,5332.50
5490.00,5175.00,5490.00,5175.00
5175.00,5062.50,5287.50,5062.50
5188.05,5062.50,5242.50,5062.50
5265.00,5085.00,5265.00,5062.50
5170.50,5175.00,5287.50,5040.00
5175.00,5135.62,5242.50,5130.00
5062.50,4995.00,5197.50,4995.00
5062.50,5062.50,5062.50,4972.50
4995.00,5040.00,5040.00,4950.00
5040.00,4950.00,5287.50,4950.00
4950.00,4927.50,5377.50,4927.50
4995.00,5197.50,5242.50,4950.00
5130.00,5130.00,5152.50,4995.00
5130.00,5034.38,5287.50,5017.50
5107.50,5084.78,5220.00,4950.00
4995.22,4995.00,4995.22,4995.00
5062.50,5085.00,5242.50,5040.00
5085.00,5085.00,5130.00,5017.50
5197.50,5129.78,5197.72,5040.00
5152.72,4995.00,5175.00,4950.00
5017.50,4927.50,5085.00,4927.50
5107.50,5040.00,5107.50,4927.50
4950.00,5017.50,5017.50,4950.00
5062.50,5062.50,5152.50,5017.50
5175.00,5130.00,5220.00,5107.50
5085.00,5602.50,5737.50,4927.50
5467.50,5017.50,5467.50,5017.50
5017.50,4972.50,5062.50,4950.00
5130.00,5085.00,5400.00,4860.00
5197.50,5152.50,5197.50,5130.00
5152.50,5152.50,5197.50,5062.50
5085.22,5377.50,5377.50,5085.00
5377.50,5490.22,5557.50,5208.75
5580.00,5760.00,6615.00,5175.00
5647.50,5400.00,6030.00,5085.00
5332.50,5220.00,5422.50,5220.00
5220.00,5377.50,5377.50,5220.00
5377.50,5220.00,5400.00,5197.50
5107.50,5040.00,5332.50,4972.50
5085.00,5377.50,5827.50,5040.00
5647.50,5895.00,6255.00,5085.22
5242.50,5040.00,5445.00,4905.00
5040.00,4950.00,5130.00,4950.00
4950.00,4882.50,5107.50,4860.00
4837.50,4792.50,4950.00,4792.50
4792.50,4679.78,4792.50,4679.78
4657.50,4612.50,4657.72,4612.50
4567.50,4545.22,4567.50,4545.00
4592.70,4410.00,4592.70,4387.50
4410.00,4432.28,4432.50,4387.50
4387.72,4432.28,4432.50,4387.50
4500.00,4365.00,4567.50,4275.00
4342.50,4342.50,4342.50,4297.50
4342.50,4270.50,4342.50,4185.00
4320.00,4230.00,4320.00,4230.00
4207.50,4297.50,4297.50,4207.50
4297.50,4140.00,4297.50,4095.00
4162.50,3937.72,4162.50,3870.00
3915.00,3870.00,3915.00,3667.50
3690.00,3690.00,3802.50,3600.00
3667.50,3712.50,3712.50,3645.00
3712.50,3667.50,3757.50,3645.00
3645.00,3780.00,3802.50,3645.00
3690.00,3960.00,4162.50,3645.00
3892.50,3915.22,4117.50,3825.00
3915.00,4072.28,4140.00,3915.00
4095.00,4207.50,4477.50,4095.00
4342.50,4365.00,4365.00,3937.50
4297.50,4794.75,4815.00,4275.00
4725.00,4972.50,5107.50,4590.00
4950.00,5017.50,5377.50,4950.00
5017.50,4837.28,5107.50,4725.00
4837.50,4815.00,4882.50,4725.00
4635.00,4927.50,5017.50,4635.00
4837.50,4927.50,4927.50,4837.50
5017.50,4815.00,5040.00,4815.00
4792.72,4905.00,4905.00,4792.50
4725.00,4837.50,4837.50,4725.00
4793.85,4837.50,4837.50,4747.50
4837.28,4918.50,5017.50,4837.28
4950.00,5377.50,5377.50,4950.00
5512.50,6007.50,6007.50,5220.00
6255.00,5872.50,6255.00,5672.25
5782.50,5647.50,5940.00,5445.22
5422.50,5625.00,5985.00,5377.50
5850.00,5895.00,5962.50,5670.22
5805.00,5962.50,6727.50,5692.50
6367.50,6300.00,6412.50,6052.50
6255.00,6345.00,6502.50,6210.00
6300.00,6097.50,6502.50,6007.50
6097.50,6052.50,6277.50,5917.50
6277.50,6120.00,6277.50,6075.00
6210.00,6255.00,6255.00,6210.00
6232.50,6232.50,6232.72,6052.50
6097.50,6615.00,6727.50,6075.22
6547.50,6435.00,6547.50,6277.50
6367.28,6277.50,6367.50,6277.50
6592.50,6120.00,6615.00,6120.00
5940.00,5895.00,6255.00,5850.00
5940.00,5985.00,6165.00,5940.00
5940.00,5850.00,6075.00,5850.00
5850.00,5895.00,6030.00,5850.00
5850.00,5827.72,5964.75,5760.00
5782.50,5602.72,5805.00,5467.50
5602.50,5467.50,5627.25,5445.00
5602.50,5512.50,5625.00,5512.50
5512.50,5220.00,5512.50,5085.00
5287.50,5130.00,5394.38,5040.00
5062.50,5130.00,5130.00,4995.00
5197.50,5332.50,5377.50,5062.50
5287.50,6007.50,6007.50,5287.50
5985.00,5692.50,5985.00,5467.72
5692.50,5692.50,5715.00,5625.00
5625.00,5760.00,5782.50,5625.00
5512.72,5737.28,5782.50,5445.00
5647.50,5310.22,5760.00,5310.00
5377.50,5310.00,5760.00,5287.50
5377.50,5265.00,5535.00,5265.00
5265.00,5355.00,5355.00,5062.50
5377.50,5242.50,5489.78,5242.50
5400.00,5220.00,5400.00,5062.50
6750.00,4972.50,6750.00,4972.50
4972.50,4950.00,4972.72,4927.50
4972.50,4972.50,4972.50,4972.50
4995.00,4889.25,4995.00,4860.00
4950.00,4972.50,5017.50,4882.50
5062.50,4927.50,5062.50,4927.50
4972.50,4950.00,5287.50,4905.00
5107.50,4905.22,5107.50,4860.00
5017.50,4905.22,5017.50,4882.50
4862.70,4938.75,4972.50,4860.00
4860.00,4905.00,4950.00,4860.00
5062.50,4882.50,5062.50,4837.50
4837.50,4837.50,5152.50,4837.50
4995.00,4837.50,4995.00,4837.50
4860.00,4815.00,4860.00,4747.50
4815.00,5085.00,5085.00,4815.00
5107.50,5242.50,5287.28,5107.50
5197.72,5400.00,5400.00,5197.72
5602.28,5850.00,5850.00,5602.28
5850.00,6075.00,6614.78,5625.00
6030.00,6030.00,6322.50,6030.00
6412.28,5670.00,6412.28,5670.00
6525.00,6390.00,6525.00,5850.00
6255.00,6322.50,6435.00,6174.00
6300.00,6052.50,6300.00,6052.50
6142.50,6187.50,6300.00,6142.50
6052.50,6052.50,6187.50,6052.50
6075.00,6075.00,6187.50,5850.00
5985.00,6120.00,6120.00,5985.00
6232.50,6030.00,6356.25,5962.50
6187.50,6097.50,6390.00,6097.50
6007.50,6030.00,6187.50,5962.50
5962.72,6277.50,6277.50,5962.50
6255.00,6187.50,6255.00,5715.00
6187.50,5917.50,6232.50,5872.50
5917.50,6052.50,6054.75,5895.00
5917.50,6120.00,6120.00,5917.50
6187.50,6142.50,6187.50,6120.00
6142.28,6165.00,6165.22,6097.50
6142.50,6232.28,6255.00,6142.50
6187.50,6187.50,6187.72,6165.00
6232.28,6144.75,6255.00,6144.75
6097.50,6075.00,6198.75,6075.00
6120.00,6187.50,6187.50,6104.25
6187.50,6412.50,6412.50,6097.50
6345.00,6367.50,6412.50,6344.78
6367.50,6367.50,6390.00,6367.50
6255.22,6412.50,6412.50,6187.50
6367.50,6412.50,6412.50,6345.22
6457.50,6705.00,6705.00,6457.50
6705.00,7260.75,7267.50,6705.00
7492.50,8415.00,8777.25,7492.50
8415.00,8359.88,8415.00,8100.00
8347.50,8325.00,9000.00,8212.50
8595.00,8235.00,8842.50,8235.00
8707.50,8077.50,8707.50,7953.75
7965.00,8100.00,8100.00,7965.00
8049.38,8235.00,8550.00,7942.50
8234.78,8122.50,8302.50,7987.50
8010.00,7830.00,8437.50,7425.00
7560.00,7537.50,7762.50,7537.50
7335.00,7492.50,7740.00,7335.00
7789.50,7852.50,7875.00,7515.00
7920.00,8415.00,8437.50,7740.00
8392.50,8280.00,8392.50,8237.25
8257.50,8212.50,8280.00,8032.72
8235.00,7920.00,8280.00,7875.00
8055.00,8527.50,8527.50,7920.00
8460.00,8426.25,8572.50,8237.25
8460.00,8280.00,8460.00,8280.00
8190.00,8325.00,8482.50,7987.50
7942.72,7695.00,8347.50,7695.00
7515.00,7875.00,8302.50,7470.22
7964.78,8167.50,8190.00,7942.50
8167.50,7987.50,8189.78,7987.50
7987.50,8212.50,8212.50,7875.00
8167.50,8100.00,8550.00,8045.10
8100.00,7965.00,8190.00,7956.00
7983.00,8010.00,8100.00,7830.00
7988.40,7875.00,7988.40,7852.50
7852.50,7717.50,7950.60,7222.50
7537.50,7695.00,7852.50,7537.50
7582.50,7582.28,7582.50,7447.50
7560.00,7717.50,7920.00,7425.00
7672.50,7717.50,7740.00,7492.50
7605.00,7412.40,8055.00,7412.40
7380.00,7312.50,7380.00,7042.50
7335.22,7560.00,7582.50,7335.22
7515.00,7627.50,7650.00,7380.00
7357.50,7470.00,7627.50,7357.50
7492.50,7629.75,7629.75,7470.00
7627.50,7605.00,7627.50,7402.50
7650.00,7582.50,7650.00,7384.50
7447.50,7267.50,7650.00,6750.22
7267.50,7200.00,7515.00,7200.00
7537.50,7335.00,7537.50,7200.00
7380.00,7582.50,7582.50,6547.50
7042.50,7319.25,7319.25,7319.25
7042.50,7042.50,7319.25,7042.50
7042.50,6795.00,7042.50,6750.00
6682.50,6750.00,6885.00,6210.00
6592.50,6750.00,6885.00,6322.50
6187.50,6187.50,6795.00,6187.50
6187.50,6120.00,6457.50,6075.00
6075.00,6449.40,6480.00,6075.00
6480.00,6502.50,6525.00,6390.00
6480.00,6417.00,6525.00,6232.50
6322.50,6525.00,6525.00,6255.00
6502.50,6525.00,6525.00,6255.00
6255.00,6480.00,6502.50,6232.50
6187.50,6277.50,6502.50,6030.00
6187.50,6165.00,6502.50,5985.00
6412.50,6390.00,6412.50,5917.50
6210.00,6210.00,6502.50,5917.50
6097.50,5805.00,6277.50,5692.50
5805.00,5805.00,6165.00,5805.00
5850.00,6165.00,6300.00,5850.00
N/A,N/A,N/A,N/A
6210.00,5715.00,6390.00,5715.00
5782.50,5737.50,6007.50,5737.50
5715.00,5962.50,5962.50,5647.50
5625.00,5670.00,6007.50,5085.00
5715.00,5670.00,6007.50,5625.00
5670.00,5872.50,5985.00,5557.50
5940.00,5850.00,5940.00,5625.00
5692.50,5670.00,5805.00,5490.00
5602.50,5962.50,6007.50,5377.50
5827.50,5760.00,6007.50,5580.00
5569.20,5940.00,5940.00,5512.50
5602.72,6502.50,6502.50,5580.00
6345.00,6187.50,6502.50,5985.00
6345.00,6075.00,6345.00,5782.50
6142.50,6142.50,6142.50,5760.00
6187.50,6187.50,6187.50,5692.50
5850.00,6097.50,6120.00,5737.50
5737.50,5737.50,5737.50,5737.50
5940.00,5805.00,5940.00,5557.50
N/A,N/A,N/A,N/A
5602.50,5943.38,5962.50,5422.50
5625.00,5940.00,5962.50,5535.00
5737.50,5962.50,5962.50,5580.00
5607.00,5355.00,5607.00,5176.80
5715.00,5310.00,5715.00,5175.00
5363.55,5359.50,5363.55,5359.50
5175.00,5557.50,5580.00,5163.75
5287.50,5467.50,5580.00,5175.00
5400.00,5467.50,5467.50,5400.00
N/A,N/A,N/A,N/A
5242.50,5310.00,5490.00,4725.00
5422.50,5330.25,5422.50,5175.00
5377.50,5332.50,5377.50,5332.50
5085.00,5310.00,5400.00,4612.50
5355.00,5310.00,5355.00,4927.50
5355.00,5377.50,5377.50,4950.00
N/A,N/A,N/A,N/A
5040.00,5188.50,5242.50,4972.50
5287.50,5377.50,5377.50,5040.00
5017.50,5422.50,5422.50,5017.50
5310.00,5377.50,5400.00,5175.00
nan,5287.50,nan,nan
5265.00,5265.00,5265.00,5265.00
5062.72,5332.50,5332.50,5062.72
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4972.50,5400.00,5422.50,4500.00
4972.50,5332.50,5332.50,4972.50
4972.72,5310.00,5310.00,4972.50
4950.00,5265.00,5265.00,4770.00
5062.50,5265.00,5265.00,5053.50
4792.50,5220.00,5265.00,4792.50
4747.50,4815.00,5085.00,4612.50
5062.50,4612.95,5062.50,4410.00
4837.50,4590.00,4837.50,4500.00
4500.00,4725.00,4725.00,4410.00
4432.50,4455.00,4815.00,4207.50
3802.50,4306.50,4702.50,3802.50
3937.50,4275.00,4365.00,3937.50
4432.50,4162.50,4432.50,4162.50
4297.50,4140.00,4297.50,3982.50
3825.00,3825.00,4387.50,3646.80
3937.50,3915.00,4252.50,3667.50
3825.00,3738.60,4050.00,3600.00
3757.50,3917.25,3917.25,3510.00
3802.50,3870.00,3937.50,3780.00
3780.00,3780.00,3780.00,3622.50
3622.50,3510.00,3870.00,3510.00
3780.00,3611.25,3892.50,3127.50
3487.50,3667.50,3667.50,3375.00
3465.00,3555.00,3600.00,3375.00
3172.50,3397.50,3622.50,3172.50
3375.00,3487.50,3487.50,3285.00
3307.50,3397.28,3600.00,3150.00
3352.50,3577.50,3600.00,3352.50
nan,3555.00,nan,nan
3397.50,3600.00,3667.50,3397.50
3600.00,3600.00,3606.75,3600.00
3435.75,3555.00,3600.00,3397.50
3352.50,3600.00,3600.00,3240.00
3465.00,3487.50,3555.00,2992.50
3555.00,3577.50,3600.00,3172.50
3465.00,3510.00,3510.00,3262.50
3217.50,4500.00,4500.00,3195.22
4185.00,4185.00,4500.00,3690.00
3854.70,3960.00,4140.00,3759.30
nan,3982.50,nan,nan
N/A,N/A,N/A,N/A
3802.50,3690.00,3802.50,3442.50
4477.50,3870.00,4500.00,3757.50
3735.00,4005.00,4074.75,3600.22
3645.00,4050.00,4050.00,3636.00
3960.00,4050.00,4050.00,3622.50
3847.50,3937.50,4050.00,3712.50
3937.50,3937.50,3937.50,3937.50
3937.50,3937.50,4050.00,3937.50
N/A,N/A,N/A,N/A
4005.00,3870.00,4050.00,3735.00
N/A,N/A,N/A,N/A
3611.25,3577.50,3622.50,3352.50
3982.50,3982.50,3982.50,3982.50
N/A,N/A,N/A,N/A
3937.50,3847.50,3937.50,3825.00
3847.50,3825.00,3865.50,3780.00
3600.00,3870.00,3892.50,3600.00
3555.00,3825.00,3825.00,3555.00
3825.00,3982.50,3982.50,3510.00
nan,3757.50,nan,nan
3825.00,3825.00,3825.00,3825.00
3712.50,3690.00,3937.50,3690.00
3712.50,3892.50,3892.50,3600.00
3712.50,3777.75,3777.75,3712.50
3780.00,3802.50,3937.28,3622.50
3645.00,3825.00,3825.00,3577.50
3555.00,3757.50,3757.50,3555.00
nan,3555.00,nan,nan
3600.00,3780.00,3825.00,3600.00
3712.50,3802.50,3802.50,3555.00
3600.00,3825.00,3825.00,3600.00
3645.00,3780.00,3816.90,3420.00
3600.00,3600.00,3825.00,3487.50
3498.30,3555.00,3555.00,3498.30
3420.00,3487.50,3847.50,3307.50
3375.00,3465.00,3735.00,3375.00
3375.00,3712.50,3825.00,3375.00
3600.00,3717.00,3717.00,3600.00
3825.00,3825.00,3825.00,3825.00
3825.00,3825.00,3825.00,3825.00
3757.50,3825.00,3825.00,3532.50
3825.00,3757.50,3825.00,3600.00
3645.00,3645.00,3712.50,3600.00
3645.00,3735.00,3780.00,3645.00
3780.00,3780.00,3825.00,3780.00
3645.00,3825.00,3825.00,3645.00
3802.50,3645.00,3847.50,3645.00
3735.00,3937.50,3937.50,3735.00
3915.00,3667.50,3915.00,3667.50
3667.50,3645.00,3735.00,3645.00
3510.00,3757.50,3937.50,3510.00
3577.50,3667.50,3937.50,3532.50
3645.00,3622.50,3645.00,3555.00
3555.00,3510.00,3823.20,3487.50
3667.50,3600.00,3667.50,3600.00
nan,3667.50,nan,nan
nan,3667.50,nan,nan
3285.00,3712.50,3825.00,3262.50
3465.00,3397.50,3555.00,3375.00
3397.50,3172.28,3577.50,3150.00
3172.50,2970.00,3172.50,2947.50
nan,3150.00,nan,nan
nan,3150.00,nan,nan
nan,2925.00,nan,nan
2902.50,2790.00,3037.50,1712.48
2632.50,2790.00,2835.00,2250.00
2385.22,2812.50,2812.50,2362.50
2407.50,2659.50,2970.00,2385.00
2565.00,2700.00,2700.00,2565.00
2340.22,2587.50,2700.00,2340.22
2430.00,2295.00,2430.00,2295.00
2362.50,2182.72,2646.00,2182.72
2070.00,2250.00,2475.00,2070.00
2497.50,2340.00,2675.70,1957.05
2340.00,2340.00,2340.00,2137.50
2250.00,2272.50,2430.00,2047.95
2340.00,2295.00,2340.00,2227.50
2340.00,2362.50,2362.50,2227.50
2250.00,2250.00,2360.92,2227.50
2250.00,2362.50,2362.50,2250.00
2250.00,2340.00,2362.50,2250.00
nan,2362.50,nan,nan
2295.00,2475.00,2587.50,2272.50
2475.00,2475.00,2475.00,2205.00
2295.22,2295.00,2430.00,2295.00
2250.00,2250.00,2475.00,2250.00
2452.50,2272.50,2475.00,2272.50
2227.50,2362.50,2362.50,1845.00
2250.00,2317.50,2452.50,2056.95
nan,2295.00,nan,nan
2205.00,2200.50,2250.00,2182.50
1980.00,2092.50,2092.50,1980.00
nan,1980.00,nan,nan
nan,1980.00,nan,nan
nan,1980.00,nan,nan
1980.00,2160.00,2160.00,1912.72
2070.22,2070.00,2137.50,2070.00
2137.50,2249.78,2249.78,2079.68
1996.88,2249.78,2249.78,1996.88
2070.00,2249.78,2249.78,2070.00
1999.80,2160.00,2205.00,1660.28
2137.50,2137.50,2137.50,2137.50
nan,2137.50,nan,nan
1856.25,2024.55,2024.55,1856.25
2024.55,1839.38,2024.55,1839.38
nan,1890.00,nan,nan
1878.75,1935.00,1935.00,1732.72
1710.22,1912.50,1935.00,1710.22
1935.00,1800.00,1935.00,1732.72
1777.72,1777.95,1777.95,1777.72
1777.72,2249.32,2249.32,1777.72
2249.78,2214.00,2249.78,2214.00
nan,2249.78,nan,nan
1890.22,1890.00,2024.78,1890.00
1894.95,2227.50,2227.50,1890.00
2137.50,2137.50,2137.50,1980.00
2002.50,1957.50,2002.50,1957.50
nan,1987.42,nan,nan
1935.00,2227.50,2227.50,1935.00
2204.55,2362.50,2362.50,2204.55
2340.00,1912.72,2362.50,1912.72
1935.22,2362.50,2362.50,1912.72
2137.50,2137.50,2137.50,2137.50
1894.05,1894.05,1894.05,1894.05
1892.48,1890.22,1892.48,1890.22
1890.90,1890.00,1894.50,1890.00
1935.00,1867.50,1935.00,1867.50
1755.22,1755.00,1765.80,1755.00
1755.00,1799.78,1799.78,1710.22
1800.00,1710.90,1977.75,1710.90
1711.35,2115.00,2137.05,1710.22
1713.60,1799.78,1905.52,1687.50
1710.00,1723.72,1723.72,1710.00
1710.00,1687.50,1710.22,1581.98
1620.22,1620.22,1620.22,1620.22
1776.60,1687.28,1776.60,1687.28
1687.50,1531.35,1773.22,1440.00
1500.98,1620.22,1800.00,1500.98
1620.22,1620.22,1889.55,1620.22
1889.55,1552.50,1889.55,1552.50
1508.40,1822.05,1822.05,1508.40
1822.05,1604.25,1822.05,1604.25
1586.48,1603.12,1622.48,1586.48
1603.35,1687.28,1687.28,1535.62
1575.00,1687.05,1687.05,1575.00
1597.50,1597.05,1597.50,1580.62
1575.45,1597.50,1597.50,1575.45
1597.50,1577.48,1597.50,1575.00
1575.00,1575.00,1577.48,1575.00
1583.55,1631.02,1642.50,1575.00
1575.00,1530.00,1575.00,1462.50
1530.00,1530.00,1573.65,1530.00
1530.00,1530.00,1530.00,1530.00
1530.00,1462.05,1530.00,1356.75
1372.50,1440.00,1462.05,1367.10
nan,1440.00,nan,nan
1395.00,1440.00,1440.00,1395.00
nan,1440.00,nan,nan
1462.50,1417.50,1473.52,1417.50
1552.05,1395.00,1552.05,1350.00
1461.82,1473.30,1473.30,1461.82
1361.25,1372.50,1397.02,1350.22
nan,1372.50,nan,nan
1372.50,1350.00,1372.50,1350.00
1439.55,1350.45,1439.55,1350.45
1351.12,1574.55,1574.55,1351.12
1574.55,1558.58,1574.55,1451.02
1373.18,1373.18,1373.18,1373.18
1395.00,1552.28,1552.28,1395.00
1525.50,1551.60,1551.60,1372.50
nan,1372.50,nan,nan
1552.05,1552.05,1552.05,1372.72
1372.72,1395.22,1395.22,1372.72
1374.75,1529.32,1529.32,1374.75
1529.32,1417.50,1529.32,1378.35
1378.12,1415.25,1462.50,1378.12
1378.35,1394.78,1417.50,1265.62
1485.00,1485.00,1485.00,1485.00
1506.82,1561.05,1561.05,1372.72
1395.00,1507.05,1507.28,1395.00
1395.00,1552.50,1552.50,1395.00
1507.50,1395.22,1507.50,1395.22
1423.12,1383.75,1423.12,1369.80
1382.85,1484.32,1485.00,1355.85
1440.00,1355.18,1441.80,1355.18
1350.00,1350.00,1428.52,1350.00
1265.18,1327.50,1329.30,1264.95
1416.60,1260.45,1416.60,1260.45
1265.40,1261.58,1393.88,1260.90
1262.92,1248.75,1282.50,1248.75
1372.05,1294.88,1372.05,1249.88
1248.75,1198.35,1282.50,1198.12
1158.75,1192.28,1237.28,1158.75
1237.50,1146.38,1296.00,1146.38
1147.50,1214.78,1214.78,1146.38
1129.50,1116.90,1322.55,1055.25
1035.00,1092.82,1093.05,1012.50
968.62,1059.30,1063.80,968.62
