SNGX,Soligenix,NASDAQ
1.25,1.00,1.35,1.00
1.01,0.97,1.03,0.86
0.97,0.96,0.97,0.91
0.96,1.00,1.00,0.95
1.01,1.06,1.07,1.00
1.11,1.06,1.11,0.97
1.02,1.02,1.04,0.99
1.01,1.00,1.01,0.98
1.01,1.08,1.10,1.00
1.08,1.13,1.13,1.05
1.19,1.10,1.19,1.05
1.17,1.12,1.17,1.07
1.12,1.08,1.13,1.05
1.08,1.13,1.14,1.07
1.13,1.12,1.15,1.10
1.13,1.11,1.13,1.10
1.10,1.14,1.14,1.10
1.15,1.20,1.21,1.12
1.25,1.33,1.35,1.23
1.36,1.43,1.67,1.29
1.45,1.61,1.65,1.43
1.61,1.49,1.70,1.45
1.48,1.50,1.53,1.45
1.50,1.44,1.60,1.44
1.50,1.46,1.53,1.44
1.46,1.43,1.55,1.43
1.50,1.47,1.50,1.45
1.50,1.65,1.65,1.50
1.65,1.67,1.68,1.62
1.66,1.60,1.67,1.50
1.60,1.60,1.61,1.58
1.58,1.55,1.58,1.50
1.50,1.48,1.55,1.48
1.50,1.48,1.50,1.46
1.43,1.43,1.50,1.42
1.48,1.43,1.50,1.41
1.47,1.45,1.50,1.41
1.45,1.40,1.45,1.40
1.44,1.56,1.65,1.42
1.54,1.59,1.60,1.50
1.60,1.49,1.60,1.47
1.50,1.59,1.60,1.50
1.51,1.60,1.65,1.51
1.70,1.58,1.75,1.50
1.63,1.62,1.66,1.50
1.89,1.64,1.95,1.64
1.80,1.72,1.80,1.66
1.80,1.70,1.80,1.67
1.70,1.77,1.77,1.70
1.75,1.80,1.92,1.75
1.85,1.90,1.95,1.70
1.95,1.85,1.95,1.74
1.87,1.84,1.87,1.81
1.84,1.78,1.84,1.78
1.90,1.92,1.94,1.78
1.92,1.90,1.94,1.80
1.90,1.89,1.94,1.81
1.92,1.90,1.92,1.85
1.87,1.90,1.90,1.87
1.92,1.85,1.94,1.83
1.85,1.80,1.85,1.80
1.80,1.78,1.85,1.76
2.20,1.94,2.20,1.85
2.09,2.00,2.09,1.91
2.05,2.02,2.05,1.94
2.04,2.15,2.23,2.00
2.24,2.39,2.40,2.20
2.43,2.34,2.48,2.23
2.36,2.26,2.36,2.18
2.15,2.09,2.24,2.02
2.06,2.19,2.20,2.06
2.23,2.15,2.23,2.05
2.13,2.08,2.16,2.05
2.03,2.10,2.15,2.03
2.07,2.04,2.07,1.93
2.12,2.00,2.12,1.96
2.00,1.97,2.04,1.91
2.00,1.98,2.00,1.95
1.98,1.88,1.99,1.80
1.81,1.95,1.95,1.81
1.95,1.88,1.95,1.81
1.90,2.03,2.07,1.86
2.03,2.16,2.17,1.95
2.17,2.08,2.23,2.05
1.90,2.09,2.14,1.90
1.95,2.05,2.09,1.95
2.02,2.02,2.02,1.96
2.01,2.05,2.05,1.91
2.05,2.01,2.12,2.00
2.04,2.03,2.04,1.91
2.00,2.01,2.05,2.00
2.01,1.95,2.02,1.91
1.91,2.03,2.04,1.91
1.95,2.01,2.05,1.95
2.02,2.06,2.06,1.96
2.08,2.10,2.15,1.96
2.14,2.20,2.20,2.10
2.21,2.27,2.28,2.20
2.17,2.32,2.34,2.17
2.24,2.36,2.36,2.24
2.32,2.32,2.32,2.24
2.26,2.31,2.32,2.18
2.31,2.17,2.35,1.90
2.00,2.10,2.14,1.91
2.10,2.05,2.10,1.97
2.10,2.10,2.14,2.00
2.10,2.10,2.12,1.95
2.09,2.10,2.10,1.98
2.06,2.14,2.15,2.00
2.15,2.06,2.15,2.01
2.05,1.99,2.05,1.95
1.95,1.99,1.99,1.91
1.95,1.99,1.99,1.92
1.99,1.99,1.99,1.92
1.90,1.95,1.95,1.85
1.95,1.98,1.99,1.95
1.95,2.01,2.06,1.93
2.02,2.03,2.03,1.96
2.01,2.10,2.14,1.99
2.10,2.00,2.10,1.98
1.96,1.98,2.05,1.96
1.96,1.96,1.99,1.91
1.96,1.87,1.96,1.72
1.76,1.81,1.89,1.75
1.80,1.80,1.80,1.70
1.79,1.79,1.79,1.73
1.77,1.80,1.80,1.68
1.80,1.80,1.82,1.66
1.80,1.80,1.80,1.68
1.71,1.72,1.80,1.65
1.70,1.75,1.75,1.65
1.74,1.79,1.88,1.66
1.73,1.81,1.88,1.72
1.76,1.80,1.81,1.70
1.81,1.99,2.01,1.75
2.07,2.01,2.07,1.97
1.97,1.90,2.03,1.89
1.90,1.99,2.00,1.80
1.91,2.00,2.00,1.90
1.99,1.99,1.99,1.90
1.98,2.07,2.08,1.93
2.07,2.07,2.14,2.01
2.04,2.20,2.28,2.04
2.20,2.26,2.30,2.20
2.28,2.35,2.35,2.22
2.35,2.40,2.48,2.26
2.30,2.28,2.50,2.27
2.30,2.29,2.40,2.19
2.28,2.30,2.35,2.22
2.27,2.34,2.35,2.22
2.15,2.24,2.30,2.15
2.22,2.15,2.23,2.10
2.05,2.15,2.20,2.02
2.05,2.30,2.35,2.01
2.29,2.23,2.35,2.16
2.15,2.20,2.23,2.10
2.19,2.19,2.20,2.10
2.19,2.15,2.21,2.03
2.08,2.15,2.15,2.08
2.15,2.15,2.15,2.07
2.10,2.10,2.16,2.05
2.07,1.99,2.07,1.93
1.99,1.95,2.00,1.84
1.96,2.00,2.00,1.86
2.00,2.12,2.15,2.00
2.10,2.12,2.14,2.00
2.15,2.22,2.23,2.15
2.17,2.21,2.23,2.16
2.16,2.19,2.21,2.10
2.18,2.14,2.19,2.12
2.19,2.21,2.23,2.17
2.22,2.19,2.22,2.15
2.19,2.14,2.23,2.05
2.14,2.12,2.20,2.06
2.19,2.15,2.19,2.08
1.90,2.20,2.20,1.90
2.12,2.13,2.19,2.11
2.13,2.17,2.17,2.07
2.17,2.08,2.17,2.02
2.13,2.15,2.16,2.07
2.10,2.14,2.16,2.10
2.16,2.13,2.17,2.07
2.13,2.12,2.15,2.06
2.06,2.14,2.14,2.06
2.13,2.13,2.14,2.05
2.14,2.30,2.30,2.14
2.34,2.40,2.46,2.33
2.39,2.49,2.49,2.34
2.49,2.41,2.49,2.36
2.42,2.30,2.42,2.25
2.40,2.35,2.40,2.20
2.35,2.17,2.35,2.15
2.20,2.28,2.28,2.10
2.45,2.29,2.45,2.18
2.22,2.24,2.29,2.10
2.16,2.21,2.29,2.16
2.14,2.23,2.27,2.10
2.25,2.19,2.26,2.12
2.16,2.16,2.20,2.10
2.21,2.17,2.21,2.11
2.13,2.19,2.20,2.13
2.19,2.17,2.20,2.12
2.19,2.19,2.19,2.12
2.20,2.19,2.20,2.13
2.16,2.15,2.20,2.13
2.15,2.09,2.15,2.02
2.09,2.09,2.09,2.05
2.04,2.07,2.10,2.03
2.02,2.17,2.17,2.02
2.16,2.14,2.16,2.10
2.10,2.20,2.21,2.10
2.15,2.20,2.20,2.10
2.20,2.16,2.20,2.02
2.13,2.08,2.13,2.03
2.08,2.05,2.09,1.99
2.05,2.01,2.09,2.00
2.00,2.05,2.06,2.00
2.01,2.01,2.09,2.01
1.95,2.00,2.06,1.95
2.00,1.98,2.06,1.97
1.98,1.92,2.00,1.90
1.91,1.88,1.91,1.65
1.83,1.83,1.88,1.80
1.83,1.86,1.88,1.83
1.84,2.06,2.06,1.83
2.05,2.00,2.05,1.97
2.09,1.99,2.09,1.90
1.92,2.03,2.03,1.92
1.92,1.98,2.03,1.90
1.94,1.89,2.01,1.86
1.85,1.88,1.91,1.83
1.88,1.85,1.94,1.83
1.83,1.84,1.84,1.81
1.80,1.89,1.89,1.80
1.89,1.82,1.89,1.80
1.82,1.80,1.82,1.75
1.78,1.82,1.82,1.70
1.91,1.88,1.91,1.77
1.87,1.86,1.87,1.79
1.87,1.90,1.93,1.83
1.90,1.85,1.90,1.70
1.85,1.85,1.90,1.72
1.89,1.88,1.91,1.85
1.85,1.94,1.97,1.85
1.97,2.03,2.04,1.95
2.16,2.15,2.19,2.04
2.19,2.22,2.23,2.15
2.24,2.25,2.28,2.20
2.25,2.16,2.25,2.11
2.20,2.19,2.20,2.11
2.15,2.19,2.19,2.14
2.17,2.15,2.17,2.10
2.10,2.14,2.15,2.04
2.15,2.15,2.15,2.11
2.11,2.14,2.15,2.01
2.10,2.09,2.13,2.03
2.10,2.10,2.10,2.05
2.05,2.13,2.14,2.04
2.15,2.13,2.15,2.08
2.11,2.07,2.11,2.03
2.05,2.08,2.09,2.02
2.08,2.00,2.08,1.95
1.97,1.97,2.00,1.91
2.05,1.97,2.05,1.96
1.91,1.98,2.04,1.91
2.00,2.04,2.04,1.96
2.04,2.09,2.09,1.99
2.13,2.10,2.13,2.07
2.12,2.10,2.12,2.07
2.10,2.18,2.18,2.09
2.20,2.24,2.25,2.15
2.25,2.20,2.25,2.07
2.20,2.14,2.20,2.09
2.13,2.12,2.15,2.10
2.10,2.10,2.14,2.07
2.15,2.09,2.15,2.05
2.07,2.08,2.10,2.03
1.92,2.10,2.13,1.92
2.10,2.10,2.10,2.03
2.06,2.00,2.09,1.95
2.09,2.01,2.09,2.00
2.00,2.00,2.08,2.00
2.03,2.03,2.03,2.00
2.03,2.02,2.03,1.95
2.00,1.99,2.03,1.96
1.95,2.00,2.00,1.95
2.02,2.03,2.06,1.99
1.97,2.02,2.05,1.97
2.01,2.02,2.04,1.95
2.01,2.04,2.04,1.98
2.04,2.07,2.07,1.95
2.07,2.06,2.08,1.99
2.03,2.05,2.09,2.00
2.08,2.07,2.08,2.02
2.07,2.05,2.07,2.04
2.03,2.05,2.07,2.02
2.05,2.04,2.07,2.00
2.15,1.98,2.15,1.87
1.95,1.99,2.02,1.89
1.99,2.00,2.07,1.97
1.95,2.02,2.05,1.95
1.96,2.04,2.04,1.95
1.93,2.04,2.05,1.93
2.05,2.01,2.05,1.98
2.00,2.07,2.07,2.00
2.07,2.05,2.07,1.96
1.88,2.00,2.06,1.85
1.95,1.95,2.00,1.93
2.00,1.92,2.01,1.81
1.91,1.90,1.91,1.86
1.85,1.81,1.85,1.67
1.77,1.85,1.85,1.69
1.85,1.86,1.89,1.75
1.86,1.94,1.95,1.82
2.05,1.87,2.05,1.87
1.95,1.89,1.95,1.80
1.90,1.86,1.90,1.86
1.89,1.99,2.02,1.89
1.93,1.96,1.99,1.92
1.98,1.94,1.98,1.92
1.95,1.95,1.96,1.93
1.96,2.00,2.00,1.91
1.91,1.93,1.98,1.91
1.96,2.00,2.01,1.92
1.97,2.00,2.02,1.97
2.00,1.97,2.01,1.95
1.98,1.95,1.98,1.90
1.90,1.91,1.92,1.77
1.81,1.81,1.82,1.67
1.77,1.65,1.77,1.65
1.60,1.62,1.66,1.58
1.66,1.35,1.75,1.29
1.45,1.47,1.48,1.31
1.46,1.67,1.73,1.46
1.75,1.72,1.75,1.68
1.79,1.75,1.79,1.68
1.79,2.01,2.02,1.76
1.95,2.03,2.09,1.85
2.05,1.96,2.05,1.90
1.91,1.98,1.98,1.88
1.88,1.94,1.95,1.85
1.90,1.93,1.93,1.87
1.89,1.83,1.89,1.80
1.83,1.89,1.92,1.80
1.91,1.94,1.95,1.89
1.95,1.88,1.95,1.81
1.88,1.83,1.92,1.80
1.83,1.79,1.85,1.79
1.78,1.79,1.81,1.77
1.77,1.85,1.90,1.75
1.84,1.85,1.93,1.80
2.00,1.90,2.00,1.80
1.84,1.83,1.90,1.80
1.83,1.80,1.83,1.80
1.80,1.89,1.94,1.80
1.85,1.89,1.91,1.81
1.86,1.89,1.91,1.81
1.86,1.78,1.90,1.75
1.90,1.75,1.90,1.69
1.79,1.67,1.79,1.50
1.70,1.62,1.70,1.58
1.60,1.57,1.60,1.55
1.55,1.52,1.73,1.45
1.60,1.47,1.60,1.40
1.41,1.40,1.45,1.35
1.40,1.55,1.60,1.32
1.65,1.53,1.66,1.52
1.56,1.50,1.56,1.41
1.42,1.45,1.47,1.39
1.37,1.40,1.45,1.37
1.39,1.40,1.56,1.37
1.50,1.40,1.50,1.39
1.45,1.38,1.50,1.37
1.39,1.39,1.41,1.38
1.40,1.38,1.40,1.32
1.35,1.40,1.44,1.31
1.41,1.36,1.44,1.35
1.36,1.35,1.44,1.30
1.15,0.95,1.27,0.91
0.95,1.02,1.10,0.95
1.08,1.02,1.08,1.00
0.97,1.01,1.01,0.97
1.05,1.00,1.08,0.99
1.00,1.04,1.05,1.00
1.00,0.99,1.08,0.98
0.95,0.98,1.00,0.95
0.98,1.01,1.01,0.98
1.05,1.03,1.08,1.02
1.03,1.03,1.05,1.00
1.09,1.12,1.14,1.02
1.13,1.11,1.13,1.08
1.13,1.13,1.14,1.02
1.14,1.15,1.18,1.11
1.12,1.12,1.13,1.03
1.13,1.15,1.15,1.07
1.14,1.13,1.15,1.09
1.14,1.15,1.15,1.09
1.09,1.13,1.15,1.09
1.10,1.11,1.14,1.09
1.10,1.09,1.12,1.09
1.09,1.06,1.13,1.05
1.10,1.08,1.10,1.05
1.13,1.10,1.13,1.06
1.12,1.08,1.12,1.08
1.08,1.11,1.14,1.02
1.13,1.15,1.15,1.11
1.15,1.10,1.15,1.10
1.10,1.40,1.44,1.10
1.39,1.25,1.39,1.12
1.28,1.27,1.29,1.26
1.27,1.18,1.27,1.17
1.21,1.19,1.22,1.17
1.20,1.21,1.23,1.19
1.23,1.22,1.24,1.21
1.25,1.37,1.45,1.21
1.42,1.46,1.55,1.40
1.69,1.55,1.71,1.55
1.71,1.55,1.72,1.55
1.55,1.64,1.67,1.54
1.69,1.56,1.69,1.56
1.56,1.52,1.59,1.50
1.52,1.51,1.54,1.50
1.52,1.50,1.52,1.49
1.58,1.55,1.58,1.50
1.59,1.62,1.63,1.53
1.65,1.60,1.73,1.55
1.60,1.80,1.84,1.58
1.87,1.92,2.14,1.85
1.98,2.17,2.19,1.92
2.17,2.14,2.30,2.07
2.16,2.13,2.16,1.78
2.12,2.00,2.13,1.98
2.10,1.99,2.15,1.94
2.06,1.95,2.10,1.95
1.95,1.86,1.95,1.85
1.85,1.78,1.89,1.76
1.78,1.74,1.78,1.71
1.67,1.59,1.77,1.53
1.58,1.64,1.64,1.51
1.70,1.68,1.75,1.65
1.65,1.80,1.85,1.65
1.80,1.75,1.90,1.72
1.85,1.68,1.85,1.65
1.73,1.66,1.77,1.65
1.72,1.65,1.74,1.65
1.65,1.74,1.80,1.60
1.70,1.69,1.73,1.65
1.70,1.68,1.70,1.48
1.84,1.60,1.84,1.50
1.64,1.58,1.65,1.55
1.55,1.58,1.61,1.52
1.58,1.59,1.60,1.55
1.59,1.50,1.59,1.48
1.50,1.55,1.55,1.46
1.55,1.53,1.55,1.48
1.51,1.67,1.74,1.51
1.69,1.79,1.79,1.51
1.87,1.83,1.94,1.79
1.87,1.85,1.89,1.80
1.88,1.90,1.93,1.85
1.90,1.81,1.90,1.80
1.83,1.82,1.85,1.81
1.82,1.83,1.88,1.80
1.85,1.88,1.88,1.83
1.89,1.75,1.89,1.75
1.75,1.76,1.89,1.74
1.75,1.79,1.80,1.71
1.79,1.70,1.79,1.55
1.72,1.66,1.75,1.65
1.66,1.75,1.75,1.66
1.75,1.57,1.75,1.51
1.57,1.50,1.57,1.50
1.50,1.56,1.57,1.50
1.60,1.55,1.63,1.45
1.58,1.51,1.58,1.49
1.58,1.45,1.58,1.36
1.44,1.54,1.54,1.41
1.51,1.55,1.56,1.46
1.58,1.50,1.58,1.49
1.49,1.50,1.50,1.36
1.49,1.56,1.56,1.44
1.48,1.49,1.56,1.46
1.56,1.69,1.72,1.53
1.73,1.72,1.84,1.66
1.80,1.70,1.80,1.70
1.73,1.77,1.77,1.70
1.79,1.65,1.80,1.65
1.66,1.60,1.66,1.55
1.60,1.64,1.65,1.60
1.65,1.76,1.77,1.64
1.76,1.75,1.78,1.70
1.70,1.68,1.71,1.68
1.75,1.64,1.75,1.60
1.70,1.66,1.70,1.59
1.65,1.67,1.70,1.60
1.67,1.67,1.68,1.61
1.67,1.58,1.68,1.55
1.60,1.62,1.65,1.60
1.62,1.60,1.62,1.56
1.60,1.59,1.60,1.55
1.59,1.60,1.62,1.57
1.58,1.51,1.63,1.51
1.57,1.66,1.68,1.57
1.68,1.73,1.74,1.61
1.70,1.89,1.90,1.70
1.88,2.50,2.95,1.88
2.62,2.40,2.73,2.31
2.40,2.45,2.48,2.16
2.45,2.30,2.45,2.26
2.35,2.35,2.38,2.22
2.35,2.30,2.48,2.28
2.28,2.30,2.37,2.22
2.25,1.94,2.25,1.89
1.95,1.94,1.98,1.80
1.97,1.89,1.97,1.78
1.84,1.90,1.93,1.83
1.85,1.89,1.95,1.83
1.94,2.24,2.26,1.89
2.24,2.23,2.32,2.15
2.23,2.16,2.28,2.16
2.17,2.02,2.18,2.00
2.01,2.03,2.03,2.01
2.00,2.00,2.03,1.91
2.01,1.97,2.02,1.93
1.95,1.89,1.96,1.85
2.09,1.99,2.09,1.94
1.95,1.86,1.97,1.85
1.87,1.76,1.87,1.71
1.76,1.72,1.80,1.66
1.74,1.64,1.80,1.60
1.63,1.60,1.64,1.50
1.65,1.63,1.70,1.63
1.56,1.49,1.63,1.40
1.57,1.57,1.72,1.40
1.57,1.41,1.57,1.26
1.36,1.30,1.39,1.28
1.25,1.36,1.41,1.25
1.37,1.47,1.48,1.36
1.48,1.38,1.49,1.35
1.36,1.24,1.45,1.13
1.12,1.26,1.34,1.12
1.26,1.32,1.32,1.26
1.26,1.24,1.28,1.10
1.21,1.23,1.24,1.21
1.25,1.23,1.27,1.22
1.23,1.17,1.25,1.16
1.16,1.18,1.18,1.16
1.09,1.23,1.23,1.09
1.23,1.23,1.30,1.20
1.22,1.23,1.23,1.20
1.27,1.25,1.36,1.24
1.29,1.32,1.34,1.23
1.34,1.43,1.49,1.34
1.40,1.34,1.43,1.34
1.35,1.25,1.35,1.25
1.25,1.25,1.39,1.25
1.23,1.24,1.30,1.21
1.21,1.23,1.24,1.18
1.22,1.24,1.25,1.17
1.23,1.34,1.34,1.21
1.32,1.27,1.34,1.24
1.33,1.31,1.33,1.26
1.26,1.28,1.28,1.25
1.32,1.28,1.32,1.25
1.21,1.20,1.28,1.18
1.18,1.13,1.21,1.09
1.14,1.08,1.14,1.05
1.05,1.01,1.07,1.00
1.04,1.05,1.06,1.01
1.08,1.20,1.21,1.03
1.23,1.06,1.25,1.06
1.18,0.91,1.18,0.91
0.99,1.07,1.12,0.96
1.09,1.07,1.12,0.98
1.03,1.02,1.04,0.94
0.93,1.08,1.09,0.92
0.93,0.99,1.09,0.93
1.01,1.00,1.05,0.98
1.00,1.06,1.08,1.00
1.08,1.05,1.09,1.05
1.05,1.07,1.10,1.04
1.10,1.09,1.11,1.07
1.08,1.09,1.12,1.06
1.10,1.09,1.11,1.06
1.10,1.10,1.14,1.04
1.10,1.11,1.12,1.10
1.11,1.13,1.20,1.04
1.12,1.10,1.15,1.06
1.08,1.07,1.08,1.03
1.03,1.03,1.06,1.02
1.07,1.06,1.08,1.03
1.05,1.04,1.06,1.02
1.03,1.03,1.05,1.01
1.03,1.00,1.04,0.95
1.04,1.01,1.04,1.00
1.03,0.98,1.03,0.98
0.98,1.04,1.04,0.98
1.02,1.02,1.04,1.00
1.03,1.04,1.08,1.01
1.06,1.05,1.06,1.02
1.05,1.03,1.08,1.02
1.04,1.05,1.05,1.01
1.01,1.05,1.06,1.01
1.05,1.04,1.05,0.99
1.01,1.02,1.05,0.96
1.00,1.04,1.04,0.95
0.98,1.00,1.00,0.95
1.01,0.96,1.01,0.96
1.00,0.97,1.01,0.95
0.97,1.03,1.05,0.96
1.05,1.03,1.05,1.00
1.03,1.00,1.03,1.00
1.00,1.01,1.01,0.99
0.95,1.00,1.02,0.95
0.97,0.97,1.00,0.95
0.99,0.97,1.02,0.96
0.99,1.10,1.13,0.97
1.10,0.91,1.10,0.87
0.91,0.56,0.91,0.55
0.58,0.70,0.75,0.58
0.72,0.71,0.75,0.70
0.70,0.68,0.70,0.61
0.69,0.65,0.69,0.60
0.65,0.54,0.65,0.49
0.58,0.52,0.58,0.44
0.53,0.55,0.57,0.50
0.56,0.57,0.60,0.55
0.70,0.94,0.94,0.69
0.94,0.86,1.07,0.82
0.90,1.10,1.13,0.90
1.16,1.34,1.44,1.14
1.39,1.25,1.41,1.13
1.27,1.14,1.29,1.12
1.14,1.30,1.30,1.12
1.29,1.27,1.30,1.16
1.23,1.22,1.26,1.12
1.18,1.18,1.24,1.14
1.19,1.13,1.19,1.09
1.10,1.15,1.25,1.06
1.18,1.19,1.22,1.14
1.19,1.16,1.19,1.11
1.14,1.11,1.14,1.04
1.09,1.05,1.10,1.05
1.08,0.94,1.08,0.93
0.94,0.84,1.00,0.79
0.82,0.85,0.88,0.82
0.85,0.88,0.89,0.81
0.85,0.99,1.04,0.84
1.02,1.02,1.13,0.90
0.90,1.00,1.00,0.90
1.00,1.01,1.08,0.91
1.00,1.03,1.04,1.00
1.05,1.01,1.09,1.01
1.05,1.05,1.06,0.95
0.99,0.98,1.04,0.95
0.96,0.94,0.97,0.87
0.91,0.88,0.95,0.85
0.91,0.88,0.92,0.86
0.91,0.91,0.91,0.81
0.87,0.90,0.91,0.83
0.83,0.90,0.90,0.82
0.90,0.90,0.92,0.85
0.85,0.88,0.90,0.85
0.86,0.85,0.91,0.84
0.91,0.87,0.91,0.85
0.85,0.85,0.86,0.82
0.84,0.84,0.96,0.75
0.90,0.89,0.90,0.81
0.80,0.86,0.88,0.80
0.85,0.85,0.88,0.85
0.85,0.84,0.88,0.83
0.84,0.88,0.88,0.84
0.86,0.85,0.89,0.85
0.85,0.81,0.88,0.78
0.85,0.86,0.90,0.79
0.90,0.87,0.90,0.83
0.87,0.88,0.88,0.85
0.86,0.86,0.88,0.83
0.86,0.88,0.88,0.84
0.88,0.88,0.88,0.86
0.88,0.87,0.88,0.84
0.85,0.87,0.87,0.84
0.87,0.87,0.87,0.83
0.85,0.86,0.86,0.83
0.85,0.83,0.85,0.62
0.82,0.85,0.85,0.80
0.80,0.84,0.85,0.80
0.83,0.82,0.83,0.79
0.80,0.83,0.85,0.73
0.78,0.85,0.85,0.77
0.85,0.82,0.85,0.78
0.83,0.85,0.85,0.78
0.79,0.81,0.84,0.76
0.81,0.84,0.84,0.78
0.84,0.85,0.85,0.83
0.80,0.83,0.83,0.79
0.85,0.85,0.85,0.77
0.81,0.82,0.82,0.80
0.80,0.84,0.84,0.76
0.83,0.83,0.85,0.80
0.80,0.83,0.83,0.76
0.80,0.77,0.80,0.77
0.85,0.77,0.85,0.77
0.80,0.79,0.80,0.76
0.83,0.79,0.84,0.78
0.79,0.76,0.80,0.74
0.76,0.72,0.76,0.69
0.72,0.75,0.75,0.70
0.67,0.74,0.75,0.67
0.75,0.72,0.75,0.71
0.72,0.72,0.75,0.69
0.78,0.72,0.78,0.71
0.76,0.80,0.83,0.75
0.80,0.84,0.84,0.70
0.85,0.83,0.85,0.79
0.82,0.76,0.82,0.76
0.79,0.78,0.79,0.75
0.77,0.74,0.77,0.72
0.77,0.78,0.78,0.73
0.78,0.77,0.78,0.70
0.81,0.87,0.89,0.77
0.80,0.86,0.90,0.80
0.85,0.82,0.90,0.81
0.83,0.84,0.85,0.79
0.79,0.84,0.85,0.76
0.84,0.82,0.84,0.77
0.75,0.81,0.81,0.75
0.76,0.77,0.80,0.74
0.79,0.75,0.79,0.73
0.75,0.76,0.79,0.73
0.73,0.72,0.76,0.70
0.70,0.68,0.72,0.64
0.67,0.68,0.68,0.67
0.68,0.68,0.69,0.63
0.63,0.69,0.69,0.63
0.70,0.69,0.70,0.65
0.66,0.69,0.70,0.66
0.69,0.68,0.70,0.68
0.68,0.69,0.70,0.68
0.61,0.70,0.70,0.61
0.80,0.73,0.80,0.68
0.74,0.74,0.74,0.70
0.74,0.72,0.74,0.68
0.69,0.68,0.70,0.66
0.68,0.74,0.74,0.67
0.70,0.80,0.89,0.68
0.81,0.77,0.84,0.75
0.77,0.79,0.79,0.75
0.79,0.80,0.80,0.78
0.79,0.77,0.79,0.73
0.73,0.78,0.78,0.72
0.72,0.74,0.75,0.70
0.74,0.73,0.75,0.73
0.73,0.75,0.77,0.70
0.74,0.71,0.74,0.70
0.71,0.71,0.73,0.66
0.71,0.73,0.73,0.71
0.73,0.70,0.75,0.69
0.70,0.63,0.71,0.61
0.63,0.65,0.67,0.61
0.61,0.67,0.72,0.61
0.68,0.62,0.69,0.62
0.63,0.66,0.69,0.62
0.64,0.64,0.68,0.62
0.64,0.62,0.65,0.62
0.62,0.64,0.67,0.62
0.65,0.65,0.67,0.65
0.63,0.65,0.66,0.63
0.63,0.63,0.65,0.62
0.61,0.63,0.64,0.61
0.64,0.63,0.64,0.62
0.64,0.62,0.64,0.62
0.62,0.62,0.63,0.62
0.62,0.60,0.63,0.60
0.63,0.65,0.65,0.61
0.65,0.64,0.67,0.61
0.66,0.65,0.66,0.65
0.65,0.65,0.65,0.56
0.66,0.61,0.66,0.57
0.62,0.62,0.62,0.61
0.65,0.61,0.65,0.61
0.61,0.63,0.63,0.61
0.62,0.63,0.63,0.60
0.62,0.62,0.62,0.61
0.65,0.64,0.65,0.56
0.60,0.62,0.63,0.60
0.62,0.62,0.62,0.61
0.62,0.63,0.63,0.62
0.63,0.61,0.63,0.61
0.61,0.61,0.62,0.58
0.61,0.62,0.62,0.59
0.62,0.62,0.68,0.60
0.63,0.65,0.68,0.62
0.65,0.64,0.65,0.59
0.60,0.64,0.64,0.59
0.60,0.65,0.65,0.59
0.67,0.63,0.68,0.59
0.61,0.59,0.63,0.59
0.60,0.59,0.61,0.58
0.61,0.59,0.61,0.58
0.59,0.60,0.60,0.58
0.59,0.58,0.60,0.58
0.60,0.63,0.69,0.58
0.63,0.64,0.64,0.61
0.58,0.62,0.62,0.58
0.56,0.64,0.64,0.56
0.62,0.64,0.64,0.60
0.62,0.64,0.65,0.62
0.62,0.62,0.64,0.62
0.63,0.64,0.69,0.63
0.65,0.68,0.71,0.65
0.69,0.77,0.79,0.65
0.77,0.78,0.78,0.65
0.73,0.74,0.75,0.68
0.73,0.72,0.76,0.71
0.71,0.74,0.74,0.69
0.70,0.70,0.73,0.69
0.73,0.76,0.76,0.72
0.76,0.75,0.77,0.74
0.75,0.77,0.78,0.71
0.79,0.80,0.81,0.76
0.85,0.83,0.85,0.78
0.80,0.78,0.84,0.78
0.80,0.79,0.82,0.75
0.78,0.77,0.78,0.76
0.77,0.78,0.78,0.76
0.72,0.77,0.78,0.72
0.76,0.79,0.79,0.75
0.80,0.80,0.81,0.79
0.81,0.80,0.81,0.77
0.79,0.75,0.79,0.73
8.00,8.00,8.00,8.00
7.60,7.20,7.60,6.69
7.05,7.10,7.10,6.74
7.00,6.35,7.00,6.35
6.35,6.35,6.35,6.35
5.75,5.30,5.75,5.18
5.23,5.30,5.30,5.10
5.30,4.95,5.30,3.99
5.00,5.10,5.25,5.00
5.10,5.08,5.20,5.00
4.96,5.00,5.25,4.96
4.45,4.90,5.00,4.45
4.88,4.83,4.88,4.70
4.83,4.65,4.85,4.21
4.65,4.56,4.66,4.56
4.45,4.50,4.50,4.44
4.47,4.50,4.50,4.47
4.23,4.40,4.40,4.23
4.37,4.15,4.40,4.15
4.35,4.30,4.35,4.00
4.00,4.01,4.21,4.00
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
2.99,3.10,3.10,2.99
