EVK,Ever-Glory International Group,NASDAQ
2.49,2.53,2.56,2.41
2.60,2.70,2.70,2.60
2.70,2.70,2.70,2.70
2.55,2.58,2.67,2.39
2.50,2.48,2.50,2.48
2.41,2.44,2.49,2.36
2.35,2.43,2.45,2.30
2.35,2.59,2.59,2.35
2.45,2.49,2.49,2.43
2.35,2.44,2.44,2.35
2.44,2.50,2.50,2.38
2.48,2.40,2.48,2.40
2.45,2.45,2.45,2.45
2.41,2.44,2.46,2.17
2.40,2.39,2.40,2.36
2.31,2.25,2.31,2.21
2.34,2.20,2.34,2.20
2.28,2.24,2.28,2.24
2.15,2.16,2.21,2.03
2.08,2.10,2.14,2.03
2.06,2.06,2.06,2.00
2.02,1.90,2.05,1.59
1.90,1.90,1.98,1.90
1.97,2.00,2.05,1.86
2.10,2.00,2.10,2.00
1.90,2.00,2.00,1.90
1.98,2.16,2.20,1.98
2.21,2.23,2.27,2.04
2.16,2.15,2.16,2.15
2.15,2.08,2.17,2.08
2.08,2.05,2.08,2.05
2.13,2.13,2.13,2.13
2.15,2.19,2.19,2.14
2.19,2.22,2.23,2.19
2.30,2.44,2.44,2.30
2.42,2.40,2.85,2.40
1.85,1.85,1.85,1.85
2.30,2.38,2.47,2.16
2.30,2.35,2.38,2.30
2.31,2.29,2.33,2.29
2.29,2.34,2.34,2.25
2.38,2.38,2.38,2.38
2.03,2.03,2.03,2.03
2.53,2.34,2.53,2.22
2.30,2.30,2.35,2.22
2.30,2.22,2.30,2.22
2.30,2.30,2.30,2.30
2.34,2.34,2.34,2.34
2.29,2.25,2.29,2.16
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.13,2.30,2.30,2.13
2.21,2.21,2.21,2.21
2.13,2.10,2.20,1.99
2.16,2.00,2.16,1.99
2.11,2.08,2.11,2.05
1.71,1.71,1.71,1.71
2.08,2.30,2.37,2.08
2.31,2.25,2.31,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.28,2.25
2.05,2.05,2.05,2.05
2.25,2.25,2.25,2.25
2.25,2.24,2.25,2.23
2.25,2.08,2.25,1.78
2.01,2.01,2.01,2.01
2.07,2.06,2.08,2.02
2.02,2.01,2.05,2.01
1.95,1.95,1.95,1.95
1.97,1.99,2.00,1.97
2.07,2.07,2.07,2.07
1.53,1.53,1.53,1.53
2.03,1.81,2.03,1.81
1.82,1.84,1.89,1.82
1.82,1.78,1.84,1.78
1.79,1.78,1.81,1.78
1.61,1.80,2.00,1.61
1.85,1.88,1.93,1.81
1.91,2.00,2.20,1.90
2.18,2.20,2.20,2.14
2.20,2.15,2.20,2.15
2.15,2.15,2.20,2.12
2.15,2.12,2.19,2.11
2.07,2.01,2.08,2.00
2.00,2.05,2.05,1.96
1.99,2.10,2.14,1.99
2.12,2.10,2.19,2.10
2.19,2.19,2.21,2.17
2.25,2.11,2.25,2.10
2.18,2.19,2.25,2.16
2.20,2.11,2.20,2.10
2.11,2.10,2.11,2.10
2.10,2.15,2.15,2.10
2.11,2.15,2.15,2.11
2.15,2.25,2.25,2.15
1.85,1.85,1.85,1.85
2.30,2.31,2.31,2.20
2.30,2.25,2.31,2.20
1.85,1.85,1.85,1.85
2.20,2.16,2.25,2.16
2.30,2.12,2.30,2.12
2.12,2.20,2.20,2.12
2.27,2.33,2.33,2.27
2.15,2.35,2.35,2.12
2.20,2.35,2.35,2.17
2.35,2.35,2.35,2.35
2.30,2.30,2.30,2.18
2.30,2.39,2.39,2.30
2.49,2.56,2.56,2.49
2.10,2.10,2.10,2.10
2.39,2.35,2.39,2.35
2.45,2.28,2.60,2.25
1.87,1.87,1.87,1.87
1.87,1.87,1.87,1.87
2.25,2.26,2.26,2.25
1.85,1.85,1.85,1.85
2.25,2.25,2.25,2.25
2.25,2.26,2.27,2.10
2.27,2.18,2.27,2.10
2.12,2.13,2.13,2.12
2.13,2.20,2.24,2.13
2.15,2.15,2.15,2.15
2.13,2.13,2.14,2.13
1.75,1.75,1.75,1.75
2.12,2.10,2.21,2.10
2.10,2.10,2.12,2.10
1.72,1.72,1.72,1.72
2.06,2.05,2.06,1.99
2.04,2.05,2.05,1.90
2.12,2.28,2.36,2.06
1.87,1.87,1.87,1.87
1.87,1.87,1.87,1.87
2.19,2.19,2.19,2.19
1.87,1.87,1.87,1.87
2.18,2.05,2.19,2.05
2.04,2.04,2.04,2.04
1.95,1.95,2.01,1.91
1.92,1.86,1.92,1.85
1.86,2.10,2.10,1.86
2.15,2.17,2.17,2.15
2.06,2.06,2.06,2.06
1.87,1.87,1.87,1.87
1.91,1.86,1.96,1.86
1.86,1.80,1.91,1.79
1.80,1.80,1.80,1.80
1.94,1.94,2.00,1.90
1.91,1.93,1.96,1.90
1.93,1.93,1.93,1.93
2.07,1.98,2.11,1.98
1.93,1.90,1.93,1.90
1.90,1.96,1.96,1.90
2.05,2.05,2.12,2.05
2.05,1.90,2.05,1.90
2.00,2.02,2.02,1.92
2.01,2.00,2.20,2.00
1.64,1.64,1.64,1.64
2.01,2.01,2.01,2.01
2.16,2.06,2.16,2.06
2.08,2.03,2.09,2.03
2.10,1.98,2.10,1.98
1.90,1.90,1.90,1.90
1.90,1.79,1.90,1.79
1.59,1.59,1.59,1.59
1.47,1.47,1.47,1.47
1.79,1.79,1.79,1.79
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.90,1.90,1.90,1.90
1.56,1.56,1.56,1.56
1.90,1.90,1.90,1.90
1.56,1.56,1.56,1.56
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.95,1.90
1.56,1.56,1.56,1.56
1.95,1.82,2.00,1.82
1.49,1.49,1.49,1.49
1.85,1.94,1.94,1.85
2.00,1.85,2.05,1.85
1.85,1.93,1.95,1.85
2.00,2.10,2.15,2.00
2.19,2.16,2.20,2.00
2.19,2.20,2.20,2.19
2.20,2.00,2.20,2.00
2.00,2.10,2.10,2.00
2.10,2.10,2.10,2.10
2.10,2.05,2.10,2.05
2.05,2.05,2.05,2.05
2.10,2.09,2.10,2.09
1.71,1.71,1.71,1.71
2.00,2.01,2.01,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.05,2.00
2.02,2.02,2.02,2.02
2.00,2.00,2.00,2.00
2.03,2.04,2.04,2.03
1.67,1.67,1.67,1.67
2.00,2.23,2.55,2.00
2.23,2.21,2.30,2.21
2.21,2.21,2.21,2.21
2.30,2.08,2.30,2.00
2.05,2.05,2.05,2.05
2.01,2.00,2.02,2.00
2.04,2.04,2.04,2.04
1.67,1.67,1.67,1.67
2.30,2.00,2.30,2.00
2.00,2.05,2.05,2.00
2.01,2.00,2.01,2.00
2.00,1.99,2.00,1.95
1.95,1.95,1.95,1.95
1.63,1.63,1.63,1.63
1.95,1.87,1.95,1.87
1.88,1.88,1.88,1.88
1.86,1.86,1.86,1.86
1.85,1.81,1.85,1.70
1.82,1.80,1.82,1.80
1.77,1.77,1.77,1.77
2.15,2.06,2.15,1.83
2.06,2.00,2.06,1.95
1.64,1.64,1.64,1.64
2.02,2.02,2.02,2.02
2.49,2.09,2.49,2.02
2.05,2.16,2.16,2.05
2.17,2.15,2.17,2.15
2.18,2.18,2.18,2.18
1.79,1.79,1.79,1.79
1.79,1.79,1.79,1.79
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.28,2.21,2.28,2.00
2.07,2.07,2.07,2.07
1.70,1.70,1.70,1.70
1.69,1.69,1.69,1.69
2.00,1.93,2.01,1.93
1.94,1.93,1.94,1.93
1.90,1.90,1.90,1.89
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.93,1.98,1.98,1.93
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.85,1.62,1.85,1.50
1.53,1.58,1.63,1.50
1.63,1.83,1.83,1.63
1.71,1.89,1.89,1.65
1.89,2.00,2.00,1.89
1.76,1.85,2.00,1.76
1.84,1.84,1.84,1.84
1.99,2.00,2.00,1.99
2.00,1.99,2.00,1.99
1.97,2.00,2.00,1.95
1.81,1.69,1.81,1.65
1.39,1.39,1.39,1.39
1.77,1.77,1.77,1.77
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.79,1.80,1.80,1.79
1.48,1.48,1.48,1.48
1.48,1.48,1.48,1.48
1.48,1.48,1.48,1.48
1.73,1.73,1.73,1.73
1.42,1.42,1.42,1.42
1.70,1.67,1.70,1.65
1.70,1.65,1.70,1.65
1.66,1.65,1.70,1.65
1.66,1.65,1.66,1.65
1.65,1.65,1.65,1.65
1.57,1.57,1.57,1.57
1.35,1.35,1.35,1.35
1.70,1.93,1.93,1.70
1.58,1.58,1.58,1.58
1.58,1.58,1.58,1.58
1.85,1.75,1.85,1.66
1.69,1.58,1.69,1.58
1.64,1.67,1.69,1.64
1.60,1.60,1.60,1.60
1.57,1.58,1.58,1.57
1.30,1.30,1.30,1.30
1.60,1.61,1.61,1.55
1.32,1.32,1.32,1.32
1.55,1.60,1.60,1.55
1.55,1.55,1.55,1.55
1.58,1.50,1.60,1.50
1.43,1.45,1.50,1.40
1.35,1.39,1.39,1.35
1.32,1.40,1.40,1.30
N/A,N/A,N/A,N/A
1.15,1.15,1.15,1.15
N/A,N/A,N/A,N/A
1.40,1.47,1.47,1.40
1.50,1.50,1.50,1.50
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.50,1.50,1.50,1.50
1.23,1.23,1.23,1.23
1.40,1.50,1.50,1.40
1.40,1.40,1.40,1.35
1.15,1.15,1.15,1.15
1.44,1.50,1.50,1.44
1.35,1.36,1.39,1.35
1.35,1.35,1.35,1.35
1.44,1.63,1.65,1.44
1.92,1.41,1.93,1.40
1.40,1.40,1.40,1.40
1.36,1.30,1.36,1.30
1.35,1.35,1.35,1.35
1.42,1.44,1.44,1.42
1.15,1.15,1.15,1.15
1.50,1.60,1.60,1.50
1.60,1.59,1.60,1.59
1.60,1.60,1.60,1.60
1.59,1.49,1.59,1.49
1.47,1.52,1.55,1.43
1.43,1.43,1.44,1.36
1.41,1.37,1.42,1.34
1.36,1.37,1.37,1.31
1.37,1.37,1.37,1.37
1.37,1.31,1.37,1.30
1.32,1.32,1.32,1.32
1.34,1.34,1.34,1.34
1.35,1.35,1.36,1.35
1.35,1.42,1.45,1.35
1.38,1.40,1.40,1.38
1.29,1.44,1.44,1.29
1.48,1.37,1.48,1.30
1.42,1.41,1.42,1.36
1.40,1.40,1.40,1.40
1.40,1.81,2.09,1.40
1.89,1.73,1.89,1.73
1.71,1.78,1.88,1.71
1.88,1.84,1.88,1.84
1.88,1.77,1.88,1.76
1.85,1.87,1.88,1.85
N/A,N/A,N/A,N/A
1.61,1.61,1.61,1.61
1.93,1.85,1.98,1.85
1.78,1.78,1.79,1.78
1.90,1.90,1.90,1.90
N/A,N/A,N/A,N/A
1.80,1.95,1.97,1.80
1.95,1.95,1.95,1.95
1.95,2.00,2.00,1.95
1.95,1.90,1.95,1.78
1.90,1.90,1.90,1.90
1.56,1.56,1.56,1.56
1.56,1.56,1.56,1.56
1.39,1.39,1.39,1.39
1.82,1.90,1.90,1.82
N/A,N/A,N/A,N/A
1.78,2.00,2.00,1.78
2.00,2.00,2.00,2.00
N/A,N/A,N/A,N/A
1.92,1.95,2.00,1.91
2.00,1.95,2.00,1.95
1.98,1.95,1.98,1.95
1.95,1.88,1.95,1.88
1.88,1.88,1.88,1.88
1.88,1.86,1.89,1.80
1.53,1.53,1.53,1.53
1.88,1.72,1.88,1.72
1.78,1.72,1.90,1.72
1.62,1.61,1.63,1.48
1.69,1.69,1.69,1.69
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.50,1.50,1.50,1.50
1.75,1.75,1.75,1.75
1.77,1.80,1.80,1.77
1.85,1.85,1.90,1.85
1.50,1.50,1.50,1.50
1.85,1.85,1.85,1.85
1.80,1.80,1.80,1.80
1.50,1.50,1.50,1.50
1.80,1.65,1.80,1.65
1.89,1.75,1.89,1.70
1.87,1.87,1.87,1.87
1.80,1.75,1.80,1.65
1.75,1.73,1.75,1.73
1.50,1.50,1.50,1.50
nan,1.73,nan,nan
1.75,1.73,1.75,1.73
1.74,1.78,1.80,1.74
1.79,1.65,1.79,1.65
1.65,1.65,1.65,1.65
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.20,1.20,1.20,1.20
1.62,1.62,1.62,1.62
1.56,1.56,1.56,1.56
1.56,1.70,1.70,1.56
1.87,1.70,1.87,1.65
1.68,1.68,1.68,1.68
1.68,1.65,1.70,1.65
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.64,1.57,1.65,1.57
1.64,1.59,1.64,1.59
1.30,1.30,1.30,1.30
1.60,1.60,1.60,1.60
1.64,1.64,1.64,1.64
1.50,1.48,1.50,1.48
1.38,1.40,1.44,1.38
1.43,1.75,1.85,1.43
1.85,1.83,1.85,1.83
1.84,1.75,1.84,1.75
1.63,1.61,1.63,1.61
1.61,1.61,1.61,1.61
1.51,1.56,1.56,1.46
1.28,1.28,1.28,1.28
1.59,1.80,1.80,1.59
1.74,1.73,1.75,1.50
1.68,1.74,1.83,1.68
1.74,1.71,1.74,1.50
1.71,1.72,1.72,1.71
1.72,1.85,1.87,1.72
1.81,1.90,1.95,1.81
1.95,1.85,1.95,1.78
1.52,1.52,1.52,1.52
1.81,1.75,1.84,1.59
1.44,1.44,1.44,1.44
1.61,1.61,1.61,1.61
1.59,1.60,1.68,1.58
1.64,1.74,1.74,1.64
1.68,1.62,1.76,1.61
1.68,1.87,1.96,1.68
1.80,1.87,1.94,1.79
1.89,1.90,1.94,1.83
1.89,1.81,1.89,1.81
1.83,1.85,1.85,1.83
1.81,2.01,2.19,1.81
2.04,2.06,2.21,1.91
2.11,2.02,2.11,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.89,1.80,2.00,1.80
1.75,1.75,1.75,1.75
1.80,1.80,1.80,1.80
1.50,1.50,1.50,1.50
1.70,1.78,1.78,1.70
1.50,1.50,1.50,1.50
1.77,1.77,1.77,1.72
1.75,1.75,1.75,1.75
1.62,1.73,1.73,1.61
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.69,1.69,1.69,1.68
1.59,1.69,1.69,1.59
1.69,1.69,1.69,1.60
1.69,1.69,1.69,1.61
1.67,1.67,1.67,1.59
1.59,1.66,1.66,1.59
nan,1.59,nan,nan
1.50,1.50,1.50,1.50
1.60,1.67,1.67,1.60
1.60,1.67,1.67,1.60
1.60,1.59,1.67,1.59
1.60,1.65,1.67,1.59
1.56,1.63,1.63,1.50
1.67,1.64,1.67,1.59
1.59,1.64,1.64,1.59
1.50,1.50,1.50,1.50
1.59,1.51,1.59,1.51
1.55,1.55,1.58,1.55
1.58,1.58,1.58,1.58
1.50,1.59,1.59,1.50
1.51,1.57,1.57,1.51
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.58,1.58,1.58,1.58
1.50,1.50,1.50,1.50
1.58,1.58,1.58,1.58
1.59,1.59,1.59,1.59
1.50,1.50,1.50,1.50
1.59,1.59,1.59,1.50
1.50,1.50,1.50,1.50
1.53,1.53,1.53,1.53
1.59,1.58,1.59,1.51
1.59,1.59,1.59,1.59
1.50,1.59,1.59,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.55,1.59,1.59,1.51
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.51,1.63,1.63,1.51
1.50,1.62,1.62,1.46
1.33,1.33,1.33,1.33
1.56,1.63,1.63,1.56
1.56,1.58,1.62,1.40
1.30,1.30,1.30,1.30
1.48,1.40,1.48,1.40
1.44,1.44,1.44,1.44
1.42,1.34,1.42,1.24
1.38,1.38,1.38,1.37
1.48,1.48,1.48,1.48
1.45,1.49,1.56,1.42
1.36,1.50,1.54,1.32
1.45,1.50,1.50,1.45
1.23,1.23,1.23,1.23
1.40,1.40,1.40,1.40
1.45,1.45,1.45,1.45
1.19,1.19,1.19,1.19
1.45,1.45,1.45,1.42
1.36,1.43,1.46,1.33
1.41,1.48,1.48,1.41
1.33,1.33,1.33,1.33
1.39,1.44,1.50,1.32
1.45,1.41,1.45,1.30
1.16,1.16,1.16,1.16
1.44,1.44,1.47,1.44
1.43,1.38,1.47,1.38
1.48,1.48,1.48,1.48
1.42,1.42,1.42,1.42
1.30,1.35,1.44,1.30
1.43,1.46,1.46,1.30
1.35,1.40,1.40,1.35
1.38,1.36,1.43,1.36
1.31,1.35,1.38,1.31
1.44,1.41,1.44,1.41
1.30,1.30,1.30,1.30
1.51,1.37,1.51,1.37
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.30,1.40,1.43,1.25
1.34,1.34,1.36,1.34
1.36,1.35,1.40,0.99
1.27,1.35,1.35,1.17
0.86,0.86,0.86,0.86
1.29,1.34,1.34,1.15
1.07,1.07,1.07,1.07
1.34,1.34,1.34,1.34
1.33,1.34,1.34,1.33
1.33,1.31,1.33,1.31
1.31,1.20,1.31,1.20
1.20,1.20,1.20,1.20
1.02,1.02,1.02,1.02
1.28,1.28,1.28,1.28
1.05,1.05,1.05,1.05
1.26,1.26,1.26,1.18
1.00,1.00,1.00,1.00
1.21,1.24,1.28,1.21
1.28,1.35,1.35,1.27
1.24,1.24,1.24,1.24
1.28,1.35,1.35,1.26
1.11,1.11,1.11,1.11
1.35,1.35,1.35,1.35
1.24,1.34,1.34,1.24
1.26,1.35,1.35,1.26
1.11,1.11,1.11,1.11
1.26,1.35,1.35,1.26
1.35,1.35,1.35,1.35
1.11,1.11,1.11,1.11
1.35,1.24,1.35,1.23
1.31,1.28,1.31,1.23
1.13,1.13,1.13,1.13
0.93,0.93,0.93,0.93
1.26,1.29,1.29,1.26
1.23,1.30,1.30,1.22
1.31,1.70,1.71,1.30
1.50,1.70,1.76,1.50
1.70,1.75,1.78,1.70
1.74,1.74,1.74,1.74
1.64,1.61,1.64,1.61
1.64,1.80,1.90,1.50
1.52,1.52,1.52,1.52
1.62,2.00,2.00,1.62
1.86,1.86,1.86,1.85
1.81,1.95,1.99,1.81
1.78,2.20,2.20,1.75
2.20,2.22,2.28,2.10
2.22,2.19,2.22,2.02
2.09,2.05,2.17,1.95
2.04,1.80,2.05,1.55
1.80,1.66,1.80,1.66
1.70,1.60,1.70,1.50
1.56,1.57,1.62,1.51
1.56,1.65,1.66,1.56
1.56,1.56,1.56,1.56
1.56,1.56,1.56,1.56
1.56,1.56,1.56,1.56
1.52,1.65,1.65,1.46
1.65,1.60,1.65,1.60
1.51,1.51,1.51,1.51
N/A,N/A,N/A,N/A
1.63,1.63,1.63,1.63
1.66,2.05,2.06,1.66
1.73,1.73,1.73,1.73
1.89,1.89,1.89,1.89
1.85,1.82,1.85,1.76
1.83,1.83,1.83,1.83
1.66,1.85,1.85,1.66
1.90,2.05,2.05,1.90
1.93,2.05,2.11,1.60
1.91,1.94,2.05,1.68
1.82,1.90,1.94,1.80
1.44,1.90,1.44,1.44
1.82,1.90,1.90,1.82
N/A,N/A,N/A,N/A
1.90,1.89,1.90,1.88
1.89,1.80,1.90,1.80
1.88,1.88,1.88,1.88
1.75,1.90,1.90,1.72
1.72,1.86,1.86,1.62
1.85,1.86,1.86,1.85
1.86,1.86,1.86,1.86
1.86,1.90,1.90,1.79
1.84,1.90,1.90,1.84
1.90,2.08,2.08,1.84
2.01,2.00,2.01,2.00
1.27,2.00,1.27,1.27
2.08,2.08,2.08,2.08
2.24,2.21,2.24,1.82
2.16,2.15,2.16,2.04
2.15,2.12,2.15,2.12
1.82,2.12,1.82,1.82
1.97,1.86,2.07,1.75
1.90,1.92,2.06,1.90
1.95,1.95,2.00,1.86
1.95,1.95,1.95,1.94
1.95,1.95,1.99,1.80
1.91,1.93,1.93,1.85
nan,1.93,nan,nan
nan,1.93,nan,nan
1.84,1.85,1.89,1.81
1.89,1.89,1.89,1.87
1.89,1.89,1.89,1.89
1.80,1.89,1.89,1.80
1.82,1.78,1.82,1.78
1.78,1.81,1.82,1.78
1.80,1.80,1.80,1.80
1.80,1.78,1.82,1.78
1.99,1.91,1.99,1.91
1.89,1.89,1.89,1.89
1.78,1.81,1.81,1.78
1.75,1.85,1.85,1.75
nan,1.85,nan,nan
1.79,1.79,1.85,1.77
1.84,1.84,1.84,1.84
nan,1.84,nan,nan
1.75,1.84,1.84,1.75
1.76,1.83,1.83,1.76
nan,1.83,nan,nan
1.75,1.84,1.84,1.75
1.85,2.03,2.06,1.85
2.00,2.06,2.06,2.00
2.00,2.06,2.07,2.00
nan,2.06,nan,nan
nan,2.06,nan,nan
nan,2.06,nan,nan
nan,2.06,nan,nan
2.00,2.05,2.07,1.97
2.04,2.07,2.07,1.97
nan,2.07,nan,nan
nan,2.07,nan,nan
2.07,1.97,2.07,1.89
nan,1.97,nan,nan
nan,1.97,nan,nan
1.92,1.92,1.92,1.92
2.06,2.06,2.06,1.98
nan,2.06,nan,nan
2.03,2.03,2.03,2.03
1.88,2.03,2.03,1.88
2.12,2.35,2.38,2.12
2.37,2.27,2.37,2.25
2.15,2.25,2.26,2.02
2.32,2.28,2.32,2.06
2.38,2.23,2.38,2.04
2.39,2.33,2.39,2.14
2.32,2.29,2.32,2.16
2.22,2.21,2.31,2.09
2.13,2.11,2.21,2.08
2.06,2.10,2.11,2.00
2.19,2.20,2.27,2.11
2.25,2.28,2.40,2.23
nan,2.28,nan,nan
2.10,2.14,2.20,1.93
2.05,2.20,2.22,2.03
2.18,2.11,2.18,2.04
2.08,2.10,2.13,1.89
2.11,2.21,2.26,2.11
2.19,2.16,2.19,2.16
2.06,2.12,2.12,2.01
2.05,2.13,2.13,2.05
2.24,2.26,2.28,2.21
2.40,2.89,2.89,2.40
3.00,3.04,3.50,2.91
3.10,3.23,3.45,3.04
3.25,3.39,3.55,3.23
3.45,3.20,3.55,2.66
3.31,3.20,3.35,3.01
3.24,3.30,3.44,3.02
3.25,3.13,3.25,3.10
3.11,3.00,3.12,3.00
3.10,2.97,3.10,2.92
3.03,2.78,3.03,2.70
2.80,3.03,3.03,2.56
3.08,2.93,3.08,2.91
2.95,3.00,3.00,2.91
nan,3.00,nan,nan
2.90,2.86,2.95,2.69
2.83,2.88,2.95,2.83
2.95,2.93,2.95,2.76
2.90,2.90,2.90,2.85
2.90,2.88,2.90,2.82
2.83,2.89,2.89,2.83
2.84,2.80,2.84,2.80
2.80,2.80,2.81,2.80
2.79,2.80,2.80,2.79
nan,2.80,nan,nan
2.71,2.79,2.79,2.70
2.71,2.79,2.80,2.70
2.80,2.73,2.80,2.70
2.78,2.79,2.79,2.67
