SPY,SPDR S&P 500,NASDAQ
164.03,163.18,164.67,162.91
164.29,164.44,165.22,163.22
164.53,165.74,165.99,164.52
165.60,163.45,165.89,163.38
161.86,159.40,163.47,158.98
159.64,159.07,159.76,157.47
157.41,157.06,158.43,155.73
158.48,158.57,160.10,157.42
159.87,160.14,160.50,159.25
161.10,161.08,161.82,160.95
160.63,160.42,161.40,159.86
161.26,161.36,162.48,161.08
161.12,161.21,162.30,160.50
160.48,161.28,161.77,160.22
162.47,163.02,163.08,161.30
163.86,163.95,164.39,163.08
164.98,165.13,165.33,164.27
164.97,165.19,165.75,164.63
167.11,167.44,167.61,165.18
167.39,167.51,167.93,167.13
167.97,168.15,168.39,167.68
168.26,167.52,168.36,167.07
168.16,167.95,168.48,167.73
168.31,168.87,169.27,168.20
168.52,169.17,169.23,168.31
169.41,169.50,169.74,169.01
169.80,169.14,169.83,169.05
169.79,168.52,169.86,168.18
168.22,168.93,169.08,167.94
168.22,169.11,169.16,167.52
168.68,168.59,169.06,168.11
169.10,168.59,169.28,168.19
168.94,168.71,169.85,168.49
169.99,170.66,170.81,169.90
170.28,170.95,170.97,170.05
170.57,170.70,170.96,170.35
170.37,169.73,170.74,169.35
169.19,169.18,169.43,168.55
169.98,169.80,170.18,168.93
169.58,169.31,170.10,168.72
168.46,169.11,169.31,168.38
169.41,169.61,169.90,168.41
169.53,168.74,169.80,168.70
167.41,166.38,167.43,166.09
166.06,165.83,166.63,165.50
165.64,164.77,166.21,164.76
165.04,165.58,166.20,164.86
165.12,164.56,166.03,164.19
164.90,166.06,166.30,164.89
166.55,166.62,166.83,165.77
166.79,166.00,167.30,165.89
164.36,163.33,166.00,163.21
163.26,163.91,164.49,163.05
163.55,164.17,165.04,163.40
164.51,163.65,164.53,163.17
165.23,164.39,165.58,163.70
164.43,165.75,166.03,164.13
165.85,165.96,166.40,165.73
166.51,166.04,166.98,164.48
166.45,167.63,167.73,166.45
168.64,168.87,168.90,168.26
168.64,169.40,169.40,168.35
169.34,168.95,169.56,168.72
169.13,169.33,169.46,168.74
171.16,170.31,171.24,170.04
170.46,171.07,171.11,170.46
171.01,173.05,173.52,170.58
173.52,172.76,173.60,172.59
172.33,170.72,172.33,170.58
170.49,169.93,170.65,169.39
169.90,169.53,170.53,169.21
169.64,169.04,169.98,168.89
169.32,169.69,170.17,169.05
168.84,168.91,169.14,168.47
167.48,168.01,168.54,167.15
168.14,169.34,169.50,167.97
168.35,169.18,169.34,167.83
168.79,167.62,168.94,166.84
167.75,168.89,169.06,167.53
167.42,167.43,168.45,167.25
167.40,165.48,167.62,165.36
165.80,165.60,166.20,164.53
167.29,169.17,169.26,167.23
168.91,170.26,170.32,168.77
169.21,170.94,171.08,169.08
170.51,169.70,171.15,169.47
170.72,172.07,172.16,170.64
171.37,173.22,173.32,171.34
173.86,174.39,174.51,173.51
174.45,174.40,174.75,174.01
174.91,175.41,175.93,174.43
174.81,174.57,174.89,173.96
174.92,175.15,175.37,174.51
175.51,175.95,176.00,175.17
175.89,176.23,176.47,175.70
176.63,177.17,177.24,176.38
177.38,176.29,177.51,175.66
176.15,175.79,176.89,175.53
176.02,176.21,176.61,175.22
176.69,176.83,176.90,175.98
176.14,176.27,176.75,175.57
177.03,177.17,177.50,176.54
177.50,174.93,177.64,174.76
174.87,177.29,177.31,174.85
177.12,177.32,177.53,176.91
176.94,176.96,177.36,176.37
176.09,178.38,178.43,176.09
178.54,179.27,179.42,178.25
179.56,180.05,180.12,179.33
180.35,179.42,180.50,179.02
179.33,179.03,179.87,178.72
179.39,178.47,179.93,177.98
178.97,179.91,180.05,178.86
179.98,180.81,180.83,179.77
181.13,180.63,181.17,180.37
180.72,180.68,181.22,180.41
180.87,181.12,181.24,180.65
181.32,181.00,181.75,180.80
181.09,180.53,181.43,180.25
179.94,179.75,180.39,179.17
179.10,179.73,180.48,178.35
179.41,178.94,179.74,178.77
180.67,180.94,181.11,180.15
181.47,181.40,181.67,181.16
180.98,180.75,181.36,180.64
180.82,178.72,180.85,178.50
178.64,178.13,178.86,177.76
178.50,178.11,178.66,177.77
178.95,179.22,179.81,178.90
179.38,178.65,179.41,178.25
178.92,181.70,181.73,177.32
181.18,181.49,181.70,180.71
180.69,181.56,181.99,180.57
182.45,182.53,182.64,182.07
182.54,182.93,183.01,182.53
183.34,183.86,183.96,183.32
184.10,183.85,184.18,183.66
183.87,183.82,184.02,183.58
184.07,184.69,184.69,183.93
183.98,182.92,184.07,182.48
183.23,182.89,183.60,182.63
183.49,182.36,183.56,182.08
183.09,183.48,183.79,182.95
183.45,183.52,183.83,182.89
184.11,183.64,184.13,182.80
183.95,184.14,184.22,183.01
183.67,181.69,184.18,181.34
182.29,183.67,183.77,181.95
184.10,184.66,184.94,183.71
184.28,184.42,184.66,183.83
184.10,183.64,184.45,183.32
184.70,184.18,184.77,183.05
184.49,184.30,184.57,183.91
183.37,182.79,183.40,181.82
181.60,178.89,181.66,178.83
179.06,178.01,179.52,177.12
178.14,179.07,179.30,178.12
177.58,177.35,178.55,176.88
178.83,179.23,179.81,178.26
177.01,178.18,179.29,176.92
177.97,174.17,178.37,173.83
174.95,175.39,175.84,174.11
174.78,175.17,175.56,173.71
175.58,177.48,177.48,175.22
178.31,179.68,179.87,177.73
179.70,180.01,180.07,179.21
180.16,181.98,182.44,180.04
182.25,182.07,182.83,181.71
180.84,183.01,183.20,180.83
182.84,184.02,184.36,182.67
184.18,184.24,184.49,183.65
183.76,183.02,184.95,182.87
183.27,184.10,184.52,182.60
184.45,183.89,184.89,183.80
184.28,184.91,186.15,184.20
185.06,184.84,185.59,184.23
185.11,184.85,185.60,184.33
184.58,185.82,185.87,184.37
185.79,186.29,187.15,185.05
184.65,184.98,185.45,183.75
186.79,187.58,187.98,186.75
187.74,187.75,188.07,187.45
188.21,188.18,188.61,187.78
188.96,188.26,188.96,187.43
187.97,188.16,188.23,187.08
188.44,187.23,188.71,186.80
186.32,187.28,187.35,185.90
187.84,185.18,187.99,184.66
184.85,184.66,185.80,184.44
185.59,186.33,186.77,185.51
186.71,187.66,187.91,186.51
187.68,186.66,187.94,185.47
186.25,187.75,187.89,185.92
187.71,186.20,189.02,186.03
186.84,185.43,187.07,184.62
186.37,186.31,186.94,185.27
187.04,184.97,187.34,184.92
184.75,184.58,185.34,183.90
185.11,185.49,186.42,185.00
186.67,187.01,187.30,185.52
187.62,188.25,188.36,187.00
188.49,188.88,189.13,188.14
189.17,188.63,189.22,188.05
189.66,186.40,189.70,186.10
185.95,184.34,186.26,183.96
184.26,185.10,185.40,183.59
185.60,187.09,187.15,185.06
187.08,183.16,187.17,182.93
182.14,181.51,183.42,181.31
182.93,182.94,183.37,181.44
183.32,184.20,184.33,181.51
185.47,186.13,186.14,184.65
185.88,186.39,186.91,185.56
186.44,187.04,187.10,186.21
187.23,187.89,188.40,187.13
187.82,187.45,187.92,187.30
188.37,187.83,188.39,186.93
187.22,186.29,187.33,185.87
187.05,186.88,187.69,184.96
187.48,187.75,188.04,187.08
187.44,188.31,188.50,187.18
188.22,188.33,188.84,187.73
188.31,188.06,189.14,187.78
187.14,188.42,188.55,186.62
188.00,186.78,188.13,186.74
187.41,187.88,187.97,186.01
187.71,187.68,189.05,187.08
187.71,187.96,188.04,186.83
188.80,189.79,189.88,188.00
190.04,189.96,190.42,189.77
189.79,189.06,189.88,188.79
188.68,187.40,188.72,186.48
187.51,188.05,188.13,186.72
187.69,188.74,188.89,187.52
188.65,187.55,188.67,187.07
188.09,189.13,189.22,188.06
189.18,189.59,189.98,188.86
189.76,190.35,190.48,189.59
191.06,191.52,191.58,190.95
191.52,191.38,191.82,191.06
191.82,192.37,192.40,191.33
192.19,192.68,192.80,192.03
192.95,192.90,192.99,191.97
192.43,192.80,192.90,192.25
192.47,193.19,193.30,192.27
193.41,194.45,194.65,192.70
194.87,195.38,195.43,194.78
195.35,195.58,196.05,195.17
195.34,195.60,195.64,194.92
194.90,194.92,195.12,194.48
194.69,193.54,194.80,193.11
193.92,194.13,194.32,193.30
193.89,194.29,194.70,193.66
194.02,194.83,194.97,193.81
194.83,196.26,196.37,194.40
196.43,196.48,196.60,195.80
196.03,195.94,196.10,195.70
195.99,195.88,196.05,195.52
195.53,194.70,196.50,194.48
194.29,195.58,195.78,194.25
195.61,195.44,195.63,194.13
194.98,195.82,195.88,194.89
195.70,195.72,196.17,195.53
196.20,197.03,197.63,196.13
197.05,197.23,197.48,196.96
197.79,198.20,198.29,197.64
197.82,197.51,197.98,197.22
197.15,196.24,197.22,195.76
196.73,197.12,197.30,196.31
195.22,196.34,196.86,195.06
196.22,196.61,196.75,195.78
197.61,197.60,197.86,197.44
197.72,197.23,198.10,196.36
198.11,197.96,198.26,197.42
197.35,195.71,198.10,195.43
196.35,197.71,197.91,196.24
197.09,197.34,197.50,196.43
198.01,198.20,198.56,197.87
198.50,198.64,198.85,198.10
198.83,198.65,199.06,198.45
198.09,197.72,198.26,197.33
197.76,197.80,198.09,196.62
198.17,196.95,198.45,196.92
197.65,196.98,197.91,196.16
195.61,193.09,195.78,192.97
192.56,192.50,193.76,191.57
192.87,193.89,194.30,192.05
193.10,192.01,193.60,191.31
191.11,192.07,192.89,191.08
192.94,191.03,193.13,190.55
191.46,193.24,193.37,190.95
193.97,193.80,194.66,193.71
193.61,193.53,194.15,192.94
194.29,194.84,195.06,193.96
195.16,195.76,195.76,194.98
196.47,195.72,196.65,194.31
196.80,197.36,197.45,196.69
197.84,198.39,198.54,197.44
198.12,198.92,199.16,198.08
199.09,199.50,199.76,198.93
199.34,199.19,199.69,198.74
200.14,200.20,200.59,199.15
200.33,200.33,200.82,200.28
200.43,200.25,200.57,199.94
199.59,200.14,200.27,199.39
200.45,200.71,200.73,199.82
200.97,200.61,201.00,199.86
201.38,200.50,201.41,200.22
200.84,200.21,201.58,199.66
200.17,201.11,201.19,199.41
200.92,200.59,201.21,200.00
200.41,199.32,200.55,198.91
199.43,200.07,200.20,198.77
199.27,200.30,200.33,199.12
200.10,199.13,200.12,198.56
199.16,198.98,199.32,198.38
198.61,200.48,200.84,198.50
200.77,200.75,201.68,199.75
201.36,201.82,201.85,201.10
201.52,200.70,201.90,200.29
200.35,199.15,200.38,198.73
198.43,198.01,199.26,197.95
198.04,199.56,199.69,197.52
199.04,196.34,199.05,196.27
196.70,197.90,198.39,196.42
196.20,197.54,197.89,196.05
197.69,197.02,198.30,196.61
196.70,194.35,196.77,193.91
194.18,194.38,195.06,192.35
195.68,196.52,196.94,195.08
197.34,196.29,197.60,195.58
195.28,193.26,195.72,193.22
193.37,196.64,196.92,192.36
196.33,192.74,196.60,192.58
192.69,190.54,193.65,190.49
190.46,187.41,191.15,187.30
188.42,187.70,189.82,187.04
185.16,186.43,187.69,181.92
183.06,186.27,187.58,182.89
188.42,188.47,189.75,187.62
188.13,190.30,190.45,188.07
191.68,194.07,194.20,191.48
194.41,192.69,194.91,192.61
194.62,194.93,196.20,194.26
195.25,196.43,196.49,194.49
195.73,196.16,196.45,195.03
196.82,198.41,198.42,196.73
198.55,198.11,199.12,196.80
197.58,199.38,199.95,197.40
201.78,201.66,201.82,200.77
201.92,201.77,202.45,201.31
201.23,201.07,201.60,200.06
202.54,202.34,202.59,201.45
202.39,203.15,203.26,201.64
203.17,203.34,203.60,202.61
203.38,203.98,204.04,203.13
204.06,204.18,204.31,203.65
203.35,203.96,204.24,203.31
204.16,204.19,204.83,203.21
204.10,204.24,204.49,203.72
203.85,204.37,204.58,203.65
204.44,205.55,205.92,204.44
205.31,205.22,205.55,204.30
204.26,205.58,205.71,204.18
207.64,206.68,207.84,205.98
207.17,207.26,207.39,206.91
207.54,207.11,207.79,206.80
207.29,207.64,207.76,207.03
207.49,207.20,207.87,206.91
206.40,205.76,206.54,205.38
205.81,207.09,207.34,205.78
207.30,207.89,208.15,207.10
207.54,207.66,208.27,206.70
207.87,208.00,208.47,207.55
207.52,206.61,208.12,205.93
204.37,206.47,206.60,203.91
205.91,203.16,205.98,202.93
203.88,204.19,206.19,203.71
202.64,200.89,203.82,200.85
201.98,199.51,202.53,198.78
198.58,197.91,202.40,197.86
198.44,201.79,202.34,198.29
204.74,206.78,212.97,203.92
206.43,206.52,207.33,205.61
206.75,207.47,207.47,206.46
208.17,207.75,208.23,207.40
208.02,207.77,208.34,207.72
208.31,208.44,208.85,208.25
208.22,208.72,208.97,208.14
208.21,207.60,208.37,207.51
207.99,205.54,208.19,205.39
206.38,205.43,206.88,204.18
204.17,201.72,204.37,201.35
202.09,199.82,202.72,198.86
201.42,202.31,202.72,200.88
204.01,205.90,206.16,203.99
206.40,204.25,206.42,203.51
204.41,202.65,204.60,201.92
204.12,202.08,205.48,200.51
199.65,200.86,201.10,198.57
201.63,199.02,202.01,198.88
198.77,201.63,201.82,198.55
202.40,202.06,202.72,200.17
201.50,203.08,203.66,200.94
203.99,206.10,206.26,202.33
205.79,204.97,206.10,204.81
204.71,205.45,205.56,203.85
202.97,202.74,204.12,201.74
204.17,200.14,204.29,199.91
200.38,201.99,202.30,198.68
200.57,199.45,202.17,199.13
200.05,201.92,202.03,197.86
203.00,204.84,204.85,202.55
203.92,204.06,205.38,203.51
204.86,206.12,206.30,204.77
206.56,205.55,207.24,204.92
204.77,204.63,205.64,204.14
205.88,206.81,207.12,204.68
206.61,206.93,207.45,205.83
207.89,208.92,208.99,206.97
209.07,209.78,209.84,208.76
209.40,210.11,210.32,209.10
209.66,210.13,210.22,209.34
209.41,209.98,210.42,209.24
209.48,211.24,211.33,208.73
210.94,211.21,211.21,210.48
211.12,211.81,212.05,210.76
211.66,211.63,212.24,211.22
211.52,211.38,211.71,210.65
211.26,210.66,211.58,210.60
210.78,211.99,212.06,210.72
211.47,211.12,212.05,210.08
210.40,210.23,210.49,209.06
210.62,210.46,210.80,209.85
209.42,207.50,209.94,207.10
207.74,208.36,208.79,207.55
206.71,204.98,206.81,204.93
205.29,204.50,205.50,204.40
205.26,207.10,207.18,205.20
206.77,205.83,207.93,204.58
206.71,208.58,208.69,205.86
207.69,207.96,208.42,206.98
207.39,210.46,211.27,206.62
209.96,209.50,210.47,209.03
209.71,210.41,211.02,209.49
210.42,210.00,211.11,210.00
209.85,208.82,210.40,208.74
209.07,205.76,209.35,205.71
204.96,205.27,206.37,204.12
205.13,205.74,205.95,204.90
206.98,208.25,208.61,206.96
207.26,206.43,208.10,206.36
206.39,205.70,206.42,204.51
205.62,206.44,206.98,205.40
205.37,207.83,208.45,205.21
207.86,207.28,208.76,207.24
207.55,207.98,208.51,207.08
207.78,208.90,209.18,207.19
209.20,210.04,210.09,208.96
209.87,209.09,210.63,209.03
208.85,209.49,209.71,208.10
210.05,210.43,211.04,209.95
210.03,210.37,210.98,209.79
208.94,207.95,209.23,207.01
209.06,209.85,210.25,208.96
210.67,209.60,210.86,209.24
210.01,210.63,210.85,208.90
210.15,211.16,211.94,210.01
211.66,211.65,211.97,211.11
212.33,210.77,212.48,210.54
210.74,211.44,211.50,209.33
210.37,210.57,211.29,209.60
209.88,208.46,210.35,207.62
209.40,210.72,210.77,209.28
211.23,211.32,212.02,211.10
211.03,208.90,211.46,208.73
209.56,208.04,209.93,206.76
207.92,208.87,209.38,207.52
210.88,211.62,211.86,210.78
211.57,210.61,211.89,210.52
209.61,209.98,210.63,208.62
210.47,210.02,211.22,209.74
211.24,212.21,212.32,210.91
212.44,212.44,212.61,211.86
212.24,213.10,213.40,212.16
213.24,213.03,213.57,212.69
213.15,212.88,213.78,212.50
212.71,213.50,213.75,212.51
213.04,212.99,213.54,212.91
212.40,210.70,212.91,210.20
211.25,212.70,212.98,210.76
212.33,212.46,212.59,211.63
212.38,211.14,212.43,210.82
211.94,211.57,212.34,210.62
211.02,211.36,212.19,210.27
212.00,211.92,212.67,211.33
211.07,210.13,211.86,209.75
209.95,209.77,210.58,208.98
209.64,208.48,209.82,208.39
208.45,208.45,209.10,207.69
209.37,210.95,211.41,209.30
211.48,211.63,212.09,211.20
210.64,210.01,211.48,209.68
208.64,209.11,209.45,207.79
208.93,210.25,210.35,208.72
210.59,210.59,211.32,209.36
211.31,212.78,213.34,210.63
211.46,210.81,211.55,210.36
211.91,211.89,212.59,211.64
212.14,212.04,212.44,211.57
211.72,210.50,212.17,210.47
211.10,209.86,211.25,209.77
210.29,209.82,210.58,209.16
208.05,205.42,209.83,205.33
207.26,205.85,207.32,205.28
207.73,207.50,208.03,206.56
208.07,207.31,208.27,206.81
205.77,206.72,207.65,205.53
206.96,208.02,208.17,204.11
206.42,204.53,206.76,204.25
207.04,204.90,207.35,204.77
207.29,207.48,207.98,204.95
208.99,209.77,209.90,208.94
209.72,210.68,211.05,209.65
210.73,210.61,211.28,210.04
211.87,212.30,212.30,211.58
212.29,212.48,212.55,211.80
212.75,212.59,213.18,212.21
212.43,211.75,212.74,211.39
210.93,211.37,211.77,210.89
211.53,210.18,211.65,209.75
210.30,208.00,210.37,207.60
206.94,206.79,207.55,206.26
207.79,209.33,209.50,206.80
209.48,210.77,211.04,209.31
210.16,210.82,211.02,209.42
211.42,210.50,211.45,210.16
210.46,209.79,210.53,208.65
209.70,209.38,210.25,208.80
210.45,210.07,211.31,209.73
210.29,208.35,210.42,207.65
208.16,207.95,208.34,206.87
209.28,210.57,210.67,209.28
208.97,208.67,209.47,207.76
207.11,208.92,209.14,205.36
208.73,208.66,209.55,208.01
208.43,209.42,209.51,208.26
208.71,210.59,210.59,208.16
210.26,209.98,210.68,209.70
209.09,208.32,210.01,207.35
206.51,203.97,208.29,203.90
201.73,197.83,203.94,197.52
187.49,189.50,197.48,182.40
195.43,187.27,195.45,186.92
192.08,194.46,194.79,188.37
197.02,199.27,199.42,195.21
198.50,199.28,199.84,197.92
198.11,197.67,199.13,197.01
193.12,191.77,194.77,190.73
194.62,195.41,195.46,192.42
196.26,195.55,198.05,194.96
192.85,192.59,193.86,191.61
195.94,197.43,197.61,195.17
199.32,194.79,199.47,194.35
194.56,195.85,197.22,194.25
195.38,196.74,196.82,194.53
196.95,196.01,197.01,195.43
196.61,198.46,198.99,195.96
198.82,200.18,200.41,198.41
200.02,199.73,202.89,199.28
195.71,195.45,198.68,194.96
196.44,196.46,197.68,195.21
193.88,193.91,194.46,192.56
194.11,193.60,194.67,192.91
192.15,192.90,193.45,190.56
194.64,192.85,195.00,191.81
191.78,188.01,191.91,187.64
188.27,188.12,189.74,186.93
190.37,191.63,191.83,189.44
192.08,192.13,192.49,189.82
189.77,195.00,195.03,189.12
196.46,198.47,198.74,196.33
198.31,197.79,198.98,197.00
198.90,199.41,199.83,197.48
198.95,201.21,201.55,198.59
201.38,201.33,201.90,200.58
201.42,201.52,201.76,200.91
200.65,200.25,202.16,200.05
200.18,199.29,200.87,198.94
200.08,202.35,202.36,199.64
202.83,203.27,203.29,201.92
202.50,203.37,203.37,202.13
202.85,203.11,203.84,202.55
203.61,201.85,203.79,201.65
202.98,205.26,205.51,201.85
207.25,207.51,207.95,206.30
207.30,207.00,207.37,206.56
206.20,206.60,207.00,205.79
207.00,208.95,208.98,206.21
208.35,208.83,209.27,208.21
209.06,207.93,209.44,207.74
208.32,210.39,210.62,208.17
209.97,211.00,211.66,209.70
211.35,210.36,211.50,209.72
210.43,210.15,210.98,209.09
209.74,210.04,210.32,208.46
209.31,208.08,209.49,206.95
207.51,208.56,208.60,207.19
208.88,207.74,208.94,207.66
206.50,204.84,207.06,204.82
204.35,202.54,204.67,202.44
202.32,205.62,205.69,202.18
205.99,205.47,207.04,204.88
206.04,208.73,208.90,205.99
208.59,208.55,209.05,208.20
209.45,209.31,210.12,208.86
209.38,209.07,209.98,208.52
207.87,209.35,209.83,207.41
209.50,209.32,209.74,209.01
209.43,209.56,209.80,208.86
209.75,208.69,209.89,208.56
209.44,210.68,210.82,209.11
210.62,208.53,211.00,208.23
208.83,205.61,209.15,204.75
205.61,209.62,209.97,205.61
209.23,208.35,209.73,207.20
206.49,206.95,208.29,205.78
206.19,205.34,208.68,204.18
205.42,205.87,207.43,205.14
203.35,201.88,204.14,201.51
202.07,202.90,203.05,199.95
204.70,205.03,206.11,202.87
206.37,208.03,208.39,204.80
208.40,204.86,208.48,204.84
202.77,200.02,202.93,199.83
201.41,201.67,201.88,200.09
202.72,203.50,203.85,201.55
204.69,206.02,206.07,204.58
205.72,205.68,206.33,205.42
204.86,205.21,205.26,203.94
206.51,207.40,207.79,206.47
207.11,205.93,207.21,205.76
205.13,203.87,205.89,203.87
200.49,201.02,201.03,198.59
201.40,201.36,201.90,200.05
198.34,198.82,200.06,197.60
195.33,194.05,197.44,193.59
195.19,191.92,195.85,191.58
193.01,192.11,193.41,189.82
193.82,193.66,194.55,191.14
194.45,188.83,194.86,188.38
189.55,191.93,193.26,187.66
186.77,187.81,188.76,185.52
189.96,188.06,190.11,186.20
185.03,185.65,187.50,181.02
186.21,186.69,188.87,184.64
189.78,190.52,190.76,188.88
189.92,187.64,190.15,187.41
188.42,190.20,190.53,188.02
189.58,188.13,191.56,187.06
189.96,189.11,190.20,187.16
190.02,193.72,193.88,189.88
192.53,193.65,194.58,191.84
191.96,190.16,191.97,189.54
191.41,191.30,191.78,187.10
190.71,191.60,192.75,189.96
190.99,187.95,191.67,187.20
185.77,185.42,186.12,182.80
183.36,185.43,186.94,183.20
186.41,185.27,188.34,185.12
182.34,182.86,184.10,181.09
184.96,186.63,186.65,183.96
188.77,189.78,189.81,187.63
191.16,192.88,193.32,191.01
193.20,192.09,193.27,191.72
191.17,192.00,192.18,190.45
193.87,194.78,194.95,193.79
194.00,192.32,194.32,192.18
190.63,193.20,193.53,189.32
193.73,195.54,195.55,192.83
196.57,195.09,196.68,194.90
195.11,193.56,196.23,193.33
195.01,198.11,198.21,194.45
197.74,199.00,199.06,197.25
198.79,199.78,199.80,198.11
200.01,200.43,201.35,199.03
199.34,200.59,201.07,199.25
199.32,198.40,199.92,198.21
199.36,199.38,199.79,198.43
199.96,199.54,201.07,197.38
201.26,202.76,202.81,199.52
202.16,202.50,203.04,201.77
201.36,202.17,202.53,201.05
201.60,203.34,203.82,201.55
203.24,204.63,205.23,202.77
204.17,204.38,204.78,203.80
204.07,204.67,204.94,203.80
203.76,204.56,205.23,203.57
204.11,203.21,204.33,203.01
202.00,203.12,203.16,201.74
203.61,203.24,203.86,202.71
202.76,205.12,205.25,202.40
206.30,206.02,206.87,205.59
205.91,205.52,206.41,205.33
204.35,206.92,207.14,203.98
206.83,206.25,207.07,205.89
204.67,204.19,206.26,203.89
204.19,206.42,206.49,203.98
205.14,203.95,205.56,203.09
205.34,204.50,205.85,203.87
205.25,204.02,206.07,203.91
204.22,205.92,206.25,203.70
207.00,208.00,208.10,206.84
208.07,208.01,208.60,207.60
208.01,207.78,208.17,207.40
207.78,209.24,209.28,207.00
209.74,209.90,210.20,208.94
209.95,210.10,210.92,209.39
210.12,208.97,210.25,208.65
208.55,208.97,209.29,207.91
208.26,208.61,208.66,207.54
209.04,208.92,209.52,208.36
208.47,209.35,209.81,208.05
208.46,207.45,209.76,206.96
206.72,206.33,207.13,205.03
206.92,207.97,208.18,206.41
206.52,206.16,206.80,205.28
204.99,205.01,205.85,204.42
205.56,204.97,205.98,204.47
204.06,205.72,205.77,203.88
205.57,205.89,206.40,205.36
206.72,208.45,208.47,206.64
207.91,206.50,208.54,206.50
207.29,206.56,207.49,205.37
206.21,204.76,206.86,204.38
204.96,206.78,207.34,204.89
206.46,204.85,206.80,204.23
204.44,204.91,206.30,203.63
204.06,204.20,204.54,202.78
204.92,205.49,206.10,204.86
205.51,205.21,205.84,204.99
206.17,207.87,208.24,206.14
208.67,209.28,209.77,207.87
209.44,209.34,209.71,208.97
209.53,210.24,210.25,209.47
210.56,209.84,210.69,209.18
209.12,210.27,210.48,208.89
209.80,210.91,210.93,209.24
210.25,210.28,210.69,208.86
210.70,211.35,211.77,210.51
211.53,211.68,212.34,211.50
211.84,212.37,212.52,211.69
211.51,212.08,212.22,211.19
210.46,210.07,210.86,209.43
209.36,208.45,210.37,208.35
208.00,208.04,208.74,206.92
208.04,207.75,209.36,207.53
207.75,208.37,208.57,205.59
207.17,206.52,207.20,205.75
208.82,207.85,209.61,207.75
208.30,208.44,208.92,207.78
208.65,208.10,209.50,207.93
209.81,210.81,210.87,209.27
203.63,203.24,210.85,202.72
201.59,199.60,201.60,198.65
201.48,203.20,203.23,201.12
204.84,206.66,206.93,204.72
207.21,209.48,209.54,206.56
209.48,209.92,210.49,209.29
208.95,208.41,209.08,207.71
207.83,209.66,209.80,207.06
209.87,209.53,210.65,208.63
211.05,212.65,212.94,210.78
213.19,213.40,214.07,212.95
214.53,214.95,215.30,213.43
215.44,214.92,215.45,214.35
216.40,216.12,216.67,215.66
216.78,215.83,217.01,215.31
215.97,216.41,216.60,215.67
215.92,216.19,216.23,215.63
216.19,217.09,217.37,216.19
216.96,216.27,217.22,215.75
216.41,217.24,217.30,216.10
217.00,216.65,217.06,215.97
216.53,216.75,217.17,215.76
217.19,216.52,217.27,215.62
216.29,216.77,217.11,215.75
216.46,217.12,217.54,216.13
217.19,216.94,217.65,216.41
216.65,215.55,216.83,214.57
215.48,216.18,216.25,215.13
216.31,216.41,216.78,214.25
216.41,218.18,218.23,216.41
218.40,218.05,218.52,217.74
218.13,218.18,218.76,217.80
218.31,217.64,218.40,217.23
218.26,218.65,218.94,217.95
218.29,218.46,218.71,217.99
218.89,219.09,219.50,218.88
218.60,217.96,218.68,217.96
218.00,218.37,218.53,217.02
218.34,218.86,218.90,218.21
218.31,218.54,218.75,217.74
218.26,218.53,218.80,217.83
219.25,218.97,219.60,218.90
218.80,217.85,218.91,217.36
217.40,217.70,218.19,217.22
217.92,217.29,219.12,216.25
217.44,218.36,218.67,217.40
218.26,218.00,218.59,217.35
217.61,217.38,217.75,216.47
217.37,217.39,217.73,216.03
218.39,218.37,218.87,217.70
218.70,219.03,219.12,217.86
218.84,219.01,219.22,218.30
218.62,218.51,218.94,218.15
216.97,213.28,217.03,213.25
212.39,216.34,216.81,212.31
214.84,213.23,215.15,212.50
213.29,213.15,214.70,212.50
212.96,215.28,215.73,212.75
213.48,213.37,213.69,212.57
214.13,213.41,214.88,213.03
214.41,213.42,214.59,213.38
214.24,215.82,216.03,213.44
217.00,217.18,217.53,216.71
216.72,215.99,216.88,215.88
215.02,214.24,215.23,214.01
214.05,215.57,215.68,213.62
215.83,216.64,216.82,214.71
216.40,214.68,216.87,214.04
215.65,216.30,217.12,215.36
215.82,215.78,216.04,215.04
215.91,214.68,216.17,213.99
215.41,215.63,216.13,215.33
215.37,215.78,216.04,214.74
216.10,215.04,216.30,214.19
216.16,216.16,216.70,215.99
215.66,213.43,215.74,212.58
213.59,213.71,214.32,213.01
212.16,213.01,213.59,211.21
214.15,213.12,214.69,213.03
213.09,212.38,213.39,212.17
214.24,213.71,214.31,213.27
214.02,214.28,214.64,213.60
213.87,213.88,214.53,213.11
213.88,213.98,214.08,212.76
215.00,214.89,215.32,214.48
214.68,214.17,214.98,213.98
213.21,213.74,214.42,212.93
214.58,213.17,214.62,213.08
213.14,212.54,213.93,211.71
212.93,212.55,213.19,212.36
212.93,211.01,212.99,209.60
210.65,209.74,211.10,209.23
209.99,208.78,210.24,208.46
208.91,208.55,209.89,208.38
208.55,213.15,213.19,208.55
212.69,214.11,214.77,212.38
212.37,216.38,217.10,212.34
217.30,216.92,218.31,215.22
216.08,216.42,216.70,215.32
217.03,216.59,217.27,215.72
217.04,218.28,218.28,216.80
217.56,217.87,218.14,217.42
218.05,218.99,219.06,217.92
219.07,218.50,219.27,218.29
219.17,220.15,220.18,219.00
220.51,220.58,220.79,219.73
219.98,220.70,220.76,219.75
221.10,221.52,221.56,221.01
221.16,220.48,221.48,220.36
220.52,220.91,221.44,220.17
