NYNY,Empire Resorts,NASDAQ
2.57,2.54,2.58,2.44
2.49,2.58,2.69,2.46
2.55,2.62,2.68,2.55
2.64,2.78,2.78,2.64
2.75,3.05,3.36,2.74
2.97,2.92,3.15,2.91
2.94,3.06,3.15,2.94
3.10,3.39,3.43,3.06
3.40,3.30,3.40,3.30
3.27,3.19,3.27,2.91
3.31,3.44,3.44,3.01
3.39,3.34,3.55,3.28
3.30,3.45,3.45,3.26
3.45,3.39,3.47,3.31
3.40,3.27,3.45,3.23
3.27,3.34,3.38,3.17
3.29,3.43,3.45,3.22
3.42,3.35,3.42,3.27
3.32,3.22,3.39,3.22
3.26,3.16,3.29,3.10
3.12,3.22,3.27,3.12
3.20,3.19,3.20,3.15
3.15,3.14,3.18,3.10
3.10,3.09,3.12,3.05
3.04,3.14,3.14,3.04
3.16,3.30,3.30,3.16
3.34,3.19,3.34,3.15
3.24,3.25,3.28,3.20
3.23,3.25,3.29,3.16
3.25,3.24,3.25,3.13
3.19,3.19,3.25,3.14
3.15,3.15,3.18,3.09
3.15,3.15,3.19,3.12
3.14,3.16,3.19,3.10
3.13,2.85,3.13,2.80
2.70,2.45,2.75,2.41
2.45,2.44,2.45,2.41
2.48,2.75,2.86,2.45
2.74,2.69,2.88,2.64
2.67,2.65,2.77,2.64
2.70,2.80,2.80,2.64
2.74,2.70,2.75,2.64
2.70,2.70,2.74,2.65
2.70,2.91,2.97,2.65
2.92,2.98,2.99,2.88
2.99,2.91,3.10,2.86
2.91,3.01,3.01,2.80
3.03,3.01,3.10,2.94
3.06,2.94,3.06,2.86
2.76,3.08,3.30,2.76
3.19,2.99,3.28,2.94
3.00,3.09,3.20,2.90
3.04,2.97,3.19,2.96
3.03,3.06,3.18,3.00
3.10,2.96,3.10,2.96
2.95,3.01,3.06,2.95
2.97,3.02,3.05,2.95
3.05,3.10,3.20,3.02
3.11,3.16,3.20,3.11
3.19,3.17,3.27,3.10
3.13,3.29,3.29,3.13
3.19,3.26,3.30,3.11
3.30,3.29,3.30,3.19
3.31,3.35,3.35,3.17
3.33,3.33,3.34,3.25
3.35,3.46,3.46,3.18
3.45,3.30,3.50,3.28
3.40,3.47,3.49,3.32
3.50,3.80,3.80,3.48
3.72,3.72,3.82,3.38
3.65,3.84,3.87,3.65
3.89,3.88,3.90,3.76
3.90,3.90,3.90,3.77
3.90,3.84,3.90,3.81
3.86,4.16,4.30,3.84
4.20,3.85,4.20,3.76
3.86,3.76,4.27,3.67
3.76,3.80,4.03,3.76
3.89,3.94,3.99,3.80
3.85,3.75,3.85,3.72
3.82,3.75,4.04,3.75
3.83,3.80,3.83,3.70
3.71,3.87,3.95,3.66
3.95,4.16,4.18,3.95
4.20,4.14,4.20,3.98
4.17,4.06,4.17,3.98
4.09,4.15,4.20,4.06
4.13,3.98,4.14,3.75
3.96,4.00,4.09,3.77
4.12,4.10,4.16,3.87
4.15,5.30,5.30,4.15
5.66,6.64,7.21,5.50
6.69,6.14,7.00,5.87
6.44,5.68,6.44,5.39
5.90,6.37,6.50,5.76
6.50,5.75,6.50,5.54
7.49,5.89,8.60,5.60
6.00,5.45,6.07,4.74
5.36,5.45,5.81,5.19
5.35,5.05,5.62,4.96
5.12,4.95,5.20,4.85
5.01,5.20,5.47,4.80
5.11,5.10,5.24,4.90
5.02,4.93,5.20,4.90
5.05,4.99,5.19,4.85
4.93,4.87,4.96,4.80
4.97,4.76,4.99,4.74
4.88,4.57,4.88,4.51
4.52,4.52,4.74,4.35
4.79,4.46,4.95,4.42
4.44,4.53,4.78,4.40
4.63,4.65,4.79,4.47
4.65,4.98,4.99,4.65
4.99,4.66,4.99,4.50
4.70,4.56,4.73,4.42
4.58,4.52,4.65,4.43
4.58,4.62,4.66,4.50
4.76,4.71,4.89,4.55
4.85,4.80,4.95,4.71
4.90,4.67,4.95,4.63
4.77,4.60,4.77,4.45
4.53,4.46,4.61,4.41
4.48,4.61,4.61,4.43
4.70,4.54,4.72,4.47
4.46,4.62,4.62,4.46
4.65,4.54,4.66,4.47
4.64,4.61,4.66,4.50
4.65,4.59,4.65,4.45
4.56,4.55,4.63,4.39
4.63,4.41,4.63,4.37
4.43,4.71,4.73,4.40
4.70,4.83,4.92,4.59
4.78,5.10,5.50,4.60
5.11,4.84,5.16,4.76
4.88,4.75,4.88,4.70
4.84,5.09,5.10,4.74
5.08,5.03,5.08,4.94
5.00,5.12,5.12,4.95
5.01,5.44,5.73,5.00
5.40,5.23,5.44,5.11
5.25,5.12,5.33,5.05
5.11,5.13,5.18,5.01
5.13,5.36,5.50,5.03
5.47,5.52,5.59,5.36
5.57,5.50,5.57,5.40
5.50,5.54,5.58,5.37
5.55,5.50,5.55,5.35
5.47,5.56,5.60,5.37
5.52,5.53,5.59,5.40
5.53,5.49,5.55,5.25
5.60,6.10,6.20,5.47
6.20,6.00,6.20,5.71
5.91,5.91,6.10,5.87
6.02,6.00,6.03,5.78
5.95,6.06,6.06,5.88
6.12,6.09,6.13,5.98
6.17,6.01,6.38,5.98
5.95,5.79,5.97,5.51
5.79,5.96,5.96,5.73
6.06,6.00,6.06,5.92
5.95,6.27,6.38,5.93
6.25,6.35,6.43,6.22
6.35,6.54,6.59,6.30
6.51,7.20,7.20,6.51
7.20,6.95,7.28,6.90
7.00,7.20,7.26,6.99
7.24,7.06,7.24,6.96
7.07,7.21,7.27,7.00
7.25,7.36,7.36,7.18
7.36,7.23,7.56,7.23
7.21,7.38,7.38,7.08
7.35,7.46,7.54,7.35
7.43,7.61,7.62,7.27
7.59,7.72,7.77,7.46
7.75,7.81,7.82,7.55
7.80,7.85,7.88,7.72
7.82,7.49,7.86,7.33
7.37,7.39,7.60,7.34
7.45,7.46,7.55,7.39
7.50,7.49,7.50,7.34
7.50,7.17,7.50,6.98
7.02,6.62,7.06,6.55
6.50,6.55,6.62,5.60
6.59,6.77,6.83,6.41
6.91,7.23,7.50,6.80
7.17,7.47,7.50,7.15
7.33,7.93,8.14,7.24
7.88,7.62,7.94,7.40
7.58,7.70,7.74,7.50
7.70,7.24,7.70,6.90
7.31,7.14,7.31,7.03
7.21,7.05,7.32,6.86
7.08,7.03,7.10,6.64
6.99,6.97,7.15,6.90
7.10,7.06,7.22,6.97
7.03,7.15,7.21,6.94
7.14,7.10,7.39,7.01
7.05,7.19,7.29,7.00
7.20,7.31,7.33,7.00
7.20,7.12,7.35,7.00
7.16,7.30,7.35,7.03
7.35,7.63,7.84,7.35
7.65,7.57,7.99,7.40
7.48,7.46,7.59,7.37
7.54,7.57,7.77,7.30
7.59,7.42,7.70,7.31
7.42,7.66,7.68,7.41
7.65,7.96,8.03,7.63
8.01,9.08,9.14,8.00
9.08,8.84,9.39,8.75
8.79,8.84,9.00,8.25
8.92,7.90,8.92,7.81
7.65,6.45,7.66,6.35
6.27,6.48,7.35,6.26
6.45,6.33,6.55,5.85
6.27,6.77,6.79,6.20
6.81,6.91,6.94,6.50
6.86,6.59,6.95,6.54
6.50,6.45,6.59,6.36
6.41,6.06,6.41,6.00
6.05,6.19,6.29,5.94
6.20,5.89,6.20,5.80
5.96,6.13,6.19,5.91
6.13,6.07,6.27,6.01
6.06,5.95,6.20,5.90
5.94,6.07,6.17,5.83
6.05,5.80,6.07,5.72
5.89,5.88,6.03,5.72
5.95,6.44,6.50,5.91
6.98,6.31,6.98,6.19
6.24,6.40,6.43,6.11
6.42,6.52,6.68,6.26
6.51,6.56,6.62,6.41
6.51,6.62,6.67,6.28
6.68,6.41,6.68,6.34
6.40,6.27,6.42,6.22
6.27,6.30,6.40,6.05
6.35,6.48,6.50,6.13
6.44,6.35,6.47,6.24
6.35,6.82,6.85,6.35
6.65,6.70,6.88,6.54
6.69,6.75,6.84,6.50
6.72,6.63,6.78,6.58
6.62,6.72,6.73,6.51
6.66,6.80,6.84,6.20
6.80,6.54,6.80,6.41
6.61,6.59,6.64,6.43
6.63,6.59,6.73,6.51
6.59,6.62,6.65,6.51
6.61,6.57,6.64,6.53
6.56,6.65,6.70,6.56
6.64,7.46,7.50,6.64
7.46,7.13,7.56,7.06
7.10,7.34,7.37,7.06
7.27,7.35,7.55,7.12
7.38,7.72,7.80,7.31
7.66,7.06,7.92,7.04
7.56,7.16,7.79,6.55
8.00,7.17,8.00,7.07
7.14,7.23,7.43,7.10
7.26,7.19,7.28,7.10
7.13,7.09,7.24,7.03
7.12,6.89,7.18,6.80
6.90,7.00,7.03,6.85
6.82,6.64,7.02,6.60
6.64,6.28,6.72,6.27
6.34,6.27,6.38,6.14
6.24,6.17,6.29,6.15
6.18,6.18,6.32,6.17
6.14,6.08,6.18,6.00
6.05,5.67,6.09,5.65
5.73,5.36,5.75,5.06
5.50,5.63,5.76,5.49
5.61,5.38,5.71,5.37
5.40,5.31,5.46,5.21
5.25,5.04,5.28,4.90
5.12,5.06,5.20,5.06
5.06,5.11,5.24,5.06
5.13,4.98,5.23,4.74
4.91,4.83,4.99,4.79
4.84,4.56,4.84,4.54
4.56,4.19,4.78,4.10
4.28,4.37,4.58,4.15
4.33,4.16,4.35,4.14
4.20,4.22,4.61,4.20
4.26,4.39,4.45,4.23
4.38,4.44,4.53,4.26
4.51,4.37,4.55,4.29
4.41,4.90,4.99,4.41
4.93,4.63,4.98,4.53
4.73,4.37,4.73,4.32
4.48,4.71,4.72,4.32
4.71,4.46,4.71,4.40
4.46,4.39,4.55,4.35
4.39,4.54,4.57,4.30
4.51,4.42,4.51,4.37
4.46,4.38,4.55,4.36
4.39,4.37,4.39,4.16
4.36,4.48,4.50,4.31
4.50,4.53,4.58,4.39
4.54,4.46,4.69,4.38
4.50,4.22,4.62,4.20
4.23,4.24,4.30,4.23
4.23,4.22,4.39,4.14
4.19,4.29,4.34,4.15
4.26,4.50,4.52,4.26
4.47,4.18,4.47,4.15
4.20,4.24,4.40,4.19
4.19,4.25,4.32,4.19
4.23,4.05,4.23,4.02
4.08,4.16,4.28,4.00
4.13,5.05,5.19,4.13
5.23,6.86,8.00,5.16
6.45,6.23,6.56,6.06
6.21,6.44,6.50,6.08
6.37,6.01,6.38,6.00
6.02,6.10,6.31,5.82
6.10,6.19,6.31,6.03
6.06,6.00,6.25,5.97
6.01,6.22,6.23,6.00
6.13,6.22,6.28,6.00
6.24,6.71,6.71,6.14
6.71,6.28,6.74,6.24
6.26,6.33,6.39,6.01
6.50,6.44,6.58,6.20
6.42,6.15,6.44,6.13
6.11,5.97,6.20,5.94
5.98,5.84,6.03,5.50
5.86,5.76,6.00,5.67
5.70,5.71,5.95,5.53
5.60,5.71,5.97,5.60
5.74,6.08,6.31,5.74
6.00,6.34,6.39,5.80
6.21,6.72,6.74,6.18
6.83,6.49,6.83,6.45
6.50,6.65,6.69,6.41
6.70,6.64,6.75,6.49
6.63,6.34,6.73,6.31
6.43,6.51,6.76,6.31
6.50,6.58,6.65,6.35
6.57,6.55,6.65,6.36
6.55,6.89,6.90,6.51
6.90,6.98,7.00,6.68
7.00,7.20,7.25,6.90
7.30,7.49,7.50,7.12
7.50,7.80,7.80,7.20
7.69,8.22,8.24,7.69
8.09,6.87,8.18,6.54
6.82,7.96,8.22,6.82
8.20,7.74,8.20,7.50
7.73,7.78,7.79,7.56
7.81,7.45,7.81,7.38
7.43,7.52,7.53,7.25
7.56,7.20,7.60,7.17
7.18,7.62,7.78,6.95
7.60,7.28,7.60,7.28
7.33,7.49,7.54,7.21
7.51,7.20,7.51,7.02
7.17,7.22,7.35,6.76
7.39,7.25,7.43,7.12
7.30,6.82,7.31,6.38
6.87,7.11,7.18,6.81
6.98,7.14,7.18,6.91
7.01,6.81,7.10,6.68
6.83,6.37,7.22,6.24
6.37,6.54,6.68,6.37
6.50,6.26,6.60,6.20
6.29,6.45,6.53,6.16
6.49,6.58,6.60,6.44
6.58,6.55,6.88,6.53
6.50,6.83,6.90,6.46
6.78,6.63,7.05,6.63
6.74,6.71,6.96,6.61
6.54,6.54,6.77,6.35
6.80,7.44,7.50,6.56
7.70,7.97,8.11,7.60
8.04,7.13,9.00,6.25
7.50,8.04,8.37,7.38
8.09,7.72,8.25,7.61
7.57,7.85,7.87,7.31
7.83,7.57,8.03,7.36
7.92,7.89,8.00,7.60
7.98,7.94,7.98,7.80
7.94,7.94,7.99,7.79
7.87,7.87,7.94,7.60
7.85,7.76,7.94,7.69
7.79,7.59,7.80,7.35
7.50,7.06,7.57,7.05
7.06,6.59,7.10,6.51
6.56,6.49,6.78,6.34
6.59,6.57,6.75,6.38
6.59,6.66,6.90,6.42
6.62,6.67,6.85,6.41
6.73,6.40,6.85,6.28
6.30,6.17,6.41,5.88
6.15,5.77,6.19,5.72
5.79,6.67,6.75,5.79
6.70,6.31,6.85,6.27
6.31,6.21,6.46,6.20
6.26,6.44,6.54,6.20
6.44,6.32,6.52,6.30
6.26,6.46,6.48,6.26
6.34,6.28,6.45,6.27
6.33,6.06,6.35,6.05
6.06,6.34,6.35,5.90
6.27,5.90,6.48,5.87
5.97,5.91,6.00,5.70
5.93,6.01,6.25,5.79
6.01,6.10,6.12,5.91
6.09,6.30,6.38,5.96
6.33,6.16,6.43,6.04
6.17,6.23,6.39,6.14
6.31,6.30,6.36,6.16
6.23,6.19,6.30,6.10
6.02,6.27,6.38,6.02
6.29,6.33,6.52,6.10
6.37,6.19,6.37,6.14
6.16,6.31,6.33,6.05
6.32,6.30,6.37,6.11
6.32,6.20,6.32,5.95
6.17,6.20,6.35,6.00
6.17,6.11,6.28,5.90
6.07,5.81,6.07,5.73
5.83,5.67,5.87,5.60
5.64,5.37,5.65,5.34
5.41,5.41,5.62,5.41
5.40,5.08,5.40,5.03
5.04,5.15,5.33,4.84
5.19,5.19,5.32,5.06
5.13,4.97,5.19,4.94
4.97,4.69,5.14,4.66
4.56,4.66,4.79,4.50
4.66,4.43,4.66,4.41
4.49,4.86,4.86,4.45
4.77,4.59,4.78,4.51
4.51,4.39,4.56,4.37
4.47,4.43,4.56,4.32
4.49,4.66,4.69,4.32
4.67,4.59,4.90,4.46
4.62,4.73,4.80,4.46
4.73,4.47,4.73,4.46
4.45,4.54,4.62,4.45
4.54,4.39,4.54,4.35
4.37,4.38,4.51,4.31
4.39,4.49,4.51,4.35
4.50,4.57,4.62,4.41
4.51,4.60,4.64,4.50
4.60,4.56,4.61,4.50
4.56,4.73,4.87,4.55
4.73,4.70,4.84,4.70
4.66,4.74,4.85,4.59
4.74,5.22,5.35,4.71
5.18,5.33,5.51,5.18
5.39,5.56,5.69,5.20
5.55,5.98,6.00,5.55
6.00,5.97,6.25,5.92
6.02,5.87,6.07,5.80
5.83,5.96,6.01,5.80
5.80,5.81,6.01,5.70
5.84,5.99,6.05,5.84
6.00,5.85,6.00,5.82
5.84,5.76,5.87,5.63
5.71,5.80,5.81,5.61
5.77,5.76,5.92,5.66
5.78,5.77,5.93,5.68
5.80,5.79,5.81,5.69
5.78,5.71,5.84,5.70
5.69,5.42,5.81,5.40
5.45,5.37,5.49,5.17
5.34,5.32,5.62,5.30
5.30,5.21,5.38,5.04
5.19,5.10,5.19,5.02
5.08,4.68,5.13,4.68
4.61,4.55,4.86,4.52
4.57,4.76,4.82,4.56
4.73,4.77,4.85,4.62
4.80,4.81,4.93,4.73
4.82,4.72,4.96,4.67
4.72,4.63,4.74,4.53
4.65,4.76,4.80,4.64
4.79,4.55,4.79,4.55
4.55,4.66,4.73,4.55
4.69,4.62,4.72,4.55
4.60,4.60,4.71,4.56
4.60,4.49,4.63,4.47
4.51,4.63,4.65,4.48
4.60,4.64,4.69,4.57
4.62,4.69,4.75,4.62
4.70,4.75,4.77,4.62
4.71,4.88,4.92,4.69
4.87,5.45,5.62,4.87
5.40,5.22,5.52,5.16
5.22,5.28,5.29,5.11
5.20,5.30,5.39,5.20
5.28,5.21,5.36,5.18
5.27,5.35,5.43,5.23
5.33,5.16,5.37,5.15
5.17,5.18,5.31,5.17
5.07,5.26,5.31,5.03
5.28,5.22,5.33,5.12
5.21,5.26,5.33,5.21
5.30,5.16,5.31,5.11
5.22,5.05,5.23,5.05
5.10,5.10,5.14,5.05
5.07,5.23,5.24,5.07
5.18,5.18,5.26,5.13
5.19,5.21,5.37,5.15
5.20,5.31,5.37,5.07
5.26,4.91,5.36,4.90
5.00,5.09,5.17,4.95
5.11,5.05,5.15,5.00
5.07,5.02,5.13,5.01
4.98,5.03,5.08,4.91
5.01,5.02,5.04,4.85
4.95,4.86,4.99,4.78
4.94,5.06,5.25,4.83
5.11,5.19,5.30,5.10
5.21,5.33,5.41,5.21
5.39,5.42,5.48,5.36
5.43,5.23,5.47,5.21
5.28,5.27,5.30,5.22
5.24,5.14,5.34,5.01
5.12,5.17,5.27,5.10
5.20,5.14,5.38,5.14
5.13,5.26,5.39,5.13
5.26,5.18,5.36,5.17
5.17,5.12,5.28,5.12
5.12,5.13,5.17,5.10
5.18,5.11,5.23,5.10
5.10,5.00,5.16,5.00
4.95,4.92,5.06,4.90
4.95,4.99,5.07,4.95
5.04,4.93,5.04,4.90
4.96,4.89,4.96,4.70
4.91,4.79,4.93,4.75
4.80,4.56,4.80,4.52
4.52,4.48,4.57,4.48
4.54,4.52,4.62,4.49
4.50,4.38,4.54,4.35
4.35,4.20,4.35,4.18
4.20,4.01,4.20,4.01
4.00,4.51,4.52,4.00
4.47,4.50,4.67,4.43
4.50,4.28,4.51,4.25
4.22,4.06,4.25,4.03
4.03,4.01,4.10,3.91
3.94,4.06,4.10,3.91
3.88,4.08,4.16,3.83
4.23,3.94,4.23,3.89
4.19,4.19,4.20,3.94
4.22,4.25,4.33,4.19
4.25,4.37,4.44,4.25
4.32,4.26,4.37,4.20
4.20,4.17,4.31,4.10
4.26,4.24,4.32,4.17
4.19,4.32,4.35,4.19
4.25,4.38,4.41,4.25
4.47,4.77,4.83,4.47
4.83,4.53,4.83,4.50
4.50,4.62,4.66,4.49
4.57,4.68,4.73,4.57
4.71,4.74,4.77,4.62
4.72,5.43,5.44,4.72
5.41,5.33,5.42,5.20
5.30,5.28,5.46,5.24
5.20,5.03,5.22,4.94
5.05,4.92,5.05,4.82
4.88,4.80,5.02,4.77
4.85,4.81,5.07,4.79
4.82,4.55,4.82,4.50
4.57,4.50,4.66,4.42
4.52,4.22,4.52,4.21
4.25,4.20,4.46,4.11
4.39,4.21,4.43,4.12
4.19,4.07,4.23,4.01
4.01,4.17,4.19,4.01
4.19,4.30,4.32,4.19
4.27,4.20,4.33,4.17
4.21,4.58,4.59,4.20
4.53,4.67,4.83,4.50
4.70,4.71,4.71,4.64
4.72,4.70,4.72,4.61
4.67,4.54,4.73,4.53
4.51,4.35,4.53,4.28
4.40,4.53,4.60,4.35
4.56,4.51,4.60,4.50
4.50,4.60,4.64,4.43
4.58,4.61,4.64,4.51
4.61,4.57,4.74,4.55
4.59,4.83,4.86,4.51
4.90,4.83,4.90,4.75
4.75,4.75,4.90,4.70
4.71,4.82,4.89,4.71
4.80,4.93,5.02,4.80
4.93,4.81,4.94,4.81
4.81,4.64,4.84,4.61
4.60,4.72,4.81,4.60
4.67,4.90,4.97,4.67
4.90,4.85,4.98,4.77
4.88,4.74,4.93,4.71
4.70,4.93,4.96,4.69
4.91,4.87,4.95,4.72
4.85,4.72,4.87,4.71
4.76,4.63,4.78,4.63
4.60,4.24,4.63,4.21
4.19,4.25,4.36,4.19
4.18,4.22,4.24,4.06
4.22,4.29,4.33,4.17
4.32,4.19,4.32,4.17
4.20,4.09,4.20,4.05
4.12,4.06,4.13,4.05
4.05,4.05,4.15,4.02
4.02,4.13,4.13,4.00
4.10,4.27,4.27,4.05
4.27,4.42,4.51,4.23
4.48,4.39,4.48,4.37
4.45,4.28,4.46,4.16
4.28,4.13,4.29,4.13
4.12,3.95,4.16,3.90
3.99,3.96,4.07,3.87
3.97,3.87,3.97,3.85
3.78,3.84,3.88,3.68
3.81,3.93,3.95,3.69
3.92,3.88,3.92,3.81
3.76,3.82,3.87,3.76
3.81,3.87,3.87,3.72
3.75,4.02,4.09,3.70
4.04,4.35,4.35,4.04
4.35,4.26,4.50,4.24
4.30,5.00,5.17,4.30
5.27,4.85,5.27,4.73
5.10,4.33,5.10,4.20
20.96,21.25,23.00,20.96
22.98,22.20,22.98,21.62
22.10,21.71,22.10,21.55
21.64,18.98,21.64,18.81
18.83,17.94,18.87,17.67
17.76,18.00,18.08,17.32
17.66,18.09,18.17,16.53
18.00,16.52,18.00,16.51
16.09,15.44,16.09,15.31
15.29,14.62,15.29,14.62
14.93,14.27,15.03,14.14
14.30,14.09,14.72,14.03
14.50,13.05,14.54,12.87
13.44,12.17,14.28,12.08
12.20,12.19,12.37,11.42
11.79,12.91,12.96,11.53
13.00,12.63,13.06,12.58
12.59,14.79,14.85,12.59
15.09,14.57,15.09,14.10
15.11,14.41,15.11,14.29
14.61,14.49,14.72,14.20
14.75,14.48,14.75,14.38
14.56,14.21,15.00,14.06
14.44,14.45,14.65,14.38
14.45,14.61,14.65,14.33
14.70,14.78,14.81,14.50
14.79,14.57,14.79,14.23
14.70,14.44,14.70,14.37
14.54,14.52,14.56,14.36
14.55,14.10,14.59,14.10
14.17,14.27,14.32,13.91
14.32,14.44,14.46,14.00
14.36,14.21,14.49,14.16
14.06,14.06,14.21,13.48
14.28,14.59,14.81,14.16
13.69,14.96,15.11,13.69
15.94,15.69,15.95,15.55
15.92,18.65,18.70,15.92
18.33,17.67,18.33,17.43
17.69,14.59,17.69,14.43
14.60,13.45,14.60,13.30
13.35,13.54,13.62,13.10
13.73,13.20,13.73,13.15
13.46,13.07,13.50,13.01
13.17,12.38,13.25,12.38
12.45,13.56,13.57,12.45
13.84,14.51,15.27,13.83
14.62,14.51,15.01,14.47
14.42,14.12,14.42,13.96
14.13,13.72,14.54,13.64
13.74,12.69,13.74,12.57
12.35,12.86,12.98,12.35
12.85,12.08,13.36,12.04
12.33,12.66,12.78,12.29
12.74,12.11,12.74,11.88
11.98,11.87,12.13,11.38
12.02,12.12,12.12,11.51
12.03,12.83,13.00,12.03
12.95,12.31,13.66,12.18
12.18,12.88,12.98,11.98
12.76,13.07,13.30,12.59
13.05,12.76,13.36,12.75
12.75,13.07,13.38,12.70
13.05,12.94,13.14,12.68
12.98,13.31,13.36,12.97
13.72,14.26,14.40,13.65
14.11,13.65,14.18,13.63
13.79,13.91,13.94,13.38
14.05,13.74,14.05,12.65
13.07,14.15,14.46,13.07
14.09,14.03,14.09,13.73
13.96,13.32,13.96,13.15
13.48,13.25,13.48,12.99
13.23,13.19,13.40,12.89
13.27,13.21,13.63,13.12
13.25,13.92,13.98,13.25
13.71,14.09,14.10,13.70
13.97,14.19,14.20,13.67
14.28,14.30,14.37,13.99
13.81,14.22,14.29,13.81
14.15,14.29,14.38,14.06
14.28,14.62,14.62,14.12
14.74,15.01,15.40,14.54
14.94,14.90,15.11,14.66
14.86,15.79,15.83,14.86
15.83,16.23,16.36,15.67
16.35,16.49,16.62,16.09
16.55,16.63,16.83,16.40
16.66,16.53,16.66,16.31
16.20,16.29,16.46,15.80
16.06,16.13,16.55,16.06
16.12,15.91,16.35,15.90
15.65,16.34,16.40,15.61
16.25,17.74,18.00,16.25
17.91,18.20,18.27,17.72
18.23,18.14,18.35,17.84
18.25,18.15,18.37,18.10
18.25,18.31,18.49,18.18
18.25,18.64,18.77,17.74
18.65,17.85,19.34,17.69
17.87,17.46,18.49,17.41
17.43,17.77,17.80,16.76
17.88,17.64,18.42,17.58
17.68,17.92,18.21,17.07
18.25,18.71,18.92,17.68
18.74,18.89,18.93,18.61
18.77,18.93,18.93,18.55
18.75,18.82,18.90,18.66
18.95,19.49,19.50,18.95
19.26,20.00,20.00,19.26
19.84,20.00,20.00,19.76
19.98,19.62,20.00,19.41
19.70,19.60,19.79,19.37
19.00,19.28,19.46,19.00
19.23,19.22,19.23,19.00
18.78,18.69,18.92,18.47
18.63,18.14,18.63,18.10
19.03,18.21,19.03,18.13
18.20,17.59,18.23,17.52
17.52,17.34,17.85,17.01
16.90,17.48,17.67,16.50
17.56,17.49,18.35,17.33
17.86,17.29,17.86,17.17
16.79,16.64,17.12,16.51
16.57,16.69,16.84,16.25
17.04,17.32,17.47,16.98
16.63,16.21,16.93,16.20
16.05,15.16,16.09,15.04
15.18,15.02,17.64,14.82
15.07,15.76,15.76,15.02
15.60,15.80,16.00,15.35
15.87,16.00,16.30,15.82
16.03,14.99,16.03,14.93
14.78,15.50,15.50,14.78
15.50,15.25,15.50,15.00
15.54,16.00,16.00,15.42
16.32,15.97,16.32,15.85
16.30,16.52,16.79,16.20
16.55,16.27,16.65,16.26
16.56,16.23,16.56,16.15
16.39,16.20,16.39,16.12
16.18,16.52,16.55,16.18
16.51,16.38,16.56,16.31
16.40,16.37,16.49,16.25
16.30,15.48,16.42,15.46
15.69,15.55,15.81,15.36
15.60,15.23,15.60,15.02
15.18,15.36,15.36,15.08
15.36,15.52,15.61,15.31
15.46,15.57,15.80,15.34
15.41,15.48,15.50,15.41
15.44,16.21,16.25,15.41
15.92,16.40,16.49,15.92
16.27,16.54,16.56,16.00
16.47,16.93,17.00,15.93
17.00,17.42,17.55,16.99
17.27,18.16,18.16,17.27
17.76,18.38,18.38,17.74
18.15,18.31,18.74,18.11
18.27,18.48,18.50,18.27
18.09,18.16,18.29,18.07
18.08,17.98,18.22,17.70
18.20,17.74,18.20,17.73
17.51,17.14,17.87,17.02
17.23,16.75,17.23,16.54
16.62,16.15,16.72,15.67
15.49,16.11,16.11,15.49
16.53,16.52,16.58,16.40
16.42,16.78,17.00,16.42
17.00,16.76,17.51,16.61
16.79,16.99,16.99,16.64
16.87,16.93,17.00,16.73
16.72,16.93,16.97,16.61
16.52,16.83,16.85,16.52
16.97,17.10,17.12,16.97
17.10,17.05,17.10,16.85
17.00,16.98,17.21,16.95
16.99,17.08,17.15,16.87
17.09,16.69,17.09,16.60
16.64,16.60,16.79,16.50
16.51,16.37,16.63,16.20
16.29,16.66,16.79,16.18
17.00,16.85,17.00,16.41
17.00,17.57,17.72,16.98
17.57,18.20,18.40,17.57
18.17,18.65,18.75,17.88
18.44,17.77,18.44,17.77
17.90,17.92,18.00,17.50
17.85,17.59,17.85,17.23
17.64,18.03,18.67,17.17
17.93,18.64,18.75,17.85
18.06,19.09,19.45,18.05
19.09,19.27,19.40,18.92
18.96,19.32,19.32,18.96
19.27,20.24,20.38,19.24
19.77,20.43,20.55,19.77
20.49,19.95,20.49,17.87
20.00,20.36,20.37,19.89
20.19,20.30,20.35,19.86
20.33,20.02,20.34,20.00
20.20,20.75,21.00,20.20
20.30,20.70,21.00,20.30
20.59,20.60,20.65,20.55
19.68,19.65,19.95,19.65
19.75,19.30,19.75,19.30
18.55,18.75,19.15,18.55
18.80,19.20,19.20,18.80
19.15,19.60,19.60,19.15
19.70,20.40,20.50,19.70
20.10,20.90,20.99,20.10
21.20,20.50,21.25,20.10
20.25,20.30,20.65,20.25
20.25,20.25,20.30,20.25
20.10,20.10,20.10,20.10
20.17,19.35,20.17,19.20
19.01,19.15,19.15,19.00
19.05,19.30,19.55,18.55
18.75,19.60,20.00,18.75
19.20,19.00,19.29,18.80
19.01,18.50,19.05,18.50
18.75,18.90,18.95,18.38
18.60,18.90,19.00,18.60
18.70,20.60,20.65,18.70
20.65,21.85,21.96,20.10
22.00,22.25,23.00,19.60
22.05,19.25,22.45,17.95
19.10,18.85,19.10,18.38
18.80,19.80,19.90,18.56
19.65,20.65,21.10,19.65
20.55,20.95,22.00,20.55
20.60,21.50,21.75,20.15
21.55,21.65,21.80,21.05
21.45,21.95,21.95,21.10
22.15,21.45,22.15,21.00
21.30,21.70,21.99,21.05
22.00,21.45,22.00,21.10
21.80,21.80,22.00,21.70
22.00,21.80,22.00,21.60
21.97,22.10,22.25,21.75
22.10,23.15,23.20,21.65
23.05,21.45,23.05,21.25
