PNRG,PrimeEnergy Corporation - Common Stock,NASDAQ
32.49,33.30,34.06,32.49
32.04,33.80,33.80,32.01
32.96,33.26,33.95,32.96
33.90,33.60,34.12,33.57
33.66,34.26,34.26,33.05
34.50,36.00,36.00,34.50
36.46,37.00,37.00,36.46
39.33,39.33,39.33,39.33
49.42,46.44,52.99,46.44
46.10,40.00,46.10,35.47
40.00,37.61,41.84,37.61
41.14,42.53,43.83,40.98
43.00,44.49,44.50,42.96
44.49,42.01,45.00,42.01
40.09,40.20,40.21,40.00
39.04,38.91,39.04,37.95
38.37,38.78,38.99,38.37
38.50,38.50,38.53,38.50
38.51,38.51,38.51,38.51
39.95,39.95,39.95,39.95
39.94,38.56,39.97,38.56
33.62,39.94,39.95,33.62
39.79,40.00,40.00,39.79
40.03,43.38,43.38,40.02
42.79,42.79,42.79,42.30
43.54,44.97,45.00,43.54
44.86,44.79,44.86,44.07
37.65,40.51,41.99,37.65
44.00,44.92,44.96,43.99
44.78,44.92,44.92,44.78
44.13,44.96,44.96,44.13
44.89,45.90,46.30,44.89
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
42.22,45.15,45.15,42.22
45.15,45.15,45.15,45.15
45.63,46.10,46.10,45.63
46.24,47.00,47.50,46.24
46.15,46.30,46.46,46.15
45.94,46.50,46.50,45.61
46.50,46.20,47.00,46.20
46.20,46.20,46.20,46.20
46.20,46.20,46.20,46.20
47.00,47.15,47.15,47.00
47.50,47.50,47.50,47.50
47.50,47.50,47.50,47.50
47.50,47.50,47.63,47.00
45.21,45.21,45.21,45.21
45.58,47.49,47.49,45.58
47.49,47.49,47.49,47.49
47.49,47.50,48.00,47.30
47.50,47.50,47.50,47.50
46.00,48.50,48.50,46.00
48.15,49.00,49.00,48.15
48.21,48.94,48.94,48.00
49.98,50.00,50.00,49.98
50.50,48.00,50.50,48.00
50.00,50.88,50.88,50.00
52.00,52.00,52.00,52.00
48.00,52.00,52.00,48.00
52.98,53.00,53.00,49.06
52.98,53.00,53.00,52.80
49.00,53.00,53.00,49.00
52.75,53.00,53.00,52.75
53.19,48.45,53.25,48.45
46.09,49.70,50.93,46.09
50.15,50.14,50.15,49.90
50.05,50.12,50.94,50.00
48.43,51.70,51.70,48.43
51.70,51.70,51.70,51.70
49.90,50.29,50.40,49.90
50.29,50.29,50.29,50.29
50.29,50.29,50.29,50.29
50.29,50.29,50.29,50.29
48.75,48.47,48.75,48.47
48.47,48.47,48.47,48.47
40.06,42.50,42.51,38.56
39.33,40.00,40.00,39.33
42.50,41.00,44.00,40.37
41.24,43.00,46.55,41.24
43.99,43.99,43.99,43.99
38.11,44.59,45.48,38.11
45.99,45.98,45.99,45.98
44.38,47.50,47.80,40.34
48.00,48.46,48.46,48.00
49.97,50.00,50.00,49.90
50.00,50.05,50.31,50.00
50.00,50.53,50.91,50.00
48.00,48.00,48.00,48.00
46.45,46.45,47.50,46.45
46.63,47.02,51.47,46.63
47.02,47.02,47.02,47.02
46.95,45.97,46.95,44.94
45.97,45.97,45.97,45.97
45.75,43.50,45.75,43.01
43.50,44.00,44.00,43.50
44.00,48.00,48.00,44.00
47.26,46.73,47.26,46.73
47.52,50.95,51.50,47.52
48.52,48.52,48.52,48.52
48.52,48.52,48.52,48.52
48.70,48.73,48.81,48.70
48.87,49.80,49.80,48.86
49.81,49.81,49.81,49.81
49.95,49.95,49.95,49.95
50.03,50.03,50.03,50.03
50.03,50.03,50.03,50.03
50.03,50.03,50.03,50.03
47.31,48.64,50.35,47.16
46.90,46.90,46.90,46.90
46.90,46.90,46.90,46.90
47.00,47.04,47.04,47.00
49.96,48.00,49.96,44.81
47.97,49.50,49.50,47.97
50.38,48.51,50.38,48.51
49.95,49.86,49.95,49.86
49.35,49.12,49.35,49.12
49.31,49.16,49.32,49.16
51.50,50.00,51.50,49.94
50.01,50.01,50.01,50.01
48.48,48.48,48.48,48.48
48.48,48.48,48.48,48.48
48.97,49.75,49.80,48.97
49.75,49.75,49.75,49.75
49.75,49.75,49.75,49.75
48.01,49.79,49.79,48.01
50.26,50.02,50.26,48.71
50.06,49.75,50.06,49.75
50.98,50.86,50.98,50.86
50.86,50.86,50.86,50.86
50.86,50.86,50.86,50.86
50.86,50.86,50.86,50.86
51.50,50.50,51.50,50.50
50.50,50.50,50.50,50.50
50.50,50.50,50.50,50.50
47.29,47.29,47.29,47.29
48.46,48.46,48.46,48.46
47.52,50.00,50.25,47.52
50.49,49.81,50.49,49.81
49.81,49.81,49.81,49.81
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
51.32,50.00,51.32,50.00
50.00,50.01,50.01,50.00
50.01,50.01,50.01,50.01
50.00,50.00,50.00,50.00
50.28,51.90,52.00,50.00
50.51,51.77,51.77,50.51
52.43,53.55,53.55,52.43
53.00,53.00,53.00,53.00
53.45,54.30,54.39,53.45
54.50,55.70,56.00,54.50
55.70,55.70,55.70,55.70
55.70,55.70,55.70,55.70
55.70,55.70,55.70,55.70
55.70,55.70,55.70,55.70
52.06,52.06,52.06,52.06
49.27,49.27,49.27,49.27
50.53,50.53,50.53,50.53
51.34,50.15,51.34,50.15
50.20,50.20,50.20,50.20
50.20,50.20,50.20,50.20
54.91,50.81,54.91,50.81
52.68,52.59,52.68,52.59
51.07,51.10,51.10,51.07
51.10,51.10,51.10,51.10
52.92,52.94,52.94,52.92
51.75,51.71,51.75,51.71
51.71,51.71,51.71,51.71
52.86,53.99,53.99,51.75
54.65,53.70,54.65,53.70
53.52,52.60,53.52,52.60
52.60,52.60,52.60,52.60
52.60,52.60,52.60,52.60
49.69,49.69,49.69,49.69
49.57,49.57,49.57,49.57
49.57,49.57,49.57,49.57
49.57,49.57,49.57,49.57
54.70,55.01,55.01,54.70
55.49,55.00,55.49,54.70
55.50,55.48,55.50,55.48
54.10,55.00,55.00,54.10
53.00,55.10,55.10,53.00
54.00,52.44,54.00,44.01
50.99,48.90,50.99,48.85
49.99,50.00,50.00,49.99
51.00,50.00,51.00,50.00
53.00,50.00,53.00,50.00
51.50,56.00,56.00,50.15
54.39,61.56,61.56,54.39
61.24,52.30,61.24,51.70
52.30,52.30,52.30,52.30
52.40,55.00,55.00,52.40
56.20,56.20,56.20,56.20
52.25,52.20,52.25,52.20
52.40,52.40,52.40,52.40
52.00,52.00,52.00,52.00
52.00,52.00,52.00,52.00
52.00,52.00,52.00,52.00
55.00,55.00,56.10,54.70
54.97,54.81,54.97,54.80
54.81,54.81,54.81,54.81
54.81,54.81,54.81,54.81
55.00,55.00,55.00,55.00
55.00,55.00,55.00,55.00
55.00,55.00,55.00,55.00
57.39,57.39,57.39,57.39
54.20,55.05,55.05,54.20
52.43,52.43,52.43,52.43
52.43,52.43,52.43,52.43
53.75,53.75,53.75,52.90
53.19,55.39,55.41,53.19
55.39,55.39,55.39,55.39
55.49,55.49,55.49,55.49
55.49,55.49,55.49,55.49
55.49,55.49,55.49,55.49
54.87,54.87,54.87,54.87
54.49,55.65,55.65,54.46
56.48,55.04,56.48,55.04
55.00,55.00,55.00,55.00
55.00,55.00,55.00,55.00
57.50,58.00,60.00,57.50
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.45,58.25,58.45,58.25
58.00,57.75,58.00,57.55
59.10,59.10,59.10,59.10
59.10,59.10,59.10,59.10
59.10,59.10,59.10,59.10
59.10,59.10,59.10,59.10
59.10,59.10,59.10,59.10
58.26,57.85,58.26,57.85
57.85,57.85,57.85,57.85
57.85,57.85,57.85,57.85
57.85,57.85,57.85,57.85
58.24,58.65,58.65,58.24
58.65,58.65,58.65,58.65
59.50,59.00,60.01,59.00
59.00,59.00,59.00,59.00
59.00,59.00,59.00,59.00
59.00,59.00,59.00,59.00
59.33,60.50,60.50,48.56
60.50,57.15,60.50,55.01
59.83,60.00,60.00,56.06
62.00,61.25,62.00,61.01
60.89,60.88,60.89,60.86
60.88,60.88,60.88,60.88
60.88,60.88,60.88,60.88
60.88,60.88,60.88,60.88
60.88,60.88,60.88,60.88
61.01,61.01,61.01,61.01
59.00,59.00,59.00,59.00
63.68,63.68,63.68,63.68
61.51,60.00,61.51,59.13
60.50,60.00,60.50,60.00
60.15,63.50,63.95,60.15
62.00,62.00,62.00,62.00
62.00,62.00,62.00,62.00
62.00,62.00,62.00,62.00
60.25,60.49,60.49,60.25
60.49,60.49,60.49,60.49
63.33,64.22,67.70,63.33
67.79,67.79,67.79,67.79
63.76,63.76,63.76,63.76
63.76,63.76,63.76,63.76
63.76,63.76,63.76,63.76
63.76,63.76,63.76,63.76
64.00,64.00,64.00,63.99
64.00,64.00,64.00,64.00
64.00,64.00,64.00,64.00
64.00,64.00,64.00,64.00
64.00,64.00,64.00,64.00
63.99,63.74,64.90,63.74
64.53,64.53,64.53,64.53
60.61,64.54,64.54,60.61
64.40,64.40,64.40,64.35
66.00,65.10,66.00,65.00
65.10,65.10,65.10,65.10
69.10,66.97,69.10,66.97
67.03,67.03,67.03,67.03
67.03,65.19,67.03,65.07
65.19,65.19,65.19,65.19
65.25,65.25,65.25,65.25
65.25,65.25,65.25,65.25
63.61,63.61,63.61,63.61
63.61,63.61,63.61,63.61
63.17,63.05,63.17,63.05
63.62,63.62,63.62,63.62
63.62,63.62,63.62,63.62
63.62,63.62,63.62,63.62
63.62,63.62,63.62,63.62
63.62,63.62,63.62,63.62
64.05,64.00,64.71,64.00
64.00,64.00,64.00,64.00
64.00,64.00,64.00,64.00
64.00,64.00,64.00,64.00
65.00,65.00,65.24,64.10
64.75,64.75,64.75,64.75
65.59,65.59,65.59,65.59
65.59,65.59,65.59,65.59
65.59,65.59,65.59,65.59
65.24,65.25,65.25,65.24
65.25,65.25,65.25,65.25
65.25,65.25,65.25,65.25
65.59,65.59,65.59,65.59
65.59,65.59,65.59,65.59
64.00,64.00,64.00,64.00
65.00,65.25,65.25,65.00
63.50,63.26,63.50,63.26
63.26,63.26,63.26,63.26
65.49,65.10,65.49,65.09
65.21,65.34,65.74,65.07
65.40,65.50,65.50,65.25
64.00,64.00,64.00,64.00
64.29,64.35,64.36,64.25
64.50,61.00,65.00,59.53
63.51,62.85,63.51,62.85
62.85,62.85,62.85,62.85
62.85,62.85,62.85,62.85
62.85,62.85,62.85,62.85
66.00,65.75,66.00,65.75
67.95,66.40,68.25,66.40
65.16,65.13,69.00,65.13
65.13,65.13,65.13,65.13
63.00,60.28,63.00,60.25
60.28,60.28,60.28,60.28
60.28,60.28,60.28,60.28
60.28,60.28,60.28,60.28
60.28,60.28,60.28,60.28
60.28,60.28,60.28,60.28
60.28,60.28,60.28,60.28
60.28,60.28,60.28,60.28
61.30,61.30,61.30,61.30
62.30,62.30,62.30,62.30
62.30,62.30,62.30,62.30
62.30,62.30,62.30,62.30
64.13,64.13,64.13,64.13
64.13,64.13,64.13,64.13
64.13,64.13,64.13,64.13
64.13,64.13,64.13,64.13
64.50,64.50,64.50,64.50
64.50,64.50,64.50,64.50
64.25,64.25,64.25,64.25
64.25,64.25,64.25,64.25
64.60,64.33,64.60,64.20
65.30,64.85,65.30,64.80
64.85,64.85,64.85,64.85
64.85,64.85,64.85,64.85
77.53,74.75,77.53,74.38
67.00,72.11,72.12,67.00
66.30,66.35,66.60,66.00
66.35,66.35,66.35,66.35
61.42,64.10,65.00,60.75
64.10,66.00,66.50,64.10
65.97,66.13,66.50,65.97
67.50,67.50,67.50,67.50
64.05,64.05,64.05,64.05
64.00,66.00,66.00,64.00
60.73,66.00,66.02,60.73
66.00,66.00,66.00,66.00
66.00,66.00,66.00,66.00
68.00,68.00,68.00,66.11
67.99,68.00,68.00,67.99
68.00,68.00,68.00,68.00
67.95,68.25,68.25,66.00
66.05,66.00,66.06,66.00
66.00,66.00,66.00,66.00
65.28,65.25,65.28,65.24
65.25,65.25,65.25,65.25
66.50,68.87,68.87,66.50
69.00,68.00,69.00,68.00
68.15,68.16,68.36,68.15
67.96,67.00,68.97,66.00
64.01,65.95,67.00,64.01
64.14,64.18,65.21,64.05
64.18,64.00,64.75,64.00
64.07,68.44,68.44,64.07
64.22,64.65,66.07,64.22
49.50,63.03,64.00,46.55
63.21,68.94,68.94,63.21
69.00,68.70,69.00,67.81
69.00,71.95,72.00,67.00
70.95,70.10,76.95,68.86
70.25,73.46,75.09,70.00
73.00,72.44,73.00,70.00
72.78,70.55,73.00,70.55
73.00,72.74,73.00,69.50
73.00,72.95,73.00,71.00
71.49,68.43,73.00,68.43
69.98,71.20,71.21,69.98
70.50,71.29,71.29,68.25
71.71,70.97,71.75,70.50
70.97,70.97,70.97,70.97
71.00,69.07,71.00,69.07
69.44,67.06,69.44,66.28
67.76,67.76,67.76,67.76
66.01,64.00,66.28,64.00
64.00,64.00,64.00,64.00
63.00,63.81,63.97,57.20
63.00,63.34,63.49,63.00
63.00,62.80,63.41,62.80
62.80,62.80,62.80,62.80
58.68,60.89,60.90,58.68
59.56,59.56,59.56,59.56
59.48,59.48,59.48,59.48
59.48,59.48,59.48,59.48
58.60,54.78,58.60,54.78
54.78,54.78,54.78,54.78
54.78,54.78,54.78,54.78
54.78,54.78,54.78,54.78
54.78,54.78,54.78,54.78
54.78,54.78,54.78,54.78
55.20,54.80,55.26,54.79
53.17,53.17,53.17,53.17
52.68,53.00,53.00,52.68
53.62,53.62,53.62,53.62
53.18,54.00,54.00,53.18
54.00,54.00,54.00,54.00
59.76,57.52,59.80,57.52
55.13,56.05,56.05,54.62
59.81,58.96,59.83,58.96
54.88,57.11,57.11,54.62
57.36,57.19,57.36,57.19
59.70,59.86,59.86,59.70
54.79,54.87,54.87,54.79
54.90,58.84,58.84,54.88
58.87,58.70,59.91,58.70
59.87,59.90,59.90,59.86
59.90,59.90,59.90,59.90
58.32,58.32,58.32,58.32
58.32,58.32,58.32,58.32
58.32,58.32,58.32,58.32
58.32,58.32,58.32,58.32
58.32,58.32,58.32,58.32
58.32,58.32,58.32,58.32
55.55,55.75,55.75,55.55
54.50,55.21,55.21,54.50
54.57,54.57,54.57,54.57
54.57,54.57,54.57,54.57
54.52,54.52,54.52,54.52
54.52,54.52,54.52,54.52
54.50,52.60,56.00,52.01
52.60,52.60,52.60,52.60
52.60,52.60,52.60,52.60
52.60,52.60,52.60,52.60
52.60,52.60,52.60,52.60
52.56,52.59,52.59,52.56
54.73,53.50,54.73,53.50
53.50,53.50,53.50,53.50
53.50,53.50,53.50,53.50
53.50,53.50,53.50,53.50
53.50,53.50,53.50,53.50
53.50,53.50,53.50,53.50
53.50,53.50,53.50,53.50
53.50,53.50,53.50,53.50
50.01,50.01,50.01,50.01
50.01,50.01,50.01,50.01
50.01,50.01,50.01,50.01
51.03,51.03,51.03,51.03
51.04,51.04,51.04,51.04
51.04,51.04,51.04,51.04
51.04,51.04,51.04,51.04
51.04,51.04,51.04,51.04
51.04,51.04,51.04,51.04
51.04,51.04,51.04,51.04
51.04,51.04,51.04,51.04
51.04,51.04,51.04,51.04
51.04,51.04,51.04,51.04
57.00,54.41,59.45,54.41
54.41,54.41,54.41,54.41
54.41,54.41,54.41,54.41
54.41,54.41,54.41,54.41
54.00,54.00,54.00,54.00
53.43,54.20,54.50,53.43
54.20,54.20,54.20,54.20
54.20,54.20,54.20,54.20
55.00,56.00,56.00,55.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
57.00,56.00,58.23,56.00
56.00,56.00,56.00,56.00
53.75,57.95,57.95,53.50
57.95,57.95,57.95,57.95
57.95,57.95,57.95,57.95
57.95,57.95,57.95,57.95
55.13,55.13,55.13,55.13
55.50,55.50,55.50,55.50
57.53,57.53,57.53,57.50
57.53,57.53,57.53,57.53
56.95,57.00,57.00,56.95
59.80,59.80,59.80,59.80
59.80,59.80,59.80,59.80
59.80,59.80,59.80,59.80
59.80,59.80,59.80,59.80
59.56,57.66,59.56,57.66
57.66,57.66,57.66,57.66
57.66,57.66,57.66,57.66
57.66,57.66,57.66,57.66
57.66,57.66,57.66,57.66
57.66,57.66,57.66,57.66
57.66,57.66,57.66,57.66
54.50,54.50,54.50,54.50
55.00,55.50,56.00,54.00
55.50,55.50,55.50,55.50
55.50,55.50,55.50,55.50
55.49,55.50,55.50,55.00
55.50,55.00,55.50,55.00
55.00,55.00,55.00,55.00
56.02,56.00,56.02,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.50,56.50,56.50,56.50
56.80,56.80,56.80,56.80
57.25,57.25,57.25,57.25
57.25,57.25,57.25,57.25
56.05,56.00,56.05,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.15,56.15,56.15,56.15
56.60,54.61,56.60,54.61
55.04,55.04,55.04,55.04
55.04,55.04,55.04,55.04
56.10,56.10,56.10,56.10
54.67,55.94,55.94,54.67
54.20,54.20,54.20,54.20
54.21,57.08,57.08,54.21
54.53,55.74,55.74,54.25
56.00,58.25,58.25,56.00
56.01,56.00,56.01,56.00
56.10,56.10,56.10,56.10
54.52,54.52,54.52,54.52
54.94,54.89,54.94,54.89
54.20,56.95,56.95,54.20
56.95,56.95,56.95,56.95
56.95,56.95,56.95,56.95
53.04,53.04,53.04,53.04
53.04,53.04,53.04,53.04
56.40,56.40,56.40,56.40
56.40,56.40,56.40,56.40
55.81,54.00,55.81,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
53.85,55.00,55.00,53.85
54.00,55.00,55.01,54.00
54.05,54.05,54.05,54.05
53.03,53.45,53.45,53.03
50.79,50.79,50.79,50.79
55.92,55.92,55.92,55.92
59.81,61.19,61.44,52.75
69.00,70.49,70.49,68.84
70.50,76.95,76.95,63.32
76.50,76.17,76.50,75.65
76.35,75.09,76.39,73.00
75.89,73.50,75.89,73.50
75.87,76.50,76.50,74.00
76.53,71.36,77.00,71.36
77.00,71.57,77.00,71.57
74.50,74.40,74.50,74.40
71.80,75.00,75.00,71.80
72.45,70.47,73.00,70.46
68.17,71.05,71.05,68.17
69.00,69.00,69.00,69.00
77.00,72.00,77.00,71.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
65.00,65.10,65.10,65.00
69.50,71.00,71.00,69.50
71.00,71.00,71.00,71.00
71.58,71.80,72.53,71.58
72.22,72.22,72.22,72.22
72.22,72.22,72.22,72.22
72.22,72.22,72.22,72.22
66.00,66.00,66.00,66.00
66.00,66.00,66.00,66.00
66.00,66.00,66.00,66.00
66.00,66.00,66.00,66.00
63.99,64.00,64.00,63.99
66.00,65.89,66.00,65.89
65.89,65.89,65.89,65.89
65.89,65.89,65.89,65.89
65.89,65.89,65.89,65.89
64.17,64.17,64.17,64.17
65.01,65.01,65.01,65.01
64.00,64.10,64.10,64.00
67.00,66.50,67.25,66.10
66.50,66.50,66.50,66.50
66.50,66.50,66.50,66.50
66.50,66.50,66.50,66.50
66.50,66.50,66.50,66.50
66.50,66.50,66.50,66.50
66.50,66.50,66.50,66.50
66.50,66.50,66.50,66.50
66.50,66.50,66.50,66.50
66.50,66.50,66.50,66.50
61.00,66.79,66.79,60.00
66.79,66.79,66.79,66.79
66.79,66.79,66.79,66.79
66.79,66.79,66.79,66.79
60.00,61.49,61.49,59.99
61.49,61.49,61.49,61.49
56.00,53.59,56.00,53.59
53.59,53.59,53.59,53.59
56.16,56.30,56.30,56.16
56.30,56.30,56.30,56.30
54.50,53.00,54.50,53.00
57.03,53.50,57.03,53.05
53.80,53.80,53.80,53.80
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
54.95,54.05,54.95,54.00
54.05,54.05,54.05,54.05
54.05,54.05,54.05,54.05
54.05,54.05,54.05,54.05
48.50,46.37,48.50,46.37
46.00,48.30,48.30,46.00
48.30,48.30,48.30,48.30
49.00,49.00,49.00,49.00
49.00,49.00,49.00,49.00
48.00,45.70,48.00,45.31
50.01,53.75,53.75,50.01
53.00,53.00,53.00,53.00
53.00,53.00,53.00,53.00
53.00,53.00,53.00,53.00
53.00,53.00,53.00,53.00
53.00,53.00,53.00,53.00
53.00,53.00,53.00,53.00
53.00,53.00,53.00,53.00
51.00,53.00,53.00,51.00
52.00,48.37,52.00,48.37
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
48.77,42.00,48.77,42.00
39.21,39.21,39.21,39.21
37.00,38.00,38.00,36.50
38.00,38.00,38.00,38.00
38.01,38.01,38.01,38.01
38.01,38.01,38.01,38.01
38.01,38.01,38.01,38.01
40.00,40.00,40.00,40.00
40.00,40.00,40.00,40.00
40.00,40.00,40.00,40.00
40.00,40.00,40.00,40.00
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
49.56,49.56,49.56,49.56
34.50,34.50,34.50,34.50
40.00,43.99,43.99,40.00
40.02,38.00,41.00,37.00
37.00,36.97,37.00,36.50
36.50,36.50,36.50,36.50
35.00,33.39,35.00,33.39
33.39,33.39,33.39,33.39
33.39,33.39,33.39,33.39
33.39,33.39,33.39,33.39
33.39,33.39,33.39,33.39
33.39,33.39,33.39,33.39
33.39,33.39,33.39,33.39
33.39,33.39,33.39,33.39
29.85,29.56,29.85,29.56
27.50,27.50,27.50,27.50
32.92,32.40,32.92,32.40
32.99,32.00,33.12,32.00
32.00,32.00,32.00,32.00
32.00,32.01,32.01,32.00
32.01,32.01,32.01,32.01
32.01,32.01,32.01,32.01
32.01,32.01,32.01,32.01
32.00,31.01,32.00,30.88
31.01,31.01,31.01,31.01
31.01,31.01,31.01,31.01
32.00,30.00,32.00,28.90
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
30.00,30.00,30.00,30.00
32.00,37.09,37.09,32.00
37.50,39.12,39.12,37.40
39.12,39.12,39.12,39.12
39.00,39.00,39.00,39.00
38.96,40.75,42.05,38.96
41.90,42.65,44.01,41.90
42.01,45.00,45.01,41.91
45.00,45.00,45.00,45.00
49.51,48.00,49.51,46.14
48.00,48.00,48.00,48.00
48.00,48.00,48.00,48.00
47.01,50.00,50.00,47.01
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
52.24,56.00,56.00,52.24
55.14,53.10,59.00,51.01
53.10,53.10,53.10,53.10
55.87,60.00,60.00,55.87
58.64,58.64,58.64,58.64
58.64,58.64,58.64,58.64
59.10,59.18,59.18,59.10
59.18,59.18,59.18,59.18
57.00,59.92,59.92,57.00
59.85,60.78,61.80,59.85
60.89,62.00,62.00,60.89
61.60,61.75,61.75,59.77
61.60,62.00,62.00,61.59
62.00,62.00,62.00,62.00
61.75,61.98,62.00,61.75
59.04,57.82,60.00,57.82
57.82,57.82,57.82,57.82
62.00,58.25,62.00,58.25
58.30,59.00,59.00,58.30
63.00,63.00,63.00,63.00
59.16,59.16,59.16,59.16
59.16,59.16,59.16,59.16
61.78,60.20,61.78,60.20
60.20,60.20,60.20,60.20
60.20,60.20,60.20,60.20
60.20,60.20,60.20,60.20
59.13,60.60,60.60,58.00
60.60,60.60,60.60,60.60
61.94,60.76,62.00,60.76
60.76,60.76,60.76,60.76
60.76,60.76,60.76,60.76
60.76,60.76,60.76,60.76
60.76,60.76,60.76,60.76
60.76,60.76,60.76,60.76
60.76,60.76,60.76,60.76
60.76,60.76,60.76,60.76
60.76,60.76,60.76,60.76
48.01,48.01,48.01,48.01
59.00,60.27,60.61,59.00
60.27,60.27,60.27,60.27
59.51,60.49,60.49,59.51
60.30,59.60,60.30,59.20
59.20,59.20,59.20,59.20
59.90,59.05,59.90,59.05
59.05,59.05,59.05,59.05
59.00,59.00,59.00,59.00
59.40,59.08,61.00,59.00
59.81,59.02,60.77,59.02
59.42,60.48,60.48,59.42
60.48,60.48,60.48,60.48
60.48,60.48,60.48,60.48
60.48,60.48,60.48,60.48
59.72,59.00,59.72,59.00
57.02,57.02,57.02,57.02
57.00,57.91,59.00,57.00
58.00,57.63,58.06,57.00
58.00,57.51,59.70,57.19
57.17,57.17,57.17,57.17
57.00,57.98,58.06,57.00
57.80,57.80,57.80,57.80
57.79,57.79,57.79,57.79
57.96,58.00,58.00,57.96
57.76,57.76,57.76,57.76
57.84,57.84,57.84,57.84
58.00,57.78,58.63,57.77
57.63,57.63,57.63,57.63
57.80,57.80,57.80,57.80
57.80,57.80,57.80,57.80
57.80,57.80,57.80,57.80
57.80,57.80,57.80,57.80
57.80,57.80,57.80,57.80
57.51,58.60,60.00,57.51
60.00,59.80,60.20,58.21
58.28,59.01,59.50,58.28
57.83,59.00,59.00,57.83
59.00,56.22,59.00,56.22
59.00,59.00,59.00,59.00
59.00,60.25,60.25,58.99
58.53,56.80,59.95,56.70
56.80,56.80,56.80,56.80
56.59,56.87,56.87,56.59
56.87,56.87,56.87,56.87
58.30,58.30,58.30,58.30
58.30,58.30,58.30,58.30
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
59.00,59.00,59.00,59.00
58.99,58.99,58.99,58.99
58.90,58.31,58.90,58.20
58.31,58.31,58.31,58.31
58.31,58.31,58.31,58.31
58.31,58.31,58.31,58.31
58.31,58.31,58.31,58.31
58.31,58.31,58.31,58.31
58.31,58.31,58.31,58.31
59.00,59.00,59.00,59.00
59.00,59.00,59.00,59.00
58.01,58.01,58.01,58.01
58.05,58.00,58.13,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
58.00,58.00,58.00,58.00
55.40,52.19,57.95,47.40
52.19,52.19,52.19,52.19
52.19,52.19,52.19,52.19
52.19,52.19,52.19,52.19
52.19,52.19,52.19,52.19
52.19,52.19,52.19,52.19
53.05,53.05,53.05,53.05
53.05,53.05,53.05,53.05
53.05,53.05,53.05,53.05
53.05,53.05,53.05,53.05
43.25,43.25,43.25,43.25
51.90,49.95,51.90,47.00
49.95,49.95,49.95,49.95
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
51.50,51.50,51.50,51.50
51.50,51.50,51.50,51.50
51.50,51.50,51.50,51.50
51.50,51.50,51.50,51.50
