ADS,Alliance Data Systems Corporation Common Stock,NASDAQ
178.55,176.49,179.22,176.29
174.62,177.42,178.57,173.79
177.83,178.57,181.74,177.70
178.33,180.35,180.89,177.03
179.54,177.79,181.00,177.12
179.70,178.82,180.39,177.40
178.49,179.84,180.42,177.70
179.45,178.73,181.65,178.57
177.04,173.09,177.87,172.66
173.75,172.63,174.07,170.87
171.54,172.16,173.57,169.93
173.10,174.10,174.84,171.51
176.85,178.36,181.00,176.10
179.10,180.07,180.82,178.75
179.67,181.03,182.65,179.51
180.99,180.19,182.76,180.00
180.38,179.51,180.94,178.28
178.49,180.09,181.69,171.30
181.25,182.32,183.27,179.62
182.72,183.86,184.65,181.96
184.12,183.78,185.00,183.28
183.40,182.72,185.38,181.14
183.88,187.61,187.90,183.36
187.94,190.51,191.35,187.45
191.46,190.05,192.17,189.61
189.71,187.96,191.00,187.55
188.74,188.10,189.41,186.83
188.21,188.78,190.52,187.60
187.75,188.79,189.00,186.78
188.41,188.76,189.00,187.22
189.12,190.31,191.21,188.40
190.66,190.54,191.74,189.40
190.06,191.29,191.55,189.01
191.14,191.76,191.97,190.34
192.14,192.02,193.16,191.15
192.00,193.58,195.07,190.24
194.86,197.78,199.91,193.74
199.38,203.23,203.82,197.62
201.77,203.11,203.93,201.58
202.96,205.04,205.11,201.73
204.54,204.65,206.87,203.16
204.49,203.46,204.49,201.46
204.65,206.14,207.12,203.12
206.38,206.01,206.56,204.47
205.62,206.70,207.41,205.02
207.00,207.75,208.08,206.49
207.45,205.39,208.84,205.31
202.05,199.70,203.56,198.89
199.80,202.55,203.11,198.26
201.61,199.85,203.10,199.85
199.90,201.60,202.04,199.61
201.19,201.43,203.66,200.80
201.87,202.25,202.73,200.53
202.37,202.30,203.02,200.90
202.07,201.34,203.33,200.80
199.90,196.22,200.48,195.98
196.23,196.61,197.15,195.26
196.60,198.70,199.52,196.28
198.62,195.70,199.81,195.27
198.28,196.74,200.48,194.29
196.67,198.85,199.09,196.15
198.36,197.97,199.02,197.02
198.35,199.43,202.31,196.19
199.54,202.92,203.61,199.14
204.40,205.93,206.03,202.98
205.42,207.25,207.70,204.59
206.95,208.05,209.38,206.34
208.25,206.09,208.25,205.63
208.65,205.06,208.65,203.62
204.98,209.75,209.82,204.98
209.70,210.75,211.59,207.68
211.00,210.43,212.25,210.10
210.57,209.75,220.02,208.87
209.05,208.84,209.84,206.47
209.17,210.69,212.66,207.03
210.15,209.52,211.71,209.04
209.54,211.18,212.02,209.54
209.94,209.28,210.74,208.98
207.19,211.47,211.99,207.00
211.23,214.36,214.99,211.23
213.66,213.93,214.17,212.07
213.77,212.47,214.21,209.71
215.81,217.86,218.28,213.11
216.39,215.99,217.14,214.43
215.87,215.51,218.10,214.75
215.49,214.01,215.49,211.82
215.77,220.37,220.49,214.15
219.83,223.55,225.43,219.50
223.10,225.64,225.98,222.51
225.37,223.89,226.04,223.83
225.56,225.49,226.26,224.20
226.63,227.07,231.74,224.49
228.45,231.08,231.93,227.42
233.15,232.62,233.99,231.50
233.82,232.33,234.97,231.10
233.73,233.33,234.65,230.59
233.30,235.80,236.00,232.78
236.72,234.47,237.04,233.72
234.51,233.59,235.44,231.74
235.03,236.09,236.51,233.18
236.82,235.45,236.93,233.79
235.00,237.06,238.67,234.01
236.73,236.78,238.49,235.02
238.29,239.56,240.47,237.03
239.10,240.03,241.55,237.46
241.58,243.21,243.85,240.47
243.32,237.45,245.63,237.24
237.67,242.86,243.04,237.61
242.95,244.63,246.35,242.95
244.89,244.15,246.48,243.40
242.47,248.48,248.68,240.06
248.97,251.27,251.67,248.86
251.01,249.11,253.77,247.25
249.00,248.40,251.64,247.26
248.46,247.70,250.73,246.57
247.73,244.58,250.02,243.92
245.66,243.14,245.98,242.35
243.50,243.27,244.75,241.97
243.28,242.82,244.25,240.81
244.39,240.72,244.39,239.22
241.87,241.63,243.99,240.82
242.18,242.26,244.72,241.97
240.77,239.94,242.82,238.06
240.34,240.99,243.35,238.98
238.91,241.09,241.68,238.49
240.00,241.42,242.18,239.44
242.90,248.70,249.58,242.07
248.71,245.84,250.81,245.60
245.90,247.28,250.91,245.85
248.36,243.70,249.51,243.31
248.00,245.97,248.27,240.40
245.96,250.87,250.96,244.75
252.55,248.64,255.54,248.16
254.40,248.12,254.40,243.03
248.97,254.17,254.40,246.59
252.33,251.00,255.38,250.09
250.77,250.50,256.77,250.50
252.00,255.87,259.42,251.87
255.46,254.22,256.07,252.26
255.72,255.30,258.26,253.18
256.16,258.15,259.36,256.00
257.47,260.05,260.60,256.74
260.99,262.93,264.31,260.50
262.44,262.34,262.68,258.78
263.10,263.70,265.35,262.36
264.05,258.29,264.08,258.08
254.99,255.19,255.27,251.67
256.02,257.99,258.25,255.00
259.15,258.97,263.31,258.84
258.94,258.26,260.55,257.14
256.95,251.01,258.37,249.61
252.36,255.82,255.83,250.17
256.35,253.50,258.57,253.30
252.90,254.96,256.42,252.55
255.33,256.89,257.48,253.43
258.17,254.73,259.01,254.01
254.60,261.94,262.65,254.22
259.46,255.94,263.36,254.87
253.44,249.72,254.89,249.11
251.34,241.96,251.34,240.48
242.31,245.89,246.37,242.31
241.61,244.95,248.56,241.36
248.30,248.95,249.91,246.03
244.82,239.66,247.40,239.00
240.00,235.73,243.73,233.76
236.11,236.68,238.19,235.43
235.13,234.20,237.45,230.52
238.51,258.55,258.77,237.63
260.03,265.08,270.60,259.05
266.65,268.00,268.07,263.05
267.51,273.90,275.44,266.62
273.89,276.50,278.33,273.10
275.51,279.40,279.64,272.91
279.39,280.11,281.80,276.60
279.59,283.93,284.03,279.51
284.63,280.69,285.53,279.98
282.64,284.23,284.43,279.26
285.01,282.95,285.70,282.35
280.00,286.30,288.22,278.60
285.54,285.48,289.78,284.29
287.18,285.28,288.45,284.14
282.60,284.27,286.28,280.71
284.72,285.11,287.39,282.02
281.32,278.20,281.32,274.05
281.96,287.13,287.53,281.60
285.50,284.00,286.36,282.01
285.53,286.14,286.77,282.03
287.28,287.78,288.53,284.97
288.06,284.20,289.29,282.99
285.32,285.38,287.58,283.12
283.33,285.88,286.07,279.40
287.02,278.14,287.30,275.84
277.75,278.59,281.06,275.05
279.33,281.79,287.30,278.91
283.65,288.03,288.12,282.27
288.49,284.41,292.00,281.99
284.19,294.27,294.49,283.98
297.09,286.50,300.48,286.50
288.10,280.65,289.90,279.45
282.77,278.50,284.21,275.75
279.19,272.53,281.65,272.35
271.03,273.23,273.45,267.92
273.55,274.23,277.89,272.36
275.86,272.45,277.69,268.97
274.58,272.56,274.93,269.44
273.81,271.88,274.85,270.04
273.27,266.33,274.14,265.42
268.61,262.69,269.22,262.34
261.50,256.43,263.08,248.71
256.00,256.22,259.04,252.08
258.11,265.08,265.44,257.20
265.00,253.76,266.21,253.24
251.13,246.38,253.62,245.26
248.73,251.77,252.64,246.93
251.68,257.36,258.91,251.51
259.22,264.07,264.50,258.69
248.00,245.06,257.73,244.80
245.62,244.21,246.17,242.02
245.64,241.76,248.06,240.05
242.00,242.08,245.59,240.95
243.01,241.30,243.84,236.86
241.00,236.12,241.17,235.78
237.13,234.94,238.04,231.52
235.43,239.86,239.95,234.25
239.59,241.90,242.19,238.00
242.44,239.68,244.66,237.91
240.41,238.89,242.13,238.35
236.73,240.17,240.46,235.28
239.89,239.01,240.54,237.04
239.25,233.67,240.55,230.79
234.00,235.51,238.56,233.34
234.65,236.42,236.42,232.98
238.19,242.62,242.84,236.66
241.83,244.00,246.14,239.84
243.76,241.04,244.34,240.27
240.80,234.98,241.02,234.45
235.44,239.91,240.16,233.15
238.46,239.77,240.37,237.84
238.85,238.03,240.58,237.60
238.91,242.39,242.82,237.74
242.19,243.94,245.32,240.14
244.07,248.88,249.05,242.20
250.00,252.89,253.35,249.36
252.89,253.30,257.41,252.89
253.63,256.83,256.88,251.94
256.74,256.05,256.74,253.83
259.39,260.83,261.58,257.04
260.67,257.47,261.37,256.23
256.07,257.69,257.92,254.96
257.57,258.34,258.57,254.95
258.69,266.20,266.36,258.11
266.21,267.25,267.92,264.91
265.86,265.93,267.39,263.87
264.56,267.04,267.38,263.78
264.80,263.20,267.09,262.15
264.50,269.82,269.89,263.25
270.55,273.65,274.45,269.41
272.96,272.49,275.54,272.32
271.71,272.75,273.13,269.21
273.00,271.23,274.51,269.62
271.16,275.40,275.55,271.16
275.12,279.68,280.42,275.12
279.18,280.02,282.31,275.69
280.03,280.75,281.40,277.28
280.98,278.96,281.52,278.41
279.39,281.91,282.40,277.29
281.52,281.25,284.40,280.73
282.93,284.89,285.66,281.37
283.64,280.95,286.70,280.57
282.35,284.80,285.01,280.74
283.08,279.29,284.67,278.93
277.53,276.90,279.59,273.24
276.80,276.57,279.31,275.75
273.40,273.99,276.87,272.67
274.02,275.36,276.34,273.17
277.32,278.58,279.60,276.90
278.55,275.74,279.74,273.25
276.64,275.17,278.60,274.48
275.17,275.02,288.67,269.34
272.36,270.67,274.36,270.10
269.39,271.03,271.09,265.70
271.65,272.30,275.47,271.63
271.49,272.00,274.10,270.59
273.97,271.71,274.05,270.84
270.47,270.57,271.24,268.83
269.39,266.70,269.99,265.71
266.83,268.03,270.07,266.83
268.58,270.46,271.03,267.93
268.80,262.29,269.31,262.03
260.64,259.31,262.50,258.23
260.89,261.56,262.29,258.45
259.13,258.75,262.64,257.24
257.27,258.11,261.25,255.95
260.28,256.37,260.82,255.88
256.61,262.19,262.38,256.01
263.83,262.78,265.55,262.48
261.64,257.65,263.59,255.25
258.94,261.10,261.90,257.60
261.34,262.80,263.25,261.18
262.99,259.51,263.47,257.08
262.32,264.46,264.66,261.35
264.88,265.29,265.92,263.59
265.30,266.94,267.69,263.72
267.10,268.22,269.36,265.54
266.94,266.02,268.20,265.38
266.70,265.35,266.79,264.52
266.08,266.35,267.62,265.31
266.66,265.58,267.48,264.45
264.00,264.70,265.91,263.43
265.13,264.64,265.41,263.75
264.41,264.31,266.93,263.05
264.97,263.47,266.59,263.22
264.66,261.73,266.61,261.06
261.51,261.97,263.98,260.93
261.02,256.45,261.81,255.70
255.54,245.64,256.72,244.54
245.50,259.21,260.53,244.86
258.45,252.87,259.24,251.93
259.86,257.91,264.17,255.54
256.89,251.03,256.89,250.23
249.64,250.27,252.38,248.92
251.16,248.04,252.21,245.28
249.72,249.32,251.14,248.02
249.94,246.25,250.68,245.03
245.03,241.48,245.03,239.83
241.24,244.46,245.50,241.24
244.46,248.05,249.31,243.20
247.07,243.09,247.07,242.24
244.82,248.36,248.60,243.20
244.75,250.96,251.24,244.69
251.68,248.27,253.22,248.12
248.27,242.64,249.26,242.01
241.20,243.67,244.20,239.64
245.44,251.86,252.20,244.96
252.28,249.47,253.37,247.97
247.60,243.21,248.59,243.21
244.03,248.98,249.28,240.25
249.48,242.00,249.52,240.78
241.66,236.97,243.48,236.85
237.75,234.62,240.07,234.19
235.75,239.27,242.23,233.42
237.37,238.68,240.58,230.54
238.00,252.15,254.78,234.96
255.88,259.72,264.66,254.22
259.36,261.05,262.08,257.20
263.66,268.14,268.27,262.68
270.18,268.75,275.87,267.38
270.72,273.24,276.62,269.94
273.63,273.50,274.71,271.44
273.00,273.06,273.71,269.35
274.20,280.48,280.86,273.10
280.31,276.60,280.83,274.90
274.67,282.97,283.27,274.40
284.91,283.35,286.80,281.63
283.46,281.85,284.89,280.94
281.10,278.11,281.75,275.91
279.60,284.02,284.17,278.84
283.59,284.98,285.06,282.27
285.60,283.61,285.60,282.25
282.85,284.99,285.59,281.29
284.59,284.28,285.94,282.66
282.40,283.23,284.91,281.40
284.46,284.23,284.80,281.26
284.20,285.46,286.56,283.28
285.46,280.88,286.00,279.50
281.60,282.00,283.04,280.54
280.96,280.62,281.76,278.73
280.00,284.83,284.94,278.28
287.68,285.10,289.33,284.40
286.49,286.20,287.53,285.25
287.17,284.58,289.00,284.25
285.66,284.37,285.66,283.13
286.12,285.87,286.66,283.47
283.22,281.61,284.45,281.10
282.65,282.99,284.17,279.07
282.71,281.45,284.97,280.69
281.37,278.66,281.37,277.24
278.85,278.24,280.07,277.31
278.36,278.32,281.43,276.65
276.39,277.09,278.29,272.15
278.00,277.29,280.19,274.23
278.35,278.01,284.31,277.62
276.62,274.32,278.43,274.08
276.00,282.49,284.02,275.32
282.15,278.58,283.57,278.48
280.20,282.88,283.72,279.36
286.01,290.18,290.23,283.18
292.12,289.50,292.96,287.44
290.79,289.45,291.58,287.86
290.78,289.73,292.06,288.76
289.90,290.20,290.74,288.64
290.50,291.12,292.70,289.52
290.75,291.35,292.12,287.84
290.10,286.88,292.04,286.31
287.41,286.05,290.57,286.00
288.62,285.37,288.93,282.41
286.58,281.40,288.18,279.99
282.00,277.82,283.04,273.11
280.59,279.95,281.76,278.40
284.57,287.93,288.13,282.98
287.93,290.75,291.25,286.50
290.66,291.36,291.76,289.62
293.19,287.55,296.92,284.83
285.92,281.37,287.82,279.26
281.95,279.65,286.98,279.25
279.71,289.55,290.00,279.04
289.61,293.28,293.84,286.21
293.27,294.92,297.09,292.21
295.00,294.43,295.49,289.91
294.35,298.54,300.00,292.23
297.36,300.65,301.18,295.46
297.96,294.75,299.45,293.81
297.65,290.10,297.68,289.88
289.71,292.93,292.93,286.15
290.61,288.83,292.79,288.03
289.34,291.52,291.75,281.49
292.85,295.28,295.55,290.62
293.79,292.32,295.59,287.90
288.85,279.73,289.73,268.93
279.18,274.41,279.87,273.29
273.93,273.12,275.96,271.67
276.45,279.44,280.22,275.32
279.35,279.65,281.42,277.79
280.39,284.91,285.01,280.09
285.82,286.61,288.77,284.09
290.07,284.23,290.07,281.90
283.82,282.87,285.63,282.07
281.92,281.93,283.34,280.90
281.92,282.40,283.16,281.03
281.70,279.62,284.27,278.80
278.23,276.19,279.41,274.87
276.64,276.46,278.14,275.36
276.00,279.40,279.69,275.06
279.43,278.51,280.42,277.10
279.21,282.29,283.15,278.76
280.66,279.20,280.94,275.91
278.97,278.24,281.74,277.98
279.27,282.71,283.29,278.01
282.15,279.16,283.42,278.07
278.74,280.18,281.69,278.53
276.60,274.32,278.22,274.06
274.06,277.03,277.51,273.89
277.46,283.45,284.47,277.46
283.38,284.17,286.64,281.45
284.53,289.32,290.22,284.07
287.46,288.91,289.76,283.90
288.36,292.66,294.04,287.80
291.42,292.40,293.36,288.91
293.19,294.45,295.55,291.62
293.79,294.65,296.19,291.49
294.34,294.21,295.72,292.84
294.17,290.26,295.14,290.20
289.79,291.66,292.74,286.63
291.48,295.75,295.96,290.91
296.70,300.00,301.74,296.70
298.18,296.25,300.99,296.11
296.43,294.58,297.36,290.45
295.00,293.68,297.84,290.55
290.87,296.70,297.02,290.55
296.70,298.24,299.72,295.61
298.13,299.00,300.98,296.90
299.90,299.40,300.64,297.76
299.14,300.82,300.99,297.68
299.66,300.70,302.47,299.01
301.04,301.07,301.97,297.24
301.22,302.20,303.39,298.89
305.90,299.93,307.98,298.79
298.32,294.67,300.68,292.27
295.66,299.62,300.41,294.85
300.27,304.86,305.69,298.96
304.75,308.33,309.11,302.72
306.60,309.91,312.00,305.65
309.93,307.44,309.93,305.94
308.21,304.69,308.78,304.02
303.00,302.38,306.21,300.99
301.27,300.63,303.12,295.51
299.54,297.31,304.07,295.15
300.06,298.59,301.26,297.54
299.77,300.56,302.39,297.37
300.00,300.69,301.28,297.98
302.00,296.66,302.00,294.89
297.72,298.11,300.67,294.61
301.62,303.30,305.68,301.00
302.34,301.38,305.21,301.16
299.51,296.67,299.51,293.87
298.54,297.74,301.32,296.95
299.23,298.80,301.00,297.79
299.69,297.48,301.36,296.48
297.00,300.48,301.07,296.53
301.00,300.91,303.03,298.84
301.39,300.00,301.39,298.39
299.19,297.20,300.97,296.18
296.98,300.31,301.69,296.54
300.21,297.75,300.40,296.10
297.98,302.28,302.46,297.03
301.01,300.07,304.02,299.43
299.45,298.03,301.27,297.29
298.83,297.14,299.55,296.05
297.00,298.22,299.77,294.37
299.61,299.00,301.26,296.85
297.40,295.19,299.10,294.67
294.71,295.42,297.67,294.07
295.81,295.51,297.23,292.44
295.47,293.53,297.58,290.87
294.23,299.71,301.60,293.48
300.98,300.63,302.82,299.40
300.00,301.55,303.00,299.47
298.59,299.46,300.81,295.64
299.66,297.42,301.02,297.16
297.54,297.70,299.75,296.60
298.85,301.27,301.95,297.28
300.62,302.71,303.27,298.81
303.96,305.50,307.10,301.68
306.26,304.18,306.87,302.68
304.20,303.39,305.50,301.24
303.95,303.97,306.10,302.40
304.25,302.95,304.25,301.49
301.75,291.45,301.75,291.33
294.05,291.94,294.70,289.38
294.07,292.86,295.50,291.28
294.81,295.72,296.27,291.87
293.68,295.90,297.71,291.10
296.08,298.96,299.73,292.80
296.03,293.69,298.48,293.14
296.78,295.44,298.17,294.79
300.46,301.93,302.39,296.58
304.95,304.16,305.50,302.21
304.60,304.90,307.78,303.39
305.22,300.03,305.22,299.22
302.42,302.15,306.26,300.44
301.70,302.37,304.38,299.93
302.24,302.66,304.76,301.82
303.95,299.57,304.99,298.71
298.70,301.69,302.86,298.70
298.67,284.34,298.98,283.72
284.65,274.11,285.00,268.71
273.07,267.00,273.66,266.28
267.52,270.81,272.57,264.96
272.05,272.85,275.22,271.50
271.20,272.51,273.34,267.15
273.32,275.04,275.24,270.31
275.28,273.40,276.72,271.31
273.56,275.80,276.02,271.65
277.67,275.56,280.80,275.22
275.60,269.47,275.60,268.71
269.14,270.16,272.61,267.15
272.72,270.24,274.12,270.11
268.39,267.99,271.03,265.00
267.07,269.53,270.36,264.75
270.12,268.92,270.88,268.09
270.53,273.78,275.21,269.30
272.24,271.32,273.19,269.46
270.94,273.49,275.13,270.76
271.61,268.57,273.29,268.16
268.50,266.63,270.82,266.54
264.63,259.22,266.08,258.97
245.57,247.05,255.00,241.91
253.30,247.40,258.48,247.06
253.15,257.81,258.13,249.03
260.20,263.83,265.00,259.08
262.73,262.25,263.61,259.36
261.39,257.19,262.00,257.01
251.13,252.40,257.13,250.62
256.30,255.51,256.30,252.17
256.92,256.76,259.94,256.00
253.09,250.50,254.89,249.47
255.60,257.52,257.68,253.69
258.73,251.70,259.50,251.23
250.07,251.74,253.98,249.72
251.16,253.63,253.65,249.02
253.72,251.91,255.48,250.83
253.06,256.43,258.29,251.14
256.61,254.40,257.55,253.59
254.35,255.35,258.29,251.45
254.99,251.66,254.99,250.89
253.47,255.99,256.98,252.09
253.16,252.38,254.62,248.83
252.77,254.84,255.67,250.42
252.35,254.02,254.55,250.22
256.94,259.30,261.36,255.29
256.55,249.47,256.97,249.27
249.31,251.20,252.11,247.52
254.44,258.98,259.84,254.44
260.45,262.35,263.69,258.40
258.76,269.35,269.75,256.24
270.97,275.77,276.18,270.05
274.90,275.61,277.25,274.10
277.47,278.27,280.99,275.78
277.28,279.41,280.48,275.09
279.37,280.12,281.85,278.00
279.85,279.00,280.90,277.41
277.28,275.81,280.27,275.53
275.90,276.66,280.14,274.69
279.00,278.18,279.81,274.91
279.05,278.16,279.39,276.30
276.83,280.07,280.72,276.07
280.10,280.99,281.62,277.69
282.36,275.93,282.36,273.75
285.15,294.49,298.06,283.35
296.11,295.87,297.37,291.91
295.03,294.92,296.62,293.86
293.13,293.55,295.99,292.00
294.01,298.27,298.37,292.19
297.89,297.85,299.11,295.60
298.53,297.31,300.56,297.02
296.19,298.42,301.11,296.19
297.65,300.59,302.24,293.87
301.14,301.87,303.75,299.64
300.83,299.11,301.85,298.46
300.96,297.95,301.78,295.03
297.05,296.73,298.96,292.52
295.77,297.57,298.73,294.74
298.92,294.73,298.92,293.75
293.13,290.82,294.55,290.82
290.00,286.35,290.67,285.31
285.70,287.14,288.44,284.70
287.75,284.49,288.57,283.80
284.84,287.70,288.04,284.13
287.27,286.07,288.77,284.50
287.51,286.61,287.95,285.27
286.74,285.66,287.13,285.00
283.02,285.45,285.93,281.01
288.37,286.40,288.59,283.59
286.33,285.53,287.44,284.00
286.72,286.85,287.79,284.19
287.38,289.16,290.30,286.36
288.11,285.37,289.74,284.81
286.39,281.25,288.08,279.81
281.25,284.22,284.46,279.52
282.59,282.86,284.39,281.08
280.30,282.15,283.61,279.54
280.38,280.09,284.96,278.09
281.02,280.16,283.00,278.91
275.43,268.10,278.16,266.37
267.88,269.99,270.27,265.08
271.55,267.99,272.67,266.12
270.40,273.30,273.91,268.45
275.23,269.06,277.59,268.76
267.92,266.94,270.02,265.26
269.61,270.53,270.65,267.24
270.62,273.70,275.93,269.58
275.91,278.35,279.06,274.40
278.22,278.20,279.98,276.50
276.98,278.14,278.53,275.41
280.00,280.30,280.94,277.40
279.73,276.77,279.73,276.18
275.42,276.57,279.89,275.00
271.16,271.71,272.15,268.99
272.45,274.05,275.94,271.40
271.32,270.18,274.60,269.18
266.94,262.03,269.98,261.54
263.02,257.01,264.37,256.75
257.27,253.12,258.02,250.98
255.64,257.29,258.19,251.67
258.69,248.59,258.69,247.71
249.05,256.24,258.03,247.21
247.21,251.28,256.23,247.21
255.21,251.97,257.05,248.49
247.22,246.97,249.08,237.10
247.01,248.81,252.96,245.71
252.60,249.22,254.41,247.70
248.58,245.39,249.67,244.60
246.05,249.60,250.82,243.62
249.14,246.80,253.07,245.64
226.10,199.00,231.40,197.83
199.55,199.79,215.79,199.09
200.00,206.56,209.34,198.86
203.73,194.29,203.83,192.78
196.23,194.70,196.84,190.07
193.48,197.41,198.96,192.00
196.90,187.22,198.76,184.67
181.44,183.74,185.06,180.41
181.21,177.12,182.84,176.63
178.94,182.10,185.41,178.35
178.22,180.45,182.91,177.26
183.13,182.65,184.73,181.33
183.84,187.49,189.88,183.52
188.85,192.41,194.39,187.82
195.05,197.43,201.63,195.00
197.34,204.36,204.49,195.00
205.57,210.89,214.50,205.57
209.00,206.46,213.77,206.37
206.41,210.76,211.46,203.00
211.34,212.60,212.70,208.69
213.05,212.69,215.94,211.99
213.37,210.13,214.51,210.01
212.23,213.51,213.66,209.01
212.56,214.35,215.29,210.75
215.22,216.88,218.69,213.71
218.14,216.22,218.85,214.65
214.42,219.96,220.31,214.42
218.27,212.64,219.73,212.29
213.95,213.19,213.95,209.89
213.26,208.06,214.69,206.73
211.31,211.60,211.87,208.00
215.62,214.87,216.64,210.48
212.72,210.70,217.11,208.74
208.91,207.34,209.86,204.75
207.99,205.56,208.88,204.86
206.00,208.70,209.33,203.04
209.08,210.30,212.01,207.32
208.70,210.32,210.62,207.43
210.56,209.80,213.10,209.45
209.42,211.77,212.35,207.11
212.64,211.04,213.10,209.45
210.10,212.77,213.36,209.28
214.42,215.96,218.00,214.25
215.32,220.00,220.63,213.88
218.69,221.12,221.82,216.50
221.20,214.71,221.58,214.54
212.08,210.00,212.16,207.64
210.98,214.46,214.66,209.28
212.23,212.43,216.00,210.58
213.43,215.27,215.78,212.50
215.30,206.70,216.42,206.39
207.05,204.40,209.16,199.78
206.16,215.14,215.52,204.84
213.50,214.48,216.51,212.30
215.11,214.77,215.94,213.72
213.50,215.00,215.58,212.65
215.01,211.62,216.46,208.23
212.96,217.92,218.84,211.30
202.09,202.60,205.87,197.96
202.33,205.99,207.07,201.61
204.66,203.90,205.30,202.54
202.49,201.68,204.24,201.02
201.18,202.92,203.78,200.75
202.92,201.20,203.44,200.08
200.95,203.31,203.65,200.14
203.64,202.82,204.49,201.04
201.81,201.10,202.30,200.42
200.00,200.75,201.15,199.06
201.00,200.24,202.52,199.96
199.87,203.86,204.04,199.78
203.92,203.30,204.35,202.41
203.56,204.39,206.71,203.56
204.26,204.60,206.11,203.00
205.10,202.08,205.53,200.37
202.50,201.57,204.21,200.66
201.08,205.04,205.48,200.83
204.96,210.84,213.00,203.97
210.84,212.63,214.70,208.65
211.02,205.44,211.52,205.21
206.70,206.41,207.29,205.24
205.54,205.28,207.07,203.64
206.18,209.68,209.95,206.04
210.10,212.84,213.79,210.10
212.66,212.05,214.12,210.23
211.98,215.06,216.86,211.50
215.91,222.19,223.03,213.62
221.70,222.62,223.71,218.92
222.46,224.49,224.82,221.02
223.48,223.60,224.39,221.05
223.61,226.45,227.34,221.39
226.60,225.61,226.75,223.75
225.73,223.79,227.00,222.52
223.42,222.61,224.24,222.05
220.73,215.60,221.30,214.86
215.21,212.93,218.15,212.82
210.49,208.98,211.00,203.22
208.98,207.95,209.84,203.00
207.36,206.55,207.74,201.99
207.04,207.22,208.13,205.45
210.02,200.80,210.45,200.38
200.16,200.01,201.64,194.15
199.71,200.00,201.58,199.33
201.46,201.61,202.41,200.69
192.71,193.14,197.47,192.00
191.61,186.40,193.22,185.02
187.96,187.46,189.76,186.57
188.91,193.82,194.18,188.61
194.40,195.92,195.97,190.02
196.01,195.80,197.11,194.28
193.76,193.68,194.19,192.16
192.70,195.61,197.11,191.59
195.68,197.23,199.91,195.41
199.29,200.96,203.13,198.83
207.30,210.39,217.20,207.05
212.64,213.17,215.57,211.98
214.24,209.43,214.69,208.71
211.04,212.51,213.23,210.06
213.30,213.17,213.64,210.09
211.45,211.30,212.71,209.03
211.25,214.41,214.77,209.84
215.00,215.02,215.48,210.53
229.01,228.85,239.72,219.70
228.20,231.08,234.38,225.48
231.19,230.38,233.35,229.39
230.65,233.00,233.70,229.55
233.46,233.47,235.57,231.92
233.50,233.84,234.83,231.16
233.10,231.62,233.98,229.04
231.89,228.13,231.98,226.57
226.15,222.59,228.07,220.89
221.68,222.32,223.10,220.59
221.97,219.30,222.83,216.60
221.33,222.37,225.26,221.15
222.79,222.91,224.52,221.84
222.91,220.40,223.90,219.06
221.76,218.74,221.76,217.03
219.10,219.94,221.72,218.65
218.67,219.03,220.81,217.42
216.85,215.07,217.10,212.05
213.71,211.85,215.62,210.42
208.70,203.71,209.00,200.78
203.00,202.31,204.30,199.92
200.95,200.14,200.95,193.67
198.66,200.54,201.31,197.68
201.60,201.53,201.99,199.48
201.31,198.22,201.75,197.70
199.40,200.36,201.98,199.02
200.19,198.65,202.04,196.40
199.13,198.81,200.55,197.51
199.18,200.70,200.85,197.92
199.96,204.58,204.94,199.09
204.64,210.19,210.19,203.20
210.96,209.90,213.76,208.32
210.00,213.08,214.09,209.49
212.83,215.70,216.08,212.37
215.34,217.26,219.22,214.76
214.49,208.66,215.89,208.62
207.27,216.49,217.34,206.83
215.98,213.41,219.98,211.92
213.52,213.21,216.72,212.18
212.36,215.40,216.85,211.52
213.79,214.48,215.44,211.67
215.76,216.04,218.64,215.20
216.86,213.74,217.72,211.85
215.04,215.63,216.86,213.02
216.26,218.06,218.60,215.26
216.28,216.99,218.49,216.04
213.37,211.44,213.37,208.82
212.05,213.47,214.61,210.10
213.09,214.21,216.07,212.75
213.78,212.95,216.07,212.15
213.00,214.53,215.89,210.86
214.53,216.90,219.16,213.50
217.62,212.71,218.83,211.85
214.56,216.28,217.34,213.14
215.12,214.05,215.68,212.16
214.75,208.93,214.95,207.94
209.33,208.78,212.03,208.21
209.18,208.25,209.96,205.74
209.13,208.27,209.88,207.49
206.96,206.84,207.97,204.59
208.16,209.77,210.34,206.50
210.80,206.45,213.37,206.22
207.11,211.07,211.64,206.82
212.45,214.78,215.61,211.01
215.74,204.77,215.74,201.80
203.39,199.95,204.71,197.69
202.41,206.49,207.10,201.79
205.76,203.90,206.40,201.33
203.28,202.88,205.57,202.52
204.39,202.56,204.39,200.72
203.50,203.83,205.15,201.79
204.64,204.47,205.02,202.47
204.74,201.74,205.62,199.83
202.06,200.03,202.06,199.35
200.28,200.05,201.67,199.69
199.50,199.80,201.94,198.88
201.98,203.79,204.82,200.12
202.58,201.55,203.72,198.93
199.55,207.32,209.84,198.06
208.86,209.79,210.78,204.85
209.23,211.72,213.53,208.58
213.52,210.80,213.58,206.41
211.19,210.14,212.00,207.27
209.11,210.71,211.54,208.69
212.04,217.55,217.85,211.03
217.92,217.60,218.88,214.77
217.76,228.66,228.99,217.76
228.52,233.12,233.63,227.12
