TROV,TrovaGene,NASDAQ
0.54,0.54,0.54,0.54
0.52,0.52,0.53,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.50,0.51,0.51,0.50
0.50,0.50,0.50,0.50
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.49,0.50,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.50,0.51,0.51,0.50
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.49,0.50,0.50,0.49
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.49,0.50,0.49
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.50,0.50,0.50,0.50
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.20,0.44,0.44,0.20
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.20,0.40,0.40,0.09
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.23,0.23,0.23,0.23
0.40,0.35,0.40,0.33
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.40,0.40,0.40,0.40
0.30,0.35,0.35,0.15
0.20,0.46,0.50,0.20
0.46,0.46,0.46,0.46
0.33,0.33,0.33,0.33
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.50,0.48,0.50,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.33,0.48,0.48,0.33
0.35,0.47,0.47,0.35
0.35,0.48,0.48,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.48,0.48,0.48,0.48
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.25,0.35,0.35,0.25
0.25,0.35,0.35,0.25
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.35,0.40,0.40,0.28
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.33,0.33,0.33,0.33
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.33,0.34,0.45,0.28
0.30,0.30,0.30,0.30
0.31,0.32,0.32,0.30
0.29,0.50,0.50,0.29
0.43,0.45,0.49,0.30
0.40,0.38,0.40,0.38
0.37,0.47,0.48,0.37
0.48,0.34,0.48,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.31,0.33,0.31
0.30,0.27,0.32,0.27
0.46,0.26,0.46,0.26
0.23,0.26,0.26,0.23
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.27,0.27,0.35,0.27
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.27,0.22,0.27,0.22
0.22,0.22,0.22,0.22
0.22,0.23,0.23,0.20
0.30,0.21,0.30,0.19
0.21,0.22,0.24,0.21
0.24,0.52,0.52,0.20
0.45,0.48,0.50,0.45
0.42,0.42,0.42,0.37
0.40,0.36,0.42,0.36
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.37,0.35,0.37,0.35
0.40,0.44,0.44,0.40
0.44,0.44,0.44,0.44
0.40,0.38,0.40,0.38
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.40,0.40,0.40,0.40
0.32,0.39,0.39,0.32
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.35,0.35,0.35,0.35
0.28,0.35,0.35,0.28
0.35,0.40,0.40,0.35
0.40,0.40,0.40,0.40
0.30,0.30,0.36,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.39
0.39,0.29,0.39,0.29
0.36,0.36,0.36,0.36
0.28,0.28,0.28,0.28
0.28,0.28,0.30,0.28
0.28,0.28,0.28,0.28
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.20,0.34,0.20
0.20,0.20,0.25,0.20
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.19,0.14,0.19,0.14
0.15,0.14,0.20,0.13
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.14
0.15,0.15,0.15,0.14
0.13,0.13,0.13,0.13
0.18,0.18,0.18,0.18
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.25,0.21,0.50,0.12
0.21,0.21,0.21,0.21
0.21,0.21,0.21,0.21
0.21,0.21,0.21,0.21
0.21,0.21,0.21,0.21
0.21,0.21,0.21,0.21
0.21,0.21,0.21,0.21
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.23,0.16,0.24,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0.17,0.25,0.25,0.08
0.22,0.22,0.22,0.22
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.20,0.49,0.49,0.20
0.45,0.45,0.50,0.36
0.49,0.50,0.50,0.45
0.46,0.58,0.71,0.46
0.56,0.50,0.56,0.49
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.55,0.59,0.59,0.50
0.60,0.55,0.60,0.51
0.61,0.61,0.62,0.60
0.63,0.65,0.65,0.62
0.65,0.74,0.74,0.62
0.71,0.73,0.73,0.68
0.63,0.73,0.73,0.63
0.73,0.73,0.75,0.67
0.72,0.72,0.72,0.67
0.67,0.71,0.71,0.65
0.65,0.67,0.67,0.60
0.60,0.53,0.67,0.53
0.55,0.56,0.59,0.53
0.56,0.67,0.72,0.56
0.70,0.85,0.85,0.70
0.86,0.86,0.86,0.74
0.79,0.79,0.79,0.79
0.73,0.87,0.87,0.71
0.87,0.87,0.87,0.76
0.75,0.86,0.86,0.75
0.76,0.76,0.76,0.62
0.70,0.88,0.88,0.70
0.85,0.68,0.85,0.68
0.65,0.65,0.65,0.65
0.68,0.68,0.68,0.63
0.68,0.68,0.68,0.68
0.65,0.64,0.68,0.62
0.63,0.63,0.63,0.61
0.64,0.62,0.64,0.62
0.64,0.86,0.86,0.64
0.86,0.86,0.86,0.86
0.85,0.95,0.95,0.85
0.61,0.75,0.75,0.61
0.75,0.85,0.85,0.75
0.85,0.85,0.93,0.85
0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82
0.61,0.75,0.75,0.61
0.72,0.61,0.80,0.61
0.70,0.80,0.80,0.70
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.80,0.62,0.80,0.61
0.62,0.68,0.68,0.57
0.56,0.56,0.56,0.56
0.69,0.69,0.69,0.69
0.69,0.69,0.69,0.69
0.55,0.60,0.79,0.55
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.68,0.70,0.70,0.60
0.60,0.58,0.60,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.58,0.58,0.58,0.58
0.56,0.70,0.70,0.56
0.70,0.70,0.75,0.70
0.56,0.65,0.65,0.53
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.55,0.65,0.65,0.55
0.53,0.53,0.53,0.53
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.57,0.65,0.65,0.53
0.51,0.65,0.65,0.51
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.54,0.54,0.54,0.53
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.62,0.55,0.62,0.55
0.55,0.61,0.62,0.51
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.54,0.54,0.54,0.54
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.56,0.60,0.60,0.56
0.60,0.60,0.60,0.60
0.55,0.55,0.55,0.55
0.51,0.52,0.55,0.51
0.54,0.57,0.57,0.54
0.55,0.51,0.55,0.51
0.52,0.45,0.52,0.45
0.45,0.45,0.45,0.45
0.63,0.63,0.63,0.63
0.45,0.51,0.52,0.40
0.51,0.51,0.51,0.51
0.37,0.41,0.41,0.35
0.37,0.43,0.43,0.37
0.35,0.40,0.40,0.35
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.35,0.39,0.39,0.35
0.35,0.35,0.35,0.35
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.48,0.48,0.35
0.48,0.48,0.48,0.48
0.51,0.56,0.59,0.51
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.51,0.51,0.51,0.51
0.55,0.55,0.55,0.55
0.57,0.45,0.57,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.55,0.55,0.55,0.55
0.55,0.51,0.55,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.55,0.43,0.55,0.43
0.55,0.57,0.57,0.43
0.60,0.55,0.60,0.55
0.55,0.55,0.55,0.55
0.55,0.55,0.55,0.55
0.50,0.60,0.60,0.50
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.65,0.70,0.60
0.65,0.79,0.80,0.65
0.73,0.70,0.77,0.68
0.77,0.75,0.77,0.75
0.75,0.73,0.75,0.73
0.75,0.75,0.75,0.75
0.77,0.80,0.80,0.77
0.80,0.89,0.89,0.80
0.90,0.80,0.90,0.78
0.88,0.78,0.89,0.78
0.78,0.80,0.80,0.78
0.80,0.77,0.80,0.77
0.77,0.77,0.77,0.77
0.77,0.80,0.80,0.77
0.80,0.86,0.90,0.80
0.88,0.85,0.88,0.77
0.80,0.78,0.82,0.78
0.80,0.80,0.80,0.80
0.93,0.76,0.93,0.76
0.80,0.80,0.80,0.80
0.79,0.77,0.80,0.77
0.80,0.80,0.80,0.80
0.80,0.77,0.80,0.77
0.77,0.77,0.77,0.77
0.77,0.77,0.77,0.77
0.79,0.77,0.79,0.77
0.80,0.77,0.80,0.75
0.77,0.77,0.77,0.77
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.80,0.75
0.75,0.75,0.75,0.75
0.75,0.63,0.75,0.63
0.67,0.67,0.67,0.67
0.70,0.72,0.72,0.70
0.71,0.71,0.71,0.71
0.71,0.71,0.71,0.71
0.72,0.72,0.72,0.72
0.75,0.75,0.75,0.75
0.76,0.76,0.76,0.76
0.76,0.76,0.76,0.76
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73
0.76,0.75,0.76,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.70,0.75,0.70
0.70,0.70,0.70,0.70
0.75,0.75,0.79,0.75
0.75,0.75,0.75,0.75
0.71,0.72,0.72,0.69
0.51,0.68,0.69,0.31
0.68,0.68,0.68,0.68
0.70,0.70,0.70,0.70
0.75,0.80,0.80,0.75
0.85,0.69,0.85,0.69
0.72,0.63,0.72,0.63
0.62,0.62,0.64,0.62
0.61,0.61,0.61,0.58
0.61,0.65,0.72,0.61
0.70,0.85,0.90,0.70
0.87,0.88,0.88,0.83
0.88,0.92,0.96,0.87
0.93,0.94,0.97,0.87
0.94,0.93,0.94,0.90
0.93,1.02,1.02,0.93
1.02,1.11,1.11,1.00
1.04,0.85,1.11,0.85
0.90,0.95,1.00,0.86
0.98,0.93,1.00,0.93
0.90,0.91,0.91,0.83
0.85,0.91,0.91,0.85
0.92,0.99,1.00,0.92
0.99,0.99,1.00,0.99
0.99,0.99,0.99,0.99
0.96,0.99,1.00,0.95
0.97,0.98,0.99,0.91
0.98,1.00,1.00,0.90
0.95,0.98,0.98,0.88
0.98,0.98,0.98,0.98
0.90,0.81,0.90,0.79
4.00,3.52,4.00,3.52
3.17,3.90,4.00,3.17
4.00,3.60,4.02,3.60
4.01,3.70,4.01,3.65
3.65,3.80,3.81,3.55
3.60,4.00,4.00,3.60
4.01,3.81,4.01,3.76
4.00,3.99,4.00,3.70
3.97,3.76,4.22,3.74
4.24,3.85,4.24,3.69
3.71,3.79,3.99,3.70
3.80,3.82,3.82,3.69
3.70,3.25,3.85,3.25
3.74,3.68,3.80,3.56
3.85,3.65,4.00,3.65
3.90,3.85,3.90,3.75
4.20,3.85,4.20,3.71
3.90,3.90,3.90,3.72
3.86,3.85,3.95,3.74
3.85,3.83,3.95,3.70
3.74,3.68,3.80,3.65
3.70,3.76,3.85,3.70
3.70,3.90,3.90,3.70
3.87,3.84,3.87,3.78
3.85,3.82,3.85,3.82
3.85,3.70,3.85,3.70
3.70,3.66,3.80,3.65
3.85,3.76,3.85,3.61
3.76,3.75,3.76,3.66
3.79,3.80,3.80,3.70
3.70,3.71,3.80,3.66
3.80,3.75,3.80,3.70
3.75,3.80,4.00,3.70
3.88,3.57,3.89,3.40
3.67,3.36,3.73,3.25
3.31,3.21,3.62,3.10
3.22,3.25,3.50,2.98
3.20,2.80,3.20,2.11
3.00,2.90,3.24,2.80
3.15,2.82,3.15,2.63
2.84,2.83,2.97,2.65
2.71,2.69,2.95,2.58
2.60,2.69,2.77,2.58
2.64,2.59,2.64,2.53
2.55,2.65,2.68,2.55
2.79,2.79,2.86,2.54
2.80,2.65,2.85,2.61
2.57,2.55,2.58,2.53
2.56,2.53,2.65,2.53
2.54,2.35,2.54,2.23
2.25,2.29,2.31,2.25
2.22,2.35,2.40,2.22
2.36,2.32,2.36,2.25
2.30,2.25,2.30,2.25
2.26,2.17,2.30,2.15
2.20,2.21,2.30,2.20
2.20,2.29,2.33,2.11
2.25,2.45,2.47,2.23
2.31,2.42,2.42,2.31
2.45,2.39,2.46,2.36
2.45,2.35,2.46,2.31
2.29,2.26,2.29,2.15
2.12,2.20,2.20,2.12
2.15,2.19,2.33,2.09
2.30,2.16,2.30,2.15
2.15,2.16,2.16,2.15
2.16,2.18,2.26,2.16
2.23,2.21,2.30,2.20
2.33,2.45,2.45,2.33
2.46,2.77,2.83,2.46
2.94,2.83,2.94,2.65
2.98,2.91,2.98,2.84
2.99,2.87,2.99,2.80
2.87,2.84,2.94,2.67
2.88,2.82,2.94,2.64
2.67,2.66,2.79,2.66
2.47,2.78,2.82,2.47
2.83,2.94,2.95,2.83
3.00,3.02,3.11,2.96
3.17,3.09,3.17,3.06
3.09,3.09,3.19,2.90
3.15,3.27,3.27,3.07
3.27,3.25,3.30,3.17
3.30,3.45,3.45,3.30
3.45,3.55,3.60,3.45
3.61,3.55,3.61,3.30
3.54,3.52,3.55,3.31
3.52,3.51,3.60,3.36
3.36,3.52,3.60,3.35
3.50,3.61,3.65,3.50
3.65,3.62,3.69,3.38
3.64,3.59,3.74,3.44
3.54,3.79,3.82,3.54
3.81,3.80,3.87,3.75
3.84,3.84,3.87,3.63
3.85,4.00,4.03,3.72
4.05,4.06,4.22,4.05
4.02,4.12,4.15,4.00
4.15,4.20,4.25,4.12
4.25,4.31,4.35,4.20
4.34,4.50,4.65,4.34
4.50,4.27,4.55,4.17
4.11,4.05,4.15,4.01
4.00,4.15,4.15,3.85
4.19,4.12,4.24,4.12
4.07,3.90,4.07,3.84
3.86,4.00,4.04,3.81
4.10,4.06,4.12,4.06
3.84,4.01,4.07,3.84
3.90,4.00,4.05,3.88
4.03,3.87,4.06,3.81
3.90,3.99,4.15,3.90
4.09,3.97,4.10,3.90
4.10,3.99,4.10,3.80
4.08,3.92,4.14,3.90
3.80,3.99,4.04,3.80
4.00,4.13,4.20,3.93
4.10,4.08,4.20,4.02
4.01,4.09,4.12,4.01
4.09,4.04,4.12,4.04
4.04,4.09,4.12,4.04
4.00,4.09,4.10,4.00
3.98,4.20,4.20,3.98
4.25,4.11,4.30,4.11
4.13,4.11,4.19,4.11
4.11,4.94,4.95,4.11
5.00,4.77,5.00,4.61
4.80,4.86,4.88,4.66
4.98,4.92,5.01,4.20
4.80,5.00,5.10,4.75
5.09,4.98,5.15,4.90
5.00,5.00,5.06,4.96
4.98,4.87,5.00,4.75
4.75,4.72,4.77,4.65
5.00,4.61,5.00,4.57
4.74,4.90,5.05,4.74
4.97,5.73,5.77,4.90
5.81,6.27,6.27,5.77
6.11,6.03,6.27,5.78
6.18,6.20,6.45,6.05
6.18,6.91,6.91,6.06
7.08,7.41,7.75,7.06
7.44,7.28,7.49,6.83
7.01,7.05,7.25,6.88
7.01,6.88,7.11,6.73
7.02,7.02,7.03,6.75
7.03,6.91,7.11,6.91
6.95,6.93,7.00,6.65
7.11,6.93,7.11,6.70
6.98,6.67,7.21,6.33
6.72,7.32,7.35,6.72
7.40,7.00,7.41,6.82
7.09,7.10,7.14,6.56
7.15,7.23,7.24,6.94
7.25,7.58,7.60,7.10
7.55,8.45,8.55,7.35
8.60,8.77,8.96,8.45
8.85,8.54,8.89,8.11
8.59,7.96,8.59,7.90
7.93,8.20,8.50,7.80
8.37,7.95,8.53,7.80
8.50,7.94,8.50,7.69
7.91,8.01,8.25,7.81
7.99,8.46,8.46,7.90
8.54,7.34,8.54,6.87
7.39,7.04,7.58,7.00
7.00,7.15,7.50,6.90
7.29,6.87,7.40,6.83
7.28,6.90,7.28,6.42
7.23,7.09,7.23,6.49
7.40,7.07,7.40,6.96
7.11,7.15,7.39,6.90
7.22,7.09,7.29,6.91
7.06,7.04,7.09,6.73
7.04,6.76,7.04,6.70
6.75,6.75,6.99,6.50
7.35,7.16,7.38,6.94
7.15,6.99,7.15,6.92
7.06,6.94,7.08,6.81
6.86,6.94,7.21,6.78
6.98,6.93,7.20,6.87
7.01,6.81,7.19,6.75
6.89,6.71,7.02,6.49
6.83,6.51,6.83,6.33
6.63,5.63,6.63,5.09
5.64,6.08,6.08,5.56
6.12,6.20,6.39,6.00
6.62,6.15,6.62,6.01
6.15,6.13,6.20,5.82
6.34,6.18,6.34,6.10
6.18,6.10,6.22,6.04
6.17,6.13,6.30,6.02
6.25,6.19,6.30,6.09
6.39,6.15,6.39,6.00
6.25,5.71,6.25,5.71
5.65,6.02,6.15,5.50
6.10,5.75,6.10,5.75
6.07,5.76,6.07,5.76
5.82,5.72,5.82,5.58
6.00,6.10,6.20,5.75
6.22,5.89,6.22,5.89
6.02,5.91,6.05,5.73
5.90,5.93,6.07,5.90
6.10,5.90,6.10,5.86
5.92,5.83,6.06,5.80
5.82,5.75,5.90,5.75
6.43,6.10,6.69,5.91
6.31,6.26,6.41,6.06
6.47,6.18,6.47,6.17
6.25,6.11,6.39,6.11
6.10,6.12,6.35,6.07
6.28,6.29,6.36,6.16
6.35,6.12,6.35,6.05
6.06,6.19,6.25,6.06
6.20,6.10,6.29,6.06
6.21,6.22,6.26,6.07
6.21,5.83,6.22,5.78
5.90,5.71,5.97,5.62
5.80,5.90,6.14,5.80
5.91,5.93,6.09,5.80
5.87,5.83,5.96,5.75
5.89,5.44,5.89,5.39
5.44,5.39,5.60,5.36
5.39,5.40,5.52,5.32
5.27,5.35,5.42,5.27
5.39,5.29,5.41,5.27
5.30,5.36,5.57,5.28
5.74,5.93,6.05,5.59
6.10,5.97,6.10,5.84
5.99,5.92,5.99,5.85
5.97,5.90,5.97,5.83
5.92,5.73,5.92,5.73
5.90,6.19,6.20,5.68
6.45,6.74,6.93,6.28
7.01,6.84,7.23,6.81
7.00,7.02,7.20,6.85
7.20,6.76,7.20,6.51
6.76,6.77,6.98,6.70
6.95,6.60,6.95,6.54
6.55,6.62,6.75,6.51
6.78,6.46,6.78,6.36
6.36,5.98,6.69,5.87
5.92,6.69,6.69,5.83
6.75,6.85,7.21,6.31
6.92,6.84,6.92,6.53
6.65,6.34,6.86,6.21
6.63,6.95,7.06,6.35
6.90,6.89,7.10,6.71
7.00,6.80,7.20,6.69
6.84,6.62,6.84,6.56
6.68,6.90,7.00,6.60
6.97,6.93,6.98,6.63
6.85,6.66,6.89,6.54
6.62,6.34,6.70,6.31
6.50,6.30,6.68,6.16
6.40,6.46,6.53,6.21
6.54,6.42,6.54,6.36
6.49,6.47,6.60,6.40
6.50,6.35,6.50,6.20
6.34,6.61,6.61,6.01
6.50,6.32,6.80,6.22
6.21,6.41,6.47,6.16
6.49,6.39,6.50,6.22
6.36,6.41,6.47,6.32
6.43,6.46,6.54,6.30
6.35,6.34,6.55,6.17
