LMT,Lockheed Martin Corporation Common Stock,NASDAQ
106.26,105.04,106.93,105.00
105.50,105.06,106.13,105.00
104.71,103.83,104.92,103.51
104.50,103.67,104.61,103.54
104.50,105.77,105.91,104.36
106.15,107.36,107.63,106.01
107.11,108.46,108.86,107.11
108.46,108.06,108.85,107.89
107.96,106.40,107.96,105.94
106.29,107.20,107.38,105.54
107.58,108.66,108.67,107.37
109.05,109.17,109.39,108.72
109.73,109.57,110.31,109.15
109.62,111.52,111.68,109.48
112.38,113.10,113.16,112.02
113.12,112.53,113.57,111.78
112.75,114.37,114.37,112.46
114.33,112.60,114.51,112.57
112.99,114.08,114.08,112.90
114.18,115.39,115.39,114.07
114.98,115.55,115.63,114.69
115.80,115.65,115.90,115.18
118.20,117.92,119.61,117.01
118.57,119.12,120.38,118.23
117.60,119.50,119.52,117.30
119.00,120.00,120.05,118.81
118.82,119.99,120.39,118.81
120.52,120.09,120.92,119.48
120.44,120.12,121.57,119.32
120.76,122.17,122.24,120.75
123.12,123.77,124.08,121.94
123.55,124.15,124.63,123.23
124.04,124.26,124.53,123.87
124.00,124.54,124.70,123.70
125.00,124.64,125.00,123.81
124.51,124.02,124.70,123.60
123.84,123.00,124.18,122.98
123.27,124.06,124.30,123.00
124.00,123.62,124.28,123.35
122.75,122.13,123.36,121.83
121.83,122.20,122.78,121.70
121.92,121.91,122.58,121.25
121.92,122.41,123.97,121.92
122.37,122.93,123.93,121.87
123.32,123.71,124.57,123.05
123.72,126.00,126.30,123.59
126.00,125.19,126.73,125.10
124.45,123.14,125.82,122.80
123.26,123.30,124.00,123.22
122.43,122.34,123.05,122.03
122.58,122.42,122.67,121.72
123.35,123.63,124.36,123.10
123.35,124.27,124.86,123.25
123.58,124.14,124.36,123.07
124.54,123.73,124.88,122.54
123.97,124.07,124.87,123.82
124.69,125.07,125.80,124.34
124.91,126.57,126.57,124.91
126.31,126.54,127.39,126.20
126.97,127.25,127.32,126.02
128.21,128.46,129.17,127.90
128.47,129.64,129.76,128.21
129.65,130.84,130.89,128.45
131.00,130.39,131.60,130.20
130.44,128.00,130.63,128.00
128.12,127.62,128.86,127.00
127.88,128.14,129.22,127.88
127.69,127.86,128.45,127.29
128.15,129.85,129.95,128.01
129.59,129.24,129.85,128.07
128.08,127.55,128.58,127.25
127.77,127.50,128.30,127.44
127.11,125.08,127.15,124.10
124.91,122.83,124.92,122.10
123.15,122.50,123.41,121.52
122.17,123.56,124.96,121.83
123.63,122.46,123.95,122.39
122.62,122.03,123.14,121.75
122.71,126.68,126.70,122.71
126.21,126.17,126.58,125.75
125.84,127.50,127.63,125.33
127.47,125.90,127.63,125.72
126.66,127.86,127.99,126.03
127.57,129.36,129.45,127.09
129.61,128.90,129.61,128.65
128.90,125.30,129.06,125.09
129.59,130.05,130.18,127.29
130.00,131.98,132.03,130.00
132.02,132.62,132.99,131.39
132.41,134.00,134.19,131.90
133.76,133.23,134.38,132.95
133.40,133.66,133.89,132.87
134.12,133.72,134.96,133.32
134.01,133.34,134.78,133.16
133.54,134.55,136.84,133.43
135.00,135.74,136.00,134.91
135.33,135.47,136.36,135.05
135.53,136.87,136.93,135.53
136.89,136.20,138.15,136.09
136.17,138.11,138.15,136.01
137.92,137.15,137.92,136.30
137.15,137.23,137.24,136.40
136.54,137.26,137.38,135.54
137.74,138.29,138.40,137.00
137.93,137.45,138.04,136.39
137.62,137.85,138.85,137.62
138.11,138.97,139.35,137.72
138.84,137.19,138.84,136.99
137.63,138.67,139.01,137.26
139.07,140.88,140.94,138.77
141.16,141.76,142.13,140.80
141.50,143.06,143.42,141.31
142.09,143.94,144.43,142.09
143.87,141.67,144.27,141.24
141.85,139.70,142.50,139.43
139.31,138.77,139.70,137.70
138.57,136.23,138.68,135.39
136.26,136.66,137.56,136.01
137.90,138.19,138.50,137.22
138.50,138.93,139.29,138.29
138.71,139.31,139.86,138.40
139.50,137.46,139.50,137.24
137.22,137.98,138.68,137.22
138.64,139.03,139.20,138.20
139.13,140.05,140.41,139.03
140.46,140.85,140.99,139.86
140.93,143.73,143.99,140.00
143.75,142.99,143.75,141.87
143.39,144.21,144.93,142.90
144.95,145.06,146.00,144.74
145.17,146.14,146.28,145.00
146.34,148.84,149.21,146.18
149.26,148.13,149.99,147.52
148.04,146.98,148.77,146.01
147.31,148.66,148.86,147.31
147.05,146.07,147.79,145.84
146.50,147.06,147.33,146.48
147.30,146.28,148.09,146.10
149.00,148.61,149.30,147.50
148.39,148.50,149.10,147.71
149.00,148.73,150.43,148.54
148.99,149.45,149.69,147.55
153.70,150.92,154.35,150.51
151.13,151.42,151.93,149.19
151.42,153.50,154.34,151.10
153.00,153.49,153.52,152.62
153.73,153.82,153.99,153.01
154.00,154.10,156.54,153.79
155.00,156.65,157.05,154.26
157.11,150.49,158.43,150.30
151.33,147.76,151.33,146.68
148.12,147.02,149.09,145.12
147.01,148.28,148.82,146.80
147.14,147.35,148.24,146.50
148.59,148.66,150.29,147.67
147.07,150.91,151.99,145.94
150.54,147.74,152.00,147.42
147.79,148.18,148.97,144.69
147.74,150.39,151.97,147.43
149.73,151.74,152.64,149.50
151.90,155.13,155.70,151.06
154.75,153.98,155.41,153.51
154.57,157.56,158.32,154.18
158.71,158.92,159.45,157.97
157.66,159.80,160.76,156.54
159.80,162.89,163.24,159.31
161.53,162.70,163.95,161.53
162.60,162.65,164.71,162.01
163.00,164.27,165.89,162.92
165.00,164.33,165.44,163.37
165.62,166.14,168.41,164.80
166.58,163.61,167.43,163.10
163.30,160.83,164.41,160.81
160.40,161.44,161.67,159.51
161.15,162.30,163.31,161.15
160.82,163.55,164.21,160.52
164.29,165.64,166.17,164.29
166.23,166.82,167.43,165.50
166.85,166.84,167.48,166.40
167.50,166.57,167.87,165.97
165.69,165.48,166.70,165.11
165.37,163.80,165.70,163.72
163.47,163.86,164.00,162.00
164.53,162.83,165.11,162.32
162.54,162.42,164.60,162.15
163.44,164.07,164.65,163.08
164.85,163.98,165.09,163.85
164.37,160.90,164.58,160.01
161.12,159.93,162.47,159.37
161.00,157.40,161.37,157.40
158.53,158.19,159.37,157.01
158.75,160.57,161.13,158.58
160.84,159.64,162.09,159.62
159.29,158.88,159.95,158.02
159.53,160.54,161.37,159.24
162.25,163.24,163.55,161.60
163.52,163.71,164.13,162.53
164.00,164.70,164.77,162.68
165.00,163.75,165.13,163.70
164.95,159.61,164.95,159.42
159.38,157.74,160.61,157.48
157.57,156.65,157.80,154.75
158.03,158.83,159.95,156.92
159.08,155.43,159.65,155.31
154.97,153.82,155.39,153.54
155.00,155.82,157.16,154.29
155.55,157.39,157.59,154.21
158.44,159.44,159.47,156.87
158.25,160.25,160.49,158.25
163.24,161.49,163.24,160.36
164.68,156.69,164.71,156.20
156.81,161.98,162.43,155.82
162.43,160.62,162.59,159.60
160.22,161.09,161.49,158.69
161.33,161.37,162.27,159.80
161.30,161.99,162.53,160.91
162.02,164.14,164.38,161.35
163.72,162.85,164.84,162.32
163.00,163.90,164.11,162.70
163.50,165.12,165.37,162.79
164.66,163.49,165.30,163.19
164.00,164.20,164.47,162.57
164.18,164.39,165.35,163.64
164.15,165.18,165.20,163.38
165.50,166.92,167.17,165.30
166.92,167.64,167.98,166.33
167.99,165.26,168.00,164.85
164.82,163.54,165.42,162.77
163.69,162.10,164.29,162.01
162.15,162.30,163.24,161.70
162.49,160.57,162.50,159.89
161.16,161.89,162.08,160.85
162.07,161.82,162.38,161.26
162.67,162.64,163.24,161.90
163.13,162.95,163.23,162.01
163.43,162.10,164.60,161.87
161.12,163.15,163.39,160.58
162.73,163.65,163.96,162.29
163.88,164.11,164.41,162.63
164.11,163.89,164.48,163.19
163.49,164.52,164.72,162.99
164.53,166.33,166.51,164.53
166.53,167.17,167.23,166.35
166.21,168.08,168.87,165.70
167.99,167.34,168.07,166.28
166.52,164.53,166.94,164.03
164.30,162.64,164.76,162.18
162.96,164.04,164.59,162.66
163.86,165.14,165.63,163.53
165.00,164.24,165.64,163.55
164.13,163.79,164.22,162.05
164.01,164.20,165.62,163.30
163.75,165.40,165.70,163.75
165.27,163.95,165.81,163.32
163.28,162.51,164.50,162.46
162.65,162.45,162.91,161.44
162.81,162.05,162.81,160.51
162.28,162.70,162.93,161.86
162.76,160.73,162.83,160.36
160.04,160.64,161.77,158.59
160.77,158.98,160.88,158.20
159.80,159.90,160.38,159.11
159.25,158.30,159.71,157.71
158.44,157.21,158.44,156.96
158.12,157.93,158.73,157.43
156.23,158.18,159.04,156.23
158.13,160.31,160.62,157.93
160.78,161.81,161.98,160.50
161.73,162.62,163.49,161.47
163.08,161.55,163.46,161.15
161.11,161.33,163.20,160.56
161.82,162.49,162.54,161.06
162.00,162.98,163.67,161.19
164.50,167.87,168.18,164.39
167.76,168.10,169.21,167.22
168.53,169.97,170.12,167.82
169.33,170.04,170.69,169.19
169.99,170.00,170.57,168.30
170.50,169.33,170.66,169.24
170.24,170.18,171.36,168.84
169.08,166.97,169.24,166.97
166.72,167.12,168.77,166.19
167.56,168.29,168.58,167.03
167.79,166.93,169.16,166.56
166.08,163.05,166.08,162.71
164.28,162.95,164.62,162.52
163.11,165.80,166.19,163.10
166.86,166.15,166.93,166.00
166.15,165.78,167.15,165.26
166.15,169.09,169.40,166.15
169.34,169.50,170.21,168.86
169.91,169.16,170.50,167.94
170.20,171.52,172.10,170.04
172.02,172.13,172.40,171.29
172.15,175.31,175.47,172.13
174.92,175.10,175.49,174.18
174.71,175.15,176.13,174.36
175.75,176.53,177.07,175.43
176.97,176.61,177.01,176.04
176.99,176.52,177.19,176.00
174.67,174.10,175.05,173.74
174.76,174.00,175.09,173.75
175.14,173.80,175.31,173.07
174.94,173.50,175.64,173.21
173.99,173.04,174.49,172.76
173.17,174.58,174.65,172.37
174.52,174.77,175.57,174.36
175.60,174.94,176.35,174.84
174.96,174.59,175.03,173.72
174.38,174.20,174.77,173.58
174.17,174.43,174.99,173.71
174.42,175.60,175.78,173.92
175.13,177.19,177.94,175.02
177.78,178.80,179.65,177.45
179.37,179.57,179.72,178.30
180.49,180.74,181.22,180.22
179.72,178.99,180.76,178.76
178.53,176.34,178.98,175.92
176.28,178.39,178.50,176.28
178.10,177.44,178.74,176.26
177.54,181.58,182.27,177.54
181.80,181.36,182.79,180.11
182.60,182.78,184.09,182.13
181.15,177.89,181.15,177.08
177.66,176.35,178.30,175.79
177.67,178.34,179.34,176.92
179.62,176.92,179.70,176.67
176.40,173.02,176.56,173.00
173.27,176.35,176.55,171.83
176.32,174.55,176.56,173.55
174.68,174.47,176.78,173.70
173.97,172.88,176.45,172.78
173.55,176.11,177.75,173.14
174.01,175.19,176.02,170.26
173.23,174.72,176.73,172.45
176.84,176.24,177.89,175.86
175.93,175.53,176.37,173.93
170.15,172.61,173.85,166.28
171.00,176.01,177.84,170.71
177.09,180.67,181.63,177.09
181.67,181.33,181.76,179.42
181.69,183.00,183.10,180.70
184.10,185.55,185.55,182.68
186.03,186.43,186.78,184.91
185.96,189.29,189.62,184.83
191.40,190.57,191.92,189.66
191.30,190.75,191.93,188.63
190.84,190.79,192.94,190.29
192.19,189.73,192.34,188.28
190.00,189.88,190.47,189.08
189.38,186.15,189.41,184.91
186.46,186.99,187.26,185.76
187.00,187.12,188.44,186.74
186.93,186.87,187.82,186.35
187.18,187.97,189.05,186.93
187.99,186.60,188.00,185.91
186.69,185.51,187.18,185.36
185.28,186.56,187.24,184.50
186.07,186.00,186.76,185.41
185.65,185.56,185.98,184.39
187.96,187.93,188.28,187.18
188.28,188.82,189.26,188.00
188.82,188.67,190.04,188.55
187.50,189.15,189.55,187.13
189.62,191.56,192.58,189.00
190.93,191.10,191.88,190.02
190.67,190.11,191.57,189.32
190.20,189.68,190.67,189.65
189.98,189.73,190.25,188.47
189.07,189.87,190.18,188.47
190.00,189.85,190.61,188.77
188.31,190.62,190.75,188.13
189.75,187.91,190.70,187.56
188.76,189.25,190.40,188.04
187.28,185.18,188.04,184.78
185.59,184.21,187.26,183.06
184.00,185.39,188.43,183.99
185.39,185.15,185.93,182.41
187.55,191.64,191.72,186.04
191.55,192.85,194.24,191.01
193.40,196.45,196.96,193.40
198.50,195.77,198.72,195.75
195.97,196.43,197.91,195.79
196.71,196.84,197.81,196.58
196.93,195.64,196.93,194.71
195.24,195.43,196.41,195.00
194.91,192.57,195.97,192.52
192.10,193.31,194.48,191.04
192.90,189.29,194.50,188.60
189.62,188.40,190.99,186.80
189.32,190.83,191.02,189.22
190.90,195.13,196.88,190.90
195.09,195.02,197.07,194.82
195.51,194.47,196.23,193.71
196.14,194.35,198.44,192.68
194.15,193.23,194.24,191.63
194.16,192.37,194.73,191.85
191.88,194.71,194.77,191.88
196.63,195.75,196.99,193.01
195.00,195.50,196.75,194.11
197.00,198.09,198.56,195.28
197.99,197.44,198.88,196.95
196.25,195.68,196.92,193.03
193.00,190.55,193.49,190.32
191.84,189.25,194.80,189.00
189.26,192.50,192.53,187.10
189.77,188.37,190.96,188.28
188.41,189.33,189.76,186.01
190.38,192.00,192.30,189.59
191.34,192.28,193.53,190.62
193.08,194.06,194.47,191.58
194.29,195.24,196.95,192.90
194.35,193.02,194.99,192.70
195.10,195.67,195.98,193.88
195.17,196.31,197.18,195.00
196.71,197.48,198.23,196.39
197.29,196.95,198.39,196.19
196.53,197.57,198.30,195.77
197.57,198.57,198.58,196.95
198.56,201.71,201.74,197.97
200.86,203.99,204.00,200.28
204.00,205.59,205.66,203.20
205.51,206.62,206.93,204.82
207.05,204.86,207.06,204.50
203.25,201.33,203.84,200.53
201.00,200.05,201.94,200.00
200.05,203.02,203.13,200.05
202.45,199.93,202.45,199.43
199.70,198.97,200.08,198.78
199.37,199.10,200.03,198.75
198.38,197.66,198.64,196.71
197.42,199.74,200.49,197.21
198.41,197.58,198.98,197.31
197.94,197.21,198.41,196.91
197.54,198.78,198.95,197.54
197.97,197.11,199.01,195.60
198.22,202.11,202.30,198.10
201.48,200.67,202.00,200.03
200.77,202.60,203.49,198.36
202.50,202.19,203.36,201.04
203.05,203.77,204.04,201.67
203.33,202.92,204.59,202.92
202.34,203.30,204.37,200.95
203.34,199.02,204.00,199.00
197.57,200.56,201.12,196.26
200.56,202.23,202.87,200.24
203.50,204.89,206.19,203.00
203.46,202.96,205.17,202.96
202.10,198.76,202.47,197.43
199.37,198.72,199.56,197.67
199.33,200.53,201.12,197.85
201.00,200.15,202.55,199.90
200.45,200.81,201.89,199.63
200.52,201.44,201.91,200.29
201.37,200.40,202.19,200.28
200.03,197.05,201.13,196.82
196.89,197.34,197.77,196.35
198.27,197.21,199.46,197.04
196.58,197.12,198.04,195.67
195.80,194.82,196.44,193.94
195.28,196.80,197.65,195.00
198.05,196.29,198.34,195.11
196.70,197.63,198.09,195.21
197.49,197.20,198.93,196.05
197.01,195.37,197.24,195.00
195.64,193.84,196.58,193.53
193.75,194.02,194.27,191.59
193.38,191.29,194.07,190.93
190.97,186.60,191.46,185.65
186.80,189.00,189.15,186.80
189.20,189.69,190.85,189.15
189.25,187.35,189.90,187.11
188.51,186.83,189.07,185.91
186.65,188.21,188.95,186.34
189.96,190.48,191.04,189.48
189.81,190.47,191.18,189.54
189.22,190.61,191.31,188.55
190.97,191.00,191.99,190.81
191.62,193.05,193.35,191.47
193.03,192.36,193.81,192.10
192.45,193.08,193.63,192.36
193.02,193.38,194.31,192.91
193.90,193.25,193.90,192.46
193.57,193.11,193.94,192.52
193.26,192.86,193.36,192.16
192.68,190.51,192.68,190.14
190.45,191.35,191.59,190.04
189.41,190.12,190.76,188.93
189.93,188.20,190.10,187.62
189.48,191.07,192.25,188.37
190.61,190.77,191.29,188.80
191.42,191.89,192.33,190.79
190.76,190.17,192.29,189.99
189.41,189.33,189.77,188.43
189.34,189.37,190.83,189.06
190.43,189.35,190.54,189.30
189.35,189.28,190.65,188.84
189.42,191.48,191.54,189.42
190.59,190.98,191.53,190.22
190.00,189.92,190.58,189.01
189.26,190.82,191.14,188.89
191.36,191.02,191.78,189.72
191.50,192.75,194.49,191.39
192.69,191.14,192.69,190.99
191.95,192.08,192.98,191.66
192.43,191.64,192.95,190.88
191.22,190.17,191.79,190.12
190.50,189.99,191.17,189.68
190.53,188.64,190.56,188.51
187.59,185.52,188.52,185.41
187.17,185.90,187.79,185.33
186.01,188.17,188.29,186.01
188.71,187.30,188.79,186.76
186.73,187.99,188.48,186.42
188.57,190.16,190.28,187.54
188.51,190.05,191.33,188.29
191.76,192.13,193.12,191.21
193.99,194.19,197.00,192.87
196.00,197.88,198.39,195.61
198.90,199.05,199.82,198.36
199.19,199.41,199.64,198.06
199.80,201.62,201.81,199.60
200.93,201.18,201.66,200.40
202.31,205.13,205.39,201.03
204.44,203.15,204.76,202.85
203.33,202.79,204.44,202.00
202.81,202.83,204.96,202.64
202.80,201.04,202.94,200.68
200.36,201.17,201.76,199.38
202.42,203.63,204.72,201.28
204.77,208.15,210.41,204.31
207.22,206.47,208.50,205.95
207.61,207.10,208.51,206.53
207.27,207.79,207.99,206.06
208.51,209.53,209.79,207.25
210.02,209.43,210.75,209.07
209.73,209.26,209.94,208.16
209.00,209.09,209.39,207.22
210.04,210.78,211.57,209.34
209.05,208.86,209.76,207.90
207.54,208.78,209.32,206.75
208.73,209.79,210.71,208.69
209.75,211.96,212.08,209.33
210.88,213.02,213.12,210.77
212.36,212.67,213.34,212.14
211.96,211.28,212.91,210.67
210.98,209.13,211.50,209.13
208.56,204.68,208.84,204.57
190.01,197.46,203.27,181.91
205.50,198.98,205.51,198.55
203.23,202.12,203.23,196.85
203.92,205.43,206.94,202.91
203.63,203.90,204.48,201.38
203.21,201.18,203.24,201.08
197.87,197.62,199.59,197.02
199.69,204.04,204.12,199.28
204.69,205.20,206.46,204.32
203.54,202.62,204.34,201.41
204.18,207.01,207.29,204.00
209.00,204.66,209.24,204.52
203.71,206.15,207.29,203.71
205.81,206.81,206.96,205.33
207.03,206.00,207.03,205.56
206.38,207.84,208.54,205.51
207.64,207.56,208.19,206.33
207.85,207.60,210.53,207.13
206.00,203.31,206.03,202.65
204.35,204.35,205.79,203.19
202.46,203.66,203.97,201.50
204.13,202.77,204.99,201.71
201.50,204.76,205.89,199.56
206.74,203.89,206.78,203.00
202.55,200.22,204.44,200.00
200.00,202.47,202.92,199.01
204.34,207.31,207.71,204.23
206.31,204.75,207.34,202.82
202.01,206.61,206.61,201.81
208.30,211.73,211.86,207.70
211.70,210.40,212.65,210.27
211.79,212.95,214.02,211.04
212.28,214.37,214.66,211.34
214.44,213.26,216.27,213.22
213.61,214.33,214.63,212.76
213.22,211.98,214.36,211.94
212.05,208.15,212.59,207.99
209.23,209.18,211.70,207.51
210.40,209.78,211.00,208.69
209.24,210.64,210.73,208.50
207.38,208.73,209.55,205.14
209.76,211.56,213.16,208.74
212.22,216.51,216.99,212.22
218.00,219.32,219.42,217.23
219.32,220.94,221.35,218.89
219.97,223.04,225.15,219.81
222.25,221.04,224.44,218.36
221.00,218.25,222.69,217.77
219.00,219.83,220.69,218.33
219.89,220.59,221.00,218.91
220.00,218.90,220.46,218.34
219.71,218.83,220.35,218.51
219.17,218.60,220.59,218.01
218.00,216.63,218.49,215.04
215.77,214.70,216.37,214.06
214.37,214.07,215.74,212.63
214.37,215.11,216.53,214.26
214.50,213.58,215.06,212.66
213.50,213.16,214.82,211.78
214.31,220.67,220.84,214.08
222.07,222.39,225.25,220.81
222.54,223.22,223.37,220.72
224.48,224.00,225.47,223.50
225.45,226.06,226.98,224.96
226.50,226.03,227.68,225.47
224.96,226.43,226.99,224.51
226.48,225.80,227.91,225.32
225.53,225.91,226.23,224.31
223.60,219.16,223.68,218.53
220.06,220.20,223.10,219.37
220.25,218.94,220.95,218.78
219.27,215.46,219.76,214.69
216.00,218.39,219.90,216.00
218.34,219.13,219.62,217.55
217.69,218.81,219.78,217.30
218.02,217.54,220.26,216.61
217.92,218.88,219.75,217.00
217.54,217.20,219.16,216.70
215.99,216.58,217.57,214.72
217.00,214.84,217.24,214.72
216.00,217.50,218.11,214.75
217.86,215.22,218.77,215.16
213.75,212.18,215.17,211.85
213.80,215.47,215.59,213.52
216.16,217.58,218.23,215.58
218.00,217.93,218.35,217.18
218.00,218.56,219.00,217.49
218.08,218.41,218.77,217.43
219.36,220.47,221.35,218.80
220.93,219.80,221.24,219.62
219.58,217.15,219.95,215.78
214.00,213.21,215.77,211.39
214.59,218.26,218.94,214.02
217.83,217.63,221.00,216.26
213.81,213.29,216.19,212.14
215.01,212.91,216.35,212.37
215.07,215.35,216.47,213.23
216.03,217.96,218.10,214.51
219.26,214.40,219.62,214.06
214.42,216.42,217.13,212.27
211.99,215.99,217.01,211.99
216.69,215.29,220.78,213.17
213.05,210.40,216.20,207.62
211.20,210.79,212.00,208.75
213.71,212.04,213.71,211.01
211.84,211.01,212.75,210.00
201.43,209.93,211.22,200.47
209.89,207.86,211.64,207.00
208.49,206.66,209.43,206.17
207.83,211.00,211.05,206.12
209.26,209.80,211.34,208.87
209.50,210.45,210.98,207.64
212.00,212.92,213.64,210.13
212.50,210.21,213.38,209.28
210.34,211.94,212.57,209.57
209.33,214.53,215.15,209.30
213.12,215.98,217.33,212.24
216.01,213.95,217.44,213.62
211.67,207.18,212.75,203.65
208.31,206.08,209.92,205.55
207.52,209.00,209.49,206.85
210.00,212.74,212.97,209.10
212.25,214.20,215.50,212.00
214.51,213.62,214.74,212.70
213.62,215.01,216.78,213.62
214.83,215.15,215.74,213.87
213.58,216.63,216.99,213.50
217.00,220.03,220.14,216.38
219.22,217.24,219.75,217.11
216.67,215.79,218.10,215.73
216.59,218.13,218.35,214.88
218.09,217.20,218.86,215.78
216.48,218.52,218.62,215.54
217.91,218.72,219.08,217.56
217.50,215.84,218.38,215.30
213.95,215.34,216.21,210.90
216.75,216.41,217.92,215.74
216.94,216.56,218.52,215.67
218.00,217.05,218.89,215.96
215.62,216.60,217.51,215.62
215.34,217.05,217.32,214.81
217.14,218.19,218.94,216.29
218.28,219.25,219.94,217.42
220.00,220.91,221.09,218.37
220.41,221.26,223.19,220.41
221.05,220.73,222.73,220.50
220.89,221.26,222.54,220.62
221.05,218.00,221.50,217.14
218.81,219.06,219.55,218.34
219.00,220.76,220.92,218.43
222.00,222.96,223.86,221.79
222.65,221.50,223.33,221.09
219.96,223.11,223.47,219.17
223.22,224.13,224.90,223.08
224.03,225.62,227.03,222.82
225.31,226.63,226.85,225.31
226.00,226.48,227.41,225.64
227.59,226.30,228.00,225.80
226.05,224.65,226.71,224.11
224.75,225.98,226.87,224.18
227.00,226.38,227.16,224.93
226.79,225.44,226.79,225.19
225.87,225.81,225.92,224.62
225.81,227.14,227.63,225.30
227.16,226.51,227.89,226.29
227.00,226.58,228.12,226.06
226.31,226.07,227.31,225.65
226.60,226.83,227.87,225.60
226.04,226.30,226.99,225.34
227.85,232.16,232.22,227.85
230.09,233.65,234.59,229.96
232.20,232.72,234.48,231.90
232.10,232.38,232.97,230.82
232.74,233.24,233.80,232.43
232.34,234.70,234.83,231.37
233.85,236.01,236.34,233.09
236.10,238.14,238.16,235.44
238.00,240.26,240.50,237.79
240.26,240.32,242.00,239.52
241.31,244.36,244.55,241.29
243.97,241.83,244.49,241.62
242.03,244.94,245.37,241.50
242.38,242.12,244.50,241.70
241.21,242.97,243.99,240.91
243.00,241.53,243.53,240.27
240.89,241.58,243.19,240.13
239.68,238.89,241.07,237.79
239.49,240.07,240.30,238.39
240.43,239.52,240.52,239.04
240.40,240.97,241.75,240.30
241.30,240.84,241.56,240.50
240.59,241.54,242.00,240.11
240.00,240.09,240.82,239.21
239.74,236.23,240.61,236.15
236.23,238.08,238.58,235.36
238.13,237.83,238.25,236.79
237.58,238.92,239.65,236.23
238.52,239.40,240.37,238.52
240.20,239.50,241.36,239.41
239.26,240.38,240.75,239.23
240.05,240.67,240.87,240.00
240.01,240.58,241.70,239.74
240.01,237.95,240.70,237.91
237.78,239.70,240.12,237.25
240.11,239.45,240.59,239.23
239.05,239.87,240.45,238.09
240.22,237.56,240.22,236.66
239.20,238.64,239.80,237.86
239.49,238.55,239.85,238.31
238.95,238.17,239.27,238.04
239.79,240.00,240.00,238.18
234.85,239.70,242.87,234.75
238.78,239.29,239.97,236.07
240.11,240.91,240.96,237.65
242.00,244.08,244.69,241.66
244.78,248.17,248.72,244.67
248.17,249.35,249.92,248.17
248.80,249.51,250.38,248.42
250.95,250.08,251.32,247.88
250.23,249.77,251.22,248.61
250.78,251.90,252.30,248.50
252.38,254.39,256.34,251.92
255.64,254.70,256.38,254.03
255.10,255.90,256.44,254.92
257.19,256.00,257.94,254.70
257.11,256.98,257.62,256.10
257.78,256.29,258.29,255.30
258.54,258.96,263.37,252.10
259.32,256.67,259.82,255.89
257.49,254.14,257.49,251.60
254.60,257.31,257.49,253.05
256.82,255.62,257.28,254.72
255.62,254.76,256.46,253.83
255.47,254.16,256.00,253.03
254.20,254.55,254.89,252.05
254.50,252.73,254.81,252.70
252.63,254.84,254.93,252.30
254.17,257.00,257.46,252.73
257.51,256.85,257.75,254.75
257.65,257.75,258.78,256.14
259.14,260.29,260.29,257.63
260.00,260.19,261.87,258.79
260.43,260.66,261.29,259.18
259.82,261.30,262.10,259.07
261.50,262.54,264.07,260.15
262.49,264.15,265.34,261.67
264.22,266.50,266.93,264.20
265.23,256.77,266.05,254.44
256.70,255.64,257.50,251.55
255.64,255.42,255.99,254.10
254.73,254.12,255.00,252.70
254.37,254.20,256.42,253.75
255.24,249.75,255.24,248.14
248.76,248.12,249.75,244.80
247.61,248.53,250.19,246.00
249.00,244.44,249.80,243.65
245.00,244.30,246.08,244.04
242.65,239.45,243.31,238.85
239.00,242.97,243.62,238.60
243.13,243.61,243.84,241.90
243.75,243.32,245.00,242.26
244.24,243.00,244.49,242.26
242.16,241.37,243.00,241.15
240.49,241.63,242.25,240.00
240.14,237.94,240.64,237.89
236.50,238.80,239.50,235.28
237.67,237.41,238.72,237.00
237.41,237.41,239.01,236.91
237.41,239.09,239.49,236.70
238.42,237.45,238.64,237.25
239.30,240.88,241.89,239.08
241.35,240.48,242.24,240.48
241.14,243.82,243.87,240.62
244.95,246.62,247.03,244.74
246.08,245.84,246.54,244.64
245.71,245.53,247.48,245.01
246.04,245.79,247.02,245.30
246.13,245.75,246.96,244.86
246.08,242.34,246.08,240.96
243.06,239.72,243.47,237.33
238.71,240.58,241.30,237.54
240.96,237.10,241.05,236.50
239.05,236.60,239.05,236.50
237.00,234.72,237.02,234.48
233.20,233.53,233.99,231.57
233.82,233.29,234.93,233.12
233.00,231.85,233.63,231.64
231.93,232.10,233.12,231.37
231.66,232.99,233.42,231.05
233.38,232.57,234.09,231.93
232.68,232.77,234.33,232.60
234.29,232.79,239.60,232.58
233.08,232.33,233.74,231.58
232.15,231.83,232.71,230.72
231.07,230.52,231.16,228.50
231.50,232.16,232.49,230.92
241.08,249.26,249.79,238.64
248.60,250.09,252.00,247.49
250.28,248.53,251.24,248.05
248.72,248.00,250.17,247.69
248.24,246.38,248.81,245.68
247.19,244.98,247.19,244.23
244.95,245.11,247.65,244.20
242.55,238.70,243.40,237.11
238.85,236.28,239.70,236.21
239.83,239.27,239.92,237.52
239.00,239.19,240.92,238.60
256.59,253.46,257.48,250.00
257.50,257.27,258.19,252.77
257.96,259.17,259.73,255.06
261.23,267.24,267.81,260.80
268.79,265.93,269.74,261.85
265.87,263.35,266.17,261.46
263.50,263.28,264.47,262.39
263.14,263.09,264.46,261.58
264.05,263.42,264.33,262.64
264.49,264.66,265.64,263.42
264.91,264.40,265.82,263.56
265.34,265.92,266.49,264.65
265.73,265.93,266.23,264.86
264.50,266.58,267.77,263.71
267.55,265.25,267.95,265.25
265.29,266.40,266.53,264.31
266.58,267.62,268.15,266.01
268.95,266.93,269.90,266.31
