PEP,Pepsico,NASDAQ
79.56,80.13,80.42,79.22
78.68,80.13,80.75,78.20
80.42,80.04,80.55,79.67
80.62,81.30,81.57,80.62
81.77,81.74,82.54,81.52
81.97,81.79,82.27,81.60
81.96,82.04,82.50,81.76
81.94,81.68,82.23,81.32
81.44,80.73,81.44,80.32
81.10,80.80,81.28,80.29
81.32,81.78,81.84,81.07
82.21,82.77,82.87,81.96
82.77,82.99,83.42,82.67
83.65,84.55,84.63,83.65
84.05,84.32,84.52,83.84
84.43,84.72,84.92,84.33
83.93,84.02,84.30,83.31
84.05,85.24,85.51,83.93
85.33,86.80,87.06,85.30
86.34,86.41,86.84,85.87
86.19,86.40,86.94,86.03
86.37,86.20,86.43,85.97
86.70,85.64,86.70,85.64
85.64,85.55,85.80,85.28
84.85,85.31,85.34,84.36
85.26,85.25,85.60,84.96
85.57,85.11,85.99,85.11
85.29,83.54,85.66,83.43
84.04,84.20,84.40,83.87
84.00,84.29,84.34,83.40
84.34,84.48,84.64,83.77
84.44,85.05,85.43,84.12
84.93,84.76,84.99,84.36
84.98,84.68,85.09,84.44
84.68,84.34,84.77,84.18
83.93,83.81,84.03,83.53
83.91,83.39,84.10,83.26
83.34,82.75,83.54,82.73
82.24,80.91,82.28,80.83
80.60,80.18,80.75,79.94
80.11,80.88,81.05,79.82
80.96,80.29,80.96,80.26
80.06,79.08,80.16,79.01
78.99,79.25,79.69,78.71
79.52,79.85,79.98,79.27
79.97,79.69,80.10,79.67
79.19,79.06,79.39,78.61
78.96,79.37,79.68,78.94
79.25,79.33,79.74,79.05
79.42,79.73,79.84,79.23
80.48,80.20,80.79,80.04
79.71,79.53,79.71,79.00
79.53,79.07,79.71,78.80
79.11,79.26,79.68,78.32
79.25,79.38,79.48,78.79
79.76,79.43,79.80,79.03
79.47,79.85,79.90,79.14
79.97,79.87,80.05,79.56
80.10,80.32,80.40,79.90
80.79,81.02,81.22,80.61
81.01,81.66,81.84,80.97
81.69,82.88,82.93,81.25
82.88,81.82,82.94,81.34
82.00,81.74,82.00,81.48
81.56,81.02,81.58,80.95
80.96,80.54,81.23,80.46
80.68,80.21,81.16,80.08
80.28,80.54,80.57,79.85
80.36,80.20,80.68,79.90
79.86,79.50,79.92,79.25
79.38,79.82,79.82,79.02
79.53,79.56,79.58,78.67
79.57,79.44,79.91,79.29
79.58,79.62,79.93,79.13
79.25,79.06,79.59,78.96
79.29,78.93,79.35,78.86
79.11,79.50,80.19,78.87
79.96,80.69,80.69,79.81
80.73,80.83,81.09,80.45
80.45,81.09,81.12,80.34
81.17,80.60,81.53,80.40
82.00,82.27,82.40,81.38
82.05,82.58,82.62,81.63
82.65,83.01,83.01,82.23
82.97,82.37,82.97,82.19
82.45,83.44,83.73,82.30
83.27,83.33,83.44,82.79
83.41,82.54,83.41,82.54
82.55,83.35,83.37,82.44
83.36,84.61,84.71,83.23
84.75,85.49,85.50,84.50
85.47,84.72,85.49,84.61
84.65,84.09,84.90,84.09
84.15,84.56,84.69,83.84
84.62,84.37,84.99,84.14
84.06,84.62,84.91,83.83
84.95,86.68,86.73,84.67
86.57,85.30,86.68,85.09
85.29,85.85,85.88,84.32
85.75,85.45,86.12,85.26
85.41,85.64,85.68,85.03
85.47,85.95,86.01,85.19
85.98,86.39,86.63,85.88
86.33,86.03,86.58,85.56
86.02,85.86,86.18,85.40
85.61,85.29,85.81,84.93
85.48,85.13,86.09,84.98
85.79,85.62,85.92,85.22
85.56,85.74,85.80,85.11
85.81,85.37,86.12,85.24
85.40,84.39,85.75,84.38
84.51,84.42,84.60,84.07
84.62,84.46,84.88,84.20
84.43,83.70,84.52,83.54
83.53,83.80,83.96,83.33
83.02,82.65,83.02,82.11
82.41,81.90,82.59,81.89
82.52,83.15,83.25,82.24
82.92,82.69,83.20,82.36
82.45,82.40,82.81,82.11
82.32,82.67,83.07,82.32
82.56,81.28,82.65,80.97
81.53,80.93,81.84,80.85
81.06,81.00,81.30,80.60
81.05,80.46,81.25,80.35
80.58,81.42,81.61,79.96
81.28,81.66,81.79,81.02
81.55,81.81,82.10,81.47
82.34,81.86,82.38,81.45
82.06,82.04,82.21,81.80
82.14,82.45,82.45,82.01
82.74,82.71,83.11,82.46
82.71,82.91,83.09,82.68
82.98,82.94,83.33,82.54
82.93,82.10,82.99,81.82
82.12,82.24,82.87,82.12
82.20,82.28,82.61,82.08
82.62,83.48,83.99,82.61
83.33,83.24,83.62,82.81
83.34,82.85,83.39,82.37
83.20,83.50,83.64,82.75
83.06,82.37,83.57,82.32
82.63,82.37,82.86,82.26
82.48,82.89,83.20,82.28
82.68,82.86,83.17,82.30
82.94,82.20,82.98,82.04
82.21,82.92,83.07,82.15
82.83,82.85,83.00,82.47
82.85,82.43,82.85,81.87
82.07,81.43,82.63,81.43
81.43,82.06,82.77,81.42
82.39,82.32,82.67,81.71
81.87,80.22,81.87,80.10
80.62,81.08,81.36,80.55
80.20,80.36,80.82,79.90
80.35,78.57,80.51,78.52
78.97,78.82,79.17,78.28
78.57,79.42,79.62,78.44
80.19,79.39,80.20,78.85
79.68,80.22,80.26,79.26
80.17,80.60,80.72,80.16
80.48,81.25,81.33,80.33
81.48,81.49,81.85,80.98
80.77,79.69,80.87,78.36
79.76,78.09,79.82,78.06
78.63,78.18,78.63,77.78
78.04,77.10,78.43,77.01
77.43,78.01,78.87,77.37
78.01,78.22,78.91,77.90
78.31,78.88,79.59,78.31
79.02,79.23,79.75,78.93
79.50,78.65,79.88,78.57
78.65,79.07,79.46,78.40
79.09,80.07,80.40,78.85
79.17,79.52,79.71,79.10
79.81,80.85,80.93,79.80
80.39,81.11,81.47,80.31
81.17,81.33,81.44,80.96
81.51,81.56,81.63,81.03
81.55,81.73,81.83,81.21
81.84,82.81,82.98,81.79
82.20,82.15,82.55,81.86
82.21,81.80,82.71,81.63
81.73,81.00,82.19,80.86
81.47,82.05,82.14,81.29
82.02,81.95,82.22,81.59
81.98,81.37,81.99,81.19
81.36,81.86,81.91,81.25
82.22,82.14,82.57,81.50
82.33,81.89,82.57,81.53
81.90,82.40,82.50,81.90
82.57,82.87,83.74,82.49
82.85,82.54,83.21,82.50
82.70,82.95,83.21,82.70
83.74,83.50,83.80,83.17
83.07,82.88,83.27,82.73
82.82,82.73,82.95,82.44
82.92,82.91,83.10,82.60
83.17,82.59,83.18,82.58
82.37,83.91,84.23,82.30
83.93,83.47,84.00,83.15
83.47,83.91,84.00,83.28
83.85,83.62,84.82,83.60
81.99,83.15,84.22,81.99
83.57,83.55,83.91,83.05
83.97,83.96,84.04,83.54
84.42,84.77,84.98,84.37
85.90,85.55,85.94,84.49
85.21,85.91,85.95,85.01
85.83,85.14,85.83,85.14
85.27,85.41,85.70,85.06
85.38,85.52,85.67,85.00
85.46,85.25,85.79,85.11
85.54,86.82,87.00,85.45
86.93,85.76,86.94,85.76
85.73,85.89,86.07,85.43
86.00,85.57,86.13,84.95
85.35,85.52,85.86,85.10
85.17,85.91,86.08,85.14
85.49,85.37,85.98,85.32
85.31,86.80,87.12,85.31
86.79,86.66,87.09,86.42
86.57,87.17,87.25,86.42
87.32,86.93,87.68,86.63
86.95,87.23,87.44,86.81
87.24,86.84,87.44,86.78
86.84,85.74,86.90,85.69
85.59,86.54,86.62,85.57
85.94,86.10,86.20,85.45
85.96,85.65,86.24,85.36
85.78,86.10,86.15,85.53
86.06,85.58,86.10,85.40
85.36,85.83,86.05,85.36
85.81,86.53,86.63,85.65
86.35,87.07,87.16,86.34
86.99,87.73,87.84,86.88
87.61,88.33,88.48,87.41
88.12,87.87,88.39,87.76
87.44,88.22,88.24,87.31
87.52,87.43,88.05,87.34
87.79,87.76,87.92,87.22
87.86,87.91,88.07,87.53
87.82,88.00,88.33,87.82
87.84,88.42,88.72,87.67
88.15,87.78,88.50,87.74
87.59,87.22,87.71,86.95
87.15,87.19,87.36,86.82
86.87,87.55,87.74,86.71
87.65,87.28,87.97,87.07
87.34,88.90,88.97,87.11
88.96,90.10,90.10,88.92
90.14,89.10,90.24,89.10
89.20,88.39,89.26,87.74
88.23,88.05,88.57,87.84
87.98,88.58,88.72,87.90
89.09,88.61,89.14,87.99
88.44,88.76,88.92,88.36
88.46,89.34,89.50,88.35
89.12,89.13,89.28,88.83
89.29,89.67,89.69,89.01
89.90,90.02,90.14,89.53
89.61,89.86,89.94,89.48
90.06,89.73,90.08,89.48
89.90,89.77,90.10,89.62
89.23,90.10,90.22,89.15
89.93,89.85,90.21,89.45
90.20,91.08,91.39,90.07
90.31,90.34,90.95,90.18
90.63,90.50,90.88,90.06
90.15,89.99,90.67,89.97
90.13,90.09,90.28,89.69
89.62,89.91,90.14,89.38
89.61,89.17,89.64,89.01
91.26,90.82,93.09,90.76
91.62,91.91,92.34,91.36
91.98,91.55,92.15,91.29
91.55,90.97,91.80,90.64
90.91,90.14,90.97,90.14
90.49,88.91,90.55,88.72
88.24,88.10,88.91,88.07
87.71,88.11,88.93,87.46
88.33,89.69,89.72,88.13
89.38,89.20,89.68,88.89
88.43,90.51,90.76,88.43
90.79,89.90,90.85,89.54
89.90,90.29,90.35,89.51
91.10,91.79,91.86,90.70
91.46,91.21,91.89,91.02
91.56,91.74,91.87,91.08
91.82,91.79,92.08,91.46
92.10,91.85,92.75,91.29
92.20,92.15,92.52,92.00
92.22,91.86,92.36,91.78
91.82,92.23,92.44,91.52
92.57,92.05,93.19,92.01
92.27,91.60,92.59,91.60
92.58,93.19,93.45,92.58
93.21,92.60,93.51,92.56
92.72,92.23,92.72,92.06
92.09,92.58,92.70,91.81
92.73,92.49,92.91,92.01
92.62,92.48,93.14,92.38
92.40,92.75,92.76,91.81
92.95,91.85,93.15,91.77
91.85,91.75,91.85,91.39
91.48,91.86,92.25,91.39
91.50,91.42,91.79,91.30
91.67,91.79,91.92,91.53
91.69,91.65,91.95,91.48
91.60,90.87,91.80,90.58
91.07,91.20,91.31,90.78
91.14,92.57,93.09,90.95
92.67,92.85,93.31,92.05
92.97,93.37,93.50,92.70
93.86,93.79,94.21,93.42
93.42,93.58,93.78,93.29
93.55,92.93,93.58,92.84
93.11,93.50,94.04,93.08
93.40,92.67,93.43,92.48
92.50,93.13,93.33,92.44
92.51,93.15,93.39,92.51
92.95,93.09,93.43,92.92
92.67,92.65,93.22,92.42
92.81,92.58,92.92,92.33
93.01,93.50,93.53,92.65
93.50,93.37,93.65,92.79
93.29,93.10,93.54,92.90
92.95,93.94,93.94,92.76
95.35,93.57,96.22,93.56
93.66,94.65,95.90,93.66
94.71,93.94,95.45,93.83
94.46,93.01,94.52,92.59
91.84,91.77,92.56,90.76
90.27,90.79,91.03,89.82
91.09,91.51,92.00,90.55
91.66,93.55,93.72,91.59
93.26,93.73,93.96,92.17
93.85,94.46,95.02,93.64
94.94,93.76,95.32,93.50
93.76,94.60,94.79,93.55
94.48,94.62,95.24,94.31
94.69,95.26,95.26,94.30
95.50,94.69,95.50,94.07
94.45,95.65,96.10,94.15
96.41,96.17,96.74,95.58
95.94,95.83,96.43,95.61
96.14,96.73,96.84,95.99
97.52,96.89,97.86,96.37
96.96,96.81,97.20,96.51
96.81,96.80,96.81,95.50
96.40,96.97,96.99,96.16
96.96,96.70,97.38,96.64
96.70,97.16,97.39,96.22
96.53,98.54,98.96,96.53
98.49,97.72,98.55,97.36
96.85,98.42,98.55,96.85
98.42,97.94,98.50,97.86
97.94,98.41,98.44,97.75
98.01,98.06,98.62,97.87
99.03,98.89,99.13,98.24
98.88,98.68,99.25,98.49
98.51,98.93,99.19,98.50
99.25,99.35,99.64,99.01
99.72,100.10,100.70,99.52
98.56,99.67,100.15,98.49
99.98,100.39,100.57,99.61
99.70,98.32,99.70,98.18
98.04,97.75,98.28,97.40
97.62,97.76,97.93,97.20
97.87,97.78,98.11,97.50
97.22,97.13,97.75,96.21
97.23,96.18,97.60,96.07
96.30,96.29,97.00,96.01
95.66,94.74,96.77,94.71
95.13,94.14,95.72,93.86
93.54,92.59,94.97,92.53
92.79,93.72,94.10,92.43
94.71,95.36,95.41,93.74
95.30,95.44,96.20,95.21
95.79,96.62,96.66,95.47
97.24,97.36,97.50,96.86
97.50,97.09,97.89,97.05
97.12,97.05,97.57,96.97
96.62,96.73,97.10,96.02
96.21,95.96,96.78,95.92
95.67,94.56,95.98,94.54
94.93,94.44,95.34,94.05
94.45,93.73,95.05,93.72
94.08,93.02,94.62,92.94
95.13,95.74,96.23,94.43
96.74,97.48,97.91,96.68
97.55,96.82,97.67,96.59
96.95,96.42,97.34,96.19
96.67,96.35,97.49,95.82
95.46,96.67,96.80,95.46
97.14,96.67,97.32,96.38
96.66,97.29,97.43,96.34
98.33,97.51,98.33,96.83
97.02,97.40,98.22,96.60
97.48,98.90,99.00,97.04
98.36,98.53,98.99,98.10
98.19,98.69,98.95,97.67
97.65,96.72,98.05,95.25
97.21,95.72,97.77,95.66
95.72,96.03,96.48,94.87
95.11,93.78,95.33,93.56
93.86,95.33,95.44,93.60
96.02,96.20,96.56,95.58
96.03,96.60,97.27,96.03
97.23,96.61,97.23,96.41
96.68,96.71,97.06,96.35
96.58,95.97,96.91,95.59
96.73,97.99,98.10,96.38
100.05,100.40,100.76,99.20
100.05,100.27,100.50,99.38
100.15,99.13,100.15,98.94
98.45,98.36,98.71,98.00
98.24,99.33,99.49,98.16
99.30,98.72,99.60,98.53
98.22,99.06,99.07,97.83
99.16,99.45,99.48,98.74
99.45,99.58,99.97,99.14
99.68,99.50,99.82,98.91
99.15,99.07,99.36,98.98
99.22,98.98,99.37,98.97
98.98,99.00,99.30,98.73
98.82,98.40,98.95,98.12
97.72,97.36,97.85,97.12
97.70,97.23,97.83,97.21
97.00,96.17,97.15,95.94
96.00,96.04,96.50,95.97
95.38,94.43,95.60,94.43
94.46,93.63,94.63,93.45
93.96,95.71,95.76,93.84
94.89,94.32,95.59,93.94
94.56,95.45,95.53,94.48
94.94,94.13,95.29,94.06
93.99,94.64,95.05,92.24
94.43,94.10,94.58,93.70
94.20,95.34,95.48,94.10
95.47,95.85,96.12,95.34
96.71,95.86,97.16,95.81
96.43,95.26,96.44,95.23
95.25,95.63,95.98,94.79
95.28,95.95,96.16,95.18
96.28,96.52,96.68,95.55
96.22,95.62,96.59,95.62
95.16,95.09,95.28,94.17
94.78,95.69,95.93,94.78
95.53,96.48,97.09,95.53
96.67,96.21,96.87,96.19
96.10,96.03,96.60,95.69
95.83,96.35,96.63,95.64
96.28,96.20,96.52,96.15
96.01,95.53,96.28,95.48
95.67,96.49,96.80,95.39
96.74,96.63,97.30,96.50
96.53,96.45,96.92,96.21
95.84,95.81,96.12,95.36
96.26,96.50,96.94,96.24
97.20,96.78,97.56,96.54
97.25,97.28,97.64,96.68
96.67,95.73,97.44,95.45
95.71,95.17,95.71,94.51
95.17,94.49,95.27,94.46
94.74,94.42,94.77,94.02
94.22,94.38,94.47,93.26
94.16,95.12,95.33,93.76
95.16,95.56,95.62,94.76
95.45,95.95,96.25,95.26
96.02,95.42,96.17,95.24
95.92,95.48,95.97,94.95
95.15,95.15,95.67,94.95
95.91,96.55,96.61,95.55
96.27,96.35,97.10,96.12
96.00,96.20,96.38,95.00
96.27,96.41,96.96,96.17
96.84,98.00,98.00,96.74
97.83,98.22,98.44,97.75
98.01,98.05,98.33,97.67
97.94,97.95,98.34,97.57
98.00,97.69,98.33,97.68
97.40,97.20,97.79,96.90
97.21,96.26,97.21,96.23
96.06,95.79,96.28,95.50
95.99,96.38,96.58,95.71
96.55,97.06,97.39,95.93
97.21,96.43,97.24,95.94
96.59,95.97,96.59,95.64
95.63,96.05,96.35,95.37
95.82,95.30,96.00,95.15
95.01,94.14,95.62,94.12
93.87,93.05,93.98,92.90
93.30,92.84,93.41,92.74
92.80,93.07,93.32,92.72
93.37,93.69,94.08,93.13
94.00,94.09,94.29,93.89
93.96,93.74,94.07,93.44
93.27,92.64,93.42,92.54
92.77,93.55,93.71,92.58
93.57,94.05,94.27,93.25
94.33,95.23,95.52,94.12
94.88,94.86,95.31,94.72
95.00,95.60,95.88,95.00
95.61,95.60,95.74,95.14
95.26,95.29,95.77,95.26
95.75,94.83,95.99,94.83
95.10,94.91,95.45,94.83
94.40,93.69,94.76,93.62
94.51,93.34,94.70,93.26
93.80,94.52,94.57,93.55
94.60,94.66,94.98,94.21
94.04,94.40,94.92,94.01
94.78,96.40,96.66,94.54
95.71,95.61,96.28,95.51
97.34,94.59,97.35,94.08
95.42,95.55,96.27,95.01
96.30,97.22,97.49,96.16
97.40,97.13,97.48,96.73
97.07,96.35,97.34,96.32
97.09,96.90,97.34,96.87
96.54,96.78,96.82,96.05
97.08,97.31,97.48,96.80
97.48,96.93,97.48,96.84
97.02,97.17,97.48,96.80
97.00,96.87,97.37,96.46
96.67,96.18,96.89,96.09
96.03,95.66,96.42,95.33
96.23,96.11,96.23,95.64
96.18,96.53,96.77,96.05
96.18,96.63,96.88,96.15
97.17,96.35,97.17,96.20
96.19,97.45,97.48,96.17
97.30,97.81,98.00,97.18
98.02,99.19,99.35,97.89
99.66,99.15,100.61,99.10
99.01,99.10,99.45,98.72
99.52,99.09,99.70,98.89
98.60,98.62,98.75,98.15
98.04,98.38,98.43,97.00
98.40,98.79,99.23,98.03
98.83,99.23,99.27,98.70
98.82,99.86,100.09,98.75
99.50,99.77,100.42,99.50
99.38,98.99,99.68,98.64
98.31,97.98,98.60,97.98
97.20,96.25,97.60,96.10
91.58,91.83,92.33,76.48
94.14,89.64,94.14,89.55
91.72,92.49,92.63,89.69
93.50,93.60,93.99,91.86
93.00,93.53,93.84,92.78
92.94,92.93,93.33,92.64
91.12,91.33,92.16,90.88
91.38,91.64,92.16,90.87
92.00,92.13,92.75,91.88
91.00,90.92,91.54,90.64
91.93,92.37,92.40,91.58
93.04,90.83,93.08,90.50
90.50,91.06,91.70,90.43
90.92,91.62,91.64,90.69
91.62,91.20,91.64,90.99
91.67,92.06,92.34,91.15
92.35,93.07,93.32,92.15
93.31,93.37,94.37,92.61
92.19,93.05,93.63,91.79
93.32,93.71,94.27,93.23
92.99,92.37,93.08,91.95
92.27,92.40,92.70,91.86
91.89,92.47,92.86,91.45
92.94,93.47,94.18,92.67
92.97,92.47,93.65,92.20
92.55,93.04,93.36,92.31
94.06,94.30,94.40,93.53
94.20,93.85,94.50,93.13
93.17,94.16,94.22,92.53
94.91,95.81,95.98,94.59
97.96,97.07,98.00,96.73
97.19,98.52,98.99,97.08
97.60,98.97,99.01,97.60
98.90,99.47,99.62,98.81
98.95,99.14,100.10,98.69
98.96,97.92,99.16,97.89
97.77,97.49,98.21,97.41
98.11,98.28,98.49,97.43
98.85,99.70,99.81,98.30
99.70,100.18,100.27,99.52
99.95,100.27,100.39,99.67
99.90,100.25,100.90,99.74
100.67,103.08,103.38,100.33
103.32,102.43,103.44,101.93
102.39,102.54,102.81,101.85
102.13,102.94,103.20,102.01
103.11,102.74,103.20,101.48
102.09,102.80,103.10,101.90
102.63,102.19,103.24,102.19
102.14,101.40,102.58,101.10
101.16,100.92,101.21,99.83
100.89,100.62,101.34,100.40
100.62,100.61,100.94,100.19
100.07,99.72,100.29,99.15
99.48,98.88,99.60,98.23
98.50,98.83,99.22,98.38
99.28,99.43,99.96,99.09
98.90,98.37,99.33,98.34
98.19,98.04,98.95,97.81
97.75,99.56,99.66,97.65
99.54,98.83,99.88,98.56
99.07,100.27,100.38,98.91
100.52,100.93,101.37,100.50
101.52,100.10,102.15,100.00
100.48,100.85,101.69,100.24
100.33,100.63,101.00,100.00
100.53,100.50,100.94,100.45
100.09,100.74,100.99,100.09
100.74,100.16,100.97,100.13
100.11,101.06,101.12,100.11
100.36,99.48,100.38,99.36
99.62,99.09,99.99,98.76
99.20,101.06,101.37,98.54
101.03,100.67,101.51,100.12
100.40,100.17,100.81,99.63
99.53,99.13,100.96,98.99
99.31,98.90,99.60,98.45
97.93,97.78,98.79,97.54
98.09,97.95,98.62,96.81
98.53,99.39,99.67,98.20
99.84,101.08,101.33,99.65
101.00,100.20,101.11,100.17
99.75,97.90,99.76,97.88
98.39,98.62,98.64,97.77
98.91,99.80,100.07,98.63
100.20,100.64,100.76,100.02
100.51,100.54,100.97,100.11
100.39,100.68,100.79,100.14
101.11,101.45,101.70,100.77
101.51,101.15,101.54,100.98
100.53,99.92,100.91,99.81
98.56,98.77,99.00,97.80
98.81,99.45,99.85,98.71
98.38,99.48,99.76,98.12
98.46,97.57,98.98,97.21
97.83,97.21,98.63,96.94
97.34,97.44,97.92,96.87
98.41,97.62,98.41,97.14
97.47,96.50,97.94,96.35
96.40,95.81,97.08,95.66
93.95,93.93,94.56,93.30
94.66,95.77,96.10,94.46
94.85,93.77,95.42,93.30
94.04,94.47,94.67,93.25
94.88,95.85,96.29,94.12
95.92,95.94,96.83,95.53
95.91,96.32,97.22,95.77
95.89,95.94,97.28,95.56
96.43,97.45,97.90,96.08
97.87,99.30,99.30,97.58
98.53,99.03,99.40,97.52
98.65,98.21,98.68,98.00
98.87,98.72,99.03,97.60
98.68,97.39,98.90,97.00
97.64,97.32,97.71,96.80
97.14,97.52,97.89,96.40
96.69,98.28,98.79,96.44
98.21,97.62,98.73,97.52
96.39,96.90,97.94,96.09
96.40,98.49,98.59,96.15
99.20,98.60,99.30,98.10
99.00,99.55,99.89,98.80
99.57,99.62,99.97,98.97
98.46,99.58,100.19,98.46
99.98,99.87,100.56,99.58
99.89,99.54,100.00,99.38
99.00,99.68,99.75,98.40
99.83,100.67,100.70,99.83
100.49,98.36,100.54,97.84
98.36,97.82,99.02,97.79
98.50,99.09,99.14,98.05
98.05,98.33,98.36,97.54
98.35,99.16,99.23,98.02
98.81,100.00,100.00,98.57
99.25,99.25,99.60,98.97
98.97,99.74,100.12,98.75
100.00,100.20,100.58,99.74
100.45,100.78,100.88,100.02
101.00,101.31,101.41,100.59
101.13,100.65,101.45,100.62
100.27,101.15,101.57,100.25
100.94,100.83,101.34,100.01
101.00,101.87,102.12,100.79
101.67,101.29,101.94,101.01
100.91,101.54,102.12,100.32
101.28,100.77,101.51,100.43
100.69,100.81,101.76,100.53
100.70,100.68,100.92,100.15
100.96,100.98,101.61,100.82
101.05,101.37,101.64,100.76
101.46,102.69,102.89,101.41
102.54,102.48,103.45,102.30
101.97,103.78,103.89,101.95
103.80,103.82,103.95,102.77
103.77,103.10,103.93,102.87
103.25,103.92,103.99,102.87
103.34,103.60,103.97,103.03
103.99,105.08,105.25,103.90
105.16,104.30,105.77,104.16
104.17,104.91,105.12,104.12
105.34,104.12,105.35,103.76
102.73,103.16,104.09,102.71
103.24,103.77,103.81,103.01
104.16,103.72,104.59,103.50
103.81,104.32,104.61,103.76
104.23,102.44,104.35,102.39
102.34,100.99,102.34,100.42
101.17,101.98,102.06,100.94
101.80,102.80,102.83,101.61
103.20,102.60,103.40,102.19
102.72,102.63,103.36,101.91
102.17,102.97,103.15,102.16
102.93,102.96,103.17,102.40
102.74,103.43,103.87,102.64
103.41,103.56,103.93,103.00
103.51,104.02,104.44,103.13
103.87,104.21,104.88,103.60
103.68,104.96,104.97,103.68
104.92,105.28,105.73,104.91
105.43,106.57,106.63,105.33
106.26,105.72,106.94,105.63
106.13,106.10,106.40,105.58
105.75,104.18,106.10,103.54
103.98,104.13,104.65,103.63
104.17,102.37,104.38,102.01
101.95,100.91,102.00,100.27
100.75,101.33,101.44,100.30
101.71,100.10,101.79,100.00
100.12,100.42,100.77,100.00
100.91,101.09,101.38,100.69
101.17,101.09,101.60,100.96
101.20,101.90,101.96,101.01
102.13,101.96,102.38,101.60
102.14,101.17,102.37,100.82
100.56,101.57,101.60,100.30
101.33,102.00,102.01,101.17
101.92,102.53,102.83,101.92
102.54,102.70,103.06,102.23
102.82,102.49,103.18,102.28
102.36,103.18,103.35,102.17
102.90,103.66,103.82,102.54
103.25,103.31,103.49,102.78
103.24,103.06,103.69,102.98
102.60,103.23,103.29,101.74
103.27,102.86,103.57,102.75
102.51,103.85,103.93,102.51
103.59,103.41,103.86,102.40
104.07,103.37,104.68,103.35
103.81,104.08,104.41,103.76
104.08,103.74,104.49,103.63
104.46,104.44,104.50,103.91
102.49,101.98,103.45,101.80
101.77,102.13,102.34,101.30
102.16,102.14,102.34,101.50
102.82,103.12,103.33,102.46
103.75,105.94,106.00,103.53
106.23,105.63,106.40,105.38
105.67,106.42,106.98,105.63
106.59,105.92,106.73,105.63
108.53,107.49,109.00,107.07
108.04,108.27,108.50,107.32
108.16,108.91,109.13,107.77
108.42,108.79,109.11,108.37
109.07,109.91,110.06,108.89
109.83,109.96,110.94,109.76
109.77,109.66,110.49,108.97
109.66,109.21,109.70,108.84
108.86,109.53,109.56,108.71
109.86,108.92,109.91,108.68
108.71,108.58,108.87,108.11
108.78,109.19,109.41,108.78
109.24,109.02,109.28,108.38
109.00,108.20,109.23,108.03
108.04,107.48,108.04,106.69
107.55,108.13,108.38,107.17
108.26,108.92,109.11,108.12
108.72,108.93,109.09,108.34
109.25,108.72,109.25,108.28
108.93,108.04,108.98,107.68
108.17,108.42,108.55,107.98
108.74,108.66,109.36,108.37
108.42,108.14,108.62,107.67
108.25,108.28,108.75,108.06
108.45,108.82,108.96,108.45
109.01,108.48,109.18,108.45
108.64,108.59,108.94,108.37
108.71,108.72,108.99,108.64
108.25,108.00,108.69,107.91
107.95,108.47,108.53,107.60
108.41,108.28,108.82,108.20
108.04,108.17,108.26,107.54
108.08,107.96,108.21,107.77
108.25,107.88,108.55,107.70
107.82,108.11,108.29,107.55
108.09,107.88,108.38,107.79
107.92,107.45,108.50,107.33
107.50,107.99,108.01,107.40
107.92,107.21,108.06,107.03
106.34,106.75,106.88,106.26
106.46,107.29,107.34,106.29
107.58,107.87,108.25,107.50
107.79,107.92,108.12,107.40
107.76,107.21,107.97,106.78
107.10,106.88,107.34,106.49
106.02,104.05,106.19,104.05
104.30,106.02,106.22,104.30
105.94,104.59,105.95,104.29
104.82,105.05,105.64,104.60
104.95,105.48,105.72,104.70
105.00,105.28,105.50,104.58
105.21,105.67,106.12,104.92
106.10,106.30,106.71,105.96
106.30,107.13,107.37,105.88
107.49,107.82,107.94,107.31
107.68,107.34,107.99,107.04
107.24,107.03,107.38,106.87
107.37,107.49,107.87,106.73
107.91,107.38,107.91,106.86
109.50,107.76,109.71,107.71
108.37,108.77,109.24,108.37
108.77,108.25,108.83,107.47
108.31,107.10,108.37,106.58
107.24,106.01,107.49,105.69
105.73,106.40,106.53,105.46
106.76,105.99,106.92,105.65
106.45,106.22,106.62,105.82
106.12,105.57,106.21,105.00
105.87,106.08,106.16,105.50
105.85,105.92,106.17,105.29
106.07,106.83,107.06,105.78
106.83,106.85,107.07,106.56
107.45,106.95,108.18,106.94
106.81,106.26,107.01,106.08
106.11,105.87,106.32,105.58
106.01,105.62,106.01,105.27
106.12,107.31,107.90,106.12
107.39,107.23,107.63,106.81
107.49,107.07,107.95,106.95
107.28,106.63,107.54,106.30
106.90,107.07,107.53,106.52
107.03,107.20,107.43,106.92
107.14,106.71,107.30,106.12
106.68,106.71,107.44,106.61
107.07,106.63,107.14,106.52
106.56,105.81,106.97,105.81
106.66,106.96,107.20,106.38
106.97,108.72,108.93,106.97
106.45,107.25,107.35,105.00
106.89,103.25,106.89,102.40
103.00,103.19,103.77,102.57
102.86,101.39,103.34,100.45
101.40,101.85,102.05,100.82
102.36,101.71,102.90,101.47
101.81,101.62,101.93,101.18
101.40,101.31,101.80,101.18
101.31,102.26,102.32,101.31
102.53,102.89,103.00,102.44
102.52,101.53,102.89,101.46
102.00,102.17,102.91,101.74
102.27,102.79,103.25,101.90
102.79,102.54,103.05,102.30
101.51,100.10,101.92,100.10
99.89,99.03,100.05,98.50
99.40,100.60,100.64,99.40
100.62,100.71,100.91,100.12
101.08,101.55,101.61,100.81
