RGLD,Royal Gold,NASDAQ
45.06,46.19,46.71,43.90
45.07,42.92,45.26,42.76
43.30,42.37,43.63,41.65
40.83,39.10,41.12,38.63
39.87,40.29,40.83,39.26
39.80,42.08,42.71,39.52
42.70,43.95,45.07,42.33
43.34,41.58,44.19,41.08
42.06,43.17,43.19,41.63
41.70,41.78,41.87,40.61
42.15,40.52,42.54,40.45
41.04,41.99,42.36,41.00
42.07,41.10,42.35,40.59
43.01,42.98,43.87,41.87
42.42,42.17,42.67,41.57
42.08,42.35,42.62,41.40
42.58,45.42,46.00,42.54
45.36,44.05,45.87,43.31
44.22,43.97,45.13,43.84
45.19,45.68,45.71,44.07
47.15,48.98,49.67,47.10
49.59,50.84,51.12,48.65
50.74,48.43,51.07,47.64
48.16,49.46,50.04,47.65
48.82,50.27,50.32,48.32
50.01,50.69,51.09,50.00
50.89,51.57,51.91,50.07
51.60,51.69,53.07,50.11
52.33,52.18,53.07,51.00
52.03,51.23,52.82,50.83
51.32,50.88,52.42,50.68
50.00,48.11,50.35,48.03
48.00,48.29,49.09,47.50
48.50,52.64,53.16,48.38
53.58,54.35,55.00,53.18
56.25,58.27,59.19,56.11
58.69,56.74,58.69,56.31
57.00,57.91,58.87,56.77
57.25,61.53,62.00,56.82
61.87,61.66,62.88,61.02
61.90,60.47,62.39,60.33
59.71,62.28,62.76,59.11
61.90,60.48,62.48,60.40
61.40,61.62,62.51,61.01
61.69,63.95,64.56,61.69
64.49,64.90,65.09,63.74
66.49,62.14,67.25,62.02
62.55,60.07,63.85,59.57
59.63,59.05,60.06,57.50
58.45,58.03,59.16,57.57
59.01,57.95,59.60,57.47
57.14,57.28,57.50,56.19
57.04,55.39,57.20,55.27
55.86,56.14,56.50,55.21
56.32,55.74,56.86,55.52
54.73,53.58,54.73,52.26
53.76,53.59,54.35,52.64
51.49,50.82,52.55,50.69
50.49,51.88,52.07,50.17
51.90,51.03,52.59,50.69
51.14,51.77,51.83,50.83
51.41,56.02,57.94,51.05
56.40,54.33,56.66,53.37
53.01,50.26,53.25,50.00
51.02,48.71,51.14,48.53
48.56,49.17,49.92,48.01
49.38,49.88,51.18,48.74
49.92,48.75,50.55,48.25
49.24,48.16,49.95,47.70
47.29,48.66,48.88,47.29
47.99,48.78,49.08,47.25
48.82,49.02,49.94,48.82
49.00,48.14,49.50,47.84
48.49,48.37,49.13,48.13
48.52,48.38,49.16,48.20
48.50,46.90,49.16,46.68
46.60,46.88,47.39,45.41
47.42,47.57,49.14,46.40
46.70,46.12,47.10,45.60
46.30,45.91,46.88,45.23
45.52,46.81,47.12,45.15
46.93,47.00,47.96,46.00
48.54,50.02,50.92,48.54
49.85,49.55,50.70,49.40
49.97,50.61,50.77,49.87
51.42,52.85,53.76,51.42
52.47,50.76,52.62,50.51
51.59,51.95,52.61,51.55
51.82,52.80,53.10,50.89
52.96,52.39,53.72,52.12
52.27,50.66,52.45,50.20
51.11,51.66,52.40,50.00
50.00,48.04,50.00,47.68
47.97,48.06,48.43,47.07
48.58,49.86,50.00,48.33
49.53,48.63,49.77,48.16
48.70,48.80,49.30,48.37
48.00,46.53,48.48,46.42
46.17,47.75,47.78,46.00
47.38,47.56,47.71,46.42
47.12,46.67,47.60,46.39
47.06,47.55,47.79,46.75
47.89,48.73,49.02,47.85
48.70,47.14,49.14,46.90
46.97,47.34,47.61,46.20
47.25,47.51,48.06,47.04
47.19,46.24,47.84,45.87
46.22,46.21,46.40,45.41
46.34,46.24,47.64,46.18
45.89,46.27,46.70,45.12
45.98,44.80,45.98,44.41
45.34,44.80,45.89,44.44
45.29,45.09,45.70,45.01
45.03,43.43,45.28,43.37
42.63,43.40,44.24,42.56
43.59,44.62,45.19,43.45
43.95,43.96,44.78,43.56
44.90,44.15,45.26,44.02
44.31,45.22,45.25,44.18
46.80,47.50,48.95,46.52
47.40,45.58,47.77,45.49
44.77,44.99,45.22,44.10
45.60,45.32,45.89,44.94
45.45,45.72,46.20,45.23
45.45,45.49,46.08,45.00
45.54,44.85,46.29,44.66
43.98,43.54,44.23,43.43
43.72,44.06,44.18,43.42
44.07,44.26,44.31,43.60
44.24,45.82,45.94,44.16
46.11,46.02,46.95,45.45
46.28,46.72,46.77,45.94
46.19,45.10,46.51,45.01
44.80,46.07,46.19,44.29
47.10,49.04,49.25,47.02
49.38,49.05,49.79,48.60
49.25,49.06,49.45,48.74
48.51,49.07,49.11,47.91
48.52,48.44,48.81,47.73
48.34,48.22,48.69,48.03
48.96,50.93,51.12,48.51
51.31,51.39,51.44,50.03
51.43,51.27,53.15,50.87
51.26,52.65,52.70,51.01
53.20,53.20,53.46,52.44
53.50,53.61,55.02,53.40
54.64,56.10,56.23,53.71
56.28,54.84,56.49,54.31
55.64,56.05,56.74,55.25
56.72,55.99,57.52,54.92
56.04,54.37,56.05,54.21
54.37,55.21,55.37,53.27
56.20,55.63,56.52,54.56
54.00,53.65,54.33,53.02
54.24,55.94,56.25,53.49
56.69,54.85,56.99,54.77
54.71,56.73,56.80,54.21
57.80,58.87,59.26,56.80
59.31,58.89,59.91,58.63
59.22,61.55,61.71,58.92
62.47,62.54,63.67,62.00
63.63,65.20,65.95,63.24
64.58,63.23,64.90,62.80
63.21,65.89,66.08,63.21
67.08,66.81,68.94,65.26
67.36,67.32,67.70,66.00
66.74,65.75,67.63,65.44
65.67,67.83,67.89,65.28
67.95,67.11,68.04,66.16
68.02,68.00,69.48,67.55
67.25,66.80,68.05,65.84
67.02,67.82,68.94,66.80
67.84,68.39,69.08,67.41
68.57,68.71,69.35,68.01
69.75,68.87,70.44,68.41
68.39,69.03,69.50,67.68
69.10,69.01,69.85,68.29
69.19,70.06,70.24,68.91
69.01,68.77,69.27,67.40
68.38,68.81,69.05,67.61
69.32,68.72,69.80,67.81
69.70,70.50,70.56,69.31
70.49,71.94,72.57,69.73
72.30,71.19,72.90,71.08
71.57,70.63,72.23,70.53
69.71,70.50,71.39,69.16
69.56,68.50,70.41,68.28
67.78,69.19,69.83,67.27
69.98,68.38,70.87,68.33
67.41,63.98,67.60,63.71
64.21,64.77,65.54,64.04
65.58,62.51,65.58,62.44
62.05,63.22,63.30,62.02
62.99,63.50,64.17,62.42
63.38,62.62,64.55,62.39
62.76,63.14,63.67,62.52
63.92,63.79,64.48,63.52
63.38,63.00,63.52,62.35
64.26,64.51,65.25,63.67
64.64,64.84,65.83,64.27
65.72,67.24,67.38,65.63
66.68,67.03,67.80,65.63
67.22,66.94,68.23,66.31
66.82,66.04,67.89,65.80
66.94,67.67,69.20,66.36
65.59,66.12,66.49,64.88
66.06,65.18,66.21,64.79
65.03,64.70,65.73,64.65
65.05,63.98,65.52,62.56
63.97,64.62,64.98,63.51
64.61,66.27,66.69,64.41
65.23,65.12,66.80,64.86
65.59,66.05,66.50,65.19
66.04,65.49,66.33,65.04
65.52,66.69,67.35,65.45
65.92,66.20,66.52,65.22
65.09,64.31,65.68,64.00
65.03,66.79,66.84,64.31
67.95,66.61,67.98,65.76
66.40,66.23,66.62,65.85
66.05,64.44,66.23,63.93
64.41,64.79,65.69,64.30
64.72,64.79,65.21,63.75
65.60,65.86,66.56,65.48
65.86,64.64,66.36,64.55
64.90,64.13,65.30,64.00
63.92,64.23,64.28,63.55
63.92,63.64,64.13,63.15
64.00,64.01,64.38,63.64
63.62,64.03,64.82,63.36
63.98,64.62,64.65,63.46
64.93,64.19,64.98,64.14
64.07,63.98,64.82,63.87
63.05,61.14,63.52,60.92
60.73,60.14,61.13,58.86
60.16,62.15,62.99,60.14
61.88,62.72,62.79,60.96
62.50,62.79,62.92,61.77
62.35,62.63,62.90,61.72
62.68,62.82,63.78,62.29
63.22,65.03,65.37,63.15
65.08,64.11,65.50,63.52
64.00,63.08,64.24,63.05
63.35,63.78,64.34,63.05
63.79,64.32,64.59,63.25
64.60,66.77,67.08,64.54
66.85,67.42,67.45,66.02
67.72,66.95,67.80,66.15
66.70,68.00,69.10,66.21
68.17,69.64,69.80,67.92
70.55,73.45,73.81,70.10
73.21,73.33,73.80,72.45
73.67,75.28,75.67,73.41
76.13,73.59,76.85,73.51
73.34,73.92,74.77,73.25
74.07,74.04,74.22,72.88
74.46,74.77,75.21,73.55
74.60,76.13,76.18,73.39
76.45,75.35,76.73,75.11
75.41,76.23,77.22,75.25
75.65,76.19,76.24,74.59
75.51,74.63,75.83,74.39
75.58,74.73,76.00,73.79
74.82,76.27,76.64,74.82
77.88,75.53,78.99,75.50
75.85,78.35,78.62,75.61
76.52,76.67,77.88,76.26
76.90,74.20,77.61,73.55
74.21,74.84,75.50,74.21
74.84,77.06,77.63,74.69
76.69,77.30,77.49,75.64
77.50,77.88,78.15,76.17
77.92,77.16,78.17,77.06
77.50,76.98,78.35,76.75
76.85,76.50,76.86,75.73
76.01,78.07,78.34,76.01
77.69,78.58,78.62,77.14
78.75,78.13,78.97,77.72
77.94,78.03,78.50,76.89
77.49,75.57,77.49,75.26
76.49,76.33,77.68,75.37
76.43,76.56,77.25,75.39
75.95,76.86,77.02,75.32
77.02,77.10,78.50,77.02
76.65,78.36,78.47,76.54
78.58,79.31,80.25,78.30
79.67,79.67,80.14,79.45
81.18,80.66,81.90,80.00
81.07,82.50,82.84,81.07
82.48,80.45,82.60,79.95
79.52,79.09,79.55,77.66
78.97,79.76,79.79,78.30
79.77,79.53,80.14,78.36
79.46,79.72,80.59,79.10
79.19,75.79,79.19,75.28
75.92,75.53,76.10,74.73
75.61,74.38,75.61,73.49
74.86,75.72,75.98,74.58
75.34,75.06,76.13,74.79
76.17,76.45,76.71,75.36
76.34,77.75,77.89,75.96
76.29,74.26,76.64,73.89
74.46,74.22,74.83,73.59
74.33,73.27,75.00,72.87
73.12,73.48,73.77,72.44
73.28,71.23,73.45,70.57
70.97,72.29,72.60,70.79
71.76,72.26,72.79,71.50
71.63,73.22,73.25,70.99
72.59,70.98,72.91,70.69
71.27,70.57,71.58,70.19
70.11,70.48,71.09,69.33
70.82,69.50,71.14,69.14
69.11,68.29,69.11,67.43
68.10,66.19,68.28,65.94
65.64,64.06,65.94,63.86
64.80,65.38,65.88,64.50
65.17,65.34,65.88,64.18
64.95,66.08,66.16,64.15
65.81,64.99,65.81,64.60
64.99,64.94,65.77,64.63
64.94,64.94,66.00,64.31
64.84,65.38,66.66,64.84
65.72,65.84,66.24,64.84
64.93,64.55,65.31,63.93
64.70,65.36,65.60,63.64
65.36,63.53,65.57,63.43
64.63,69.03,69.30,62.84
68.98,67.35,69.11,66.18
67.56,66.04,68.65,65.96
66.59,67.32,69.72,66.59
67.98,67.56,69.50,67.46
66.97,67.87,68.96,66.53
67.37,68.87,69.49,67.22
69.39,66.39,69.39,66.15
66.83,68.04,68.06,65.58
69.00,68.78,69.85,68.47
67.95,67.05,68.85,66.85
66.40,66.60,66.98,65.00
66.80,66.26,67.25,65.63
65.32,64.42,65.40,63.76
65.02,66.17,66.25,64.40
65.23,62.98,65.75,62.28
62.24,59.64,62.77,59.62
57.61,57.15,58.51,55.55
58.23,61.29,61.52,58.03
60.35,59.39,61.24,59.18
58.01,58.39,60.72,57.36
58.55,61.10,62.30,58.55
61.39,65.42,65.50,61.39
64.79,61.95,65.15,61.59
62.36,65.40,66.77,62.36
66.17,65.66,67.16,64.29
65.93,64.63,66.54,64.40
64.11,67.90,68.14,63.42
67.64,68.72,69.67,66.66
70.39,71.32,71.67,69.04
71.25,68.40,71.54,68.04
69.34,70.57,70.96,68.82
72.81,70.46,72.81,69.57
69.61,69.34,70.13,68.28
69.18,70.33,70.41,68.71
70.23,70.03,70.74,69.26
67.91,63.68,67.91,63.40
65.10,68.17,68.30,65.10
66.64,67.48,68.31,65.56
68.58,69.44,70.34,68.18
68.95,68.36,69.98,67.94
67.30,66.91,68.40,66.30
67.16,67.45,68.41,65.62
69.31,70.84,71.80,69.16
70.08,68.33,71.68,68.17
67.90,67.78,69.97,67.20
67.50,67.48,68.77,66.38
66.09,62.43,66.90,62.35
63.20,59.89,63.66,59.76
60.22,62.47,62.75,59.31
63.83,64.60,64.76,62.09
64.55,63.61,65.49,63.35
63.90,60.91,64.28,60.75
60.62,60.70,63.26,60.50
60.75,62.13,63.00,60.75
63.90,63.82,64.68,62.89
63.74,62.71,63.95,62.29
63.59,63.18,64.55,63.04
63.05,62.70,63.58,62.04
61.54,64.31,64.42,61.29
64.31,65.85,66.05,63.06
66.36,66.93,67.67,66.23
64.68,66.07,67.20,64.68
66.63,65.42,67.25,64.79
65.84,67.72,67.88,65.72
68.04,70.55,71.14,67.77
71.64,69.07,71.84,68.07
70.14,68.36,70.73,67.28
71.89,71.65,72.76,71.07
72.01,72.56,73.75,71.67
73.35,73.82,74.83,73.06
74.84,74.77,75.25,72.25
75.50,75.09,75.98,73.75
75.84,74.70,75.84,73.77
73.99,75.55,75.59,72.00
75.84,76.62,77.20,75.70
75.48,74.23,76.46,73.49
72.27,70.72,73.11,68.66
70.87,72.46,73.11,70.00
71.17,71.90,72.75,71.05
71.71,70.44,71.90,69.19
70.68,72.03,72.96,70.50
71.80,72.51,72.66,71.01
70.73,69.56,71.48,69.22
70.09,70.40,71.01,69.93
69.51,70.29,71.11,69.27
70.34,69.87,70.86,69.12
70.73,70.96,71.78,70.34
71.39,71.46,72.20,71.18
70.02,70.00,70.64,69.59
69.60,71.61,71.85,69.14
71.48,70.61,71.99,70.12
70.79,69.99,71.70,69.96
69.42,70.46,71.11,69.36
69.85,69.84,70.68,69.30
70.71,71.37,71.75,70.12
72.50,71.96,72.75,71.43
72.34,72.10,73.48,71.95
71.97,70.79,72.26,70.28
70.82,70.15,71.98,69.79
69.87,69.25,70.27,68.67
69.43,69.16,69.92,68.63
67.73,63.03,67.73,62.71
63.50,60.78,63.92,60.44
60.63,58.83,61.40,58.42
58.65,61.39,61.51,57.55
61.25,61.03,61.67,59.65
60.78,61.62,61.93,60.12
62.52,62.97,63.58,61.80
61.98,63.19,63.84,61.76
62.52,66.47,66.61,62.50
66.11,66.26,66.72,64.81
66.60,67.51,67.94,66.10
67.60,68.33,69.00,67.07
68.14,66.68,68.30,66.34
66.79,64.86,67.24,64.82
65.85,64.30,66.41,63.62
64.26,63.91,64.64,63.13
63.11,63.56,63.94,62.62
63.33,63.11,63.82,62.50
63.69,66.54,66.69,63.32
66.12,64.69,66.92,64.40
66.28,65.99,67.16,65.42
65.34,64.71,65.72,64.38
64.70,63.81,65.03,63.32
63.17,62.55,63.50,61.98
63.48,63.49,64.34,63.15
63.40,62.10,63.62,61.86
62.00,61.48,62.29,61.21
61.78,62.72,63.00,61.56
62.83,61.91,63.83,61.86
61.88,62.32,63.47,61.88
61.38,62.97,62.99,61.00
63.05,63.57,64.02,62.17
63.50,62.24,63.66,61.90
62.18,64.06,64.45,62.10
63.82,62.30,64.48,62.29
62.84,61.79,64.17,61.73
62.19,64.78,64.94,61.85
64.97,65.19,66.12,64.50
63.53,64.53,65.52,63.44
63.89,65.93,66.46,63.47
67.46,65.74,67.76,65.42
66.58,65.17,67.14,64.39
65.50,64.49,65.91,64.17
63.76,64.44,64.54,63.32
65.26,65.08,65.85,64.53
65.80,65.83,66.39,65.08
65.85,66.19,66.85,65.64
66.66,66.83,67.69,66.51
67.89,66.71,67.99,66.59
66.50,66.60,67.27,66.11
66.60,67.05,67.49,66.10
65.95,65.23,66.78,64.81
65.34,65.35,65.96,65.18
65.39,65.23,65.74,64.51
65.09,64.42,65.35,64.25
63.11,63.89,64.44,62.71
64.11,65.30,65.46,63.66
65.18,64.55,65.39,64.43
64.61,64.77,65.13,63.69
65.17,64.23,65.50,63.91
64.31,64.95,65.31,64.02
64.76,64.25,65.45,64.09
63.75,64.28,64.56,63.75
63.64,64.20,64.50,63.26
64.42,64.59,64.76,63.55
64.96,63.46,65.06,63.22
64.16,64.10,64.34,63.57
64.00,63.68,64.00,63.04
63.56,63.39,63.74,62.82
63.00,63.54,64.36,62.75
63.40,62.87,63.53,62.49
62.61,64.19,64.40,62.57
65.10,65.26,65.79,64.72
65.02,63.52,65.58,63.30
63.10,62.78,63.10,62.56
62.49,62.60,62.87,62.28
62.39,62.54,63.21,62.31
62.30,62.45,63.29,62.22
62.45,62.46,62.99,62.11
62.48,61.94,63.22,61.81
61.85,61.59,62.62,61.56
61.58,61.05,62.27,60.89
61.05,62.32,62.53,61.04
62.49,63.43,63.99,61.82
62.42,61.63,62.75,60.88
61.99,61.77,62.74,61.50
62.39,61.95,62.77,61.37
62.36,60.84,62.55,60.17
60.55,61.50,61.63,59.95
61.37,60.73,61.85,60.59
59.89,59.23,60.25,59.11
59.25,58.97,59.58,58.59
58.70,56.85,58.81,56.75
53.88,51.22,54.37,50.94
51.61,51.30,53.03,50.81
50.12,50.99,51.81,49.54
51.68,49.14,51.90,48.66
48.26,51.16,51.45,48.26
52.01,50.18,52.27,49.71
50.75,50.54,51.30,50.22
50.38,51.07,51.64,50.05
50.42,49.79,50.99,49.14
50.95,50.42,51.04,49.95
50.33,49.48,50.41,49.08
49.57,49.65,50.40,49.13
50.30,49.02,50.54,48.93
50.30,49.16,50.88,48.71
49.23,50.18,51.69,49.23
50.49,52.07,52.16,49.93
52.70,52.71,52.88,50.81
54.85,54.65,54.85,53.20
53.61,53.00,54.75,52.61
53.52,53.11,54.25,52.13
53.68,55.24,55.49,53.68
54.23,54.59,55.07,53.79
54.70,55.49,56.33,54.62
57.29,56.54,57.78,56.36
56.84,54.96,57.81,54.50
53.86,50.57,54.23,50.31
51.40,48.94,51.92,48.35
48.35,47.35,48.72,46.12
47.86,48.02,49.00,46.69
48.16,48.94,50.04,48.16
48.19,48.12,48.82,47.31
48.55,47.42,49.15,47.19
47.28,47.68,48.29,46.70
47.24,46.27,49.00,46.25
45.97,45.85,46.20,45.03
45.85,45.07,46.00,44.36
44.26,44.62,45.05,44.26
44.97,44.28,45.69,44.03
44.00,44.24,44.61,42.21
44.13,44.64,45.65,43.66
44.46,44.68,45.57,44.46
45.67,47.43,47.65,45.49
47.51,48.18,48.81,46.83
49.00,47.81,49.98,47.03
47.34,47.16,48.02,46.91
46.04,46.06,46.90,45.75
46.56,46.78,47.29,46.36
47.77,49.15,49.26,47.42
48.33,47.71,48.64,47.43
46.97,45.94,46.97,45.74
46.19,46.39,47.52,46.10
46.39,46.98,47.02,45.66
47.14,46.19,48.88,45.96
47.48,48.56,48.62,46.90
48.56,49.51,49.69,48.56
50.01,50.02,51.08,48.94
50.56,50.23,50.79,49.23
49.19,49.58,51.28,49.19
50.84,50.45,51.09,49.37
51.00,49.02,51.00,48.51
48.95,49.33,50.34,48.31
50.32,52.63,53.02,49.92
52.00,52.79,53.12,51.35
52.74,51.51,53.47,51.51
51.45,49.92,51.73,49.66
50.19,50.34,51.25,50.05
50.01,49.04,50.21,48.77
49.12,51.19,51.28,48.78
51.94,51.67,52.07,50.72
51.52,50.50,51.53,50.45
50.16,50.62,51.34,49.67
51.23,49.86,52.70,49.17
49.15,48.24,49.80,47.76
48.30,47.84,49.18,47.74
47.55,48.26,48.58,46.75
47.55,47.63,48.15,46.80
47.33,46.96,47.96,46.62
46.30,40.26,46.51,39.20
39.10,35.51,39.32,35.50
35.81,38.28,38.74,35.60
37.47,37.83,38.57,37.25
37.72,37.80,38.12,37.09
37.04,36.15,37.73,36.04
36.20,36.67,36.77,35.92
37.09,36.58,37.67,36.37
36.31,35.05,36.36,34.42
35.17,36.34,36.72,34.85
36.52,36.75,37.57,36.36
36.97,35.65,37.34,35.42
35.70,35.71,36.02,35.29
36.05,36.04,36.60,35.39
35.67,36.07,36.70,35.39
35.70,35.76,36.03,35.37
35.70,35.95,36.32,35.51
36.19,36.84,37.32,35.63
36.64,36.44,37.02,35.76
36.98,36.77,37.48,36.46
37.19,38.69,38.72,37.09
38.51,38.30,38.51,37.38
38.11,37.47,38.29,37.04
37.86,36.87,38.13,36.61
37.00,36.77,37.62,36.56
36.86,37.78,38.65,36.60
37.44,35.10,37.69,35.07
35.60,35.40,35.85,34.65
36.06,36.67,36.99,35.66
35.66,35.57,36.09,35.11
35.90,36.15,36.99,35.90
36.47,35.81,36.74,35.57
35.75,36.41,36.72,35.73
36.62,37.25,37.49,36.48
37.50,38.01,38.46,37.43
37.52,36.86,37.78,36.53
37.18,37.15,37.49,36.58
36.41,35.93,36.84,35.53
35.92,36.47,36.56,35.74
37.02,37.18,38.06,36.62
37.14,36.49,37.33,35.95
36.90,37.02,37.75,36.55
37.72,38.74,39.45,37.09
37.86,37.59,38.11,36.67
37.44,33.44,37.86,33.30
32.95,31.02,33.12,30.21
30.80,30.76,31.28,30.15
30.51,29.20,30.83,28.10
29.21,28.38,29.37,27.70
28.00,27.08,28.35,26.62
27.29,25.33,27.52,24.68
24.93,25.79,26.96,24.71
26.81,26.44,27.13,25.54
26.90,27.28,27.43,26.61
27.69,28.86,29.08,27.30
29.08,30.10,30.37,28.52
29.11,28.76,29.72,28.50
28.72,29.79,29.81,28.72
29.99,30.88,31.10,29.99
30.63,29.81,31.00,29.45
30.20,31.85,32.10,30.00
32.46,35.94,36.96,32.46
36.05,39.22,39.43,34.72
40.78,40.96,41.96,40.52
41.85,38.11,41.95,37.64
37.27,39.01,39.14,36.06
42.87,40.45,43.30,39.51
39.49,41.74,41.80,39.02
40.35,39.82,41.96,39.60
40.25,41.53,42.04,39.74
41.44,44.31,44.66,41.15
43.96,43.35,45.09,43.14
42.08,44.41,44.84,41.96
44.86,44.29,44.98,43.46
45.05,44.82,46.55,44.30
44.25,44.49,45.22,43.05
42.96,44.82,45.84,42.80
45.80,46.37,46.70,45.25
46.86,44.99,47.00,44.32
45.00,46.87,46.97,44.65
47.20,49.48,50.08,46.81
50.07,48.50,51.40,47.85
49.09,50.22,50.87,48.92
51.00,48.02,51.24,47.35
46.79,48.07,48.50,45.00
48.06,49.88,50.54,47.82
49.54,49.67,50.40,49.03
49.44,47.11,50.00,46.83
46.77,47.59,47.72,45.53
47.22,50.56,50.80,46.77
51.40,50.97,52.63,50.60
50.95,51.69,52.97,50.92
51.16,52.27,52.95,51.03
52.79,51.67,53.32,51.22
50.01,49.18,51.29,49.07
49.12,50.19,50.48,48.56
50.50,49.50,50.71,48.70
49.64,52.03,52.32,49.14
51.63,51.98,52.25,50.60
52.47,51.29,52.97,51.10
49.89,51.57,51.63,49.50
51.60,49.97,51.71,49.79
51.43,51.56,51.87,50.14
50.71,50.25,51.40,49.57
51.74,51.61,52.15,51.32
51.96,52.75,52.97,51.75
53.98,55.64,56.11,53.84
56.28,55.93,56.55,54.99
55.80,55.17,55.97,54.88
55.05,53.27,55.73,52.42
53.34,54.35,54.84,52.55
55.60,54.99,55.89,54.09
56.80,57.50,57.85,56.02
57.46,56.81,58.64,56.40
57.81,57.59,58.34,56.48
57.19,56.24,58.18,55.30
56.29,56.04,57.10,55.32
56.65,57.40,57.51,55.17
57.65,58.23,58.29,56.51
58.55,60.22,60.74,57.41
61.58,62.62,62.78,61.34
62.87,61.58,63.31,60.88
62.08,60.37,63.06,59.90
59.62,58.72,60.99,57.86
59.27,59.56,60.40,58.38
61.08,59.81,61.35,59.54
57.63,56.14,57.64,55.26
56.07,57.70,57.95,55.08
59.16,58.59,59.51,57.22
58.82,57.57,59.73,57.32
57.64,57.73,58.66,56.69
58.44,58.79,59.95,58.20
56.46,57.46,58.62,55.58
56.86,54.17,58.02,53.83
52.69,55.22,55.61,51.76
55.63,55.45,55.88,54.21
54.36,55.85,56.58,54.00
54.83,54.03,55.02,53.91
53.79,56.06,56.28,52.69
56.32,55.85,57.38,55.08
55.21,55.02,56.04,54.22
54.39,56.13,56.95,54.35
56.71,56.27,56.92,55.08
56.02,56.29,56.87,55.59
58.70,61.55,61.61,58.38
61.28,62.64,62.65,60.36
61.89,62.78,63.27,61.79
64.07,65.34,66.33,64.07
65.77,66.52,67.13,64.64
66.59,65.56,67.97,65.07
66.60,65.90,66.88,64.87
66.13,65.05,66.35,63.93
65.54,67.82,68.69,65.00
69.32,65.80,69.36,65.06
66.39,66.49,67.57,65.38
65.71,67.51,67.55,65.02
66.59,66.53,67.22,65.94
66.63,66.50,66.72,65.38
66.58,66.85,67.80,66.00
70.88,69.17,72.00,67.77
70.39,69.15,71.14,68.14
68.32,68.89,70.29,68.00
70.02,70.64,71.52,69.05
71.00,72.02,72.04,70.05
73.51,74.47,74.85,73.29
75.52,74.80,76.00,72.82
77.78,78.25,79.11,77.11
77.92,79.36,80.36,77.19
79.25,82.04,82.49,78.56
81.53,83.22,83.27,80.76
82.50,80.36,83.61,80.15
80.75,81.72,81.86,80.21
79.88,81.59,81.75,78.64
80.59,80.54,81.62,79.75
80.56,81.48,81.50,79.84
80.56,80.48,81.65,80.11
79.00,77.22,79.59,76.93
77.50,78.88,79.50,77.49
78.01,79.32,79.75,77.98
78.50,77.58,78.55,76.33
78.45,80.28,80.67,77.97
80.57,82.14,82.82,79.02
82.64,82.14,82.98,80.87
82.70,84.54,84.81,81.74
84.52,85.92,86.19,83.66
86.50,85.24,87.74,84.91
84.63,85.44,85.64,83.16
85.44,85.05,85.89,84.88
82.51,83.44,83.86,82.30
83.69,84.36,85.43,83.45
84.35,84.96,85.26,84.25
85.37,86.02,86.76,85.27
85.25,84.57,86.73,84.50
85.99,83.26,86.18,82.82
83.14,83.41,84.84,83.12
83.58,83.29,84.14,83.06
82.73,83.13,83.46,81.13
83.46,84.36,84.60,83.43
83.22,83.25,83.89,82.06
81.89,83.11,83.34,81.06
83.54,82.73,83.81,82.49
81.75,75.76,81.75,75.36
75.16,75.73,76.92,73.64
76.91,75.90,78.89,74.75
75.34,76.96,77.65,74.96
76.33,73.62,77.37,72.97
72.60,73.32,73.60,71.67
72.69,75.78,76.14,71.83
76.78,77.94,78.16,76.40
79.68,82.49,82.57,78.55
82.49,82.18,82.66,80.35
81.93,80.25,82.28,79.57
79.44,76.06,79.44,75.75
74.94,78.77,78.91,74.30
78.21,75.95,78.21,74.89
76.20,75.86,77.38,75.04
75.72,76.13,77.19,74.58
75.73,75.56,76.70,74.83
76.56,77.01,77.60,76.26
77.59,77.68,77.86,76.65
78.81,85.19,85.37,78.81
86.00,84.09,86.93,82.92
83.83,81.42,84.67,81.26
81.55,80.07,82.82,80.03
79.45,78.10,79.80,77.31
78.30,79.65,80.02,76.89
79.02,78.82,80.28,78.09
80.05,77.43,80.38,77.35
77.00,75.49,77.82,74.92
73.20,68.64,73.20,68.10
69.37,68.87,69.64,67.24
67.00,65.59,68.08,64.79
66.85,66.12,68.00,64.67
67.93,66.63,67.93,66.39
66.00,65.09,67.18,65.03
65.27,66.27,67.08,65.21
65.94,66.99,69.00,65.88
66.22,65.96,67.62,65.36
66.03,66.90,67.72,66.03
67.87,68.87,69.00,66.82
69.89,69.79,71.04,69.16
69.69,69.97,70.25,68.66
70.13,68.35,70.17,68.11
68.61,67.20,68.86,65.78
67.76,69.26,70.15,67.56
69.20,68.14,69.92,67.66
68.53,66.58,68.77,66.25
66.32,66.06,67.36,64.85
66.17,68.82,69.07,65.75
70.32,69.67,71.57,69.59
71.47,69.09,71.93,68.95
70.00,74.40,75.71,68.26
74.70,75.82,76.33,73.83
74.85,75.46,76.63,74.11
75.77,74.92,77.23,73.66
79.33,76.47,79.50,75.09
76.21,72.12,76.88,71.42
72.13,65.48,72.66,65.02
66.25,66.38,67.08,61.41
66.31,69.26,69.65,65.67
69.26,69.48,69.91,67.29
69.77,68.16,70.82,67.00
67.55,68.11,68.84,67.24
68.43,69.70,70.08,68.43
70.11,70.50,70.78,68.51
67.94,67.72,68.31,66.54
67.97,67.94,68.99,67.49
68.59,70.91,71.09,68.05
69.72,71.61,72.30,69.53
71.15,69.64,71.50,68.86
69.23,68.53,69.88,67.55
68.97,70.72,71.18,68.97
70.15,70.96,71.74,69.15
70.90,69.73,72.30,68.71
