RYH,Guggenheim S&P 500 Equal Weight Healthcare ETF,NASDAQ
96.54,94.90,96.54,94.90
94.88,92.23,94.88,92.14
93.03,93.09,93.37,92.50
92.31,93.07,93.07,91.79
93.23,92.66,93.39,92.48
93.26,93.76,93.96,93.26
94.28,94.41,94.60,94.28
94.24,94.05,94.63,94.05
94.58,94.52,95.18,94.40
94.42,93.82,94.47,93.64
93.43,93.83,93.85,93.38
94.35,94.63,94.63,94.10
95.59,95.30,95.59,95.13
95.14,95.10,95.26,94.86
95.05,95.80,95.91,95.05
96.60,97.10,97.10,96.55
97.11,97.83,97.83,97.11
98.06,97.96,98.06,97.64
97.91,97.23,97.95,97.21
98.01,97.57,98.05,97.57
98.15,98.23,98.45,98.09
98.25,99.00,99.00,98.25
99.23,99.59,99.74,99.03
99.44,99.00,99.44,98.89
99.48,98.88,99.48,98.70
98.73,99.37,99.39,98.71
99.17,100.13,100.13,99.17
99.71,99.50,99.73,99.41
100.12,99.62,100.12,99.16
99.81,99.97,100.37,99.81
100.44,100.76,100.76,100.42
100.52,100.57,100.68,100.40
100.57,100.82,100.98,100.57
100.98,100.25,100.98,99.99
99.88,100.07,100.23,99.75
100.49,100.55,100.61,100.12
100.39,100.33,100.72,100.16
100.03,99.94,100.03,99.81
100.30,100.13,100.30,99.54
100.29,99.69,100.29,99.69
98.84,97.99,98.84,97.80
97.41,97.44,97.65,97.22
97.63,97.36,97.83,97.31
97.52,97.81,98.06,97.41
97.52,97.41,98.10,97.10
97.68,98.02,98.28,97.58
97.97,98.27,98.27,97.93
98.59,98.39,98.89,98.33
97.74,96.64,97.74,96.51
96.65,96.95,97.16,96.65
97.70,97.35,97.79,97.27
97.62,96.93,97.62,96.73
98.08,97.70,98.13,97.31
97.64,98.85,98.90,97.64
98.98,99.22,99.30,98.88
98.50,99.32,99.81,98.50
99.32,99.82,99.94,99.27
100.45,100.51,100.69,100.45
100.87,101.35,101.35,100.87
101.38,101.16,101.42,101.07
101.42,101.54,101.54,101.32
102.18,102.29,102.69,102.09
102.50,102.69,102.69,102.20
102.68,102.91,102.98,101.80
103.39,102.64,103.44,102.52
102.64,102.25,102.70,102.17
101.75,101.59,101.76,101.29
101.70,101.19,101.70,101.18
101.27,100.35,101.27,100.35
100.94,100.73,101.06,100.60
100.36,100.72,100.88,100.36
100.08,100.48,100.83,100.05
101.33,101.84,101.84,101.28
101.55,101.83,101.94,101.24
101.65,101.21,101.66,100.88
102.00,102.34,102.44,102.00
101.50,101.56,101.98,101.45
101.51,100.38,101.55,100.36
100.35,100.04,100.44,99.62
101.38,101.81,101.89,101.20
102.23,102.44,102.49,101.97
102.00,102.83,103.07,101.79
102.66,102.31,103.10,102.31
102.79,104.05,104.10,102.79
103.84,105.05,105.08,103.79
105.30,104.49,105.30,104.08
104.60,104.03,104.60,103.87
104.74,104.66,104.91,104.36
104.29,104.59,104.70,103.97
104.81,104.33,104.87,104.24
104.54,104.54,104.54,104.24
104.71,104.81,105.00,104.60
105.00,105.34,105.34,104.89
105.40,104.58,105.40,104.24
105.11,104.48,105.11,104.35
104.73,104.95,105.05,104.30
105.40,105.48,105.50,105.18
105.13,105.01,105.13,104.57
105.16,104.63,105.16,104.63
104.44,103.90,104.46,103.90
104.00,105.16,105.17,104.00
105.15,105.29,105.40,105.11
105.36,105.59,105.59,105.15
105.26,106.09,106.10,105.17
106.28,107.06,107.12,106.28
107.18,107.53,107.61,107.06
107.96,106.86,107.96,106.86
106.39,106.71,107.07,106.39
107.07,107.02,107.59,106.81
107.59,107.58,107.59,107.51
107.88,108.55,108.58,107.68
109.19,108.97,109.35,108.97
109.29,108.90,109.29,108.90
108.83,108.92,108.94,108.67
109.39,108.86,109.39,108.75
109.16,108.97,109.21,108.91
109.00,108.43,109.00,108.06
108.01,107.80,108.01,106.98
107.93,107.44,107.93,107.44
108.37,108.94,108.96,108.30
109.17,109.12,109.38,109.12
109.05,108.81,109.05,108.55
107.93,106.48,107.93,106.45
106.56,106.59,106.59,106.26
106.17,106.28,106.35,106.01
106.55,106.55,107.15,106.34
106.42,106.23,106.42,105.51
106.33,108.53,108.55,106.33
108.24,108.39,108.39,107.92
108.52,108.95,109.16,108.51
109.39,109.46,109.47,109.15
109.67,109.41,109.67,109.06
109.75,109.94,110.10,109.68
110.20,109.95,110.20,109.95
109.76,110.16,110.24,109.76
110.54,110.42,110.54,110.07
110.36,109.73,110.36,109.50
110.15,110.13,110.23,109.90
110.35,109.76,110.35,109.33
110.05,110.89,111.00,110.05
111.34,112.00,112.14,111.34
112.15,113.00,113.00,112.15
113.28,113.56,113.64,112.93
113.81,112.33,113.89,112.22
112.71,114.00,114.05,112.71
114.08,113.84,114.23,113.71
114.00,114.15,114.26,114.00
114.35,114.10,114.51,113.91
114.80,114.56,114.95,114.15
115.01,114.81,115.02,114.57
114.23,113.97,114.23,113.29
113.02,111.58,113.13,111.58
111.30,110.60,111.33,109.97
110.94,111.85,112.15,110.94
111.63,111.10,112.05,110.81
113.07,113.28,113.49,112.83
112.64,112.67,112.95,111.67
112.37,109.74,112.59,109.69
110.17,110.64,110.67,109.92
110.53,110.33,110.69,109.16
110.18,110.73,110.78,110.18
110.84,112.44,112.44,110.80
112.74,113.39,113.39,112.35
113.81,114.64,114.64,113.10
115.00,114.61,115.45,114.58
114.67,115.73,115.76,114.59
115.92,115.99,116.09,115.51
117.27,117.67,117.89,117.27
117.81,117.18,118.27,117.18
117.59,118.64,118.67,117.27
118.48,118.34,118.96,118.31
118.77,119.36,119.90,118.77
119.61,118.74,119.61,118.70
119.01,119.04,119.65,118.72
119.14,119.58,119.62,118.89
119.79,119.13,120.54,118.48
118.66,118.50,118.93,117.79
119.45,120.60,120.75,119.45
120.69,120.42,120.69,120.20
120.81,119.69,121.33,119.48
120.37,119.47,120.37,118.78
119.61,119.72,119.72,118.85
119.76,119.33,120.36,119.21
118.91,119.45,119.50,118.91
120.18,117.89,120.18,117.87
117.99,117.78,118.27,117.78
118.04,118.51,119.07,118.04
118.77,119.83,119.99,118.64
120.10,119.66,120.59,119.10
119.59,119.38,119.84,119.00
120.40,117.20,120.40,117.08
117.39,115.71,117.39,114.97
116.30,116.00,116.87,115.13
116.46,116.11,117.37,116.11
116.30,115.81,116.30,114.77
116.57,115.62,117.30,115.62
116.47,117.42,117.48,116.47
118.20,118.54,118.76,117.83
119.02,119.05,119.05,118.61
119.24,119.02,119.24,118.29
119.46,117.08,119.91,117.01
116.57,115.38,117.38,114.85
115.58,115.02,115.58,114.09
115.38,117.21,117.21,114.95
116.96,113.79,116.96,113.34
112.91,112.14,113.86,112.04
112.80,113.28,113.64,111.98
113.47,114.01,114.01,111.45
114.40,114.36,114.43,113.73
113.67,114.37,114.57,113.67
114.61,115.13,115.13,114.36
115.85,116.41,116.84,115.85
115.52,115.66,115.90,115.19
115.47,115.74,116.09,115.33
115.74,114.99,115.74,114.70
115.43,115.07,115.54,113.60
114.96,115.32,115.57,114.77
115.04,115.54,115.73,114.38
115.82,115.88,116.55,115.15
116.19,115.49,116.19,115.39
115.17,116.44,116.49,114.75
116.51,115.63,116.51,115.63
116.01,115.97,116.01,114.83
115.98,115.43,116.75,115.21
114.94,116.24,116.34,114.80
117.03,118.04,118.04,116.95
118.17,118.07,118.45,118.03
117.88,117.88,118.20,117.61
118.17,116.85,118.17,116.26
116.74,117.44,117.44,116.48
117.82,118.15,118.16,117.78
117.48,117.35,117.94,117.01
118.03,118.15,118.23,117.64
118.20,118.67,118.97,117.85
118.87,118.98,119.00,118.35
119.25,119.55,119.64,119.16
119.83,119.51,119.89,119.24
119.95,120.35,120.39,119.85
120.53,120.55,120.65,120.00
120.82,120.75,120.85,120.09
120.66,121.11,121.16,120.62
121.03,121.38,121.42,120.99
121.25,121.74,122.04,121.04
122.22,121.79,122.22,121.69
121.50,121.60,121.84,121.31
121.54,121.45,121.54,120.77
121.00,121.37,121.45,121.00
121.06,120.58,121.47,120.45
120.62,120.36,120.72,120.24
120.82,120.82,121.76,120.52
120.62,120.87,121.16,120.62
121.47,121.82,121.85,120.75
122.42,122.05,122.42,121.66
122.13,122.62,122.62,122.13
122.95,122.63,122.99,122.49
123.33,123.07,123.94,123.07
123.81,123.95,123.99,123.57
123.59,123.91,123.92,123.39
123.72,123.83,123.91,123.50
124.09,123.47,124.23,123.31
124.30,125.05,125.19,124.30
125.52,125.72,125.72,124.87
125.83,126.15,126.64,125.58
126.52,125.20,126.52,125.08
125.20,124.05,125.63,123.54
124.37,124.42,124.57,123.85
124.42,124.36,124.57,123.22
124.82,124.65,124.82,123.82
125.84,125.11,125.84,124.81
125.54,124.43,125.54,124.04
124.73,124.24,124.73,123.88
124.07,122.94,124.65,122.78
123.47,124.63,124.77,123.47
124.26,124.34,124.38,123.67
124.72,125.53,125.97,124.55
126.35,126.72,126.74,126.15
126.77,126.52,126.96,126.36
126.20,126.28,126.37,125.85
126.64,126.40,126.64,125.80
126.37,126.19,126.62,126.01
127.00,126.93,127.34,126.31
126.15,124.30,126.15,124.30
124.23,124.33,125.12,123.55
125.12,125.00,125.19,123.71
124.50,124.00,125.08,123.70
123.56,123.86,124.40,123.24
124.22,122.19,124.22,121.87
122.41,123.42,123.46,121.83
124.69,123.44,124.69,123.38
123.90,123.41,123.90,123.11
124.59,124.79,124.81,123.97
125.01,126.09,126.11,125.01
126.56,126.04,126.81,125.10
127.12,127.09,127.20,126.67
127.98,127.73,127.98,126.92
127.69,127.75,127.96,127.29
128.51,127.86,128.51,127.80
128.00,127.94,128.11,127.60
128.83,128.54,128.83,128.19
128.59,129.01,129.09,128.59
129.36,128.72,129.36,128.61
128.70,128.80,128.80,128.40
128.97,129.37,129.45,128.78
129.57,129.43,129.79,129.03
130.05,129.93,130.21,129.69
130.27,129.13,130.46,128.90
129.35,129.89,129.89,128.77
129.74,130.12,130.18,129.53
129.82,129.80,130.45,129.65
130.05,130.50,130.53,129.75
130.75,130.41,130.75,129.67
130.41,129.49,130.41,129.10
129.66,128.78,129.66,128.52
128.49,130.26,130.33,128.49
130.28,130.33,130.77,129.70
130.96,131.20,131.20,130.62
131.96,131.04,132.06,130.94
131.52,130.33,131.52,129.92
129.73,129.47,130.02,129.07
129.67,131.67,131.67,129.66
131.50,129.73,131.73,129.56
130.66,129.93,130.66,129.04
129.56,129.94,130.14,128.83
130.73,129.05,130.73,128.89
128.75,127.96,128.75,127.46
127.78,128.07,128.57,126.72
129.13,130.74,130.94,128.65
131.85,130.78,132.44,130.46
130.70,129.00,130.70,129.00
129.13,131.84,131.92,128.93
131.44,129.61,131.60,129.18
129.21,128.46,130.01,128.46
128.46,125.91,128.46,125.91
126.82,125.47,127.80,125.00
123.81,124.20,124.37,121.06
122.61,123.99,125.09,122.29
127.24,125.98,127.24,124.86
125.60,127.26,127.26,125.60
128.42,130.63,130.74,128.41
130.72,129.54,130.76,129.49
130.88,131.52,132.31,130.61
132.29,133.34,133.35,132.01
133.49,133.65,133.74,133.00
135.11,134.85,135.11,133.66
135.28,134.63,135.28,133.82
134.00,136.43,136.75,134.00
138.64,137.49,138.96,136.51
137.74,137.46,137.74,136.83
137.23,137.33,137.72,136.36
138.39,137.26,138.78,136.90
137.80,138.45,138.55,137.63
138.32,136.57,138.32,136.23
136.47,138.03,138.05,136.47
138.39,138.79,138.95,138.06
138.68,138.86,139.03,138.12
139.25,138.90,139.61,138.36
138.65,137.84,138.78,137.54
137.77,138.78,138.95,137.48
139.69,140.85,140.95,139.00
141.18,139.79,141.18,139.67
139.50,139.37,139.91,138.86
140.66,140.19,140.74,140.00
140.50,141.56,141.56,140.50
141.97,141.57,142.17,141.20
141.82,142.48,142.48,141.70
142.74,143.12,143.89,142.74
143.00,142.57,143.30,142.46
142.87,144.02,144.23,142.87
144.28,144.45,144.60,143.85
144.54,144.13,144.76,143.80
144.65,144.91,145.08,144.48
145.75,145.26,146.10,144.81
144.36,144.88,144.89,143.00
145.00,142.21,145.00,142.21
143.20,143.12,144.49,142.86
142.76,141.05,142.91,140.87
141.98,139.87,142.08,139.18
139.14,137.91,141.36,137.91
138.50,140.92,141.00,138.15
143.09,144.53,144.62,142.35
144.80,145.49,146.02,144.65
145.40,144.85,145.40,144.13
144.99,142.94,144.99,142.03
142.84,143.72,144.07,142.78
144.47,144.20,144.48,143.89
144.38,144.30,144.46,143.65
144.26,143.81,144.51,143.55
144.23,142.57,144.91,142.57
143.65,142.92,144.46,142.26
142.99,141.95,142.99,141.54
142.21,141.01,143.03,140.17
141.91,144.18,144.18,141.91
145.62,146.98,147.04,145.62
147.57,145.88,147.57,145.47
147.08,145.16,147.25,145.00
146.33,144.72,147.20,143.72
143.60,144.30,144.64,142.50
144.80,142.85,145.02,142.85
142.90,145.34,145.45,142.50
146.47,145.06,146.47,144.00
145.03,145.56,146.21,144.67
146.50,147.54,147.65,144.73
147.55,146.80,147.56,146.65
147.00,147.53,147.53,145.84
146.30,146.48,147.46,145.80
147.38,144.97,147.38,144.75
145.58,146.13,146.18,143.95
145.55,143.85,146.02,143.60
144.65,144.48,144.65,142.00
145.29,145.52,145.52,143.53
144.50,144.65,145.48,144.00
146.19,147.47,147.60,146.19
147.97,146.32,147.97,145.77
146.22,144.45,146.22,144.11
144.88,146.64,146.92,144.88
146.70,147.00,147.48,146.13
147.35,147.89,147.89,146.95
148.29,148.64,148.64,147.36
148.36,149.34,149.34,148.35
149.72,149.87,149.87,149.00
149.80,149.85,150.01,149.13
149.49,151.52,151.52,149.49
151.72,152.14,152.51,151.67
152.61,152.00,152.61,151.51
152.20,152.00,152.45,151.57
152.05,152.36,152.40,151.28
152.33,151.78,152.33,151.67
151.87,153.11,153.12,151.76
153.17,151.80,153.17,151.17
151.26,152.51,152.66,150.59
152.70,153.48,153.69,152.70
152.70,150.95,152.72,150.70
151.57,151.71,151.76,150.51
150.95,150.07,150.95,150.00
150.68,150.57,151.25,150.43
151.36,152.69,152.69,151.20
152.67,152.22,153.30,151.29
153.03,155.56,155.56,153.03
155.37,155.55,155.82,154.60
155.28,157.70,158.28,154.98
157.62,158.31,158.40,157.53
159.66,159.00,159.70,158.43
159.14,158.81,159.62,158.05
159.03,157.45,159.28,157.45
157.51,154.75,158.45,154.66
153.76,154.37,155.40,153.00
154.66,155.80,156.04,154.66
157.21,157.27,157.35,156.57
156.97,155.22,157.18,155.22
155.10,153.48,155.10,152.52
153.11,154.05,154.68,153.11
153.11,154.59,155.27,153.01
154.79,154.64,155.69,154.64
155.18,156.58,156.95,155.00
156.53,157.56,157.66,156.40
157.70,158.80,158.80,157.40
158.80,158.06,159.47,158.00
158.00,158.02,158.25,157.00
158.54,158.19,158.94,158.06
158.19,158.23,158.56,158.00
157.48,157.10,157.53,155.98
157.98,158.05,158.39,157.77
159.14,159.19,159.34,158.91
159.78,159.41,159.78,158.70
158.86,159.98,160.37,158.79
159.83,159.62,160.14,159.27
160.35,156.40,160.35,156.31
156.68,156.67,157.12,154.06
155.70,155.28,156.54,154.35
155.07,152.87,155.46,152.21
153.86,154.45,154.57,153.71
154.90,155.57,155.92,154.89
155.08,153.46,155.69,153.40
154.00,152.86,154.23,151.80
152.83,153.62,154.31,152.67
154.94,155.72,156.12,154.94
155.75,155.74,156.21,155.66
155.51,155.05,155.51,154.34
155.51,154.97,155.80,154.84
156.06,157.11,157.16,155.27
157.29,157.34,157.56,156.85
157.46,158.44,158.51,157.25
158.87,159.21,159.64,158.08
159.17,159.57,160.26,159.00
159.45,159.58,159.64,159.00
159.43,159.62,160.56,159.13
159.11,158.12,159.15,157.81
158.56,159.96,159.97,158.56
159.95,159.81,160.32,159.14
159.52,159.89,161.13,159.01
160.66,160.68,161.11,159.41
160.57,159.73,160.57,159.24
159.99,159.82,160.04,159.33
159.81,158.82,159.81,158.32
158.42,158.97,158.97,157.49
158.81,158.09,159.21,158.09
158.33,157.88,158.33,157.43
158.61,159.75,159.86,158.00
160.66,160.46,160.86,160.11
160.34,158.76,160.34,158.76
158.15,158.95,159.23,157.24
158.92,159.64,159.75,158.88
160.03,160.02,160.35,159.19
160.42,162.00,162.28,160.42
161.99,162.02,162.52,161.82
163.44,162.67,163.69,162.67
164.10,162.80,164.10,162.42
162.96,161.19,162.96,161.15
162.87,163.13,163.13,161.00
164.09,162.43,164.09,162.13
161.68,158.91,162.09,158.80
160.24,159.51,160.38,159.00
160.81,160.99,161.07,160.13
161.98,160.63,161.98,160.04
159.00,160.31,161.01,159.00
161.39,160.83,161.39,158.36
160.37,157.94,160.37,157.89
159.51,158.77,159.87,158.70
160.48,160.88,161.05,159.99
162.10,162.13,162.36,161.51
162.98,163.84,164.06,162.26
164.96,163.69,164.96,163.29
164.05,164.20,164.23,163.70
164.01,164.05,164.11,163.46
164.40,164.35,164.69,164.00
164.44,163.81,164.73,162.94
163.80,164.80,164.89,163.80
165.08,164.09,165.20,163.71
163.80,161.21,163.80,160.86
163.35,160.40,163.35,159.67
161.18,162.60,162.60,160.15
163.21,162.97,163.21,162.08
162.73,162.86,163.00,161.47
163.58,163.58,164.22,163.29
163.95,163.41,164.30,162.38
164.95,163.56,164.95,163.09
164.67,164.51,164.71,163.79
164.83,161.59,164.83,161.07
161.38,161.24,161.38,159.71
162.33,162.55,163.05,162.07
161.67,161.26,161.95,160.29
160.27,160.91,161.07,158.17
161.00,160.64,161.49,160.40
160.22,161.25,161.25,160.06
161.01,162.58,162.61,160.11
162.48,162.60,163.36,162.41
161.91,161.91,162.60,160.89
160.98,158.00,161.00,157.91
156.42,153.40,157.15,153.40
151.87,147.61,151.87,116.04
149.39,146.23,154.87,146.22
148.50,151.80,151.80,146.54
153.31,154.72,154.90,152.00
154.25,154.40,154.73,153.24
153.63,151.64,154.58,151.44
150.13,147.60,150.13,146.81
149.07,150.47,150.47,148.02
151.10,149.92,152.33,149.54
148.76,148.68,149.30,147.03
150.45,152.03,152.08,149.68
153.62,149.61,153.62,149.24
149.18,150.43,151.50,149.03
150.00,151.43,151.43,149.64
151.54,151.07,151.54,150.38
151.25,152.64,153.08,151.06
152.31,153.17,153.41,151.92
153.24,154.44,156.30,153.20
152.39,151.91,153.30,151.43
152.59,150.16,152.96,149.23
148.39,148.93,148.93,147.46
149.08,148.64,149.86,148.06
147.55,147.00,147.55,145.39
148.09,143.12,148.12,141.89
142.06,136.89,142.06,135.58
137.26,137.54,139.86,136.03
139.45,140.51,140.62,138.58
140.65,141.45,141.53,139.31
139.44,144.40,144.40,139.00
145.69,144.79,146.05,143.62
144.70,141.72,144.70,140.29
142.43,143.36,143.97,141.11
142.98,144.11,144.41,141.61
144.23,144.94,145.24,143.97
144.76,145.22,145.40,144.22
144.46,143.79,146.40,143.64
144.31,143.06,145.05,143.06
142.44,145.87,145.92,141.50
146.21,147.47,147.49,146.21
147.13,148.09,148.35,146.50
147.79,146.18,147.79,145.72
147.03,144.48,147.24,142.06
144.77,141.75,144.77,140.10
142.93,145.10,145.69,142.28
144.83,145.75,146.28,144.55
146.09,147.85,147.87,146.09
148.07,149.91,149.92,146.72
150.15,150.76,151.67,150.15
151.27,149.90,151.35,149.90
150.59,152.90,153.02,150.59
152.72,152.65,153.06,151.70
152.99,152.17,153.62,151.10
152.09,151.38,152.16,150.29
150.71,151.31,151.39,149.56
151.07,149.94,151.07,149.14
149.78,151.01,151.08,149.76
151.21,149.11,151.21,149.09
148.33,146.48,148.75,146.48
146.17,146.50,147.64,146.00
146.30,148.35,148.38,146.30
148.75,149.28,149.97,147.94
149.69,151.80,151.92,149.51
150.91,149.36,150.92,149.22
150.01,150.78,151.28,150.01
150.87,151.01,151.83,150.75
150.33,151.24,151.31,149.85
151.35,151.87,152.05,151.35
152.07,152.37,152.78,151.95
152.72,150.87,152.72,150.87
151.28,153.19,153.20,151.28
153.05,151.97,153.82,151.82
152.47,148.45,152.47,147.91
148.89,151.78,151.96,148.89
151.70,150.86,152.13,150.22
149.89,151.12,151.41,149.73
150.48,149.71,151.95,149.10
149.88,151.02,151.85,149.88
149.39,148.86,149.83,148.60
149.01,149.33,149.92,147.30
150.64,151.13,151.76,150.42
152.04,152.79,153.00,150.94
153.24,151.41,153.24,151.41
150.74,149.42,150.80,149.42
150.37,151.24,151.24,150.13
151.70,152.49,152.76,150.79
153.51,154.30,154.52,153.51
154.04,154.32,154.89,154.04
153.72,153.71,153.96,153.15
154.48,155.60,155.87,154.48
155.40,154.74,155.60,154.59
154.14,153.49,154.80,153.49
151.40,150.53,151.61,149.36
151.02,151.31,151.98,150.70
149.36,149.76,151.05,148.78
147.31,146.42,148.34,145.94
147.19,144.23,147.71,143.98
144.99,142.24,145.60,140.81
143.46,143.93,145.15,141.59
144.49,139.70,144.95,139.56
140.45,143.20,143.98,139.02
139.63,141.16,141.42,139.16
142.79,141.22,143.07,139.50
138.94,141.59,142.54,136.54
141.50,141.08,142.57,140.05
143.02,143.66,143.88,142.47
143.26,142.45,144.23,142.28
142.77,143.35,143.54,141.54
143.19,141.40,144.83,140.84
142.44,137.94,142.61,137.57
138.02,140.83,140.89,138.02
139.98,141.65,142.21,138.43
140.51,139.62,141.00,139.30
140.40,140.01,140.40,137.09
139.50,139.77,140.85,138.76
139.17,136.75,139.72,136.13
135.27,133.16,135.27,131.40
131.64,133.95,135.29,130.24
134.95,135.73,137.68,134.95
133.21,132.97,134.09,132.32
133.85,135.05,135.05,132.55
136.22,137.65,137.65,135.71
138.21,140.22,140.23,138.21
140.29,139.00,140.55,138.76
138.29,138.86,139.15,137.92
140.02,140.77,140.83,140.02
140.18,139.78,140.75,139.78
138.62,140.42,140.52,137.90
140.83,142.16,142.16,140.49
142.53,142.40,143.42,142.33
142.03,139.80,142.06,139.75
140.69,142.34,142.44,139.90
141.99,143.00,143.00,141.99
142.43,143.02,143.23,142.06
142.76,142.66,143.51,142.36
142.13,143.69,144.51,141.74
143.12,141.64,143.94,141.50
142.42,141.91,142.88,141.14
142.52,141.81,143.21,140.94
142.95,145.38,145.38,142.95
144.54,145.07,145.22,144.40
143.56,141.58,144.39,141.39
141.46,141.63,142.12,140.42
141.43,139.89,141.96,138.49
140.11,141.91,142.16,139.77
141.63,142.37,142.71,141.63
141.48,143.91,144.22,141.48
143.80,142.70,144.15,142.62
142.04,142.22,142.86,141.39
142.48,141.89,142.54,141.68
141.75,144.33,144.35,141.75
144.94,144.37,145.30,144.14
144.26,144.31,145.08,144.14
143.55,146.20,146.35,143.46
146.67,147.57,148.36,146.67
146.32,145.19,146.63,145.19
145.39,149.43,149.44,145.39
148.56,147.49,149.00,146.71
147.77,147.04,148.14,146.44
147.33,145.88,147.98,145.65
146.04,147.01,147.22,145.72
147.81,148.90,149.05,147.46
148.81,149.16,149.61,148.81
149.30,148.96,149.57,147.87
148.56,150.54,150.62,148.56
150.55,150.08,150.84,149.56
150.51,151.06,151.74,149.71
151.26,151.66,152.39,151.20
151.96,152.59,152.98,151.45
151.69,151.27,152.79,151.00
151.81,151.15,152.28,150.55
151.36,151.27,151.90,150.64
150.67,150.14,151.84,149.82
149.45,148.14,149.45,147.24
148.50,149.15,149.15,147.96
148.33,148.67,149.38,147.90
147.95,147.02,147.98,146.99
147.22,147.77,148.02,146.71
146.65,146.40,147.27,145.50
146.57,147.96,148.51,146.57
148.30,149.03,149.03,148.03
148.68,147.31,149.39,147.31
147.89,146.25,147.89,145.33
146.26,146.10,146.76,145.87
146.18,148.41,148.46,146.18
148.31,146.84,148.50,146.45
147.03,147.55,148.25,146.61
146.90,146.35,147.51,145.54
146.88,147.72,148.06,146.88
147.38,146.97,147.67,146.97
147.34,149.12,149.38,147.34
149.31,149.78,150.33,149.31
149.93,149.91,150.20,149.72
150.06,150.63,151.04,150.06
150.98,150.92,151.33,150.55
150.62,151.97,152.16,150.62
151.75,153.64,153.64,151.75
153.28,152.93,154.20,151.85
153.10,153.75,153.92,152.63
152.77,152.69,153.14,152.31
153.05,153.70,153.74,152.38
153.11,153.41,154.14,152.97
152.24,151.62,152.24,150.93
150.85,150.29,152.23,150.24
149.87,150.33,150.39,149.05
150.57,149.21,151.06,149.13
148.73,149.58,149.72,147.76
149.86,148.28,149.86,147.58
149.40,149.29,150.50,149.29
149.69,148.88,150.32,148.18
148.72,149.27,150.85,148.72
150.48,151.56,151.56,150.42
146.88,146.69,148.76,146.37
145.74,143.23,145.74,142.81
144.50,146.17,146.24,144.50
147.44,149.47,149.83,147.44
149.77,150.82,150.82,148.94
150.75,151.95,152.13,150.75
151.14,151.15,151.81,150.59
150.72,153.15,153.37,150.72
153.19,153.02,154.00,152.45
153.59,154.86,155.05,153.44
155.37,154.76,155.47,154.73
155.31,155.57,155.82,155.17
156.00,155.82,156.73,153.71
156.66,156.39,157.58,155.87
156.88,156.08,157.16,156.05
156.23,156.40,157.26,155.80
156.15,155.68,156.68,155.07
156.34,157.87,157.96,156.34
157.89,158.07,158.63,157.50
158.10,158.46,158.63,157.60
158.62,158.15,158.62,157.37
157.59,158.12,158.17,157.59
158.08,158.52,158.80,157.51
158.50,159.10,159.38,158.50
158.76,159.69,159.78,158.43
160.00,160.00,160.93,159.69
160.17,160.06,160.80,159.00
159.98,160.97,161.00,159.98
161.00,160.25,161.01,160.15
160.44,160.60,160.85,160.29
160.74,159.58,160.74,159.37
160.12,160.66,161.20,160.12
160.18,159.62,160.83,159.26
160.14,160.77,160.81,159.92
160.57,160.67,160.67,159.89
160.76,161.10,161.33,160.76
160.47,159.64,160.89,159.64
159.71,159.36,160.57,158.65
159.29,159.54,159.79,159.06
159.11,159.54,159.62,158.78
159.61,160.07,160.50,159.26
160.50,160.36,161.37,160.30
160.38,156.86,160.55,156.86
157.08,155.93,157.95,155.43
156.00,156.34,157.06,155.40
156.50,156.86,157.12,155.75
156.66,156.42,156.98,156.16
156.69,155.91,156.69,155.32
156.00,155.51,156.00,154.90
155.91,155.49,155.96,155.25
155.77,156.08,156.31,155.57
156.10,156.37,157.11,155.79
156.07,156.52,156.54,155.91
155.49,152.57,155.49,152.57
152.03,155.39,155.64,151.89
154.37,153.08,154.99,152.41
153.26,152.69,153.92,152.40
152.78,154.81,155.24,152.52
154.25,154.84,155.06,153.87
155.09,154.49,155.54,154.33
155.02,154.91,155.99,154.66
155.10,156.32,156.38,154.36
156.89,157.84,157.99,156.89
157.71,157.48,157.93,157.43
156.69,155.37,156.69,155.18
155.35,156.71,156.74,155.35
156.90,156.73,156.99,155.88
156.64,154.05,156.64,153.42
154.26,155.61,155.75,153.93
154.96,154.59,155.85,153.84
154.77,154.25,155.18,153.55
154.76,154.86,155.27,154.76
154.56,154.43,154.70,153.67
154.71,154.65,154.71,153.47
154.65,155.61,155.85,154.65
154.34,151.26,155.47,150.64
151.35,150.26,151.62,150.26
149.65,150.35,150.68,149.07
150.87,149.45,150.88,149.45
149.38,148.93,149.38,148.82
150.21,151.37,151.48,150.21
151.39,150.67,151.39,150.61
150.70,151.27,151.62,150.70
151.07,150.34,151.07,149.85
150.82,150.39,151.00,150.32
150.08,149.12,150.25,149.12
148.51,146.94,148.66,146.73
147.96,147.02,148.49,147.00
145.34,144.56,145.87,144.16
144.54,143.76,144.54,143.72
143.99,143.08,144.13,141.84
142.73,143.07,144.09,142.18
143.24,141.00,143.63,140.98
141.48,142.64,143.61,141.48
144.37,145.96,146.25,143.68
145.04,146.26,147.36,144.50
148.50,148.89,149.84,145.72
150.42,150.58,151.67,149.34
150.01,148.24,150.01,147.90
148.80,148.48,149.44,148.24
148.88,149.34,149.50,147.86
149.11,148.49,149.76,148.49
148.50,149.33,149.35,148.50
149.45,147.67,150.31,147.65
148.05,148.38,148.80,147.90
148.00,146.31,148.00,145.06
144.78,147.26,147.26,144.13
147.51,147.55,147.82,147.10
147.07,146.52,147.49,146.48
146.82,147.17,147.73,146.51
147.51,145.58,147.97,145.43
145.89,144.36,145.89,144.05
