JNJ,Johnson & Johnson Common Stock,NASDAQ
84.21,82.62,84.45,82.12
83.00,83.20,84.32,82.50
82.92,84.61,85.31,82.81
85.16,85.35,85.59,84.54
85.95,86.99,87.32,85.94
87.53,86.71,87.82,86.49
86.72,85.86,87.38,85.85
85.72,86.63,87.64,85.50
86.65,86.57,87.20,86.21
86.54,86.78,87.04,86.10
87.58,87.87,87.88,86.92
88.09,88.59,88.99,87.97
88.65,88.88,89.08,88.36
88.88,89.24,89.48,88.81
89.81,89.67,89.93,89.00
89.69,89.99,89.99,89.38
89.91,90.40,90.81,89.76
91.04,90.40,91.66,90.13
90.58,90.13,90.97,89.88
90.33,90.17,90.95,90.06
90.24,92.23,92.27,90.05
92.08,92.28,92.56,91.61
92.39,92.42,92.86,92.11
92.65,92.36,92.66,91.75
92.00,92.57,92.75,91.75
92.32,92.83,92.93,91.65
92.63,93.21,93.39,92.61
93.47,93.17,93.97,93.02
93.23,93.50,94.42,93.19
94.16,93.77,94.40,93.70
93.56,94.39,94.39,93.45
94.05,93.80,94.30,93.43
93.88,93.81,93.94,93.50
93.60,93.66,94.03,93.47
94.27,93.34,94.37,92.71
93.39,92.36,93.39,91.78
92.08,92.00,92.77,91.75
91.89,93.01,93.35,91.76
92.79,90.70,92.95,90.51
90.32,89.55,90.41,89.09
89.13,89.37,89.80,88.77
89.47,90.45,91.25,89.35
90.55,89.73,91.65,89.73
89.47,88.80,89.63,88.68
88.76,88.26,89.03,88.12
87.93,88.41,88.44,87.21
88.36,87.53,88.48,87.39
86.97,86.17,87.08,85.96
86.36,86.53,86.91,85.88
86.41,86.57,87.14,85.99
86.78,86.41,86.78,85.85
86.89,86.42,87.30,86.03
86.46,86.90,87.25,86.25
87.00,87.04,87.17,86.62
87.22,87.16,87.92,86.00
87.39,87.56,87.60,87.01
88.14,88.53,88.58,87.85
88.63,89.23,89.27,88.14
89.30,89.01,89.57,88.88
89.13,88.57,89.25,88.20
89.43,89.03,89.57,88.83
89.05,89.06,89.22,88.58
88.91,89.91,89.91,88.30
90.05,90.07,90.20,89.79
90.20,89.68,90.72,89.68
89.43,89.09,89.75,88.81
89.02,88.22,89.20,88.15
88.42,87.08,88.47,87.07
87.28,87.07,87.70,86.72
86.81,86.73,86.94,86.44
86.33,86.69,86.95,86.15
86.59,87.47,87.49,86.26
87.13,87.29,87.29,86.44
87.19,86.58,87.40,86.28
86.82,87.31,87.42,86.56
86.70,86.59,86.98,86.29
86.62,85.61,86.74,85.57
85.93,85.96,86.23,85.50
86.72,87.78,87.78,86.70
88.62,89.45,89.48,88.02
88.83,89.80,89.89,88.63
90.33,89.93,91.46,89.93
90.42,91.11,91.17,90.16
90.87,91.97,92.00,90.77
91.75,91.63,92.05,91.14
91.63,91.20,91.63,90.77
91.53,92.36,92.56,91.50
92.07,92.10,92.43,91.52
92.65,92.35,92.99,92.14
92.04,92.09,92.27,91.78
91.96,92.39,92.80,91.92
92.80,93.14,93.18,92.58
93.27,92.79,93.45,92.65
92.85,92.61,93.35,92.32
92.38,93.37,93.58,92.38
93.46,93.03,93.50,92.43
92.54,92.81,92.95,92.28
93.03,93.04,93.20,92.72
93.19,92.69,93.35,92.69
92.63,94.05,94.10,92.56
93.97,94.29,94.64,93.94
93.98,93.56,94.09,93.00
93.36,93.34,93.45,92.32
93.40,93.92,94.14,93.40
93.63,94.39,94.40,93.55
94.36,94.30,94.60,94.01
94.27,94.86,94.92,94.00
94.94,95.15,95.47,94.66
95.46,95.20,95.75,95.05
94.39,95.25,95.58,94.39
95.49,95.63,95.99,95.08
95.58,95.06,95.87,94.97
95.34,94.98,95.37,94.61
95.23,94.66,95.50,94.43
94.41,94.28,94.66,93.97
94.20,93.97,94.56,93.51
93.76,93.63,94.25,93.13
93.42,92.97,93.63,92.66
93.60,94.44,94.48,93.42
94.30,94.44,94.48,93.70
94.58,94.14,94.79,93.96
94.40,93.11,94.45,93.03
92.84,91.16,92.86,91.07
91.46,91.35,91.86,91.08
91.42,91.37,92.32,91.16
91.30,90.66,91.33,90.50
90.95,92.64,92.66,89.77
92.40,91.98,92.40,91.42
91.95,92.09,92.75,91.95
92.56,92.03,92.68,91.76
92.18,92.06,92.39,91.85
91.99,92.54,92.54,91.77
92.77,92.35,92.96,92.18
92.16,92.30,92.30,91.73
92.17,91.59,92.22,91.15
91.14,91.03,91.73,91.01
91.29,91.85,92.22,91.26
91.93,92.33,92.75,91.87
93.04,94.29,94.62,92.99
94.17,94.16,94.60,93.88
94.94,94.73,95.38,94.09
94.64,94.74,94.98,94.14
94.37,94.50,94.99,94.06
94.60,94.72,94.90,94.32
94.65,94.80,95.27,94.51
94.60,94.64,95.09,94.23
94.72,95.06,95.17,94.38
94.93,94.03,95.10,92.62
93.99,94.32,94.55,93.54
93.74,92.74,93.80,92.41
92.12,90.61,92.61,90.61
90.30,89.94,90.76,89.85
90.58,90.10,90.60,89.79
89.47,88.90,89.71,88.53
89.62,89.50,89.78,89.01
89.01,88.47,89.34,88.15
88.75,86.78,88.78,86.61
86.93,86.62,87.28,86.09
86.49,87.28,87.67,86.48
87.63,88.75,88.76,87.55
88.92,90.04,90.04,88.61
90.24,91.07,91.08,89.80
91.09,92.97,92.97,90.95
92.95,92.42,92.99,91.95
92.00,92.56,92.62,91.71
92.60,92.76,92.95,92.03
92.77,92.17,92.85,92.09
92.15,91.64,92.75,91.57
91.69,92.38,92.73,91.31
91.86,91.52,92.25,91.45
91.45,91.11,92.06,91.10
91.59,91.11,91.87,90.66
91.11,91.11,91.54,90.77
91.16,91.36,91.42,90.75
91.42,92.12,92.64,91.06
91.13,91.56,91.98,90.83
92.47,93.34,93.46,92.25
93.27,92.59,93.30,92.38
93.19,92.89,93.65,92.82
93.37,93.32,93.48,92.69
93.17,93.45,93.49,92.79
93.71,93.49,93.75,93.09
92.82,93.60,93.62,92.65
93.85,93.00,94.20,92.98
92.88,92.81,93.44,92.46
93.26,93.93,94.18,93.18
93.90,93.94,94.24,93.48
93.89,93.59,94.36,92.92
93.52,94.12,94.19,92.96
94.77,95.93,95.93,93.88
95.30,95.20,95.43,94.54
95.70,97.38,97.70,95.70
97.51,97.05,98.47,97.05
97.08,97.28,97.70,96.26
97.51,97.44,98.22,96.96
98.00,98.23,98.60,97.61
98.31,97.94,98.68,97.37
98.01,98.23,98.39,97.37
97.97,98.26,98.34,97.53
98.62,98.42,99.38,98.32
98.39,97.89,99.36,97.83
98.03,98.06,98.73,97.50
98.42,98.95,99.00,97.78
98.86,96.54,98.93,96.52
96.20,96.87,97.20,96.05
97.28,97.14,97.36,96.25
98.45,99.20,99.21,98.05
99.57,98.75,99.71,98.07
98.69,98.96,99.65,98.69
99.01,100.00,100.13,98.67
100.00,100.18,100.75,99.74
100.24,100.22,100.56,99.92
100.24,99.96,100.37,99.55
99.97,99.79,100.26,99.40
100.56,101.34,101.50,100.12
101.63,101.03,101.98,100.96
100.84,101.29,101.67,100.70
100.77,100.53,101.03,99.93
100.17,99.31,100.38,98.88
99.29,100.00,100.17,99.04
100.02,99.51,100.02,99.51
99.85,100.91,101.05,99.35
100.67,100.50,101.09,100.36
100.86,100.91,101.25,100.41
101.24,100.52,101.24,100.42
100.90,101.02,101.49,100.63
100.95,100.87,101.10,100.77
100.64,100.69,100.84,100.41
100.57,100.58,100.89,100.14
100.22,100.64,100.93,100.13
100.81,100.25,100.98,99.96
100.60,101.14,101.20,100.53
100.58,100.96,101.01,100.08
101.04,100.98,101.16,100.67
101.10,100.81,101.36,100.27
100.67,100.30,100.93,100.12
100.56,100.76,100.80,100.15
100.70,101.46,101.54,100.55
101.54,102.17,102.26,101.01
101.91,102.46,102.60,101.84
102.23,102.68,102.71,101.94
102.78,103.22,103.36,102.42
103.25,103.18,103.33,102.84
103.07,103.22,103.23,102.68
103.47,104.10,104.12,102.77
103.81,103.32,104.15,103.13
103.18,102.53,103.21,102.51
102.51,102.53,102.65,102.17
102.52,102.45,102.89,101.84
102.13,101.93,102.20,101.38
101.91,102.81,102.83,101.86
102.93,103.81,103.87,102.81
104.37,105.27,105.48,104.07
104.91,104.75,105.12,104.44
104.63,104.59,105.23,104.55
104.23,105.76,105.87,104.23
105.84,105.65,105.97,105.03
105.47,104.99,105.59,104.45
105.62,104.62,106.00,104.52
105.15,105.87,106.00,104.99
105.70,105.86,105.97,105.30
105.87,105.42,106.25,105.11
105.42,106.47,106.74,105.27
106.21,105.72,106.25,105.52
106.00,106.04,106.21,105.72
105.08,105.80,106.00,104.52
105.84,105.10,106.01,104.86
105.38,105.38,105.49,105.11
105.23,103.28,105.47,102.77
103.53,102.22,103.67,101.95
101.90,100.37,102.10,100.26
100.67,101.80,101.96,100.37
101.44,101.27,101.58,101.02
101.91,102.47,102.54,101.78
102.80,102.19,102.93,101.88
102.34,102.20,102.73,102.02
102.27,102.11,102.40,101.80
101.89,102.11,102.40,101.66
102.45,101.96,102.51,101.69
102.27,102.30,102.85,101.81
101.77,100.09,101.84,100.05
99.76,99.90,100.41,98.80
99.99,100.16,100.38,99.32
99.83,99.82,100.24,99.55
99.67,100.71,100.83,99.60
101.09,99.93,101.19,99.58
100.21,101.08,101.15,99.77
101.62,101.16,101.78,101.01
101.00,100.63,101.22,100.31
101.15,101.74,101.95,101.15
101.89,102.02,102.05,101.50
102.21,101.17,102.44,100.80
101.92,102.70,102.72,101.75
102.73,102.96,102.96,102.02
102.87,103.21,103.30,102.70
103.33,104.19,104.42,103.33
103.63,103.10,104.03,102.97
103.65,103.23,103.81,103.09
103.47,103.44,103.72,103.17
103.60,103.22,103.72,102.91
102.90,102.95,103.19,102.71
103.10,103.73,103.76,103.01
103.30,103.36,103.71,103.02
103.82,103.76,104.10,103.54
103.99,103.84,104.10,103.76
103.92,104.42,104.42,103.34
104.42,104.05,104.58,103.83
104.40,103.80,104.40,103.55
104.19,104.99,105.34,103.96
104.78,104.55,104.89,104.10
104.54,104.58,104.81,103.96
104.59,104.72,104.91,104.35
104.49,105.88,105.94,104.30
105.88,106.19,106.63,105.80
106.18,107.35,107.41,106.03
107.89,107.99,108.37,107.62
108.00,107.88,108.25,107.78
107.77,107.46,108.10,107.19
107.70,108.64,108.77,107.34
108.53,107.10,108.55,107.07
107.41,107.10,107.49,106.20
106.38,106.54,106.65,106.04
106.50,106.59,107.21,106.45
105.98,104.30,106.28,103.95
104.06,103.85,104.54,103.25
104.23,105.13,105.19,104.13
105.68,104.86,106.00,104.37
104.46,102.39,104.46,102.34
102.43,104.91,105.03,102.04
104.63,102.08,104.86,101.79
102.35,101.23,102.53,101.23
101.46,99.12,101.46,99.02
100.53,97.01,100.90,95.34
96.05,98.21,98.72,95.10
96.97,96.78,98.00,96.50
97.54,98.70,99.15,97.31
98.83,99.20,99.20,98.32
99.83,100.36,100.38,99.34
101.10,101.22,101.79,100.52
102.26,102.63,102.98,101.94
102.95,103.13,103.29,102.21
103.07,104.07,104.24,103.04
104.55,104.79,104.80,103.56
105.00,105.56,105.56,104.86
105.17,107.04,107.05,104.91
107.94,107.78,108.18,107.26
107.83,107.46,108.12,106.75
107.89,108.62,108.73,107.34
109.05,108.82,109.26,107.95
108.93,109.01,109.32,108.55
109.00,108.20,109.03,107.92
108.07,108.82,108.92,107.20
108.88,108.91,109.40,108.55
108.67,108.75,109.00,108.39
109.05,109.07,109.49,108.50
108.92,108.16,109.06,108.01
108.00,108.30,108.69,107.61
108.13,108.83,109.06,107.72
108.45,108.76,108.81,108.10
108.55,108.18,108.57,107.69
108.73,107.86,108.73,107.62
107.92,106.88,108.23,106.64
106.98,106.70,107.19,106.70
106.77,107.21,107.25,106.60
107.61,108.25,108.82,107.33
107.89,108.03,108.81,107.35
107.97,108.51,108.53,107.50
108.54,107.72,108.99,107.65
108.09,107.56,108.30,107.38
107.53,108.51,108.74,107.22
108.42,108.52,108.88,108.14
108.22,108.05,108.47,106.89
107.61,106.24,107.96,106.15
105.85,106.72,107.31,105.36
106.65,104.43,106.87,104.39
104.77,103.96,105.06,103.63
103.48,102.76,105.21,102.50
103.27,104.07,104.49,102.70
105.62,106.81,106.82,104.74
106.63,105.55,107.39,105.50
105.69,106.74,106.83,105.67
106.66,104.28,106.91,103.92
104.38,104.59,105.33,104.38
105.07,105.06,105.69,104.69
104.64,105.33,105.69,104.61
105.42,105.36,105.80,105.06
105.61,104.57,106.11,104.54
105.05,104.52,105.55,104.13
104.48,103.79,104.73,103.68
104.34,103.28,104.99,102.94
103.91,105.56,105.83,103.81
106.06,106.39,106.49,105.75
106.50,104.94,106.50,104.75
105.17,104.58,105.82,104.30
105.44,104.76,106.33,104.24
103.86,104.00,104.43,103.51
102.97,102.49,103.93,101.95
102.06,104.04,104.62,102.00
101.55,101.29,102.05,100.26
100.56,101.90,102.10,100.40
102.39,103.76,103.83,101.57
102.94,102.20,102.97,101.94
101.80,102.26,102.45,101.21
101.83,102.09,102.77,100.93
102.48,101.48,102.93,101.44
101.51,102.38,102.46,100.67
101.58,100.14,102.00,100.09
100.49,100.83,100.85,99.38
101.40,102.46,102.56,101.12
102.12,101.36,102.45,101.02
101.57,102.46,102.56,101.46
102.11,101.10,102.45,100.83
101.06,99.78,101.06,99.10
100.19,100.35,100.70,99.43
100.46,100.38,100.79,99.95
100.50,98.44,100.54,97.15
98.44,99.62,99.67,98.33
99.39,100.44,100.48,99.12
100.70,99.96,100.94,99.38
99.95,100.70,100.84,99.61
100.18,100.26,100.37,99.11
100.74,100.18,100.77,99.80
100.25,100.70,101.05,100.00
100.94,101.21,101.29,100.16
101.38,102.80,103.18,101.22
103.04,102.51,103.33,102.48
102.51,103.22,103.41,102.51
103.10,102.34,103.10,101.81
102.12,101.65,102.12,101.17
102.07,102.52,103.21,102.00
102.09,100.11,102.43,99.88
100.20,100.66,100.92,99.76
99.99,99.53,100.44,99.51
99.83,98.32,99.83,98.22
98.96,99.83,100.24,98.83
99.85,99.21,100.05,98.64
99.74,101.06,101.07,99.74
100.11,99.89,100.52,99.41
99.89,101.46,101.74,99.13
101.04,101.69,101.96,100.91
101.87,102.40,102.90,101.76
102.47,102.98,103.35,102.23
102.83,101.96,103.23,101.93
101.85,100.34,102.50,100.34
99.95,100.14,100.81,99.56
100.28,100.34,100.95,100.15
101.24,101.55,101.86,100.76
100.97,100.60,101.49,100.59
100.46,99.15,100.46,98.61
99.44,99.64,99.99,98.89
98.84,99.16,99.56,98.04
99.55,100.10,100.87,99.43
99.84,100.16,100.45,99.60
100.57,101.33,101.65,100.33
101.33,102.06,102.14,100.93
101.54,100.55,101.98,100.55
101.05,100.52,101.46,100.19
100.54,100.60,101.24,100.33
100.27,99.79,100.32,99.77
99.37,99.58,99.85,99.11
100.26,100.21,100.88,100.05
100.66,100.30,100.99,100.16
100.63,100.43,100.80,99.96
100.50,100.46,100.82,99.91
100.11,101.08,101.53,100.00
101.16,100.58,101.60,100.47
100.45,100.74,100.95,99.31
100.51,100.39,100.61,99.90
100.07,99.20,100.15,98.77
99.62,100.13,100.39,99.62
100.33,100.35,100.55,100.16
100.13,99.50,100.29,99.29
99.62,99.17,99.87,98.66
98.94,99.66,100.00,98.91
100.48,101.47,101.67,100.44
101.32,101.03,101.66,101.01
100.88,100.47,101.05,100.28
100.68,100.55,101.13,100.47
100.97,101.83,101.87,100.95
101.98,102.30,102.32,101.67
102.37,103.42,104.34,102.32
103.66,103.96,104.12,103.26
104.42,103.60,104.48,103.31
102.91,102.42,103.30,102.34
102.27,101.35,102.41,101.33
101.23,100.82,101.55,100.58
101.01,101.13,101.41,100.80
101.01,101.15,101.70,100.81
101.55,100.14,101.62,99.83
100.28,100.04,100.60,99.72
99.92,99.98,100.24,99.10
100.32,100.09,100.43,99.84
99.94,99.23,100.47,99.06
98.99,98.59,99.05,98.20
98.60,97.96,98.98,97.96
98.44,98.21,98.54,97.80
98.48,98.88,99.55,98.20
99.20,99.24,99.80,98.83
98.88,98.35,99.23,98.12
97.75,97.49,97.87,97.01
97.50,98.36,98.49,97.10
98.38,98.73,99.12,98.15
98.86,100.36,100.55,98.71
99.88,99.86,100.20,99.78
100.60,100.09,100.84,99.99
100.10,99.78,100.36,99.48
99.51,99.33,99.81,99.07
99.50,99.12,99.98,99.11
99.43,99.64,100.13,99.25
98.98,97.68,99.35,97.62
98.43,97.46,98.45,97.30
98.30,98.47,98.68,97.64
98.85,98.44,99.02,98.32
97.71,98.20,98.50,96.64
98.63,98.92,98.98,97.52
98.42,97.77,98.59,97.69
99.05,98.40,99.54,98.40
99.78,99.53,99.89,99.09
100.05,100.27,100.48,99.87
99.26,99.78,99.88,98.55
99.76,100.42,100.94,99.63
100.95,101.11,101.36,100.78
100.89,100.08,100.91,99.96
100.50,100.37,100.65,100.10
100.60,100.34,100.81,100.07
100.41,100.18,100.71,99.73
100.50,100.20,100.60,100.00
99.75,99.15,99.95,99.05
98.97,98.28,98.99,97.92
98.89,99.02,99.23,98.42
99.26,99.73,100.05,99.05
99.80,99.84,100.00,99.38
100.34,100.21,100.98,99.96
100.00,100.02,100.21,99.23
100.41,99.80,100.50,99.65
100.57,100.52,101.00,100.35
100.49,99.07,100.60,99.01
99.02,98.85,99.07,98.16
99.57,99.79,100.06,99.45
99.05,99.01,99.34,98.77
98.40,98.71,98.73,97.41
98.74,98.48,98.98,98.15
98.33,98.81,98.83,97.87
98.44,99.87,99.88,98.06
99.24,99.37,99.68,99.02
99.18,99.31,99.99,98.78
98.95,98.79,100.12,98.79
97.22,95.56,98.52,95.51
91.08,92.82,95.21,81.79
95.69,90.73,95.70,90.40
92.91,95.11,95.22,91.46
96.10,96.22,96.40,94.35
95.93,95.17,96.29,94.38
94.88,93.98,95.17,93.58
92.29,92.09,92.89,91.46
93.17,93.35,93.47,92.50
93.66,92.64,94.09,92.26
91.58,91.31,91.88,90.57
93.09,93.94,93.98,92.51
94.99,92.22,95.16,92.03
92.11,92.72,93.48,91.62
92.44,92.93,93.00,91.80
92.90,93.32,93.91,92.51
93.79,94.40,94.75,93.19
94.49,94.61,94.82,93.82
94.53,94.84,96.19,94.32
94.08,93.39,94.72,93.25
93.87,93.13,94.60,92.37
92.26,93.24,93.44,91.88
93.21,92.99,93.70,92.56
92.52,92.48,92.94,91.78
92.93,91.00,93.13,90.76
90.70,91.37,92.07,89.90
92.24,93.04,93.84,91.83
94.13,93.35,94.47,92.59
93.43,93.17,93.85,91.76
92.14,93.93,93.97,91.84
94.19,94.76,94.82,94.08
94.52,93.42,94.66,92.58
94.26,94.98,95.42,93.44
94.71,95.08,95.20,93.81
95.14,95.37,95.96,94.78
95.07,95.99,96.47,94.98
94.79,95.45,96.23,94.31
95.21,94.53,95.96,94.12
95.00,97.15,97.35,94.86
97.87,98.24,98.31,97.40
98.05,97.94,98.20,97.31
97.95,97.59,98.25,97.31
97.64,97.63,98.22,97.07
97.85,99.53,99.81,97.13
99.88,100.31,100.88,99.53
100.05,99.94,100.28,99.49
99.92,100.19,100.90,99.70
100.45,100.48,100.48,99.50
100.47,101.37,101.53,100.12
101.53,101.03,102.12,101.01
101.18,102.17,102.34,100.84
101.84,101.96,102.30,101.11
101.90,101.94,102.39,101.69
102.25,102.33,102.49,101.42
101.57,101.92,101.92,100.86
101.39,100.84,101.59,100.55
101.00,101.45,101.76,100.68
101.78,101.86,102.36,101.50
101.14,100.27,101.61,100.22
100.04,99.88,100.94,99.74
100.38,101.22,101.29,100.04
100.38,101.50,101.71,100.38
101.53,102.67,102.80,101.31
102.66,102.49,102.68,102.06
102.49,102.48,102.80,102.20
102.39,102.77,103.00,102.19
101.81,102.04,102.79,101.81
102.17,101.96,102.33,101.96
102.28,102.37,102.62,101.79
102.48,101.24,102.48,101.24
101.73,102.36,102.49,101.12
102.50,102.05,102.93,101.99
102.27,100.79,102.37,100.31
101.40,102.95,103.00,101.28
102.61,103.32,103.49,102.60
102.98,102.42,103.24,101.91
102.14,102.15,103.34,101.67
102.30,102.64,103.34,101.80
102.37,101.68,102.37,101.43
101.65,102.15,102.29,100.78
102.65,104.13,104.69,102.65
104.64,105.25,105.49,103.52
105.16,103.64,105.26,103.63
103.08,101.95,103.08,101.95
102.34,101.58,102.92,100.85
101.91,102.71,102.88,101.15
103.11,103.49,103.67,102.74
103.12,103.72,103.91,103.01
103.18,103.22,103.47,102.93
103.34,104.03,104.19,103.34
104.11,103.78,104.34,103.53
103.37,102.72,103.62,102.69
101.71,100.48,101.81,99.45
100.58,100.90,101.44,100.57
99.82,100.39,100.97,99.60
99.31,99.22,100.09,98.88
99.88,98.16,99.94,97.85
98.24,97.57,98.63,96.08
97.99,98.24,98.63,97.24
98.49,97.02,98.98,96.84
97.10,98.89,99.47,97.00
96.37,97.00,98.00,96.25
97.93,97.50,98.41,96.90
96.11,95.75,97.28,94.53
95.77,95.94,96.64,94.28
97.02,96.75,97.09,95.95
96.72,96.40,97.69,96.04
97.26,101.18,101.34,97.14
100.49,102.16,103.38,100.49
102.50,102.27,103.04,101.85
102.89,104.44,104.75,102.63
103.61,104.37,104.79,103.22
103.30,103.41,104.26,103.00
103.65,104.14,104.38,102.01
103.61,103.90,104.09,102.73
102.66,100.54,102.77,99.78
100.31,102.00,103.51,100.22
101.31,101.97,102.24,100.97
102.05,101.73,102.91,101.37
100.46,101.70,102.02,99.98
101.82,101.82,101.98,100.72
102.37,102.32,103.05,101.65
102.75,102.50,103.24,102.23
102.83,104.24,104.68,102.50
103.58,104.16,104.68,103.38
104.16,104.75,104.75,104.05
104.65,104.08,104.79,103.96
103.34,104.96,105.08,102.97
104.95,106.38,106.39,104.77
106.82,105.78,106.92,105.42
105.28,105.21,106.20,105.04
105.90,107.22,107.24,105.44
106.91,107.04,107.41,106.43
106.82,106.65,107.00,105.63
106.51,106.50,106.98,106.07
106.00,106.74,106.92,105.49
106.52,106.22,106.77,105.97
106.84,106.84,107.02,106.09
106.99,107.14,107.48,106.07
107.50,107.71,107.99,107.21
107.92,107.66,108.30,107.31
107.62,107.76,108.35,106.76
107.73,107.41,107.78,106.88
107.47,106.74,107.60,106.45
106.99,107.50,107.84,106.36
107.41,107.28,107.75,106.55
107.28,107.38,107.63,107.05
107.29,108.50,108.83,107.20
108.22,108.31,108.61,107.75
108.41,108.23,108.90,108.06
108.30,109.14,109.25,107.74
109.45,108.98,109.56,108.93
108.86,108.20,108.98,108.04
108.00,109.19,109.29,107.69
108.82,108.59,109.10,108.26
108.23,108.95,109.84,108.01
108.72,109.42,109.50,107.88
109.00,109.27,109.62,108.63
109.37,109.10,109.64,108.76
109.15,108.97,109.62,108.65
109.00,109.60,110.24,108.75
110.00,109.87,110.35,109.31
110.00,109.84,110.29,109.45
110.07,110.18,110.40,109.50
110.00,110.93,111.10,109.67
111.65,112.68,113.95,111.48
113.19,113.58,114.19,113.05
113.31,113.57,113.73,112.77
113.43,113.32,113.75,112.83
113.31,113.51,113.55,112.48
113.45,112.91,113.56,112.65
112.96,112.77,113.20,112.46
112.10,112.48,112.71,111.64
112.06,112.08,112.22,111.51
112.22,112.75,112.79,111.93
112.56,112.69,113.10,112.12
112.04,112.22,112.54,111.70
112.08,112.88,113.10,112.04
112.58,112.74,113.05,112.28
112.98,113.72,113.99,112.73
114.00,114.67,115.00,113.92
114.57,114.37,114.76,114.31
114.50,114.23,114.76,113.54
113.90,113.56,114.09,113.36
113.39,114.44,114.63,113.31
114.54,113.83,114.56,113.24
113.61,113.59,114.03,112.88
112.99,112.85,113.04,112.20
112.20,112.64,112.92,111.76
112.77,112.16,112.82,112.04
112.52,112.69,113.50,112.52
113.18,113.35,113.73,112.85
113.11,112.90,113.32,112.85
113.04,113.06,113.34,112.69
113.26,112.69,113.63,112.32
112.69,112.78,113.06,112.07
112.87,114.49,114.65,112.86
114.47,114.76,115.39,114.12
114.97,115.77,116.00,114.93
116.01,115.73,116.23,115.45
115.52,115.80,115.95,115.41
115.78,117.00,117.19,115.61
116.74,117.01,117.23,116.36
117.13,116.79,117.64,116.79
116.45,117.12,117.18,116.30
117.64,116.41,117.74,116.34
115.69,116.64,116.89,115.22
116.62,115.48,116.67,115.01
116.60,116.54,117.14,116.43
116.99,116.18,117.15,116.18
116.54,116.46,117.21,116.31
117.20,117.38,117.38,116.68
115.07,115.63,117.12,115.00
115.00,116.55,116.64,115.00
117.17,118.23,118.37,116.55
118.84,119.33,119.41,118.10
119.18,121.30,121.41,119.16
121.30,121.29,121.54,120.79
121.36,122.27,123.23,121.34
121.93,122.64,122.66,121.54
122.59,122.51,122.81,122.01
123.00,122.85,123.10,121.96
122.71,122.93,123.45,122.41
122.65,122.92,123.20,122.61
122.68,123.00,123.40,122.30
122.98,123.18,123.74,122.91
123.77,123.00,124.30,122.71
123.00,123.14,123.22,122.44
124.78,125.25,125.75,123.34
125.84,125.14,126.07,125.04
125.21,125.15,125.74,124.89
125.12,125.03,125.35,124.65
125.07,124.89,125.13,124.14
125.03,125.15,125.55,124.75
125.10,124.77,125.23,124.34
124.98,124.46,125.00,124.41
124.34,125.23,125.32,124.34
125.31,125.40,125.71,125.10
125.65,124.85,125.90,124.48
125.00,123.90,125.00,123.69
124.24,123.86,124.39,123.64
124.38,124.24,124.38,123.76
124.00,123.65,124.15,123.23
123.91,123.43,124.00,123.33
123.59,123.36,123.78,123.24
123.85,123.77,124.14,123.47
123.47,123.22,123.77,122.95
123.12,122.31,123.27,122.28
122.11,120.33,122.32,120.06
120.50,121.31,121.33,119.85
121.17,120.72,121.39,119.90
119.91,119.92,119.99,119.32
119.90,119.13,119.90,118.95
119.67,119.44,119.96,119.02
119.48,118.71,119.61,118.62
118.86,118.57,119.21,118.33
118.84,119.04,119.74,118.56
119.30,119.92,120.13,119.06
120.67,119.47,120.67,119.26
119.54,119.34,119.62,119.01
119.19,119.08,119.39,118.60
119.36,119.32,119.81,118.90
119.78,119.75,119.97,119.36
119.84,119.61,119.95,119.44
119.37,119.47,119.82,119.14
119.03,118.23,119.16,118.18
117.76,119.16,119.45,117.38
118.42,117.61,118.83,117.49
117.85,117.86,118.33,117.46
117.81,118.63,118.94,117.32
118.51,118.25,119.14,118.12
118.36,117.66,118.66,117.64
118.17,117.95,118.24,117.69
117.95,118.91,119.00,117.64
119.25,119.46,119.84,119.14
119.41,118.81,119.60,118.71
118.63,117.78,118.64,117.56
118.39,119.22,119.22,117.72
119.05,119.39,119.52,118.81
118.88,117.27,119.27,117.04
117.78,118.13,118.62,117.39
118.00,118.81,119.01,117.43
118.84,118.82,119.48,118.28
119.22,119.18,119.44,118.60
118.50,118.75,118.85,117.92
119.17,119.24,119.57,118.69
119.51,119.80,120.20,119.35
119.41,117.64,119.63,117.06
117.96,117.97,118.43,117.50
117.54,118.26,119.20,117.28
118.50,117.56,118.80,117.56
117.50,118.49,118.55,117.50
117.38,115.41,118.48,115.16
115.57,114.59,115.89,114.46
114.83,114.87,115.70,114.59
114.11,113.44,114.24,112.99
113.93,113.61,114.19,113.44
113.64,113.96,114.16,113.09
113.64,114.56,115.22,113.60
114.98,115.70,116.55,114.79
115.82,115.33,115.91,114.57
115.28,115.99,116.23,114.50
114.76,115.34,115.94,114.63
115.52,114.86,115.76,114.83
114.88,115.03,115.44,114.75
115.04,115.11,115.94,115.04
115.89,116.66,116.72,115.84
116.48,117.05,117.57,116.47
120.00,120.31,122.50,118.10
120.77,119.54,121.10,119.02
119.49,118.47,119.49,118.13
118.58,116.60,118.99,116.50
116.40,116.32,116.69,115.82
116.65,116.36,116.78,116.08
116.68,116.57,116.68,116.12
115.79,115.36,115.92,114.81
115.44,115.00,115.68,114.80
114.59,112.74,115.00,112.27
112.25,113.07,113.43,111.56
113.60,114.13,114.23,113.38
113.79,113.13,114.12,113.05
112.95,112.48,113.41,112.17
112.19,111.30,112.52,111.30
111.36,111.38,111.54,111.00
111.72,111.96,112.53,111.44
112.40,111.94,112.42,111.73
