VDC,Vanguard Consumer Staples ETF - DNQ,NASDAQ
102.72,100.02,102.72,99.80
100.50,101.24,101.60,100.20
100.54,100.76,101.66,99.77
101.17,100.97,101.23,100.42
101.50,102.00,102.35,101.50
102.65,102.46,103.37,102.44
102.35,102.00,102.76,101.94
102.41,102.70,103.38,102.41
102.65,102.82,103.35,102.39
102.47,102.54,102.77,101.93
103.27,102.89,103.30,102.00
103.09,103.87,104.00,103.09
104.37,104.75,104.92,104.37
104.77,104.91,105.31,104.60
105.86,106.48,106.57,105.86
106.43,106.58,106.62,106.13
106.78,106.70,106.78,106.47
106.37,106.36,106.50,105.91
106.61,106.56,106.82,106.39
106.65,107.05,107.34,106.43
107.00,107.57,107.58,106.89
107.74,107.46,107.74,107.28
107.50,107.18,107.50,107.10
107.37,106.48,107.37,106.34
106.35,107.07,107.16,106.32
106.95,107.04,107.06,105.75
106.96,106.66,107.03,106.58
106.99,106.63,107.41,106.51
106.65,106.62,107.17,106.50
107.45,107.61,107.73,107.35
107.53,107.68,107.68,106.87
107.58,107.79,107.92,107.44
107.70,107.58,107.79,107.26
107.50,107.08,107.50,106.90
107.41,107.53,107.63,106.94
107.34,107.01,107.46,106.83
106.81,106.85,106.92,106.50
107.08,106.88,107.08,106.41
106.95,106.20,106.95,106.20
105.33,104.35,105.59,104.28
104.28,103.75,104.37,103.47
103.68,103.39,103.77,103.36
103.35,103.53,104.00,103.30
103.35,102.71,103.53,102.66
102.76,103.20,103.35,102.75
103.40,103.82,103.89,103.25
103.87,102.75,103.87,102.72
102.01,101.97,102.28,101.78
101.82,101.22,101.82,101.22
101.15,101.80,102.16,101.00
102.00,102.00,102.14,101.62
102.68,101.85,102.76,101.65
101.80,102.53,102.73,101.69
102.45,102.42,102.76,102.31
102.59,102.54,103.01,101.60
102.80,103.35,103.38,102.72
103.89,103.53,103.89,103.15
103.28,104.20,104.20,103.28
104.09,104.23,104.49,104.09
104.45,105.08,105.11,104.45
106.00,105.94,106.47,105.79
105.86,106.38,106.50,105.77
106.43,107.69,107.70,105.85
107.85,107.20,107.85,107.02
107.28,106.48,107.28,106.48
106.25,106.08,106.27,105.81
106.07,105.54,106.26,105.46
105.51,104.80,105.64,104.75
105.00,105.27,105.30,104.71
104.63,104.59,104.93,104.18
103.87,103.66,104.23,103.40
103.60,104.28,104.28,103.47
103.88,103.97,104.00,103.07
103.76,103.43,103.81,103.06
103.63,103.65,103.84,103.29
103.17,103.18,103.67,102.84
103.07,103.09,103.80,103.05
103.16,103.18,103.58,102.77
104.13,105.07,105.08,104.07
105.00,105.38,105.38,104.75
104.82,105.85,105.85,104.75
105.77,104.96,105.79,104.80
105.35,106.42,106.43,105.35
106.27,107.46,107.54,106.27
107.75,107.75,107.79,107.40
107.74,107.33,107.74,107.06
107.80,108.85,109.05,107.80
108.68,108.98,109.13,108.43
109.05,108.88,109.14,108.65
109.00,109.12,109.14,108.56
109.28,110.45,110.73,109.16
110.82,111.32,111.33,110.45
111.50,110.44,111.50,110.15
110.26,109.84,110.41,109.73
109.99,110.20,110.32,109.66
110.67,110.37,110.68,109.98
110.32,110.67,110.89,109.96
111.00,111.67,111.71,110.67
111.61,109.92,111.61,109.81
109.50,110.54,110.54,109.27
110.50,110.29,110.76,110.19
110.14,110.55,110.55,109.89
110.15,111.46,111.46,110.15
111.40,112.16,112.27,111.40
112.29,112.38,112.49,111.88
112.51,111.89,112.51,111.70
111.65,111.54,111.83,111.34
111.45,111.09,111.90,110.74
111.06,111.48,111.53,111.00
111.41,111.99,112.07,111.26
112.25,111.73,112.40,111.64
111.93,111.72,112.24,111.54
111.98,111.92,111.98,111.57
112.00,111.67,112.26,111.67
111.70,111.08,111.70,110.90
110.91,111.63,111.70,110.91
111.37,111.43,111.69,110.56
111.10,110.39,111.10,110.33
110.97,112.04,112.06,110.97
112.62,112.24,112.62,112.10
112.10,111.30,112.10,111.05
111.44,111.29,111.85,111.20
111.24,109.93,111.24,109.79
110.12,109.68,110.26,109.42
110.00,109.84,110.39,109.59
109.84,109.37,109.84,109.09
109.69,111.15,111.19,108.45
111.00,110.85,111.02,110.32
108.54,109.03,109.25,108.42
109.26,108.98,109.35,108.64
109.01,109.12,109.36,108.95
109.33,109.53,109.56,109.14
109.80,109.83,110.01,109.61
109.91,110.15,110.15,109.79
110.25,110.08,110.35,109.77
109.87,108.89,109.87,108.64
108.96,108.75,109.19,108.55
109.01,108.27,109.05,108.08
108.63,108.90,109.11,108.58
108.92,108.20,108.92,107.91
108.25,108.62,108.67,107.90
108.96,108.77,109.15,108.32
108.61,107.96,108.95,107.86
108.29,108.59,108.68,108.08
108.79,108.53,108.85,108.35
108.36,108.34,108.49,107.93
108.21,107.53,108.21,107.46
108.00,107.90,108.19,107.27
108.01,107.98,108.26,107.92
107.66,107.00,107.66,106.69
106.79,105.90,107.18,105.89
105.88,105.55,106.11,105.27
105.71,106.29,106.43,105.66
105.84,104.35,105.84,104.10
104.89,104.65,105.11,104.46
103.82,104.22,104.87,103.09
104.01,101.84,104.01,101.75
102.30,102.43,102.58,102.04
102.12,102.43,102.61,101.81
103.21,103.65,103.68,103.10
104.10,104.58,104.66,103.84
104.83,105.09,105.09,104.35
105.36,106.14,106.31,104.87
106.24,105.78,106.39,105.56
105.01,106.37,106.42,105.01
106.27,106.98,107.21,105.91
106.93,106.46,106.93,106.07
106.57,106.12,106.64,105.99
106.15,106.76,107.03,106.03
106.98,106.51,107.20,106.49
106.66,106.96,107.58,106.66
106.89,107.28,107.80,106.89
107.69,107.17,107.87,107.03
107.09,107.59,107.61,107.00
107.56,108.28,108.80,107.56
107.54,107.68,108.00,107.13
108.53,109.34,109.45,108.53
109.36,109.12,109.36,108.90
109.31,108.98,109.31,108.90
109.24,109.17,109.26,108.74
109.00,109.27,109.34,108.88
109.47,109.26,109.62,108.99
108.86,109.45,109.52,108.86
109.76,108.84,109.93,108.73
108.51,108.93,109.42,108.51
109.43,109.69,109.75,109.34
109.86,109.90,110.04,109.60
109.99,108.94,110.01,108.51
108.83,109.29,109.50,108.57
109.82,109.39,110.36,109.33
109.66,109.28,110.03,109.14
109.51,109.92,110.14,109.51
110.23,109.83,110.52,109.83
109.87,109.70,110.14,109.50
109.85,109.98,110.19,109.74
110.25,110.79,110.88,110.25
110.93,110.71,110.95,110.40
110.66,110.94,111.00,110.44
110.81,110.94,111.01,110.62
111.26,110.31,111.41,110.24
110.11,110.59,110.96,110.11
110.47,111.00,111.03,110.45
111.31,111.57,111.57,110.99
111.53,110.56,112.19,110.46
110.12,109.89,110.73,109.76
110.32,110.62,110.90,109.94
111.07,110.96,111.10,110.24
111.49,112.07,112.09,111.48
112.07,112.19,112.22,111.58
112.20,112.27,112.29,111.71
112.34,112.23,112.46,112.09
112.11,112.14,112.42,112.07
112.30,112.39,112.57,112.00
112.21,112.48,112.55,112.06
112.84,113.75,113.98,112.84
113.93,113.35,113.93,113.31
113.42,113.62,113.64,113.19
113.74,113.55,113.74,112.99
113.72,113.54,113.78,113.35
113.35,113.45,113.59,112.79
113.11,112.63,113.26,112.62
112.61,113.76,113.76,112.61
113.88,113.75,114.26,113.43
113.78,114.30,114.31,113.66
114.76,114.57,114.87,114.32
114.66,114.70,114.85,114.57
114.55,114.02,114.55,113.88
113.60,113.01,113.61,112.82
113.00,113.74,113.74,113.00
113.64,113.54,113.64,113.23
113.50,112.99,113.50,112.90
113.36,113.74,113.75,113.00
113.82,113.55,113.82,113.29
113.68,113.81,113.92,113.68
114.23,114.25,114.28,113.95
114.31,114.10,114.44,114.06
114.43,115.17,115.24,114.40
115.22,115.95,116.02,115.08
116.04,115.57,116.04,115.48
115.23,115.26,115.40,115.19
115.33,115.79,115.79,115.19
115.95,116.20,116.26,115.51
116.33,116.48,116.51,116.24
116.49,116.37,116.58,116.20
116.10,116.34,116.43,116.09
116.17,115.99,116.30,115.84
115.98,115.20,115.98,115.12
115.19,115.23,115.33,114.96
115.12,115.63,115.74,114.89
115.60,115.77,115.80,115.31
115.73,117.05,117.06,115.73
117.24,117.69,117.75,117.24
117.85,117.34,117.86,117.25
117.35,116.65,117.35,116.50
116.39,116.17,116.59,116.01
115.99,116.13,116.14,115.70
116.07,115.68,116.07,115.27
115.65,115.93,115.94,115.30
115.70,115.84,116.49,115.54
116.06,116.28,116.56,115.77
116.28,116.46,116.60,116.28
116.59,117.03,117.24,116.59
116.91,117.17,117.32,116.91
117.06,116.92,117.24,116.88
117.15,117.35,117.49,117.13
116.50,117.22,117.30,116.36
117.22,117.34,117.44,116.78
117.70,117.71,117.97,117.65
117.66,116.80,117.66,116.65
117.02,116.73,117.36,116.56
116.59,115.89,116.82,115.85
116.18,117.03,117.07,116.14
116.54,116.42,116.54,116.10
116.43,116.42,116.53,116.06
116.44,116.26,116.63,116.17
116.35,116.67,116.79,116.35
116.62,116.09,116.62,115.85
116.08,115.45,116.08,115.20
115.60,114.88,115.81,114.86
115.16,113.77,115.17,113.77
113.03,111.83,113.06,111.82
111.98,112.69,113.06,111.98
112.87,113.12,113.23,112.41
112.95,112.52,113.25,112.24
111.75,113.45,113.49,111.75
113.69,112.67,113.69,112.35
112.75,113.72,113.74,112.63
114.01,114.62,115.07,114.01
114.58,114.49,114.68,114.24
114.66,114.78,114.99,114.46
114.85,115.25,115.25,114.85
115.94,115.38,116.00,114.80
115.80,116.03,116.20,115.79
116.23,116.35,116.50,115.87
116.25,116.36,116.45,116.05
116.39,116.46,116.95,116.39
116.46,116.32,116.79,116.22
116.71,116.96,117.12,116.71
117.02,116.86,117.17,116.85
116.95,116.97,116.97,116.72
116.67,116.96,117.00,116.64
116.98,117.14,117.14,116.70
117.06,117.08,117.51,116.75
117.39,117.22,117.50,117.09
117.44,117.39,117.84,117.21
117.44,118.02,118.09,117.18
117.94,117.39,118.00,117.30
117.42,117.04,117.43,116.98
117.07,117.60,117.74,117.05
117.35,117.77,117.78,117.32
117.75,116.94,117.75,116.69
117.16,117.36,117.45,117.08
117.11,118.23,118.50,117.11
118.25,118.00,118.47,117.83
118.29,118.29,118.34,117.91
118.60,118.44,118.70,118.41
118.26,118.08,118.35,117.94
117.84,117.20,117.85,117.20
117.21,118.56,118.58,117.21
118.34,117.18,118.34,116.97
117.10,117.52,117.71,116.67
116.78,117.49,117.60,116.70
117.46,117.50,117.76,117.13
117.37,116.74,117.37,116.51
116.61,116.89,117.18,116.34
117.65,118.19,118.29,117.30
118.46,118.31,118.46,117.56
117.80,117.67,118.48,117.64
117.76,119.29,119.30,117.62
119.12,118.10,119.81,118.06
118.08,118.54,119.69,117.89
118.42,116.94,118.68,116.88
117.42,116.95,117.54,116.68
115.66,115.72,116.40,113.95
114.13,114.83,115.39,113.77
115.67,116.20,116.26,114.83
115.89,117.80,117.89,115.89
117.73,118.36,118.45,117.20
118.49,118.54,119.41,118.49
119.22,118.52,119.28,118.36
118.77,119.45,119.50,118.74
118.91,119.68,120.10,118.91
120.05,120.26,120.29,119.70
120.39,120.18,120.57,119.47
119.79,120.93,121.17,119.61
121.92,121.82,122.00,121.45
121.70,122.28,122.31,121.60
122.00,122.83,123.02,122.00
123.49,123.58,124.10,123.04
123.75,123.90,124.05,123.33
123.77,124.12,124.14,123.17
124.18,124.72,124.74,123.80
124.73,124.44,124.84,124.21
124.08,124.53,124.70,123.94
124.60,125.02,125.60,124.58
125.06,124.33,125.06,124.02
124.20,125.03,125.05,124.20
125.08,125.59,125.69,124.96
125.60,126.02,126.11,125.37
125.59,125.53,125.80,125.32
126.64,126.13,126.67,125.89
126.41,125.96,126.56,125.81
126.08,126.19,126.39,125.80
126.24,126.71,126.73,126.24
126.91,128.08,128.53,126.91
127.68,127.39,127.85,127.17
127.40,127.75,127.91,127.35
127.73,127.10,127.78,126.83
127.09,126.99,127.18,126.41
127.05,127.24,127.25,126.56
127.00,126.91,127.66,126.65
126.05,126.63,126.64,125.32
126.65,125.31,126.92,125.25
125.72,126.41,127.14,125.72
125.80,124.86,126.79,124.76
125.19,123.95,125.64,123.50
123.54,123.42,125.86,123.37
123.83,125.30,125.49,123.71
124.11,125.42,125.42,123.66
125.55,125.28,125.98,125.08
125.47,126.39,126.39,125.47
126.72,127.39,127.54,126.53
127.65,127.14,127.77,127.13
127.39,127.38,127.74,127.25
127.30,127.05,127.30,126.59
126.87,126.51,127.12,126.46
126.92,125.24,126.92,124.96
125.45,124.48,125.54,123.82
124.37,123.46,124.58,123.37
124.02,123.36,124.63,122.90
124.29,125.39,125.51,124.17
126.48,127.32,127.45,126.27
127.74,126.34,127.74,126.31
126.50,125.83,126.62,125.58
126.57,125.78,127.36,125.00
124.77,125.44,125.54,124.60
125.92,125.72,126.32,125.21
125.52,126.66,126.72,125.42
127.12,127.15,127.67,126.08
126.90,127.61,127.71,126.28
128.08,128.99,129.02,127.10
128.46,127.66,128.46,127.64
127.56,127.78,127.86,127.09
126.77,126.30,126.83,125.71
126.78,124.91,127.12,124.75
125.22,125.77,125.87,124.30
125.20,123.44,125.20,123.32
123.71,125.03,125.03,122.54
125.53,126.13,126.13,125.04
125.94,126.25,127.07,125.94
126.47,126.87,126.91,126.28
127.03,126.37,127.03,125.90
126.14,125.46,126.23,125.12
126.50,126.83,126.95,125.81
127.09,127.47,127.72,126.60
127.76,127.89,127.91,127.35
127.89,127.48,127.89,127.22
127.37,127.49,127.64,126.70
127.35,128.15,128.15,127.26
127.85,127.42,127.95,127.34
127.23,127.76,127.85,126.55
127.70,128.13,128.16,127.70
128.16,128.56,128.64,127.86
128.48,128.17,128.65,128.00
128.08,128.28,128.36,127.81
128.40,128.72,128.91,128.27
128.75,128.93,128.99,128.49
128.88,128.46,128.88,127.91
128.31,127.61,128.31,127.30
128.06,128.04,128.08,127.59
127.49,125.69,127.49,125.29
125.98,126.26,126.45,125.72
125.50,124.40,125.50,124.40
124.65,123.63,124.65,123.32
124.00,125.38,125.39,123.95
125.28,124.48,125.28,123.73
125.08,125.82,125.85,125.00
125.69,125.10,125.69,124.73
124.93,125.91,126.46,123.44
125.65,125.46,125.90,125.30
125.94,126.95,127.01,125.76
126.93,127.38,127.96,126.93
127.63,126.66,127.90,126.66
127.90,126.41,128.20,126.36
126.02,125.90,126.39,125.53
125.98,126.76,126.80,125.90
127.24,127.99,128.03,126.61
127.57,126.99,129.00,125.12
126.93,126.99,126.99,125.83
127.00,127.86,128.05,126.96
127.49,128.93,129.32,127.41
128.93,128.28,129.25,128.25
128.47,128.43,128.76,127.93
128.53,128.86,128.92,127.96
128.91,129.00,129.36,128.64
128.76,128.45,129.11,128.38
128.51,128.69,128.91,127.95
129.00,128.44,129.37,128.34
128.67,128.76,129.20,128.54
128.25,127.55,128.25,126.84
128.11,127.95,128.64,127.95
128.41,128.11,128.77,127.97
128.38,128.29,128.38,127.55
127.83,127.86,128.41,127.69
128.03,127.78,128.18,127.73
127.99,127.13,128.00,127.04
127.28,127.19,127.41,126.64
126.99,126.12,126.99,125.98
126.10,125.54,126.22,125.08
125.97,126.66,126.68,125.81
127.00,126.95,127.22,126.73
126.88,125.92,126.99,125.71
126.38,126.31,126.55,125.64
125.81,126.57,126.76,125.64
127.31,127.54,128.06,127.31
127.35,127.08,127.99,127.08
126.63,126.91,127.23,126.19
127.12,126.85,127.60,126.74
127.50,128.71,128.79,127.50
128.79,129.15,129.16,128.75
128.93,128.98,129.19,128.65
129.05,128.65,129.05,128.26
128.70,128.43,128.98,128.43
128.52,128.56,128.76,128.02
128.48,128.16,128.48,128.07
127.99,127.17,128.09,126.91
127.47,127.94,128.03,127.39
127.72,127.75,127.93,127.25
127.74,127.01,127.74,126.76
127.31,127.01,127.39,126.54
126.82,126.56,126.91,126.06
126.90,126.57,127.06,126.42
126.35,125.49,126.63,125.42
125.40,124.01,125.46,123.94
123.98,123.87,124.26,123.70
123.87,124.37,124.86,123.78
124.76,125.61,125.84,124.76
125.80,125.61,126.17,125.51
125.31,125.22,125.31,124.77
124.74,124.26,124.84,124.19
124.70,125.63,125.67,124.48
125.84,126.24,126.48,125.34
126.43,127.54,128.08,126.43
127.52,127.61,128.12,127.43
128.20,128.03,128.53,127.97
128.11,127.68,128.11,127.42
127.49,127.09,127.76,127.05
127.32,126.83,127.49,126.83
127.01,127.02,127.41,126.76
125.92,124.99,126.51,124.99
125.78,124.89,125.78,124.89
125.69,126.34,126.39,125.16
126.57,126.25,126.85,125.89
125.37,126.07,126.55,125.37
126.21,128.44,128.55,125.90
127.59,127.01,127.95,127.00
128.25,127.06,128.65,127.06
128.03,128.49,128.77,128.03
129.14,129.77,129.81,129.14
129.86,129.88,129.99,129.57
129.81,129.45,129.97,129.29
130.04,130.83,130.96,130.04
130.64,130.66,130.70,130.00
130.84,130.89,130.98,130.43
130.84,130.40,130.91,130.12
130.48,130.76,131.11,130.47
130.96,130.14,130.96,130.01
129.95,129.40,130.19,129.25
129.02,129.20,129.37,128.48
129.93,130.69,130.73,129.45
130.98,131.18,131.45,130.63
130.74,130.90,131.05,130.00
131.44,131.00,131.50,130.94
131.02,131.36,131.40,130.74
131.26,131.50,131.59,130.81
131.91,132.63,132.77,131.91
132.90,131.64,133.00,131.46
131.68,130.85,131.68,130.39
131.47,131.48,131.80,131.23
130.73,130.95,131.30,130.53
130.36,131.05,131.05,129.21
131.14,130.62,131.32,130.47
130.51,131.10,131.10,130.34
130.79,131.26,131.31,130.24
130.98,130.55,131.10,130.43
130.32,129.26,130.32,128.79
128.40,128.13,129.21,128.01
127.10,124.78,127.24,124.75
117.45,120.52,122.90,84.62
121.72,119.36,125.21,119.36
120.55,122.87,123.00,119.52
124.09,124.71,125.09,122.51
124.32,124.53,124.57,123.76
124.00,123.70,124.06,123.41
122.47,121.09,122.47,120.43
122.30,122.79,122.79,121.61
123.05,123.66,124.43,123.05
122.43,121.86,122.48,121.37
123.61,124.26,124.30,122.88
125.23,122.17,125.23,121.97
121.94,122.45,123.26,121.82
122.24,123.15,123.15,122.00
123.24,122.78,123.24,122.47
122.81,124.25,124.44,122.54
124.89,125.59,125.74,124.75
125.57,125.67,127.12,125.35
124.23,124.02,125.49,123.87
124.50,125.07,125.43,124.48
123.90,123.57,123.90,122.95
121.38,121.38,121.47,120.76
120.53,121.51,121.67,120.40
123.14,122.32,123.42,121.80
121.89,120.22,121.97,120.00
121.68,120.10,121.68,119.50
121.28,121.26,121.62,120.39
121.68,121.24,121.68,120.24
120.01,122.90,122.90,119.92
123.51,125.11,125.22,123.51
125.13,124.26,125.36,124.23
124.91,125.22,125.46,124.34
125.05,126.80,126.84,124.93
126.99,127.27,127.55,126.81
127.58,127.44,127.67,127.06
127.25,126.58,127.45,126.49
126.51,125.21,126.83,124.99
125.67,126.39,126.41,125.38
126.66,127.67,127.68,126.66
127.36,128.10,128.12,127.31
128.07,127.99,128.21,127.78
128.14,127.90,128.78,127.82
128.79,130.35,130.60,128.54
131.24,130.28,131.24,129.61
130.33,129.92,130.41,129.75
129.49,130.02,130.02,129.15
130.12,129.59,130.14,128.24
129.47,129.54,129.82,128.94
129.26,128.31,129.26,128.31
128.68,129.04,129.07,128.20
128.76,128.46,128.77,127.69
128.66,127.78,128.66,127.43
127.84,127.90,127.95,127.12
127.69,126.49,127.69,125.63
126.35,125.69,126.35,125.05
125.59,126.03,126.17,125.59
126.32,125.94,126.66,125.91
125.51,124.00,125.51,124.00
123.84,122.99,124.08,122.88
122.80,124.88,124.91,122.75
125.11,124.69,125.77,124.41
124.97,126.45,126.54,124.97
126.47,126.72,127.35,126.47
127.29,125.96,127.91,125.94
126.20,127.05,127.33,126.07
126.58,127.42,127.80,126.53
127.54,127.94,128.26,127.54
128.01,128.37,128.63,128.01
128.60,127.14,128.68,127.04
127.48,127.89,128.05,127.28
127.90,127.18,128.06,127.09
127.76,126.50,128.09,126.01
126.71,129.17,129.27,126.71
129.52,129.55,129.97,129.05
128.67,129.17,129.39,128.45
128.54,128.03,129.77,127.59
128.19,128.07,128.88,127.84
127.18,126.62,127.43,126.31
126.66,127.72,127.72,126.00
128.38,128.51,129.05,128.02
129.22,130.99,131.19,129.22
131.01,129.42,131.01,129.42
129.01,127.06,129.01,127.06
127.98,128.53,128.53,127.47
128.84,130.10,130.26,128.50
129.84,130.35,130.43,129.60
130.25,130.11,130.49,130.11
129.81,129.88,129.91,129.43
130.51,130.97,131.09,130.51
130.97,130.51,131.12,130.43
130.33,129.07,130.33,128.99
127.50,127.40,127.50,126.14
127.64,128.15,128.36,127.40
126.81,127.61,128.13,126.62
126.06,125.97,127.20,125.52
126.69,124.99,126.69,124.74
125.58,126.05,126.45,124.82
126.87,126.74,127.15,125.74
126.82,124.52,126.88,124.29
124.68,124.92,125.73,124.10
122.75,122.97,123.58,121.82
123.95,124.16,124.58,123.39
122.64,122.65,123.34,120.33
122.79,123.19,123.64,121.98
124.64,125.19,125.50,123.71
124.91,124.10,125.09,124.04
124.42,125.28,125.97,124.42
125.29,125.11,126.59,124.30
125.61,126.31,126.76,125.28
126.81,129.07,129.07,126.66
128.55,129.34,129.87,128.38
128.56,127.72,128.56,127.41
127.90,127.47,128.39,126.28
126.93,126.50,127.10,125.92
126.70,126.24,126.93,125.61
125.33,125.88,126.12,124.35
124.81,126.49,127.19,124.75
127.15,126.43,127.72,126.30
124.78,125.19,125.73,123.99
125.89,127.07,127.07,125.58
128.14,128.10,128.30,127.19
128.74,129.49,129.81,128.41
129.01,128.95,129.30,128.30
128.63,129.22,129.38,127.93
129.94,129.75,130.14,129.44
129.45,129.70,129.98,129.42
129.15,130.16,130.30,128.54
130.41,131.72,131.73,130.40
131.90,130.09,131.90,129.79
130.07,129.59,130.86,129.53
130.30,130.78,130.97,130.02
130.80,131.19,131.24,130.15
130.84,131.97,131.99,130.37
131.95,132.59,132.91,131.55
131.96,131.88,132.55,131.71
131.75,132.27,132.86,131.31
132.72,133.22,133.31,132.66
133.63,133.10,133.83,132.00
133.89,133.73,133.92,133.21
133.61,133.65,133.89,133.27
133.15,133.79,134.02,133.08
133.69,134.15,134.42,132.95
134.13,135.20,135.40,134.03
135.68,135.00,135.68,134.84
134.24,134.44,134.86,133.87
134.28,133.50,134.28,133.35
133.48,133.42,133.91,133.13
133.10,133.36,133.36,132.80
133.51,133.87,134.26,133.51
134.12,135.11,135.11,133.82
135.58,135.70,135.97,135.33
135.71,135.32,136.00,135.22
134.82,136.96,137.06,134.73
137.00,136.58,137.00,136.07
136.27,135.68,136.32,135.48
135.86,136.71,136.75,135.68
136.30,135.45,136.30,134.90
135.93,136.10,136.23,135.69
136.45,135.15,136.59,135.08
135.26,135.96,136.13,135.22
136.52,135.13,136.52,134.59
135.11,134.47,135.30,134.38
134.72,135.36,135.37,134.37
135.25,135.80,135.93,135.03
135.75,136.01,136.13,135.50
135.84,134.37,135.86,134.35
134.33,132.06,134.33,132.06
131.89,132.73,132.73,131.36
132.46,133.52,133.55,132.19
133.83,133.29,134.00,132.96
133.72,133.85,134.27,132.75
133.56,133.99,134.84,133.56
133.91,133.87,134.07,133.06
134.13,135.25,135.38,134.13
134.99,134.93,135.42,134.50
134.49,135.26,135.50,134.17
135.24,135.36,136.05,134.92
135.25,135.99,136.07,134.80
136.30,136.81,137.16,136.20
137.23,138.14,138.17,137.23
138.02,137.09,138.12,137.03
137.58,137.85,138.02,137.18
137.64,136.12,137.64,135.77
136.21,136.83,137.13,135.73
136.80,134.21,136.80,133.84
133.64,132.92,133.95,132.25
132.94,133.92,133.94,132.75
134.24,133.43,134.50,133.23
133.49,133.48,133.83,133.38
133.78,134.71,134.91,133.78
134.99,134.88,135.40,134.63
135.22,135.39,135.67,135.11
135.56,135.54,135.80,135.20
136.00,135.00,136.03,134.55
134.96,136.10,136.10,134.96
135.99,136.38,136.38,135.54
136.50,137.11,137.22,136.30
137.48,137.22,137.67,136.75
137.43,137.24,137.76,137.05
137.20,137.90,138.03,137.15
137.80,138.52,138.63,137.80
137.92,138.53,138.72,137.77
138.38,137.38,138.64,137.30
137.20,137.67,137.74,136.41
137.76,137.38,138.18,137.26
137.04,138.32,138.32,136.87
138.05,137.74,138.10,136.92
138.56,138.11,139.07,138.04
137.82,137.83,138.21,137.67
138.02,137.82,138.41,137.74
138.52,138.78,138.78,138.12
135.70,135.97,137.70,135.23
135.59,135.49,135.84,134.72
136.53,136.42,136.53,135.24
137.16,137.98,138.07,137.13
138.27,141.21,141.21,138.24
141.48,140.77,141.51,140.62
140.63,141.32,142.05,140.61
141.29,141.46,141.64,140.57
142.01,141.42,142.27,141.06
141.95,142.93,142.98,141.50
142.87,142.89,143.30,142.19
142.88,142.28,142.89,142.16
142.53,142.90,143.07,142.11
142.99,143.00,143.71,142.80
143.39,143.05,143.63,142.71
143.14,142.84,143.14,142.60
142.50,142.63,142.65,142.07
142.80,142.26,142.80,142.20
142.00,141.81,142.00,141.31
142.08,142.47,142.56,142.08
142.31,142.35,142.38,141.79
142.39,141.40,142.68,141.31
141.20,139.45,141.20,139.02
139.46,140.08,140.24,139.02
140.06,140.71,140.97,139.95
140.82,140.93,141.15,140.23
141.02,140.52,141.13,139.98
140.46,139.82,140.50,139.52
140.06,140.18,140.70,139.76
140.64,140.62,141.23,140.32
140.70,140.42,140.70,139.94
140.42,140.78,141.25,140.37
140.95,141.30,141.50,140.95
141.63,141.23,141.90,141.16
141.35,141.60,141.78,141.35
141.99,141.43,141.99,141.41
141.05,140.64,141.05,140.58
140.50,141.00,141.08,139.97
141.15,141.47,141.52,141.11
141.17,141.13,141.18,140.77
141.16,141.26,141.40,140.89
141.55,141.02,141.60,141.02
141.11,140.78,141.11,140.44
141.00,140.29,141.00,140.16
140.39,139.69,141.01,139.29
139.76,140.44,140.47,139.76
140.37,139.73,140.40,139.47
139.66,139.98,140.03,139.37
139.78,139.89,139.98,139.16
140.46,140.98,141.23,140.46
141.03,141.28,141.28,140.36
140.95,140.06,140.96,139.78
139.90,139.42,139.94,139.16
138.50,135.58,138.53,135.57
135.54,137.99,138.12,135.47
137.30,136.28,137.35,135.97
136.34,135.79,136.78,135.50
135.65,136.94,137.03,135.52
136.55,136.40,136.64,135.73
136.63,136.31,137.05,136.31
135.82,135.70,136.20,135.70
135.84,136.53,136.71,135.11
136.94,137.76,137.90,136.94
137.65,137.08,137.75,137.07
136.78,135.94,136.81,135.85
136.10,136.51,136.86,135.19
136.81,136.69,137.00,136.06
136.73,135.56,136.74,135.41
136.06,136.88,137.31,136.06
136.68,136.13,136.70,135.87
136.20,134.97,136.20,134.78
135.26,134.89,135.31,134.62
134.58,135.10,135.48,134.25
135.22,134.82,135.30,133.85
134.82,134.89,135.51,134.56
134.77,134.09,134.89,133.68
134.30,134.78,135.11,134.15
134.22,134.70,135.10,133.86
134.92,134.85,135.40,134.77
134.85,134.28,134.98,134.26
134.89,134.76,135.28,134.74
134.75,134.03,134.75,133.79
134.21,133.80,134.34,133.57
134.15,134.48,134.63,134.02
134.81,135.39,135.73,134.81
136.01,135.80,136.11,135.73
135.79,135.63,136.11,135.44
135.75,134.91,136.01,134.74
134.79,135.58,136.00,134.79
135.60,135.81,136.13,135.60
135.94,135.23,136.13,134.84
134.95,134.98,135.61,134.95
135.22,133.98,135.22,133.78
133.72,132.66,133.83,132.62
133.66,134.99,134.99,133.66
133.99,135.66,136.03,133.74
131.65,133.98,134.33,131.65
133.82,130.50,133.82,130.28
130.33,130.35,130.76,129.50
130.25,130.24,130.50,129.81
130.58,131.20,131.27,130.41
131.31,131.30,131.68,130.74
131.09,131.09,131.26,130.50
130.97,130.68,131.15,130.49
131.10,131.60,131.60,130.36
131.93,132.18,132.36,131.87
131.72,131.40,132.06,131.29
131.71,132.43,132.46,131.71
132.36,132.63,132.84,132.12
132.67,132.74,132.93,132.45
132.39,130.71,132.55,130.71
130.73,129.74,130.73,129.24
130.11,130.62,130.74,130.10
130.92,130.93,131.09,130.64
