USATP,USA Technologies,NASDAQ
18.87,18.87,18.87,18.87
18.87,18.87,18.87,18.87
18.67,18.91,18.91,18.28
18.91,18.91,18.91,18.91
18.28,18.89,18.89,18.28
18.66,18.95,18.95,18.30
18.95,18.95,18.95,18.95
18.95,18.95,18.95,18.95
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.93,18.93,18.93,18.93
18.53,18.53,18.53,18.53
18.53,18.53,18.53,18.53
18.53,18.53,18.53,18.53
18.54,18.52,18.54,18.52
18.52,18.52,18.52,18.52
18.52,18.52,18.52,18.52
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.25,19.25,19.25,19.25
19.25,19.25,19.25,19.25
19.25,19.25,19.25,19.25
19.25,19.25,19.25,19.25
19.25,19.25,19.25,19.25
19.25,19.25,19.25,19.25
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
15.18,18.75,18.75,15.02
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
15.33,17.99,17.99,15.33
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
17.99,17.99,17.99,17.99
15.54,17.72,17.74,15.05
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.72,17.72,17.72,17.72
17.45,17.43,17.45,17.37
15.60,15.00,15.63,15.00
16.00,16.25,17.42,16.00
16.25,16.25,16.25,16.25
16.50,16.50,16.50,16.50
17.00,16.74,17.00,16.74
15.92,15.92,15.92,15.92
15.92,15.92,15.92,15.92
14.02,15.00,15.00,14.01
14.50,14.00,15.00,14.00
14.00,13.90,14.00,13.90
13.90,13.90,13.90,13.90
14.00,14.00,14.00,14.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.23,16.25,16.25,16.23
16.25,16.25,16.25,16.25
17.00,17.25,17.25,16.96
17.25,17.25,17.26,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.50,17.47,17.50,17.45
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
15.34,17.10,17.10,15.13
17.10,17.10,17.10,17.10
17.10,17.10,17.10,17.10
17.10,17.10,17.10,17.10
17.10,17.10,17.10,17.10
17.10,17.10,17.10,17.10
17.10,17.10,17.10,17.10
17.10,17.10,17.10,17.10
17.49,17.49,17.49,17.49
16.81,17.40,17.40,16.77
17.40,17.40,17.40,17.40
17.40,17.40,17.40,17.40
17.40,17.40,17.40,17.40
17.40,17.40,17.40,17.40
17.40,17.40,17.40,17.40
14.16,16.80,16.80,14.16
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
15.00,16.76,16.76,15.00
16.76,16.76,16.76,16.76
16.76,16.76,16.76,16.76
15.08,16.44,16.44,15.08
16.44,16.44,16.44,16.44
16.44,16.44,16.44,16.44
16.44,16.44,16.44,16.44
16.40,16.77,16.77,15.02
16.77,16.77,16.77,16.77
16.77,16.77,16.77,16.77
16.77,16.77,16.77,16.77
16.77,16.77,16.77,16.77
16.00,17.40,17.40,16.00
17.40,17.40,17.40,17.40
17.40,17.40,17.40,17.40
17.40,17.40,17.40,17.40
17.40,17.40,17.40,17.40
16.00,16.80,16.80,15.08
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
16.25,16.80,16.80,16.25
15.11,16.80,16.80,15.11
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
16.15,16.65,16.78,16.15
16.65,16.65,16.65,16.65
16.65,16.65,16.65,16.65
16.65,16.65,16.65,16.65
16.00,16.72,16.72,16.00
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
15.10,15.12,15.35,15.01
15.95,15.95,15.95,15.95
16.15,16.15,16.15,16.15
14.15,15.80,15.80,14.15
14.56,15.79,15.90,14.30
15.79,15.79,15.79,15.79
15.79,15.79,15.79,15.79
15.79,16.00,16.65,15.79
16.00,16.00,16.00,16.00
15.98,16.00,16.00,15.98
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
14.96,15.85,15.85,14.51
15.85,15.85,15.85,15.85
15.85,15.85,15.85,15.85
15.85,15.85,15.85,15.85
15.85,15.85,15.85,15.85
15.85,15.85,15.85,15.85
15.85,15.85,15.85,15.85
14.63,14.59,14.63,14.59
15.20,15.20,15.21,15.20
15.20,15.20,15.20,15.20
15.20,15.20,15.20,15.20
16.00,15.00,16.00,14.75
15.49,15.50,15.50,15.49
15.70,15.70,15.70,15.70
15.01,15.80,15.85,15.01
15.80,15.80,15.80,15.80
15.80,15.80,15.80,15.80
15.80,15.80,15.80,15.80
15.80,15.80,15.80,15.80
15.80,15.80,15.80,15.80
15.89,15.89,15.89,15.89
15.89,15.89,15.89,15.89
15.89,15.89,15.89,15.89
16.25,16.22,16.25,16.22
16.00,16.50,16.50,16.00
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.25,16.45,16.45,16.25
16.45,16.45,16.45,16.45
16.45,16.45,16.45,16.45
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
15.13,16.24,16.24,15.13
16.24,16.24,16.24,16.24
16.74,16.74,16.74,16.74
16.74,16.74,16.74,16.74
16.74,16.74,16.74,16.74
16.74,16.74,16.74,16.74
16.74,16.74,16.74,16.74
16.74,16.74,16.74,16.74
16.74,16.74,16.74,16.74
16.74,16.74,16.74,16.74
16.88,17.00,17.00,16.68
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.88,16.88,16.88,16.88
16.88,16.88,16.88,16.88
16.14,16.25,16.25,16.14
16.25,16.25,16.25,16.25
16.08,16.08,16.08,16.08
16.08,16.08,16.08,16.08
16.08,16.08,16.08,16.08
16.08,16.08,16.08,16.08
15.98,15.98,15.98,15.98
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
15.50,15.50,15.50,15.50
16.74,16.75,16.75,16.74
15.52,16.72,16.72,15.52
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.72,16.72,16.72,16.72
16.25,16.75,16.75,16.24
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
15.12,14.75,15.29,12.84
14.75,14.75,14.75,14.75
14.75,14.75,14.75,14.75
14.75,14.75,14.75,14.75
14.75,14.75,14.75,14.75
14.75,14.75,14.75,14.75
14.75,14.75,14.75,14.75
14.75,14.75,14.75,14.75
13.91,14.80,14.80,13.91
14.80,14.80,14.80,14.80
14.80,14.80,14.80,14.80
14.80,14.80,14.80,14.80
14.80,14.80,14.80,14.80
14.80,14.80,14.80,14.80
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
15.25,15.25,15.25,15.25
14.36,15.20,15.25,14.26
15.20,15.20,15.20,15.20
15.20,15.20,15.20,15.20
15.20,15.20,15.20,15.20
15.20,15.20,15.20,15.20
15.20,15.20,15.20,15.20
15.68,16.00,16.00,15.18
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
15.50,15.25,16.00,15.25
15.25,15.25,15.25,15.25
15.50,15.25,15.50,15.25
15.25,15.25,15.25,15.25
16.00,16.25,16.25,15.97
16.25,16.25,16.25,16.25
17.00,17.00,17.00,17.00
16.75,16.75,16.75,16.75
15.25,16.75,16.75,15.25
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.62,16.62,16.62,16.62
16.50,16.50,16.55,16.50
16.50,16.50,16.50,16.50
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.47,16.55,16.55,16.47
16.55,16.55,16.55,16.55
16.55,16.55,16.55,16.55
15.27,15.32,16.05,15.26
15.32,15.32,15.32,15.32
15.32,15.32,15.32,15.32
16.00,16.25,16.25,16.00
15.96,16.38,16.38,15.96
16.38,16.38,16.38,16.38
16.38,16.38,16.38,16.38
16.25,16.86,16.86,16.25
16.60,16.92,16.92,16.60
16.81,16.95,17.00,16.81
16.99,17.25,17.25,16.99
17.18,17.25,17.25,17.18
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.30,17.30,17.25
17.30,17.30,17.30,17.30
17.30,17.30,17.30,17.30
17.30,17.30,17.30,17.30
17.30,17.30,17.30,17.30
16.00,16.00,16.00,16.00
17.28,17.28,17.28,17.28
17.28,17.28,17.28,17.28
17.28,17.28,17.28,17.28
17.28,17.28,17.28,17.28
17.28,17.28,17.28,17.28
17.05,17.05,17.05,17.05
17.01,17.49,17.49,17.01
17.49,17.49,17.49,17.49
17.35,17.50,17.50,17.30
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.50,17.50,17.50,17.50
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.22,17.55,17.55,17.22
17.55,17.55,17.55,17.55
17.55,17.55,17.55,17.55
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
18.00,18.00,18.00,18.00
18.00,18.00,18.00,18.00
17.50,18.00,18.00,17.50
18.00,18.00,18.00,18.00
17.75,18.50,18.50,17.75
19.00,18.50,19.00,18.50
18.50,18.50,18.50,18.50
18.50,18.55,19.00,18.50
18.55,18.50,18.55,18.50
18.75,19.50,20.25,18.75
19.50,19.50,19.50,19.50
19.50,19.50,19.50,19.50
18.90,19.00,19.00,18.90
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
18.85,19.00,19.00,18.85
19.00,19.00,19.00,19.00
18.87,18.79,19.00,18.79
19.00,19.20,19.20,19.00
19.20,19.20,19.20,19.20
19.20,19.20,19.20,19.20
19.20,19.20,19.20,19.20
19.20,19.20,19.20,19.20
20.00,20.25,20.25,20.00
20.06,21.25,21.25,20.00
21.25,21.25,21.25,21.25
22.24,21.25,22.24,16.76
19.30,21.25,21.25,19.30
21.25,21.25,21.25,21.25
21.25,21.25,21.25,21.25
21.25,21.25,21.25,21.25
20.84,21.00,21.00,20.84
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
19.31,21.00,21.00,19.31
21.00,21.00,21.00,21.00
19.30,19.30,19.34,19.30
19.30,19.30,19.30,19.30
20.96,21.00,21.50,20.96
20.50,20.50,20.50,20.50
20.97,21.03,21.03,20.00
21.03,21.03,21.03,21.03
21.50,21.50,21.50,21.50
21.50,21.50,21.50,21.50
21.50,21.50,21.53,21.50
21.50,21.50,21.50,21.50
21.50,21.50,21.50,21.50
19.30,19.99,20.88,15.70
19.55,19.99,19.99,19.45
20.25,20.25,20.25,20.25
20.25,20.25,20.25,20.25
18.97,20.25,20.25,18.97
20.25,20.25,20.25,20.25
19.00,19.00,19.00,19.00
19.00,20.25,20.25,19.00
20.25,20.25,20.25,20.25
20.84,20.84,20.84,20.84
20.84,20.84,20.84,20.84
20.84,20.84,20.84,20.84
20.84,20.84,20.84,20.84
18.00,19.12,19.12,18.00
18.50,18.50,18.50,18.50
19.10,19.97,19.97,19.10
19.97,19.97,19.97,19.97
18.50,19.40,19.47,18.50
19.40,19.40,19.40,19.40
19.40,19.40,19.40,19.40
19.40,19.40,19.40,19.40
19.40,19.40,19.40,19.40
19.40,19.40,19.40,19.40
18.96,18.75,19.00,18.10
17.00,18.75,18.75,17.00
18.50,18.75,18.75,18.50
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.50,18.75,18.75,18.50
18.75,18.75,18.75,18.75
17.71,18.70,18.70,17.50
18.10,18.75,18.75,18.00
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.09,18.09,18.09,18.09
19.27,19.27,19.27,19.27
19.27,19.27,19.27,19.27
19.27,19.27,19.27,19.27
19.27,19.27,19.27,19.27
19.27,19.27,19.27,19.27
19.27,19.27,19.27,19.27
18.70,18.75,19.00,18.70
18.75,18.95,18.95,18.75
19.18,19.18,19.18,19.18
19.18,19.18,19.18,19.18
19.19,19.15,19.19,19.15
