CALI,China Auto Logistics Inc. - Common Stock,NASDAQ
2.94,2.91,2.94,2.90
2.91,2.92,2.95,2.90
2.90,2.93,2.94,2.90
2.93,2.82,2.93,2.70
2.82,2.80,2.89,2.78
2.80,2.83,2.83,2.78
2.89,2.97,2.98,2.86
3.02,3.09,3.15,2.97
3.09,2.93,3.19,2.91
2.95,2.90,2.95,2.90
2.86,2.87,2.91,2.75
2.87,2.83,2.90,2.78
2.80,2.76,3.00,2.76
2.83,2.80,2.83,2.70
2.95,2.87,2.95,2.75
2.88,2.84,2.88,2.78
2.81,2.86,2.86,2.74
2.76,2.85,2.87,2.76
2.82,2.84,2.90,2.77
2.92,2.84,2.92,2.80
2.83,2.86,2.94,2.72
2.92,2.86,3.14,2.85
2.89,2.92,2.92,2.88
2.92,2.99,3.09,2.89
3.00,3.03,3.05,3.00
3.01,2.93,3.01,2.88
2.95,2.89,2.95,2.87
2.90,3.00,3.00,2.86
2.95,2.91,2.99,2.90
2.95,3.08,3.31,2.90
3.12,3.07,3.25,2.95
3.14,3.03,3.14,2.95
3.07,2.97,3.12,2.93
2.92,2.99,3.08,2.90
3.03,3.30,3.51,3.03
3.34,3.41,3.84,3.33
3.49,3.35,3.55,3.20
2.71,2.52,2.75,2.35
2.60,2.29,2.60,1.91
2.32,2.34,2.44,2.30
2.39,2.38,2.43,2.35
2.37,2.38,2.38,2.35
2.37,2.36,2.38,2.35
2.37,2.29,2.37,2.17
2.33,2.26,2.33,2.22
2.26,2.17,2.27,2.07
2.14,2.10,2.17,2.10
2.05,2.05,2.10,2.05
2.06,2.06,2.12,2.05
2.09,2.13,2.13,2.08
2.17,2.24,2.32,2.16
2.26,2.29,2.40,2.26
2.29,2.21,2.32,2.21
2.23,2.24,2.26,2.18
2.25,2.22,2.25,2.17
2.22,2.35,2.40,2.22
2.36,2.30,2.36,2.26
2.32,2.26,2.33,2.20
2.33,2.26,2.36,2.21
2.26,2.18,2.29,2.10
2.18,2.17,2.18,2.09
2.19,2.14,2.22,2.11
2.14,2.15,2.30,2.14
2.15,2.17,2.24,2.15
2.20,2.16,2.21,2.12
2.17,2.18,2.25,2.13
2.17,2.27,2.37,2.17
2.32,2.27,2.38,2.27
2.35,2.27,2.59,2.22
2.29,2.27,2.43,2.21
2.27,2.27,2.34,2.27
2.28,2.25,2.35,2.25
2.24,2.21,2.28,2.20
2.24,2.18,2.29,2.15
2.15,2.34,2.45,2.15
2.37,2.40,2.55,2.34
2.42,2.39,2.42,2.22
2.39,2.52,2.75,2.39
2.67,2.86,2.95,2.62
2.87,2.68,2.91,2.55
2.73,2.64,3.17,2.52
2.75,2.89,3.08,2.71
2.87,3.16,3.35,2.87
3.14,3.07,3.24,2.81
3.12,3.07,3.24,2.85
3.11,2.92,3.14,2.90
2.90,2.84,2.92,2.69
2.85,2.70,2.88,2.69
2.82,2.75,2.88,2.59
2.73,2.68,2.73,2.60
2.69,2.60,2.69,2.50
2.64,2.72,2.74,2.62
2.72,2.66,2.72,2.59
2.62,2.65,2.70,2.56
2.70,2.68,2.71,2.60
2.64,2.67,2.72,2.64
2.66,2.60,2.71,2.58
2.58,2.50,2.64,2.49
2.61,2.68,2.70,2.50
2.78,2.87,2.89,2.71
2.87,2.60,2.87,2.57
2.63,2.58,2.63,2.50
2.55,2.46,2.55,2.28
2.46,2.39,2.46,2.37
2.40,2.64,2.80,2.40
2.72,2.68,2.78,2.64
2.66,2.62,2.68,2.58
2.61,2.63,2.68,2.61
2.75,2.74,2.80,2.67
2.72,2.79,2.80,2.63
2.80,2.78,2.94,2.78
2.75,2.77,2.80,2.75
2.73,2.90,2.90,2.72
2.90,2.88,3.03,2.85
2.85,3.00,3.08,2.85
2.94,2.94,2.97,2.89
5.95,4.30,6.89,4.26
4.30,3.76,4.52,3.70
3.78,3.74,4.19,3.55
3.79,3.78,3.95,3.66
3.75,4.12,4.25,3.70
4.12,4.02,4.15,3.86
4.01,3.91,4.02,3.74
3.81,3.90,3.99,3.80
3.85,4.08,4.32,3.85
4.23,3.99,4.23,3.89
4.05,3.77,4.10,3.67
3.77,3.34,3.84,3.32
3.34,3.47,3.55,3.14
3.41,3.55,3.56,3.28
3.53,3.54,3.73,3.53
3.52,3.52,3.80,3.52
3.52,3.44,3.68,3.40
3.38,3.56,3.61,3.38
3.54,3.63,3.66,3.47
3.68,4.32,4.50,3.68
4.43,4.08,4.50,4.01
4.12,4.20,4.37,3.78
4.20,5.14,5.24,4.19
5.26,4.96,5.39,4.73
5.06,4.62,5.10,4.41
4.76,4.08,4.76,4.05
4.07,4.09,4.26,4.03
4.08,4.13,4.39,4.01
4.13,4.11,4.31,4.07
4.14,4.15,4.41,4.07
4.31,4.26,4.31,4.18
4.30,4.35,4.48,4.20
4.29,4.12,4.29,3.92
4.07,3.82,4.08,3.78
3.81,3.76,3.83,3.55
3.78,3.82,3.95,3.75
3.82,3.86,3.95,3.76
3.87,3.90,3.94,3.82
3.83,3.85,3.93,3.80
3.86,3.60,3.86,3.55
3.70,3.71,3.77,3.64
3.74,3.65,3.74,3.53
3.66,3.55,3.71,3.50
3.62,3.45,3.81,3.45
3.49,3.70,3.74,3.47
3.73,3.85,3.97,3.73
3.88,4.06,4.08,3.84
4.00,3.89,4.07,3.87
3.92,3.90,3.93,3.75
3.87,3.76,3.99,3.72
3.76,3.76,3.82,3.70
3.76,3.86,3.91,3.72
3.86,3.80,3.86,3.79
3.81,3.97,4.13,3.79
4.07,4.05,4.08,3.86
4.09,3.99,4.14,3.95
4.02,4.16,4.25,4.02
4.26,4.13,4.56,4.05
4.06,3.99,4.09,3.77
4.06,4.20,4.35,4.06
4.20,4.32,4.54,4.16
4.40,4.26,4.56,4.25
4.31,4.69,4.95,4.25
4.77,4.52,4.79,4.45
4.52,4.46,4.52,4.25
4.34,4.42,4.48,4.30
4.44,4.26,4.44,4.25
4.21,3.96,4.21,3.74
3.88,3.95,4.05,3.78
4.00,3.98,4.19,3.96
3.97,3.87,4.05,3.79
3.87,3.94,3.97,3.83
4.03,3.95,4.17,3.94
3.95,3.95,3.97,3.79
4.01,3.96,4.01,3.90
4.05,3.87,4.14,3.79
3.85,3.82,3.90,3.75
3.88,3.78,3.91,3.78
3.86,3.75,3.86,3.73
3.81,3.83,3.97,3.75
3.83,3.74,3.86,3.73
3.79,3.57,3.79,3.50
3.56,3.39,3.63,3.22
3.33,3.32,3.40,3.28
3.37,3.40,3.41,3.26
3.45,3.49,3.52,3.42
3.44,2.91,3.44,2.78
3.11,2.85,3.11,2.85
2.85,2.50,3.03,2.49
2.57,2.66,2.76,2.47
2.81,2.67,2.81,2.65
2.57,2.60,2.90,2.53
2.65,2.69,2.75,2.62
2.67,2.67,2.81,2.66
2.66,2.74,2.75,2.66
2.71,2.72,2.75,2.50
2.69,2.56,2.73,2.52
2.58,2.55,2.63,2.50
2.55,2.62,2.64,2.55
2.53,2.63,2.64,2.53
2.62,2.62,2.62,2.51
2.51,2.52,2.59,2.50
2.45,2.30,2.45,2.25
2.36,2.34,2.43,2.09
2.25,1.86,2.27,1.83
1.87,1.87,2.29,1.87
1.90,1.92,2.00,1.90
1.98,2.03,2.14,1.98
2.14,2.09,2.15,2.04
2.10,2.06,2.12,2.04
2.02,2.11,2.23,2.02
2.11,2.15,2.20,2.11
2.13,2.08,2.13,2.04
2.05,2.03,2.05,2.02
2.02,2.16,2.25,2.02
2.17,2.15,2.24,2.15
2.00,1.99,2.19,1.90
2.00,2.17,2.34,2.00
2.22,2.18,2.24,2.18
2.18,2.45,2.59,2.18
2.45,2.10,2.62,2.10
2.10,2.37,2.44,2.10
2.46,2.28,2.60,2.22
2.28,2.29,2.29,2.26
2.28,2.26,2.47,2.26
2.21,2.22,2.24,2.19
2.21,2.25,2.31,2.21
2.37,2.29,2.37,2.18
2.21,2.20,2.28,2.20
2.20,2.23,2.26,2.20
2.20,2.09,2.20,2.01
2.10,2.12,2.16,2.09
2.06,2.16,2.20,2.06
2.12,2.23,2.36,2.11
2.10,2.22,2.29,2.10
2.26,2.19,2.29,2.15
2.24,2.21,2.30,2.19
2.22,2.19,2.22,2.12
2.21,2.13,2.22,2.13
2.10,2.08,2.14,1.87
2.07,2.13,2.22,2.07
2.10,2.05,2.22,2.05
2.20,2.09,2.21,2.07
2.17,2.29,2.36,2.10
2.22,2.30,2.49,2.22
2.30,2.19,2.34,2.15
2.27,2.15,2.27,2.10
2.12,2.23,2.46,2.12
2.20,2.13,2.38,2.06
2.08,2.08,2.19,2.08
2.17,2.08,2.17,2.08
2.06,2.08,2.08,2.06
2.08,2.10,2.13,2.05
2.07,2.16,2.21,2.07
2.27,2.25,2.30,2.11
2.29,2.25,2.50,2.13
2.27,2.38,2.49,2.24
2.32,2.27,2.58,2.27
1.95,2.04,2.30,1.85
2.00,2.04,2.04,1.93
1.98,2.10,2.17,1.98
2.03,2.02,2.10,1.98
1.95,1.92,2.08,1.91
1.93,1.92,1.96,1.92
1.91,1.86,1.93,1.84
1.86,1.98,1.98,1.84
1.87,1.87,1.95,1.86
1.87,1.89,1.97,1.70
1.83,1.81,1.98,1.76
1.93,1.81,1.98,1.81
1.92,1.77,1.92,1.76
1.76,1.82,1.83,1.72
1.82,1.77,1.82,1.71
1.77,1.79,1.88,1.75
1.75,1.83,1.86,1.75
1.88,1.79,1.88,1.76
1.81,1.76,1.82,1.73
1.78,1.72,1.79,1.72
1.72,1.59,1.76,1.58
1.59,1.57,1.67,1.57
1.55,1.79,1.89,1.55
1.80,1.93,2.26,1.70
2.04,2.07,2.23,1.96
2.01,2.06,2.10,2.00
2.05,2.07,2.14,2.05
2.04,2.13,2.13,2.04
2.10,2.04,2.13,1.92
1.86,2.06,2.08,1.86
2.11,2.05,2.11,1.88
2.06,2.02,2.08,2.00
2.02,2.00,2.02,1.93
2.04,1.95,2.05,1.95
1.93,2.03,2.03,1.93
1.96,1.96,1.96,1.96
1.98,1.94,1.98,1.94
1.94,1.91,1.94,1.76
1.86,1.86,1.89,1.77
1.87,1.84,1.87,1.77
1.79,1.77,1.81,1.75
1.77,1.76,1.86,1.75
1.87,1.70,1.90,1.70
1.71,1.72,1.72,1.71
1.74,1.61,1.75,1.58
1.59,1.75,1.77,1.59
1.75,1.61,1.75,1.60
1.64,1.68,1.68,1.64
1.64,1.53,1.64,1.50
1.58,1.58,1.58,1.58
1.54,1.44,1.54,1.42
1.47,1.34,1.49,1.32
1.34,1.30,1.44,1.30
1.30,1.14,1.30,1.10
1.18,1.17,1.25,1.13
1.19,1.08,1.19,1.06
1.04,1.04,1.22,1.02
1.00,0.72,1.00,0.62
0.80,1.32,1.68,0.80
1.36,1.84,2.10,1.28
1.82,1.75,2.10,1.62
1.66,1.68,1.86,1.60
1.68,1.77,1.88,1.67
1.71,1.62,1.77,1.61
1.57,1.58,1.65,1.48
1.58,1.58,1.64,1.57
1.51,1.43,1.56,1.40
1.38,1.39,1.42,1.38
1.41,1.34,1.41,1.33
1.35,1.39,1.47,1.34
1.36,1.30,1.36,1.29
1.26,1.24,1.26,1.22
1.22,1.11,1.22,1.01
1.02,1.07,1.10,1.02
1.11,1.25,1.31,1.07
1.30,1.35,1.43,1.21
1.32,1.27,1.32,1.27
1.26,1.19,1.26,1.15
1.25,1.16,1.25,1.15
1.17,1.40,1.50,1.16
1.44,1.23,1.44,1.17
1.31,1.15,1.31,1.15
1.15,1.15,1.26,1.14
1.14,1.22,1.22,1.09
1.21,1.19,1.21,1.19
1.20,1.18,1.35,1.18
1.26,1.24,1.27,1.19
1.19,1.18,1.25,1.16
1.17,1.17,1.25,1.17
1.17,1.13,1.17,1.05
1.14,1.31,1.40,1.14
1.26,1.39,1.42,1.21
1.31,1.44,1.60,1.22
1.46,1.46,1.50,1.46
1.46,1.41,1.48,1.40
1.44,1.43,1.47,1.37
1.45,1.40,1.45,1.39
1.35,1.29,1.37,1.22
1.30,1.35,1.35,1.29
1.27,1.26,1.40,1.26
1.28,1.34,1.37,1.28
1.36,1.34,1.38,1.29
1.30,1.28,1.30,1.26
1.28,1.34,1.38,1.28
1.30,1.30,1.35,1.22
1.26,1.28,1.28,1.26
1.27,1.14,1.28,1.13
1.16,1.19,1.20,1.14
1.19,1.16,1.28,1.06
1.11,1.15,1.17,1.11
1.10,1.13,1.14,1.02
1.11,1.07,1.15,1.07
1.13,1.26,1.28,1.12
1.30,1.40,1.47,1.26
1.47,1.57,2.10,1.47
1.48,1.40,1.65,1.28
1.40,1.28,1.41,1.26
1.25,1.21,1.33,1.21
1.21,1.20,1.21,1.16
1.17,1.28,1.31,1.17
1.24,1.16,1.24,1.15
1.22,1.26,1.33,1.14
1.26,1.39,1.39,1.26
1.41,1.28,1.41,1.27
1.39,1.40,1.40,1.35
1.35,1.36,1.45,1.35
1.36,1.33,1.36,1.27
1.28,1.28,1.34,1.28
1.25,1.33,1.33,1.25
1.38,1.33,1.38,1.24
1.33,1.30,1.36,1.29
1.30,1.30,1.32,1.20
1.31,1.26,1.31,1.20
1.26,1.25,1.26,1.22
1.22,1.40,1.55,1.20
1.40,1.23,1.49,1.22
1.23,1.26,1.49,1.21
1.35,1.34,1.38,1.29
1.37,1.34,1.38,1.34
1.33,1.38,1.40,1.33
1.40,1.29,1.40,1.26
1.44,1.35,1.45,1.26
1.38,1.40,1.40,1.30
1.40,1.35,1.40,1.28
1.28,1.36,1.38,1.28
1.38,1.31,1.39,1.31
1.31,1.20,1.31,1.20
1.23,1.28,1.28,1.20
1.25,1.25,1.30,1.25
1.21,1.07,1.33,0.99
1.11,1.17,1.29,1.11
1.23,1.27,1.27,1.17
1.16,1.28,1.28,1.16
1.22,1.19,1.25,1.17
1.24,1.25,1.29,1.21
1.20,1.27,1.28,1.19
1.23,1.22,1.26,1.21
N/A,N/A,N/A,N/A
1.17,1.25,1.25,1.13
1.24,1.14,1.24,1.14
1.19,1.19,1.19,1.17
1.18,1.18,1.18,1.18
1.15,1.24,1.24,1.14
1.17,1.10,1.23,1.10
1.20,1.23,1.26,1.12
1.18,1.29,1.30,1.11
1.21,1.24,1.30,1.15
1.18,1.26,1.26,1.18
1.17,1.16,1.17,1.16
1.16,1.16,1.16,1.16
1.19,1.19,1.19,1.19
1.17,1.17,1.20,1.16
1.22,1.14,1.22,1.14
1.14,1.20,1.20,1.12
1.20,1.18,1.20,1.18
1.14,1.13,1.14,1.13
1.17,1.16,1.17,1.13
1.20,1.26,1.40,1.20
1.31,1.80,1.85,1.31
1.65,1.64,1.80,1.43
1.57,1.43,1.68,1.41
1.48,1.46,1.60,1.26
1.37,1.38,1.49,1.21
1.35,1.37,1.38,1.25
1.26,1.33,1.59,1.26
1.34,1.36,1.44,1.31
1.45,1.37,1.45,1.35
1.37,1.38,1.47,1.35
1.48,2.33,2.48,1.38
2.10,2.28,2.74,2.07
2.29,2.08,2.37,1.98
2.20,1.92,2.20,1.89
1.93,2.09,2.19,1.90
1.95,1.95,2.07,1.91
2.26,2.12,2.45,2.05
2.01,2.15,2.16,1.94
2.18,2.03,2.21,1.96
2.01,1.89,2.01,1.84
1.81,1.74,1.86,1.66
1.74,1.70,1.76,1.66
1.73,1.72,1.81,1.67
1.66,1.72,1.77,1.66
1.72,1.72,1.85,1.72
1.75,1.76,1.84,1.70
1.71,1.61,1.73,1.57
1.64,1.69,1.77,1.60
1.72,1.68,1.77,1.66
1.67,1.72,1.75,1.66
1.72,1.68,1.75,1.65
1.68,1.65,1.72,1.65
1.67,1.61,1.71,1.61
1.61,1.59,1.61,1.58
1.56,1.54,1.63,1.51
1.54,1.61,1.85,1.51
1.71,1.54,1.72,1.54
1.56,1.53,1.62,1.53
1.63,1.59,1.63,1.54
1.59,1.52,1.60,1.51
1.52,1.45,1.55,1.42
1.43,1.40,1.47,1.40
1.44,1.36,1.51,1.21
1.36,1.41,1.41,1.25
1.33,1.54,1.69,1.29
1.60,1.56,1.64,1.46
1.46,1.47,1.49,1.46
1.47,1.48,1.53,1.42
1.33,1.42,1.44,1.30
1.40,1.40,1.41,1.37
1.38,1.42,1.51,1.38
1.41,1.41,1.42,1.39
1.40,1.40,1.44,1.40
1.41,1.27,1.41,1.25
1.32,1.28,1.32,1.28
1.26,1.24,1.28,1.20
1.20,1.18,1.27,1.18
1.15,1.17,1.20,1.15
1.15,1.14,1.16,1.13
1.18,1.05,1.18,1.04
1.04,1.11,1.15,1.00
1.10,1.07,1.10,1.03
1.02,1.01,1.08,0.98
1.01,1.02,1.05,1.00
1.05,1.06,1.09,1.05
1.10,1.10,1.10,1.06
1.10,1.13,1.18,1.08
1.19,1.06,1.20,1.05
1.06,1.07,1.10,1.06
1.08,1.04,1.10,1.04
1.03,1.09,1.10,1.03
1.05,1.03,1.06,0.85
1.06,1.06,1.08,1.05
1.05,1.07,1.07,0.95
1.07,1.02,1.07,0.98
0.99,0.96,1.03,0.94
0.96,0.97,1.00,0.93
1.02,1.06,1.10,1.02
0.97,1.10,1.30,0.94
1.06,1.06,1.13,1.05
1.07,0.99,1.07,0.99
1.04,1.02,1.04,0.97
0.98,0.96,0.99,0.96
0.97,1.04,1.04,0.96
1.01,1.03,1.03,1.00
1.06,1.06,1.13,1.06
0.95,0.98,0.98,0.95
0.99,1.04,1.07,0.99
1.01,1.05,1.07,1.01
1.06,1.07,1.09,0.98
1.07,0.88,1.07,0.78
0.93,0.99,1.34,0.81
1.23,0.99,1.23,0.96
0.95,0.93,0.96,0.89
0.93,0.92,0.93,0.85
0.86,0.82,0.87,0.86
0.97,0.90,0.97,0.90
0.94,0.90,0.94,0.84
0.90,0.90,0.95,0.90
0.90,0.88,0.96,0.88
0.86,0.88,0.89,0.86
0.88,0.83,0.92,0.82
0.83,0.84,0.85,0.80
0.81,0.82,0.82,0.81
N/A,N/A,N/A,N/A
0.82,0.82,0.82,0.82
0.83,0.78,0.84,0.77
0.78,0.82,0.82,0.78
0.80,0.80,0.80,0.80
0.66,0.66,0.66,0.66
0.71,0.70,0.71,0.70
N/A,N/A,N/A,N/A
0.75,0.75,0.75,0.75
N/A,N/A,N/A,N/A
0.87,1.08,1.35,0.87
1.07,0.97,1.08,0.91
0.93,0.92,0.95,0.86
0.91,0.90,0.91,0.88
0.88,0.80,0.88,0.78
0.80,0.84,0.84,0.80
0.84,0.83,0.84,0.82
0.83,0.83,0.83,0.83
0.78,0.83,0.84,0.77
0.79,0.84,0.85,0.77
0.81,0.82,0.82,0.79
0.78,0.84,0.84,0.77
0.80,0.80,0.84,0.75
0.76,0.76,0.81,0.76
0.82,0.82,0.82,0.82
0.80,0.80,0.80,0.80
0.81,0.78,0.81,0.78
0.78,0.79,0.79,0.78
0.78,0.81,0.81,0.78
0.81,0.80,0.81,0.71
0.81,0.82,0.85,0.80
0.85,0.79,0.85,0.79
0.77,0.74,0.77,0.74
0.77,0.80,0.80,0.77
0.80,0.75,0.81,0.75
0.77,0.77,0.77,0.77
0.75,0.76,0.76,0.75
0.77,0.78,0.79,0.77
0.79,0.79,0.83,0.76
0.83,0.83,1.05,0.80
0.81,0.79,0.81,0.77
0.77,0.87,0.90,0.77
0.91,0.93,0.95,0.84
0.92,0.91,0.92,0.86
0.94,0.92,0.99,0.86
0.88,0.94,0.96,0.84
0.86,0.89,0.90,0.86
0.88,0.95,0.99,0.88
0.98,0.98,1.00,0.94
1.00,0.97,1.00,0.91
1.00,1.17,1.38,0.99
1.33,1.04,1.33,1.00
1.04,1.18,1.20,1.04
1.20,1.25,1.38,1.20
1.28,1.25,1.35,1.25
1.35,1.32,1.35,1.26
1.33,1.29,1.34,1.28
1.30,1.28,1.30,1.10
1.30,1.50,1.74,1.30
1.60,1.48,1.60,1.33
1.58,1.83,2.50,1.45
1.81,1.50,1.81,1.50
1.48,1.35,1.60,1.33
1.38,1.57,1.67,1.38
1.67,1.57,1.67,1.38
1.53,1.45,1.55,1.45
1.43,1.33,1.47,1.33
1.47,1.31,1.47,1.30
1.32,1.33,1.36,1.30
1.30,1.20,1.39,1.20
1.35,1.41,1.44,1.21
1.33,1.46,1.52,1.20
1.50,1.31,1.50,1.26
1.27,1.30,1.32,1.26
1.39,1.38,1.44,1.33
1.37,1.37,1.41,1.31
1.31,1.38,1.40,1.31
1.41,1.34,1.41,1.34
1.37,1.34,1.37,1.30
1.41,1.34,1.48,1.34
1.41,1.43,1.43,1.41
1.36,1.41,1.44,1.36
1.22,1.23,1.27,1.20
1.22,1.29,1.32,1.22
1.35,1.33,1.35,1.25
1.25,1.18,1.32,1.18
1.24,1.23,1.27,1.13
1.22,1.17,1.22,1.17
1.13,1.15,1.15,1.13
1.06,0.96,1.12,0.95
0.95,1.10,1.26,0.95
1.22,1.07,1.22,1.04
1.09,1.06,1.09,1.02
1.04,1.03,1.04,1.02
1.05,1.03,1.25,1.05
1.08,1.00,1.08,1.00
1.01,1.00,1.01,0.98
1.09,1.00,1.09,1.00
1.03,1.02,1.03,1.01
0.98,0.96,0.98,0.96
1.00,1.00,1.00,1.00
1.06,1.03,1.06,1.03
1.23,0.99,1.23,0.96
0.96,1.16,1.16,0.96
1.06,1.15,1.18,1.06
1.04,1.11,1.11,1.02
0.98,1.08,1.08,0.97
1.10,1.03,1.10,1.00
1.03,0.98,1.03,0.98
1.01,1.01,1.01,1.01
1.06,1.08,1.10,1.06
1.13,1.08,1.13,0.97
1.07,1.03,1.07,0.97
0.99,1.03,1.03,0.98
1.10,1.10,1.10,1.10
1.08,1.08,1.09,1.08
1.09,1.08,1.09,0.99
1.05,1.07,1.07,1.05
1.08,1.05,1.08,1.02
1.02,1.02,1.04,1.02
1.05,1.04,1.05,1.03
1.02,1.04,1.08,1.02
1.04,1.06,1.08,1.02
1.05,1.08,1.09,1.05
1.03,1.06,1.06,1.03
1.09,1.09,1.09,1.06
1.09,1.20,1.25,1.09
1.21,1.28,1.29,1.08
1.22,1.19,1.22,1.05
1.06,1.14,1.18,1.05
1.14,1.12,1.14,1.06
1.06,1.10,1.12,1.05
1.10,1.07,1.13,1.07
N/A,N/A,N/A,N/A
1.05,1.05,1.11,1.05
1.05,1.08,1.08,1.05
1.05,1.05,1.06,1.05
1.02,1.05,1.09,1.02
1.09,1.13,1.20,1.09
1.07,1.03,1.09,1.03
1.02,1.07,1.09,1.02
1.06,1.10,1.10,1.06
1.05,1.10,1.18,1.05
1.06,1.11,1.11,1.06
1.08,1.08,1.08,1.08
1.04,1.03,1.06,1.03
N/A,N/A,N/A,N/A
1.03,1.03,1.18,0.99
1.03,1.10,1.18,1.03
1.07,1.14,1.18,1.07
1.05,1.06,1.12,1.05
1.05,1.12,1.17,1.05
1.12,1.08,1.12,1.08
1.08,1.13,1.14,1.08
1.08,1.08,1.08,1.08
1.13,1.16,1.18,1.10
1.12,1.16,1.18,1.12
1.17,1.15,1.18,1.15
N/A,N/A,N/A,N/A
1.17,1.17,1.17,1.17
N/A,N/A,N/A,N/A
1.17,1.07,1.17,1.01
1.14,1.11,1.14,1.04
1.06,1.09,1.10,1.06
1.10,1.10,1.10,1.02
1.05,1.07,1.09,1.05
1.03,1.07,1.09,1.02
1.08,1.08,1.08,1.08
1.05,1.08,1.08,1.01
1.08,1.07,1.08,1.07
1.08,1.08,1.08,1.07
1.04,1.07,1.07,1.04
1.08,1.07,1.08,1.07
1.05,1.05,1.05,1.05
1.06,1.10,1.14,1.05
1.05,1.09,1.13,1.05
1.04,1.05,1.10,1.04
1.02,1.08,1.08,1.02
N/A,N/A,N/A,N/A
1.08,1.02,1.08,1.02
1.05,1.04,1.05,1.03
1.09,1.09,1.09,1.03
1.14,1.13,1.18,1.09
1.15,1.16,1.16,1.14
1.16,1.13,1.18,1.13
1.13,1.11,1.13,1.05
1.05,1.10,1.10,1.03
1.02,1.16,1.16,1.02
1.15,1.05,1.15,1.05
3.27,2.48,4.40,2.28
2.26,2.06,2.29,1.93
1.82,1.85,2.02,1.78
1.85,2.02,2.19,1.61
2.05,2.12,2.20,1.72
2.10,1.94,2.44,1.90
1.89,1.89,2.19,1.77
1.87,1.80,1.97,1.72
1.78,1.68,1.80,1.66
1.67,1.56,1.67,1.55
1.55,1.58,1.58,1.51
1.52,1.52,1.60,1.50
1.51,1.58,1.59,1.51
1.53,1.45,1.56,1.45
1.47,1.30,1.47,1.21
1.30,1.37,1.49,1.22
1.40,1.72,2.46,1.39
1.67,1.71,1.91,1.63
1.70,1.79,1.89,1.63
1.78,1.65,1.79,1.62
1.62,1.68,1.74,1.58
1.66,2.05,2.08,1.48
2.05,2.26,2.33,1.97
2.30,2.34,2.57,2.30
2.34,2.44,2.57,2.34
2.57,2.29,2.57,2.16
2.36,2.31,2.36,2.19
2.48,2.41,2.48,2.21
2.43,2.29,2.45,2.25
2.27,2.35,2.48,2.27
2.38,2.42,2.48,2.32
2.45,2.69,2.88,2.43
2.80,2.52,2.87,2.46
2.58,2.63,2.80,2.55
2.60,3.30,3.56,2.60
3.30,2.93,3.55,2.88
2.97,3.16,3.20,2.95
3.11,3.09,3.18,2.93
3.05,3.02,3.11,2.95
3.05,2.68,3.05,2.63
2.63,2.63,2.75,2.56
2.61,2.82,2.86,2.61
2.82,2.95,2.96,2.75
2.95,2.94,2.95,2.84
2.93,2.75,2.95,2.63
2.80,2.84,2.90,2.53
2.84,2.79,2.85,2.58
2.73,2.62,2.87,2.59
2.54,2.62,2.83,2.46
2.74,2.70,2.81,2.60
2.76,2.69,2.80,2.64
2.69,2.76,2.82,2.69
2.81,2.98,3.04,2.77
2.92,2.91,2.92,2.83
2.87,2.78,2.87,2.73
2.75,2.83,2.96,2.68
2.80,2.86,2.95,2.80
2.88,2.89,2.95,2.88
2.87,2.96,3.00,2.79
2.96,2.95,3.15,2.95
2.93,2.82,2.99,2.80
2.88,2.68,2.88,2.67
2.69,2.67,2.70,2.67
2.70,2.57,2.77,2.57
2.55,2.65,2.69,2.55
2.65,2.53,2.65,2.51
2.53,2.35,2.53,2.08
2.27,2.32,2.59,2.06
2.30,2.40,2.50,2.16
2.40,2.44,2.51,2.40
2.51,2.44,2.52,2.44
2.34,2.46,2.46,2.34
2.48,2.48,2.50,2.45
2.45,2.47,2.47,2.30
2.48,2.54,2.72,2.48
2.62,2.64,2.74,2.62
2.69,2.78,2.88,2.65
2.64,2.73,2.76,2.64
2.64,2.95,3.05,2.53
2.94,2.95,3.04,2.84
3.01,2.91,3.01,2.85
2.92,2.94,2.98,2.92
2.94,3.02,3.04,2.94
2.90,2.99,3.02,2.84
2.97,2.95,3.15,2.89
3.02,3.08,3.14,2.96
N/A,N/A,N/A,N/A
2.98,2.98,3.15,2.96
2.95,2.97,3.11,2.94
2.99,3.07,3.10,2.96
2.94,3.02,3.10,2.94
3.05,2.98,3.09,2.81
3.00,2.96,3.05,2.73
2.94,2.99,3.02,2.82
3.04,3.07,3.07,3.04
3.00,3.01,3.15,3.00
N/A,N/A,N/A,N/A
2.99,2.98,3.05,2.98
3.01,2.92,3.01,2.90
2.95,2.96,3.00,2.90
3.01,2.95,3.01,2.95
2.91,2.95,3.00,2.87
2.88,2.75,2.88,2.75
2.70,2.96,3.01,2.64
2.99,2.99,3.00,2.97
2.95,2.99,3.00,2.95
3.03,3.03,3.08,3.03
3.06,2.98,3.06,2.98
3.01,3.01,3.04,2.98
2.98,3.05,3.10,2.96
3.05,2.95,3.05,2.95
2.92,2.99,3.06,2.90
2.94,2.89,3.00,2.80
2.90,2.94,2.99,2.90
2.90,3.45,3.73,2.78
3.71,3.30,3.80,3.05
3.15,3.25,3.52,3.12
3.26,3.37,3.51,3.26
3.26,3.39,3.49,3.26
3.36,3.45,3.49,3.35
3.53,3.55,3.55,3.53
3.48,3.39,3.48,3.39
3.37,3.32,3.37,3.25
3.37,3.48,3.48,3.37
3.36,3.40,3.40,3.36
3.36,3.36,3.37,3.34
3.42,3.30,3.42,3.30
3.28,3.28,3.30,3.25
