VO,Vanguard Mid-Cap ETF - DNQ,NASDAQ
95.05,93.42,95.05,93.13
93.88,93.43,94.13,92.38
92.41,92.35,93.05,91.36
93.50,93.43,93.72,92.67
94.43,94.34,94.57,93.87
95.09,95.44,95.68,94.77
95.20,95.14,95.71,94.75
95.50,95.91,96.43,95.50
95.88,95.63,96.39,95.24
95.19,95.64,95.88,95.08
96.72,96.64,96.72,95.46
97.25,97.03,97.36,96.88
97.77,97.70,97.92,97.30
97.75,97.88,97.96,97.39
99.23,99.31,99.36,98.72
99.36,99.64,99.70,99.21
99.97,99.88,100.02,99.54
99.97,99.21,100.05,98.93
99.61,99.54,99.82,99.33
99.85,100.27,100.40,99.77
100.23,100.47,100.50,100.02
100.69,100.71,100.85,100.37
100.99,100.35,100.99,100.26
100.95,99.71,100.95,99.53
99.59,100.35,100.35,99.50
99.61,100.19,100.19,99.42
99.88,99.82,100.31,99.51
100.34,100.25,100.43,99.90
100.55,100.58,101.26,100.44
101.64,102.36,102.45,101.11
102.12,102.40,102.45,101.91
102.32,102.32,102.45,102.03
102.18,101.61,102.29,101.40
101.24,100.92,101.29,100.63
101.58,101.63,101.80,101.10
101.40,101.60,101.93,101.35
100.91,101.55,101.66,100.81
101.75,101.58,101.75,100.95
101.44,100.83,101.44,100.83
99.91,99.32,100.08,99.09
98.94,98.97,99.51,98.85
98.65,98.23,99.11,98.23
98.29,99.35,99.56,98.29
98.83,98.68,99.51,98.41
98.90,99.81,100.30,98.80
100.14,99.99,100.14,99.52
100.19,99.82,100.49,99.73
98.60,97.97,98.96,97.85
97.83,98.12,98.50,97.71
97.91,98.62,98.96,97.91
98.74,97.96,98.74,97.75
99.15,98.39,99.51,97.87
98.51,99.35,99.50,98.28
99.41,99.64,99.86,99.40
100.09,99.70,100.27,98.80
100.10,101.06,101.09,99.98
101.97,102.00,102.01,101.46
101.97,102.28,102.28,101.62
102.38,101.80,102.38,101.70
102.03,102.05,102.07,101.58
103.38,102.77,103.40,102.60
102.98,103.32,103.32,102.76
103.13,104.38,104.54,102.79
104.87,104.27,104.87,104.14
104.46,103.38,104.46,103.25
103.17,102.74,103.31,102.25
102.85,102.90,103.46,102.43
103.07,102.72,103.29,102.57
102.90,103.14,103.41,102.71
102.42,102.67,102.88,102.30
101.62,102.48,102.70,101.30
102.42,103.53,103.64,102.37
102.89,103.47,103.49,102.63
103.22,102.67,103.43,101.90
102.69,103.58,103.72,102.65
102.67,102.48,103.12,102.47
102.56,100.82,102.59,100.82
100.94,100.73,101.15,99.98
101.88,102.82,102.93,101.77
102.69,103.48,103.58,102.61
102.95,103.87,103.95,102.71
103.57,102.88,103.74,102.67
103.79,104.40,104.41,103.56
104.04,105.32,105.40,104.04
105.79,106.03,106.04,105.38
106.12,105.86,106.21,105.60
106.44,106.48,106.95,105.98
106.03,105.86,106.16,105.31
106.01,106.15,106.26,105.62
106.29,106.50,106.50,105.94
106.65,106.43,106.66,106.10
106.69,107.06,107.07,106.46
107.15,106.18,107.20,105.72
106.10,105.91,106.51,105.60
106.07,106.08,106.36,105.35
106.43,106.80,106.87,106.25
106.37,106.24,106.60,105.82
107.00,106.27,107.00,105.96
106.63,104.54,106.63,104.52
104.68,105.95,105.95,104.68
105.95,106.26,106.30,105.71
105.99,106.10,106.25,105.68
105.67,107.16,107.16,105.67
107.24,107.51,107.76,107.00
107.85,108.14,108.15,107.62
108.53,107.28,108.53,107.10
107.28,106.68,107.42,106.46
106.98,106.42,107.28,106.13
106.79,107.62,107.66,106.71
107.62,107.92,108.00,107.39
108.18,107.89,108.31,107.70
108.08,108.04,108.30,107.73
108.20,108.35,108.38,107.94
108.57,108.09,108.85,107.99
108.10,107.87,108.58,107.65
107.61,107.60,107.96,107.17
107.24,107.45,107.93,106.53
107.35,107.28,107.54,107.05
108.16,108.21,108.40,107.88
108.53,108.43,108.79,108.31
108.34,108.14,108.85,108.14
108.34,106.64,108.34,106.54
106.66,106.62,106.93,106.31
106.78,106.81,107.24,106.51
107.48,107.53,107.79,107.31
107.67,107.50,107.72,106.96
107.62,108.81,108.81,106.52
108.65,108.44,108.73,108.13
108.64,109.36,109.50,108.45
109.99,109.99,110.05,109.74
108.80,109.14,109.18,108.79
109.50,109.43,109.57,109.20
109.72,109.28,110.23,109.19
109.36,109.48,109.62,109.27
109.85,110.02,110.10,109.68
109.66,108.91,109.66,108.55
109.08,108.95,109.35,108.72
109.40,108.49,109.45,108.32
108.86,109.35,109.53,108.80
109.45,109.74,109.84,109.10
110.20,109.89,110.23,109.35
110.05,110.36,110.42,109.78
110.24,108.90,110.42,108.65
109.26,110.31,110.37,109.09
110.46,110.62,110.76,110.41
110.39,110.48,110.51,110.10
110.45,110.16,110.57,109.99
110.85,110.54,110.92,109.94
110.81,111.09,111.14,110.62
110.61,110.02,110.68,109.47
109.14,107.26,109.52,107.25
107.49,106.65,107.71,105.92
106.70,107.64,107.79,106.70
106.74,106.69,107.60,106.55
107.54,107.93,108.18,107.36
106.56,107.39,108.09,106.45
107.26,104.60,107.45,104.51
105.16,105.66,105.80,104.65
105.27,105.40,105.64,104.31
105.73,106.95,106.98,105.73
107.47,108.24,108.37,107.23
108.38,108.53,108.56,107.95
108.74,109.47,109.76,108.27
109.64,109.90,110.30,109.64
109.17,110.68,110.76,109.10
110.59,111.11,111.20,110.40
111.51,111.82,111.94,111.20
111.72,111.45,112.49,111.35
111.69,112.41,112.51,111.42
112.70,112.52,112.80,112.41
112.70,113.09,113.85,112.70
113.21,113.12,113.60,112.79
113.41,113.44,114.00,113.18
113.36,113.87,113.94,113.20
113.94,113.90,114.44,113.16
112.97,113.10,113.44,112.34
114.30,114.86,114.98,114.25
114.90,114.67,115.00,114.51
114.94,114.77,115.13,114.68
115.35,114.70,115.51,114.29
114.63,114.34,114.69,113.77
114.55,113.80,114.84,113.52
113.19,113.78,113.83,112.82
114.05,112.43,114.22,112.12
112.26,112.64,113.08,112.26
113.29,113.40,113.78,113.15
113.73,114.44,114.53,113.59
114.51,113.72,114.61,113.13
113.45,114.10,114.17,113.15
114.65,113.73,114.84,113.62
114.05,112.80,114.34,112.31
113.25,112.91,113.70,112.37
113.49,111.73,113.70,111.73
111.75,111.66,112.09,111.15
111.95,112.28,112.93,111.94
113.01,113.58,113.64,112.75
113.97,114.74,114.74,113.79
115.00,115.07,115.19,114.62
115.30,114.48,115.30,114.13
115.20,112.99,115.36,112.76
112.64,111.10,112.75,110.65
111.05,111.84,112.00,110.62
112.21,113.11,113.14,111.81
113.21,110.48,113.21,110.30
109.74,109.04,110.45,108.85
110.18,109.80,110.22,108.91
110.04,110.50,110.75,108.65
111.28,111.77,111.79,110.85
111.77,112.07,112.33,111.59
112.16,112.36,112.40,111.73
112.58,113.10,113.35,112.51
113.18,112.81,113.32,112.77
113.40,112.68,113.49,112.13
112.38,111.41,112.38,111.23
111.96,111.35,112.13,110.07
111.72,111.93,112.05,111.33
111.85,112.61,112.61,111.66
112.52,112.82,113.28,112.27
113.02,112.90,113.63,112.76
112.31,113.03,113.11,111.82
112.82,112.10,112.93,112.05
112.47,112.52,112.57,111.33
112.46,112.15,113.43,111.86
112.06,112.41,112.41,111.54
112.80,113.83,113.88,112.80
114.02,113.62,114.25,113.57
113.47,113.04,113.72,112.89
112.54,112.03,112.68,111.10
112.28,112.63,112.63,111.61
112.53,113.15,113.20,112.25
112.87,112.08,112.89,111.77
112.50,112.77,112.87,112.23
113.01,113.33,113.59,112.73
113.36,113.95,114.03,113.25
114.42,114.72,114.78,114.39
114.86,114.59,114.86,114.25
114.82,115.15,115.15,114.45
115.18,115.23,115.27,114.79
115.35,115.49,115.55,114.78
115.04,115.58,115.65,115.04
115.39,116.03,116.08,115.24
116.33,116.90,116.97,115.68
117.18,117.52,117.53,117.05
117.58,117.61,118.08,117.35
117.50,117.25,117.50,116.93
116.87,116.86,116.98,116.55
116.81,116.07,116.81,115.79
116.12,116.53,116.61,115.81
116.42,116.62,116.85,116.17
116.56,117.14,117.35,116.41
117.16,117.88,117.93,116.88
118.08,117.88,118.13,117.48
118.18,118.36,118.36,118.05
118.46,118.29,118.58,118.15
118.34,117.63,118.88,117.55
117.45,118.05,118.13,117.33
118.04,118.02,118.05,117.27
117.73,118.40,118.42,117.73
118.46,118.67,118.70,118.21
118.92,119.47,119.86,118.92
119.53,119.20,119.59,119.10
119.68,119.83,119.86,119.44
119.69,118.97,119.69,118.82
118.81,118.25,119.12,117.73
118.54,118.74,118.79,118.21
117.08,118.15,118.53,117.08
118.08,118.16,118.29,117.73
118.95,118.62,118.98,118.54
118.74,118.25,119.02,117.72
118.88,118.46,118.88,118.14
117.92,116.94,118.48,116.82
117.23,118.31,118.34,117.23
117.80,117.97,118.11,117.50
118.53,118.66,118.88,118.45
118.76,118.65,118.76,118.27
119.04,119.00,119.17,118.76
118.57,118.45,118.87,118.28
118.57,118.40,118.69,117.76
118.61,117.93,118.90,117.90
118.36,117.93,118.53,117.50
116.72,115.73,117.29,115.65
115.47,115.42,116.18,114.66
115.70,116.27,116.44,115.06
115.76,115.41,116.37,114.99
114.60,115.31,115.82,114.60
115.70,114.60,115.86,114.28
114.73,115.97,116.01,114.59
116.45,116.42,116.94,116.33
116.26,116.11,116.61,115.76
116.44,116.95,117.00,116.21
117.13,117.54,117.58,117.07
118.32,117.55,118.32,116.75
118.26,118.71,118.71,118.20
118.91,119.29,119.34,118.91
119.05,119.81,119.86,119.05
119.95,119.90,120.03,119.59
119.88,119.89,120.18,119.51
120.58,120.46,120.75,120.24
120.60,120.62,120.92,120.59
120.67,120.67,120.82,120.44
120.33,120.63,120.73,119.96
120.97,121.17,121.25,120.61
121.42,121.35,121.80,120.90
121.92,121.31,122.00,121.16
121.50,121.05,121.89,120.74
121.09,121.64,121.64,120.70
121.59,121.43,121.84,121.00
121.38,120.44,121.40,120.26
120.53,120.71,120.76,119.97
120.15,120.90,120.90,120.14
120.87,119.94,120.93,119.59
119.94,119.35,120.01,119.06
119.14,120.12,120.33,119.05
120.25,120.13,120.70,119.63
120.56,120.57,120.62,120.24
121.10,120.23,121.10,119.91
120.09,118.91,120.19,118.75
118.58,118.11,119.06,118.10
118.13,118.98,119.07,117.83
118.40,117.30,118.67,117.23
117.64,118.14,118.45,117.34
116.99,118.04,118.17,116.80
118.14,117.31,118.28,117.10
117.26,115.66,117.31,115.22
115.55,115.75,116.09,114.10
116.55,116.92,117.18,116.24
117.52,116.69,117.67,116.35
116.25,114.84,116.41,114.84
114.98,116.62,116.65,114.06
116.36,114.06,116.47,114.01
113.86,112.17,114.29,112.16
112.00,110.11,112.63,110.05
110.96,110.96,112.15,110.41
109.16,110.77,111.27,107.89
109.05,111.56,112.13,108.69
113.08,112.79,113.45,112.19
112.57,114.09,114.09,112.47
114.95,116.68,116.78,114.84
117.00,115.38,117.10,115.32
116.66,116.99,117.71,116.37
117.14,117.95,117.99,116.72
117.63,117.80,117.89,116.81
118.26,119.56,119.56,117.77
119.60,119.03,119.86,118.15
118.73,119.73,120.02,118.46
121.40,121.30,121.42,120.75
121.65,121.42,122.00,121.16
121.04,120.76,121.24,120.25
121.70,121.51,121.75,120.89
121.61,122.32,122.32,121.22
122.22,122.31,122.47,121.78
122.30,122.60,122.76,122.28
122.69,122.65,122.79,122.33
122.09,122.80,122.92,122.09
122.79,122.57,123.06,122.08
122.59,122.61,122.84,122.22
122.43,122.61,122.73,122.23
122.74,123.44,123.65,122.74
123.37,123.28,123.47,122.70
122.74,123.79,123.88,122.74
125.15,124.51,125.22,124.12
124.78,125.04,125.04,124.62
125.48,124.83,125.48,124.55
125.04,125.06,125.07,124.72
125.17,124.74,125.28,124.58
124.40,123.39,124.48,123.25
123.53,124.00,124.12,123.51
124.03,124.89,125.00,124.00
124.78,124.75,125.09,124.36
124.93,124.96,125.21,124.64
124.69,123.94,125.12,123.52
122.74,124.15,124.21,122.60
123.88,122.05,124.03,121.89
122.59,122.70,123.80,122.44
121.84,120.84,122.28,120.79
121.40,120.18,121.73,119.62
119.74,119.47,121.66,119.41
119.79,122.12,122.30,119.69
123.93,124.56,124.56,123.12
124.99,125.19,125.57,124.58
123.70,124.16,124.16,123.57
124.58,124.63,124.82,124.39
124.98,124.69,125.04,124.63
125.00,125.05,125.36,125.00
125.04,125.34,125.49,124.93
125.27,124.63,125.27,124.62
124.98,123.56,125.15,123.46
123.93,123.58,124.48,122.65
122.90,121.40,123.00,121.06
121.67,120.08,121.79,119.30
121.08,121.61,121.65,120.64
122.66,123.79,123.82,122.58
124.00,122.90,124.00,122.39
123.05,121.81,123.05,121.42
122.90,121.64,123.53,120.54
120.30,120.97,121.07,119.55
121.45,119.72,121.56,119.63
119.42,121.47,121.50,119.42
121.75,121.24,121.94,120.24
121.07,122.15,122.36,120.69
122.68,123.92,123.92,121.71
123.83,123.37,123.89,123.29
123.44,124.23,124.23,122.89
122.87,123.35,123.98,122.44
124.10,121.83,124.10,121.67
122.00,122.81,122.95,121.07
122.02,121.08,122.62,120.97
121.66,122.30,122.39,119.94
123.05,124.26,124.29,122.74
123.67,123.71,124.39,123.39
124.31,125.23,125.26,124.04
125.52,124.70,125.60,124.28
124.41,124.10,124.63,123.85
124.94,125.47,125.56,124.06
125.50,125.39,125.71,124.81
126.08,126.71,126.73,125.77
127.00,127.37,127.37,126.67
127.21,127.52,127.73,126.95
127.34,127.97,127.97,127.19
127.52,127.94,128.28,127.40
127.90,128.81,128.81,127.21
128.67,128.74,128.76,128.32
128.84,128.85,128.97,128.43
128.86,129.10,129.39,128.85
129.12,128.64,129.25,128.23
128.79,128.38,128.91,128.36
128.50,129.29,129.30,128.41
129.03,128.77,129.03,128.18
128.32,128.05,128.32,127.46
128.32,128.59,128.68,128.17
128.13,126.78,128.15,126.54
127.06,127.11,127.28,126.74
126.07,125.38,126.17,125.37
125.78,125.60,125.88,125.24
126.24,127.26,127.32,126.15
127.15,126.52,127.15,125.68
127.18,128.14,128.14,127.04
127.69,127.98,128.15,127.32
127.70,129.51,130.00,127.37
129.25,129.16,129.41,128.71
129.81,130.27,130.40,129.58
130.32,130.01,130.63,130.01
129.98,129.36,130.07,129.32
129.51,127.35,129.59,127.32
126.83,127.14,127.60,126.34
127.16,127.98,128.07,127.00
128.71,129.58,129.69,128.70
129.02,132.70,132.70,128.67
128.95,128.28,128.95,127.56
128.30,129.00,129.26,128.28
128.41,129.82,130.12,128.29
129.92,129.30,130.19,129.30
129.47,130.08,130.14,129.20
130.02,130.43,130.50,129.47
130.63,130.69,130.71,130.29
130.78,130.04,130.86,130.02
130.05,130.18,130.28,129.35
130.64,130.87,131.19,130.55
130.67,130.64,130.99,130.22
129.93,129.29,129.97,128.80
130.09,130.13,130.31,129.86
130.83,130.15,130.83,130.03
130.27,130.51,130.55,129.63
130.28,130.98,131.34,130.19
131.17,130.62,131.17,130.43
131.15,129.76,131.15,129.60
129.73,129.73,129.79,128.59
129.10,129.27,129.60,128.70
128.95,128.19,129.25,127.75
128.83,129.75,129.80,128.69
130.09,130.12,130.42,129.95
130.08,128.47,130.25,128.34
129.01,128.21,129.08,127.60
128.07,128.66,128.94,127.89
129.65,129.94,130.30,129.65
129.86,129.64,130.23,129.55
129.21,129.29,129.61,128.48
129.55,129.17,129.97,129.02
129.79,130.28,130.34,129.51
130.39,130.51,130.51,129.93
130.42,131.24,131.30,130.28
131.35,130.98,131.35,130.72
131.12,131.02,131.50,130.74
130.99,131.32,131.47,130.82
131.07,131.13,131.37,130.97
130.92,129.72,130.92,129.44
129.97,130.77,130.84,129.73
130.64,130.47,130.74,130.08
130.45,129.63,130.53,129.59
130.03,129.93,130.19,129.22
129.56,129.89,130.30,129.22
130.19,130.13,130.52,129.77
129.60,128.99,129.93,128.83
128.86,129.17,129.35,128.21
129.05,128.31,129.31,128.29
128.36,128.16,128.55,127.71
128.64,129.46,129.60,128.57
129.75,129.96,130.08,129.47
129.49,129.27,129.58,129.12
128.55,128.53,128.84,127.87
128.37,129.25,129.30,128.37
129.51,129.66,129.95,128.84
130.05,130.99,131.35,130.01
130.99,130.72,131.08,130.64
131.55,131.31,131.55,131.04
131.47,131.20,131.59,130.96
131.14,130.05,131.22,129.96
130.40,129.64,130.40,129.47
129.91,129.61,129.97,129.15
128.51,126.79,129.01,126.71
127.95,127.43,127.96,126.91
128.68,128.00,128.68,127.52
128.13,127.93,128.44,127.50
127.04,127.42,128.12,126.77
127.65,128.31,128.36,125.82
127.39,125.90,127.61,125.64
127.15,126.24,127.66,126.14
127.50,127.66,127.90,127.05
128.58,129.00,129.08,128.54
129.02,129.54,129.72,128.94
129.73,128.93,129.73,128.70
129.72,129.57,129.72,129.32
129.73,128.91,129.73,128.60
129.00,128.73,129.00,128.59
128.74,128.11,128.99,127.92
127.71,128.33,128.46,127.71
128.54,127.87,128.92,127.65
127.65,126.72,127.97,126.46
126.10,125.65,126.23,125.45
126.35,127.18,127.34,125.49
127.25,128.30,128.43,126.99
128.11,128.64,128.69,127.53
128.90,128.92,129.42,128.78
129.10,128.32,129.10,127.72
128.40,128.27,128.89,127.91
128.93,128.68,129.57,128.46
128.92,127.54,128.92,126.86
127.41,127.42,127.59,126.73
128.27,129.20,129.29,128.17
128.04,128.13,128.51,127.61
127.18,128.34,128.48,126.26
128.40,128.30,128.80,127.92
128.28,128.88,129.00,128.15
128.65,129.81,129.81,128.16
129.74,129.54,129.94,129.33
129.07,128.50,129.37,127.82
127.50,125.60,127.65,125.55
124.30,122.06,124.98,122.06
115.97,117.22,120.98,111.00
119.47,116.10,121.74,116.06
119.73,119.76,119.89,116.41
120.95,123.00,123.19,120.63
122.58,123.15,123.50,122.41
122.78,122.28,123.39,121.94
121.06,118.80,121.06,118.16
119.98,120.72,120.84,118.84
121.07,121.22,122.53,120.91
120.01,119.59,120.45,119.03
121.45,122.62,122.63,121.01
123.45,121.01,123.74,120.82
120.53,121.42,122.25,120.53
120.86,121.85,121.85,120.47
121.96,121.34,122.02,121.10
121.63,122.82,123.00,121.41
122.79,124.00,124.14,122.76
124.07,123.97,125.71,123.62
122.63,122.00,123.33,121.71
122.57,122.22,123.46,121.79
120.84,120.23,120.94,119.50
119.35,118.72,119.47,118.38
117.78,118.17,118.44,116.75
119.01,118.07,119.42,117.39
117.64,114.45,117.64,114.19
114.65,114.23,115.42,113.62
115.75,116.67,116.74,115.04
116.78,116.77,117.18,115.41
115.56,118.61,118.61,115.08
119.40,120.64,120.77,119.40
120.60,119.88,120.87,119.39
120.57,121.19,121.35,119.78
121.00,122.48,122.73,120.80
122.83,122.59,122.83,122.12
122.68,122.51,122.68,122.07
121.95,121.37,122.89,121.30
121.56,120.91,122.01,120.69
121.15,122.45,122.47,120.70
122.48,122.49,122.68,121.75
122.05,122.42,122.67,121.85
122.29,122.56,123.11,122.21
122.87,121.33,122.98,121.27
122.02,122.84,123.16,121.83
123.61,123.25,123.79,122.45
123.06,122.93,123.22,122.56
122.38,122.38,122.61,121.70
122.63,124.04,124.05,122.26
123.80,123.66,124.01,123.23
123.68,123.64,124.29,123.31
123.84,125.17,125.30,123.79
125.00,125.07,125.56,124.53
125.39,124.78,125.44,124.41
124.89,124.59,124.89,123.72
124.84,124.46,124.84,123.50
124.23,123.16,124.23,122.43
122.83,123.64,123.66,122.71
123.99,122.94,124.06,122.87
122.28,120.95,122.56,120.93
120.55,119.64,120.67,119.50
119.59,121.28,121.28,119.51
121.55,121.06,122.15,120.81
121.55,122.96,123.07,121.43
122.96,122.83,123.26,122.66
123.39,123.29,123.71,122.98
123.40,123.50,124.00,123.24
122.97,123.90,124.17,122.63
123.89,124.19,124.39,123.74
124.21,124.40,124.49,123.87
124.59,124.01,124.65,123.84
124.51,125.19,125.19,124.28
125.05,123.59,125.13,123.46
123.96,121.77,124.15,121.24
121.92,123.75,123.86,121.92
123.55,122.65,123.55,122.12
121.51,122.04,122.59,121.30
121.61,120.88,122.95,120.34
120.88,121.09,121.85,120.65
119.93,118.73,120.12,118.42
118.52,118.42,119.27,117.18
119.38,119.88,120.23,119.27
120.63,121.64,121.80,119.81
121.89,119.69,121.89,119.68
119.25,118.03,119.50,118.02
118.69,118.92,119.17,118.13
119.17,119.95,120.25,118.73
120.04,121.20,121.20,119.90
121.17,121.09,121.46,120.83
120.43,120.80,120.81,119.80
121.47,121.85,121.99,121.30
121.75,120.85,121.84,120.85
120.44,120.11,121.16,120.05
118.13,118.54,118.54,117.21
118.81,118.66,119.07,118.07
116.97,116.47,117.42,115.78
114.45,113.85,115.63,113.57
114.38,112.38,114.69,112.21
112.97,111.84,113.25,110.67
112.95,112.35,113.33,110.80
112.73,109.21,112.98,108.90
109.82,110.39,111.05,107.90
107.26,108.41,108.71,106.63
109.40,107.70,109.63,106.68
106.07,106.86,107.83,103.41
106.98,107.28,108.68,106.17
109.16,109.61,109.98,108.67
109.05,107.64,109.29,107.41
108.11,109.57,109.65,107.88
108.99,108.40,110.44,107.75
109.19,108.11,109.35,107.44
108.62,110.97,111.14,108.62
110.26,111.36,111.85,109.97
110.39,108.76,110.39,108.37
109.82,109.63,109.93,107.11
109.44,110.27,111.14,109.42
109.68,107.89,109.83,107.64
106.73,105.18,107.00,103.77
103.99,105.02,106.01,103.86
105.80,105.52,107.10,105.45
103.80,103.91,104.56,102.85
105.00,106.27,106.35,104.37
107.61,108.63,108.75,106.99
109.51,110.66,110.96,109.40
110.92,110.30,110.92,109.83
109.74,110.32,110.39,109.15
111.52,112.21,112.34,111.30
111.59,110.90,112.15,110.75
109.92,111.59,111.78,109.20
111.84,112.93,112.96,111.32
113.67,113.36,113.86,113.08
113.47,112.49,113.93,112.49
113.44,115.14,115.14,112.92
114.95,115.95,116.00,114.58
115.81,117.04,117.05,115.58
117.11,117.30,117.94,116.59
116.71,117.76,118.10,116.58
117.15,115.81,117.15,115.68
116.39,116.44,116.60,115.73
116.84,116.51,117.42,115.29
117.71,118.96,119.00,117.64
118.49,118.69,118.93,118.15
117.55,117.51,117.68,117.06
117.01,118.61,118.76,117.01
118.57,119.52,119.90,118.27
119.95,120.12,120.44,119.64
119.89,120.09,120.28,119.62
119.46,120.20,120.48,119.13
119.87,118.96,119.87,118.93
118.13,118.79,118.83,117.83
119.27,119.20,119.46,118.57
118.76,120.60,120.60,118.63
121.24,120.91,121.46,120.57
120.97,121.23,121.41,120.80
120.42,121.72,121.82,119.81
121.72,120.88,121.79,120.76
120.02,119.57,120.30,119.49
119.65,120.92,120.98,119.38
120.19,119.49,120.71,118.93
120.43,119.91,120.64,119.57
120.46,119.58,121.01,119.57
119.76,120.51,120.69,119.15
121.17,122.13,122.15,121.08
121.97,121.69,122.06,121.43
121.54,121.91,121.95,121.39
121.23,122.63,122.70,121.22
123.13,123.11,123.45,122.49
123.27,123.23,123.77,122.65
123.44,122.47,123.49,122.33
122.67,123.05,123.32,122.45
122.68,122.58,122.85,122.14
123.00,123.40,123.44,122.68
123.48,124.20,124.41,123.27
123.37,122.72,124.27,122.49
122.10,121.86,122.43,120.88
122.23,122.79,122.92,121.77
121.93,121.43,121.93,120.84
120.73,120.60,121.28,120.21
120.92,120.46,121.22,120.27
120.00,120.81,120.88,119.60
120.80,121.01,121.33,120.54
121.41,122.52,122.53,121.19
122.17,121.28,122.40,121.28
121.85,121.13,122.00,120.40
120.86,120.23,121.36,119.91
120.40,121.36,121.71,120.38
121.10,120.49,121.67,120.14
120.28,120.23,121.14,119.40
119.43,119.84,120.20,118.94
120.35,120.92,120.95,120.34
120.89,120.81,121.23,120.71
121.42,122.51,122.67,121.38
122.79,123.20,123.49,122.72
123.42,123.25,123.50,123.05
123.34,123.90,123.90,123.28
124.21,124.10,124.37,123.60
123.57,124.41,124.46,123.30
124.12,125.17,125.17,123.99
124.91,124.60,125.32,123.70
124.92,125.28,125.52,124.66
125.41,125.90,126.21,125.24
126.11,126.32,126.40,125.84
125.84,126.04,126.17,125.46
124.93,124.17,124.93,123.82
123.83,123.01,124.49,123.00
122.24,122.18,122.69,121.48
122.49,122.35,123.23,122.20
121.65,122.33,122.45,120.76
122.42,122.44,122.72,121.91
124.22,123.66,124.63,123.53
123.86,123.87,124.11,123.37
124.08,123.71,124.55,123.64
124.89,125.61,125.61,124.71
120.70,120.34,122.87,120.22
119.20,117.01,119.25,116.51
118.47,119.42,119.47,118.18
120.78,121.66,121.86,120.45
121.92,123.63,123.63,121.36
123.37,123.92,124.28,123.27
123.33,122.34,123.33,121.65
121.80,123.05,123.07,121.44
123.38,123.23,123.99,122.71
124.50,125.67,125.80,124.27
126.17,126.16,126.47,125.90
127.08,127.51,127.79,126.93
127.99,127.36,128.00,126.91
128.37,127.76,128.37,127.58
128.29,127.65,128.29,127.41
127.65,127.92,127.99,127.44
127.60,127.54,127.72,127.23
127.77,128.35,128.50,127.33
128.25,127.91,128.63,127.59
128.04,128.80,128.87,127.83
128.60,128.57,128.73,128.16
128.60,129.29,129.35,128.41
129.34,128.54,129.41,127.96
128.24,129.08,129.27,128.07
128.74,129.28,129.42,128.27
129.25,128.67,129.44,128.46
128.55,127.33,128.60,126.72
127.14,128.01,128.01,126.65
128.07,128.04,128.42,127.75
128.60,129.11,129.20,128.50
129.28,129.17,129.62,129.04
129.17,128.96,129.45,128.81
129.12,128.62,129.28,128.43
129.09,129.45,129.58,128.91
129.30,129.37,129.66,129.08
129.61,130.15,130.42,129.61
129.85,129.10,129.85,129.10
129.12,129.07,129.25,128.24
129.15,129.89,129.89,129.15
129.57,130.02,130.09,129.30
129.87,130.20,130.20,129.59
130.63,130.66,131.03,130.63
130.70,129.73,130.70,129.50
129.46,129.78,130.23,129.46
130.02,129.43,130.79,128.82
129.57,130.19,130.45,129.57
130.26,129.91,130.42,129.46
129.71,129.42,129.82,128.82
129.60,129.56,129.85,128.69
130.30,130.41,130.66,129.93
130.61,130.61,130.66,129.90
130.56,131.00,131.00,130.38
130.68,130.35,130.81,130.27
129.38,126.70,129.38,126.69
126.07,128.58,128.79,125.92
127.60,126.44,127.79,125.90
126.56,126.28,127.20,125.83
126.16,127.62,127.83,126.04
127.06,127.01,127.21,126.48
127.55,127.39,128.23,127.04
127.52,126.45,127.52,126.45
126.91,128.30,128.40,126.64
128.96,129.36,129.51,128.94
129.13,128.81,129.46,128.76
128.05,128.00,128.75,127.93
127.88,128.57,128.65,127.65
128.84,129.51,129.58,127.99
129.36,128.38,129.66,128.00
129.03,129.44,129.84,128.56
129.08,128.83,129.19,128.48
129.08,127.97,129.08,127.50
128.51,128.58,128.98,128.40
128.18,128.51,128.58,127.75
128.73,127.75,128.82,127.24
127.75,128.33,128.96,127.75
128.00,126.37,128.00,125.84
126.40,126.53,126.92,126.03
125.74,126.03,126.34,124.72
126.65,125.84,127.09,125.84
126.02,125.49,126.12,125.39
126.63,126.36,126.89,125.96
126.48,126.94,127.11,126.14
126.74,126.62,127.05,126.12
125.99,126.54,126.62,125.63
127.21,127.05,127.51,126.82
126.78,126.08,126.78,125.92
125.50,125.72,126.15,125.39
126.09,124.72,126.24,124.60
124.75,125.00,125.86,124.53
125.24,125.47,125.63,125.05
125.63,124.44,125.77,123.65
124.12,123.20,124.47,123.08
123.52,122.84,123.77,122.68
122.77,122.93,123.92,122.69
125.00,125.56,125.59,124.71
125.20,126.11,126.47,124.95
124.13,127.23,127.61,124.11
128.02,127.58,128.89,126.89
127.59,127.83,127.95,126.86
128.41,129.00,129.12,128.27
129.25,130.01,130.11,129.06
129.66,129.70,129.86,129.34
129.99,130.63,130.65,129.86
130.74,130.36,130.77,130.25
130.81,131.38,131.38,130.70
131.76,131.88,131.97,131.23
131.63,132.26,132.27,131.45
132.55,132.63,132.63,132.32
132.59,131.65,132.59,131.54
131.64,131.71,132.12,131.34
132.37,131.36,132.45,131.34
131.85,130.27,131.85,130.00
130.41,130.45,130.87,130.24
131.25,131.76,131.99,131.00
