CKH,SEACOR Holdings Inc. Common Stock,NASDAQ
79.11,79.67,80.11,78.98
79.94,79.11,79.96,78.99
78.81,80.06,80.27,77.50
80.38,80.97,81.20,80.03
81.44,82.58,82.77,81.24
83.00,83.43,84.21,82.67
83.40,83.05,83.40,81.80
82.75,84.31,85.30,82.25
84.10,84.26,85.06,83.77
84.13,83.23,84.35,83.10
84.17,85.67,85.78,83.31
85.57,85.38,86.13,85.16
85.50,85.91,86.36,85.21
85.92,84.47,86.12,84.10
85.29,86.00,86.09,85.04
85.80,86.39,86.76,85.51
86.38,86.16,86.41,85.78
86.16,86.32,86.41,85.40
86.34,86.31,86.58,85.70
86.21,86.78,86.95,86.18
86.36,86.98,87.00,85.99
86.98,87.60,88.30,86.66
87.39,87.51,87.98,87.07
87.39,86.76,87.40,86.45
86.70,86.72,87.07,85.38
86.18,85.84,86.68,84.96
85.85,85.39,86.12,85.00
85.72,85.52,85.91,84.72
85.41,87.56,88.62,85.04
88.06,87.42,88.60,87.29
87.03,87.66,88.06,86.75
87.85,88.63,88.92,87.38
88.38,86.72,89.00,86.33
86.90,85.17,86.90,84.36
85.09,85.70,86.05,84.65
85.76,85.81,86.03,84.70
85.41,86.28,87.26,85.32
86.56,87.55,88.09,86.06
87.41,86.95,87.98,86.89
86.32,85.14,86.69,84.99
84.66,85.09,85.47,84.51
84.99,84.40,85.32,84.22
84.30,84.88,85.61,84.00
84.75,84.27,85.05,83.64
84.27,85.36,86.03,83.89
85.21,85.49,86.25,84.65
85.27,85.42,85.85,84.93
84.70,84.33,85.18,83.69
84.26,84.43,85.07,84.23
84.50,84.91,85.19,84.16
84.69,83.08,84.78,82.55
84.35,84.50,85.38,83.88
84.58,84.69,85.02,83.99
84.57,85.49,85.70,84.03
85.50,85.64,86.30,84.10
86.04,88.46,88.47,85.76
88.41,89.20,89.45,88.03
89.31,88.86,89.83,88.50
89.25,88.38,89.97,88.17
88.88,88.06,88.88,87.62
88.80,88.27,88.80,87.60
88.26,89.56,89.99,88.26
89.58,89.59,90.15,88.90
89.47,90.02,90.28,89.11
90.46,92.40,92.40,90.45
92.40,91.14,92.53,91.09
91.23,91.72,92.62,90.78
92.33,91.33,92.60,91.21
91.26,91.15,92.04,90.49
90.44,91.04,91.25,89.75
90.45,90.44,90.83,89.84
90.59,91.60,91.60,89.86
91.06,92.61,92.72,90.60
92.63,91.70,92.63,90.58
91.42,92.53,92.98,91.42
92.27,91.48,92.83,91.38
91.35,92.87,93.10,91.35
92.48,91.14,93.09,90.86
92.13,93.94,94.06,91.62
93.40,94.42,94.90,92.63
93.62,95.51,95.58,93.53
95.48,94.52,95.60,94.10
95.29,96.39,97.00,95.29
95.94,95.91,96.87,95.25
96.86,96.74,96.90,96.34
97.00,96.32,97.24,96.11
96.44,96.99,97.82,96.44
96.63,96.07,96.92,95.27
95.78,96.25,96.77,95.78
96.83,96.13,96.92,95.64
96.45,95.99,96.68,95.35
96.46,98.45,98.69,96.44
98.36,97.89,99.00,97.75
98.08,97.80,98.54,97.45
97.56,95.23,98.35,94.59
95.57,96.59,96.78,95.50
95.89,96.24,96.58,95.29
95.95,91.64,96.08,91.00
92.94,93.50,94.58,92.44
93.35,95.73,95.84,93.27
95.40,95.85,96.74,95.40
95.77,96.10,96.13,94.55
95.36,97.42,97.45,95.04
97.18,97.77,97.82,96.05
97.60,97.67,97.87,97.04
98.23,95.59,98.55,95.34
95.39,94.59,95.63,94.36
94.71,93.92,95.23,93.74
94.00,94.60,95.27,93.75
94.92,95.15,95.27,93.88
95.23,93.34,95.23,93.10
93.20,93.78,93.98,92.70
93.43,93.13,93.98,92.68
93.32,93.05,93.66,92.58
92.72,93.75,94.17,92.49
93.56,92.95,94.26,92.21
92.40,92.10,93.02,90.78
91.91,92.52,92.62,91.25
93.43,92.55,93.43,92.37
92.61,92.22,93.30,91.30
91.66,90.92,92.35,90.38
90.79,89.58,90.79,89.19
89.81,90.27,91.16,89.32
90.38,90.19,90.58,89.54
90.27,91.25,91.86,89.63
91.05,90.67,91.82,89.51
90.51,90.87,91.15,89.58
91.23,90.14,91.23,89.60
89.94,90.75,91.29,89.29
90.86,89.69,91.41,89.34
89.54,90.22,90.46,89.54
90.71,90.43,91.23,89.89
90.97,91.65,91.71,90.50
91.62,91.39,92.36,91.23
92.26,91.20,92.26,90.84
90.79,89.77,91.27,88.74
89.59,89.91,90.18,89.59
89.92,89.24,89.95,88.81
89.30,89.44,90.15,88.74
89.17,88.94,89.53,87.98
88.96,87.79,89.44,87.37
88.17,89.15,89.30,87.64
88.72,88.17,89.58,87.92
88.35,89.65,89.78,88.14
89.54,89.35,92.42,89.24
89.49,88.50,89.60,88.28
88.66,87.24,89.08,87.13
87.66,87.31,88.17,85.92
87.25,86.30,87.42,86.19
86.07,86.75,86.85,85.41
86.40,84.51,86.71,84.29
84.77,83.83,84.84,83.38
83.71,83.52,83.78,82.49
82.70,83.41,83.76,82.67
83.87,84.77,85.33,83.74
83.53,84.18,85.09,83.53
84.18,82.66,84.84,82.19
82.84,83.02,83.94,82.50
82.78,81.82,82.78,81.22
82.04,82.68,83.39,81.90
82.77,82.30,83.51,81.79
82.55,82.79,83.16,82.03
82.73,84.42,84.85,82.73
84.37,84.58,85.47,84.11
84.62,85.75,86.23,84.10
85.92,85.85,86.32,85.44
85.46,85.25,86.08,84.41
84.83,85.28,86.27,84.83
85.60,86.02,86.28,85.28
85.85,85.54,86.33,85.51
85.58,86.83,87.49,85.58
86.45,87.13,87.20,85.53
87.48,87.22,87.50,86.57
86.98,87.54,87.70,86.26
87.90,88.46,89.29,87.02
88.05,88.18,89.12,87.85
89.12,89.40,90.33,88.27
89.65,87.91,89.76,87.57
87.93,89.27,89.79,87.78
89.83,90.05,90.69,89.46
89.72,88.30,89.94,88.12
88.24,87.49,88.62,87.09
87.03,86.72,87.25,86.46
86.77,83.01,86.77,82.56
82.78,81.84,83.30,81.67
82.00,82.52,83.28,81.93
82.58,83.65,83.74,82.58
83.83,83.63,84.09,83.05
83.60,84.68,84.77,83.52
84.93,85.78,86.34,84.93
85.85,85.58,86.87,85.15
85.82,86.15,86.51,85.29
86.65,85.74,86.69,85.67
85.82,85.53,86.75,85.43
85.95,86.38,86.91,85.78
86.63,86.42,86.88,85.74
86.65,86.61,86.78,85.97
86.57,87.42,87.56,86.14
87.49,87.43,87.92,86.80
87.69,86.65,88.29,86.02
86.27,84.37,86.27,84.25
84.54,84.94,85.31,84.47
84.96,85.10,85.68,84.06
84.84,83.93,85.45,83.52
83.47,83.39,84.42,83.12
84.15,83.94,84.86,83.10
83.97,84.65,84.92,83.12
84.96,85.03,85.40,84.36
85.14,85.78,86.19,84.66
85.47,85.80,86.10,85.38
85.30,86.12,86.50,85.28
86.06,86.86,87.55,85.74
87.15,87.21,87.78,86.44
87.19,83.25,87.19,82.41
83.46,81.74,83.46,80.51
82.24,83.54,84.05,82.05
83.20,83.39,83.59,81.65
83.07,82.01,83.87,81.21
82.23,81.85,82.84,81.69
81.29,81.17,82.10,80.78
80.91,80.05,81.69,79.80
80.15,79.80,80.28,78.85
79.20,78.48,80.10,78.33
78.06,79.39,79.50,77.51
79.55,81.35,81.37,79.49
81.24,81.10,81.60,80.46
80.66,79.65,81.02,79.53
79.24,78.84,79.27,77.55
78.65,79.59,79.70,77.96
79.60,80.22,80.65,79.26
79.96,78.42,79.96,78.40
79.03,79.18,79.45,78.36
79.12,79.60,79.78,78.68
79.86,80.23,80.50,79.50
80.71,80.75,81.00,80.36
80.46,79.98,80.84,79.62
80.36,79.99,80.47,79.81
80.20,80.08,80.74,79.91
80.11,79.86,80.15,79.02
79.76,80.63,80.86,79.58
80.15,80.79,81.23,80.15
81.15,82.38,82.40,80.60
82.70,82.97,83.27,82.35
83.05,83.39,84.25,82.86
83.37,83.28,83.49,82.58
83.00,82.91,83.28,82.47
83.15,82.83,83.15,82.54
82.65,82.76,82.78,82.00
82.77,82.59,83.18,82.04
82.78,82.77,83.09,82.12
82.56,82.80,83.12,82.00
83.18,82.93,83.52,82.58
83.26,82.81,83.56,82.60
83.02,83.02,83.21,82.50
82.98,82.01,83.88,81.90
81.98,82.02,82.10,80.65
81.83,81.79,82.30,81.24
81.30,82.33,82.65,81.30
82.09,82.25,82.89,81.51
82.25,81.94,83.38,81.91
81.98,81.08,82.37,80.90
81.15,81.76,82.06,81.15
81.67,80.61,81.67,80.57
80.55,81.13,81.52,79.69
81.23,79.84,81.67,79.67
78.61,78.80,79.17,78.28
78.60,78.26,78.69,78.01
78.85,78.86,79.18,78.50
78.90,78.92,79.23,78.20
79.03,79.03,79.73,78.75
78.53,78.14,78.75,77.76
77.84,79.51,79.58,77.84
79.08,78.50,79.48,78.39
78.81,79.54,79.99,78.81
79.54,79.00,79.59,78.85
79.04,78.96,79.58,78.41
78.50,78.34,78.80,78.01
78.56,77.56,78.56,77.10
77.56,77.30,77.99,77.11
77.60,77.17,77.60,76.56
76.45,75.96,76.96,75.25
75.98,76.75,77.31,75.28
77.12,79.26,79.70,76.57
78.89,79.13,79.51,78.44
78.86,78.99,80.01,78.28
79.35,79.21,79.78,78.81
79.28,80.44,80.99,79.19
80.62,81.20,81.45,80.62
80.95,81.02,81.60,80.65
81.31,80.85,81.58,80.23
80.96,80.47,81.46,80.34
81.11,81.10,81.43,80.14
81.50,81.38,82.29,81.00
81.44,81.20,81.84,81.00
81.02,80.62,81.02,79.93
80.49,80.79,81.10,79.89
80.79,79.87,80.79,79.58
80.26,80.62,80.92,79.89
80.63,81.69,81.91,80.63
81.67,81.28,81.91,81.13
81.15,81.01,81.36,80.77
81.09,81.60,81.71,80.18
81.86,80.78,81.86,79.92
81.18,80.94,81.57,80.61
81.26,80.23,81.26,79.54
79.99,80.38,80.77,79.85
80.09,79.19,80.09,79.00
79.25,79.00,79.52,78.68
79.33,79.22,79.57,78.41
78.60,79.71,79.98,78.38
79.84,78.52,79.84,78.13
78.72,78.25,78.77,77.56
78.41,78.20,78.68,77.96
78.09,78.37,78.67,77.90
78.59,78.31,78.63,77.88
78.42,77.09,78.63,77.02
76.74,76.42,76.83,76.02
76.31,76.77,77.41,76.31
77.15,77.19,77.71,75.95
76.89,76.13,77.06,76.02
76.21,76.58,77.25,75.94
75.93,76.61,76.85,75.50
76.43,74.80,77.10,74.80
74.63,74.20,76.12,73.73
74.23,75.18,75.79,73.59
75.77,74.42,75.81,74.42
74.80,74.83,75.70,74.53
74.72,74.73,75.62,74.24
74.80,76.95,77.01,74.17
76.64,73.87,76.64,73.73
73.57,75.34,75.71,73.14
75.00,75.49,77.19,74.83
76.00,76.62,78.29,75.60
76.31,76.10,77.31,75.00
74.98,77.56,78.04,74.98
78.72,76.99,78.95,76.60
76.94,77.07,77.86,76.64
77.44,77.96,78.42,77.25
78.10,76.59,78.28,76.32
77.08,78.53,78.98,76.75
78.68,77.79,78.79,77.45
77.34,77.07,77.34,75.92
79.25,81.70,81.73,77.61
81.73,81.39,83.09,80.78
81.37,81.21,81.86,79.90
82.40,82.45,82.60,80.69
82.58,79.93,83.12,79.46
79.16,78.04,79.80,77.44
78.10,78.14,78.78,77.36
78.33,77.30,78.49,76.71
77.51,78.31,78.95,77.35
78.64,76.70,78.94,76.18
76.76,77.07,77.51,76.02
76.57,76.60,77.20,76.30
76.59,75.45,76.96,74.67
75.27,76.08,76.65,75.07
75.86,74.93,76.19,74.66
75.25,74.66,75.65,74.62
74.50,73.94,74.93,73.89
73.50,75.34,75.58,73.50
76.56,76.18,77.06,75.61
76.09,76.40,76.95,75.29
76.72,74.98,77.07,74.88
75.09,73.72,75.34,73.67
73.30,71.14,73.30,70.68
71.25,72.24,72.94,70.89
72.50,72.81,73.95,72.26
73.07,74.17,75.13,72.98
74.01,72.90,74.19,72.69
72.70,72.34,73.48,72.16
72.20,70.11,72.32,69.67
69.41,71.88,72.06,68.98
71.21,70.99,71.30,70.10
71.25,71.71,72.61,71.23
70.50,70.38,72.05,70.17
70.52,69.27,71.24,69.24
68.64,68.56,69.74,68.07
68.79,70.39,70.82,68.61
70.69,70.44,71.87,69.74
70.50,71.40,71.55,70.27
71.62,71.45,71.62,70.00
71.36,72.80,73.05,71.34
72.81,72.38,72.97,71.88
72.90,73.01,73.78,72.68
73.23,73.72,74.08,73.03
73.95,73.93,74.33,73.36
73.70,73.81,74.30,72.77
74.37,74.10,74.88,73.33
73.20,71.66,73.52,71.27
71.36,70.25,71.70,69.83
70.64,69.95,71.21,69.06
70.29,70.45,70.66,69.50
70.34,69.77,70.35,69.04
69.55,68.76,69.55,67.90
69.07,68.41,70.01,67.63
68.10,69.31,69.52,67.50
70.00,68.19,70.00,68.15
68.33,71.56,71.64,68.33
71.43,71.82,71.86,69.84
71.83,73.74,73.82,71.56
73.76,73.71,74.28,72.95
73.68,72.55,73.87,72.23
72.61,73.82,73.98,72.03
73.36,74.11,74.67,73.36
74.04,70.90,74.06,70.58
71.23,71.11,71.27,69.45
70.66,71.95,72.62,70.65
72.72,74.07,74.15,72.48
74.53,75.34,76.11,74.42
74.53,73.55,74.86,72.65
74.31,74.48,74.94,73.90
74.69,74.76,75.35,74.06
74.82,75.33,75.55,74.78
75.38,73.67,75.38,72.81
72.99,72.96,73.54,71.84
73.65,72.41,74.73,72.20
73.25,73.64,74.07,73.07
73.17,73.95,74.01,72.60
73.34,74.13,74.34,73.34
73.23,75.11,75.48,73.08
75.21,73.98,75.72,73.82
73.40,73.41,74.00,72.48
73.50,72.85,73.94,72.29
73.10,72.99,73.38,71.96
72.86,72.00,73.12,71.25
72.09,72.51,72.75,70.74
72.33,71.22,72.33,69.32
70.98,71.83,72.43,69.88
71.61,72.25,72.65,70.94
72.14,71.55,72.24,70.32
70.79,70.51,71.98,70.33
70.29,70.24,70.48,69.43
69.61,69.31,69.67,69.01
69.16,69.74,69.81,68.64
70.16,70.08,70.41,69.38
69.80,69.66,69.91,69.31
69.45,68.95,69.57,68.63
68.53,68.90,69.12,68.12
68.45,69.19,69.95,67.36
68.50,68.23,69.10,67.43
68.76,68.68,69.12,68.29
68.80,68.20,69.40,67.93
68.20,68.02,68.35,67.41
68.32,68.47,68.86,67.75
69.00,69.10,69.92,68.74
69.07,69.07,69.24,67.91
69.37,70.13,70.99,69.31
69.62,69.67,69.84,68.94
69.66,68.52,70.21,68.15
68.28,68.57,68.85,67.91
68.81,70.93,71.25,68.81
70.77,71.53,72.51,70.68
71.61,71.84,72.50,71.15
72.04,72.56,73.25,71.82
73.03,73.53,73.79,72.55
73.85,73.94,73.98,73.12
74.03,74.70,75.41,73.94
74.63,77.65,78.29,74.48
77.54,76.94,78.95,76.73
76.54,75.91,76.72,75.22
76.19,75.46,76.97,74.93
75.51,73.25,75.51,72.69
73.23,73.76,74.06,72.05
73.87,74.88,75.30,73.13
73.24,70.12,73.24,69.50
70.02,70.42,70.66,70.02
70.48,70.70,71.26,69.78
70.55,73.34,73.37,70.48
73.08,72.66,73.27,72.16
72.39,71.08,72.91,70.81
71.19,71.70,72.02,70.91
72.00,72.28,73.43,71.77
72.70,73.17,73.32,72.51
72.92,73.01,73.11,71.57
73.21,73.72,74.30,72.50
74.04,73.40,74.04,72.76
73.19,73.81,74.58,72.82
74.20,73.45,74.70,73.23
73.71,73.29,74.77,72.96
72.98,73.18,73.69,72.20
72.95,73.43,73.74,72.55
73.06,71.96,73.32,71.50
71.98,71.91,72.42,71.38
72.36,72.79,73.20,72.32
72.34,71.99,73.22,71.67
71.34,70.91,71.70,70.61
70.79,70.00,71.11,69.56
69.89,70.16,70.39,69.35
69.93,70.12,70.57,69.76
70.07,69.91,70.49,69.12
70.01,70.15,70.74,69.63
70.03,70.14,70.93,69.62
69.86,69.73,70.06,69.14
69.69,70.09,70.68,69.56
70.00,69.53,70.64,69.00
69.98,70.66,70.67,69.46
71.04,72.29,72.77,71.04
72.23,71.64,72.47,71.41
71.40,71.14,71.81,70.70
70.71,71.42,71.83,70.26
71.60,71.75,72.01,71.17
72.21,71.36,72.30,71.27
71.71,71.05,71.71,70.70
71.10,70.69,71.42,70.66
71.09,70.78,71.27,70.24
70.70,71.79,71.89,70.42
71.77,71.54,72.23,70.81
71.71,71.09,72.10,70.96
71.06,72.97,73.31,70.72
72.01,71.55,72.94,71.37
72.07,70.94,72.07,70.30
70.91,69.15,71.04,68.38
69.42,69.53,69.67,68.48
68.53,68.30,68.93,67.98
68.14,69.07,69.26,66.59
68.61,68.54,69.16,68.31
69.35,68.53,69.46,68.37
68.85,68.42,69.44,67.65
68.37,68.40,68.97,68.00
68.05,69.66,69.75,68.05
69.29,67.74,69.41,67.63
67.99,67.65,68.61,67.59
67.57,66.37,67.57,65.21
66.46,64.95,66.46,64.85
65.05,64.64,65.75,64.43
64.27,64.13,65.18,63.84
64.57,64.85,65.14,63.84
64.20,62.47,64.20,61.83
61.85,62.05,63.23,61.32
62.51,64.37,64.66,62.12
64.15,64.61,65.84,64.15
64.41,63.21,64.78,62.66
62.96,63.17,63.76,62.68
62.68,61.93,63.44,61.78
61.85,62.00,62.41,61.25
62.41,62.98,63.72,62.41
62.80,64.65,64.85,62.27
64.06,63.08,64.77,63.01
62.97,65.00,65.08,62.93
64.02,63.78,64.30,63.00
63.71,64.39,64.57,63.36
64.11,62.82,64.11,62.55
62.88,62.93,63.38,62.65
62.75,63.26,63.91,62.60
63.36,62.56,63.36,62.20
62.19,62.01,62.42,60.92
61.79,60.94,62.48,60.85
60.47,61.09,62.47,58.00
59.03,59.28,61.43,58.81
60.11,59.78,61.20,59.72
60.95,59.95,60.95,59.40
60.10,61.68,62.10,60.04
61.03,62.98,63.39,61.03
62.73,64.51,64.67,62.08
63.66,63.11,64.55,62.76
63.66,63.51,64.32,62.35
63.37,63.40,64.63,62.84
62.45,62.49,62.98,62.26
62.62,62.92,63.85,61.88
63.18,61.40,64.01,61.11
61.52,61.35,62.23,60.93
59.91,60.30,61.04,59.43
59.93,59.76,60.21,59.06
59.79,61.11,61.34,59.79
61.47,63.18,63.30,61.47
63.18,64.09,65.00,62.48
63.38,62.32,64.04,62.19
62.62,62.44,63.78,62.10
61.67,61.72,62.80,61.60
62.02,60.66,62.02,60.60
60.30,60.95,61.61,59.57
61.40,61.35,61.72,60.05
60.91,59.73,60.96,59.70
60.22,59.83,60.60,59.00
60.00,59.81,60.02,58.96
60.35,58.41,61.02,57.87
58.05,61.74,61.83,57.77
62.34,63.40,63.96,61.87
63.62,64.60,65.16,63.26
65.24,64.74,66.45,63.70
64.71,66.61,66.83,64.02
66.74,66.64,67.60,65.33
66.90,65.41,66.90,64.63
65.27,65.09,66.18,64.63
65.05,64.74,65.47,64.48
64.50,65.75,66.02,64.11
65.98,64.71,65.98,63.80
64.11,64.01,65.02,63.78
63.90,64.93,65.01,63.64
64.55,63.58,64.71,63.42
64.05,63.97,64.64,63.22
63.66,62.56,63.85,62.19
62.31,61.20,62.31,60.93
60.32,58.98,60.36,58.46
58.85,57.93,59.22,56.84
57.68,58.09,58.51,57.13
58.15,58.42,58.92,57.65
58.20,57.93,58.44,57.06
58.06,59.09,59.78,57.42
59.03,57.71,59.33,57.44
57.57,56.97,57.79,56.56
56.59,56.64,57.04,56.08
56.68,56.29,57.12,55.62
56.25,56.36,57.01,55.99
56.49,54.53,56.49,54.34
53.78,53.07,54.70,52.93
52.79,53.12,53.57,51.78
53.01,53.83,54.13,52.85
53.50,52.33,53.82,52.29
52.75,52.97,53.61,52.27
52.73,52.10,52.76,51.16
52.26,52.48,53.02,51.82
52.52,52.99,53.74,51.50
53.41,54.27,54.44,52.85
53.85,53.93,54.94,53.52
53.34,53.60,54.03,53.34
54.00,56.78,57.10,53.88
56.65,57.67,58.46,56.65
57.07,55.76,57.82,55.60
56.31,56.05,57.30,55.75
55.27,55.63,56.41,55.12
54.71,55.04,55.07,53.07
54.08,54.68,55.43,53.67
55.25,55.30,56.82,54.24
55.03,55.97,56.52,55.03
55.15,54.53,55.15,53.98
54.51,53.74,54.78,53.46
54.03,54.65,55.05,53.77
54.52,53.80,55.23,53.51
53.48,52.09,53.62,51.98
51.89,50.40,51.89,50.03
50.37,52.15,52.21,49.80
52.06,54.25,54.62,52.06
54.79,56.42,56.56,54.37
56.28,55.47,56.40,54.74
54.84,54.00,55.01,53.95
54.74,54.17,54.86,52.58
53.44,52.73,54.04,52.67
52.36,52.56,53.20,51.94
52.73,52.71,53.10,51.52
52.49,51.54,52.57,51.12
50.22,49.55,50.82,49.04
48.44,46.83,49.01,46.65
47.06,45.92,47.06,45.16
45.44,45.59,45.76,44.81
46.39,45.42,46.39,43.89
45.92,44.10,46.57,43.73
44.51,45.02,45.65,44.01
43.45,44.45,44.56,43.11
44.72,44.54,44.75,43.81
43.64,44.04,44.54,41.24
43.58,44.74,45.77,43.29
46.08,44.85,46.44,43.89
43.74,42.47,44.66,42.43
43.21,44.06,44.09,42.60
43.95,44.58,45.94,43.88
46.41,45.29,47.91,43.80
45.53,46.01,46.44,44.75
45.53,46.26,46.49,44.77
44.88,43.82,45.67,43.72
44.61,45.32,45.62,42.97
45.74,46.69,48.31,45.74
46.19,45.66,47.17,45.55
44.82,46.41,46.78,44.82
45.73,45.60,46.50,44.90
45.35,43.44,45.95,43.39
42.83,42.35,43.02,41.39
41.85,42.45,43.99,41.85
43.24,42.38,43.24,41.60
42.98,45.73,46.00,42.98
46.15,45.60,46.15,44.51
45.30,45.20,46.37,44.84
46.21,45.70,46.75,45.60
45.45,44.88,46.22,44.80
43.92,44.50,44.73,43.35
44.53,44.09,45.21,42.59
44.74,46.65,47.68,44.40
46.79,48.39,48.80,46.79
48.41,48.50,51.13,48.31
48.03,49.39,49.45,47.53
49.01,50.88,51.30,49.01
50.76,50.83,51.98,50.28
49.81,53.22,53.94,49.60
53.13,51.49,53.13,51.21
52.07,51.94,52.71,50.70
51.60,50.78,51.63,50.36
51.26,51.85,52.15,51.11
51.07,51.21,51.87,50.48
50.75,49.95,50.84,49.67
50.18,51.62,51.87,49.75
51.99,53.05,53.66,51.60
53.54,53.35,53.54,52.69
53.10,53.67,53.78,52.56
53.37,52.64,53.79,52.59
52.23,51.31,52.82,51.31
50.69,51.94,52.60,50.58
52.07,51.90,52.53,51.28
51.40,53.48,53.62,51.17
54.07,53.26,54.68,52.26
53.33,54.45,54.69,52.82
53.35,53.14,53.58,52.80
52.99,52.62,53.77,52.29
52.12,52.50,52.96,51.93
52.85,52.58,53.85,52.02
52.23,50.98,52.59,50.85
51.83,52.09,52.75,51.69
52.43,52.82,53.08,52.18
53.21,54.95,55.12,52.83
55.12,55.87,56.01,54.57
56.01,55.83,56.19,55.07
55.47,54.61,55.73,54.02
53.39,56.33,56.43,53.39
56.88,57.39,57.89,56.56
57.11,57.39,58.11,56.59
57.35,56.73,57.76,56.56
56.64,58.07,58.90,56.64
58.26,57.34,58.42,56.75
57.71,57.33,57.88,56.78
57.18,56.85,58.69,56.30
56.46,57.94,59.20,56.14
58.18,58.77,59.71,57.59
59.24,57.89,60.00,57.52
57.17,56.77,57.49,56.14
56.89,56.51,58.10,56.37
57.26,56.12,57.44,55.83
55.90,56.06,57.76,55.54
55.61,53.89,56.14,53.81
53.99,54.57,55.15,53.82
54.69,54.12,55.16,53.99
54.51,54.38,55.16,53.76
54.03,53.95,54.43,53.43
54.94,55.61,57.10,54.94
55.48,55.73,57.00,55.48
55.66,54.56,55.66,54.21
54.09,54.79,55.22,54.09
54.88,56.20,56.24,54.40
55.90,55.85,56.48,55.23
56.09,56.57,56.70,55.42
56.98,58.07,58.28,56.92
58.38,56.62,58.45,56.54
56.42,57.19,57.26,56.26
57.38,57.37,58.40,56.72
57.05,57.45,57.64,55.61
57.02,56.72,57.12,56.25
56.98,57.11,57.51,56.54
57.31,60.55,60.71,57.31
60.67,61.54,62.37,60.67
62.04,62.68,62.75,61.82
61.75,62.48,62.92,61.36
61.62,60.15,62.15,59.89
59.56,59.85,60.84,59.00
59.45,59.81,60.04,58.88
59.76,59.33,60.41,58.97
58.64,58.15,58.80,57.67
58.08,59.39,59.96,58.08
60.25,59.43,60.25,58.96
59.15,59.49,60.22,58.48
59.71,59.54,60.36,59.00
60.37,60.92,60.93,59.90
58.05,59.08,59.47,57.48
58.38,56.82,58.89,56.71
57.76,56.56,57.95,56.47
57.25,57.49,57.93,56.91
57.57,57.95,57.95,56.35
57.86,59.21,59.27,57.86
58.52,56.31,58.74,55.65
55.90,55.61,56.44,55.16
56.12,55.68,56.97,55.34
56.18,56.41,56.87,55.87
56.80,56.01,56.88,55.92
56.75,58.14,58.62,56.68
58.00,56.42,58.14,56.28
56.93,56.44,57.50,56.28
57.02,56.35,57.23,56.19
56.13,57.36,57.46,55.24
57.35,55.74,57.35,55.68
55.40,55.98,56.43,54.33
56.40,56.12,57.16,55.97
56.30,56.09,56.47,55.64
55.79,55.72,56.23,55.25
55.44,56.04,56.20,55.44
56.35,56.21,57.02,55.39
55.82,55.93,57.16,55.51
55.69,56.52,57.00,55.67
56.31,55.24,56.31,55.00
55.40,54.82,55.40,54.18
54.67,55.12,55.32,54.12
54.79,55.32,55.66,54.56
55.53,55.26,55.63,54.92
55.74,56.22,56.53,55.16
56.50,56.33,57.12,55.84
55.97,54.50,56.05,54.39
54.97,55.02,55.63,54.50
55.37,54.25,55.37,53.89
54.34,55.52,55.83,54.34
55.67,55.44,55.67,54.90
55.50,55.43,55.94,54.65
55.70,57.72,58.04,55.39
57.67,57.09,57.67,56.40
56.91,56.91,57.30,56.26
56.95,57.41,57.99,56.71
58.36,59.92,61.13,58.36
59.60,59.37,60.41,58.95
59.36,59.30,60.10,58.50
59.63,59.37,59.63,58.77
59.64,59.25,60.01,59.02
58.82,58.78,59.18,57.78
58.58,58.57,59.14,57.64
59.18,58.88,59.84,58.80
59.02,58.89,59.36,58.13
58.83,59.26,59.78,58.55
59.49,60.55,60.72,58.37
59.95,58.32,59.95,58.30
57.66,59.26,59.28,56.83
58.61,57.16,59.13,56.46
57.15,56.88,57.42,56.25
56.91,56.49,56.94,56.24
56.26,56.12,56.70,55.77
56.65,55.98,57.10,55.78
55.96,55.19,56.06,55.14
55.83,56.47,56.56,55.64
57.18,57.14,57.74,56.88
57.03,55.97,57.62,55.86
56.18,56.52,57.09,56.02
56.21,55.90,56.25,55.29
56.33,57.25,57.28,54.98
57.47,58.27,59.26,57.47
58.75,59.49,59.62,58.11
59.60,59.70,59.98,58.52
59.93,59.32,60.20,59.02
59.94,60.93,61.03,59.85
61.15,61.36,61.46,60.56
61.30,60.70,61.47,60.50
61.63,61.30,62.00,60.95
61.19,60.15,61.19,59.90
59.87,59.60,59.99,59.48
59.23,59.25,59.61,58.51
59.55,58.24,59.90,58.13
58.34,58.54,58.72,57.46
59.15,58.37,59.15,58.09
58.70,59.89,60.30,58.34
59.49,59.78,60.08,59.04
59.22,59.07,59.90,59.01
59.12,58.84,59.90,58.24
58.84,57.62,59.65,57.57
57.05,57.81,58.27,56.07
57.86,56.77,57.86,56.40
56.12,53.40,56.12,50.87
52.97,49.31,52.97,48.05
49.70,48.89,50.25,48.30
48.42,46.74,48.65,45.48
46.95,47.76,47.84,46.36
47.55,46.79,48.38,46.78
47.46,48.11,48.28,46.79
47.70,48.58,48.83,47.31
48.30,50.82,50.92,48.00
50.89,52.56,53.32,50.89
52.27,53.67,53.81,52.06
53.74,55.72,55.76,53.74
56.32,57.10,57.34,56.02
57.09,57.52,57.94,56.27
57.92,56.85,58.76,56.58
57.46,57.05,57.92,56.63
57.76,58.17,58.28,57.27
58.24,59.56,59.59,57.85
59.02,60.92,61.08,59.02
60.62,60.04,60.66,59.72
60.06,59.37,60.85,59.27
58.54,58.15,59.22,57.74
60.65,61.99,62.40,60.44
62.94,63.19,63.50,61.50
62.88,63.44,64.49,62.20
63.95,64.64,64.96,63.95
