CAW,CCA Industries,NASDAQ
3.55,3.54,3.57,3.45
3.45,3.57,3.57,3.36
3.53,3.50,3.56,3.45
3.50,3.56,3.56,3.45
3.54,3.20,3.56,3.20
3.32,3.49,3.55,3.32
3.44,3.50,3.50,3.31
3.44,3.49,3.50,3.44
3.45,3.50,3.54,3.44
3.45,3.50,3.50,3.39
3.35,3.51,3.52,3.34
3.42,3.48,3.54,3.38
3.49,3.47,3.49,3.41
3.43,3.45,3.50,3.36
3.49,3.44,3.49,3.20
3.45,3.45,3.45,3.39
3.48,3.49,3.49,3.38
3.39,3.38,3.39,3.34
3.45,3.38,3.45,3.32
3.37,3.41,3.43,3.30
3.32,3.33,3.36,3.28
3.30,3.32,3.34,3.29
3.30,3.48,3.48,3.29
3.47,3.46,3.47,3.43
3.49,3.49,3.54,3.43
3.50,3.51,3.55,3.50
3.54,3.51,3.54,3.49
3.50,3.52,3.52,3.48
3.50,3.50,3.57,3.48
3.51,3.50,3.51,3.31
3.50,3.48,3.50,3.43
3.35,3.47,3.47,3.35
3.46,3.46,3.46,3.39
3.48,3.48,3.48,3.47
3.49,3.48,3.50,3.45
3.49,3.48,3.49,3.46
3.46,3.48,3.50,3.45
3.48,3.50,3.50,3.46
3.51,3.50,3.51,3.49
3.50,3.49,3.51,3.45
3.51,3.51,3.51,3.51
3.45,3.48,3.49,3.45
3.46,3.50,3.50,3.45
3.50,3.51,3.51,3.50
3.46,3.48,3.48,3.45
3.49,3.46,3.49,3.45
3.47,3.48,3.48,3.47
3.46,3.45,3.46,3.45
3.49,3.49,3.49,3.48
3.50,3.51,3.51,3.45
3.50,3.48,3.51,3.46
3.50,3.48,3.50,3.45
3.49,3.48,3.50,3.46
3.48,3.45,3.48,3.45
3.46,3.40,3.47,3.37
3.40,3.40,3.44,3.40
3.35,3.42,3.49,3.35
3.40,3.40,3.40,3.39
3.36,3.39,3.40,3.36
3.45,3.35,3.45,3.35
3.29,3.40,3.40,3.29
3.37,3.42,3.43,3.37
3.41,3.50,3.50,3.39
3.50,3.48,3.50,3.48
3.50,3.44,3.50,3.42
3.33,3.46,3.47,3.30
3.33,3.44,3.46,3.33
3.45,3.45,3.45,3.45
3.45,3.45,3.47,3.31
3.44,3.43,3.44,3.43
3.40,3.44,3.50,3.40
3.37,3.50,3.50,3.37
3.44,3.44,3.44,3.43
3.46,3.50,3.50,3.46
3.44,3.49,3.49,3.40
3.40,3.40,3.44,3.40
3.34,3.49,3.50,3.34
3.36,3.49,3.49,3.36
3.45,3.47,3.49,3.45
3.39,3.46,3.47,3.39
3.40,3.47,3.50,3.35
3.46,3.45,3.46,3.45
3.25,3.13,3.25,2.81
3.25,3.15,3.25,3.08
3.15,3.30,3.37,3.00
3.13,3.17,3.34,3.13
3.11,3.21,3.21,3.05
3.20,3.15,3.35,3.15
3.10,3.15,3.18,3.05
3.12,3.10,3.16,3.06
3.10,3.04,3.19,3.00
3.02,3.10,3.10,3.02
3.15,3.14,3.17,3.10
3.02,3.10,3.19,3.02
3.02,3.14,3.14,3.02
3.05,3.12,3.15,3.05
3.04,3.13,3.17,3.00
3.10,3.10,3.17,3.02
3.03,3.11,3.14,3.03
3.11,3.12,3.12,3.10
3.12,3.14,3.14,3.06
3.15,3.11,3.15,3.11
3.10,3.11,3.14,3.06
3.12,3.10,3.14,3.06
3.06,3.12,3.12,3.06
3.10,3.12,3.12,3.08
3.11,3.11,3.11,3.11
3.12,3.13,3.17,3.10
3.09,3.12,3.15,3.08
3.09,3.11,3.11,3.07
3.12,3.11,3.12,3.05
3.12,3.15,3.16,3.11
3.08,3.05,3.12,3.05
3.05,3.03,3.07,3.02
3.01,3.06,3.09,2.97
3.00,3.09,3.09,3.00
3.05,3.10,3.10,3.05
3.06,3.00,3.08,3.00
3.01,3.05,3.07,3.00
3.09,3.00,3.09,2.91
2.94,2.94,3.01,2.79
2.99,2.99,3.00,2.95
2.94,2.98,3.00,2.94
2.96,3.01,3.01,2.95
3.04,3.04,3.05,3.00
3.02,3.02,3.03,3.00
3.00,2.99,3.03,2.99
2.94,2.98,3.00,2.94
2.99,3.00,3.00,2.97
2.93,3.00,3.00,2.93
2.98,3.01,3.01,2.98
2.95,3.00,3.01,2.95
2.97,2.95,3.02,2.95
3.01,3.04,3.04,2.98
3.00,3.03,3.03,3.00
2.98,3.07,3.07,2.95
3.08,3.03,3.08,2.97
3.07,3.06,3.07,3.06
3.09,3.09,3.10,3.03
3.03,3.10,3.10,3.03
2.98,3.08,3.09,2.95
3.12,3.12,3.12,3.10
3.11,3.08,3.15,3.04
3.15,3.14,3.15,3.14
3.15,3.15,3.15,3.08
3.07,3.10,3.15,3.05
3.13,3.20,3.20,3.13
3.17,3.17,3.19,3.15
3.30,3.22,3.30,3.13
3.11,3.09,3.11,2.95
3.09,3.07,3.09,3.02
3.00,3.02,3.05,2.94
3.03,3.07,3.07,3.02
3.04,3.04,3.04,3.02
2.96,3.02,3.11,2.94
2.93,3.10,3.15,2.93
3.14,3.12,3.14,3.07
3.07,3.16,3.18,2.95
3.09,3.03,3.17,2.95
nan,3.03,nan,nan
3.06,3.08,3.08,3.04
3.07,3.06,3.16,2.95
nan,3.06,nan,nan
2.97,3.04,3.08,2.97
3.04,3.03,3.04,3.03
2.97,3.07,3.10,2.97
2.98,3.08,3.10,2.98
3.12,3.15,3.29,2.95
3.23,3.10,3.31,2.98
3.11,3.21,3.30,3.11
3.12,3.28,3.29,3.12
nan,3.28,nan,nan
3.26,3.11,3.26,3.05
3.11,3.08,3.11,3.08
3.27,3.27,3.28,3.07
3.11,3.12,3.14,3.02
3.12,3.10,3.17,3.10
3.04,3.08,3.42,3.04
3.13,3.17,3.17,3.07
3.14,3.13,3.14,3.09
3.08,3.10,3.11,3.08
3.08,3.03,3.11,3.03
3.11,3.04,3.11,2.96
3.01,3.02,3.04,3.00
3.01,3.05,3.06,2.98
3.13,3.11,3.13,3.05
3.02,3.07,3.07,2.95
3.07,3.07,3.09,3.07
3.04,3.08,3.10,3.04
3.11,3.06,3.11,3.05
3.06,3.06,3.06,3.00
3.00,3.00,3.00,3.00
3.07,3.09,3.12,3.07
2.97,3.06,3.06,2.97
3.04,3.04,3.04,3.04
3.05,3.05,3.05,3.05
3.00,3.04,3.04,3.00
3.03,3.04,3.04,3.01
3.02,3.02,3.02,3.02
3.02,3.02,3.03,3.02
2.98,3.00,3.01,2.95
2.82,3.05,3.05,2.59
3.00,3.05,3.05,2.92
2.91,3.04,3.04,2.91
3.05,3.06,3.06,3.04
nan,3.06,nan,nan
3.06,3.06,3.06,3.06
3.01,3.01,3.04,2.93
2.92,3.01,3.01,2.85
2.94,3.01,3.05,2.94
3.00,3.01,3.02,3.00
2.93,3.04,3.04,2.93
2.97,3.04,3.05,2.92
2.98,3.06,3.06,2.98
2.92,3.04,3.04,2.92
3.01,3.02,3.04,3.01
2.94,3.00,3.05,2.89
3.03,3.06,3.08,3.01
3.09,3.08,3.24,3.02
3.23,3.13,3.23,3.07
3.13,3.17,3.24,3.07
3.24,3.15,3.24,3.13
3.24,3.16,3.24,3.07
3.22,3.22,3.22,3.22
3.23,3.07,3.23,3.07
3.07,3.11,3.22,3.07
3.14,3.14,3.14,3.14
3.11,3.03,3.12,2.98
3.10,3.11,3.11,3.10
3.20,3.20,3.20,3.20
3.07,3.24,3.24,3.07
3.24,3.24,3.24,3.24
3.15,3.20,3.21,3.15
3.23,3.24,3.24,3.20
3.20,3.24,3.24,3.20
3.18,3.20,3.20,3.18
3.18,3.18,3.18,3.18
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.14
nan,3.20,nan,nan
3.11,3.24,3.24,3.11
3.23,3.23,3.25,3.23
3.24,3.25,3.25,3.24
3.21,3.21,3.21,3.21
3.15,3.20,3.23,3.15
3.23,3.23,3.23,3.23
3.19,3.19,3.19,3.19
3.23,3.23,3.23,3.23
3.19,3.19,3.19,3.19
nan,3.19,nan,nan
3.17,3.25,3.25,3.14
3.51,4.09,4.49,3.42
4.09,3.88,4.12,3.71
3.80,3.78,3.91,3.73
3.73,3.77,3.84,3.71
3.80,3.71,3.80,3.70
3.51,3.47,3.66,3.37
3.62,3.47,3.77,3.47
3.59,3.56,3.59,3.56
3.51,3.56,3.67,3.51
3.61,3.63,3.75,3.60
3.69,3.60,3.69,3.50
3.63,3.60,3.64,3.60
3.47,3.56,3.69,3.47
3.60,3.67,3.70,3.60
3.69,3.98,4.04,3.69
3.98,3.93,3.98,3.83
3.80,3.58,3.87,3.47
3.62,3.56,3.66,3.56
3.57,3.58,3.63,3.50
3.51,3.65,3.70,3.51
3.70,3.69,3.74,3.51
3.50,3.70,3.75,3.50
3.61,3.64,3.68,3.61
3.53,3.56,3.56,3.51
3.59,3.60,3.73,3.59
3.54,3.72,3.74,3.52
3.59,3.58,3.66,3.26
3.50,3.62,3.73,3.32
3.56,3.52,3.56,3.52
3.61,3.43,3.64,3.40
3.49,3.49,3.49,3.49
3.29,3.41,3.60,3.20
3.41,3.52,3.54,3.38
3.34,3.50,3.50,3.34
3.45,3.28,3.45,3.28
3.34,3.48,3.48,3.28
3.45,3.41,3.50,3.35
3.47,3.45,3.50,3.33
3.45,3.45,3.45,3.36
3.42,3.35,3.45,3.35
3.27,3.42,3.42,3.24
3.31,3.20,3.31,3.20
3.26,3.29,3.29,3.26
3.20,3.13,3.44,3.03
3.24,3.05,3.28,2.98
3.06,2.92,3.13,2.83
3.01,3.10,3.10,2.94
3.12,3.05,3.13,2.97
3.17,3.09,3.17,2.95
3.17,3.18,3.20,3.15
3.20,3.10,3.20,3.09
3.10,3.17,3.17,3.09
3.14,3.04,3.15,2.95
3.05,3.08,3.26,3.05
3.08,3.22,3.22,3.07
3.18,3.34,3.34,3.15
3.34,3.39,3.39,3.28
3.39,3.35,3.41,3.35
3.39,3.44,3.45,3.35
3.43,3.46,3.60,3.43
3.52,3.59,3.59,3.47
3.59,3.55,3.60,3.55
3.58,3.49,3.60,3.49
3.56,3.43,3.56,3.43
3.27,3.32,3.39,3.21
3.23,3.40,3.45,3.20
3.55,3.55,3.55,3.53
3.55,3.46,3.56,3.46
3.50,3.50,3.55,3.36
3.38,3.50,3.55,3.38
3.54,3.40,3.55,3.38
3.38,3.42,3.44,3.38
3.38,3.37,3.38,3.36
3.37,3.54,3.54,3.22
3.50,3.44,3.50,3.44
3.49,3.44,3.49,3.22
3.48,3.44,3.48,3.21
3.40,3.47,3.47,3.40
3.46,3.46,3.46,3.22
3.45,3.44,3.45,3.19
3.49,3.35,3.50,3.32
3.19,3.36,3.36,3.19
3.39,3.40,3.40,3.34
3.39,3.40,3.48,3.38
3.42,3.38,3.42,3.35
3.46,3.39,3.46,3.27
3.26,3.39,3.42,3.25
3.46,3.45,3.46,3.26
3.43,3.39,3.45,3.27
3.25,3.35,3.41,3.25
3.27,3.35,3.37,3.25
3.26,3.40,3.42,3.26
3.25,3.40,3.45,3.25
3.40,3.40,3.40,3.39
3.29,3.35,3.40,3.28
3.38,3.39,3.39,3.25
3.29,3.39,3.40,3.28
3.38,3.37,3.50,3.37
3.38,3.34,3.40,3.18
3.29,3.34,3.34,3.19
3.33,3.34,3.34,3.19
3.30,3.39,3.40,3.30
3.30,3.34,3.35,3.20
3.20,3.25,3.39,3.19
3.35,3.38,3.39,3.25
3.45,3.48,3.48,3.43
3.45,3.49,3.49,3.45
3.35,3.40,3.45,3.35
3.40,3.45,3.48,3.40
3.40,3.44,3.44,3.40
3.40,3.43,3.43,3.26
3.42,3.42,3.42,3.26
3.40,3.47,3.47,3.21
3.40,3.38,3.40,3.24
3.48,3.48,3.48,3.48
3.41,3.33,3.41,3.21
3.22,3.49,3.49,3.22
3.29,3.50,3.50,3.29
3.25,3.40,3.40,3.18
3.43,3.50,3.53,3.23
3.50,3.52,3.52,3.35
3.64,3.54,3.64,3.27
3.58,3.57,3.58,3.52
3.54,3.48,3.57,3.30
3.28,3.45,3.45,3.28
3.44,3.28,3.44,3.28
3.27,3.28,3.40,3.27
3.25,3.37,3.40,3.25
3.40,3.45,3.45,3.40
nan,3.45,nan,nan
3.26,3.42,3.42,3.26
3.39,3.27,3.39,3.27
3.30,3.30,3.30,3.25
3.31,3.38,3.38,3.30
3.38,3.50,3.50,3.31
3.37,3.48,3.50,3.30
3.34,3.58,3.58,3.30
3.33,3.55,3.58,3.33
3.60,3.60,3.60,3.60
3.52,3.52,3.52,3.52
3.40,3.40,3.40,3.40
3.25,3.45,3.52,3.25
3.25,3.39,3.52,3.25
3.40,3.44,3.45,3.40
3.35,3.36,3.52,3.25
3.27,3.44,3.52,3.25
3.27,3.40,3.40,3.25
3.35,3.36,3.46,3.25
3.27,3.39,3.44,3.27
3.48,3.33,3.52,3.30
3.37,3.41,3.41,3.37
3.40,3.50,3.50,3.34
3.47,3.50,3.50,3.40
3.30,3.50,3.50,3.30
3.30,3.50,3.50,3.28
3.50,3.43,3.50,3.32
3.31,3.35,3.50,3.28
3.45,3.30,3.45,3.30
3.33,3.31,3.50,3.30
3.28,3.39,3.40,3.28
3.28,3.39,3.39,3.28
3.39,3.48,3.49,3.38
3.44,3.44,3.44,3.44
3.44,3.47,3.51,3.33
3.50,3.49,3.50,3.49
3.50,3.50,3.50,3.50
3.50,3.48,3.50,3.48
3.50,3.50,3.50,3.30
3.48,3.48,3.48,3.48
3.49,3.49,3.49,3.49
3.48,3.48,3.48,3.48
3.50,3.52,3.52,3.50
3.48,3.48,3.49,3.48
3.43,3.45,3.45,3.43
3.32,3.27,3.33,3.19
3.29,3.22,3.32,3.19
3.19,3.24,3.24,3.19
3.27,3.26,3.27,3.26
3.25,3.30,3.30,3.25
3.29,3.32,3.32,3.29
3.31,3.30,3.32,3.30
3.30,3.30,3.30,3.29
3.32,3.32,3.32,3.32
3.30,3.32,3.32,3.30
3.29,3.32,3.32,3.29
3.29,3.32,3.32,3.29
3.32,3.32,3.32,3.29
3.32,3.28,3.32,3.28
3.23,3.31,3.31,3.23
3.31,3.31,3.31,3.31
3.31,3.31,3.32,3.22
3.31,3.31,3.31,3.21
3.26,3.26,3.26,3.26
3.20,3.19,3.20,3.18
3.18,3.19,3.19,3.16
3.18,3.19,3.19,3.18
3.19,3.19,3.19,3.17
3.18,3.19,3.19,3.17
3.19,3.19,3.19,2.98
3.18,3.18,3.19,3.10
3.18,3.18,3.19,3.05
3.19,3.25,3.25,3.05
3.20,3.20,3.21,3.18
3.16,3.20,3.20,3.10
3.13,3.19,3.20,3.13
3.20,3.21,3.32,3.13
3.21,3.21,3.21,3.11
3.21,3.21,3.21,3.10
3.21,3.21,3.21,3.10
3.21,3.22,3.25,3.16
3.22,3.22,3.22,3.10
3.14,3.22,3.22,3.14
3.20,3.18,3.20,3.07
3.16,3.17,3.17,3.06
3.07,3.10,3.10,3.00
3.09,3.09,3.22,2.93
2.98,3.09,3.20,2.98
3.21,3.21,3.21,3.20
3.20,3.21,3.21,3.19
3.16,3.20,3.21,3.11
3.17,3.19,3.19,3.17
2.99,3.16,3.18,2.98
3.19,3.19,3.19,3.19
3.16,3.18,3.18,3.05
3.18,3.19,3.19,3.17
3.08,3.10,3.18,3.03
3.06,3.11,3.15,3.02
3.03,3.12,3.13,3.02
3.05,3.11,3.13,3.05
3.05,3.11,3.11,3.05
3.05,3.13,3.13,3.05
3.06,3.16,3.17,3.06
3.12,3.09,3.15,2.95
3.02,3.05,3.12,3.02
3.06,3.08,3.08,3.02
3.07,3.10,3.10,3.05
3.05,3.08,3.09,3.05
3.04,3.08,3.08,2.98
3.07,3.09,3.09,3.07
3.08,3.10,3.10,3.07
3.07,3.10,3.10,3.07
3.11,3.13,3.18,3.11
3.12,3.13,3.13,3.12
3.13,3.13,3.13,3.12
3.12,3.10,3.13,3.10
3.09,3.13,3.15,3.07
3.07,3.10,3.10,3.07
3.06,3.08,3.13,3.04
3.09,3.10,3.10,3.08
3.15,3.14,3.15,3.14
3.09,3.19,3.19,3.09
3.19,3.16,3.19,3.15
3.15,3.16,3.16,3.15
3.15,3.15,3.15,3.15
3.16,3.17,3.19,3.15
3.17,3.17,3.17,3.16
3.17,3.16,3.19,3.14
3.19,3.15,3.19,3.15
3.09,3.15,3.19,3.09
3.15,3.14,3.15,3.14
3.09,3.15,3.15,3.09
3.15,3.15,3.15,3.15
3.15,3.15,3.16,3.13
3.17,3.15,3.17,3.15
3.12,3.15,3.16,3.12
3.14,3.15,3.17,3.10
3.14,3.16,3.16,3.14
3.14,3.17,3.17,3.14
3.00,2.79,3.09,2.42
2.79,2.64,2.79,2.55
2.46,2.63,2.63,2.31
2.39,2.58,2.63,2.39
2.55,2.52,2.58,2.12
2.51,2.63,2.64,2.45
2.59,2.56,2.63,2.52
2.58,2.50,2.59,2.50
2.50,2.51,2.59,2.50
2.50,2.50,2.60,2.50
2.55,2.61,2.61,2.55
2.54,2.52,2.54,2.52
2.50,2.50,2.59,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.55,2.50
2.50,2.54,2.54,2.47
2.52,2.53,2.54,2.52
2.55,2.50,2.56,2.50
2.50,2.50,2.52,2.50
2.50,2.50,2.52,2.38
2.52,2.50,2.54,2.38
2.50,2.54,2.55,2.50
2.50,2.50,2.51,2.50
2.50,2.51,2.51,2.44
2.51,2.50,2.51,2.50
2.50,2.50,2.52,2.50
2.50,2.50,2.57,2.11
2.50,2.51,2.55,2.50
2.50,2.55,2.55,2.49
2.50,2.50,2.53,2.50
2.50,2.50,2.50,2.50
2.50,2.51,2.55,2.50
2.50,2.54,2.55,2.50
2.50,2.59,2.59,2.50
2.71,2.56,2.71,2.56
2.55,2.64,2.64,2.55
2.60,2.55,2.60,2.55
2.50,2.57,2.64,2.50
2.54,2.55,2.60,2.54
2.54,2.57,2.59,2.54
2.58,2.55,2.58,2.54
2.72,2.60,2.72,2.54
2.62,2.66,2.66,2.56
2.56,2.54,2.62,2.54
2.56,2.54,2.64,2.54
2.55,2.90,2.90,2.50
2.72,2.63,2.85,2.63
2.79,2.79,2.79,2.79
2.72,2.77,2.78,2.72
2.73,2.56,2.76,2.56
2.57,2.90,2.90,2.57
2.70,2.82,2.82,2.70
2.73,2.78,2.84,2.57
2.81,2.90,2.90,2.75
2.90,2.90,2.90,2.89
2.90,2.90,2.90,2.74
2.85,2.89,2.90,2.85
2.97,2.95,3.05,2.95
3.13,3.08,3.18,2.95
3.10,3.18,3.20,3.08
3.20,3.19,3.20,3.15
3.20,3.19,3.20,3.18
2.98,3.20,3.20,2.98
3.20,3.17,3.20,3.17
3.21,3.25,3.27,2.94
3.27,3.35,3.35,3.27
3.35,3.45,3.88,3.33
3.50,3.48,3.55,3.36
3.58,3.37,3.63,3.15
3.15,3.36,3.37,3.10
3.38,3.33,3.41,3.27
3.39,3.39,3.60,3.39
3.39,3.47,3.53,3.30
3.47,3.56,3.56,3.43
3.50,3.60,3.60,3.50
3.74,3.79,3.79,3.64
3.81,3.80,3.81,3.80
3.81,3.81,3.81,3.80
3.81,3.80,3.84,3.80
3.84,3.83,3.84,3.83
3.85,3.35,3.85,3.25
3.44,3.25,3.44,3.15
3.25,3.12,3.25,3.04
3.17,3.02,3.67,2.95
3.02,3.15,3.18,3.00
3.17,3.20,3.34,3.17
3.10,3.30,3.34,3.03
3.45,3.24,3.45,3.22
3.48,3.24,3.68,3.24
3.25,3.20,3.25,3.09
3.24,3.23,3.26,3.20
3.26,3.21,3.26,3.21
3.23,3.21,3.26,3.21
3.21,3.15,3.24,3.04
3.18,3.09,3.18,3.04
3.17,3.19,3.19,3.16
3.09,3.16,3.18,3.05
3.06,3.16,3.16,3.04
3.06,3.06,3.20,3.05
3.13,3.08,3.18,3.04
3.10,3.10,3.10,3.10
3.19,3.19,3.19,3.19
3.10,3.08,3.14,2.97
3.03,3.00,3.08,2.99
3.13,3.15,3.26,3.13
nan,3.15,nan,nan
3.14,3.14,3.14,3.14
3.14,3.07,3.15,3.00
nan,3.07,nan,nan
2.99,3.07,3.10,2.99
3.10,3.10,3.10,3.10
3.05,3.09,3.10,3.05
3.10,3.10,3.10,3.09
3.10,3.07,3.10,3.07
3.11,3.09,3.14,3.09
3.11,3.11,3.11,3.11
3.07,3.14,3.14,2.99
3.13,3.12,3.13,3.00
3.14,3.12,3.14,2.99
3.11,3.14,3.14,3.05
3.20,3.20,3.20,3.20
3.20,3.19,3.20,3.10
3.19,3.20,3.20,3.19
3.19,3.20,3.20,3.18
3.18,3.19,3.19,3.18
3.18,3.17,3.18,3.09
3.17,3.22,3.33,3.17
3.20,3.45,3.45,3.20
3.24,3.25,3.50,3.18
3.20,3.22,3.24,3.15
3.20,3.24,3.25,3.20
3.21,3.25,3.25,3.21
3.21,3.26,3.27,3.21
3.20,3.45,3.45,3.19
3.26,3.41,3.49,3.26
3.26,3.48,3.48,3.26
3.41,3.39,3.49,3.39
3.26,3.29,3.49,3.26
3.38,3.30,3.38,3.29
3.29,3.39,3.39,3.29
3.30,3.37,3.39,3.30
3.30,3.40,3.46,3.30
3.30,3.44,3.45,3.30
3.30,3.49,3.49,3.30
3.41,3.38,3.43,3.25
3.32,3.31,3.33,3.31
3.32,3.35,3.35,3.30
3.18,3.26,3.26,3.18
3.26,3.25,3.26,3.06
3.25,3.26,3.30,3.24
3.26,3.25,3.27,3.24
3.24,3.19,3.24,3.19
3.19,3.19,3.19,3.19
3.19,3.38,3.38,3.19
3.40,3.49,3.55,3.40
3.45,3.50,3.51,3.45
3.49,3.50,3.50,3.49
3.45,3.45,3.50,3.45
3.45,3.51,3.54,3.44
3.45,3.50,3.54,3.45
3.45,3.47,3.53,3.45
3.49,3.53,3.54,3.48
3.54,3.53,3.54,3.53
3.50,3.52,3.54,3.50
3.54,3.53,3.54,3.45
3.38,3.49,3.50,3.38
3.40,3.48,3.49,3.40
3.50,3.50,3.50,3.50
3.55,3.54,3.55,3.54
3.55,3.55,3.55,3.53
3.50,3.55,3.55,3.49
3.55,3.50,3.55,3.50
3.53,3.48,3.53,3.48
3.48,3.44,3.48,3.44
3.50,3.55,3.55,3.45
3.49,3.45,3.55,3.44
3.50,3.45,3.50,3.44
3.49,3.45,3.49,3.45
3.50,3.49,3.50,3.44
3.49,3.49,3.52,3.45
3.48,3.44,3.48,3.44
3.41,3.33,3.44,3.10
3.30,3.28,3.30,3.27
3.27,3.30,3.30,3.26
3.30,3.28,3.33,3.28
3.28,3.27,3.28,3.27
3.31,3.28,3.31,3.28
3.30,3.30,3.30,3.30
3.31,3.27,3.33,3.27
3.33,3.29,3.33,3.27
3.30,3.26,3.30,3.26
3.30,3.30,3.30,3.30
3.30,3.32,3.32,3.30
3.32,3.32,3.32,3.32
3.27,3.29,3.32,3.27
3.33,3.33,3.33,3.26
3.33,3.33,3.33,3.33
3.27,3.31,3.31,3.26
3.26,3.32,3.32,3.26
3.33,3.33,3.33,3.33
3.33,3.30,3.33,3.30
3.32,3.32,3.32,3.31
3.33,3.33,3.33,3.33
3.32,3.32,3.32,3.32
3.33,3.33,3.33,3.33
3.32,3.32,3.33,3.32
3.35,3.32,3.35,3.32
3.35,3.32,3.35,3.32
3.36,3.33,3.36,3.33
3.36,3.35,3.36,3.35
3.34,3.36,3.38,3.34
3.40,3.30,3.41,3.30
3.35,3.36,3.36,3.33
3.28,3.38,3.38,3.27
3.28,3.34,3.38,3.28
3.34,3.32,3.34,3.32
3.30,3.35,3.35,3.26
3.29,3.26,3.30,3.26
3.26,3.36,3.36,3.26
3.26,3.26,3.32,3.26
3.26,3.32,3.32,3.26
3.26,3.30,3.32,3.26
3.27,3.26,3.30,3.26
3.26,3.27,3.27,3.26
3.27,3.26,3.32,3.11
3.27,3.26,3.27,3.26
3.27,3.26,3.27,3.26
3.26,3.26,3.29,3.17
3.26,3.26,3.29,3.26
3.26,3.28,3.29,3.20
3.26,3.26,3.29,3.26
3.26,3.28,3.29,3.26
3.26,3.26,3.26,3.26
3.26,3.35,3.35,3.26
3.38,3.30,3.38,3.30
3.26,3.38,3.38,3.26
3.38,3.35,3.38,3.30
3.33,3.30,3.38,3.25
3.26,3.36,3.36,3.26
3.33,3.34,3.34,3.30
3.37,3.15,3.37,3.15
3.25,3.25,3.28,3.25
3.36,3.26,3.36,3.25
3.25,3.30,3.30,3.25
3.25,3.31,3.31,3.25
3.28,3.30,3.30,3.27
3.30,3.29,3.30,3.29
3.30,3.30,3.30,3.29
3.30,3.30,3.30,3.30
3.25,3.25,3.25,3.25
3.29,3.30,3.30,3.29
3.24,3.25,3.25,3.24
3.24,3.24,3.24,3.24
3.25,3.55,3.99,3.25
3.55,3.35,3.55,3.25
3.31,3.43,3.44,3.31
3.27,3.27,3.46,3.27
3.27,3.29,3.30,3.15
3.27,3.25,3.28,3.25
3.25,3.22,3.25,3.17
3.25,3.25,3.25,3.25
3.23,3.20,3.24,3.15
3.20,3.20,3.20,3.20
3.20,3.25,3.25,3.19
3.19,3.21,3.21,3.18
3.19,3.17,3.19,3.17
2.99,3.17,3.17,2.99
3.19,3.19,3.19,3.19
3.18,3.16,3.18,3.16
3.16,3.14,3.16,3.14
3.16,3.16,3.16,3.16
3.15,3.14,3.15,3.14
3.15,3.14,3.15,3.13
3.14,3.10,3.14,3.03
3.11,3.11,3.12,3.02
3.10,3.10,3.12,2.99
3.10,3.10,3.10,3.10
3.11,3.15,3.15,3.11
3.15,3.11,3.15,3.10
3.10,3.08,3.25,2.99
3.10,3.10,3.15,3.04
3.12,3.10,3.12,3.10
3.11,3.16,3.19,3.11
3.22,3.16,3.23,3.16
3.19,3.10,3.19,3.10
3.17,3.20,3.20,3.17
3.05,3.18,3.18,3.05
3.17,3.17,3.17,3.17
3.19,3.11,3.25,3.11
3.22,3.13,3.23,3.12
3.18,3.14,3.18,3.14
3.14,3.10,3.14,3.10
3.11,3.08,3.11,3.07
3.10,3.15,3.15,3.10
3.18,3.13,3.18,3.13
3.18,3.07,3.22,3.06
3.12,2.92,3.12,2.91
3.00,3.00,3.00,2.97
3.09,3.00,3.09,3.00
3.09,3.00,3.09,2.99
3.00,2.99,3.10,2.90
3.00,2.88,3.00,2.86
3.00,2.99,3.00,2.88
3.00,3.00,3.00,2.97
3.00,2.99,3.00,2.99
3.00,3.06,3.06,2.99
3.00,3.01,3.06,2.89
3.00,3.00,3.00,2.99
3.00,2.99,3.00,2.99
3.00,3.03,3.04,2.99
3.00,2.99,3.06,2.99
3.00,3.00,3.00,2.99
3.00,2.99,3.00,2.99
3.00,3.00,3.00,2.99
3.00,2.99,3.00,2.99
3.00,2.99,3.00,2.98
3.00,3.00,3.00,2.97
3.00,2.95,3.05,2.85
3.00,2.80,3.00,2.80
2.75,2.70,2.75,2.70
2.70,2.90,2.90,2.70
2.85,2.85,2.85,2.80
2.90,3.00,3.00,2.85
2.95,2.85,2.95,2.85
2.95,2.90,2.99,2.85
2.90,2.90,2.95,2.85
2.85,2.90,2.95,2.85
2.95,3.05,3.05,2.90
3.05,2.90,3.05,2.90
2.95,2.85,2.98,2.85
2.90,2.90,3.00,2.85
2.95,2.90,3.00,2.90
2.95,3.00,3.00,2.91
2.95,2.85,3.00,2.85
2.95,2.88,2.95,2.85
2.95,2.90,2.95,2.85
2.95,2.80,2.95,2.80
2.90,2.80,2.90,2.80
2.90,2.85,2.90,2.80
2.90,2.65,2.90,2.65
2.75,2.60,3.00,2.55
2.70,2.60,2.70,2.55
2.70,2.50,2.70,2.45
2.40,2.25,2.41,2.25
2.35,2.45,2.50,2.35
2.40,2.45,2.50,2.40
2.51,2.50,2.55,2.40
2.45,2.55,2.55,2.40
2.55,2.57,2.57,2.40
2.55,2.54,2.55,2.50
2.50,2.50,2.65,2.50
2.50,2.50,2.60,2.50
2.50,2.40,2.55,2.40
2.40,2.40,2.55,2.40
2.35,2.35,2.50,2.35
2.35,2.65,2.70,2.35
