ICCC,ImmuCell Corporation - Common Stock,NASDAQ
3.51,3.54,3.61,3.51
3.49,3.52,3.84,3.46
3.57,3.73,3.73,3.57
3.58,3.56,3.58,3.56
3.56,3.56,3.56,3.56
3.55,3.55,3.55,3.55
3.50,3.56,3.57,3.37
3.42,3.61,3.61,3.25
3.25,3.35,3.36,3.25
3.34,3.35,3.35,3.34
3.28,3.66,3.78,3.25
3.32,3.75,3.85,3.32
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.40,3.42,3.42,3.40
3.42,3.42,3.42,3.42
4.10,3.59,4.10,3.26
3.59,3.59,3.59,3.59
3.30,3.40,3.40,3.30
3.40,3.40,3.40,3.40
3.41,3.50,3.50,3.41
3.73,3.68,3.73,3.68
3.09,3.26,3.28,3.09
3.48,3.30,3.49,3.30
3.48,3.50,3.54,3.47
3.50,3.50,3.53,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.49,3.54,3.49
3.49,3.49,3.49,3.49
3.47,3.30,3.48,3.30
2.90,3.15,3.16,2.90
3.11,3.37,3.41,3.11
3.25,3.20,3.25,3.11
3.21,3.18,3.21,3.11
3.20,3.20,3.20,3.20
3.54,3.54,3.54,3.54
3.18,3.18,3.18,3.18
3.05,3.59,3.59,3.05
3.59,3.59,3.59,3.59
3.45,3.28,3.45,3.16
3.28,3.28,3.28,3.28
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.15,2.90,3.15,2.78
2.93,3.15,3.16,2.90
3.20,3.50,3.50,3.20
3.35,3.25,3.37,3.25
3.25,3.25,3.25,3.25
3.18,3.40,3.48,3.18
3.40,3.40,3.40,3.40
3.18,3.23,3.23,2.90
3.00,2.95,3.00,2.95
2.95,2.95,2.95,2.95
3.22,3.04,3.22,2.97
3.04,3.04,3.04,3.04
3.04,3.04,3.04,3.04
3.06,3.14,3.15,3.06
3.14,3.14,3.14,3.14
3.15,3.19,3.19,3.15
3.15,3.10,3.15,3.10
3.08,3.16,3.16,3.08
3.16,3.16,3.16,3.16
3.18,3.07,3.19,3.07
3.01,3.06,3.06,3.01
3.19,3.10,3.19,3.10
3.10,3.10,3.10,3.10
3.08,3.05,3.08,3.05
2.84,3.05,3.05,2.84
2.90,2.90,2.90,2.90
3.08,3.08,3.08,3.08
2.80,2.80,2.80,2.80
2.91,2.90,3.06,2.85
2.91,2.92,3.06,2.90
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.06,2.95,3.06,2.95
2.90,3.06,3.06,2.90
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
2.97,2.97,2.97,2.97
3.00,3.25,3.25,3.00
3.40,3.40,3.40,3.15
3.40,3.40,3.40,3.40
3.08,3.30,3.30,3.08
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.01,3.19,3.23,2.90
2.93,2.93,2.93,2.93
3.05,3.06,3.06,3.05
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.25,3.25,3.25,3.25
3.40,3.37,3.50,3.37
3.14,3.20,3.20,3.10
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.10,3.20,3.09
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.15,3.15,3.15,3.15
3.30,3.35,3.35,3.25
3.35,3.35,3.35,3.35
3.11,3.30,3.31,3.10
3.38,3.30,3.38,3.30
3.30,3.41,3.49,3.30
3.26,3.25,3.26,3.25
3.25,3.25,3.25,3.25
3.25,3.33,3.35,3.25
3.25,3.33,3.33,3.18
3.33,3.33,3.33,3.33
3.27,3.20,3.27,3.20
3.27,3.27,3.27,3.27
3.39,3.39,3.39,3.39
3.36,3.30,3.36,3.30
3.30,3.17,3.30,3.17
3.17,3.17,3.17,3.17
3.17,3.17,3.17,3.17
3.14,3.10,3.14,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.12,3.10
3.06,3.13,3.14,3.06
3.06,3.02,3.06,3.02
2.98,2.94,3.00,2.79
2.94,2.94,2.94,2.94
2.76,2.80,2.95,2.75
2.76,2.95,2.95,2.76
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
3.00,3.04,3.05,3.00
3.04,3.04,3.04,3.04
2.90,2.86,2.90,2.86
3.04,3.05,3.05,3.04
3.05,3.05,3.05,3.05
3.05,3.05,3.05,3.05
3.11,3.00,3.11,3.00
2.83,2.71,2.83,2.47
2.74,2.85,2.85,2.74
3.00,3.01,3.01,3.00
3.11,3.19,3.20,3.11
2.92,3.20,3.20,2.92
2.85,3.02,3.10,2.84
3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02
3.02,2.89,3.02,2.84
2.99,3.00,3.00,2.81
3.00,3.10,3.10,3.00
2.81,3.15,3.15,2.81
3.10,3.10,3.11,3.10
3.15,3.10,3.15,3.10
3.10,3.10,3.12,3.10
3.10,3.10,3.10,3.10
3.10,3.21,3.21,3.10
3.48,3.38,3.48,3.34
3.26,3.30,3.30,3.25
3.30,3.30,3.30,3.30
3.15,3.15,3.15,3.15
3.15,3.22,3.22,3.15
3.20,3.20,3.20,3.20
3.21,3.20,3.21,3.20
3.20,3.20,3.20,3.20
3.18,3.25,3.25,3.18
3.25,3.25,3.25,3.25
3.15,3.18,3.50,3.15
3.11,3.19,3.19,3.10
3.19,3.19,3.19,3.19
3.22,3.22,3.22,3.22
3.22,3.22,3.22,3.22
3.22,3.22,3.22,3.22
3.19,3.09,3.19,3.00
3.09,3.09,3.09,3.09
3.20,3.20,3.20,3.19
3.17,3.20,3.20,3.17
3.01,3.18,3.18,3.00
3.18,3.02,3.18,2.98
3.18,3.20,3.20,3.08
3.04,3.19,3.19,3.04
3.19,3.19,3.19,3.19
3.20,3.46,3.46,3.13
3.29,3.45,3.46,3.29
3.45,3.45,3.45,3.45
3.34,3.34,3.34,3.34
3.45,3.45,3.45,3.45
3.42,3.42,3.42,3.40
3.50,3.57,3.60,3.50
3.60,3.78,3.78,3.60
3.69,3.51,3.70,3.51
3.74,3.59,3.80,3.56
3.60,3.76,3.76,3.60
3.61,3.78,3.78,3.60
3.73,3.61,3.75,3.61
3.50,3.75,3.75,2.91
3.70,3.60,3.80,3.60
3.66,3.40,3.66,3.33
3.30,3.23,3.52,3.23
3.24,3.06,3.24,3.05
3.07,3.07,3.07,3.07
3.07,3.07,3.07,3.07
3.07,3.07,3.07,3.07
3.07,3.07,3.07,3.07
3.07,3.07,3.07,3.07
3.21,3.25,3.25,3.11
3.24,3.25,3.25,3.11
3.25,3.25,3.25,3.25
3.17,3.19,3.20,3.15
3.23,3.11,3.23,3.11
3.13,3.12,3.14,3.12
3.12,3.12,3.12,3.12
3.20,3.16,3.25,3.14
3.22,3.22,3.22,3.22
3.43,3.51,3.51,3.43
3.22,3.22,3.22,3.22
3.52,3.52,3.52,3.52
3.52,3.52,3.52,3.52
3.59,3.51,3.59,3.51
3.51,3.51,3.51,3.51
3.58,3.58,3.58,3.58
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.43,3.43,3.43,3.43
3.46,3.46,3.46,3.46
3.54,3.54,3.54,3.54
3.54,3.54,3.54,3.54
3.41,3.31,3.41,3.31
3.44,3.54,3.54,3.39
3.51,3.30,3.51,3.30
3.36,3.18,3.36,3.12
3.15,3.16,3.18,3.15
3.13,3.17,3.29,3.13
3.17,3.22,3.22,3.12
3.17,3.17,3.17,3.16
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.49,4.63,5.20,3.49
5.18,4.86,5.18,4.59
4.87,4.66,4.94,4.59
4.62,4.58,4.73,4.58
4.67,4.80,4.94,4.67
4.62,4.66,4.80,4.58
4.61,4.63,4.80,4.58
4.43,4.79,4.79,4.31
4.47,4.57,4.78,4.46
4.60,4.56,4.60,4.24
4.56,4.56,4.56,4.56
4.51,4.36,4.51,4.33
4.40,4.34,4.40,4.34
4.34,4.34,4.34,4.34
4.45,4.34,4.45,4.34
4.41,4.60,4.78,4.41
4.74,4.72,4.74,4.43
4.69,4.49,4.72,4.45
4.39,4.40,4.42,4.32
4.40,4.56,4.56,4.40
4.37,4.72,4.73,4.37
4.60,4.27,4.60,4.27
4.30,4.65,4.70,4.27
4.65,4.65,4.65,4.65
4.67,4.70,4.70,4.67
4.52,4.73,4.73,4.50
4.73,4.73,4.73,4.68
4.44,4.43,4.44,4.43
4.43,4.45,4.66,4.43
4.45,4.45,4.45,4.45
4.43,4.41,4.43,4.40
4.67,4.46,4.67,4.46
4.60,4.60,4.60,4.60
4.72,4.78,4.80,4.69
4.80,5.58,5.77,4.80
5.58,5.70,5.73,5.58
6.00,5.65,6.73,5.61
6.31,5.98,6.40,5.91
6.08,6.18,6.25,5.90
6.01,6.05,6.17,5.80
6.25,6.25,6.25,6.25
6.28,6.02,6.34,6.00
6.24,6.70,6.88,6.02
6.75,7.30,7.37,6.50
7.14,7.91,8.30,7.13
7.99,7.18,8.16,7.05
7.14,7.10,7.71,7.10
7.13,7.34,7.49,7.11
7.68,8.34,8.50,7.66
7.87,7.90,8.44,7.84
8.04,7.81,8.33,7.75
7.94,7.79,7.94,7.49
7.79,7.61,7.85,7.50
7.24,6.52,7.63,6.26
6.47,6.74,6.82,6.21
6.77,6.53,6.77,6.06
6.80,6.97,7.25,6.75
7.25,7.24,7.49,7.19
7.19,6.97,7.19,6.97
7.35,7.17,7.35,7.04
6.99,6.42,6.99,6.25
6.64,6.74,6.99,6.39
6.69,6.50,6.69,6.46
6.61,6.50,6.61,6.50
6.51,6.69,7.26,6.51
6.90,6.89,6.90,6.89
6.79,6.79,6.79,6.79
6.80,6.73,6.80,6.73
6.57,6.50,6.57,6.50
6.52,6.69,6.79,6.50
6.53,6.62,6.69,6.50
6.65,6.22,6.65,4.57
6.30,6.30,6.30,6.30
6.30,6.65,7.15,5.93
6.39,6.76,7.15,6.07
6.73,5.99,6.96,5.95
7.00,6.95,7.07,6.58
6.59,6.54,6.61,6.50
6.52,7.07,7.07,6.52
7.00,6.92,7.00,6.92
6.55,6.68,6.96,6.50
6.68,6.68,6.68,6.68
6.55,6.58,6.84,6.54
6.50,6.16,6.60,5.54
6.47,6.25,6.74,6.19
6.35,6.65,6.83,6.33
6.77,6.50,6.77,6.36
6.56,6.73,6.80,6.56
6.67,6.53,6.67,6.34
6.50,6.45,6.50,6.45
6.45,6.49,6.49,6.45
6.36,6.45,6.46,6.36
6.66,6.70,6.70,6.66
6.67,6.38,6.69,6.35
6.35,6.44,6.44,6.35
6.28,6.37,6.45,6.28
6.50,6.50,6.50,6.50
6.56,6.56,6.56,6.56
6.56,6.56,6.56,6.56
6.44,6.51,6.51,6.44
6.52,6.50,6.52,6.50
6.48,6.60,6.60,6.48
6.60,6.60,6.60,6.60
6.40,6.56,6.56,6.36
6.49,6.49,6.49,6.49
6.35,6.35,6.35,6.35
6.33,6.32,6.50,6.30
6.25,6.17,6.25,6.16
6.17,6.17,6.17,6.17
6.10,6.10,6.10,6.10
6.18,5.60,6.18,5.60
5.50,5.38,5.50,5.15
5.41,5.27,5.41,5.00
4.91,5.30,5.43,4.85
5.51,5.46,5.51,5.46
5.46,5.46,5.46,5.46
5.81,5.88,6.20,5.81
6.18,5.61,6.18,5.20
5.28,5.38,5.38,5.28
5.25,5.40,5.40,5.25
5.39,5.83,6.40,5.39
5.60,5.75,5.75,5.60
5.26,5.69,5.74,5.26
5.98,5.89,5.99,5.50
5.89,5.89,5.89,5.89
5.84,5.32,5.84,5.32
5.32,5.32,5.32,5.32
5.27,5.31,5.31,5.24
5.03,5.50,5.50,4.88
5.75,5.65,5.75,5.65
5.12,5.12,5.12,5.12
5.05,4.86,5.39,4.86
5.26,5.65,5.65,5.26
5.92,5.19,5.92,5.19
5.19,5.19,5.19,5.19
5.22,5.02,5.22,5.02
5.02,5.48,5.48,4.98
5.62,5.58,5.70,5.45
5.58,5.58,5.58,5.58
5.58,5.58,5.58,5.58
5.58,5.58,5.58,5.58
5.60,5.60,5.60,5.60
5.76,5.76,5.76,5.76
5.76,5.76,5.76,5.76
5.05,5.21,5.22,5.05
5.20,5.00,5.20,4.92
4.74,5.17,5.25,4.70
5.20,5.20,5.20,5.20
5.25,4.82,5.32,4.82
4.82,4.82,4.82,4.82
5.59,5.59,5.59,5.59
5.10,5.09,5.10,5.09
5.00,5.14,5.14,5.00
5.14,5.14,5.14,5.14
5.14,5.14,5.14,5.14
5.45,5.30,5.45,5.13
5.25,5.25,5.25,5.25
5.25,5.12,5.25,4.61
5.12,5.02,5.12,4.85
5.02,5.02,5.02,5.02
4.52,4.52,4.52,4.52
5.35,4.85,5.43,4.85
4.59,4.60,4.85,4.59
4.75,4.75,4.75,4.75
4.83,4.85,4.91,4.83
4.62,4.91,5.03,4.62
4.81,4.76,4.81,4.66
4.71,4.68,4.71,4.65
4.81,4.60,4.81,4.60
4.53,4.60,4.81,4.53
4.66,4.51,4.66,4.51
4.52,4.55,4.58,4.52
4.51,4.52,4.55,4.49
4.70,4.85,4.93,4.70
4.84,4.74,4.84,4.69
4.62,4.63,4.63,4.62
4.69,4.65,4.80,4.65
4.57,4.80,4.80,4.57
4.80,4.80,4.80,4.80
4.75,4.50,4.75,4.50
4.62,4.73,4.80,4.62
4.80,4.98,5.00,4.60
5.00,5.13,5.13,5.00
5.13,5.13,5.13,5.13
5.13,5.13,5.13,5.13
5.00,5.00,5.00,5.00
5.00,4.92,5.02,4.87
5.06,4.95,5.15,4.95
5.04,5.04,5.04,5.04
5.04,5.04,5.04,5.04
4.97,5.00,5.00,4.72
4.98,5.00,5.00,4.98
4.73,4.90,4.90,4.70
4.90,4.90,4.90,4.90
4.80,4.70,4.80,4.60
4.68,4.58,4.70,4.58
4.68,4.70,4.70,4.68
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.70,5.00,5.00,4.55
5.00,5.00,5.00,5.00
4.72,4.60,4.72,4.60
4.60,4.60,4.60,4.60
4.98,5.20,5.20,4.98
5.10,5.10,5.10,5.10
4.58,4.70,4.70,4.58
5.00,5.00,5.10,4.99
5.09,5.10,5.10,4.85
5.10,5.10,5.10,5.10
4.75,5.05,5.05,4.75
4.65,5.04,5.04,4.65
5.01,5.01,5.01,5.01
5.01,5.01,5.01,5.01
4.71,4.99,5.00,4.71
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
4.82,4.82,4.82,4.82
4.83,4.92,4.99,4.81
4.92,4.92,4.92,4.92
4.92,4.92,4.92,4.92
4.92,4.92,4.92,4.92
4.92,4.92,4.92,4.92
4.78,4.70,4.90,4.70
4.64,4.58,4.67,4.58
4.56,4.65,5.10,4.56
4.81,4.81,4.81,4.81
4.81,4.74,4.81,4.69
4.81,4.81,4.81,4.81
4.77,4.77,4.77,4.77
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.55,4.59,4.59,4.55
4.59,4.75,4.75,4.59
4.76,4.57,4.76,4.57
4.56,5.15,5.15,4.56
5.15,5.21,5.89,5.14
5.23,5.34,5.35,5.22
6.06,5.42,6.08,5.42
5.16,5.17,5.31,5.15
5.10,5.45,5.45,5.10
5.41,5.45,5.45,5.30
5.47,5.25,5.50,5.09
5.33,5.45,5.50,5.33
5.41,5.41,5.41,5.41
5.41,5.41,5.41,5.41
5.50,5.00,5.50,5.00
5.00,5.00,5.00,5.00
5.03,5.00,5.03,5.00
5.01,5.01,5.01,5.01
5.21,5.21,5.21,5.21
5.21,5.21,5.21,5.21
5.21,5.21,5.21,5.21
4.61,5.39,5.39,4.60
4.88,4.91,4.91,4.81
4.99,4.99,4.99,4.99
4.83,4.76,4.83,4.75
4.71,4.98,4.99,4.71
4.86,4.85,4.86,4.85
5.00,5.00,5.00,5.00
5.23,5.00,5.23,5.00
4.89,4.90,4.90,4.89
4.93,4.93,4.93,4.93
4.93,4.93,4.93,4.93
4.93,4.93,4.93,4.93
4.99,5.16,5.16,4.99
5.16,5.16,5.16,5.16
5.16,5.16,5.16,5.16
5.16,5.16,5.16,5.16
5.16,5.16,5.16,5.16
4.91,5.10,5.10,4.91
4.93,4.90,4.93,4.90
4.90,4.68,4.90,4.68
4.71,4.70,4.71,4.70
4.70,4.70,4.70,4.70
5.00,5.42,5.44,5.00
6.11,5.95,6.13,5.95
5.92,5.95,5.95,5.92
5.96,5.77,5.96,5.75
5.75,5.74,5.75,5.50
5.71,5.71,5.71,5.71
5.72,5.30,5.72,5.30
5.39,5.82,5.97,5.32
5.82,5.82,5.82,5.82
5.89,5.85,5.89,5.85
5.89,6.75,6.75,5.86
6.78,6.69,6.80,6.69
6.70,6.70,6.70,6.70
6.70,6.70,6.70,6.70
6.65,6.25,6.65,6.06
6.23,5.75,6.23,5.65
5.86,5.96,5.96,5.67
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
5.60,5.72,5.72,5.60
5.76,5.75,5.76,5.75
5.67,5.60,5.67,5.60
5.48,5.61,5.61,5.40
5.55,6.15,6.15,5.55
5.98,5.88,6.20,5.88
5.82,5.61,5.82,5.61
5.62,5.85,6.15,5.53
5.84,6.16,6.16,5.84
5.90,5.88,6.00,5.61
5.88,5.88,5.88,5.88
6.00,6.00,6.00,6.00
5.75,5.75,5.75,5.75
5.75,5.75,5.75,5.75
5.75,5.75,5.75,5.75
5.85,6.00,6.00,5.75
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
5.85,5.85,5.85,5.85
5.85,5.85,5.85,5.85
5.85,6.18,7.00,5.85
6.05,6.19,6.19,5.77
6.19,6.00,6.58,6.00
6.00,5.80,6.00,5.63
5.75,5.60,6.00,5.60
5.80,6.00,6.00,5.75
5.61,5.92,6.00,5.60
5.92,5.92,5.92,5.92
5.92,5.92,5.92,5.92
5.66,5.99,5.99,5.66
5.88,5.81,6.20,5.67
5.88,5.79,6.00,5.77
5.96,5.75,5.96,5.75
5.75,5.75,5.75,5.75
5.62,5.40,5.62,5.17
5.32,5.40,5.40,5.32
5.40,5.58,5.58,5.40
5.58,5.58,5.58,5.58
5.20,5.45,5.49,5.20
5.45,5.45,5.45,5.45
5.45,5.40,5.45,5.31
5.36,5.33,5.40,5.32
5.33,5.33,5.33,5.33
5.33,5.66,5.66,5.33
5.66,5.66,5.66,5.66
5.57,5.65,5.65,5.57
5.36,5.31,5.36,5.31
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.60,5.75,5.75,5.50
5.63,5.50,5.63,5.50
5.50,5.48,5.50,5.48
5.48,5.48,5.48,5.48
5.48,5.48,5.48,5.48
5.48,5.48,5.48,5.48
5.40,5.40,5.43,5.40
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.45,5.40,5.45,5.40
5.45,5.45,5.45,5.45
5.45,5.45,5.45,5.45
5.36,5.35,5.36,5.35
5.32,5.31,5.32,5.31
5.25,5.21,5.25,5.21
5.43,5.43,5.43,5.43
5.43,5.43,5.43,5.43
5.07,5.38,5.38,5.07
5.23,5.03,5.25,5.03
5.05,4.90,5.10,4.89
4.84,5.11,5.11,4.84
5.25,5.01,5.25,5.00
5.02,5.02,5.02,5.02
5.03,5.00,5.03,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.92,5.04,5.04,4.84
4.95,4.95,4.95,4.86
4.95,4.95,4.95,4.95
5.01,5.04,5.04,4.84
5.03,5.50,5.50,5.03
5.15,5.15,5.15,5.15
5.02,4.94,5.02,4.91
4.92,4.95,5.02,4.90
4.95,4.95,4.95,4.95
5.00,5.28,5.49,4.90
5.00,4.90,5.00,4.90
4.92,4.92,4.92,4.92
4.91,4.91,4.91,4.91
4.92,4.95,4.95,4.92
4.93,4.90,4.94,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.94,4.85,5.00,4.55
4.78,4.78,4.78,4.78
4.79,5.29,5.29,4.56
4.98,4.98,4.98,4.94
4.84,4.58,5.00,4.58
5.07,5.07,5.07,5.07
4.58,4.70,4.70,4.53
4.70,4.35,4.70,4.35
4.35,4.35,4.35,4.35
4.40,4.40,4.40,4.40
4.58,4.40,4.58,4.40
4.40,4.40,4.40,4.40
4.43,4.43,4.43,4.43
4.43,4.43,4.43,4.43
4.40,4.43,4.43,4.40
4.43,4.43,4.43,4.43
4.36,4.95,4.95,4.27
4.70,4.70,4.70,4.70
4.56,4.87,4.93,4.56
4.83,4.42,4.83,4.25
4.40,4.40,4.40,4.40
4.37,4.25,4.47,4.25
4.25,4.25,4.25,4.25
4.40,4.25,4.40,4.10
4.12,4.35,4.35,4.12
4.30,4.30,4.30,4.30
4.33,4.06,4.33,4.06
4.12,4.00,4.12,4.00
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.93,3.93,4.39,3.93
4.00,3.95,4.02,3.95
3.96,3.78,3.96,3.77
3.90,3.90,3.90,3.90
3.90,3.89,3.90,3.89
3.86,4.05,4.10,3.81
3.76,3.87,4.01,3.76
4.01,4.00,4.02,4.00
4.00,4.00,4.00,4.00
4.05,4.15,4.15,3.80
3.81,3.82,3.96,3.81
3.86,3.80,3.98,3.75
3.80,3.80,3.80,3.80
3.89,3.93,3.94,3.89
3.98,3.96,3.99,3.96
3.97,4.40,4.47,3.97
4.50,3.89,4.50,3.88
3.93,3.93,3.93,3.93
3.95,3.95,4.00,3.95
3.95,3.95,4.11,3.90
3.91,3.91,3.91,3.91
3.91,3.91,3.91,3.91
3.91,3.95,4.14,3.90
3.95,3.95,3.95,3.95
3.90,3.94,3.95,3.82
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.83,3.83,3.85,3.83
3.96,3.96,3.96,3.94
3.90,3.90,3.90,3.90
3.90,3.90,3.90,3.90
3.80,3.80,3.81,3.80
3.90,3.78,3.92,3.77
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.85,3.83,3.85,3.83
3.82,3.68,3.82,3.65
3.81,3.90,3.90,3.81
3.95,4.16,4.16,3.95
4.14,4.04,4.20,4.04
4.05,3.89,4.09,3.80
3.69,3.95,3.95,3.69
3.69,3.92,3.95,3.65
3.81,3.71,3.81,3.71
3.63,3.84,3.84,3.57
3.68,3.62,3.85,3.60
3.74,3.63,3.84,3.63
3.57,3.65,3.81,3.57
3.74,3.69,3.76,3.67
3.83,3.82,3.84,3.69
3.71,3.68,3.71,3.68
3.68,3.65,3.71,3.65
3.67,3.70,3.83,3.65
3.80,3.82,3.83,3.80
3.82,3.71,3.82,3.71
3.70,3.60,3.75,3.60
3.62,3.58,3.62,3.58
3.60,3.55,3.60,3.55
3.55,3.67,3.67,3.55
3.64,3.68,3.69,3.64
3.54,3.53,3.54,3.52
3.61,3.66,3.66,3.61
3.74,3.74,3.80,3.74
3.80,3.80,3.80,3.80
3.69,3.65,3.80,3.65
3.67,3.69,3.69,3.65
3.71,3.68,3.71,3.66
3.65,3.52,3.65,3.50
3.55,3.59,3.59,3.53
3.60,3.61,3.65,3.55
3.54,3.50,3.55,3.36
3.45,3.49,3.50,3.45
3.43,3.50,3.50,3.43
3.53,3.49,3.53,3.45
3.56,3.53,3.56,3.50
3.46,3.44,3.55,3.40
3.44,3.44,3.44,3.44
3.43,3.42,3.44,3.41
3.45,3.40,3.45,3.40
3.40,3.40,3.40,3.35
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.41,3.41,3.41,3.41
3.41,3.41,3.41,3.41
3.49,3.67,3.79,3.45
3.67,3.67,3.67,3.67
3.77,3.77,3.77,3.77
3.78,3.76,3.78,3.56
3.60,3.65,3.68,3.52
3.52,3.35,3.53,3.35
3.42,3.35,3.42,3.25
3.36,3.36,3.36,3.36
3.37,3.37,3.37,3.37
3.41,3.41,3.47,3.40
3.47,3.40,3.47,3.40
3.48,3.40,3.48,3.40
3.40,3.40,3.43,3.40
3.44,3.45,3.76,3.44
3.43,3.40,3.45,3.40
3.64,3.64,3.64,3.64
3.55,3.45,3.56,3.45
3.57,3.50,3.57,3.48
3.50,3.50,3.50,3.50
3.53,3.75,3.75,3.51
3.62,3.65,3.74,3.62
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.73,3.75,3.75,3.73
3.79,3.67,3.80,3.67
3.68,3.68,3.68,3.68
3.95,3.70,3.95,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.80,3.70
3.79,3.70,3.80,3.70
3.67,3.60,3.70,3.60
3.68,3.69,3.69,3.68
3.67,3.70,3.70,3.58
3.80,3.80,3.80,3.80
3.57,3.90,3.90,3.56
3.68,3.70,3.75,3.65
3.70,3.70,3.70,3.70
3.66,3.65,3.66,3.65
3.84,3.84,3.84,3.65
