CRIS,Curis,NASDAQ
3.32,3.27,3.38,3.19
3.36,3.20,3.36,3.16
3.23,3.20,3.30,3.15
3.24,3.21,3.27,3.20
3.19,3.19,3.24,3.16
3.24,3.42,3.43,3.20
3.41,3.36,3.49,3.32
3.33,3.46,3.47,3.33
3.52,3.52,3.52,3.34
3.57,3.48,3.57,3.46
3.50,3.48,3.50,3.40
3.47,3.46,3.54,3.39
3.50,3.71,3.73,3.46
3.71,3.82,3.85,3.60
3.81,3.89,3.93,3.72
3.85,3.79,3.85,3.72
3.81,3.81,3.85,3.72
3.80,3.77,3.85,3.70
3.77,3.75,3.80,3.68
3.74,3.74,3.79,3.67
3.74,3.65,3.75,3.63
3.67,3.69,3.71,3.60
3.69,3.92,3.92,3.61
3.86,3.91,3.98,3.83
3.88,3.92,3.95,3.85
3.94,3.91,3.95,3.82
3.94,4.15,4.18,3.86
4.18,4.07,4.21,4.00
4.04,4.01,4.09,3.98
4.00,4.20,4.24,4.00
4.20,4.13,4.26,4.04
4.10,3.87,4.11,3.87
3.91,3.79,3.99,3.73
3.80,3.79,3.94,3.72
3.72,3.85,3.92,3.72
3.87,4.03,4.05,3.85
4.02,4.09,4.13,3.98
4.01,4.08,4.20,4.01
4.04,3.91,4.10,3.88
3.89,3.91,4.06,3.89
3.92,4.08,4.10,3.91
4.06,4.36,4.46,4.05
4.39,4.43,4.49,4.29
4.40,4.33,4.40,4.27
4.35,4.41,4.57,4.33
4.36,4.11,4.38,4.11
4.12,4.21,4.30,4.12
4.23,4.57,4.63,4.21
4.56,4.38,4.60,4.32
4.46,4.38,4.52,4.32
4.37,4.37,4.41,4.28
4.36,4.35,4.46,4.33
4.39,4.29,4.47,4.14
4.30,4.40,4.40,4.25
4.42,4.31,4.47,4.28
4.28,4.20,4.31,4.20
4.20,4.21,4.23,4.05
4.24,4.31,4.34,4.18
4.37,4.26,4.38,4.23
4.26,4.30,4.31,4.17
4.30,4.28,4.34,4.20
4.28,4.39,4.40,4.28
4.40,4.29,4.40,4.18
4.27,4.28,4.31,4.17
4.27,4.25,4.33,4.15
4.24,4.29,4.33,4.24
4.32,4.40,4.40,4.21
4.35,4.30,4.44,4.29
4.39,4.46,4.49,4.23
4.47,4.46,4.49,4.39
4.51,4.63,4.74,4.51
4.63,4.51,4.66,4.37
4.53,4.32,4.55,4.30
4.25,4.16,4.30,4.11
4.17,3.85,4.25,3.79
3.86,3.82,3.92,3.66
3.90,4.02,4.02,3.82
4.00,4.29,4.30,3.92
4.27,4.26,4.31,4.16
4.25,4.14,4.27,4.10
4.17,4.23,4.24,4.10
4.19,4.40,4.41,4.18
4.47,4.56,4.59,4.36
4.54,4.54,4.56,4.41
4.56,4.41,4.59,4.35
4.36,4.38,4.45,4.32
4.37,4.43,4.47,4.35
4.43,4.32,4.43,4.30
4.31,4.27,4.34,4.23
4.30,4.29,4.32,4.21
4.30,4.00,4.30,3.99
4.00,3.99,4.05,3.85
3.98,3.93,3.99,3.85
3.95,3.95,4.01,3.92
3.92,3.89,4.00,3.86
3.32,2.86,3.32,2.84
2.87,2.91,3.03,2.75
2.95,2.75,3.01,2.71
2.77,2.85,2.91,2.76
2.85,2.84,2.97,2.81
2.82,2.80,2.85,2.78
2.80,2.87,2.90,2.75
2.88,2.82,2.90,2.77
2.81,2.74,2.90,2.74
2.79,2.74,2.79,2.73
2.77,2.72,2.83,2.71
2.75,2.76,2.79,2.75
2.78,2.82,2.90,2.73
2.85,3.15,3.20,2.82
3.15,3.29,3.29,3.11
3.31,3.35,3.35,3.16
3.35,3.20,3.37,3.09
3.20,3.21,3.28,3.13
3.21,3.43,3.50,3.20
3.40,3.32,3.40,3.23
3.32,3.38,3.42,3.27
3.62,3.43,3.65,3.39
3.42,2.79,3.46,2.71
2.85,2.77,2.91,2.72
2.78,2.46,2.79,2.45
2.50,2.53,2.62,2.45
2.58,2.54,2.58,2.50
2.54,2.56,2.64,2.52
2.55,2.50,2.55,2.48
2.52,2.56,2.58,2.44
2.57,2.74,2.77,2.56
2.75,2.82,2.83,2.71
2.78,2.81,2.84,2.73
2.80,2.83,2.87,2.78
2.82,2.80,2.87,2.80
2.82,2.81,2.84,2.77
2.82,2.81,2.82,2.76
2.79,2.82,2.84,2.77
2.81,2.87,2.89,2.79
2.86,2.94,2.96,2.86
2.95,2.99,3.07,2.85
2.99,2.97,3.02,2.89
2.96,2.97,3.00,2.92
2.97,2.96,3.00,2.79
2.99,2.94,2.99,2.85
2.96,3.00,3.13,2.88
3.03,3.09,3.10,3.00
3.11,3.15,3.18,3.07
3.16,3.07,3.18,3.04
3.07,3.08,3.17,3.04
3.07,3.08,3.15,3.02
3.10,3.08,3.13,3.04
3.08,2.95,3.08,2.90
2.95,2.89,2.98,2.80
3.10,2.94,3.10,2.72
2.97,3.02,3.04,2.91
3.00,2.90,3.03,2.82
2.95,2.95,3.03,2.95
2.87,2.83,2.96,2.83
2.85,2.69,2.93,2.66
2.69,2.73,2.86,2.68
2.73,2.67,2.80,2.56
2.69,2.67,2.72,2.61
2.68,2.86,2.96,2.68
2.82,2.99,3.00,2.76
3.00,3.05,3.06,2.99
2.93,2.95,3.05,2.93
2.92,3.02,3.03,2.91
3.03,2.96,3.03,2.94
2.98,3.09,3.10,2.93
3.09,2.97,3.15,2.97
3.20,3.20,3.23,3.00
3.20,3.31,3.40,3.17
3.31,3.34,3.35,3.08
3.32,3.23,3.33,3.18
3.25,3.24,3.31,3.15
3.21,3.21,3.25,3.16
3.24,3.05,3.24,3.02
3.00,2.91,3.10,2.90
2.96,3.14,3.19,2.96
3.12,3.06,3.12,3.00
3.06,2.95,3.09,2.90
2.99,2.96,3.00,2.87
2.94,3.09,3.10,2.89
3.10,3.08,3.18,3.05
3.05,3.17,3.18,3.03
3.19,3.11,3.20,3.04
3.08,3.04,3.11,3.03
3.07,3.20,3.20,3.00
3.20,3.33,3.34,3.13
3.31,3.20,3.34,3.18
3.19,3.15,3.21,3.12
3.19,3.09,3.20,3.02
3.09,2.84,3.11,2.73
2.88,2.91,3.00,2.83
2.95,2.69,2.95,2.68
2.69,2.86,2.87,2.67
2.88,2.75,2.89,2.70
3.10,2.82,3.10,2.78
2.80,2.97,2.99,2.80
2.99,2.92,2.99,2.84
2.93,2.79,2.93,2.76
2.84,2.65,2.90,2.63
2.65,2.66,2.74,2.57
2.69,2.70,2.74,2.56
2.70,2.72,2.72,2.64
2.70,2.51,2.71,2.49
2.47,2.37,2.60,2.36
2.43,2.29,2.51,2.25
2.30,2.32,2.36,2.09
2.33,2.30,2.33,2.22
2.30,2.29,2.39,2.21
2.35,2.37,2.38,2.24
2.34,2.46,2.49,2.33
2.45,2.31,2.50,2.28
2.32,2.27,2.33,2.20
2.25,2.15,2.32,2.15
2.16,2.19,2.22,2.07
2.23,2.27,2.29,2.17
2.26,2.26,2.28,2.15
2.25,2.27,2.32,2.20
2.25,2.15,2.26,2.14
2.13,2.15,2.20,2.08
2.14,2.10,2.16,2.08
2.09,2.01,2.10,1.91
2.02,1.94,2.03,1.91
1.91,2.01,2.03,1.91
2.01,2.06,2.08,1.94
2.05,2.00,2.07,1.99
2.00,1.98,2.02,1.94
1.96,1.91,1.98,1.86
1.90,1.88,1.94,1.86
1.86,1.84,1.88,1.78
1.82,1.80,1.86,1.77
1.80,1.73,1.82,1.65
1.73,1.82,1.84,1.71
1.83,1.82,1.88,1.77
1.87,1.94,1.95,1.83
1.92,1.95,2.00,1.90
1.94,1.88,1.98,1.86
1.89,1.78,1.93,1.76
1.78,1.75,1.81,1.72
1.75,1.69,1.75,1.66
1.69,1.70,1.70,1.60
1.70,1.65,1.76,1.65
1.65,1.66,1.67,1.60
1.67,1.74,1.76,1.66
1.74,1.68,1.75,1.67
1.69,1.70,1.78,1.67
1.69,1.66,1.72,1.66
1.68,1.63,1.72,1.62
1.62,1.66,1.70,1.61
1.67,1.67,1.73,1.66
1.67,1.68,1.69,1.61
1.69,1.71,1.74,1.66
1.73,1.63,1.74,1.62
1.75,1.69,1.77,1.68
1.71,1.72,1.86,1.69
1.79,1.69,1.79,1.66
1.70,1.66,1.73,1.65
1.64,1.67,1.71,1.61
1.73,1.86,1.86,1.68
1.88,1.94,2.01,1.86
1.95,1.87,1.98,1.85
1.89,1.88,1.90,1.81
1.88,1.78,1.91,1.77
1.75,1.68,1.76,1.62
1.71,1.72,1.74,1.64
1.70,1.69,1.74,1.68
1.70,1.83,1.84,1.69
1.87,1.87,1.91,1.82
1.88,1.76,1.88,1.75
1.80,1.75,1.83,1.71
1.76,1.69,1.78,1.68
1.67,1.67,1.70,1.64
1.69,1.74,1.74,1.69
1.78,1.77,1.79,1.75
1.79,1.78,1.79,1.75
1.79,1.79,1.81,1.77
1.79,1.80,1.81,1.76
1.80,1.77,1.82,1.76
1.79,1.80,1.84,1.76
1.83,1.88,1.88,1.82
1.87,1.94,2.06,1.85
1.98,1.92,2.03,1.90
1.94,1.81,1.94,1.78
1.80,1.84,1.84,1.77
1.83,1.92,1.95,1.81
1.95,1.81,1.95,1.78
1.86,1.77,1.86,1.75
1.73,1.67,1.81,1.67
1.67,1.68,1.70,1.67
1.67,1.64,1.68,1.64
1.63,1.64,1.67,1.63
1.65,1.65,1.67,1.63
1.67,1.65,1.67,1.63
1.65,1.70,1.72,1.64
1.69,1.67,1.70,1.67
1.66,1.65,1.66,1.61
1.65,1.58,1.65,1.53
1.59,1.59,1.64,1.55
1.59,1.59,1.62,1.55
1.59,1.59,1.61,1.55
1.59,1.69,1.71,1.59
1.73,1.75,1.78,1.70
1.75,1.70,1.77,1.67
1.71,1.63,1.71,1.60
1.65,1.65,1.66,1.63
1.64,1.61,1.65,1.60
1.60,1.61,1.64,1.60
1.62,1.61,1.65,1.61
1.61,1.61,1.62,1.58
1.60,1.58,1.62,1.55
1.59,1.61,1.61,1.58
1.62,1.58,1.64,1.55
1.58,1.57,1.60,1.55
1.56,1.56,1.59,1.55
1.57,1.56,1.59,1.55
1.56,1.52,1.57,1.48
1.50,1.44,1.52,1.35
1.43,1.47,1.48,1.41
1.46,1.46,1.47,1.42
1.44,1.41,1.46,1.38
1.40,1.40,1.45,1.38
1.40,1.42,1.43,1.40
1.42,1.41,1.45,1.41
1.41,1.30,1.44,1.29
1.30,1.41,1.46,1.30
1.41,1.43,1.45,1.36
1.45,1.37,1.45,1.36
1.36,1.29,1.37,1.29
1.29,1.34,1.35,1.28
1.34,1.22,1.34,1.21
1.20,1.22,1.28,1.19
1.20,1.25,1.34,1.20
1.25,1.30,1.38,1.25
1.29,1.37,1.39,1.27
1.33,1.41,1.45,1.30
1.41,1.39,1.44,1.36
1.36,1.38,1.42,1.36
1.37,1.39,1.42,1.36
1.39,1.37,1.40,1.34
1.37,1.35,1.37,1.30
1.33,1.32,1.36,1.28
1.30,1.28,1.36,1.26
1.25,1.29,1.31,1.25
1.29,1.31,1.34,1.27
1.31,1.27,1.32,1.20
1.27,1.31,1.31,1.27
1.30,1.29,1.31,1.28
1.28,1.31,1.31,1.28
1.29,1.27,1.31,1.27
1.28,1.29,1.29,1.23
1.28,1.30,1.36,1.27
1.26,1.33,1.38,1.22
1.35,1.29,1.35,1.28
1.26,1.30,1.35,1.26
1.28,1.31,1.34,1.28
1.32,1.30,1.32,1.27
1.29,1.31,1.32,1.27
1.31,1.31,1.32,1.29
1.32,1.30,1.32,1.27
1.30,1.26,1.30,1.24
1.28,1.31,1.33,1.26
1.29,1.36,1.47,1.29
1.39,1.43,1.47,1.34
1.45,1.52,1.53,1.39
1.52,1.48,1.52,1.46
1.48,1.43,1.52,1.42
1.46,1.42,1.49,1.40
1.40,1.41,1.45,1.40
1.42,1.37,1.44,1.34
1.35,1.38,1.39,1.28
1.37,1.33,1.39,1.29
1.31,1.32,1.34,1.28
1.34,1.21,1.34,1.14
1.19,1.15,1.27,1.14
1.15,1.18,1.25,1.15
1.18,1.16,1.20,1.12
1.13,1.15,1.19,1.12
1.17,1.12,1.20,1.12
1.10,1.15,1.22,1.09
1.15,1.17,1.28,1.14
1.18,1.31,1.39,1.18
1.32,1.25,1.32,1.20
1.27,1.29,1.33,1.27
1.28,1.29,1.31,1.26
1.30,1.26,1.35,1.26
1.26,1.41,1.44,1.26
1.42,1.50,1.52,1.39
1.52,1.48,1.55,1.48
1.50,1.43,1.52,1.40
1.43,1.29,1.46,1.27
1.31,1.45,1.47,1.30
1.50,1.41,1.51,1.39
1.43,1.41,1.46,1.39
1.41,1.40,1.44,1.35
1.39,1.35,1.43,1.35
1.36,1.39,1.41,1.33
1.37,1.33,1.40,1.31
1.31,1.37,1.39,1.31
1.37,1.40,1.41,1.30
1.45,1.43,1.51,1.42
1.49,1.68,1.72,1.45
1.70,1.67,1.71,1.60
1.70,1.94,1.95,1.70
1.91,1.87,1.95,1.86
1.87,1.76,1.87,1.70
1.78,1.86,1.94,1.78
1.90,1.84,1.92,1.81
1.90,1.95,2.00,1.82
2.00,2.07,2.10,1.90
2.09,2.06,2.19,2.02
2.11,2.16,2.19,2.08
2.21,2.22,2.30,2.15
2.24,2.39,2.55,2.15
2.41,2.65,2.70,2.39
2.66,2.73,2.76,2.60
2.75,2.98,2.98,2.75
3.02,3.23,3.23,2.88
3.26,3.42,3.50,3.16
3.48,3.43,3.50,3.02
3.32,3.36,3.39,3.13
3.30,3.40,3.50,3.23
3.38,3.15,3.44,3.07
3.12,2.80,3.14,2.77
2.94,3.16,3.20,2.85
3.10,3.15,3.17,2.97
3.07,3.08,3.16,2.98
3.06,3.08,3.15,3.06
3.08,3.15,3.20,3.06
3.14,3.16,3.20,2.99
3.16,3.33,3.35,3.14
3.32,3.04,3.35,3.03
3.08,3.10,3.15,3.06
3.04,3.09,3.15,2.96
3.09,3.03,3.10,2.94
3.01,3.03,3.06,2.95
3.00,3.02,3.05,2.98
2.98,2.82,3.02,2.80
2.79,2.92,2.96,2.79
2.90,2.93,3.00,2.88
2.94,2.86,2.96,2.86
2.84,2.73,2.92,2.71
2.70,2.58,2.73,2.54
2.58,2.62,2.84,2.56
2.66,2.55,2.70,2.52
2.55,2.58,2.60,2.40
2.58,2.54,2.63,2.47
2.55,2.50,2.63,2.44
2.46,2.40,2.50,2.29
2.40,2.35,2.40,2.26
2.32,2.35,2.35,2.24
2.52,2.53,2.70,2.47
2.53,2.63,2.68,2.52
2.63,2.82,2.85,2.62
2.83,2.81,2.86,2.70
2.82,2.80,2.84,2.76
2.82,2.84,2.87,2.77
2.84,2.85,2.90,2.80
2.89,2.85,2.90,2.80
2.87,2.77,2.87,2.72
2.76,2.79,2.82,2.68
2.78,2.85,2.85,2.64
2.85,2.79,2.85,2.78
2.82,2.88,2.89,2.75
2.84,2.97,2.98,2.75
2.98,2.96,3.02,2.92
2.94,2.88,2.98,2.86
2.87,2.67,2.94,2.63
2.65,2.61,2.76,2.58
2.58,2.57,2.62,2.52
2.60,2.63,2.66,2.55
2.61,2.70,2.78,2.61
2.75,2.69,2.76,2.58
2.74,2.62,2.74,2.61
2.51,2.74,2.75,2.50
2.75,2.74,2.82,2.72
2.74,2.79,2.84,2.74
2.79,2.94,2.94,2.76
2.95,3.02,3.10,2.93
3.00,3.22,3.22,2.88
3.21,3.16,3.23,3.10
3.10,3.12,3.18,3.08
3.12,2.91,3.17,2.90
2.91,3.05,3.08,2.85
3.08,3.10,3.15,3.05
3.10,3.04,3.14,2.94
2.98,3.12,3.15,2.98
3.14,3.20,3.22,3.00
3.18,3.25,3.34,3.02
3.25,3.37,3.38,3.21
3.39,3.31,3.44,3.19
3.31,3.50,3.65,3.27
3.54,3.50,3.63,3.47
3.44,3.41,3.48,3.30
3.37,3.52,3.53,3.34
3.49,3.46,3.52,3.42
3.50,3.43,3.50,3.24
3.45,3.47,3.49,3.32
3.48,3.37,3.48,3.22
3.34,3.18,3.37,3.18
3.15,3.28,3.30,3.10
3.12,3.17,3.35,3.12
3.21,3.20,3.25,3.13
3.19,3.23,3.30,3.13
3.21,3.16,3.27,3.15
3.16,3.21,3.25,3.16
3.21,3.30,3.32,3.18
3.31,3.02,3.41,2.95
3.02,2.98,3.08,2.95
2.97,3.15,3.19,2.95
3.17,3.12,3.19,3.05
3.16,3.31,3.31,3.08
3.37,3.28,3.40,3.21
3.30,3.18,3.30,3.15
3.13,3.33,3.34,3.09
3.31,3.42,3.46,3.20
3.40,3.14,3.40,3.08
3.20,3.10,3.28,3.04
3.16,3.31,3.32,3.08
3.32,3.23,3.38,3.22
3.26,3.41,3.43,3.23
3.44,3.57,3.74,3.36
3.60,3.62,3.67,3.52
3.61,3.72,3.75,3.58
3.71,3.41,3.75,3.40
3.43,3.50,3.53,3.27
3.43,3.45,3.49,3.36
3.45,3.57,3.64,3.45
3.52,3.30,3.68,3.30
3.27,3.17,3.28,3.04
3.20,3.17,3.23,3.12
3.19,3.17,3.20,3.06
2.72,3.20,3.24,2.21
3.20,3.14,3.21,3.07
3.15,3.06,3.19,2.96
3.12,3.08,3.12,3.00
3.15,3.08,3.15,3.03
3.01,2.74,3.05,2.73
2.71,2.78,2.81,2.58
2.77,2.54,2.77,2.50
2.58,2.60,2.74,2.54
2.60,2.61,2.67,2.35
2.68,2.88,2.94,2.60
2.90,2.81,2.90,2.67
2.77,2.92,2.92,2.76
2.88,2.76,2.94,2.75
2.75,2.67,2.75,2.64
2.61,2.52,2.69,2.51
2.43,2.57,2.69,2.43
2.42,2.33,2.54,2.27
2.43,2.43,2.50,2.36
2.49,2.38,2.51,2.25
2.40,2.50,2.53,2.32
2.46,2.59,2.60,2.44
2.55,2.62,2.66,2.55
2.53,2.51,2.64,2.50
2.54,2.70,2.70,2.50
2.69,2.56,2.73,2.52
2.52,2.52,2.60,2.50
2.55,2.64,2.66,2.52
2.70,2.56,2.72,2.55
2.55,2.69,2.75,2.51
2.63,2.64,2.67,2.57
2.62,2.53,2.64,2.52
2.56,2.48,2.57,2.45
2.50,2.41,2.52,2.40
2.43,2.62,2.64,2.41
2.57,2.58,2.76,2.55
2.63,2.51,2.66,2.41
2.50,2.51,2.53,2.45
2.53,2.51,2.59,2.37
2.49,2.46,2.49,2.36
2.53,2.22,2.53,2.13
2.19,1.84,2.20,1.84
1.89,1.87,2.04,1.82
1.92,2.02,2.05,1.89
2.02,1.88,2.02,1.74
1.84,1.95,1.97,1.84
1.97,1.93,2.01,1.88
1.93,1.88,2.00,1.74
1.87,1.97,2.02,1.84
1.97,2.00,2.02,1.90
1.96,1.98,2.08,1.92
1.98,2.00,2.08,1.92
2.00,1.81,2.03,1.79
1.85,1.74,1.89,1.73
1.75,2.00,2.00,1.75
2.02,1.92,2.02,1.92
1.94,1.90,2.04,1.84
1.91,1.84,2.00,1.80
1.86,1.80,1.89,1.75
1.81,1.80,1.89,1.76
1.83,1.95,1.98,1.82
1.93,1.98,2.03,1.91
1.97,1.95,2.03,1.90
1.97,2.15,2.15,1.91
2.15,2.10,2.25,2.09
2.06,2.04,2.11,2.03
2.04,2.22,2.22,2.03
2.34,2.30,2.34,2.18
2.28,2.51,2.52,2.25
2.51,2.36,2.55,2.27
2.32,2.49,2.49,2.27
2.45,2.69,2.82,2.35
2.67,2.55,2.70,2.41
2.57,2.49,2.60,2.45
2.47,2.41,2.50,2.38
2.37,2.42,2.55,2.36
2.42,2.46,2.50,2.34
2.44,2.45,2.54,2.39
2.44,2.50,2.60,2.43
2.51,2.48,2.52,2.39
2.49,2.52,2.59,2.44
2.50,2.57,2.65,2.48
2.56,2.60,2.66,2.50
2.60,2.75,2.79,2.56
2.72,2.76,2.79,2.71
2.79,2.74,2.82,2.71
2.75,2.77,2.79,2.65
2.78,2.80,2.89,2.74
2.83,2.74,2.87,2.67
2.73,2.86,2.87,2.62
2.86,2.79,2.86,2.70
2.74,2.89,2.90,2.72
2.89,2.83,2.92,2.79
2.83,2.88,2.92,2.77
2.79,2.72,2.84,2.70
2.70,2.85,2.88,2.70
2.88,2.87,2.94,2.75
2.91,3.05,3.07,2.88
3.09,3.08,3.15,3.05
3.04,2.99,3.18,2.94
3.03,2.87,3.03,2.73
2.87,2.81,2.89,2.69
2.83,2.94,2.99,2.69
2.91,2.90,2.97,2.85
2.86,2.85,2.92,2.80
2.87,2.99,3.00,2.82
3.00,2.93,3.10,2.93
2.93,2.91,2.94,2.85
2.86,2.76,2.89,2.67
2.78,2.75,2.80,2.70
2.70,2.59,2.74,2.52
2.53,2.36,2.56,2.30
2.38,2.21,2.43,2.15
2.21,2.11,2.25,1.96
2.14,2.13,2.26,2.00
2.15,1.91,2.21,1.90
1.96,1.93,2.02,1.60
1.86,1.88,1.89,1.67
1.97,1.76,1.98,1.72
1.74,1.86,1.92,1.62
1.82,1.82,1.92,1.72
1.87,1.80,1.94,1.76
1.81,1.81,1.90,1.79
1.85,1.80,1.95,1.70
1.80,1.70,1.84,1.70
1.73,1.61,1.76,1.61
1.61,1.64,1.73,1.55
1.63,1.67,1.74,1.60
1.67,1.59,1.68,1.57
1.63,1.49,1.63,1.45
1.50,1.57,1.65,1.48
1.57,1.42,1.57,1.41
1.43,1.29,1.46,1.28
1.29,1.32,1.35,1.28
1.32,1.28,1.40,1.28
1.26,1.32,1.36,1.25
1.38,1.44,1.48,1.28
1.50,1.54,1.54,1.44
1.56,1.55,1.59,1.47
1.58,1.50,1.59,1.50
1.51,1.52,1.55,1.42
1.55,1.54,1.58,1.50
1.56,1.43,1.58,1.42
1.46,1.54,1.55,1.44
1.54,1.46,1.55,1.44
1.46,1.49,1.52,1.44
1.50,1.37,1.50,1.34
1.41,1.50,1.50,1.35
1.53,1.66,1.73,1.50
1.69,1.79,1.97,1.67
1.80,1.76,1.88,1.72
1.75,1.77,1.80,1.72
1.74,1.68,1.78,1.65
1.68,1.68,1.71,1.65
1.72,1.55,1.74,1.54
1.56,1.58,1.59,1.48
1.58,1.60,1.65,1.55
1.62,1.51,1.68,1.49
1.51,1.51,1.56,1.47
1.50,1.55,1.58,1.48
1.57,1.51,1.58,1.50
1.51,1.54,1.60,1.48
1.52,1.60,1.61,1.51
1.63,1.47,1.67,1.47
1.48,1.50,1.52,1.42
1.55,1.46,1.56,1.45
1.46,1.51,1.53,1.42
1.55,1.55,1.58,1.50
1.60,1.61,1.65,1.55
1.61,1.63,1.65,1.55
1.68,1.66,1.70,1.65
1.67,1.62,1.68,1.62
1.62,1.68,1.70,1.61
1.68,1.65,1.69,1.63
1.68,1.65,1.68,1.57
1.68,1.64,1.69,1.61
1.65,1.69,1.70,1.60
1.70,1.76,1.79,1.66
1.77,2.07,2.12,1.75
2.03,1.99,2.11,1.96
2.00,2.16,2.22,1.95
2.20,2.10,2.21,2.00
2.14,2.07,2.14,2.02
2.09,2.11,2.11,2.03
2.12,2.23,2.23,2.07
2.22,2.15,2.23,2.12
2.15,2.09,2.15,1.97
2.11,2.14,2.17,2.03
2.14,2.03,2.17,2.03
2.06,2.00,2.07,1.95
2.03,2.01,2.06,1.94
1.99,1.92,2.00,1.91
1.92,1.85,1.96,1.84
1.89,1.79,1.89,1.77
1.81,1.79,1.90,1.76
1.81,1.86,1.99,1.81
1.90,1.92,1.96,1.82
1.94,1.82,1.95,1.82
1.86,1.76,1.87,1.69
1.77,1.68,1.80,1.67
1.71,1.71,1.75,1.70
1.73,1.66,1.77,1.64
1.63,1.65,1.70,1.60
1.66,1.62,1.72,1.60
1.64,1.65,1.71,1.62
1.68,1.70,1.74,1.66
1.74,1.76,1.80,1.71
1.79,1.80,1.84,1.77
1.76,1.71,1.81,1.69
1.72,1.70,1.73,1.68
1.68,1.75,1.80,1.67
1.80,1.85,1.89,1.80
1.87,1.97,1.99,1.87
2.00,1.87,2.05,1.85
1.85,1.86,1.91,1.80
1.86,1.85,1.93,1.82
1.87,1.89,1.93,1.80
1.88,1.79,1.90,1.76
1.76,1.69,1.77,1.68
1.69,1.63,1.77,1.63
1.63,1.61,1.71,1.61
1.63,1.63,1.68,1.61
1.73,1.65,1.73,1.60
1.66,1.58,1.66,1.57
1.62,1.58,1.66,1.54
1.58,1.54,1.61,1.51
1.55,1.58,1.65,1.54
1.62,1.66,1.68,1.58
1.58,1.62,1.64,1.55
1.58,1.47,1.63,1.47
1.50,1.55,1.60,1.49
1.62,1.56,1.62,1.55
1.58,1.56,1.59,1.53
1.57,1.57,1.59,1.52
1.57,1.53,1.64,1.51
1.53,1.55,1.60,1.52
1.57,1.63,1.67,1.54
1.65,1.70,1.71,1.62
1.73,1.70,1.79,1.68
1.70,1.70,1.71,1.64
1.70,1.60,1.70,1.60
1.62,1.60,1.62,1.57
1.64,1.68,1.70,1.60
1.70,1.69,1.72,1.67
1.70,1.59,1.70,1.58
1.59,1.59,1.64,1.58
1.59,1.57,1.66,1.56
1.59,1.59,1.62,1.57
1.60,1.59,1.60,1.56
1.59,1.68,1.75,1.57
1.70,1.76,1.81,1.68
1.76,1.74,1.83,1.72
1.73,1.68,1.77,1.68
1.70,1.74,1.75,1.67
1.75,1.72,1.76,1.70
1.72,1.79,1.79,1.72
1.79,1.66,1.79,1.64
1.66,1.76,1.77,1.65
1.73,1.77,1.79,1.70
1.74,1.81,1.81,1.74
1.80,1.71,1.81,1.71
1.71,1.74,1.75,1.65
1.74,1.73,1.74,1.69
1.72,1.78,1.80,1.71
1.75,1.73,1.78,1.71
1.73,1.69,1.75,1.68
1.68,1.73,1.74,1.68
1.73,1.73,1.75,1.70
1.72,1.74,1.76,1.71
1.76,1.79,1.82,1.74
1.80,1.67,1.92,1.63
1.67,1.70,1.77,1.65
1.71,1.69,1.75,1.67
1.67,1.72,1.75,1.66
1.75,1.75,1.77,1.73
1.75,1.76,1.78,1.72
1.75,1.71,1.75,1.70
1.74,1.73,1.74,1.70
1.71,1.76,1.76,1.70
1.97,1.84,1.97,1.84
1.85,1.90,1.93,1.84
1.90,1.85,1.98,1.84
1.81,1.92,1.93,1.80
1.89,1.84,1.91,1.81
1.86,1.81,1.90,1.81
1.82,1.89,1.89,1.81
1.91,2.02,2.03,1.85
2.04,2.11,2.15,2.00
2.13,2.37,2.45,2.13
2.37,2.36,2.40,2.18
2.36,2.53,2.54,2.29
2.53,2.48,2.53,2.39
2.42,2.43,2.48,2.39
2.43,2.50,2.51,2.36
2.48,2.50,2.53,2.42
2.45,2.47,2.50,2.41
2.46,2.61,2.64,2.45
2.64,2.67,2.72,2.61
2.66,2.74,2.75,2.64
2.72,3.00,3.06,2.65
3.02,3.02,3.04,2.87
3.02,3.37,3.42,2.97
3.29,3.22,3.37,3.02
3.07,3.01,3.21,2.91
2.95,3.03,3.10,2.94
2.99,2.92,3.04,2.91
2.92,2.69,3.01,2.68
2.67,2.76,2.83,2.61
2.80,2.78,2.90,2.64
2.80,2.83,2.89,2.70
2.82,2.86,2.90,2.71
2.82,2.84,3.00,2.81
2.84,2.75,2.92,2.74
2.74,2.77,2.79,2.71
2.75,2.76,2.83,2.72
2.77,2.64,2.79,2.63
2.54,2.62,2.70,2.53
2.68,2.60,2.68,2.59
2.57,2.61,2.72,2.52
2.61,2.53,2.65,2.53
2.45,2.43,2.66,2.28
2.40,2.44,2.59,2.40
2.52,2.68,2.69,2.50
2.67,2.81,2.97,2.65
2.80,3.15,3.16,2.77
3.23,3.24,3.49,3.03
3.20,3.36,3.42,3.02
3.40,3.70,3.70,3.30
3.71,3.49,3.72,3.45
3.45,3.39,3.46,3.29
3.38,3.44,3.46,3.33
3.46,3.33,3.53,3.31
3.38,3.33,3.38,3.26
3.36,3.28,3.37,3.14
3.20,3.32,3.35,3.15
3.30,3.37,3.41,3.29
3.30,3.20,3.32,3.17
3.19,3.08,3.21,3.06
3.06,2.89,3.10,2.85
2.91,2.97,3.02,2.85
2.97,3.04,3.10,2.92
2.98,2.95,3.03,2.88
2.97,3.06,3.09,2.90
3.02,2.94,3.02,2.84
2.93,3.08,3.09,2.88
