RGI,Guggenheim S&P 500 Equal Weight Industrials ETF,NASDAQ
68.55,67.94,68.60,67.94
67.15,67.43,67.86,67.15
67.40,66.90,67.40,66.76
67.10,67.69,67.69,66.70
67.78,67.62,67.78,67.45
68.04,68.05,68.05,67.95
67.98,68.65,68.71,67.98
68.41,67.73,68.41,67.73
66.89,66.13,66.89,65.89
66.23,65.71,66.41,65.21
64.83,64.88,65.09,64.27
65.19,65.46,65.46,65.15
65.74,66.09,66.12,65.74
66.09,66.09,66.09,66.09
66.43,66.48,66.71,66.43
66.58,67.09,67.37,66.58
66.98,66.71,66.98,66.71
66.17,66.36,66.36,66.07
66.71,66.99,67.11,66.71
67.62,67.56,67.70,67.51
68.10,68.53,68.73,68.10
68.50,68.37,68.52,68.24
69.53,69.63,70.14,69.37
69.55,69.51,69.55,69.41
69.72,69.82,69.85,69.72
69.70,69.33,69.78,69.28
69.48,69.45,69.68,69.41
69.63,70.15,70.25,69.63
70.19,70.65,70.66,70.19
71.62,70.70,71.62,70.69
70.55,70.51,70.65,70.51
70.65,70.01,70.65,69.92
69.78,70.01,70.01,69.61
70.51,69.66,70.51,69.56
69.54,69.46,69.54,69.46
69.95,70.03,70.03,69.95
70.42,70.25,70.55,70.18
72.00,71.47,72.35,71.00
71.41,71.73,71.73,71.41
71.50,71.68,71.83,71.50
73.56,71.10,73.56,71.01
70.58,70.79,70.82,70.52
70.97,71.25,71.34,70.97
70.89,71.26,71.26,70.89
71.11,71.18,71.24,71.11
71.57,71.46,71.57,71.45
71.19,71.01,71.33,71.01
70.00,70.27,70.27,69.98
70.19,70.05,70.25,70.05
69.86,69.64,69.92,69.64
69.76,70.07,70.11,69.76
69.68,69.54,70.07,69.50
69.54,70.49,70.86,69.54
70.95,70.53,70.95,70.30
70.72,70.43,70.84,70.43
70.96,69.00,70.96,68.98
68.87,69.01,69.18,68.76
69.40,69.20,69.40,69.18
70.66,68.74,70.66,68.70
69.58,69.09,69.62,68.83
69.41,69.74,69.87,69.13
70.10,70.08,70.23,70.05
71.01,70.21,71.01,69.74
70.67,71.09,71.21,70.67
71.72,72.11,72.11,71.69
72.15,72.20,72.26,71.96
74.14,72.01,74.14,71.87
73.48,72.19,73.48,71.80
73.70,72.96,73.70,72.85
74.42,73.24,74.42,73.19
73.23,74.09,74.61,73.07
74.66,74.72,74.92,74.56
74.73,73.69,74.73,73.59
74.90,73.20,74.90,72.88
73.60,73.56,73.87,73.55
73.56,73.31,73.60,73.17
73.61,73.44,73.61,73.20
73.44,72.98,73.44,72.98
72.79,72.60,72.82,72.40
72.86,73.24,73.55,72.86
72.49,72.95,72.95,72.49
72.51,72.30,72.51,71.85
72.46,72.53,72.56,72.41
71.83,72.32,72.40,71.83
71.80,71.57,71.93,71.08
71.00,71.18,71.18,70.58
71.81,72.66,72.74,71.81
74.17,73.03,74.17,72.71
73.60,73.41,73.60,72.73
75.27,72.65,75.27,72.65
72.93,72.78,72.98,72.78
73.46,73.73,73.73,72.82
74.35,74.48,74.58,74.25
74.89,74.55,74.89,74.37
75.29,75.19,75.29,75.06
75.40,75.15,75.40,74.74
75.48,75.94,75.94,75.36
76.86,76.33,76.86,75.73
76.69,76.12,76.69,76.12
76.50,76.73,76.74,76.34
77.40,76.36,77.40,76.10
76.12,76.45,76.84,76.12
76.75,76.83,76.83,76.32
78.91,77.05,78.91,77.05
76.82,76.95,77.05,76.59
78.86,76.96,78.86,76.69
76.61,76.07,76.89,76.02
76.72,76.71,76.77,76.44
77.01,77.08,77.08,77.01
77.00,76.96,77.14,76.88
76.26,77.44,77.44,76.26
77.70,78.06,78.06,77.70
78.04,78.38,78.42,78.04
78.79,78.37,78.79,78.29
76.72,77.81,78.28,76.72
77.88,77.40,78.10,77.40
78.11,78.24,78.31,78.08
78.41,78.80,78.81,78.41
78.92,78.81,78.92,78.73
78.92,78.87,79.01,78.82
79.19,79.22,79.23,79.11
79.19,79.29,79.29,79.19
81.00,78.54,81.00,78.54
78.54,78.11,78.54,77.85
77.80,77.76,78.13,77.14
78.86,77.70,78.86,77.60
79.30,78.68,79.30,78.35
79.00,78.71,79.00,78.69
79.55,78.67,79.55,78.62
78.13,77.53,78.13,77.44
77.50,77.65,77.79,77.38
78.11,77.91,78.11,77.74
78.28,78.67,78.80,78.28
79.13,78.50,79.13,78.27
78.43,79.35,79.35,78.29
79.51,79.61,79.62,79.30
79.41,80.35,80.48,79.41
80.83,80.78,80.83,80.60
81.00,81.14,81.16,80.92
81.53,81.67,81.73,81.46
81.78,81.58,81.78,81.51
81.46,81.58,81.65,81.46
81.76,81.85,81.98,81.68
81.52,80.91,81.52,80.82
81.12,81.16,81.35,80.97
81.44,80.80,81.44,80.65
81.04,81.07,81.22,80.96
81.17,81.00,81.17,80.67
81.46,81.26,81.46,80.83
81.66,81.83,81.83,81.20
81.61,80.63,81.70,80.63
81.12,81.89,81.89,81.12
81.94,82.15,82.15,81.84
81.88,81.90,82.09,81.72
81.73,81.83,82.02,81.73
82.46,81.99,82.46,81.50
82.09,82.58,82.58,82.04
82.26,81.21,82.26,80.97
80.82,78.60,80.82,78.60
78.65,78.35,79.02,77.79
78.49,79.01,79.13,78.49
78.51,78.20,79.06,78.19
78.80,79.15,79.15,78.80
78.85,78.97,79.22,77.36
78.65,76.55,78.87,76.48
76.98,77.31,77.39,76.18
76.86,77.24,77.36,76.53
77.91,78.14,78.27,77.89
78.33,79.55,79.61,78.33
79.90,79.08,79.90,78.97
79.43,79.86,80.11,79.38
80.08,80.24,80.37,80.03
79.75,80.48,80.59,79.12
80.51,80.94,81.08,80.51
81.18,80.94,81.18,80.74
81.07,80.41,81.35,80.41
80.72,81.45,81.55,80.57
81.89,81.60,81.89,81.52
81.44,82.13,82.55,81.44
82.31,81.58,82.31,81.55
81.98,81.88,82.18,81.72
82.38,82.15,82.38,81.66
82.66,82.40,82.83,82.40
81.80,81.94,82.19,81.32
82.85,83.25,83.29,82.85
83.25,83.24,83.46,83.22
83.25,83.68,83.78,83.25
84.23,84.00,84.24,83.84
84.10,83.51,84.10,83.30
83.45,83.02,83.69,82.95
82.47,82.62,82.74,82.31
83.38,81.63,83.38,81.63
82.00,81.59,82.00,81.59
81.70,82.40,82.62,81.70
82.75,82.95,83.02,82.73
82.85,82.37,83.07,82.08
82.22,82.38,82.39,81.94
82.90,82.20,82.91,82.16
81.62,81.81,81.97,81.32
82.86,82.40,82.86,82.13
82.76,81.71,82.77,81.71
81.42,81.19,81.49,81.04
81.48,81.88,82.18,81.48
83.02,82.80,83.02,82.56
83.27,83.63,83.63,83.12
84.05,84.21,84.27,83.70
84.08,84.20,84.20,83.93
84.49,83.04,84.49,82.96
82.85,81.70,82.85,81.60
81.63,81.81,82.19,81.36
82.32,83.04,83.06,82.25
82.99,81.53,82.99,81.53
80.63,80.61,81.15,80.61
80.73,82.61,82.61,80.73
81.10,81.18,81.36,80.07
81.66,82.45,82.56,81.66
82.94,83.26,83.33,82.77
83.60,83.39,83.60,83.07
83.75,83.61,83.90,83.61
83.69,83.87,83.96,83.69
84.49,83.61,84.49,83.46
83.76,82.57,83.76,82.48
82.92,83.03,83.14,81.81
83.45,82.81,83.45,82.56
83.30,83.85,83.85,83.00
83.65,83.39,83.86,83.35
83.53,83.35,83.88,83.35
83.50,83.45,83.50,82.65
83.57,82.81,83.57,82.81
83.37,83.53,83.54,82.90
83.90,83.50,84.06,83.29
83.84,83.44,83.84,82.88
83.47,84.94,84.94,83.47
84.90,84.88,85.12,84.85
84.67,84.20,84.72,84.16
84.00,83.38,84.00,82.84
83.64,83.59,83.64,83.13
83.82,84.21,84.21,83.82
84.08,83.19,84.08,82.95
83.60,83.57,83.74,83.43
83.90,84.09,84.17,83.90
84.40,84.69,84.70,84.38
85.54,85.10,85.54,84.97
85.33,85.39,85.39,85.16
85.59,85.43,85.59,85.06
85.26,85.48,85.48,85.17
85.80,85.78,85.80,85.25
86.00,85.51,86.00,85.35
85.64,85.68,85.75,85.54
86.01,86.62,86.68,86.01
86.93,87.50,87.53,86.93
87.90,88.05,88.36,87.73
87.75,87.82,87.91,87.53
87.29,87.20,87.35,87.08
87.00,86.10,87.47,85.99
85.96,86.45,86.58,85.96
86.18,86.42,86.54,86.18
86.55,86.79,86.87,86.55
86.75,86.81,87.03,86.45
87.35,87.23,87.35,87.02
87.30,87.65,87.65,87.30
87.97,87.11,87.97,87.05
86.87,86.16,87.22,86.16
86.22,86.45,86.49,86.11
86.63,86.54,86.63,86.09
86.50,86.73,86.73,86.33
86.97,86.43,86.97,86.37
86.94,87.07,87.32,86.44
87.00,86.72,87.00,86.72
87.22,87.54,87.60,87.10
87.41,86.80,87.41,86.78
86.99,86.16,86.99,85.96
86.56,86.44,86.56,86.24
85.19,85.82,86.04,84.51
85.49,85.89,85.90,85.49
86.54,86.59,86.76,86.48
86.85,86.38,86.85,86.34
86.65,86.94,87.10,86.52
85.63,85.66,86.71,85.62
86.10,86.46,86.50,86.07
86.42,86.53,86.57,86.07
86.92,86.88,87.12,86.88
87.14,86.77,87.14,86.71
87.10,86.53,87.10,86.53
86.40,86.37,86.69,86.01
86.46,85.82,86.46,85.50
86.05,85.08,86.22,85.06
85.25,85.29,85.39,84.85
84.72,83.34,84.72,83.30
83.29,83.13,83.68,82.64
83.42,83.63,83.65,82.80
83.50,83.10,83.85,82.76
82.19,82.50,82.69,82.17
83.07,82.54,83.09,82.44
82.77,83.88,83.88,82.51
84.09,84.40,84.72,84.09
85.26,84.38,85.26,84.26
84.62,84.84,84.98,84.62
85.17,85.29,85.30,85.10
85.58,85.01,85.62,84.50
86.00,86.21,86.28,85.85
86.64,86.69,86.73,86.47
87.23,87.44,87.51,87.04
87.38,87.41,87.47,87.27
87.40,87.14,87.40,86.91
87.54,87.44,87.57,87.30
87.43,87.15,87.52,87.13
87.12,86.87,87.13,86.87
86.97,87.18,87.18,86.57
87.23,87.07,87.23,86.72
87.00,87.25,87.78,86.99
87.85,87.20,87.85,87.20
87.38,87.10,87.89,87.08
87.00,87.55,87.55,86.91
87.51,87.37,87.56,87.26
87.11,86.95,87.30,86.95
86.75,86.96,86.96,86.51
87.08,87.13,87.26,86.74
87.55,86.76,87.55,86.66
86.70,86.63,86.75,86.39
86.31,87.17,87.26,86.31
87.74,87.36,87.78,87.21
87.84,87.79,87.84,87.48
87.78,87.35,87.78,87.15
86.66,86.16,86.66,86.15
85.87,85.62,85.98,85.60
86.04,86.00,86.06,85.21
85.25,84.87,85.25,84.75
85.42,85.51,85.62,84.74
84.89,85.34,85.49,84.80
85.79,85.26,85.79,85.04
84.96,83.53,84.96,83.40
83.85,83.54,83.85,82.73
84.27,84.73,84.78,84.11
85.34,84.38,85.34,84.18
84.61,82.40,84.61,82.40
82.22,83.69,83.69,81.82
82.94,81.72,83.24,81.69
82.24,80.62,82.24,80.62
80.74,79.03,81.42,79.02
79.47,80.21,81.05,79.30
79.15,79.94,80.12,77.94
78.58,80.62,81.04,78.58
82.16,82.03,82.33,81.73
81.91,82.18,82.23,81.60
83.00,84.24,84.33,83.00
84.52,83.41,84.89,83.41
84.44,85.05,85.47,84.44
85.27,85.51,85.52,84.83
85.23,85.58,85.61,84.96
85.81,87.03,87.12,85.40
87.30,86.70,87.34,86.24
86.80,87.05,87.53,86.14
88.36,87.96,88.88,87.79
88.20,88.02,88.33,87.81
87.90,87.91,88.08,87.63
88.62,88.53,88.62,88.10
88.86,89.51,89.51,88.71
89.78,89.54,89.78,89.25
89.69,89.91,89.91,89.65
89.93,89.55,90.13,89.55
89.46,89.94,90.08,89.46
90.13,89.44,90.13,89.26
89.65,89.60,89.71,89.33
89.30,89.42,89.54,89.25
89.58,89.97,90.19,89.58
89.97,89.65,89.97,89.47
89.88,89.97,90.01,89.23
90.66,90.63,91.05,90.62
91.04,91.06,91.28,90.84
91.43,91.44,91.59,91.12
91.73,91.02,91.73,91.00
91.25,90.35,91.25,90.35
90.36,89.06,90.36,88.80
89.31,89.76,89.88,89.31
90.93,91.26,91.26,90.93
91.25,90.60,91.25,90.53
91.02,90.83,91.25,90.83
90.84,89.95,90.96,89.92
89.26,90.07,90.08,88.92
89.72,88.30,89.72,88.30
88.69,88.67,89.18,88.58
87.85,86.88,88.03,86.85
87.76,86.74,87.76,86.22
86.10,86.53,87.97,86.10
86.73,87.58,87.59,85.90
89.05,89.50,89.51,89.05
90.43,90.17,90.43,89.74
90.45,90.79,90.79,90.38
90.88,91.57,91.64,90.88
92.00,91.47,92.00,91.39
92.33,91.59,92.33,91.50
91.23,91.61,91.74,91.00
92.27,91.10,92.27,90.97
91.54,90.45,91.54,90.45
90.40,90.31,90.45,89.33
89.50,87.90,89.50,87.57
88.00,87.10,88.00,86.48
87.66,87.38,87.66,87.07
88.32,89.26,89.26,88.24
89.60,88.45,89.60,88.26
88.00,87.54,88.00,87.03
88.20,87.11,88.72,86.62
86.37,86.83,86.91,85.86
87.61,86.43,87.61,86.16
86.06,86.48,86.71,85.58
86.87,86.93,87.25,86.34
87.07,87.55,87.97,87.07
88.35,89.04,89.29,87.74
88.60,88.52,88.88,88.35
88.41,88.52,88.64,88.27
87.92,87.50,88.01,87.00
88.31,86.62,88.31,86.56
86.44,87.59,87.59,86.25
87.01,86.42,87.20,86.34
87.59,87.36,87.59,85.73
88.66,89.21,89.28,88.40
88.55,88.13,88.83,88.01
88.62,88.98,89.26,88.62
89.50,88.83,89.68,88.79
88.99,88.82,89.28,88.76
89.18,89.39,89.50,88.80
89.22,89.27,89.50,89.15
89.49,90.32,90.39,89.49
90.81,90.72,90.99,90.57
90.59,90.88,91.25,90.53
90.85,91.42,91.62,90.85
91.20,91.51,91.95,91.20
91.25,92.43,92.43,90.95
91.92,91.91,92.16,91.77
92.03,92.31,92.55,92.03
92.12,92.34,92.48,92.11
92.11,91.77,92.21,91.55
91.58,91.45,92.10,91.33
91.61,92.06,92.21,90.83
91.68,91.42,91.79,91.22
91.14,90.92,91.14,90.63
90.92,90.70,90.97,90.45
90.41,89.51,90.65,89.51
89.73,90.58,90.58,89.73
89.51,88.90,89.65,88.90
89.00,88.68,89.08,88.57
88.99,89.99,89.99,88.99
89.58,89.08,89.58,88.67
89.92,90.69,90.70,89.92
90.50,90.47,90.62,90.02
89.74,91.63,91.80,89.74
91.25,90.90,91.31,90.51
90.77,91.32,91.49,90.77
90.94,90.94,91.08,90.88
90.82,90.54,90.83,90.24
90.24,89.19,90.37,89.19
88.30,88.89,89.07,88.30
89.06,89.11,89.15,88.57
89.42,90.39,90.57,89.42
90.17,89.89,90.17,89.62
89.65,88.97,89.65,88.72
89.00,89.25,89.66,89.00
88.82,89.98,90.24,88.54
90.21,89.54,90.21,89.54
89.35,89.62,89.69,89.30
89.55,89.75,90.07,89.41
90.43,90.62,90.62,90.17
89.49,89.77,90.49,89.45
89.50,90.05,90.05,89.22
90.30,90.67,90.85,90.30
90.37,90.37,90.52,90.22
90.00,89.00,90.00,88.85
89.66,90.14,90.26,89.66
90.20,90.05,90.20,89.73
89.62,90.33,90.38,89.53
90.31,90.73,91.00,90.25
90.82,90.30,90.82,90.04
90.28,90.22,90.79,90.22
89.85,90.10,90.32,89.53
89.85,89.67,89.99,89.54
89.89,89.06,89.89,88.85
89.34,89.93,90.00,89.16
89.72,90.18,90.57,89.72
89.75,89.05,90.26,89.05
89.48,88.73,89.48,88.73
88.68,89.29,89.46,88.68
90.01,90.32,90.56,90.01
90.60,90.50,90.71,90.50
90.29,90.52,90.56,89.92
90.75,90.78,91.00,90.75
91.00,91.53,91.54,91.00
91.58,91.35,91.58,91.31
91.41,91.81,91.81,91.29
91.97,91.36,91.97,91.25
91.40,91.01,91.40,91.01
91.00,91.49,91.60,91.00
91.65,91.24,91.65,91.15
90.29,90.11,90.35,90.01
90.13,90.69,90.69,90.13
89.95,90.09,90.27,89.95
89.56,89.40,89.58,89.10
88.99,89.59,89.80,88.99
88.94,89.89,90.25,88.94
90.01,90.31,90.54,89.83
89.93,89.10,89.93,88.78
89.04,89.23,89.23,89.04
89.23,88.75,89.23,88.75
88.81,88.67,89.02,88.55
89.35,89.67,89.68,89.35
89.81,90.02,90.04,89.81
89.59,89.55,89.59,89.47
89.05,88.85,89.05,88.62
88.78,88.86,88.87,88.78
89.01,89.09,89.09,88.66
89.19,90.00,90.09,89.19
89.63,89.34,89.84,89.34
89.92,89.90,90.02,89.75
89.89,89.76,89.97,89.48
89.56,89.02,89.56,88.88
89.00,88.24,89.00,88.24
88.35,88.37,88.52,88.19
87.82,86.61,87.85,86.57
87.04,86.81,87.31,86.81
87.13,87.06,87.59,86.70
87.35,86.92,87.35,86.75
86.36,86.42,86.71,86.18
85.70,87.11,87.11,85.70
86.12,85.57,86.19,85.57
86.42,85.73,86.82,85.73
86.60,86.63,86.65,86.39
87.07,87.52,87.53,87.07
87.38,87.69,87.79,87.38
87.67,87.06,87.67,87.00
87.50,87.63,87.70,87.50
87.55,87.34,87.55,87.18
87.58,87.31,87.58,87.22
86.98,86.46,87.05,86.36
86.36,86.13,86.47,86.04
86.23,85.49,86.52,85.48
85.26,84.43,85.26,84.42
83.66,83.98,84.16,83.62
83.86,85.55,85.67,83.86
86.18,87.02,87.02,86.14
86.45,86.77,86.79,86.45
86.92,86.58,86.94,86.58
86.63,86.21,86.63,85.89
86.59,86.22,86.72,86.15
86.76,86.57,87.04,86.57
86.58,86.06,86.58,85.95
86.02,85.73,86.02,85.41
86.55,87.60,87.65,86.55
86.80,86.70,86.88,86.54
86.07,86.84,86.88,85.84
86.46,86.64,86.86,86.46
86.52,87.16,87.20,86.52
87.00,87.58,87.58,86.99
87.42,87.50,87.63,87.42
87.06,86.80,87.06,86.46
86.17,85.49,86.17,85.49
84.00,82.75,84.06,82.75
82.82,80.08,82.82,48.13
80.88,78.66,81.41,78.66
79.45,81.00,81.00,78.87
82.25,81.77,82.77,81.38
82.63,82.57,83.06,82.50
82.31,82.67,83.03,82.30
81.01,80.22,81.26,80.07
81.06,81.26,81.41,81.06
81.90,82.01,82.66,81.77
81.17,80.78,81.17,80.71
82.13,82.76,82.78,82.03
82.97,83.23,83.23,82.97
81.95,82.08,82.60,81.89
81.82,82.40,82.42,81.75
82.44,82.00,82.44,81.98
82.81,83.38,83.49,82.78
83.50,83.99,84.00,83.47
83.87,83.41,84.56,83.41
82.08,81.70,82.08,81.62
81.87,81.72,82.12,81.44
80.20,80.43,80.54,80.20
79.66,79.91,79.91,79.66
78.71,79.36,79.59,78.40
79.81,79.47,80.24,79.35
79.04,77.94,79.04,77.83
78.04,77.78,78.07,77.69
78.68,78.73,78.98,78.06
79.15,78.69,79.15,78.23
77.72,79.68,79.68,77.72
80.25,82.08,82.12,80.25
82.31,82.03,82.32,81.82
82.36,83.05,83.52,82.36
83.05,83.05,83.05,83.05
84.99,84.82,85.16,84.48
84.71,84.65,84.71,84.49
84.36,84.38,84.50,84.36
83.37,83.16,83.42,83.00
83.15,83.74,83.74,83.15
83.65,82.59,83.65,82.26
82.21,82.36,82.49,82.18
82.30,83.25,83.34,82.30
83.41,82.88,83.41,82.87
83.32,84.76,85.00,83.32
85.22,85.02,85.22,84.74
84.94,85.06,85.10,84.94
84.06,83.97,84.33,83.89
84.39,85.08,85.08,84.35
84.66,85.09,85.09,84.62
84.73,85.48,85.65,84.73
85.31,86.37,86.54,85.31
86.22,86.36,86.55,86.09
86.53,86.13,86.72,86.01
86.19,86.07,86.38,85.58
85.86,86.09,86.11,85.74
85.38,85.42,85.52,84.82
85.62,85.39,85.62,84.94
85.48,85.62,85.82,85.48
84.78,84.08,85.02,84.08
83.79,83.66,83.87,83.66
83.34,84.63,84.63,83.34
84.49,84.57,85.01,84.42
84.75,85.74,85.74,84.75
85.99,86.24,86.34,85.95
86.62,86.54,86.62,86.54
86.65,86.31,86.73,86.23
85.86,86.21,86.21,85.86
86.30,86.40,86.42,86.30
86.42,86.67,86.67,86.42
86.49,86.34,86.83,86.28
86.55,86.87,86.87,86.30
86.72,85.68,86.77,85.51
85.87,84.44,86.07,84.44
85.10,85.61,85.61,84.90
85.51,84.77,85.51,84.77
84.02,83.47,84.19,83.47
83.22,83.06,83.75,82.85
83.30,83.38,83.89,83.30
82.52,81.93,82.87,81.74
81.92,82.03,82.03,81.64
82.44,82.37,82.92,82.25
83.07,83.73,83.82,82.71
83.96,82.29,83.96,82.29
81.07,80.49,81.07,80.49
80.81,81.15,81.39,80.75
81.21,82.44,82.45,81.21
83.24,83.73,83.73,83.24
83.64,83.78,83.78,83.64
83.37,83.43,83.43,82.88
83.47,84.17,84.18,83.47
84.01,83.61,84.03,83.61
83.12,82.96,83.45,82.92
80.92,81.55,81.55,80.74
81.79,81.59,81.79,81.16
80.61,80.36,80.81,80.17
79.13,78.41,79.31,78.21
78.94,77.43,78.94,77.43
77.50,77.55,77.55,76.63
77.40,77.80,77.84,77.08
78.17,76.12,78.17,75.99
75.42,76.85,77.23,75.42
74.91,75.35,75.68,74.68
76.05,75.28,76.07,74.81
74.00,74.47,75.12,72.35
74.43,75.03,75.35,74.43
76.13,75.96,76.39,75.64
75.79,74.84,75.79,74.84
75.17,76.35,76.35,75.17
75.96,75.74,76.89,75.74
76.23,75.95,76.23,75.69
77.00,78.06,78.06,77.00
77.58,78.27,78.31,76.63
76.46,75.85,76.46,75.76
75.03,76.86,76.96,75.03
77.88,78.52,78.71,77.88
77.85,77.53,77.92,77.53
76.34,76.70,76.70,75.69
76.99,76.64,76.99,76.49
76.63,77.12,77.52,76.63
75.56,75.79,76.15,74.68
76.46,77.15,77.15,76.46
78.78,79.00,79.14,78.20
80.00,80.33,80.48,80.00
80.41,80.32,80.49,80.21
79.81,80.13,80.13,79.81
81.46,81.64,81.78,81.33
81.36,80.80,81.36,80.75
79.85,81.00,81.06,79.56
80.82,81.86,81.86,80.82
82.26,82.36,82.67,82.20
82.30,81.94,82.37,81.82
82.81,83.39,83.50,82.72
83.36,83.53,83.53,83.19
83.39,84.27,84.37,82.98
84.29,84.58,85.14,84.20
84.39,85.07,85.13,84.39
84.11,83.75,84.11,83.73
84.06,84.01,84.18,83.78
84.32,83.95,84.32,83.22
84.22,85.17,85.18,84.22
85.01,85.34,85.48,85.01
84.41,85.01,85.01,84.30
85.13,85.92,85.92,84.94
85.67,87.63,87.66,85.67
87.71,87.58,87.84,87.58
87.73,87.98,88.02,87.51
87.52,87.74,87.93,87.52
87.66,87.36,87.66,87.12
86.58,86.71,86.71,86.18
86.78,86.69,86.89,86.44
86.43,87.38,87.40,86.31
87.95,88.01,88.07,87.67
87.85,87.71,87.85,87.53
87.05,87.84,87.86,86.47
87.76,86.75,87.76,86.75
86.37,86.32,86.67,85.90
86.12,86.41,86.46,85.38
85.95,85.43,86.02,85.43
86.85,86.12,86.85,86.03
87.07,86.03,87.07,86.03
86.39,86.85,86.92,86.39
87.52,88.27,88.28,87.52
88.19,88.30,88.47,88.19
88.16,88.31,88.41,88.16
88.28,88.64,88.73,88.28
88.77,89.22,89.47,88.77
89.15,89.22,89.58,89.00
88.99,88.69,89.22,88.69
88.85,89.20,89.30,88.85
88.82,88.64,88.82,88.38
89.53,89.63,89.63,89.03
89.97,90.25,90.47,89.63
89.84,89.19,90.38,89.03
88.56,88.52,88.56,88.06
88.86,88.98,89.03,88.38
88.56,87.88,88.56,87.46
87.24,87.04,87.30,86.87
87.22,87.02,87.55,86.95
85.92,87.67,87.77,85.91
87.37,87.40,87.72,87.32
87.90,88.80,88.84,87.90
88.73,88.82,88.94,88.67
88.02,87.95,88.90,87.62
87.79,86.98,87.81,86.80
87.01,87.99,88.29,86.66
88.28,87.80,88.78,87.72
87.39,87.70,88.46,86.94
86.95,86.98,87.19,86.42
87.81,87.68,87.81,87.47
86.94,87.39,87.51,86.94
88.37,88.38,88.60,88.30
88.50,89.17,89.21,88.50
89.32,89.05,89.32,88.93
89.11,89.14,89.24,88.96
89.24,89.27,89.67,89.00
88.88,89.31,89.41,88.88
89.07,89.57,89.57,89.02
89.00,89.49,89.59,88.89
89.85,90.09,90.09,89.71
90.29,90.58,90.82,90.29
91.00,91.20,91.32,91.00
90.65,91.00,91.06,90.65
90.38,89.80,90.38,89.80
89.41,88.67,89.69,88.67
88.37,88.28,88.49,87.99
88.86,88.29,88.86,88.29
87.96,88.27,88.39,87.05
88.32,88.23,88.32,88.10
89.60,89.26,89.63,89.18
88.59,89.09,89.21,88.59
88.84,88.85,88.96,88.74
89.62,89.76,89.76,89.35
87.19,85.74,87.19,85.74
82.99,83.20,83.62,82.94
83.78,84.59,84.59,83.73
84.88,86.26,86.62,84.88
87.06,87.85,87.85,86.97
88.13,88.34,88.75,88.04
88.46,87.19,88.46,86.84
86.85,87.47,87.50,86.44
88.33,87.96,88.45,87.61
88.42,89.89,89.95,88.42
90.59,90.55,90.59,90.35
91.04,91.70,91.74,91.04
91.51,91.80,91.80,91.32
92.34,92.56,92.63,92.32
92.46,92.49,92.50,92.32
92.30,92.33,92.45,92.13
91.94,92.17,92.17,91.78
92.48,92.68,92.89,92.48
92.60,91.82,92.63,91.82
91.85,92.49,92.49,91.64
93.00,92.02,93.00,91.81
92.55,93.10,93.10,92.45
93.09,92.59,93.09,92.30
92.32,92.66,92.66,91.75
91.76,92.17,92.28,91.76
91.97,91.71,92.14,91.57
91.50,90.79,91.50,90.50
90.62,90.98,91.18,90.62
91.34,91.28,91.57,91.18
91.95,92.36,92.48,91.95
92.87,92.43,92.87,92.43
92.66,92.48,92.68,92.34
92.59,92.31,92.59,92.15
92.16,93.09,93.16,92.16
93.03,92.65,93.05,92.54
93.36,93.35,93.59,93.34
93.24,93.15,93.24,93.03
92.93,93.14,93.65,92.75
93.35,93.55,93.57,93.32
93.23,93.73,93.73,93.23
93.34,93.64,93.64,93.34
93.96,93.94,94.02,93.94
93.82,93.45,93.88,93.45
93.49,93.49,93.68,93.42
93.89,93.27,94.06,93.01
93.47,93.79,93.98,93.47
93.95,93.80,93.95,93.54
93.80,93.27,93.84,92.95
93.43,93.48,93.48,92.60
94.00,94.01,94.13,93.66
94.65,93.42,94.65,93.34
93.67,93.69,94.11,93.60
93.86,93.74,93.86,93.57
93.74,90.79,93.74,90.79
90.74,92.22,92.27,90.66
91.22,90.76,91.26,90.67
90.55,90.45,90.69,90.11
90.74,91.13,91.31,90.74
90.66,90.14,90.66,89.93
90.58,90.53,90.61,90.50
90.93,90.41,90.94,90.41
90.46,91.30,91.30,90.42
92.16,92.26,92.26,92.04
91.93,91.57,91.93,91.57
91.04,91.26,91.55,91.04
91.04,91.95,91.97,91.04
92.50,92.91,92.91,92.04
92.83,92.38,93.08,92.20
92.71,93.22,93.53,92.71
92.77,93.18,93.26,92.77
93.51,92.47,93.51,92.47
93.24,93.11,93.27,92.81
92.89,93.22,93.33,92.76
93.12,91.96,93.12,91.83
92.55,92.25,92.55,92.12
92.06,90.99,92.06,90.63
90.86,91.16,91.35,90.84
90.61,90.90,90.90,90.05
91.43,90.86,91.60,90.86
90.94,90.70,91.13,90.70
91.70,90.89,91.70,90.89
90.86,91.24,91.42,90.80
91.32,91.05,91.32,90.88
91.44,90.93,91.44,90.16
91.77,91.11,91.77,91.07
90.73,90.45,90.73,90.45
89.97,90.84,91.15,89.97
90.95,89.96,90.95,89.90
89.98,90.53,91.12,89.98
90.82,90.85,91.17,90.69
90.91,89.72,91.25,89.20
89.73,89.31,90.05,89.31
89.74,89.21,89.74,89.01
89.22,89.40,90.02,89.00
90.88,91.33,91.33,90.88
91.16,92.02,92.02,91.12
90.98,94.46,94.85,90.98
95.41,96.51,96.59,95.41
96.08,96.69,96.69,95.82
97.12,97.41,97.52,97.10
97.72,97.90,97.90,97.08
97.68,97.33,97.68,97.10
97.63,97.71,97.75,97.25
97.68,97.56,97.71,97.44
98.21,98.17,98.25,97.86
