RGI,Guggenheim S&P 500 Equal Weight Industrials ETF,NASDAQ
98.53,98.60,98.62,98.26
98.84,99.47,99.48,98.84
99.61,99.86,99.92,99.49
99.79,99.10,99.79,99.08
98.95,99.00,99.38,98.89
99.76,99.39,99.91,99.39
99.88,99.97,100.49,99.80
100.50,99.92,100.54,99.71
100.96,100.14,100.96,99.92
100.15,100.61,100.62,99.83
100.60,102.34,102.34,100.60
102.16,102.22,103.20,101.85
102.34,102.61,102.61,102.14
102.27,101.93,102.27,101.66
102.81,101.72,102.81,101.47
101.58,100.81,102.05,100.81
101.07,101.08,101.91,100.97
100.65,100.21,101.02,100.17
100.36,100.65,100.95,100.36
101.18,101.10,101.27,100.81
101.29,100.77,101.29,100.77
100.59,100.41,100.68,100.18
100.59,100.57,100.73,100.47
100.66,100.80,101.05,100.66
100.34,99.61,100.42,99.59
99.53,99.57,99.71,99.39
99.60,99.13,99.60,98.85
99.95,99.82,100.65,99.46
100.55,100.66,100.81,100.11
100.66,100.20,101.04,99.75
100.31,100.80,101.12,99.96
100.60,99.85,100.60,99.72
100.25,100.30,100.66,100.22
100.53,100.98,100.98,100.53
100.01,100.79,100.90,99.70
101.03,101.39,101.39,100.99
