AVB,AvalonBay Communities,NASDAQ
94.78,93.37,96.43,93.21
93.17,92.89,94.11,90.39
93.14,91.30,93.33,90.56
93.37,89.74,93.98,88.83
89.83,94.72,94.81,89.75
97.12,97.69,98.21,95.58
96.98,98.98,99.28,96.98
98.66,99.41,99.99,97.46
100.88,100.44,101.37,99.66
100.03,99.77,100.66,98.31
99.88,100.49,100.81,97.47
99.59,96.43,99.99,95.88
96.89,99.32,100.00,95.54
97.70,100.94,101.22,96.30
101.05,98.81,101.44,98.53
99.81,102.73,103.40,99.70
102.02,104.25,104.49,100.28
104.25,106.83,106.95,103.50
107.03,106.64,108.35,105.49
105.58,107.06,109.00,104.93
108.63,104.59,108.63,103.70
103.52,105.09,106.26,103.29
107.41,106.89,107.67,105.71
106.79,105.23,106.84,105.05
102.39,102.57,103.63,101.31
101.56,102.43,103.36,101.54
101.05,101.34,102.47,100.49
102.44,103.83,103.92,101.35
102.88,105.00,105.90,102.53
101.51,102.45,103.35,100.83
101.06,101.47,102.29,100.72
101.33,102.18,102.95,101.23
101.63,102.22,103.14,101.44
103.85,105.22,105.75,102.84
105.22,105.50,106.10,104.39
104.95,104.01,105.09,103.21
103.06,104.45,104.68,102.45
105.02,103.86,105.38,103.83
102.28,103.16,104.15,101.51
102.78,105.11,105.40,102.13
105.89,103.62,106.49,103.29
104.51,103.85,104.91,102.04
103.69,102.87,104.61,102.81
102.79,105.22,105.44,102.18
107.00,108.50,108.63,106.11
108.87,108.35,109.37,107.85
109.84,110.39,110.48,109.08
109.05,108.44,109.82,108.39
109.21,108.37,109.46,107.85
109.70,106.39,110.00,106.10
106.69,107.09,107.33,106.16
107.88,108.98,109.03,107.11
108.30,109.46,110.14,107.53
109.30,111.58,111.71,109.18
111.31,110.51,111.58,110.35
111.02,109.66,111.25,109.58
110.38,112.24,112.92,109.84
112.34,109.26,112.37,109.11
109.04,107.46,109.56,107.07
106.25,103.58,107.37,103.25
105.13,106.90,107.12,104.80
106.69,104.97,106.69,104.62
105.25,105.85,105.99,103.18
104.89,104.00,104.89,103.41
104.61,103.93,106.17,103.50
105.21,105.13,105.32,103.17
104.67,106.00,106.20,104.67
106.73,106.57,106.84,105.43
106.41,104.53,106.70,104.28
105.15,104.51,105.45,104.19
104.85,105.76,106.02,103.56
105.72,106.97,107.50,105.67
106.81,109.64,109.90,106.31
109.93,110.80,111.58,109.40
110.80,109.87,110.80,109.01
110.96,110.05,111.00,109.11
109.95,112.40,112.43,109.91
111.30,109.44,112.33,109.00
109.89,112.67,114.11,109.89
112.36,110.48,113.05,110.27
110.90,110.08,111.48,109.65
110.94,109.73,111.11,109.59
109.25,109.36,109.98,108.68
108.61,108.40,109.18,107.45
108.79,105.80,109.69,104.85
105.47,106.31,106.72,105.04
106.72,106.89,108.19,105.94
108.11,108.31,108.61,107.28
108.08,110.16,110.23,107.55
111.64,113.09,113.34,110.12
113.24,113.33,115.00,111.94
112.71,110.65,112.93,109.79
111.16,106.05,111.16,105.29
106.72,109.19,109.36,106.50
108.42,108.66,109.42,107.97
107.84,108.83,109.77,107.82
109.06,108.05,110.48,107.98
107.23,104.55,107.99,103.52
104.84,106.48,107.10,104.18
107.91,107.36,108.13,106.62
106.95,109.06,109.09,106.44
108.51,109.45,109.77,107.85
108.15,108.50,108.99,107.72
109.81,110.45,110.98,109.25
109.51,109.90,110.41,109.24
109.16,110.12,110.27,108.19
108.88,110.33,111.36,108.88
111.81,111.70,112.21,110.05
111.89,113.41,113.51,111.74
113.01,114.44,114.75,112.82
114.16,114.40,114.84,112.59
115.48,114.80,116.09,114.58
114.67,111.74,115.35,110.82
112.23,110.48,112.79,110.18
111.19,113.12,113.86,110.71
113.37,112.17,113.50,111.92
111.96,110.40,112.82,109.98
110.19,108.76,111.19,108.60
109.07,107.77,109.62,107.32
107.55,108.95,109.31,107.55
109.09,110.35,110.61,108.85
110.82,111.20,111.42,109.72
111.10,111.05,112.26,110.08
111.15,110.66,111.60,110.15
110.43,112.60,112.77,110.15
111.86,112.98,113.10,111.01
113.13,112.90,113.21,112.26
112.41,113.02,113.70,112.20
113.15,112.55,113.48,112.55
113.27,113.81,114.36,113.08
114.09,111.68,114.59,111.01
111.33,111.99,112.29,111.04
111.99,110.71,112.22,110.26
111.02,109.51,111.52,109.01
109.07,109.21,109.89,108.26
109.12,109.16,110.05,108.21
110.90,111.17,112.11,110.28
111.16,111.45,111.50,110.30
111.44,112.50,112.59,111.23
112.67,113.27,113.46,111.50
112.99,112.47,113.38,112.13
112.37,112.23,113.23,111.31
112.78,112.83,113.16,111.89
112.95,113.06,113.82,112.31
111.96,114.65,114.69,111.96
114.76,115.54,115.65,113.51
116.02,116.17,116.83,115.06
116.35,113.78,116.81,113.43
114.30,115.93,116.35,114.27
116.58,115.53,116.84,113.88
115.21,114.65,116.31,114.44
114.82,115.46,116.99,114.69
115.14,113.80,115.50,112.92
114.02,114.75,115.04,113.79
114.64,114.75,114.98,114.27
114.75,115.05,115.17,114.09
114.53,115.41,115.80,114.27
115.08,116.00,116.22,113.95
115.78,116.09,116.50,115.05
114.86,116.08,116.50,114.86
116.25,115.83,117.37,115.13
116.36,115.69,116.65,115.37
115.90,116.07,116.72,115.50
115.07,115.13,116.70,114.91
115.36,114.71,115.96,113.97
114.43,114.69,115.23,113.47
115.38,118.11,118.11,115.14
118.41,121.03,121.36,117.82
121.11,117.10,121.65,116.95
117.10,115.48,117.12,115.01
116.62,117.44,117.57,116.20
117.34,115.03,118.43,114.84
115.73,113.86,115.90,113.17
114.45,114.97,115.85,114.28
114.94,116.42,116.68,114.16
115.03,115.24,115.95,114.56
114.84,117.65,117.79,114.46
116.72,115.91,117.32,115.50
113.33,116.08,117.36,113.00
116.13,115.37,116.13,114.36
116.94,116.98,117.20,115.27
118.28,117.45,118.57,117.06
118.77,118.09,118.92,117.72
118.20,117.21,118.65,116.74
116.56,115.84,116.96,114.36
116.33,116.94,116.96,114.97
116.98,117.40,117.98,116.52
117.68,117.65,118.09,116.85
117.30,118.09,118.42,116.24
118.05,118.20,118.30,117.06
117.97,120.08,120.33,117.97
120.85,120.86,121.39,120.03
120.96,119.75,121.15,119.20
119.58,119.96,120.85,119.29
120.35,120.10,120.39,119.60
119.74,119.30,120.18,118.91
119.91,118.01,120.00,117.56
118.38,118.42,119.56,118.21
117.96,118.40,118.83,117.83
119.73,119.00,119.73,118.53
118.58,119.45,119.85,118.40
119.84,121.10,121.31,119.73
119.67,119.35,120.14,118.82
119.41,119.88,120.15,118.92
121.33,122.22,122.52,120.12
122.31,122.99,123.19,121.40
122.97,124.75,125.37,122.51
125.20,125.84,126.36,124.57
125.50,126.63,126.70,125.27
126.60,128.47,130.00,126.03
128.76,126.61,128.99,126.40
127.79,127.18,128.21,125.69
127.00,127.07,128.24,125.43
126.94,126.98,127.85,126.30
126.96,127.80,129.08,126.17
129.14,126.09,129.14,125.46
126.16,126.70,127.23,125.29
127.09,128.94,129.12,127.06
129.14,128.27,129.14,127.62
127.53,127.55,127.80,126.36
127.83,126.93,127.83,126.43
126.73,127.05,128.21,126.20
126.74,127.68,127.68,126.27
127.66,128.00,128.34,126.68
128.35,129.06,129.35,127.84
129.00,127.10,129.24,127.10
125.61,125.00,126.56,124.92
126.09,126.86,127.06,125.10
126.56,127.43,128.08,125.42
126.83,129.47,129.85,126.64
129.93,130.00,130.00,128.58
130.55,133.07,133.10,129.88
132.46,129.72,132.72,129.67
129.98,128.76,131.10,128.56
127.78,131.24,131.83,127.51
130.58,129.97,131.27,129.73
130.99,132.28,133.84,130.81
131.90,132.62,133.51,131.54
132.77,132.63,132.88,131.01
132.14,130.00,132.54,129.82
130.64,131.00,131.52,130.03
131.76,132.66,132.71,131.28
131.56,130.30,132.00,129.43
130.30,128.73,130.60,127.00
129.85,129.08,130.12,128.34
128.92,131.74,132.18,128.92
132.00,131.77,132.78,130.98
131.36,131.49,132.96,131.23
129.91,127.61,130.00,126.45
127.72,127.50,128.89,126.74
127.82,127.56,128.17,127.09
127.67,127.35,128.13,126.42
128.00,127.85,128.35,127.13
128.34,128.40,128.97,127.75
128.81,132.56,132.90,128.42
132.24,134.39,134.55,131.79
133.49,135.54,135.59,132.91
136.00,137.54,137.85,135.83
136.14,137.33,137.46,135.29
135.77,134.51,136.32,134.24
134.20,134.88,137.23,133.99
135.76,132.13,135.76,132.00
132.86,130.91,132.92,130.47
131.43,132.71,132.95,130.72
132.26,132.30,132.54,130.93
133.19,135.39,135.39,132.51
135.47,137.71,137.73,134.75
138.32,139.03,139.91,137.84
139.02,139.51,139.56,138.21
137.45,138.01,138.95,137.18
138.00,137.62,138.35,137.22
137.27,134.36,137.67,134.30
131.15,132.98,134.78,131.01
132.35,134.19,134.71,130.91
135.71,132.84,135.79,132.24
132.36,129.39,133.57,129.17
129.70,128.30,129.97,125.06
126.80,123.65,127.86,123.58
125.14,121.46,125.14,120.50
119.32,116.35,121.01,115.91
118.31,125.57,125.71,117.40
122.63,125.67,131.68,122.59
126.30,131.09,133.31,125.54
132.24,129.30,134.14,128.77
130.16,132.40,132.79,129.98
130.82,132.89,133.95,130.23
133.62,133.50,135.22,132.41
125.78,128.18,128.58,125.26
127.82,125.50,128.73,124.95
127.82,126.57,128.00,124.59
126.65,128.88,128.95,125.63
128.43,131.07,131.24,127.40
132.08,128.65,133.81,127.23
127.73,130.59,130.60,124.62
132.04,133.69,133.80,131.59
134.13,134.80,135.61,131.17
136.17,136.38,136.95,134.60
136.42,134.56,136.66,134.00
131.59,134.36,135.20,130.60
130.65,133.32,135.26,130.65
134.22,136.44,136.69,132.31
135.99,136.64,137.93,135.13
135.02,132.32,136.12,131.74
130.68,133.72,133.74,130.68
134.50,133.26,134.71,131.99
133.77,130.40,133.89,129.53
131.23,130.14,131.54,129.15
130.64,130.18,131.24,127.66
128.30,126.29,128.34,126.22
127.00,126.12,127.71,125.84
125.31,118.75,126.76,118.53
115.67,115.28,117.62,113.25
114.51,117.35,117.55,114.27
118.40,118.53,118.76,116.29
120.65,120.25,121.52,119.54
118.89,117.06,120.48,116.71
119.30,118.40,119.32,116.61
116.84,114.05,118.44,114.01
114.30,110.78,116.69,110.74
109.40,116.99,117.41,107.54
116.67,115.55,116.80,110.00
114.88,118.86,118.95,114.19
120.08,115.97,120.55,115.74
117.95,121.10,121.22,117.72
122.07,118.50,122.07,117.78
119.32,120.11,121.98,118.22
119.43,119.13,120.25,117.33
120.83,121.83,122.23,119.94
120.31,117.22,120.66,116.91
117.46,120.73,121.05,116.86
120.20,120.83,122.40,120.04
121.17,120.49,121.69,118.34
121.72,124.45,124.50,121.24
124.61,127.10,128.06,124.10
126.02,127.03,128.12,124.81
128.26,128.04,128.43,125.51
130.61,134.15,136.40,130.28
134.40,133.09,135.41,130.94
132.19,133.69,134.49,129.62
126.05,125.43,130.27,125.14
128.18,128.97,129.40,126.27
129.71,129.04,129.71,125.10
127.18,130.32,130.42,126.77
130.36,130.30,132.23,128.27
130.94,131.25,131.43,127.07
127.95,124.92,129.22,124.48
127.01,125.13,127.01,124.38
126.59,129.32,129.51,125.87
128.23,126.69,128.69,126.43
126.32,127.93,128.75,126.00
127.24,125.65,127.92,125.54
125.40,122.29,125.40,121.57
123.26,123.24,123.36,121.39
121.19,120.66,121.67,119.00
120.61,119.45,121.64,119.38
118.52,116.95,119.03,116.58
116.76,118.10,120.27,116.25
121.80,119.42,122.39,118.12
119.96,118.81,120.35,117.97
122.08,124.85,125.09,120.95
124.40,123.89,124.76,122.13
125.24,124.01,126.54,123.66
125.76,123.06,125.76,122.34
122.97,122.58,123.22,121.73
122.06,124.75,125.04,121.63
124.13,121.96,124.63,121.60
122.42,125.64,126.68,121.60
124.56,123.07,124.56,122.26
123.57,122.72,125.12,121.92
122.00,125.25,126.69,122.00
126.63,128.49,128.94,125.90
129.36,128.96,131.55,128.52
129.42,127.07,129.43,126.87
128.90,129.46,129.86,128.41
130.17,128.93,130.17,128.17
129.32,131.83,132.50,129.14
132.73,131.95,132.80,130.81
131.88,132.56,133.38,131.00
131.26,130.00,131.61,129.74
130.33,131.14,131.48,130.00
131.20,130.60,132.37,130.58
133.94,130.04,133.94,128.99
128.65,127.48,129.44,127.26
127.23,129.83,130.16,126.76
130.22,128.20,130.70,127.93
128.27,126.95,128.94,126.72
128.24,128.11,129.23,127.61
127.75,127.53,128.17,126.37
126.98,124.26,126.98,123.79
124.61,126.49,126.82,123.71
127.33,128.73,130.21,127.31
128.82,127.98,130.85,127.74
128.45,127.09,128.75,126.92
127.09,127.82,128.22,126.17
127.16,129.73,129.97,127.16
128.17,131.13,131.38,128.17
130.71,133.81,133.95,130.62
133.61,134.89,136.10,133.61
134.53,135.42,135.92,133.65
135.10,134.88,135.10,133.25
134.75,136.01,136.12,134.51
137.04,136.92,138.20,135.24
135.98,138.24,138.28,133.73
139.55,139.82,139.98,137.86
139.21,138.18,139.34,137.48
137.22,136.99,138.40,136.88
137.30,135.81,137.69,135.18
135.68,134.37,136.15,134.22
133.58,134.45,135.34,133.58
135.63,135.33,136.14,134.86
134.75,132.75,134.98,132.03
133.05,132.45,133.25,131.65
132.20,132.95,133.35,132.13
133.48,134.03,134.45,132.51
134.23,130.88,134.70,130.43
129.64,129.87,131.95,129.62
129.81,130.06,130.75,129.65
131.11,133.00,133.48,130.43
132.29,132.63,132.96,131.10
133.01,130.96,133.27,130.73
131.05,129.67,131.94,129.51
129.27,131.09,131.26,129.27
131.01,132.22,132.46,130.66
132.09,134.90,135.17,131.77
133.82,133.55,135.16,133.27
133.85,134.56,134.67,132.39
134.99,134.00,135.13,133.39
134.76,137.80,137.98,134.70
137.79,138.76,139.60,137.68
139.79,140.39,140.61,138.50
140.11,138.82,140.57,137.72
139.16,137.41,139.16,136.75
137.38,138.48,138.52,137.37
138.38,139.39,140.09,137.47
138.83,138.49,139.60,138.25
138.59,137.27,138.59,136.70
136.23,135.54,136.23,134.23
135.45,137.09,138.17,135.28
138.32,138.89,139.19,138.06
138.97,139.20,140.27,138.75
138.53,138.00,138.53,136.48
136.58,138.66,138.94,136.58
139.16,141.35,141.69,139.12
141.36,141.43,141.66,140.25
141.19,141.57,142.00,140.62
140.76,139.98,140.84,139.40
139.41,139.72,140.30,139.05
138.14,138.94,139.59,137.32
139.13,136.39,139.43,135.73
137.79,137.34,138.28,136.87
137.69,139.66,139.88,137.22
138.72,140.15,141.40,138.07
141.21,142.10,143.20,140.62
142.62,142.32,142.92,140.98
141.60,142.13,142.70,141.22
142.16,142.48,143.21,141.81
142.78,144.83,145.25,142.64
143.31,143.06,144.42,141.62
141.75,144.54,145.19,141.29
144.24,145.64,145.82,144.24
143.89,145.72,146.09,142.95
145.41,146.06,146.59,145.04
145.30,145.40,146.06,144.36
145.66,147.56,148.62,145.18
146.75,147.07,147.78,145.77
147.26,145.42,147.88,145.35
144.51,145.43,146.46,144.44
145.32,147.81,148.22,145.03
147.09,147.34,147.71,146.52
146.30,146.53,147.64,145.52
147.63,146.93,147.83,145.46
146.38,146.90,147.33,145.01
146.06,143.70,146.44,143.63
144.24,143.85,145.15,143.50
144.42,141.91,144.58,141.22
141.88,138.04,141.88,138.04
138.35,136.92,139.98,136.38
136.95,140.11,140.51,136.84
140.10,141.16,142.13,139.88
140.39,141.10,141.29,138.99
139.16,141.14,142.01,139.16
141.74,139.84,141.99,139.35
140.13,142.03,142.08,140.13
140.71,138.47,140.71,138.38
138.70,139.75,141.04,137.44
137.26,137.01,138.42,135.66
136.60,135.38,137.20,134.50
134.88,138.59,139.30,134.59
140.15,141.18,141.35,138.46
149.39,140.15,149.39,139.67
139.59,141.66,142.01,139.59
142.73,138.47,142.73,138.33
138.99,139.19,139.27,136.84
136.86,138.79,139.90,136.86
138.38,140.51,141.26,138.38
140.79,140.70,140.84,139.52
140.63,141.52,143.13,139.78
141.30,141.85,142.89,140.61
142.14,141.04,142.39,140.09
140.64,138.26,141.32,138.16
138.49,137.36,139.36,136.28
136.91,137.07,137.56,136.07
137.45,137.39,138.64,137.05
137.32,136.72,137.48,136.26
136.15,138.01,138.13,135.00
140.64,141.48,141.68,139.94
141.38,143.36,143.51,141.20
143.43,144.05,144.64,142.52
143.22,143.53,144.26,143.01
146.21,144.59,146.21,142.19
143.63,144.65,145.06,143.63
145.02,142.74,145.57,142.05
142.62,143.22,143.64,141.71
142.43,146.30,147.00,142.14
146.48,149.05,149.15,146.26
148.13,149.70,149.87,148.13
151.10,151.00,151.10,148.68
150.69,150.50,151.23,149.45
149.45,149.30,150.68,147.67
148.55,148.07,149.29,147.82
145.05,146.97,147.94,145.05
147.14,145.81,147.96,144.84
146.62,145.32,146.97,144.91
142.50,144.58,146.39,142.50
145.09,145.51,146.76,145.09
145.39,146.18,146.77,145.03
145.64,147.09,147.42,145.48
147.68,144.45,148.94,144.35
143.47,144.86,144.92,143.44
145.62,144.72,146.40,144.30
144.75,143.43,145.20,143.36
144.17,141.69,144.17,141.32
141.43,139.70,141.43,139.06
140.08,139.39,140.55,138.75
139.27,140.34,140.46,139.21
139.88,139.18,140.64,138.73
139.32,138.56,139.63,137.88
138.17,139.84,139.87,138.09
139.87,140.78,140.88,138.64
140.30,141.76,141.78,140.27
141.40,141.52,141.87,140.75
141.70,141.55,142.00,141.13
141.55,143.30,143.57,140.73
142.98,143.74,144.71,142.02
143.16,144.18,144.68,142.56
144.17,143.77,144.53,142.94
143.47,143.56,144.31,142.61
143.49,142.92,143.86,142.79
142.22,141.78,142.72,141.41
142.14,141.52,142.31,140.62
141.00,142.54,142.57,140.32
142.70,142.58,143.14,141.76
143.57,143.48,143.90,142.85
144.00,144.36,144.92,143.81
143.27,141.25,144.08,141.22
142.57,140.95,142.57,140.53
140.92,140.41,141.28,140.14
140.65,141.59,141.77,139.89
142.30,141.33,143.18,141.08
140.86,141.30,142.38,140.82
141.43,140.53,141.97,140.11
139.86,141.46,142.10,139.86
140.54,138.53,140.89,138.37
139.22,138.81,139.34,138.26
137.64,137.77,139.39,137.54
138.51,135.45,138.62,135.38
134.40,135.36,136.55,134.03
135.33,136.61,137.88,135.30
135.83,135.99,136.69,135.37
136.42,135.42,136.54,133.50
135.92,136.63,136.71,135.07
136.80,136.70,137.67,136.38
137.09,136.28,137.66,135.78
136.47,136.21,136.86,135.87
135.75,134.74,136.09,134.43
134.99,133.67,135.37,133.51
133.08,134.72,134.73,132.93
134.76,133.41,135.50,133.30
133.74,132.29,134.69,132.17
132.72,133.11,133.29,131.74
133.75,133.29,134.19,132.99
133.59,133.48,133.98,132.81
133.47,136.16,136.24,133.47
135.65,136.91,138.52,135.65
136.08,135.04,136.40,134.08
133.96,134.05,135.10,133.12
134.64,134.08,135.27,133.24
132.00,133.92,135.00,132.00
133.64,133.07,133.83,132.41
133.90,135.56,135.95,133.54
135.59,136.90,137.69,134.68
137.64,137.72,139.70,137.31
136.97,137.03,137.69,136.15
137.10,136.82,137.59,135.89
136.58,135.31,137.22,135.25
135.29,132.85,135.44,132.84
132.74,131.93,133.11,131.81
132.37,131.16,132.37,130.42
130.45,130.32,131.51,130.11
130.67,127.61,130.77,127.10
127.64,127.69,128.10,126.12
127.82,128.87,129.05,126.25
130.11,129.97,136.64,129.26
129.81,129.14,129.90,128.40
129.37,127.39,129.90,127.36
128.03,128.54,129.05,127.58
128.04,128.95,130.22,127.60
127.00,132.35,135.56,126.89
131.66,132.05,132.61,130.62
132.91,133.04,133.89,132.00
133.40,131.79,133.50,131.74
132.30,133.00,133.28,132.10
132.98,134.23,134.23,132.84
134.15,132.72,134.71,132.69
132.70,135.98,135.98,132.55
135.83,133.68,135.83,133.15
135.96,132.97,135.96,132.83
133.26,133.07,133.85,132.68
133.74,133.96,135.12,132.47
133.62,132.48,133.75,131.91
132.79,132.60,133.62,131.97
133.37,133.19,133.98,132.40
133.65,133.45,134.04,133.09
133.32,133.40,134.12,133.32
132.65,135.57,135.66,132.35
134.34,136.65,136.91,134.32
135.82,136.52,137.00,135.25
136.83,135.06,136.91,134.79
134.59,135.78,135.91,134.18
135.01,133.98,135.96,133.98
134.10,135.59,135.59,133.63
137.28,136.03,137.86,135.12
136.37,136.78,137.44,135.92
136.78,136.37,137.12,136.23
135.94,136.51,136.76,135.46
136.36,136.09,137.08,135.56
136.36,136.64,136.82,135.65
137.11,137.09,137.28,136.26
137.11,136.16,137.76,136.00
136.34,136.81,137.00,136.16
136.31,138.37,138.50,136.31
137.89,137.93,138.38,137.47
138.42,138.58,138.75,137.90
138.35,138.56,138.67,137.50
138.23,139.15,139.16,138.23
138.72,138.96,139.22,138.70
139.45,138.34,139.51,137.73
138.83,138.42,139.38,138.13
138.93,137.64,139.05,137.60
137.49,137.92,138.60,137.16
137.19,135.64,137.85,135.50
133.96,129.79,135.25,126.69
130.85,126.11,130.85,125.82
126.00,125.93,126.36,124.30
126.07,126.37,126.84,124.11
126.31,128.49,130.48,126.13
128.38,126.99,128.38,126.16
127.51,128.84,129.08,127.51
128.84,129.78,130.37,128.84
129.63,130.83,130.90,129.30
131.10,130.23,131.23,129.88
129.41,130.05,130.82,129.41
129.98,130.26,130.26,129.30
130.59,130.42,130.99,129.64
130.32,129.69,131.06,129.65
129.61,127.70,129.86,127.69
128.21,128.83,128.90,128.09
129.25,126.33,129.32,126.33
126.92,126.53,127.35,125.52
126.38,125.94,127.04,125.91
125.92,124.83,126.49,124.75
124.56,126.21,126.25,124.00
125.82,126.65,126.79,125.43
127.12,126.74,127.74,126.19
126.85,126.23,127.20,125.76
126.25,124.75,127.01,124.47
124.92,124.08,125.03,123.16
124.03,124.02,124.29,123.04
123.87,125.73,125.91,123.55
125.42,126.78,126.99,124.85
126.60,129.21,129.40,126.42
128.71,128.37,128.96,127.59
127.96,126.75,128.79,126.61
127.14,126.19,127.68,125.28
126.61,126.53,127.13,125.86
125.84,125.45,126.94,125.40
125.56,126.83,127.52,125.47
127.23,126.52,127.55,126.35
126.00,127.09,127.58,126.00
126.49,126.64,127.02,125.98
126.86,126.67,127.09,126.12
127.18,128.09,128.12,126.67
128.88,128.14,129.20,127.90
128.23,128.00,128.50,127.51
128.30,132.22,132.23,128.19
131.15,133.44,133.54,130.96
133.38,133.03,133.68,132.56
132.91,133.50,133.99,131.63
134.24,133.48,134.24,133.03
133.63,134.70,135.37,133.51
134.55,135.57,135.60,134.36
134.72,132.47,135.36,132.46
133.37,133.90,134.31,132.35
133.59,131.19,133.59,131.12
131.59,132.01,132.34,130.46
132.50,133.07,133.42,131.85
133.16,132.06,133.16,131.54
132.39,131.89,132.39,131.10
132.13,132.08,133.02,131.81
131.96,131.13,132.01,130.55
131.23,130.22,131.55,129.72
130.58,131.05,131.26,129.84
131.03,133.04,133.04,130.77
133.50,132.24,135.73,131.80
132.50,130.70,133.26,130.11
131.52,129.79,131.85,129.24
130.21,130.76,130.99,129.54
130.78,133.00,133.20,130.54
132.73,132.77,133.37,131.92
132.46,132.57,133.09,132.09
132.84,133.29,133.54,132.02
133.20,134.79,135.00,132.81
134.57,136.64,136.65,134.57
136.76,137.18,137.22,135.70
136.61,138.02,139.31,136.61
138.10,138.69,139.01,138.01
138.65,140.64,141.04,138.57
141.00,141.46,141.95,140.49
141.67,138.56,141.83,138.04
137.00,138.99,138.99,136.09
138.37,138.58,138.79,137.29
139.55,136.58,140.29,135.87
135.65,136.66,136.92,132.30
136.66,133.36,137.00,133.14
132.88,132.66,134.80,132.54
132.67,135.24,136.08,131.60
135.60,136.05,137.00,134.87
135.79,134.26,136.42,133.96
134.14,134.50,135.29,132.91
134.28,134.48,134.77,132.24
134.49,133.45,134.94,132.93
132.91,131.08,132.91,131.03
131.55,129.30,131.55,129.00
129.71,134.56,135.04,129.60
134.46,134.59,135.82,133.45
135.31,134.26,136.03,133.49
134.36,134.90,135.80,133.89
134.81,130.77,135.22,130.15
129.98,127.97,130.11,126.91
