BPT,BP Prudhoe Bay Royalty Trust Common Stock,NASDAQ
95.00,96.26,97.21,95.00
95.00,94.68,96.74,94.07
95.66,94.75,96.04,94.48
93.49,93.98,94.45,91.90
94.19,94.66,95.13,94.04
95.38,95.66,96.21,95.20
95.95,95.63,97.07,95.50
95.82,96.27,96.83,95.07
96.29,96.82,97.42,96.29
97.29,97.50,97.93,97.01
97.00,97.47,97.89,96.61
97.29,96.81,97.94,95.00
96.65,97.51,98.22,96.65
98.02,97.28,98.10,96.01
97.50,96.95,98.06,96.07
96.09,95.04,96.43,94.30
95.38,93.49,95.38,93.00
92.85,87.53,93.12,86.25
87.50,90.22,90.30,87.50
91.00,91.53,92.88,91.00
91.26,89.38,91.45,88.70
88.90,90.00,90.88,88.77
90.39,90.75,91.25,89.32
91.29,91.06,91.99,90.91
90.91,90.11,90.91,89.42
90.00,90.50,90.85,89.66
90.13,91.02,91.37,90.00
91.00,90.77,91.94,90.15
90.48,90.24,90.70,89.25
90.00,89.83,90.63,89.54
90.16,90.12,90.64,89.86
90.50,90.01,90.65,89.71
89.90,89.96,90.23,89.40
90.00,89.81,90.00,88.55
89.57,88.84,89.90,88.52
88.75,83.37,88.84,82.55
82.59,84.38,85.40,82.05
84.40,84.99,85.76,84.40
85.25,84.26,85.34,84.10
84.03,84.91,85.42,84.03
84.90,85.33,85.74,84.64
84.87,84.91,85.59,84.30
84.99,84.22,85.50,84.22
84.12,84.32,84.98,83.50
84.43,83.33,84.50,83.11
83.31,84.52,84.79,83.01
84.60,85.54,85.75,84.00
85.06,85.39,86.15,85.01
85.34,86.52,87.38,85.26
87.01,86.28,87.35,86.08
86.27,86.15,87.28,85.51
86.09,85.38,86.88,85.01
86.31,85.00,86.68,84.75
84.75,84.32,85.18,84.32
84.66,84.10,85.00,84.10
84.48,85.30,85.43,84.15
85.50,84.36,85.63,84.20
84.42,84.12,84.93,83.51
83.96,84.13,84.99,83.60
84.19,84.58,84.99,84.15
84.90,84.68,85.84,84.40
84.70,84.11,84.99,84.01
84.00,83.96,84.63,83.57
84.00,84.83,84.97,83.85
85.00,86.23,86.63,84.90
86.35,85.82,86.35,85.61
85.61,85.86,86.24,85.61
85.81,85.90,86.00,85.41
85.72,86.50,86.64,85.59
86.22,87.52,87.83,86.20
87.55,86.72,87.81,86.58
86.58,86.69,87.44,85.55
86.60,87.65,88.23,86.50
87.70,87.76,87.95,87.45
88.00,87.95,88.40,87.50
88.07,88.72,89.14,87.97
88.70,89.30,89.83,88.03
89.49,87.16,89.70,87.14
88.14,88.21,88.85,86.45
85.78,85.91,86.44,85.02
85.78,85.81,86.29,85.14
85.46,85.19,85.69,84.50
84.90,85.34,85.45,84.66
85.52,86.00,86.50,85.31
85.75,85.24,86.35,85.04
85.69,85.67,85.93,85.30
86.17,85.48,86.36,85.40
85.51,85.46,86.20,85.25
85.00,84.21,85.38,84.03
84.64,84.19,84.64,84.02
84.19,83.43,84.53,83.33
83.05,82.82,83.40,82.25
82.69,82.62,83.16,82.59
82.28,79.74,82.60,79.31
79.70,79.02,79.99,78.04
79.00,79.75,80.38,78.34
80.24,81.19,81.48,80.00
81.20,80.86,81.45,80.46
81.50,80.04,81.50,80.03
80.05,79.09,80.50,78.66
78.74,79.71,79.85,78.74
79.46,78.69,79.99,78.55
78.50,78.15,78.65,78.06
78.05,78.60,78.99,78.05
78.12,79.16,79.74,78.12
79.00,79.13,79.48,79.00
79.13,78.84,79.40,78.50
78.84,77.83,78.84,77.13
77.75,77.44,78.73,77.26
77.26,78.31,79.08,77.26
78.56,78.22,78.75,77.91
78.00,75.21,78.06,74.52
75.00,75.93,76.18,75.00
75.76,75.65,76.38,75.62
75.51,76.04,76.84,75.51
75.71,75.73,76.47,75.18
75.64,75.84,76.90,75.53
75.77,76.03,76.99,75.77
75.94,75.92,76.34,75.70
76.06,76.37,76.68,76.05
77.00,76.07,77.65,76.01
76.41,76.51,76.90,76.06
76.48,76.55,77.20,75.54
76.75,77.21,77.37,76.44
77.15,76.82,77.21,76.76
76.36,76.09,77.21,76.00
76.22,76.07,76.77,75.80
76.26,76.35,76.40,75.83
76.50,75.65,76.50,75.60
75.51,75.55,76.21,75.14
75.44,76.40,76.68,75.44
76.50,76.87,77.45,76.50
77.49,77.60,78.49,76.87
78.12,78.79,79.16,77.84
78.79,79.41,79.49,78.60
79.12,79.63,79.85,79.10
79.63,79.28,79.74,78.76
79.18,78.78,79.52,78.50
79.99,81.50,81.50,79.34
81.75,82.15,82.45,81.50
82.56,81.25,82.58,80.80
79.62,80.46,82.22,79.62
81.42,79.99,81.42,79.95
77.54,76.94,77.99,75.76
76.90,77.24,77.28,76.01
77.00,74.50,77.25,74.50
73.89,75.00,75.12,70.50
75.00,74.95,75.50,74.00
76.17,76.94,78.75,75.67
78.00,76.92,78.00,76.84
77.00,76.27,77.30,76.11
76.00,75.75,76.04,75.18
75.75,75.83,76.87,75.58
75.75,76.95,76.99,75.54
76.90,77.20,77.25,76.45
76.50,77.55,77.60,76.50
77.34,77.98,77.98,76.78
78.25,76.05,78.45,76.00
76.29,77.65,77.65,76.29
77.42,78.66,78.69,76.69
78.80,79.00,79.49,78.02
79.47,80.14,80.14,79.09
80.26,80.00,80.87,79.77
80.16,79.90,80.37,79.80
80.00,80.33,80.43,80.00
80.44,81.28,81.37,80.24
81.30,81.32,81.41,80.92
81.49,81.92,82.00,81.18
82.00,81.51,82.00,81.22
81.80,82.26,82.34,81.60
82.35,82.34,83.00,82.06
82.48,83.20,83.27,82.30
83.27,83.16,83.86,82.60
82.60,81.39,83.95,80.99
81.50,80.39,82.03,80.10
80.36,80.50,81.32,80.11
80.73,80.24,81.75,80.02
82.00,80.60,82.00,80.60
81.06,81.91,82.38,81.04
82.31,83.21,83.30,82.23
83.51,82.16,83.86,81.91
82.50,82.81,83.09,82.45
82.85,82.60,83.24,82.51
82.50,81.88,82.75,81.57
82.50,81.81,82.53,81.56
81.60,82.68,83.04,81.60
82.70,82.01,82.94,81.75
82.60,82.37,82.91,82.08
82.75,82.62,82.75,82.40
82.73,82.97,83.01,82.51
83.09,84.00,84.00,82.67
84.00,83.84,84.14,83.51
84.08,84.00,84.60,83.85
83.98,83.70,84.42,83.50
83.50,84.22,84.25,83.50
84.50,84.95,84.95,84.17
85.00,84.44,85.00,84.31
84.75,84.75,85.00,84.30
85.25,85.67,85.86,85.01
85.80,86.56,87.14,85.67
86.80,86.60,86.95,85.76
87.02,86.83,87.77,86.50
87.41,87.46,87.49,87.00
87.60,87.94,87.94,87.45
88.00,87.67,88.20,87.12
83.78,83.99,84.57,83.55
84.49,83.73,84.53,83.65
83.66,83.62,84.05,83.23
83.75,84.53,84.86,83.51
84.77,84.85,85.00,84.45
85.94,85.67,86.00,85.40
86.00,86.24,86.50,85.44
86.50,86.41,86.89,86.35
86.85,85.85,86.85,85.68
86.07,85.19,86.09,85.12
86.00,88.00,88.10,85.75
88.10,89.20,89.44,88.00
89.59,87.48,89.59,87.42
87.23,85.31,87.88,85.30
86.40,86.85,87.00,85.60
87.17,86.93,87.46,86.51
87.40,87.24,87.78,87.00
87.81,87.94,88.48,87.39
88.50,87.27,88.50,86.26
87.30,86.78,87.53,86.56
87.38,87.71,88.05,87.20
88.59,89.03,89.50,88.51
89.44,89.12,90.00,89.03
89.32,89.35,89.49,88.37
89.75,90.91,91.00,89.28
91.70,93.34,93.59,91.48
93.50,92.66,94.50,92.59
93.95,93.60,94.99,93.50
93.85,94.05,94.50,93.50
94.25,93.40,94.25,93.26
93.24,92.14,94.02,91.40
92.00,91.69,92.33,91.36
91.65,91.88,92.53,90.59
91.95,90.75,91.99,90.75
91.00,92.19,92.19,90.79
92.25,92.36,92.88,92.00
93.00,93.45,93.45,92.60
93.55,94.52,94.54,93.55
94.60,94.45,94.94,94.05
94.56,95.50,95.50,94.50
95.14,95.82,95.90,95.01
95.90,95.66,96.00,95.25
96.00,97.36,97.55,95.91
97.55,98.00,98.00,97.07
98.18,99.71,99.80,98.01
99.89,102.80,102.97,99.44
102.53,99.09,102.68,96.10
99.71,98.35,99.71,98.20
99.38,97.11,99.44,96.38
97.20,96.50,97.70,96.24
96.50,97.89,97.89,96.24
97.89,98.70,98.91,97.81
98.84,99.80,99.82,97.92
99.79,98.90,99.82,98.35
99.43,98.94,99.54,98.75
98.86,98.48,99.42,98.42
98.84,98.79,98.86,97.25
98.49,98.17,98.99,97.48
98.97,97.25,99.00,97.01
97.59,97.81,98.57,97.34
98.44,98.51,100.24,98.00
98.55,98.70,99.11,97.90
95.69,94.90,96.22,94.81
94.75,92.29,94.80,92.07
92.45,91.35,92.93,90.64
91.67,94.27,94.39,91.29
94.96,91.53,94.96,91.36
92.00,91.62,92.97,91.25
92.80,92.10,92.98,91.66
92.90,93.31,93.95,92.01
93.00,93.05,93.22,92.00
93.00,92.61,93.05,92.31
92.53,92.55,93.28,92.37
93.00,91.33,93.37,91.16
91.16,88.85,92.33,88.50
88.93,87.64,89.73,87.10
87.19,85.86,87.25,83.75
86.00,87.50,87.75,84.72
87.95,90.50,90.69,87.75
91.29,88.74,91.29,88.06
88.67,89.32,89.50,87.25
89.31,89.37,89.49,88.50
89.29,91.06,91.06,88.62
92.54,92.33,92.54,91.10
91.65,93.36,93.40,91.18
93.01,93.20,94.24,92.75
93.27,92.48,93.55,92.10
92.21,92.96,93.06,91.51
92.90,92.52,93.23,92.13
93.07,92.09,93.15,92.00
92.07,91.79,92.32,91.54
91.50,92.50,92.50,90.20
92.50,92.84,92.98,91.81
93.00,93.51,93.75,92.52
93.97,92.70,93.98,92.70
94.00,95.30,95.75,93.01
95.20,96.43,96.50,95.10
96.75,96.93,97.38,96.00
96.95,96.23,97.21,95.27
96.15,95.76,96.15,95.01
95.35,94.79,95.98,94.50
94.74,96.04,96.13,94.41
96.00,93.59,96.17,93.37
93.13,94.41,94.80,93.13
94.29,94.08,94.65,93.32
93.95,94.70,95.23,93.42
94.95,93.19,94.95,92.58
93.46,94.00,94.08,92.72
94.00,95.90,96.08,93.76
95.80,95.01,95.88,94.66
95.16,94.49,95.46,94.07
94.50,93.28,94.85,92.94
93.15,92.32,93.59,92.20
92.17,92.81,93.29,91.51
92.81,93.55,94.00,92.05
93.60,92.22,93.60,92.07
92.21,93.81,93.93,92.21
93.75,95.12,95.18,93.35
95.25,94.23,95.40,93.80
94.65,93.84,94.96,92.36
93.50,93.75,94.00,92.05
94.00,94.73,94.73,93.01
94.00,92.70,94.00,90.70
92.63,90.92,92.70,90.54
90.86,90.83,91.04,88.50
90.83,88.58,91.00,88.48
85.39,82.03,85.52,81.00
81.72,78.87,81.72,78.51
78.79,77.33,79.00,76.23
76.50,79.85,81.99,76.30
79.77,84.28,85.16,79.06
85.95,85.68,86.48,84.45
85.80,86.49,87.51,85.21
88.19,87.95,88.87,86.84
88.25,85.28,88.43,85.11
85.99,86.81,87.05,85.38
87.47,85.21,87.47,85.21
84.75,82.59,84.78,82.47
82.54,84.65,84.66,82.01
84.71,84.16,86.19,83.83
84.45,83.81,85.00,83.64
84.25,84.60,84.85,83.50
84.38,83.16,84.99,83.01
83.00,81.75,84.62,80.01
81.69,82.89,82.99,81.25
82.99,83.80,84.42,82.25
82.92,85.20,85.49,82.88
85.50,84.45,86.24,83.99
84.46,85.27,85.44,83.47
85.10,83.28,85.50,83.00
83.30,81.28,83.99,81.00
81.10,82.62,82.99,81.10
82.21,82.04,82.99,81.45
82.00,80.83,82.49,80.70
81.74,81.37,81.76,80.90
81.51,81.79,82.50,81.51
83.24,82.07,83.24,81.69
82.41,82.50,82.90,82.11
82.60,81.04,82.80,81.04
81.07,80.94,81.10,80.50
79.00,76.70,79.50,76.40
76.01,74.80,76.92,73.05
74.00,77.14,77.14,73.50
78.41,78.94,79.76,77.28
78.12,77.30,78.99,77.20
77.74,78.04,78.44,77.12
77.00,72.67,77.50,72.28
72.00,72.95,75.46,71.00
72.00,71.31,72.50,70.33
71.06,70.52,73.44,70.50
70.11,67.95,70.50,67.80
67.95,64.55,68.90,64.30
62.00,61.13,65.35,60.83
62.00,65.81,66.50,61.50
68.80,68.48,69.51,65.51
70.50,71.12,72.92,70.01
71.18,67.35,71.64,67.26
67.65,68.08,69.57,67.52
68.00,66.80,68.12,66.66
66.92,67.66,68.41,66.92
67.62,66.85,68.49,66.85
66.50,67.19,67.88,66.43
66.97,67.64,68.59,66.67
67.89,67.94,68.47,67.00
67.50,66.84,67.79,65.58
66.71,67.15,67.80,66.50
68.90,70.33,70.99,68.71
71.95,74.29,74.80,71.00
75.45,74.26,75.45,71.47
74.03,71.13,74.07,71.08
72.50,72.58,72.92,70.88
68.00,73.47,74.59,67.56
74.00,72.49,74.64,72.03
72.48,75.27,76.12,71.80
75.27,74.05,75.46,72.51
75.30,77.55,77.85,74.50
78.51,76.44,78.94,75.00
76.52,77.25,77.95,75.81
77.25,78.94,79.50,76.61
78.94,78.86,79.89,78.73
78.99,74.35,79.00,74.25
74.75,76.87,77.15,74.25
76.87,77.75,78.77,76.54
78.97,78.67,79.06,77.81
79.20,78.96,81.88,78.96
78.90,76.82,79.12,76.50
78.33,77.50,79.54,77.50
78.89,78.85,79.95,78.10
79.14,79.16,80.42,78.93
79.89,78.06,79.89,77.83
77.65,78.75,79.67,77.60
79.56,79.28,79.85,79.01
80.00,79.78,80.00,79.26
79.50,80.81,81.50,79.00
80.75,80.99,82.23,80.51
80.00,79.90,80.50,79.14
81.64,80.15,81.64,79.62
80.00,80.44,80.85,79.50
78.64,78.98,81.46,78.50
78.45,74.25,78.80,74.25
74.00,66.43,74.14,61.67
68.50,68.04,71.37,67.37
66.68,66.46,67.00,64.14
65.27,66.41,67.98,65.15
64.42,65.27,66.47,63.71
65.00,64.40,65.58,64.38
64.17,63.20,64.90,63.00
63.00,59.86,63.14,59.10
58.91,56.02,59.22,55.86
55.12,57.00,57.33,55.08
57.00,59.12,60.40,56.93
59.92,58.07,60.50,57.56
58.00,56.31,58.00,55.57
55.93,55.35,56.43,55.10
55.10,55.00,55.53,52.78
54.59,54.79,55.49,54.00
55.75,54.36,56.30,54.36
55.39,55.57,56.44,54.70
57.49,55.40,58.35,55.12
57.79,58.00,58.02,56.25
58.00,59.88,60.85,58.00
60.57,59.48,61.00,58.90
60.00,58.95,60.00,58.10
58.74,58.20,59.83,58.16
58.96,59.22,59.92,58.30
60.00,58.31,60.66,58.02
58.16,58.39,59.10,58.05
58.00,62.09,62.52,57.60
62.48,64.41,66.86,62.00
64.81,64.06,67.88,63.36
64.00,63.10,64.66,61.62
63.00,63.81,64.00,62.50
63.00,63.66,64.84,62.63
64.00,63.55,65.30,63.20
63.62,64.42,64.74,63.10
64.50,65.00,65.44,63.72
65.50,66.40,67.29,64.90
66.50,66.17,67.70,65.20
66.58,67.68,68.00,65.78
67.99,69.60,69.98,67.62
69.60,69.07,69.60,68.03
69.02,69.34,69.98,68.00
69.95,70.04,70.90,69.56
70.00,71.49,72.39,69.66
71.87,72.44,72.44,71.22
72.35,74.20,74.86,72.20
74.10,75.25,76.59,74.10
75.09,76.51,77.24,75.05
77.00,74.62,77.92,74.15
73.90,72.84,74.00,69.02
72.47,71.61,72.47,70.11
71.50,69.55,72.46,69.27
69.00,68.17,69.25,68.06
67.71,69.42,70.31,67.56
69.88,69.33,70.44,68.95
69.26,69.16,69.78,68.11
69.01,68.47,69.38,68.34
68.00,66.01,68.20,64.76
65.50,65.88,66.44,65.48
65.88,67.07,67.93,65.88
67.00,66.06,67.03,65.76
65.68,65.41,65.95,64.72
65.23,65.56,66.27,64.90
65.20,65.26,65.64,64.70
65.33,66.73,67.29,65.33
67.15,65.49,67.84,65.35
65.43,67.33,67.72,65.41
67.35,65.88,67.82,65.82
66.34,65.41,66.46,64.92
65.41,66.88,66.98,64.80
66.85,67.33,67.76,66.31
67.83,67.87,68.68,67.58
68.30,66.79,68.54,66.70
66.61,65.60,67.78,65.46
65.61,64.93,66.62,64.56
64.51,64.20,65.62,64.11
63.94,62.80,64.35,62.61
62.81,61.82,63.94,61.75
61.91,62.00,62.45,61.81
61.91,61.86,62.30,61.76
61.94,61.96,62.17,61.00
61.55,63.02,63.36,61.42
63.00,62.80,63.93,62.75
62.53,62.10,62.96,62.00
62.10,62.26,62.51,61.77
62.00,61.43,62.50,61.40
62.22,61.71,62.90,61.48
61.90,60.34,61.90,60.20
60.44,60.00,61.95,59.60
59.12,58.09,59.12,56.85
58.00,61.82,61.91,57.91
61.25,60.42,62.38,60.30
60.30,61.18,61.99,60.30
61.38,60.80,61.77,60.56
60.87,60.50,61.28,60.14
58.71,59.60,59.78,57.70
59.37,59.04,59.93,58.71
59.30,59.10,59.30,58.71
59.59,58.82,59.59,58.61
59.00,56.65,59.00,56.10
56.55,57.77,58.62,56.18
57.46,56.43,57.93,56.00
56.34,55.80,57.01,55.33
55.37,54.35,56.31,54.18
54.00,52.88,54.17,52.65
52.85,53.16,54.17,52.77
53.10,55.57,56.25,53.10
55.56,54.30,56.36,53.51
54.30,53.21,54.57,53.21
53.09,51.13,53.11,51.01
51.35,52.07,52.91,51.35
51.84,50.20,53.29,50.03
50.17,50.87,51.38,50.01
50.40,50.06,51.45,49.99
50.00,49.59,50.56,48.82
49.00,48.15,49.24,47.05
48.17,49.29,49.50,48.00
48.97,48.50,49.41,48.04
48.53,47.42,48.86,47.35
47.11,46.20,47.41,46.08
45.86,44.77,46.25,44.05
44.00,42.38,44.49,41.95
42.11,41.83,43.40,41.60
41.17,39.82,41.77,39.27
37.79,38.86,41.23,36.06
40.20,38.05,41.00,37.66
38.49,39.08,39.37,37.78
40.00,43.14,44.43,39.87
43.02,44.24,46.17,42.91
44.12,45.08,45.46,42.91
43.70,44.01,44.46,43.20
43.84,44.82,45.00,42.73
44.90,44.79,45.79,44.41
44.12,44.37,45.15,43.83
44.37,44.35,45.11,43.75
44.34,43.17,45.22,43.03
43.20,43.23,43.99,43.02
42.99,41.61,43.25,41.50
41.68,40.38,41.77,39.82
40.17,40.73,41.34,39.70
41.41,43.88,43.92,41.41
43.74,43.84,44.84,43.56
43.00,42.75,43.68,42.18
43.00,42.59,43.99,42.21
42.17,42.46,43.39,42.15
42.45,40.60,42.76,40.42
40.20,41.28,41.42,40.00
41.90,41.12,42.48,40.56
40.80,39.78,40.87,39.20
40.02,39.84,41.08,39.51
40.18,41.09,41.50,39.77
41.67,40.18,42.45,39.80
39.96,41.79,41.99,39.61
41.79,43.70,43.99,41.70
43.99,46.27,46.72,43.70
46.34,46.64,47.43,44.83
46.66,48.60,48.75,45.87
48.92,46.85,49.18,46.50
46.99,45.43,47.10,45.00
45.25,45.52,46.73,44.53
44.82,43.91,45.60,43.29
43.95,43.60,44.15,42.05
44.05,43.78,44.39,42.68
42.84,43.16,43.74,42.41
43.14,43.85,44.42,42.75
43.75,41.77,43.77,41.65
42.08,42.31,43.08,41.90
42.11,41.00,42.36,39.58
40.99,39.79,41.33,39.58
39.29,37.90,39.33,37.63
38.05,39.71,40.00,38.00
39.64,38.85,40.92,38.82
39.17,39.30,39.60,38.00
39.03,39.10,39.77,38.75
39.60,40.34,40.98,39.30
40.29,39.64,40.92,39.10
39.59,38.64,39.82,38.51
38.10,37.75,38.44,37.30
37.94,37.45,37.94,36.16
36.86,37.41,37.99,36.83
37.42,36.61,37.56,36.36
36.26,36.26,36.93,35.81
36.19,36.71,36.87,35.79
36.70,37.70,38.00,36.70
37.60,36.78,37.60,36.64
37.00,36.76,37.60,35.25
36.52,35.42,36.52,35.36
35.31,34.69,35.63,34.21
34.70,35.00,35.99,34.05
34.87,35.55,36.39,34.60
35.22,34.23,35.80,34.14
34.01,33.13,34.36,32.79
33.13,34.29,34.87,32.81
34.36,34.04,34.70,33.67
33.55,31.91,34.51,31.75
32.00,31.83,32.48,31.01
31.50,30.13,32.08,30.07
29.78,26.98,29.83,26.50
26.50,27.06,28.41,26.26
27.10,27.30,28.37,26.00
27.21,26.60,28.04,26.51
26.37,25.80,26.40,25.20
25.52,24.69,25.65,24.30
24.84,24.57,26.30,24.50
24.50,23.83,25.17,23.54
23.75,22.85,24.21,22.60
22.89,23.16,23.70,22.60
23.20,22.67,23.53,22.35
22.72,24.43,25.16,22.50
25.26,26.24,27.23,25.09
26.33,25.95,26.73,25.66
25.33,23.90,25.43,23.53
24.78,23.84,25.23,23.20
23.36,23.21,23.89,22.57
23.24,24.94,25.50,23.20
25.09,26.20,26.77,25.09
26.10,26.20,26.94,25.20
25.38,23.78,25.45,23.26
23.40,24.92,25.74,23.30
25.04,25.12,25.96,24.76
25.14,23.60,25.31,23.40
24.26,22.81,24.62,22.00
22.51,22.30,23.32,21.94
22.37,23.17,23.65,22.06
22.33,21.98,22.62,21.00
22.74,19.79,22.74,19.60
19.71,19.43,20.39,18.25
19.48,21.49,21.57,19.45
23.11,23.12,24.44,22.36
22.37,20.15,23.14,20.11
20.82,21.49,21.80,20.25
21.31,22.35,23.43,21.06
23.75,24.31,25.00,23.32
24.75,26.78,26.84,24.71
26.63,24.98,26.65,24.45
24.19,25.01,25.70,23.62
25.94,27.53,27.68,24.58
27.79,26.65,29.10,26.40
26.52,27.70,27.70,26.13
27.33,27.81,27.89,26.19
27.46,27.52,27.77,26.63
27.30,26.97,27.73,26.10
26.49,27.30,27.30,26.04
27.75,29.14,29.50,27.11
29.50,28.66,29.64,28.53
29.27,28.43,29.42,28.16
29.29,28.00,29.29,27.72
27.80,27.37,28.00,27.06
28.35,28.75,29.08,27.71
28.48,26.94,28.87,26.68
26.49,26.17,27.27,25.99
26.00,24.97,26.65,24.72
25.35,25.30,25.94,24.97
25.91,26.15,26.41,25.15
26.39,24.87,26.40,24.62
24.79,28.04,28.19,24.77
27.90,28.29,28.46,26.75
28.79,29.58,30.49,28.04
30.50,32.66,33.33,30.38
32.00,29.76,32.24,29.61
28.00,22.96,28.94,22.00
22.60,17.77,22.60,17.50
17.99,19.17,20.20,17.82
18.85,18.60,19.70,17.36
18.26,17.14,18.26,16.69
17.18,17.35,17.70,17.01
17.53,17.96,18.32,17.41
18.13,17.51,18.50,17.13
17.31,15.54,17.39,15.07
15.10,13.66,15.69,13.63
13.36,16.23,16.25,13.36
15.98,16.30,16.45,15.07
16.20,14.67,16.20,14.52
14.31,14.11,14.49,13.80
14.25,14.45,15.35,14.23
14.30,14.10,14.85,14.10
13.99,13.77,14.10,13.64
13.77,13.27,13.94,13.25
13.25,13.31,13.42,13.00
13.43,13.61,13.97,13.25
12.79,12.27,13.60,11.29
12.29,12.60,12.98,11.56
12.35,13.68,13.78,12.15
13.83,14.77,15.38,13.81
14.81,16.14,17.00,14.78
16.20,16.49,16.90,15.78
16.05,15.86,16.39,15.57
15.20,15.17,15.84,14.73
15.03,16.31,16.55,14.95
16.09,16.55,16.96,16.00
16.66,15.86,16.70,15.79
15.85,16.75,16.75,15.85
16.66,15.47,16.75,15.27
15.62,16.18,16.49,15.55
16.41,16.20,16.75,15.33
16.00,15.55,16.53,15.55
15.55,16.51,16.67,15.53
16.50,15.30,16.50,15.01
15.19,14.54,15.29,14.50
15.00,14.54,15.00,14.11
14.97,14.73,15.30,14.15
14.50,14.21,15.24,14.16
14.09,12.89,14.45,12.81
12.94,13.45,13.54,12.78
13.17,14.13,14.13,12.68
14.25,13.17,14.42,13.06
13.09,13.50,13.57,13.07
13.78,13.49,14.14,13.41
13.68,13.40,14.05,13.27
13.29,13.48,13.73,13.12
13.33,13.48,13.67,13.15
13.53,14.39,14.60,13.40
14.18,13.80,14.26,13.80
13.68,13.42,14.03,13.39
13.50,14.07,14.20,13.50
14.22,13.91,14.30,13.86
13.85,14.04,14.07,13.54
14.04,13.95,14.39,13.82
13.75,13.91,14.12,13.42
13.84,15.00,15.00,13.57
15.00,14.75,15.24,14.52
14.96,15.79,15.98,14.87
15.91,15.94,16.33,15.68
16.30,15.56,16.41,15.37
15.10,15.42,15.50,14.87
15.00,14.70,15.28,14.54
14.50,14.65,15.02,14.45
14.47,14.77,14.99,14.34
14.58,14.82,15.18,14.44
14.60,14.89,14.97,14.24
15.26,15.86,16.00,15.21
16.13,15.57,16.13,15.56
15.47,16.11,16.24,15.08
16.23,15.88,16.23,15.70
15.97,15.84,16.47,15.76
14.98,16.22,16.40,14.70
16.35,15.27,16.39,15.16
15.60,17.30,17.45,15.47
17.50,17.67,18.48,17.05
17.51,18.48,18.75,17.31
18.52,18.20,18.96,18.02
18.00,17.19,18.17,16.26
16.96,17.46,17.49,16.79
18.69,17.39,19.22,16.86
17.66,18.37,18.96,17.50
18.50,17.85,18.89,17.60
18.35,17.97,18.82,17.83
17.31,17.36,17.82,16.70
17.36,17.22,17.79,17.18
17.23,16.90,17.70,16.70
16.96,17.99,18.14,16.94
17.95,16.76,17.95,16.69
17.05,16.92,17.05,16.56
16.76,16.91,17.25,16.64
16.96,16.86,17.08,16.60
16.87,16.21,16.89,16.10
16.12,16.00,16.34,15.95
16.14,15.83,16.35,15.64
15.75,16.33,16.44,15.54
16.19,16.47,16.69,15.85
16.13,15.80,16.36,15.68
15.83,15.90,16.22,15.56
15.98,16.04,16.40,15.76
16.04,15.82,16.44,15.81
15.83,16.29,16.33,15.70
16.69,16.78,17.00,16.50
16.77,16.36,16.78,16.29
16.35,16.04,16.50,15.74
15.97,16.62,16.97,15.97
16.64,17.02,17.09,16.55
17.35,16.81,17.39,16.75
17.00,16.94,17.23,16.85
17.25,17.29,17.52,17.00
17.35,17.48,17.64,17.29
17.70,17.37,17.78,17.37
17.30,16.78,17.33,16.78
16.90,17.29,17.66,16.66
17.34,17.12,17.64,17.08
17.06,17.22,17.48,16.98
17.13,17.47,17.75,17.13
17.56,17.54,17.70,17.33
17.62,17.59,17.80,17.43
17.43,17.19,17.69,17.16
17.11,16.94,17.22,16.88
17.08,17.44,17.62,17.08
17.60,17.57,17.74,17.56
17.57,17.45,17.81,17.45
17.68,17.85,17.99,17.60
17.70,17.58,17.97,17.40
17.39,17.61,17.84,17.31
17.43,17.31,17.79,17.14
17.30,17.26,17.54,17.08
17.29,17.21,17.50,17.15
17.00,17.17,17.45,17.00
17.24,17.22,17.57,17.17
17.25,17.14,17.54,17.10
17.51,17.71,17.94,17.32
17.74,17.51,17.97,17.50
17.50,17.30,17.77,17.24
17.25,17.34,17.50,17.25
17.34,17.41,17.50,17.15
17.51,18.33,18.43,17.50
18.48,18.89,19.39,18.34
19.17,18.66,19.18,18.66
18.93,19.59,19.72,18.70
19.78,19.21,19.89,19.04
19.52,20.00,20.00,19.52
20.00,19.70,20.00,19.66
19.95,20.67,20.74,19.87
20.75,21.35,22.15,20.70
21.50,21.30,21.85,21.20
20.75,20.40,20.75,19.45
20.35,19.75,20.40,19.75
20.00,19.75,20.33,19.70
20.05,20.20,20.80,20.00
20.55,20.25,20.55,19.65
20.25,21.45,21.45,20.19
21.55,22.40,22.43,21.40
22.95,23.90,23.90,22.72
23.90,22.20,24.00,22.00
22.40,21.35,22.65,21.09
21.00,21.35,22.10,21.00
21.65,21.90,22.00,21.65
21.90,22.00,22.70,21.50
21.75,20.85,21.95,20.60
20.65,20.80,21.40,20.43
20.50,20.10,20.50,19.55
19.80,20.00,20.45,19.50
19.80,19.65,20.17,19.40
19.95,19.95,20.58,19.35
19.95,19.65,20.65,19.45
19.20,20.15,20.24,19.15
20.10,19.80,20.49,19.66
19.70,19.50,19.75,19.11
19.35,19.10,19.65,19.00
19.35,20.85,20.94,19.35
21.00,21.10,21.43,20.73
21.25,21.20,21.65,21.00
21.20,21.50,21.65,21.03
21.80,22.05,22.45,21.41
22.25,21.80,22.36,21.75
21.75,21.45,22.00,21.10
21.40,21.35,21.45,21.06
21.55,21.15,21.55,21.05
21.00,21.05,21.50,20.00
21.85,22.10,22.50,21.40
22.60,22.50,23.45,22.25
