VBR,Vanguard Small-Cap Value ETF - DNQ,NASDAQ
85.47,84.25,85.47,84.19
83.39,82.21,83.44,81.94
82.50,82.17,82.52,81.20
81.41,81.11,81.76,80.35
82.13,82.16,82.35,81.28
82.89,82.65,82.98,82.30
83.22,83.94,84.10,83.21
83.86,83.70,84.25,83.48
84.26,84.85,85.20,84.09
84.87,84.69,85.40,84.28
84.38,84.66,84.87,84.20
85.64,85.68,85.70,84.57
86.13,86.09,86.35,85.97
86.99,87.01,87.11,86.27
87.00,86.95,87.17,86.64
87.98,87.92,88.21,87.56
87.94,88.21,88.34,87.80
88.38,88.61,88.70,88.24
88.79,88.17,88.79,87.97
88.56,88.58,88.88,88.25
88.87,89.41,89.61,88.81
89.19,89.39,89.40,89.08
89.60,89.63,89.90,89.40
90.00,89.76,90.03,89.55
90.09,89.15,90.09,89.00
89.09,89.56,89.58,88.86
89.23,89.35,89.37,88.81
89.18,88.87,89.49,88.64
89.38,89.15,89.38,88.86
89.52,89.43,90.11,89.29
90.13,90.71,90.90,90.06
90.59,90.59,90.62,90.03
90.49,90.68,90.76,90.26
90.40,89.77,90.50,89.50
89.47,89.06,89.70,88.88
89.68,89.53,89.87,89.11
89.48,89.58,89.90,89.16
89.07,89.86,89.92,89.07
89.99,89.63,89.99,89.16
89.43,89.40,89.70,89.37
88.54,87.87,88.67,87.74
87.65,87.52,88.11,87.42
87.38,86.64,87.52,86.60
86.63,87.77,87.90,86.45
87.41,87.10,87.87,86.79
87.37,88.15,88.34,87.37
88.42,88.27,88.45,87.71
88.30,88.18,88.66,87.93
87.18,86.29,87.45,86.19
86.35,86.34,86.65,86.06
86.33,86.83,87.18,86.33
86.92,85.70,86.99,85.46
86.65,85.78,87.14,85.11
85.93,86.50,86.56,85.56
86.60,86.78,87.03,86.60
87.15,86.87,87.38,85.81
87.25,88.09,88.12,87.23
88.74,88.86,88.89,88.34
88.80,88.96,89.07,88.50
89.01,88.44,89.02,88.37
88.64,88.81,88.81,88.32
89.93,89.26,90.00,89.16
89.30,89.85,89.88,89.30
89.94,90.81,91.09,89.39
91.09,90.66,91.16,90.47
90.89,90.17,90.89,90.12
90.07,90.02,90.17,89.47
90.00,90.21,90.77,89.65
90.38,90.29,90.81,90.06
90.50,90.65,90.94,90.21
90.15,90.27,90.55,90.05
89.28,90.24,90.43,89.19
90.25,91.33,91.47,90.20
90.68,91.11,91.31,90.48
91.05,90.38,91.06,89.79
90.40,90.85,90.99,90.21
90.16,89.81,90.39,89.74
89.80,88.61,89.92,88.54
88.77,88.32,88.86,87.94
89.38,90.27,90.43,89.38
90.15,91.37,91.37,90.15
90.88,91.73,91.79,90.63
91.58,91.01,91.70,90.79
91.50,92.05,92.08,91.34
91.76,92.91,92.94,91.76
93.34,93.70,93.70,93.00
93.90,93.69,93.91,93.45
93.99,94.17,94.52,93.75
93.77,93.88,94.05,93.44
93.98,94.29,94.34,93.76
94.28,94.47,94.47,94.07
94.66,94.47,94.66,94.05
94.81,94.80,94.81,94.18
94.96,93.95,94.96,93.67
94.00,93.78,94.43,93.45
93.88,93.72,94.20,93.15
94.23,94.65,94.69,93.82
94.28,94.11,94.37,93.77
94.50,93.92,94.68,93.78
94.25,92.41,94.41,92.40
92.50,93.85,93.89,92.46
93.49,94.00,94.13,93.49
93.76,93.98,94.06,93.52
93.51,94.91,94.91,93.46
95.05,95.25,95.33,94.67
95.44,95.55,95.58,95.06
95.79,95.03,95.87,94.79
94.96,94.48,95.30,94.21
94.87,94.39,95.02,94.10
94.66,95.45,95.56,94.66
95.63,95.94,96.00,95.32
96.29,95.86,96.29,95.75
96.04,96.18,96.37,95.82
96.36,96.65,96.65,96.22
96.99,96.53,96.99,96.53
96.68,96.07,96.82,95.97
95.99,95.52,96.08,95.12
95.15,95.31,95.92,94.49
95.22,95.23,95.42,94.96
95.97,96.18,96.42,95.96
96.26,96.29,96.58,96.00
96.10,95.99,96.63,95.83
96.08,94.40,96.08,94.27
94.36,94.51,94.84,94.22
94.80,94.85,95.10,94.35
95.27,95.66,95.81,95.20
95.78,95.65,95.78,95.13
95.73,96.80,96.80,94.82
96.51,96.24,96.71,96.17
96.31,97.45,97.53,96.25
97.93,98.28,98.28,97.45
96.59,96.82,97.03,96.34
97.24,96.92,97.42,96.87
97.15,96.98,97.17,96.74
97.12,97.00,97.21,96.84
97.37,97.37,97.50,97.20
97.18,96.31,97.18,96.04
96.78,96.64,96.86,96.33
96.92,96.02,96.96,96.00
96.31,96.68,97.02,96.24
96.78,96.75,96.88,96.17
97.09,96.91,97.15,96.32
96.91,97.50,97.50,96.68
97.29,96.36,97.54,96.02
96.78,97.37,97.45,96.54
97.53,97.88,98.00,97.53
97.74,97.80,97.89,97.51
97.73,97.48,97.83,97.32
98.11,97.88,98.21,97.40
97.93,98.29,98.36,97.88
97.90,97.53,97.90,97.05
97.00,95.11,97.00,95.01
95.37,94.21,95.39,93.62
94.27,95.01,95.07,94.27
94.46,93.94,94.86,93.74
94.69,95.07,95.47,94.46
94.12,94.66,95.26,93.73
94.39,91.65,94.52,91.51
91.98,92.37,92.65,91.35
91.94,92.08,92.36,91.15
92.44,93.11,93.20,92.23
93.57,93.98,94.11,93.20
94.05,94.16,94.50,93.49
94.31,94.95,95.19,94.12
95.08,95.35,95.82,95.08
94.65,96.38,96.43,94.43
96.17,96.79,96.84,95.99
97.00,97.31,97.44,96.68
97.02,96.48,97.59,96.35
96.58,97.23,97.36,96.35
97.50,97.51,97.74,97.21
97.68,98.06,98.65,97.68
98.17,98.12,98.57,97.75
98.12,98.63,99.06,98.12
98.41,99.16,99.16,98.34
99.05,99.36,99.96,98.87
98.61,98.74,99.09,97.96
99.88,100.60,100.88,99.73
100.57,100.52,100.68,100.32
100.84,100.72,100.91,100.54
101.28,100.80,101.28,100.40
100.77,100.53,100.81,100.01
100.68,99.70,100.86,99.47
99.18,99.94,99.94,99.00
100.21,98.89,100.33,98.47
98.55,99.18,99.52,98.55
99.94,99.93,100.37,99.72
99.96,100.94,101.00,99.89
101.01,100.46,101.04,99.94
100.27,100.77,100.87,100.00
101.11,100.81,101.84,100.81
101.09,100.02,101.35,99.51
100.53,100.17,100.90,99.65
100.65,98.96,100.84,98.88
99.02,98.51,99.22,98.25
98.67,99.00,99.88,98.64
99.57,100.64,100.81,99.37
100.82,101.60,101.67,100.73
101.85,102.16,102.22,101.50
102.26,101.69,102.32,101.44
102.46,100.25,102.61,99.92
99.86,98.76,100.12,98.33
98.73,99.32,99.69,98.34
99.57,100.34,100.35,99.28
100.30,98.33,100.38,98.00
97.59,97.08,98.34,96.78
97.99,97.45,98.07,96.78
97.71,97.95,98.28,96.42
98.59,98.90,98.98,98.20
98.81,99.30,99.66,98.63
99.42,99.66,99.66,99.00
99.82,100.47,100.75,99.66
100.39,100.24,100.75,100.18
100.81,100.10,100.81,99.62
99.74,99.05,99.87,98.83
99.35,98.68,99.61,97.65
99.00,98.84,99.35,98.71
98.68,99.50,99.54,98.26
99.60,99.62,100.21,98.82
99.86,99.85,100.72,99.44
99.04,99.59,99.87,98.65
99.41,98.67,99.70,98.67
99.00,99.32,99.34,97.92
99.28,98.71,100.23,98.43
98.56,99.04,99.09,98.19
99.64,100.74,100.95,99.59
100.71,100.21,100.99,100.20
100.00,99.03,100.02,98.88
98.64,98.24,98.64,97.12
98.45,98.70,98.70,97.60
98.52,99.40,99.64,98.30
99.38,98.34,99.38,97.88
98.93,98.77,99.09,98.09
98.97,99.32,99.55,98.65
99.36,100.14,100.19,99.36
100.64,101.08,101.32,100.61
100.96,100.90,101.10,100.50
101.19,101.23,101.27,100.63
101.18,101.13,101.40,100.82
101.24,101.22,101.31,100.42
100.92,101.14,101.39,100.60
100.84,101.59,101.74,100.80
101.80,103.09,103.18,101.37
103.41,103.79,104.09,103.39
103.79,104.32,104.70,103.64
104.08,104.15,104.22,103.73
103.77,103.66,103.87,103.28
103.53,103.00,103.53,102.71
103.10,103.27,103.46,102.67
103.21,103.31,103.52,102.86
103.32,104.16,104.48,103.15
104.04,104.65,104.71,103.75
105.04,104.80,105.04,104.35
104.93,105.08,105.12,104.72
105.19,104.87,105.31,104.65
104.75,104.00,105.41,103.99
103.51,104.71,104.75,103.32
104.81,104.56,104.81,103.89
104.27,105.18,105.22,104.27
105.00,105.50,105.50,104.69
105.75,106.26,106.95,105.75
106.30,105.91,106.56,105.78
106.36,106.59,106.59,106.20
106.31,105.39,106.31,105.39
105.26,104.64,105.37,104.17
104.95,104.76,105.16,104.49
102.99,104.11,104.51,102.90
103.95,103.88,104.13,103.50
104.99,104.26,104.99,104.14
104.17,103.84,104.63,103.40
104.30,103.82,104.38,103.42
103.03,102.46,103.84,102.36
102.65,103.88,103.92,102.56
103.30,103.38,103.58,102.95
103.88,104.04,104.32,103.81
104.08,103.92,104.19,103.56
104.11,103.88,104.35,103.71
103.20,103.09,103.49,102.94
103.24,102.80,103.24,102.23
103.06,102.41,103.30,102.41
103.00,102.48,103.11,102.15
101.80,100.45,101.98,100.45
100.30,100.31,100.81,99.56
100.57,100.77,100.91,99.66
100.44,100.39,101.23,99.97
99.89,100.63,101.12,99.89
101.06,100.28,101.24,100.02
100.46,101.35,101.37,100.33
101.80,101.96,102.57,101.62
101.72,101.55,102.13,101.17
101.90,102.39,102.51,101.75
102.45,102.80,102.89,102.43
103.42,102.75,103.42,101.92
103.52,103.95,103.97,103.29
104.06,104.43,104.56,104.06
103.89,104.39,104.47,103.87
104.31,104.67,104.80,103.86
104.60,104.64,104.93,104.24
105.15,105.05,105.37,104.77
105.21,105.54,105.65,105.16
105.55,105.38,105.68,105.26
105.08,105.06,105.29,104.83
105.42,105.59,105.70,104.96
105.92,106.07,106.32,105.66
106.55,105.76,106.61,105.66
105.93,105.46,106.46,105.24
105.23,105.79,105.81,104.95
105.74,105.70,106.03,105.26
105.62,104.67,105.62,104.58
104.61,104.95,105.03,104.22
104.38,105.54,105.54,104.38
105.45,104.49,105.45,104.25
104.55,103.85,104.62,103.70
103.59,104.36,104.57,103.51
104.42,104.39,104.93,103.98
104.76,104.71,104.94,104.50
105.16,103.85,105.38,103.63
103.47,102.46,103.58,102.35
102.11,101.51,102.55,101.51
101.54,101.95,102.10,101.08
101.64,100.58,101.72,100.25
100.84,101.24,101.33,100.48
100.25,100.90,101.18,100.02
100.83,99.74,100.94,99.74
99.50,98.42,99.69,98.18
98.38,98.84,99.21,97.47
99.48,99.59,99.97,99.10
99.90,99.24,100.00,99.04
98.64,97.70,98.99,97.69
97.52,99.23,99.28,96.90
99.27,96.91,99.27,96.89
96.53,95.60,97.37,95.56
95.67,94.82,96.39,94.72
95.10,95.67,96.76,95.10
94.54,95.68,96.11,93.45
94.37,96.72,97.11,94.07
97.92,97.12,98.28,96.70
96.88,98.08,98.08,96.88
98.73,100.12,100.21,98.53
100.38,99.15,100.77,99.12
100.03,100.63,101.23,99.96
100.65,100.90,100.98,100.20
100.50,100.74,100.78,99.78
101.18,102.92,102.92,101.09
103.09,102.77,103.55,102.01
102.45,103.17,103.50,102.27
104.92,104.58,104.92,103.90
104.86,104.68,105.30,104.38
104.48,104.18,104.75,103.77
104.97,104.73,104.97,104.33
104.73,105.17,105.17,104.42
105.01,105.31,105.42,104.80
105.40,105.58,105.75,105.31
105.56,105.50,105.65,105.26
105.17,105.98,106.02,105.17
106.02,105.35,106.17,105.11
105.39,105.24,105.69,105.05
105.13,104.92,105.34,104.80
105.18,105.47,105.82,105.18
105.43,104.82,105.43,104.27
104.53,105.57,105.59,104.49
106.84,105.80,106.84,105.54
106.07,106.69,106.69,106.07
106.91,106.78,107.10,106.38
106.82,106.92,106.99,106.58
106.92,105.73,106.92,105.73
105.57,104.41,105.57,104.39
104.52,105.24,105.60,104.42
105.24,106.31,106.50,105.24
106.25,105.98,106.27,105.55
106.36,106.45,106.70,105.98
106.19,105.42,106.86,105.02
104.40,106.28,106.36,104.13
105.98,104.16,105.98,104.08
104.66,104.61,105.64,104.40
103.62,103.05,104.07,103.05
103.52,102.15,103.79,101.83
101.95,102.00,103.55,101.50
102.13,104.44,104.52,102.12
105.89,106.04,106.19,105.11
106.29,106.60,106.87,105.90
104.91,105.41,105.41,104.62
105.80,105.94,106.12,105.65
106.34,106.05,106.34,105.73
106.27,106.52,106.79,106.27
106.73,107.13,107.46,106.72
107.00,106.71,107.28,106.71
107.10,105.77,107.22,105.72
106.18,105.41,106.58,104.55
104.80,103.57,105.00,103.19
103.77,102.10,103.82,101.56
102.98,103.12,103.15,102.29
103.92,104.80,104.80,103.91
104.81,103.76,104.81,103.48
103.81,103.03,103.94,102.30
103.74,103.04,104.73,102.00
101.97,102.55,102.65,101.34
102.96,101.36,103.14,101.15
101.18,102.78,102.87,101.18
102.80,102.14,103.08,101.50
101.95,102.53,102.87,101.59
103.30,104.55,104.56,102.19
104.49,104.12,104.66,103.95
104.02,105.10,105.10,103.33
104.01,104.43,104.87,103.69
104.89,102.89,104.89,102.66
103.12,103.81,103.86,102.22
103.36,102.28,103.45,102.18
102.45,103.30,103.38,101.26
103.99,105.44,105.54,103.76
105.04,104.91,105.58,104.75
105.28,106.21,106.32,105.11
106.43,105.92,106.76,105.66
105.70,105.39,106.21,105.20
105.97,105.92,106.08,104.85
105.84,105.82,106.10,105.27
106.39,106.87,106.94,106.23
107.00,107.43,107.49,106.85
107.51,107.60,107.77,107.03
107.42,107.80,107.84,107.23
107.60,107.80,108.04,107.35
107.65,108.27,108.28,106.86
108.07,108.27,108.27,107.49
108.36,108.59,108.78,108.21
108.47,108.51,108.77,108.26
108.44,108.52,108.67,108.15
108.39,108.07,108.54,108.07
108.16,108.80,108.88,108.12
108.63,108.30,108.63,107.95
107.94,107.89,108.00,107.28
108.09,107.76,108.09,107.37
107.27,106.46,107.69,106.33
106.62,106.80,106.98,106.58
106.08,105.40,106.08,105.36
105.67,106.00,106.13,105.25
106.70,107.67,107.69,106.70
107.59,107.02,107.59,106.07
107.50,107.84,107.90,107.36
107.64,108.14,108.22,107.46
107.90,109.26,109.58,107.74
109.00,108.95,109.17,108.61
109.50,110.09,110.24,109.33
110.14,110.14,110.57,110.10
110.06,109.86,110.22,109.80
109.94,107.99,110.01,107.97
107.87,107.63,108.14,107.29
107.65,108.05,108.17,107.50
108.59,109.61,109.82,108.59
109.24,109.40,110.10,108.97
109.27,109.16,109.30,108.34
109.27,109.67,110.10,109.16
109.18,110.40,110.51,109.18
110.29,109.57,110.40,109.57
109.87,110.06,110.27,109.47
110.05,109.85,110.20,109.09
110.11,110.20,110.32,109.92
110.38,110.02,110.52,110.02
110.04,110.14,110.34,109.41
110.60,110.85,111.26,110.46
110.80,110.59,110.89,110.30
110.19,109.15,110.19,108.75
109.67,110.02,110.28,109.57
110.32,109.80,110.46,109.68
109.85,110.13,110.20,109.16
110.03,110.65,110.90,110.03
110.77,110.34,110.78,110.21
110.63,109.51,110.93,109.25
109.37,110.16,110.16,108.93
109.80,109.54,110.00,109.34
109.05,107.98,109.20,107.66
108.30,108.74,108.84,107.99
108.85,109.15,109.54,108.70
109.11,107.80,109.35,107.55
108.03,107.79,108.22,107.16
107.62,107.93,108.22,107.24
108.89,108.80,109.19,108.68
108.76,108.81,109.37,108.61
108.55,108.65,108.88,107.60
108.96,108.76,109.16,108.45
109.26,109.78,109.82,109.01
109.74,109.82,109.84,109.35
109.63,110.70,110.76,109.50
110.55,110.51,110.63,110.18
110.63,110.66,110.95,110.25
110.66,110.69,110.98,110.37
110.54,110.35,110.68,110.08
110.01,109.10,110.01,108.80
109.37,110.13,110.18,108.92
109.95,109.99,110.07,109.45
110.11,109.46,110.11,109.03
109.86,109.55,109.95,108.85
109.15,109.78,110.18,108.99
109.99,110.37,110.67,109.66
109.87,109.21,110.05,109.11
109.15,109.58,109.62,108.34
109.51,108.86,109.62,108.76
108.92,108.65,109.04,108.31
109.27,110.08,110.42,109.27
110.34,110.38,110.54,110.09
110.09,109.94,110.20,109.75
109.32,109.37,109.50,108.41
109.20,110.02,110.13,109.20
110.30,109.90,110.45,109.53
110.22,110.87,111.18,110.18
110.91,110.76,111.15,110.62
111.36,111.26,111.45,111.06
111.27,111.58,111.60,111.22
111.42,110.62,111.59,110.55
110.87,110.28,110.96,110.01
110.39,110.35,110.61,109.89
109.63,107.78,109.89,107.71
108.70,107.81,108.70,107.59
108.36,108.33,108.90,107.91
108.54,108.00,108.81,107.72
107.24,107.71,108.22,107.10
107.76,107.96,108.11,106.14
107.22,106.38,107.52,105.90
107.37,106.49,107.64,106.35
107.55,107.72,107.95,107.30
108.32,108.69,108.80,108.20
108.65,109.19,109.30,108.57
109.17,108.56,109.19,108.42
109.17,108.99,109.24,108.70
109.07,108.34,109.07,108.08
108.37,107.83,108.45,107.70
107.86,107.26,108.32,107.09
107.10,107.38,107.51,106.88
107.48,106.36,107.56,106.19
106.47,105.14,106.56,105.01
104.75,104.25,104.83,104.05
104.63,105.25,105.35,103.75
105.24,106.38,106.53,105.10
106.13,106.45,106.58,105.70
106.65,106.79,107.30,106.50
106.70,106.33,106.75,105.80
106.39,106.21,106.97,105.96
106.58,106.54,107.53,106.18
106.55,105.82,106.85,105.07
105.50,105.34,105.77,104.91
105.84,106.83,106.90,105.84
106.10,105.99,106.41,105.54
105.37,105.79,105.97,104.20
105.84,105.62,106.06,105.34
105.56,106.35,106.40,105.45
106.13,107.17,107.28,105.60
107.05,106.65,107.17,106.49
106.09,105.61,106.27,105.00
104.71,103.36,104.71,103.29
102.53,101.31,102.90,101.31
97.02,97.70,100.64,94.00
100.19,96.56,100.97,96.56
97.52,98.94,99.08,96.48
99.97,101.19,101.61,99.42
100.86,101.81,102.06,100.78
101.56,101.62,102.15,101.01
99.75,98.79,100.50,98.35
99.99,100.02,100.02,98.67
100.19,100.40,101.34,100.13
99.42,99.24,99.89,98.87
100.63,101.56,101.63,100.48
102.43,100.65,102.45,100.51
100.40,100.78,101.55,100.40
100.34,101.13,101.14,100.06
101.37,100.74,101.39,100.57
100.96,101.87,102.02,100.86
102.01,102.94,102.99,101.84
102.87,102.79,104.22,102.58
101.64,101.21,102.18,100.95
101.74,101.42,102.56,101.28
100.45,99.98,100.76,99.46
100.20,99.62,100.44,99.38
99.18,99.51,99.70,98.28
99.14,98.13,99.14,97.71
97.87,95.72,98.00,95.52
95.80,95.53,96.23,95.08
96.33,96.85,97.00,95.83
96.99,96.78,97.41,95.66
96.03,97.98,98.00,95.31
98.74,100.33,100.41,98.70
100.35,100.31,100.89,99.86
100.76,101.67,101.80,100.33
101.57,103.01,103.18,101.47
103.09,102.99,103.37,102.71
102.99,102.89,103.10,102.57
102.36,101.92,103.32,101.87
101.89,101.18,102.36,101.06
101.35,102.56,102.56,100.66
102.72,102.47,102.75,101.77
102.18,102.50,102.71,102.01
102.63,102.92,103.35,102.35
103.25,101.62,103.27,101.53
101.96,102.42,102.86,101.82
103.14,103.31,103.47,102.50
103.23,102.81,103.23,102.57
102.48,101.73,102.48,101.25
101.97,104.08,104.08,101.87
103.71,103.45,103.97,103.14
103.21,103.27,103.89,103.15
103.46,105.10,105.22,103.27
104.84,105.29,105.78,104.67
105.58,104.93,105.58,104.67
104.94,105.09,105.34,104.26
105.01,105.26,105.26,104.02
105.17,104.05,105.17,103.52
103.73,104.36,104.39,103.55
104.58,103.75,104.58,103.67
103.15,101.57,103.15,101.54
101.28,100.75,101.75,100.52
100.80,101.88,101.88,100.47
102.13,101.46,102.64,101.37
101.86,103.09,103.19,101.60
103.06,102.90,103.17,102.63
103.29,103.39,103.79,103.16
103.28,103.78,104.14,103.28
103.43,104.33,104.49,103.04
104.41,104.71,104.83,104.15
104.76,104.99,105.12,104.41
105.31,104.63,105.31,104.58
105.13,105.45,105.46,104.77
105.40,104.07,105.40,103.96
104.31,102.61,104.56,102.19
102.64,103.54,103.72,102.43
103.29,102.17,103.35,101.80
101.29,101.27,101.73,100.70
100.97,100.34,102.20,99.99
100.33,100.49,101.13,100.04
99.74,98.64,99.74,98.29
98.66,97.89,98.96,97.25
98.51,99.08,99.34,98.46
99.60,100.28,100.44,99.12
100.64,99.06,100.64,99.04
98.71,97.65,98.71,97.65
98.27,98.32,98.55,97.65
98.68,99.40,99.58,98.08
99.13,100.12,100.23,99.10
100.15,100.26,100.66,99.91
99.78,99.70,99.83,98.76
100.15,100.60,100.69,99.81
100.55,99.72,100.69,99.72
99.31,98.77,99.87,98.77
97.33,97.32,97.39,96.33
97.62,97.54,97.69,96.86
96.29,96.02,96.75,95.54
94.65,93.59,95.07,93.45
93.94,92.27,94.21,92.16
92.55,92.04,92.94,91.24
92.84,92.17,93.12,90.82
92.37,89.64,92.71,89.16
90.10,90.66,91.34,88.79
88.46,89.19,89.39,87.44
90.12,88.39,90.12,87.58
87.11,87.98,88.83,84.84
88.10,87.95,89.38,87.50
89.46,90.01,90.22,89.05
89.47,87.99,89.70,87.88
88.35,90.16,90.23,88.35
89.76,89.35,90.90,88.91
90.25,89.62,90.56,89.27
90.07,92.48,92.48,90.00
91.97,92.33,92.80,91.35
91.48,90.41,91.50,90.09
91.11,91.07,91.30,88.90
90.85,91.79,92.73,90.85
91.37,90.09,91.62,90.03
89.16,88.79,89.23,87.53
87.60,88.37,89.10,87.58
88.88,88.34,89.90,88.27
87.20,87.00,87.70,86.25
87.84,88.67,88.79,87.53
89.60,90.40,90.47,88.93
91.01,91.69,92.20,90.90
91.94,91.55,91.94,91.18
91.14,91.50,91.56,90.63
92.39,92.79,93.01,92.22
92.54,91.88,92.76,91.87
91.02,92.60,92.75,90.47
92.85,93.50,93.54,92.45
94.04,93.99,94.42,93.68
94.05,93.87,94.86,93.85
94.61,95.67,95.67,94.11
95.59,96.82,96.83,95.43
96.84,98.04,98.11,96.68
98.23,98.78,99.27,97.92
98.43,99.59,99.62,98.16
99.10,97.48,99.10,97.42
97.98,98.01,98.25,97.43
98.42,97.77,98.56,96.79
98.62,99.63,99.73,98.62
99.12,99.25,99.54,98.74
98.25,98.02,98.28,97.65
97.79,99.05,99.20,97.50
98.90,100.60,100.84,98.68
100.72,101.12,101.52,100.64
101.06,100.97,101.41,100.63
100.58,100.99,101.29,100.15
100.67,99.43,100.67,99.39
98.77,99.66,99.66,98.44
99.90,99.81,100.08,99.15
99.50,101.72,101.72,99.21
102.23,101.76,102.41,101.52
101.82,101.88,102.14,101.64
100.99,102.01,102.09,100.71
101.88,100.99,102.03,100.91
100.26,99.85,100.61,99.77
99.99,100.61,100.66,99.50
100.10,99.35,100.35,98.89
100.26,100.10,100.84,99.78
100.64,100.10,101.34,100.10
100.20,101.40,101.55,100.09
101.98,103.17,103.21,101.85
103.10,102.91,103.29,102.71
102.71,103.25,103.34,102.65
102.71,103.75,103.81,102.60
103.94,104.31,104.81,103.83
104.26,104.30,104.81,103.79
104.36,103.30,104.52,103.18
103.43,104.47,104.57,103.38
104.27,103.75,104.30,103.32
104.16,104.96,105.00,104.00
104.99,105.58,105.75,104.76
105.20,104.54,105.79,104.36
104.28,104.02,104.59,103.20
104.22,104.66,104.71,103.60
103.95,103.11,103.95,102.44
102.65,102.61,103.47,102.28
103.16,102.48,103.43,102.25
102.16,103.17,103.17,102.09
103.14,102.89,103.32,102.42
103.28,104.17,104.17,103.15
103.93,103.16,104.13,103.13
103.70,102.82,103.75,102.25
102.64,101.82,102.94,101.55
102.00,102.85,103.14,101.94
102.63,101.74,103.24,101.34
101.53,101.68,102.68,101.08
101.16,101.14,101.60,100.30
101.59,102.41,102.49,101.59
102.44,102.22,102.67,102.02
102.66,103.77,103.93,102.66
104.00,104.66,104.77,103.92
104.84,104.51,105.01,104.35
104.46,105.22,105.22,104.46
105.49,105.48,105.87,105.06
105.06,106.00,106.09,104.80
105.72,106.63,106.64,105.57
106.52,106.14,106.58,105.42
106.46,107.33,107.55,106.36
107.43,107.76,108.05,107.21
107.81,108.26,108.38,107.77
107.79,107.77,107.88,107.21
106.85,106.23,106.98,105.93
105.92,104.96,106.27,104.85
104.31,104.21,104.86,103.60
104.44,104.36,105.20,104.23
103.76,104.14,104.23,102.75
104.33,104.48,104.97,103.99
105.93,105.47,106.34,105.45
105.61,105.43,105.74,104.85
105.70,105.21,106.14,105.16
106.25,107.04,107.05,106.25
103.30,102.80,104.51,102.59
101.64,99.54,101.71,99.17
100.67,101.34,101.55,100.46
102.52,103.42,103.53,102.36
103.66,105.31,105.36,103.18
105.22,105.67,106.07,105.20
105.17,104.00,105.35,103.41
103.55,104.57,104.67,103.30
104.85,104.64,105.54,104.10
105.52,106.63,106.85,105.52
107.20,107.52,107.78,107.14
108.28,108.98,109.38,108.17
109.40,108.85,109.52,108.45
109.65,109.03,109.75,109.03
109.40,109.29,109.71,109.03
109.29,109.38,109.62,108.92
109.26,109.06,109.37,108.70
109.20,109.58,109.80,108.65
109.51,109.10,109.99,108.92
109.13,109.79,109.89,108.93
109.63,109.48,109.79,109.17
109.44,110.11,110.14,109.37
110.30,109.65,110.45,109.28
109.65,109.80,110.03,109.30
109.79,110.20,110.55,109.31
110.23,109.73,110.34,109.46
109.77,108.42,109.89,108.14
108.46,109.34,109.34,108.15
109.35,109.29,109.80,109.21
109.92,110.60,110.79,109.75
110.78,110.69,111.11,110.57
110.75,110.62,111.00,110.50
110.68,110.08,110.74,109.91
110.44,110.47,110.67,110.08
110.35,110.26,110.64,109.92
110.54,111.28,111.49,110.50
111.09,110.40,111.09,110.31
110.32,110.22,110.44,109.59
110.31,111.06,111.11,110.31
110.76,110.97,111.05,110.52
110.65,111.04,111.04,110.40
111.36,111.67,111.94,111.36
111.52,110.81,111.61,110.61
110.61,111.13,111.41,110.60
111.31,110.64,111.93,110.11
110.82,111.38,111.68,110.82
111.54,111.37,111.73,110.99
111.34,111.00,111.63,110.36
111.06,110.81,111.26,109.91
111.34,111.99,111.99,111.21
112.22,112.01,112.26,111.40
111.99,112.63,112.63,111.81
112.52,112.45,112.66,112.15
111.60,109.02,111.60,109.00
108.48,110.14,110.29,108.27
109.39,108.05,109.52,107.58
108.22,107.74,108.63,107.50
107.75,108.87,109.05,107.57
108.43,108.57,108.67,108.02
108.90,109.32,110.00,108.79
109.03,108.01,109.08,108.01
108.47,109.69,109.69,108.26
110.25,111.19,111.24,110.25
110.92,110.25,111.23,110.25
109.79,109.55,110.16,109.50
109.44,109.70,109.89,109.10
109.99,110.92,110.96,109.27
110.77,109.69,110.99,109.43
110.16,110.66,111.07,109.74
110.29,110.13,110.51,109.70
110.24,109.44,110.39,108.97
109.87,110.18,110.63,109.71
110.01,110.23,110.37,109.42
110.33,109.30,110.47,108.84
109.91,110.22,110.79,109.91
109.95,108.59,109.97,108.01
108.67,108.88,109.23,108.35
108.02,108.21,108.60,107.30
108.66,108.17,109.16,108.08
108.15,108.05,108.56,107.99
109.04,108.67,109.14,108.35
108.90,109.28,109.60,108.42
109.08,108.91,109.28,108.34
108.30,108.81,108.93,107.92
109.62,109.27,109.97,108.92
109.14,108.49,109.27,108.27
107.97,108.11,108.65,107.83
108.35,107.04,108.35,106.84
107.02,106.76,107.70,106.52
107.01,107.43,107.54,106.81
107.61,106.22,107.68,105.50
105.99,105.11,106.14,104.94
105.35,105.08,105.79,104.95
105.26,105.17,106.18,105.00
106.95,107.48,107.55,106.80
107.14,107.67,108.14,106.68
106.86,110.35,110.70,106.86
111.32,111.53,112.14,110.59
111.66,113.21,113.34,111.55
114.42,115.27,115.36,113.90
115.16,115.81,115.96,114.75
115.55,115.65,115.92,115.25
116.04,116.22,116.49,115.73
116.43,116.39,116.55,116.11
116.93,117.20,117.37,116.50
117.62,118.30,118.37,117.46
118.19,118.90,118.92,117.83
119.09,119.30,119.30,118.92
119.23,118.19,119.35,118.06
118.24,118.28,118.74,117.83
119.08,118.40,119.19,118.35
118.95,118.28,119.28,118.00
