MSTX,Mast Therapeutics,NASDAQ
0.44,0.46,0.46,0.44
0.46,0.45,0.46,0.43
0.47,0.45,0.47,0.44
0.45,0.47,0.47,0.45
0.44,0.46,0.47,0.43
0.46,0.43,0.46,0.43
0.43,0.45,0.48,0.43
0.43,0.44,0.45,0.43
0.44,0.45,0.45,0.44
0.45,0.44,0.45,0.44
0.45,0.46,0.47,0.43
0.45,0.45,0.46,0.44
0.44,0.48,0.48,0.44
0.48,0.48,0.50,0.46
0.47,0.48,0.48,0.46
0.48,0.47,0.48,0.46
0.47,0.46,0.47,0.45
0.45,0.47,0.48,0.44
0.49,0.48,0.49,0.46
0.50,0.50,0.51,0.49
0.51,0.48,0.52,0.47
0.50,0.49,0.50,0.47
0.49,0.47,0.49,0.47
0.48,0.46,0.48,0.46
0.46,0.46,0.47,0.45
0.46,0.46,0.46,0.45
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.44
0.45,0.45,0.46,0.43
0.45,0.45,0.46,0.44
0.46,0.44,0.47,0.43
0.44,0.44,0.45,0.43
0.45,0.44,0.45,0.43
0.44,0.43,0.45,0.43
0.44,0.43,0.44,0.43
0.43,0.43,0.44,0.42
0.43,0.42,0.44,0.42
0.42,0.42,0.43,0.41
0.42,0.41,0.43,0.41
0.42,0.41,0.42,0.41
0.42,0.41,0.42,0.41
0.42,0.41,0.42,0.41
0.40,0.42,0.42,0.40
0.41,0.42,0.42,0.41
0.41,0.42,0.43,0.41
0.42,0.43,0.45,0.42
0.44,0.43,0.44,0.42
0.45,0.42,0.45,0.41
0.43,0.42,0.43,0.42
0.43,0.41,0.43,0.40
0.42,0.42,0.42,0.41
0.42,0.43,0.44,0.42
0.44,0.43,0.45,0.43
0.45,0.44,0.45,0.43
0.45,0.46,0.47,0.44
0.47,0.45,0.48,0.45
0.45,0.45,0.47,0.44
0.45,0.46,0.46,0.45
0.47,0.45,0.47,0.45
0.45,0.45,0.47,0.44
0.47,0.44,0.47,0.43
0.44,0.43,0.45,0.42
0.43,0.43,0.44,0.43
0.43,0.44,0.44,0.42
0.43,0.43,0.44,0.42
0.42,0.43,0.43,0.42
0.43,0.43,0.43,0.43
0.43,0.43,0.44,0.43
0.44,0.43,0.44,0.43
0.44,0.44,0.44,0.43
0.43,0.44,0.44,0.43
0.44,0.45,0.46,0.42
0.52,0.49,0.54,0.49
0.50,0.50,0.51,0.48
0.52,0.51,0.55,0.51
0.52,0.50,0.53,0.49
0.52,0.48,0.52,0.48
0.48,0.50,0.50,0.48
0.50,0.50,0.51,0.48
0.51,0.50,0.51,0.49
0.50,0.48,0.50,0.48
0.48,0.49,0.50,0.48
0.50,0.50,0.50,0.49
0.50,0.51,0.52,0.49
0.53,0.53,0.55,0.52
0.53,0.52,0.54,0.51
0.52,0.51,0.53,0.51
0.52,0.50,0.53,0.49
0.51,0.50,0.51,0.49
0.50,0.47,0.50,0.47
0.48,0.51,0.51,0.47
0.51,0.50,0.52,0.49
0.50,0.50,0.50,0.47
0.49,0.49,0.49,0.48
0.50,0.48,0.50,0.47
0.48,0.45,0.49,0.43
0.47,0.44,0.47,0.43
0.45,0.45,0.47,0.44
0.45,0.44,0.45,0.44
0.45,0.45,0.45,0.44
0.45,0.43,0.45,0.43
0.49,0.42,0.49,0.42
0.43,0.44,0.44,0.43
0.45,0.45,0.47,0.44
0.47,0.45,0.47,0.44
0.47,0.44,0.47,0.43
0.45,0.45,0.46,0.44
0.46,0.45,0.46,0.44
0.46,0.45,0.46,0.44
0.45,0.45,0.45,0.44
0.44,0.44,0.45,0.44
0.45,0.44,0.45,0.43
0.45,0.45,0.45,0.45
0.44,0.45,0.45,0.44
0.44,0.44,0.45,0.44
0.44,0.44,0.45,0.43
0.43,0.43,0.44,0.43
0.43,0.43,0.44,0.42
0.43,0.42,0.44,0.42
0.42,0.42,0.43,0.41
0.41,0.41,0.42,0.41
0.42,0.40,0.42,0.40
0.40,0.41,0.42,0.40
0.41,0.41,0.42,0.41
0.42,0.42,0.42,0.41
0.44,0.42,0.45,0.42
0.42,0.42,0.42,0.41
0.41,0.42,0.42,0.41
0.42,0.43,0.44,0.42
0.43,0.44,0.44,0.43
0.44,0.45,0.45,0.43
0.45,0.44,0.46,0.44
0.44,0.45,0.45,0.44
0.44,0.46,0.46,0.44
0.47,0.47,0.47,0.45
0.49,0.50,0.51,0.48
0.55,0.57,0.62,0.52
0.59,0.56,0.60,0.53
0.59,0.58,0.59,0.54
0.56,0.55,0.58,0.53
0.54,0.53,0.55,0.52
0.52,0.83,0.85,0.52
0.96,0.80,1.03,0.75
0.78,0.79,0.80,0.68
0.79,0.81,0.84,0.74
0.80,0.85,0.85,0.76
0.90,0.95,0.95,0.86
1.00,1.05,1.10,0.97
0.99,1.03,1.06,0.92
1.00,0.97,1.03,0.93
0.97,0.88,0.99,0.82
0.89,0.85,0.93,0.84
0.85,0.82,0.85,0.80
0.82,0.85,0.88,0.81
0.84,0.87,0.92,0.84
0.90,0.83,0.91,0.82
0.85,0.87,0.88,0.77
0.87,0.82,0.87,0.81
0.83,0.81,0.85,0.80
0.83,0.85,0.86,0.82
0.89,0.85,0.91,0.83
0.84,0.82,0.85,0.80
0.85,0.82,0.88,0.81
0.85,0.82,0.85,0.79
0.82,0.81,0.84,0.81
0.86,0.83,0.88,0.82
0.85,0.79,0.85,0.78
0.78,0.76,0.80,0.74
0.77,0.73,0.77,0.70
0.75,0.76,0.76,0.73
0.76,0.81,0.82,0.74
0.83,0.80,0.84,0.79
0.81,0.80,0.83,0.79
0.85,0.83,0.88,0.82
0.81,0.85,0.86,0.80
0.86,0.83,0.86,0.82
0.83,0.82,0.85,0.82
0.85,0.85,0.89,0.83
0.86,0.83,0.88,0.82
0.83,0.81,0.83,0.80
0.81,0.81,0.82,0.80
0.80,0.80,0.81,0.79
0.80,0.79,0.81,0.79
0.80,0.79,0.80,0.77
0.77,0.76,0.79,0.75
0.76,0.76,0.79,0.75
0.76,0.74,0.76,0.72
0.73,0.83,0.93,0.72
0.85,0.77,0.86,0.76
0.80,0.74,0.80,0.70
0.75,0.72,0.75,0.71
0.77,0.68,0.78,0.65
0.70,0.70,0.72,0.66
0.72,0.70,0.72,0.67
0.68,0.68,0.71,0.67
0.68,0.69,0.70,0.67
0.70,0.70,0.70,0.68
0.70,0.69,0.71,0.68
0.68,0.67,0.70,0.66
0.68,0.65,0.68,0.62
0.65,0.64,0.66,0.61
0.64,0.66,0.66,0.63
0.67,0.62,0.67,0.61
0.60,0.55,0.62,0.55
0.61,0.60,0.67,0.58
0.61,0.56,0.61,0.51
0.57,0.55,0.57,0.53
0.55,0.56,0.58,0.54
0.57,0.61,0.61,0.56
0.65,0.65,0.66,0.62
0.65,0.63,0.65,0.62
0.63,0.64,0.64,0.61
0.63,0.60,0.64,0.59
0.60,0.59,0.62,0.57
0.61,0.60,0.61,0.57
0.61,0.57,0.61,0.57
0.58,0.60,0.60,0.55
0.60,0.59,0.60,0.57
0.60,0.59,0.61,0.57
0.57,0.56,0.60,0.55
0.57,0.55,0.57,0.52
0.55,0.57,0.57,0.53
0.56,0.56,0.57,0.54
0.56,0.57,0.59,0.55
0.57,0.55,0.57,0.53
0.55,0.56,0.57,0.54
0.56,0.56,0.56,0.53
0.59,0.62,0.65,0.58
0.64,0.67,0.72,0.64
0.68,0.67,0.71,0.65
0.67,0.64,0.67,0.62
0.62,0.64,0.67,0.61
0.66,0.64,0.66,0.62
0.65,0.63,0.66,0.63
0.66,0.66,0.66,0.63
0.66,0.67,0.72,0.66
0.67,0.65,0.69,0.64
0.64,0.65,0.67,0.62
0.65,0.63,0.66,0.62
0.62,0.61,0.65,0.60
0.60,0.62,0.64,0.60
0.61,0.62,0.63,0.61
0.62,0.63,0.64,0.61
0.64,0.64,0.65,0.62
0.61,0.65,0.66,0.61
0.65,0.62,0.65,0.62
0.62,0.62,0.63,0.61
0.63,0.64,0.66,0.62
0.65,0.64,0.65,0.62
0.64,0.64,0.65,0.62
0.63,0.65,0.67,0.63
0.67,0.65,0.70,0.65
0.67,0.65,0.69,0.65
0.66,0.69,0.73,0.65
0.70,0.66,0.71,0.65
0.67,0.68,0.69,0.66
0.69,0.67,0.71,0.66
0.68,0.63,0.68,0.62
0.64,0.65,0.67,0.64
0.64,0.66,0.66,0.64
0.66,0.66,0.66,0.64
0.65,0.64,0.66,0.64
0.65,0.61,0.65,0.61
0.61,0.61,0.63,0.60
0.60,0.61,0.61,0.57
0.60,0.62,0.63,0.59
0.63,0.62,0.63,0.61
0.63,0.60,0.63,0.59
0.60,0.58,0.61,0.58
0.59,0.59,0.62,0.58
0.60,0.60,0.61,0.58
0.59,0.58,0.60,0.58
0.59,0.60,0.61,0.59
0.61,0.61,0.61,0.57
0.61,0.59,0.61,0.59
0.60,0.61,0.61,0.58
0.59,0.58,0.60,0.58
0.58,0.59,0.60,0.58
0.58,0.60,0.60,0.57
0.58,0.57,0.59,0.57
0.57,0.57,0.60,0.56
0.57,0.57,0.57,0.56
0.57,0.56,0.57,0.55
0.60,0.60,0.62,0.57
0.61,0.60,0.62,0.59
0.59,0.60,0.60,0.58
0.61,0.62,0.63,0.58
0.63,0.60,0.63,0.60
0.60,0.61,0.62,0.60
0.59,0.60,0.61,0.58
0.58,0.60,0.63,0.58
0.59,0.60,0.63,0.59
0.60,0.61,0.62,0.59
0.60,0.63,0.65,0.60
0.63,0.63,0.65,0.62
0.63,0.63,0.65,0.63
0.64,0.63,0.66,0.61
0.65,0.61,0.65,0.60
0.61,0.61,0.63,0.59
0.61,0.61,0.63,0.61
0.62,0.63,0.63,0.60
0.63,0.60,0.64,0.60
0.62,0.63,0.63,0.61
0.63,0.61,0.64,0.61
0.61,0.63,0.63,0.60
0.67,0.64,0.69,0.63
0.64,0.62,0.65,0.61
0.63,0.61,0.63,0.61
0.61,0.61,0.62,0.60
0.60,0.60,0.62,0.59
0.59,0.59,0.60,0.58
0.60,0.59,0.62,0.58
0.60,0.59,0.60,0.58
0.59,0.58,0.60,0.58
0.58,0.56,0.59,0.56
0.56,0.55,0.57,0.54
0.55,0.56,0.57,0.54
0.57,0.58,0.58,0.55
0.58,0.56,0.58,0.55
0.57,0.56,0.58,0.55
0.56,0.56,0.56,0.53
0.55,0.56,0.56,0.54
0.56,0.59,0.59,0.53
0.59,0.59,0.60,0.57
0.58,0.59,0.61,0.58
0.59,0.59,0.61,0.57
0.58,0.58,0.60,0.57
0.57,0.58,0.59,0.56
0.58,0.56,0.58,0.56
0.55,0.56,0.57,0.53
0.54,0.54,0.57,0.53
0.53,0.53,0.54,0.53
0.53,0.54,0.54,0.48
0.54,0.54,0.54,0.51
0.53,0.54,0.54,0.52
0.54,0.55,0.55,0.52
0.54,0.54,0.54,0.53
0.54,0.53,0.54,0.52
0.54,0.54,0.54,0.53
0.54,0.53,0.54,0.52
0.52,0.52,0.54,0.52
0.51,0.52,0.53,0.51
0.53,0.52,0.53,0.50
0.53,0.52,0.53,0.51
0.51,0.51,0.52,0.49
0.51,0.50,0.51,0.50
0.50,0.49,0.51,0.49
0.49,0.48,0.50,0.48
0.45,0.46,0.46,0.40
0.43,0.44,0.45,0.43
0.44,0.46,0.46,0.44
0.45,0.47,0.48,0.45
0.46,0.46,0.48,0.46
0.47,0.48,0.48,0.46
0.47,0.45,0.49,0.44
0.49,0.47,0.50,0.46
0.48,0.48,0.49,0.46
0.49,0.49,0.50,0.48
0.48,0.48,0.49,0.47
0.50,0.47,0.50,0.45
0.48,0.48,0.49,0.46
0.49,0.48,0.49,0.47
0.48,0.48,0.49,0.47
0.48,0.47,0.48,0.47
0.47,0.48,0.48,0.46
0.48,0.48,0.48,0.46
0.47,0.48,0.48,0.47
0.48,0.45,0.48,0.45
0.46,0.45,0.48,0.45
0.48,0.47,0.49,0.46
0.48,0.47,0.49,0.46
0.48,0.46,0.49,0.46
0.46,0.47,0.48,0.46
0.47,0.47,0.48,0.45
0.47,0.44,0.48,0.43
0.45,0.45,0.46,0.44
0.45,0.45,0.47,0.44
0.44,0.46,0.47,0.44
0.45,0.45,0.47,0.45
0.46,0.45,0.47,0.45
0.46,0.46,0.47,0.45
0.46,0.46,0.47,0.46
0.47,0.48,0.49,0.47
0.50,0.52,0.54,0.49
0.52,0.50,0.54,0.50
0.54,0.56,0.56,0.53
0.58,0.57,0.61,0.54
0.60,0.59,0.63,0.58
0.56,0.51,0.56,0.51
0.53,0.52,0.55,0.50
0.52,0.52,0.55,0.51
0.52,0.53,0.55,0.51
0.54,0.54,0.54,0.53
0.53,0.50,0.54,0.50
0.50,0.49,0.52,0.49
0.49,0.49,0.50,0.46
0.52,0.49,0.52,0.46
0.50,0.49,0.50,0.47
0.50,0.47,0.50,0.47
0.47,0.48,0.48,0.47
0.47,0.47,0.48,0.47
0.46,0.47,0.49,0.45
0.45,0.46,0.47,0.45
0.46,0.45,0.47,0.45
0.46,0.43,0.46,0.42
0.43,0.44,0.45,0.43
0.45,0.45,0.48,0.44
0.46,0.46,0.47,0.45
0.46,0.45,0.48,0.45
0.45,0.48,0.48,0.45
0.48,0.44,0.48,0.43
0.45,0.45,0.46,0.45
0.44,0.44,0.46,0.44
0.47,0.46,0.47,0.44
0.46,0.46,0.47,0.46
0.46,0.47,0.48,0.46
0.48,0.45,0.48,0.45
0.45,0.46,0.47,0.44
0.47,0.48,0.50,0.47
0.49,0.50,0.51,0.48
0.50,0.51,0.52,0.50
0.51,0.54,0.54,0.51
0.54,0.56,0.57,0.53
0.56,0.54,0.56,0.53
0.55,0.52,0.56,0.49
0.52,0.53,0.57,0.52
0.52,0.53,0.54,0.50
0.54,0.57,0.58,0.53
0.59,0.55,0.62,0.54
0.55,0.54,0.56,0.52
0.55,0.52,0.55,0.51
0.52,0.51,0.52,0.49
0.51,0.51,0.52,0.50
0.50,0.49,0.52,0.49
0.49,0.50,0.50,0.48
0.51,0.50,0.51,0.49
0.50,0.49,0.51,0.49
0.51,0.50,0.51,0.49
0.49,0.50,0.50,0.49
0.50,0.49,0.52,0.49
0.52,0.52,0.52,0.50
0.53,0.54,0.54,0.52
0.53,0.52,0.55,0.51
0.53,0.52,0.53,0.50
0.50,0.50,0.51,0.50
0.49,0.50,0.52,0.49
0.50,0.49,0.50,0.48
0.48,0.46,0.50,0.46
0.46,0.49,0.49,0.46
0.50,0.48,0.52,0.47
0.48,0.49,0.52,0.48
0.49,0.49,0.51,0.49
0.50,0.49,0.53,0.49
0.50,0.50,0.51,0.49
0.49,0.49,0.50,0.48
0.49,0.49,0.50,0.47
0.50,0.48,0.50,0.48
0.48,0.48,0.50,0.48
0.50,0.47,0.50,0.47
0.48,0.49,0.49,0.47
0.51,0.49,0.52,0.49
0.51,0.50,0.52,0.48
0.49,0.49,0.50,0.48
0.51,0.49,0.53,0.48
0.50,0.48,0.51,0.47
0.50,0.49,0.50,0.47
0.49,0.48,0.50,0.48
0.52,0.51,0.53,0.50
0.52,0.52,0.55,0.51
0.54,0.53,0.55,0.53
0.54,0.55,0.55,0.51
0.54,0.54,0.54,0.51
0.54,0.54,0.54,0.52
0.55,0.54,0.58,0.54
0.55,0.51,0.55,0.51
0.52,0.51,0.53,0.50
0.51,0.52,0.53,0.50
0.53,0.53,0.53,0.51
0.53,0.52,0.54,0.52
0.54,0.52,0.54,0.51
0.52,0.50,0.53,0.50
0.50,0.50,0.51,0.49
0.50,0.51,0.51,0.49
0.50,0.49,0.51,0.49
0.51,0.49,0.51,0.49
0.49,0.51,0.52,0.49
0.50,0.54,0.56,0.50
0.54,0.54,0.56,0.53
0.52,0.54,0.55,0.51
0.54,0.52,0.54,0.52
0.53,0.52,0.54,0.52
0.54,0.51,0.54,0.51
0.53,0.53,0.53,0.50
0.52,0.50,0.53,0.50
0.52,0.51,0.52,0.50
0.51,0.50,0.51,0.49
0.50,0.50,0.51,0.50
0.50,0.50,0.52,0.50
0.51,0.49,0.52,0.49
0.49,0.49,0.50,0.49
0.50,0.49,0.51,0.49
0.50,0.50,0.50,0.49
0.50,0.51,0.53,0.49
0.52,0.52,0.52,0.50
0.51,0.49,0.52,0.49
0.50,0.48,0.50,0.48
0.49,0.48,0.50,0.48
0.47,0.48,0.48,0.47
0.48,0.47,0.50,0.45
0.47,0.49,0.51,0.46
0.47,0.49,0.50,0.47
0.48,0.48,0.50,0.46
0.48,0.46,0.48,0.46
0.47,0.46,0.47,0.45
0.45,0.46,0.48,0.45
0.48,0.45,0.48,0.45
0.46,0.47,0.48,0.45
0.47,0.50,0.51,0.47
0.50,0.50,0.50,0.48
0.49,0.49,0.49,0.47
0.48,0.48,0.50,0.47
0.49,0.48,0.50,0.46
0.49,0.46,0.49,0.45
0.48,0.46,0.48,0.45
0.46,0.48,0.48,0.45
0.46,0.46,0.48,0.45
0.47,0.47,0.48,0.45
0.48,0.47,0.48,0.46
0.47,0.46,0.48,0.46
0.47,0.45,0.47,0.45
0.45,0.45,0.46,0.45
0.46,0.45,0.46,0.43
0.45,0.43,0.45,0.43
0.42,0.42,0.44,0.41
0.42,0.43,0.45,0.42
0.43,0.41,0.45,0.41
0.41,0.41,0.43,0.40
0.40,0.40,0.41,0.38
0.38,0.38,0.40,0.38
0.39,0.39,0.40,0.39
0.40,0.48,0.48,0.40
0.49,0.47,0.50,0.45
0.45,0.47,0.49,0.45
0.48,0.47,0.48,0.46
0.48,0.46,0.48,0.43
0.45,0.46,0.47,0.44
0.45,0.44,0.46,0.43
0.42,0.42,0.43,0.39
0.43,0.42,0.45,0.41
0.45,0.44,0.45,0.41
0.46,0.45,0.47,0.44
0.46,0.47,0.49,0.45
0.48,0.49,0.49,0.47
0.48,0.48,0.48,0.45
0.49,0.48,0.49,0.47
0.47,0.47,0.50,0.46
0.48,0.47,0.48,0.44
0.46,0.47,0.47,0.45
0.45,0.43,0.47,0.42
0.43,0.45,0.46,0.43
0.45,0.44,0.45,0.43
0.43,0.44,0.45,0.42
0.44,0.43,0.44,0.42
0.44,0.42,0.44,0.42
0.43,0.45,0.45,0.43
0.45,0.47,0.48,0.43
0.47,0.45,0.47,0.43
0.45,0.49,0.49,0.44
0.49,0.47,0.49,0.45
0.47,0.45,0.47,0.45
0.45,0.45,0.47,0.45
0.45,0.44,0.46,0.43
0.45,0.47,0.47,0.45
0.48,0.58,0.60,0.47
0.58,0.56,0.59,0.54
0.55,0.53,0.55,0.53
0.53,0.53,0.55,0.52
0.53,0.53,0.54,0.51
0.53,0.52,0.57,0.51
0.53,0.51,0.54,0.50
0.52,0.52,0.53,0.51
0.50,0.50,0.53,0.49
0.51,0.52,0.52,0.49
0.50,0.49,0.51,0.49
0.50,0.51,0.51,0.49
0.50,0.50,0.53,0.50
0.50,0.49,0.51,0.49
0.49,0.50,0.50,0.48
0.51,0.47,0.51,0.46
0.48,0.48,0.48,0.46
0.48,0.49,0.50,0.47
0.48,0.49,0.50,0.48
0.49,0.48,0.49,0.48
0.48,0.48,0.48,0.47
0.48,0.48,0.49,0.46
0.48,0.44,0.48,0.44
0.46,0.46,0.47,0.45
0.46,0.46,0.47,0.45
0.47,0.46,0.47,0.45
0.46,0.45,0.47,0.44
0.45,0.42,0.45,0.42
0.42,0.42,0.45,0.41
0.42,0.42,0.43,0.42
0.45,0.42,0.45,0.42
0.45,0.43,0.46,0.43
0.43,0.42,0.45,0.39
0.43,0.40,0.43,0.38
0.41,0.41,0.42,0.39
0.41,0.38,0.42,0.33
0.37,0.40,0.40,0.37
0.41,0.40,0.42,0.38
0.42,0.39,0.42,0.39
0.38,0.41,0.42,0.38
0.42,0.42,0.43,0.41
0.43,0.43,0.43,0.42
0.44,0.43,0.44,0.42
0.44,0.44,0.44,0.43
0.44,0.44,0.44,0.43
0.44,0.44,0.44,0.43
0.44,0.44,0.44,0.43
0.45,0.42,0.47,0.41
0.42,0.41,0.44,0.40
0.41,0.39,0.42,0.38
0.39,0.40,0.42,0.38
0.41,0.39,0.41,0.37
0.38,0.38,0.40,0.38
0.38,0.39,0.41,0.38
0.40,0.40,0.42,0.40
0.40,0.39,0.42,0.39
0.41,0.40,0.41,0.38
0.40,0.40,0.40,0.38
0.39,0.40,0.40,0.39
0.39,0.40,0.41,0.39
0.40,0.40,0.40,0.39
0.40,0.41,0.43,0.40
0.41,0.42,0.43,0.41
0.43,0.42,0.43,0.41
0.42,0.42,0.43,0.41
0.42,0.42,0.43,0.40
0.42,0.43,0.44,0.42
0.42,0.43,0.43,0.42
0.44,0.43,0.50,0.42
0.44,0.44,0.46,0.44
0.45,0.44,0.46,0.43
0.45,0.43,0.46,0.42
0.43,0.43,0.45,0.42
0.43,0.42,0.43,0.39
0.42,0.40,0.42,0.39
0.40,0.39,0.41,0.38
0.38,0.39,0.41,0.37
0.41,0.39,0.42,0.38
0.42,0.42,0.43,0.40
0.43,0.41,0.43,0.41
0.40,0.42,0.43,0.40
0.42,0.41,0.43,0.40
0.40,0.41,0.42,0.39
0.42,0.40,0.42,0.40
0.43,0.40,0.45,0.39
0.42,0.41,0.42,0.38
0.42,0.40,0.42,0.39
0.41,0.40,0.42,0.39
0.39,0.41,0.42,0.39
0.41,0.43,0.43,0.39
0.43,0.42,0.44,0.41
0.26,0.23,0.27,0.21
0.22,0.24,0.25,0.22
0.25,0.26,0.26,0.24
0.27,0.27,0.27,0.26
0.27,0.28,0.28,0.27
0.28,0.28,0.29,0.27
0.28,0.27,0.28,0.27
0.28,0.29,0.29,0.28
0.29,0.27,0.29,0.27
0.28,0.28,0.28,0.26
0.28,0.28,0.29,0.28
0.28,0.28,0.29,0.27
0.28,0.29,0.29,0.28
0.29,0.28,0.29,0.28
0.28,0.28,0.28,0.27
0.28,0.27,0.28,0.27
0.27,0.27,0.27,0.27
0.27,0.27,0.28,0.27
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.29,0.28
0.28,0.28,0.28,0.28
0.28,0.27,0.28,0.27
0.27,0.25,0.28,0.24
0.25,0.25,0.25,0.24
0.25,0.24,0.25,0.24
0.24,0.25,0.25,0.24
0.25,0.26,0.26,0.24
0.27,0.26,0.27,0.25
0.26,0.25,0.26,0.24
0.25,0.25,0.26,0.24
0.25,0.25,0.25,0.24
0.25,0.24,0.25,0.24
0.24,0.26,0.27,0.24
0.26,0.27,0.27,0.25
0.28,0.27,0.28,0.27
0.28,0.28,0.29,0.27
0.28,0.29,0.29,0.28
0.29,0.30,0.31,0.29
0.31,0.31,0.31,0.30
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.30
0.32,0.33,0.34,0.31
0.34,0.31,0.34,0.31
0.31,0.31,0.32,0.31
0.31,0.32,0.34,0.31
0.34,0.35,0.37,0.33
0.36,0.33,0.37,0.33
0.34,0.33,0.34,0.31
0.33,0.33,0.34,0.31
0.33,0.32,0.34,0.32
0.33,0.32,0.33,0.32
0.33,0.31,0.33,0.31
0.32,0.31,0.32,0.30
0.32,0.30,0.32,0.29
0.29,0.30,0.31,0.29
0.30,0.29,0.30,0.29
0.30,0.32,0.33,0.29
0.33,0.33,0.34,0.31
0.34,0.32,0.34,0.32
0.32,0.32,0.34,0.32
0.31,0.32,0.33,0.30
0.31,0.32,0.32,0.31
0.32,0.32,0.32,0.31
0.32,0.30,0.33,0.30
0.31,0.30,0.32,0.29
0.31,0.31,0.32,0.30
0.32,0.30,0.32,0.30
0.30,0.30,0.31,0.30
0.31,0.30,0.31,0.28
0.30,0.30,0.31,0.29
0.31,0.31,0.31,0.30
0.31,0.31,0.31,0.30
0.31,0.34,0.35,0.30
0.36,0.34,0.37,0.33
0.35,0.34,0.35,0.34
0.35,0.39,0.39,0.34
0.41,0.41,0.45,0.41
0.43,0.43,0.45,0.40
0.44,0.42,0.44,0.40
0.42,0.41,0.42,0.41
0.36,0.38,0.39,0.34
0.37,0.36,0.38,0.35
0.38,0.37,0.42,0.37
0.37,0.38,0.39,0.37
0.40,0.39,0.40,0.38
0.40,0.41,0.42,0.39
0.42,0.43,0.46,0.41
0.45,0.43,0.45,0.42
0.44,0.43,0.44,0.42
0.45,0.43,0.45,0.41
0.43,0.44,0.44,0.42
0.44,0.45,0.48,0.44
0.47,0.46,0.47,0.45
0.42,0.45,0.46,0.42
0.45,0.46,0.48,0.44
0.47,0.47,0.48,0.45
0.48,0.46,0.48,0.46
0.47,0.47,0.47,0.36
0.46,0.45,0.48,0.44
0.45,0.47,0.48,0.45
0.48,0.47,0.50,0.46
0.47,0.47,0.49,0.47
0.48,0.49,0.49,0.47
0.50,0.47,0.50,0.47
0.48,0.44,0.48,0.41
0.46,0.44,0.47,0.44
0.44,0.44,0.47,0.43
0.45,0.43,0.45,0.43
0.45,0.44,0.46,0.44
0.46,0.43,0.46,0.43
0.44,0.43,0.44,0.42
0.44,0.41,0.44,0.40
0.43,0.44,0.44,0.41
0.45,0.42,0.45,0.40
0.34,0.35,0.37,0.22
0.35,0.37,0.37,0.33
0.37,0.36,0.37,0.35
0.36,0.36,0.37,0.34
0.37,0.36,0.38,0.35
0.36,0.35,0.36,0.34
0.36,0.35,0.36,0.34
0.35,0.34,0.36,0.34
0.32,0.34,0.35,0.26
0.33,0.35,0.35,0.33
0.36,0.35,0.36,0.34
0.35,0.35,0.38,0.34
0.35,0.35,0.36,0.34
0.36,0.39,0.39,0.35
0.40,0.42,0.43,0.39
0.42,0.42,0.43,0.40
0.41,0.40,0.41,0.39
0.39,0.41,0.42,0.39
0.41,0.40,0.41,0.40
0.40,0.41,0.43,0.40
0.40,0.42,0.42,0.40
0.40,0.40,0.42,0.40
0.40,0.40,0.41,0.40
0.39,0.39,0.42,0.38
0.41,0.41,0.41,0.40
0.42,0.43,0.44,0.41
0.43,0.44,0.44,0.43
0.44,0.52,0.60,0.44
0.53,0.55,0.57,0.48
0.61,0.65,0.71,0.58
0.64,0.65,0.68,0.61
0.69,0.63,0.70,0.62
0.65,0.61,0.65,0.56
0.60,0.58,0.62,0.54
0.59,0.51,0.60,0.35
0.49,0.49,0.52,0.40
0.52,0.57,0.59,0.50
0.59,0.62,0.62,0.52
0.59,0.59,0.61,0.57
0.58,0.59,0.60,0.57
0.11,0.12,0.14,0.10
0.13,0.13,0.15,0.13
0.14,0.13,0.14,0.13
0.13,0.12,0.14,0.12
0.13,0.11,0.13,0.11
0.12,0.11,0.12,0.10
0.11,0.10,0.11,0.10
0.10,0.11,0.11,0.09
0.11,0.11,0.11,0.10
0.11,0.10,0.11,0.10
0.10,0.10,0.10,0.10
0.11,0.10,0.11,0.10
0.10,0.10,0.10,0.09
0.10,0.10,0.10,0.09
0.10,0.10,0.10,0.09
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.08
0.09,0.08,0.09,0.08
0.10,0.09,0.10,0.08
0.09,0.08,0.09,0.08
0.09,0.09,0.10,0.08
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09
0.09,0.08,0.09,0.08
0.09,0.08,0.09,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.08,0.07,0.08,0.07
0.07,0.07,0.08,0.07
0.08,0.08,0.09,0.08
0.08,0.08,0.08,0.08
0.08,0.07,0.08,0.07
0.08,0.07,0.08,0.07
0.07,0.07,0.07,0.07
0.07,0.08,0.08,0.07
0.08,0.08,0.09,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.07,0.08,0.08,0.07
0.08,0.07,0.08,0.07
0.09,0.10,0.10,0.08
0.10,0.10,0.11,0.09
0.10,0.09,0.10,0.09
0.10,0.09,0.10,0.09
0.09,0.10,0.10,0.09
0.10,0.09,0.10,0.09
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.08
0.08,0.08,0.08,0.07
0.08,0.08,0.09,0.08
0.08,0.08,0.08,0.08
