AET,Aetna Inc. Common Stock,NASDAQ
61.30,61.79,62.25,61.10
61.50,62.16,62.79,61.35
62.59,62.16,62.90,61.85
62.75,62.96,63.47,62.03
63.21,63.59,63.82,63.08
63.65,63.54,64.13,63.30
64.18,63.35,64.22,63.29
63.30,62.43,63.33,62.16
62.10,62.13,62.51,61.58
62.61,62.58,62.89,61.95
63.00,63.26,63.50,62.82
63.55,63.29,63.93,63.23
63.44,64.05,64.39,63.34
64.79,64.04,65.17,63.98
64.23,63.50,64.54,62.95
63.46,63.52,63.67,63.21
63.51,62.52,63.65,62.12
62.77,61.54,62.90,61.52
62.26,64.23,64.34,62.26
63.96,64.49,64.70,63.43
64.49,65.04,65.61,64.32
65.51,65.35,65.60,65.15
65.76,65.61,66.00,64.74
65.27,65.58,65.86,64.60
65.40,64.70,65.54,64.26
64.52,63.40,64.86,63.32
63.58,62.95,64.67,62.14
62.98,64.17,64.84,62.98
64.38,63.73,64.78,63.67
63.52,63.56,63.93,63.24
63.55,64.25,64.50,63.38
64.13,64.05,64.24,63.19
63.95,63.16,64.13,63.05
63.39,64.20,64.41,63.17
64.35,63.87,64.50,63.66
63.45,63.44,63.60,63.16
63.40,64.05,64.10,62.99
63.88,63.24,63.98,63.13
62.69,61.96,63.25,61.93
61.73,62.15,62.66,61.57
62.23,62.20,62.87,62.10
62.09,63.05,63.41,62.02
63.05,62.81,63.38,62.68
62.99,63.70,63.75,62.89
63.91,64.71,64.79,63.72
64.71,63.86,64.93,63.86
63.40,63.06,63.70,63.01
62.88,62.79,63.27,62.68
62.63,63.76,63.96,62.46
63.91,63.39,64.45,63.22
63.83,63.77,64.35,63.41
63.83,64.31,64.54,63.54
64.21,65.26,65.50,64.13
65.35,65.11,65.63,64.22
65.01,65.05,65.24,64.47
65.39,65.38,65.45,64.57
65.54,65.76,65.81,65.22
65.84,65.70,66.25,65.63
66.62,67.47,68.49,66.38
68.32,68.71,69.20,68.22
68.62,67.75,68.86,67.32
67.52,66.60,67.57,66.00
66.60,64.84,67.40,64.60
64.93,64.73,65.72,64.64
64.65,64.10,65.08,63.40
64.17,64.81,65.39,64.05
64.94,64.92,65.08,64.50
64.76,64.78,65.60,64.50
64.68,64.48,64.78,63.96
63.90,64.02,64.41,63.52
64.20,64.90,65.21,64.04
64.72,64.76,65.00,64.28
64.73,64.23,64.89,64.02
64.33,66.44,66.50,64.24
65.88,65.35,66.12,65.28
65.14,64.28,65.14,64.27
64.26,63.86,64.57,63.78
64.40,65.71,66.02,64.36
65.90,65.50,65.90,65.17
65.18,65.51,65.66,64.74
65.46,64.86,65.63,64.59
65.11,65.65,65.87,64.78
64.64,64.18,64.64,63.90
64.22,63.43,64.36,61.66
63.71,63.19,63.93,63.12
63.52,63.79,63.95,63.29
63.52,62.35,63.66,62.15
62.33,61.70,62.80,61.39
61.82,61.82,61.93,61.54
62.01,61.78,62.10,61.54
61.58,60.75,61.70,60.32
61.17,62.12,62.95,61.17
62.13,62.70,63.07,61.97
62.71,62.61,62.96,62.15
62.65,63.59,63.86,62.57
63.12,62.67,63.36,62.61
62.88,63.24,63.78,62.34
63.68,62.56,64.00,62.52
62.57,63.35,63.41,62.50
63.33,63.65,63.98,63.27
63.33,63.07,63.56,62.82
62.81,63.88,63.89,62.81
63.89,64.99,65.12,63.80
64.72,65.08,65.16,64.25
65.11,64.75,65.32,64.67
64.75,64.54,65.00,64.37
64.53,65.94,66.22,64.48
66.32,66.78,67.79,66.32
66.82,67.77,67.82,66.50
68.20,68.80,68.96,68.19
68.77,68.57,69.16,68.56
68.94,68.87,69.16,68.40
69.00,68.93,69.46,68.82
68.97,68.46,69.47,68.31
68.08,67.64,68.34,67.43
67.40,66.29,67.71,66.18
66.31,64.81,66.77,64.72
65.46,66.02,66.06,65.37
66.08,66.82,66.90,66.08
66.75,67.13,67.31,66.74
67.32,66.30,67.34,66.10
66.02,65.14,66.78,65.10
65.15,65.02,66.00,64.72
65.33,65.61,65.63,65.01
65.68,65.75,65.89,65.08
65.88,67.07,67.11,65.56
66.74,66.63,66.93,66.24
66.77,66.98,67.16,66.39
67.25,67.47,67.68,67.19
67.61,67.37,67.67,67.27
67.53,68.31,68.36,67.42
68.25,68.36,68.49,68.08
68.31,68.15,68.50,67.64
68.20,68.59,68.86,67.87
68.21,67.56,68.60,67.52
67.68,67.85,68.26,67.67
68.19,67.52,68.34,67.16
67.70,68.44,68.58,67.70
68.60,69.14,69.34,68.32
70.00,71.72,71.74,69.14
71.45,71.35,72.06,70.62
71.21,71.04,72.00,70.72
70.86,71.48,71.60,70.47
71.60,71.40,72.16,71.21
71.13,70.23,71.30,69.85
70.38,70.16,70.61,69.56
70.49,70.26,70.71,69.71
70.66,70.61,71.01,69.99
70.12,69.97,70.53,69.27
69.65,68.93,69.86,68.59
68.80,68.75,69.22,68.30
68.83,68.93,69.64,68.74
68.46,68.06,69.82,67.89
68.52,68.85,69.60,68.32
68.49,68.33,68.83,67.98
68.49,67.06,68.49,66.95
67.19,67.26,67.49,66.54
67.11,68.27,68.74,66.67
66.79,67.92,68.42,66.23
66.30,66.76,67.02,65.65
66.61,65.68,66.78,65.59
65.59,66.03,66.21,65.28
66.03,65.15,66.48,65.09
65.00,65.75,66.26,64.68
66.00,69.19,69.25,65.82
69.16,69.11,69.85,69.00
69.05,69.08,69.94,69.00
69.21,69.89,70.03,69.10
69.83,70.43,70.67,69.67
70.39,71.80,72.42,70.15
71.88,71.14,72.35,71.00
71.07,71.42,71.89,70.65
71.17,71.48,71.65,71.06
71.56,72.71,73.86,71.54
72.30,72.26,72.62,71.60
72.93,73.65,73.82,72.77
73.52,73.75,74.24,73.11
74.00,73.59,74.38,73.53
74.13,73.71,74.28,73.16
73.45,74.02,74.07,73.22
74.02,73.65,74.50,73.60
73.42,73.35,73.80,73.11
73.76,72.91,73.80,72.65
72.91,71.51,73.29,71.48
71.78,72.99,73.25,71.70
72.86,73.74,74.25,72.85
73.75,74.77,75.64,73.41
74.65,75.39,76.38,74.65
75.95,75.71,76.71,75.61
75.98,74.34,76.16,74.30
74.08,73.94,75.38,73.87
74.55,74.23,74.55,73.87
74.25,73.41,74.25,73.09
73.90,74.10,74.92,73.72
74.49,74.97,75.20,74.28
75.13,75.05,75.99,74.80
74.96,74.81,75.02,74.42
74.83,75.00,75.14,74.16
75.69,74.23,75.91,74.13
74.22,72.90,74.59,72.72
72.76,72.86,73.10,72.00
73.07,74.00,74.41,72.97
74.14,71.87,74.38,71.84
71.52,70.82,71.97,70.63
71.44,70.77,71.44,70.22
70.93,71.63,71.72,70.55
71.94,69.87,72.03,69.78
67.83,67.77,68.34,66.85
67.85,67.89,68.90,67.74
68.23,68.71,69.37,68.13
68.76,68.91,69.15,68.65
73.20,72.96,73.99,72.01
72.17,71.25,73.86,71.19
71.78,70.37,71.97,70.03
70.78,70.46,71.10,70.36
70.55,71.45,72.45,70.00
71.80,71.44,72.55,70.86
71.49,71.49,71.90,71.13
71.39,72.29,72.44,70.76
72.19,72.08,72.52,71.94
72.18,74.05,74.07,71.96
73.91,73.70,74.43,73.57
73.83,74.47,74.58,73.35
74.58,75.77,75.99,74.58
75.80,75.31,75.97,75.28
75.35,75.39,75.59,74.94
75.17,74.73,75.44,74.20
74.78,74.36,75.00,73.65
74.34,75.41,75.57,74.26
75.51,75.21,75.65,74.65
75.39,75.60,75.83,75.23
75.56,75.50,75.64,74.81
75.75,76.39,76.49,74.49
76.57,77.40,77.68,76.52
77.59,76.70,77.70,76.69
77.11,77.19,77.49,76.40
77.36,77.55,77.84,76.61
77.92,77.86,78.23,77.41
77.74,78.50,78.57,77.73
78.40,79.39,79.48,78.40
79.77,79.12,79.91,79.12
79.40,79.47,79.79,79.15
79.21,79.17,79.51,78.71
79.22,80.27,80.32,78.94
79.83,80.98,81.25,79.52
80.63,80.87,81.14,80.07
80.61,80.94,81.08,80.15
80.94,80.57,81.22,80.32
80.33,80.57,80.80,80.20
80.51,80.98,81.06,79.74
81.15,81.41,81.55,80.74
81.59,81.92,81.99,81.09
82.00,82.06,82.22,81.54
81.98,80.99,82.11,80.96
81.18,82.46,82.48,80.96
82.49,82.05,82.49,81.27
81.58,81.77,81.92,81.10
81.89,81.08,82.70,81.01
81.49,82.06,82.49,81.00
82.14,82.92,82.95,81.26
83.06,83.63,83.71,82.78
83.17,82.45,83.48,81.86
81.93,81.07,82.17,80.87
81.36,81.19,81.78,80.99
80.38,81.25,81.84,80.18
81.27,81.61,81.99,80.92
81.93,82.16,82.64,81.92
82.16,82.38,82.95,82.00
82.84,82.16,82.94,81.66
81.67,83.74,84.74,81.62
83.99,84.64,84.74,83.28
84.31,83.99,84.55,83.75
84.40,84.87,85.72,84.21
85.16,84.54,85.20,84.37
84.50,84.16,84.85,84.01
82.27,83.39,83.76,81.87
83.73,84.82,84.89,83.49
83.09,81.88,84.00,81.40
82.48,79.74,82.72,78.60
78.56,77.53,78.77,76.11
77.20,78.73,79.00,77.08
79.06,79.60,79.91,78.47
79.48,78.46,79.78,78.05
78.40,78.32,78.88,78.07
77.46,75.22,77.61,74.81
75.60,76.74,76.86,75.07
76.76,75.83,77.04,75.65
75.55,75.43,76.04,75.23
76.21,77.06,77.22,75.70
77.11,77.64,77.68,76.71
77.78,77.72,77.90,76.71
78.03,78.04,78.17,77.12
78.09,79.12,79.28,77.62
79.06,79.51,79.60,78.63
79.58,79.35,79.74,79.06
79.33,78.77,79.49,78.74
79.37,78.95,79.43,78.61
79.08,80.10,80.19,79.00
80.28,81.11,81.51,80.18
80.76,81.92,82.28,80.76
82.07,82.13,83.22,82.01
82.66,81.93,82.74,81.04
82.30,82.43,82.80,82.15
82.55,82.97,84.15,82.45
83.00,83.94,84.11,82.85
83.86,83.95,84.03,83.25
84.15,84.94,84.95,84.00
84.82,84.41,84.82,83.52
83.97,83.69,84.17,82.97
83.76,82.20,83.76,82.00
82.30,82.12,82.86,81.98
82.11,83.35,83.47,81.85
83.46,83.15,83.94,82.54
83.37,83.91,84.05,83.22
84.54,83.69,84.63,83.55
82.96,83.05,83.74,82.55
82.78,82.12,83.20,81.95
82.16,83.75,83.80,82.14
83.52,82.06,83.62,81.89
82.36,82.03,82.57,81.27
81.38,81.34,81.84,81.14
81.51,81.00,81.94,80.95
81.20,79.82,81.20,79.50
79.79,79.39,79.95,78.35
80.24,81.49,81.83,79.71
82.04,79.17,82.16,79.08
78.91,78.01,79.49,77.97
78.05,80.03,80.08,77.81
79.89,78.62,80.31,78.23
78.84,77.66,79.28,77.64
77.62,76.43,78.41,76.35
76.41,73.98,76.58,73.06
72.84,73.57,74.46,71.81
73.70,73.43,75.42,72.57
74.42,75.39,76.33,74.11
75.41,76.45,76.50,75.34
77.26,78.39,78.59,77.16
78.82,78.09,79.21,77.70
78.98,78.75,79.30,78.52
79.00,78.69,79.10,77.92
78.53,79.18,79.64,78.53
78.45,77.23,78.49,76.17
77.56,79.75,80.10,77.56
79.72,80.60,81.38,79.43
81.38,82.51,82.55,81.01
82.78,82.25,83.50,82.00
82.19,83.71,84.05,82.12
84.36,84.26,84.70,83.90
84.47,84.70,85.00,84.15
84.21,82.29,84.74,81.93
82.43,84.02,84.02,82.43
83.95,84.50,84.85,83.76
83.97,84.52,84.72,83.36
84.55,84.56,84.98,83.99
84.60,83.81,84.77,83.53
83.81,86.22,86.27,83.75
86.25,87.16,88.11,86.25
87.03,85.55,87.05,85.45
85.08,85.85,86.30,84.92
86.80,86.36,87.14,86.26
86.61,86.94,87.37,85.90
86.91,86.61,87.41,86.51
86.89,86.91,87.30,86.51
87.10,87.24,87.85,87.09
87.70,87.54,88.00,86.88
87.59,88.34,88.45,87.36
88.41,89.68,89.82,88.41
89.40,89.19,89.68,88.36
89.41,90.62,90.67,89.21
90.55,90.12,91.25,89.58
88.83,89.56,89.88,88.79
89.42,87.67,89.47,87.60
87.00,88.12,89.25,86.31
87.71,87.30,89.04,87.26
88.07,86.67,88.49,85.91
86.51,85.64,87.67,85.62
86.26,87.18,87.50,85.83
88.39,90.13,90.13,87.88
90.71,90.84,91.87,90.38
90.79,90.41,91.06,90.17
91.01,89.45,91.01,89.00
89.71,89.59,89.88,89.36
89.73,89.84,90.27,89.51
89.68,89.75,90.19,89.02
89.44,90.14,90.57,89.44
90.21,88.83,91.05,88.78
89.71,88.80,90.15,87.87
88.14,87.60,88.83,87.25
88.01,87.73,88.73,87.48
88.42,89.49,89.55,88.26
90.29,92.39,92.53,90.29
92.03,91.04,92.48,91.00
91.40,89.52,91.61,89.17
90.48,90.33,92.02,89.58
89.50,89.89,90.90,88.70
90.61,90.50,91.11,90.00
90.47,92.56,92.64,90.28
92.65,91.98,92.90,91.19
92.79,94.74,95.08,91.98
95.52,96.11,96.15,94.03
95.94,94.48,96.25,94.44
94.25,94.24,94.58,93.32
93.61,93.70,94.30,93.16
94.48,92.69,94.71,92.56
92.95,93.61,93.78,91.95
92.97,91.82,93.60,91.64
92.01,92.22,92.91,90.20
93.01,94.18,94.27,91.83
93.76,96.05,96.90,93.00
96.13,96.59,97.71,96.01
96.34,94.54,96.79,94.16
94.18,93.74,94.60,93.38
94.15,95.75,95.95,94.04
95.49,96.46,96.75,95.38
97.16,97.08,97.16,95.99
96.58,96.12,96.89,95.82
96.09,96.62,96.62,95.59
96.27,96.89,96.96,95.60
96.77,96.64,97.49,96.22
96.40,97.92,98.12,96.20
98.00,100.68,100.76,98.00
100.86,100.17,101.98,100.06
100.27,99.52,100.48,99.22
99.46,99.31,99.92,99.08
99.39,99.55,99.92,99.10
99.53,100.50,100.80,99.47
100.17,99.79,100.33,99.03
99.44,101.75,102.00,98.78
101.73,102.09,102.63,101.37
101.77,100.67,101.90,100.29
100.62,101.53,101.74,100.60
100.40,100.16,100.76,99.55
100.29,100.04,100.94,99.85
100.80,102.12,102.35,100.57
102.00,104.09,104.20,101.32
104.74,106.07,106.75,104.50
105.22,105.40,105.50,104.36
105.33,107.48,107.86,105.13
108.00,108.31,108.97,107.25
108.70,108.63,109.12,107.94
108.50,109.26,109.90,108.45
109.42,108.74,109.60,108.60
108.99,107.29,109.77,107.23
106.72,105.91,107.12,105.36
106.30,107.40,107.97,106.27
109.03,108.57,109.35,107.96
107.92,106.53,108.18,106.51
106.66,106.87,106.87,104.93
107.11,107.15,107.86,106.55
106.55,107.83,108.04,106.30
108.49,106.79,108.89,106.78
107.18,107.46,108.07,106.65
107.02,107.72,108.13,107.00
108.00,107.91,108.00,107.14
108.13,107.69,109.14,107.66
107.92,107.88,108.23,107.00
108.56,106.08,108.57,105.44
108.22,109.43,109.65,108.22
108.52,107.72,108.79,106.77
108.16,107.25,108.68,107.19
107.69,108.36,108.63,107.57
108.33,107.95,108.75,107.24
107.80,108.90,109.10,107.52
108.60,108.82,109.01,108.23
109.06,106.92,109.36,106.79
108.81,110.38,111.08,106.72
109.95,108.01,110.50,106.73
108.00,106.87,108.71,106.68
107.86,108.47,108.55,107.15
108.68,109.19,109.82,108.55
108.60,107.20,108.85,106.87
107.99,107.37,108.34,106.63
107.00,107.89,108.72,107.00
108.85,109.26,109.83,108.62
109.15,109.30,110.28,109.01
108.73,110.08,111.12,108.66
110.17,109.79,111.00,109.66
110.89,111.48,111.56,110.60
111.97,112.74,112.75,111.57
112.61,113.73,113.89,112.15
113.99,114.09,114.61,113.81
114.12,114.40,114.76,113.72
114.00,114.69,114.86,113.80
114.31,114.52,115.76,113.89
114.70,113.88,114.84,113.73
115.00,115.21,115.84,114.04
115.35,116.39,116.56,114.98
116.47,117.97,120.15,114.47
118.06,119.62,120.19,117.91
119.24,117.33,119.50,116.89
117.87,116.95,118.14,115.76
116.01,115.98,116.95,115.45
115.58,116.86,117.16,115.01
117.00,116.00,117.80,115.98
116.35,117.24,117.49,115.94
117.08,117.94,118.53,116.98
118.21,117.95,118.59,117.73
117.23,115.87,117.45,115.76
115.31,121.01,124.20,114.75
124.88,124.97,128.65,123.12
125.77,123.86,126.84,123.45
124.06,124.50,125.39,124.02
124.37,124.07,124.66,123.85
127.91,128.05,130.17,127.60
128.29,128.20,128.75,126.47
127.10,127.51,128.64,125.90
127.66,132.60,133.05,126.73
132.83,130.05,134.40,130.05
128.59,127.28,129.48,127.04
128.32,127.46,128.71,127.25
128.95,128.90,129.36,127.25
129.41,125.51,129.74,125.45
117.81,117.43,120.76,115.56
117.72,115.33,118.20,112.64
114.88,112.67,115.93,112.67
115.73,112.67,116.51,112.56
114.02,114.60,114.80,112.57
115.90,114.02,116.27,112.37
113.30,115.75,115.97,113.20
115.79,115.48,117.01,114.92
115.66,112.91,115.96,112.80
112.76,112.92,113.48,111.26
113.13,111.60,113.14,111.04
111.50,111.55,112.56,109.11
111.50,113.88,114.23,111.02
114.16,112.05,114.24,111.57
111.62,110.00,111.95,109.73
109.27,110.23,110.55,107.95
110.81,112.31,112.37,109.90
112.52,112.60,112.94,111.12
114.36,114.15,114.64,112.36
114.63,112.97,114.98,112.69
113.55,113.79,114.72,112.50
115.99,115.19,117.10,112.24
116.59,118.07,118.76,115.44
118.20,116.40,118.58,115.94
116.08,116.39,116.81,115.05
116.91,117.09,117.49,116.26
116.25,118.35,119.49,116.18
117.50,117.30,118.00,115.42
117.62,118.25,118.66,117.00
117.93,120.66,120.96,117.82
120.06,123.04,123.79,119.89
123.03,124.21,125.47,122.80
123.43,122.18,123.50,120.82
121.14,118.53,121.91,118.18
117.95,115.51,118.78,115.49
108.03,110.51,112.00,93.51
114.19,110.50,115.95,110.50
112.88,115.42,115.74,112.35
115.75,117.78,117.89,114.41
117.61,116.86,118.11,116.02
116.67,114.52,118.16,114.36
112.20,111.55,114.21,110.89
112.75,113.56,113.60,111.18
114.08,115.18,116.55,113.76
113.60,113.47,114.42,112.79
116.24,118.14,118.37,115.45
119.60,117.23,119.85,116.88
116.73,116.19,118.98,115.88
115.41,117.89,117.93,115.27
118.81,116.39,118.86,115.99
116.90,117.57,117.93,115.85
117.79,117.58,118.36,116.14
117.65,117.76,119.54,116.73
117.02,116.15,118.18,115.90
117.21,118.82,119.75,116.35
117.14,118.12,119.37,116.03
118.10,118.82,119.49,117.21
118.08,116.44,118.25,114.46
117.46,112.02,117.46,111.13
111.89,105.30,111.92,104.30
105.36,106.31,107.93,103.79
107.98,109.41,110.48,107.50
109.21,109.94,110.42,107.00
108.81,113.11,113.18,107.65
113.96,113.04,114.73,111.70
113.36,108.83,113.47,107.84
109.05,109.56,109.79,107.02
109.54,109.61,109.93,107.99
108.97,109.18,110.96,108.85
109.43,110.63,110.91,109.00
110.58,113.27,115.98,110.58
113.05,111.11,114.42,110.06
110.00,112.17,112.72,108.34
113.07,112.99,113.56,111.89
112.94,114.20,114.93,112.66
114.32,111.82,114.79,111.05
112.63,108.28,112.70,103.64
107.88,103.36,108.38,100.69
103.93,105.89,106.24,102.94
106.09,107.80,108.22,104.60
107.48,110.67,111.86,107.01
110.67,111.11,111.18,107.07
111.25,114.86,116.33,110.68
115.92,114.78,115.99,114.09
115.42,115.34,116.22,114.10
114.59,111.81,115.48,111.33
111.80,108.66,112.39,107.39
108.77,111.27,111.65,108.47
110.16,107.55,110.22,106.32
107.22,108.00,108.06,105.65
108.25,108.74,109.39,107.89
109.43,105.09,109.56,104.86
105.80,103.11,106.02,103.05
102.65,102.21,104.25,101.52
102.39,105.01,105.09,102.20
104.82,105.28,107.04,104.01
105.28,106.86,107.06,104.46
101.70,99.89,103.58,98.67
101.35,104.43,104.98,100.55
104.78,105.71,106.92,104.31
104.84,106.08,106.28,104.35
106.31,103.95,106.48,103.80
104.25,104.06,104.80,103.40
104.47,102.75,104.90,102.75
103.16,107.50,107.85,102.78
107.63,106.93,109.48,106.62
106.75,101.72,107.53,101.42
102.47,105.32,106.10,101.91
105.45,103.62,105.46,103.06
102.86,103.93,104.28,102.10
103.11,103.87,104.53,102.83
103.59,104.82,105.55,103.16
103.94,104.91,106.30,103.17
105.22,105.80,106.50,104.69
106.50,107.02,108.43,106.25
108.08,108.76,108.95,107.13
108.73,108.86,109.41,107.71
108.77,108.47,109.92,108.02
108.91,109.72,110.54,108.59
110.42,108.91,110.47,107.76
109.13,110.08,110.45,109.13
110.01,109.63,110.53,109.51
109.53,108.95,109.67,108.22
109.52,110.21,110.90,109.39
110.39,108.93,110.84,108.64
108.35,108.12,109.54,108.00
106.59,109.26,109.26,106.02
109.73,110.78,111.20,109.20
109.16,110.22,110.98,109.09
108.92,110.27,111.23,108.25
110.00,107.07,110.46,106.27
107.14,105.32,108.27,104.19
104.53,109.15,109.60,104.53
109.25,104.88,109.96,104.72
104.86,108.25,108.54,104.44
106.08,105.04,108.24,103.12
105.67,104.84,106.95,104.32
103.77,104.04,104.98,100.29
104.59,105.26,106.22,103.72
106.16,107.58,108.13,105.72
108.68,105.43,108.84,105.22
105.65,104.98,105.84,103.92
105.08,101.69,105.11,100.57
102.00,98.79,102.87,98.40
99.37,101.84,101.84,99.07
103.25,103.37,105.00,102.51
103.05,101.88,103.25,100.93
102.11,101.19,102.50,99.23
100.72,102.11,102.31,99.96
102.04,99.22,102.51,98.96
98.34,94.31,98.41,93.29
93.74,97.20,98.36,92.42
98.31,99.74,100.56,98.25
98.33,97.82,99.10,97.05
97.74,99.30,99.35,97.15
100.06,102.18,102.31,99.62
102.60,105.46,105.60,102.19
105.22,104.38,106.25,104.02
104.80,103.45,105.40,102.52
103.67,106.56,107.00,102.84
106.78,107.33,107.99,106.30
107.02,106.65,107.29,105.24
107.12,109.40,109.53,105.97
109.47,109.92,111.53,109.36
109.52,108.63,110.72,108.60
109.54,110.54,110.58,108.01
110.05,110.15,110.54,109.13
109.32,109.64,109.84,107.89
109.14,108.06,109.80,107.83
107.43,109.70,109.70,107.01
109.05,106.99,109.40,106.94
107.86,109.22,109.24,107.29
109.81,110.87,111.73,109.33
111.63,113.47,113.48,111.12
112.74,114.17,114.48,112.49
113.32,112.87,113.84,111.21
112.68,113.36,113.83,111.53
112.96,110.55,113.39,109.00
110.44,112.61,113.37,109.42
112.07,111.41,112.78,110.83
111.21,112.52,113.17,111.07
112.56,111.75,113.00,111.39
111.37,112.41,112.96,111.24
112.41,112.10,113.36,111.91
112.50,113.29,113.53,111.88
113.33,114.19,115.52,113.33
113.73,112.35,114.26,112.35
112.12,113.71,114.00,111.66
113.48,114.53,114.96,112.60
113.41,111.12,113.85,110.41
111.19,112.11,112.15,110.81
111.36,110.28,111.86,109.62
110.66,108.87,111.10,108.61
108.91,108.26,110.05,108.02
108.28,109.29,109.38,107.55
109.99,110.54,110.78,109.06
110.21,109.69,110.74,109.53
110.07,109.81,110.25,108.52
109.67,110.47,111.12,109.11
111.38,111.47,112.89,110.90
111.65,113.21,113.76,111.18
112.96,113.09,113.92,112.74
113.44,114.82,114.82,113.09
114.20,114.30,114.90,113.44
114.01,115.77,115.82,114.01
115.61,113.80,115.71,113.29
115.05,114.63,115.96,113.66
114.00,112.27,114.00,111.68
113.26,113.85,114.84,112.90
113.46,114.07,114.93,113.30
113.05,113.06,113.97,112.30
112.89,113.87,114.32,112.53
113.19,112.82,114.26,111.73
112.81,113.93,115.44,112.81
114.24,114.46,114.79,113.58
114.72,112.26,114.72,112.26
112.45,108.60,112.78,107.78
108.54,107.90,109.49,106.30
107.81,110.50,110.55,107.59
110.40,110.20,111.12,109.44
110.04,110.60,111.48,109.60
109.91,109.72,111.33,108.64
110.38,110.64,111.43,110.20
110.42,110.09,111.00,109.59
110.54,111.63,111.94,110.26
112.31,113.69,113.85,111.87
113.33,113.07,113.82,112.65
113.29,113.25,114.03,112.81
113.73,113.23,114.24,113.07
113.05,115.29,115.30,112.80
115.25,120.03,120.07,114.77
118.87,120.04,120.30,118.42
120.10,122.29,122.78,119.88
122.15,121.60,122.79,121.60
121.54,122.72,123.18,121.20
122.25,121.27,122.68,119.97
120.46,120.52,120.56,119.66
120.38,119.18,121.36,119.05
119.10,119.56,120.00,118.83
120.00,119.92,121.07,119.53
119.69,121.64,121.79,118.86
121.44,121.10,121.74,120.30
122.00,122.34,123.57,121.90
123.07,121.09,123.07,121.07
121.12,120.16,122.36,119.98
121.72,121.00,121.72,120.16
116.27,117.66,120.00,116.27
116.80,115.56,116.99,114.48
116.83,118.89,118.99,116.37
119.86,121.18,121.32,119.60
121.77,122.13,122.59,120.82
121.68,119.95,121.70,119.18
119.90,119.70,120.35,119.11
119.24,120.24,121.14,119.09
120.58,115.47,120.99,114.41
116.31,117.00,117.21,112.18
117.08,116.44,117.95,116.20
116.59,115.50,116.98,115.04
116.39,119.18,119.55,116.39
120.11,119.15,120.98,119.06
118.88,118.63,120.67,118.14
118.94,118.36,119.86,117.48
117.97,115.15,117.97,112.53
115.97,116.49,117.11,115.18
115.57,118.30,120.68,115.33
119.01,120.46,121.27,117.70
120.23,117.84,120.44,117.68
117.54,117.25,117.75,116.10
116.71,115.91,117.13,114.24
115.83,115.79,116.64,115.19
114.09,115.21,116.55,114.09
115.68,114.45,115.92,113.99
116.57,115.71,117.71,115.27
115.68,116.86,117.36,114.03
116.67,116.61,117.69,115.83
117.04,119.29,119.88,116.38
119.30,118.32,119.30,117.93
118.19,119.54,119.75,118.19
119.33,119.54,120.93,118.51
119.79,119.19,119.82,118.78
118.59,119.58,120.11,118.04
119.58,119.17,119.84,118.78
119.30,118.93,119.54,118.43
118.98,120.55,120.71,118.58
120.04,121.04,121.60,119.92
120.44,120.08,120.93,119.68
120.54,120.15,121.24,119.93
120.31,119.77,120.77,119.58
119.62,118.71,120.33,118.60
118.29,117.52,119.05,117.49
117.54,117.23,118.55,116.63
117.56,117.02,117.66,116.73
116.76,116.87,117.44,116.59
116.10,117.12,117.24,116.10
117.44,116.16,117.61,115.83
116.63,116.73,116.93,115.99
116.71,116.37,117.58,116.04
115.92,116.47,116.90,115.00
119.11,116.54,119.11,115.80
115.89,115.55,116.49,115.36
115.00,116.22,116.48,114.87
115.36,113.99,116.02,113.88
114.07,112.81,114.18,112.50
112.48,114.43,114.52,111.88
114.00,115.06,115.44,113.97
115.28,114.83,115.74,114.74
115.29,114.63,115.45,114.61
114.81,116.69,116.69,114.59
116.78,116.93,117.39,116.50
116.89,115.63,116.92,115.63
115.26,114.93,115.51,114.60
115.18,115.74,115.80,114.50
116.12,116.26,116.46,115.28
116.04,115.03,116.04,114.79
115.37,115.45,116.10,114.51
114.92,114.72,115.48,114.37
114.85,114.77,115.23,114.09
114.80,114.98,115.22,114.10
115.07,113.99,115.07,113.41
114.31,113.72,114.66,113.14
114.16,114.71,114.99,114.05
114.32,112.07,114.45,111.83
112.11,110.37,112.69,109.57
109.85,109.78,110.25,109.20
110.46,109.64,111.06,109.59
109.72,108.49,109.85,108.35
110.50,111.43,111.98,110.25
111.56,111.06,112.15,110.98
110.95,110.93,111.44,110.55
110.08,111.25,112.02,109.86
111.71,112.02,112.07,111.43
112.08,111.64,112.48,111.26
111.59,111.01,112.02,110.78
111.19,110.83,111.70,106.44
110.27,107.39,110.49,106.07
107.72,107.35,107.95,106.75
107.71,105.82,107.71,104.83
105.89,105.70,107.93,105.28
105.92,105.20,106.84,104.59
105.54,106.10,106.93,105.39
107.64,109.74,110.64,107.44
109.29,112.77,113.14,109.12
111.93,118.02,118.56,110.29
119.11,119.90,122.14,119.11
122.66,119.28,124.23,119.09
119.14,123.98,124.29,118.47
124.54,123.59,124.98,122.41
123.50,123.30,124.40,122.74
123.45,126.20,126.33,123.11
126.11,124.88,126.15,124.73
124.93,126.86,127.34,124.80
127.06,128.42,128.73,127.00
127.86,129.33,129.42,127.31
129.31,129.57,131.08,129.16
128.91,128.39,129.48,127.47
129.68,132.03,132.57,129.68
132.36,130.84,132.36,130.37
130.78,134.90,136.14,130.30
134.91,133.49,136.50,132.98
133.58,129.45,133.58,127.34
129.96,128.54,130.10,127.50
