CVO,Cenveo Inc Common Stock,NASDAQ
17.28,16.96,17.28,16.88
16.80,17.36,17.44,16.40
17.04,16.64,17.04,16.48
16.88,16.64,16.88,16.40
16.80,17.04,17.24,16.56
17.20,16.80,17.36,16.72
16.80,17.04,17.20,16.56
17.04,16.56,17.20,16.40
16.48,16.32,16.64,16.24
16.24,16.64,16.64,16.00
16.88,16.32,16.88,16.16
16.32,16.72,16.72,16.32
16.64,16.16,16.64,15.68
16.08,16.80,16.96,16.00
17.04,17.28,17.52,16.64
17.20,17.20,17.44,17.12
17.28,17.36,17.63,17.04
17.36,17.52,17.60,17.04
17.60,17.68,17.84,17.52
17.84,17.76,18.00,17.68
17.84,17.68,17.84,17.44
17.60,17.44,17.60,17.28
17.44,17.44,17.48,17.20
17.44,17.36,17.44,17.36
17.28,17.52,17.68,16.80
17.36,17.28,17.52,17.04
17.28,17.44,17.52,17.28
17.52,19.28,19.28,17.52
19.28,19.52,19.68,18.64
19.52,20.64,23.20,19.44
20.40,20.96,21.20,19.76
21.12,20.40,21.12,19.76
20.08,19.44,20.16,19.20
19.20,20.72,21.12,19.20
18.24,17.92,19.60,16.96
17.76,17.28,18.00,16.96
17.04,17.36,17.36,16.88
17.36,17.60,17.68,17.28
17.52,17.36,17.84,17.28
17.28,17.60,17.76,17.28
17.68,18.48,18.56,17.60
18.24,18.32,18.96,18.08
18.40,21.04,21.04,18.40
20.96,21.84,21.84,19.76
23.44,24.00,24.80,23.04
24.16,22.96,24.56,22.56
23.04,22.32,23.76,22.16
22.96,22.56,23.36,22.00
22.48,22.48,22.80,22.08
22.80,22.32,23.12,21.92
22.80,22.40,22.88,22.32
22.88,23.20,23.52,22.64
23.20,22.88,23.44,22.24
22.48,22.72,22.80,22.24
22.88,22.64,22.88,22.08
22.72,23.84,24.24,22.56
24.00,23.52,24.08,23.20
23.52,23.36,23.68,23.14
23.92,23.36,23.92,23.04
23.52,23.04,23.60,22.72
23.20,23.92,24.00,23.16
24.08,23.92,24.80,23.60
23.68,23.28,24.00,22.88
23.68,23.52,24.00,23.04
23.44,23.28,23.68,22.72
23.28,23.60,23.68,22.80
23.60,23.28,24.00,23.12
23.28,22.96,23.76,22.92
22.96,23.12,23.36,22.72
22.96,23.68,23.84,22.96
23.52,23.60,23.76,22.96
23.44,23.52,25.18,23.04
23.44,23.28,23.52,23.12
23.20,22.72,23.36,22.64
22.64,23.36,23.52,22.56
23.12,22.80,23.20,22.72
22.72,22.00,22.96,21.52
21.92,22.32,22.56,21.76
22.64,23.12,23.20,22.56
22.96,23.84,23.92,22.96
23.52,23.84,24.00,23.12
23.92,23.44,23.92,23.20
23.52,23.44,23.73,23.36
23.36,23.76,24.08,23.28
24.08,23.92,24.08,23.44
23.84,22.96,24.00,22.88
22.96,22.88,23.48,22.80
22.80,23.84,23.84,22.40
23.76,25.12,25.76,23.36
25.20,24.80,25.28,24.56
24.80,25.04,25.44,24.32
25.28,25.04,25.32,24.80
24.88,24.16,25.12,24.16
24.00,25.12,25.12,23.20
25.04,25.04,25.28,24.64
24.88,25.12,25.20,24.80
25.12,24.96,25.50,24.72
25.12,24.16,25.60,24.16
23.52,25.28,25.28,22.96
25.20,27.68,27.76,25.04
28.08,27.60,28.24,26.40
27.60,27.28,27.60,26.80
26.88,26.72,27.04,26.56
26.64,26.72,27.12,26.16
26.64,26.48,26.64,26.16
26.64,27.36,27.68,26.20
27.20,26.64,27.60,26.40
26.64,26.48,27.20,26.32
26.48,27.52,27.60,26.48
27.60,27.28,27.60,27.04
27.44,27.12,27.84,27.04
27.12,27.20,27.68,27.04
27.12,26.96,27.36,26.72
27.20,27.44,28.32,27.12
27.60,27.20,27.76,26.40
27.04,26.40,27.36,26.40
26.32,26.08,26.80,26.00
26.08,26.24,26.32,25.20
26.40,26.80,27.60,26.40
26.72,26.16,26.88,25.96
26.16,25.92,26.40,25.84
26.00,25.92,26.16,25.44
25.28,25.44,25.80,24.72
25.20,25.52,26.00,25.20
25.52,25.84,26.16,25.44
25.76,25.20,25.76,24.88
25.28,25.20,25.84,25.04
25.12,25.12,25.68,25.04
25.12,26.72,26.72,24.96
26.40,26.80,26.88,26.00
26.88,27.84,28.04,26.88
28.00,27.68,28.56,27.52
27.84,28.24,28.40,27.44
28.48,28.08,28.48,27.84
28.00,27.52,28.40,27.20
27.28,27.20,27.68,26.56
27.12,27.12,27.44,26.88
27.12,26.48,27.12,26.40
26.64,27.12,27.20,26.64
27.20,27.76,27.76,26.72
27.84,27.84,28.00,27.28
27.84,27.76,27.84,27.12
27.60,27.60,27.84,27.28
27.76,28.16,28.36,27.44
28.08,28.24,28.40,28.08
28.08,28.72,28.72,27.55
28.80,29.52,29.60,28.72
29.76,30.24,30.24,29.20
30.16,30.80,31.36,29.84
30.72,30.08,30.72,29.76
29.76,28.64,29.76,28.40
28.56,26.96,28.56,26.60
26.88,26.88,27.36,26.64
26.56,26.88,27.04,26.40
27.04,27.28,27.76,26.80
26.64,26.56,27.36,26.24
26.40,25.76,26.93,25.52
26.00,25.28,27.28,25.20
25.20,24.56,25.60,24.12
24.72,24.40,25.20,24.28
24.48,25.44,25.84,24.48
25.44,25.12,25.60,24.80
25.12,24.88,25.36,24.88
24.88,24.48,25.04,24.08
24.40,25.44,25.60,24.24
25.52,25.44,25.60,24.60
25.36,26.16,26.64,25.36
26.16,26.64,27.04,26.08
26.56,26.48,27.04,26.32
26.64,26.32,26.72,26.00
26.24,26.16,26.88,25.92
26.16,25.92,26.56,25.76
26.08,26.48,26.72,25.84
26.00,27.28,27.84,25.77
27.44,27.12,27.68,26.80
26.80,27.12,27.68,26.32
28.16,27.68,28.40,27.60
27.52,27.68,27.92,27.20
27.92,27.20,28.01,27.18
27.28,27.92,27.92,26.72
28.00,28.40,28.40,27.12
28.24,27.60,28.24,27.28
27.36,27.04,27.44,26.48
27.28,26.32,27.28,26.08
26.08,26.24,26.56,25.84
26.48,27.20,27.28,26.24
27.12,27.84,28.16,26.64
27.92,26.56,27.92,26.32
26.40,26.48,27.52,26.32
26.72,26.56,27.04,26.56
26.80,26.64,27.60,26.55
26.96,25.84,27.52,25.76
25.92,24.48,26.21,24.40
24.40,24.32,24.80,23.44
24.40,24.32,25.36,24.08
24.64,24.32,24.88,24.16
24.48,24.16,24.96,24.08
24.08,24.24,24.80,23.92
24.40,24.32,24.48,24.16
24.64,23.12,24.72,22.56
22.88,23.52,24.16,22.57
23.44,24.48,24.80,23.36
24.64,25.36,25.52,24.40
25.20,24.64,25.44,24.32
24.32,24.48,24.80,24.08
24.88,24.40,24.88,24.00
24.40,24.00,24.48,23.44
24.24,24.56,24.65,23.92
24.40,24.96,25.60,24.24
24.88,25.68,25.76,24.64
25.68,25.60,26.08,25.20
25.44,25.20,25.60,25.20
25.28,24.08,25.28,23.84
23.68,24.00,24.40,23.68
24.00,24.00,24.40,23.60
24.24,23.92,24.40,23.60
23.68,24.72,24.72,23.60
24.56,24.48,24.76,24.00
24.48,25.36,25.36,24.32
24.96,24.40,25.24,24.00
24.16,23.60,24.48,23.60
23.52,24.24,24.40,22.72
22.80,23.92,25.36,22.80
23.68,24.80,24.96,23.68
24.88,25.28,26.08,24.88
25.04,24.72,25.76,24.64
24.56,24.24,24.72,23.76
24.00,24.32,24.80,23.76
24.24,24.16,24.32,23.92
24.16,24.08,24.24,23.92
23.92,23.44,24.00,22.80
23.44,23.76,24.08,23.28
23.67,24.00,24.40,23.52
24.00,24.40,24.64,23.84
24.32,24.80,24.96,23.84
24.64,24.80,24.96,24.56
24.88,24.80,24.96,24.48
24.96,24.56,25.28,24.40
24.56,24.56,24.80,24.08
24.32,24.72,25.12,24.24
24.48,24.32,24.88,24.00
24.64,25.44,25.78,24.08
25.68,25.92,26.32,25.60
25.84,25.60,26.16,25.28
25.60,25.60,25.84,25.44
25.36,25.28,25.60,25.12
25.68,25.84,26.24,25.44
26.32,25.04,26.32,24.96
24.88,27.20,27.28,24.88
28.32,29.28,29.68,27.44
29.28,29.60,29.92,28.24
29.60,29.20,29.60,28.64
29.36,28.24,29.36,28.08
28.48,28.72,29.36,28.32
28.64,28.08,28.88,27.52
27.76,28.88,29.20,27.76
28.80,28.80,28.88,28.28
28.48,30.16,30.16,28.48
30.24,29.68,30.24,29.52
30.08,30.40,30.80,29.92
30.40,30.40,30.64,30.00
30.40,30.32,30.80,30.04
30.16,29.28,30.40,29.12
28.88,29.44,29.60,28.40
29.44,29.12,29.60,28.88
28.56,29.12,29.52,28.16
28.96,28.72,29.36,28.16
29.20,28.96,29.23,28.24
28.96,28.56,29.12,28.08
28.64,28.08,29.12,28.00
28.00,27.68,28.40,27.60
27.52,28.00,28.32,27.28
27.60,27.52,28.00,27.20
27.60,27.68,28.24,27.44
27.68,27.60,28.08,27.52
27.68,27.68,28.60,27.36
27.28,27.20,27.92,27.20
27.20,27.04,27.44,26.80
27.04,27.52,27.60,26.88
27.52,27.20,27.84,27.08
26.72,26.96,27.68,26.72
27.04,27.44,27.52,26.72
27.44,28.08,28.16,26.88
27.76,28.32,28.48,27.64
28.16,28.48,29.20,28.08
28.40,26.56,29.04,25.84
26.40,26.72,27.04,25.92
26.72,26.16,27.04,26.08
26.08,25.52,26.16,25.19
25.44,26.16,26.16,25.44
26.00,26.32,27.68,25.92
26.72,26.48,26.72,25.84
26.48,26.56,26.90,26.08
26.64,26.16,26.96,26.08
26.00,24.56,26.40,24.48
24.64,25.36,25.76,24.00
25.36,25.12,25.52,24.89
25.28,24.64,25.44,24.00
24.56,24.48,24.96,23.76
24.40,24.80,25.04,24.25
24.80,24.32,24.88,24.24
24.32,24.32,24.55,24.00
24.24,24.24,24.80,23.92
24.32,24.00,24.32,23.92
24.16,24.16,24.40,23.92
23.92,24.00,24.16,23.92
23.92,24.08,24.24,23.92
24.08,23.60,24.16,23.44
23.52,22.96,23.52,22.16
22.72,23.12,23.28,22.56
23.28,22.48,23.28,22.40
22.40,22.16,22.56,22.08
22.08,21.84,22.40,21.68
21.68,21.44,22.32,21.44
21.60,22.72,22.80,21.52
22.72,22.72,23.36,22.24
22.72,22.32,22.72,22.16
22.16,21.76,22.16,21.52
21.68,21.76,22.08,21.20
21.60,21.28,21.76,20.96
21.36,21.60,21.80,20.96
21.20,20.88,21.45,20.41
20.72,19.76,20.80,19.76
19.68,19.04,19.84,18.64
18.96,19.52,20.00,18.80
19.84,19.04,20.04,19.04
18.96,18.48,19.36,18.48
18.32,18.08,18.56,18.00
18.16,18.40,18.80,17.92
18.32,17.76,18.64,17.68
17.52,17.68,18.00,17.28
17.68,17.60,18.12,17.44
17.60,17.60,18.08,17.36
17.52,18.00,18.16,17.08
17.68,18.00,19.20,17.60
18.40,18.48,19.36,18.24
18.32,18.64,18.88,18.16
19.20,19.60,21.12,18.96
19.60,18.08,19.98,17.92
18.24,18.96,19.28,17.28
19.04,18.72,19.92,18.32
18.48,17.68,18.48,17.44
17.68,18.96,19.36,17.28
18.96,18.40,19.43,17.84
18.24,18.48,18.80,17.60
18.80,18.24,19.04,18.08
18.24,17.92,18.80,17.67
17.76,18.00,18.40,17.44
18.08,17.36,18.24,16.88
17.04,13.84,17.28,13.60
13.84,12.96,14.40,12.48
13.04,11.20,13.60,11.12
11.76,12.48,13.04,11.52
12.24,15.28,15.44,12.24
15.36,15.20,15.60,13.92
15.28,14.48,15.34,14.08
14.48,14.32,14.80,13.76
14.40,15.28,15.84,14.32
15.04,14.88,15.44,14.80
14.80,15.28,15.36,14.48
15.60,15.68,15.76,15.13
15.76,15.68,16.00,15.44
15.76,15.36,16.00,15.28
15.36,15.12,15.36,15.04
15.12,15.04,15.20,14.93
14.56,14.48,14.96,14.40
14.80,15.04,15.28,14.32
15.12,15.68,16.16,14.88
15.60,15.52,15.76,14.88
15.52,15.36,15.60,15.20
15.20,15.20,15.60,14.96
14.88,15.84,16.00,14.88
15.84,15.36,15.84,15.20
15.52,16.64,17.52,15.52
16.56,16.40,16.64,15.84
16.40,16.24,16.56,15.84
15.84,15.60,16.32,15.12
15.60,16.48,16.96,15.60
16.80,16.48,16.88,16.00
16.40,16.64,17.06,16.40
16.56,16.64,16.88,16.40
16.64,17.28,17.44,16.48
17.36,17.04,17.44,16.96
16.64,17.44,17.74,16.64
17.52,17.12,17.60,17.12
16.96,16.88,17.52,16.48
16.96,16.80,17.04,16.56
16.88,16.96,17.68,16.88
16.80,16.48,17.12,16.24
16.48,16.08,16.48,15.56
16.16,16.40,16.48,15.92
16.64,16.64,16.88,16.40
16.56,16.40,16.64,16.40
16.32,16.32,16.72,16.00
16.56,15.60,16.64,15.04
14.96,16.00,16.08,14.96
16.00,15.60,16.16,15.20
15.44,15.60,16.00,15.36
15.52,15.20,15.52,14.80
15.04,15.20,15.44,14.96
15.36,15.28,15.92,15.20
15.36,15.20,15.92,15.13
15.12,15.12,15.84,14.64
14.96,14.88,15.28,14.76
14.88,14.80,15.04,14.64
14.80,15.36,15.52,14.48
15.12,15.76,15.84,14.40
15.84,15.68,16.72,15.60
15.68,15.76,16.48,15.36
15.60,15.52,16.00,15.20
15.52,15.84,16.00,15.12
15.92,16.16,16.32,15.84
16.08,16.08,16.80,15.92
16.32,15.60,16.56,15.36
15.52,15.12,15.80,14.88
14.80,15.68,16.44,14.16
15.68,15.36,16.24,14.88
15.28,15.92,16.08,15.28
15.84,15.92,16.24,15.56
15.84,15.44,16.16,15.36
15.52,15.36,15.60,14.96
15.60,15.20,15.68,14.80
15.20,15.20,15.52,15.04
15.60,17.12,17.36,15.12
17.04,16.64,17.92,16.64
16.64,16.72,17.20,16.32
16.64,17.36,17.44,16.32
17.20,17.44,17.60,16.96
17.20,17.20,17.52,16.56
17.12,17.04,17.36,16.80
16.96,17.28,17.76,16.80
17.36,16.80,17.52,16.56
16.72,16.48,17.04,16.40
16.48,16.72,16.88,16.32
16.88,16.72,17.20,16.32
16.72,16.72,17.04,16.60
16.80,16.40,16.88,16.08
16.40,16.48,16.88,15.76
16.48,16.64,16.72,16.08
16.56,16.32,17.12,16.24
16.40,16.40,16.96,16.32
16.40,16.88,17.04,15.84
16.88,16.96,17.44,16.48
17.04,16.80,17.20,16.24
16.80,16.88,16.96,16.48
16.80,16.80,16.96,16.40
16.16,17.12,17.36,16.12
17.12,17.12,17.36,16.96
16.96,17.76,18.00,16.96
17.76,18.80,18.80,17.72
19.12,18.72,19.20,18.16
18.80,18.40,19.20,18.32
18.40,18.00,18.80,17.60
18.00,18.16,18.48,17.44
18.32,17.60,18.40,17.60
17.12,16.72,18.48,16.64
16.80,16.64,16.80,16.40
16.64,17.44,17.44,16.40
17.44,17.52,17.60,16.88
17.36,17.20,17.36,16.88
17.36,16.80,17.44,16.80
16.88,16.32,16.96,16.00
16.24,16.64,16.64,16.16
16.56,16.32,16.56,16.08
16.24,16.48,16.64,16.00
16.48,16.40,16.56,16.08
16.32,16.24,16.56,16.24
16.24,16.00,16.40,15.92
15.92,15.84,16.08,15.60
15.76,16.00,16.08,15.76
15.92,16.08,16.64,15.92
15.68,15.68,16.24,15.60
15.68,15.84,16.00,15.60
16.40,17.76,18.40,16.08
17.84,18.16,18.40,17.52
18.08,17.84,18.56,17.84
17.84,18.08,18.24,17.56
18.08,18.48,18.64,17.96
18.48,19.04,19.60,18.48
19.20,19.04,19.68,18.96
19.28,18.96,19.28,18.16
19.04,18.96,19.12,18.64
18.88,19.04,19.12,18.08
18.96,18.80,19.68,18.80
18.88,19.20,19.28,18.40
19.36,19.76,19.92,18.56
19.92,19.76,20.00,19.20
19.76,20.00,20.16,19.60
20.16,20.00,20.16,19.28
19.76,20.32,20.40,19.60
20.16,20.16,20.44,20.08
19.84,20.56,20.56,19.84
20.56,20.56,21.60,20.40
20.56,20.56,20.64,19.92
20.96,20.24,20.96,19.92
20.24,20.32,20.56,20.08
20.40,20.64,20.80,20.24
20.64,20.56,20.88,20.08
20.56,20.56,20.56,20.08
20.00,19.92,20.40,19.36
19.68,19.12,20.24,19.12
19.20,18.72,19.52,18.28
18.72,18.08,18.80,17.92
18.32,17.20,18.48,17.04
17.12,17.76,17.84,16.96
17.68,18.40,18.48,17.16
18.40,17.20,18.40,17.04
17.36,17.36,17.44,16.80
17.28,16.88,17.60,16.72
16.56,17.04,17.44,16.40
17.28,16.96,17.44,16.88
16.96,17.76,18.08,16.96
17.76,16.80,17.76,16.80
16.72,16.16,16.80,16.00
16.08,15.60,16.48,14.64
15.36,14.64,15.68,14.64
14.96,14.88,15.68,14.88
15.12,14.96,16.16,14.88
15.12,15.12,15.68,15.12
15.20,15.20,15.49,14.84
15.20,14.64,15.60,14.64
14.80,14.72,15.36,14.56
14.56,14.32,14.72,14.24
14.40,13.36,14.48,13.16
13.36,13.28,14.72,13.28
13.36,12.32,13.60,11.92
13.52,14.32,15.36,13.04
14.08,14.24,14.72,13.84
14.40,13.60,14.40,13.36
13.36,13.68,14.08,12.96
14.40,14.00,14.40,13.68
13.76,14.32,14.32,13.76
14.56,14.00,14.96,13.56
14.08,14.16,14.40,13.52
14.00,14.32,14.72,13.84
14.48,13.68,14.56,13.28
13.84,13.28,13.84,12.40
13.04,12.80,13.36,12.72
13.04,12.96,13.12,12.64
12.64,12.88,13.20,12.64
12.72,12.72,12.80,12.24
12.72,13.20,13.20,12.40
13.36,13.76,13.76,13.04
13.92,13.76,13.92,13.36
13.76,13.84,14.00,13.36
14.00,13.84,14.24,13.60
13.84,13.52,13.84,13.20
13.52,12.96,14.08,12.64
12.24,12.72,12.88,12.00
13.12,12.56,13.20,12.48
13.04,12.24,13.12,12.08
12.32,13.20,13.28,11.68
13.12,13.60,13.92,12.72
13.60,13.76,14.00,13.20
13.60,13.52,13.76,12.96
13.68,13.84,13.92,13.28
13.84,14.08,14.16,13.44
14.00,13.84,14.00,13.68
14.00,13.76,14.16,13.12
13.84,14.08,14.08,13.66
13.92,13.84,14.00,13.52
13.84,14.00,14.08,13.84
13.92,14.00,14.00,13.76
13.92,13.76,13.92,13.44
13.84,14.32,14.48,13.76
14.24,15.36,15.36,14.24
15.28,15.52,16.08,14.96
15.44,15.84,16.48,15.44
15.60,15.20,16.16,14.88
15.12,14.88,15.52,14.72
14.80,14.72,15.20,14.40
14.72,14.56,15.28,14.56
14.40,14.96,14.96,14.40
14.80,14.64,15.36,14.32
14.64,15.04,15.60,14.32
14.96,15.36,15.60,14.96
15.28,16.00,16.00,15.20
15.84,16.08,16.40,15.84
16.08,15.92,16.40,15.84
16.32,16.24,16.40,15.76
16.08,15.84,16.40,15.52
16.08,15.76,16.08,15.56
15.76,15.28,15.92,15.04
15.28,15.12,15.29,14.96
14.88,15.12,15.60,14.64
15.52,15.44,15.60,14.88
15.20,15.20,15.60,15.02
14.96,15.44,15.60,14.96
15.04,15.52,15.60,14.80
15.20,15.04,15.36,14.64
14.84,15.20,15.36,14.84
15.60,15.20,15.84,14.96
15.36,14.96,15.60,14.80
14.96,14.80,14.96,14.72
14.64,14.96,15.60,14.64
14.80,14.96,15.08,14.64
15.44,14.96,15.60,14.72
14.80,15.60,15.60,14.80
15.44,15.84,16.00,15.44
15.92,15.84,16.00,15.68
15.60,15.76,16.00,15.60
15.89,15.36,15.89,15.28
15.44,15.52,16.00,15.00
15.52,15.20,15.60,15.04
15.44,14.72,15.44,14.16
14.88,13.92,14.96,13.92
14.08,13.44,14.21,13.28
13.28,14.24,15.44,13.20
14.02,14.32,14.40,14.01
13.85,13.44,14.24,13.04
14.40,12.40,15.12,12.08
12.40,12.08,12.80,11.90
11.92,11.92,12.32,11.76
12.00,11.76,12.48,11.76
11.68,12.88,12.96,11.68
12.80,13.44,13.76,12.80
13.28,12.56,13.60,12.40
12.56,12.16,12.72,12.00
12.08,11.84,12.40,11.84
12.08,11.20,12.16,11.04
11.28,10.80,11.60,10.64
11.20,11.04,11.28,11.04
11.36,11.20,11.36,10.16
11.12,11.04,11.60,10.92
14.96,10.00,15.04,9.88
10.08,9.52,10.48,9.52
9.52,8.32,10.08,8.08
8.00,8.88,9.04,7.63
9.04,8.56,9.84,8.56
8.72,8.48,9.01,8.40
8.56,8.00,8.80,8.00
7.86,7.92,8.16,7.68
8.40,7.37,8.48,7.14
7.44,7.20,7.60,6.96
7.28,7.36,7.51,7.12
7.52,7.69,8.32,7.36
7.68,7.45,7.93,7.42
7.12,6.81,7.48,6.74
6.84,6.97,7.28,6.56
7.20,7.22,7.53,6.80
7.20,6.89,7.20,6.88
6.80,6.72,7.18,6.40
6.64,6.25,6.64,6.24
6.32,5.84,6.64,5.76
5.84,6.24,6.41,5.60
6.18,6.16,6.38,5.60
6.16,5.92,6.39,5.92
5.92,5.84,6.08,5.37
6.00,5.72,6.01,5.37
6.00,5.60,6.00,5.28
5.20,5.38,5.57,4.96
6.16,5.78,6.16,5.44
5.76,5.84,6.09,5.68
5.69,5.33,5.92,5.18
5.22,4.44,5.30,4.40
4.44,4.00,4.88,3.84
4.32,4.00,4.34,3.96
4.08,3.85,4.09,3.85
4.16,4.64,4.64,4.08
4.40,4.54,4.96,3.70
4.36,4.24,4.96,4.14
4.24,4.16,4.62,3.92
4.03,3.84,4.03,3.76
3.84,3.46,4.10,3.01
3.56,3.72,3.84,3.15
3.76,3.52,4.04,3.21
3.84,3.43,3.88,2.96
3.51,3.30,3.58,3.19
3.20,3.32,3.52,2.84
3.28,3.46,3.52,3.24
4.90,3.40,5.04,3.04
3.84,3.60,3.84,2.31
3.52,2.96,3.60,2.48
3.18,3.08,3.36,2.80
2.95,3.04,3.12,2.92
3.10,2.93,3.25,2.80
3.05,2.88,3.18,2.88
3.12,3.04,4.00,2.90
3.08,3.52,3.75,3.08
3.76,3.51,3.80,3.44
3.65,3.28,3.65,3.24
3.28,3.25,3.80,3.23
3.34,3.52,3.68,3.28
3.52,3.28,3.52,3.27
3.40,3.22,3.40,3.20
3.36,3.20,3.36,3.04
3.20,3.18,3.44,3.12
3.19,3.20,3.20,3.04
3.12,3.20,3.20,3.00
3.12,3.11,3.20,2.97
3.05,3.10,3.20,2.98
2.96,3.12,3.14,2.80
3.02,3.20,3.28,3.00
3.20,3.10,3.20,2.93
3.13,3.04,3.28,2.96
3.13,3.13,3.28,2.96
3.16,3.20,3.28,3.04
3.27,3.48,4.00,3.08
3.52,3.44,3.84,3.35
3.37,3.62,3.76,3.20
3.36,3.68,4.00,3.32
4.00,3.96,4.40,3.84
4.08,3.52,4.24,3.44
3.60,3.34,3.76,3.14
3.24,3.20,3.38,3.17
3.28,3.19,3.36,3.04
3.13,3.20,3.34,3.04
3.05,3.20,3.28,3.04
3.04,3.04,3.44,3.04
2.88,3.05,3.18,2.88
2.98,2.94,3.28,2.94
2.94,2.95,3.44,2.80
3.05,3.08,3.12,2.98
3.09,3.12,3.20,3.04
3.22,3.05,3.36,3.02
3.02,3.12,3.28,3.00
3.10,3.45,3.59,3.05
3.36,3.76,4.23,3.36
3.84,4.24,4.48,3.84
4.44,4.18,4.72,3.84
4.26,4.16,4.61,4.00
4.16,4.13,4.40,3.92
4.29,4.78,5.28,4.29
5.12,4.55,5.12,4.24
4.50,4.40,4.96,4.40
4.37,4.40,4.64,4.19
4.72,4.59,5.20,4.48
4.76,5.44,6.00,4.08
7.20,7.20,7.20,5.28
7.92,6.80,8.32,5.76
7.20,7.20,7.51,6.82
7.20,8.48,8.88,6.97
8.56,8.40,9.84,8.24
8.64,8.96,9.28,8.24
9.12,8.16,9.20,7.93
8.56,8.00,8.64,7.93
8.08,7.89,8.48,7.52
7.84,7.76,7.91,7.38
7.60,8.00,8.16,7.44
8.00,8.00,8.16,7.68
8.16,8.00,8.96,7.86
8.08,7.66,8.08,7.36
7.92,7.60,7.92,7.36
7.49,7.52,7.84,7.38
7.44,7.60,7.68,7.44
7.60,7.78,8.08,7.44
7.92,7.76,8.00,7.58
7.44,7.58,8.00,7.36
8.16,7.62,8.16,7.36
7.44,7.24,7.76,7.12
7.30,6.96,8.00,6.96
6.96,6.95,7.28,6.00
6.81,7.44,7.52,6.42
7.44,7.80,8.08,7.38
7.76,7.60,8.00,7.38
7.60,7.28,7.92,7.20
7.28,7.32,7.52,6.96
7.43,7.06,7.52,6.96
7.05,7.12,7.60,7.05
6.88,6.88,7.20,6.40
6.80,6.60,7.20,6.56
6.56,6.27,7.20,6.16
7.04,6.16,7.04,6.09
6.08,6.53,6.73,5.68
6.62,6.72,7.04,6.48
6.72,6.70,6.96,6.59
6.80,6.64,7.20,6.00
6.64,6.55,6.72,6.32
6.56,6.71,6.72,6.49
6.64,5.52,6.64,5.52
5.68,6.01,6.48,5.60
6.32,5.85,6.40,5.68
5.85,6.48,6.64,5.77
6.50,6.50,6.81,6.45
6.50,7.25,7.25,6.50
7.55,7.60,7.81,7.48
7.60,7.71,7.76,7.50
7.62,7.90,7.92,7.62
7.91,8.01,8.01,7.73
7.92,8.47,8.56,7.82
8.53,8.57,8.71,8.37
8.57,9.50,9.83,8.57
9.57,9.66,10.13,9.53
9.69,9.80,10.18,9.58
9.73,8.23,9.73,8.23
8.06,8.85,9.08,7.80
8.78,8.88,9.18,8.76
9.09,8.78,10.50,8.76
8.73,8.90,9.08,8.40
8.74,8.41,8.96,8.35
8.46,7.48,8.83,7.45
7.40,7.02,7.45,6.68
6.98,8.13,8.18,6.96
8.13,7.58,8.55,7.51
7.51,7.45,7.96,7.45
7.43,7.36,7.81,7.11
7.34,7.03,7.53,6.92
6.97,6.86,7.25,6.81
6.86,6.70,6.91,6.58
6.70,6.75,6.78,6.50
6.75,7.40,7.52,6.75
7.36,6.98,7.57,6.94
6.96,7.43,7.63,6.88
7.53,7.04,7.73,6.99
7.02,6.95,7.03,6.90
6.97,6.95,7.24,6.74
6.89,6.60,6.99,6.46
6.57,6.88,6.97,6.57
6.92,7.44,7.60,6.92
7.45,7.78,8.06,7.45
7.73,7.13,8.00,7.09
7.18,7.35,7.47,7.18
7.25,7.15,7.37,7.13
7.15,7.29,7.48,7.11
7.22,7.13,7.37,7.07
7.18,7.06,7.21,7.00
7.21,7.03,7.26,6.95
7.00,7.17,7.25,6.79
7.09,7.52,7.56,7.09
7.61,8.04,8.35,7.55
8.07,8.12,8.34,8.05
8.09,7.64,8.13,7.49
7.68,7.66,8.03,7.62
7.65,7.55,7.95,7.55
7.58,7.29,7.58,7.26
7.43,7.29,7.69,7.29
7.30,7.11,7.41,7.10
7.22,7.05,7.22,7.03
7.05,7.12,7.15,7.05
7.11,7.46,7.60,7.08
7.55,7.48,7.60,7.45
7.45,7.36,7.55,7.36
7.31,7.13,7.49,7.10
7.18,7.03,7.18,7.01
7.01,7.05,7.51,7.00
7.20,7.10,7.30,7.10
7.11,7.00,7.20,7.00
7.02,7.00,7.05,7.00
7.00,6.94,7.16,6.91
6.94,7.07,7.18,6.94
7.05,7.17,7.25,6.92
7.16,7.06,7.25,7.06
7.13,7.35,7.39,7.13
7.35,7.48,7.60,7.27
7.53,7.55,7.65,7.49
7.62,7.69,7.70,7.45
7.52,7.58,7.74,7.52
7.60,7.96,8.15,7.55
8.05,8.25,8.25,8.05
8.25,8.32,8.50,8.20
8.38,8.24,8.45,8.06
8.23,7.80,8.50,7.60
7.76,7.60,8.20,7.38
7.60,7.18,8.15,7.10
7.20,7.10,7.35,7.04
7.00,7.12,7.46,6.95
7.05,7.02,7.15,7.00
7.05,7.12,7.42,7.05
7.12,7.00,7.37,7.00
7.01,6.92,7.08,6.90
6.90,6.91,7.05,6.83
6.99,6.95,7.00,6.80
6.95,6.99,7.08,6.95
7.01,7.00,7.06,6.99
6.96,7.00,7.10,6.90
6.99,6.92,6.99,6.79
6.97,6.80,7.18,6.72
6.80,6.69,6.85,6.62
6.66,6.73,6.75,6.54
6.73,6.69,6.85,6.67
6.72,7.22,7.52,6.57
7.16,6.94,7.50,6.89
7.05,7.00,7.26,6.92
