PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,NASDAQ
82.68,83.29,83.55,82.58
83.17,82.43,83.35,82.16
81.31,80.51,81.39,80.00
80.27,80.10,80.27,79.04
79.34,78.93,79.54,78.25
79.65,79.80,79.88,79.15
80.59,80.07,80.59,79.82
81.00,81.46,81.46,80.67
81.40,81.02,81.68,80.92
81.61,82.52,82.83,81.61
82.46,82.43,82.92,81.79
82.35,82.62,82.77,81.96
83.65,83.37,83.65,82.67
84.27,83.98,84.28,83.87
84.50,84.85,84.96,84.31
85.18,85.04,85.18,84.75
86.28,86.03,86.28,85.65
86.33,86.22,86.38,85.96
86.50,86.57,86.80,86.18
86.55,86.42,86.77,86.16
86.96,86.58,86.98,86.48
86.86,87.41,87.72,86.86
87.38,87.49,87.50,87.05
87.86,87.85,87.96,87.50
88.09,87.60,88.13,87.53
88.22,87.09,88.22,86.97
87.19,87.86,87.86,86.98
87.29,87.32,87.32,86.79
87.12,86.73,87.32,86.40
86.79,86.78,87.02,86.44
86.95,86.89,87.65,86.78
87.52,88.13,88.24,87.52
87.92,88.06,88.13,87.69
88.06,88.22,88.41,87.85
88.18,87.52,88.21,87.21
87.11,86.90,88.20,86.71
87.25,87.21,87.44,86.84
87.06,87.08,87.57,86.79
86.55,87.46,87.50,86.40
87.62,87.39,87.62,86.86
88.31,87.14,88.31,87.14
86.40,85.52,86.42,85.28
85.45,85.26,85.76,85.11
85.28,84.21,85.31,84.21
84.63,85.57,85.70,84.54
85.21,85.03,85.84,84.69
85.43,86.29,88.56,85.43
86.33,86.54,86.54,85.89
86.82,86.50,87.03,86.22
85.50,84.42,85.79,84.30
84.52,84.63,85.03,84.52
84.72,85.45,85.74,84.65
85.49,84.12,85.49,83.92
84.91,84.61,85.56,83.88
84.70,85.40,85.47,84.57
85.59,85.72,85.97,85.41
86.28,85.87,86.33,84.85
86.27,87.25,87.29,86.22
87.91,87.98,87.98,87.53
87.91,88.15,88.28,87.65
87.80,87.29,87.97,87.25
87.64,87.82,87.86,87.19
88.94,87.95,88.94,87.87
88.00,88.72,88.78,87.96
88.77,89.55,89.98,87.64
90.03,89.60,91.88,89.30
89.74,89.20,89.74,89.20
89.42,89.08,90.13,88.54
89.12,89.29,89.98,88.68
89.48,89.29,90.10,89.12
89.55,89.63,90.01,89.25
89.26,89.33,89.71,89.16
88.44,89.54,89.58,88.25
89.40,90.31,90.49,89.40
90.06,90.11,90.32,89.65
89.91,89.16,90.20,88.64
89.23,89.89,90.08,89.09
89.18,88.76,89.30,88.74
89.02,87.45,89.02,87.34
87.70,87.30,87.70,86.63
88.47,89.26,89.33,88.27
89.15,90.48,90.53,89.12
90.09,90.86,91.13,90.04
90.87,90.25,91.00,90.01
91.08,91.22,91.39,90.64
91.00,91.85,91.97,90.90
92.43,92.96,93.10,92.23
93.31,92.92,93.85,92.73
93.46,93.20,93.68,92.79
92.84,92.79,93.17,92.35
92.93,93.25,93.53,92.79
93.71,93.46,93.82,93.00
93.59,93.40,93.59,92.91
93.79,93.72,93.81,93.03
93.81,92.69,93.81,92.28
92.46,92.00,92.74,91.66
92.21,91.63,93.35,90.90
92.26,92.77,92.82,91.75
92.57,92.67,92.76,91.94
93.00,92.14,93.14,92.01
92.73,90.50,92.73,90.50
90.89,92.28,92.44,90.81
92.32,92.43,92.63,91.91
92.30,92.28,92.46,91.80
91.80,93.32,93.32,91.80
93.33,93.30,93.37,92.21
93.48,93.67,93.72,93.05
94.08,93.11,94.08,92.73
93.13,92.49,93.46,92.10
92.78,92.43,93.08,92.04
92.84,93.91,94.05,92.72
94.11,94.51,94.63,93.84
94.55,94.52,94.85,94.36
94.62,95.27,95.48,94.50
95.51,95.86,95.89,95.14
96.29,96.01,96.43,95.88
96.07,94.76,96.07,94.57
94.67,94.33,94.99,93.87
93.97,94.15,94.89,93.31
94.30,94.09,94.54,93.91
94.93,94.75,95.34,94.65
95.02,94.74,95.08,94.31
94.53,94.00,94.87,93.82
94.15,92.53,94.24,92.33
92.61,92.73,93.09,92.35
92.98,93.07,93.37,92.60
93.62,94.01,94.20,93.29
94.16,93.95,95.86,93.35
94.16,95.15,95.15,93.39
95.04,94.65,95.04,94.39
94.40,95.80,95.96,94.40
96.42,97.06,97.06,96.37
97.26,97.50,97.68,96.97
97.75,97.50,97.96,97.42
97.83,97.48,97.83,97.10
97.52,97.48,97.65,97.18
97.73,97.73,97.95,97.43
97.61,96.79,97.61,96.28
97.00,96.94,97.35,96.67
97.65,96.38,97.65,96.31
96.77,96.87,97.47,96.61
97.19,97.01,97.27,96.54
97.36,96.64,97.95,96.20
96.74,96.94,97.09,96.35
96.82,95.67,96.85,95.04
95.83,96.71,97.03,95.83
97.04,97.28,97.50,96.99
97.30,97.34,97.45,96.96
97.34,96.71,97.34,96.62
97.59,97.47,97.71,96.80
97.58,97.91,97.99,97.44
97.52,97.07,98.98,96.48
96.54,94.60,96.72,94.43
94.98,93.47,94.98,92.82
93.74,94.24,94.67,92.51
93.77,93.44,94.28,93.03
94.16,94.47,95.03,93.86
93.82,93.76,94.34,93.33
93.55,91.02,93.76,90.50
91.33,91.52,91.86,90.61
90.97,90.98,91.20,89.85
91.25,91.86,92.10,91.23
92.26,92.52,92.67,91.76
92.69,92.75,92.79,91.92
92.92,93.60,93.82,92.73
93.86,94.08,95.00,93.53
93.13,95.17,95.27,93.13
94.87,95.31,95.44,94.62
95.71,96.24,96.45,95.35
96.14,95.21,96.58,95.21
95.23,96.35,96.48,95.23
96.60,96.39,96.77,96.35
96.72,97.43,97.84,96.72
97.34,97.15,97.67,96.94
97.31,97.91,98.40,97.31
97.64,98.50,98.56,97.45
98.61,98.56,99.30,98.41
97.75,98.16,98.36,96.97
99.66,100.42,100.95,98.96
100.31,100.44,100.52,100.11
100.72,100.71,100.83,100.28
101.35,100.61,101.35,100.25
100.53,100.34,100.58,99.84
100.53,99.25,100.57,98.91
98.88,99.68,99.68,98.37
99.95,98.26,99.95,97.79
97.88,98.81,98.92,97.88
99.38,99.21,99.91,99.01
99.47,100.63,100.64,99.07
100.54,100.06,100.64,99.70
99.84,100.29,100.51,99.71
100.47,99.90,101.14,99.90
100.29,99.17,100.51,98.20
99.84,99.28,100.16,98.49
100.02,97.33,100.02,97.33
97.73,97.48,97.77,96.73
97.51,97.58,98.61,97.30
98.13,99.23,99.42,97.93
99.50,100.23,100.51,99.47
100.65,100.80,100.95,100.36
101.06,100.18,101.06,99.72
100.88,98.09,100.88,97.82
98.00,96.64,98.00,96.20
96.89,97.46,97.91,96.60
97.90,98.54,98.56,97.60
98.39,96.30,98.61,95.93
95.59,95.14,96.32,94.90
95.92,95.55,97.46,93.00
95.51,95.87,96.03,93.96
96.80,96.72,96.80,96.00
96.53,97.34,97.58,96.38
97.64,97.70,97.74,97.00
97.96,98.58,98.84,97.78
98.24,97.98,98.65,97.85
98.53,97.71,98.66,97.06
97.65,96.18,97.65,96.02
96.72,95.83,96.96,94.48
96.32,95.84,96.60,95.80
95.69,96.46,96.52,94.72
96.40,96.13,96.79,95.39
96.53,96.55,97.28,96.30
95.84,96.30,96.43,95.16
96.04,94.98,96.18,94.92
95.25,95.08,95.25,93.88
95.01,94.19,95.86,94.08
93.90,95.05,95.05,93.90
95.59,97.06,97.44,95.59
97.19,96.37,97.28,96.32
96.15,94.74,96.15,94.63
94.33,93.93,94.33,92.90
93.87,94.75,94.75,93.69
94.74,95.51,95.64,94.74
95.42,94.23,95.42,93.67
94.73,94.68,95.00,93.98
95.09,95.47,95.75,94.84
95.59,96.43,96.46,95.53
97.22,97.73,97.80,96.92
97.51,97.28,97.51,96.80
97.53,97.35,97.54,96.98
97.56,97.06,97.62,96.72
97.36,96.52,97.36,96.10
96.30,96.32,96.61,95.65
95.90,96.71,96.72,95.65
97.06,98.50,98.76,96.38
98.95,99.38,99.68,98.95
99.23,100.06,100.51,99.20
100.01,99.90,100.01,99.45
99.69,99.40,99.69,98.94
99.40,98.75,99.40,98.41
99.15,98.93,99.15,98.26
98.77,99.05,99.08,98.36
98.80,99.79,100.04,98.80
99.58,100.32,100.32,99.38
100.59,100.35,100.64,100.01
100.26,100.33,100.38,99.83
100.75,100.04,100.75,99.84
100.13,99.20,100.78,99.12
98.72,99.97,99.97,98.70
100.01,99.69,100.01,99.06
99.62,100.54,100.61,99.62
100.44,100.85,100.97,100.18
101.25,102.06,102.65,101.25
102.10,101.66,102.33,101.59
102.28,102.38,102.44,102.00
102.35,100.95,102.35,100.88
100.87,99.99,100.87,99.44
100.59,100.05,100.59,99.84
98.37,99.12,99.64,98.32
99.17,98.90,99.18,98.44
100.00,99.43,100.01,99.16
99.47,98.64,99.56,98.22
99.16,98.57,99.16,98.26
98.08,97.33,98.58,97.07
97.42,98.66,98.85,97.18
98.24,98.25,98.41,97.76
98.61,99.05,99.38,98.61
99.15,98.94,99.30,98.71
99.19,98.57,99.39,98.48
98.14,97.90,98.23,97.77
98.35,97.56,98.35,96.88
97.82,97.54,98.17,97.45
98.18,97.84,98.18,97.42
97.49,95.85,97.49,95.73
96.00,95.59,96.24,94.93
96.03,96.23,96.30,95.08
95.82,95.98,96.50,95.35
95.54,96.30,96.76,95.30
96.79,95.83,96.79,95.46
95.86,96.68,96.77,95.86
97.27,97.54,98.09,97.27
97.32,96.86,97.51,96.43
97.20,97.45,97.66,97.05
97.71,97.54,97.77,97.51
98.05,97.49,98.45,96.81
98.37,98.89,98.97,98.33
99.24,99.28,99.50,99.24
98.97,98.99,99.15,98.57
99.06,99.45,99.56,98.38
99.38,99.30,99.63,98.88
99.96,99.47,100.00,99.16
99.74,100.05,100.24,99.74
100.40,99.85,100.40,99.76
99.43,99.43,99.72,99.09
99.88,100.09,100.10,99.42
100.24,100.55,100.67,100.04
101.05,100.02,101.05,99.89
100.41,99.71,100.80,99.57
99.74,100.07,100.11,99.41
100.23,100.16,100.25,99.70
100.19,99.10,100.19,98.99
99.08,99.39,99.45,98.60
98.91,99.89,100.04,98.91
100.05,99.03,100.05,98.72
99.16,98.15,99.16,97.78
98.00,98.56,98.76,97.75
98.71,98.60,99.10,98.30
98.99,99.05,99.30,98.82
99.29,97.88,99.29,97.49
97.35,96.55,97.35,96.35
96.26,95.70,96.59,95.56
95.82,96.09,96.24,95.15
95.84,94.69,95.85,94.37
95.00,95.40,95.48,94.72
94.63,95.22,95.36,94.37
95.32,94.03,95.32,94.03
94.13,92.76,94.13,92.41
92.67,93.49,93.70,91.80
94.10,93.76,94.46,93.76
94.24,93.09,94.24,93.04
92.79,91.54,92.90,91.53
91.70,93.35,93.35,90.76
93.01,90.92,93.23,90.92
90.76,89.66,91.39,89.64
89.89,89.12,90.74,89.12
90.02,90.09,91.25,89.82
89.00,90.79,91.23,87.11
90.18,91.82,92.31,89.63
92.95,91.88,93.26,91.58
91.52,92.83,92.83,91.52
93.47,94.50,94.51,93.36
94.78,93.15,94.84,93.05
94.19,94.55,95.11,93.88
94.76,94.75,94.76,94.36
94.88,94.60,94.88,93.33
95.11,97.06,97.09,95.01
97.45,97.04,97.90,96.61
96.88,97.54,98.11,96.47
99.52,99.11,99.52,98.48
99.45,98.92,99.75,98.62
98.70,98.49,98.90,98.02
99.30,98.90,99.30,98.49
98.66,99.34,99.35,98.66
99.53,99.42,99.53,98.85
99.74,99.64,99.76,99.20
99.77,99.68,99.77,99.34
99.41,100.38,100.38,99.41
100.16,99.28,100.57,99.26
99.61,99.41,99.71,99.24
99.14,98.78,99.43,98.62
99.25,98.96,99.52,98.95
99.14,98.34,99.14,97.70
97.99,99.27,99.35,97.98
101.35,99.55,101.49,99.23
99.74,100.46,100.46,99.55
100.92,100.57,100.99,100.37
100.76,100.75,100.83,100.51
101.19,99.38,101.19,99.24
99.48,97.78,99.56,97.78
97.73,98.65,99.10,97.73
98.89,99.70,99.90,98.85
99.70,99.40,99.70,98.92
99.98,99.84,100.12,99.50
99.78,98.54,100.21,98.34
97.70,99.95,99.96,97.21
99.77,97.83,99.77,97.68
98.38,98.14,99.30,98.08
97.43,97.08,98.02,96.94
97.24,96.33,97.80,96.09
96.29,96.22,97.68,95.86
96.84,98.83,98.83,96.26
100.29,100.14,100.29,99.08
99.87,99.96,100.14,98.90
100.10,100.44,100.44,99.58
101.17,101.00,101.28,100.58
100.83,100.94,101.37,99.52
101.58,101.54,101.92,101.48
101.89,101.97,102.26,101.84
101.79,101.55,101.93,101.55
102.08,100.74,102.33,100.74
101.49,100.20,101.68,99.56
99.87,98.70,99.90,98.40
98.74,97.23,98.85,96.42
97.63,97.96,98.01,97.11
99.01,99.51,99.79,99.00
99.99,98.93,99.99,98.68
98.63,98.59,98.75,97.73
99.14,98.55,100.35,97.72
97.37,98.23,98.35,97.11
98.70,96.93,98.70,96.62
96.65,98.23,98.27,96.65
98.44,97.64,98.44,97.04
97.45,97.51,97.97,97.12
98.14,99.47,99.55,97.03
99.77,99.23,99.77,99.01
99.16,100.02,100.02,98.59
99.23,99.57,99.98,98.82
100.04,98.06,100.04,97.88
98.52,99.08,99.24,97.60
98.79,97.14,99.06,97.14
97.56,98.18,98.28,96.39
98.84,100.19,100.19,98.84
99.78,99.67,100.44,99.67
100.24,101.12,101.26,99.78
101.27,101.02,101.60,100.74
100.47,100.13,101.29,100.09
100.89,100.50,100.89,99.72
100.45,100.56,100.89,100.02
101.37,101.65,101.79,101.20
101.89,102.26,102.37,101.77
102.18,102.32,102.60,102.10
102.02,102.48,102.48,102.02
102.22,102.51,102.82,102.19
102.47,102.73,102.75,101.76
102.64,102.42,102.64,101.83
102.79,102.95,103.16,102.53
103.06,103.14,103.30,102.79
103.21,103.17,103.43,102.83
103.55,102.94,103.55,102.94
102.72,103.47,103.90,102.72
103.08,103.24,103.34,102.85
102.90,102.50,102.90,102.26
102.79,102.68,102.81,102.26
102.20,101.32,102.53,101.24
101.77,101.86,102.08,101.54
101.27,100.56,101.27,100.35
100.96,101.29,101.29,100.40
101.84,102.83,102.86,101.84
102.84,102.18,102.84,101.40
102.48,102.79,102.90,102.46
102.34,102.96,103.00,102.34
102.98,103.76,104.14,102.47
103.72,103.98,104.02,103.59
104.07,104.73,104.94,104.07
104.87,104.97,105.34,104.87
105.02,104.84,105.05,104.72
105.07,102.93,105.07,102.93
102.93,102.83,103.22,102.46
103.12,103.17,103.18,102.49
103.75,104.22,104.38,103.71
104.00,104.01,104.10,103.63
104.08,104.13,104.16,103.43
104.32,104.60,104.96,104.18
104.19,105.27,105.47,104.19
105.27,104.90,105.61,104.90
105.00,105.33,105.54,104.87
105.17,105.09,105.51,104.24
105.55,105.32,105.63,105.32
105.69,105.42,105.86,105.30
105.52,105.61,105.75,104.90
106.13,106.79,107.01,105.84
106.54,106.43,106.73,106.30
105.84,104.83,105.84,104.46
105.54,105.73,106.04,105.25
106.25,105.39,106.25,105.37
105.57,105.63,105.78,104.70
105.74,106.18,106.37,105.52
106.35,105.98,106.35,105.77
106.37,105.22,106.93,105.10
105.49,105.94,106.05,104.91
105.67,105.18,105.71,105.06
104.65,103.42,104.79,103.13
103.92,103.93,103.96,103.25
104.25,104.23,104.72,104.12
103.86,103.25,104.03,102.70
103.35,103.17,103.40,102.42
103.21,103.33,103.69,102.67
104.66,104.08,104.66,103.95
103.95,104.20,104.70,103.95
104.01,103.80,104.12,102.79
104.36,103.96,104.36,103.63
104.55,104.91,104.92,104.20
104.89,104.73,104.89,104.18
104.78,105.52,105.65,104.44
105.57,105.16,105.57,104.79
105.52,105.34,105.56,104.82
105.31,105.33,105.72,105.08
104.90,104.75,105.44,104.55
104.55,103.58,104.55,103.35
103.50,104.65,104.66,103.50
104.65,104.47,104.65,103.96
104.72,103.89,104.72,103.58
104.24,104.07,104.55,103.35
103.99,104.74,105.29,103.76
105.08,105.58,105.74,104.65
105.18,104.49,105.21,104.37
104.56,105.39,105.39,103.82
105.34,104.74,105.34,104.52
104.45,104.41,104.75,103.96
105.03,105.78,106.09,105.03
106.08,105.81,106.08,105.59
105.89,105.79,105.89,105.39
105.26,105.09,105.35,104.14
104.70,105.64,105.82,104.70
106.34,105.42,106.34,105.36
105.72,106.62,106.77,105.72
106.53,106.22,106.53,106.13
106.80,106.78,106.86,106.53
106.98,107.17,107.18,106.63
107.25,106.38,107.25,106.23
107.01,106.14,107.01,105.90
106.26,106.30,106.65,105.68
105.76,103.59,105.80,103.59
104.94,103.76,104.94,103.53
105.06,103.98,105.06,103.55
104.32,103.43,104.32,103.12
102.88,102.94,103.61,102.49
103.37,102.99,103.37,101.06
102.29,101.31,102.38,100.90
102.26,101.76,102.52,101.55
103.15,102.78,103.15,102.40
103.70,103.87,103.92,103.54
103.90,104.22,104.43,103.84
104.51,103.37,104.51,103.18
104.01,103.83,104.17,103.67
103.97,103.22,103.97,102.96
103.26,102.35,103.26,102.35
102.78,102.17,103.13,102.05
101.63,102.23,102.41,101.63
102.59,101.19,102.62,101.12
101.00,99.79,101.03,99.60
99.07,98.96,99.52,98.78
99.46,99.68,99.94,98.20
99.85,100.51,100.68,99.40
100.46,100.80,100.88,99.97
101.22,100.95,101.65,100.84
101.26,100.51,101.40,99.96
100.95,100.56,101.14,100.33
101.17,100.70,101.82,100.54
101.06,100.14,101.06,99.38
99.99,99.49,100.09,99.18
99.88,100.97,101.04,99.88
99.99,100.11,100.50,99.71
99.75,99.77,99.95,98.60
100.05,99.64,100.07,99.34
99.68,100.29,100.36,99.56
100.25,100.87,101.02,99.66
100.93,100.31,100.93,100.28
99.95,99.45,100.12,98.84
98.60,97.32,98.60,97.32
96.31,95.68,96.77,95.42
91.39,91.98,94.75,76.00
95.28,91.25,95.28,91.14
93.11,93.28,93.43,91.20
94.36,95.02,95.67,93.54
94.83,96.08,96.15,94.83
95.81,96.35,96.67,95.46
94.96,93.55,95.12,93.23
94.72,94.77,94.77,93.63
95.04,95.22,95.90,94.91
94.24,94.18,94.70,93.81
95.37,95.90,96.05,95.24
96.70,94.95,96.85,94.86
94.91,94.92,95.59,94.74
94.65,95.06,95.06,94.09
95.40,94.72,95.40,94.62
94.83,95.77,96.05,94.83
95.85,96.98,96.99,95.85
96.87,96.84,98.16,96.82
95.26,95.02,96.04,94.86
95.69,95.52,96.42,95.27
94.46,94.18,94.90,93.72
94.52,93.68,94.52,93.52
93.31,93.58,93.72,92.59
94.34,92.91,94.34,92.77
92.39,90.60,92.76,90.48
90.76,90.29,91.15,89.88
91.13,91.46,91.46,90.49
91.67,91.19,91.67,90.11
90.22,92.29,92.29,89.71
92.97,94.86,94.93,92.97
94.92,94.67,95.40,94.34
95.20,96.30,96.30,95.10
96.17,97.44,97.48,95.95
97.62,97.57,97.79,97.38
97.71,97.48,97.71,97.07
97.01,96.36,97.99,96.34
96.44,95.44,96.90,95.44
95.75,97.24,97.24,95.25
97.41,97.07,97.41,96.35
96.73,97.14,97.38,96.64
96.98,97.48,97.91,96.98
97.69,95.98,97.69,95.97
96.42,97.08,97.46,96.42
97.66,97.69,97.84,96.94
97.65,97.10,97.76,96.98
96.62,95.73,96.69,95.39
95.97,98.39,98.39,95.97
97.87,97.48,98.03,97.23
97.10,97.01,97.55,96.78
97.13,98.75,99.00,97.13
98.56,99.07,99.50,98.51
99.30,98.73,99.49,98.42
98.85,99.01,99.17,98.22
99.00,99.68,99.68,98.57
99.42,98.34,99.72,98.05
97.93,98.54,98.64,97.89
98.76,97.83,98.76,97.82
97.09,95.92,97.09,95.88
95.43,95.15,96.18,94.95
94.95,96.11,96.11,94.86
96.20,95.75,96.77,95.69
96.05,97.33,97.33,95.75
97.06,97.00,97.42,96.79
97.21,97.52,97.85,97.21
97.31,97.93,98.30,97.31
97.54,98.66,98.72,97.30
98.58,99.29,99.45,98.58
99.27,99.53,99.62,99.10
99.81,99.49,99.86,99.16
99.56,99.72,99.86,99.12
99.59,98.71,99.70,98.59
99.12,97.27,99.35,96.97
97.27,98.08,98.25,97.08
97.77,96.55,97.77,96.31
95.74,96.01,96.51,95.45
95.74,95.13,96.70,94.82
94.97,95.21,95.81,94.90
94.35,93.23,94.37,93.17
93.10,92.71,93.10,92.21
93.10,93.90,94.10,93.10
94.37,95.30,95.30,94.02
95.35,93.96,95.35,93.96
93.27,92.32,93.30,92.30
92.83,93.01,93.21,92.37
92.93,93.81,93.98,92.52
94.36,95.03,95.18,94.36
95.00,95.21,95.60,94.89
94.58,94.72,94.82,94.00
95.23,95.60,95.78,94.93
95.27,94.65,95.71,94.65
94.55,93.89,94.74,93.89
91.69,91.77,92.16,91.07
92.09,91.96,92.17,91.43
90.62,90.82,91.46,90.42
89.15,88.42,89.77,88.31
88.79,86.95,88.95,86.85
87.19,86.69,87.62,86.05
87.43,86.71,87.71,85.60
86.98,84.21,87.23,83.83
84.47,85.24,85.97,83.64
83.06,83.87,83.96,81.88
84.40,82.93,84.47,82.08
81.47,82.95,83.65,79.73
83.05,82.87,84.10,82.60
84.12,84.71,84.94,83.91
84.15,82.84,84.47,82.77
83.23,84.70,84.93,83.23
84.59,83.76,85.21,83.37
84.62,84.08,84.91,83.79
84.27,86.77,86.77,84.27
86.21,86.43,86.90,85.58
85.39,84.59,85.41,84.26
85.13,84.81,85.13,83.09
84.51,85.23,86.08,84.51
85.02,83.33,85.02,83.27
82.21,82.30,82.45,81.00
81.06,81.61,82.55,81.06
81.95,81.57,83.09,81.54
80.34,80.67,81.06,79.71
81.49,82.37,82.51,81.27
83.39,84.14,84.27,82.87
84.83,85.53,85.99,84.83
85.41,85.13,85.49,84.77
84.82,85.44,85.46,84.74
86.12,86.43,86.80,86.12
86.10,85.85,86.43,85.79
84.81,86.76,86.76,84.68
86.77,87.54,87.57,86.57
87.82,87.98,88.33,87.61
87.86,87.98,88.89,87.86
88.45,89.53,89.53,88.45
89.27,90.50,90.50,89.27
90.61,91.55,91.56,90.51
91.63,92.08,92.64,91.43
91.52,93.15,93.16,91.52
92.55,91.19,92.57,91.16
91.56,91.70,91.89,91.40
91.66,90.95,91.99,90.29
91.57,92.90,92.90,91.57
92.62,92.60,92.78,92.09
91.89,91.30,91.89,91.18
91.01,92.05,92.25,91.01
92.17,93.77,94.01,91.83
93.76,94.31,94.66,93.76
93.95,94.01,94.35,93.59
93.34,93.47,93.86,93.12
93.05,91.23,93.05,91.23
90.54,91.77,91.77,90.18
92.10,91.73,92.12,91.08
91.34,93.94,93.94,91.00
94.49,94.08,94.57,93.81
94.12,94.35,94.54,94.05
93.45,94.31,94.32,93.13
94.15,93.09,94.23,93.09
92.38,92.09,92.66,92.09
92.20,93.23,93.30,91.85
92.76,91.87,92.94,91.44
92.79,92.65,93.35,92.25
93.15,92.79,94.09,92.76
92.82,94.18,94.40,92.76
94.61,96.10,96.21,94.61
96.16,95.78,96.18,95.65
95.46,96.01,96.19,95.37
95.33,96.55,96.75,95.25
96.87,97.25,97.82,96.76
97.18,97.70,98.17,97.18
97.70,97.16,98.05,96.92
97.13,98.19,98.36,97.13
98.06,97.24,98.10,96.82
97.74,98.63,98.67,97.47
98.68,99.34,99.50,98.56
98.86,98.15,99.69,98.04
98.12,97.47,98.30,96.80
97.88,97.95,97.97,97.02
96.92,96.01,96.94,95.45
95.77,95.50,96.69,95.21
96.08,95.05,96.16,95.00
95.26,95.81,95.82,95.04
95.74,95.30,95.90,94.94
95.61,96.56,96.65,95.50
96.16,95.57,96.52,95.57
95.98,94.86,96.26,94.37
94.59,94.09,95.19,93.98
94.42,95.14,95.54,94.42
95.03,93.97,95.68,93.77
93.50,93.83,94.73,93.48
93.12,92.99,93.47,92.25
93.35,94.44,94.56,93.35
94.40,94.38,94.93,94.35
94.78,96.13,96.36,94.78
96.38,97.06,97.21,96.29
97.26,96.78,97.44,96.64
96.55,97.50,97.50,96.55
97.69,97.95,98.37,97.55
97.47,98.47,98.58,97.22
98.17,99.09,99.09,97.99
98.94,98.61,98.94,97.88
98.67,100.07,100.30,98.67
100.14,100.48,100.89,100.04
100.76,101.22,101.40,100.76
100.63,100.47,100.63,100.09
99.35,98.62,99.58,98.40
98.21,97.42,98.77,97.27
97.21,97.06,97.69,96.39
97.39,97.18,98.13,97.09
96.56,96.85,96.91,95.59
96.85,96.91,97.57,96.56
98.27,98.04,99.00,98.04
98.02,97.81,98.02,97.16
97.97,97.28,98.39,97.28
98.20,99.30,99.33,98.20
94.50,95.40,96.62,94.50
94.31,91.90,94.31,91.65
93.16,93.49,93.90,92.92
94.62,95.63,95.87,94.62
95.83,97.29,97.29,95.46
97.63,98.05,98.45,97.49
97.51,96.37,97.51,95.74
95.89,97.08,97.15,95.64
97.41,97.26,98.14,96.73
98.22,99.56,99.72,98.21
100.23,100.62,100.75,100.20
101.49,102.32,102.84,101.38
102.74,101.96,102.81,101.55
102.69,102.21,102.88,102.08
102.41,102.24,102.55,101.90
102.15,102.39,102.56,101.88
102.21,101.66,102.28,101.63
102.05,102.22,102.57,101.25
102.21,101.72,102.60,101.53
101.68,102.27,102.41,101.41
101.92,101.70,102.16,101.54
101.68,102.52,102.53,101.68
102.74,102.48,102.85,101.88
102.51,102.23,102.51,102.02
102.15,102.58,102.99,101.69
102.53,102.23,102.68,101.96
102.17,100.88,102.25,100.69
100.67,101.68,101.73,100.67
101.87,101.98,102.40,101.73
102.53,103.37,103.63,102.47
103.72,103.77,104.13,103.70
103.83,103.80,104.05,103.65
103.99,103.18,103.99,103.01
103.63,103.79,104.05,103.52
103.68,103.53,103.87,103.15
103.45,104.74,104.90,103.45
104.59,104.06,104.59,104.04
103.97,103.85,103.97,103.22
104.07,104.67,104.81,104.07
104.49,104.70,104.74,104.35
104.64,104.71,104.75,104.08
105.24,105.66,105.94,105.24
105.44,104.61,105.63,104.61
104.41,105.01,105.22,104.41
105.30,104.79,105.88,104.24
104.88,105.50,105.78,104.88
105.64,105.49,105.91,105.16
105.47,104.92,105.54,104.50
104.93,104.96,104.96,104.02
105.58,106.10,106.15,105.45
106.47,106.09,106.47,105.64
106.03,106.69,106.69,106.03
106.58,106.68,106.84,106.36
105.76,103.24,105.76,103.24
102.60,104.33,104.46,102.47
103.52,102.26,103.57,101.79
102.28,101.92,102.65,101.86
101.91,103.00,103.27,101.88
102.28,102.57,102.59,102.09
102.31,103.12,103.74,102.31
103.21,102.67,103.34,102.67
103.15,104.21,104.27,102.99
104.97,105.74,105.74,104.97
105.53,104.92,105.66,104.88
104.40,103.86,104.70,103.86
103.63,104.05,104.10,103.56
104.56,105.26,105.31,103.73
105.39,104.36,105.54,104.18
104.94,105.39,105.76,104.60
105.19,105.19,105.31,104.65
105.27,104.51,105.27,104.31
105.12,105.49,105.94,105.12
105.09,105.38,105.50,104.57
105.56,104.40,105.56,104.00
105.07,105.54,106.00,105.07
105.22,103.79,105.22,103.30
103.82,104.06,104.38,103.56
103.13,102.99,103.36,102.56
103.45,103.02,103.96,102.89
102.85,102.70,103.17,102.70
103.85,103.38,103.85,103.20
103.64,104.07,104.49,103.32
103.79,103.86,104.05,103.19
103.11,103.53,103.77,103.11
104.21,104.14,104.77,103.77
103.94,103.26,104.15,103.19
102.75,102.34,103.31,102.11
102.87,101.40,102.87,101.40
101.46,101.08,102.00,100.92
101.27,101.27,101.34,100.79
101.61,100.14,101.61,99.79
100.03,99.19,100.16,98.99
99.34,98.99,99.68,98.90
99.11,99.53,100.43,98.94
101.14,101.65,101.88,101.14
101.63,101.82,102.29,100.92
101.07,104.67,104.84,101.07
105.58,106.13,106.87,105.04
106.58,108.23,108.43,106.35
109.23,109.75,110.10,109.05
109.68,110.40,110.55,109.41
109.95,110.51,110.73,109.95
110.73,110.78,111.36,110.67
111.17,111.33,111.41,110.83
111.82,111.88,112.25,111.41
112.28,113.18,113.19,112.21
113.09,113.85,113.88,112.88
113.86,114.02,114.02,113.81
113.82,112.73,114.15,112.68
112.53,112.59,113.13,112.45
113.54,112.70,113.76,112.55
