JKG,iShares Morningstar Mid-Cap ETF,NASDAQ
112.25,110.23,112.25,109.86
110.92,110.18,111.01,109.21
109.04,108.88,109.43,107.80
109.61,110.15,110.27,109.61
110.34,110.46,110.68,110.00
111.13,111.65,111.94,110.49
111.42,111.20,112.00,111.10
112.12,112.10,112.68,111.86
112.08,111.80,112.74,111.61
111.76,111.88,112.10,111.56
112.55,112.64,112.67,111.85
113.62,113.35,113.67,113.27
114.28,114.35,114.64,113.73
114.68,114.72,114.86,114.18
116.19,116.25,116.25,115.87
116.56,116.60,116.73,116.41
117.04,116.89,117.04,116.67
117.45,116.33,117.45,116.07
116.97,116.60,116.97,116.50
116.91,117.62,117.62,116.91
117.46,117.65,117.68,117.28
117.76,117.96,118.15,117.69
118.24,117.80,118.25,117.71
118.13,116.81,118.13,116.77
116.79,117.43,117.43,115.15
116.68,117.05,117.15,116.44
116.83,116.84,117.28,116.60
117.21,117.09,117.35,116.93
117.54,117.53,118.26,117.46
118.64,119.58,119.62,118.55
119.10,119.44,119.45,119.10
119.29,119.28,119.60,119.28
119.25,118.29,119.25,118.29
117.89,117.79,118.14,117.51
118.59,118.37,118.65,117.99
118.49,118.39,118.63,118.33
117.25,118.28,118.46,117.25
118.19,118.31,118.35,117.97
118.24,117.94,118.24,117.84
116.77,115.98,116.77,115.98
115.64,115.74,116.20,115.53
115.39,114.83,115.67,114.83
115.28,116.14,116.20,115.20
115.22,116.08,116.08,114.82
115.42,116.31,116.92,115.34
116.66,116.38,116.66,116.15
116.65,116.24,116.85,116.20
114.96,114.02,114.96,114.02
114.28,114.43,114.45,114.09
114.29,114.64,114.95,114.29
114.55,113.66,114.55,113.57
114.95,114.11,115.15,113.61
114.92,115.38,115.50,114.87
115.71,115.67,115.92,115.67
115.46,115.93,115.93,115.46
116.75,117.26,117.26,116.65
118.01,118.25,118.38,117.71
118.35,118.49,118.58,118.03
118.58,118.14,118.76,118.13
118.52,118.38,118.54,118.06
119.96,119.27,119.96,119.22
119.55,119.90,119.99,119.55
119.85,121.27,121.29,119.45
121.71,121.39,121.71,121.17
121.04,120.28,121.07,120.05
119.66,119.63,119.75,119.40
119.35,119.61,119.98,119.10
119.45,119.48,119.82,119.10
119.41,119.42,119.97,119.24
118.89,119.12,119.25,118.89
118.10,118.71,119.03,118.10
118.99,119.81,120.28,118.99
119.38,120.05,120.05,119.38
119.82,119.20,119.82,118.77
119.03,120.10,120.10,119.03
119.06,119.16,119.48,119.06
117.56,117.28,117.71,117.25
116.94,117.36,117.36,116.58
118.93,119.48,119.49,118.93
119.41,120.30,120.52,119.41
120.12,121.01,121.05,119.84
120.77,120.01,120.77,119.74
120.21,121.25,121.25,120.17
121.15,122.09,122.09,121.15
123.02,123.14,123.14,122.95
123.03,122.88,123.03,122.85
123.61,123.65,124.16,123.27
123.30,122.94,123.30,122.52
123.22,123.63,123.77,123.03
123.90,124.28,124.28,123.41
124.35,123.98,124.35,123.98
124.49,124.65,124.77,124.43
124.40,124.35,124.64,123.87
124.50,124.22,124.98,123.90
124.74,124.16,124.74,123.78
124.78,125.00,125.00,124.49
124.53,124.24,124.53,123.84
124.49,124.27,124.74,123.97
124.74,122.35,124.74,122.31
122.43,123.46,123.61,122.43
123.86,124.12,124.15,123.59
123.86,124.19,124.19,123.80
123.17,125.04,125.04,123.17
125.58,125.65,125.73,125.20
126.08,126.08,126.08,125.71
126.45,125.18,126.45,125.16
125.12,124.58,125.14,124.35
124.70,124.25,125.11,124.25
124.76,125.39,125.47,124.76
125.53,126.00,126.00,125.39
126.11,125.57,126.11,125.57
125.81,125.94,126.24,125.65
126.02,126.28,126.29,125.85
126.27,125.85,126.44,125.81
126.02,125.61,126.27,125.60
125.43,125.43,125.82,125.12
125.56,125.36,125.65,124.90
125.05,124.95,125.10,124.61
125.93,126.22,126.38,125.93
126.47,126.46,126.60,126.35
126.25,126.24,126.68,126.18
125.34,124.21,125.34,124.21
124.00,123.98,124.17,123.77
124.30,124.35,124.38,123.92
124.85,125.34,125.42,124.85
124.85,125.46,125.57,124.85
125.46,127.20,127.20,124.90
126.94,126.92,126.94,126.67
126.82,127.86,128.04,126.82
128.11,127.91,128.11,127.80
128.31,128.56,128.61,128.31
128.83,128.69,128.89,128.55
128.69,128.75,128.90,128.60
128.80,129.00,129.16,128.80
129.25,129.35,129.59,129.25
128.80,128.05,128.81,128.03
128.84,128.64,128.86,128.44
129.30,128.03,129.30,127.92
128.11,128.98,129.05,128.11
129.00,129.18,129.18,129.00
129.53,129.17,129.53,128.77
129.18,129.60,129.68,129.18
130.20,128.50,130.35,128.50
129.28,130.30,130.39,129.02
130.53,130.83,130.86,130.53
130.50,130.66,130.66,130.28
130.67,130.47,130.89,130.35
130.77,130.87,130.87,130.26
130.97,131.33,131.40,130.93
130.68,130.14,130.68,129.76
129.46,127.24,129.46,127.23
127.24,127.07,127.67,126.11
127.00,127.86,127.86,127.00
128.97,126.71,128.97,126.51
127.78,127.96,128.23,127.41
126.87,127.25,127.74,126.87
127.09,123.70,127.11,123.70
124.44,124.99,125.08,123.81
123.98,124.84,124.84,123.98
125.69,126.80,126.91,125.69
127.57,128.37,128.39,127.24
128.55,128.66,128.77,128.21
129.31,130.19,130.40,129.03
130.69,130.56,131.65,130.40
132.10,131.61,132.10,130.12
131.63,132.01,132.13,131.56
132.31,132.47,132.58,131.85
132.91,131.99,133.30,131.99
132.60,133.22,133.22,132.31
133.61,133.46,133.83,133.20
133.83,134.17,134.81,133.83
134.19,133.69,134.34,133.59
134.00,134.11,134.69,133.89
134.12,134.68,134.69,134.12
134.87,134.88,135.52,134.69
134.02,133.99,134.37,133.74
135.55,136.04,136.04,135.55
135.93,135.76,136.05,135.74
136.27,136.26,136.40,136.03
136.52,136.14,136.52,135.80
136.19,135.63,136.19,135.08
135.83,135.02,136.20,135.02
134.56,134.78,135.00,134.47
135.15,133.16,135.15,133.16
132.72,133.26,133.81,132.72
134.05,134.28,134.51,134.05
134.53,135.48,135.49,134.53
135.65,134.75,135.69,134.75
134.96,135.07,135.26,134.68
135.86,134.95,136.19,134.86
135.09,134.04,135.09,133.52
134.23,134.12,134.45,133.66
134.58,132.90,134.85,132.90
132.51,132.47,133.22,132.16
134.23,133.61,134.23,133.43
134.91,135.03,135.18,134.45
135.75,136.12,136.12,135.54
136.73,136.84,136.94,136.51
136.67,136.26,136.72,135.97
137.25,134.55,137.25,134.29
134.12,132.19,134.12,131.79
132.26,132.70,132.70,132.04
133.42,134.05,134.11,132.85
133.09,131.53,133.09,131.50
130.46,129.89,131.19,129.62
131.00,130.33,131.00,129.59
130.65,131.00,131.00,129.38
132.45,132.44,132.45,131.59
132.29,133.13,133.13,132.19
132.60,133.28,133.37,132.60
133.80,134.04,134.39,133.55
134.07,133.97,134.20,133.95
135.13,133.94,135.13,133.82
133.30,132.65,133.43,132.35
133.11,132.56,133.11,130.99
132.80,132.84,132.91,132.55
132.48,133.34,133.34,132.46
133.43,133.62,134.17,133.21
134.18,133.89,134.54,133.83
132.83,133.99,133.99,132.81
133.84,133.05,133.84,133.05
133.54,134.04,134.07,132.92
134.00,133.89,135.26,133.40
133.62,134.13,134.13,133.32
134.46,135.90,135.92,134.46
136.41,135.71,136.44,135.68
135.51,134.83,135.51,134.82
133.27,133.61,133.63,132.72
133.64,134.23,134.23,133.47
134.79,134.93,135.01,134.79
134.73,133.83,134.73,133.71
134.23,134.66,134.66,134.00
135.15,135.20,135.22,135.15
135.12,135.77,135.80,135.12
136.47,136.60,136.62,136.38
136.70,136.79,136.79,136.32
136.71,136.71,136.77,136.71
137.08,137.10,137.10,136.75
137.22,137.43,137.43,136.57
137.19,137.47,137.53,137.13
137.25,137.95,137.95,137.25
137.70,138.83,138.92,137.69
139.32,139.59,139.59,139.32
140.07,139.98,140.32,139.97
139.58,139.55,139.81,139.36
139.14,139.10,139.24,138.72
139.38,138.23,139.38,137.99
137.96,138.47,138.62,137.96
138.68,138.52,138.82,138.25
139.64,139.57,139.86,139.57
139.42,139.54,139.54,139.13
140.38,140.13,140.38,139.74
140.37,140.98,140.98,140.37
140.96,140.89,141.20,140.76
140.17,139.46,140.80,139.36
139.18,140.11,140.11,139.18
139.12,139.84,139.95,139.12
139.75,140.44,140.53,139.75
140.58,141.04,141.04,140.45
141.30,142.00,142.34,141.28
141.93,141.64,141.93,141.62
142.15,142.53,142.53,142.15
142.55,141.52,142.55,141.49
141.59,140.86,141.59,140.52
141.57,141.53,141.57,141.06
139.57,140.79,140.80,139.57
140.37,140.67,140.78,140.36
141.68,141.40,141.68,141.34
141.34,141.11,141.34,140.81
141.26,141.22,141.36,140.88
140.76,139.90,141.26,139.90
140.19,141.19,141.35,140.19
140.77,140.99,141.09,140.58
141.63,141.65,141.80,141.40
141.68,141.21,141.68,140.92
141.73,141.57,142.00,141.57
140.85,140.80,141.22,140.74
140.98,140.86,141.06,140.34
140.78,140.42,141.13,140.42
140.34,140.14,140.51,139.63
139.53,137.51,139.53,137.46
137.31,137.32,137.63,136.43
137.68,138.23,138.23,136.92
137.84,137.29,138.20,137.29
137.10,137.37,137.72,137.10
137.78,136.53,137.79,136.20
136.88,138.16,138.17,136.66
138.71,138.95,139.33,138.71
138.61,138.50,139.16,138.10
139.04,139.30,139.49,138.76
139.83,140.03,140.03,139.72
140.86,139.71,140.86,139.24
140.91,141.34,141.34,140.75
141.89,141.94,141.99,141.82
141.67,142.46,142.51,141.67
142.36,142.71,142.75,142.32
142.57,142.69,142.77,142.19
143.28,142.97,143.28,142.87
143.46,143.19,143.49,142.85
143.40,143.12,143.42,142.90
142.84,143.09,143.15,142.36
143.78,143.63,144.44,143.20
144.35,143.97,144.35,143.82
144.81,144.15,144.81,144.07
144.37,143.87,145.03,143.87
144.41,144.82,144.82,143.75
144.74,144.56,145.07,144.13
144.67,143.62,144.67,143.61
143.78,143.65,143.78,142.99
143.02,143.86,143.86,143.02
143.29,142.57,143.29,142.13
142.74,141.84,142.74,141.65
141.50,142.76,142.96,141.50
142.71,142.71,143.12,142.45
143.26,143.31,143.32,143.01
143.67,142.79,143.72,142.62
142.73,141.52,142.73,141.43
140.95,140.50,141.45,140.47
140.34,141.00,141.02,139.80
140.65,139.45,140.65,138.96
139.55,140.34,140.44,139.17
138.78,139.69,139.93,138.78
140.20,139.16,140.20,138.82
138.59,137.06,138.59,136.47
137.17,137.06,137.35,135.15
138.98,138.45,138.98,137.49
138.94,138.33,139.13,137.75
137.30,136.11,137.68,136.11
135.39,137.79,137.82,135.26
137.56,134.77,137.56,134.77
134.58,132.67,134.70,132.65
132.55,129.83,132.60,129.83
130.55,130.91,132.08,130.48
129.21,130.69,131.11,127.60
128.69,131.81,132.12,126.46
133.42,133.52,134.13,133.00
133.59,134.67,134.68,133.59
136.41,138.12,138.12,135.72
138.68,136.71,138.71,136.66
138.55,138.44,139.23,137.88
138.46,139.40,139.47,138.31
139.15,138.82,139.18,138.25
139.89,141.03,141.03,139.57
141.67,141.01,141.78,140.01
140.72,141.69,142.01,140.15
144.47,143.57,144.47,143.09
143.80,143.87,144.54,143.78
143.31,143.08,143.46,142.54
145.62,143.56,145.62,143.20
143.60,144.63,144.65,143.60
144.77,144.30,144.77,144.02
144.62,144.77,145.00,144.49
145.00,144.85,145.00,144.64
144.30,145.17,145.37,144.30
145.30,144.85,145.30,144.26
144.89,144.69,145.00,144.68
144.82,144.69,144.82,144.39
145.02,145.72,146.02,145.02
145.51,145.52,145.74,144.91
145.10,146.20,146.46,145.10
149.06,147.00,149.06,146.65
147.20,147.80,147.80,147.20
148.17,148.05,148.34,147.64
147.96,147.99,148.16,147.68
148.32,147.49,148.32,147.49
147.57,145.85,147.57,145.85
146.08,146.79,146.79,145.99
147.37,148.16,148.23,147.37
147.82,148.01,148.20,147.75
148.44,148.29,148.59,148.26
148.13,146.93,148.55,146.62
145.67,147.07,147.19,145.46
146.52,144.76,146.54,144.70
145.69,145.76,146.64,145.69
143.85,143.47,144.89,143.47
144.12,143.07,144.51,142.41
142.22,141.95,144.05,141.95
142.32,144.90,144.90,141.99
147.05,147.42,147.42,146.17
148.00,148.49,148.70,147.55
148.72,148.77,148.77,148.02
149.27,149.74,149.95,149.27
149.45,148.82,149.45,148.82
149.03,149.35,149.60,149.03
149.21,149.43,149.87,149.21
149.37,148.69,149.41,148.69
149.38,147.42,149.38,147.42
148.44,147.16,148.58,146.37
146.77,144.99,146.77,144.37
144.71,143.28,145.00,142.31
144.51,144.88,144.88,143.96
146.00,147.38,147.43,146.00
147.26,146.55,147.26,146.27
146.12,145.04,146.27,144.44
146.05,144.60,147.12,143.59
143.51,144.44,144.44,142.90
145.11,143.08,145.11,143.07
142.71,144.60,144.60,142.65
145.49,144.56,145.49,143.54
144.33,145.67,146.09,144.33
146.61,147.54,147.89,145.62
148.00,147.29,148.00,147.15
147.42,148.40,148.40,147.29
147.00,147.51,148.12,146.34
148.59,145.86,148.59,145.46
146.00,146.94,146.98,145.00
146.14,144.97,146.37,144.81
145.73,146.41,146.55,143.83
147.43,149.29,149.41,147.43
148.27,148.36,148.99,148.00
149.49,149.80,149.95,149.35
149.79,148.98,150.01,148.63
148.82,148.54,149.27,148.20
149.58,149.85,150.30,148.18
149.82,149.97,150.12,149.21
150.86,151.86,151.86,150.80
152.13,152.83,152.85,152.13
152.72,153.13,153.34,152.16
152.95,153.34,153.57,152.88
152.90,153.53,153.76,152.90
153.33,154.39,154.39,152.56
154.11,154.15,154.16,153.60
154.28,154.36,154.42,153.85
153.93,154.36,154.94,153.93
154.67,153.59,154.67,153.08
153.65,153.24,153.65,153.23
153.56,154.62,154.62,153.50
154.41,153.86,154.41,153.31
153.23,152.95,153.42,152.32
153.44,153.44,153.48,152.95
152.74,151.20,152.74,150.90
151.72,151.62,152.21,151.30
150.57,149.66,150.75,149.65
150.22,150.08,150.47,149.46
150.95,151.86,151.86,150.42
151.65,150.96,151.65,149.90
151.53,152.58,152.65,151.48
152.14,152.43,152.69,151.75
152.35,154.46,155.10,151.67
154.32,153.76,154.32,153.33
154.30,155.25,155.35,154.26
155.41,155.13,155.68,155.12
154.96,154.32,154.96,154.05
154.01,151.33,154.01,151.30
150.98,151.08,151.59,150.45
151.28,152.27,152.29,150.92
153.45,154.35,154.49,153.40
153.94,153.73,154.35,153.31
153.59,152.69,153.59,152.17
153.12,153.84,154.20,153.07
152.96,154.85,155.16,152.96
154.63,153.99,155.06,153.99
154.58,153.90,154.58,153.90
154.69,154.58,154.93,153.90
154.68,154.55,154.75,154.36
154.72,153.95,154.83,153.80
154.26,153.92,154.26,153.03
154.67,154.82,155.10,154.43
154.77,154.23,154.77,153.97
153.07,152.50,153.14,151.92
153.31,153.42,153.75,153.30
154.40,153.55,154.40,153.31
153.75,154.01,154.05,153.14
153.80,154.70,155.07,153.80
155.20,154.30,155.20,153.96
155.05,153.42,155.05,153.34
153.41,153.53,153.64,152.54
152.94,152.68,153.26,152.25
152.78,151.41,152.78,151.30
152.18,153.40,153.61,152.14
154.17,153.97,154.24,153.69
153.92,151.84,153.92,151.71
152.20,151.54,152.20,150.96
151.78,152.28,152.55,151.49
154.04,154.14,154.59,153.98
154.23,153.77,154.28,153.75
153.33,153.44,153.69,152.40
153.91,153.42,153.99,153.31
153.91,154.81,154.85,153.91
154.92,155.29,155.29,154.87
155.26,156.28,156.32,155.26
156.97,156.09,156.97,155.89
156.09,156.44,156.89,156.09
156.26,156.54,156.73,156.26
156.46,156.71,156.82,156.46
156.04,154.84,156.10,154.42
155.58,156.19,156.25,155.20
155.99,155.65,155.99,155.27
155.68,154.99,155.80,154.77
155.33,155.25,155.60,154.88
154.93,155.26,155.80,154.47
156.07,155.57,156.19,155.45
155.13,154.12,155.13,154.11
154.46,154.49,154.51,153.92
154.62,153.35,154.62,153.35
153.54,152.96,153.54,152.78
153.55,154.51,154.74,153.55
154.93,154.88,155.17,154.80
154.79,154.19,154.79,154.18
153.25,153.35,153.61,152.57
153.21,154.25,154.30,153.21
154.79,154.27,154.79,153.64
155.00,155.86,156.15,155.00
155.88,155.82,155.97,155.18
156.84,156.08,156.84,155.93
156.30,156.00,156.31,155.74
155.64,154.33,155.64,154.03
154.96,154.05,154.96,153.73
154.40,153.50,154.40,153.43
152.53,150.70,153.01,150.20
152.07,150.99,152.07,150.82
152.49,151.89,155.51,151.15
152.45,151.81,152.45,151.41
150.58,151.24,151.94,150.57
151.83,152.20,152.44,149.66
151.19,149.63,151.19,149.55
151.12,149.75,152.18,149.58
151.17,151.36,151.66,150.89
152.53,152.70,153.01,152.34
152.81,153.79,153.85,152.81
154.07,152.84,154.07,152.46
153.90,153.21,153.90,153.04
153.60,152.40,153.60,152.16
152.53,152.28,152.85,152.19
152.60,151.49,152.60,151.34
151.14,151.55,151.78,151.14
152.29,150.54,152.29,150.39
150.72,149.21,150.72,148.96
148.87,148.23,148.87,147.89
148.97,149.82,150.13,148.16
150.23,151.31,151.32,150.23
151.38,151.87,151.94,150.97
152.16,152.17,152.69,151.95
152.42,151.44,152.42,151.06
151.87,151.32,152.26,151.18
152.53,151.98,153.23,151.81
152.24,150.49,152.24,149.82
150.29,150.71,150.74,150.12
151.73,152.68,152.91,151.73
151.58,151.59,151.85,150.91
150.42,151.77,151.79,148.99
151.60,151.23,151.85,150.85
151.01,152.19,152.19,151.01
151.79,153.11,153.14,151.50
153.23,152.89,153.29,152.51
152.33,151.61,152.50,151.17
150.49,148.43,150.60,148.17
147.32,144.64,147.38,144.54
143.40,138.61,143.40,58.52
141.56,136.79,144.00,136.79
138.16,140.70,140.86,137.54
142.16,144.24,144.82,141.99
144.40,144.75,145.18,143.95
144.50,143.70,145.27,143.49
142.45,139.52,142.45,139.18
141.09,142.16,142.24,140.25
142.89,142.83,144.26,142.42
142.96,140.80,142.96,140.03
143.61,144.09,144.10,142.49
145.76,142.66,145.76,142.47
142.63,142.81,143.59,142.47
142.10,143.48,143.48,141.92
144.06,142.80,144.06,142.80
143.59,144.52,144.58,143.10
145.96,146.12,146.19,144.77
146.64,145.91,147.07,145.89
144.13,143.28,144.59,143.09
144.11,143.67,144.75,143.47
142.55,141.54,142.55,140.91
142.04,141.08,142.04,140.87
140.44,140.11,140.44,138.62
141.06,139.05,141.06,138.92
138.96,135.37,138.96,135.16
135.63,135.17,135.67,134.45
136.80,137.81,137.81,135.92
138.14,137.74,138.14,136.14
136.12,139.62,139.62,135.74
140.99,142.64,142.73,140.99
142.55,141.89,142.59,141.53
142.80,143.71,143.76,142.07
143.45,145.61,145.61,143.45
145.77,145.38,145.77,144.98
145.75,145.40,145.75,144.98
144.67,144.12,145.70,143.95
144.35,143.49,144.67,143.31
143.86,145.07,145.07,143.39
145.41,145.49,145.54,144.80
145.18,145.41,145.55,144.95
145.45,145.67,145.74,145.09
146.48,143.94,146.48,143.80
144.88,145.91,146.24,144.68
146.96,146.42,146.96,145.81
146.32,146.19,146.32,145.81
145.73,145.51,145.79,144.67
146.15,148.02,148.04,146.13
147.56,147.55,147.60,146.92
147.79,147.53,148.20,147.41
147.77,149.25,149.40,147.77
149.20,148.96,149.53,148.72
149.26,148.52,149.26,148.46
148.98,148.83,148.98,148.00
149.09,148.59,149.09,147.60
148.26,146.70,148.26,146.17
146.34,147.12,147.12,145.90
147.26,146.56,147.33,146.49
145.80,144.46,145.80,144.46
143.75,143.08,144.05,142.84
143.24,144.48,144.51,142.74
144.77,144.83,145.92,144.34
145.53,146.97,147.18,145.07
146.93,147.02,147.34,146.70
147.62,147.65,148.09,147.26
148.13,147.87,148.48,147.35
147.30,148.36,148.58,146.93
148.68,148.88,148.97,148.40
148.89,148.99,149.05,148.62
149.61,148.27,149.61,148.16
149.16,149.98,149.98,148.85
150.10,148.11,150.10,148.05
148.73,145.70,148.73,145.22
146.62,147.74,147.89,146.62
147.52,146.16,147.52,145.81
145.22,145.10,145.80,144.56
144.87,144.00,146.47,143.64
143.86,144.27,145.06,143.78
143.00,141.95,143.17,141.58
141.93,141.58,142.23,140.16
142.22,143.09,143.35,142.22
143.58,144.94,145.15,142.91
145.25,142.62,145.28,142.51
141.94,140.58,141.94,140.56
141.51,141.62,141.87,140.63
142.19,143.09,143.42,141.86
144.44,144.79,144.82,143.57
144.16,144.47,144.47,143.81
143.57,143.72,143.72,142.57
144.47,144.97,145.32,144.45
145.14,144.35,145.14,144.21
143.85,143.06,144.28,143.06
140.85,141.22,141.22,139.93
142.07,141.57,142.07,140.70
139.74,139.21,140.15,138.48
137.03,135.80,137.62,135.52
136.47,134.11,136.47,133.88
134.52,133.95,134.96,132.76
135.03,134.31,135.13,133.13
135.06,131.10,135.06,131.04
131.69,132.21,133.06,129.71
129.24,129.85,130.15,128.20
131.19,129.46,131.19,128.13
127.58,128.63,129.20,124.42
128.55,128.82,130.14,128.40
130.73,131.62,131.97,130.73
131.11,129.19,131.11,129.19
129.86,131.88,131.88,129.86
131.73,130.79,132.67,130.19
131.98,130.13,131.98,129.93
130.87,133.70,133.73,130.87
132.78,134.27,134.78,132.36
135.91,131.38,135.91,131.09
132.26,132.18,132.32,129.37
131.86,132.89,133.70,131.86
132.39,130.14,132.39,129.99
128.78,127.27,128.78,125.81
126.02,127.17,127.84,125.77
127.90,127.59,129.20,127.57
126.12,125.77,126.44,124.74
126.93,128.14,128.16,126.28
129.68,130.82,130.82,129.03
131.48,132.67,133.20,131.48
133.26,132.08,133.26,131.84
131.26,132.47,132.48,131.00
133.52,134.56,134.74,133.52
134.09,133.35,134.50,133.22
132.54,134.25,134.47,131.39
134.67,135.58,135.66,133.86
136.74,135.96,136.84,135.68
135.94,135.07,136.57,135.07
136.14,137.88,138.13,135.65
137.96,139.06,139.06,137.65
138.97,140.09,140.09,138.85
140.43,140.58,141.22,139.70
139.81,140.66,141.05,139.81
140.27,138.66,140.27,138.66
139.98,139.81,140.03,139.00
140.35,139.60,140.46,138.12
140.62,142.45,142.45,140.62
142.02,142.21,142.52,141.52
141.74,141.26,141.74,140.81
141.08,142.61,142.71,141.08
142.64,144.10,144.64,142.35
144.67,144.66,145.09,144.38
144.50,144.75,145.05,144.23
144.32,144.91,145.39,143.78
143.89,142.93,143.89,142.71
142.26,142.38,142.44,141.52
142.75,143.10,143.41,142.35
142.74,144.95,144.95,142.67
145.67,145.19,146.04,144.97
145.26,145.24,145.49,144.63
144.07,145.75,145.94,144.06
145.56,144.72,145.70,144.44
143.68,143.45,144.10,143.22
143.16,144.59,144.59,143.10
143.64,142.85,143.96,142.35
143.58,143.60,144.27,143.29
143.86,143.36,144.81,143.36
143.78,144.42,144.49,143.05
145.23,146.36,146.37,145.16
146.03,146.03,146.34,145.65
146.03,146.33,146.47,145.84
145.92,146.93,147.03,145.57
147.43,147.60,148.20,146.86
147.75,147.25,148.07,147.19
147.56,146.59,147.71,146.48
146.81,147.46,147.75,146.81
147.00,147.18,147.64,146.68
147.56,147.91,148.44,147.35
148.35,148.85,149.00,147.83
148.10,146.88,148.56,146.74
146.77,145.93,146.77,144.87
146.70,147.44,147.57,146.04
146.65,146.00,146.65,145.21
144.88,145.34,145.77,144.79
145.71,145.55,146.20,145.28
145.09,146.02,146.10,144.61
146.33,146.19,146.55,145.89
146.75,147.57,147.67,146.60
147.39,146.18,147.39,146.01
146.45,146.21,146.94,145.19
146.04,145.18,146.23,144.63
145.79,146.41,146.74,145.51
146.29,145.44,146.52,144.77
145.07,145.07,146.10,144.17
144.53,144.45,144.53,143.38
145.28,145.68,145.83,145.16
145.54,145.64,146.08,145.54
146.93,147.57,147.91,146.47
147.72,148.41,148.56,147.72
149.08,148.37,149.08,148.06
148.26,149.25,149.25,148.26
150.21,149.47,150.21,148.69
148.66,149.74,150.14,148.66
149.44,150.91,150.91,149.44
150.38,150.31,150.46,149.30
150.93,150.82,151.04,150.24
151.03,151.46,151.79,150.80
151.36,152.03,152.16,151.36
151.89,151.87,152.09,151.14
150.91,149.94,150.91,149.60
150.09,148.66,150.09,148.65
147.98,148.13,148.62,147.33
148.13,148.13,149.25,148.13
147.51,148.40,148.57,146.60
148.81,148.35,148.81,147.65
149.86,149.45,150.70,149.34
149.37,148.83,149.37,148.61
149.75,148.95,149.75,148.75
150.78,150.90,150.90,150.21
146.24,145.67,147.69,144.52
144.05,141.49,144.05,141.07
143.18,144.12,144.12,142.81
146.81,146.84,146.92,145.49
146.79,149.29,149.34,146.44
149.55,149.49,150.25,149.05
149.52,148.00,149.52,147.40
147.41,149.07,149.23,147.30
149.38,149.11,149.81,148.59
150.03,151.75,152.17,150.03
152.99,152.65,152.99,152.23
153.16,153.96,154.26,153.16
154.80,153.98,154.80,153.47
155.46,154.38,155.46,154.16
154.29,154.28,154.50,153.97
154.53,154.40,154.69,153.95
154.00,154.23,154.29,153.77
154.96,154.94,155.00,153.91
154.84,154.28,155.25,154.28
154.92,155.88,155.95,154.71
155.83,155.63,155.95,155.17
156.16,156.85,156.85,155.69
156.96,155.75,156.96,155.17
155.74,156.44,156.54,155.45
156.28,156.66,156.86,156.28
156.90,156.24,156.90,156.01
155.52,154.58,155.52,154.08
154.15,155.24,155.24,154.15
155.92,155.49,156.12,155.42
156.03,156.41,156.53,155.92
156.80,156.29,156.80,155.98
156.76,156.35,156.76,155.97
156.77,155.81,156.77,155.69
156.18,156.40,156.63,155.98
156.46,156.33,156.81,156.15
156.81,156.98,157.40,156.69
157.26,155.61,157.26,155.61
155.49,155.76,155.86,154.76
155.76,156.47,156.47,155.76
156.57,156.41,156.57,155.91
156.82,156.50,156.82,155.78
157.48,157.05,157.50,157.05
157.34,155.69,157.34,155.62
155.62,155.88,156.45,155.62
156.43,155.37,156.90,154.64
155.37,156.53,156.85,155.37
156.88,156.15,156.88,155.68
156.26,155.91,156.26,155.13
156.39,155.92,156.39,154.79
156.73,157.06,157.32,156.45
156.91,157.00,157.19,156.34
157.33,157.14,157.33,156.61
156.70,156.37,156.80,156.29
154.81,151.57,154.81,151.54
150.66,153.78,153.88,150.65
152.03,151.52,152.18,150.96
151.29,151.12,151.74,150.60
151.21,152.51,152.69,151.08
152.34,151.66,152.34,151.01
151.97,152.32,153.34,151.97
153.58,152.18,153.58,152.02
152.87,153.89,154.06,152.09
155.29,155.41,155.59,155.04
155.30,154.83,155.39,154.80
153.40,153.43,153.75,153.29
153.59,153.58,153.72,152.89
154.22,154.75,154.75,153.26
155.08,153.44,155.08,152.90
153.83,154.42,155.09,153.74
153.83,153.84,154.09,153.43
154.08,152.46,154.08,151.97
152.79,153.22,153.51,152.79
152.67,153.34,153.37,152.18
153.48,152.18,153.48,151.57
153.44,152.69,153.50,152.65
152.76,150.52,152.76,149.81
150.62,150.82,151.25,150.50
149.85,150.45,150.82,148.83
151.40,150.59,151.60,150.48
150.54,150.18,150.76,150.18
151.24,150.98,151.44,150.65
150.93,151.69,151.85,150.67
151.67,151.19,151.67,150.67
150.66,150.90,150.92,150.26
152.23,151.33,152.23,151.24
151.44,149.81,151.44,149.81
149.58,149.46,149.87,149.13
149.90,147.98,149.90,147.98
148.65,148.34,149.43,148.16
149.19,149.28,149.33,148.69
149.81,148.09,149.81,147.53
147.96,146.91,148.14,146.72
147.07,146.32,147.57,146.19
146.47,146.58,147.65,146.47
149.15,149.52,149.52,148.58
149.21,150.10,150.45,149.09
148.37,151.22,151.71,148.37
152.14,151.93,152.84,151.02
151.85,152.12,152.27,151.22
152.51,154.14,154.25,152.51
154.00,154.91,154.98,153.97
154.38,154.49,154.78,154.11
155.06,154.87,155.07,154.46
155.38,154.73,155.38,154.60
154.74,155.59,155.66,154.74
155.98,156.59,156.73,155.82
156.73,156.89,156.89,156.01
157.19,157.51,157.51,157.19
157.71,156.69,157.71,156.51
156.44,157.31,157.71,156.44
157.19,156.50,157.54,156.45
156.54,155.60,156.64,155.36
155.64,155.80,156.24,155.44
156.20,157.05,157.16,156.20
