CBRL,Cracker Barrel Old Country Store,NASDAQ
47.73,47.53,48.05,47.22
47.16,48.48,48.81,46.96
48.79,48.60,48.90,48.05
48.49,48.96,49.06,48.20
48.91,49.68,49.82,48.63
49.90,49.25,50.08,48.78
49.12,49.31,49.62,49.09
49.33,49.89,50.13,49.31
49.72,49.62,50.07,48.95
49.33,48.79,49.47,48.13
49.29,49.47,49.68,48.65
48.83,48.76,49.11,48.13
48.18,48.22,48.77,47.93
48.09,48.61,49.28,48.09
48.29,49.04,49.59,48.29
48.95,48.32,49.15,47.93
48.39,47.74,48.39,47.43
47.55,47.56,47.63,46.78
47.72,48.20,48.30,47.66
48.17,47.31,48.20,46.92
47.31,47.23,47.32,46.82
47.36,46.77,47.61,46.44
46.34,46.53,46.76,46.22
46.64,46.67,46.77,46.30
46.30,44.67,46.46,44.57
44.67,44.57,45.35,44.47
44.18,45.11,45.23,43.75
45.70,44.83,45.80,44.17
44.44,43.29,43.42,42.31
43.25,43.83,43.96,42.31
43.31,41.77,43.31,41.77
42.24,41.22,42.38,40.45
40.36,38.44,41.53,38.42
39.19,41.00,41.08,38.00
40.03,39.16,40.99,39.02
39.46,41.40,42.01,39.45
41.87,40.71,41.97,40.47
41.14,41.77,41.86,40.56
41.45,40.94,41.45,40.12
41.25,42.09,42.20,40.74
41.04,39.29,41.04,38.90
38.55,39.06,40.45,38.50
40.14,39.96,40.81,39.36
40.15,41.52,41.61,39.79
41.39,41.67,42.28,40.72
41.94,40.17,41.94,39.99
39.90,41.34,41.54,39.76
41.94,42.78,42.85,41.76
41.93,41.90,42.51,41.18
42.18,42.36,42.50,41.52
42.37,41.53,42.70,41.06
40.61,40.58,40.86,39.81
39.33,40.40,40.52,39.24
40.66,40.60,40.86,39.82
40.40,40.05,40.96,39.76
39.71,37.99,39.76,37.52
37.41,39.86,39.87,37.31
39.90,40.56,41.44,38.72
40.75,41.50,42.01,40.27
42.74,41.59,42.83,41.48
41.98,41.99,42.50,41.67
41.18,41.72,42.09,41.00
41.91,40.68,42.57,40.67
40.75,39.90,41.05,39.80
38.92,40.41,41.61,38.12
40.36,41.00,41.66,40.31
41.94,41.69,42.02,41.00
42.51,41.72,42.80,41.33
42.31,41.03,42.33,41.00
41.91,41.26,42.23,40.35
40.66,40.03,41.28,40.03
39.65,38.56,40.61,38.55
38.21,40.42,40.51,37.92
40.47,40.05,40.90,39.51
39.78,40.93,40.95,39.61
40.85,40.51,41.38,40.40
41.05,41.88,41.92,40.86
41.76,41.92,41.96,41.39
42.00,42.20,42.77,41.70
42.12,42.05,42.41,41.86
42.26,41.71,42.26,40.94
41.34,40.72,41.60,40.56
40.78,40.63,40.99,40.08
40.31,39.89,40.70,39.67
39.76,39.45,40.18,38.96
40.21,40.03,40.21,39.51
40.27,41.22,41.39,40.26
41.14,40.44,41.37,40.34
41.07,41.44,41.51,40.30
42.39,43.66,43.81,42.25
43.64,42.98,43.88,42.66
42.37,42.38,43.13,42.23
41.08,41.75,42.90,41.08
42.22,42.29,42.73,41.83
42.71,42.88,42.98,41.82
42.61,42.93,43.28,42.41
44.50,45.55,45.57,44.28
45.98,45.34,45.98,44.31
44.60,44.12,45.04,43.96
44.76,43.93,44.94,43.53
44.47,45.42,45.64,44.18
45.48,45.23,45.50,44.80
44.95,46.52,46.66,44.91
45.97,45.84,46.30,45.45
45.72,45.37,46.28,45.14
45.38,45.48,45.70,44.83
44.77,45.93,46.12,44.24
44.55,44.67,45.24,44.01
44.28,44.25,44.99,44.00
44.08,43.77,44.69,43.77
44.78,45.59,45.78,44.46
45.82,45.81,46.50,45.35
47.08,47.56,47.58,47.00
47.33,47.56,48.18,46.48
49.99,48.70,50.98,48.21
49.58,48.95,49.58,48.67
48.73,49.17,49.54,48.47
48.81,49.60,49.86,48.54
49.17,48.57,49.97,48.55
48.64,49.73,50.00,48.64
49.32,49.89,49.94,49.17
50.34,49.54,50.37,49.40
49.36,49.30,50.10,49.22
49.91,49.38,49.91,48.80
49.37,49.30,49.85,49.13
49.62,48.75,50.00,48.52
49.46,49.21,49.63,48.86
49.21,50.36,50.38,49.14
50.47,50.22,50.82,50.00
50.50,50.57,50.79,50.34
50.50,50.98,51.47,50.50
51.02,50.13,51.10,49.91
50.24,50.60,51.07,50.23
50.44,50.41,51.00,50.36
51.01,51.34,51.57,50.69
51.14,51.30,51.52,51.01
50.62,50.62,50.90,49.53
50.76,50.86,51.28,50.59
51.10,51.55,51.72,50.90
52.03,51.96,52.34,51.68
51.90,52.50,52.51,51.79
52.51,52.63,52.75,52.18
52.25,52.73,53.00,52.20
53.00,52.69,53.53,52.66
52.45,53.45,53.45,52.26
53.30,53.26,53.58,52.88
53.07,53.41,53.77,53.07
53.68,52.30,53.68,52.20
51.73,52.11,52.45,51.13
51.98,52.44,52.55,51.76
52.59,52.40,52.84,51.77
52.17,52.47,52.52,51.74
52.21,52.71,52.74,52.02
52.96,52.45,53.24,52.34
52.65,53.40,53.42,52.37
53.25,53.17,53.72,53.09
53.97,54.72,54.95,53.58
53.32,53.14,54.14,52.76
53.02,53.79,54.06,53.02
53.76,53.61,54.00,53.28
53.58,53.45,53.87,53.13
53.00,53.34,53.49,53.00
53.74,53.07,53.92,52.92
53.01,52.96,53.10,52.63
53.30,53.42,54.17,53.02
53.66,54.20,54.52,53.47
54.39,55.63,55.83,54.25
56.00,57.86,59.90,55.52
57.79,56.22,58.51,56.01
56.16,56.21,56.50,55.73
56.24,55.86,56.34,55.56
55.55,55.57,55.83,55.07
55.76,55.75,56.00,55.45
55.80,55.67,56.39,55.44
55.96,55.44,56.36,55.32
55.48,54.94,55.91,54.64
54.72,55.00,55.00,54.66
54.46,54.93,55.05,53.90
55.11,55.01,55.21,54.86
55.25,55.32,55.42,54.96
55.46,56.08,56.55,55.46
56.07,56.04,56.60,55.90
56.45,56.67,56.71,56.06
56.67,56.54,57.19,56.42
56.68,57.19,57.25,56.16
57.25,56.39,57.25,56.17
56.38,56.92,57.17,55.79
56.48,56.51,56.85,56.23
56.56,56.41,56.84,56.33
55.88,55.73,56.82,55.61
55.61,55.41,55.68,54.40
55.96,56.49,56.67,55.56
56.45,55.96,56.59,55.87
55.96,56.20,56.69,55.83
55.75,56.28,56.41,55.73
56.72,55.80,56.80,55.79
55.82,56.46,56.50,55.43
56.54,56.58,57.16,56.22
56.10,56.39,56.49,56.01
56.11,56.35,56.58,55.45
55.50,55.43,55.87,55.27
55.19,54.80,55.42,54.77
55.15,55.93,55.93,55.15
55.85,56.19,56.36,55.48
55.95,55.80,56.35,55.62
55.85,55.91,55.97,55.45
56.48,56.35,56.96,56.20
56.10,55.97,56.42,55.77
56.23,55.13,56.62,54.95
56.26,56.57,56.76,55.33
55.73,56.43,56.44,55.44
56.45,56.00,56.84,55.83
56.56,56.67,56.98,56.22
56.76,57.80,57.91,56.68
57.88,57.84,57.94,56.62
57.97,57.52,58.09,57.34
57.86,58.74,59.06,57.76
58.45,58.74,58.99,58.25
58.57,58.52,58.82,58.35
58.10,57.50,58.30,56.81
57.42,57.82,58.41,57.27
57.44,57.38,58.15,57.00
57.07,57.46,57.95,57.06
57.99,58.08,58.24,56.76
57.91,58.22,58.89,57.68
57.89,57.09,58.22,57.06
57.00,57.74,58.09,57.00
58.16,58.05,58.65,57.99
57.95,56.65,58.25,56.64
56.51,56.55,57.58,56.26
56.65,58.13,58.22,56.39
59.98,57.38,61.89,56.73
57.43,58.27,58.51,57.26
58.54,59.47,59.98,58.28
60.18,59.82,60.18,59.43
60.00,60.89,61.20,59.99
60.62,60.41,60.95,59.79
60.33,61.27,61.49,60.03
60.17,59.39,60.68,59.05
59.67,58.53,60.19,57.99
58.22,58.84,59.26,58.10
59.11,59.70,60.19,58.86
60.14,59.24,60.42,59.20
59.04,59.91,60.17,58.81
60.72,59.15,60.72,59.05
59.72,59.62,60.00,59.06
59.48,58.82,59.78,58.72
58.95,59.33,59.93,58.78
59.22,59.85,60.16,59.17
59.74,60.22,61.00,59.44
60.30,60.33,60.71,60.16
60.10,59.96,60.28,59.82
60.18,59.00,60.57,58.87
59.22,59.91,60.12,58.92
59.60,59.94,60.30,59.20
60.24,60.07,60.48,59.50
60.24,60.55,60.57,59.78
60.41,61.71,61.73,60.01
62.47,62.80,62.87,61.67
63.10,62.78,63.12,61.64
62.71,62.60,62.86,62.17
62.60,62.78,63.29,62.19
62.28,62.76,62.78,61.92
62.48,62.87,62.90,62.24
62.90,62.51,63.58,62.28
62.72,62.08,63.11,61.75
61.89,62.52,62.82,61.56
62.86,62.92,63.14,62.41
63.03,62.99,63.93,62.65
63.07,63.73,64.33,62.73
63.33,63.42,63.60,62.68
63.43,63.33,63.71,62.72
62.71,61.64,62.72,61.21
61.00,60.25,61.00,60.13
60.44,60.01,60.55,59.82
60.12,60.12,60.64,59.89
61.04,62.10,62.46,61.03
62.11,62.60,62.78,61.83
62.96,63.10,63.97,62.42
63.24,62.66,63.29,62.24
63.19,62.33,63.56,62.31
62.26,62.44,62.59,61.66
63.17,62.96,63.69,62.66
63.33,63.01,63.76,62.86
63.38,63.43,63.96,63.32
63.48,64.00,64.50,63.43
64.32,63.18,64.32,62.82
63.00,62.98,63.64,62.66
62.97,62.49,62.97,62.19
62.73,62.41,63.00,62.12
62.06,63.01,63.01,62.06
62.82,63.32,63.44,62.33
63.34,63.67,63.95,63.24
63.70,64.02,64.02,63.26
64.03,63.69,64.46,63.53
63.75,63.03,63.77,62.76
62.95,62.57,63.42,62.25
62.41,62.70,63.08,62.27
62.78,62.90,63.35,62.50
62.63,63.50,63.80,62.63
63.72,63.65,64.04,63.42
64.00,63.55,64.08,63.51
63.68,62.98,64.17,62.80
62.98,63.37,63.74,62.84
63.20,63.50,64.02,63.19
63.61,64.50,64.95,63.54
64.71,64.72,64.80,64.34
64.91,65.00,65.66,64.30
65.16,65.45,66.07,65.16
65.61,65.99,65.99,65.39
65.90,66.17,66.50,65.11
64.21,64.13,65.79,64.01
64.00,63.98,64.34,63.30
63.20,63.62,64.14,62.34
67.59,67.31,69.30,66.66
67.56,65.74,67.82,64.54
65.75,66.67,66.76,65.74
66.67,67.19,67.52,66.24
67.67,67.20,67.67,66.90
67.48,67.13,67.48,66.72
67.15,67.50,67.97,66.60
67.12,67.11,67.15,66.62
67.47,67.74,68.27,67.21
67.85,67.54,68.10,67.24
68.01,67.39,68.01,67.25
67.84,68.24,68.60,67.53
68.41,67.29,68.41,67.19
67.28,67.47,67.74,67.07
67.34,66.65,67.50,66.58
66.90,66.78,67.38,66.62
66.99,66.72,67.00,66.29
66.95,66.71,67.13,66.34
66.76,66.85,67.12,66.31
67.06,67.17,67.34,66.56
66.94,67.20,67.54,66.48
67.20,66.98,67.20,66.44
66.46,65.02,66.58,64.15
65.09,64.42,65.77,64.24
63.73,64.47,64.55,63.51
64.51,63.19,64.62,63.06
63.47,63.74,64.16,63.01
64.10,63.34,64.10,62.86
62.87,63.65,63.74,62.66
63.83,63.87,64.00,63.19
64.24,63.45,64.54,63.23
63.70,64.27,64.41,63.08
64.56,65.44,65.50,64.08
64.60,63.91,64.69,63.63
63.72,62.37,63.83,62.21
61.93,62.51,63.05,60.85
62.67,62.75,63.17,62.33
62.27,63.00,63.22,62.27
63.19,61.94,63.77,61.87
61.77,61.86,62.53,61.01
61.76,62.07,62.32,61.18
62.71,63.13,63.48,62.58
63.21,62.87,63.83,62.71
63.12,62.92,63.71,62.79
63.40,63.26,63.48,62.97
63.18,64.55,64.66,62.97
64.55,64.38,64.97,64.27
64.32,65.10,65.39,63.26
63.00,61.78,64.29,60.83
61.70,61.45,61.94,60.07
61.31,60.98,61.98,60.17
60.62,60.40,61.21,60.26
60.49,60.52,60.85,60.21
60.50,60.84,61.09,60.39
61.20,61.34,61.58,61.04
61.47,61.23,61.73,61.00
61.66,61.86,61.99,61.12
62.04,62.70,62.87,61.85
62.97,63.09,63.30,62.29
63.20,63.47,64.40,63.20
63.73,64.00,64.04,63.39
64.20,64.75,65.12,64.08
64.74,64.51,65.06,64.39
64.36,64.37,64.74,64.19
63.81,63.88,64.30,63.38
63.75,64.26,64.50,63.50
64.20,63.45,64.20,63.30
63.56,63.26,63.68,62.65
63.08,62.91,63.88,62.71
62.89,64.26,64.31,62.89
65.22,65.00,65.23,64.39
65.07,64.70,65.50,64.54
65.01,65.68,65.83,64.56
65.24,65.48,65.89,65.01
65.43,64.67,65.65,64.51
64.62,65.24,65.32,64.53
65.30,65.18,65.39,64.60
65.32,65.29,65.40,64.74
65.29,65.04,65.45,64.77
64.94,65.13,65.44,64.54
64.62,63.65,64.74,63.55
63.93,64.40,64.68,63.40
63.92,64.22,64.30,63.52
64.14,64.70,64.94,63.69
64.84,64.01,64.84,64.00
63.96,64.42,64.88,63.82
64.84,64.58,64.84,64.06
64.77,64.19,64.79,64.01
64.00,64.94,65.19,63.89
65.00,64.20,65.00,63.98
64.15,64.82,65.00,63.95
65.18,65.50,65.94,64.88
65.09,64.98,65.53,64.92
65.42,65.18,65.42,64.72
65.08,65.75,65.97,64.83
65.80,65.72,65.96,65.22
65.81,65.81,65.94,65.46
65.77,65.52,65.92,65.37
65.54,65.37,65.65,65.16
65.17,65.35,65.35,64.53
65.16,65.33,65.47,65.09
66.00,66.71,68.34,66.00
66.89,66.74,67.41,65.75
66.72,65.90,66.94,65.88
66.07,66.36,66.79,65.84
66.82,67.34,67.35,66.29
67.53,66.95,68.19,66.73
71.90,72.75,75.45,70.88
72.75,75.47,76.07,72.04
75.66,75.28,76.99,75.25
75.08,76.06,76.18,74.45
76.11,76.95,77.01,75.79
77.69,77.29,78.18,76.20
77.27,77.39,77.99,77.02
77.53,77.96,78.01,76.85
78.73,78.37,78.73,77.29
78.19,78.49,79.05,77.86
78.57,77.76,79.03,77.55
77.87,78.67,79.31,77.79
78.62,79.37,79.64,78.44
79.56,80.16,80.21,78.90
79.69,79.97,80.64,79.10
77.78,79.27,79.57,77.02
79.37,79.63,80.08,78.94
79.20,79.36,79.74,78.87
79.36,80.59,81.07,79.27
80.75,80.02,81.42,79.75
80.40,80.40,80.54,79.93
80.06,80.79,80.91,79.85
81.00,80.85,81.57,80.61
80.75,80.33,81.60,80.02
80.50,80.84,81.11,80.15
81.00,79.94,81.46,79.76
79.79,81.37,81.38,79.60
80.18,80.68,80.69,79.97
81.13,80.51,81.22,80.00
80.80,80.04,80.87,79.99
80.47,81.82,81.88,80.47
81.70,81.51,82.21,81.10
81.35,82.78,83.58,81.29
82.80,80.43,82.82,79.91
80.95,81.44,81.52,80.05
80.61,80.73,80.94,78.91
80.92,80.47,80.92,79.44
80.36,80.65,81.47,79.96
80.93,80.75,80.93,79.93
80.94,81.12,81.59,80.31
81.01,81.44,81.82,80.71
82.00,82.22,82.88,81.76
81.90,81.61,82.46,81.43
81.85,82.16,82.49,81.50
82.24,82.74,83.39,82.00
82.37,82.01,83.18,81.27
82.10,82.72,83.27,81.99
83.52,83.65,84.41,83.26
83.99,84.25,84.38,83.02
84.25,84.33,84.33,83.49
84.32,84.27,84.79,83.82
83.99,83.64,84.35,83.43
83.99,85.00,85.16,83.94
85.10,85.25,85.70,84.73
85.28,86.28,86.32,85.28
86.34,87.04,87.22,85.68
87.08,86.06,87.08,85.58
86.44,86.59,86.98,85.71
86.38,86.96,87.58,86.15
87.23,87.15,87.23,86.13
87.49,86.04,87.81,85.80
85.67,86.92,86.92,84.73
86.24,86.97,87.02,86.02
88.17,88.37,88.94,87.21
87.86,87.69,88.39,86.79
88.76,89.47,89.89,88.62
89.30,89.46,90.64,89.08
95.57,95.28,97.24,92.44
95.11,95.96,96.22,94.15
95.94,95.40,96.36,95.31
95.14,96.34,96.40,94.78
96.98,97.93,98.49,96.47
98.70,97.92,100.01,97.91
97.50,97.45,97.95,96.90
98.15,96.54,98.15,96.30
96.53,96.33,96.68,95.54
96.26,95.94,97.20,95.51
96.18,93.10,96.74,92.55
92.86,95.44,95.47,92.54
95.49,94.55,96.17,94.30
